
[00:00:00.000 --> 00:00:03.000]  我們一起禱告我們的天上的父神
[00:02:52.000 --> 00:02:54.000]  那麼這是我們現在的新的名詞
[00:02:54.000 --> 00:02:56.000]  但是對主耶穌來講
[00:02:56.000 --> 00:02:59.000]  他的確確是在告訴我們婚姻的問題
[00:02:59.000 --> 00:03:02.000]  因爲他們的確確到主耶穌的面前
[00:03:02.000 --> 00:03:03.000]  問的是說
[00:03:03.000 --> 00:03:06.000]  可不可以寫修書離棄妻子
[00:03:06.000 --> 00:03:09.000]  那麼主耶穌就告訴他們很有意思
[00:03:09.000 --> 00:03:11.000]  主耶穌說
[00:03:11.000 --> 00:03:14.000]  但是起初不是這個樣子
[00:03:14.000 --> 00:03:16.000]  所以我們今天活在這個世界上
[00:03:16.000 --> 00:03:18.000]  我們如果從聖經上面
[00:03:18.000 --> 00:03:19.000]  我們也能夠看到
[00:03:19.000 --> 00:03:22.000]  起初的時候不是這個樣子
[00:03:22.000 --> 00:03:24.000]  神設定婚姻制度的時候
[00:03:24.000 --> 00:03:26.000]  不是這個樣子的心意
[00:03:26.000 --> 00:03:29.000]  他告訴我們一男一女的婚姻
[00:03:29.000 --> 00:03:32.000]  他也告訴我們是不可以分開的
[00:03:32.000 --> 00:03:34.000]  神所配合
[00:03:34.000 --> 00:03:36.000]  人是不可以分開的
[00:03:36.000 --> 00:03:37.000]  那麼我們今天
[00:03:37.000 --> 00:03:40.000]  從聖經上我們能夠透視
[00:03:40.000 --> 00:03:42.000]  到今天這個社會的情形
[00:03:42.000 --> 00:03:44.000]  這個社會的婚姻的情形
[00:03:44.000 --> 00:03:46.000]  這個社會的家庭的情形
[00:03:46.000 --> 00:03:48.000]  那麼夫妻之間關係的情形
[00:03:48.000 --> 00:03:51.000]  讓我們真的是會想到
[00:03:51.000 --> 00:03:53.000]  聖經上所講的
[00:03:53.000 --> 00:03:55.000]  一步一步一步一步
[00:03:55.000 --> 00:03:57.000]  都會讓我們看見會實現的
[00:03:57.000 --> 00:04:01.000]  特別是講到末世的時候的事情
[00:04:01.000 --> 00:04:03.000]  所以我們今天又回到創世紀第二章
[00:04:03.000 --> 00:04:05.000]  讓我們再回過頭來
[00:04:05.000 --> 00:04:07.000]  我們已經明白了
[00:04:07.000 --> 00:04:10.000]  這個奧祕是指的基督和教會說的
[00:04:10.000 --> 00:04:11.000]  那我們現在再回過頭來
[00:04:11.000 --> 00:04:13.000]  看創世紀第二章
[00:04:13.000 --> 00:04:16.000]  我們能夠更加深的印象
[00:04:16.000 --> 00:04:18.000]  我們也能夠知道當初
[00:04:18.000 --> 00:04:21.000]  神他的心意是什麼
[00:04:21.000 --> 00:04:23.000]  那現在爲什麼不是那個樣子
[00:04:23.000 --> 00:04:25.000]  那我們會明白
[00:04:25.000 --> 00:04:26.000]  那麼到了第三章的時候
[00:04:26.000 --> 00:04:27.000]  我們就曉得
[00:04:27.000 --> 00:04:29.000]  原來中間出了一個差錯
[00:04:29.000 --> 00:04:31.000]  那麼這個問題在哪裏
[00:04:31.000 --> 00:04:33.000]  這些都是聖經上啓示給我們
[00:04:33.000 --> 00:04:35.000]  讓我們能夠明白
[00:04:35.000 --> 00:04:38.000]  那創世紀第二章第四節到第六節
[00:04:38.000 --> 00:04:40.000]  在這裏過去有很多的
[00:04:40.000 --> 00:04:43.000]  所謂的liberal的解經家
[00:04:43.000 --> 00:04:44.000]  他們認爲這個地方
[00:04:44.000 --> 00:04:47.000]  是跟創世紀第一章是有矛盾的
[00:04:47.000 --> 00:04:49.000]  那麼所以他們認爲說
[00:04:49.000 --> 00:04:52.000]  這個經文可能不是摩西寫的
[00:04:52.000 --> 00:04:53.000]  那麼現在這個理論
[00:04:53.000 --> 00:04:55.000]  現在慢慢淡下去了
[00:04:55.000 --> 00:04:56.000]  因爲什麼
[00:04:56.000 --> 00:04:58.000]  因爲從很多考古學的研究
[00:04:58.000 --> 00:05:02.000]  知道這一段經文是什麼意思
[00:05:02.000 --> 00:05:05.000]  那麼在這裏摩西並不是在講神的創造
[00:05:05.000 --> 00:05:07.000]  他在這裏所寫的細節
[00:05:07.000 --> 00:05:11.000]  是爲了把後面所要發生的事情帶出來
[00:05:11.000 --> 00:05:12.000]  什麼事情呢
[00:05:12.000 --> 00:05:16.000]  就是關於人的事情
[00:05:16.000 --> 00:05:17.000]  在第四節
[00:05:17.000 --> 00:05:20.000]  他說創造天地的來歷
[00:05:20.000 --> 00:05:24.000]  這是創世紀裏面有一個主題
[00:05:24.000 --> 00:05:27.000]  英文就是叫做generation
[00:05:27.000 --> 00:05:29.000]  或者是說中文翻譯就是
[00:05:29.000 --> 00:05:31.000]  誰的後代是誰的後代
[00:05:31.000 --> 00:05:33.000]  總共有11處地方
[00:05:33.000 --> 00:05:34.000]  那麼在這裏講到說
[00:05:34.000 --> 00:05:37.000]  這個比方說the generation of Adam
[00:05:37.000 --> 00:05:39.000]  就是亞當的後代
[00:05:39.000 --> 00:05:41.000]  或者是挪亞的後代
[00:05:41.000 --> 00:05:43.000]  所以在這裏告訴我們什麼呢
[00:05:43.000 --> 00:05:45.000]  告訴我們神創造的天地
[00:05:45.000 --> 00:05:47.000]  和其中的萬物
[00:05:47.000 --> 00:05:48.000]  最重要的是什麼
[00:05:48.000 --> 00:05:51.000]  最重要的是神在創造的過程當中
[00:05:51.000 --> 00:05:54.000]  這個generation of the creation
[00:05:54.000 --> 00:05:56.000]  所以我們曉得神的心意
[00:05:56.000 --> 00:05:58.000]  真的是他不是
[00:05:58.000 --> 00:06:01.000]  我們常常花很多的精神在那邊討論
[00:06:01.000 --> 00:06:02.000]  第一天什麼
[00:06:02.000 --> 00:06:03.000]  第二天什麼
[00:06:03.000 --> 00:06:04.000]  第三天什麼
[00:06:04.000 --> 00:06:05.000]  然後科學上怎麼講
[00:06:05.000 --> 00:06:07.000]  這是我們人所看重的
[00:06:07.000 --> 00:06:09.000]  但神所看重的是什麼
[00:06:09.000 --> 00:06:13.000]  神所看重的就是the generation of creation
[00:06:13.000 --> 00:06:15.000]  就是創造的後代
[00:06:15.000 --> 00:06:16.000]  是什麼呢
[00:06:16.000 --> 00:06:17.000]  就是人
[00:06:17.000 --> 00:06:20.000]  從第七節開始
[00:06:20.000 --> 00:06:22.000]  就開始講人的事情
[00:06:22.000 --> 00:06:26.000]  一直講到七十六度
[00:06:26.000 --> 00:06:27.000]  那麼
[00:06:27.000 --> 00:06:29.000]  所以我們今天要看的
[00:06:29.000 --> 00:06:30.000]  我覺得我們要看的
[00:06:30.000 --> 00:06:31.000]  就是看重在人
[00:06:31.000 --> 00:06:35.000]  或者是說神在人身上所做的事情
[00:06:35.000 --> 00:06:36.000]  第一件事情我們要看到的
[00:06:36.000 --> 00:06:38.000]  就是創世紀第二章第七集
[00:06:38.000 --> 00:06:43.000]  他說耶和華神用地上的塵土造人
[00:06:43.000 --> 00:06:45.000]  將生氣吹在他鼻孔裏
[00:06:45.000 --> 00:06:47.000]  他就成了有靈的活人
[00:06:47.000 --> 00:06:49.000]  名叫亞當
[00:06:49.000 --> 00:06:50.000]  然後我有時候
[00:06:50.000 --> 00:06:52.000]  我有一次看到一個文章
[00:06:52.000 --> 00:06:54.000]  這文章他就是向人傳福音的
[00:06:54.000 --> 00:06:55.000]  寫得很好
[00:06:55.000 --> 00:06:56.000]  但是他就講說
[00:06:56.000 --> 00:06:58.000]  他說你知道創世紀第二章第七節
[00:06:58.000 --> 00:06:59.000]  裏面就講說
[00:06:59.000 --> 00:07:03.000]  神也用地上的塵土捏了一個人
[00:07:03.000 --> 00:07:04.000]  我看了之後我就問他
[00:07:04.000 --> 00:07:08.000]  爲什麼下半句不講
[00:07:08.000 --> 00:07:10.000]  我們都會用泥土捏人
[00:07:10.000 --> 00:07:11.000]  對不對
[00:07:11.000 --> 00:07:14.000]  會不會啊
[00:07:14.000 --> 00:07:17.000]  很多藝術家用土造成一個塑像
[00:07:17.000 --> 00:07:18.000]  對不對
[00:07:18.000 --> 00:07:19.000]  或者是什麼像
[00:07:19.000 --> 00:07:20.000]  不管他用什麼的
[00:07:20.000 --> 00:07:21.000]  但是那些都不是活的
[00:07:21.000 --> 00:07:22.000]  爲什麼呢
[00:07:22.000 --> 00:07:23.000]  因爲沒有生命
[00:07:23.000 --> 00:07:25.000]  我們可以樹一個像
[00:07:25.000 --> 00:07:27.000]  但是這個像很酷似他
[00:07:27.000 --> 00:07:28.000]  酷似這個人
[00:07:28.000 --> 00:07:29.000]  但是怎麼樣
[00:07:29.000 --> 00:07:30.000]  沒有生命
[00:07:30.000 --> 00:07:31.000]  不是活的
[00:07:31.000 --> 00:07:32.000]  所以在這裏
[00:07:32.000 --> 00:07:33.000]  他告訴我們
[00:07:33.000 --> 00:07:35.000]  神到那塵土捏了一個人
[00:07:35.000 --> 00:07:37.000]  那有的時候我看一篇文章
[00:07:37.000 --> 00:07:39.000]  他就真的是寧人化
[00:07:39.000 --> 00:07:40.000]  他就說人在那邊
[00:07:40.000 --> 00:07:41.000]  用手捏一個
[00:07:41.000 --> 00:07:43.000]  其實正經上沒有講得很清楚
[00:07:43.000 --> 00:07:45.000]  但是正經上告訴我們
[00:07:45.000 --> 00:07:47.000]  神真的是用泥土造了人
[00:07:47.000 --> 00:07:49.000]  但是他做了一件事情
[00:07:49.000 --> 00:07:51.000]  他還把他自己的身氣
[00:07:51.000 --> 00:07:53.000]  吹在他的鼻孔裏
[00:07:53.000 --> 00:07:58.000]  這個人就成了有靈的活人
[00:07:58.000 --> 00:08:00.000]  神的生命
[00:08:00.000 --> 00:08:02.000]  對不對
[00:08:02.000 --> 00:08:03.000]  神的生命
[00:08:03.000 --> 00:08:04.000]  神把他自己的生命
[00:08:04.000 --> 00:08:06.000]  吹在人的臉
[00:08:06.000 --> 00:08:08.000]  吹在這個泥土造的這個人裏面
[00:08:08.000 --> 00:08:10.000]  所以人就成了有靈的活人
[00:08:10.000 --> 00:08:11.000]  那麼這個生命
[00:08:11.000 --> 00:08:12.000]  我以前在這裏講過
[00:08:12.000 --> 00:08:13.000]  這個生氣
[00:08:13.000 --> 00:08:17.000]  其實就是我們的約伯記裏面所看到的
[00:08:17.000 --> 00:08:20.000]  我們在真言第二十七章裏面所看到的
[00:08:20.000 --> 00:08:24.000]  就是人的良心也爆發在裏面
[00:08:24.000 --> 00:08:26.000]  所以我們從聖經上面
[00:08:26.000 --> 00:08:28.000]  我們很清楚的知道
[00:08:28.000 --> 00:08:30.000]  主耶穌他自己也不是說嗎
[00:08:30.000 --> 00:08:31.000]  對不對
[00:08:31.000 --> 00:08:32.000]  主耶穌是道路
[00:08:32.000 --> 00:08:33.000]  真理
[00:08:33.000 --> 00:08:35.000]  生命
[00:08:35.000 --> 00:08:37.000]  那麼我們從聖經上前面一段告訴我們
[00:08:37.000 --> 00:08:41.000]  神是造了他自己的形象和樣式造的
[00:08:41.000 --> 00:08:43.000]  所以聖經上讓我們看見
[00:08:43.000 --> 00:08:44.000]  神讓我們看見
[00:08:44.000 --> 00:08:47.000]  不是隻有物質
[00:08:47.000 --> 00:08:50.000]  當我們如果只看重物質
[00:08:50.000 --> 00:08:52.000]  如果我們只看重
[00:08:52.000 --> 00:08:55.000]  這些物質上所帶給我們的
[00:08:55.000 --> 00:08:59.000]  其實那些東西沒有帶給我們任何的東西
[00:08:59.000 --> 00:09:01.000]  我們真正讓我們能夠存在
[00:09:01.000 --> 00:09:03.000]  就是人的本質
[00:09:03.000 --> 00:09:05.000]  這個人的本質是什麼呢
[00:09:05.000 --> 00:09:07.000]  就是說人的價值
[00:09:07.000 --> 00:09:10.000]  是真的是跟神有關係的
[00:09:10.000 --> 00:09:13.000]  是因爲神把這一口氣吹在我們裏面
[00:09:13.000 --> 00:09:16.000]  所以我們人就成了有靈的活人
[00:09:16.000 --> 00:09:20.000]  所以我們人的價值完全是depend on神
[00:09:20.000 --> 00:09:22.000]  不是depend on我們今天長得怎麼樣
[00:09:22.000 --> 00:09:24.000]  或者是我今天有多高
[00:09:24.000 --> 00:09:26.000]  或者是今天我能夠跑多快
[00:09:26.000 --> 00:09:29.000]  或是今天我能夠做什麼事情都不是的
[00:09:29.000 --> 00:09:33.000]  完全是跟神有關係
[00:09:33.000 --> 00:09:36.000]  這是我們最重要第一件事情我們要思考
[00:09:36.000 --> 00:09:38.000]  第二件事情我們要思考的就是
[00:09:38.000 --> 00:09:41.000]  神爲人預備了一個原子
[00:09:41.000 --> 00:09:43.000]  所以人能夠住在裏面
[00:09:43.000 --> 00:09:45.000]  神在這個原子裏面
[00:09:45.000 --> 00:09:48.000]  他供應了人所需要的一切
[00:09:48.000 --> 00:09:50.000]  那麼有人常常會問
[00:09:50.000 --> 00:09:53.000]  有的人跟我討論創世紀的時候
[00:09:53.000 --> 00:09:55.000]  就說真的是這麼簡單嗎
[00:09:55.000 --> 00:09:57.000]  難道他沒有其他的需要嗎
[00:09:57.000 --> 00:10:01.000]  我覺得這個是一個很值得我們去思考的問題
[00:10:01.000 --> 00:10:09.000]  當時亞當他們在那個原子裏面的生活情形
[00:10:09.000 --> 00:10:11.000]  我們真的是很難想象
[00:10:11.000 --> 00:10:12.000]  弟兄姐妹你不要想象說
[00:10:12.000 --> 00:10:14.000]  有一個原子裏面都是果樹
[00:10:14.000 --> 00:10:16.000]  然後中間有一個生命樹的果子
[00:10:16.000 --> 00:10:19.000]  然後中間另外有一棵樹是分別
[00:10:19.000 --> 00:10:20.000]  不是分別三文
[00:10:20.000 --> 00:10:23.000]  我們和赫本的翻譯是分別三文
[00:10:23.000 --> 00:10:25.000]  是原文是說知道善惡
[00:10:25.000 --> 00:10:27.000]  並不一定能夠分辨善惡
[00:10:27.000 --> 00:10:29.000]  但是他能夠知道善惡
[00:10:29.000 --> 00:10:30.000]  不要去這樣想
[00:10:30.000 --> 00:10:31.000]  你不會想一個果園
[00:10:31.000 --> 00:10:33.000]  然後住在裏面
[00:10:33.000 --> 00:10:36.000]  你不能用現在的事情去想到頭上的事情
[00:10:36.000 --> 00:10:40.000]  但是如果我們從聖經上面去看
[00:10:40.000 --> 00:10:41.000]  你就能夠了解
[00:10:41.000 --> 00:10:44.000]  那麼主耶穌在馬太福音第六章那邊的時候
[00:10:44.000 --> 00:10:45.000]  他就告訴我們
[00:10:45.000 --> 00:10:48.000]  他說叫我們不要爲今生的事情憂慮
[00:10:48.000 --> 00:10:50.000]  不要爲我們喫什麼穿什麼憂慮
[00:10:50.000 --> 00:10:51.000]  對不對
[00:10:51.000 --> 00:10:54.000]  因爲他到了馬太福音第六章33節那邊的時候
[00:10:54.000 --> 00:10:55.000]  他就說
[00:10:55.000 --> 00:10:57.000]  他說你們要先求神的國和神的義
[00:10:57.000 --> 00:11:02.000]  你們其他這一些你們所需求的東西全部都會給你們
[00:11:02.000 --> 00:11:03.000]  這是他講
[00:11:03.000 --> 00:11:05.000]  然後很多時候我們不太明白
[00:11:05.000 --> 00:11:08.000]  尋求神的國和神的義是什麼意思
[00:11:08.000 --> 00:11:09.000]  我們就以爲說
[00:11:09.000 --> 00:11:10.000]  在教會里面
[00:11:10.000 --> 00:11:11.000]  你就是要拼命的服事
[00:11:11.000 --> 00:11:12.000]  拼命的服事
[00:11:12.000 --> 00:11:16.000]  就是尋求神的國和神的義了
[00:11:16.000 --> 00:11:18.000]  如果我們再看保羅他的書信
[00:11:18.000 --> 00:11:24.000]  保羅在提摩那幾書第六章第七節到第八節那邊
[00:11:24.000 --> 00:11:25.000]  他就告訴我們說
[00:11:25.000 --> 00:11:29.000]  有義有識就當知主了
[00:11:29.000 --> 00:11:31.000]  菲律賓書第三章第八節那邊
[00:11:31.000 --> 00:11:32.000]  保羅他講
[00:11:32.000 --> 00:11:33.000]  他說我不是
[00:11:33.000 --> 00:11:37.000]  他說我已得着我主耶穌基督爲至寶
[00:11:37.000 --> 00:11:39.000]  他說我爲了主耶穌基督
[00:11:39.000 --> 00:11:40.000]  我能夠放下一切
[00:11:40.000 --> 00:11:42.000]  因爲你們如果我們從那個地方
[00:11:42.000 --> 00:11:44.000]  我們回過頭去看的時候
[00:11:44.000 --> 00:11:47.000]  你就曉得亞當當初他在原子裏面
[00:11:47.000 --> 00:11:48.000]  沒有其他的東西
[00:11:48.000 --> 00:11:49.000]  沒有罪惡
[00:11:49.000 --> 00:11:50.000]  只有神
[00:11:50.000 --> 00:11:52.000]  他每天可以跟神溝通
[00:11:52.000 --> 00:11:54.000]  每天可以跟神交通
[00:11:54.000 --> 00:11:55.000]  他只要想跟神交通
[00:11:55.000 --> 00:11:57.000]  他就可以跟神交通
[00:11:57.000 --> 00:11:59.000]  那是一個什麼樣的情形
[00:11:59.000 --> 00:12:00.000]  那我們看見保羅
[00:12:00.000 --> 00:12:02.000]  他真的是在主耶穌基督的身上
[00:12:02.000 --> 00:12:05.000]  他得到了他最重要的東西
[00:12:05.000 --> 00:12:06.000]  所以他覺得說
[00:12:06.000 --> 00:12:07.000]  他可以放下一切
[00:12:07.000 --> 00:12:09.000]  所以他自己告訴我們
[00:12:09.000 --> 00:12:10.000]  他可以處豐富
[00:12:10.000 --> 00:12:12.000]  他也可以處卑賤
[00:12:12.000 --> 00:12:20.000]  這是保羅的那種生命在他的裏頭
[00:12:20.000 --> 00:12:22.000]  亞當在還沒有犯罪之前
[00:12:22.000 --> 00:12:25.000]  他的生命是跟我們的生命是不一樣的
[00:12:25.000 --> 00:12:26.000]  但是我們很感謝神
[00:12:26.000 --> 00:12:28.000]  當我們信了主耶穌之後
[00:12:28.000 --> 00:12:30.000]  當我們有了基督在我們裏面的時候
[00:12:30.000 --> 00:12:32.000]  我們看一下迦拉太書第三章
[00:12:32.000 --> 00:12:34.000]  二十六經到二十八經
[00:12:34.000 --> 00:12:37.000]  我覺得這一段經文非常寶貝
[00:12:37.000 --> 00:12:38.000]  迦拉太書很可愛
[00:12:38.000 --> 00:12:39.000]  我常常在這裏講
[00:12:39.000 --> 00:12:40.000]  這個經文寶貝
[00:12:40.000 --> 00:12:41.000]  那個經文寶貝
[00:12:41.000 --> 00:12:44.000]  其實那整本聖經都是很寶貝
[00:12:44.000 --> 00:12:46.000]  那麼迦拉太書第三章
[00:12:46.000 --> 00:12:48.000]  二十六節到二十八節
[00:12:48.000 --> 00:12:49.000]  我念給你們聽
[00:12:49.000 --> 00:12:52.000]  他說所以你們一信基督耶穌
[00:12:52.000 --> 00:12:58.000]  都是神的兒子
[00:12:58.000 --> 00:13:00.000]  他已經是你的父親了
[00:13:00.000 --> 00:13:02.000]  這個父親不像地上的父親
[00:13:02.000 --> 00:13:03.000]  地上的父親
[00:13:03.000 --> 00:13:05.000]  有的時候跟我們非常distance
[00:13:05.000 --> 00:13:08.000]  很多時候跟我們detached
[00:13:08.000 --> 00:13:09.000]  但是在這裏
[00:13:09.000 --> 00:13:11.000]  他說我們都是神的兒子
[00:13:11.000 --> 00:13:14.000]  然後他說你們受洗歸入基督的
[00:13:14.000 --> 00:13:16.000]  都是披戴基督了
[00:13:16.000 --> 00:13:19.000]  真的是我們已經被他包住了
[00:13:19.000 --> 00:13:20.000]  並不分猶太的
[00:13:20.000 --> 00:13:21.000]  希臘的
[00:13:21.000 --> 00:13:22.000]  自主的
[00:13:22.000 --> 00:13:23.000]  爲奴的
[00:13:23.000 --> 00:13:24.000]  或男或女
[00:13:24.000 --> 00:13:27.000]  因爲你們在基督耶穌裏都成爲一了
[00:13:27.000 --> 00:13:28.000]  你們既屬乎基督
[00:13:28.000 --> 00:13:30.000]  就是亞伯拉罕的後裔
[00:13:30.000 --> 00:13:33.000]  是照着應許承受產業
[00:13:33.000 --> 00:13:35.000]  你知道當我們想到這個地方的時候
[00:13:35.000 --> 00:13:38.000]  主耶穌就是那一位獨一的那一個子孫
[00:13:38.000 --> 00:13:40.000]  神所應許的子孫
[00:13:40.000 --> 00:13:42.000]  所以主耶穌有什麼
[00:13:42.000 --> 00:13:44.000]  我們就有什麼
[00:13:44.000 --> 00:13:45.000]  他有什麼
[00:13:45.000 --> 00:13:47.000]  你就有什麼
[00:13:47.000 --> 00:13:49.000]  因爲他是長子
[00:13:49.000 --> 00:13:51.000]  因爲神把他所有的祝福
[00:13:51.000 --> 00:13:52.000]  所有的東西
[00:13:52.000 --> 00:13:54.000]  通通放在他的身上
[00:13:54.000 --> 00:13:55.000]  那麼我們披戴了他
[00:13:55.000 --> 00:13:57.000]  我們就是屬他的
[00:13:57.000 --> 00:13:58.000]  他有的東西
[00:13:58.000 --> 00:14:00.000]  我們也一定有
[00:14:00.000 --> 00:14:01.000]  這就是我們的把握
[00:14:01.000 --> 00:14:04.000]  這就是我們的信心
[00:14:04.000 --> 00:14:06.000]  現在我們回到《創世紀》
[00:14:06.000 --> 00:14:08.000]  十六節到十七節
[00:14:08.000 --> 00:14:10.000]  在這裏講到第三件事情
[00:14:10.000 --> 00:14:12.000]  就是神跟人立約
[00:14:12.000 --> 00:14:14.000]  這是第一個約
[00:14:14.000 --> 00:14:15.000]  神爲什麼要這樣做
[00:14:15.000 --> 00:14:17.000]  我們就看見
[00:14:17.000 --> 00:14:19.000]  我們常常有人問說
[00:14:19.000 --> 00:14:21.000]  神爲什麼要放一棵
[00:14:21.000 --> 00:14:23.000]  知道善惡術的果子放在裏面
[00:14:23.000 --> 00:14:25.000]  他故意要這樣子測驗人
[00:14:25.000 --> 00:14:27.000]  是不是呢
[00:14:27.000 --> 00:14:29.000]  我們有很多的答案
[00:14:29.000 --> 00:14:30.000]  我們不同的答案
[00:14:30.000 --> 00:14:32.000]  有很多人給不同的答案
[00:14:32.000 --> 00:14:34.000]  但是有一件事情我們知道
[00:14:34.000 --> 00:14:36.000]  從這件事情上面
[00:14:36.000 --> 00:14:38.000]  當神造人的時候
[00:14:38.000 --> 00:14:40.000]  他把他自己的氣吹在人的裏面
[00:14:40.000 --> 00:14:43.000]  所以人是照着神的形象和樣式造的
[00:14:43.000 --> 00:14:49.000]  有神的自由意志在他的裏面
[00:14:49.000 --> 00:14:51.000]  我們過去在這裏講到說
[00:14:51.000 --> 00:14:52.000]  愛
[00:14:52.000 --> 00:14:54.000]  真正的愛是不勉強別人的
[00:14:54.000 --> 00:14:58.000]  就好像在雅各的書裏面講
[00:14:58.000 --> 00:14:59.000]  對不對
[00:14:59.000 --> 00:15:01.000]  他說你們耶路撒冷的衆女子
[00:15:01.000 --> 00:15:02.000]  你們不要把他啓動
[00:15:02.000 --> 00:15:03.000]  把他叫醒
