
[00:00:00.000 --> 00:00:04.700]  「路遙知馬力 日久見人心」
[00:02:54.200 --> 00:02:55.700]  他們聚集在一個地方
[00:02:55.700 --> 00:02:57.800]  切切地禱告
[00:02:57.800 --> 00:03:02.800]  就在希律王準備要將彼得拿出來處置他的時候
[00:03:02.800 --> 00:03:04.800]  之前那一晚
[00:03:04.800 --> 00:03:07.900]  彼得竟然奇妙地被天使救了出來
[00:03:07.900 --> 00:03:12.100]  連彼得自己一開始也覺得很不真實
[00:03:12.100 --> 00:03:13.500]  但是當他明白
[00:03:13.500 --> 00:03:16.600]  他知道神真的將他救了出來
[00:03:16.600 --> 00:03:22.300]  他第一件事就去了馬可的媽媽瑪利亞家裏
[00:03:22.300 --> 00:03:26.200]  那裏果然已經有很多人在那裏為他祈禱
[00:03:26.200 --> 00:03:27.200]  在這節經文裏面
[00:03:27.200 --> 00:03:30.000]  至少我們可以得到兩方面的資料
[00:03:30.000 --> 00:03:32.300]  第一 他的名字
[00:03:32.300 --> 00:03:33.500]  這裏說馬
[00:03:33.500 --> 00:03:34.400]  他叫馬可
[00:03:34.400 --> 00:03:36.200]  馬可是一個羅馬人的名字
[00:03:36.200 --> 00:03:39.800]  變成英文就是Mark或Marcus
[00:03:39.800 --> 00:03:40.900]  也叫約翰
[00:03:40.900 --> 00:03:43.500]  約翰是一個希伯來人的名字
[00:03:43.500 --> 00:03:46.600]  因為耶穌時代希伯來就是他們族的名字
[00:03:46.600 --> 00:03:49.000]  所以他們會有一個希伯來名
[00:03:49.000 --> 00:03:51.600]  但是政治上他們受羅馬人統治
[00:03:51.600 --> 00:03:54.300]  所以不少人會改一個羅馬人常用的名字
[00:03:54.300 --> 00:03:55.700]  就好像我們有一個中文名
[00:03:55.700 --> 00:03:58.600]  我們又會改一個英文名
[00:03:58.600 --> 00:04:00.700]  在記載這個地方的時候
[00:04:00.700 --> 00:04:02.700]  好像有些類序
[00:04:02.700 --> 00:04:07.500]  那稱為馬可的約翰的母親瑪利亞的家
[00:04:07.500 --> 00:04:10.100]  一來可能因為聖經裏面有太多瑪利亞
[00:04:10.100 --> 00:04:12.900]  我們也要分究竟是哪一個
[00:04:12.900 --> 00:04:17.000]  二來可能是有用意的
[00:04:17.000 --> 00:04:19.200]  馬可這個人是值得記名的
[00:04:19.200 --> 00:04:20.500]  他不是no body
[00:04:20.500 --> 00:04:21.200]  如果不是的話
[00:04:21.200 --> 00:04:23.200]  直接記瑪利亞就可以了
[00:04:23.200 --> 00:04:27.100]  或者直接記有個信徒的家就可以了
[00:04:27.100 --> 00:04:29.000]  為甚麼要這麼類序呢
[00:04:29.000 --> 00:04:30.900]  不過這個時候的馬可
[00:04:30.900 --> 00:04:33.300]  可能還未成氣候
[00:04:33.300 --> 00:04:37.600]  他的家依然是以他媽媽瑪利亞為代表的
[00:04:37.600 --> 00:04:39.000]  聖經沒有記載他爸爸
[00:04:39.000 --> 00:04:41.300]  可能已經不在了
[00:04:41.300 --> 00:04:42.700]  除了名字之外
[00:04:42.700 --> 00:04:47.700]  還可以介紹了馬可的家庭
[00:04:47.700 --> 00:04:49.300]  他媽媽就叫瑪利亞
[00:04:49.300 --> 00:04:50.300]  是信耶穌的
[00:04:50.300 --> 00:04:51.300]  家裡也挺富裕
[00:04:51.300 --> 00:04:52.300]  所以家也挺大
[00:04:52.300 --> 00:04:55.100]  經常都可以接待使徒
[00:04:55.100 --> 00:04:57.000]  當彼得被人抓了之後
[00:04:57.000 --> 00:04:59.200]  無論是信徒或者是彼得
[00:04:59.200 --> 00:05:01.000]  他們都很有默契地
[00:05:01.000 --> 00:05:04.200]  懂得去到瑪利亞家裡集合
[00:05:04.200 --> 00:05:05.800]  可以知道他的家
[00:05:05.800 --> 00:05:07.800]  已經成為了大家很熟悉
[00:05:07.800 --> 00:05:09.300]  很信任
[00:05:09.300 --> 00:05:10.500]  很安全
[00:05:10.500 --> 00:05:13.900]  又經常去的聚會點
[00:05:13.900 --> 00:05:15.900]  後來在教會的傳統上
[00:05:15.900 --> 00:05:17.300]  就稱這個地方
[00:05:17.300 --> 00:05:19.600]  這棟樓為馬可樓
[00:05:19.600 --> 00:05:22.300]  如果你有參加過聖地團的話
[00:05:22.300 --> 00:05:24.900]  你應該也會參觀過這個地方
[00:05:24.900 --> 00:05:26.000]  歷史學家認為
[00:05:26.000 --> 00:05:28.000]  這裡就是耶穌和十二門徒
[00:05:28.000 --> 00:05:30.600]  去吃最後晚餐的地方
[00:05:30.600 --> 00:05:32.100]  當然經過了二千年
[00:05:32.100 --> 00:05:34.400]  如果你今天去參觀這個地方
[00:05:34.400 --> 00:05:36.800]  已經是經過了歷史的擴建
[00:05:36.800 --> 00:05:37.500]  拆毀
[00:05:37.500 --> 00:05:40.600]  又再重建的面貌
[00:05:40.600 --> 00:05:44.200]  除了他媽媽是一個熱心的基督徒之外
[00:05:44.200 --> 00:05:46.300]  原來他的家族裡
[00:05:46.300 --> 00:05:49.200]  至少還有一個很愛主的人
[00:05:49.200 --> 00:05:51.800]  他就是表哥巴拿巴
[00:05:51.800 --> 00:05:54.600]  在另一節經文
[00:05:54.600 --> 00:05:57.000]  《哥羅西書》四章說
[00:05:57.000 --> 00:06:01.100]  當保羅去問候弟兄姊妹的時候
[00:06:01.100 --> 00:06:02.000]  他其中說
[00:06:02.000 --> 00:06:07.000]  「巴拿巴的表弟馬可都問候你們」
[00:06:07.000 --> 00:06:10.600]  原來馬可的表哥是巴拿巴
[00:06:10.600 --> 00:06:12.300]  巴拿巴是一個甚麼人呢?
[00:06:12.300 --> 00:06:14.600]  大致上你應該也聽過他的名字
[00:06:14.600 --> 00:06:16.200]  他是一個很熱心的基督徒
[00:06:16.200 --> 00:06:18.400]  《使徒銀傳》第四章記載了
[00:06:18.400 --> 00:06:20.300]  他本身是有田有地的
[00:06:20.300 --> 00:06:22.100]  但是他賣了這些田地
[00:06:22.100 --> 00:06:23.900]  把錢拿去給使徒
[00:06:23.900 --> 00:06:26.100]  去幫助有需要的人
[00:06:26.100 --> 00:06:26.800]  聖經說
[00:06:26.800 --> 00:06:28.700]  「這巴拿巴原是個好人
[00:06:28.700 --> 00:06:31.300]  滿有聖靈和信心」
[00:06:31.300 --> 00:06:34.500]  巴拿巴還得到耶路撒冷教會的信任
[00:06:34.500 --> 00:06:40.300]  派他去其他地方探訪初信主的信徒
[00:06:40.300 --> 00:06:43.800]  而之前因為塑羅這個人出了名
[00:06:43.800 --> 00:06:44.600]  很壞的
[00:06:44.600 --> 00:06:46.300]  他逼迫基督徒
[00:06:46.300 --> 00:06:48.100]  所以一開始他信了主之後
[00:06:48.100 --> 00:06:49.700]  人們都不敢和他來往
[00:06:49.700 --> 00:06:51.400]  很怕他是無間道
[00:06:51.400 --> 00:06:54.200]  但是巴拿巴為了巴拿巴肯接待他
[00:06:54.200 --> 00:06:55.500]  所以他真是一個好人
[00:06:55.500 --> 00:06:59.100]  還幫助保羅和其他門徒交往
[00:06:59.100 --> 00:07:00.300]  所以在家裏
[00:07:00.300 --> 00:07:01.700]  媽媽瑪利亞
[00:07:01.700 --> 00:07:02.800]  表哥巴拿巴
[00:07:02.800 --> 00:07:05.900]  就成為了馬可的好榜樣
[00:07:05.900 --> 00:07:08.100]  除了家庭背景之外
[00:07:08.100 --> 00:07:09.400]  在《馬可福音》裏面
[00:07:09.400 --> 00:07:13.300]  還記載了一件少年時的事
[00:07:13.300 --> 00:07:16.900]  在耶穌被人捉那一晚
[00:07:16.900 --> 00:07:19.300]  在赫西瑪利園裏面
[00:07:19.300 --> 00:07:21.200]  通常我們會記得那些情景
[00:07:21.200 --> 00:07:24.000]  就是猶大帶著一群人去捉耶穌
[00:07:24.000 --> 00:07:26.400]  然後彼得為了護主
[00:07:26.400 --> 00:07:29.200]  斬了一個人的耳朵
[00:07:29.200 --> 00:07:31.100]  通常我們就會記得這個情景
[00:07:31.100 --> 00:07:33.300]  不過原來在《馬可福音》裏面
[00:07:33.300 --> 00:07:35.000]  記載了一個小小的片段
[00:07:35.000 --> 00:07:36.600]  只有兩節經文
[00:07:36.600 --> 00:07:39.100]  那裏說有一個青年
[00:07:39.100 --> 00:07:40.700]  和合本語用少年
[00:07:40.700 --> 00:07:44.100]  可能更符合我們今天對年紀的理解
[00:07:44.100 --> 00:07:46.000]  這個人光著身子
[00:07:46.000 --> 00:07:47.800]  只披一塊麻布
[00:07:47.800 --> 00:07:49.100]  跟隨耶穌
[00:07:49.100 --> 00:07:51.300]  眾人就抓住他
[00:07:51.300 --> 00:07:53.100]  他卻雕下麻布
[00:07:53.100 --> 00:07:56.600]  赤身逃走了
[00:07:56.600 --> 00:08:00.200]  目睹耶穌被捕這一幕
[00:08:00.200 --> 00:08:02.800]  這個少年人
[00:08:02.800 --> 00:08:05.000]  害怕得連麻布也不要了
[00:08:05.000 --> 00:08:06.700]  就這樣走了
[00:08:06.700 --> 00:08:08.000]  聖經的學者認為
[00:08:08.000 --> 00:08:10.500]  這個就是馬可本人
[00:08:10.500 --> 00:08:13.200]  當時他只有十多歲
[00:08:13.200 --> 00:08:16.300]  按照聖經的記載和學者的分析
[00:08:16.300 --> 00:08:20.700]  當晚的情景很可能就是這樣的
[00:08:20.700 --> 00:08:23.600]  耶穌和門徒在馬可的家
[00:08:23.600 --> 00:08:25.700]  吃如月節的晚餐
[00:08:25.700 --> 00:08:27.600]  我們稱為最後晚餐
[00:08:27.600 --> 00:08:31.300]  歷史上最有名的晚餐
[00:08:31.300 --> 00:08:32.700]  飯還沒吃完
[00:08:32.700 --> 00:08:35.800]  準備出賣耶穌的猶太人
[00:08:35.800 --> 00:08:37.700]  就出去了
[00:08:37.700 --> 00:08:40.200]  《約翰福音》十三章有記載
[00:08:40.200 --> 00:08:42.500]  之後耶穌吃完飯
[00:08:42.500 --> 00:08:45.800]  就和其他門徒一起離開了這間屋
[00:08:45.800 --> 00:08:48.100]  去喀西馬利縣
[00:08:48.100 --> 00:08:50.600]  這個時候客人既然已經離開
[00:08:50.600 --> 00:08:51.800]  已經很晚了
[00:08:51.800 --> 00:08:52.900]  在家裏的馬可
[00:08:52.900 --> 00:08:54.600]  應該已經脫了衣服
[00:08:54.600 --> 00:08:56.600]  準備好睡覺了
[00:08:56.600 --> 00:08:57.900]  這個時候
[00:08:57.900 --> 00:09:00.500]  猶太人就帶了一群人來
[00:09:00.500 --> 00:09:02.900]  這群人還帶著武器
[00:09:02.900 --> 00:09:04.900]  他們見到耶穌和門徒
[00:09:04.900 --> 00:09:06.900]  已經不在這間屋裏
[00:09:06.900 --> 00:09:09.400]  就知道他們要去喀西馬利縣
[00:09:09.400 --> 00:09:11.900]  一群人就說要去抓耶穌
[00:09:11.900 --> 00:09:13.900]  馬可見到這群人說要抓耶穌
[00:09:13.900 --> 00:09:15.700]  他還沒趕得及穿好衣服
[00:09:15.700 --> 00:09:17.700]  只是隨手披了一塊麻布
[00:09:17.700 --> 00:09:22.300]  他就匆匆去喀西馬利縣找耶穌
[00:09:22.300 --> 00:09:27.000]  於是他就目睹了耶穌被人抓的這一幕
[00:09:27.000 --> 00:09:28.800]  他自己也被人發現了
[00:09:28.800 --> 00:09:31.400]  所以他連麻布也不要
[00:09:31.400 --> 00:09:34.200]  就這樣走了
[00:09:34.200 --> 00:09:36.300]  對少年馬可來說
[00:09:36.300 --> 00:09:42.200]  耶穌被人拘捕的這個場面實在太驚嚇了
[00:09:42.200 --> 00:09:44.900]  之後很快耶穌被人處死
[00:09:44.900 --> 00:09:48.900]  不過之後他也見證了更多的神蹟
[00:09:48.900 --> 00:09:50.200]  包括耶穌的復活
[00:09:50.200 --> 00:09:50.800]  升天
[00:09:50.800 --> 00:09:52.600]  並且是聖靈降臨之後
[00:09:52.600 --> 00:09:55.200]  這群門徒好像變了另外一個人
[00:09:55.200 --> 00:09:56.200]  很有能力
[00:09:56.200 --> 00:09:58.500]  也有很多人信主
[00:09:58.500 --> 00:10:02.600]  雖然社會上的迫害依然不斷地發生
[00:10:02.600 --> 00:10:04.500]  但是馬可見到
[00:10:04.500 --> 00:10:07.300]  比人的迫害更加厲害的神蹟
[00:10:07.300 --> 00:10:09.100]  所以他依然跟隨主
[00:10:09.100 --> 00:10:14.200]  也願意侍奉主
[00:10:14.200 --> 00:10:18.900]  第二部分是初出茅廬的馬可
[00:10:18.900 --> 00:10:22.100]  使徒行傳十二章二十五節這裡說
[00:10:22.100 --> 00:10:25.200]  巴拿巴和蘇羅完成了供給的事
[00:10:25.200 --> 00:10:27.100]  就回到耶路撒冷
[00:10:27.100 --> 00:10:31.400]  就帶著稱為馬可的約翰同去
[00:10:31.400 --> 00:10:33.700]  這個就是保羅和巴拿巴
[00:10:33.700 --> 00:10:36.300]  他們第一次全渡的旅程
[00:10:36.300 --> 00:10:40.400]  表哥巴拿巴就決定帶著馬可一起去
[00:10:40.400 --> 00:10:42.300]  但是十三章裡面就有記載
[00:10:42.300 --> 00:10:44.400]  他們來到龐菲利亞之後
[00:10:44.400 --> 00:10:49.400]  馬可就決定離開回家
[00:10:49.400 --> 00:10:53.200]  於是在使徒行傳十五章
[00:10:53.200 --> 00:10:54.600]  那裡說
[00:10:54.600 --> 00:10:56.000]  第二次的旅程
[00:10:56.000 --> 00:10:57.900]  那裡說巴拿巴有意要帶
[00:10:57.900 --> 00:11:00.000]  稱為馬可的約翰同去
[00:11:00.000 --> 00:11:02.500]  但保羅認為不宜帶他去
[00:11:02.500 --> 00:11:06.000]  因為馬可從前在龐菲利亞離開他們
[00:11:06.000 --> 00:11:08.300]  不和他們一起工作
[00:11:08.300 --> 00:11:09.500]  於是二人起了爭執
[00:11:09.500 --> 00:11:11.200]  甚至彼此分手
[00:11:11.200 --> 00:11:17.000]  巴拿巴帶著馬可坐船到塞浦路斯
[00:11:17.000 --> 00:11:18.400]  聖經沒有交代
[00:11:18.400 --> 00:11:21.500]  為什麼馬可第一次的旅程會離隊
[00:11:21.500 --> 00:11:23.300]  但是在第二次的旅程
[00:11:23.300 --> 00:11:26.900]  當巴拿巴又提出想帶馬可去的時候
[00:11:26.900 --> 00:11:28.900]  保羅堅決地反對
[00:11:28.900 --> 00:11:30.100]  就可以知道
[00:11:30.100 --> 00:11:32.800]  之前那次馬可的離開
[00:11:32.800 --> 00:11:35.700]  應該是得不到保羅的認同
[00:11:35.700 --> 00:11:38.000]  這個少爺兵真的靠不住
[00:11:38.000 --> 00:11:41.800]  不要再帶他去了
[00:11:41.800 --> 00:11:44.700]  根據考古學家的推測
[00:11:44.700 --> 00:11:47.600]  保羅和巴拿巴來到龐菲利亞的時候
[00:11:47.600 --> 00:11:51.300]  由於保羅在居比路的時候是疲勞過度
[00:11:51.300 --> 00:11:53.200]  去到龐菲利亞他又生病了
[00:11:53.200 --> 00:11:55.900]  所以改變了原來的宣教計劃
[00:11:55.900 --> 00:11:59.000]  不打算在別家停留傳道
[00:11:59.000 --> 00:12:03.600]  決定改去比較高地的安提柯這個地方
[00:12:03.600 --> 00:12:05.300]  那裡比較適合療養
[00:12:05.300 --> 00:12:08.900]  那裡也有很多猶太人可以傳道
[00:12:08.900 --> 00:12:14.200]  估計可能馬可對於這個突然的改動有不滿
[00:12:14.200 --> 00:12:16.500]  加上其實面前的路程
[00:12:16.500 --> 00:12:19.300]  全部都是很崎嶇的山路
[00:12:19.300 --> 00:12:22.500]  所以他決定回家
[00:12:22.500 --> 00:12:23.800]  回耶路撒冷
[00:12:23.800 --> 00:12:25.800]  不跟他們去了
[00:12:25.800 --> 00:12:28.200]  而按照這位考古學家的說法
[00:12:28.200 --> 00:12:31.400]  從別家去到安提柯
[00:12:31.400 --> 00:12:34.900]  這個中間經過的地方是屬於加拉太省的
[00:12:34.900 --> 00:12:37.300]  所以保羅在加拉太書裡說
[00:12:37.300 --> 00:12:39.600]  「你們知道我頭一次傳福音給你們
[00:12:39.600 --> 00:12:41.400]  是因為身體有疾病」
[00:12:41.400 --> 00:12:45.100]  應該指的就是這一段時間
[00:12:45.100 --> 00:12:49.500]  其實沒有人知道馬可離隊的真正原因
[00:12:49.500 --> 00:12:54.300]  但可以理解保羅不想再帶馬可去
[00:12:54.300 --> 00:12:56.500]  因為當時如果你的隊友
[00:12:56.500 --> 00:12:58.500]  隨時都會中途離隊的話
[00:12:58.500 --> 00:13:00.700]  不單影響宣教工作
[00:13:00.700 --> 00:13:01.700]  少了一個隊友
[00:13:01.700 --> 00:13:05.000]  也增加了路途上的危險
[00:13:05.000 --> 00:13:07.200]  今天我們也不難想像
[00:13:07.200 --> 00:13:09.500]  如果教會派你去宣教
[00:13:09.500 --> 00:13:13.300]  你也希望你的隊友信得過 夾得來
[00:13:13.300 --> 00:13:17.500]  至少他不會中途扔下你自己回家
[00:13:17.500 --> 00:13:21.800]  何況當時周圍的支援更少
[00:13:21.800 --> 00:13:24.200]  遇到的逼迫 危險更大
[00:13:24.200 --> 00:13:28.800]  一個可以信任的同伴真的很重要
[00:13:28.800 --> 00:13:31.300]  巴拿巴再一次證明
[00:13:31.300 --> 00:13:32.700]  他真是一個好人
[00:13:32.700 --> 00:13:37.100]  他不單當日肯冒險幫助保羅
[00:13:37.100 --> 00:13:40.700]  今天他再冒險給機會表弟馬可
[00:13:40.700 --> 00:13:42.800]  他寧願和保羅分隊
[00:13:42.800 --> 00:13:45.800]  他也很想帶馬可再一次出發
[00:13:45.800 --> 00:13:48.100]  當然 馬可自己也很爭氣
[00:13:48.100 --> 00:13:49.700]  他沒有因為之前失敗過
[00:13:49.700 --> 00:13:51.500]  他就氣餒或放棄
[00:13:51.500 --> 00:13:54.300]  他肯再一次離開舒適的家
[00:13:54.300 --> 00:13:56.000]  重新上路
[00:13:56.000 --> 00:13:58.100]  神也使用他們
[00:13:58.100 --> 00:14:00.600]  巴拿巴和保羅從一個宣教隊
[00:14:00.600 --> 00:14:05.100]  變成了兩個可以去更多的地方
[00:14:05.100 --> 00:14:08.900]  這次旅程馬可的表現又是怎樣呢?
[00:14:08.900 --> 00:14:12.500]  聖經沒有直接交代
[00:14:12.500 --> 00:14:15.600]  不過經過了很多年之後
[00:14:15.600 --> 00:14:20.600]  從保羅和彼得在書信裏面
[00:14:20.600 --> 00:14:27.700]  就可以見到前輩眼中的馬可是怎樣呢?
[00:14:27.700 --> 00:14:30.300]  在《尼尼門書》裏說
[00:14:30.300 --> 00:14:33.400]  我保羅的同工馬可
[00:14:33.400 --> 00:14:36.900]  阿利達古底馬路加都問候你
[00:14:36.900 --> 00:14:40.000]  然後在提摩太后書裏說
[00:14:40.000 --> 00:14:43.600]  因為底馬貪愛現今的世界已經離開我了
[00:14:43.600 --> 00:14:45.100]  只有路加在我這裏
[00:14:45.100 --> 00:14:47.700]  你來的時候要將馬可帶來
[00:14:47.700 --> 00:14:53.000]  因為他在服侍我尚於我有益
[00:14:53.000 --> 00:14:56.700]  雖然當日保羅不肯帶馬可一起再出發
[00:14:56.700 --> 00:14:59.200]  但是從保羅的書信裏面
[00:14:59.200 --> 00:15:02.300]  知道後來他們已經冰釋前嫌
[00:15:02.300 --> 00:15:04.500]  再次成為侍奉的夥伴
[00:15:04.500 --> 00:15:07.400]  並且在保羅寫提摩太后書的時候
[00:15:07.400 --> 00:15:09.000]  當時他在羅馬監獄
[00:15:09.000 --> 00:15:12.400]  他已經知道自己是時日無多
[00:15:12.400 --> 00:15:14.100]  他很想再見到馬可
[00:15:14.100 --> 00:15:16.800]  於是當他去交代提摩太
[00:15:16.800 --> 00:15:18.000]  你來找我的時候
[00:15:18.000 --> 00:15:19.400]  你帶馬可來吧
[00:15:19.400 --> 00:15:20.700]  我很想再見他
[00:15:20.700 --> 00:15:25.400]  因為他在服侍上幫了我很多
[00:15:25.400 --> 00:15:30.000]  在這裏我也特別提及了一個人物
[00:15:30.000 --> 00:15:31.100]  大家可以留意一下
[00:15:31.100 --> 00:15:32.800]  在這兩節經文裏面
[00:15:32.800 --> 00:15:34.800]  都出現了這個人名
[00:15:34.800 --> 00:15:36.300]  就叫做底馬
[00:15:36.300 --> 00:15:39.800]  其實我們不是很清楚底馬是一個怎樣的人
[00:15:39.800 --> 00:15:41.400]  聖經對他
[00:15:41.400 --> 00:15:44.800]  聖經對底馬這個人名出現了三次
[00:15:44.800 --> 00:15:47.200]  其中兩次都是保羅代表同宮
[00:15:47.200 --> 00:15:49.800]  去問候弟兄姊妹的時候
[00:15:49.800 --> 00:15:51.300]  寫他的名字
[00:15:51.300 --> 00:15:52.200]  一次在這裏
[00:15:52.200 --> 00:15:55.000]  另一次就在哥倫西書
[00:15:55.000 --> 00:15:57.500]  雖然我們不知道他的工作表現怎樣
[00:15:57.500 --> 00:15:59.900]  但至少他不是一個等閒之輩
[00:15:59.900 --> 00:16:03.100]  因為他是保羅身邊很緊密的同宮
[00:16:03.100 --> 00:16:06.100]  他和路加醫生都是齊名的
[00:16:06.100 --> 00:16:09.000]  不過第三次提到他的時候
[00:16:09.000 --> 00:16:11.800]  就在這裏提摩太后書
[00:16:11.800 --> 00:16:15.100]  保羅對他最後的結語就是
[00:16:15.100 --> 00:16:16.400]  因為他貪愛世界
[00:16:16.400 --> 00:16:18.100]  已經離開保羅
[00:16:18.100 --> 00:16:20.800]  離開了他的侍奉崗位
[00:16:20.800 --> 00:16:28.200]  保羅很感慨他覺得自己被離棄了
[00:16:28.200 --> 00:16:30.900]  其實都不難理解的
[00:16:30.900 --> 00:16:33.700]  跟著保羅去服侍
[00:16:33.700 --> 00:16:35.700]  怎會很舒服呢
[00:16:35.700 --> 00:16:37.800]  保羅他說自己
[00:16:37.800 --> 00:16:39.800]  又試過被人鞭打
[00:16:39.800 --> 00:16:41.000]  被一棍打
[00:16:41.000 --> 00:16:42.400]  被石頭打
[00:16:42.400 --> 00:16:44.100]  多次被人捉了
[00:16:44.100 --> 00:16:45.200]  坐監
[00:16:45.200 --> 00:16:46.800]  行路又有賊
[00:16:46.800 --> 00:16:48.000]  受盡皮肉之苦
[00:16:48.000 --> 00:16:51.600]  還要日日為教會的事操心
[00:16:51.600 --> 00:16:54.000]  跟著保羅去傳道
[00:16:54.000 --> 00:16:56.500]  又怎會不辛苦呢
[00:16:56.500 --> 00:16:58.300]  離開保羅
[00:16:58.300 --> 00:17:00.700]  不等於離開信仰
[00:17:00.700 --> 00:17:01.800]  但是
[00:17:01.800 --> 00:17:04.700]  可能只是我不想再受這些苦了
[00:17:04.700 --> 00:17:06.700]  還是世界比較吸引
[00:17:06.700 --> 00:17:10.800]  還是世界比較舒服
[00:17:10.800 --> 00:17:12.200]  說回馬可
[00:17:12.200 --> 00:17:14.200]  雖然聖經沒有直接說
[00:17:14.200 --> 00:17:18.000]  馬可有沒有受過保羅所受的苦
[00:17:18.000 --> 00:17:18.800]  不過
[00:17:18.800 --> 00:17:20.300]  同得保羅同功
[00:17:20.300 --> 00:17:22.000]  應該都走不掉
[00:17:22.000 --> 00:17:23.000]  而我們發現
[00:17:23.000 --> 00:17:27.000]  最後他都沒有走
[00:17:27.000 --> 00:17:30.300]  另一個跟馬可關係密切的前輩
[00:17:30.300 --> 00:17:32.000]  就是彼得
[00:17:32.000 --> 00:17:35.000]  在彼得前書
[00:17:35.000 --> 00:17:39.000]  彼得都問候他的弟兄姊妹
[00:17:39.000 --> 00:17:40.000]  其中他有說
[00:17:40.000 --> 00:17:45.400]  我彼得的兒子馬可都向你們問安
[00:17:45.400 --> 00:17:49.000]  彼得視馬可為自己屬靈的兒子
[00:17:49.000 --> 00:17:51.400]  他們關係非常之密切
[00:17:51.400 --> 00:17:53.400]  馬可福音亦都公認
[00:17:53.400 --> 00:17:58.000]  是馬可按照彼得的口述而記下的
[00:17:58.000 --> 00:17:59.000]  雖然他當時
[00:17:59.000 --> 00:18:01.000]  雖然在我們現在的新約裏面
[00:18:01.000 --> 00:18:03.400]  他排在馬太福音之後
