
[00:00:00.000 --> 00:00:09.000]  唔知大家有冇覺得呢,今日我哋喺世界上生活呢,好似打緊一場輸緊一仗
[00:06:14.000 --> 00:06:17.000]  或者你預備去一次印度嘅短孫
[00:06:17.000 --> 00:06:19.000]  去食下印度咖哩
[00:06:19.000 --> 00:06:22.000]  當為一種文化嘅活動
[00:06:22.000 --> 00:06:24.000]  去認識就冇所謂
[00:06:24.000 --> 00:06:26.000]  但係如果你將愉悅節嘅晚餐
[00:06:26.000 --> 00:06:28.000]  或者住棚節呢類嘅嘢
[00:06:28.000 --> 00:06:31.000]  賦予一啲聖禮嘅意義
[00:06:31.000 --> 00:06:34.000]  我相信就唔恰當
[00:06:34.000 --> 00:06:35.000]  第三
[00:06:35.000 --> 00:06:36.000]  要量度嘅就係
[00:06:36.000 --> 00:06:38.000]  殿中禮拜嘅人
[00:06:38.000 --> 00:06:40.000]  即係話呢啲人會受到保護
[00:06:40.000 --> 00:06:42.000]  呢個更加應該唔會指到
[00:06:42.000 --> 00:06:44.000]  係肉身上嘅猶太人
[00:06:44.000 --> 00:06:48.000]  因為如果佢哋仍然喺殿裏面獻祭
[00:06:48.000 --> 00:06:51.000]  表明佢哋唔接受耶穌基督
[00:06:51.000 --> 00:06:54.000]  喺十字架上面獻上咗自己
[00:06:54.000 --> 00:06:56.000]  所以呢啲人應該係指到
[00:06:56.000 --> 00:06:58.000]  真正相信主嘅人
[00:06:58.000 --> 00:07:01.000]  無論係猶太人或者係外邦人
[00:07:01.000 --> 00:07:04.000]  佢哋先至係神真正嘅選民
[00:07:04.000 --> 00:07:06.000]  唔信主嘅猶太人呢
[00:07:06.000 --> 00:07:07.000]  唔係選民
[00:07:07.000 --> 00:07:09.000]  佢哋係未得之民
[00:07:09.000 --> 00:07:12.000]  所以我哋需要向佢哋傳福音
[00:07:12.000 --> 00:07:15.000]  向佢哋傳講耶穌基督嘅福音
[00:07:15.000 --> 00:07:17.000]  保護呢
[00:07:17.000 --> 00:07:20.000]  唔係表示話信徒唔會殉道
[00:07:20.000 --> 00:07:21.000]  唔會受苦
[00:07:21.000 --> 00:07:23.000]  而係話神會保守佢哋
[00:07:23.000 --> 00:07:25.000]  不至於失去信心
[00:07:25.000 --> 00:07:27.000]  而且呢係沉冤得雪
[00:07:27.000 --> 00:07:29.000]  神最終會為佢哋報仇
[00:07:29.000 --> 00:07:32.000]  佢哋可以免去屬靈上面嘅危險
[00:07:32.000 --> 00:07:34.000]  我哋睇到呢
[00:07:34.000 --> 00:07:39.000]  呢個見證人出場之前
[00:07:39.000 --> 00:07:41.000]  嗰個序幕係點樣
[00:07:41.000 --> 00:07:45.000]  就認識下見證人
[00:07:45.000 --> 00:07:48.000]  首先我睇下見證人嘅工作
[00:07:48.000 --> 00:07:50.000]  第三節
[00:07:50.000 --> 00:07:51.000]  佢話呢
[00:07:51.000 --> 00:07:52.000]  第三節
[00:07:52.000 --> 00:07:55.000]  我要使我那兩個見證人穿著無衣
[00:07:55.000 --> 00:07:59.000]  傳道一千二百六十天
[00:07:59.000 --> 00:08:00.000]  見證人嘅工作好明顯
[00:08:00.000 --> 00:08:02.000]  就見證啦
[00:08:02.000 --> 00:08:03.000]  見證呢
[00:08:03.000 --> 00:08:05.000]  喺希臘文裏面嚟講呢
[00:08:05.000 --> 00:08:10.000]  佢係同殉道係同一個字義嘅
[00:08:10.000 --> 00:08:12.000]  意思即係用生命去見證
[00:08:12.000 --> 00:08:14.000]  見證佢哋所信
[00:08:14.000 --> 00:08:16.000]  而佢哋係要傳道
[00:08:16.000 --> 00:08:19.000]  即係話要宣講神嘅訊息
[00:08:19.000 --> 00:08:21.000]  咁有幾耐時間呢
[00:08:21.000 --> 00:08:23.000]  係一千二百六十日
[00:08:23.000 --> 00:08:25.000]  一千二百六十日等於幾多呢
[00:08:25.000 --> 00:08:28.000]  咁如果一個月係三十日
[00:08:28.000 --> 00:08:30.000]  猶太曆法係一個月三十日嘅
[00:08:30.000 --> 00:08:32.000]  咁我哋而家大致都係一個月三十日
[00:08:32.000 --> 00:08:33.000]  三十一又係咁
[00:08:33.000 --> 00:08:34.000]  多數都係三十日
[00:08:34.000 --> 00:08:36.000]  除三十就發覺
[00:08:36.000 --> 00:08:39.000]  一千二百六十天就等於四十二個月
[00:08:39.000 --> 00:08:44.000]  咁點解唔講話傳道四十二個月
[00:08:44.000 --> 00:08:47.000]  而講一千二百六十天呢
[00:08:47.000 --> 00:08:49.000]  佢用天嚟做單位
[00:08:49.000 --> 00:08:51.000]  就好似英文我哋所講
[00:08:51.000 --> 00:08:52.000]  唔單止講everyday
[00:08:52.000 --> 00:08:54.000]  every single day
[00:08:54.000 --> 00:08:57.000]  即係強調係每一日每一日去做
[00:08:57.000 --> 00:08:58.000]  呢啲嘅見證人
[00:08:58.000 --> 00:09:00.000]  佢係日日見證
[00:09:00.000 --> 00:09:02.000]  日日傳道
[00:09:02.000 --> 00:09:04.000]  對比返外邦人
[00:09:04.000 --> 00:09:05.000]  喺第二節嗰度話
[00:09:05.000 --> 00:09:08.000]  佢哋要踐踏聖城四十二個月
[00:09:08.000 --> 00:09:10.000]  即係佢哋踐踏聖城
[00:09:10.000 --> 00:09:11.000]  係用月組單位
[00:09:11.000 --> 00:09:12.000]  monthly
[00:09:12.000 --> 00:09:14.000]  每個月可能踐踏一次
[00:09:14.000 --> 00:09:16.000]  比較上係唔同
[00:09:16.000 --> 00:09:17.000]  見證係日日做
[00:09:17.000 --> 00:09:21.000]  踐踏嗰啲可能個個月踐踏一次
[00:09:21.000 --> 00:09:24.000]  咁我哋都睇到見證人嘅工作
[00:09:24.000 --> 00:09:26.000]  咁我哋睇下見證人特質
[00:09:26.000 --> 00:09:29.000]  第三節話佢哋穿著毛衣
[00:09:29.000 --> 00:09:31.000]  毛衣有啲聖經譯本譯做麻衣
[00:09:31.000 --> 00:09:34.000]  咁係表達哀悼意思哀動
[00:09:34.000 --> 00:09:36.000]  咁或者毛衣都令我哋想起
[00:09:36.000 --> 00:09:39.000]  屍體若寒穿著嘅落塘毛衣服
[00:09:39.000 --> 00:09:43.000]  喺約旦河一帶嘅地方去傳道
[00:09:43.000 --> 00:09:45.000]  第四節話呢兩個見證人
[00:09:45.000 --> 00:09:47.000]  係兩棵橄欖樹
[00:09:47.000 --> 00:09:49.000]  兩個嘅燈台
[00:09:49.000 --> 00:09:50.000]  就讓我哋想起
[00:09:50.000 --> 00:09:52.000]  喺撒加利亞書第三章第四章
[00:09:52.000 --> 00:09:55.000]  所講到嘅大祭司約書亞
[00:09:55.000 --> 00:09:58.000]  同埋猶太人嘅首領索羅巴伯
[00:09:58.000 --> 00:09:59.000]  呢個索羅巴伯
[00:09:59.000 --> 00:10:01.000]  喺波斯王大利烏時代
[00:10:01.000 --> 00:10:02.000]  係負責重建聖殿
[00:10:02.000 --> 00:10:05.000]  咁好有智慧嘅一個領袖
[00:10:05.000 --> 00:10:07.000]  而第五節又講到呢
[00:10:07.000 --> 00:10:09.000]  呢兩個見證人口中能出火
[00:10:09.000 --> 00:10:12.000]  燒死想害佢哋嘅人
[00:10:12.000 --> 00:10:14.000]  呢個呢讓我哋想起
[00:10:14.000 --> 00:10:15.000]  先知以利亞
[00:10:15.000 --> 00:10:18.000]  喺聶王記下第一章九至十一節
[00:10:18.000 --> 00:10:19.000]  講到呢有啲人呢
[00:10:19.000 --> 00:10:21.000]  想對以利亞唔好嘅時候呢
[00:10:21.000 --> 00:10:22.000]  要係吩咐天上面呢
[00:10:22.000 --> 00:10:24.000]  就降啲火落嚟燒死佢哋
[00:10:24.000 --> 00:10:25.000]  當然唔係口中能出火
[00:10:25.000 --> 00:10:26.000]  唔係噴火啦
[00:10:26.000 --> 00:10:28.000]  都唔係噴火恐龍嗰啲呀
[00:10:28.000 --> 00:10:30.000]  咁呢就係即係係吩咐火
[00:10:30.000 --> 00:10:31.000]  從天上降下來
[00:10:31.000 --> 00:10:33.000]  咁呢就燒死啲人啦
[00:10:33.000 --> 00:10:35.000]  咁第六節呢都講到呢
[00:10:35.000 --> 00:10:37.000]  兩個見證人特別呢就係
[00:10:37.000 --> 00:10:40.000]  有權柄呢叫天閉塞不下雨喎
[00:10:40.000 --> 00:10:42.000]  諗唔諗起邊個先知係可以咁做呀
[00:10:42.000 --> 00:10:44.000]  係啦都係以利亞喎
[00:10:44.000 --> 00:10:46.000]  喺聶王記上十七章一節
[00:10:46.000 --> 00:10:48.000]  可以呢有權叫天閉塞不下雨
[00:10:48.000 --> 00:10:49.000]  咁跟住呢又有
[00:10:49.000 --> 00:10:52.000]  佢哋呢又可以有權柄叫水變為血嘅
[00:10:52.000 --> 00:10:55.000]  邊個人能夠使水變血呀
[00:10:55.000 --> 00:10:56.000]  行呢個神蹟摩西啦
[00:10:56.000 --> 00:10:59.000]  出埃及記七章二十到二十一節
[00:10:59.000 --> 00:11:01.000]  仲有呢就係隨時隨意
[00:11:01.000 --> 00:11:04.000]  用各樣嘅災殃去攻擊世界嘅
[00:11:04.000 --> 00:11:05.000]  摩西啦
[00:11:05.000 --> 00:11:06.000]  十災裏面啦
[00:11:06.000 --> 00:11:08.000]  呢個出埃及嘅時候發生嘅
[00:11:08.000 --> 00:11:11.000]  出埃及記七章至十一章提到嘅
[00:11:11.000 --> 00:11:13.000]  綜合見證人特質呢
[00:11:13.000 --> 00:11:16.000]  佢哋就係傳遞神嘅訊息啦
[00:11:16.000 --> 00:11:19.000]  以致呢令人哀動悔改嘅
[00:11:19.000 --> 00:11:21.000]  見證人嘅特質呢
[00:11:21.000 --> 00:11:22.000]  亦都係身兼祭司呀
[00:11:22.000 --> 00:11:25.000]  同埋有能力嘅聖靈領袖
[00:11:25.000 --> 00:11:28.000]  即係有聖靈能力嘅領袖呀佢哋
[00:11:28.000 --> 00:11:31.000]  咁亦都係先知嘅代表呀
[00:11:31.000 --> 00:11:33.000]  好似以利亞咁
[00:11:33.000 --> 00:11:36.000]  有去律法嘅代表好似摩西咁樣
[00:11:36.000 --> 00:11:39.000]  咁到底見證人係邊個呢
[00:11:39.000 --> 00:11:40.000]  佢提到呢係兩個喎
[00:11:40.000 --> 00:11:42.000]  兩個見證人喎
[00:11:42.000 --> 00:11:43.000]  咁猶太人嘅傳統呢
[00:11:43.000 --> 00:11:46.000]  就以兩個人呢嘅見證作實
[00:11:46.000 --> 00:11:47.000]  先至具有法律效力嘅
[00:11:47.000 --> 00:11:49.000]  一個人作見證呢就冇法律效力嘅
[00:11:49.000 --> 00:11:51.000]  所以講兩個
[00:11:51.000 --> 00:11:54.000]  咁對於兩個見證人嘅特質嘅描述呢
[00:11:54.000 --> 00:11:56.000]  係似乎遠遠超過咗
[00:11:56.000 --> 00:11:58.000]  舊約聖經裏面記載嘅
[00:11:58.000 --> 00:12:02.000]  任何兩個單獨個別嘅人物
[00:12:02.000 --> 00:12:05.000]  所以有唔少解經家都認為
[00:12:05.000 --> 00:12:06.000]  而我都同意
[00:12:06.000 --> 00:12:08.000]  就係指到呢兩個見證人
[00:12:08.000 --> 00:12:10.000]  係指教會
[00:12:10.000 --> 00:12:12.000]  教會係先知嘅群體
[00:12:12.000 --> 00:12:14.000]  係宣講神嘅訊息
[00:12:14.000 --> 00:12:16.000]  傳揚神一道
[00:12:16.000 --> 00:12:17.000]  即係神一律法嘅
[00:12:17.000 --> 00:12:18.000]  亦都係祭司
[00:12:18.000 --> 00:12:20.000]  係勸人同神和好
[00:12:20.000 --> 00:12:22.000]  有聖靈所賜嘅力量
[00:12:22.000 --> 00:12:26.000]  所以係符合哂上述見證人嘅特質
[00:12:26.000 --> 00:12:29.000]  值得留意係第八節裏面
[00:12:29.000 --> 00:12:32.000]  佢話佢哋嘅屍首倒係大城市
[00:12:32.000 --> 00:12:34.000]  即係大城裏面嘅街上面
[00:12:34.000 --> 00:12:36.000]  他們的屍首
[00:12:36.000 --> 00:12:38.000]  即係呢個見證人死咗啦
[00:12:38.000 --> 00:12:39.000]  呢個屍首呢個字呢
[00:12:39.000 --> 00:12:41.000]  英文呢叫Bodies
[00:12:41.000 --> 00:12:43.000]  英文聖經都係Bodies
[00:12:43.000 --> 00:12:46.000]  但呢個詞語係原文希臘文裏面係單數
[00:12:46.000 --> 00:12:50.000]  咁兩個人點解得一個身體呢
[00:12:50.000 --> 00:12:53.000]  好明顯兩個係一個集合名詞
[00:12:53.000 --> 00:12:55.000]  表明一
[00:12:55.000 --> 00:12:58.000]  教會係基督嘅身體
[00:12:58.000 --> 00:12:59.000]  身體只有一個
[00:12:59.000 --> 00:13:01.000]  但身體上面有好多姿態
[00:13:01.000 --> 00:13:03.000]  有唔同嘅部分
[00:13:03.000 --> 00:13:06.000]  所以呢個打不死嘅見證人
[00:13:06.000 --> 00:13:07.000]  係指道教會
[00:13:07.000 --> 00:13:10.000]  係指道普世嘅信徒
[00:13:10.000 --> 00:13:11.000]  喺歷史當中
[00:13:11.000 --> 00:13:13.000]  我哋睇到神對教會嘅保守
[00:13:13.000 --> 00:13:15.000]  個別嘅信徒
[00:13:15.000 --> 00:13:16.000]  甚或個別嘅教會
[00:13:16.000 --> 00:13:18.000]  或者會殉道
[00:13:18.000 --> 00:13:26.000]  但係教會整體係唔會被打到
[00:13:26.000 --> 00:13:29.000]  咁我哋睇到
[00:13:29.000 --> 00:13:30.000]  後嚟睇到真係話
[00:13:30.000 --> 00:13:33.000]  見證人真係死咗喎
[00:13:33.000 --> 00:13:35.000]  喺第七節
[00:13:35.000 --> 00:13:38.000]  他們作完見證的時候
[00:13:38.000 --> 00:13:40.000]  那從無底坑裡上來的
[00:13:40.000 --> 00:13:42.000]  受必於他們交戰
[00:13:42.000 --> 00:13:44.000]  並且得勝把他們殺了
[00:13:44.000 --> 00:13:45.000]  佢哋真係死咗
[00:13:45.000 --> 00:13:47.000]  佢哋幾時死咗㗎
[00:13:47.000 --> 00:13:48.000]  經文說
[00:13:48.000 --> 00:13:51.000]  喺佢哋作完見證嘅時候死咗
[00:13:51.000 --> 00:13:54.000]  佢哋使命完結
[00:13:54.000 --> 00:13:56.000]  可以死啦
[00:13:56.000 --> 00:13:58.000]  神有佢嘅時間
[00:13:58.000 --> 00:14:00.000]  想害佢哋嘅人
[00:14:00.000 --> 00:14:03.000]  無能力做任何嘢
[00:14:03.000 --> 00:14:05.000]  只有神允許
[00:14:05.000 --> 00:14:07.000]  佢哋作完見證
[00:14:07.000 --> 00:14:09.000]  個時間到啦
[00:14:09.000 --> 00:14:10.000]  佢哋死咗幾耐呀
[00:14:10.000 --> 00:14:12.000]  死咗三天半
[00:14:12.000 --> 00:14:15.000]  一陣我哋再講呢個三天半
[00:14:15.000 --> 00:14:19.000]  佢哋死咗喺邊一度呢
[00:14:19.000 --> 00:14:20.000]  經文說
[00:14:20.000 --> 00:14:21.000]  喺第八節
[00:14:21.000 --> 00:14:24.000]  佢哋死咗喺大城嘅街上面
[00:14:24.000 --> 00:14:25.000]  大城裡的街上
[00:14:25.000 --> 00:14:26.000]  呢個城呢
[00:14:26.000 --> 00:14:28.000]  按著靈異叫索多瑪
[00:14:28.000 --> 00:14:29.000]  又叫埃及
[00:14:29.000 --> 00:14:30.000]  就係佢哋嘅主
[00:14:30.000 --> 00:14:32.000]  因十字架之柱
[00:14:32.000 --> 00:14:33.000]  聖經講到明
[00:14:33.000 --> 00:14:34.000]  按靈異解釋嘅
[00:14:34.000 --> 00:14:35.000]  咁所以呢
[00:14:35.000 --> 00:14:37.000]  一定唔係索多瑪呢個地方
[00:14:37.000 --> 00:14:38.000]  按靈異呢
[00:14:38.000 --> 00:14:40.000]  佢係指索多瑪
[00:14:40.000 --> 00:14:42.000]  索多瑪令我哋諗起咩嘢呢
[00:14:42.000 --> 00:14:45.000]  索多瑪阿摩拉兩個城市喺九曰裡面
[00:14:45.000 --> 00:14:46.000]  講到你呢
[00:14:46.000 --> 00:14:47.000]  罪惡滔天
[00:14:47.000 --> 00:14:48.000]  罪大惡極
[00:14:48.000 --> 00:14:49.000]  所以呢
[00:14:49.000 --> 00:14:50.000]  神呢就吩咐
[00:14:50.000 --> 00:14:51.000]  火從天上面降落嚟
[00:14:51.000 --> 00:14:52.000]  燒咗呢兩個城市
[00:14:52.000 --> 00:14:53.000]  咁所以呢
[00:14:53.000 --> 00:14:54.000]  索多瑪呢
[00:14:54.000 --> 00:14:56.000]  係一個道德敗壞嘅地方
[00:14:56.000 --> 00:14:57.000]  埃及呢
[00:14:57.000 --> 00:14:59.000]  係一個曾經奴役
[00:14:59.000 --> 00:15:01.000]  以色列人嘅地方呀
[00:15:01.000 --> 00:15:02.000]  咁所以呢
[00:15:02.000 --> 00:15:03.000]  佢哋要出埃及啦
[00:15:03.000 --> 00:15:05.000]  係一個奴役啦
[00:15:05.000 --> 00:15:07.000]  殘暴嘅地方
[00:15:07.000 --> 00:15:10.000]  呢個地方亦都注重物質享受
[00:15:10.000 --> 00:15:12.000]  主釘十字架之處
[00:15:12.000 --> 00:15:14.000]  大家知道係葛他山上面
[00:15:14.000 --> 00:15:16.000]  就係耶路撒冷嘅城外
[00:15:16.000 --> 00:15:18.000]  當時嗰啲大祭司呀
[00:15:18.000 --> 00:15:20.000]  嗰啲宗教領袖呀
[00:15:20.000 --> 00:15:24.000]  就利用宗教嘅勢力去抵擋神
[00:15:24.000 --> 00:15:27.000]  大城呢一般都係指到巴比倫
[00:15:27.000 --> 00:15:29.000]  咁喺約翰時代呢
[00:15:29.000 --> 00:15:32.000]  佢哋就認為羅馬就係啦
[00:15:32.000 --> 00:15:35.000]  咁亦都係代表到一個有組織嘅
[00:15:35.000 --> 00:15:39.000]  抵擋神嘅一個能力
[00:15:39.000 --> 00:15:44.000]  呢個係不信者以不義對待公義嘅主嘅地方
[00:15:44.000 --> 00:15:46.000]  所以係指到全世界
[00:15:46.000 --> 00:15:47.000]  道德敗壞啦
[00:15:47.000 --> 00:15:49.000]  注重物質享受啦
[00:15:49.000 --> 00:15:50.000]  奴役啦
[00:15:50.000 --> 00:15:51.000]  殘暴啦
[00:15:51.000 --> 00:15:53.000]  用宗教嘅勢力
[00:15:53.000 --> 00:15:57.000]  有組織咁樣去抵擋神
[00:15:57.000 --> 00:15:58.000]  好啦
[00:15:58.000 --> 00:15:59.000]  咁呢個
[00:15:59.000 --> 00:16:01.000]  呢兩個見證人死咗啦
[00:16:01.000 --> 00:16:05.000]  人點樣對待呢兩個見證人嘅死呢
[00:16:05.000 --> 00:16:07.000]  喺第九同埋第十節嗰度
[00:16:07.000 --> 00:16:10.000]  講到呢話唔准許埋葬佢哋喎
[00:16:10.000 --> 00:16:12.000]  一個人死咗之後
[00:16:12.000 --> 00:16:13.000]  佢嘅屍體不得埋葬
[00:16:13.000 --> 00:16:15.000]  係一個好大嘅羞辱
[00:16:15.000 --> 00:16:16.000]  咁當時呢
[00:16:16.000 --> 00:16:20.000]  各國民各族各方各國嘅人呢
[00:16:20.000 --> 00:16:23.000]  就去慶祝啦同埋睇啦
[00:16:23.000 --> 00:16:26.000]  咁呢個代表到呢係唔同嘅民族啦
[00:16:26.000 --> 00:16:28.000]  唔同嘅語言嘅人啦
[00:16:28.000 --> 00:16:31.000]  甚至政治上面呢係唔同國家人呢
[00:16:31.000 --> 00:16:34.000]  一齊呢嚟到去觀看佢哋屍首三天半
[00:16:34.000 --> 00:16:36.000]  真係普世歡騰啦
[00:16:36.000 --> 00:16:38.000]  佢話普世歡喜快樂
[00:16:38.000 --> 00:16:40.000]  互相攜送禮物
[00:16:40.000 --> 00:16:42.000]  因為呢呢兩個見證人呢
[00:16:42.000 --> 00:16:44.000]  曾經叫住喺地上嘅人手痛苦
[00:16:44.000 --> 00:16:46.000]  可能佢哋講個訊息啦
[00:16:46.000 --> 00:16:48.000]  好似燒著咗佢哋咁樣
[00:16:48.000 --> 00:16:49.000]  令到佢哋好痛苦
