
[00:00:00.000 --> 00:00:04.580]  今天的題目就是《縱水不能熄滅的愛情》
[00:02:51.380 --> 00:02:53.880]  有很多時候結婚多久了
[00:02:53.880 --> 00:02:59.580]  也有些人覺得
[00:02:59.580 --> 00:03:01.620]  沒有了一些激情
[00:03:01.620 --> 00:03:03.580]  就說沒問題
[00:03:03.580 --> 00:03:07.740]  去找一些激情
[00:03:07.740 --> 00:03:12.000]  我記得香港有一個很有名的
[00:03:12.000 --> 00:03:15.460]  基督徒的教授
[00:03:15.460 --> 00:03:20.160]  他一直都在做下一代的工作
[00:03:20.160 --> 00:03:21.080]  兒童的工作
[00:03:21.080 --> 00:03:23.000]  青少年的工作
[00:03:23.000 --> 00:03:25.300]  但是他在這幾年裡面
[00:03:25.300 --> 00:03:28.580]  他發覺做了這麼多的輔導
[00:03:28.580 --> 00:03:30.340]  小朋友工作
[00:03:30.340 --> 00:03:32.340]  青少年工作
[00:03:32.340 --> 00:03:35.960]  他發覺其實最嚴重
[00:03:35.960 --> 00:03:37.580]  最大的問題在哪裡呢
[00:03:37.580 --> 00:03:40.300]  原來就是夫婦之間的關係
[00:03:40.300 --> 00:03:41.960]  夫婦之間的那種愛
[00:03:41.960 --> 00:03:44.260]  所以這幾年裡面
[00:03:44.260 --> 00:03:47.960]  他就轉了他自己的焦點
[00:03:47.960 --> 00:03:52.760]  就是說多一點跟夫婦溝通
[00:03:52.760 --> 00:03:56.100]  去做一些輔導
[00:03:56.100 --> 00:03:58.180]  所以今天我們就看看
[00:03:58.180 --> 00:04:04.260]  我們如何在雅歌短短這兩節的經文裡面
[00:04:04.260 --> 00:04:08.180]  所樂門對我們的信息
[00:04:08.180 --> 00:04:08.800]  其實在這裡
[00:04:08.800 --> 00:04:15.640]  所樂門畫了一幅又真實又強烈的愛情
[00:04:15.640 --> 00:04:18.720]  今天我們就會看看這四方面
[00:04:18.720 --> 00:04:20.800]  在這兩節裡面
[00:04:20.800 --> 00:04:23.140]  其實我們就可以看看
[00:04:23.140 --> 00:04:27.840]  真真愛、堅強不屈的愛究竟是怎樣的呢
[00:04:27.840 --> 00:04:29.760]  是一種毀身的愛
[00:04:29.760 --> 00:04:31.480]  是一種堅強的愛
[00:04:31.480 --> 00:04:33.300]  是一種熱烈的愛
[00:04:33.300 --> 00:04:36.140]  也是一種無價的愛
[00:04:36.140 --> 00:04:37.800]  所以我們看看
[00:04:37.800 --> 00:04:39.680]  利用這一段時間
[00:04:39.680 --> 00:04:41.340]  短短一段時間
[00:04:41.340 --> 00:04:43.940]  我們看看究竟
[00:04:43.940 --> 00:04:45.680]  真愛究竟是怎樣的
[00:04:45.680 --> 00:04:47.520]  堅強的愛究竟是怎樣的
[00:04:47.520 --> 00:04:49.980]  第一就是毀身之愛
[00:04:49.980 --> 00:04:51.600]  Love is a commitment
[00:04:51.600 --> 00:04:54.100]  我們看看第六節
[00:04:54.100 --> 00:04:55.600]  第八章第六節
[00:04:55.600 --> 00:04:59.440]  求你將我放在心上如印記
[00:04:59.440 --> 00:05:03.680]  帶在你的臂上如錯記
[00:05:03.680 --> 00:05:04.980]  其實在這裡
[00:05:04.980 --> 00:05:05.860]  大家看看
[00:05:05.860 --> 00:05:08.900]  這是主前大概是八世紀
[00:05:08.900 --> 00:05:13.220]  一個出土的印章
[00:05:13.220 --> 00:05:18.680]  其實這裡的印記或者印章是什麼意思呢
[00:05:18.680 --> 00:05:20.680]  其實是一個擁有權
[00:05:20.680 --> 00:05:24.900]  或者是一個人身份的證明
[00:05:24.900 --> 00:05:34.100]  當時人們很喜歡將印記掛在頸項上
[00:05:34.100 --> 00:05:36.400]  就是close to the heart
[00:05:36.400 --> 00:05:41.060]  是近著心臟的地方
[00:05:41.060 --> 00:05:45.980]  也有些聖經的專家解釋
[00:05:45.980 --> 00:05:49.440]  就是說印記有些是用火去燙的
[00:05:49.440 --> 00:05:53.980]  有些錯記是用針去刺的
[00:05:53.980 --> 00:05:55.980]  其實裡面有個意思就是說
[00:05:55.980 --> 00:05:57.480]  這一種愛
[00:05:57.480 --> 00:05:59.860]  夫婦之間那種愛情
[00:05:59.860 --> 00:06:03.600]  是經過火鍊或者經過痛苦的代價
[00:06:03.600 --> 00:06:08.100]  才有愛的連結
[00:06:08.100 --> 00:06:10.820]  比如說我們中間可能有一些
[00:06:10.820 --> 00:06:13.280]  還沒結婚的很年輕的
[00:06:13.280 --> 00:06:15.940]  我今天需不需要聽這些呢
[00:06:15.940 --> 00:06:17.520]  其實都適合你的
[00:06:17.520 --> 00:06:18.520]  為什麼呢
[00:06:18.520 --> 00:06:19.900]  因為對你來說
[00:06:19.900 --> 00:06:21.320]  也有可能會覺得
[00:06:21.320 --> 00:06:22.320]  是喔
[00:06:22.320 --> 00:06:25.320]  原來真正的愛是這樣的
[00:06:25.320 --> 00:06:30.980]  心上是指愛情是要用心力
[00:06:30.980 --> 00:06:34.480]  但是在鼻子上是要用能力
[00:06:34.480 --> 00:06:37.700]  是要用努力去做的
[00:06:37.700 --> 00:06:42.440]  我記得當時我和師母是在田納西州認識的
[00:06:42.440 --> 00:06:43.600]  在 Tennessee
[00:06:43.600 --> 00:06:46.440]  一個很小的城市叫做 Cleveland
[00:06:46.440 --> 00:06:49.020]  那個 Cleveland 不是 Cleveland, Ohio
[00:06:49.020 --> 00:06:51.280]  是大城市
[00:06:51.280 --> 00:06:56.240]  我們在一個很小的城市遇到蘇絲姆
[00:06:56.240 --> 00:07:01.480]  那時候也知道蘇絲姆是國語人
[00:07:01.480 --> 00:07:03.940]  那時候我其實也有些心
[00:07:03.940 --> 00:07:06.180]  就是想我學國語
[00:07:06.180 --> 00:07:09.400]  所以就打聽到
[00:07:09.400 --> 00:07:16.020]  而是經過我們學院秘書的介紹
[00:07:16.020 --> 00:07:19.900]  他就跟我認識
[00:07:19.900 --> 00:07:24.520]  我就打蛇隨棍上
[00:07:24.520 --> 00:07:29.360]  叫他不如教一下我國語
[00:07:29.360 --> 00:07:30.980]  他又很願意
[00:07:30.980 --> 00:07:33.820]  那時候我的國語真的很水皮
[00:07:33.820 --> 00:07:35.780]  只會說 "謝謝你"
[00:07:35.780 --> 00:07:37.780]  基本上就是這樣
[00:07:37.780 --> 00:07:39.780]  他是很認真的
[00:07:39.780 --> 00:07:41.780]  他帶了一些課本來
[00:07:41.780 --> 00:07:43.780]  那天我忘記了
[00:07:43.780 --> 00:07:44.780]  因為時間太長
[00:07:44.780 --> 00:07:47.780]  忘記了是故意的還是偶然的
[00:07:47.780 --> 00:07:51.780]  我是負責在外面要剪草的
[00:07:51.780 --> 00:07:53.780]  我有一個 Work Scholarship
[00:07:53.780 --> 00:07:55.780]  就是要做一些事情
[00:07:55.780 --> 00:08:00.280]  你知道田納西州那些前後院是大到不得了的
[00:08:00.280 --> 00:08:01.780]  是說幾畝地
[00:08:01.780 --> 00:08:03.780]  不像現在加州那些
[00:08:03.780 --> 00:08:06.780]  十成五已經差不多了
[00:08:06.780 --> 00:08:10.780]  那些草地很大的
[00:08:10.780 --> 00:08:14.780]  就要用剪草機在那裡剪
[00:08:14.780 --> 00:08:16.780]  那天是挺熱的
[00:08:16.780 --> 00:08:19.780]  又新水新汗又髒兮兮的
[00:08:19.780 --> 00:08:22.780]  那天可能是有些故意
[00:08:22.780 --> 00:08:25.780]  故意做得久一點
[00:08:25.780 --> 00:08:27.780]  可能過了時間
[00:08:27.780 --> 00:08:29.780]  又沒有看標
[00:08:29.780 --> 00:08:33.780]  遠遠看到 Sue 走過來
[00:08:33.780 --> 00:08:36.780]  死火了 怎麼辦呢
[00:08:36.780 --> 00:08:38.780]  馬上收拾一下
[00:08:38.780 --> 00:08:41.780]  原來就是因為這個形象
[00:08:41.780 --> 00:08:46.780]  深深地進入了 Sue 師母的心靈裡面
[00:08:46.780 --> 00:08:50.780]  就覺得這個年輕人挺努力做事的
[00:08:50.780 --> 00:08:52.780]  做到新水新汗
[00:08:52.780 --> 00:08:56.780]  他很用心地來教我
[00:08:56.780 --> 00:09:00.780]  教了大概不超過三堂
[00:09:00.780 --> 00:09:03.780]  差不多 三到五堂
[00:09:03.780 --> 00:09:08.780]  之後可能我的國語是突飛猛進
[00:09:08.780 --> 00:09:12.780]  我再沒有叫他教國語
[00:09:12.780 --> 00:09:15.780]  接著我們就拍拖了
[00:09:15.780 --> 00:09:17.780]  有時候就
[00:09:17.780 --> 00:09:21.780]  因為那裡沒有什麼好的中國食物
[00:09:21.780 --> 00:09:23.780]  我就喜歡做幾道菜
[00:09:23.780 --> 00:09:27.780]  有時候就做多一點
[00:09:27.780 --> 00:09:30.780]  像是紅燒豆腐那些
[00:09:30.780 --> 00:09:34.780]  打電話給 Sue 師母
[00:09:34.780 --> 00:09:36.780]  那時候我們還沒結婚
[00:09:36.780 --> 00:09:37.780]  就在拍拖
[00:09:37.780 --> 00:09:39.780]  今天不好意思
[00:09:39.780 --> 00:09:42.780]  失手 做多了一點
[00:09:42.780 --> 00:09:45.780]  你過來吃飯吧
[00:09:45.780 --> 00:09:49.780]  那時候我在負責國際學生宿舍
[00:09:49.780 --> 00:09:51.780]  那個廚房是我自己
[00:09:51.780 --> 00:09:54.780]  我自己怎麼用都可以
[00:09:54.780 --> 00:09:55.780]  就叫他過來
[00:09:55.780 --> 00:09:58.780]  五分鐘他已經在門口敲門了
[00:09:58.780 --> 00:10:02.780]  因為那邊沒有什麼好的食用
[00:10:02.780 --> 00:10:04.780]  真的
[00:10:04.780 --> 00:10:07.780]  所以 Sue 師母花了很多心力
[00:10:07.780 --> 00:10:09.780]  花了很多臂力
[00:10:09.780 --> 00:10:12.780]  要炒菜 炒飯
[00:10:12.780 --> 00:10:14.780]  但是在這裡其實
[00:10:14.780 --> 00:10:15.780]  這裡有個意思
[00:10:15.780 --> 00:10:16.780]  就是說
[00:10:16.780 --> 00:10:19.780]  是要花這些心力
[00:10:19.780 --> 00:10:24.780]  要花這些經過火鍊和痛苦的代價
[00:10:24.780 --> 00:10:27.780]  其實這個 Shulman
[00:10:27.780 --> 00:10:28.780]  就是說
[00:10:28.780 --> 00:10:30.780]  他告訴鎖魯門王
[00:10:30.780 --> 00:10:32.780]  就是說
[00:10:32.780 --> 00:10:35.780]  希望鎖魯門王對他的愛
[00:10:35.780 --> 00:10:37.780]  好像這個印章一樣
[00:10:37.780 --> 00:10:41.780]  刻骨銘心的放在他的心上
[00:10:41.780 --> 00:10:43.780]  又好像戴在鼻子上
[00:10:43.780 --> 00:10:44.780]  這個落印一樣
[00:10:44.780 --> 00:10:47.780]  永遠不會磨滅
[00:10:47.780 --> 00:10:49.780]  也好像這個印記
[00:10:49.780 --> 00:10:51.780]  這個印記很重要
[00:10:51.780 --> 00:10:54.780]  因為是表明你的身份
[00:10:54.780 --> 00:10:57.780]  也是很寶貴的財產
[00:10:57.780 --> 00:10:58.780]  意思就是說
[00:10:58.780 --> 00:11:06.780]  希望鎖魯門王對他成為最珍惜的財產
[00:11:06.780 --> 00:11:08.780]  其實這裡也是說到
[00:11:08.780 --> 00:11:11.780]  彼此來維新
[00:11:11.780 --> 00:11:16.780]  互為印記的一個地方
[00:11:16.780 --> 00:11:19.780]  這裡
[00:11:19.780 --> 00:11:21.780]  也是說到這個承諾
[00:11:21.780 --> 00:11:23.780]  互相的照顧
[00:11:23.780 --> 00:11:24.780]  今天不好意思
[00:11:24.780 --> 00:11:28.780]  今天我也是首先跟蘇絲姆交了心
[00:11:28.780 --> 00:11:29.780]  為什麼呢
[00:11:29.780 --> 00:11:32.780]  因為我也要用一些例子
[00:11:32.780 --> 00:11:35.780]  說到維新 Love is a commitment
[00:11:35.780 --> 00:11:37.780]  我記得那時候
[00:11:37.780 --> 00:11:41.780]  我離開了另一間教會
[00:11:41.780 --> 00:11:43.780]  也不知道怎麼辦
[00:11:43.780 --> 00:11:47.780]  那一年我出來讀書
[00:11:47.780 --> 00:11:51.780]  獲得了教師的潛質
[00:11:51.780 --> 00:11:53.780]  然後剛好過了一年
[00:11:53.780 --> 00:11:55.780]  很感謝招牧師、招師母
[00:11:55.780 --> 00:11:58.780]  還有他們打電話來
[00:11:58.780 --> 00:11:59.780]  說陳牧師
[00:11:59.780 --> 00:12:02.780]  那時候還沒有做牧師
[00:12:02.780 --> 00:12:05.780]  陳全道你有沒有意思過來
[00:12:05.780 --> 00:12:06.780]  我們會怎樣
[00:12:06.780 --> 00:12:09.780]  我們Next Generation很需要
[00:12:09.780 --> 00:12:11.780]  過了一年的時間
[00:12:11.780 --> 00:12:12.780]  才來到會點
[00:12:12.780 --> 00:12:14.780]  但是在那一年的裏面
[00:12:14.780 --> 00:12:19.780]  我生命裏面是一個很低沉的時間
[00:12:19.780 --> 00:12:23.780]  很感謝蘇絲姆的支持
[00:12:23.780 --> 00:12:24.780]  他這樣跟我說
[00:12:24.780 --> 00:12:26.780]  他說你出來讀書不要緊
[00:12:26.780 --> 00:12:27.780]  繼續
[00:12:27.780 --> 00:12:30.780]  繼續做你喜歡做的事
[00:12:30.780 --> 00:12:32.780]  或者神放在你的心裏面
[00:12:32.780 --> 00:12:35.780]  要做的事
[00:12:35.780 --> 00:12:38.780]  他那時候在Spring工作
[00:12:38.780 --> 00:12:41.780]  在電訊公司裏面工作
[00:12:41.780 --> 00:12:42.780]  然後他跟我說
[00:12:42.780 --> 00:12:45.780]  我的收入都會夠的
[00:12:45.780 --> 00:12:47.780]  夠支持這個家
[00:12:47.780 --> 00:12:52.780]  你儘管去拿教師的資格
[00:12:52.780 --> 00:12:54.780]  過了很感謝主
[00:12:54.780 --> 00:12:55.780]  過了一年的裏面
[00:12:55.780 --> 00:12:57.780]  神也聽我們的禱告
[00:12:57.780 --> 00:12:59.780]  就來了會點教會
[00:12:59.780 --> 00:13:00.780]  一來
[00:13:00.780 --> 00:13:03.780]  今年是我第18年
[00:13:03.780 --> 00:13:05.780]  2005年來的
[00:13:05.780 --> 00:13:07.780]  已經是第18年了
[00:13:07.780 --> 00:13:09.780]  轉眼就過了
[00:13:09.780 --> 00:13:12.780]  其實到了會點之後那幾年
[00:13:12.780 --> 00:13:14.780]  那時候是金融風暴
[00:13:14.780 --> 00:13:16.780]  2008年 2009年
[00:13:16.780 --> 00:13:21.780]  Spring就有一個relocation
[00:13:21.780 --> 00:13:23.780]  蘇絲姆他沒有take了
[00:13:23.780 --> 00:13:25.780]  輪到我了
[00:13:25.780 --> 00:13:26.780]  他沒有take的話
[00:13:26.780 --> 00:13:28.780]  就是沒有工作了
[00:13:28.780 --> 00:13:30.780]  輪到我就跟他說
[00:13:30.780 --> 00:13:32.780]  蘇啊
[00:13:32.780 --> 00:13:34.780]  你不要擔心
[00:13:34.780 --> 00:13:37.780]  你上一次你為我付出那麼多
[00:13:37.780 --> 00:13:39.780]  今次it's my turn
[00:13:39.780 --> 00:13:41.780]  是我有這個機會
[00:13:41.780 --> 00:13:43.780]  我去照顧你
[00:13:43.780 --> 00:13:44.780]  你隨便
[00:13:44.780 --> 00:13:47.780]  你要做什麼都可以
[00:13:47.780 --> 00:13:49.780]  儘管利用這段時間
[00:13:49.780 --> 00:13:50.780]  這段空蕩的時間
[00:13:50.780 --> 00:13:52.780]  去做你應該要做的事
[00:13:52.780 --> 00:13:55.780]  他就利用了這段空蕩的時間
[00:13:55.780 --> 00:13:58.780]  就回到中國探望他爸爸
[00:13:58.780 --> 00:14:01.780]  住了差不多兩個月的時間
[00:14:01.780 --> 00:14:02.780]  也很感謝神
[00:14:02.780 --> 00:14:04.780]  就是這兩個月的時間
[00:14:04.780 --> 00:14:10.780]  蘇絲姆能夠照顧他年老的爸爸
[00:14:10.780 --> 00:14:14.780]  這裡講到互相的毀身
[00:14:14.780 --> 00:14:18.780]  互相的一種commitment
[00:14:18.780 --> 00:14:22.780]  索羅門也說
[00:14:22.780 --> 00:14:27.780]  愛不單止是一個毀身
[00:14:27.780 --> 00:14:30.780]  還是一個堅強的愛
[00:14:30.780 --> 00:14:33.780]  這一段經文其實都挺困難
[00:14:33.780 --> 00:14:35.780]  要去理解的
[00:14:35.780 --> 00:14:37.780]  我們就嘗試一下好不好
[00:14:37.780 --> 00:14:39.780]  這裡索羅門王怎麼說呢
[00:14:39.780 --> 00:14:43.780]  他說因為愛情如死的堅強
[00:14:43.780 --> 00:14:46.780]  疾恨如陰間之殘忍
[00:14:46.780 --> 00:14:49.780]  所發的電光是火焰的電光
[00:14:49.780 --> 00:14:53.780]  是耶和華的烈焰
[00:14:53.780 --> 00:14:57.780]  這裡我們慢慢來
[00:14:57.780 --> 00:14:58.780]  第一段他說
[00:14:58.780 --> 00:15:01.780]  因為愛情如死之堅強
[00:15:01.780 --> 00:15:03.780]  究竟是什麼意思
[00:15:03.780 --> 00:15:05.780]  為什麼他用死亡
[00:15:05.780 --> 00:15:11.780]  去形容夫婦之間的愛呢
[00:15:11.780 --> 00:15:14.780]  原來意思就是說
[00:15:14.780 --> 00:15:17.780]  死亡的堅強
[00:15:17.780 --> 00:15:21.780]  也可以譯作是力量
[00:15:21.780 --> 00:15:22.780]  意思就是說
[00:15:22.780 --> 00:15:25.780]  沒有人可以從死亡中
[00:15:25.780 --> 00:15:28.780]  逃脫這麼強大的力量
[00:15:28.780 --> 00:15:31.780]  而這個愛也比世界上
[00:15:31.780 --> 00:15:35.780]  所有東西的力量都要強大
[00:15:35.780 --> 00:15:37.780]  都要寶貴
[00:15:37.780 --> 00:15:41.780]  連死都不能夠叫他們分開
[00:15:41.780 --> 00:15:48.780]  正如沒有人能夠堅強到要抗拒死亡
[00:15:48.780 --> 00:15:53.780]  沒有什麼東西也能夠阻擋愛情
[00:15:53.780 --> 00:15:56.780]  所以索羅門他用死亡
[00:15:56.780 --> 00:16:01.780]  來形容彼此夫婦之間的愛
[00:16:01.780 --> 00:16:04.780]  第二段也是非常困難去理解的
[00:16:04.780 --> 00:16:05.780]  他說
[00:16:05.780 --> 00:16:08.780]  疾恨如陰間之殘忍
[00:16:08.780 --> 00:16:11.780]  這裡其實是什麼意思
[00:16:11.780 --> 00:16:14.780]  陰間的殘忍
[00:16:14.780 --> 00:16:19.780]  就是說陰間一個人過世了
[00:16:19.780 --> 00:16:21.780]  下到陰間
[00:16:21.780 --> 00:16:23.780]  舊約的概念
[00:16:23.780 --> 00:16:25.780]  下到陰間的時候
[00:16:25.780 --> 00:16:28.780]  他不會讓死亡出來
[00:16:28.780 --> 00:16:30.780]  就是說不會讓步
[00:16:30.780 --> 00:16:32.780]  不會忘記
[00:16:32.780 --> 00:16:34.780]  這個意思在這裡
[00:16:34.780 --> 00:16:38.780]  就是說陰間不會交出死亡
[00:16:38.780 --> 00:16:39.780]  同樣的
[00:16:39.780 --> 00:16:41.780]  有真愛情
[00:16:41.780 --> 00:16:44.780]  也不會放棄你所愛的人
[00:16:44.780 --> 00:16:49.780]  這裡也說到疾恨
[00:16:49.780 --> 00:16:54.780]  其實真愛是有排他性在裡面
[00:16:54.780 --> 00:16:56.780]  真愛
[00:16:56.780 --> 00:16:57.780]  夫婦之間的愛情
[00:16:57.780 --> 00:16:59.780]  空間不是這麼多
[00:16:59.780 --> 00:17:03.780]  只能夠容納兩個人的存在
[00:17:03.780 --> 00:17:05.780]  所以為什麼神一開始
[00:17:05.780 --> 00:17:07.780]  他的創造就是亞當和夏娃
[00:17:07.780 --> 00:17:09.780]  他也沒有同時的
[00:17:09.780 --> 00:17:11.780]  我多做幾個
[00:17:11.780 --> 00:17:13.780]  做春娃
[00:17:13.780 --> 00:17:15.780]  秋娃
[00:17:15.780 --> 00:17:17.780]  冬娃
[00:17:17.780 --> 00:17:18.780]  那就好了
[00:17:18.780 --> 00:17:20.780]  春夏秋冬
[00:17:20.780 --> 00:17:22.780]  每個都有齊了
[00:17:22.780 --> 00:17:24.780]  神也不會說我多做一個
[00:17:24.780 --> 00:17:26.780]  亞當好像不夠
[00:17:26.780 --> 00:17:28.780]  我多做一個丁
[00:17:28.780 --> 00:17:31.780]  丁丁當當就好聽了
[00:17:31.780 --> 00:17:32.780]  沒有啊
[00:17:32.780 --> 00:17:34.780]  上帝也是做兩個人
[00:17:34.780 --> 00:17:37.780]  亞當和夏娃
[00:17:37.780 --> 00:17:39.780]  所以這裡表明一件事
[00:17:39.780 --> 00:17:42.780]  愛情是排他性
[00:17:42.780 --> 00:17:45.780]  和唯一性是非常強烈的
[00:17:45.780 --> 00:17:50.780]  疾恨就是要表達一種
[00:17:50.780 --> 00:17:53.780]  非常強烈的感覺
[00:17:53.780 --> 00:17:55.780]  接著
[00:17:55.780 --> 00:17:58.780]  他說愛是像電光
[00:17:58.780 --> 00:18:00.780]  火焰的電光
[00:18:00.780 --> 00:18:02.780]  是搖滑的烈焰
[00:18:02.780 --> 00:18:05.780]  這裡你從頭開始算過
[00:18:05.780 --> 00:18:09.780]  所羅門用印記來形容愛
[00:18:09.780 --> 00:18:10.780]  用死亡
[00:18:10.780 --> 00:18:11.780]  用陰間
[00:18:11.780 --> 00:18:14.780]  接著現在用火焰
[00:18:14.780 --> 00:18:19.780]  又用烈焰來形容愛情
[00:18:19.780 --> 00:18:21.780]  其實這裡原文
[00:18:21.780 --> 00:18:24.780]  沒有耶和華這幾個字
[00:18:24.780 --> 00:18:28.780]  只不過是有耶和華的簡稱
[00:18:28.780 --> 00:18:29.780]  但是
[00:18:29.780 --> 00:18:32.780]  在這裡也表明了一件事
[00:18:32.780 --> 00:18:35.780]  這裡是唯一在雅歌裡面
[00:18:35.780 --> 00:18:38.780]  提及神的名字的地方
[00:18:38.780 --> 00:18:40.780]  有些學者說
[00:18:40.780 --> 00:18:43.780]  其實在這裡表明了一件事
[00:18:43.780 --> 00:18:45.780]  就是說人間的愛
[00:18:45.780 --> 00:18:48.780]  和神與人之間的愛
[00:18:48.780 --> 00:18:50.780]  結連起來了
[00:18:50.780 --> 00:18:52.780]  這個愛是強大的
[00:18:52.780 --> 00:18:54.780]  好像烈火一樣
[00:18:54.780 --> 00:18:57.780]  是熊熊來燃燒
[00:18:57.780 --> 00:18:58.780]  一旦開始
[00:18:58.780 --> 00:19:01.780]  就無法去阻擋
[00:19:01.780 --> 00:19:03.780]  我還記得那時候我在香港
[00:19:03.780 --> 00:19:06.780]  有一個年輕人
[00:19:06.780 --> 00:19:11.780]  他愛上了他鄰居的女孩
[00:19:11.780 --> 00:19:14.780]  一愛上了
[00:19:14.780 --> 00:19:17.780]  一髮不可收拾
[00:19:17.780 --> 00:19:22.780]  當時父母兩方面都不太贊同
[00:19:22.780 --> 00:19:25.780]  反對他們
[00:19:25.780 --> 00:19:27.780]  接著這個男的
[00:19:27.780 --> 00:19:29.780]  他真的
[00:19:29.780 --> 00:19:34.780]  我們有時候說愛得心很硬頸
[00:19:34.780 --> 00:19:36.780]  怎麼勸都勸不回來
[00:19:36.780 --> 00:19:40.780]  他就絕食
[00:19:40.780 --> 00:19:42.780]  他就在家裡絕食
[00:19:42.780 --> 00:19:44.780]  跟父母攤牌
[00:19:44.780 --> 00:19:47.780]  你不讓我跟女孩結婚的時候
[00:19:47.780 --> 00:19:50.780]  我就餓死了
[00:19:50.780 --> 00:19:53.780]  父母真的沒辦法
[00:19:53.780 --> 00:19:55.780]  怎麼辦
[00:19:55.780 --> 00:20:00.780]  最後兩方面的家長都要去讓步
[00:20:00.780 --> 00:20:03.780]  這是一個真實的故事
[00:20:03.780 --> 00:20:09.780]  這裡說到這個愛是非常堅強
[00:20:09.780 --> 00:20:12.780]  也是不可以征服的
[00:20:12.780 --> 00:20:15.780]  下一個說到Love is unconquerable
[00:20:15.780 --> 00:20:17.780]  是一個熱烈的愛
[00:20:17.780 --> 00:20:19.780]  是不能夠征服的
[00:20:19.780 --> 00:20:21.780]  我們看看第七節
[00:20:21.780 --> 00:20:24.780]  他說愛情種水不能釋滅
[00:20:24.780 --> 00:20:29.780]  大水也不能掩蓋
[00:20:29.780 --> 00:20:33.780]  這裡其實說到
[00:20:33.780 --> 00:20:35.780]  大水
