
[00:00:00.000 --> 00:00:04.680]  在《詩經》 中國的《詩經》
[00:12:45.240 --> 00:12:48.040]  如果一個社會一個國家沒有了頭
[00:12:48.040 --> 00:12:49.640]  沒有一個權柄
[00:12:49.640 --> 00:12:52.640]  這個國家一定亂
[00:12:52.640 --> 00:12:54.040]  還不要談到那麼高層次
[00:12:54.040 --> 00:12:55.840]  丟什麼你出去開車的時候
[00:12:55.840 --> 00:12:57.640]  你開開開在福利會上一開
[00:12:57.640 --> 00:12:59.640]  哎呀這個那個汽車太好了
[00:12:59.640 --> 00:13:02.040]  那個那個我們美國的車太好了
[00:13:02.040 --> 00:13:03.440]  開高速有時候不自覺的
[00:13:03.440 --> 00:13:06.040]  有沒有一看
[00:13:06.040 --> 00:13:07.840]  我有一次到聖地牙哥去
[00:13:07.840 --> 00:13:10.940]  去看參加我女兒的這個畢業典禮
[00:13:10.940 --> 00:13:13.240]  哎呀這個跟師母在那邊一邊聊
[00:13:13.240 --> 00:13:14.240]  也沒注意速度
[00:13:14.240 --> 00:13:16.240]  這個踩油門踩的很順啊
[00:13:16.240 --> 00:13:20.540]  結果後面一輛警車就閃了
[00:13:20.540 --> 00:13:23.940]  早上6點多
[00:13:23.940 --> 00:13:27.540]  這個警察怎麼這麼早就起來啊
[00:13:27.540 --> 00:13:31.540]  不去參加教會晨討
[00:13:31.540 --> 00:13:35.640]  請問我怎麼辦
[00:13:35.640 --> 00:13:40.440]  在台灣我就我就
[00:13:40.440 --> 00:13:43.240]  在開在中國你一定怎麼樣
[00:13:43.240 --> 00:13:44.540]  家族把你跑啊
[00:13:44.540 --> 00:13:45.940]  誰怕誰對不對
[00:13:45.940 --> 00:13:46.840]  在美國你跑嗎
[00:13:46.840 --> 00:13:48.340]  你敢跑嗎
[00:13:48.340 --> 00:13:51.140]  不敢跑
[00:13:51.140 --> 00:13:53.440]  乖乖的
[00:13:53.440 --> 00:13:55.140]  乖乖的怎麼樣
[00:13:55.140 --> 00:13:57.440]  看到下一個福利會
[00:13:57.440 --> 00:13:58.640]  下來到了嘉峪山
[00:13:58.640 --> 00:14:00.140]  那警察把我們給弄
[00:14:00.140 --> 00:14:00.640]  我就看
[00:14:00.640 --> 00:14:02.140]  我說哎警察先生我告訴你
[00:14:02.140 --> 00:14:05.440]  我現在是參加我女兒的畢業典禮啊
[00:14:05.440 --> 00:14:06.540]  我剛才沒有追他
[00:14:06.540 --> 00:14:07.840]  他說I know
[00:14:07.840 --> 00:14:09.440]  但是安全
[00:14:09.440 --> 00:14:12.140]  他說安全最重要
[00:14:12.140 --> 00:14:13.840]  他說少罰你一點
[00:14:13.840 --> 00:14:15.440]  我就算你開的85買
[00:14:15.440 --> 00:14:19.740]  其實你不止
[00:14:19.740 --> 00:14:28.040]  謝帝了謝帝了
[00:14:28.040 --> 00:14:29.040]  警察的權柄
[00:14:29.040 --> 00:14:32.140]  我要不要順服
[00:14:32.140 --> 00:14:34.040]  所以我們都知道
[00:14:34.040 --> 00:14:35.440]  這個警察的權柄要順服
[00:14:35.440 --> 00:14:36.440]  為什麼
[00:14:36.440 --> 00:14:39.040]  因為為了你的安全
[00:14:39.040 --> 00:14:41.140]  也為了大家的安全
[00:14:41.140 --> 00:14:43.040]  如果大家都不聽指揮
[00:14:43.040 --> 00:14:45.340]  每個人開車隨便自己開
[00:14:45.340 --> 00:14:47.940]  你想這個會發生什麼情況
[00:14:47.940 --> 00:14:49.140]  是不是
[00:14:49.140 --> 00:14:51.840]  所以上帝在家庭裡面
[00:14:51.840 --> 00:14:53.440]  設立這個秩序
[00:14:53.440 --> 00:15:00.340]  做妻子的要順服丈夫
[00:15:00.340 --> 00:15:00.640]  好了
[00:15:00.640 --> 00:15:03.440]  那麼這裡接下來告訴我們說
[00:15:03.440 --> 00:15:05.540]  怎麼順服法
[00:15:05.540 --> 00:15:06.840]  第一個
[00:15:06.840 --> 00:15:09.240]  他說
[00:15:09.240 --> 00:15:11.440]  第一節二十二節我們再來練好不好
[00:15:11.440 --> 00:15:12.140]  來預備
[00:15:12.140 --> 00:15:15.340]  請你們做妻子的
[00:15:15.340 --> 00:15:18.340]  當順服自己的丈夫
[00:15:18.340 --> 00:15:23.640]  如同順服主
[00:15:23.640 --> 00:15:27.040]  如同順服主
[00:15:27.040 --> 00:15:32.140]  所以他在這個地方講到的是
[00:15:32.140 --> 00:15:34.140]  我們順服自己的丈夫
[00:15:34.140 --> 00:15:37.740]  如同順服主
[00:15:37.740 --> 00:15:40.040]  其實他要表達的意思就是說
[00:15:40.040 --> 00:15:43.940]  從整個神救贖的角度來看
[00:15:43.940 --> 00:15:46.140]  教會是基督怎麼樣
[00:15:46.140 --> 00:15:47.140]  所救贖的
[00:15:47.140 --> 00:15:48.240]  所買贖的
[00:15:48.240 --> 00:15:50.340]  他為了他犧牲自己的生命
[00:15:50.340 --> 00:15:52.740]  救贖了教會
[00:15:52.740 --> 00:15:54.540]  所以他有權柄
[00:15:54.540 --> 00:15:56.840]  這個權柄其實是從哪裡來的
[00:15:56.840 --> 00:15:59.640]  從愛來的
[00:15:59.640 --> 00:16:01.240]  但是他把這個比方到
[00:16:01.240 --> 00:16:03.540]  如同順服主這個層次
[00:16:03.540 --> 00:16:04.340]  意思就是說
[00:16:04.340 --> 00:16:06.640]  你來順服這個你的丈夫
[00:16:06.640 --> 00:16:08.140]  不是你不要只看你
[00:16:08.140 --> 00:16:09.640]  你說我看他真是
[00:16:09.640 --> 00:16:11.040]  我真是很難順服他
[00:16:11.040 --> 00:16:12.440]  他的長相也不好看
[00:16:12.440 --> 00:16:14.140]  他的個子也矮
[00:16:14.140 --> 00:16:16.140]  他的這個程度也不好
[00:16:16.140 --> 00:16:17.240]  他以前你看
[00:16:17.240 --> 00:16:18.240]  人家多少人追我
[00:16:18.240 --> 00:16:21.840]  我只是因為看他蠻可憐的
[00:16:21.840 --> 00:16:23.840]  你可以講了很多理由說
[00:16:23.840 --> 00:16:27.040]  這個老公真的不值得我順服
[00:16:27.040 --> 00:16:28.140]  但是請你敬畏
[00:16:28.140 --> 00:16:30.040]  主要不要順服
[00:16:30.040 --> 00:16:32.140]  主要不要順服
[00:16:32.140 --> 00:16:34.840]  前面有的人看著我不點頭也不搖頭
[00:16:34.840 --> 00:16:36.040]  你是什麼意思
[00:16:36.040 --> 00:16:38.640]  要不要順服主
[00:16:38.640 --> 00:16:39.240]  要
[00:16:39.240 --> 00:16:41.740]  所以他說如同順服主
[00:16:41.740 --> 00:16:47.740]  要不要順服丈夫
[00:16:47.740 --> 00:16:49.240]  順服主我沒問題
[00:16:49.240 --> 00:16:55.840]  順服丈夫牧師我還是有困難
[00:16:55.840 --> 00:16:58.040]  順服主也代表一件事情
[00:16:58.040 --> 00:17:03.440]  就是說除非今天這個老公
[00:17:03.440 --> 00:17:07.240]  他所說的是跟上帝的旨意違背的
[00:17:07.240 --> 00:17:08.540]  聖經上告訴我們說
[00:17:08.540 --> 00:17:10.040]  我們不順從
[00:17:10.040 --> 00:17:10.840]  是哪裡說的
[00:17:10.840 --> 00:17:14.440]  使徒行傳第五章二十九節有沒有
[00:17:14.440 --> 00:17:15.240]  我們起來練
[00:17:15.240 --> 00:17:21.640]  來預備請
[00:17:21.640 --> 00:17:23.340]  這是彼得和這些使徒們
[00:17:23.340 --> 00:17:26.040]  他們在傳福音說面臨到這些被官府抓
[00:17:26.040 --> 00:17:29.240]  他們就當時候就說了這句話
[00:17:29.240 --> 00:17:30.140]  你們不可以傳福音
[00:17:30.140 --> 00:17:32.440]  你們不可以傳這位耶穌
[00:17:32.440 --> 00:17:39.240]  比如說順從神不順從人是應當的
[00:17:39.240 --> 00:17:44.240]  所以如果你的先生叫你去做假帳
[00:17:44.240 --> 00:17:46.640]  要不要順服
[00:17:46.640 --> 00:17:51.040]  你的先生他明明在家
[00:17:51.040 --> 00:17:55.140]  結果別人打電話來說
[00:17:55.140 --> 00:17:58.640]  葛先生在嗎
[00:17:58.640 --> 00:18:06.840]  葛太太說他不在
[00:18:06.840 --> 00:18:09.440]  要不要順服
[00:18:09.440 --> 00:18:10.640]  先生叫你撒謊
[00:18:10.640 --> 00:18:17.640]  要不要順服
[00:18:17.640 --> 00:18:21.440]  說要的人回去怪帥派
[00:18:21.440 --> 00:18:24.240]  所以上帝並不是要我們去做
[00:18:24.240 --> 00:18:26.740]  違背他旨意的事情
[00:18:26.740 --> 00:18:28.840]  其實我們很多時候的問題
[00:18:28.840 --> 00:18:31.840]  不是在這些真理上很清楚的
[00:18:31.840 --> 00:18:33.240]  事實上講的不可姦淫
[00:18:33.240 --> 00:18:33.840]  不可偷盜
[00:18:33.840 --> 00:18:34.440]  不可殺人
[00:18:34.440 --> 00:18:35.740]  不可質疑這些東西
[00:18:35.740 --> 00:18:37.340]  甚至要我們不要去做的
[00:18:37.340 --> 00:18:38.540]  別人叫我去做
[00:18:38.540 --> 00:18:39.440]  我不要做
[00:18:39.440 --> 00:18:40.840]  即使是我的老公
[00:18:40.840 --> 00:18:41.640]  他要我去做
[00:18:41.640 --> 00:18:42.440]  我也不能做
[00:18:42.440 --> 00:18:45.740]  懂這意思嗎
[00:18:45.740 --> 00:18:51.840]  但是今天到哪邊去吃飯
[00:18:51.840 --> 00:18:56.340]  家裡面是不是要再買一台電腦
[00:18:56.340 --> 00:18:57.940]  或者是手機要買三星的
[00:18:57.940 --> 00:19:00.340]  還是買Apple的
[00:19:00.340 --> 00:19:04.740]  誰決定
[00:19:04.740 --> 00:19:05.840]  這就困難了
[00:19:05.840 --> 00:19:06.940]  生活當中點點滴滴
[00:19:06.940 --> 00:19:10.640]  這就困難了對不對
[00:19:10.640 --> 00:19:13.740]  所以就準備把握住這個原則
[00:19:13.740 --> 00:19:16.340]  因此接著講的
[00:19:16.340 --> 00:19:17.540]  保羅應該更厲害了
[00:19:17.540 --> 00:19:18.940]  來我們再看看
[00:19:18.940 --> 00:19:20.240]  二十四節我們起來讀
[00:19:20.240 --> 00:19:21.940]  預備起
[00:19:21.940 --> 00:19:25.640]  教會怎樣順服基督
[00:19:25.640 --> 00:19:30.040]  妻子也要怎樣
[00:19:30.040 --> 00:19:32.840]  所以說妻子的要
[00:19:32.840 --> 00:19:37.240]  他這裡說是什麼事情要順服
[00:19:37.240 --> 00:19:39.440]  凡事順服
