
[00:00:00.000 --> 00:00:02.040]  主持人:各位主持人,平安!
[00:05:25.000 --> 00:05:29.640]  馬加比革命令猶太人擺脫了希臘人的統治
[00:05:29.640 --> 00:05:32.320]  恢復了猶大王國
[00:05:32.320 --> 00:05:35.800]  耶穌時代的第一世紀的猶太人
[00:05:35.800 --> 00:05:38.640]  同樣地活在外族的統治之下
[00:05:38.640 --> 00:05:40.840]  那是羅馬帝國
[00:05:40.840 --> 00:05:46.360]  他們會不會都渴望擺脫外族的統治呢?
[00:05:46.360 --> 00:05:47.920]  事實上
[00:05:47.920 --> 00:05:52.320]  耶穌年代的耶路撒冷和猶太地
[00:05:52.320 --> 00:05:56.040]  是一個非常動盪不安的時代
[00:05:56.040 --> 00:06:01.480]  我們讀福音書的時候有沒有這種感覺呢?
[00:06:01.480 --> 00:06:04.480]  你可能會問一個問題
[00:06:04.480 --> 00:06:06.360]  耶穌出生的時候
[00:06:06.360 --> 00:06:08.800]  福音書記載
[00:06:08.800 --> 00:06:10.520]  當時誰當皇帝?
[00:06:10.520 --> 00:06:13.400]  在猶大地的時候
[00:06:13.400 --> 00:06:18.080]  那個昏風王是希律是吧?
[00:06:18.080 --> 00:06:22.200]  你有沒有留意當耶穌被判死刑的時候
[00:06:22.200 --> 00:06:26.680]  是誰判他死刑呢?
[00:06:26.680 --> 00:06:28.600]  不是希律王
[00:06:28.600 --> 00:06:30.520]  是比拉多
[00:06:30.520 --> 00:06:32.400]  羅馬總督比拉多
[00:06:32.400 --> 00:06:35.040]  為什麼會有這個轉變呢?
[00:06:35.040 --> 00:06:38.320]  這個轉變其實就充分顯示出
[00:06:38.320 --> 00:06:42.920]  那個地區的非常之動盪不安
[00:06:42.920 --> 00:06:47.480]  當大希律死之後
[00:06:47.480 --> 00:06:50.960]  當他駕崩的時候
[00:06:50.960 --> 00:06:52.440]  猶大地區
[00:06:52.440 --> 00:06:56.360]  加利利地區的猶太人
[00:06:56.360 --> 00:06:58.920]  湧現了一種
[00:06:58.920 --> 00:07:07.720]  是不是這個就是我們可以去驅逐外邦人的時候
[00:07:07.720 --> 00:07:11.320]  湧現了一種這樣的想法
[00:07:11.320 --> 00:07:16.000]  湧現了這樣的行動
[00:07:16.000 --> 00:07:19.640]  大希律駕崩之後
[00:07:19.640 --> 00:07:26.600]  羅馬將整個大希律管治的地區分了三份
[00:07:26.600 --> 00:07:30.680]  就給了他三個兒子去管理
[00:07:30.680 --> 00:07:37.360]  管理耶路撒冷和猶大地的那位兒子
[00:07:37.360 --> 00:07:42.080]  因為他沒有能力去控制那個局面
[00:07:42.080 --> 00:07:45.680]  於是羅馬直接就將他放逐
[00:07:45.680 --> 00:07:49.400]  就直接派總督比拉多來管治
[00:07:49.400 --> 00:07:54.080]  所以才出現了在耶穌被釘十字架的時候
[00:07:54.080 --> 00:07:56.920]  判他死刑的是比拉多
[00:07:56.920 --> 00:08:02.600]  而不是希律王
[00:08:02.600 --> 00:08:05.640]  在那個年代
[00:08:05.640 --> 00:08:11.600]  整個耶路撒冷和猶大地所隸屬的
[00:08:11.600 --> 00:08:14.200]  這個敘利亞的地區
[00:08:14.200 --> 00:08:20.840]  你知不知道有多少人因為叛亂羅馬的罪名
[00:08:20.840 --> 00:08:24.600]  在十字架上被釘死
[00:08:24.600 --> 00:08:27.560]  耶穌不是唯一的一個
[00:08:27.560 --> 00:08:31.920]  是用千做單位計算的
[00:08:31.920 --> 00:08:35.680]  你可想而知那個是什麼狀態
[00:08:35.680 --> 00:08:41.360]  當時各地的群眾湧去耶路撒冷過月月節
[00:08:41.360 --> 00:08:43.320]  在這個狀態底下
[00:08:43.320 --> 00:08:45.320]  那麼多人聚集在耶路撒冷
[00:08:45.320 --> 00:08:50.480]  對於管治者來說是一個非常敏感和危險的時期
[00:08:50.480 --> 00:08:52.400]  只要有人振臂高呼
[00:08:52.400 --> 00:08:56.880]  就隨時會有特別的事情發生
[00:08:56.880 --> 00:08:59.280]  就在這個時候
[00:08:59.280 --> 00:09:05.640]  耶穌歧路進城
[00:09:05.640 --> 00:09:11.560]  那些人看到會想起什麼呢
[00:09:11.560 --> 00:09:13.600]  福音書告訴我們
[00:09:13.600 --> 00:09:16.680]  他想起撒加利亞先知
[00:09:16.680 --> 00:09:19.640]  五百年前的預言
[00:09:19.640 --> 00:09:22.920]  就是石安的民眾應當大大喜樂
[00:09:22.920 --> 00:09:25.320]  耶路撒冷的民眾應當歡呼
[00:09:25.320 --> 00:09:27.960]  看啊!你的王來到你這裡
[00:09:27.960 --> 00:09:29.200]  他是公義的
[00:09:29.200 --> 00:09:31.000]  並且施行拯救
[00:09:31.000 --> 00:09:32.960]  謙謙和和地騎著奴
[00:09:32.960 --> 00:09:37.080]  就是騎著奴的驅子
[00:09:37.080 --> 00:09:41.320]  先知預告騎著奴進城的
[00:09:41.320 --> 00:09:43.560]  是王
[00:09:43.560 --> 00:09:46.240]  今天你會說
[00:09:46.240 --> 00:09:47.760]  你不要搞錯
[00:09:47.760 --> 00:09:50.200]  那個王並不是那個王
[00:09:50.200 --> 00:09:53.960]  但是你試試想想當時的人
[00:09:53.960 --> 00:09:57.840]  他想的王是一個什麼王呢
[00:09:57.840 --> 00:09:59.440]  是一位什麼王呢
[00:09:59.440 --> 00:10:01.120]  如果他想像的
[00:10:01.120 --> 00:10:03.680]  是一位軍事政治領袖
[00:10:03.680 --> 00:10:05.240]  帶領他們驅逐外邦人
[00:10:05.240 --> 00:10:07.480]  恢復猶大王國
[00:10:07.480 --> 00:10:11.360]  是不是都很可以想像
[00:10:11.360 --> 00:10:16.480]  和很合乎他們的期望呢
[00:10:16.480 --> 00:10:20.400]  馬福音指出
[00:10:20.400 --> 00:10:24.080]  你又看回第九至十一節
[00:10:24.080 --> 00:10:26.400]  前呼後擁的人都喊著說
[00:10:26.400 --> 00:10:29.800]  「和撒拿,逢主命來的,是應當輕重的」
[00:10:29.800 --> 00:10:33.160]  「那將要來的我祖大衛之國,是應當輕重的」
[00:10:33.160 --> 00:10:35.520]  「至高無上,和撒拿」
[00:10:35.520 --> 00:10:40.400]  「和撒拿,拯救者來的,是應當輕重的」
[00:10:40.400 --> 00:10:41.240]  他們在想什麼呢
[00:10:41.240 --> 00:10:42.720]  高呼什麼呢
[00:10:42.720 --> 00:10:47.280]  「大衛之國」
[00:10:47.280 --> 00:10:51.160]  無論講的人有沒有動機
[00:10:51.160 --> 00:10:52.480]  聽的人
[00:10:52.480 --> 00:10:53.840]  聽在心裡面
[00:10:53.840 --> 00:10:57.080]  一定感覺到有不妥
[00:10:57.080 --> 00:11:00.840]  「大衛之國」
[00:11:00.840 --> 00:11:06.160]  盧加福音記下了一個片段
[00:11:06.160 --> 00:11:09.040]  他說人群裡面有幾個法利塞人對耶穌說
[00:11:09.040 --> 00:11:12.240]  「老師,責備你的門徒吧」
[00:11:12.240 --> 00:11:14.920]  責備什麼
[00:11:14.920 --> 00:11:20.480]  叫他們不要亂說話
[00:11:20.480 --> 00:11:22.760]  法利塞人可能察覺到他們的言行
[00:11:22.760 --> 00:11:24.880]  其實是非常危險的
[00:11:24.880 --> 00:11:32.960]  高呼「王者來臨」是意圖謀反的死罪
[00:11:32.960 --> 00:11:35.240]  但是
[00:11:35.240 --> 00:11:41.720]  它正正是在反映當時不少人的心聲和期望
[00:11:41.720 --> 00:11:44.320]  期望拯救者來到
[00:11:44.320 --> 00:11:47.880]  期望拯救他們脫離外族的統治
[00:11:47.880 --> 00:11:53.120]  期望恢復猶大的王國
[00:11:53.120 --> 00:11:55.400]  在當時群眾的心中
[00:11:55.400 --> 00:11:59.840]  如果有任何人自稱為基督
[00:11:59.840 --> 00:12:02.680]  或者有任何人被稱為基督
[00:12:02.680 --> 00:12:05.600]  他應該是一位怎樣的基督呢
[00:12:05.600 --> 00:12:08.680]  他應該是一位偉大的領袖
[00:12:08.680 --> 00:12:11.960]  是一位勝利者的基督
[00:12:11.960 --> 00:12:13.800]  這個想法
[00:12:13.800 --> 00:12:16.560]  這個期望連門徒都不例外
[00:12:16.560 --> 00:12:18.920]  你記不記得有一次
[00:12:18.920 --> 00:12:24.440]  耶穌和祂的門徒在凱撒尼亞菲勒比的路上
[00:12:24.440 --> 00:12:26.520]  耶穌問祂的門徒
[00:12:26.520 --> 00:12:29.160]  「那些人說我是誰?」
[00:12:29.160 --> 00:12:30.040]  門徒告訴祂
[00:12:30.040 --> 00:12:32.040]  「有人說祢是斯西約翰」
[00:12:32.040 --> 00:12:33.760]  「有人說祢是以利亞」
[00:12:33.760 --> 00:12:36.320]  「有人說祢是先知的其中一個」
[00:12:36.320 --> 00:12:37.840]  耶穌問祂們
[00:12:37.840 --> 00:12:38.840]  「那你們呢?」
[00:12:38.840 --> 00:12:41.440]  「你們說我是誰?」
[00:12:41.440 --> 00:12:43.160]  有一個聰明的門徒答對了
[00:12:43.160 --> 00:12:45.840]  祂說「祢是基督」
[00:12:45.840 --> 00:12:49.480]  答對了不僅沒有獎
[00:12:49.480 --> 00:12:51.480]  還被耶穌罵
[00:12:51.480 --> 00:12:53.040]  為什麼呢
[00:12:53.040 --> 00:12:55.120]  因為接著耶穌跟祂說
[00:12:55.120 --> 00:12:58.560]  「我必須受許多苦」
[00:12:58.560 --> 00:13:01.120]  「被長老祭司掌握民事氣絕」
[00:13:01.120 --> 00:13:03.680]  「並且被殺三天後復活」
[00:13:03.680 --> 00:13:05.080]  彼得時馬上抓住祂
[00:13:05.080 --> 00:13:09.240]  「喂!不要做傻事!」
[00:13:09.240 --> 00:13:11.280]  然後耶穌跟祂說
[00:13:11.280 --> 00:13:16.720]  「撒旦!退到我後面吧!」
[00:13:16.720 --> 00:13:19.040]  這件事可以令我們想到
[00:13:19.040 --> 00:13:23.560]  當時連耶穌的門徒
[00:13:23.560 --> 00:13:26.800]  都是這樣想基督的
[00:13:26.800 --> 00:13:29.840]  就是一個帶領猶太人復國的勝利者
[00:13:29.840 --> 00:13:33.720]  絕對不可能是一個失敗者
[00:13:33.720 --> 00:13:38.000]  不可能是一個受苦者
[00:13:38.000 --> 00:13:40.840]  不可能
[00:13:40.840 --> 00:13:43.480]  今天的講題叫做
[00:13:43.480 --> 00:13:47.720]  「揮舞終之的激情」
[00:13:47.720 --> 00:13:51.480]  你有沒有留意到那個英文名字
[00:13:51.480 --> 00:13:56.880]  The Passion of Waving Palm Branches
[00:13:56.880 --> 00:13:58.520]  The Passion
[00:13:58.520 --> 00:14:00.400]  Passion
[00:14:00.400 --> 00:14:02.360]  是「激情」是吧
[00:14:02.360 --> 00:14:04.080]  但是對耶穌來說
[00:14:04.080 --> 00:14:06.680]  The Passion是什麼
[00:14:06.680 --> 00:14:09.480]  「受難」
[00:14:09.480 --> 00:14:14.080]  是「受難」
[00:14:14.080 --> 00:14:18.720]  人那時候的激情
[00:14:18.720 --> 00:14:19.800]  The Passion
[00:14:19.800 --> 00:14:23.080]  跟耶穌的Passion是截然不同
[00:14:23.080 --> 00:14:26.480]  甚至是指向相反的方向
[00:14:26.480 --> 00:14:31.040]  今天我們讀《終之的經》課的時候
[00:14:31.040 --> 00:14:33.360]  不知道你想起的
[00:14:33.360 --> 00:14:35.400]  你心裏面湧現的
[00:14:35.400 --> 00:14:39.640]  是當時群眾那種激情
[00:14:39.640 --> 00:14:42.720]  還是耶穌受難的激情
[00:14:42.720 --> 00:14:45.600]  還是耶穌的Passion
[00:14:45.600 --> 00:14:46.720]  如果你想不到
[00:14:46.720 --> 00:14:48.440]  也不要緊的
[00:14:48.440 --> 00:14:49.680]  為什麼呢
[00:14:49.680 --> 00:14:52.720]  因為經課的另外三段
[00:14:52.720 --> 00:14:58.400]  充分地顯現了這種「受難」
[00:14:58.400 --> 00:15:02.880]  我們回看經課
[00:15:02.880 --> 00:15:05.680]  我們回到今天的經課
[00:15:05.680 --> 00:15:12.960]  《爾塞亞書》
[00:15:12.960 --> 00:15:17.960]  在《爾塞亞書》第五十章第六節
[00:15:17.960 --> 00:15:19.600]  它說什麼呢
[00:15:19.600 --> 00:15:21.880]  我要請大家讀出來感受一下
[00:15:21.880 --> 00:15:23.240]  好不好
[00:15:23.240 --> 00:15:25.120]  第五十章第六節
[00:15:25.120 --> 00:15:25.720]  好 準備
[00:15:25.720 --> 00:15:26.720]  一二三
[00:15:32.880 --> 00:15:43.280]  是否跟《爾塞亞書》裏面
[00:15:43.280 --> 00:15:46.280]  那些群眾的激情很不同
[00:15:46.280 --> 00:15:50.160]  你試試看下詩篇
[00:15:50.160 --> 00:15:56.800]  詩篇第三十一篇第九節
[00:15:56.800 --> 00:15:58.240]  它說耶穌說
[00:15:58.240 --> 00:15:59.600]  求祢憐憫我
[00:15:59.600 --> 00:16:01.640]  因為我在急難之中
[00:16:01.640 --> 00:16:04.640]  我的眼睛因憂愁而昏花
[00:16:04.640 --> 00:16:08.480]  我的身心也已耗盡
[00:16:08.480 --> 00:16:11.000]  我的生命為仇苦所消耗
[00:16:11.000 --> 00:16:13.480]  我的連睡為歎息所荒廢
[00:16:13.480 --> 00:16:16.040]  我的力量因我的罪孽衰敗
[00:16:16.040 --> 00:16:19.160]  我的骨頭也苦幹
[00:16:19.160 --> 00:16:20.520]  接著第三十一章
[00:16:20.520 --> 00:16:22.640]  十一至十三節
[00:16:22.640 --> 00:16:23.520]  我請大家讀
[00:16:23.520 --> 00:16:25.160]  你又感受一下
[00:16:25.160 --> 00:16:27.640]  那個是什麼狀態
[00:16:27.640 --> 00:16:32.360]  第五十章第六節
[00:16:32.360 --> 00:16:39.400]  是否跟《爾塞亞書》裏面
[00:16:39.400 --> 00:16:43.040]  那些群眾的激情很不同
[00:16:43.040 --> 00:16:47.320]  你試試看下詩篇
[00:16:47.320 --> 00:16:51.640]  詩篇第五十一篇第九節
[00:16:51.640 --> 00:16:52.840]  它說耶穌說
[00:16:52.840 --> 00:16:54.360]  求祢憐憫我
[00:16:54.360 --> 00:16:56.560]  因為我在急難之中
[00:16:56.560 --> 00:16:58.600]  我的生命為仇苦所消耗
[00:16:58.600 --> 00:17:01.040]  我的力量因我的罪孽衰敗
[00:17:01.040 --> 00:17:03.800]  是不是很不同
[00:17:03.800 --> 00:17:06.960]  那種狀態和感覺
[00:17:06.960 --> 00:17:10.520]  是另外一種狀態和感覺
[00:17:10.520 --> 00:17:12.920]  《菲律賓書》呢
[00:17:12.920 --> 00:17:16.560]  《菲律賓書》第二章七節說
[00:17:16.560 --> 00:17:20.600]  祂是盧卜的形象
[00:17:20.600 --> 00:17:25.160]  祂全心順服以至於死
[00:17:25.160 --> 00:17:28.320]  死在十字架上面
[00:17:28.320 --> 00:17:31.520]  如果迎接耶穌進城的群眾
[00:17:31.520 --> 00:17:34.600]  所盼望的是勝利的基督
[00:17:34.600 --> 00:17:36.960]  經課引導我們去認識的
[00:17:36.960 --> 00:17:42.240]  這位卻是受苦的基督
[00:17:42.240 --> 00:17:43.840]  今天
[00:17:43.840 --> 00:17:46.080]  我們透過宗支主義的經課
[00:17:46.080 --> 00:17:49.160]  讓他們作以下幾點的反省
[00:17:49.160 --> 00:17:50.760]  第一
[00:17:50.760 --> 00:17:53.000]  今天我們仍然可以揮動
[00:17:53.000 --> 00:17:56.080]  宗支去迎接耶穌基督
[00:17:56.080 --> 00:18:00.800]  但是耶穌基督被迎接進城之後
[00:18:00.800 --> 00:18:06.400]  是什麼事情發生在祂身上呢
[00:18:06.400 --> 00:18:07.680]  發生在祂身上的事情
[00:18:07.680 --> 00:18:09.680]  正在提示我們
[00:18:09.680 --> 00:18:12.360]  我們所迎接的不是勝利的基督
[00:18:12.360 --> 00:18:14.200]  是受苦的基督
[00:18:14.200 --> 00:18:16.800]  因為接下來
[00:18:16.800 --> 00:18:21.200]  耶穌被門徒出賣
[00:18:21.200 --> 00:18:24.360]  是一種欺騙、背叛
[00:18:24.360 --> 00:18:27.560]  令人產生憤怒、悲傷
[00:18:27.560 --> 00:18:29.680]  耶穌被拘捕
[00:18:29.680 --> 00:18:34.120]  拘捕是失去自由
[00:18:34.120 --> 00:18:37.200]  被門徒廝山離棄
[00:18:37.200 --> 00:18:39.720]  是孤苦無援
[00:18:39.720 --> 00:18:42.480]  被官兵毆打諷刺
[00:18:42.480 --> 00:18:44.400]  是身體的受傷
[00:18:44.400 --> 00:18:48.160]  心靈的痛楚
[00:18:48.160 --> 00:18:52.080]  感到被天父離棄
[00:18:52.080 --> 00:18:54.640]  我的上帝我的上帝
[00:18:54.640 --> 00:18:56.680]  為什麼離棄我
[00:18:56.680 --> 00:18:58.480]  最後死在十字架上
[00:18:58.480 --> 00:19:01.160]  是連生命都失去
[00:19:01.160 --> 00:19:04.560]  接下來聖週就是這個內容
[00:19:04.560 --> 00:19:08.200]  我們知道下個主日就是復活節主日
[00:19:08.200 --> 00:19:11.240]  但是我們可以不用那麼心急
[00:19:11.240 --> 00:19:13.600]  去慶祝復活節主日
[00:19:13.600 --> 00:19:17.200]  我們可以先和耶穌一起
[00:19:17.200 --> 00:19:23.360]  共情同感的共度這個受苦的聖週
[00:19:23.360 --> 00:19:25.080]  第二
[00:19:25.080 --> 00:19:28.400]  其實耶穌所受的苦
[00:19:28.400 --> 00:19:33.000]  正正是人間眾苦的寫照
[00:19:33.000 --> 00:19:36.880]  被背叛的傷痛和憤怒
[00:19:36.880 --> 00:19:39.200]  可能很多人都承受過
[00:19:39.200 --> 00:19:41.800]  自由受限制的困頓
[00:19:41.800 --> 00:19:44.120]  可能很多人都感覺過
[00:19:44.120 --> 00:19:46.720]  孤單模糊的恐懼
[00:19:46.720 --> 00:19:49.400]  可能很多人都試過
[00:19:49.400 --> 00:19:52.920]  被批評嘲諷的難受
[00:19:52.920 --> 00:19:55.720]  身體疾病帶來的痛苦
[00:19:55.720 --> 00:19:57.800]  各種心靈的憂傷
[00:19:57.800 --> 00:20:00.840]  被不公平對待的委屈
[00:20:00.840 --> 00:20:02.560]  相信任何一個人
[00:20:02.560 --> 00:20:03.920]  只要他在這個世界上
[00:20:03.920 --> 00:20:07.080]  生存得夠一段時間的話
[00:20:07.080 --> 00:20:09.480]  他都經驗過
[00:20:09.480 --> 00:20:12.000]  他都嘗試過
[00:20:12.000 --> 00:20:13.120]  有人埋怨上帝
[00:20:13.120 --> 00:20:16.800]  為何不做一個無痛的世界出來
[00:20:16.800 --> 00:20:19.200]  怪責上帝為何不制止
[00:20:19.200 --> 00:20:21.760]  人們互相傷害
[00:20:21.760 --> 00:20:24.640]  令到大家受苦
[00:20:24.640 --> 00:20:26.400]  上帝的回應
[00:20:26.400 --> 00:20:29.280]  是親淋一個有痛的世界
[00:20:29.280 --> 00:20:32.080]  進入一個互相傷害的人間
[00:20:32.080 --> 00:20:38.120]  和萬千受苦者一同受苦
[00:20:38.120 --> 00:20:41.440]  我們問一問自己
[00:20:41.440 --> 00:20:43.360]  我們是否要和彼得
[00:20:43.360 --> 00:20:45.880]  和當時的群眾一樣
[00:20:45.880 --> 00:20:49.360]  只是單單歡迎那一位勝利的基督
[00:20:49.360 --> 00:20:54.480]  而不想要那一位受苦的基督呢
[00:20:54.480 --> 00:20:56.360]  作為教會
[00:20:56.360 --> 00:20:59.640]  我們亦都問一問我們自己
[00:20:59.640 --> 00:21:04.160]  我們要身光頸靚的成功神學基督教
[00:21:04.160 --> 00:21:06.520]  還是要投入人間疾苦
[00:21:06.520 --> 00:21:08.280]  在污泥濁水裏面
[00:21:08.280 --> 00:21:12.640]  和受苦的人同行的基督教呢
[00:21:12.640 --> 00:21:14.840]  作為一個基督徒
[00:21:14.840 --> 00:21:18.600]  我們是要做一個無痛的基督徒
[00:21:18.600 --> 00:21:20.320]  還是就算受苦
[00:21:20.320 --> 00:21:27.760]  都願意跟隨基督的基督徒呢
[00:21:27.760 --> 00:21:30.040]  我這樣看
[00:21:30.040 --> 00:21:33.120]  是否因為我太悲觀呢
[00:21:33.120 --> 00:21:35.280]  不是
[00:21:35.280 --> 00:21:39.520]  受苦不等於
[00:21:39.520 --> 00:21:40.920]  不等於甚麼呢
[00:21:40.920 --> 00:21:45.520]  我們看回今天的經課
[00:21:45.520 --> 00:21:47.160]  在二塞亞書第七章
[00:21:47.160 --> 00:21:52.000]  第五十章第七節
[00:21:52.000 --> 00:21:53.640]  他說主耶和華必幫助我
[00:21:53.640 --> 00:21:55.320]  所以我不抱愧
[00:21:55.320 --> 00:21:57.880]  我硬著臉面好象堅石
[00:21:57.880 --> 00:22:00.560]  也知道我必不自蒙羞
[00:22:00.560 --> 00:22:05.360]  受苦不等於蒙羞
[00:22:05.360 --> 00:22:08.080]  不等於羞愧
[00:22:08.080 --> 00:22:10.120]  不一定是的
[00:22:10.120 --> 00:22:12.440]  第二
[00:22:12.440 --> 00:22:15.920]  在二塞亞書五十章第八節
[00:22:15.920 --> 00:22:17.800]  稱我為異的與我相近
[00:22:17.800 --> 00:22:20.840]  誰與我爭論
[00:22:20.840 --> 00:22:22.240]  讓我門來對質
[00:22:22.240 --> 00:22:23.160]  誰與我作對
[00:22:23.160 --> 00:22:24.680]  讓他近前來
[00:22:24.680 --> 00:22:26.680]  看下主耶和華必幫助我
[00:22:26.680 --> 00:22:28.880]  誰能定我有罪呢
[00:22:28.880 --> 00:22:38.840]  受苦不一定是有罪
[00:22:38.840 --> 00:22:41.160]  第三
[00:22:41.160 --> 00:22:44.760]  詩篇描述僕人的狀況
[00:22:44.760 --> 00:22:46.120]  是一個受苦的狀況
[00:22:46.120 --> 00:22:48.280]  但是第十四節他說
[00:22:48.280 --> 00:22:50.360]  耶和華我必依靠你
[00:22:50.360 --> 00:22:52.040]  我說你是我的上帝
[00:22:52.040 --> 00:22:54.160]  我終生的事在你手中
