
[00:00:00.000 --> 00:00:02.520]  我們來到九月網上第十八講
[00:02:10.120 --> 00:02:14.520]  這不是正室的妻是一個妾侍
[00:02:14.520 --> 00:02:17.920]  這個人叫基圖拉
[00:02:17.920 --> 00:02:21.520]  基圖拉為阿伯拉罕生了有不同的兒子
[00:02:21.520 --> 00:02:23.320]  講了六位
[00:02:23.320 --> 00:02:26.720]  這個基圖拉另一個妻妾
[00:02:26.720 --> 00:02:30.120]  你記得之前雖然沒有講過
[00:02:30.120 --> 00:02:32.920]  但是情節你可以明白
[00:02:32.920 --> 00:02:35.720]  為什麼會有另一個妾侍
[00:02:35.720 --> 00:02:40.920]  你記得之前提過撒拉不能夠生育的時候
[00:02:40.920 --> 00:02:48.520]  他就把埃及人的侍女夏格給了阿伯拉罕
[00:02:48.520 --> 00:02:51.320]  以至他能夠生一個兒子
[00:02:51.320 --> 00:02:55.520]  基圖拉是另一個妾侍
[00:02:55.520 --> 00:03:00.120]  應該不是撒拉死了之後才娶的妾
[00:03:00.120 --> 00:03:06.920]  基圖拉可以和之前提過的夏格的地位相似
[00:03:06.920 --> 00:03:09.520]  只不過之前講到阿伯拉罕的故事的時候
[00:03:09.520 --> 00:03:11.520]  沒有交代基圖拉
[00:03:11.520 --> 00:03:16.720]  無論如何這裡講到基圖拉的後代
[00:03:16.720 --> 00:03:22.320]  也講到夏格所生的伊什瑪利的後代
[00:03:22.320 --> 00:03:27.720]  他們這些族人按照這些名字地理等等
[00:03:27.720 --> 00:03:31.720]  都是分佈在約旦河東的一帶
[00:03:31.720 --> 00:03:35.720]  沙漠和礦野的一些游牧民族
[00:03:35.720 --> 00:03:38.120]  例如這裡提過一個名字
[00:03:38.120 --> 00:03:41.520]  或者提到一個地方一個族名
[00:03:41.520 --> 00:03:44.120]  大家都很熟悉的就是米殿
[00:03:44.120 --> 00:03:49.520]  米殿就在現在的沙地阿拉伯半島的北面一帶
[00:03:49.520 --> 00:03:53.920]  為什麼提到這些別國的族類呢?
[00:03:53.920 --> 00:03:56.720]  在二十五章第五節
[00:03:56.720 --> 00:04:00.920]  阿伯拉罕把所有的都給了伊什
[00:04:00.920 --> 00:04:06.320]  即是他真正的正室撒拉所生的伊什
[00:04:06.320 --> 00:04:12.320]  然後第六節他說阿伯拉罕就把財物分給輸出的種子
[00:04:12.320 --> 00:04:17.320]  即是非正妻妾事所生的種子
[00:04:17.320 --> 00:04:19.320]  趁著自己還在世的時候
[00:04:19.320 --> 00:04:22.320]  就打發他們離開他的兒子伊什
[00:04:22.320 --> 00:04:24.120]  往東方去
[00:04:24.120 --> 00:04:26.920]  阿伯拉罕一生的年齡是一百七十五歲
[00:04:26.920 --> 00:04:30.720]  阿伯拉罕壽高年邁棄絕而死
[00:04:30.720 --> 00:04:33.320]  歸到他的列祖那裡
[00:04:33.320 --> 00:04:37.520]  近東的社會裡面每逢一個家父死之前
[00:04:37.520 --> 00:04:40.720]  他都會分佈他的家產
[00:04:40.720 --> 00:04:44.120]  提到阿伯拉罕其他的後代
[00:04:44.120 --> 00:04:46.320]  他們是什麼的族名
[00:04:46.320 --> 00:04:48.920]  以及將來都會成為邦國
[00:04:48.920 --> 00:04:51.320]  成為不同的民族
[00:04:51.320 --> 00:04:53.120]  為什麼要交代這件事呢?
[00:04:53.120 --> 00:04:56.320]  就是完全因為上帝曾經對阿伯拉罕
[00:04:56.320 --> 00:05:03.720]  應許過一些承諾在第十七章第四至第六節曾經提過
[00:05:03.720 --> 00:05:07.320]  阿伯拉罕得到上帝的應許
[00:05:07.320 --> 00:05:10.120]  他會成為多國之父
[00:05:10.120 --> 00:05:12.520]  Father of Nations
[00:05:12.520 --> 00:05:14.120]  Father of Many Nations
[00:05:14.120 --> 00:05:15.720]  其實阿伯拉罕這個字
[00:05:15.720 --> 00:05:19.520]  意思就是Father of Many Nations
[00:05:19.520 --> 00:05:23.120]  在他身上會出現很多不同的邦國
[00:05:23.120 --> 00:05:24.920]  不同的民族
[00:05:24.920 --> 00:05:28.720]  來到阿伯拉罕的故事終結的時候
[00:05:28.720 --> 00:05:30.120]  作者就要交代
[00:05:30.120 --> 00:05:32.920]  神承諾的每一句話
[00:05:32.920 --> 00:05:35.720]  每一句都沒有落空
[00:05:35.720 --> 00:05:37.720]  所以說到這些別國的時候
[00:05:37.720 --> 00:05:40.520]  說到他們都得到上帝的祝福
[00:05:40.520 --> 00:05:42.720]  這個其實都是創世紀
[00:05:42.720 --> 00:05:47.520]  由始至終都有的特別的神學
[00:05:47.520 --> 00:05:49.520]  這種神學就是告訴我們
[00:05:49.520 --> 00:05:53.320]  很多時候以色列周邊的邦國
[00:05:53.320 --> 00:05:58.920]  和族長阿伯拉罕有所謂遠親的關係
[00:05:58.920 --> 00:06:02.120]  有一些親戚的連帶關係
[00:06:02.120 --> 00:06:07.720]  所以不單止以色列得到上帝的祝福
[00:06:07.720 --> 00:06:09.120]  周邊的邦國
[00:06:09.120 --> 00:06:12.720]  特別是和阿伯拉罕有關係的邦國
[00:06:12.720 --> 00:06:15.520]  都得到上帝自己的承諾
[00:06:15.520 --> 00:06:16.320]  創世紀
[00:06:16.320 --> 00:06:18.120]  你記得第十章的時候
[00:06:18.120 --> 00:06:20.920]  有七十個列國的列表
[00:06:20.920 --> 00:06:22.720]  這些邦國都得到
[00:06:22.720 --> 00:06:24.120]  上帝自己的祝福
[00:06:24.120 --> 00:06:26.920]  能夠分散遍滿全地
[00:06:26.920 --> 00:06:27.920]  你也記得
[00:06:27.920 --> 00:06:30.920]  亞門人和摩訶人
[00:06:30.920 --> 00:06:32.320]  這兩個的民族
[00:06:32.320 --> 00:06:33.720]  這兩個的邦國
[00:06:33.720 --> 00:06:35.720]  也是和阿伯拉罕
[00:06:35.720 --> 00:06:38.520]  藉著羅德有所關係
[00:06:38.520 --> 00:06:41.720]  所以他們一般來說
[00:06:41.720 --> 00:06:46.520]  都得到上帝給他們的一般的祝福
[00:06:46.520 --> 00:06:48.720]  現在說到以實瑪利
[00:06:48.720 --> 00:06:50.720]  說到基督拉的後代
[00:06:50.720 --> 00:06:52.720]  東方的國族
[00:06:52.720 --> 00:06:56.920]  第一段和第三段所交代的民族
[00:06:56.920 --> 00:07:01.720]  都是說到他們得到神的普遍祝福
[00:07:01.720 --> 00:07:02.920]  你也記得
[00:07:02.920 --> 00:07:04.320]  創世紀之後
[00:07:04.320 --> 00:07:06.520]  一些不同的民族
[00:07:06.520 --> 00:07:10.720]  也是和阿伯拉罕以實瑪國有關聯的
[00:07:10.720 --> 00:07:12.720]  譬如以素、以東
[00:07:12.720 --> 00:07:16.320]  也是和瑪國有所關聯
[00:07:16.320 --> 00:07:17.520]  是兄弟
[00:07:17.520 --> 00:07:19.520]  這些別國得到祝福
[00:07:19.520 --> 00:07:20.720]  全因合為
[00:07:20.720 --> 00:07:23.520]  是神對萬國有一個普遍的
[00:07:23.520 --> 00:07:26.520]  印尼的一個common grace
[00:07:26.520 --> 00:07:31.320]  以色列雖然被揀選
[00:07:31.320 --> 00:07:32.920]  在萬國當中
[00:07:32.920 --> 00:07:35.520]  在他們中間成為chosen people
[00:07:35.520 --> 00:07:42.920]  他們是不能夠壟斷上帝的普遍祝福
[00:07:42.920 --> 00:07:44.920]  因為這位上帝是創天造地
[00:07:44.920 --> 00:07:47.120]  是萬國的主宰
[00:07:47.120 --> 00:07:48.720]  他對每一個的邦國
[00:07:48.720 --> 00:07:51.320]  都有一個普遍的國承
[00:07:51.320 --> 00:07:53.320]  普遍的恩典
[00:07:53.320 --> 00:07:55.120]  我們繼續問
[00:07:55.120 --> 00:07:57.120]  神揀選以色列民
[00:07:57.120 --> 00:07:59.520]  有什麼特別的地方呢?
[00:07:59.520 --> 00:08:02.920]  我們再看這一章二十五章的分段
[00:08:02.920 --> 00:08:04.520]  第一段一至到第四節
[00:08:04.520 --> 00:08:08.120]  是說到基圖拉所生的東方國族
[00:08:08.120 --> 00:08:10.120]  五至到第十一節
[00:08:10.120 --> 00:08:13.120]  是說到撒拉所生的以撒
[00:08:13.120 --> 00:08:15.320]  然後將來成為以色列民
[00:08:15.320 --> 00:08:16.520]  以色列國
[00:08:16.520 --> 00:08:19.120]  然後十二至到十八節
[00:08:19.120 --> 00:08:23.720]  第三段就是夏甲所生的以實瑪利人
[00:08:23.720 --> 00:08:26.520]  你看到這個分佈中間
[00:08:26.520 --> 00:08:31.120]  三個民族表面上都得到上帝的祝福
[00:08:31.120 --> 00:08:33.920]  但唯獨中間有分別
[00:08:33.920 --> 00:08:35.720]  有什麼不同的地方?
[00:08:35.720 --> 00:08:39.120]  只有以實才是神跡出生
[00:08:39.120 --> 00:08:43.520]  只有以實才是上帝去到揀選
[00:08:43.520 --> 00:08:47.520]  是他超越人類的不能
[00:08:47.520 --> 00:08:49.920]  不能生育的撒拉
[00:08:49.920 --> 00:08:52.920]  居然神跡地能夠生到一個兒子
[00:08:52.920 --> 00:08:54.720]  就是以實
[00:08:54.720 --> 00:08:59.520]  只有以實才有上帝親自的創造
[00:08:59.520 --> 00:09:01.320]  親自的恩典
[00:09:01.320 --> 00:09:03.720]  獨特的恩惠
[00:09:03.720 --> 00:09:05.320]  能夠成為一個邦國
[00:09:05.320 --> 00:09:07.520]  將來成為十二支派
[00:09:07.520 --> 00:09:09.320]  成為大國
[00:09:09.320 --> 00:09:11.720]  有什麼特殊的目的呢?
[00:09:11.720 --> 00:09:15.320]  我們又回到創世紀第十二章
[00:09:15.320 --> 00:09:18.320]  阿伯拉罕故事的起始
[00:09:18.320 --> 00:09:20.920]  說到揀選阿伯拉罕
[00:09:20.920 --> 00:09:23.720]  上帝說你要成為祝福
[00:09:23.720 --> 00:09:26.720]  以致萬國能夠成為祝福
[00:09:26.720 --> 00:09:28.720]  受到上帝的揀選
[00:09:28.720 --> 00:09:31.920]  阿伯拉罕 以撒 瓦國 以色列
[00:09:31.920 --> 00:09:36.920]  到底是特權多些還是使命多些?
[00:09:36.920 --> 00:09:41.520]  到底是一個獎勵還是一個任務?
[00:09:41.520 --> 00:09:43.320]  你想一想這個問題
[00:09:43.320 --> 00:09:44.720]  其他的民族
[00:09:44.720 --> 00:09:46.720]  這一段聖經告訴我們
[00:09:46.720 --> 00:09:50.720]  都得到上帝自己的普遍恩典
[00:09:50.720 --> 00:09:53.320]  但是只有以色列民
[00:09:53.320 --> 00:09:58.120]  只有以撒 瓦國 十二支派 以色列國
[00:09:58.120 --> 00:10:01.120]  才能夠得到上帝的揀選
[00:10:01.120 --> 00:10:05.920]  藉著他們來播放出
[00:10:05.920 --> 00:10:08.520]  上帝的saving grace
[00:10:08.520 --> 00:10:12.320]  能夠傳出 能夠成為流通的管子
[00:10:12.320 --> 00:10:16.520]  流出上帝的救贖的特殊恩典
[00:10:16.520 --> 00:10:19.720]  只有以撒 他的後代
[00:10:19.720 --> 00:10:22.920]  才是神特定揀選的
[00:10:22.920 --> 00:10:28.320]  所以被上帝揀選不是一個privilege
[00:10:28.320 --> 00:10:30.120]  而是一個mission
[00:10:30.120 --> 00:10:32.120]  上帝揀選神的子民
[00:10:32.120 --> 00:10:34.120]  往往就是一個使命
[00:10:34.120 --> 00:10:35.920]  要使萬國能夠得福
[00:10:35.920 --> 00:10:38.520]  要使萬國能夠認識耶和華
[00:10:38.520 --> 00:10:41.920]  在萬國當中只有神的子民
[00:10:41.920 --> 00:10:45.120]  只有以色列國 只有教會
[00:10:45.120 --> 00:10:48.320]  是藉著上帝的揀選
[00:10:48.320 --> 00:10:51.520]  能夠將祝福帶給其他人
[00:10:51.520 --> 00:10:53.520]  到底我們有沒有這樣做?
[00:10:53.520 --> 00:11:05.120]  被揀選當然是為了一個使命
[00:11:05.120 --> 00:11:08.520]  使萬國能夠得福 能夠認識耶和華真神
[00:11:08.520 --> 00:11:11.120]  但是被揀選有什麼原因呢?
[00:11:11.120 --> 00:11:15.720]  這個家庭 或者這個家族 這個邦國
[00:11:15.720 --> 00:11:18.320]  到底是不是有一些特別的原因
[00:11:18.320 --> 00:11:21.120]  以致上帝會揀選他們呢?
[00:11:21.120 --> 00:11:22.520]  或者我們問一問
[00:11:22.520 --> 00:11:24.720]  到底在作者的筆下
[00:11:24.720 --> 00:11:29.320]  如何刻畫阿巴拉罕的家庭
[00:11:29.320 --> 00:11:32.320]  如果你去到留意上文
[00:11:32.320 --> 00:11:38.120]  留意以往阿巴拉罕的故事表述的時候
[00:11:38.120 --> 00:11:40.520]  你其實都可以回答到這個問題
[00:11:40.520 --> 00:11:42.320]  就是阿巴拉罕這個家庭
[00:11:42.320 --> 00:11:45.720]  其實都是一個破碎 不完美的家庭
[00:11:45.720 --> 00:11:49.320]  至少在《創世紀》第二章尾你記得
[00:11:49.320 --> 00:11:53.520]  人要離開父母 一夫一妻的理想底下
[00:11:53.520 --> 00:11:57.120]  阿巴拉罕的家庭絕對不是完美
[00:11:57.120 --> 00:12:04.520]  怎麼說都談不上是一個達到上帝標準的家族
[00:12:04.520 --> 00:12:07.320]  一夫有多妻
[00:12:07.320 --> 00:12:09.320]  而《創世紀》的敘述裡面
[00:12:09.320 --> 00:12:10.920]  很明顯地告訴我們
[00:12:10.920 --> 00:12:15.920]  多妻是一個墮落了的人類的實況
[00:12:15.920 --> 00:12:21.720]  神容許容忍 但不代表它是完美
[00:12:21.720 --> 00:12:24.920]  之後我們也看到族長的故事
[00:12:24.920 --> 00:12:27.520]  不單止阿巴拉罕的故事當中
[00:12:27.520 --> 00:12:30.520]  讓我們看到這個家庭很多時候有糾紛
[00:12:30.520 --> 00:12:33.120]  有很多破碎的一面
[00:12:33.120 --> 00:12:37.120]  之後以薩和利伯格作為夫婦
[00:12:37.120 --> 00:12:41.920]  也在家庭裡面想拆散家庭
[00:12:41.920 --> 00:12:45.320]  製造了很多張力誤會等等
[00:12:45.320 --> 00:12:48.120]  之後你記得生了雙胞胎
[00:12:48.120 --> 00:12:50.520]  就是以蘇和雅各
[00:12:50.520 --> 00:12:53.120]  當然以蘇是短視的
[00:12:53.120 --> 00:12:58.720]  只是為了眼前的慾望而出賣長子的名分
[00:12:58.720 --> 00:12:59.920]  雅各呢?
[00:12:59.920 --> 00:13:03.320]  神揀選雅各是否代表雅各特別好?
[00:13:03.320 --> 00:13:04.520]  當然不是
[00:13:04.520 --> 00:13:08.920]  因為他前半生都是行詭詐
[00:13:08.920 --> 00:13:11.720]  去搶奪上帝的祝福
[00:13:11.720 --> 00:13:16.920]  或者用欺騙的手法來得到上帝的福氣
[00:13:16.920 --> 00:13:18.520]  再繼續讀下去的時候
[00:13:18.520 --> 00:13:21.520]  雅各的十二眾子大家更加清楚
[00:13:21.520 --> 00:13:24.520]  彼此出賣彼此的嫉妒
[00:13:24.520 --> 00:13:28.720]  差點連親兄弟約瑟的命都保不住
[00:13:28.720 --> 00:13:30.920]  如果不是上帝的恩典的緣故
[00:13:30.920 --> 00:13:35.520]  這個家庭早就已經亡了
[00:13:35.520 --> 00:13:36.720]  但是人呢?
[00:13:36.720 --> 00:13:39.720]  你會發現是三番四次的
[00:13:39.720 --> 00:13:42.920]  去到威脅和遲延了上帝的計劃
[00:13:42.920 --> 00:13:44.520]  遲延了上帝的工作
[00:13:44.520 --> 00:13:46.320]  創世紀如果你這樣看的時候
[00:13:46.320 --> 00:13:50.720]  從來都沒有掩飾這些所謂族長
[00:13:50.720 --> 00:13:53.120]  以色列國的英雄
[00:13:53.120 --> 00:13:56.320]  這些創造父親的醜惡的一面
[00:13:56.320 --> 00:13:58.120]  或者他們的醜聞
[00:13:58.120 --> 00:14:02.120]  很實在地將這些人性真實
[00:14:02.120 --> 00:14:05.920]  醜惡破碎的一面呈現出來
[00:14:05.920 --> 00:14:09.720]  這個其實就是整個阿巴罕故事
[00:14:09.720 --> 00:14:13.720]  結中的時候給了我們一些線索
[00:14:13.720 --> 00:14:18.720]  告訴我們作者到底想表達一種什麼樣的神話
[00:14:18.720 --> 00:14:23.720]  最近橫掃全球的一個韓國的影集
[00:14:23.720 --> 00:14:25.720]  叫做《魷魚遊戲》
[00:14:25.720 --> 00:14:27.320]  我不知道你們有沒有看過
[00:14:27.320 --> 00:14:30.520]  我已經看完了
[00:14:30.520 --> 00:14:32.520]  你不妨去看看
[00:14:32.520 --> 00:14:37.520]  到底這個劇情想表達的是什麼
[00:14:37.520 --> 00:14:39.520]  用一個遊戲的方式
[00:14:39.520 --> 00:14:42.720]  看到這些參賽者為了贏
[00:14:42.720 --> 00:14:44.520]  為了利益
[00:14:44.520 --> 00:14:45.720]  為了生存
[00:14:45.720 --> 00:14:47.720]  他們可以不擇手段
[00:14:47.720 --> 00:14:50.320]  很多方面這些情節
[00:14:50.320 --> 00:14:53.120]  想去反映人性黑暗的一面
[00:14:53.120 --> 00:14:56.920]  人性那種真實和醜陋是表露無遺的
[00:14:56.920 --> 00:15:01.320]  其實創世紀都是有這種意義的
[00:15:01.320 --> 00:15:03.520]  地上的蠻族
[00:15:03.520 --> 00:15:05.920]  你問問哪一個國家
[00:15:05.920 --> 00:15:08.120]  自古到今
[00:15:08.120 --> 00:15:11.320]  永遠都是人不為己天誅地滅
[00:15:11.320 --> 00:15:13.720]  每一個邦國每一個民族
[00:15:13.720 --> 00:15:15.320]  都是為了自己的生存
[00:15:15.320 --> 00:15:16.720]  為了自己的利益
[00:15:16.720 --> 00:15:19.120]  而去到建國
[00:15:19.120 --> 00:15:23.720]  而去到將自己的勢力擴張
[00:15:23.720 --> 00:15:25.720]  無論你說巴比倫帝國
[00:15:25.720 --> 00:15:26.720]  埃及帝國
[00:15:26.720 --> 00:15:27.720]  赫人
[00:15:27.720 --> 00:15:28.720]  以東
[00:15:28.720 --> 00:15:29.520]  摩押
[00:15:29.520 --> 00:15:30.120]  阿門
[00:15:30.120 --> 00:15:31.120]  以實瑪利
[00:15:31.120 --> 00:15:32.720]  東方國族等等
[00:15:32.720 --> 00:15:34.920]  萬國萬族在地上
[00:15:34.920 --> 00:15:39.120]  沒錯得到上帝的普遍common grace
[00:15:39.120 --> 00:15:40.720]  普遍的恩典
[00:15:40.720 --> 00:15:42.120]  但是他們存在的目的
[00:15:42.120 --> 00:15:44.720]  每一個邦國都是為了自己
[00:15:44.720 --> 00:15:46.720]  所謂人不為己
[00:15:46.720 --> 00:15:49.720]  但是在神的計劃當中
[00:15:49.720 --> 00:15:52.720]  神卻要將以色列國
[00:15:52.720 --> 00:15:55.320]  這個破碎的民族
[00:15:55.320 --> 00:15:57.120]  這個有罪的民族
[00:15:57.120 --> 00:15:58.520]  將它救贖出來
[00:15:58.520 --> 00:16:02.320]  就放在萬族萬邦的中心
[00:16:02.320 --> 00:16:05.920]  為了不是自己的存在
[00:16:05.920 --> 00:16:11.520]  而是為了其他人的特殊恩典而存在
[00:16:11.520 --> 00:16:13.720]  再回到十二章第一節
[00:16:13.720 --> 00:16:16.320]  亞伯拉罕故事的起初
[00:16:16.320 --> 00:16:20.120]  這裡有一些回響
[00:16:20.120 --> 00:16:22.320]  你看回這段經文十二章第一節
[00:16:22.320 --> 00:16:26.720]  又說對亞伯蘭說話第一次呼召
[00:16:26.720 --> 00:16:31.120]  去創建以色列民族出來的時候
[00:16:31.120 --> 00:16:33.720]  他說你要離開本地本族富家
[00:16:33.720 --> 00:16:36.120]  往我指示你的地方去
[00:16:36.120 --> 00:16:38.520]  我必叫你成為大國
[00:16:38.520 --> 00:16:40.120]  我必賜福給你
[00:16:40.120 --> 00:16:41.920]  叫你的名為大
[00:16:41.920 --> 00:16:45.720]  你也要叫別人得福
[00:16:45.720 --> 00:16:48.320]  萬族要因你得福
[00:16:48.320 --> 00:16:53.120]  地上的萬邦要因你得到祝福
[00:16:53.120 --> 00:16:57.920]  You will be a blessing to others
[00:16:57.920 --> 00:17:01.920]  只有以色列國不是為了自己存在
[00:17:01.920 --> 00:17:03.720]  只有神的指紋
[00:17:03.720 --> 00:17:06.720]  存在目的不是為了自己的益處
[00:17:06.720 --> 00:17:11.720]  而是為了萬國周邊的人的好處
[00:17:11.720 --> 00:17:13.720]  而存在
[00:17:13.720 --> 00:17:16.120]  說回《魷魚遊戲》
[00:17:16.120 --> 00:17:21.920]  沒錯是一個風靡全球的影集
[00:17:21.920 --> 00:17:26.320]  我看了一位年輕的台灣人
[00:17:26.320 --> 00:17:29.920]  他去評論這套影集
[00:17:29.920 --> 00:17:32.720]  我覺得評論得非常到位
[00:17:32.720 --> 00:17:35.720]  他指出在劇集裡面
[00:17:35.720 --> 00:17:39.520]  有很多地方是諷刺基督徒
[00:17:39.520 --> 00:17:43.720]  諷刺他們虛偽、偽善
[00:17:43.720 --> 00:17:48.720]  這個影評很簡單的評論的時候
[00:17:48.720 --> 00:17:51.120]  我覺得得到位的地方就是
[00:17:51.120 --> 00:17:56.720]  他說這裡給我們做一些謙卑的反省
[00:17:56.720 --> 00:18:01.320]  反省一下我們信仰是否搞錯了一些地方
[00:18:01.320 --> 00:18:06.120]  我們在上帝面前去悔改去作改變
[00:18:06.120 --> 00:18:08.520]  其中一點我覺得他說得很對
[00:18:08.520 --> 00:18:11.920]  很多時候被揀選的人
[00:18:11.920 --> 00:18:14.520]  新約是基督徒教會
[00:18:14.520 --> 00:18:16.520]  舊約就是意思
[00:18:16.520 --> 00:18:19.120]  被揀選的人往往有一種錯誤的思想
[00:18:19.120 --> 00:18:21.920]  就是一種選民的思維
[00:18:21.920 --> 00:18:24.920]  一種chosen people的mentality
[00:18:24.920 --> 00:18:26.120]  什麼意思呢?
[00:18:26.120 --> 00:18:29.120]  就是說覺得自己被揀選
[00:18:29.120 --> 00:18:31.320]  覺得自己被上帝寵愛
[00:18:31.320 --> 00:18:34.320]  我得救了,別人不得救
[00:18:34.320 --> 00:18:37.720]  不自覺地就會有一種優越感
[00:18:37.720 --> 00:18:39.920]  覺得自己高高在上
[00:18:39.920 --> 00:18:41.920]  這是一個很大的危機
[00:18:41.920 --> 00:18:46.320]  另一個危機就是以為自己比別人好了
[00:18:46.320 --> 00:18:49.720]  我就配受上帝的恩典
[00:18:49.720 --> 00:18:53.120]  創世紀最後這一章
[00:18:53.120 --> 00:18:57.720]  都是說原來不是神的恩典
[00:18:57.720 --> 00:19:01.720]  你去揀選阿伯拉罕、揀選以色列的話
[00:19:01.720 --> 00:19:05.920]  他們不會是神的選民
[00:19:05.920 --> 00:19:10.720]  也沒有這樣的福氣能夠成為神的祝福
[00:19:10.720 --> 00:19:14.520]  以致流向萬國
[00:19:14.520 --> 00:19:16.920]  因為上帝的恩典的揀選
[00:19:16.920 --> 00:19:21.120]  不是因為阿伯拉罕、以色列、以撒瓦國
[00:19:21.120 --> 00:19:22.720]  甚至新約的教會
[00:19:22.720 --> 00:19:24.320]  有什麼好處?
[00:19:24.320 --> 00:19:26.720]  完全不是因為我們有好處
[00:19:26.720 --> 00:19:29.520]  我們都是百分之一百有罪
[00:19:29.520 --> 00:19:31.120]  是破碎的
[00:19:31.120 --> 00:19:32.720]  既蒙上帝的恩典
[00:19:32.720 --> 00:19:36.720]  淋到我們的生命、淋到我們的人生的時候
[00:19:36.720 --> 00:19:40.120]  我們應該怎樣去回應?
[00:19:40.120 --> 00:19:42.720]  我的子女已經在讀大學
[00:19:42.720 --> 00:19:44.920]  在大學的城市裡面
[00:19:44.920 --> 00:19:47.120]  本身有一間很好的教會
[00:19:47.120 --> 00:19:49.120]  一間亞洲人的教會
[00:19:49.120 --> 00:19:52.920]  很多時候人的眼中都是一間相當成功的教會
[00:19:52.920 --> 00:19:56.120]  但是偏偏在上一年
[00:19:56.120 --> 00:19:58.520]  在疫情的一年
[00:19:58.520 --> 00:20:02.720]  教會爆出很多的醜聞
[00:20:02.720 --> 00:20:04.920]  包括一些性騷擾
[00:20:04.920 --> 00:20:07.920]  一些掩飾做錯的事情
[00:20:07.920 --> 00:20:09.920]  不願意去承認
[00:20:09.920 --> 00:20:11.520]  不僅如此
[00:20:11.520 --> 00:20:13.920]  這個醜聞爆出之後
[00:20:13.920 --> 00:20:18.520]  不但教會沒有直接去承認
[00:20:18.520 --> 00:20:24.520]  連那個區會、中派也視而不見
[00:20:24.520 --> 00:20:28.520]  處理手法令人有一種感覺就是一種優越感
[00:20:28.520 --> 00:20:30.120]  高高在上
[00:20:30.120 --> 00:20:33.920]  不需要理會其他人的看法
[00:20:33.920 --> 00:20:39.520]  原本子女覺得去那間教會是很好的
[00:20:39.520 --> 00:20:43.720]  但是因為爆出這些一連串的醜聞
[00:20:43.720 --> 00:20:47.120]  我的子女和他們本身有的朋友
[00:20:47.120 --> 00:20:50.520]  都不願意去那間教會
[00:20:50.520 --> 00:20:54.320]  一種高高在上、優越感的危機
[00:20:54.320 --> 00:20:57.320]  這些是上帝要去管教我們
[00:20:57.320 --> 00:20:59.320]  上帝要去提醒
[00:20:59.320 --> 00:21:00.520]  當頭棒喝
[00:21:00.520 --> 00:21:04.120]  告訴我們我們緣沒有可垮
[00:21:04.120 --> 00:21:05.520]  你有沒有想過
