
[00:00:00.000 --> 00:00:02.000]  營養招展第一個題目
[00:02:34.000 --> 00:02:36.000]  結果
[00:02:36.000 --> 00:02:38.000]  但那個結果
[00:02:38.000 --> 00:02:40.000]  對你是重要的
[00:02:40.000 --> 00:02:42.000]  你不知道結果
[00:02:42.000 --> 00:02:44.000]  但結果對你重要
[00:02:44.000 --> 00:02:46.000]  比較有價值
[00:02:46.000 --> 00:02:48.000]  等一樣東西值得去看
[00:02:48.000 --> 00:02:50.000]  一半大部分都是
[00:02:50.000 --> 00:02:52.000]  正在讀書
[00:02:52.000 --> 00:02:54.000]  你通常在等什麼
[00:02:54.000 --> 00:02:56.000]  在未畢業之前
[00:02:56.000 --> 00:02:58.000]  每個學期你要等什麼
[00:02:58.000 --> 00:03:00.000]  等考試的成績
[00:03:00.000 --> 00:03:02.000]  你努力完之後
[00:03:02.000 --> 00:03:04.000]  就算說自己很棒
[00:03:04.000 --> 00:03:08.000]  你都會心跳
[00:03:08.000 --> 00:03:10.000]  去找一下
[00:03:10.000 --> 00:03:12.000]  自己的結果是怎樣
[00:03:12.000 --> 00:03:14.000]  這是很重要的
[00:03:14.000 --> 00:03:16.000]  你胖了不可以進級
[00:03:16.000 --> 00:03:18.000]  一直在拉緊
[00:03:18.000 --> 00:03:20.000]  剛才奴弟跟我說
[00:03:20.000 --> 00:03:22.000]  御司很不一樣
[00:03:22.000 --> 00:03:24.000]  迫到班友
[00:03:24.000 --> 00:03:26.000]  有氣無艇頭
[00:03:26.000 --> 00:03:28.000]  因為時間緊迫
[00:03:28.000 --> 00:03:30.000]  你又要
[00:03:30.000 --> 00:03:32.000]  每個學期
[00:03:32.000 --> 00:03:34.000]  要不停去讀
[00:03:34.000 --> 00:03:36.000]  那些professor要求你很高
[00:03:36.000 --> 00:03:38.000]  是不是
[00:03:38.000 --> 00:03:40.000]  除了他說
[00:03:40.000 --> 00:03:42.000]  覺得很輕鬆
[00:03:42.000 --> 00:03:44.000]  其實是
[00:03:44.000 --> 00:03:46.000]  結果對你重要
[00:03:46.000 --> 00:03:48.000]  所以你要去等
[00:03:48.000 --> 00:03:50.000]  還有那些拍拖的
[00:03:50.000 --> 00:03:52.000]  是不是
[00:03:52.000 --> 00:03:54.000]  剛剛寫信給他
[00:03:54.000 --> 00:03:56.000]  現在不流行寫信
[00:03:56.000 --> 00:03:58.000]  寄信給他
[00:03:58.000 --> 00:04:00.000]  假期他都沒有回音
[00:04:00.000 --> 00:04:02.000]  他究竟怎樣
[00:04:02.000 --> 00:04:04.000]  重要嗎
[00:04:04.000 --> 00:04:06.000]  什麼重要
[00:04:06.000 --> 00:04:08.000]  他的反應重要
[00:04:08.000 --> 00:04:10.000]  這些是有目的
[00:04:10.000 --> 00:04:12.000]  亦都有surprise的等
[00:04:12.000 --> 00:04:14.000]  喜歡還是不喜歡
[00:04:14.000 --> 00:04:16.000]  第三樣
[00:04:16.000 --> 00:04:18.000]  我們慢慢追問今天的主題
[00:04:18.000 --> 00:04:20.000]  第三樣的等
[00:04:20.000 --> 00:04:22.000]  是一個有承諾的等
[00:04:22.000 --> 00:04:24.000]  承諾的等候
[00:04:24.000 --> 00:04:26.000]  當你去到
[00:04:26.000 --> 00:04:28.000]  你的拍拖去到婚姻
[00:04:28.000 --> 00:04:30.000]  要進入婚姻的時候
[00:04:30.000 --> 00:04:32.000]  你就開始有承諾
[00:04:32.000 --> 00:04:34.000]  是不是
[00:04:34.000 --> 00:04:36.000]  基於這個承諾
[00:04:36.000 --> 00:04:38.000]  你要繼續去發展這一段的關係
[00:04:38.000 --> 00:04:40.000]  對你一生很重要
[00:04:40.000 --> 00:04:42.000]  你不能夠
[00:04:42.000 --> 00:04:44.000]  失去它
[00:04:44.000 --> 00:04:46.000]  這一種就叫做
[00:04:46.000 --> 00:04:48.000]  很有價值的等
[00:04:48.000 --> 00:04:50.000]  除了這個之外
[00:04:50.000 --> 00:04:52.000]  買樓
[00:04:52.000 --> 00:04:54.000]  是不是
[00:04:54.000 --> 00:04:56.000]  買樓都是承諾
[00:04:56.000 --> 00:04:58.000]  這裡不知流行不流行
[00:04:58.000 --> 00:05:00.000]  以前我在香港買樓叫買樓花
[00:05:00.000 --> 00:05:02.000]  買樓花是什麼
[00:05:02.000 --> 00:05:04.000]  就是你那間屋未買到之前
[00:05:04.000 --> 00:05:06.000]  你就有一年的時間
[00:05:06.000 --> 00:05:08.000]  那個奇產商去建那間屋
[00:05:08.000 --> 00:05:10.000]  大概一年半載
[00:05:10.000 --> 00:05:12.000]  利息就低一點
[00:05:12.000 --> 00:05:14.000]  但那間屋未建好
[00:05:14.000 --> 00:05:16.000]  承諾了那間屋會賣給你
[00:05:16.000 --> 00:05:18.000]  那個承建商說那間屋會建好
[00:05:18.000 --> 00:05:20.000]  然後你會慢慢
[00:05:20.000 --> 00:05:22.000]  等到那間屋
[00:05:22.000 --> 00:05:24.000]  等到那間屋入伙
[00:05:24.000 --> 00:05:26.000]  那個有承諾的等
[00:05:26.000 --> 00:05:28.000]  男女的婚姻愛情
[00:05:28.000 --> 00:05:30.000]  山盟海誓
[00:05:30.000 --> 00:05:32.000]  兩個就
[00:05:32.000 --> 00:05:34.000]  兩情相悅
[00:05:34.000 --> 00:05:36.000]  但是在讀書
[00:05:36.000 --> 00:05:38.000]  於是
[00:05:38.000 --> 00:05:40.000]  定了感情
[00:05:40.000 --> 00:05:42.000]  兩個要升學
[00:05:42.000 --> 00:05:44.000]  有些去不同地方讀書
[00:05:44.000 --> 00:05:46.000]  有些
[00:05:46.000 --> 00:05:48.000]  可能要移民
[00:05:48.000 --> 00:05:50.000]  於是
[00:05:50.000 --> 00:05:52.000]  暫時分開
[00:05:52.000 --> 00:05:54.000]  有些目的
[00:05:54.000 --> 00:05:56.000]  承諾了將來會繼續
[00:05:56.000 --> 00:05:58.000]  這段感情
[00:05:58.000 --> 00:06:00.000]  可能等一年
[00:06:00.000 --> 00:06:02.000]  兩年
[00:06:02.000 --> 00:06:04.000]  三年
[00:06:04.000 --> 00:06:06.000]  四年
[00:06:06.000 --> 00:06:08.000]  現在沒有這麼過激
[00:06:08.000 --> 00:06:10.000]  等到一個月不行
[00:06:10.000 --> 00:06:12.000]  馬上可以WhatsApp
[00:06:12.000 --> 00:06:14.000]  不行
[00:06:14.000 --> 00:06:16.000]  這些
[00:06:16.000 --> 00:06:18.000]  遠距離的關係
[00:06:18.000 --> 00:06:20.000]  但是有承諾綁住你
[00:06:20.000 --> 00:06:22.000]  令你覺得
[00:06:22.000 --> 00:06:24.000]  等的價值很重要
[00:06:24.000 --> 00:06:26.000]  這些和等
[00:06:26.000 --> 00:06:28.000]  很有關係
[00:06:28.000 --> 00:06:30.000]  今天我們進入主題
[00:06:30.000 --> 00:06:32.000]  講一個等
[00:06:32.000 --> 00:06:34.000]  等一個承諾
[00:06:34.000 --> 00:06:36.000]  這個承諾是很重要
[00:06:36.000 --> 00:06:38.000]  我相信無論
[00:06:38.000 --> 00:06:40.000]  剛才我舉的那些例子
[00:06:40.000 --> 00:06:42.000]  可能有些人
[00:06:42.000 --> 00:06:44.000]  對你有關係
[00:06:44.000 --> 00:06:46.000]  有些例子對你沒有關係
[00:06:46.000 --> 00:06:48.000]  但是我現在要講的
[00:06:48.000 --> 00:06:50.000]  不是例子
[00:06:50.000 --> 00:06:52.000]  是事實的承諾
[00:06:52.000 --> 00:06:54.000]  和我們每一個人都很有關係
[00:06:54.000 --> 00:06:56.000]  因為這個承諾
[00:06:56.000 --> 00:06:58.000]  是很重要的一個很有價值的承諾
[00:06:58.000 --> 00:07:00.000]  一個
[00:07:00.000 --> 00:07:02.000]  是關乎我們生與死
[00:07:02.000 --> 00:07:04.000]  的承諾
[00:07:04.000 --> 00:07:06.000]  一個
[00:07:06.000 --> 00:07:08.000]  是不會變的承諾
[00:07:08.000 --> 00:07:10.000]  跳去經文
[00:07:10.000 --> 00:07:12.000]  下一個經文
[00:07:12.000 --> 00:07:14.000]  這裡就是剛才
[00:07:14.000 --> 00:07:16.000]  我嘗試去看1-12節
[00:07:16.000 --> 00:07:18.000]  如果你有的
[00:07:18.000 --> 00:07:20.000]  打開你的
[00:07:20.000 --> 00:07:22.000]  手提電話也好
[00:07:22.000 --> 00:07:24.000]  你本身的聖經也好
[00:07:24.000 --> 00:07:26.000]  我很快去讀
[00:07:26.000 --> 00:07:28.000]  讀1-11節
[00:07:28.000 --> 00:07:30.000]  讀給你們聽
[00:07:30.000 --> 00:07:32.000]  《少林傳》的
[00:07:32.000 --> 00:07:34.000]  第一節提及飛羅大人
[00:07:34.000 --> 00:07:36.000]  我已經寫了前書
[00:07:36.000 --> 00:07:38.000]  論到前書
[00:07:38.000 --> 00:07:40.000]  一切的教訓
[00:07:40.000 --> 00:07:42.000]  現在我再一次寫第二封信給你
[00:07:42.000 --> 00:07:44.000]  第三節
[00:07:44.000 --> 00:07:46.000]  講到耶穌受害之後
[00:07:46.000 --> 00:07:48.000]  用了很多憑據證明
[00:07:48.000 --> 00:07:50.000]  自己活活顯在使徒面前
[00:07:50.000 --> 00:07:52.000]  用了40天的時間
[00:07:52.000 --> 00:07:54.000]  講論天國的事
[00:07:54.000 --> 00:07:56.000]  耶穌和他們聚集的時候
[00:07:56.000 --> 00:07:58.000]  祝福他們
[00:07:58.000 --> 00:08:00.000]  不要離開耶路撒冷
[00:08:00.000 --> 00:08:02.000]  要等候
[00:08:02.000 --> 00:08:04.000]  所應許的
[00:08:04.000 --> 00:08:06.000]  就是你們聽見我以前所說的
[00:08:06.000 --> 00:08:10.000]  接著
[00:08:10.000 --> 00:08:12.000]  門徒就問他
[00:08:12.000 --> 00:08:14.000]  聚集的時候就問耶穌
[00:08:14.000 --> 00:08:16.000]  主啊,你復興以色列國是不是這個時間呢?
[00:08:16.000 --> 00:08:18.000]  耶穌就對他說
[00:08:18.000 --> 00:08:20.000]  父貧在自己的權柄所定的時間
[00:08:20.000 --> 00:08:22.000]  是你們不知道
[00:08:22.000 --> 00:08:24.000]  但是
[00:08:24.000 --> 00:08:26.000]  聖靈降臨在你們身上
[00:08:26.000 --> 00:08:28.000]  你們就必得著能力
[00:08:28.000 --> 00:08:30.000]  並要在耶路撒冷
[00:08:30.000 --> 00:08:32.000]  猶太全地和撒瑪利亞
[00:08:32.000 --> 00:08:34.000]  直到地極作我的見證
[00:08:34.000 --> 00:08:36.000]  講完這番話之後
[00:08:36.000 --> 00:08:38.000]  耶穌就升了天
[00:08:38.000 --> 00:08:40.000]  當在往上升的時候
[00:08:40.000 --> 00:08:42.000]  定徵的時候
[00:08:42.000 --> 00:08:44.000]  望著耶穌定徵的時候
[00:08:44.000 --> 00:08:46.000]  突然間有兩位穿白衣的
[00:08:46.000 --> 00:08:48.000]  應該是天使,就這樣說
[00:08:48.000 --> 00:08:50.000]  加里利人啊,你們為什麼還在望著天啊?
[00:08:50.000 --> 00:08:52.000]  這個離開你升天的耶穌
[00:08:52.000 --> 00:08:54.000]  祂怎樣升上天上
[00:08:54.000 --> 00:08:56.000]  亦都怎樣
[00:08:56.000 --> 00:08:58.000]  回來
[00:08:58.000 --> 00:09:02.000]  小時候
[00:09:02.000 --> 00:09:04.000]  大概四五歲
[00:09:04.000 --> 00:09:06.000]  那時候香港還有
[00:09:06.000 --> 00:09:08.000]  一些叫做濕街市
[00:09:08.000 --> 00:09:10.000]  現在就沒有了
[00:09:10.000 --> 00:09:12.000]  那些街市全部都上樓了
[00:09:12.000 --> 00:09:14.000]  有一天我媽媽
[00:09:14.000 --> 00:09:16.000]  帶我去街市
[00:09:16.000 --> 00:09:18.000]  就進去
[00:09:18.000 --> 00:09:20.000]  你知道香港以前的濕街市
[00:09:20.000 --> 00:09:22.000]  兩邊是行人路
[00:09:22.000 --> 00:09:24.000]  店舖,中間是馬路
[00:09:24.000 --> 00:09:26.000]  但那些馬路全部是小販霸佔的
[00:09:26.000 --> 00:09:28.000]  然後你進去
[00:09:28.000 --> 00:09:30.000]  人山人海都不能進去
[00:09:30.000 --> 00:09:32.000]  這一天我媽媽帶我去
[00:09:32.000 --> 00:09:34.000]  那個街市買菜
[00:09:34.000 --> 00:09:36.000]  那麼
[00:09:36.000 --> 00:09:38.000]  她不想帶我
[00:09:38.000 --> 00:09:40.000]  進去人群裡面,因為很擠迫
[00:09:40.000 --> 00:09:42.000]  萬一有什麼事就怎樣
[00:09:42.000 --> 00:09:44.000]  跟我說,記住兒子,你站在這裏
[00:09:44.000 --> 00:09:46.000]  站在這裏
[00:09:46.000 --> 00:09:48.000]  我很快就會回來
[00:09:48.000 --> 00:09:50.000]  但你在這裏等,千萬不要走開
[00:09:50.000 --> 00:09:52.000]  我很快買完東西就出來
[00:09:52.000 --> 00:09:54.000]  我不知道她買了什麼,我忘記了
[00:09:54.000 --> 00:09:56.000]  但當她這樣跟我說的時候
[00:09:56.000 --> 00:09:58.000]  我說好好好
[00:09:58.000 --> 00:10:00.000]  於是乎
[00:10:00.000 --> 00:10:02.000]  她就轉身走
[00:10:02.000 --> 00:10:04.000]  當我看著她
[00:10:04.000 --> 00:10:06.000]  在人群裡面消失的時候
[00:10:06.000 --> 00:10:08.000]  我開始哭
[00:10:08.000 --> 00:10:10.000]  很害怕
[00:10:10.000 --> 00:10:12.000]  一個跟你相處了幾年的時間
[00:10:12.000 --> 00:10:14.000]  突然間這個人走
[00:10:14.000 --> 00:10:16.000]  你記不記得那個情景
[00:10:16.000 --> 00:10:18.000]  接著我等
[00:10:18.000 --> 00:10:20.000]  等我媽媽回來
[00:10:20.000 --> 00:10:24.000]  同樣地,剛才門徒
[00:10:24.000 --> 00:10:26.000]  你看她那個情景
[00:10:26.000 --> 00:10:28.000]  我覺得她拍不到那個情緒
[00:10:28.000 --> 00:10:30.000]  所以我要講這個故事給你看
[00:10:30.000 --> 00:10:32.000]  三年的時間
[00:10:32.000 --> 00:10:34.000]  門徒和耶穌
[00:10:34.000 --> 00:10:36.000]  在這裏一起生活
[00:10:36.000 --> 00:10:38.000]  你想想,試試想像
[00:10:38.000 --> 00:10:42.000]  福音書說他們經常在一起
[00:10:42.000 --> 00:10:44.000]  朝夕相對
[00:10:44.000 --> 00:10:46.000]  很好的關係
[00:10:46.000 --> 00:10:48.000]  不斷地說一件事
[00:10:48.000 --> 00:10:50.000]  就是我會死
[00:10:50.000 --> 00:10:52.000]  然後我會復活
[00:10:52.000 --> 00:10:54.000]  然後我會再回來
[00:10:54.000 --> 00:10:56.000]  不停地說這件事
[00:10:56.000 --> 00:10:58.000]  說到他們都很麻木
[00:10:58.000 --> 00:11:00.000]  他們上十字架死的時候
[00:11:00.000 --> 00:11:02.000]  其實門徒都不知道他們在做什麼
[00:11:02.000 --> 00:11:04.000]  當耶穌在
[00:11:04.000 --> 00:11:06.000]  喀西瑪利縣
[00:11:06.000 --> 00:11:08.000]  上去十字架的時候
[00:11:08.000 --> 00:11:10.000]  那些汗流到
[00:11:10.000 --> 00:11:12.000]  像橙一樣大顆
[00:11:12.000 --> 00:11:14.000]  掉下來
[00:11:14.000 --> 00:11:16.000]  害怕得飛起來
[00:11:16.000 --> 00:11:18.000]  但是門徒在那裏
[00:11:18.000 --> 00:11:20.000]  睡覺
[00:11:20.000 --> 00:11:22.000]  不知道發生什麼事
[00:11:22.000 --> 00:11:24.000]  這個就是他們當時
[00:11:24.000 --> 00:11:26.000]  看到的
[00:11:26.000 --> 00:11:28.000]  這個情況
[00:11:28.000 --> 00:11:30.000]  但是今天他們見到這個
[00:11:30.000 --> 00:11:32.000]  朝夕相對的人突然說
[00:11:32.000 --> 00:11:34.000]  要走
[00:11:34.000 --> 00:11:36.000]  哭不哭
[00:11:36.000 --> 00:11:38.000]  哭
[00:11:38.000 --> 00:11:40.000]  你送飛機
[00:11:40.000 --> 00:11:42.000]  最近我姪女離開
[00:11:42.000 --> 00:11:44.000]  十多年沒見
[00:11:44.000 --> 00:11:46.000]  她很可愛
[00:11:46.000 --> 00:11:48.000]  她見到我
[00:11:48.000 --> 00:11:50.000]  跟我擁抱
[00:11:50.000 --> 00:11:52.000]  她哭了
[00:11:52.000 --> 00:11:54.000]  人離開的時候
[00:11:54.000 --> 00:11:56.000]  感情裏的一種分離
[00:11:56.000 --> 00:11:58.000]  你就覺得很慘
[00:11:58.000 --> 00:12:00.000]  後來耶穌
[00:12:00.000 --> 00:12:02.000]  不捨得
[00:12:02.000 --> 00:12:04.000]  回來
[00:12:04.000 --> 00:12:06.000]  聖經繼續說
[00:12:06.000 --> 00:12:08.000]  時代恆轉開始的時候
[00:12:08.000 --> 00:12:10.000]  然後復活
[00:12:10.000 --> 00:12:12.000]  他不是馬上上天
[00:12:12.000 --> 00:12:14.000]  他回到地上
[00:12:14.000 --> 00:12:16.000]  用四十天的時間
[00:12:16.000 --> 00:12:18.000]  繼續和他們討論天國的事
[00:12:18.000 --> 00:12:20.000]  天國的事
[00:12:20.000 --> 00:12:22.000]  你明不明白天國的事
[00:12:22.000 --> 00:12:24.000]  有沒有明的舉手
[00:12:24.000 --> 00:12:28.000]  我不明白
[00:12:28.000 --> 00:12:30.000]  天天和你討論天國的事
[00:12:30.000 --> 00:12:32.000]  很偉大
[00:12:32.000 --> 00:12:34.000]  做天國的事很偉大
[00:12:34.000 --> 00:12:36.000]  根本不明白
[00:12:36.000 --> 00:12:38.000]  叫他討論天國的事
[00:12:38.000 --> 00:12:40.000]  那些門徒
[00:12:40.000 --> 00:12:42.000]  平時聽耶穌說
[00:12:42.000 --> 00:12:44.000]  今天聽我說
[00:12:44.000 --> 00:12:46.000]  如果耶穌說
[00:12:46.000 --> 00:12:48.000]  耶穌去完成
[00:12:48.000 --> 00:12:50.000]  那就OK
[00:12:50.000 --> 00:12:52.000]  沒所謂
[00:12:52.000 --> 00:12:54.000]  耶穌說 耶穌做
[00:12:54.000 --> 00:12:56.000]  但現在耶穌知道
[00:12:56.000 --> 00:12:58.000]  原來他說完之後
[00:12:58.000 --> 00:13:00.000]  全部要做
[00:13:00.000 --> 00:13:02.000]  他們不知道
[00:13:02.000 --> 00:13:04.000]  要背起這個責任
[00:13:04.000 --> 00:13:06.000]  背起這個責任
[00:13:06.000 --> 00:13:08.000]  這麼大的責任
[00:13:08.000 --> 00:13:10.000]  怎麼辦
[00:13:10.000 --> 00:13:12.000]  他們未知道
[00:13:12.000 --> 00:13:14.000]  根本沒辦法明白
[00:13:14.000 --> 00:13:16.000]  這件事太大
[00:13:16.000 --> 00:13:18.000]  但誰知道
[00:13:18.000 --> 00:13:20.000]  誰知道
[00:13:20.000 --> 00:13:22.000]  耶穌自己本身知道
[00:13:22.000 --> 00:13:24.000]  耶穌本身自己知道
[00:13:24.000 --> 00:13:26.000]  所以這個責任很大
[00:13:26.000 --> 00:13:28.000]  但是耶穌是誰
[00:13:28.000 --> 00:13:30.000]  上帝
[00:13:30.000 --> 00:13:32.000]  這是不容有失的責任
[00:13:32.000 --> 00:13:34.000]  所以十分重要
[00:13:34.000 --> 00:13:36.000]  亦不能夠
[00:13:36.000 --> 00:13:38.000]  失去
[00:13:38.000 --> 00:13:40.000]  是關乎每一個人生的命
[00:13:40.000 --> 00:13:42.000]  今天你可能信了耶穌
[00:13:42.000 --> 00:13:44.000]  未信或者信了一段時間
[00:13:44.000 --> 00:13:46.000]  開始去明白
[00:13:46.000 --> 00:13:48.000]  救恩是什麼的時候
[00:13:48.000 --> 00:13:50.000]  關乎你的命的事
[00:13:50.000 --> 00:13:52.000]  什麼叫命
[00:13:52.000 --> 00:13:54.000]  是不是就這樣死了
[00:13:54.000 --> 00:13:56.000]  是你將來永恆的生命的重要
[00:13:56.000 --> 00:13:58.000]  為什麼人們
[00:13:58.000 --> 00:14:00.000]  你知道我們這裡全部是義工
[00:14:00.000 --> 00:14:02.000]  為什麼義工
[00:14:02.000 --> 00:14:04.000]  都要做這些事
[00:14:04.000 --> 00:14:06.000]  這麼辛苦
[00:14:06.000 --> 00:14:08.000]  沒有人批准我們
[00:14:08.000 --> 00:14:10.000]  是義工
[00:14:10.000 --> 00:14:12.000]  但為什麼要做
[00:14:12.000 --> 00:14:14.000]  因為是比錢更重要的事
[00:14:14.000 --> 00:14:16.000]  這就是生命
[00:14:16.000 --> 00:14:18.000]  這就是救命的事
[00:14:18.000 --> 00:14:20.000]  說大一點
[00:14:20.000 --> 00:14:22.000]  說大一點
[00:14:22.000 --> 00:14:24.000]  神的救恩
[00:14:24.000 --> 00:14:26.000]  什麼時候開始
[00:14:26.000 --> 00:14:28.000]  看聖經
[00:14:28.000 --> 00:14:30.000]  從哪裡開始
[00:14:30.000 --> 00:14:32.000]  創世紀
[00:14:32.000 --> 00:14:34.000]  神將
[00:14:34.000 --> 00:14:36.000]  六日創造之後
[00:14:36.000 --> 00:14:38.000]  將人
[00:14:38.000 --> 00:14:40.000]  將責任給
[00:14:40.000 --> 00:14:42.000]  海裡的魚空中的鳥
[00:14:42.000 --> 00:14:44.000]  地上一切的走獸
[00:14:44.000 --> 00:14:46.000]  管理
[00:14:46.000 --> 00:14:48.000]  管不管得掂
[00:14:48.000 --> 00:14:50.000]  三章說
[00:14:50.000 --> 00:14:52.000]  於是乎一個男一個女
[00:14:52.000 --> 00:14:54.000]  結果犯罪
[00:14:54.000 --> 00:14:56.000]  不掂
[00:14:56.000 --> 00:14:58.000]  交給你的東西
[00:14:58.000 --> 00:15:00.000]  不掂
[00:15:00.000 --> 00:15:02.000]  洪水來到
[00:15:02.000 --> 00:15:04.000]  全人類死了
[00:15:04.000 --> 00:15:06.000]  剩下一個
[00:15:06.000 --> 00:15:08.000]  羅亞
[00:15:08.000 --> 00:15:10.000]  今天我們見到天童
[00:15:10.000 --> 00:15:12.000]  其實和羅亞有關係
[00:15:12.000 --> 00:15:14.000]  然後又給了一個民族
[00:15:14.000 --> 00:15:16.000]  叫什麼民族
[00:15:16.000 --> 00:15:18.000]  以色列的民族
[00:15:18.000 --> 00:15:20.000]  搞不搞得掂
[00:15:20.000 --> 00:15:22.000]  給三千年的時間
[00:15:22.000 --> 00:15:24.000]  他都搞不掂
[00:15:24.000 --> 00:15:26.000]  就要自己來
[00:15:26.000 --> 00:15:28.000]  自己搞掂
[00:15:28.000 --> 00:15:30.000]  所以第二次神
[00:15:30.000 --> 00:15:32.000]  給人這麼多機會
[00:15:32.000 --> 00:15:34.000]  都搞不掂救恩
[00:15:34.000 --> 00:15:36.000]  現在我下來
[00:15:36.000 --> 00:15:38.000]  親自告訴你
[00:15:38.000 --> 00:15:40.000]  我要完成救恩
[00:15:40.000 --> 00:15:42.000]  還要將棒交給這班
[00:15:42.000 --> 00:15:44.000]  糊塗的人
[00:15:44.000 --> 00:15:46.000]  不知道要接這麼重要的責任
[00:15:46.000 --> 00:15:48.000]  所以責任很大
[00:15:48.000 --> 00:15:52.000]  門徒不知道
[00:15:52.000 --> 00:15:54.000]  只有上帝知道
[00:15:54.000 --> 00:15:56.000]  所以上帝不能夠
[00:15:56.000 --> 00:15:58.000]  不容有失
[00:15:58.000 --> 00:16:02.000]  他留下來的時候
[00:16:02.000 --> 00:16:04.000]  和門徒相處了多久
