
[00:00:00.000 --> 00:00:01.280]  大型節目早晨
[00:04:43.000 --> 00:04:46.640]  困苦是真實的
[00:04:46.640 --> 00:04:48.440]  痛苦是真實的
[00:04:48.440 --> 00:04:54.520]  希伯來書的作者沒有否定他們面對的情況是很痛苦的
[00:04:54.520 --> 00:04:56.920]  痛苦是真實的
[00:04:56.920 --> 00:05:02.560]  問題是有信仰的人應該用什麼態度去面對
[00:05:02.560 --> 00:05:08.320]  希伯來書十章十九到二十五節提出了三個堅持
[00:05:08.640 --> 00:05:10.080]  三個都是命令
[00:05:10.080 --> 00:05:11.160]  三個都是吩咐
[00:05:11.160 --> 00:05:16.280]  意思是說不是按照有什麼條件我們去考慮做還是不做
[00:05:16.280 --> 00:05:20.320]  吩咐就是任何的情況下都要去做
[00:05:20.320 --> 00:05:24.920]  第一個吩咐出現在二十二節
[00:05:24.920 --> 00:05:30.200]  那麼我們該用誠心和充足的信心
[00:05:30.200 --> 00:05:36.400]  同以蒙潔淨無虧的良心和清水洗淨了的身體來親近上帝
[00:05:37.640 --> 00:05:39.520]  在《圓聞》裡
[00:05:39.520 --> 00:05:44.040]  「親近」是整個句子最主要的動詞
[00:05:44.040 --> 00:05:44.960]  主要的動詞
[00:05:44.960 --> 00:05:47.760]  要親近
[00:05:47.760 --> 00:05:50.720]  不是一次兩次的親近
[00:05:50.720 --> 00:05:53.520]  在這裡《圓聞》是用了現在的時態
[00:05:53.520 --> 00:05:56.680]  表示一種持續不斷的行動
[00:05:56.680 --> 00:05:59.880]  在艱苦在逆境裡
[00:05:59.880 --> 00:06:04.120]  作者吩咐我們吩咐收信人
[00:06:04.120 --> 00:06:10.520]  第一件事要做的就是要堅持繼續不斷去親近上帝
[00:06:10.520 --> 00:06:12.720]  就算我們內心不太想
[00:06:12.720 --> 00:06:14.040]  我們沒有什麼情緒也好
[00:06:14.040 --> 00:06:17.600]  都要繼續堅持去親近上帝
[00:06:17.600 --> 00:06:20.000]  頂姐妹
[00:06:20.000 --> 00:06:22.800]  堅持是一個意志的行動
[00:06:22.800 --> 00:06:24.400]  不是講情緒的
[00:06:24.400 --> 00:06:25.520]  不是說有情緒就做
[00:06:25.520 --> 00:06:26.480]  沒有情緒就不做
[00:06:26.480 --> 00:06:29.560]  好像研究寫作
[00:06:29.560 --> 00:06:30.720]  做資料搜集那樣
[00:06:31.440 --> 00:06:35.840]  你是需要每一天堅持去做的
[00:06:35.840 --> 00:06:37.800]  每一天有情緒
[00:06:37.800 --> 00:06:38.760]  沒有情緒
[00:06:38.760 --> 00:06:40.040]  都坐穩
[00:06:40.040 --> 00:06:41.560]  去看書
[00:06:41.560 --> 00:06:42.680]  去寫作
[00:06:42.680 --> 00:06:43.600]  去思想
[00:06:43.600 --> 00:06:45.080]  這樣才會成功
[00:06:45.080 --> 00:06:47.280]  這樣才會有些東西寫出來
[00:06:47.280 --> 00:06:52.880]  一個人如果太受環境太受情緒影響
[00:06:52.880 --> 00:06:53.800]  有情緒就做
[00:06:53.800 --> 00:06:54.720]  沒有情緒就不做
[00:06:54.720 --> 00:06:57.560]  這樣讀書這樣做研究很艱難的
[00:06:57.560 --> 00:06:58.480]  很難成功的
[00:06:59.080 --> 00:07:01.480]  特別在歐洲生活就更加困難
[00:07:01.480 --> 00:07:05.120]  感謝上帝讓我有機會在
[00:07:05.120 --> 00:07:07.280]  有幾年的時間在德國生活
[00:07:07.280 --> 00:07:13.280]  在冬天的確是沒什麼人去做事的
[00:07:13.280 --> 00:07:16.200]  四點多已經黑了
[00:07:16.200 --> 00:07:19.200]  店鋪五六點就關了
[00:07:19.200 --> 00:07:20.520]  一個死城那樣
[00:07:20.520 --> 00:07:22.080]  沒什麼人去做事的
[00:07:22.080 --> 00:07:24.480]  到了暑假呢
[00:07:24.480 --> 00:07:26.640]  到了暑假你又會沒什麼人去做事的
[00:07:26.640 --> 00:07:27.800]  因為太漂亮了
[00:07:28.800 --> 00:07:30.520]  到了六七八月的時間
[00:07:30.520 --> 00:07:32.080]  大家又去過歐洲
[00:07:32.080 --> 00:07:34.040]  你不會選冬天去
[00:07:34.040 --> 00:07:35.680]  一定是夏天暑假去的
[00:07:35.680 --> 00:07:38.920]  你看到天空藍色無雲很漂亮
[00:07:38.920 --> 00:07:43.480]  歐洲人當地的人全部走出來曬太陽
[00:07:43.480 --> 00:07:44.920]  很開心很快樂的
[00:07:44.920 --> 00:07:48.800]  於是如果你是很受你的情緒
[00:07:48.800 --> 00:07:50.920]  很受你的情緒影響
[00:07:50.920 --> 00:07:52.440]  冬天又沒什麼人
[00:07:52.440 --> 00:07:54.320]  夏天你又不會去做
[00:07:54.320 --> 00:07:55.720]  一年就這樣過去了
[00:07:57.840 --> 00:08:00.320]  堅持是一個意志的行動
[00:08:00.320 --> 00:08:01.520]  要行上去做
[00:08:01.520 --> 00:08:04.240]  有情緒要做
[00:08:04.240 --> 00:08:06.760]  沒情緒更加要繼續去做
[00:08:06.760 --> 00:08:07.920]  要堅持去做
[00:08:07.920 --> 00:08:11.120]  親近上帝是一個意志的行動
[00:08:11.120 --> 00:08:12.480]  是一個意志的決定
[00:08:12.480 --> 00:08:16.760]  沒情緒的時候更加需要親近上帝
[00:08:16.760 --> 00:08:19.280]  怎樣去親近呢
[00:08:19.280 --> 00:08:20.560]  二十二節告訴我們
[00:08:20.560 --> 00:08:23.680]  該用誠心和充足的信心
[00:08:23.680 --> 00:08:24.640]  就是說
[00:08:24.640 --> 00:08:26.160]  來到上帝面前
[00:08:26.160 --> 00:08:28.880]  我們不需要去隱瞞什麼
[00:08:28.880 --> 00:08:30.680]  有什麼想法
[00:08:30.680 --> 00:08:31.520]  有什麼感受
[00:08:31.520 --> 00:08:32.920]  儘管跟上帝說
[00:08:32.920 --> 00:08:36.600]  上帝有足夠大的胸襟去聆聽包容我們
[00:08:36.600 --> 00:08:39.480]  不需要特別去修飾言辭
[00:08:39.480 --> 00:08:42.760]  也不需要裝扮得很敬虔
[00:08:42.760 --> 00:08:44.240]  有什麼上帝不知道呢
[00:08:44.240 --> 00:08:47.440]  希伯來書四章十三節說到
[00:08:47.440 --> 00:08:50.800]  萬物在祂面前都是赤裸躺開
[00:08:50.800 --> 00:08:51.920]  上帝什麼都知道
[00:08:51.920 --> 00:08:55.480]  所以你不需要說得很文皺皺很漂亮
[00:08:55.480 --> 00:08:57.600]  也不需要隱瞞你的感受
[00:08:57.600 --> 00:08:58.680]  有什麼不開心
[00:08:58.680 --> 00:09:01.280]  有什麼看不過眼
[00:09:01.280 --> 00:09:03.480]  儘管跟上帝說
[00:09:03.480 --> 00:09:04.680]  上帝會聽
[00:09:04.680 --> 00:09:09.800]  約伯的故事相信大家都聽過吧
[00:09:09.800 --> 00:09:11.720]  是一個很熟悉
[00:09:11.720 --> 00:09:13.880]  耳熟能詳的故事
[00:09:13.880 --> 00:09:15.800]  約伯是一個敬奇愛主的人
[00:09:15.800 --> 00:09:17.760]  不過他要經歷很大的艱苦
[00:09:17.760 --> 00:09:24.200]  不過約伯有沒有默默承受一切
[00:09:24.920 --> 00:09:26.960]  約伯有沒有假裝沒事
[00:09:26.960 --> 00:09:29.480]  沒有
[00:09:29.480 --> 00:09:34.200]  約伯很早的時候已經開口去奏奏他的生辰
[00:09:34.200 --> 00:09:38.880]  他責怪永生上帝奪去了他的公義
[00:09:38.880 --> 00:09:41.320]  在約伯眼中
[00:09:41.320 --> 00:09:42.920]  他之所以搞成這樣
[00:09:42.920 --> 00:09:45.600]  是上帝對他變得殘忍
[00:09:45.600 --> 00:09:49.400]  是上帝大能的手在追逼他
[00:09:49.400 --> 00:09:54.240]  約伯不明白為什麼上帝這樣對待他
[00:09:54.240 --> 00:09:58.640]  於是他要開口來向上帝申訴
[00:09:58.640 --> 00:10:01.000]  在上帝面前
[00:10:01.000 --> 00:10:03.600]  約伯從來沒有壓抑過自己的感受
[00:10:03.600 --> 00:10:07.000]  也沒有用各種神學的理由
[00:10:07.000 --> 00:10:08.960]  為上帝作出辯護
[00:10:08.960 --> 00:10:13.280]  他有什麼就跟上帝說
[00:10:13.280 --> 00:10:17.360]  有什麼看不過眼就跟上帝理論
[00:10:17.360 --> 00:10:20.960]  上帝有沒有責怪約伯
[00:10:22.400 --> 00:10:24.280]  上帝最終沒有責怪約伯
[00:10:24.280 --> 00:10:26.680]  反而那幾個身邊的朋友
[00:10:26.680 --> 00:10:30.240]  他們不斷用很多的理由來塞住約伯的嘴
[00:10:30.240 --> 00:10:32.600]  那幾個一一又被上帝責備
[00:10:32.600 --> 00:10:37.000]  上帝有足夠大的胸襟
[00:10:37.000 --> 00:10:40.200]  去聽我們每一個人的話祈禱心聲
[00:10:40.200 --> 00:10:44.960]  另一個例子大家可以有時間回家看看
[00:10:44.960 --> 00:10:46.520]  先知哈巴谷
[00:10:46.520 --> 00:10:50.320]  先知哈巴谷生存的時間
[00:10:50.320 --> 00:10:52.480]  正是以色列人被擄的時間
[00:10:52.480 --> 00:10:57.720]  在以色列人裏面一個很艱難的時段
[00:10:57.720 --> 00:11:01.360]  哈巴谷才知道他看到自己的同胞
[00:11:01.360 --> 00:11:05.480]  被那些加拿大人欺凌、殘暴對待
[00:11:05.480 --> 00:11:09.080]  他開口來質問上帝
[00:11:09.080 --> 00:11:12.360]  你為何使我罕見罪孽
[00:11:12.360 --> 00:11:15.320]  你為何助事奸惡
[00:11:15.320 --> 00:11:18.680]  毀滅和兇殘在我面前
[00:11:18.960 --> 00:11:22.280]  爭執與紛爭不斷發生
[00:11:22.280 --> 00:11:25.080]  見到這個現象
[00:11:25.080 --> 00:11:27.800]  他看不過眼,覺得很不公道
[00:11:27.800 --> 00:11:29.560]  他要跟上帝理論
[00:11:29.560 --> 00:11:32.480]  這樣是否很不信得過上帝
[00:11:32.480 --> 00:11:34.920]  這樣是否很不尊重上帝
[00:11:34.920 --> 00:11:36.160]  這樣說話也可以
[00:11:36.160 --> 00:11:40.400]  不過吊詭是正正因為他重視上帝
[00:11:40.400 --> 00:11:41.600]  他相信上帝
[00:11:41.600 --> 00:11:45.400]  他才會有這樣的質問和申訴
[00:11:47.640 --> 00:11:50.120]  「有什麼不開心,藏在心裡,一句也不說」
[00:11:50.120 --> 00:11:51.040]  表示什麼?
[00:11:51.040 --> 00:11:53.960]  表示大家關係不太好
[00:11:53.960 --> 00:11:56.040]  關係好的人
[00:11:56.040 --> 00:11:58.320]  有什麼都可以開心建成
[00:11:58.320 --> 00:12:00.120]  拿出來說,不需要藏在心裡
[00:12:00.120 --> 00:12:04.960]  我去過一些家庭探訪和他們吃飯時
[00:12:04.960 --> 00:12:07.280]  他們吃飯時很吵
[00:12:07.280 --> 00:12:08.400]  甚麼都說
[00:12:08.400 --> 00:12:11.760]  有時我罵你,有時又頂你
[00:12:11.760 --> 00:12:14.320]  不過我覺得他們的關係挺好的
[00:12:15.600 --> 00:12:18.280]  反而靜下來吃飯
[00:12:18.280 --> 00:12:20.880]  我有時想想他們的關係是怎樣的
[00:12:20.880 --> 00:12:25.040]  一個人跟上帝的關係好
[00:12:25.040 --> 00:12:27.480]  關係底子夠厚
[00:12:27.480 --> 00:12:29.520]  就什麼都可以拿出來說
[00:12:29.520 --> 00:12:33.280]  不需要藏在心裡,不需要修飾延遲
[00:12:33.280 --> 00:12:35.280]  有什麼感受,有什麼不開心
[00:12:35.280 --> 00:12:36.280]  有什麼看不過眼
[00:12:36.280 --> 00:12:38.440]  儘管跟上帝說
[00:12:38.440 --> 00:12:42.200]  在艱苦的日子裡
[00:12:42.200 --> 00:12:43.400]  作者吩咐收信人
[00:12:43.400 --> 00:12:45.240]  吩咐我們第一件事要做的
[00:12:45.240 --> 00:12:46.840]  就是要堅持
[00:12:46.840 --> 00:12:51.680]  繼續用誠心和充足的信心去親近上帝
[00:12:51.680 --> 00:12:55.160]  面對約伯的申訴
[00:12:55.160 --> 00:12:57.680]  面對哈伯谷先知的質問
[00:12:57.680 --> 00:13:00.560]  上帝從來沒有責怪過他們
[00:13:00.560 --> 00:13:04.240]  上帝有足夠大的心胸去包容他們
[00:13:04.240 --> 00:13:09.800]  詩篇103篇說到天離地有多高
[00:13:09.800 --> 00:13:13.040]  祂的慈愛向敬畏祂的人
[00:13:13.040 --> 00:13:14.720]  亦是何等的大
[00:13:15.440 --> 00:13:17.200]  親近上帝是一個恩典
[00:13:17.200 --> 00:13:20.480]  同時亦是一個命令、一個吩咐
[00:13:20.480 --> 00:13:23.280]  越是多煩惱
[00:13:23.280 --> 00:13:25.280]  越是頭頭碰著黑
[00:13:25.280 --> 00:13:26.960]  越是想放棄
[00:13:26.960 --> 00:13:28.840]  越是不想讀聖經
[00:13:28.840 --> 00:13:30.160]  越是不想祈禱
[00:13:30.160 --> 00:13:33.400]  這個時候就更加需要堅持
[00:13:33.400 --> 00:13:37.720]  用誠心和充足的信心來到上帝的面前
[00:13:37.720 --> 00:13:43.360]  甚至連一些咒咒仇敵的說話都可以說
[00:13:43.360 --> 00:13:45.720]  你會說「什麼這樣的說話都可以說嗎?」
[00:13:45.720 --> 00:13:47.480]  你看看詩篇
[00:13:47.480 --> 00:13:50.600]  有些地方是說到咒咒仇敵的
[00:13:50.600 --> 00:13:52.320]  譬如109篇說到
[00:13:52.320 --> 00:13:54.480]  願祂的後人斷絕
[00:13:54.480 --> 00:13:57.200]  祂的名字被塗抹
[00:13:57.200 --> 00:13:59.600]  不存於下代
[00:13:59.600 --> 00:14:01.680]  這樣咒咒人
[00:14:01.680 --> 00:14:04.720]  絕子絕孫的說話都可以說嗎?
[00:14:04.720 --> 00:14:07.440]  聖經當然沒有鼓勵我們這麼說
[00:14:07.440 --> 00:14:09.240]  但是又沒有禁止
[00:14:09.720 --> 00:14:15.720]  上帝有足夠大的心胸去聆聽我們的說話
[00:14:15.720 --> 00:14:17.080]  上帝會體諒
[00:14:17.080 --> 00:14:18.360]  上帝會聆聽
[00:14:18.360 --> 00:14:19.720]  上帝會接納
[00:14:19.720 --> 00:14:21.880]  我們基本上不用擔心
[00:14:21.880 --> 00:14:23.840]  我們在上帝面前說錯什麼
[00:14:23.840 --> 00:14:24.960]  做錯什麼
[00:14:24.960 --> 00:14:28.880]  因為我們的良心和身體
[00:14:28.880 --> 00:14:32.560]  都已經藉著耶穌基督的救贖被洗淨
[00:14:32.560 --> 00:14:34.160]  就是說什麼呢?
[00:14:34.160 --> 00:14:36.960]  就是說我們有「恩信清義」包底
[00:14:36.960 --> 00:14:39.240]  什麼叫做「恩信清義」呢?
[00:14:39.840 --> 00:14:43.280]  就是我們單單相信耶穌基督死在十字架上
[00:14:43.280 --> 00:14:46.480]  為我們的罪而死去
[00:14:46.480 --> 00:14:48.920]  上帝就赦免我們的罪
[00:14:48.920 --> 00:14:49.840]  清我們為義
[00:14:49.840 --> 00:14:52.680]  上帝的愛就在這裡顯明出來
[00:14:52.680 --> 00:14:54.960]  從來都不是因為我們做了些什麼
[00:14:54.960 --> 00:14:56.400]  去取悅上帝的,是嗎?
[00:14:56.400 --> 00:15:01.560]  於是乎我們儘管憑著信心來到上帝的面前
[00:15:01.560 --> 00:15:02.680]  有些什麼
[00:15:02.680 --> 00:15:04.120]  你就跟上帝說
[00:15:04.120 --> 00:15:05.640]  有些什麼
[00:15:05.640 --> 00:15:08.120]  你就跟上帝祈禱
[00:15:08.120 --> 00:15:10.080]  上帝會聽的
[00:15:10.080 --> 00:15:12.120]  我們不需要太過擔心我們說錯什麼
[00:15:12.120 --> 00:15:12.960]  做錯什麼
[00:15:12.960 --> 00:15:17.600]  儘管憑著信心來到親近上帝
[00:15:17.600 --> 00:15:20.000]  我相信上帝亦都會在適當的時候
[00:15:20.000 --> 00:15:21.760]  跟我們來說話
[00:15:21.760 --> 00:15:24.120]  去解開我們的心結
[00:15:24.120 --> 00:15:26.720]  好像約伯和哈巴谷先知那樣
[00:15:26.720 --> 00:15:28.720]  這是第一個堅持
[00:15:28.720 --> 00:15:32.400]  第二個堅持出現在二十三節
[00:15:32.400 --> 00:15:35.280]  我們要堅守所宣應的指望
[00:15:35.280 --> 00:15:36.320]  毫不動搖
[00:15:36.320 --> 00:15:39.480]  因為應許我們那位是信實的
[00:15:39.480 --> 00:15:42.680]  這裡提到宣認
[00:15:42.680 --> 00:15:44.880]  要堅持所宣應的
[00:15:44.880 --> 00:15:46.200]  Confession
[00:15:46.200 --> 00:15:48.400]  宣認是什麼呢?
[00:15:48.400 --> 00:15:49.520]  Confession是什麼呢?
[00:15:49.520 --> 00:15:54.360]  Confession其實是信徒群體公開承認
[00:15:54.360 --> 00:15:56.720]  我們一些信仰的條文
[00:15:56.720 --> 00:15:59.880]  特別當教會出現危機
[00:15:59.880 --> 00:16:02.360]  正統信仰被挑戰的時候
[00:16:02.360 --> 00:16:05.560]  教會領袖就會站出來
[00:16:05.880 --> 00:16:08.720]  在眾人面前再次宣講
[00:16:08.720 --> 00:16:10.560]  宣認我們在信什麼
[00:16:10.560 --> 00:16:12.080]  我們的立場是什麼
[00:16:12.080 --> 00:16:15.880]  大家會發現在歷史上
[00:16:15.880 --> 00:16:18.120]  其實有很多不同的信仰宣言
[00:16:18.120 --> 00:16:19.760]  有很多不同的Confession
[00:16:19.760 --> 00:16:21.440]  那麼
[00:16:21.440 --> 00:16:24.920]  近期最出名的一個宣言
[00:16:24.920 --> 00:16:26.480]  就叫做「巴門宣言」
[00:16:26.480 --> 00:16:30.080]  巴門宣言是何時產生出來的呢?
[00:16:30.080 --> 00:16:33.680]  巴門宣言是發生在第二次世界大戰
[00:16:33.680 --> 00:16:34.720]  希特拉
[00:16:34.720 --> 00:16:38.680]  納粹主義要全面滲透管治教會的時候
[00:16:38.680 --> 00:16:40.920]  一班教會的領袖就站出來
[00:16:40.920 --> 00:16:43.760]  在公眾的面前再一次宣認
[00:16:43.760 --> 00:16:45.080]  我們的主是誰
[00:16:45.080 --> 00:16:46.920]  我們的立場是誰
[00:16:46.920 --> 00:16:47.720]  是什麼
[00:16:47.720 --> 00:16:50.000]  我們要效忠的對象是誰
[00:16:50.000 --> 00:16:53.400]  在困苦艱難的時候
[00:16:53.400 --> 00:16:55.080]  我們需要有宣言
[00:16:55.080 --> 00:16:56.120]  有認訊
[00:16:56.120 --> 00:16:58.360]  感情上
[00:16:58.360 --> 00:17:01.880]  向上帝表達我們的心聲是需要的
[00:17:01.880 --> 00:17:03.800]  不過更加需要
[00:17:03.800 --> 00:17:06.680]  是在理性上我們有堅強
[00:17:06.680 --> 00:17:09.240]  毫不動搖的信念
[00:17:09.240 --> 00:17:14.960]  基督徒很多時候都忽略了思想建立這方面
[00:17:14.960 --> 00:17:16.840]  我們會說靈修
[00:17:16.840 --> 00:17:17.960]  我們會說祈禱
[00:17:17.960 --> 00:17:19.360]  我們會說敬拜
[00:17:19.360 --> 00:17:20.560]  我們會說團契
[00:17:20.560 --> 00:17:21.480]  說侍奉
[00:17:21.480 --> 00:17:24.800]  但是我們很少在信念上
[00:17:24.800 --> 00:17:27.840]  在思想上要求弟兄姊妹去花功夫的
[00:17:27.840 --> 00:17:33.400]  希伯來書的作者在第五章那裡責備修信人
[00:17:33.560 --> 00:17:34.640]  責備什麼呢
[00:17:34.640 --> 00:17:37.440]  責備他們為什麼信了這麼久
[00:17:37.440 --> 00:17:41.400]  還好像吃奶的嬰孩一樣呢
[00:17:41.400 --> 00:17:45.040]  吃奶嬰孩是怎樣的呢
[00:17:45.040 --> 00:17:47.680]  吃奶嬰孩第一件事就是
[00:17:47.680 --> 00:17:49.560]  沒有什麼獨立的思考
[00:17:49.560 --> 00:17:51.560]  別人說什麼就信什麼
[00:17:51.560 --> 00:17:53.800]  沒有什麼判斷能力
[00:17:53.800 --> 00:17:55.640]  但是更加重要的
[00:17:55.640 --> 00:17:57.400]  吃奶的嬰孩第二方面
[00:17:57.400 --> 00:18:01.040]  就是很容易被自己的負面情緒控制住
[00:18:01.880 --> 00:18:04.840]  一有情緒就會失控、失去理智
[00:18:04.840 --> 00:18:07.520]  就好像我女兒
[00:18:07.520 --> 00:18:09.400]  今年她六歲
[00:18:09.400 --> 00:18:10.480]  快七歲了
[00:18:10.480 --> 00:18:12.840]  她一不開心、一發脾氣
[00:18:12.840 --> 00:18:14.880]  場面真的很恐怖
[00:18:14.880 --> 00:18:17.520]  看到東西就拿著扔掉
[00:18:17.520 --> 00:18:20.560]  甚至嚴重到一個地步
[00:18:20.560 --> 00:18:22.280]  她會叫她爸爸、她媽媽
[00:18:22.280 --> 00:18:23.520]  叫我們離開家裡
[00:18:23.520 --> 00:18:24.560]  你們走吧
[00:18:24.560 --> 00:18:26.280]  哇,你有沒有聽過呢
[00:18:26.280 --> 00:18:28.000]  通常是父母叫子女走的
[00:18:28.000 --> 00:18:29.080]  反過來
[00:18:29.080 --> 00:18:30.720]  子女叫父母走的
[00:18:30.720 --> 00:18:32.000]  她們就說「走吧!」
[00:18:32.000 --> 00:18:34.200]  昨天呢
[00:18:34.200 --> 00:18:36.520]  她哥哥天南不知道做了些什麼
[00:18:36.520 --> 00:18:37.520]  又惹她生氣
[00:18:37.520 --> 00:18:38.960]  她又叫哥哥走
[00:18:39.080 --> 00:18:44.080]  還要說「我要換你一個歌,哪裡找一個歌換給你」
[00:18:44.080 --> 00:18:47.080]  這些就是吃奶嬰孩的表現
[00:18:47.080 --> 00:18:51.080]  一不開心,有負面情緒在的時候
[00:18:51.080 --> 00:18:53.080]  就甚麼都不管
[00:18:53.080 --> 00:18:55.080]  失去理智
[00:18:55.080 --> 00:19:01.080]  連他的親人,連他的父母,甚至永生上帝都可以不承認
[00:19:01.080 --> 00:19:07.080]  作者在此吩咐收信人,在困苦之中要堅持所宣認
