
[00:00:00.000 --> 00:00:03.000]  各位親愛的「活水塘」大英節目,你們好
[00:03:25.000 --> 00:03:27.000]  大家都可以給我意見
[00:03:27.000 --> 00:03:29.000]  因為我只是先錄第一課
[00:03:29.000 --> 00:03:31.000]  等播出了之後
[00:03:31.000 --> 00:03:33.000]  我看看大家有什麼反應
[00:03:33.000 --> 00:03:34.000]  然後我才會錄第二課
[00:03:34.000 --> 00:03:35.000]  我再說就是
[00:03:35.000 --> 00:03:38.000]  每一課裡面我基本都會跟大家一起的
[00:03:38.000 --> 00:03:40.000]  只不過為什麼要錄影呢?
[00:03:40.000 --> 00:03:44.000]  就是希望那個網絡不會出現問題
[00:03:44.000 --> 00:03:47.000]  那我們就會去探討
[00:03:47.000 --> 00:03:50.000]  舊約的工作觀
[00:03:50.000 --> 00:03:52.000]  我們從《創世紀》裡面
[00:03:52.000 --> 00:03:57.000]  去看這一件工作觀的教導
[00:03:57.000 --> 00:04:01.000]  好 我們會去探討
[00:04:01.000 --> 00:04:05.000]  原來今天我們做事是天職所在
[00:04:05.000 --> 00:04:08.000]  在《創世紀》第一章28節裡面
[00:04:08.000 --> 00:04:09.000]  神很清楚的
[00:04:09.000 --> 00:04:12.000]  祂是按照祂自己的智慧
[00:04:12.000 --> 00:04:14.000]  去創造這個天地
[00:04:14.000 --> 00:04:16.000]  但是人是最後被做的
[00:04:16.000 --> 00:04:18.000]  是為祂預備好的事情
[00:04:18.000 --> 00:04:20.000]  然後才來做人的
[00:04:20.000 --> 00:04:25.000]  所以祂在伊甸園裡面是很美麗
[00:04:25.000 --> 00:04:27.000]  有花草樹木
[00:04:27.000 --> 00:04:32.000]  也有各樣地上的酒壽
[00:04:32.000 --> 00:04:34.000]  就好像爸爸媽媽
[00:04:34.000 --> 00:04:35.000]  他要結婚了
[00:04:35.000 --> 00:04:37.000]  後來他想要有孩子的時候
[00:04:37.000 --> 00:04:39.000]  他不會臨吉臨亡的
[00:04:39.000 --> 00:04:41.000]  他當然會預先來準備的
[00:04:41.000 --> 00:04:44.000]  比如說嬰兒床 嬰兒衣服
[00:04:44.000 --> 00:04:46.000]  甚至計劃一些事情
[00:04:46.000 --> 00:04:48.000]  然後才生這個小嬰兒
[00:04:48.000 --> 00:04:50.000]  所以在《創世紀》第一章28節
[00:04:50.000 --> 00:04:52.000]  神就賜福給他們
[00:04:52.000 --> 00:04:53.000]  又對他們說
[00:04:53.000 --> 00:04:56.000]  要生養眾多遍滿地面
[00:04:56.000 --> 00:04:57.000]  治理借地
[00:04:57.000 --> 00:04:59.000]  也要管理海裡的魚
[00:04:59.000 --> 00:05:00.000]  空租的鳥
[00:05:00.000 --> 00:05:02.000]  和地上各種行動的玩物
[00:05:02.000 --> 00:05:04.000]  就是說神做人的時候
[00:05:04.000 --> 00:05:07.000]  是都將工作賦予給人
[00:05:07.000 --> 00:05:11.000]  不只是在伊甸園裡面享受神祕去預備的
[00:05:11.000 --> 00:05:15.000]  他仍然是要來管理神所做的
[00:05:15.000 --> 00:05:16.000]  就是大管家
[00:05:16.000 --> 00:05:18.000]  好了 接著呢
[00:05:18.000 --> 00:05:20.000]  耶和華就將這個人安置在伊甸園
[00:05:20.000 --> 00:05:21.000]  使他做什麼
[00:05:21.000 --> 00:05:24.000]  修理 看守
[00:05:24.000 --> 00:05:26.000]  就是說他要來看守
[00:05:26.000 --> 00:05:28.000]  可能也要除草
[00:05:28.000 --> 00:05:31.000]  可能要看著
[00:05:31.000 --> 00:05:35.000]  會不會有些混亂的情況出現
[00:05:35.000 --> 00:05:36.000]  除草不容易的
[00:05:36.000 --> 00:05:38.000]  我在英國的時候有個小花園
[00:05:38.000 --> 00:05:40.000]  那些草長得很快
[00:05:40.000 --> 00:05:43.000]  我都買了一個剪草機
[00:05:43.000 --> 00:05:44.000]  要去剪草
[00:05:44.000 --> 00:05:46.000]  但是不夠20分鐘
[00:05:46.000 --> 00:05:48.000]  電線就被我剪斷了
[00:05:48.000 --> 00:05:50.000]  就是我向前推
[00:05:50.000 --> 00:05:51.000]  然後向後推
[00:05:51.000 --> 00:05:54.000]  嘩 整間屋跳錶了
[00:05:54.000 --> 00:05:56.000]  剪草也不容易的
[00:05:56.000 --> 00:05:58.000]  但是我也有一個期望
[00:05:58.000 --> 00:06:00.000]  嘩 如果我的頭髮
[00:06:00.000 --> 00:06:01.000]  好像草一樣就好了
[00:06:01.000 --> 00:06:02.000]  為什麼呢
[00:06:02.000 --> 00:06:05.000]  不是將要下台的約翰遜
[00:06:05.000 --> 00:06:07.000]  就是頭髮蓬蓬
[00:06:07.000 --> 00:06:09.000]  而是我剪完之後
[00:06:09.000 --> 00:06:10.000]  不夠一個星期
[00:06:10.000 --> 00:06:12.000]  又長得很高 那些草
[00:06:12.000 --> 00:06:14.000]  嘩 那些生長力是很強的
[00:06:14.000 --> 00:06:16.000]  所以原來他要修理
[00:06:16.000 --> 00:06:18.000]  還有要來這裡去剪草
[00:06:18.000 --> 00:06:21.000]  好了 但是你有沒有留意到呢
[00:06:21.000 --> 00:06:25.000]  原來人工作之前是先休息的
[00:06:25.000 --> 00:06:27.000]  第六天神造人嘛
[00:06:27.000 --> 00:06:28.000]  但是看不看到創世紀第二章
[00:06:28.000 --> 00:06:30.000]  第二章到第三節就說到
[00:06:30.000 --> 00:06:34.000]  到第七天神造物的工已經完畢
[00:06:34.000 --> 00:06:36.000]  就在第七天
[00:06:36.000 --> 00:06:39.000]  揭了祂一切的工 安息了
[00:06:39.000 --> 00:06:42.000]  神賜福給第七天 定為聖日
[00:06:42.000 --> 00:06:43.000]  因為在這一天
[00:06:43.000 --> 00:06:45.000]  神揭了祂一切創造的工
[00:06:45.000 --> 00:06:47.000]  就安息了
[00:06:47.000 --> 00:06:49.000]  所以你留意到呢
[00:06:49.000 --> 00:06:52.000]  原來是需要休息的
[00:06:52.000 --> 00:06:54.000]  那麼六天
[00:06:54.000 --> 00:06:57.000]  你是要勞碌了一切的工
[00:06:57.000 --> 00:06:59.000]  但是第七天
[00:06:59.000 --> 00:07:02.000]  是向耶和華守這個安息日
[00:07:02.000 --> 00:07:06.000]  這一天你與你的兒女伏婢生畜
[00:07:06.000 --> 00:07:07.000]  並成為你一起寄居的
[00:07:07.000 --> 00:07:09.000]  無論什麼工都不可以做
[00:07:09.000 --> 00:07:11.000]  這個是安息日的條例
[00:07:11.000 --> 00:07:12.000]  那麼稍後我們會探討
[00:07:12.000 --> 00:07:13.000]  但是你有沒有留意到
[00:07:13.000 --> 00:07:15.000]  原來神造了人之後
[00:07:15.000 --> 00:07:17.000]  第七天是休息的
[00:07:17.000 --> 00:07:19.000]  那麼最後一天
[00:07:19.000 --> 00:07:21.000]  才正式開始開工的
[00:07:21.000 --> 00:07:23.000]  其實我也鼓勵的
[00:07:23.000 --> 00:07:26.000]  有些人當你讀完書之後
[00:07:26.000 --> 00:07:28.000]  當然是要找事做
[00:07:28.000 --> 00:07:30.000]  但是找事做之前
[00:07:30.000 --> 00:07:33.000]  會不會都有機會可以休息一下呢
[00:07:33.000 --> 00:07:36.000]  又或者你轉新工了
[00:07:36.000 --> 00:07:37.000]  當你轉新工的時候
[00:07:37.000 --> 00:07:41.000]  如果你真的很快找到一份新的工作
[00:07:41.000 --> 00:07:42.000]  那當然恭喜你了
[00:07:42.000 --> 00:07:44.000]  但是也會不會
[00:07:44.000 --> 00:07:46.000]  不要工作接工作
[00:07:46.000 --> 00:07:48.000]  在新的工作之前
[00:07:48.000 --> 00:07:51.000]  會給自己休息一下
[00:07:51.000 --> 00:07:55.000]  refresh 重新的得力呢
[00:07:55.000 --> 00:07:59.000]  我記得我自己在神學院
[00:07:59.000 --> 00:08:00.000]  就是碩士畢業
[00:08:00.000 --> 00:08:01.000]  這是我第二個學位
[00:08:01.000 --> 00:08:03.000]  畢業之前
[00:08:03.000 --> 00:08:04.000]  我已經決定離開
[00:08:04.000 --> 00:08:06.000]  我侍奉的信義會
[00:08:06.000 --> 00:08:08.000]  因為對我來說太舒服了
[00:08:08.000 --> 00:08:09.000]  我喜歡開荒的
[00:08:09.000 --> 00:08:11.000]  從零開始
[00:08:11.000 --> 00:08:14.000]  看到大埔有一個很大的地方
[00:08:14.000 --> 00:08:16.000]  很需要有工作
[00:08:16.000 --> 00:08:20.000]  但是我是碩士畢業之後
[00:08:20.000 --> 00:08:22.000]  在我開展工作之前
[00:08:22.000 --> 00:08:26.000]  我先和太太去了歐洲
[00:08:26.000 --> 00:08:29.000]  第一次踏足英國 1986年
[00:08:29.000 --> 00:08:32.000]  就去了歐洲玩
[00:08:32.000 --> 00:08:33.000]  除了英國之外
[00:08:33.000 --> 00:08:35.000]  就去了意大利 法國
[00:08:35.000 --> 00:08:37.000]  我們玩了差不多一個月
[00:08:37.000 --> 00:08:38.000]  為什麼呢
[00:08:38.000 --> 00:08:41.000]  我知道當我一開始了新的侍奉的時候
[00:08:41.000 --> 00:08:43.000]  未來的日子裡面
[00:08:43.000 --> 00:08:45.000]  不會有這麼多機會
[00:08:45.000 --> 00:08:47.000]  可以長時期的休息
[00:08:47.000 --> 00:08:50.000]  可以一休息就休息26-27天
[00:08:50.000 --> 00:08:51.000]  是不可能的
[00:08:51.000 --> 00:08:53.000]  所以我先去休息一下
[00:08:53.000 --> 00:08:54.000]  然後就辭職
[00:08:54.000 --> 00:08:56.000]  原來這個是恩典
[00:08:56.000 --> 00:08:58.000]  原來神是先讓人休息
[00:08:58.000 --> 00:09:00.000]  然後後工作
[00:09:00.000 --> 00:09:01.000]  所以在十誡裡面
[00:09:01.000 --> 00:09:03.000]  有一條很重要的誡命
[00:09:03.000 --> 00:09:05.000]  大家以為這裡最重要的誡命
[00:09:05.000 --> 00:09:07.000]  最長的誡命是什麼呢
[00:09:07.000 --> 00:09:09.000]  原來就是人倫的關係
[00:09:09.000 --> 00:09:11.000]  就是要孝敬父母
[00:09:11.000 --> 00:09:14.000]  但是原來聖經給我們很清楚看到
[00:09:14.000 --> 00:09:16.000]  原來最重要的誡命
[00:09:16.000 --> 00:09:18.000]  是第四條誡命
[00:09:18.000 --> 00:09:20.000]  是我們輕忽了的
[00:09:20.000 --> 00:09:23.000]  就是當守安息日
[00:09:23.000 --> 00:09:25.000]  如果你詳細去看聖經
[00:09:25.000 --> 00:09:27.000]  出第二十章的時候
[00:09:27.000 --> 00:09:31.000]  原來這一條誡命是很重要的
[00:09:31.000 --> 00:09:33.000]  這裡的誡命就是
[00:09:33.000 --> 00:09:35.000]  站在人和神
[00:09:35.000 --> 00:09:36.000]  人和自己
[00:09:36.000 --> 00:09:37.000]  人和萬物
[00:09:37.000 --> 00:09:39.000]  人和其他人的關係
[00:09:39.000 --> 00:09:40.000]  我們會再探討
[00:09:40.000 --> 00:09:42.000]  就是說我們看到
[00:09:42.000 --> 00:09:45.000]  神所賜的聖日是一份禮物
[00:09:45.000 --> 00:09:49.000]  我們先享受了神給我們的恩典
[00:09:49.000 --> 00:09:51.000]  然後才去接受任命
[00:09:51.000 --> 00:09:56.000]  就好像我們先去得著這個救贖
[00:09:56.000 --> 00:09:59.000]  然後我們才去服侍神
[00:09:59.000 --> 00:10:01.000]  遵守神的律法
[00:10:01.000 --> 00:10:04.000]  恩典是先於律法的
[00:10:04.000 --> 00:10:07.000]  很多年之前
[00:10:07.000 --> 00:10:10.000]  政府就推行了五天工作
[00:10:10.000 --> 00:10:13.000]  現在歐洲甚至會推行四天
[00:10:13.000 --> 00:10:15.000]  或者三天工作
[00:10:15.000 --> 00:10:16.000]  大家是不是很羨慕呢
[00:10:16.000 --> 00:10:18.000]  如果你去新世界發展
[00:10:18.000 --> 00:10:20.000]  裡面工作的時候
[00:10:20.000 --> 00:10:22.000]  很可能會更大一幅
[00:10:22.000 --> 00:10:23.000]  為什麼呢
[00:10:23.000 --> 00:10:24.000]  現在新世界集團
[00:10:24.000 --> 00:10:27.000]  就試行四天半工作
[00:10:27.000 --> 00:10:30.000]  每個星期
[00:10:30.000 --> 00:10:32.000]  星期五就放半天假
[00:10:32.000 --> 00:10:34.000]  再加一天
[00:10:34.000 --> 00:10:35.000]  就是work from home
[00:10:35.000 --> 00:10:36.000]  但是工資是不變的
[00:10:36.000 --> 00:10:38.000]  是不是很開心呢
[00:10:38.000 --> 00:10:40.000]  不知道大家會不會跳槽
[00:10:40.000 --> 00:10:41.000]  跳到那個地方
[00:10:41.000 --> 00:10:42.000]  那個時候
[00:10:42.000 --> 00:10:45.000]  剛才我們講了
[00:10:45.000 --> 00:10:46.000]  當守安息日
[00:10:46.000 --> 00:10:49.000]  只不過我們很簡單去背
[00:10:49.000 --> 00:10:51.000]  原來這條誡命
[00:10:51.000 --> 00:10:53.000]  是在十誡裡面
[00:10:53.000 --> 00:10:56.000]  是最長的一條誡命
[00:10:56.000 --> 00:11:01.000]  大家看《生命記》第五章十二到第十五節
[00:11:01.000 --> 00:11:03.000]  當朝耶和華 里神所吩咐的
[00:11:03.000 --> 00:11:05.000]  守安息日為聖日
[00:11:05.000 --> 00:11:06.000]  老人要努力
[00:11:06.000 --> 00:11:08.000]  做你一切的功能
[00:11:08.000 --> 00:11:09.000]  留意
[00:11:09.000 --> 00:11:10.000]  是要勤力去工作
[00:11:10.000 --> 00:11:11.000]  是努力
[00:11:11.000 --> 00:11:13.000]  不是懶得去做的
[00:11:13.000 --> 00:11:14.000]  但是第七天
[00:11:14.000 --> 00:11:15.000]  是向耶和華
[00:11:15.000 --> 00:11:17.000]  里神當守的安息日
[00:11:17.000 --> 00:11:21.000]  這一天 里和你的兒女 僕婢 牛奴生畜
[00:11:21.000 --> 00:11:25.000]  並在你成女寄居的客裏
[00:11:25.000 --> 00:11:27.000]  無論何工都不可做
[00:11:27.000 --> 00:11:28.000]  使你的僕婢
[00:11:28.000 --> 00:11:30.000]  可以和你一樣安息
[00:11:30.000 --> 00:11:34.000]  也要紀念你在埃及地作個奴僕
[00:11:34.000 --> 00:11:37.000]  耶和華 里神用大能的手
[00:11:37.000 --> 00:11:38.000]  或伸出來的膀臂
[00:11:38.000 --> 00:11:40.000]  將你從那裏領出來
[00:11:40.000 --> 00:11:43.000]  因此 耶和華 里的神
[00:11:43.000 --> 00:11:45.000]  吩咐你守安息日
[00:11:45.000 --> 00:11:47.000]  但是原來
[00:11:47.000 --> 00:11:49.000]  當守安息日
[00:11:49.000 --> 00:11:51.000]  是我們撮要了
[00:11:51.000 --> 00:11:53.000]  很簡單去記的
[00:11:53.000 --> 00:11:56.000]  但是這條誡命是最長的
[00:11:56.000 --> 00:11:58.000]  為什麼這條誡命這麼重要呢
[00:11:58.000 --> 00:12:00.000]  原來第四誡
[00:12:00.000 --> 00:12:02.000]  是和自己有關係
[00:12:02.000 --> 00:12:04.000]  因為六天勞碌工作
[00:12:04.000 --> 00:12:07.000]  我們在耶穌說的比喻裏面就知道了
[00:12:07.000 --> 00:12:08.000]  原來當時猶太人
[00:12:08.000 --> 00:12:10.000]  是一天做12個小時的
[00:12:10.000 --> 00:12:13.000]  但是不可以做71個小時
[00:12:13.000 --> 00:12:17.000]  這個是人自己給自己休息
[00:12:17.000 --> 00:12:19.000]  但是他們休息
[00:12:19.000 --> 00:12:20.000]  就是怎樣呢
[00:12:20.000 --> 00:12:22.000]  他們有一段時間是敬拜神
[00:12:22.000 --> 00:12:24.000]  所以人和神之間建立關係
[00:12:24.000 --> 00:12:26.000]  這個是個人
[00:12:26.000 --> 00:12:28.000]  自己和神的關係
[00:12:28.000 --> 00:12:29.000]  這個是修身
[00:12:29.000 --> 00:12:30.000]  好了 因為安息日
[00:12:30.000 --> 00:12:32.000]  不准你做別的事情
[00:12:32.000 --> 00:12:33.000]  所以你就要留在家裏面
[00:12:33.000 --> 00:12:35.000]  和家人有交往
[00:12:35.000 --> 00:12:36.000]  這個就是齊家了
[00:12:36.000 --> 00:12:38.000]  好了 動物都不可以
[00:12:38.000 --> 00:12:39.000]  來大日去做事
[00:12:39.000 --> 00:12:41.000]  牛都要休息
[00:12:41.000 --> 00:12:42.000]  僕人更加
[00:12:42.000 --> 00:12:45.000]  所以這個人和大地之間的關係
[00:12:45.000 --> 00:12:46.000]  所以是很重要的
[00:12:46.000 --> 00:12:47.000]  請你記住
[00:12:47.000 --> 00:12:50.000]  人不是不去做事
[00:12:50.000 --> 00:12:53.000]  但是不是不停不停的去做事
[00:12:53.000 --> 00:12:56.000]  然後做到自己很勞累
[00:12:56.000 --> 00:12:59.000]  產生無論是生理心理的問題
[00:12:59.000 --> 00:13:01.000]  所以今天我們要工作
[00:13:01.000 --> 00:13:03.000]  但是工作有時
[00:13:03.000 --> 00:13:04.000]  作息有時
[00:13:04.000 --> 00:13:07.000]  當然有時有些人很無奈的
[00:13:07.000 --> 00:13:09.000]  做一些工作的時候
[00:13:09.000 --> 00:13:11.000]  好像這個中港司機
[00:13:11.000 --> 00:13:14.000]  就是那時連續六晚都看東西
[00:13:14.000 --> 00:13:17.000]  很累 所以很疲乏
[00:13:17.000 --> 00:13:20.000]  結果開車的時候就睡得很晚
[00:13:20.000 --> 00:13:22.000]  高速公路才是最危險
[00:13:22.000 --> 00:13:23.000]  因為直的
[00:13:23.000 --> 00:13:25.000]  所以就容易睡得很晚
[00:13:25.000 --> 00:13:27.000]  好了 手掣不及就撞了兩個車
[00:13:27.000 --> 00:13:29.000]  後來就死了
[00:13:29.000 --> 00:13:32.000]  這些例證
[00:13:32.000 --> 00:13:34.000]  其實是絕對的
[00:13:34.000 --> 00:13:36.000]  不是少有的
[00:13:36.000 --> 00:13:39.000]  有一個爸爸很疼愛子女
[00:13:39.000 --> 00:13:41.000]  公仔女來去讀大學
[00:13:41.000 --> 00:13:44.000]  但是病著都要開工
[00:13:44.000 --> 00:13:45.000]  做了十三個小時
[00:13:45.000 --> 00:13:47.000]  每一天結果怎麼樣呢
[00:13:47.000 --> 00:13:50.000]  就是突然之間猝死
[00:13:50.000 --> 00:13:54.000]  所以真是忙忙忙
[00:13:54.000 --> 00:13:57.000]  很忙以至你真是很妄言
[00:13:57.000 --> 00:13:59.000]  然後可能你會面對死亡
[00:13:59.000 --> 00:14:01.000]  所以梁安息是做什麼呢
[00:14:01.000 --> 00:14:04.000]  就是去紀念神的恩典
[00:14:04.000 --> 00:14:05.000]  安息是數算
[00:14:05.000 --> 00:14:06.000]  所以你記不記得
[00:14:06.000 --> 00:14:08.000]  他安息日的條例是什麼
[00:14:08.000 --> 00:14:10.000]  你要去數算以前
[00:14:10.000 --> 00:14:12.000]  你在埃及的時候做奴隸
[00:14:12.000 --> 00:14:14.000]  你沒有機會休息的
[00:14:14.000 --> 00:14:16.000]  現在我拯救了你出來的時候
[00:14:16.000 --> 00:14:17.000]  你有機會休息
[00:14:17.000 --> 00:14:20.000]  就是你要好好地紀念我們
[00:14:20.000 --> 00:14:22.000]  所以我們要記住
[00:14:22.000 --> 00:14:25.000]  原來星期天對基督徒來講
[00:14:25.000 --> 00:14:27.000]  不單單是假期
[00:14:27.000 --> 00:14:29.000]  不是一個假期
[00:14:29.000 --> 00:14:30.000]  而是什麼呢
[00:14:30.000 --> 00:14:32.000]  是一個假期
[00:14:32.000 --> 00:14:35.000]  是分別為星出來
[00:14:35.000 --> 00:14:38.000]  我們有沒有好地每一個星期
[00:14:38.000 --> 00:14:40.000]  抽一些時間來親近神
[00:14:40.000 --> 00:14:42.000]  如果我們是平時一至五
[00:14:42.000 --> 00:14:44.000]  或者一至六工作
[00:14:44.000 --> 00:14:45.000]  星期有機會來
[00:14:45.000 --> 00:14:46.000]  但是去休息的時候
[00:14:46.000 --> 00:14:47.000]  這個是好的
[00:14:47.000 --> 00:14:48.000]  但是最重要的是什麼呢
[00:14:48.000 --> 00:14:50.000]  我們有一些時間回來
[00:14:50.000 --> 00:14:52.000]  但是去親近我們的神
[00:14:52.000 --> 00:14:55.000]  所以原來安息是做什麼呢
[00:14:55.000 --> 00:14:58.000]  你還沒記23章的第三節
[00:14:58.000 --> 00:15:00.000]  他說六天要做工
[00:15:00.000 --> 00:15:03.000]  第七天是聖安息日
[00:15:03.000 --> 00:15:05.000]  當有聖會
[00:15:05.000 --> 00:15:08.000]  你們什麼工都不可做
[00:15:08.000 --> 00:15:10.000]  這是在你們一切的住處
[00:15:10.000 --> 00:15:13.000]  向耶穌守的安息日
[00:15:13.000 --> 00:15:15.000]  原來他們是會有聖會
[00:15:15.000 --> 00:15:17.000]  他們是要聚會的
[00:15:17.000 --> 00:15:19.000]  如果不守安息日
[00:15:19.000 --> 00:15:21.000]  其實是很嚴重的
[00:15:21.000 --> 00:15:23.000]  但是今天我們是完全不會覺得
[00:15:23.000 --> 00:15:24.000]  不是那麼嚴重 是吧
[00:15:24.000 --> 00:15:26.000]  所以你們要守安息日
[00:15:26.000 --> 00:15:27.000]  以為聖日
[00:15:27.000 --> 00:15:28.000]  凡干犯這日
[00:15:28.000 --> 00:15:31.000]  必要把他致死
[00:15:31.000 --> 00:15:33.000]  凡在這日做工的
[00:15:33.000 --> 00:15:35.000]  必從民眾剪除
[00:15:35.000 --> 00:15:36.000]  所以你看不看到
[00:15:36.000 --> 00:15:38.000]  原來很多人害怕
[00:15:38.000 --> 00:15:40.000]  如果你做事的時候
[00:15:40.000 --> 00:15:41.000]  在安息日
[00:15:41.000 --> 00:15:43.000]  是要面對死亡
[00:15:43.000 --> 00:15:46.000]  我想我們完全不會有這個意識
[00:15:46.000 --> 00:15:47.000]  不是吧
[00:15:47.000 --> 00:15:51.000]  就是做事都要死
[00:15:51.000 --> 00:15:52.000]  那一會我們都會探討
[00:15:52.000 --> 00:15:54.000]  究竟是不是一定要在星期天
[00:15:54.000 --> 00:15:55.000]  帶他去做安息日
[00:15:55.000 --> 00:15:58.000]  但是一個很基本的原則就是
[00:15:58.000 --> 00:16:00.000]  我們有沒有好好地親近神呢
[00:16:00.000 --> 00:16:02.000]  那除了親近神之外
[00:16:02.000 --> 00:16:03.000]  就是什麼呢
[00:16:03.000 --> 00:16:06.000]  就是跟自己的家人的關係
[00:16:06.000 --> 00:16:08.000]  我不知道我在外面有沒有做爸爸的
[00:16:08.000 --> 00:16:10.000]  會不會有時候
[00:16:10.000 --> 00:16:12.000]  我們是很忙工作
[00:16:12.000 --> 00:16:14.000]  回到家很疲累
[00:16:14.000 --> 00:16:15.000]  但是我們家裏面
[00:16:15.000 --> 00:16:18.000]  太多的熟悉的陌生人
[00:16:18.000 --> 00:16:20.000]  意思就是他們什麼呢
[00:16:20.000 --> 00:16:22.000]  好像照見口萬見面
[00:16:22.000 --> 00:16:24.000]  我們在一個倭居裏面
[00:16:24.000 --> 00:16:25.000]  可能是三四百尺
[00:16:25.000 --> 00:16:26.000]  或者五六百尺
[00:16:26.000 --> 00:16:27.000]  那已經很好了
[00:16:27.000 --> 00:16:28.000]  在香港這樣的地方
[00:16:28.000 --> 00:16:30.000]  好了 大家都可以見到面
