
[00:00:00.000 --> 00:00:02.960]  我們再一次安靜我們的心靈
[00:01:52.760 --> 00:01:56.340]  其實可以說是一個語重心長的
[00:01:56.340 --> 00:01:58.520]  充滿智慧的勸告
[00:01:58.520 --> 00:02:01.340]  因為主希望我們能夠領受
[00:02:01.340 --> 00:02:03.840]  能夠領會
[00:02:03.840 --> 00:02:06.020]  不要像這個少年的官
[00:02:06.020 --> 00:02:08.760]  失去了神的祝福
[00:02:08.760 --> 00:02:11.260]  但是也可以說是一個很緊張的
[00:02:11.260 --> 00:02:13.520]  很緊張的感嘆
[00:02:13.520 --> 00:02:18.260]  因為這個少年的官本來是很近的
[00:02:18.260 --> 00:02:20.100]  就只差一步
[00:02:20.100 --> 00:02:23.220]  可惜他沒有把握最後那一步
[00:02:23.220 --> 00:02:28.880]  就失去了神本來很希望他所得的祝福
[00:02:28.880 --> 00:02:30.680]  神是一位賜福的上帝
[00:02:30.680 --> 00:02:35.140]  我們中國人經常都說福字
[00:02:35.140 --> 00:02:40.100]  真的再沒有得好過說到
[00:02:40.100 --> 00:02:42.760]  上帝是一位賜福的上帝
[00:02:42.760 --> 00:02:46.100]  從舊約在《摩西五經》開始
[00:02:46.100 --> 00:02:52.980]  神就已經很清楚地說明祂是賜福的上帝
[00:02:52.980 --> 00:02:58.100]  一直以來我們看到到新約的時候
[00:02:58.100 --> 00:03:00.220]  以八福為主
[00:03:00.220 --> 00:03:05.060]  以天上屬靈的福氣來成為一個題目
[00:03:05.060 --> 00:03:08.140]  告訴我們上帝是一位賜福的上帝
[00:03:08.140 --> 00:03:09.640]  但是能不能得到福呢
[00:03:09.640 --> 00:03:11.840]  是需要我們去接受
[00:03:11.840 --> 00:03:14.020]  需要我們去領受的
[00:03:14.020 --> 00:03:17.400]  我們今天從少年的官
[00:03:17.400 --> 00:03:20.480]  這段我們應該不會陌生地記載
[00:03:20.480 --> 00:03:22.100]  重新思考一下
[00:03:22.100 --> 00:03:25.180]  究竟怎樣才能夠避免
[00:03:25.180 --> 00:03:27.760]  好像少年的官一樣
[00:03:27.760 --> 00:03:31.060]  本來是蒙福的
[00:03:31.060 --> 00:03:35.400]  卻是最後把握不到最重要的機會
[00:03:35.400 --> 00:03:37.940]  以致我們能夠得到借鏡
[00:03:37.940 --> 00:03:41.360]  我們能夠更進一步
[00:03:41.360 --> 00:03:43.560]  我們在《路交方》十八章
[00:03:43.560 --> 00:03:46.860]  由十八節至三十節就是這段記載
[00:03:46.860 --> 00:03:51.520]  我們慢慢地讀完這段經文
[00:03:51.520 --> 00:03:54.560]  大家一起留意聖經裡面
[00:03:54.560 --> 00:03:57.980]  特別是主耶穌提醒我們的說話
[00:03:57.980 --> 00:04:00.440]  《路交方》十八章第十八節
[00:04:00.440 --> 00:04:02.320]  我們同聲讀出
[00:04:02.320 --> 00:04:05.700]  有一個官問耶穌說
[00:04:05.700 --> 00:04:07.440]  良善的夫子
[00:04:07.440 --> 00:04:09.820]  我該做什麼事
[00:04:09.820 --> 00:04:12.780]  才可以承受永生
[00:04:12.780 --> 00:04:14.560]  耶穌對他說
[00:04:14.560 --> 00:04:18.140]  你為什麼稱我是良善的
[00:04:18.140 --> 00:04:20.820]  除了上帝一位以外
[00:04:20.820 --> 00:04:23.600]  再沒有良善的
[00:04:23.600 --> 00:04:25.820]  誡命你是曉得的
[00:04:25.820 --> 00:04:28.820]  不可姦淫 不可殺人
[00:04:28.820 --> 00:04:32.780]  不可偷渡 不可作假見證
[00:04:32.780 --> 00:04:36.360]  當孝敬父母
[00:04:36.360 --> 00:04:37.680]  那人說
[00:04:37.680 --> 00:04:41.780]  這一切我從小都遵守了
[00:04:41.780 --> 00:04:44.600]  耶穌聽見了就說
[00:04:44.600 --> 00:04:46.940]  你還缺少一件
[00:04:46.940 --> 00:04:51.560]  要變賣你一切所有的分級窮人
[00:04:51.560 --> 00:04:54.680]  就必有財寶在天上
[00:04:54.680 --> 00:04:58.260]  你還熱來跟從我
[00:04:58.260 --> 00:05:00.360]  他聽見者說
[00:05:00.360 --> 00:05:01.940]  就甚憂愁
[00:05:01.940 --> 00:05:04.640]  因為他肯付諸
[00:05:04.640 --> 00:05:08.060]  在這裡《路交方》沒有記載
[00:05:08.060 --> 00:05:10.940]  但是馬太和馬可就記載
[00:05:10.940 --> 00:05:14.560]  當時他甚憂愁的時候就離開了
[00:05:14.560 --> 00:05:16.980]  所以他就走了
[00:05:16.980 --> 00:05:18.900]  所以在這裡他就離開了
[00:05:18.900 --> 00:05:20.980]  然後耶穌就感嘆
[00:05:20.980 --> 00:05:22.480]  當他離開了之後
[00:05:22.480 --> 00:05:25.820]  看見他就有以下繼續的說話
[00:05:25.820 --> 00:05:28.060]  24節請讀
[00:05:28.060 --> 00:05:29.900]  耶穌看見他
[00:05:29.900 --> 00:05:46.140]  聽見的人說這樣
[00:05:46.140 --> 00:05:48.400]  誰能得救
[00:05:48.400 --> 00:05:49.600]  耶穌說
[00:05:49.600 --> 00:05:51.940]  在人所不能的事
[00:05:51.940 --> 00:05:54.940]  在上帝卻能
[00:05:54.940 --> 00:05:56.100]  彼得說
[00:05:56.100 --> 00:06:02.260]  看啊 我們已經撇下自己所有的跟從理了
[00:06:02.260 --> 00:06:03.260]  耶穌說
[00:06:03.260 --> 00:06:06.180]  我實在告訴你們
[00:06:06.180 --> 00:06:09.800]  人為上帝的國撇下房屋
[00:06:09.800 --> 00:06:14.800]  或是妻子 弟兄 父母 兒女
[00:06:14.800 --> 00:06:18.340]  沒有在今世不得百倍
[00:06:18.340 --> 00:06:25.600]  在來世不得永生
[00:06:25.600 --> 00:06:27.300]  我們很明顯看見這裡是
[00:06:27.300 --> 00:06:30.600]  上帝要賜福給世人
[00:06:30.600 --> 00:06:33.840]  他說沒有在今世不得百倍
[00:06:33.840 --> 00:06:35.300]  說得真好
[00:06:35.300 --> 00:06:37.180]  然後最重要這句
[00:06:37.180 --> 00:06:39.980]  就是跟我們上次所說的有關係
[00:06:39.980 --> 00:06:42.220]  在來世
[00:06:42.220 --> 00:06:43.380]  什麼
[00:06:43.380 --> 00:06:46.680]  在來世必得
[00:06:46.680 --> 00:06:51.720]  沒有在來世不得永生的
[00:06:51.720 --> 00:06:54.720]  所以這裡就是來世必得永生
[00:06:54.720 --> 00:06:57.140]  所以這個來世就指我們將來
[00:06:57.140 --> 00:06:59.340]  在我們今生完了之後
[00:06:59.340 --> 00:07:02.380]  要進入一個我們真正的
[00:07:02.380 --> 00:07:05.300]  神為我們預備的永恆的來世
[00:07:05.300 --> 00:07:06.600]  所以在這裡我們看見
[00:07:06.600 --> 00:07:10.260]  上帝很希望我們今生蒙福
[00:07:10.260 --> 00:07:15.020]  更重要的就是來世得永恆的祝福
[00:07:15.020 --> 00:07:17.920]  在這個故事裡面
[00:07:17.920 --> 00:07:21.220]  我們看見在三本福音書都有記
[00:07:21.220 --> 00:07:23.420]  可見是一個很特別
[00:07:23.420 --> 00:07:26.140]  也很重要的一個記載
[00:07:26.140 --> 00:07:29.000]  馬可記載這個人
[00:07:29.000 --> 00:07:31.500]  是說他產業很多
[00:07:31.500 --> 00:07:33.340]  就是說他有很多錢
[00:07:33.340 --> 00:07:36.720]  所以就是將他的特色說出來
[00:07:36.720 --> 00:07:38.720]  他是很多的產業
[00:07:38.720 --> 00:07:40.880]  很多錢的一個人
[00:07:40.880 --> 00:07:43.000]  馬太記載他的年紀
[00:07:43.000 --> 00:07:45.640]  說他是一個年輕的人
[00:07:45.640 --> 00:07:48.500]  所以是一個少年
[00:07:48.500 --> 00:07:50.600]  就是馬太的形容
[00:07:50.600 --> 00:07:51.540]  而路加呢
[00:07:51.540 --> 00:07:56.300]  大家剛剛有沒有留意路加形容他是什麼
[00:07:56.300 --> 00:07:57.300]  一開始的時候
[00:07:57.300 --> 00:08:01.120]  他說有一個官來問耶穌
[00:08:01.120 --> 00:08:03.300]  所以他沒有記載他的年紀
[00:08:03.300 --> 00:08:04.720]  但是後來就記載了
[00:08:04.720 --> 00:08:06.500]  當然因為他產業很多
[00:08:06.500 --> 00:08:07.800]  很富足
[00:08:07.800 --> 00:08:11.260]  但是在這裡主要就是說他很有權勢
[00:08:11.260 --> 00:08:13.760]  他說有一個官很有權勢
[00:08:13.760 --> 00:08:16.500]  所以我們看見是很多人羨慕的
[00:08:16.500 --> 00:08:17.540]  你們羨慕嗎
[00:08:17.540 --> 00:08:21.040]  很多時候我們新年聽到很多人祝福的說話
[00:08:21.040 --> 00:08:22.800]  因為不是就有錢
[00:08:22.800 --> 00:08:23.760]  有健康
[00:08:23.760 --> 00:08:25.220]  年輕
[00:08:25.220 --> 00:08:27.260]  然後什麼呢
[00:08:27.260 --> 00:08:29.180]  步步高陞
[00:08:29.180 --> 00:08:31.000]  就是有權勢
[00:08:31.000 --> 00:08:34.340]  三樣東西集合在一起在這個人的身上
[00:08:34.340 --> 00:08:35.340]  又有健康
[00:08:35.340 --> 00:08:36.260]  又有錢
[00:08:36.260 --> 00:08:38.000]  又有權勢
[00:08:38.000 --> 00:08:38.800]  又年輕
[00:08:38.800 --> 00:08:40.300]  充滿前途
[00:08:40.300 --> 00:08:43.580]  你說多麼好呢
[00:08:43.580 --> 00:08:48.380]  但是很可惜這個原來只不過是地上的福
[00:08:48.380 --> 00:08:51.160]  而事實上還未可以進到福的範圍
[00:08:51.160 --> 00:08:56.200]  因為還未為神特別加僧所賜予
[00:08:56.200 --> 00:09:01.120]  大家有沒有聽過一個人的名字叫Mark Zuckerberg
[00:09:01.120 --> 00:09:02.080]  知不知道是誰
[00:09:02.080 --> 00:09:02.840]  Mark Zuckerberg
[00:09:02.840 --> 00:09:04.120]  是誰
[00:09:04.120 --> 00:09:07.080]  Facebook創辦人
[00:09:07.080 --> 00:09:08.380]  Facebook創辦人
[00:09:08.380 --> 00:09:11.000]  你羨慕他嗎
[00:09:11.000 --> 00:09:12.960]  他20歲了
[00:09:12.960 --> 00:09:16.960]  20歲就開始創立了Facebook
[00:09:16.960 --> 00:09:19.800]  今天就成立了Meta
[00:09:19.800 --> 00:09:24.080]  所以在20歲的時候
[00:09:24.080 --> 00:09:26.160]  就已經充滿了
[00:09:26.160 --> 00:09:28.700]  真的錢財權勢
[00:09:28.700 --> 00:09:30.160]  大好前途
[00:09:30.160 --> 00:09:32.380]  到現在40歲以下
[00:09:32.380 --> 00:09:34.800]  你知不知道他身家有多少
[00:09:34.800 --> 00:09:40.160]  有162個billion
[00:09:40.160 --> 00:09:44.540]  真的是家財萬貫
[00:09:44.540 --> 00:09:46.380]  他太太是中國人
[00:09:46.380 --> 00:09:54.300]  我們看到真的有一個有權有勢
[00:09:54.300 --> 00:09:56.460]  有錢有青春的人
[00:09:56.460 --> 00:10:00.260]  這個真的是讓很多人都羨慕的
[00:10:00.260 --> 00:10:02.500]  有一個這樣的人
[00:10:02.500 --> 00:10:06.640]  但是我們發覺在這個少年的官身上
[00:10:06.640 --> 00:10:11.000]  我們看到真的好像Mark Zuckerberg那樣
[00:10:11.000 --> 00:10:14.000]  那麼年輕那麼多錢那麼有權勢
[00:10:14.000 --> 00:10:16.880]  還有很多事情就是
[00:10:16.880 --> 00:10:19.200]  他是一個好人
[00:10:19.200 --> 00:10:20.460]  他道德很好
[00:10:20.460 --> 00:10:21.120]  為什麼呢
[00:10:21.120 --> 00:10:22.160]  剛剛大家留意到
[00:10:22.160 --> 00:10:25.260]  他說循小就是什麼
[00:10:25.260 --> 00:10:29.660]  循小就是遵行神的誡命
[00:10:29.660 --> 00:10:31.840]  所以他是一個猶太人
[00:10:31.840 --> 00:10:38.420]  也是很認真去做一個有品德
[00:10:38.420 --> 00:10:40.260]  有高尚的人生
[00:10:40.260 --> 00:10:42.760]  所以在《馬可福音》記載
[00:10:42.760 --> 00:10:45.220]  當耶穌看見他的時候
[00:10:45.220 --> 00:10:47.600]  馬可形容得很好
[00:10:47.600 --> 00:10:52.640]  就是耶穌看見他就什麼
[00:10:52.640 --> 00:10:53.980]  就愛他
[00:10:53.980 --> 00:10:56.380]  所以耶穌真的很希望
[00:10:56.380 --> 00:10:57.520]  很愛他
[00:10:57.520 --> 00:10:59.760]  一個這麼好的年輕人
[00:10:59.760 --> 00:11:01.260]  一個這麼好的
[00:11:01.260 --> 00:11:03.300]  很有潛質的人
[00:11:03.300 --> 00:11:06.180]  耶穌看見他就愛他
[00:11:06.180 --> 00:11:08.600]  但是耶穌希望他能夠
[00:11:08.600 --> 00:11:12.020]  不只是因為他現在所擁有的這一切
[00:11:12.020 --> 00:11:13.480]  就以此為滿足
[00:11:13.480 --> 00:11:17.260]  神要的是將更好的給他
[00:11:17.260 --> 00:11:18.520]  所以很可惜的就是
[00:11:18.520 --> 00:11:19.720]  剛剛我們讀到
[00:11:19.720 --> 00:11:23.480]  當耶穌給他一個挑戰的時候
[00:11:23.480 --> 00:11:25.180]  他沒有領受
[00:11:25.180 --> 00:11:27.180]  結果他離開了
[00:11:27.180 --> 00:11:28.940]  這個就是最大的可惜
[00:11:28.940 --> 00:11:30.560]  最嚴重的就是這裡
[00:11:30.560 --> 00:11:32.220]  這麼好的一個年輕人
[00:11:32.220 --> 00:11:34.520]  這麼有潛質的年輕人
[00:11:34.520 --> 00:11:35.860]  神這麼愛他
[00:11:35.860 --> 00:11:39.020]  這麼希望他能夠得到真正的福氣
[00:11:39.020 --> 00:11:41.940]  很可惜他在中間的時候
[00:11:41.940 --> 00:11:43.560]  沒有領受
[00:11:43.560 --> 00:11:45.100]  聽了一半
[00:11:45.100 --> 00:11:46.760]  沒有真正領受
[00:11:46.760 --> 00:11:47.860]  聽了一半
[00:11:47.860 --> 00:11:49.220]  沒有聽進去
[00:11:49.220 --> 00:11:50.520]  聽了一半
[00:11:50.520 --> 00:11:53.180]  沒有改變他的人生
[00:11:53.180 --> 00:11:54.680]  走一個新的方向
[00:11:54.680 --> 00:11:56.800]  結果他就失去了
[00:11:56.800 --> 00:12:01.180]  神給他希望所得的真正的福氣
[00:12:01.180 --> 00:12:02.260]  求神也幫助我們
[00:12:02.260 --> 00:12:04.480]  今天我們在這個世界上
[00:12:04.480 --> 00:12:06.300]  究竟我們追求什麼
[00:12:06.300 --> 00:12:07.680]  上帝要我們得什麼
[00:12:07.680 --> 00:12:09.300]  神很愛我們
[00:12:09.300 --> 00:12:11.860]  神願意的是將更好的
[00:12:11.860 --> 00:12:14.060]  不單止是地福
[00:12:14.060 --> 00:12:16.940]  祂要我們所得的是天福
[00:12:16.940 --> 00:12:19.560]  要我們所得的是更好的福氣
[00:12:19.560 --> 00:12:21.360]  所以今天我們來看看
[00:12:21.360 --> 00:12:23.020]  究竟這個少年人
[00:12:23.020 --> 00:12:25.180]  在哪裡出了問題
[00:12:25.180 --> 00:12:26.600]  以致我們能夠避免
[00:12:26.600 --> 00:12:30.520]  相反我們能夠可以去效法
[00:12:30.520 --> 00:12:32.180]  一個新的方向
[00:12:32.180 --> 00:12:35.900]  以致我們能夠得到神真正的福氣
[00:12:35.900 --> 00:12:38.980]  其實當我這次再讀這段經文的時候
[00:12:38.980 --> 00:12:41.020]  這個很熟悉的故事
[00:12:41.020 --> 00:12:43.520]  也看過不同的參考書
[00:12:43.520 --> 00:12:46.140]  我這次讀的時候
[00:12:46.140 --> 00:12:48.320]  就留意到在第一句開始
[00:12:48.320 --> 00:12:50.780]  其實問題就出現了
[00:12:50.780 --> 00:12:53.440]  所以今天我跟大家去思想
[00:12:53.440 --> 00:12:54.520]  有這三方面
[00:12:54.520 --> 00:12:56.520]  都是從他第一句說話
[00:12:56.520 --> 00:12:57.700]  就是他一開始
[00:12:57.700 --> 00:12:59.820]  跟耶穌所說的說話開始
[00:12:59.820 --> 00:13:05.200]  就已經表達出其中的問題在哪裡
[00:13:05.200 --> 00:13:09.280]  一開始他說有一個官來問耶穌說
[00:13:09.280 --> 00:13:10.780]  在他這個說話裡面
[00:13:10.780 --> 00:13:14.120]  我們就看見有三個要點
[00:13:14.120 --> 00:13:15.120]  第一個
[00:13:15.120 --> 00:13:18.080]  他稱耶穌為量善的夫子
[00:13:18.080 --> 00:13:23.040]  在量善上來斟酌
[00:13:23.040 --> 00:13:26.620]  第二個就是他說我該做什麼
[00:13:26.620 --> 00:13:28.540]  就是在他人生的方向裡
[00:13:28.540 --> 00:13:31.280]  要做些什麼來斟酌
[00:13:31.280 --> 00:13:32.280]  然後第三
[00:13:32.280 --> 00:13:35.120]  他希望要得到的一個結果
[00:13:35.120 --> 00:13:37.940]  去尋求的一件事就是永生
[00:13:37.940 --> 00:13:40.200]  怎樣才能得到呢
[00:13:40.200 --> 00:13:41.880]  所以在這三樣東西裡面
[00:13:41.880 --> 00:13:44.000]  其實就出了一些問題
[00:13:44.000 --> 00:13:46.420]  以致他失去了
[00:13:46.420 --> 00:13:47.700]  真的很緊張
[00:13:47.700 --> 00:13:50.740]  失去了神要他所得的東西
[00:13:50.740 --> 00:13:54.240]  所以我們今天就用正面的題目
[00:13:54.240 --> 00:13:56.660]  雖然是一個反面的提醒
[00:13:56.660 --> 00:13:59.120]  正面的我們應該怎樣來
[00:13:59.120 --> 00:14:01.620]  不要像一個少年的官那樣
[00:14:01.620 --> 00:14:02.160]  第一
[00:14:02.160 --> 00:14:06.920]  我們需要明白真正的善和惡
[00:14:06.920 --> 00:14:09.500]  留意他跟耶穌說
[00:14:09.500 --> 00:14:10.880]  他說量善的夫子
[00:14:10.880 --> 00:14:14.300]  我該做什麼事才可以承受永生呢
[00:14:14.300 --> 00:14:16.220]  耶穌答他的話是
[00:14:16.220 --> 00:14:17.680]  耶穌對他說
[00:14:17.680 --> 00:14:20.920]  你為什麼稱我是量善的
[00:14:20.920 --> 00:14:23.500]  除了上帝一位之外
[00:14:23.500 --> 00:14:25.960]  再沒有量善的
[00:14:25.960 --> 00:14:27.340]  所以在這個問題上面
[00:14:27.340 --> 00:14:29.840]  原來他很希望在人間裡面
[00:14:29.840 --> 00:14:30.840]  尋求量善
[00:14:30.840 --> 00:14:36.040]  所以他稱耶穌為量善的夫子
[00:14:36.040 --> 00:14:39.040]  當然他不是認識到耶穌是神的身份
[00:14:39.040 --> 00:14:41.040]  因為耶穌後面這裡說得很清楚了
[00:14:41.040 --> 00:14:42.380]  他說除了神之外
[00:14:42.380 --> 00:14:44.300]  沒有再是量善的
[00:14:44.300 --> 00:14:46.920]  如果你當我是神就對了
[00:14:46.920 --> 00:14:51.880]  可惜你不是真正認識量善的源頭
[00:14:51.880 --> 00:14:53.460]  所以這個少年官的想法
[00:14:53.460 --> 00:14:57.840]  可能他是希望找一位完美的人
[00:14:57.840 --> 00:15:00.620]  或者是一位老師
[00:15:00.620 --> 00:15:02.540]  一位大師
[00:15:02.540 --> 00:15:04.840]  所以今天很多人都追求
[00:15:04.840 --> 00:15:07.540]  去尋道找一位大師
[00:15:07.540 --> 00:15:10.300]  去指點他迷津等等
[00:15:10.300 --> 00:15:11.380]  來解決
[00:15:11.380 --> 00:15:13.340]  雖然他那麼有錢那麼有財勢
[00:15:13.340 --> 00:15:14.460]  那麼有前途
[00:15:14.460 --> 00:15:17.220]  但是他心裡面仍然有一份空缺
[00:15:17.220 --> 00:15:18.640]  有一份空虛
[00:15:18.640 --> 00:15:20.680]  所以他覺得未足夠
[00:15:20.680 --> 00:15:23.460]  以致他來問耶穌
[00:15:23.460 --> 00:15:25.880]  所以他希望找到一位大師
[00:15:25.880 --> 00:15:26.760]  一位老師
[00:15:26.760 --> 00:15:28.800]  一位完美的人
[00:15:28.800 --> 00:15:33.380]  他可以尋求一個永恆真正人生的意義
[00:15:33.380 --> 00:15:37.180]  這個真的表達出我們世人的心
[00:15:37.180 --> 00:15:39.600]  就算我們有了多少多少物質的東西
[00:15:39.600 --> 00:15:42.840]  永遠裡面仍然有一個空虛
[00:15:42.840 --> 00:15:44.040]  我們如果沒有了神
[00:15:44.040 --> 00:15:48.040]  沒有辦法能夠填滿裡面的人的空洞
[00:15:48.040 --> 00:15:50.220]  所以就算他那麼有前途
[00:15:50.220 --> 00:15:51.180]  那麼有權勢
[00:15:51.180 --> 00:15:52.920]  那麼有錢的少年官
[00:15:52.920 --> 00:15:56.880]  他來到耶穌面前求道
[00:15:56.880 --> 00:15:58.640]  尋求高人
[00:15:58.640 --> 00:16:05.380]  他認為怎樣來解決這個善惡的問題
[00:16:05.380 --> 00:16:08.380]  很明顯可能他發覺自己仍然有點惡
[00:16:08.380 --> 00:16:12.340]  仍然有時候被罪惡捆綁
[00:16:12.340 --> 00:16:16.000]  而未能夠突破一個真善美
[00:16:16.000 --> 00:16:18.300]  尋求到這樣的人生
[00:16:18.300 --> 00:16:21.380]  所以他心裡面有一個問題
[00:16:21.380 --> 00:16:22.960]  有一個空虛
[00:16:22.960 --> 00:16:25.880]  有一個需要
[00:16:25.880 --> 00:16:29.540]  但是他未能夠真正認識到真理
[00:16:29.540 --> 00:16:33.120]  也未能夠明白主耶穌能夠給他的東西
[00:16:33.120 --> 00:16:34.420]  所以耶穌告訴他
[00:16:34.420 --> 00:16:36.840]  他說你為什麼稱我為良善呢
[00:16:36.840 --> 00:16:38.340]  你要弄清楚
[00:16:38.340 --> 00:16:41.180]  你只要回到神的面前
[00:16:41.180 --> 00:16:43.920]  不是用人的方法能夠尋求善
[00:16:43.920 --> 00:16:45.180]  是回到神那裡
[00:16:45.180 --> 00:16:47.960]  才能夠過一個美善的人生
[00:16:47.960 --> 00:16:49.840]  這個就是福氣了
[00:16:49.840 --> 00:16:53.260]  這個只有神才能夠賜給我們
[00:16:53.260 --> 00:16:54.500]  頂尖門我們經常都聽到
[00:16:54.500 --> 00:16:56.340]  我們中國文化很多
[00:16:56.340 --> 00:16:59.960]  人之初 性本善
[00:16:59.960 --> 00:17:02.260]  究竟對不對呢
[00:17:02.260 --> 00:17:08.500]  人開始的時候是善還是惡的
[00:17:08.500 --> 00:17:13.840]  人之初是性本惡還是性本善
[00:17:13.840 --> 00:17:21.420]  你們說呢
[00:17:21.420 --> 00:17:23.500]  沒錯 如果我了解聖經真理
[00:17:23.500 --> 00:17:27.180]  就明白到究竟從哪裏說是人之初
[00:17:27.180 --> 00:17:29.420]  從何時開始
[00:17:29.420 --> 00:17:31.920]  如果純粹說我們出生
[00:17:31.920 --> 00:17:34.500]  我們自己的人出生出來
[00:17:34.500 --> 00:17:36.300]  我們一開始的時候
[00:17:36.300 --> 00:17:37.680]  出生在這個世界
[00:17:37.680 --> 00:17:40.180]  我們的性本是甚麼
[00:17:40.180 --> 00:17:41.420]  本是惡的
[00:17:41.420 --> 00:17:43.040]  我們一出生在這個世界
[00:17:43.040 --> 00:17:45.380]  我們就帶著罪性
[00:17:45.380 --> 00:17:48.000]  所以如果我們知道人生一開始
[00:17:48.000 --> 00:17:51.960]  其實我們就有惡念在我們裏面
[00:17:51.960 --> 00:17:54.420]  有惡性在裏面 有罪性在裏面
[00:17:54.420 --> 00:17:56.300]  但如果你說人之初
[00:17:56.300 --> 00:18:01.080]  初到是神創造最初亞當夏娃的時候
[00:18:01.080 --> 00:18:04.160]  所以當神創造第一個人
[00:18:04.160 --> 00:18:06.840]  人之初 性本是甚麼
[00:18:06.840 --> 00:18:09.380]  性本是善的
[00:18:09.380 --> 00:18:12.220]  很可惜 當人犯罪之後
[00:18:12.220 --> 00:18:13.580]  罪進入這個世界
[00:18:13.580 --> 00:18:17.040]  從亞當開始就一直延續到我們今天
[00:18:17.040 --> 00:18:23.380]  所有世人 世人都在罪惡的裏面
[00:18:23.380 --> 00:18:25.220]  人之初我們一開始
[00:18:25.220 --> 00:18:29.540]  其實已經在這個罪的捆綁裏面
[00:18:29.540 --> 00:18:33.580]  所以我們需要耶穌奇妙的救人
[00:18:33.580 --> 00:18:36.660]  我們知道在詩篇裏面說得很清楚
[00:18:36.660 --> 00:18:38.300]  從舊約詩篇裏面說
[00:18:38.300 --> 00:18:41.000]  沒有一個二人 連一個都沒有
[00:18:41.000 --> 00:18:44.620]  所以當保羅去解釋關乎救恩的真理
[00:18:44.620 --> 00:18:46.080]  在羅馬書的時候
[00:18:46.080 --> 00:18:50.700]  他就再一次引用在舊約的智慧和真理
[00:18:50.700 --> 00:18:53.540]  告訴我們世人都犯了罪
[00:18:53.540 --> 00:18:55.340]  因為沒有一個二人
[00:18:55.340 --> 00:19:01.080]  連一個都沒有
[00:19:01.080 --> 00:19:03.880]  所以在保羅他自己的人生的經歷裏面
[00:19:03.880 --> 00:19:07.760]  他在「善與惡」有一個很精彩的形容
[00:19:07.760 --> 00:19:11.040]  在羅馬書「禪術救恩」裏面
[00:19:11.040 --> 00:19:14.760]  說明罪的權勢的影響
[00:19:14.760 --> 00:19:19.260]  所以在羅馬書第七章有一個非常精彩的描繪
[00:19:19.260 --> 00:19:20.620]  我們應該不會陌生的
[00:19:20.620 --> 00:19:22.380]  我們再找集一次 好嗎
[00:19:22.380 --> 00:19:23.300]  請聽我讀出
[00:19:23.300 --> 00:19:27.300]  他說:這樣看來 律法是聖潔的
[00:19:27.300 --> 00:19:33.380]  誡命也是聖潔 公義是良善的
[00:19:33.380 --> 00:19:37.180]  既然如此 那良善的是叫我死嗎?
[00:19:37.180 --> 00:19:38.500]  斷負不是
