
[00:00:00.000 --> 00:00:03.000]  即是說天國系列的時候
[00:02:12.000 --> 00:02:13.000]  他的獨生兒子
[00:02:13.000 --> 00:02:15.000]  在摩尼亞山
[00:02:15.000 --> 00:02:19.000]  就是耶路撒冷坐落的山頭
[00:02:19.000 --> 00:02:23.000]  獻上當作贖罪的祭物
[00:02:23.000 --> 00:02:28.000]  今天很快就會是撒冷節和復活節
[00:02:28.000 --> 00:02:31.000]  因此我想和大家思想
[00:02:31.000 --> 00:02:34.000]  有關耶穌的身份
[00:02:34.000 --> 00:02:35.000]  祂的權柄
[00:02:35.000 --> 00:02:38.000]  祂的受死和祂的復活
[00:02:38.000 --> 00:02:43.000]  今天我們先來看看祂的身份和祂的就職禮
[00:02:43.000 --> 00:02:48.000]  馬太福音一開始就記載了耶穌的族譜
[00:02:48.000 --> 00:02:50.000]  就向我們講明
[00:02:50.000 --> 00:02:54.000]  耶穌是大衛王的後裔
[00:02:54.000 --> 00:02:58.000]  又記載了有東方的星象家
[00:02:58.000 --> 00:03:00.000]  不遠千里而來
[00:03:00.000 --> 00:03:02.000]  來敬拜耶穌
[00:03:02.000 --> 00:03:04.000]  在當時的社會
[00:03:04.000 --> 00:03:07.000]  那些星象家都是有地位有權力的人
[00:03:07.000 --> 00:03:09.000]  藉著他們的口
[00:03:09.000 --> 00:03:11.000]  我們知道耶穌就是那位
[00:03:11.000 --> 00:03:15.000]  生下來要作猶太人的和
[00:03:15.000 --> 00:03:17.000]  耶穌就是作王
[00:03:17.000 --> 00:03:21.000]  事實上耶穌不單止要作猶太人的和
[00:03:21.000 --> 00:03:24.000]  他更加要作天國的君王
[00:03:24.000 --> 00:03:27.000]  不過即使是天國的君王
[00:03:27.000 --> 00:03:29.000]  都要由baby開始
[00:03:29.000 --> 00:03:31.000]  由小嬰兒開始慢慢吃奶
[00:03:31.000 --> 00:03:33.000]  慢慢成長
[00:03:33.000 --> 00:03:36.000]  今天的經文讓我們看到
[00:03:36.000 --> 00:03:39.000]  這位天國君王開始他的工作
[00:03:39.000 --> 00:03:44.000]  第一件事要做的就是就職禮
[00:03:44.000 --> 00:03:48.000]  如果是一般世上的國王就職
[00:03:48.000 --> 00:03:52.000]  必然是非常隆重的事
[00:03:52.000 --> 00:03:56.000]  又會邀請其他各國的總統、總理
[00:03:56.000 --> 00:04:00.000]  都一齊來參加就職禮
[00:04:00.000 --> 00:04:04.000]  但是這位天國君王的就職禮
[00:04:04.000 --> 00:04:08.000]  就只是有一些平民百姓
[00:04:08.000 --> 00:04:10.000]  一位主禮人
[00:04:10.000 --> 00:04:13.000]  施洗約翰在場
[00:04:13.000 --> 00:04:16.000]  不過在耶穌洗禮之後
[00:04:16.000 --> 00:04:20.000]  他是有創造天地的上帝
[00:04:20.000 --> 00:04:23.000]  為他的身份做見證
[00:04:23.000 --> 00:04:26.000]  讓我們一齊看今天這段經文
[00:04:26.000 --> 00:04:29.000]  在《馬達福音》第三章
[00:04:29.000 --> 00:04:31.000]  如果你蓋好聖經
[00:04:31.000 --> 00:04:32.000]  待會你打開
[00:04:32.000 --> 00:04:35.000]  我們要第一樣思想的就是
[00:04:35.000 --> 00:04:38.000]  耶穌為什麼要受洗呢?
[00:04:38.000 --> 00:04:42.000]  在耶穌洗禮之前的一段經文
[00:04:42.000 --> 00:04:46.000]  同樣是第三章第一節至第十二節
[00:04:46.000 --> 00:04:50.000]  記載到施洗約翰來到曠野
[00:04:50.000 --> 00:04:54.000]  他的宣稱就是天國近廟
[00:04:54.000 --> 00:04:58.000]  上帝快要開始掌權了
[00:04:58.000 --> 00:05:00.000]  他是會審判人的
[00:05:00.000 --> 00:05:04.000]  因此他就呼籲當時的人
[00:05:04.000 --> 00:05:06.000]  要承認他們的罪
[00:05:06.000 --> 00:05:09.000]  要完全改變他們的生活方式
[00:05:09.000 --> 00:05:12.000]  來接受洗禮
[00:05:12.000 --> 00:05:17.000]  表明他們是歡迎神的國的來臨
[00:05:17.000 --> 00:05:21.000]  如果他們要得到上帝的赦免
[00:05:21.000 --> 00:05:25.000]  就一定要改變他們的生活方式
[00:05:25.000 --> 00:05:30.000]  去證明他們是真心悔改
[00:05:30.000 --> 00:05:33.000]  約翰很清楚地表明
[00:05:33.000 --> 00:05:39.000]  他的洗禮只是另一個更重要的洗禮的前奏
[00:05:39.000 --> 00:05:42.000]  而施洗約翰本人
[00:05:42.000 --> 00:05:50.000]  他是期待一位比他更大更重要的人物來到
[00:05:50.000 --> 00:05:56.000]  那個人是會用上帝的靈為人施洗
[00:05:56.000 --> 00:06:01.000]  也會判斷人的生活行為
[00:06:01.000 --> 00:06:06.000]  看看他們是否真正屬於上帝
[00:06:06.000 --> 00:06:12.000]  耶穌故意來找約翰為他洗禮
[00:06:12.000 --> 00:06:19.000]  我們知道耶穌是那位天國的君王
[00:06:19.000 --> 00:06:23.000]  他反而要求約翰為他洗禮
[00:06:23.000 --> 00:06:26.000]  我們可能會覺得奇怪
[00:06:26.000 --> 00:06:31.000]  剛剛說過施洗約翰的洗禮
[00:06:31.000 --> 00:06:34.000]  是由於人是做人
[00:06:34.000 --> 00:06:38.000]  是需要悔改和上帝的赦罪
[00:06:38.000 --> 00:06:40.000]  我們就會很詫異
[00:06:40.000 --> 00:06:45.000]  為什麼耶穌要接受約翰的洗禮呢?
[00:06:45.000 --> 00:06:50.000]  其實施洗約翰當時也很困惑
[00:06:50.000 --> 00:06:54.000]  他對耶穌的行動即時提出意見
[00:06:54.000 --> 00:06:56.000]  他試圖改變耶穌的主意
[00:06:56.000 --> 00:06:58.000]  他說我應該受你的洗禮
[00:06:58.000 --> 00:07:02.000]  為什麼你反而來找我呢?
[00:07:02.000 --> 00:07:05.000]  為什麼上帝的兒子
[00:07:05.000 --> 00:07:08.000]  無罪的耶穌天國的君王
[00:07:08.000 --> 00:07:12.000]  要接受一個畏罪悔改的洗禮呢?
[00:07:12.000 --> 00:07:15.000]  耶穌在第十五節就答覆了這個問題
[00:07:15.000 --> 00:07:18.000]  他說現在就這樣做吧
[00:07:18.000 --> 00:07:23.000]  因為這樣做是實行上帝的要求
[00:07:23.000 --> 00:07:28.000]  可能約翰仍然不太理解他的意思
[00:07:28.000 --> 00:07:32.000]  但是他終於答應為耶穌洗禮
[00:07:32.000 --> 00:07:35.000]  可能我們也不太明白
[00:07:35.000 --> 00:07:37.000]  但是在耶穌洗禮之後
[00:07:37.000 --> 00:07:40.000]  兩件不平凡的事發生了
[00:07:40.000 --> 00:07:45.000]  就是聖靈像甲子降下在耶穌身上
[00:07:45.000 --> 00:07:48.000]  還有從天上來的聲音
[00:07:48.000 --> 00:07:52.000]  我們會看這兩件事
[00:07:52.000 --> 00:07:55.000]  我想稍為解釋一下今天的經文
[00:07:55.000 --> 00:07:57.000]  三章十六節
[00:07:57.000 --> 00:08:01.000]  那裡說耶穌一受了洗
[00:08:01.000 --> 00:08:03.000]  從水裡出來
[00:08:03.000 --> 00:08:05.000]  或者和合本的翻譯
[00:08:05.000 --> 00:08:07.000]  就說耶穌受了洗
[00:08:07.000 --> 00:08:10.000]  隨即從水裡上來
[00:08:10.000 --> 00:08:16.000]  有很多堅持洗禮一定要全身浸入水裡的人
[00:08:16.000 --> 00:08:19.000]  會用這句經文來作為證據之一
[00:08:19.000 --> 00:08:21.000]  支持他們的看法
[00:08:21.000 --> 00:08:24.000]  認為全身浸入水裡
[00:08:24.000 --> 00:08:27.000]  才是合乎聖經的洗禮
[00:08:27.000 --> 00:08:32.000]  因為耶穌接受洗禮的時候也是這樣的
[00:08:32.000 --> 00:08:37.000]  事實上從水裡上來這句話
[00:08:37.000 --> 00:08:41.000]  有兩個合理的解釋
[00:08:41.000 --> 00:08:46.000]  第一個當然是說耶穌全人浸入水裡
[00:08:46.000 --> 00:08:48.000]  然後從水裡上來
[00:08:48.000 --> 00:08:51.000]  很簡單 從水裡上來 合理
[00:08:51.000 --> 00:08:53.000]  但是有另外一個解釋同樣合理
[00:08:53.000 --> 00:08:59.000]  就是說當時約翰是在約旦河中間為人施洗
[00:08:59.000 --> 00:09:02.000]  那耶穌要去接受他的施洗
[00:09:02.000 --> 00:09:07.000]  首先要從岸邊走到約旦河受他施洗
[00:09:07.000 --> 00:09:10.000]  那約翰怎樣為他施洗我們不知道
[00:09:10.000 --> 00:09:12.000]  可能整個人浸進去
[00:09:12.000 --> 00:09:16.000]  也可能在河裡拿些水灑在他的頭上
[00:09:16.000 --> 00:09:18.000]  我們不知道
[00:09:18.000 --> 00:09:22.000]  然後耶穌離開約翰
[00:09:22.000 --> 00:09:25.000]  就從河邊走上岸
[00:09:25.000 --> 00:09:29.000]  用中文怎樣形容呢
[00:09:29.000 --> 00:09:32.000]  從水裡出來
[00:09:32.000 --> 00:09:36.000]  從河中間的水中間走上岸也是從水裡出來
[00:09:36.000 --> 00:09:42.000]  所以這個解釋仍然是合乎文字的描寫
[00:09:42.000 --> 00:09:44.000]  所以從文字的意義來看
[00:09:44.000 --> 00:09:46.000]  兩個解釋都合理
[00:09:46.000 --> 00:09:48.000]  但是哪一個比較可取呢
[00:09:48.000 --> 00:09:51.000]  我認為是第二個解釋比較可取
[00:09:51.000 --> 00:09:55.000]  就是耶穌從河中間走上岸邊
[00:09:55.000 --> 00:09:56.000]  為什麼呢
[00:09:56.000 --> 00:10:00.000]  因為和合本還有兩個字「隨即」
[00:10:00.000 --> 00:10:03.000]  在希臘文聖經只有一個字
[00:10:03.000 --> 00:10:07.000]  一般翻譯為「立刻」
[00:10:07.000 --> 00:10:12.000]  如果耶穌是整個人浸進水裡
[00:10:12.000 --> 00:10:17.000]  其實不用說也是立刻從水裡出來
[00:10:17.000 --> 00:10:21.000]  如果有人看過洗禮的話就知道
[00:10:21.000 --> 00:10:24.000]  我想約翰也沒理由按住耶穌在水裡
[00:10:24.000 --> 00:10:27.000]  等幾秒鐘才等他出來
[00:10:27.000 --> 00:10:30.000]  如果要全身浸進水裡那些一定是馬上出來的
[00:10:30.000 --> 00:10:34.000]  所以如果再說立刻就有點多餘
[00:10:34.000 --> 00:10:36.000]  這兩個字有點多餘
[00:10:36.000 --> 00:10:40.000]  今天我不是想跟大家辯論洗禮的儀式問題
[00:10:40.000 --> 00:10:44.000]  事實上用水洗禮的儀式不是最重要的
[00:10:44.000 --> 00:10:48.000]  更加重要的是聖靈的洗禮
[00:10:48.000 --> 00:10:50.000]  當耶穌洗禮之後
[00:10:50.000 --> 00:10:51.000]  聖經就說
[00:10:51.000 --> 00:10:59.000]  「天開了,他看見上帝的靈好像甲子降下來,落在他身上」
[00:10:59.000 --> 00:11:03.000]  聖靈從天上降落耶穌的身上
[00:11:03.000 --> 00:11:07.000]  其實是象徵聖靈的高門
[00:11:07.000 --> 00:11:13.000]  對耶穌來說這是上帝親自確認耶穌是君王
[00:11:13.000 --> 00:11:16.000]  因為在舊約的時代
[00:11:16.000 --> 00:11:19.000]  皇帝就職的時候
[00:11:19.000 --> 00:11:25.000]  就會有大祭司在皇帝的頭上倒油
[00:11:25.000 --> 00:11:28.000]  大祭司就代表上帝
[00:11:28.000 --> 00:11:31.000]  而油就象徵聖靈
[00:11:31.000 --> 00:11:33.000]  而在耶穌洗禮之後
[00:11:33.000 --> 00:11:36.000]  聖靈就降在他身上
[00:11:36.000 --> 00:11:41.000]  這是上帝立耶穌為王的記號
[00:11:41.000 --> 00:11:44.000]  不但有聖靈降下來
[00:11:44.000 --> 00:11:47.000]  還有上帝開口說了兩句話
[00:11:47.000 --> 00:11:50.000]  這兩句話很短
[00:11:50.000 --> 00:11:53.000]  但是很重要
[00:11:53.000 --> 00:11:55.000]  也讓我們看到
[00:11:55.000 --> 00:12:00.000]  三位一體的上帝在耶穌就職的時候
[00:12:00.000 --> 00:12:02.000]  是一起工作的
[00:12:02.000 --> 00:12:06.000]  先讓我們從舊約去了解
[00:12:06.000 --> 00:12:09.000]  上帝所說那兩句話的重要性
[00:12:09.000 --> 00:12:11.000]  第一句就是說
[00:12:11.000 --> 00:12:14.000]  「這是我親愛的兒子」
[00:12:14.000 --> 00:12:18.000]  一般的神學家一般都認為這句話
[00:12:18.000 --> 00:12:21.000]  就是引自詩篇第二章七節
[00:12:21.000 --> 00:12:26.000]  「你是我的兒子,我今天作了你的父親」
[00:12:26.000 --> 00:12:31.000]  詩篇第二篇一般被稱為君王詩
[00:12:31.000 --> 00:12:36.000]  內容是說有關一位德性的君王
[00:12:36.000 --> 00:12:39.000]  我們也提到列國
[00:12:39.000 --> 00:12:43.000]  世上的列國都是反叛上帝的
[00:12:43.000 --> 00:12:47.000]  但是上帝是要高立一位新王
[00:12:47.000 --> 00:12:49.000]  來平定動亂
[00:12:49.000 --> 00:12:54.000]  然後上帝將列國和世上所有的
[00:12:54.000 --> 00:12:56.000]  都賜給那位新王
[00:12:56.000 --> 00:13:01.000]  上帝還勸告列國聰明一點
[00:13:01.000 --> 00:13:06.000]  不要再反叛了
[00:13:06.000 --> 00:13:08.000]  如果你不臣服這位新王
[00:13:08.000 --> 00:13:11.000]  就會被徹底毀滅
[00:13:11.000 --> 00:13:15.000]  詩篇第二篇最後一句其實就是說
[00:13:15.000 --> 00:13:19.000]  「向他求庇護的人多麼有福」
[00:13:19.000 --> 00:13:23.000]  所以聰明的做法就是在有機會的時候
[00:13:23.000 --> 00:13:27.000]  我們就早日接受耶穌的王權
[00:13:27.000 --> 00:13:31.000]  在我們中間如果有人還沒有信耶穌
[00:13:31.000 --> 00:13:33.000]  我勸你真的要把握時機
[00:13:33.000 --> 00:13:37.000]  要早日信耶穌早日得福
[00:13:37.000 --> 00:13:40.000]  《馬化福音》三章十七節
[00:13:40.000 --> 00:13:45.000]  雖然只是引用了詩篇第二篇其中一節
[00:13:45.000 --> 00:13:49.000]  但是其實都是同時將整篇的第二篇詩篇
[00:13:49.000 --> 00:13:52.000]  是應用在耶穌的身上
[00:13:52.000 --> 00:13:56.000]  那一句話就是證明耶穌是王
[00:13:56.000 --> 00:13:58.000]  並且公開宣告
[00:13:58.000 --> 00:14:02.000]  祂是被上帝所選立的君王
[00:14:02.000 --> 00:14:06.000]  因此我認為耶穌的洗禮其實就是祂的就職禮
[00:14:06.000 --> 00:14:12.000]  上帝講的另外一句話就是「我喜愛他」
[00:14:12.000 --> 00:14:15.000]  神學家一般認為這句話
[00:14:15.000 --> 00:14:19.000]  是引自舊約的《以賽亞書》四十二章一節
[00:14:19.000 --> 00:14:23.000]  上主說「看那我的獨人
[00:14:23.000 --> 00:14:27.000]  我扶持他 我揀選他 喜愛他
[00:14:27.000 --> 00:14:29.000]  我以我的靈充滿他
[00:14:29.000 --> 00:14:33.000]  他要為萬國帶來正義」
[00:14:33.000 --> 00:14:37.000]  其實上一《以賽亞書》四十二章至五十三章
[00:14:37.000 --> 00:14:41.000]  就是著名的「獨人之歌」
[00:14:41.000 --> 00:14:46.000]  「獨人之歌」向我們預告一位受苦的獨人
[00:14:46.000 --> 00:14:53.000]  他要通過柔和的方式在世上建立上帝的國
[00:14:53.000 --> 00:15:00.000]  我們現在明白耶穌為什麼要接受約翰的洗禮
[00:15:00.000 --> 00:15:04.000]  洗禮就是耶穌的就職禮
[00:15:04.000 --> 00:15:08.000]  沒有世上的君王來觀禮
[00:15:08.000 --> 00:15:13.000]  祂是三位一體的上帝一起出席 一起見證
[00:15:13.000 --> 00:15:19.000]  上帝不僅公開確定耶穌就是祂永恆的兒子
[00:15:19.000 --> 00:15:26.000]  上帝也同時宣告耶穌就是詩篇第二篇所預言的彌賽亞君王
[00:15:26.000 --> 00:15:34.000]  也是《以賽亞書》四十二至五十三章所說的那位受苦的獨人
[00:15:34.000 --> 00:15:39.000]  所以當耶穌說實行上帝的要求
[00:15:39.000 --> 00:15:47.000]  就是公開表明祂的身份和開始實行上帝給祂的統治權柄
[00:15:47.000 --> 00:15:51.000]  和拯救世人的計劃
[00:15:51.000 --> 00:15:56.000]  馬大方三章十三至十七節只有五節的經文
[00:15:56.000 --> 00:15:59.000]  但是內容很豐富
[00:15:59.000 --> 00:16:01.000]  如果我們熟悉舊約聖經
[00:16:01.000 --> 00:16:07.000]  我們就會認識耶穌就是舊約所預言那位的救世主
[00:16:07.000 --> 00:16:09.000]  那位叫彌賽亞
[00:16:09.000 --> 00:16:13.000]  他也是上帝所選立的君王
[00:16:13.000 --> 00:16:19.000]  他是以一位獨人的形象來到世上工作
[00:16:19.000 --> 00:16:25.000]  最後為我們死在十字架上然後復活
[00:16:25.000 --> 00:16:28.000]  未認識未接受主的朋友
[00:16:28.000 --> 00:16:32.000]  我鼓勵你要接受耶穌的王權
[00:16:32.000 --> 00:16:34.000]  如果你要認識多一點
[00:16:34.000 --> 00:16:37.000]  我有一個課程叫機要道理
[00:16:37.000 --> 00:16:38.000]  可以幫助你
[00:16:38.000 --> 00:16:40.000]  你可以和我聯絡
[00:16:40.000 --> 00:16:43.000]  但是我也要提醒你
[00:16:43.000 --> 00:16:45.000]  假如我們不理會耶穌
[00:16:45.000 --> 00:16:47.000]  不理會祂
[00:16:47.000 --> 00:16:50.000]  將來有一天在最後審判的時候
[00:16:50.000 --> 00:16:53.000]  祂也不會理會我們
[00:16:53.000 --> 00:16:56.000]  已經信主的弟兄姊妹
[00:16:56.000 --> 00:17:00.000]  我們雖然認為自己已經信主
[00:17:00.000 --> 00:17:03.000]  但是我鼓勵大家反省一下
[00:17:03.000 --> 00:17:07.000]  有沒有接受主耶穌的王權
[00:17:07.000 --> 00:17:12.000]  耶穌有沒有在我們的生命裡面做王
[00:17:12.000 --> 00:17:16.000]  管理我們的思想言語行為
[00:17:16.000 --> 00:17:20.000]  耶穌有沒有在我們的生命裡面做王
[00:17:20.000 --> 00:17:26.000]  管理我們的價值觀時間和金錢的運用
[00:17:26.000 --> 00:17:31.000]  這些是我們要反省的
[00:17:31.000 --> 00:17:34.000]  請大家一起祈禱
[00:17:34.000 --> 00:17:37.000]  真是非常感謝你
[00:17:37.000 --> 00:17:41.000]  聖經使我們更加認識你拯救的計劃
[00:17:41.000 --> 00:17:43.000]  主耶穌我們感謝你
[00:17:43.000 --> 00:17:46.000]  你願意遵從父上的旨意
[00:17:46.000 --> 00:17:49.000]  以僕人的樣式來做君王
[00:17:49.000 --> 00:17:51.000]  求你掌管我們的生命
[00:17:51.000 --> 00:17:55.000]  使我們的生命完成天國的計劃
[00:17:55.000 --> 00:17:57.000]  滿足上帝的旨意
[00:17:57.000 --> 00:17:59.000]  奉耶穌基督的名祈禱
[00:17:59.000 --> 00:18:00.000]  阿們
