
[00:00:00.000 --> 00:00:04.000]  今日的講題是迎來生命的復興
[00:02:08.800 --> 00:02:12.640]  讓我們能夠更加認識你、明白你
[00:02:12.640 --> 00:02:15.080]  此刻求你與我們每一個同在
[00:02:15.080 --> 00:02:17.080]  監察我們的內心
[00:02:17.080 --> 00:02:19.720]  讓我們能夠謙卑的來到你面前
[00:02:19.720 --> 00:02:21.560]  去領受你的教導
[00:02:21.560 --> 00:02:24.880]  又求你幫助孩子說得清楚、說得明白
[00:02:24.880 --> 00:02:27.320]  讓人能明白你的教導
[00:02:27.320 --> 00:02:29.520]  並且用生命去回應你
[00:02:29.520 --> 00:02:32.080]  我們祈禱奉主耶穌基督的名字而求
[00:02:32.080 --> 00:02:33.680]  阿門
[00:02:33.680 --> 00:02:35.440]  今天很想和大家分享
[00:02:35.440 --> 00:02:38.280]  在舊約裡面一個復興的故事
[00:02:38.280 --> 00:02:42.760]  說一個國家經歷了57年的衰敗
[00:02:42.760 --> 00:02:46.120]  然後一位王為這個國家帶來復興
[00:02:46.120 --> 00:02:48.720]  這個王所帶來的宗教改革
[00:02:48.720 --> 00:02:51.520]  幫助這個國家復興過來
[00:02:51.520 --> 00:02:55.640]  也幫助我們今天學習生命復興的這份功課
[00:02:55.640 --> 00:02:58.200]  這個王叫約西亞王
[00:02:58.200 --> 00:03:00.080]  約西亞王是誰呢?
[00:03:00.080 --> 00:03:03.760]  約西亞王身處在王國分裂時代
[00:03:03.760 --> 00:03:08.080]  以色列經歷了大衛、所羅門之後
[00:03:08.080 --> 00:03:11.040]  南北兩國分裂
[00:03:11.040 --> 00:03:14.960]  約西亞就是南國最後的王
[00:03:14.960 --> 00:03:18.320]  聖經如何形容這個王呢?
[00:03:18.320 --> 00:03:21.680]  大家一起讀以下經文吧,預備起
[00:03:21.680 --> 00:03:25.160]  約西亞登基的時候年八歲
[00:03:25.160 --> 00:03:28.520]  在耶路撒冷作王三十一年
[00:03:28.520 --> 00:03:31.320]  他母親名叫耶底大
[00:03:31.320 --> 00:03:35.160]  是波斯加人亞大雅的女兒
[00:03:35.160 --> 00:03:39.320]  約西亞行耶和華眼中看為正的事
[00:03:39.320 --> 00:03:43.040]  行他祖先大衛一切所行的道
[00:03:43.040 --> 00:03:44.880]  不偏左右
[00:03:44.880 --> 00:03:47.280]  這個王去年幼作王
[00:03:47.280 --> 00:03:49.880]  行耶和華眼中看為正的事
[00:03:49.880 --> 00:03:51.920]  不偏左右
[00:03:51.920 --> 00:03:55.200]  這個王有什麼要復興呢?
[00:03:55.200 --> 00:03:56.280]  正如我剛才所說
[00:03:56.280 --> 00:04:01.400]  這個王正經歷了前朝一段很長時間的衰敗
[00:04:01.400 --> 00:04:03.800]  總共五十七年的時間
[00:04:03.800 --> 00:04:08.080]  約西亞王的爺爺馬拿西是很出名的
[00:04:08.080 --> 00:04:10.520]  他出名的就是他的罪行比較多
[00:04:10.520 --> 00:04:15.400]  他也是南國在位最長的一個王
[00:04:15.400 --> 00:04:19.320]  所以整個國家被他令至一片敗壞
[00:04:19.320 --> 00:04:20.600]  他有什麼罪行呢?
[00:04:20.600 --> 00:04:23.280]  他在聖殿裡拜祭偶像
[00:04:23.280 --> 00:04:25.480]  他讓他的兒子行驚火
[00:04:25.480 --> 00:04:29.000]  又官笑、教誨、行巫術
[00:04:29.000 --> 00:04:33.080]  馬拿西的兒子約西亞的父親阿滿
[00:04:33.080 --> 00:04:36.320]  他同樣作他父親所為
[00:04:36.320 --> 00:04:39.760]  行耶和華眼中看為惡的事
[00:04:39.760 --> 00:04:43.040]  之後他因為被刺殺而死
[00:04:43.040 --> 00:04:47.880]  所以約西亞八歲就年少登基
[00:04:47.880 --> 00:04:50.400]  在約西亞所處的環境來說
[00:04:50.400 --> 00:04:53.880]  當時是一個非常艱難的時刻
[00:04:53.880 --> 00:04:57.440]  國家的屬靈狀況進入低潮
[00:04:57.440 --> 00:05:01.400]  聖經形容馬拿西引誘他們所行的
[00:05:01.400 --> 00:05:08.080]  比耶和華在以色列人面前所滅的烈國更加嚴重
[00:05:08.080 --> 00:05:10.600]  屬神的國所做的罪行
[00:05:10.600 --> 00:05:13.520]  比不屬神的國更加嚴重
[00:05:13.520 --> 00:05:15.520]  在國家的安全上
[00:05:15.520 --> 00:05:18.040]  北國因為已經被滅國
[00:05:18.040 --> 00:05:22.200]  南國導致被亞述和埃及所包圍
[00:05:22.200 --> 00:05:25.280]  更加只是一個八歲的少年
[00:05:25.280 --> 00:05:27.320]  如何去統領一個國家呢?
[00:05:27.320 --> 00:05:32.560]  所以可以說約西亞當時是一個很困境的狀態
[00:05:32.560 --> 00:05:36.800]  今天我們又處於一個什麼狀態呢?
[00:05:36.800 --> 00:05:39.960]  我們的屬靈生命又如何呢?
[00:05:39.960 --> 00:05:42.960]  會不會我們回到教會很久
[00:05:42.960 --> 00:05:44.960]  開始變得很殷秦
[00:05:44.960 --> 00:05:46.440]  沒什麼動力
[00:05:46.440 --> 00:05:48.240]  有時候就算有些侍奉
[00:05:48.240 --> 00:05:51.320]  都找不到那份和上帝而來的滿足感
[00:05:51.320 --> 00:05:52.760]  覺得很空虛
[00:05:52.760 --> 00:05:56.360]  甚至我們有些人的生命可能覺得很糜爛
[00:05:56.360 --> 00:05:58.480]  被一些罪捆綁
[00:05:58.480 --> 00:06:01.640]  以致不敢再去親近上帝
[00:06:01.640 --> 00:06:04.520]  不敢再為自己的屬靈生命
[00:06:04.520 --> 00:06:06.880]  去有一份期待
[00:06:06.880 --> 00:06:10.120]  教會和現實的實況又如何呢?
[00:06:10.120 --> 00:06:11.720]  在後疫情的年代
[00:06:11.720 --> 00:06:13.400]  信仰模式轉變
[00:06:13.400 --> 00:06:17.720]  實體聚會可能變得沒以前那麼重要
[00:06:17.720 --> 00:06:20.640]  信徒間的關係變得疏離
[00:06:20.640 --> 00:06:22.480]  社會環境的轉變
[00:06:22.480 --> 00:06:23.560]  移民潮
[00:06:23.560 --> 00:06:24.960]  經濟環境轉變
[00:06:24.960 --> 00:06:26.400]  令到身邊的人
[00:06:26.400 --> 00:06:29.640]  聚會人數越來越低
[00:06:29.640 --> 00:06:31.840]  整體社會年老化
[00:06:31.840 --> 00:06:33.600]  侍奉人手短缺
[00:06:33.600 --> 00:06:36.880]  都是我們長期所面對的問題
[00:06:36.880 --> 00:06:39.200]  今日教會的現況
[00:06:39.200 --> 00:06:42.080]  比起我們心目中最理想的狀態
[00:06:42.080 --> 00:06:44.480]  是否仍然差很遠呢?
[00:06:44.480 --> 00:06:45.800]  今日我們講及
[00:06:45.800 --> 00:06:47.560]  生命的復興
[00:06:47.560 --> 00:06:49.320]  教會的復興
[00:06:49.320 --> 00:06:51.840]  對於我們來說是否一件很遠
[00:06:51.840 --> 00:06:53.240]  沒可能
[00:06:53.240 --> 00:06:55.520]  不關我們的事呢?
[00:06:55.520 --> 00:06:58.720]  今日很想我們一起去直約西亞王
[00:06:58.720 --> 00:07:00.680]  在國家最低潮
[00:07:00.680 --> 00:07:01.880]  最低谷
[00:07:01.880 --> 00:07:04.640]  人覺得沒盼望沒可能的時候
[00:07:04.640 --> 00:07:07.320]  他作出宗教的改革
[00:07:07.320 --> 00:07:09.680]  最後成功為國家帶來復興
[00:07:09.680 --> 00:07:12.600]  給我們有三方面的學習
[00:07:12.600 --> 00:07:14.120]  第一
[00:07:14.120 --> 00:07:17.320]  復興是來自恢復敬拜的心
[00:07:17.320 --> 00:07:18.400]  我們一起讀
[00:07:18.400 --> 00:07:21.520]  二十二章三至六節的經文
[00:07:21.520 --> 00:07:22.840]  預備起
[00:07:22.840 --> 00:07:25.080]  約西亞王十八年
[00:07:25.080 --> 00:07:28.200]  王差遣米蘇蘭的孫子
[00:07:28.200 --> 00:07:30.040]  阿薩利的兒子
[00:07:30.040 --> 00:07:33.520]  雪西沙番上耶和華殿去
[00:07:33.520 --> 00:07:35.440]  吩咐他說
[00:07:35.440 --> 00:07:38.200]  你去見大祭司希臘加
[00:07:38.200 --> 00:07:42.080]  使他將奉到耶和華的殿的銀子
[00:07:42.080 --> 00:07:46.200]  就是守門的從民中收贅的銀子
[00:07:46.200 --> 00:07:48.360]  數算數算
[00:07:48.360 --> 00:07:51.560]  交給耶和華殿裡辦事的人
[00:07:51.560 --> 00:07:55.520]  使他們轉交耶和華殿裡做工的人
[00:07:55.520 --> 00:07:58.560]  好修理殿的破壞之處
[00:07:58.560 --> 00:08:02.720]  就是轉交木匠和工人並瓦匠
[00:08:02.720 --> 00:08:06.280]  又買木料和鑿鑿成的頭
[00:08:06.280 --> 00:08:08.680]  修理殿宇
[00:08:08.680 --> 00:08:11.600]  所謂新官上任三把火
[00:08:11.600 --> 00:08:13.400]  通常新任作王
[00:08:13.400 --> 00:08:16.240]  以前看一些中史書
[00:08:16.240 --> 00:08:17.680]  他們會怎樣的
[00:08:17.680 --> 00:08:21.360]  可能會招兵賣馬去增強一些軍力
[00:08:21.360 --> 00:08:24.360]  可能會殺害前朝的重要功臣
[00:08:24.360 --> 00:08:25.920]  去穩固地位
[00:08:25.920 --> 00:08:30.760]  也可能會大放糧倉去討百姓的歡心
[00:08:30.760 --> 00:08:34.040]  不過約西亞王種種都沒有做
[00:08:34.040 --> 00:08:37.640]  約西亞王當他開始掌握實權之後
[00:08:37.640 --> 00:08:41.040]  他首先做的就是修理聖殿
[00:08:41.040 --> 00:08:45.240]  希望將聖殿回復應有的面貌
[00:08:45.240 --> 00:08:47.960]  歷代志記下三十四章記載
[00:08:47.960 --> 00:08:50.120]  當他作王十二年
[00:08:50.120 --> 00:08:54.520]  到他的成年歲數二十歲
[00:08:54.520 --> 00:08:57.360]  他就開始實行一個宗教的改革
[00:08:57.360 --> 00:09:00.640]  他潔淨土地 潔淨聖殿
[00:09:00.640 --> 00:09:02.920]  他將那些幽壇
[00:09:02.920 --> 00:09:05.320]  偶像的雕像去拆毀
[00:09:05.320 --> 00:09:07.200]  打碎成灰
[00:09:07.200 --> 00:09:10.320]  因為聖殿在他爺爺馬來西亞的年代
[00:09:10.320 --> 00:09:11.360]  剛剛說了
[00:09:11.360 --> 00:09:13.760]  很長的時間已經被污穢
[00:09:13.760 --> 00:09:16.600]  夾雜了很多的偶像崇拜
[00:09:16.600 --> 00:09:18.280]  建立了很多的祭壇
[00:09:18.280 --> 00:09:20.880]  整個聖殿一片敗壞
[00:09:20.880 --> 00:09:25.440]  聖經這樣記載 馬來西亞在瑤華的殿裡面竹壇
[00:09:25.440 --> 00:09:27.320]  在瑤華的兩個原子
[00:09:27.320 --> 00:09:30.600]  為天上的萬象去竹壇
[00:09:30.600 --> 00:09:33.800]  有很多異端的偶像在裡面
[00:09:33.800 --> 00:09:37.040]  所以馬來西亞很想首先恢復
[00:09:37.040 --> 00:09:39.360]  聖殿應有的面貌
[00:09:39.360 --> 00:09:42.880]  將聖殿修好是代表什麼呢?
[00:09:42.880 --> 00:09:45.880]  是不是將建築物修理完整
[00:09:45.880 --> 00:09:49.440]  將它變得更加漂亮呢?
[00:09:49.440 --> 00:09:53.600]  大家覺得這間教會漂亮嗎?
[00:09:53.600 --> 00:09:55.000]  很漂亮吧?
[00:09:55.000 --> 00:09:58.240]  我們又看看裡面
[00:09:58.240 --> 00:09:59.600]  裡面也很漂亮
[00:09:59.600 --> 00:10:03.960]  不過現在這間教會因為人數下降
[00:10:03.960 --> 00:10:05.520]  財政緊張
[00:10:05.520 --> 00:10:09.880]  已經被售賣成為一間酒店
[00:10:09.880 --> 00:10:12.760]  歐洲有很多很漂亮的大教會都是這樣
[00:10:12.760 --> 00:10:15.200]  因為人數下降 財政緊張
[00:10:15.200 --> 00:10:16.960]  被荒廢 售賣
[00:10:16.960 --> 00:10:20.200]  變成一些餐廳 旅店 書店
[00:10:20.200 --> 00:10:23.120]  甚至乎是一些娛樂的地方
[00:10:23.120 --> 00:10:24.600]  這間酒店也是
[00:10:24.600 --> 00:10:27.400]  原本幫助信徒更加親近
[00:10:27.400 --> 00:10:31.640]  去反思上帝的彩繪玻璃窗
[00:10:31.640 --> 00:10:36.440]  如今只是成為客房設計的一部分
[00:10:36.440 --> 00:10:38.320]  將聖殿修好
[00:10:38.320 --> 00:10:41.040]  不單單是外觀一些設備
[00:10:41.040 --> 00:10:43.840]  不純粹是建築物的恢復
[00:10:43.840 --> 00:10:46.400]  這些都不是很重要的事情
[00:10:46.400 --> 00:10:49.480]  將聖殿修好是代表什麼呢?
[00:10:49.480 --> 00:10:54.080]  其實真正要修理的是百姓敬拜的心
[00:10:54.080 --> 00:10:56.080]  約西亞王想直修理聖殿
[00:10:56.080 --> 00:10:59.520]  去重拾百姓敬拜的心
[00:10:59.520 --> 00:11:02.680]  約西亞王他至少就明白
[00:11:02.680 --> 00:11:04.720]  要復興一個國家
[00:11:04.720 --> 00:11:08.440]  不可以單靠軍力 財力 人力
[00:11:08.440 --> 00:11:12.800]  而是要尋求上帝
[00:11:12.800 --> 00:11:16.280]  我們必須要讓國家去回復敬拜神的心
[00:11:16.280 --> 00:11:19.560]  才可以讓國家去復興過來
[00:11:19.560 --> 00:11:22.920]  當時國家經歷了那麼多年的敗壞
[00:11:22.920 --> 00:11:26.000]  他們根本找不到復興的力量
[00:11:26.000 --> 00:11:27.720]  經過長時間的衰微
[00:11:27.720 --> 00:11:29.760]  很多人其實一出生
[00:11:29.760 --> 00:11:31.960]  他們根本就不認識上帝
[00:11:31.960 --> 00:11:34.800]  只是認識那些兒族文化
[00:11:34.800 --> 00:11:39.600]  他們根本不明白敬拜神的重要性
[00:11:39.600 --> 00:11:40.880]  弟兄姊妹
[00:11:40.880 --> 00:11:44.160]  要復興生命 要復興教會
[00:11:44.160 --> 00:11:47.440]  我們必須要去恢復敬拜神的心
[00:11:47.440 --> 00:11:50.520]  因為敬拜神是我們信仰的根基
[00:11:50.520 --> 00:11:52.320]  是我們力量的來源
[00:11:52.320 --> 00:11:54.000]  如果沒有了敬拜
[00:11:54.000 --> 00:11:57.000]  生命很難去復興
[00:11:57.000 --> 00:11:59.080]  今天我們講的是恢復敬拜的心
[00:11:59.080 --> 00:12:03.880]  特別是針對崇拜的一些情況來說
[00:12:03.880 --> 00:12:06.280]  最近網上看到兩張圖
[00:12:06.280 --> 00:12:08.680]  是表達有些人
[00:12:08.680 --> 00:12:12.120]  我們崇拜的時候的模樣
[00:12:12.120 --> 00:12:13.760]  整個會堂有很多人
[00:12:13.760 --> 00:12:15.160]  但很多人
[00:12:15.160 --> 00:12:18.280]  他們專心在自己的世界裏面
[00:12:18.280 --> 00:12:20.800]  可能在看手提電話
[00:12:20.800 --> 00:12:22.240]  回覆一些訊息
[00:12:22.240 --> 00:12:23.560]  或者在想
[00:12:23.560 --> 00:12:26.440]  接下來完了崇拜會去哪裏吃東西
[00:12:26.440 --> 00:12:29.680]  甚至在討論自己所關注的事情
[00:12:29.680 --> 00:12:31.400]  今天我們在崇拜裏面
[00:12:31.400 --> 00:12:34.600]  我們向主的心有多少呢?
[00:12:34.600 --> 00:12:38.280]  崇拜會不會成為我們單單一個的宗教行為
[00:12:38.280 --> 00:12:40.320]  或者宗教記號
[00:12:40.320 --> 00:12:42.520]  約西亞王復興的第一件事
[00:12:42.520 --> 00:12:44.560]  就是想透過重修聖殿
[00:12:44.560 --> 00:12:47.600]  去重整百姓敬拜的心
[00:12:47.600 --> 00:12:52.160]  今天我們怎樣去恢復我們敬拜的心呢?
[00:12:52.160 --> 00:12:52.960]  第一
[00:12:52.960 --> 00:12:54.160]  我們在崇拜裏面
[00:12:54.160 --> 00:12:55.920]  我們不可以outflow
[00:12:55.920 --> 00:13:00.040]  我們要認清上帝是敬拜唯一的焦點
[00:13:00.040 --> 00:13:01.440]  我們不要因為今天
[00:13:01.440 --> 00:13:03.800]  誰不回來崇拜
[00:13:03.800 --> 00:13:05.120]  我們就不回來
[00:13:05.120 --> 00:13:06.960]  而是我們要邀請他
[00:13:06.960 --> 00:13:08.640]  一起回來當中
[00:13:08.640 --> 00:13:11.600]  我們不要因為不同的侍奉人員當值
[00:13:11.600 --> 00:13:14.080]  而選擇回來不回來教會
[00:13:14.080 --> 00:13:15.320]  任何人
[00:13:15.320 --> 00:13:16.840]  上帝可以藉著任何人
[00:13:16.840 --> 00:13:18.840]  任何說話
[00:13:18.840 --> 00:13:22.240]  去對我們作出安慰和提醒
[00:13:22.240 --> 00:13:24.920]  我們不要太過因為環境的影響
[00:13:24.920 --> 00:13:27.680]  而影響了我們對崇拜的焦點
[00:13:27.680 --> 00:13:28.600]  我們要提醒自己
[00:13:28.600 --> 00:13:31.320]  我們要單單仰望神
[00:13:31.320 --> 00:13:33.520]  另外我們要處理自己
[00:13:33.520 --> 00:13:36.080]  敬拜時候的態度
[00:13:36.080 --> 00:13:37.640]  我很喜歡看電影
[00:13:37.640 --> 00:13:39.000]  特別是去到戲院
[00:13:39.000 --> 00:13:40.880]  我覺得這樣才是看電影
[00:13:40.880 --> 00:13:43.520]  我想用看電影之前的預備
[00:13:43.520 --> 00:13:47.080]  去作為一個比喻
[00:13:47.080 --> 00:13:51.520]  不知道大家對這個畫面有沒有印象呢
[00:13:51.520 --> 00:13:54.520]  應該是每一場電影
[00:13:54.520 --> 00:13:55.800]  看電影之前
[00:13:55.800 --> 00:13:59.320]  你都會看到的就是任達華先生出來
[00:13:59.320 --> 00:14:02.760]  還偷拍防止大家導錄的短片
[00:14:02.760 --> 00:14:05.440]  看每場電影我都會盡早去到場
[00:14:05.440 --> 00:14:08.040]  因為很怕錯過開頭的劇情
[00:14:08.040 --> 00:14:09.960]  因為會覺得有很多的伏筆
[00:14:09.960 --> 00:14:13.880]  影響我對之後的內容的一些明白
[00:14:13.880 --> 00:14:17.040]  所以我通常都會看到這個畫面
[00:14:17.040 --> 00:14:18.400]  在看電影的過程裡面
[00:14:18.400 --> 00:14:20.240]  我又會很用心去留意
[00:14:20.240 --> 00:14:22.760]  不同人的表情對白
[00:14:22.760 --> 00:14:26.320]  甚至乎我有一個筆記
[00:14:26.320 --> 00:14:28.760]  是記錄一些電影的金句
[00:14:28.760 --> 00:14:31.160]  有時候幫助我講到去用
[00:14:31.160 --> 00:14:32.600]  有些電影很棒的
[00:14:32.600 --> 00:14:35.520]  它結束了還會有一些彩蛋
[00:14:35.520 --> 00:14:37.040]  大家通常會急急腳地走
[00:14:37.040 --> 00:14:40.360]  一定是等完看完才走
[00:14:40.360 --> 00:14:41.600]  都會先看完
[00:14:41.600 --> 00:14:44.240]  給了錢的
[00:14:44.240 --> 00:14:45.120]  看完一場電影
[00:14:45.120 --> 00:14:46.400]  我們又會很熱烈的
[00:14:46.400 --> 00:14:49.000]  跟身邊的人去討論劇情
[00:14:49.000 --> 00:14:52.120]  甚至乎上網去看看別人的討論
[00:14:52.120 --> 00:14:55.560]  這個劇情會不會有別的想法呢
[00:14:55.560 --> 00:15:00.480]  最近有一齣我期待了二十年的電影
[00:15:00.480 --> 00:15:01.840]  去上映
[00:15:01.840 --> 00:15:03.200]  《尋秦記》
[00:15:03.200 --> 00:15:05.760]  我想大家應該都有看過
[00:15:05.760 --> 00:15:08.120]  在大家的…
[00:15:08.120 --> 00:15:10.400]  我的少年人就說他們沒看過
[00:15:10.400 --> 00:15:12.920]  最近是我的少年回憶
[00:15:12.920 --> 00:15:17.760]  都想看看韓少龍和寡人的故事會是怎樣
[00:15:17.760 --> 00:15:19.960]  最近已經做了一些準備
[00:15:19.960 --> 00:15:21.960]  網上看了17分鐘的精華
[00:15:21.960 --> 00:15:27.000]  就可以濃縮了電視劇40集的內容
[00:15:27.000 --> 00:15:28.560]  我想說些什麼呢
[00:15:28.560 --> 00:15:31.080]  今天我們回來崇拜的時候
[00:15:31.080 --> 00:15:32.320]  會不會好像我們
[00:15:32.320 --> 00:15:36.040]  我剛剛去形容看電影之前的準備呢
[00:15:36.040 --> 00:15:39.600]  我們很早的去進入禮堂裡面
[00:15:39.600 --> 00:15:43.600]  預備自己的新心靈去敬拜
[00:15:43.600 --> 00:15:45.760]  我們全程投入
[00:15:45.760 --> 00:15:49.400]  去參與在崇拜整個的過程當中
[00:15:49.400 --> 00:15:53.800]  無論是祈禱、讀經、唱詩
[00:15:53.800 --> 00:15:57.800]  我們是不是用我們的心靈去作出回應呢
[00:15:57.800 --> 00:16:02.000]  還是祈禱只是一個開眼合眼的動作
[00:16:02.000 --> 00:16:05.720]  唱詩只是一個讀字的行為呢
[00:16:05.720 --> 00:16:08.360]  我們在整個崇拜之後
[00:16:08.360 --> 00:16:10.440]  會不會跟別人分享討論
[00:16:10.440 --> 00:16:13.960]  在上帝話語裡面的得著呢
[00:16:13.960 --> 00:16:15.320]  弟兄姊妹
[00:16:15.320 --> 00:16:19.200]  每堂的崇拜其實就是一場尋神記
[00:16:19.200 --> 00:16:22.080]  我想整個崇拜由罪惡開始
[00:16:22.080 --> 00:16:25.680]  到祈禱、信息、敬拜等等
[00:16:25.680 --> 00:16:27.840]  直到奠樂、懸筆
[00:16:27.840 --> 00:16:30.720]  都是整個崇拜的一部分
[00:16:30.720 --> 00:16:33.640]  大家是帶著上帝的差遣
[00:16:33.640 --> 00:16:34.960]  上帝的說話
[00:16:34.960 --> 00:16:37.080]  最終去步出這個禮堂
[00:16:37.080 --> 00:16:40.680]  走進社區去見證上帝
[00:16:40.680 --> 00:16:42.320]  今天我們要問自己的是
[00:16:42.320 --> 00:16:45.600]  我們在敬拜、崇拜的時候
[00:16:45.600 --> 00:16:49.120]  我們是不是在尋找神呢
[00:16:49.120 --> 00:16:50.560]  我們有很多的聲音
[00:16:50.560 --> 00:16:53.120]  很多的原因成為我們的藉口
[00:16:53.120 --> 00:16:56.520]  告訴我們我們尋找不到神
[00:16:56.520 --> 00:17:00.120]  但我們可以先去嘗試找緊我們的內心
[00:17:00.120 --> 00:17:02.280]  讓我們恢復我們敬拜的心
[00:17:02.280 --> 00:17:04.760]  求神讓我們有一個真心十意
[00:17:04.760 --> 00:17:06.080]  敬拜祂的心
[00:17:06.080 --> 00:17:08.680]  相信只要我們在座每一個
[00:17:08.680 --> 00:17:10.520]  在每堂崇拜裡面
[00:17:10.520 --> 00:17:14.320]  很認真投入參與裡面聽上帝的話
[00:17:14.320 --> 00:17:16.680]  我們的生命必然能夠復興
[00:17:16.680 --> 00:17:19.440]  我們的教會必然能夠復興
[00:17:19.440 --> 00:17:23.120]  願意我們都一起去恢復一個敬拜的心
[00:17:23.120 --> 00:17:25.560]  我們再一起去看第二點
[00:17:25.560 --> 00:17:28.560]  在八至十節的經文
[00:17:28.560 --> 00:17:30.160]  大家又幫我一起去讀
[00:17:30.160 --> 00:17:31.640]  預備起
[00:17:31.640 --> 00:17:35.520]  希臘的大祭司對沙番書記說
[00:17:35.520 --> 00:17:39.400]  我在耶和華殿裡發現了律法書
[00:17:39.400 --> 00:17:42.240]  希臘的那本書遞給沙番
[00:17:42.240 --> 00:17:45.360]  沙番就讀了
[00:17:45.360 --> 00:17:48.520]  沙番書記在往
[00:17:48.520 --> 00:17:51.120]  那者是回覆王說
[00:17:51.120 --> 00:17:56.040]  你的僕人已把殿裡所發現的銀子賭出
[00:17:56.040 --> 00:18:00.040]  沙番書記又向王報告說
[00:18:00.040 --> 00:18:03.320]  希臘的祭司遞給我一卷書
[00:18:03.320 --> 00:18:08.040]  沙番就在王面前朗讀那書
[00:18:08.040 --> 00:18:10.400]  在修理聖殿的過程裡面
[00:18:10.400 --> 00:18:15.520]  經文突然帶到去描述一本律法書的出現
[00:18:15.520 --> 00:18:19.480]  大祭司不知何故突然找到一本律法書
[00:18:19.480 --> 00:18:21.800]  然後給了書記沙番
[00:18:21.800 --> 00:18:23.240]  沙番讀完之後
[00:18:23.240 --> 00:18:27.120]  又再在王面前朗讀
[00:18:27.120 --> 00:18:31.520]  我們會問究竟這本書是一本什麼書呢?
[00:18:31.520 --> 00:18:35.320]  這本書又為什麼會突然之間出現呢?
[00:18:35.320 --> 00:18:41.560]  這本律法書其實是生命記和一些歷史書
[00:18:41.560 --> 00:18:45.640]  記載了上帝對以色列人過去的一些帶領
[00:18:45.640 --> 00:18:50.440]  祂的恩典、祂的教導、祂的命令
[00:18:50.440 --> 00:18:53.600]  究竟這本書為什麼會得來呢?
[00:18:53.600 --> 00:18:57.440]  會不會真是在一些維修的過程
[00:18:57.440 --> 00:19:02.040]  在瓦礫裡面突然之間巧合撿到這本書呢?
[00:19:02.040 --> 00:19:05.800]  新易本這樣翻譯這段經文
[00:19:05.800 --> 00:19:10.880]  「我在耶華的殿裡找到了一卷律法書」
[00:19:10.880 --> 00:19:13.040]  「找到了」在當中的文化
[00:19:13.040 --> 00:19:17.000]  很多時候形容一種有意識的去找律法書
[00:19:17.000 --> 00:19:20.720]  即是說這本書是被人有意地收藏
[00:19:20.720 --> 00:19:25.080]  然後當有需要的時候再去找出來
[00:19:25.080 --> 00:19:30.960]  原來這本律法書是祭司代代相傳的重要物品
[00:19:30.960 --> 00:19:36.040]  祭司們他們經歷了馬拿西、阿滿兩代的惡王
