
[00:00:00.000 --> 00:00:06.160]  生活的層面我們也有不同的處境
[00:03:43.960 --> 00:03:49.120]  當日如果以色列人他們要作控訴的時候
[00:03:49.120 --> 00:03:51.400]  一般就在城門口
[00:03:51.400 --> 00:03:53.640]  就好像現在的法庭
[00:03:53.640 --> 00:03:55.120]  有官長
[00:03:55.120 --> 00:03:56.120]  但如果控訴
[00:03:56.120 --> 00:03:57.200]  你要作見證
[00:03:57.200 --> 00:03:58.400]  定人有罪
[00:03:58.400 --> 00:04:00.440]  就要兩三個人
[00:04:00.440 --> 00:04:02.760]  是要去做一個口供
[00:04:02.760 --> 00:04:05.800]  作為判罪的證據
[00:04:05.800 --> 00:04:07.600]  所以特別是關乎生命的事
[00:04:07.600 --> 00:04:12.640]  就更加需要有兩三個人是作同樣的見證
[00:04:12.640 --> 00:04:15.280]  甚至一些關乎死罪的時間
[00:04:15.280 --> 00:04:16.720]  你去做見證
[00:04:16.720 --> 00:04:21.040]  作見證的人
[00:04:21.040 --> 00:04:24.160]  成為一個證據要去定人有罪
[00:04:24.160 --> 00:04:25.920]  那些死罪
[00:04:25.920 --> 00:04:28.040]  那個出見證的人
[00:04:28.040 --> 00:04:31.960]  他甚至要舉起那個石頭去扔死的人
[00:04:31.960 --> 00:04:35.720]  所以那個見證背後是關乎生命
[00:04:35.720 --> 00:04:37.280]  靖姐妹
[00:04:37.280 --> 00:04:39.360]  當我們去體會
[00:04:39.360 --> 00:04:41.240]  在當日的處境
[00:04:41.240 --> 00:04:44.560]  這位神給以色列百姓他們的誡命的時候
[00:04:44.560 --> 00:04:46.120]  要我們今天
[00:04:46.120 --> 00:04:48.400]  在我們過了三千多年
[00:04:48.400 --> 00:04:50.480]  我們要去遵守的時間
[00:04:50.480 --> 00:04:54.440]  就給我們的確有很多不同的挑戰
[00:04:54.440 --> 00:04:55.880]  我們首先要了解
[00:04:55.880 --> 00:04:57.800]  原來我們這位的主
[00:04:57.800 --> 00:04:59.520]  是甚麼的主呢?
[00:04:59.520 --> 00:05:01.800]  祂是真理的上帝
[00:05:01.800 --> 00:05:04.760]  祂是不起虛荒
[00:05:04.760 --> 00:05:06.040]  甚麼是真理?
[00:05:06.040 --> 00:05:07.120]  如果希臘文
[00:05:07.120 --> 00:05:09.720]  真理就是Alephia
[00:05:09.720 --> 00:05:11.920]  Alephia這個字
[00:05:11.920 --> 00:05:14.240]  那個意思
[00:05:14.240 --> 00:05:16.280]  就是未遮蓋
[00:05:16.280 --> 00:05:19.800]  有些事我們不想讓別人知道就蓋著
[00:05:19.800 --> 00:05:20.760]  蓋著
[00:05:20.760 --> 00:05:22.080]  小孩子偷吃
[00:05:22.080 --> 00:05:23.320]  就記得抹嘴
[00:05:23.320 --> 00:05:25.960]  抹嘴那一下就是掩蓋的意思
[00:05:25.960 --> 00:05:30.160]  就是不要讓別人看到你是偷吃
[00:05:30.160 --> 00:05:31.960]  未遮蓋
[00:05:31.960 --> 00:05:34.520]  不加掩飾
[00:05:34.520 --> 00:05:36.160]  真相
[00:05:36.160 --> 00:05:38.280]  可以相信
[00:05:38.280 --> 00:05:41.320]  這個就是真理
[00:05:41.320 --> 00:05:44.120]  如果我們知道這位神是真理的時間
[00:05:44.120 --> 00:05:46.600]  祂就要和虛假
[00:05:46.600 --> 00:05:48.120]  要去劃清界線
[00:05:48.120 --> 00:05:50.640]  如果神是真理的時間
[00:05:50.640 --> 00:05:51.840]  就不可以假
[00:05:51.840 --> 00:05:53.600]  因為假是掩飾
[00:05:53.600 --> 00:05:55.120]  是模糊不清
[00:05:55.120 --> 00:05:56.960]  是欺控
[00:05:56.960 --> 00:05:59.640]  這個不是神的本性
[00:05:59.640 --> 00:06:00.880]  弟兄姊妹
[00:06:00.880 --> 00:06:02.880]  今天我們說要去敬拜
[00:06:02.880 --> 00:06:04.720]  我們來到這個殿裡面敬拜
[00:06:04.720 --> 00:06:07.320]  我們的敬拜是一個心靈誠實的敬拜
[00:06:07.320 --> 00:06:09.160]  沒有人逼你來
[00:06:09.160 --> 00:06:13.640]  沒有人拿著槍指著你來
[00:06:13.640 --> 00:06:15.040]  你來的時候
[00:06:15.040 --> 00:06:16.840]  就是很想要去敬拜
[00:06:16.840 --> 00:06:19.160]  因為你知道是敬拜一位真神
[00:06:19.160 --> 00:06:20.680]  一位獨一的主
[00:06:20.680 --> 00:06:23.200]  當然有些例外
[00:06:23.200 --> 00:06:25.040]  例外是什麼呢
[00:06:25.040 --> 00:06:26.440]  你來不是很想來
[00:06:26.440 --> 00:06:29.840]  不過怕父母不喜歡你就來
[00:06:29.840 --> 00:06:31.240]  又或者你習慣來了
[00:06:31.240 --> 00:06:35.880]  從小到大都來
[00:06:35.880 --> 00:06:38.200]  已經成為一種習慣
[00:06:38.200 --> 00:06:42.400]  和神沒有一個很真摯真確的關係
[00:06:42.400 --> 00:06:43.800]  因為這是一個習慣
[00:06:43.800 --> 00:06:45.280]  所以就來
[00:06:45.280 --> 00:06:47.320]  所以有些時間來的時候
[00:06:47.320 --> 00:06:49.320]  可以是雲遊
[00:06:49.320 --> 00:06:50.720]  可以不在
[00:06:50.720 --> 00:06:52.240]  你的身體在
[00:06:52.240 --> 00:06:53.920]  你的心不知道去了哪裡
[00:06:53.920 --> 00:06:56.920]  這個也不是一個真實的敬拜
[00:06:56.920 --> 00:06:58.600]  這位真理的上主
[00:06:58.600 --> 00:07:00.560]  祂很期望我們來到祂面前
[00:07:00.560 --> 00:07:04.640]  就是一個真誠、真摯的敬拜
[00:07:04.640 --> 00:07:07.800]  但這些節誡命是要去提到什麼呢
[00:07:07.800 --> 00:07:09.280]  不要陷害人
[00:07:09.280 --> 00:07:12.800]  這是一個人際關係裡面很重要的一環
[00:07:12.800 --> 00:07:14.680]  人與人的相處
[00:07:14.680 --> 00:07:16.800]  真實的見證
[00:07:16.800 --> 00:07:18.680]  就很重要
[00:07:18.680 --> 00:07:23.160]  所以當去呈交一個審判的案子的時候
[00:07:23.160 --> 00:07:25.760]  要彰顯公正公義
[00:07:25.760 --> 00:07:28.400]  神就告訴他子民百姓
[00:07:28.400 --> 00:07:30.120]  你要學著我
[00:07:30.120 --> 00:07:32.520]  學著上主的聖情
[00:07:32.520 --> 00:07:34.040]  祂的位格
[00:07:34.040 --> 00:07:36.480]  不可以有虛假
[00:07:36.480 --> 00:07:38.640]  所以我們這位神的信實
[00:07:38.640 --> 00:07:41.600]  就不能夠以虛方的言辭
[00:07:41.600 --> 00:07:44.560]  是要令人信靠你
[00:07:44.560 --> 00:07:47.240]  所以如果我們講一句說話
[00:07:47.240 --> 00:07:49.240]  我發誓我這句說話是真的
[00:07:49.240 --> 00:07:51.840]  其實你都真的很相信
[00:07:51.840 --> 00:07:53.680]  很想人相信你
[00:07:53.680 --> 00:07:55.560]  你講這句說話的時候
[00:07:55.560 --> 00:08:01.400]  假的機會可能多過百分之七十
[00:08:01.400 --> 00:08:04.000]  因為我要藉著誓詞
[00:08:04.000 --> 00:08:07.560]  誓言要人相信
[00:08:07.560 --> 00:08:09.400]  當然在一些儀式裡面
[00:08:09.400 --> 00:08:10.440]  有些不一樣
[00:08:10.440 --> 00:08:12.160]  婚禮我們講的是誓詞
[00:08:12.160 --> 00:08:13.320]  在眾人面前的見證
[00:08:13.320 --> 00:08:14.520]  在神面前的見證
[00:08:14.520 --> 00:08:17.320]  講的是要去忠誠執行的誓詞
[00:08:17.320 --> 00:08:19.000]  就更加重要
[00:08:19.000 --> 00:08:24.880]  所以主的信實不能夠以虛方的言辭令人信靠
[00:08:24.880 --> 00:08:31.400]  除了在法庭判事的法官面前
[00:08:31.400 --> 00:08:34.680]  我們不能夠講虛假的說話之外
[00:08:34.680 --> 00:08:36.920]  在平時生活的人際關係
[00:08:36.920 --> 00:08:39.760]  我們相處自成的交流溝通
[00:08:39.760 --> 00:08:41.400]  也都很重要
[00:08:41.400 --> 00:08:42.240]  你知不知道有沒有想過
[00:08:42.240 --> 00:08:43.160]  你講的那句說話
[00:08:43.160 --> 00:08:44.160]  不知道你什麼時候是真
[00:08:44.160 --> 00:08:46.200]  不知道你什麼時候是假
[00:08:46.200 --> 00:08:49.040]  那就很難搞了
[00:08:49.040 --> 00:08:51.520]  那你不同你無厘頭的笑片
[00:08:51.520 --> 00:08:55.520]  你要知道什麼是真什麼是假
[00:08:55.520 --> 00:09:00.760]  周星馳的片你知道哪句是真哪句是假
[00:09:00.760 --> 00:09:01.920]  那你懂得判斷
[00:09:01.920 --> 00:09:04.440]  因為知道那是一個笑片
[00:09:04.440 --> 00:09:07.200]  透過一些反差的說話技巧
[00:09:07.200 --> 00:09:09.280]  令你發笑
[00:09:09.280 --> 00:09:13.280]  但是我們的聖經是怎麼說的呢?
[00:09:13.280 --> 00:09:18.240]  耶和華在《針研》裡面的智慧告訴我們幾件事
[00:09:18.240 --> 00:09:21.400]  文學表達在《針研》裡面是很特別的
[00:09:21.400 --> 00:09:23.760]  要說憎惡的有六件事
[00:09:23.760 --> 00:09:27.040]  而他心裡面憎惡的有七件事
[00:09:27.040 --> 00:09:29.920]  就是心裡面憎惡的東西就不告訴你
[00:09:29.920 --> 00:09:31.680]  那他也講了這裡
[00:09:31.680 --> 00:09:34.040]  你心裡面憎什麼你不用告訴我
[00:09:34.040 --> 00:09:36.600]  但是有些東西就很清楚了
[00:09:36.600 --> 00:09:42.440]  他說高傲的眼睛看不起殺方的舌
[00:09:42.440 --> 00:09:45.000]  就是說你常常是說謊
[00:09:45.000 --> 00:09:46.320]  流無辜人的血
[00:09:46.320 --> 00:09:47.720]  那些人是無辜的
[00:09:47.720 --> 00:09:49.200]  你是流他的血
[00:09:49.200 --> 00:09:50.480]  十八
[00:09:50.480 --> 00:09:52.480]  圖謀惡計的心
[00:09:52.480 --> 00:09:55.320]  你想這些去陷害人
[00:09:55.320 --> 00:09:56.880]  飛跑行惡的腳
[00:09:56.880 --> 00:09:59.160]  行惡不止,還要飛跑去行
[00:09:59.160 --> 00:10:01.200]  很有效率地去行惡
[00:10:01.200 --> 00:10:03.640]  然後接著第十九節
[00:10:03.640 --> 00:10:05.480]  套謊言的假見證
[00:10:05.480 --> 00:10:09.080]  並且在弟兄中暴散紛爭的人
[00:10:09.080 --> 00:10:10.680]  七件事耶和華神不喜歡的
[00:10:10.680 --> 00:10:15.760]  有兩件事是關乎說謊
[00:10:15.760 --> 00:10:16.920]  在這樣的處境裡面
[00:10:16.920 --> 00:10:19.080]  我們就思想我們想
[00:10:19.080 --> 00:10:22.720]  我們怎樣在我們現實的生活裡面
[00:10:22.720 --> 00:10:25.920]  行出神要我們所行的事
[00:10:25.920 --> 00:10:29.280]  如果只要信實是不能夠以虛方的言辭
[00:10:29.280 --> 00:10:32.600]  要我們跟人建立關係的時候
[00:10:32.600 --> 00:10:36.520]  我們就要很好的去實踐
[00:10:36.520 --> 00:10:40.600]  主耶穌又怎麼說呢?
[00:10:40.600 --> 00:10:45.000]  祂說「你們的話是就說是
[00:10:45.000 --> 00:10:47.320]  不是就說不是
[00:10:47.320 --> 00:10:53.520]  若再多說就是出於那惡者」
[00:10:53.520 --> 00:10:58.440]  這個惡者當然是說撒旦
[00:10:58.440 --> 00:11:01.240]  在這一節的聖經裡面
[00:11:01.240 --> 00:11:05.200]  其實不單止是耶穌去引述
[00:11:05.200 --> 00:11:08.760]  在另一節亞國
[00:11:08.760 --> 00:11:10.920]  我弟兄最重要的是不可以起誓
[00:11:10.920 --> 00:11:13.160]  這裡說的是一局的處境
[00:11:13.160 --> 00:11:15.240]  是在說神的審判
[00:11:15.240 --> 00:11:18.800]  你不可以指日天、指日地去起誓
[00:11:18.800 --> 00:11:20.760]  無論何誓都不要起
[00:11:20.760 --> 00:11:23.080]  其實在一些處境裡面
[00:11:23.080 --> 00:11:24.160]  你說的話要別人信
[00:11:24.160 --> 00:11:26.520]  所以要去起誓
[00:11:26.520 --> 00:11:28.360]  他們就說
[00:11:28.360 --> 00:11:32.520]  亞國提點教會的弟兄姊妹
[00:11:32.520 --> 00:11:34.960]  「是就是,不是就說不是
[00:11:34.960 --> 00:11:39.960]  免得你們落在審判之中」
[00:11:39.960 --> 00:11:42.280]  弟兄姊妹
[00:11:42.280 --> 00:11:44.360]  當我們說話的時候
[00:11:44.360 --> 00:11:47.200]  我們說這是一個真實
[00:11:47.200 --> 00:11:49.920]  但有些人說話都很厲害
[00:11:49.920 --> 00:11:54.320]  我們現在看得我們的官員多
[00:11:54.320 --> 00:11:55.840]  我們就會明白
[00:11:55.840 --> 00:12:00.560]  他們說話不是完全講假
[00:12:00.560 --> 00:12:03.760]  一半真,然後一半不講
[00:12:03.760 --> 00:12:04.760]  講的是事實
[00:12:04.760 --> 00:12:10.240]  不過不是事實的全部
[00:12:10.240 --> 00:12:18.040]  我相信聰明人講謊話的能力比較高
[00:12:18.040 --> 00:12:20.760]  但是在一些處境裡面
[00:12:20.760 --> 00:12:22.960]  我們就要去學
[00:12:22.960 --> 00:12:25.520]  如果神要求他的子民、他的百姓
[00:12:25.520 --> 00:12:28.120]  我們的敬拜是心靈誠實在禮拜日裡面
[00:12:28.120 --> 00:12:30.240]  我們平時的一至六
[00:12:30.240 --> 00:12:33.400]  我們跟人的相處都是真誠地去對待
[00:12:33.400 --> 00:12:36.240]  因為是上主真實的緣故
[00:12:36.240 --> 00:12:37.920]  祂對我們子民百姓
[00:12:37.920 --> 00:12:39.920]  祂是信實的緣故
[00:12:39.920 --> 00:12:41.400]  我們是基督徒
[00:12:41.400 --> 00:12:42.360]  我們要學孝他
[00:12:42.360 --> 00:12:46.240]  我們都要真誠地去待人和相處
[00:12:46.240 --> 00:12:47.800]  所以我們在生活裡面
[00:12:47.800 --> 00:12:48.560]  我們就很重要
[00:12:48.560 --> 00:12:50.840]  我們怎樣真誠地去待人
[00:12:50.840 --> 00:12:55.640]  人與人之間的相處
[00:12:55.640 --> 00:12:57.080]  真誠待人
[00:12:57.080 --> 00:12:58.560]  就是在這一刻
[00:12:58.560 --> 00:13:00.080]  你跟人相處的時候
[00:13:00.080 --> 00:13:01.720]  全心全意
[00:13:01.720 --> 00:13:04.480]  真心真意
[00:13:04.480 --> 00:13:08.320]  每一個人是喜歡跟不真誠的人接觸
[00:13:08.320 --> 00:13:10.960]  因為當中必有虛幻
[00:13:10.960 --> 00:13:12.440]  不知道他哪句真哪句假
[00:13:12.440 --> 00:13:15.880]  我們很難去跟他相處
[00:13:15.880 --> 00:13:17.760]  我們就要猜測
[00:13:17.760 --> 00:13:20.920]  他究竟講真還是講假呢?
[00:13:20.920 --> 00:13:24.160]  他講笑還是講真呢?
[00:13:24.160 --> 00:13:26.000]  原來今天在我們的世界裡面
[00:13:26.000 --> 00:13:32.120]  在社會我們喜歡真材實料明碼實價
[00:13:32.120 --> 00:13:33.600]  現在有一些虛假陳述
[00:13:33.600 --> 00:13:36.440]  所以法例裡面是不喜歡一些虛假陳述
[00:13:36.440 --> 00:13:39.880]  因為你說你是最便宜
[00:13:39.880 --> 00:13:42.080]  你一定清楚這個市場裡面
[00:13:42.080 --> 00:13:43.880]  你格了價這個是最便宜
[00:13:43.880 --> 00:13:46.800]  所以你可以寫是最便宜
[00:13:46.800 --> 00:13:48.760]  但是你不是最便宜
[00:13:48.760 --> 00:13:53.200]  你就不可以寫是最便宜
[00:13:53.200 --> 00:13:56.240]  這個很重要
[00:13:56.240 --> 00:13:57.280]  所以我們去賣藥場
[00:13:57.280 --> 00:14:00.280]  我們記得要看那些細節
[00:14:00.280 --> 00:14:06.880]  究竟是每兩還是每斤的銀碼
[00:14:06.880 --> 00:14:10.400]  在學業裡面我們喜歡真材實學
[00:14:10.400 --> 00:14:14.560]  我們喜歡沒有水份的學歷
[00:14:14.560 --> 00:14:17.040]  你在哪裏畢業就在哪裏畢業
[00:14:17.040 --> 00:14:20.360]  你在哪個年份畢業就在哪個年份畢業
[00:14:20.360 --> 00:14:22.680]  哪個年份都不一樣
[00:14:22.680 --> 00:14:24.800]  就算不同學校
[00:14:24.800 --> 00:14:28.400]  70年代畢業和2000年代畢業的學生
[00:14:28.400 --> 00:14:29.960]  可能水平都不一樣
[00:14:29.960 --> 00:14:33.720]  你就告訴別人是哪個年份
[00:14:33.720 --> 00:14:39.400]  你知不知道世界上最多的野雞大學在哪裏
[00:14:39.400 --> 00:14:40.200]  是的 真的
[00:14:40.200 --> 00:14:45.480]  百分之所有的美國的野雞大學
[00:14:45.480 --> 00:14:52.640]  意思就是說可以透過用金錢去買學位
[00:14:52.640 --> 00:14:57.160]  有百分之四五十全世界的野雞大學集中在美國
[00:14:57.160 --> 00:15:00.400]  當然美國的教育制度也有很多名牌的大學
[00:15:00.400 --> 00:15:02.000]  它容易混水摸魚
[00:15:02.000 --> 00:15:03.480]  為何人們喜歡美國的大學
[00:15:03.480 --> 00:15:05.720]  其中一個原因是因為它學歷好
[00:15:05.720 --> 00:15:08.040]  就會有人去摸
[00:15:08.040 --> 00:15:15.200]  為何國內喜歡摸我們香港的月餅
[00:15:15.200 --> 00:15:18.120]  因為香港的月餅好吃
[00:15:18.120 --> 00:15:20.560]  所以現在我們香港的月餅
[00:15:20.560 --> 00:15:26.760]  在香港製造的100%在香港製造是很重要的
[00:15:26.760 --> 00:15:29.200]  因為上面有很多假的東西
[00:15:29.200 --> 00:15:34.480]  我認識一個例子
[00:15:34.480 --> 00:15:36.840]  牧師的學歷也可以假
[00:15:36.840 --> 00:15:39.360]  是買回來的博士學位
[00:15:39.360 --> 00:15:40.840]  有沒有聽過
[00:15:40.840 --> 00:15:43.200]  我當然不說是誰
[00:15:43.200 --> 00:15:45.640]  但是的確有這樣的處境
[00:15:45.640 --> 00:15:48.000]  學業我們喜歡真材實學
[00:15:48.000 --> 00:15:50.520]  我們不喜歡有水份
[00:15:50.520 --> 00:15:53.560]  政治呢
[00:15:53.560 --> 00:15:55.480]  我覺得政治人最慘
[00:15:55.480 --> 00:15:58.320]  要面向公眾要去解釋要去交代的時候
[00:15:58.320 --> 00:16:00.960]  就很艱難
[00:16:00.960 --> 00:16:04.480]  有些時候我知道高官裏面有些基督徒
[00:16:04.480 --> 00:16:07.880]  我覺得他都很難去處理一些問題
[00:16:07.880 --> 00:16:12.360]  因為坐在那個位就決定了那個路袋
[00:16:12.360 --> 00:16:16.160]  所以不知道怎樣解釋
[00:16:16.160 --> 00:16:18.040]  又不想講真相
[00:16:18.040 --> 00:16:20.800]  就說這個是一男子的原因
[00:16:20.800 --> 00:16:22.040]  我們不發牌
[00:16:22.040 --> 00:16:28.240]  一男子的原因究竟是什麼原因就不知道了
[00:16:28.240 --> 00:16:32.400]  又或者明明講了謊話
[00:16:32.400 --> 00:16:37.960]  我講說話真的解釋呢解釋得有些淪盡
[00:16:37.960 --> 00:16:40.600]  頂姐妹你解釋要清清楚楚
[00:16:40.600 --> 00:16:43.360]  如果你是一個商業機構的CEO
[00:16:43.360 --> 00:16:46.000]  你在一個業績的發佈會解釋得淪盡
[00:16:46.000 --> 00:16:50.280]  你那個股價會直插的
[00:16:50.280 --> 00:16:56.960]  頂姐妹在我們生活裏面政治好商業好
[00:16:56.960 --> 00:17:00.480]  今日這一節的經文背景就是講司法
[00:17:00.480 --> 00:17:04.240]  講審判牽涉人的名聲利益罪名
[00:17:04.240 --> 00:17:07.360]  甚至他的自由甚至生命
[00:17:07.360 --> 00:17:09.280]  這些都是很重要
[00:17:09.280 --> 00:17:15.120]  所以聖經這一段去講述的是第三者作為一個證人
[00:17:15.120 --> 00:17:16.560]  我們有機會令人入罪
[00:17:16.560 --> 00:17:20.560]  在懷疑別人究竟是有罪還是清白的時候
[00:17:20.560 --> 00:17:25.520]  我們講說話就要很小心
[00:17:25.520 --> 00:17:28.280]  其實在這個處境我們要得人相信
[00:17:28.280 --> 00:17:30.280]  我們要花很多的心機
[00:17:30.280 --> 00:17:33.120]  首先我們要知道我們是一個真誠的人
[00:17:33.120 --> 00:17:35.160]  我們建立了和人的關係
[00:17:35.160 --> 00:17:39.320]  我們要得人信任
[00:17:39.320 --> 00:17:42.000]  其實保羅都不例外
[00:17:42.000 --> 00:17:46.400]  保羅在迦拉提書一章二十節
[00:17:46.400 --> 00:17:49.400]  對迦拉太教會的弟兄姊妹講
[00:17:49.400 --> 00:17:52.760]  他說我講的不是謊言
[00:17:52.760 --> 00:17:56.480]  這個是我在神的面前講的
[00:17:56.480 --> 00:17:59.000]  我講的是真的
[00:17:59.000 --> 00:18:03.560]  要用這樣的肯定的言辭去告訴迦拉太教會的弟兄姊妹
[00:18:03.560 --> 00:18:09.400]  其實有些處境人際關係裏面
[00:18:09.400 --> 00:18:12.760]  其實很多時候靠印象
[00:18:12.760 --> 00:18:16.440]  當我們講一些不好的說話
[00:18:16.440 --> 00:18:17.520]  我們敗壞人的明星
[00:18:17.520 --> 00:18:20.160]  第三者聽來可能會懂得判斷
[00:18:20.160 --> 00:18:25.440]  但是可能已經影響了對某些人的印象
[00:18:25.440 --> 00:18:28.640]  所以我們要小心去講別人的說話
[00:18:28.640 --> 00:18:30.960]  保羅就在這樣的處境
[00:18:30.960 --> 00:18:32.960]  面對教會的一些問題
[00:18:32.960 --> 00:18:37.880]  他都要講我不是在講謊言
[00:18:37.880 --> 00:18:41.480]  這個我是在神面前講的
[00:18:41.480 --> 00:18:48.840]  弟兄姊妹在朋友之間坦誠相處很重要
[00:18:48.840 --> 00:18:52.520]  人際關係相處的真實
[00:18:52.520 --> 00:18:56.160]  當我們能夠真實地相處的時候
[00:18:56.160 --> 00:19:04.600]  我就不需要花時間花心思去猜他背後究竟講這句說話的想法動機
[00:19:04.600 --> 00:19:08.520]  以致我們需要彼此的猜疑猜度
[00:19:08.520 --> 00:19:13.040]  我們speculate 彼此去猜疑猜度
[00:19:13.040 --> 00:19:17.320]  人際關係本來可以簡單地互相互信之下
[00:19:17.320 --> 00:19:21.920]  我們就可以和諧共處
[00:19:21.920 --> 00:19:24.800]  但是卻是很多時候
[00:19:24.800 --> 00:19:27.200]  我們因著人的罪性的緣故
[00:19:27.200 --> 00:19:29.240]  我們很多時候講一些說話
[00:19:29.240 --> 00:19:32.120]  我們不能夠得到別人的信任
[00:19:32.120 --> 00:19:36.400]  以致影響了人際之間的關係
[00:19:36.400 --> 00:19:39.160]  所以我們講說話究竟是真是假
[00:19:39.160 --> 00:19:40.760]  我們要很清楚
[00:19:40.760 --> 00:19:44.200]  我們最終是否得到這個朋友
[00:19:44.200 --> 00:19:52.120]  或者我們講說話接收的人是否信任
[00:19:52.120 --> 00:19:56.440]  所以特別一些的職業
[00:19:56.440 --> 00:19:58.680]  我們的信任度很高
[00:19:58.680 --> 00:20:06.560]  譬如老師、牧師、傳道
[00:20:06.560 --> 00:20:08.840]  如果我們犯了刑事
[00:20:08.840 --> 00:20:11.040]  那些官員當然會這樣說
[00:20:11.040 --> 00:20:20.120]  「你壞了,你在職業裡面辜負了別人對你的信任」
[00:20:20.120 --> 00:20:24.240]  這些是罪加一等
[00:20:24.240 --> 00:20:25.760]  不同的追溯
[00:20:25.760 --> 00:20:28.280]  我們不同的是某些行業
[00:20:28.280 --> 00:20:31.200]  不好意思,我不是有特別的含義
[00:20:31.200 --> 00:20:34.480]  其實有些行業當然是樹大有枯枝
[00:20:34.480 --> 00:20:38.360]  但是坊間是這樣說
[00:20:38.360 --> 00:20:42.920]  「什麼靠得住,豬奶都會上樹」
