
[00:00:00.000 --> 00:00:01.240]  主內的弟兄姊妹
[00:01:26.760 --> 00:01:28.440]  但怎樣做都不見效
[00:01:28.440 --> 00:01:31.880]  有時候我們還買了很多根本不需要的工具
[00:01:31.880 --> 00:01:32.800]  這個是我來的
[00:01:32.800 --> 00:01:34.360]  花了很多錢
[00:01:34.360 --> 00:01:35.560]  很多時間
[00:01:35.560 --> 00:01:36.640]  你搞盡腦汁
[00:01:36.640 --> 00:01:37.920]  最後才發現其實
[00:01:37.920 --> 00:01:41.000]  最容易最合適解決的方案
[00:01:41.000 --> 00:01:42.320]  其實早就已經在這裡
[00:01:42.320 --> 00:01:45.680]  而且有時候還是非常的簡單
[00:01:45.680 --> 00:01:48.240]  你有沒有遇過這樣的經歷呢?
[00:01:48.240 --> 00:01:51.520]  我相信大多數人都可能有這種經歷
[00:01:51.520 --> 00:01:56.600]  我記得很久很久以前
[00:01:56.760 --> 00:01:57.960]  因為我已經退休了
[00:01:57.960 --> 00:01:59.800]  很久很久以前
[00:01:59.800 --> 00:02:02.400]  在我讀博士學位的第二年發生的事
[00:02:02.400 --> 00:02:04.520]  我剛剛開始讀博士學位
[00:02:04.520 --> 00:02:08.320]  而且剛剛入了校園裡面的華人基督徒團契
[00:02:08.320 --> 00:02:11.040]  我記得團契裡面有一位姐妹
[00:02:11.040 --> 00:02:12.160]  她繼承
[00:02:12.160 --> 00:02:12.840]  真的繼承
[00:02:12.840 --> 00:02:13.400]  免費的
[00:02:13.400 --> 00:02:18.600]  得了剛剛畢業離開的一位弟兄的一輛
[00:02:18.600 --> 00:02:20.440]  二十多年的老爺車
[00:02:20.440 --> 00:02:22.080]  那輛車真的很大
[00:02:22.080 --> 00:02:23.960]  跟這幅相其實很相似
[00:02:23.960 --> 00:02:26.320]  大到好像一條船那麼大
[00:02:26.760 --> 00:02:28.640]  這位姐妹開了兩個月之後
[00:02:28.640 --> 00:02:31.600]  就發覺其實她自己也控制不了這麼大的車
[00:02:31.600 --> 00:02:33.480]  於是很慷慨
[00:02:33.480 --> 00:02:35.800]  免費很慷慨地將這輛車轉給我
[00:02:35.800 --> 00:02:37.400]  我拿到這輛車之後
[00:02:37.400 --> 00:02:38.640]  覺得自己也不錯
[00:02:38.640 --> 00:02:40.200]  開了兩個星期之後
[00:02:40.200 --> 00:02:42.240]  我也開得很順很開心
[00:02:42.240 --> 00:02:43.840]  於是就有信心
[00:02:43.840 --> 00:02:46.760]  做一對基督徒的夫婦去舊金山機場
[00:02:46.760 --> 00:02:48.840]  離我們學校大概三十里左右
[00:02:48.840 --> 00:02:51.560]  送機的那一程很順利
[00:02:51.560 --> 00:02:55.600]  但是我把車要駛回學校的時候
[00:02:56.000 --> 00:02:58.520]  離開公路兩個出口
[00:02:58.520 --> 00:03:00.800]  那輛車就慢慢慢慢
[00:03:00.800 --> 00:03:02.080]  越來越沒力
[00:03:02.080 --> 00:03:03.600]  那就要停
[00:03:03.600 --> 00:03:04.320]  沒辦法
[00:03:04.320 --> 00:03:05.880]  停在高速路的旁邊
[00:03:05.880 --> 00:03:08.320]  當時作為機械
[00:03:08.320 --> 00:03:11.520]  機械工程系博士研究生
[00:03:11.520 --> 00:03:14.400]  心裡面有些自大自我膨脹
[00:03:14.400 --> 00:03:17.560]  我都把這輛車打開車頭蓋
[00:03:17.560 --> 00:03:19.280]  看看這個看看那個
[00:03:19.280 --> 00:03:20.840]  搞了十幾分鐘
[00:03:20.840 --> 00:03:23.400]  仍然都找不到問題在哪裡
[00:03:24.080 --> 00:03:26.480]  那個啟動馬達
[00:03:26.480 --> 00:03:27.640]  可以打
[00:03:27.640 --> 00:03:29.840]  但是那個引擎
[00:03:29.840 --> 00:03:31.680]  打多久都打不著
[00:03:31.680 --> 00:03:34.120]  最後我決定就把車扔下
[00:03:34.120 --> 00:03:35.840]  走路出去出口
[00:03:35.840 --> 00:03:37.720]  去找個電話打給那位姊妹
[00:03:37.720 --> 00:03:39.520]  我想她開了兩個月
[00:03:39.520 --> 00:03:43.280]  或者她知道引擎的引擎有什麼問題
[00:03:43.280 --> 00:03:44.680]  和她通話了幾分鐘
[00:03:44.680 --> 00:03:46.120]  那位姊妹突然間想起
[00:03:46.120 --> 00:03:49.160]  被我那個弟兄說這輛車
[00:03:49.160 --> 00:03:51.760]  油錶是不準的
[00:03:51.760 --> 00:03:53.840]  但是不是壞是動的
[00:03:54.760 --> 00:03:56.240]  再問多幾句的時候
[00:03:56.240 --> 00:03:57.880]  我明白了問題在哪裡
[00:03:57.880 --> 00:03:59.840]  原來那輛車是沒有油的
[00:03:59.840 --> 00:04:02.480]  因為油錶指到一半的時候
[00:04:02.480 --> 00:04:03.800]  就油光見底了
[00:04:03.800 --> 00:04:04.880]  我不知道
[00:04:04.880 --> 00:04:06.040]  我開了兩個星期
[00:04:06.040 --> 00:04:07.960]  知道原因之後
[00:04:07.960 --> 00:04:09.000]  其實就簡單
[00:04:09.000 --> 00:04:10.440]  解決辦法很簡單
[00:04:10.440 --> 00:04:12.680]  當時就走去最近的油站
[00:04:12.680 --> 00:04:14.720]  買了一個一加侖的油罐
[00:04:14.720 --> 00:04:15.800]  買一加侖油
[00:04:15.800 --> 00:04:17.760]  走回高速路為車加油
[00:04:17.760 --> 00:04:19.480]  因為這個波折
[00:04:19.480 --> 00:04:20.680]  其實送機的行程
[00:04:20.680 --> 00:04:22.480]  正常來說從學校去機場
[00:04:22.480 --> 00:04:23.560]  兩粒粥內匯
[00:04:23.920 --> 00:04:26.280]  搞了三個半小時才完成
[00:04:26.280 --> 00:04:28.240]  而且我終於走了一兩里路
[00:04:28.240 --> 00:04:30.400]  去打電話去買油
[00:04:30.400 --> 00:04:33.720]  對於我來說是一個非常有挫敗感的經歷
[00:04:33.720 --> 00:04:36.400]  走回車的時候我有一個想法就是
[00:04:36.400 --> 00:04:38.560]  任一機械工程學位
[00:04:38.560 --> 00:04:41.360]  這麼簡單的問題我都不能夠解決
[00:04:41.360 --> 00:04:45.360]  我發覺原來解決問題的方法其實很簡單
[00:04:45.360 --> 00:04:47.160]  心裡面也有一點
[00:04:47.160 --> 00:04:47.680]  看到沒有?
[00:04:47.680 --> 00:04:49.240]  無語的感覺
[00:04:52.240 --> 00:04:54.480]  你有沒有遇過類似的情況呢?
[00:04:54.480 --> 00:04:56.200]  你花了很多時間、精力
[00:04:56.200 --> 00:04:58.840]  甚至花了不少錢去解決一個問題
[00:04:58.840 --> 00:05:00.240]  但是終於你發現
[00:05:00.240 --> 00:05:02.360]  真正解決這個問題的方法
[00:05:02.360 --> 00:05:03.760]  其實是很簡單的
[00:05:03.760 --> 00:05:05.960]  有時候可能一開始就忽略了
[00:05:05.960 --> 00:05:08.160]  有時候你太忙
[00:05:08.160 --> 00:05:08.880]  太忙了
[00:05:08.880 --> 00:05:11.280]  看不到眼前很明顯的提示
[00:05:11.280 --> 00:05:14.520]  有時候可能你心裡面不舒服
[00:05:14.520 --> 00:05:15.320]  很煩躁
[00:05:15.320 --> 00:05:16.520]  思路不清晰
[00:05:16.520 --> 00:05:18.800]  即使答案在你面前
[00:05:18.800 --> 00:05:20.000]  Hello
[00:05:20.000 --> 00:05:20.760]  這樣向你招手
[00:05:20.760 --> 00:05:21.560]  你都看不到
[00:05:22.520 --> 00:05:25.840]  而這種處境其實不是在二十一世紀才有的
[00:05:25.840 --> 00:05:27.240]  忽略明顯
[00:05:27.240 --> 00:05:28.200]  挫折行事
[00:05:28.200 --> 00:05:32.120]  其實聖經裡面教導有很多這些教導和例子
[00:05:32.120 --> 00:05:35.560]  其中一個故事就記載在《列王記》下
[00:05:35.560 --> 00:05:37.400]  五章一到十九節那裡
[00:05:37.400 --> 00:05:39.440]  主耶穌其實
[00:05:39.440 --> 00:05:41.280]  在他的教導當中
[00:05:41.280 --> 00:05:42.520]  在福音書教導當中
[00:05:42.520 --> 00:05:44.800]  也經常引用了舊約的聖經
[00:05:44.800 --> 00:05:45.520]  很多經文
[00:05:45.520 --> 00:05:46.560]  很多事
[00:05:46.560 --> 00:05:50.600]  然而耶穌是比較少提到外邦的人物
[00:05:50.880 --> 00:05:53.200]  外邦人就是說不是猶太人的人物
[00:05:53.200 --> 00:05:55.040]  粗略地數一下
[00:05:55.040 --> 00:05:57.080]  他在四本福音書裡面
[00:05:57.080 --> 00:05:59.120]  只是直接提到舊約裡面
[00:05:59.120 --> 00:06:01.040]  三個舊約的外邦人
[00:06:01.040 --> 00:06:03.560]  一個就是阿蘭人乃曼
[00:06:03.560 --> 00:06:07.160]  一個就是西頓撒勒佛的寡婦
[00:06:07.160 --> 00:06:13.480]  兩者同時出現在《路加福音》第四章裡面
[00:06:13.480 --> 00:06:17.440]  最後還有一個就是南方女王和士巴女王
[00:06:17.440 --> 00:06:18.240]  是同一個人
[00:06:18.240 --> 00:06:20.360]  在《馬太》和《路加福音》裡面
[00:06:21.240 --> 00:06:23.600]  今天我想和大家分享的聖經故事
[00:06:23.600 --> 00:06:25.120]  就是耶穌有提及過的
[00:06:25.120 --> 00:06:26.720]  阿蘭人乃曼
[00:06:26.720 --> 00:06:32.720]  《獵王記》五章經文一開始
[00:06:32.720 --> 00:06:36.480]  就很快地介紹了阿蘭人乃曼
[00:06:36.480 --> 00:06:38.080]  是誰呢?
[00:06:38.080 --> 00:06:40.600]  他是阿蘭王的元帥
[00:06:40.600 --> 00:06:41.560]  即是大將軍
[00:06:41.560 --> 00:06:45.280]  阿蘭就是現在敘利亞的地方
[00:06:45.280 --> 00:06:47.920]  阿蘭有什麼特點呢?
[00:06:47.920 --> 00:06:49.160]  權勢軒轇
[00:06:49.160 --> 00:06:50.440]  戰功彪炳
[00:06:50.920 --> 00:06:54.000]  阿蘭和以色列之間打了很多場仗
[00:06:54.000 --> 00:06:57.880]  記載在《撒姆爾記》下第八章和第十章
[00:06:57.880 --> 00:07:00.440]  《獵王記》上十五章和二十章
[00:07:00.440 --> 00:07:02.080]  作為軍事領袖
[00:07:02.080 --> 00:07:03.160]  我們也能夠想象
[00:07:03.160 --> 00:07:05.480]  乃曼如果要下什麼命令
[00:07:05.480 --> 00:07:07.000]  下面的人只會聽
[00:07:07.000 --> 00:07:08.680]  是是是是是
[00:07:08.680 --> 00:07:09.800]  那就照著去做
[00:07:09.800 --> 00:07:12.800]  他是最高的決策者
[00:07:12.800 --> 00:07:14.200]  用今天的人說法
[00:07:14.200 --> 00:07:16.800]  就是一家很大的公司的CEO
[00:07:16.800 --> 00:07:18.120]  公司行政總裁
[00:07:18.120 --> 00:07:19.400]  或者是軍隊裡面
[00:07:19.400 --> 00:07:21.920]  現在我們五角大樓裡面的總司令
[00:07:21.920 --> 00:07:27.200]  掌握著上千上萬人的命運
[00:07:27.200 --> 00:07:28.680]  然而
[00:07:28.680 --> 00:07:31.000]  即使他是很有錢很富有
[00:07:31.000 --> 00:07:32.880]  位高權重
[00:07:32.880 --> 00:07:36.960]  但是他有一個人力無法解決的問題
[00:07:36.960 --> 00:07:39.240]  他患了大麻瘋
[00:07:39.240 --> 00:07:41.680]  這個故事精彩之處
[00:07:41.680 --> 00:07:45.000]  不單單是乃曼怎麼得到伊治和淑玲的轉機
[00:07:45.000 --> 00:07:46.600]  整個故事裡面
[00:07:46.600 --> 00:07:48.520]  其實還有兩位我們看起來
[00:07:48.640 --> 00:07:50.280]  微不足道的人物
[00:07:50.280 --> 00:07:52.800]  是扮演了一個很關鍵的角色
[00:07:52.800 --> 00:07:55.720]  一位就是年輕的猶太婢女
[00:07:55.720 --> 00:07:57.200]  將個盼望
[00:07:57.200 --> 00:08:00.200]  能伊治的盼望帶入了乃曼的家裡面
[00:08:00.200 --> 00:08:02.440]  另外一位就是乃曼的僕人
[00:08:02.440 --> 00:08:03.520]  這個僕人呢
[00:08:03.520 --> 00:08:05.360]  在關鍵的時刻
[00:08:05.360 --> 00:08:07.560]  展現出了智慧和勇氣
[00:08:07.560 --> 00:08:08.720]  願意發聲
[00:08:08.720 --> 00:08:11.760]  這兩位人物似乎是一些配角的人物
[00:08:11.760 --> 00:08:16.320]  但是深刻改變了大有權能乃曼的人生
[00:08:16.320 --> 00:08:17.160]  他的生命
[00:08:17.160 --> 00:08:18.400]  給我們看清楚
[00:08:18.400 --> 00:08:19.600]  其實被忽略的人
[00:08:19.600 --> 00:08:22.080]  也都能夠在權勢之人之下
[00:08:22.080 --> 00:08:24.040]  在歷史的進程上面
[00:08:24.040 --> 00:08:25.920]  留下不可磨滅的人跡
[00:08:25.920 --> 00:08:28.400]  這些人往往被神使用
[00:08:28.400 --> 00:08:30.920]  幫助人遇見真神
[00:08:30.920 --> 00:08:33.240]  沒有任何從神而來的聲音
[00:08:33.240 --> 00:08:35.640]  是小到不能夠帶領人的改變
[00:08:35.640 --> 00:08:39.280]  在我們淑玲更新的旅程上
[00:08:39.280 --> 00:08:41.520]  神會使用我們周邊很多不同的人
[00:08:41.520 --> 00:08:42.760]  你想一想就知道了
[00:08:42.760 --> 00:08:43.760]  你相信了主了
[00:08:43.760 --> 00:08:47.080]  成就他全權的旨意
[00:08:47.760 --> 00:08:49.040]  回到乃曼這個病
[00:08:49.040 --> 00:08:50.920]  舊約所謂的大麻蜂
[00:08:50.920 --> 00:08:54.520]  其實下行過了很多種嚴重的皮膚病
[00:08:54.520 --> 00:08:55.280]  程度不一
[00:08:55.280 --> 00:08:58.640]  但是差不多全部都無法根治
[00:08:58.640 --> 00:09:00.400]  對當事人來說
[00:09:00.400 --> 00:09:02.560]  這些是相當困擾的事情
[00:09:02.560 --> 00:09:04.320]  從經文可以看到
[00:09:04.320 --> 00:09:05.600]  剛才讀了
[00:09:05.600 --> 00:09:08.800]  乃曼是很迫切地想得到醫治
[00:09:08.800 --> 00:09:11.200]  他想得到完全的康復
[00:09:11.200 --> 00:09:12.400]  對他來說
[00:09:12.400 --> 00:09:13.600]  這個健康的難題
[00:09:13.600 --> 00:09:15.240]  實在是他難以忍受
[00:09:15.240 --> 00:09:17.400]  也是他無能為力
[00:09:17.400 --> 00:09:17.920]  我再講一次
[00:09:17.920 --> 00:09:21.240]  是他無能為力的人生一大難題
[00:09:21.240 --> 00:09:23.880]  即使他在阿蘭國裡面
[00:09:23.880 --> 00:09:25.560]  很大的權力
[00:09:25.560 --> 00:09:26.960]  很富有
[00:09:26.960 --> 00:09:28.840]  有好的名聲
[00:09:28.840 --> 00:09:30.240]  對於阿蘭國人來說
[00:09:30.240 --> 00:09:31.200]  他是大將軍
[00:09:31.200 --> 00:09:31.920]  打勝仗
[00:09:31.920 --> 00:09:36.800]  我們從經文故事開始
[00:09:36.800 --> 00:09:40.000]  也看到阿蘭人先前去攻擊以色列的時候
[00:09:40.000 --> 00:09:43.000]  他擄走了一個以色列的小女子
[00:09:43.000 --> 00:09:44.640]  一個小女孩而已
[00:09:44.920 --> 00:09:47.800]  這個小女子服侍了乃曼的妻子
[00:09:47.800 --> 00:09:50.360]  經文沒有記載他更多的資料
[00:09:50.360 --> 00:09:53.080]  但是我們知道他很年幼
[00:09:53.080 --> 00:09:54.680]  他是猶太人
[00:09:54.680 --> 00:09:59.960]  也不是自願加入了乃曼家裡面去做婢女的
[00:09:59.960 --> 00:10:01.760]  他的確是一個俘虜
[00:10:01.760 --> 00:10:06.560]  後來顯然他聽見乃曼或者乃曼的妻子
[00:10:06.560 --> 00:10:08.360]  講到乃曼的困境
[00:10:08.360 --> 00:10:12.480]  於是滿有把握地對乃曼的妻子說
[00:10:13.360 --> 00:10:14.960]  直接讀聖經出來
[00:10:14.960 --> 00:10:18.440]  巴不得我主人去見撒瑪利亞的先知
[00:10:18.440 --> 00:10:20.480]  必能治好他的大麻瘋
[00:10:20.480 --> 00:10:23.960]  這位離鄉撥井的小婢女
[00:10:23.960 --> 00:10:28.720]  竟然夠膽向阿蘭的大元帥提出一個建議
[00:10:28.720 --> 00:10:31.760]  他相信這樣做就能夠治好乃曼
[00:10:31.760 --> 00:10:35.120]  我以前讀這段經文的時候也很好奇
[00:10:35.120 --> 00:10:36.880]  他地位卑微
[00:10:36.880 --> 00:10:37.800]  身為俘虜
[00:10:37.800 --> 00:10:38.920]  在做婢女
[00:10:38.920 --> 00:10:41.080]  為什麼敢這麼大膽
[00:10:41.400 --> 00:10:43.400]  提起主人最頭痛
[00:10:43.400 --> 00:10:47.280]  也是當時無法根治的疾病
[00:10:47.280 --> 00:10:51.840]  我想起以前自己經常去中國出差
[00:10:51.840 --> 00:10:54.720]  去過中國出差的都有可能有同感
[00:10:54.720 --> 00:10:56.160]  我的同事
[00:10:56.160 --> 00:10:57.360]  我很多的下屬
[00:10:57.360 --> 00:11:00.120]  以及其他公司的朋友
[00:11:00.120 --> 00:11:01.600]  真的是我的朋友
[00:11:01.600 --> 00:11:02.960]  他很多次提醒我
[00:11:02.960 --> 00:11:05.000]  在路上見到有事情發生
[00:11:05.000 --> 00:11:07.000]  千萬不要插手
[00:11:07.000 --> 00:11:09.520]  如果見到有些老婆婆跌倒了
[00:11:09.520 --> 00:11:10.480]  他們會提醒我
[00:11:10.480 --> 00:11:11.880]  千萬不要去扶她
[00:11:11.880 --> 00:11:13.400]  不要去幫她
[00:11:13.400 --> 00:11:15.880]  最好不要打911報警
[00:11:15.880 --> 00:11:19.480]  因為在當時或者在中國
[00:11:19.480 --> 00:11:20.360]  現在也是
[00:11:20.360 --> 00:11:21.160]  一旦介入了
[00:11:21.160 --> 00:11:22.560]  就可能要負責任
[00:11:22.560 --> 00:11:24.240]  會被索償金錢
[00:11:24.240 --> 00:11:26.400]  就算是打119報警
[00:11:26.400 --> 00:11:28.120]  相等於美國911報警
[00:11:28.120 --> 00:11:29.760]  也可能被人質疑說
[00:11:29.760 --> 00:11:32.040]  你肯定是對這件事件有責任
[00:11:32.040 --> 00:11:34.360]  你才會關心那個傷者
[00:11:34.360 --> 00:11:37.800]  雖然我本人是百分之一百不同意
[00:11:37.800 --> 00:11:40.440]  不認同這種說法
[00:11:40.720 --> 00:11:43.240]  但我知道現實中的確有碰瓷
[00:11:43.240 --> 00:11:45.440]  中國說的碰瓷索賠的情況
[00:11:45.440 --> 00:11:48.120]  所以我周邊的朋友不斷提醒我
[00:11:48.120 --> 00:11:49.600]  要小心一點
[00:11:49.600 --> 00:11:51.160]  正因為這樣的時候
[00:11:51.160 --> 00:11:53.800]  當我讀到猶太婢女的故事的時候
[00:11:53.800 --> 00:11:54.840]  我更加驚奇
[00:11:54.840 --> 00:11:57.520]  她竟然夠膽為一個
[00:11:57.520 --> 00:12:00.000]  古代幾乎是不治之症
[00:12:00.000 --> 00:12:01.680]  提出了醫治的辦法
[00:12:01.680 --> 00:12:04.840]  我們自稱在文明的社會裡面
[00:12:04.840 --> 00:12:07.400]  往往因為有些潛在的風險
[00:12:07.400 --> 00:12:09.000]  而會卻步不行
[00:12:09.440 --> 00:12:10.920]  甚至會開玩笑地說
[00:12:10.920 --> 00:12:14.000]  我買的那份保險不保這些風險
[00:12:14.000 --> 00:12:18.440]  這位在阿蘭戰役中被擄的猶太婢女
[00:12:18.440 --> 00:12:19.440]  卻夠膽說
[00:12:19.440 --> 00:12:23.200]  巴不得我主人去見撒瑪利亞的先知
[00:12:23.200 --> 00:12:24.960]  必能自豪他的大馬蜂
[00:12:24.960 --> 00:12:27.200]  其中這個反差其實
[00:12:27.200 --> 00:12:29.360]  對於我來說是一個很大的反差
[00:12:29.360 --> 00:12:30.720]  她沒有權
[00:12:30.720 --> 00:12:31.920]  她沒有家
[00:12:31.920 --> 00:12:35.080]  理論上她已經失去了發言的權利
[00:12:35.440 --> 00:12:39.720]  她確信自己知道主人最大難題的答案
[00:12:39.720 --> 00:12:42.760]  而這個答案是在主人經常去打仗
[00:12:42.760 --> 00:12:45.280]  經常得勝的以色列之地
[00:12:45.280 --> 00:12:50.240]  更令我驚奇的就是
[00:12:50.240 --> 00:12:53.480]  這個大將軍乃曼竟然聽了進去
[00:12:53.480 --> 00:12:56.720]  這一點也是我表明了
[00:12:56.720 --> 00:12:59.720]  乃曼對擺脫不治之症
[00:12:59.720 --> 00:13:01.120]  是何等的迫切
[00:13:01.120 --> 00:13:03.960]  之後乃曼去見了阿蘭王
[00:13:03.960 --> 00:13:04.720]  我們讀了
[00:13:05.080 --> 00:13:06.840]  請求前往以色列求醫
[00:13:06.840 --> 00:13:09.080]  阿蘭王竟然也同意了
[00:13:09.080 --> 00:13:12.920]  因為阿蘭王和乃曼都知道在阿蘭國裡面
[00:13:12.920 --> 00:13:14.520]  無論是醫師
[00:13:14.520 --> 00:13:16.880]  或者他們求告的阿蘭神
[00:13:16.880 --> 00:13:21.640]  都沒有辦法醫治好乃曼的大馬蜂
[00:13:21.640 --> 00:13:24.600]  所以他們居然敢向敵國求醫
[00:13:24.600 --> 00:13:27.760]  其實我們真的很少見這種情況
[00:13:27.760 --> 00:13:30.560]  夠膽向敵國的人求醫
[00:13:30.560 --> 00:13:31.920]  因為你經常打贏他
[00:13:31.920 --> 00:13:34.320]  阿蘭王不僅批准了
[00:13:34.320 --> 00:13:36.920]  他還隆重其事地派乃曼去
[00:13:36.920 --> 00:13:38.960]  帶著隨從和很多口禮
[00:13:38.960 --> 00:13:40.760]  展示出阿蘭的王權
[00:13:40.760 --> 00:13:43.040]  以及對醫治的高度期望
[00:13:43.040 --> 00:13:44.960]  他還寫了封信給以色列王
[00:13:44.960 --> 00:13:46.160]  我剛才也讀到了
[00:13:46.160 --> 00:13:47.680]  清楚地提出了要求
[00:13:47.680 --> 00:13:48.720]  我是阿蘭王
[00:13:48.720 --> 00:13:50.440]  這是我的神服乃曼
[00:13:50.440 --> 00:13:51.920]  我要他得到醫治
[00:13:51.920 --> 00:13:55.520]  經文講到以色列王看完這封信的時候
[00:13:55.520 --> 00:13:56.920]  就撕裂了衣服說
[00:13:56.920 --> 00:13:58.000]  我豈是神呢?
[00:13:58.000 --> 00:13:59.680]  我能使人死能使人活
[00:13:59.680 --> 00:14:01.480]  竟然要我醫好他的大馬蜂
[00:14:01.480 --> 00:14:05.440]  你們看看阿蘭多麼想找我們的把柄
[00:14:05.440 --> 00:14:07.440]  為難我們呢?
[00:14:07.440 --> 00:14:10.560]  以色列王驚慌地撕裂了他的衣服
[00:14:10.560 --> 00:14:12.000]  表示哀痛和憂慮
[00:14:12.000 --> 00:14:14.080]  他的群臣也很懼怕
[00:14:14.080 --> 00:14:17.160]  這個消息傳到先知以利沙的耳中
[00:14:17.160 --> 00:14:19.840]  他就請以色列王將乃曼送了過去
[00:14:19.840 --> 00:14:21.520]  為什麼呢?
[00:14:21.520 --> 00:14:23.280]  因為要叫阿蘭人知道
[00:14:23.280 --> 00:14:25.280]  以色列中有先知
[00:14:25.280 --> 00:14:27.680]  就是有真神的意思
[00:14:30.240 --> 00:14:31.760]  故事繼續發展
[00:14:31.760 --> 00:14:35.400]  於是乃曼來到以利沙的屋門口
[00:14:35.400 --> 00:14:38.240]  這裡剛才經文沒有讀
[00:14:38.240 --> 00:14:40.120]  他帶著威儒和隊伍
[00:14:40.120 --> 00:14:42.680]  等先知出來迎接他
[00:14:42.680 --> 00:14:44.080]  給他應有的禮遇
[00:14:44.080 --> 00:14:45.680]  但是他等啊
[00:14:45.680 --> 00:14:47.000]  等啊
[00:14:47.000 --> 00:14:48.400]  終於有人出來了
[00:14:48.400 --> 00:14:50.200]  但那個不是以利沙本人
[00:14:50.200 --> 00:14:53.280]  而是以利沙的一個使者傳話給他
[00:14:53.280 --> 00:14:56.960]  你可以想像乃曼當時會怎麼想
[00:14:56.960 --> 00:14:58.560]  我是乃曼
[00:14:58.560 --> 00:15:00.840]  我識領過軍隊,打贏過你很多次仗
[00:15:00.840 --> 00:15:03.480]  你知不知道我多威風,多有權勢
[00:15:03.480 --> 00:15:07.400]  我帶這麼多禮物和衣服來求你醫治
[00:15:07.400 --> 00:15:09.800]  你最起碼都應該出來見我
[00:15:09.800 --> 00:15:12.080]  要有一些基本的尊重
[00:15:12.080 --> 00:15:14.960]  但是以利沙只是託一個使者傳話
[00:15:14.960 --> 00:15:17.520]  叫乃曼去約旦河洗七次
[00:15:17.520 --> 00:15:19.520]  乃曼可能也會想
[00:15:19.520 --> 00:15:20.360]  什麼?
[00:15:20.360 --> 00:15:21.880]  這位先知
[00:15:21.880 --> 00:15:23.680]  真的這麼沒禮貌?
[00:15:23.680 --> 00:15:25.480]  不出來見我不僅如此
[00:15:25.480 --> 00:15:28.520]  現在還叫我去那條很小的河洗身
[00:15:29.200 --> 00:15:30.160]  就會好了
[00:15:30.160 --> 00:15:32.320]  我們阿蘭的家鄉
[00:15:32.320 --> 00:15:33.440]  這是他自己原話
[00:15:33.440 --> 00:15:36.240]  我們阿蘭的家鄉大河比這條小河
[00:15:36.240 --> 00:15:37.440]  都不知道好幾倍了
[00:15:37.440 --> 00:15:39.400]  真的浪費我的時間
[00:15:39.400 --> 00:15:45.080]  這個故事來到這裡有一個很特別的轉折
[00:15:45.080 --> 00:15:47.920]  一位很出人意料之外的人開口發聲
[00:15:47.920 --> 00:15:51.560]  我覺得這個開口講話真的不容易
[00:15:51.560 --> 00:15:52.680]  為什麼?
[00:15:52.680 --> 00:15:54.280]  因為乃曼這個大元帥
[00:15:54.280 --> 00:15:55.320]  這麼有權勢的人
[00:15:55.320 --> 00:15:56.440]  爐火中燒
[00:15:56.440 --> 00:15:58.040]  廣東話就是慶合合
[00:15:58.640 --> 00:16:01.800]  那時候你就算呼吸大聲一點
[00:16:01.800 --> 00:16:03.720]  或者說一個字也很困難
[00:16:03.720 --> 00:16:05.120]  然而
