
[00:00:00.000 --> 00:00:02.660]  遊刃必有餘
[00:01:55.080 --> 00:01:56.560]  Chef丁他做什麼呢
[00:01:56.560 --> 00:01:57.880]  他就負責解牛
[00:01:57.880 --> 00:01:59.680]  解牛一隻牛那麼大
[00:01:59.680 --> 00:02:01.640]  要切開喫肉的時候
[00:02:01.640 --> 00:02:06.400]  原來不只是這麼簡單去挑A5或A4的和紅牛
[00:02:06.400 --> 00:02:07.720]  對當時來說
[00:02:07.720 --> 00:02:10.080]  他的君主叫文慧君
[00:02:10.080 --> 00:02:12.600]  文慧君邀請了刨丁來
[00:02:12.600 --> 00:02:15.800]  展現他一手的功夫如何解牛
[00:02:15.800 --> 00:02:19.000]  刨丁就拿着他那把很特別很薄的刀
[00:02:19.000 --> 00:02:20.800]  這個就是油刃的意思
[00:02:20.800 --> 00:02:25.280]  然後他在那裏揮舞很慫容不逼
[00:02:25.280 --> 00:02:27.560]  就將那隻牛解開
[00:02:27.560 --> 00:02:29.120]  文慧君就稱讚刨丁
[00:02:29.120 --> 00:02:30.760]  他說Chef丁啊
[00:02:30.760 --> 00:02:34.000]  我真的不明白爲什麼你解牛的時候
[00:02:34.000 --> 00:02:37.560]  你的手的動作好像跳舞一樣
[00:02:37.560 --> 00:02:39.800]  然後你把刀入到骨
[00:02:39.800 --> 00:02:42.200]  入到筋 入到肉的時候
[00:02:42.200 --> 00:02:47.320]  那種聲音美妙如音樂那麼好聽
[00:02:47.320 --> 00:02:50.880]  刨丁啊刨丁 你可不可以解釋一下
[00:02:50.880 --> 00:02:53.680]  刨丁就說文慧君啊文慧君
[00:02:53.680 --> 00:02:55.640]  他就說文慧君
[00:02:55.640 --> 00:02:59.320]  其實當年我剛剛進入這個行業的時候
[00:02:59.320 --> 00:03:01.280]  跟其他初入行一樣
[00:03:01.280 --> 00:03:03.800]  刀是一個月要換一次的
[00:03:03.800 --> 00:03:08.240]  然後那些好的師傅就是一年換一次刀
[00:03:08.240 --> 00:03:12.400]  他說我這把刀今天用了19年仍然鋒利
[00:03:12.400 --> 00:03:15.560]  是因爲頭三年我去學習解牛的時候
[00:03:15.560 --> 00:03:18.000]  我一樣是看着這隻牛不斷在想
[00:03:18.000 --> 00:03:18.960]  哎呀 怎麼辦呢
[00:03:18.960 --> 00:03:21.360]  我這塊東西這樣 這裏這樣
[00:03:21.360 --> 00:03:23.440]  他說當時他每解一隻牛
[00:03:23.440 --> 00:03:27.000]  全身大汗 出盡狗牛義父之力
[00:03:27.000 --> 00:03:28.720]  他才處理完
[00:03:28.720 --> 00:03:31.440]  但是他說三年過後
[00:03:31.440 --> 00:03:34.920]  牛的結構根骨已經不在眼前
[00:03:34.920 --> 00:03:36.160]  是在心中
[00:03:36.160 --> 00:03:39.200]  哇 是不是很有武俠小說的味道
[00:03:39.200 --> 00:03:42.280]  在心中那幅圖畫引導他
[00:03:42.280 --> 00:03:46.800]  已經不再需要眼睛死亡 再去看再看
[00:03:46.800 --> 00:03:50.880]  然後心中的藍圖已經讓他能夠知道那把刀
[00:03:50.880 --> 00:03:53.960]  走到哪裏有根 哪裏有骨
[00:03:53.960 --> 00:03:57.280]  更加重要 他說我因爲用這把薄的刀
[00:03:57.280 --> 00:04:03.960]  反而能夠在根骨關節那些地方找到空隙
[00:04:03.960 --> 00:04:08.760]  然後我能夠很瀟灑 很悠然地就出現了
[00:04:08.760 --> 00:04:10.920]  將這隻牛解開
[00:04:10.920 --> 00:04:15.560]  所以這把十九年都仍然鋒利的刀
[00:04:15.560 --> 00:04:21.240]  能夠使我經驗遊刃必有餘
[00:04:21.240 --> 00:04:26.400]  面對一隻牛這麼大的難題
[00:04:26.400 --> 00:04:29.440]  原來操練或者用對的那把刀
[00:04:29.440 --> 00:04:33.160]  會使我們能夠贏了它
[00:04:33.160 --> 00:04:38.280]  疫情到今天已經過了一段很長的時間
[00:04:38.280 --> 00:04:46.400]  我想回顧相信也是這個世代很重要的一個標記
[00:04:46.400 --> 00:04:49.800]  我們不斷討告說疫情快過了
[00:04:49.800 --> 00:04:52.280]  不要再面對這些問題了
[00:04:52.280 --> 00:04:55.960]  但是有人說過不要浪費疫情
[00:04:55.960 --> 00:05:01.240]  他相信疫情會帶給他生命的那種功課學習
[00:05:01.240 --> 00:05:05.560]  或者疫情帶來的那種將我們的習慣性破壞了
[00:05:05.560 --> 00:05:07.160]  你知道人的習慣很重要
[00:05:07.160 --> 00:05:09.880]  因爲每早上我們起牀都是用習慣
[00:05:09.880 --> 00:05:12.280]  習慣大概是差不多時間起牀
[00:05:12.280 --> 00:05:16.240]  習慣起牀後在夢裏想睡覺的狀況下
[00:05:16.240 --> 00:05:19.000]  懂得走進廁所去做清潔的功課
[00:05:19.000 --> 00:05:23.280]  然後穿一套合適的衣服去上班等等
[00:05:23.280 --> 00:05:29.280]  其實都是憑習慣令我們人很自然地生活到的
[00:05:29.280 --> 00:05:31.080]  疫情帶來破壞的習慣
[00:05:31.080 --> 00:05:37.800]  疫情帶來很多不知道的未來
[00:05:37.800 --> 00:05:40.480]  困難 苦難
[00:05:40.480 --> 00:05:43.840]  今天有沒有衝擊你的信仰呢
[00:05:43.840 --> 00:05:50.240]  面對環境信仰能不能夠成爲你的解答
[00:05:50.240 --> 00:05:54.480]  今天讓我們在《彼得前書》裏面去學習三個技術
[00:05:54.480 --> 00:05:56.640]  好讓我們的生命能夠遊刃別游魚
[00:05:56.640 --> 00:05:58.080]  我跟佳仔之前說過
[00:05:58.080 --> 00:06:00.880]  你能夠生活得遊刃有餘的
[00:06:00.880 --> 00:06:02.920]  你能夠生活得遊刃有餘
[00:06:02.920 --> 00:06:06.800]  第一方面我們看一幅藍圖
[00:06:06.800 --> 00:06:09.680]  藍圖對每一個人來說都很重要
[00:06:09.680 --> 00:06:11.520]  因爲心中有目標
[00:06:11.520 --> 00:06:13.160]  心中有計劃
[00:06:13.160 --> 00:06:15.160]  好讓我們的人生能夠走得好
[00:06:15.160 --> 00:06:16.880]  所以我們
[00:06:16.880 --> 00:06:19.520]  說團隊我們都很需要藍圖
[00:06:19.520 --> 00:06:21.800]  讓我們一起能夠向前行
[00:06:21.800 --> 00:06:25.200]  並且有成本 有效益
[00:06:25.200 --> 00:06:26.520]  家庭都需要藍圖
[00:06:26.520 --> 00:06:30.280]  讓我們的孩子在很多困難鍛鍊的裏面
[00:06:30.280 --> 00:06:32.680]  他們知道將來得到的結果
[00:06:32.680 --> 00:06:35.320]  和能夠成就的事
[00:06:35.320 --> 00:06:37.280]  這幅藍圖《彼得前書》怎麼說呢
[00:06:37.280 --> 00:06:38.920]  一章三至五節
[00:06:38.920 --> 00:06:41.720]  我邀請頂尖和我一起讀出這段經文
[00:06:41.720 --> 00:06:42.840]  請讀
[00:06:42.840 --> 00:06:46.960]  願重贊歸予我們主耶穌基督的父神
[00:06:46.960 --> 00:06:49.200]  他曾照自己的大連文
[00:06:49.200 --> 00:06:51.640]  直耶穌基督從死裏復活
[00:06:51.640 --> 00:06:53.240]  重新了我們
[00:06:53.240 --> 00:06:55.520]  讓我們有活潑的盼望
[00:06:55.520 --> 00:06:57.320]  可以得着不能扭壞
[00:06:57.320 --> 00:06:58.480]  不能玷污
[00:06:58.480 --> 00:06:59.680]  不能衰殘
[00:06:59.680 --> 00:07:02.640]  爲你們存留在天上的基業
[00:07:02.640 --> 00:07:06.360]  你們這一生蒙神能力保守的人
[00:07:06.360 --> 00:07:08.240]  必能得着所預備
[00:07:08.240 --> 00:07:11.880]  到末世要顯然的救恩
[00:07:11.880 --> 00:07:13.840]  《彼得前書》一開首
[00:07:13.840 --> 00:07:14.920]  除了問安之後
[00:07:14.920 --> 00:07:16.040]  他再讀第三節
[00:07:16.040 --> 00:07:17.400]  他就宣告
[00:07:17.400 --> 00:07:21.400]  願重贊歸予我們主耶穌基督的父神
[00:07:21.400 --> 00:07:22.800]  他知道在艱難裏面
[00:07:22.800 --> 00:07:25.120]  但是他心裏面有一幅藍圖
[00:07:25.120 --> 00:07:28.640]  這幅藍圖大過他見到的大環境
[00:07:28.640 --> 00:07:33.280]  他看見的是上帝的救恩浩瀚的生命
[00:07:33.280 --> 00:07:34.840]  在他們裏面
[00:07:34.840 --> 00:07:37.320]  這個能夠勝過肉體的艱難
[00:07:37.320 --> 00:07:39.880]  勝過眼前黑暗的一個狀況
[00:07:39.880 --> 00:07:41.920]  那個救恩在他裏面
[00:07:41.920 --> 00:07:44.080]  願重贊歸予我們的父神
[00:07:44.080 --> 00:07:45.960]  因爲他的大連文
[00:07:45.960 --> 00:07:48.360]  曾叫耶穌基督從死裏復活
[00:07:48.360 --> 00:07:50.320]  重新了我們
[00:07:50.320 --> 00:07:52.240]  直到耶穌基督的復活
[00:07:52.240 --> 00:07:56.080]  救恩臨到我和你的生命當中
[00:07:56.080 --> 00:07:58.120]  我們不再靠血肉之軀
[00:07:58.120 --> 00:08:01.160]  不再靠人生的好處去過活
[00:08:01.160 --> 00:08:03.400]  但是靠裏面有一種力量
[00:08:03.400 --> 00:08:05.040]  我們瞭解救恩
[00:08:05.040 --> 00:08:08.680]  明白聖經的真實在我心裏面
[00:08:08.680 --> 00:08:09.880]  第二方面他說到
[00:08:09.880 --> 00:08:12.960]  這是一個活潑的盼望
[00:08:12.960 --> 00:08:14.840]  你知道人總是有一些期望
[00:08:14.840 --> 00:08:17.840]  但有時也知道這是死的期望
[00:08:17.840 --> 00:08:20.680]  因爲可能不實踐
[00:08:20.680 --> 00:08:22.960]  活潑的盼望
[00:08:22.960 --> 00:08:25.240]  那個有動力有生命力
[00:08:25.240 --> 00:08:27.800]  就好像神的話語在我心裏面
[00:08:27.800 --> 00:08:31.040]  不是一個死的口號和標記
[00:08:31.040 --> 00:08:36.360]  也不只是教我們做一些合適的行爲
[00:08:36.360 --> 00:08:39.640]  神的話語在我們心裏面
[00:08:39.640 --> 00:08:42.120]  成爲一個活的靈
[00:08:42.120 --> 00:08:44.840]  能夠去鼓勵幫助我們
[00:08:44.840 --> 00:08:46.400]  活潑的盼望裏面說到
[00:08:46.400 --> 00:08:49.000]  不可壞不能顛覆不能衰殘
[00:08:49.000 --> 00:08:50.960]  全留在天上
[00:08:50.960 --> 00:08:51.840]  他在鼓勵我們
[00:08:51.840 --> 00:08:56.080]  看到我們人生經歷這些艱難
[00:08:56.080 --> 00:08:59.720]  上帝有賞賜爲我們全留預備
[00:08:59.720 --> 00:09:02.760]  而在這些經歷的艱難裏面
[00:09:02.760 --> 00:09:04.040]  這個活潑的盼望
[00:09:04.040 --> 00:09:06.400]  是每一刻加增我們力量
[00:09:06.400 --> 00:09:08.720]  能夠勝過眼前的黑暗
[00:09:08.720 --> 00:09:11.040]  能夠讓這些狀況
[00:09:11.040 --> 00:09:16.160]  不致壟斷我們一切的盼望
[00:09:16.160 --> 00:09:21.840]  盼望允許我們能夠遇上苦難
[00:09:21.840 --> 00:09:24.200]  盼望允許苦難出現
[00:09:24.200 --> 00:09:26.640]  但是盼望裏面那份信心
[00:09:26.640 --> 00:09:29.280]  使我們能夠逆轉那個狀況
[00:09:29.280 --> 00:09:31.080]  眼前的不再是
[00:09:31.080 --> 00:09:32.360]  然後真實的
[00:09:32.360 --> 00:09:34.440]  是我們從上帝的眼光
[00:09:34.440 --> 00:09:37.160]  從這個藍圖裏面看見
[00:09:37.160 --> 00:09:39.040]  苦難必然會經過
[00:09:39.040 --> 00:09:43.600]  危機不會贏眼
[00:09:43.600 --> 00:09:46.440]  在創造的日子
[00:09:46.440 --> 00:09:47.520]  聖經怎麼說
[00:09:47.520 --> 00:09:50.080]  他說地是淤棉黑暗
[00:09:50.080 --> 00:09:53.040]  記不記得
[00:09:53.040 --> 00:09:56.800]  但是神的光進入在我們當中
[00:09:56.800 --> 00:09:58.240]  在創造的時候
[00:09:58.240 --> 00:10:02.600]  神做光去勝過地的黑暗
[00:10:02.600 --> 00:10:03.560]  我想告訴大家
[00:10:03.560 --> 00:10:04.440]  今天我們人生
[00:10:04.440 --> 00:10:07.440]  我們面對生活仍然有黑暗的時候
[00:10:07.440 --> 00:10:09.280]  但是
[00:10:09.280 --> 00:10:10.680]  神做了光
[00:10:10.680 --> 00:10:13.800]  讓我們能夠尋索跟隨
[00:10:13.800 --> 00:10:19.800]  這是上帝給我們那幅大藍圖
[00:10:19.800 --> 00:10:23.160]  這本禪書講到我們面對苦難艱難
[00:10:23.160 --> 00:10:26.880]  他說是八般的試煉
[00:10:26.880 --> 00:10:27.680]  其實很不容易
[00:10:27.680 --> 00:10:29.080]  他還要這麼坦白說
[00:10:29.080 --> 00:10:31.080]  試煉就算了
[00:10:31.080 --> 00:10:34.400]  還要說明是八般
[00:10:34.400 --> 00:10:36.040]  就是說今天
[00:10:36.040 --> 00:10:37.000]  如果你和我坐在這裏
[00:10:37.000 --> 00:10:38.520]  我們數到兩三件
[00:10:38.520 --> 00:10:39.600]  我想說
[00:10:39.600 --> 00:10:41.280]  算少了
[00:10:41.280 --> 00:10:42.640]  算輕了
[00:10:42.640 --> 00:10:43.920]  八般的試煉中
[00:10:43.920 --> 00:10:46.480]  然後暫時優水去這麼說
[00:10:46.480 --> 00:10:49.360]  但是八般的試煉
[00:10:49.360 --> 00:10:52.680]  有什麼意思
[00:10:52.680 --> 00:10:54.160]  原來
[00:10:54.160 --> 00:10:57.040]  生命都喜歡操練
[00:10:57.040 --> 00:10:58.120]  疫情期間
[00:10:58.120 --> 00:10:58.840]  剛纔我說了
[00:10:58.840 --> 00:11:01.400]  大家都會瀏覽很多的
[00:11:01.400 --> 00:11:03.440]  煮食的方法
[00:11:03.440 --> 00:11:03.960]  糟糕了
[00:11:03.960 --> 00:11:05.000]  每個人都說喫肥了
[00:11:05.000 --> 00:11:05.720]  死火死火
[00:11:05.720 --> 00:11:07.360]  怎麼辦呢
[00:11:07.360 --> 00:11:08.280]  另一方面
[00:11:08.280 --> 00:11:11.040]  就去找多些瀏覽的片段
[00:11:11.040 --> 00:11:11.920]  就是做什麼
[00:11:11.920 --> 00:11:12.760]  做運動
[00:11:12.760 --> 00:11:14.000]  做運動
[00:11:14.000 --> 00:11:15.040]  因爲不能出門
[00:11:15.040 --> 00:11:17.400]  唯有在家裏拉筋
[00:11:17.400 --> 00:11:19.160]  做這件事 做那件事
[00:11:19.160 --> 00:11:20.080]  所以那些片段
[00:11:20.080 --> 00:11:23.840]  又多了很多點贊
[00:11:23.840 --> 00:11:26.640]  我家裏
[00:11:26.640 --> 00:11:27.880]  基本上有一個人
[00:11:27.880 --> 00:11:29.440]  最喜歡做運動
[00:11:29.440 --> 00:11:30.080]  很乖
[00:11:30.080 --> 00:11:32.240]  每天都跟着做
[00:11:32.240 --> 00:11:32.880]  不單止這樣
[00:11:32.880 --> 00:11:34.400]  那個是我小女兒
[00:11:34.400 --> 00:11:36.400]  她不只是自己做運動
[00:11:36.400 --> 00:11:37.120]  她說媽媽
[00:11:37.120 --> 00:11:38.160]  你也要做運動
[00:11:38.160 --> 00:11:39.840]  我就說做了
[00:11:39.840 --> 00:11:40.560]  做完這件事
[00:11:40.560 --> 00:11:41.560]  再做那件事
[00:11:41.560 --> 00:11:42.720]  然後再睡覺
[00:11:42.720 --> 00:11:44.200]  明天再算
[00:11:44.200 --> 00:11:44.960]  她說不行
[00:11:44.960 --> 00:11:46.680]  你真的不可以這樣
[00:11:46.680 --> 00:11:47.480]  不如這樣
[00:11:47.480 --> 00:11:49.040]  你拉筋
[00:11:49.040 --> 00:11:50.080]  我拉筋用什麼
[00:11:50.080 --> 00:11:52.120]  我經常都拉筋
[00:11:52.120 --> 00:11:53.520]  然後演幾下
[00:11:53.520 --> 00:11:56.160]  小時候想着收工
[00:11:56.160 --> 00:11:58.640]  希望收貨走佬
[00:11:58.640 --> 00:11:59.240]  不行 不行
[00:11:59.240 --> 00:12:00.080]  你站着
[00:12:00.080 --> 00:12:01.760]  你做給我看看怎麼做
[00:12:01.760 --> 00:12:03.040]  我說那不就拉筋
[00:12:03.040 --> 00:12:04.360]  真的用什麼
[00:12:04.360 --> 00:12:06.720]  這個行不行
[00:12:06.720 --> 00:12:08.680]  行 我的姐妹多好
[00:12:08.680 --> 00:12:09.720]  點頭
[00:12:09.720 --> 00:12:11.280]  但她說不行
[00:12:11.280 --> 00:12:12.160]  我女兒就說
[00:12:12.160 --> 00:12:13.240]  媽媽你全錯了
[00:12:13.240 --> 00:12:14.120]  什麼錯
[00:12:14.120 --> 00:12:15.480]  她說你的肩膀應該下來
[00:12:15.480 --> 00:12:17.200]  我說下來怎麼辦
[00:12:17.200 --> 00:12:18.440]  然後再拉直手
[00:12:18.440 --> 00:12:19.280]  再拉過來
[00:12:19.280 --> 00:12:21.360]  我說哇
[00:12:21.360 --> 00:12:24.200]  好痛
[00:12:24.200 --> 00:12:25.280]  她說媽媽是這樣的
[00:12:25.280 --> 00:12:27.680]  拉筋要痛
[00:12:27.680 --> 00:12:28.800]  我說什麼
[00:12:28.800 --> 00:12:32.240]  她說你痛就是你不痛
[00:12:32.240 --> 00:12:35.400]  你痛了就不痛了
[00:12:35.400 --> 00:12:38.240]  她說再拉 再拉 再拉
[00:12:38.240 --> 00:12:39.720]  哇 厲害
[00:12:39.720 --> 00:12:40.520]  於是就
[00:12:40.520 --> 00:12:41.200]  她絕不認輸
[00:12:41.200 --> 00:12:42.200]  唯有繼續在這兒
[00:12:42.200 --> 00:12:44.760]  她叫我們在這個肩上拉
[00:12:44.760 --> 00:12:46.200]  然後她就找爸爸
[00:12:46.200 --> 00:12:48.680]  爸爸你也要拉
[00:12:48.680 --> 00:12:50.560]  一樣要經驗那種
[00:12:50.560 --> 00:12:51.920]  啊
[00:12:51.920 --> 00:12:54.720]  然後姐姐 麻煩你又來拉
[00:12:54.720 --> 00:12:55.920]  姐姐是最怕拉筋的
[00:12:55.920 --> 00:12:57.440]  所以她的聲音是最恐怖的
[00:12:57.440 --> 00:12:58.400]  啊
[00:12:58.400 --> 00:13:02.120]  幸好隔壁屋沒有報警
[00:13:02.120 --> 00:13:02.720]  什麼事
[00:13:02.720 --> 00:13:04.360]  隔壁屋整天在尖叫
[00:13:04.360 --> 00:13:06.440]  這麼恐怖
[00:13:06.440 --> 00:13:13.600]  然後她還跟小狗一起拉
[00:13:13.600 --> 00:13:16.000]  你想不想拉
[00:13:16.000 --> 00:13:19.920]  我又幫你拉一下
[00:13:19.920 --> 00:13:20.880]  真是笑死人了
[00:13:20.880 --> 00:13:22.800]  如果隔壁屋聽到我們在這兒
[00:13:22.800 --> 00:13:25.480]  交響樂的尖叫聲
[00:13:25.480 --> 00:13:27.720]  好像謀殺的聲音
[00:13:27.720 --> 00:13:30.920]  幸好他們知道我們這家人傻傻的
[00:13:30.920 --> 00:13:32.120]  因爲經常在聊天
[00:13:32.120 --> 00:13:37.680]  所以應該不會有什麼事
[00:13:37.680 --> 00:13:39.760]  痛就不痛
[00:13:39.760 --> 00:13:43.000]  痛就不痛
[00:13:43.000 --> 00:13:45.960]  當我思想在這個
[00:13:45.960 --> 00:13:48.880]  學拉筋的旅程
[00:13:48.880 --> 00:13:50.960]  我明白百般的苦難
[00:13:50.960 --> 00:13:55.880]  百般的思念的價值
[00:13:55.880 --> 00:14:03.040]  生命能夠經歷那種得磨磨練
[00:14:03.040 --> 00:14:07.400]  原來擴闊了我人生的視野
[00:14:07.400 --> 00:14:08.680]  在匆匆忙忙的人生
[00:14:08.680 --> 00:14:12.640]  我們原來視野是會越來越窄的
[00:14:12.640 --> 00:14:15.560]  在心理學裏面我們說到tunnel vision
[00:14:15.560 --> 00:14:18.040]  就是一路望越望越窄
[00:14:18.040 --> 00:14:20.640]  在困難當中我們都會被吸引
[00:14:20.640 --> 00:14:24.760]  一路望着困難越望越難
[00:14:24.760 --> 00:14:28.640]  但鍛鍊令我們能夠更加明白
[00:14:28.640 --> 00:14:31.280]  我們要將生命的主權
[00:14:31.280 --> 00:14:35.720]  去授予我們的主耶穌基督
[00:14:35.720 --> 00:14:37.120]  我們很多時候在這裏拉扯
[00:14:37.120 --> 00:14:39.320]  主好像權力是我的
[00:14:39.320 --> 00:14:41.400]  命是我的 拜託給我
[00:14:41.400 --> 00:14:45.200]  我是叫你做主 不過我當你是神燈
[00:14:45.200 --> 00:14:48.680]  但在這個過程我們更加能夠學習
[00:14:48.680 --> 00:14:51.600]  去將人生心裏面的計劃放下
[00:14:51.600 --> 00:14:52.920]  或者去調節
[00:14:52.920 --> 00:14:58.800]  好讓我們能夠配合上帝那幅藍圖跟隨它
[00:14:58.800 --> 00:15:01.360]  第二方面
[00:15:01.360 --> 00:15:02.320]  不單止一幅藍圖
[00:15:02.320 --> 00:15:05.280]  我們學習一支舞步
[00:15:05.280 --> 00:15:06.880]  一支舞步
[00:15:06.880 --> 00:15:08.960]  我們一起讀彼得前書
[00:15:08.960 --> 00:15:11.120]  一章六至七節
[00:15:11.120 --> 00:15:13.400]  頂尖會一起讀出 請讀
[00:15:13.400 --> 00:15:15.920]  因此你們是大有喜樂
[00:15:15.920 --> 00:15:19.960]  但如今在百般的試煉中暫時優秀
[00:15:19.960 --> 00:15:22.680]  叫你們的信心既被試驗
[00:15:22.680 --> 00:15:24.680]  就比那被火試驗
[00:15:24.680 --> 00:15:27.880]  仍然能壞的金紙更顯寶貴
[00:15:27.880 --> 00:15:30.480]  可以在耶穌基督顯現的時候
[00:15:30.480 --> 00:15:33.680]  得着稱讚榮耀尊貴
[00:15:33.680 --> 00:15:39.080]  聖經給我們看到那種信仰裏面那種弔詭性
[00:15:39.080 --> 00:15:42.560]  即是什麼 百般試煉暫時優秀
[00:15:42.560 --> 00:15:45.640]  是呀 我現在優秀到不得了
[00:15:45.640 --> 00:15:49.960]  但它說你們大有喜樂
[00:15:49.960 --> 00:15:51.640]  我不知道大家有沒有
[00:15:51.640 --> 00:15:53.720]  靜下來去感受一下一個信仰
[00:15:53.720 --> 00:15:55.320]  在人生歷程
[00:15:55.320 --> 00:15:57.960]  我們常常都經歷那種優秀中有喜樂
[00:15:57.960 --> 00:16:00.080]  喜樂中有優秀
[00:16:00.080 --> 00:16:01.520]  你可能覺得自己很怪
[00:16:01.520 --> 00:16:02.360]  不敢告訴別人
[00:16:02.360 --> 00:16:03.640]  但我今天告訴你
[00:16:03.640 --> 00:16:05.680]  我們每個人都是這樣
[00:16:05.680 --> 00:16:10.280]  在喜樂中我們又會經歷那種優秀
[00:16:10.280 --> 00:16:13.520]  但在優秀試煉中我們又能感染到
[00:16:13.520 --> 00:16:15.320]  經歷那種大喜樂
[00:16:15.320 --> 00:16:17.800]  就是這樣好像一隻舞步
[00:16:17.800 --> 00:16:20.960]  蹦擦擦 蹦擦擦地經過
[00:16:20.960 --> 00:16:25.120]  它又說你們的信心既能被試驗
[00:16:25.120 --> 00:16:27.280]  說真的 信心就是信心
[00:16:27.280 --> 00:16:28.680]  爲什麼要試驗我
[00:16:28.680 --> 00:16:32.080]  所以我們很怕
[00:16:32.080 --> 00:16:33.840]  好像阿伯拉罕說
[00:16:33.840 --> 00:16:36.200]  考驗信心叫我們獻給兒子
[00:16:36.200 --> 00:16:38.680]  哇 不行的
[00:16:38.680 --> 00:16:40.920]  但他說信心經過試驗
[00:16:40.920 --> 00:16:43.120]  像什麼呢
[00:16:43.120 --> 00:16:45.520]  他舉了一個比信心差一點點的東西
[00:16:45.520 --> 00:16:47.240]  叫做金子
[00:16:47.240 --> 00:16:48.720]  他說這個金子都會壞的
[00:16:48.720 --> 00:16:51.800]  但是金都需要放在火中燒
[00:16:51.800 --> 00:16:53.640]  以至它能夠煉成
[00:16:53.640 --> 00:16:56.920]  然後我們看見金的那種純度出現
[00:16:56.920 --> 00:16:58.880]  他說信心經過考驗
[00:16:58.880 --> 00:17:00.360]  經過試驗之後
[00:17:00.360 --> 00:17:05.520]  我們就能夠顯出那種如金子一樣的寶貴
[00:17:05.520 --> 00:17:10.400]  並且我們的生命成爲一個能夠榮耀上帝的生命
[00:17:10.400 --> 00:17:14.320]  原來人生能夠成爲榮耀上帝的生命
[00:17:14.320 --> 00:17:16.720]  是需要經過琢磨
[00:17:16.720 --> 00:17:18.280]  而在琢磨的過程
[00:17:18.280 --> 00:17:22.360]  我們經歷喜樂 憂愁 憂愁 喜樂
[00:17:22.360 --> 00:17:23.360]  用另一個字眼說
[00:17:23.360 --> 00:17:29.280]  就是我們經歷信心 懷疑 懷疑中 相信 相信中 懷疑
[00:17:29.280 --> 00:17:31.680]  那種的共舞
[00:17:31.680 --> 00:17:37.000]  信心與懷疑共舞
[00:17:37.000 --> 00:17:40.520]  我自己就不是很會跳舞
[00:17:40.520 --> 00:17:41.800]  上網就看了一下
[00:17:41.800 --> 00:17:44.320]  叉叉是怎麼跳的
[00:17:44.320 --> 00:17:45.520]  於是我看見
[00:17:45.520 --> 00:17:47.000]  哇 好多舞步
[00:17:47.000 --> 00:17:48.680]  不知道大家當了一個舞林高手
[00:17:48.680 --> 00:17:51.000]  有沒有興趣上來表演一下呢
[00:17:51.000 --> 00:17:53.800]  你想不想啊
