
[00:00:00.000 --> 00:00:09.000]  不知道大家知不知道我們今年教會的主題是什麼呢?
[00:02:02.000 --> 00:02:07.000]  究竟當我們說要健康的時候是怎樣
[00:02:07.000 --> 00:02:11.000]  可能大家都會略略意會到所謂仰望的意思
[00:02:11.000 --> 00:02:14.000]  但是在這裡我很想先和弟兄姊妹
[00:02:14.000 --> 00:02:18.000]  來講解一下什麼叫做仰望
[00:02:18.000 --> 00:02:21.000]  仰望就是我們仰望我們的主
[00:02:21.000 --> 00:02:24.000]  是一個上向的層面
[00:02:24.000 --> 00:02:30.000]  是一個信徒或者教會跟神之間的一種關係的表達
[00:02:30.000 --> 00:02:33.000]  教會一定是需要這樣東西
[00:02:33.000 --> 00:02:34.000]  仰望
[00:02:34.000 --> 00:02:37.000]  當我們說要仰望的時候
[00:02:37.000 --> 00:02:39.000]  究竟在這個層面裡面
[00:02:39.000 --> 00:02:42.000]  當我們思想要健康
[00:02:42.000 --> 00:02:44.000]  建立健康的教會的時候
[00:02:44.000 --> 00:02:48.000]  上向的層面所謂健康是指什麼呢?
[00:02:48.000 --> 00:02:50.000]  如果我沒有了解錯的話
[00:02:50.000 --> 00:02:52.000]  所謂健康的教會
[00:02:52.000 --> 00:02:55.000]  當它在仰望層面要表達的時候
[00:02:55.000 --> 00:02:58.000]  那個特徵原來就是弟兄姊妹
[00:02:58.000 --> 00:03:01.000]  所有的信徒都很積極地
[00:03:01.000 --> 00:03:05.000]  很主動地去親近神
[00:03:05.000 --> 00:03:09.000]  都很積極地主動地去仰望神
[00:03:09.000 --> 00:03:12.000]  原來健康就在於這裡
[00:03:12.000 --> 00:03:14.000]  透過什麼途徑呢?
[00:03:14.000 --> 00:03:19.000]  原來很多種途徑是可以幫助我們去仰望的
[00:03:19.000 --> 00:03:22.000]  今天回來崇拜就一起仰望
[00:03:22.000 --> 00:03:24.000]  當我們祈禱的時候是仰望
[00:03:24.000 --> 00:03:27.000]  當我們在讀聖經的時候是仰望
[00:03:27.000 --> 00:03:29.000]  當我們在安靜中
[00:03:29.000 --> 00:03:32.000]  甚至在一個很繁華的都市裡面
[00:03:32.000 --> 00:03:33.000]  都可以安靜的時候
[00:03:33.000 --> 00:03:35.000]  這個都是一個仰望
[00:03:35.000 --> 00:03:37.000]  安靜在神面前
[00:03:37.000 --> 00:03:39.000]  當我們敬拜讚美是仰望
[00:03:39.000 --> 00:03:42.000]  當我們閱讀神的話語是仰望
[00:03:42.000 --> 00:03:45.000]  當我們閱讀一些屬靈書籍是仰望
[00:03:45.000 --> 00:03:47.000]  是很重要的
[00:03:47.000 --> 00:03:49.000]  在一個健康的教會
[00:03:49.000 --> 00:03:51.000]  當我們去講到仰望層面的時候
[00:03:51.000 --> 00:03:54.000]  健康的特徵就是在於信徒
[00:03:54.000 --> 00:03:57.000]  是很願意親近神
[00:03:57.000 --> 00:04:02.000]  很願意和神建立一個活潑美好的關係
[00:04:02.000 --> 00:04:04.000]  當我們說健康的時候
[00:04:04.000 --> 00:04:10.000]  我們發現弟兄姊妹不單單只是在頭腦上面認識我們的神
[00:04:10.000 --> 00:04:13.000]  英文叫做knowing about God
[00:04:13.000 --> 00:04:14.000]  這個都很好的
[00:04:14.000 --> 00:04:17.000]  我們能夠在知識上知道關於神的事
[00:04:17.000 --> 00:04:18.000]  關於聖經的事
[00:04:18.000 --> 00:04:19.000]  關於耶穌基督的事
[00:04:19.000 --> 00:04:20.000]  這個都很好
[00:04:20.000 --> 00:04:21.000]  但是其實不夠的
[00:04:21.000 --> 00:04:24.000]  當真正能夠和神建立一個活潑的關係
[00:04:24.000 --> 00:04:27.000]  能夠常常仰望依賴神的時候
[00:04:27.000 --> 00:04:31.000]  他會發展到成為一個認識神
[00:04:31.000 --> 00:04:33.000]  knowing God
[00:04:33.000 --> 00:04:35.000]  是直接的認識神
[00:04:35.000 --> 00:04:38.000]  間接的只是認識一些知識
[00:04:38.000 --> 00:04:42.000]  但是活潑的生命不是停在一個認識的知識
[00:04:42.000 --> 00:04:44.000]  而是每一個熟悉主的人
[00:04:44.000 --> 00:04:45.000]  他在生命裏面
[00:04:45.000 --> 00:04:46.000]  在心靈的深處
[00:04:46.000 --> 00:04:48.000]  在他整個全人裏面
[00:04:48.000 --> 00:04:53.000]  他是很想和神來建立一個美好的關係
[00:04:53.000 --> 00:04:54.000]  弟兄姊妹
[00:04:54.000 --> 00:04:56.000]  當思想到仰望層面
[00:04:56.000 --> 00:04:58.000]  思想到健康的時候
[00:04:58.000 --> 00:05:01.000]  這個就是最重要的一樣
[00:05:01.000 --> 00:05:03.000]  而今天我們就是彼此的勉勵
[00:05:03.000 --> 00:05:05.000]  學習這個健康之道
[00:05:05.000 --> 00:05:07.000]  仰望我主
[00:05:07.000 --> 00:05:08.000]  仰望我主
[00:05:08.000 --> 00:05:10.000]  我們願意去親近神
[00:05:10.000 --> 00:05:13.000]  所以我們很盼望我們的教會
[00:05:13.000 --> 00:05:14.000]  弟兄姊妹
[00:05:14.000 --> 00:05:16.000]  在今天以至到往後的日子裏面
[00:05:16.000 --> 00:05:19.000]  我們常常都能夠保持一個活潑的靈明
[00:05:19.000 --> 00:05:20.000]  活潑的生命
[00:05:20.000 --> 00:05:24.000]  我們都能夠常常的去依賴我們的神
[00:05:24.000 --> 00:05:26.000]  我們都常常的在事情上
[00:05:26.000 --> 00:05:29.000]  各事情上都仰望依賴我們的神
[00:05:29.000 --> 00:05:31.000]  這樣的話你發現
[00:05:31.000 --> 00:05:33.000]  如果我們都能夠這樣的表現
[00:05:33.000 --> 00:05:37.000]  我們每一個人都越來越靈明健康的話
[00:05:37.000 --> 00:05:38.000]  弟兄姊妹
[00:05:38.000 --> 00:05:40.000]  我可以告訴大家
[00:05:40.000 --> 00:05:42.000]  教會就會健康
[00:05:42.000 --> 00:05:47.000]  因為教會是由每一個信徒組成
[00:05:47.000 --> 00:05:51.000]  教會就是你和我組成這個教會的時候
[00:05:51.000 --> 00:05:54.000]  原來當我們每一個來追求健康
[00:05:54.000 --> 00:05:55.000]  靈性健康
[00:05:55.000 --> 00:05:56.000]  生命健康的時候
[00:05:56.000 --> 00:05:58.000]  當我們越來越健康的時候
[00:05:58.000 --> 00:05:59.000]  教會就會健康
[00:05:59.000 --> 00:06:03.000]  我們就是在建立一個健康的教會
[00:06:03.000 --> 00:06:07.000]  這個是很值得我們去努力的
[00:06:07.000 --> 00:06:10.000]  弟兄姊妹為什麼我們這麼看重這件事呢
[00:06:10.000 --> 00:06:11.000]  為什麼一開宗明義
[00:06:11.000 --> 00:06:13.000]  我們就講到仰望的層面
[00:06:13.000 --> 00:06:15.000]  講到我們和神的關係
[00:06:15.000 --> 00:06:17.000]  講到我們要追求親近神
[00:06:17.000 --> 00:06:18.000]  去建立美好關係
[00:06:18.000 --> 00:06:21.000]  為什麼我們看得這麼重呢
[00:06:21.000 --> 00:06:26.000]  我相信是因為和我們教會的本質有關
[00:06:26.000 --> 00:06:28.000]  是和我們教會的本質有關
[00:06:28.000 --> 00:06:29.000]  教會是什麼呢
[00:06:29.000 --> 00:06:31.000]  教會不是一座禮拜堂
[00:06:31.000 --> 00:06:34.000]  教會是蒙主救贖的一班人
[00:06:34.000 --> 00:06:38.000]  蒙耶穌基督的補血赦免我們罪孽
[00:06:38.000 --> 00:06:39.000]  我們信靠祂得救了
[00:06:39.000 --> 00:06:41.000]  我們這班人走在一起
[00:06:41.000 --> 00:06:43.000]  在聖經的概念裡面
[00:06:43.000 --> 00:06:45.000]  這個就是教會了
[00:06:45.000 --> 00:06:48.000]  所以我們很多時候都用一個信仰群體來表達
[00:06:48.000 --> 00:06:51.000]  避免我們一想到教會就想到教堂
[00:06:51.000 --> 00:06:52.000]  不是
[00:06:52.000 --> 00:06:54.000]  教會是一班蒙主救贖的人
[00:06:54.000 --> 00:06:55.000]  我們走在一起
[00:06:55.000 --> 00:06:58.000]  神帶領我們很微妙地走在一起
[00:06:58.000 --> 00:07:00.000]  就在尖沙咀地方
[00:07:00.000 --> 00:07:04.000]  成為尖沙咀浸信會的教會
[00:07:04.000 --> 00:07:07.000]  是一個蒙恩的群體
[00:07:07.000 --> 00:07:09.000]  為什麼我們會走在一起
[00:07:09.000 --> 00:07:13.000]  特別的是我們在不同的背景
[00:07:13.000 --> 00:07:14.000]  我們有不同的背景
[00:07:14.000 --> 00:07:15.000]  有些有錢一點
[00:07:15.000 --> 00:07:16.000]  有些沒那麼有錢一點
[00:07:16.000 --> 00:07:17.000]  有些學問高一點
[00:07:17.000 --> 00:07:19.000]  有些學問沒那麼高
[00:07:19.000 --> 00:07:21.000]  有男有女年紀又不同的
[00:07:21.000 --> 00:07:22.000]  為什麼我們會走在一起
[00:07:22.000 --> 00:07:23.000]  組成教會呢
[00:07:23.000 --> 00:07:25.000]  是一個什麼因素
[00:07:25.000 --> 00:07:28.000]  讓我們走在一起成為教會呢
[00:07:28.000 --> 00:07:32.000]  其中很重要的是因為我們有神
[00:07:32.000 --> 00:07:34.000]  因為我們有基督
[00:07:34.000 --> 00:07:35.000]  我們有生命
[00:07:35.000 --> 00:07:37.000]  耶穌基督就是生命
[00:07:37.000 --> 00:07:38.000]  我們每一個人都有生命
[00:07:38.000 --> 00:07:42.000]  就是這個因素將我們團結在一起
[00:07:42.000 --> 00:07:44.000]  組成這個教會
[00:07:44.000 --> 00:07:46.000]  這個是第一因素
[00:07:46.000 --> 00:07:48.000]  這個是支柱
[00:07:48.000 --> 00:07:52.000]  我們走在一起是因為神的緣故
[00:07:52.000 --> 00:07:55.000]  是因為耶穌基督的緣故
[00:07:55.000 --> 00:07:58.000]  我們走在一起不是因為政治因素
[00:07:58.000 --> 00:08:01.000]  我們走在一起不是因為經濟的因素
[00:08:01.000 --> 00:08:02.000]  不是社會的因素
[00:08:02.000 --> 00:08:03.000]  不是學術的因素
[00:08:03.000 --> 00:08:05.000]  不是慈善的因素
[00:08:05.000 --> 00:08:07.000]  雖然有時候我們都會涉獵到這些東西
[00:08:07.000 --> 00:08:09.000]  最重要的大前提
[00:08:09.000 --> 00:08:12.000]  我們走在一起成為尖沙咀信信會
[00:08:12.000 --> 00:08:13.000]  這個信仰群體
[00:08:13.000 --> 00:08:15.000]  是因為我們有神
[00:08:15.000 --> 00:08:19.000]  是因為神先將我們帶進這個群體裡面
[00:08:19.000 --> 00:08:20.000]  這個就是一個軸心
[00:08:20.000 --> 00:08:21.000]  這個就是一個核心
[00:08:21.000 --> 00:08:23.000]  所以當我們講到健康的時候
[00:08:23.000 --> 00:08:25.000]  當我們講到要仰望的時候
[00:08:25.000 --> 00:08:28.000]  這個就是我們要守得住
[00:08:28.000 --> 00:08:29.000]  所以我們第一樣東西
[00:08:29.000 --> 00:08:31.000]  要彼此勉勵學習的
[00:08:31.000 --> 00:08:32.000]  追求健康的時候
[00:08:32.000 --> 00:08:37.000]  我們就要持守和神之間的關係
[00:08:37.000 --> 00:08:40.000]  切勿遠離神
[00:08:40.000 --> 00:08:42.000]  同意嗎?
[00:08:42.000 --> 00:08:44.000]  切勿遠離神
[00:08:44.000 --> 00:08:47.000]  這個是從一個消極的層面去看
[00:08:47.000 --> 00:08:49.000]  在下一個月的
[00:08:49.000 --> 00:08:50.000]  三月的主餐禮拜
[00:08:50.000 --> 00:08:51.000]  我會講下講
[00:08:51.000 --> 00:08:54.000]  是從正面積極去看
[00:08:54.000 --> 00:08:57.000]  是總要親近神
[00:08:57.000 --> 00:08:58.000]  是三月要講
[00:08:58.000 --> 00:09:00.000]  今天我是希望從一個反面的
[00:09:00.000 --> 00:09:02.000]  消極層面去講
[00:09:02.000 --> 00:09:03.000]  我們是由神凝聚的時候
[00:09:03.000 --> 00:09:06.000]  我們就不要去遠離神
[00:09:06.000 --> 00:09:09.000]  我相信今天很多問題的出現
[00:09:09.000 --> 00:09:11.000]  很可能就是我們和神的關係
[00:09:11.000 --> 00:09:12.000]  出現了麻煩
[00:09:12.000 --> 00:09:14.000]  而引致了很多東西
[00:09:14.000 --> 00:09:17.000]  教會是先有生命
[00:09:17.000 --> 00:09:18.000]  先有基督
[00:09:18.000 --> 00:09:19.000]  然後才有組織
[00:09:19.000 --> 00:09:20.000]  有架構
[00:09:20.000 --> 00:09:21.000]  有人際關係
[00:09:21.000 --> 00:09:23.000]  有很多的事供
[00:09:23.000 --> 00:09:24.000]  所以很多時候
[00:09:24.000 --> 00:09:25.000]  我們上一兩輩的傳道人
[00:09:25.000 --> 00:09:27.000]  牧者都常常提到一個表達
[00:09:27.000 --> 00:09:28.000]  叫做什麼呢?
[00:09:28.000 --> 00:09:30.000]  叫做生命與事供
[00:09:30.000 --> 00:09:33.000]  我們今天的人都不是這樣講的
[00:09:33.000 --> 00:09:35.000]  是生命帶動事供
[00:09:35.000 --> 00:09:36.000]  是先有生命
[00:09:36.000 --> 00:09:38.000]  然後我們才有事供的發展
[00:09:38.000 --> 00:09:39.000]  是按著上帝的帶領
[00:09:39.000 --> 00:09:41.000]  我們發展我們的事供
[00:09:41.000 --> 00:09:43.000]  是滿有意象有方向
[00:09:43.000 --> 00:09:44.000]  所以很重要的
[00:09:44.000 --> 00:09:47.000]  所以我們首先要守著一樣東西
[00:09:47.000 --> 00:09:50.000]  我們的生命是否與神道美好呢?
[00:09:50.000 --> 00:09:52.000]  如果不是出現了麻煩
[00:09:52.000 --> 00:09:54.000]  出現了不理想的話
[00:09:54.000 --> 00:09:57.000]  我想就會引發了很多的毛病
[00:09:57.000 --> 00:10:00.000]  很多毛病就不太健康
[00:10:00.000 --> 00:10:01.000]  所以頂姐妹
[00:10:01.000 --> 00:10:05.000]  讓我們在這裡有一個很好的反思
[00:10:05.000 --> 00:10:07.000]  讓我們今年的主題
[00:10:07.000 --> 00:10:09.000]  如果你都同意的話
[00:10:09.000 --> 00:10:12.000]  我們一起去建立健康的教會
[00:10:12.000 --> 00:10:14.000]  而當我們想到健康的教會的時候
[00:10:14.000 --> 00:10:16.000]  我們的眼睛不需要外望
[00:10:16.000 --> 00:10:18.000]  我們不需要望向這個
[00:10:18.000 --> 00:10:19.000]  望向教會這樣
[00:10:19.000 --> 00:10:20.000]  又望向那樣
[00:10:20.000 --> 00:10:21.000]  這樣不行
[00:10:21.000 --> 00:10:22.000]  不是
[00:10:22.000 --> 00:10:24.000]  走向健康第一因素
[00:10:24.000 --> 00:10:27.000]  第一個步伐是什麼?
[00:10:27.000 --> 00:10:29.000]  是每個人看回自己
[00:10:29.000 --> 00:10:31.000]  是每個人看回我們自己
[00:10:31.000 --> 00:10:33.000]  從我們自身開始
[00:10:33.000 --> 00:10:35.000]  生命開始
[00:10:35.000 --> 00:10:38.000]  面對我們那個屬靈的生命
[00:10:38.000 --> 00:10:42.000]  我們與神之間的關係是如何呢?
[00:10:42.000 --> 00:10:45.000]  我們需要問一個好一點的問題
[00:10:45.000 --> 00:10:47.000]  我有沒有遠離神呢?
[00:10:47.000 --> 00:10:48.000]  信了主這麼久
[00:10:48.000 --> 00:10:50.000]  我有沒有遠離神呢?
[00:10:50.000 --> 00:10:51.000]  要問這些問題
[00:10:51.000 --> 00:10:53.000]  我們要問的問題就是
[00:10:53.000 --> 00:10:56.000]  我與耶穌基督有沒有活潑的關係呢?
[00:10:56.000 --> 00:10:57.000]  我們要問這些問題
[00:10:57.000 --> 00:10:59.000]  我們要問的問題就是
[00:10:59.000 --> 00:11:01.000]  我是否認識神呢?
[00:11:01.000 --> 00:11:02.000]  Knowing God
[00:11:02.000 --> 00:11:04.000]  不是認識有關神的事
[00:11:04.000 --> 00:11:05.000]  當然都需要
[00:11:05.000 --> 00:11:06.000]  最重要的是
[00:11:06.000 --> 00:11:08.000]  我是否真的認識神呢?
[00:11:08.000 --> 00:11:11.000]  我有沒有從心裏看墓主的話語
[00:11:11.000 --> 00:11:15.000]  讀他的話語去認識祂更多呢?
[00:11:15.000 --> 00:11:16.000]  我們主日學
[00:11:16.000 --> 00:11:19.000]  印象中好像是二百多度
[00:11:19.000 --> 00:11:22.000]  我們成千人的聚會
[00:11:22.000 --> 00:11:24.000]  還有些人去了哪裏呢?
[00:11:24.000 --> 00:11:25.000]  不用讀神的話語
[00:11:25.000 --> 00:11:27.000]  不用聽老師的教導嗎?
[00:11:27.000 --> 00:11:28.000]  不是
[00:11:28.000 --> 00:11:29.000]  所以我們在生命裏
[00:11:29.000 --> 00:11:31.000]  有沒有這些東西呢?
[00:11:31.000 --> 00:11:32.000]  當有的時候
[00:11:32.000 --> 00:11:37.000]  就在表達我們追求健康的生命
[00:11:37.000 --> 00:11:38.000]  健康的層面
[00:11:38.000 --> 00:11:39.000]  反過來說
[00:11:39.000 --> 00:11:41.000]  如果我們沒有的話
[00:11:41.000 --> 00:11:43.000]  我們只是在其他環節做一些
[00:11:43.000 --> 00:11:44.000]  那裏做一些的時候
[00:11:44.000 --> 00:11:47.000]  很可能只是很表面的
[00:11:47.000 --> 00:11:48.000]  很可能只不過是一些
[00:11:48.000 --> 00:11:50.000]  治標不治本的一些東西
[00:11:50.000 --> 00:11:52.000]  但是真正的健康
[00:11:52.000 --> 00:11:54.000]  是源於生命
[00:11:54.000 --> 00:11:56.000]  神將我們帶在一起
[00:11:56.000 --> 00:11:59.000]  是這個最大的公約數
[00:11:59.000 --> 00:12:01.000]  將我們凝聚的時候
[00:12:01.000 --> 00:12:02.000]  我們要追求健康
[00:12:02.000 --> 00:12:05.000]  是從這個層面開始
[00:12:05.000 --> 00:12:07.000]  所以弟兄姊妹
[00:12:07.000 --> 00:12:10.000]  讓我們彼此的勉勵
[00:12:10.000 --> 00:12:12.000]  追求健康
[00:12:12.000 --> 00:12:16.000]  從自身的靈明開始
[00:12:16.000 --> 00:12:20.000]  我有沒有活潑的生命呢?
[00:12:20.000 --> 00:12:21.000]  大家都可能知道
[00:12:21.000 --> 00:12:22.000]  在教會
[00:12:22.000 --> 00:12:24.000]  我們童宮每個禮拜五
[00:12:24.000 --> 00:12:29.000]  十點鐘都有祈禱會
[00:12:29.000 --> 00:12:32.000]  今年一月份六號
[00:12:32.000 --> 00:12:34.000]  做第一次的童宮祈禱會
[00:12:34.000 --> 00:12:37.000]  這個童宮很好
[00:12:37.000 --> 00:12:40.000]  編造我做第一次的靈修分享
[00:12:40.000 --> 00:12:42.000]  當我在這一次的分享裏
[00:12:42.000 --> 00:12:45.000]  我就特別帶出一個主題
[00:12:45.000 --> 00:12:46.000]  很簡單的主題
[00:12:46.000 --> 00:12:48.000]  是叫做什麼呢?
[00:12:48.000 --> 00:12:51.000]  鼓勵勉勵我們的幹事童宮
[00:12:51.000 --> 00:12:53.000]  我們的教睦童宮
[00:12:53.000 --> 00:12:55.000]  去做一件事
[00:12:55.000 --> 00:12:57.000]  四個字
[00:12:57.000 --> 00:13:00.000]  為主癲狂
[00:13:00.000 --> 00:13:01.000]  這個很聖經的
[00:13:01.000 --> 00:13:02.000]  弟兄姊妹
[00:13:02.000 --> 00:13:05.000]  耶穌基督曾經為天父的事癲狂
[00:13:05.000 --> 00:13:06.000]  被人說他癲狂
[00:13:06.000 --> 00:13:09.000]  保羅曾經很努力去傳揚復活的基督
[00:13:09.000 --> 00:13:12.000]  被人說他癲狂
[00:13:12.000 --> 00:13:13.000]  我們為主癲狂
[00:13:13.000 --> 00:13:16.000]  我們能夠為主癲狂
[00:13:16.000 --> 00:13:18.000]  表示我們和神有活潑的關係
[00:13:18.000 --> 00:13:19.000]  我們很愛神
[00:13:19.000 --> 00:13:21.000]  我們心裏面是火熱的
[00:13:21.000 --> 00:13:23.000]  我很希望我們的童宮都是這樣
[00:13:23.000 --> 00:13:25.000]  這個很重要
[00:13:25.000 --> 00:13:26.000]  所以我們就是這樣
[00:13:26.000 --> 00:13:27.000]  勉勵我們一切的
[00:13:27.000 --> 00:13:29.000]  從靈明開始
[00:13:29.000 --> 00:13:31.000]  生命開始
[00:13:31.000 --> 00:13:33.000]  從上向的層面
[00:13:33.000 --> 00:13:35.000]  仰望的層面
[00:13:35.000 --> 00:13:37.000]  求神幫助我們
[00:13:37.000 --> 00:13:39.000]  所以從反面來說
[00:13:39.000 --> 00:13:41.000]  從消極的層面來說
[00:13:41.000 --> 00:13:43.000]  我們不要遠離神
[00:13:43.000 --> 00:13:44.000]  正面來說
[00:13:44.000 --> 00:13:45.000]  我們要去親近神
[00:13:45.000 --> 00:13:46.000]  要去依靠祂
[00:13:46.000 --> 00:13:47.000]  信賴祂
[00:13:47.000 --> 00:13:49.000]  認識祂
[00:13:49.000 --> 00:13:51.000]  但是先是第一件事
[00:13:51.000 --> 00:13:52.000]  我們不要遠離
[00:13:52.000 --> 00:13:53.000]  如果是有些遠離的話
[00:13:53.000 --> 00:13:55.000]  讓我們都轉一轉頭
[00:13:55.000 --> 00:13:56.000]  去仰望
[00:13:56.000 --> 00:13:57.000]  依賴祂
[00:13:57.000 --> 00:13:58.000]  這個是很重要的
[00:13:58.000 --> 00:13:59.000]  弟兄姊妹
[00:13:59.000 --> 00:14:01.000]  當我們想到這裏的時候
[00:14:01.000 --> 00:14:03.000]  我們就可以回到剛才
[00:14:03.000 --> 00:14:06.000]  詩篇73篇第27節的經文
[00:14:06.000 --> 00:14:08.000]  我們剛才所讀的經文
[00:14:08.000 --> 00:14:10.000]  這句經文亦都成為了
[00:14:10.000 --> 00:14:12.000]  詩人對我們的提醒
[00:14:12.000 --> 00:14:15.000]  對我們一個忠告
[00:14:15.000 --> 00:14:18.000]  在詩篇73篇第27節裏
[00:14:18.000 --> 00:14:20.000]  這位清心的詩人
[00:14:20.000 --> 00:14:22.000]  他來總結來說
[00:14:22.000 --> 00:14:24.000]  他說遠離你的理
[00:14:24.000 --> 00:14:25.000]  就是指著神
[00:14:25.000 --> 00:14:27.000]  遠離你的必要死亡
[00:14:27.000 --> 00:14:29.000]  凡離棄你行邪淫的
[00:14:29.000 --> 00:14:31.000]  你都滅絕了
[00:14:31.000 --> 00:14:33.000]  這個是和合本的翻譯
[00:14:33.000 --> 00:14:34.000]  如果我們有機會
[00:14:34.000 --> 00:14:35.000]  看一九七九年的
[00:14:35.000 --> 00:14:36.000]  現代中文譯本
[00:14:36.000 --> 00:14:38.000]  比較近的翻譯
[00:14:38.000 --> 00:14:39.000]  這句說話是怎樣呢
[00:14:39.000 --> 00:14:40.000]  那句說話就說
[00:14:40.000 --> 00:14:42.000]  那些離棄你的人
[00:14:42.000 --> 00:14:43.000]  必然死亡
[00:14:43.000 --> 00:14:45.000]  所有不忠於你
[00:14:45.000 --> 00:14:47.000]  不忠於神的
[00:14:47.000 --> 00:14:50.000]  你都要消滅
[00:14:50.000 --> 00:14:52.000]  真的都幾重的說話
[00:14:52.000 --> 00:14:53.000]  但是這裏是突顯了
[00:14:53.000 --> 00:14:54.000]  一個很重要的東西
[00:14:54.000 --> 00:14:55.000]  很多時候聖經都是
[00:14:55.000 --> 00:14:56.000]  用一些比較強烈的表達
[00:14:56.000 --> 00:14:57.000]  是提醒我們
[00:14:57.000 --> 00:14:59.000]  所有屬主的人
[00:14:59.000 --> 00:15:02.000]  你真的要好好靠神
[00:15:02.000 --> 00:15:03.000]  因為我們是
[00:15:03.000 --> 00:15:05.000]  由神那裏而來的
[00:15:05.000 --> 00:15:07.000]  是神將我們焦聚在一起的
[00:15:07.000 --> 00:15:08.000]  我們是得救的基督徒
[00:15:08.000 --> 00:15:09.000]  有耶穌基督
[00:15:09.000 --> 00:15:10.000]  有生命
[00:15:10.000 --> 00:15:11.000]  是這個第一因素
[00:15:11.000 --> 00:15:14.000]  將我們團結在一起的時候
[00:15:14.000 --> 00:15:17.000]  所以我們就要緊緊的抓住它
[00:15:17.000 --> 00:15:19.000]  這句說話就是這樣提醒我們
[00:15:19.000 --> 00:15:22.000]  不要離棄神
[00:15:22.000 --> 00:15:24.000]  我們是要守住
[00:15:24.000 --> 00:15:25.000]  忠於神
[00:15:25.000 --> 00:15:27.000]  以神為首要
[00:15:27.000 --> 00:15:28.000]  我們不去拜偶像
[00:15:28.000 --> 00:15:29.000]  我們亦都不自己
[00:15:29.000 --> 00:15:31.000]  視自己是一個偶像
[00:15:31.000 --> 00:15:32.000]  我們要敬拜的是
[00:15:32.000 --> 00:15:33.000]  真神
[00:15:33.000 --> 00:15:34.000]  三一的真神
[00:15:34.000 --> 00:15:36.000]  復活的耶穌基督
[00:15:36.000 --> 00:15:37.000]  如果不是的話
[00:15:37.000 --> 00:15:38.000]  我們離棄了祂
[00:15:38.000 --> 00:15:40.000]  這裏很清楚說到結局是怎樣
[00:15:40.000 --> 00:15:41.000]  我們一路走向
[00:15:41.000 --> 00:15:43.000]  靈性上的死亡
[00:15:43.000 --> 00:15:45.000]  我們好像和神是怎樣
[00:15:45.000 --> 00:15:46.000]  越來越疏遠
[00:15:46.000 --> 00:15:48.000]  越來越好像對祂不太認識
[00:15:48.000 --> 00:15:49.000]  似近
[00:15:49.000 --> 00:15:51.000]  可能還是還遠
[00:15:51.000 --> 00:15:53.000]  所以詩人就是這樣
[00:15:53.000 --> 00:15:54.000]  來總結一些功課
[00:15:54.000 --> 00:15:55.000]  提醒我們
[00:15:55.000 --> 00:15:56.000]  很重要的
[00:15:56.000 --> 00:15:57.000]  大家有機會回去
[00:15:57.000 --> 00:15:59.000]  看完詩篇七十三篇
[00:15:59.000 --> 00:16:00.000]  其實詩人開始的時候
[00:16:00.000 --> 00:16:01.000]  都有很多掙扎
[00:16:01.000 --> 00:16:03.000]  對神都有些不滿
[00:16:03.000 --> 00:16:04.000]  因為他覺得
[00:16:04.000 --> 00:16:05.000]  神好像怎樣
[00:16:05.000 --> 00:16:07.000]  看見這麼多罪惡的人
[00:16:07.000 --> 00:16:09.000]  個個又很有錢
