
[00:00:00.000 --> 00:00:03.000]  好等師妹新年快樂
[00:04:42.000 --> 00:04:47.000]  應該是20年30年
[00:04:47.000 --> 00:04:50.000]  我說大家有些什麼生活
[00:04:50.000 --> 00:04:51.000]  有些什麼工作
[00:04:51.000 --> 00:04:54.000]  我就大家聊一下
[00:04:54.000 --> 00:04:56.000]  當開場白這樣聊
[00:04:56.000 --> 00:05:00.000]  他就說了他自己這幾十年裡面做過些什麼
[00:05:00.000 --> 00:05:05.000]  原來自從我們畢業之後有這樣的發展
[00:05:05.000 --> 00:05:06.000]  他說是啊
[00:05:06.000 --> 00:05:07.000]  那你又怎麼樣
[00:05:07.000 --> 00:05:08.000]  他問我
[00:05:08.000 --> 00:05:13.000]  我說我其實在教會裡面做事
[00:05:13.000 --> 00:05:17.000]  其實都很忙的
[00:05:17.000 --> 00:05:19.000]  他說有多忙
[00:05:19.000 --> 00:05:24.000]  我又說教會有很多事要做的
[00:05:24.000 --> 00:05:26.000]  當我這樣說的時候
[00:05:26.000 --> 00:05:31.000]  其實是嘗試用一個比較沒那麼宗教化的陳述
[00:05:31.000 --> 00:05:33.000]  去介紹給他認識
[00:05:33.000 --> 00:05:35.000]  殊不知我這個同學
[00:05:35.000 --> 00:05:39.000]  他第二句答口就上來就跟我說
[00:05:39.000 --> 00:05:45.000]  他說什麼在教會做牧師不是叫做侍奉的嗎
[00:05:45.000 --> 00:05:48.000]  叫做工作的
[00:05:48.000 --> 00:05:51.000]  在那一刻我突然打個特
[00:05:51.000 --> 00:05:56.000]  一個未信主的老同學
[00:05:56.000 --> 00:06:00.000]  大家一起玩一起長大
[00:06:00.000 --> 00:06:02.000]  後來大家各奔前程
[00:06:02.000 --> 00:06:03.000]  他未信主
[00:06:03.000 --> 00:06:06.000]  但是當他看到我的工作的時候
[00:06:06.000 --> 00:06:09.000]  他就會覺得你應該用一個正確一點的陳述
[00:06:09.000 --> 00:06:12.000]  叫做侍奉
[00:06:12.000 --> 00:06:16.000]  在那一刻我真的有多大的尷尬
[00:06:16.000 --> 00:06:21.000]  其實我們都明白他這份的回應
[00:06:21.000 --> 00:06:27.000]  其實是一個誠實和坦誠的教堂
[00:06:27.000 --> 00:06:31.000]  因為當一個朋友他能夠同學那麼坦誠
[00:06:31.000 --> 00:06:36.000]  直接說出你的問題是不容易的
[00:06:36.000 --> 00:06:38.000]  能夠和你真的交心的人
[00:06:38.000 --> 00:06:40.000]  他一定是要沒有保留
[00:06:40.000 --> 00:06:44.000]  不是和你說話要收收息息去說話
[00:06:44.000 --> 00:06:46.000]  當然他不是為了攻擊你而要說
[00:06:46.000 --> 00:06:48.000]  當然有些人是這樣
[00:06:48.000 --> 00:06:50.000]  但是他真的很誠意地說
[00:06:50.000 --> 00:06:53.000]  對於我的理解你做牧師應該虔誠的
[00:06:53.000 --> 00:06:55.000]  應該叫做侍奉
[00:06:55.000 --> 00:07:02.000]  當然我不是錯誤理解教會的工作
[00:07:02.000 --> 00:07:03.000]  是叫做侍奉
[00:07:03.000 --> 00:07:07.000]  但是有的時候為了幫助其他人理解
[00:07:07.000 --> 00:07:12.000]  這個都是其中一個我們要做的工作
[00:07:12.000 --> 00:07:15.000]  講到這一點大家不知道有沒有留意到
[00:07:15.000 --> 00:07:21.000]  在聖經當中耶穌很少用侍奉來講自己的工作
[00:07:21.000 --> 00:07:23.000]  祂說祂作功的
[00:07:23.000 --> 00:07:28.000]  但是聖經講到神的指紋做事就是侍奉
[00:07:28.000 --> 00:07:30.000]  有些特別的地方
[00:07:30.000 --> 00:07:34.000]  不過當我這個朋友這樣跟我對答的過程當中
[00:07:34.000 --> 00:07:36.000]  我就會發覺其實有時候
[00:07:36.000 --> 00:07:40.000]  被一些未信主的人點出了一些
[00:07:40.000 --> 00:07:44.000]  可能我們自己做基督徒有時候都不覺得的事情
[00:07:44.000 --> 00:07:48.000]  其實都用廣東話是挺愚蠢的
[00:07:48.000 --> 00:07:51.000]  但是這些經驗
[00:07:51.000 --> 00:07:54.000]  我們說得文雅一點的很緬甸
[00:07:54.000 --> 00:07:56.000]  文雅一點地說
[00:07:56.000 --> 00:07:58.000]  或者尷尬
[00:07:58.000 --> 00:08:03.000]  其實是屬靈成長必須經過的階段
[00:08:03.000 --> 00:08:05.000]  所以大興姐妹
[00:08:05.000 --> 00:08:08.000]  當我們在未來新一年的裏面
[00:08:08.000 --> 00:08:09.000]  甚至往後的日子
[00:08:09.000 --> 00:08:13.000]  當我們希望在屬靈生命上面有些成長
[00:08:13.000 --> 00:08:18.000]  我不是希望大家經常都一樣的狀態
[00:08:18.000 --> 00:08:19.000]  要有成長的
[00:08:19.000 --> 00:08:22.000]  如果你和我有這份同樣的心志的話
[00:08:22.000 --> 00:08:27.000]  你要預料到你可能會遇到這些尷尬的情況
[00:08:27.000 --> 00:08:30.000]  可能你作為基督徒有時候做一些事情
[00:08:30.000 --> 00:08:33.000]  成為了在眾人的面前
[00:08:33.000 --> 00:08:38.000]  一個人家覺得你好像不是很對勁
[00:08:38.000 --> 00:08:39.000]  做基督徒不是這樣的
[00:08:39.000 --> 00:08:42.000]  反而可能給了我們一個機會
[00:08:42.000 --> 00:08:44.000]  知道我們的弱點
[00:08:44.000 --> 00:08:46.000]  而那些弱點
[00:08:46.000 --> 00:08:50.000]  也都成為我們在靈性上面成長的空間
[00:08:50.000 --> 00:08:53.000]  使我們知道怎樣去補足求神的靈養
[00:08:53.000 --> 00:08:58.000]  我們可以更加的在那些軟弱的地方得以去修補
[00:08:58.000 --> 00:09:00.000]  和剛強起來
[00:09:00.000 --> 00:09:04.000]  而今天我想和大家一起看這段經文
[00:09:04.000 --> 00:09:08.000]  其實就是正正談論到耶穌的門徒
[00:09:08.000 --> 00:09:10.000]  耶穌怎樣去栽培他們
[00:09:10.000 --> 00:09:12.000]  或者說得直接一點
[00:09:12.000 --> 00:09:14.000]  在門訓的過程當中
[00:09:14.000 --> 00:09:18.000]  其實不斷的去暴露出
[00:09:18.000 --> 00:09:23.000]  他們自己本身的靈性上面的一些弱點
[00:09:23.000 --> 00:09:26.000]  而從這些暴露出來的弱點
[00:09:26.000 --> 00:09:30.000]  成為一個他們成長的起點
[00:09:30.000 --> 00:09:32.000]  因此我給了他們一個題目
[00:09:32.000 --> 00:09:37.000]  叫做「不住顛倒門徒與屬神子民的思維」
[00:09:37.000 --> 00:09:41.000]  用這個題目來形容今天這段聖經
[00:09:41.000 --> 00:09:42.000]  門徒的遭遇
[00:09:42.000 --> 00:09:45.000]  我覺得其實是一個很恰當的陳述
[00:09:45.000 --> 00:09:47.000]  也都成為了我們今天
[00:09:47.000 --> 00:09:50.000]  我們作為信徒怎樣在屬靈生命上面
[00:09:50.000 --> 00:09:54.000]  繼續成長的一個很重要的學習
[00:09:54.000 --> 00:09:55.000]  不如這樣
[00:09:55.000 --> 00:09:57.000]  讓我們回到這段聖經
[00:09:57.000 --> 00:09:58.000]  讀一下這幾節經文
[00:09:58.000 --> 00:09:59.000]  因為不是很長
[00:09:59.000 --> 00:10:00.000]  只有三節經文而已
[00:10:00.000 --> 00:10:02.000]  第十九章 馬太福音
[00:10:02.000 --> 00:10:05.000]  從第十三節至第十五節
[00:10:05.000 --> 00:10:07.000]  我們再次讀一下這段經文
[00:10:07.000 --> 00:10:10.000]  雖然惠東剛才幫了我們讀了
[00:10:10.000 --> 00:10:13.000]  但是這段經文其實有很多時候
[00:10:13.000 --> 00:10:14.000]  讀就讀過了
[00:10:14.000 --> 00:10:15.000]  看就看過了
[00:10:15.000 --> 00:10:16.000]  聽就聽過了
[00:10:16.000 --> 00:10:19.000]  其實它根本想說些什麼呢
[00:10:19.000 --> 00:10:20.000]  我們不如讀一下
[00:10:20.000 --> 00:10:22.000]  再去看看 好不好
[00:10:22.000 --> 00:10:23.000]  好 我們一起打開
[00:10:23.000 --> 00:10:25.000]  馬太福音 第十九章
[00:10:25.000 --> 00:10:30.000]  13至15節 馬太福音 第十九章
[00:10:30.000 --> 00:10:33.000]  從第十三節到第十五節
[00:10:33.000 --> 00:10:35.000]  好 我們一起讀
[00:10:35.000 --> 00:10:40.000]  那時有人帶著小孩子來見耶穌
[00:10:40.000 --> 00:10:44.000]  叫耶穌給他們按守禱告
[00:10:44.000 --> 00:10:47.000]  門徒就責備那些人
[00:10:47.000 --> 00:10:51.000]  耶穌說 讓小孩子到我這裡來
[00:10:51.000 --> 00:10:53.000]  不要禁止他們
[00:10:53.000 --> 00:10:57.000]  因為在天國的正是這樣的人
[00:10:57.000 --> 00:11:00.000]  耶穌給他們按守
[00:11:00.000 --> 00:11:03.000]  就離開那地方去了
[00:11:03.000 --> 00:11:06.000]  今天我會透過兩個的部分
[00:11:06.000 --> 00:11:09.000]  和大家一起去思想這段聖經
[00:11:09.000 --> 00:11:13.000]  在上文我們剛剛才看完
[00:11:13.000 --> 00:11:16.000]  法尼塞人和民視他們
[00:11:16.000 --> 00:11:18.000]  來挑戰耶穌
[00:11:18.000 --> 00:11:19.000]  用了一個題目
[00:11:19.000 --> 00:11:21.000]  就是優妻這個討論
[00:11:21.000 --> 00:11:23.000]  在這個經文裡面
[00:11:23.000 --> 00:11:24.000]  我們說到
[00:11:24.000 --> 00:11:29.000]  原來耶穌基督面對的挑戰
[00:11:29.000 --> 00:11:32.000]  是隨時會發生在祂身上的
[00:11:32.000 --> 00:11:34.000]  但在這個面對的過程當中
[00:11:34.000 --> 00:11:36.000]  祂不是按照
[00:11:36.000 --> 00:11:38.000]  這幫人是跟我不合
[00:11:38.000 --> 00:11:41.000]  於是乎就索性完全不理會祂
[00:11:41.000 --> 00:11:44.000]  相反 耶穌是透過這個機會
[00:11:44.000 --> 00:11:49.000]  將主的主權再次提出來
[00:11:49.000 --> 00:11:53.000]  讓我們去看看誰去斷定一件事
[00:11:53.000 --> 00:11:55.000]  或者用他們所引申的這個題目
[00:11:55.000 --> 00:11:59.000]  優妻去到作為一個例證
[00:11:59.000 --> 00:12:04.000]  作為優妻與不優妻的標準
[00:12:04.000 --> 00:12:05.000]  是由誰去定的
[00:12:05.000 --> 00:12:06.000]  是上帝
[00:12:06.000 --> 00:12:09.000]  上帝的標準就是不優妻
[00:12:09.000 --> 00:12:11.000]  因為夫妻的關係
[00:12:11.000 --> 00:12:14.000]  從來不是由人去決定的
[00:12:14.000 --> 00:12:18.000]  是上帝的設計而定義
[00:12:18.000 --> 00:12:22.000]  這是創世紀裡面的設定
[00:12:22.000 --> 00:12:24.000]  耶穌在這段經文裡面
[00:12:24.000 --> 00:12:27.000]  清楚指出
[00:12:27.000 --> 00:12:30.000]  主權是在上帝的手上
[00:12:30.000 --> 00:12:32.000]  來到今天這段聖經的時候
[00:12:32.000 --> 00:12:34.000]  我們就會發現到
[00:12:34.000 --> 00:12:35.000]  這段聖經
[00:12:35.000 --> 00:12:38.000]  仍然沒有離開過主權的問題
[00:12:38.000 --> 00:12:41.000]  但是門徒正正出現問題的
[00:12:41.000 --> 00:12:46.000]  就是在主權的概念上出了問題
[00:12:46.000 --> 00:12:49.000]  用廣東話來講真的很愚蠢
[00:12:49.000 --> 00:12:50.000]  來到這一刻
[00:12:50.000 --> 00:12:52.000]  剛剛才講完之後
[00:12:52.000 --> 00:12:54.000]  他們都不學會功課
[00:12:54.000 --> 00:12:56.000]  然後立刻就暴露出
[00:12:56.000 --> 00:12:59.000]  他們的靈性的陽相
[00:12:59.000 --> 00:13:01.000]  我們看看耶穌有沒有放棄
[00:13:01.000 --> 00:13:04.000]  或者漏了這個機會
[00:13:04.000 --> 00:13:08.000]  沒有去栽培這班門徒呢
[00:13:08.000 --> 00:13:11.000]  這個正正就是我們一起去看的目的
[00:13:11.000 --> 00:13:14.000]  我們回去看第一部分
[00:13:14.000 --> 00:13:17.000]  第一部分是第十九章的第十三節
[00:13:17.000 --> 00:13:19.000]  我給了一個副題給他們
[00:13:19.000 --> 00:13:24.000]  就是困在固有思想靈性的信徒
[00:13:24.000 --> 00:13:26.000]  一班信徒
[00:13:26.000 --> 00:13:30.000]  他有一個固定的思想
[00:13:30.000 --> 00:13:32.000]  捆綁著他們
[00:13:32.000 --> 00:13:33.000]  這些固定的思想
[00:13:33.000 --> 00:13:35.000]  可以來自於原本
[00:13:35.000 --> 00:13:38.000]  他們未信主之前的人生觀
[00:13:38.000 --> 00:13:42.000]  可以來自於這個世界的社會觀
[00:13:42.000 --> 00:13:43.000]  或者世界觀
[00:13:43.000 --> 00:13:45.000]  但是也都可能是
[00:13:45.000 --> 00:13:49.000]  他從其他的宗教裡面
[00:13:49.000 --> 00:13:54.000]  去承接回來一些錯誤的神學觀
[00:13:54.000 --> 00:13:57.000]  我們看看他們的問題在哪裡
[00:13:57.000 --> 00:14:00.000]  我再讀一次第十三節給大家聽
[00:14:00.000 --> 00:14:02.000]  大家去看看發生什麼事
[00:14:02.000 --> 00:14:07.000]  那時有人帶著小孩子來見耶穌
[00:14:07.000 --> 00:14:11.000]  叫耶穌給他們按手禱告
[00:14:11.000 --> 00:14:15.000]  門徒就擲避那些人
[00:14:15.000 --> 00:14:18.000]  一開始第十九章的第十三節
[00:14:18.000 --> 00:14:22.000]  就記載了門徒看見一件事件
[00:14:22.000 --> 00:14:23.000]  使得他們很不開心
[00:14:23.000 --> 00:14:26.000]  或者他覺得很煩擾的事情
[00:14:26.000 --> 00:14:29.000]  就是有很多的人
[00:14:29.000 --> 00:14:31.000]  什麼人呢
[00:14:31.000 --> 00:14:34.000]  是小孩子的家屬
[00:14:34.000 --> 00:14:36.000]  在《圓聞聖經》說到
[00:14:36.000 --> 00:14:39.000]  基本上是他們的家長
[00:14:39.000 --> 00:14:43.000]  帶著這幫小孩子來做一些要求
[00:14:43.000 --> 00:14:46.000]  來去見耶穌做什麼事
[00:14:46.000 --> 00:14:51.000]  要求耶穌給他們按手禱告
[00:14:51.000 --> 00:14:57.000]  傳統上按手其實是一種授權
[00:14:57.000 --> 00:15:00.000]  按手也可以是一種
[00:15:00.000 --> 00:15:04.000]  稱之為將一樣東西去交予給對方
[00:15:04.000 --> 00:15:07.000]  讓他可以承受
[00:15:07.000 --> 00:15:08.000]  所以不只是授權
[00:15:08.000 --> 00:15:09.000]  可以是一個承受
[00:15:09.000 --> 00:15:12.000]  可以接受得到一些東西
[00:15:12.000 --> 00:15:14.000]  簡單一點來說
[00:15:14.000 --> 00:15:17.000]  這幫小孩子他們的長輩
[00:15:17.000 --> 00:15:18.000]  特別是他們的父母
[00:15:18.000 --> 00:15:20.000]  或者他們的祖母 爺爺
[00:15:20.000 --> 00:15:23.000]  《聖經》沒有詳細記載
[00:15:23.000 --> 00:15:26.000]  在這裡說到他們來做一個要求
[00:15:26.000 --> 00:15:28.000]  要見耶穌
[00:15:28.000 --> 00:15:31.000]  又要他按手禱告
[00:15:31.000 --> 00:15:35.000]  在這樣的情況之下
[00:15:35.000 --> 00:15:38.000]  這幫門徒不是很高興
[00:15:38.000 --> 00:15:41.000]  這幫門徒見到在這個情況之下
[00:15:41.000 --> 00:15:47.000]  就責備那些人
[00:15:47.000 --> 00:15:51.000]  就帶這幫小孩子來的人
[00:15:51.000 --> 00:15:53.000]  在這裡先停一停
[00:15:53.000 --> 00:15:56.000]  我們再重新去回顧一下
[00:15:56.000 --> 00:15:58.000]  小孩子這個字眼
[00:15:58.000 --> 00:16:00.000]  其實在《馬太福音》裡面
[00:16:00.000 --> 00:16:03.000]  其實已經用過好幾次了
[00:16:03.000 --> 00:16:04.000]  從第十八章裡面
[00:16:04.000 --> 00:16:06.000]  我們已經見過
[00:16:06.000 --> 00:16:09.000]  這個孩童這個比喻
[00:16:09.000 --> 00:16:11.000]  用過不少的
[00:16:11.000 --> 00:16:14.000]  特別是談論到耶穌要說
[00:16:14.000 --> 00:16:16.000]  要有一個好像孩童
[00:16:16.000 --> 00:16:19.000]  那個心智洋式的人
[00:16:19.000 --> 00:16:23.000]  才可以去承受神的國裡面
[00:16:23.000 --> 00:16:25.000]  從這段《聖經》當中
[00:16:25.000 --> 00:16:27.000]  給我們看回這個孩童
[00:16:27.000 --> 00:16:30.000]  基本上是不自主的
[00:16:30.000 --> 00:16:32.000]  不到他自己決定的
[00:16:32.000 --> 00:16:34.000]  只要長輩怎麼養
[00:16:34.000 --> 00:16:37.000]  他就跟著他們的長輩怎麼走
[00:16:37.000 --> 00:16:39.000]  長輩有什麼期望
[00:16:39.000 --> 00:16:41.000]  在他們身上發生
[00:16:41.000 --> 00:16:43.000]  他們也很自願地
[00:16:43.000 --> 00:16:45.000]  跟著這幫長輩
[00:16:45.000 --> 00:16:49.000]  走他們的人生的路
[00:16:49.000 --> 00:16:51.000]  什麼原因他們要
[00:16:51.000 --> 00:16:56.000]  帶著這些孩童去見耶穌
[00:16:56.000 --> 00:16:59.000]  又要他按手禱告呢
[00:16:59.000 --> 00:17:01.000]  《馬太福音》的作者
[00:17:01.000 --> 00:17:04.000]  在這裡沒有提供答案
[00:17:04.000 --> 00:17:07.000]  沒有提出原因
[00:17:07.000 --> 00:17:09.000]  沒有提出原因
[00:17:09.000 --> 00:17:12.000]  你和我就不要加點原因
[00:17:12.000 --> 00:17:14.000]  有些傳道人很喜歡在這裡
[00:17:14.000 --> 00:17:16.000]  講到就會這樣講
[00:17:16.000 --> 00:17:18.000]  我猜他們
[00:17:18.000 --> 00:17:20.000]  當然是希望得到一些祝福
[00:17:20.000 --> 00:17:22.000]  我猜
[00:17:22.000 --> 00:17:24.000]  這些猜你都不用猜
[00:17:24.000 --> 00:17:27.000]  不講就是叫你不要想
[00:17:27.000 --> 00:17:29.000]  為什麼不要想呢
[00:17:29.000 --> 00:17:31.000]  因為不要想的東西
[00:17:31.000 --> 00:17:33.000]  就不是你要專注要想的東西
[00:17:33.000 --> 00:17:35.000]  要留意的東西
[00:17:35.000 --> 00:17:37.000]  正正這段聖經其實焦點
[00:17:37.000 --> 00:17:40.000]  反而是放在孩童的身上
[00:17:40.000 --> 00:17:42.000]  因為我們剛才
[00:17:42.000 --> 00:17:43.000]  衛東衛愛讀的時候
[00:17:43.000 --> 00:17:44.000]  或者我們一起讀的時候
[00:17:44.000 --> 00:17:46.000]  我們也發覺這段聖經
[00:17:46.000 --> 00:17:49.000]  多次耶穌也提及到
[00:17:49.000 --> 00:17:51.000]  有關這個孩童的問題
[00:17:51.000 --> 00:17:54.000]  要這個孩童來到他的當中
[00:17:54.000 --> 00:17:55.000]  所以焦點應該是
[00:17:55.000 --> 00:17:57.000]  放在這個孩童的身上
[00:17:57.000 --> 00:17:59.000]  這個孩童的什麼身上呢
[00:17:59.000 --> 00:18:01.000]  正正我剛才所講的
[00:18:01.000 --> 00:18:04.000]  身不由己
[00:18:04.000 --> 00:18:06.000]  不是由自己決定的
[00:18:06.000 --> 00:18:10.000]  是誰決定帶他來的
[00:18:10.000 --> 00:18:12.000]  帶他來的長輩
[00:18:12.000 --> 00:18:14.000]  那些人
[00:18:14.000 --> 00:18:15.000]  那些
[00:18:15.000 --> 00:18:16.000]  就是希望這班孩童
[00:18:16.000 --> 00:18:19.000]  來到見耶穌
[00:18:19.000 --> 00:18:24.000]  那班有班人有個期望的
[00:18:24.000 --> 00:18:27.000]  換言之
[00:18:27.000 --> 00:18:32.000]  這班孩童是為了滿足
[00:18:32.000 --> 00:18:37.000]  跟從這班長輩的心願而走
[00:18:37.000 --> 00:18:38.000]  我們剛剛才講過
[00:18:38.000 --> 00:18:40.000]  上文講什麼
[00:18:40.000 --> 00:18:44.000]  上文是講到主權的問題
[00:18:44.000 --> 00:18:47.000]  誰是決定婚姻
[00:18:47.000 --> 00:18:51.000]  男女之間的特殊關係
[00:18:51.000 --> 00:18:57.000]  不是人 是一個神 上帝
[00:18:57.000 --> 00:18:59.000]  於是來到這段聖經
[00:18:59.000 --> 00:19:00.000]  也都同樣知道
[00:19:00.000 --> 00:19:02.000]  這班的孩童
[00:19:02.000 --> 00:19:05.000]  他的生命生活的主權
[00:19:05.000 --> 00:19:08.000]  不是在他自己手上
[00:19:08.000 --> 00:19:11.000]  而是在這班那些人
[00:19:11.000 --> 00:19:13.000]  帶他們來見耶穌的
[00:19:13.000 --> 00:19:15.000]  這些人
[00:19:15.000 --> 00:19:19.000]  孩童可以選擇的就是跟從他
[00:19:19.000 --> 00:19:21.000]  我一會兒會再詳細講
[00:19:21.000 --> 00:19:22.000]  講出這一點的
[00:19:22.000 --> 00:19:25.000]  不過從這段聖經裡面
[00:19:25.000 --> 00:19:30.000]  就暴露了門徒不高興的現象
[00:19:30.000 --> 00:19:32.000]  黃阿本聖經說
[00:19:32.000 --> 00:19:37.000]  門徒要責備那些人
[00:19:37.000 --> 00:19:42.000]  為什麼那班門徒要責備那些人呢
[00:19:42.000 --> 00:19:46.000]  焦點反而我們要擺在這裡
[00:19:46.000 --> 00:19:50.000]  門徒憑什麼要責備那些人呢
[00:19:50.000 --> 00:19:52.000]  那麼多次的人來到
[00:19:52.000 --> 00:19:54.000]  都想見耶穌了
[00:19:54.000 --> 00:19:55.000]  為什麼這一次
[00:19:55.000 --> 00:19:59.000]  他那麼特別要責備這些人呢
[00:19:59.000 --> 00:20:01.000]  這一點我們就要看回
[00:20:01.000 --> 00:20:04.000]  整段聖經的來龍去脈
[00:20:04.000 --> 00:20:05.000]  以及它的發展
[00:20:05.000 --> 00:20:07.000]  如果當我們再仔細去看回
[00:20:07.000 --> 00:20:11.000]  第十九章的第一節的時候
[00:20:11.000 --> 00:20:13.000]  上一課主人我已經講過了
[00:20:13.000 --> 00:20:16.000]  耶穌說完了這些話
[00:20:16.000 --> 00:20:18.000]  就離開加利利
[00:20:18.000 --> 00:20:22.000]  來到猶太的境界約旦河外
