
[00:00:00.000 --> 00:00:05.040]  我們看看這個樂社的一生的經歷
[00:01:43.960 --> 00:01:47.360]  差不多四分之一的篇幅
[00:01:47.360 --> 00:01:50.360]  就是講到樂社的事情
[00:01:50.360 --> 00:01:56.840]  所以看見樂社的神要給我們所看到的是一個很豐富的
[00:01:56.840 --> 00:01:58.840]  第一個我們可以看到
[00:01:58.840 --> 00:02:01.360]  他是父親所愛的
[00:02:01.360 --> 00:02:04.360]  也是他哥哥們所恨的
[00:02:04.360 --> 00:02:08.040]  他就是他的父親特別喜歡他
[00:02:08.040 --> 00:02:13.040]  因為他是十二個兒子裡頭是最後第二個
[00:02:13.040 --> 00:02:17.360]  那麼也是他老年的時候生的兒子
[00:02:17.360 --> 00:02:20.360]  所以父親就給他做了件彩衣
[00:02:20.360 --> 00:02:23.360]  比其他的兄弟還要特別
[00:02:23.360 --> 00:02:25.360]  父親非常愛他
[00:02:25.360 --> 00:02:31.360]  這樣來的話就引起他哥哥們的恨他
[00:02:31.360 --> 00:02:34.360]  而且他跟一些哥哥在一起的時候
[00:02:34.360 --> 00:02:39.360]  也把哥哥所做的一些不好的事情去報告
[00:02:39.360 --> 00:02:40.360]  就告訴他的父親
[00:02:40.360 --> 00:02:45.360]  這樣的話就更引起他的哥哥的恨了
[00:02:45.360 --> 00:02:49.360]  第二個主要的是被賣到埃及
[00:02:49.360 --> 00:02:51.360]  因為是被哥哥所恨
[00:02:51.360 --> 00:02:54.360]  所以哥哥就有一次的話
[00:02:54.360 --> 00:02:57.360]  看他來了就把他放在坑裡
[00:02:57.360 --> 00:03:01.360]  然後有路過的商人
[00:03:01.360 --> 00:03:04.360]  就要到埃及去的就把他賣給他
[00:03:04.360 --> 00:03:07.360]  那麼他就被賣到埃及了
[00:03:07.360 --> 00:03:13.360]  埃及以後就來到法老的護衛場
[00:03:13.360 --> 00:03:22.360]  就是他的警衛隊的隊長波提法的家中
[00:03:22.360 --> 00:03:23.360]  很簡單
[00:03:23.360 --> 00:03:28.360]  在波提法家中他就坐一段時間以後就被高升了
[00:03:28.360 --> 00:03:31.360]  就被他升上高位了
[00:03:31.360 --> 00:03:33.360]  當了管家
[00:03:33.360 --> 00:03:38.360]  那麼這個主人就把家裡的一些事情都交給他管
[00:03:38.360 --> 00:03:43.360]  那麼這樣的話他的地位忽然就是提高了
[00:03:43.360 --> 00:03:45.360]  但是好景不長
[00:03:45.360 --> 00:03:50.360]  因為他祖母不好就陷害他
[00:03:50.360 --> 00:03:52.360]  要跟他同慶
[00:03:52.360 --> 00:03:53.360]  他就不肯
[00:03:53.360 --> 00:03:56.360]  結果就被誣陷了
[00:03:56.360 --> 00:03:58.360]  說他行為不軌
[00:03:58.360 --> 00:04:07.360]  就被主人警衛隊長把他下到監獄去了
[00:04:07.360 --> 00:04:12.360]  在監獄裡頭碰到有兩個大臣
[00:04:12.360 --> 00:04:13.360]  一個是酒政
[00:04:13.360 --> 00:04:17.360]  管酒的皇帝的法老的酒
[00:04:17.360 --> 00:04:18.360]  一個就是膳長
[00:04:18.360 --> 00:04:20.360]  管皇帝的吃的
[00:04:20.360 --> 00:04:27.360]  那麼這兩個人也是因為一些事情被法老下到監獄
[00:04:27.360 --> 00:04:31.360]  那麼他們在監獄裡頭就跟約瑟同監
[00:04:31.360 --> 00:04:34.360]  在一個監牢裡頭
[00:04:34.360 --> 00:04:36.360]  然後他們就做了夢
[00:04:36.360 --> 00:04:39.360]  想了想就是解不了這個夢
[00:04:39.360 --> 00:04:41.360]  不知道夢什麼意思
[00:04:41.360 --> 00:04:45.360]  那麼約瑟知道了就給他們解夢
[00:04:45.360 --> 00:04:48.360]  說一個你要被釋放
[00:04:48.360 --> 00:04:51.360]  另外一個你要被殺頭
[00:04:51.360 --> 00:04:54.360]  果然這個事情有這樣的成就了
[00:04:54.360 --> 00:04:59.360]  以後法老也做了夢了
[00:04:59.360 --> 00:05:02.360]  他也不明白什麼事情
[00:05:02.360 --> 00:05:07.360]  就大臣告訴他我在監獄的時候我做夢
[00:05:07.360 --> 00:05:11.360]  有個年輕人叫約瑟給我們解了夢
[00:05:11.360 --> 00:05:13.360]  所以法老就把他招來了
[00:05:13.360 --> 00:05:17.360]  招來以後法老問他把這個夢告訴他
[00:05:17.360 --> 00:05:21.360]  那麼約瑟就把這個夢的情形說
[00:05:21.360 --> 00:05:27.360]  你先有七年的豐年要大豐收
[00:05:27.360 --> 00:05:32.360]  然後又七年的災年荒年
[00:05:32.360 --> 00:05:35.360]  那麼因為把這個事情告訴他以後
[00:05:35.360 --> 00:05:41.360]  那麼法老就委派約瑟管理這個事情
[00:05:41.360 --> 00:05:43.360]  相當於宰相這樣的
[00:05:43.360 --> 00:05:46.360]  所以你看一下子是這樣情形
[00:05:46.360 --> 00:05:48.360]  一下子那樣情形
[00:05:48.360 --> 00:05:56.360]  我們看見裡頭的起起伏伏是多姿多彩的
[00:05:56.360 --> 00:05:58.360]  那麼這給我們什麼教訓呢
[00:05:58.360 --> 00:06:01.360]  第一點的話約瑟的事情
[00:06:01.360 --> 00:06:07.360]  所記載這些事情是一環扣一環
[00:06:07.360 --> 00:06:12.360]  前面的事情是後面的事情的原因
[00:06:12.360 --> 00:06:16.360]  那麼後面的事情是前面事情的結果
[00:06:16.360 --> 00:06:20.360]  這個前後的事情有個因果的關係
[00:06:20.360 --> 00:06:26.360]  他們不是說分開的截然分開的獨立的一些事件
[00:06:26.360 --> 00:06:29.360]  那是前後都有關係
[00:06:29.360 --> 00:06:34.360]  那麼為什麼會產生後面的事情呢
[00:06:34.360 --> 00:06:36.360]  就因為有前面的事情
[00:06:36.360 --> 00:06:38.360]  所以前面是原因
[00:06:38.360 --> 00:06:43.360]  那後面的事情是前面事情的結果
[00:06:43.360 --> 00:06:48.360]  那麼我們看見在約瑟裡面所發生的事情
[00:06:48.360 --> 00:06:54.360]  同一件事情可能是福也可能是禍
[00:06:54.360 --> 00:06:57.360]  比如說他的父親很寵愛他
[00:06:57.360 --> 00:06:59.360]  給他做一件彩衣
[00:06:59.360 --> 00:07:01.360]  這是不是很好啊
[00:07:01.360 --> 00:07:02.360]  這是福了
[00:07:02.360 --> 00:07:04.360]  可是這個也是禍
[00:07:04.360 --> 00:07:05.360]  因為這件彩衣
[00:07:05.360 --> 00:07:07.360]  因為父親的寵愛
[00:07:07.360 --> 00:07:09.360]  結果引起各個的嫉妒
[00:07:09.360 --> 00:07:11.360]  各個恨他了
[00:07:11.360 --> 00:07:14.360]  恨的這樣的就是一個禍
[00:07:14.360 --> 00:07:18.360]  所以同樣是這件彩衣的事情
[00:07:18.360 --> 00:07:20.360]  可以說是福氣
[00:07:20.360 --> 00:07:21.360]  得到福氣
[00:07:21.360 --> 00:07:23.360]  可是你得到這個彩衣呢
[00:07:23.360 --> 00:07:24.360]  被各個恨呢
[00:07:24.360 --> 00:07:25.360]  這是一個禍
[00:07:25.360 --> 00:07:29.360]  引起後來他的被賣掉
[00:07:29.360 --> 00:07:38.360]  所以我們有時候約瑟被下到監裡
[00:07:38.360 --> 00:07:41.360]  到了IT以後被放到監裡
[00:07:41.360 --> 00:07:44.360]  這是一個禍
[00:07:44.360 --> 00:07:47.360]  但是他在監裡頭能夠解夢
[00:07:47.360 --> 00:07:50.360]  而且以後也得到
[00:07:50.360 --> 00:07:52.360]  法老爺也要他解夢
[00:07:52.360 --> 00:07:54.360]  結果他就當了宰相了
[00:07:54.360 --> 00:07:55.360]  這就是福
[00:07:55.360 --> 00:07:59.360]  同樣的監裡可以說他是禍
[00:07:59.360 --> 00:08:02.360]  也可以說他就是福
[00:08:02.360 --> 00:08:06.360]  因為有產生不同的結果
[00:08:06.360 --> 00:08:08.360]  所以有的說呢
[00:08:08.360 --> 00:08:12.360]  在這個大陸因為只能生一胎
[00:08:12.360 --> 00:08:14.360]  所以都要兒子
[00:08:14.360 --> 00:08:16.360]  絕大部分要兒子
[00:08:16.360 --> 00:08:18.360]  女兒不要
[00:08:18.360 --> 00:08:20.360]  那有兒子就福了
[00:08:20.360 --> 00:08:23.360]  一般兒有兒子福了
[00:08:23.360 --> 00:08:26.360]  但是你知道有些不孝順的兒子的話
[00:08:26.360 --> 00:08:30.360]  給父母帶來的痛苦也很大
[00:08:30.360 --> 00:08:33.360]  應該說有兒子是福
[00:08:33.360 --> 00:08:34.360]  有女兒也是福
[00:08:34.360 --> 00:08:36.360]  有女兒也很不錯
[00:08:36.360 --> 00:08:38.360]  我就沒有兒子
[00:08:38.360 --> 00:08:39.360]  我就生了女兒
[00:08:39.360 --> 00:08:41.360]  也是我的福
[00:08:41.360 --> 00:08:45.360]  人家問你想不想要有兒子
[00:08:45.360 --> 00:08:48.360]  我說我沒有想到這個
[00:08:48.360 --> 00:08:52.360]  尤其在運動連續不斷的時候
[00:08:52.360 --> 00:08:55.360]  兒子招來的麻煩更多
[00:08:55.360 --> 00:08:57.360]  還不如女兒比較穩妥一些
[00:08:57.360 --> 00:09:00.360]  所以我就不想要有兒子
[00:09:00.360 --> 00:09:02.360]  結果也是這樣
[00:09:02.360 --> 00:09:04.360]  到這麼幾十年過來了
[00:09:04.360 --> 00:09:06.360]  女兒給我的是福
[00:09:06.360 --> 00:09:08.360]  沒有兒子我也是享福了
[00:09:08.360 --> 00:09:12.360]  所以我們一個事情看你怎麼看
[00:09:12.360 --> 00:09:15.360]  你也可以是福也可以是禍
[00:09:15.360 --> 00:09:22.360]  所以你就不要一定是這樣的好那樣的不好
[00:09:22.360 --> 00:09:26.360]  第三個我們所說的禍跟福
[00:09:26.360 --> 00:09:28.360]  只是我們所處的環境
[00:09:28.360 --> 00:09:32.360]  我們認為所處的環境好了就是福
[00:09:32.360 --> 00:09:35.360]  所處的環境不好了那就是禍
[00:09:35.360 --> 00:09:39.360]  其實只要有神的同在
[00:09:39.360 --> 00:09:41.360]  這個福是福
[00:09:41.360 --> 00:09:43.360]  禍也是禍
[00:09:43.360 --> 00:09:45.360]  禍也是福
[00:09:45.360 --> 00:09:49.360]  可以說你就是禍
[00:09:49.360 --> 00:09:50.360]  看起來是禍
[00:09:50.360 --> 00:09:52.360]  但是神的同在的話
[00:09:52.360 --> 00:09:55.360]  這個禍也是福
[00:09:55.360 --> 00:10:00.360]  這個福就是我們所說的恩上加恩
[00:10:00.360 --> 00:10:02.360]  你得到福什麼
[00:10:02.360 --> 00:10:05.360]  神的恩典上面再加給你恩典
[00:10:05.360 --> 00:10:08.360]  有少的恩典給你更多的恩典
[00:10:08.360 --> 00:10:11.360]  那麼禍呢很多人就會說了
[00:10:11.360 --> 00:10:13.360]  這是化妝的祝福
[00:10:13.360 --> 00:10:15.360]  看起來是禍
[00:10:15.360 --> 00:10:18.360]  其實還是給你帶來祝福的
[00:10:18.360 --> 00:10:21.360]  只是看起來好像不是福
[00:10:21.360 --> 00:10:24.360]  其實它是化妝的祝福
[00:10:24.360 --> 00:10:31.360]  所以我們這個環境其實是中性的
[00:10:31.360 --> 00:10:35.360]  不是不好的環境一定不好
[00:10:35.360 --> 00:10:37.360]  好的環境一定是好
[00:10:37.360 --> 00:10:39.360]  其實它是中性的
[00:10:39.360 --> 00:10:42.360]  中間性質的
[00:10:42.360 --> 00:10:45.360]  只要有神的同在的話
[00:10:45.360 --> 00:10:48.360]  禍福都不要去計較
[00:10:48.360 --> 00:10:52.360]  都是讓這事情臨到我們
[00:10:52.360 --> 00:10:55.360]  我們就不用害怕
[00:10:55.360 --> 00:10:58.360]  就在禍的不好的環境當中
[00:10:58.360 --> 00:11:00.360]  我們也不需要害怕
[00:11:00.360 --> 00:11:05.360]  我們只要依靠神就可以了
[00:11:05.360 --> 00:11:09.360]  那麼樂社的蒙福的要點
[00:11:09.360 --> 00:11:13.360]  就是神與他同在
[00:11:13.360 --> 00:11:15.360]  所以我們不要求福
[00:11:15.360 --> 00:11:19.360]  我們只要求神的同在
[00:11:19.360 --> 00:11:25.360]  神同在比禍福還要更重要
[00:11:25.360 --> 00:11:28.360]  在我們讀的《創世紀》三十九章
[00:11:28.360 --> 00:11:31.360]  我們讀的五節《神經》
[00:11:31.360 --> 00:11:33.360]  第二節到第三節
[00:11:33.360 --> 00:11:37.360]  第二十一節到二十三節
[00:11:37.360 --> 00:11:38.360]  我們讀的時候
[00:11:38.360 --> 00:11:40.360]  我們有沒有注意到
[00:11:40.360 --> 00:11:43.360]  很多次提到神的同在
[00:11:43.360 --> 00:11:47.360]  有四次提到神的同在
[00:11:47.360 --> 00:11:52.360]  所以樂社的蒙福在什麼地方呢?
[00:11:52.360 --> 00:11:55.360]  就是在有神與他同在
[00:11:55.360 --> 00:12:02.360]  所以我們針對很寶貴的神的同在
[00:12:02.360 --> 00:12:05.360]  那我們就從《創世紀》三十九章
[00:12:05.360 --> 00:12:12.360]  來看看樂社怎樣的經歷神的同在
[00:12:12.360 --> 00:12:17.360]  第一個就在順境時候的同在
[00:12:17.360 --> 00:12:19.360]  當他在波及華家裡頭
[00:12:19.360 --> 00:12:21.360]  身為管家
[00:12:21.360 --> 00:12:24.360]  他仍然是敬畏神
[00:12:24.360 --> 00:12:27.360]  他仍然是辦事情是忠心的
[00:12:27.360 --> 00:12:31.360]  所以在第二節
[00:12:31.360 --> 00:12:33.360]  三十九章第二節就說了
[00:12:33.360 --> 00:12:35.360]  耶和華與他同在
[00:12:35.360 --> 00:12:40.360]  他就百事順利
[00:12:40.360 --> 00:12:45.360]  其實在參照《英文聖經》的話
[00:12:45.360 --> 00:12:52.360]  他就說他是一個成功的人
[00:12:52.360 --> 00:12:58.360]  百事順利就是成功的人
[00:12:58.360 --> 00:12:59.360]  那麼這個成功呢
[00:12:59.360 --> 00:13:03.360]  不是一般的普通的成功
[00:13:03.360 --> 00:13:06.360]  而是連這個主人
[00:13:06.360 --> 00:13:10.360]  這個波及華他不姓神
[00:13:10.360 --> 00:13:12.360]  不姓耶和華的
[00:13:12.360 --> 00:13:13.360]  他是埃及人
[00:13:13.360 --> 00:13:17.360]  也能看得出來耶和華與他同在
[00:13:17.360 --> 00:13:18.360]  第三節說
[00:13:18.360 --> 00:13:21.360]  他主人見耶和華與他同在
[00:13:21.360 --> 00:13:23.360]  他能看得見
[00:13:23.360 --> 00:13:25.360]  他不是猶太人
[00:13:25.360 --> 00:13:27.360]  他還能看得見
[00:13:27.360 --> 00:13:30.360]  這個樂社這個人是特別的
[00:13:30.360 --> 00:13:31.360]  為什麼?
[00:13:31.360 --> 00:13:34.360]  你看見耶和華與他同在
[00:13:34.360 --> 00:13:37.360]  為什麼看見耶和華與他同在呢?
[00:13:37.360 --> 00:13:39.360]  看見他的忠心
[00:13:39.360 --> 00:13:41.360]  看見他辦事的認真
[00:13:41.360 --> 00:13:44.360]  看到他把神放在第一位
[00:13:44.360 --> 00:13:49.360]  知道他是敬拜耶和華的
[00:13:49.360 --> 00:13:52.360]  那麼因為他這樣的忠心敬虔
[00:13:52.360 --> 00:13:57.360]  那麼看見他辦的事情都很順利
[00:13:57.360 --> 00:14:00.360]  或者是都叫主人得到益處
[00:14:00.360 --> 00:14:04.360]  這個就是可以看得見的
[00:14:04.360 --> 00:14:06.360]  一般我們說神的同在
[00:14:06.360 --> 00:14:08.360]  我們哪看得見神的同在呢?
[00:14:08.360 --> 00:14:09.360]  看不見
[00:14:09.360 --> 00:14:10.360]  但是這個主人呢
[00:14:10.360 --> 00:14:13.360]  確實能看見這個樂社
[00:14:13.360 --> 00:14:15.360]  在樂社的身上
[00:14:15.360 --> 00:14:18.360]  能夠看見耶和華與他同在
[00:14:18.360 --> 00:14:21.360]  所以他在很順利的環境
[00:14:21.360 --> 00:14:23.360]  可以說在波及華家裡面
[00:14:23.360 --> 00:14:25.360]  這麼多的奴隸當中
[00:14:25.360 --> 00:14:27.360]  他能夠做管家
[00:14:27.360 --> 00:14:30.360]  主人下來就是他
[00:14:30.360 --> 00:14:34.360]  那這樣的話是一個很高的地位
[00:14:34.360 --> 00:14:36.360]  有很多的可以享受
[00:14:36.360 --> 00:14:39.360]  很多東西他可以自己來使用的
[00:14:39.360 --> 00:14:40.360]  但是他沒有
[00:14:40.360 --> 00:14:43.360]  他就是一心的只為了主人
[00:14:43.360 --> 00:14:45.360]  他一個人是青年人
[00:14:45.360 --> 00:14:47.360]  那個時候還很年輕
[00:14:47.360 --> 00:14:49.360]  離開家
[00:14:49.360 --> 00:14:55.360]  他就是也不沾染埃及那些不好的工作習慣
[00:14:55.360 --> 00:14:58.360]  他就保持自己跟神的關係
[00:14:58.360 --> 00:15:01.360]  所以這裡看到在順利的時候
[00:15:01.360 --> 00:15:03.360]  神的同在
[00:15:03.360 --> 00:15:05.360]  可以看到順利的時候
[00:15:05.360 --> 00:15:07.360]  神同在
[00:15:07.360 --> 00:15:09.360]  但是在逆境的時候呢
[00:15:09.360 --> 00:15:11.360]  也看見神的同在
[00:15:11.360 --> 00:15:15.360]  就在他下到監裡了
[00:15:15.360 --> 00:15:17.360]  他就到監裡以後
[00:15:17.360 --> 00:15:21.360]  他仍然是伏在神的大門手下
[00:15:21.360 --> 00:15:27.360]  他知道這些事情被陷害到監裡頭
[00:15:27.360 --> 00:15:30.360]  不是無緣無故的
[00:15:30.360 --> 00:15:32.360]  不是偶然的
[00:15:32.360 --> 00:15:38.360]  是神允許這些事情發生在他的身上
[00:15:38.360 --> 00:15:42.360]  所以他仍然是順服神
[00:15:42.360 --> 00:15:44.360]  還是在監獄裡頭
[00:15:44.360 --> 00:15:48.360]  還是忠心的服事
[00:15:48.360 --> 00:15:51.360]  神向他施恩
[00:15:51.360 --> 00:15:55.360]  管監獄的監獄長就覺得他很好
[00:15:55.360 --> 00:15:59.360]  就把監獄裡所有的囚犯都交給他管理
[00:15:59.360 --> 00:16:01.360]  監獄長就可以很輕鬆了
[00:16:01.360 --> 00:16:03.360]  什麼事情都不管
[00:16:03.360 --> 00:16:05.360]  因為有月社替他管
[00:16:05.360 --> 00:16:07.360]  月社就是忠心
[00:16:07.360 --> 00:16:10.360]  在波提法家裡他像主人忠心
[00:16:10.360 --> 00:16:12.360]  到了監獄裡頭
[00:16:12.360 --> 00:16:15.360]  他像監獄長忠心
[00:16:15.360 --> 00:16:19.360]  所以就是聽過他的事
[00:16:19.360 --> 00:16:23.360]  司獄長也不用去問
[00:16:23.360 --> 00:16:26.360]  因為閻華與月社同在
[00:16:26.360 --> 00:16:29.360]  你看見在疫情的時候
[00:16:29.360 --> 00:16:34.360]  他仍然是很忠心
[00:16:34.360 --> 00:16:37.360]  還是把神放在第一位
[00:16:37.360 --> 00:16:40.360]  我想在監獄裡頭
[00:16:40.360 --> 00:16:45.360]  月社不會覺得很懊惱
[00:16:45.360 --> 00:16:47.360]  怎麼會陷害我
[00:16:47.360 --> 00:16:49.360]  一下子弄到監獄裡去
[00:16:49.360 --> 00:16:51.360]  月社很可能
[00:16:51.360 --> 00:16:52.360]  我們猜想
[00:16:52.360 --> 00:16:54.360]  很可能他很感謝神
[00:16:54.360 --> 00:16:55.360]  為什麼
[00:16:55.360 --> 00:16:59.360]  叫他脫離主人家的環境
[00:16:59.360 --> 00:17:04.360]  叫他脫離了他的主人妻子的引誘
[00:17:04.360 --> 00:17:06.360]  他想到監獄裡頭
[00:17:06.360 --> 00:17:09.360]  就這些引誘試探就全沒有了
[00:17:09.360 --> 00:17:13.360]  他已經是很感謝神的
[00:17:13.360 --> 00:17:15.360]  所以他在監獄裡頭
[00:17:15.360 --> 00:17:19.360]  還是跟在順利的時候一樣
[00:17:19.360 --> 00:17:21.360]  在那樣的環境中間
[00:17:21.360 --> 00:17:25.360]  仍然是盡到他自己應該做的事情
[00:17:25.360 --> 00:17:28.360]  這就是月社的特點
[00:17:28.360 --> 00:17:31.360]  就在順利的時候
[00:17:31.360 --> 00:17:33.360]  有神的同在
[00:17:33.360 --> 00:17:35.360]  就在不順利的時候
[00:17:35.360 --> 00:17:37.360]  也有神的同在
[00:17:37.360 --> 00:17:40.360]  我們或許在順利的時候
[00:17:40.360 --> 00:17:42.360]  我們有神的同在
[00:17:42.360 --> 00:17:44.360]  但是我們到不順利的時候
[00:17:44.360 --> 00:17:45.360]  我們就離開神了
[00:17:45.360 --> 00:17:47.360]  我們就埋怨神了
[00:17:47.360 --> 00:17:49.360]  為什麼讓這個事情領導我
[00:17:49.360 --> 00:17:51.360]  為這個事情為什麼不領導別人
[00:17:51.360 --> 00:17:53.360]  我跟他們都一樣
[00:17:53.360 --> 00:17:57.360]  為什麼偏偏我就會遇到這個事情呢
[00:17:57.360 --> 00:17:59.360]  我們就會埋怨了
[00:17:59.360 --> 00:18:00.360]  就會灰心了
[00:18:00.360 --> 00:18:02.360]  但是月社沒有
[00:18:02.360 --> 00:18:03.360]  你看見他
[00:18:03.360 --> 00:18:05.360]  不管在順利的時候
[00:18:05.360 --> 00:18:07.360]  不管在逆境的時候
[00:18:07.360 --> 00:18:13.360]  他都是有神的同在
[00:18:13.360 --> 00:18:15.360]  看起來順利的時候
[00:18:15.360 --> 00:18:17.360]  是最快樂的
[00:18:17.360 --> 00:18:19.360]  當你百事順利
[00:18:19.360 --> 00:18:22.360]  做什麼事情就成功
[00:18:22.360 --> 00:18:24.360]  那一定是很快樂的
[00:18:24.360 --> 00:18:28.360]  但是也是最危險的時刻
[00:18:28.360 --> 00:18:30.360]  因為這個隱憂跟試探
[00:18:30.360 --> 00:18:32.360]  就在你的門口
[00:18:32.360 --> 00:18:34.360]  一不小心
[00:18:34.360 --> 00:18:36.360]  你一不注意
[00:18:36.360 --> 00:18:38.360]  就會跌倒
[00:18:38.360 --> 00:18:40.360]  這是非常的危險
[00:18:40.360 --> 00:18:45.360]  你看月社在他主人波提法的家裡邊
[00:18:45.360 --> 00:18:47.360]  他應該是很順利
[00:18:47.360 --> 00:18:48.360]  主人很放心他
[00:18:48.360 --> 00:18:50.360]  很信任他
[00:18:50.360 --> 00:18:54.360]  把這個重要的事情都交給他管
[00:18:54.360 --> 00:18:56.360]  應該是最快樂的時候
[00:18:56.360 --> 00:18:58.360]  但是很危險
[00:18:58.360 --> 00:19:00.360]  因為他主人的妻子
[00:19:00.360 --> 00:19:02.360]  一直想引誘他
[00:19:02.360 --> 00:19:06.360]  這是非常的危險
[00:19:06.360 --> 00:19:12.360]  我們看見在三十九章
[00:19:12.360 --> 00:19:14.360]  二至三節
[00:19:14.360 --> 00:19:17.360]  這兩節講到神的同在
[00:19:17.360 --> 00:19:19.360]  他在主人家裡面
[00:19:19.360 --> 00:19:21.360]  做奴隸的時候
[00:19:21.360 --> 00:19:23.360]  神與他同在
[00:19:23.360 --> 00:19:27.360]  也看到在這一章的最後的三節聖經
[00:19:27.360 --> 00:19:28.360]  他在監獄裡頭
[00:19:28.360 --> 00:19:31.360]  神與他同在
[00:19:31.360 --> 00:19:33.360]  得到監獄長的信任
[00:19:33.360 --> 00:19:37.360]  把事情交給他管
[00:19:37.360 --> 00:19:39.360]  在國內的時候
[00:19:39.360 --> 00:19:43.360]  有一些愛主的弟兄姊妹們
[00:19:43.360 --> 00:19:46.360]  他們下到監獄裡頭去
[00:19:46.360 --> 00:19:47.360]  在監獄裡頭
[00:19:47.360 --> 00:19:51.360]  我聽見一個老弟兄跟我講
[00:19:51.360 --> 00:19:54.360]  他在監獄裡頭做什麼呢
[00:19:54.360 --> 00:19:58.360]  這個看守的人
[00:19:58.360 --> 00:20:00.360]  把這個倉庫叫他管
[00:20:00.360 --> 00:20:02.360]  他去管倉庫
[00:20:02.360 --> 00:20:04.360]  不用他下去做工
[00:20:04.360 --> 00:20:05.360]  管倉庫
[00:20:05.360 --> 00:20:06.360]  因為信任他
[00:20:06.360 --> 00:20:08.360]  他管的話
[00:20:08.360 --> 00:20:09.360]  他是個傳道人
[00:20:09.360 --> 00:20:10.360]  他是基督徒
[00:20:10.360 --> 00:20:12.360]  他能管好
[00:20:12.360 --> 00:20:15.360]  在監獄長的面前蒙恩
[00:20:15.360 --> 00:20:18.360]  他就管這個倉庫
[00:20:18.360 --> 00:20:20.360]  這就是我們可以看見
[00:20:20.360 --> 00:20:22.360]  在順利的時候
[00:20:22.360 --> 00:20:24.360]  是最快樂的時候
[00:20:24.360 --> 00:20:26.360]  也是最危險的時候
[00:20:26.360 --> 00:20:31.360]  其實我們看見在第三節以後
[00:20:31.360 --> 00:20:34.360]  一直到二十節
[00:20:34.360 --> 00:20:36.360]  這一段聖經
[00:20:36.360 --> 00:20:37.360]  這一章裡頭
[00:20:37.360 --> 00:20:39.360]  這一段長的聖經裡頭
[00:20:39.360 --> 00:20:41.360]  你沒有看到神的同在
[00:20:41.360 --> 00:20:43.360]  這個字
[00:20:43.360 --> 00:20:45.360]  這一段聖經裡頭
[00:20:45.360 --> 00:20:48.360]  就講到他的主人的妻子
[00:20:48.360 --> 00:20:49.360]  怎麼引誘他
[00:20:49.360 --> 00:20:52.360]  怎麼要陷害他
[00:20:52.360 --> 00:20:54.360]  本來在這種危險的時候
[00:20:54.360 --> 00:20:56.360]  應該說神與他同在
[00:20:56.360 --> 00:21:00.360]  讓他拒絕主人妻子的引誘
[00:21:00.360 --> 00:21:02.360]  後來是灌到監裡頭
[00:21:02.360 --> 00:21:04.360]  也應該說神與他同在
[00:21:04.360 --> 00:21:06.360]  多用這個神與他同在
[00:21:06.360 --> 00:21:08.360]  表示在危險的當中
[00:21:08.360 --> 00:21:10.360]  但是沒有
[00:21:10.360 --> 00:21:11.360]  這一章聖經裡頭
[00:21:11.360 --> 00:21:13.360]  前面有神的同在
[00:21:13.360 --> 00:21:15.360]  講到兩次
[00:21:15.360 --> 00:21:17.360]  在最後這一章的末了
[00:21:17.360 --> 00:21:20.360]  也講到神與他同在兩次
[00:21:20.360 --> 00:21:21.360]  但這中間
