
[00:00:00.000 --> 00:00:02.760]  當然我們不單只是在讀《聖經》
[00:02:49.480 --> 00:02:50.760]  不是單單金牛族
[00:02:50.760 --> 00:02:53.440]  也不是單單12探子的問題
[00:02:53.440 --> 00:02:55.720]  是整個代、整代人
[00:02:55.720 --> 00:03:01.440]  他們在這40年當中不斷的去試探上帝
[00:03:01.440 --> 00:03:07.520]  如果大家還記得這個《明述記》的大綱
[00:03:07.520 --> 00:03:09.840]  《明述記》可以分爲五段
[00:03:09.840 --> 00:03:15.200]  然後一三五就是他在不同地方里面所發生的事情
[00:03:15.200 --> 00:03:18.160]  包括在西乃山、在Paranth
[00:03:18.160 --> 00:03:20.280]  還有在摩亞
[00:03:20.280 --> 00:03:24.160]  這三個不同的曠野裏面所發生的
[00:03:24.160 --> 00:03:28.880]  然後二四是講到他們從一個地方到另外一個地方
[00:03:28.880 --> 00:03:33.840]  到摩亞的時候就已經非常靠近這個應許之地
[00:03:33.840 --> 00:03:37.400]  今天我們要讀的是《生命記》
[00:03:37.400 --> 00:03:39.760]  其實我們就已經到摩亞地
[00:03:39.760 --> 00:03:43.160]  所以事情是發生在摩亞地
[00:03:43.160 --> 00:03:47.840]  最後就快要進入迦南之前的一些事情
[00:03:47.840 --> 00:03:52.120]  如果你有跟着我們的一個讀經計劃
[00:03:52.120 --> 00:03:57.160]  今天你讀的應該是《生命記》29章到30章
[00:03:57.160 --> 00:04:00.000]  明天你會繼續念這個31、32
[00:04:00.000 --> 00:04:02.040]  你看很快到禮拜四
[00:04:02.040 --> 00:04:05.520]  你就基本上你就可以讀完《摩西五經》
[00:04:05.520 --> 00:04:07.880]  如果你真的是讀完《摩西五經》
[00:04:07.880 --> 00:04:09.520]  這個是非常好的消息
[00:04:09.520 --> 00:04:13.400]  因爲你已經讀完舊約聖經的五分之一
[00:04:13.400 --> 00:04:14.600]  20%
[00:04:14.600 --> 00:04:17.560]  所以其實三個月就20%
[00:04:17.560 --> 00:04:24.520]  接下去我會再給你一個讀經的表
[00:04:24.520 --> 00:04:31.600]  是下一個三個月就會進入一些歷史的書籍
[00:04:31.600 --> 00:04:34.040]  所以三個月20%
[00:04:34.040 --> 00:04:35.040]  三個月20%
[00:04:35.040 --> 00:04:36.680]  你這樣乘5
[00:04:36.680 --> 00:04:42.600]  15個月你基本上就可以把舊約聖經看完
[00:04:42.600 --> 00:04:46.440]  好我們進入《生命記》
[00:04:46.440 --> 00:04:49.520]  《生命記》是關於什麼東西的呢?
[00:04:49.520 --> 00:04:55.080]  《生命記》簡單來說是約旦河外的遺言
[00:04:55.080 --> 00:04:57.840]  其實是摩西的遺言
[00:04:57.840 --> 00:05:02.640]  因爲我們知道摩西沒有辦法進入迦南地
[00:05:02.640 --> 00:05:06.720]  它只是可以遙遠的去觀看
[00:05:06.720 --> 00:05:10.720]  然後這個是《生命記》裏面所記載的是
[00:05:10.720 --> 00:05:19.160]  摩西的在摩亞地的最後跟他們遺言
[00:05:19.160 --> 00:05:23.200]  就鼓勵他們也是警告他們
[00:05:23.200 --> 00:05:26.320]  就是中南過去40年所發生的事情
[00:05:26.320 --> 00:05:29.360]  在中心的思想裏面有誡命
[00:05:29.360 --> 00:05:31.640]  有律例還有典章
[00:05:31.640 --> 00:05:35.440]  你會發現這些字眼在《生命記》不斷的重現
[00:05:35.440 --> 00:05:37.800]  所以《生命記》也有
[00:05:37.800 --> 00:05:42.280]  其實那個原文的意思可能是第二個律法
[00:05:42.280 --> 00:05:44.280]  其實不是第二個律法
[00:05:44.280 --> 00:05:50.840]  而是重複再回到上帝的律法當中
[00:05:50.840 --> 00:05:53.640]  今天下午我做了一個slide
[00:05:53.640 --> 00:06:01.240]  是以後準備做舊約講座的時候會用的
[00:06:01.240 --> 00:06:04.200]  你看下去也是非常豐富
[00:06:04.200 --> 00:06:11.080]  我們先講你可以留意到是哪一些重要的事情嗎?
[00:06:11.080 --> 00:06:14.040]  第六是講到
[00:06:14.040 --> 00:06:17.360]  這個六這個號碼是《生命記》第六章
[00:06:17.360 --> 00:06:22.560]  是可能整本聖經其中一個最有名的一段聖經
[00:06:22.560 --> 00:06:26.040]  就是以色列人你要聽
[00:06:26.040 --> 00:06:27.000]  聽要做什麼呢?
[00:06:27.000 --> 00:06:28.560]  要盡心盡意
[00:06:28.560 --> 00:06:30.800]  盡心盡意愛你的上帝
[00:06:30.800 --> 00:06:32.320]  這個Shema o Israel
[00:06:32.320 --> 00:06:36.200]  這個是猶太人覺得是最大的誡命
[00:06:36.200 --> 00:06:43.760]  也是他們每天都要背誦的一個經文一個教導
[00:06:43.760 --> 00:06:45.800]  還有一些什麼你記得呢?
[00:06:45.800 --> 00:06:48.760]  叫聽有律法有實踐
[00:06:48.760 --> 00:06:53.760]  這是聖經裏面有兩本書是有實踐
[00:06:53.760 --> 00:06:58.000]  是很完整的呈現在我們一起
[00:06:58.000 --> 00:07:01.480]  第一個是出埃及記第二十章
[00:07:01.480 --> 00:07:03.760]  然後就是《生命記》第五章
[00:07:03.760 --> 00:07:07.520]  其實中間隔了三十九、四十年的時間
[00:07:07.520 --> 00:07:12.360]  所以我們爲什麼說這是第二個律法
[00:07:12.360 --> 00:07:14.280]  其實還是同一個律法
[00:07:14.280 --> 00:07:17.360]  只是一個新的在提醒
[00:07:17.360 --> 00:07:18.840]  當他們進去的時候
[00:07:18.840 --> 00:07:25.080]  實踐還是繼續要在這個利悅的羣體當中
[00:07:25.080 --> 00:07:27.800]  有它的這個作用
[00:07:27.800 --> 00:07:31.320]  《生命記》也有講到心的問題
[00:07:31.320 --> 00:07:36.080]  最終上帝不是要我們去遵守一些律法
[00:07:36.080 --> 00:07:40.480]  這個誡命、這個典章那麼簡單
[00:07:40.480 --> 00:07:43.400]  雖然那些字眼好像是非常
[00:07:43.400 --> 00:07:45.960]  不但重複
[00:07:45.960 --> 00:07:49.800]  但是重點不是要你遵守一些規矩
[00:07:49.800 --> 00:07:51.200]  重點是你的心
[00:07:51.200 --> 00:07:54.040]  有時候我們有一個誤解以爲
[00:07:54.040 --> 00:07:57.000]  上帝是喜歡我們守一些誡命
[00:07:57.000 --> 00:08:01.120]  但是我們忘記其實誡命本身是代表了上帝
[00:08:01.120 --> 00:08:04.040]  這個誡命永遠是耶和華的誡命
[00:08:04.040 --> 00:08:06.760]  所以這個誡命是耶和華的延伸
[00:08:06.760 --> 00:08:09.800]  也是他自己的一個彰顯
[00:08:09.800 --> 00:08:12.560]  所以當上帝叫我們去
[00:08:12.560 --> 00:08:15.640]  要好好遵守他的誡命的時候
[00:08:15.640 --> 00:08:18.960]  其實意思就是要我們好好愛他
[00:08:18.960 --> 00:08:20.880]  這兩個事情是沒有衝突
[00:08:20.880 --> 00:08:22.320]  而且是同一件事情
[00:08:22.320 --> 00:08:24.640]  有時候我們把它分爲兩個
[00:08:24.640 --> 00:08:26.400]  上帝不是要我們守律法
[00:08:26.400 --> 00:08:28.080]  上帝要我們愛他
[00:08:28.080 --> 00:08:29.280]  其實你錯了
[00:08:29.280 --> 00:08:30.480]  愛他就是守律法
[00:08:30.480 --> 00:08:31.720]  守律法就是愛他
[00:08:31.720 --> 00:08:33.520]  當然你可以守律法
[00:08:33.520 --> 00:08:34.480]  但是不愛上帝
[00:08:34.480 --> 00:08:38.240]  就是好像法利塞人那個文是這樣
[00:08:38.240 --> 00:08:39.440]  他們守住了律法
[00:08:39.440 --> 00:08:42.720]  他們利用這個所謂利用這個律法
[00:08:42.720 --> 00:08:44.960]  得到這個人家的讚美
[00:08:44.960 --> 00:08:49.280]  得到上帝他們覺得他可以得到上帝的稱義
[00:08:49.280 --> 00:08:50.360]  這是完全錯誤
[00:08:50.360 --> 00:08:53.840]  因爲他把這個律法跟上帝分隔了
[00:08:53.840 --> 00:08:57.000]  他可能表面上遵守了這個律法
[00:08:57.000 --> 00:09:01.920]  但是他從心裏面從來沒有愛過律法中的上帝
[00:09:01.920 --> 00:09:07.840]  而是就是說只是用律法來建造自己的社會地位
[00:09:07.840 --> 00:09:11.480]  在《聖經》裏面也有另外一個非常重要的
[00:09:11.480 --> 00:09:13.440]  強調的一個主題叫做
[00:09:13.440 --> 00:09:17.880]  你們要把你們的心爲你們的心受割離
[00:09:17.880 --> 00:09:20.520]  我想你可能有記得這個
[00:09:20.520 --> 00:09:24.200]  就變成以色列人分爲兩羣
[00:09:24.200 --> 00:09:28.800]  以色列人基本上生下來的男丁都會受割離
[00:09:28.800 --> 00:09:31.840]  但是現在上帝開始說
[00:09:31.840 --> 00:09:35.760]  不是外表身體上受割離的是以色列人
[00:09:35.760 --> 00:09:39.480]  真以色列人是心裏面受了割離
[00:09:39.480 --> 00:09:42.440]  以致這個人他可以心愛住
[00:09:42.440 --> 00:09:45.440]  所以如果再過幾個月
[00:09:45.440 --> 00:09:47.880]  我去講生命紀的舊約講座的時候
[00:09:47.880 --> 00:09:50.600]  我的大題目可能會是
[00:09:50.600 --> 00:09:55.240]  心受割離深愛主
[00:09:55.240 --> 00:09:57.240]  什麼叫做心受的割離
[00:09:57.240 --> 00:10:02.800]  就是這個人可以從心裏面開始愛上帝
[00:10:02.800 --> 00:10:07.080]  如果我們去看看這個生命紀的時候
[00:10:07.080 --> 00:10:11.840]  最簡單的一個架構就是把它一分爲三
[00:10:11.840 --> 00:10:15.840]  我不知道你有沒有看到右邊的圖畫裏面
[00:10:15.840 --> 00:10:18.640]  講到有第一章到第十一章
[00:10:18.640 --> 00:10:21.360]  第十二章到第二十六章
[00:10:21.360 --> 00:10:24.600]  然後第二十七章到第三十四章
[00:10:24.600 --> 00:10:29.240]  如果你這樣分也是最邏輯性的一個分的時候
[00:10:29.240 --> 00:10:31.400]  可能我們又看到中間
[00:10:31.400 --> 00:10:33.640]  我說這本書的中心是什麼
[00:10:33.640 --> 00:10:36.800]  你就說中心那麼大的地方就是
[00:10:36.800 --> 00:10:40.840]  律例、典章、上帝的誡命
[00:10:40.840 --> 00:10:41.840]  如果你這樣
[00:10:41.840 --> 00:10:46.440]  剛纔我已經說了這個律例、典章、誡命
[00:10:46.440 --> 00:10:48.800]  都是耶和華的律例、典章、誡命
[00:10:48.800 --> 00:10:50.800]  所以這跟上帝分不開的
[00:10:50.800 --> 00:10:55.080]  其實它的中心不是教你去守住這些
[00:10:55.080 --> 00:10:59.400]  這可能就是當時候以色列人的一個大錯
[00:10:59.400 --> 00:11:02.840]  無論如何當你去看這三段的時候
[00:11:02.840 --> 00:11:07.800]  其實頭尾的兩段都是我們挺熟悉的一些東西
[00:11:07.800 --> 00:11:10.840]  在開始的一到十一章裏面
[00:11:10.840 --> 00:11:14.000]  我們想大家大概會記得第六章裏面有
[00:11:14.000 --> 00:11:15.680]  聽啊以色列人
[00:11:15.680 --> 00:11:18.000]  你要盡心敬意
[00:11:18.000 --> 00:11:19.440]  盡心愛你的上帝
[00:11:19.440 --> 00:11:21.240]  這是最大的誡命
[00:11:21.240 --> 00:11:21.800]  對不對?
[00:11:21.800 --> 00:11:25.360]  所以我們大概對《聖命紀》的一個記憶就是這樣
[00:11:25.360 --> 00:11:28.560]  另外一個對《聖命紀》的記憶是關於
[00:11:28.560 --> 00:11:34.880]  二十八章福氣跟咒詛的事情
[00:11:34.880 --> 00:11:39.080]  如果你去看讀這個福氣跟咒詛的話
[00:11:39.080 --> 00:11:42.880]  你就開始明白爲什麼我們要非常強調
[00:11:42.880 --> 00:11:44.680]  咒語跟心語都不一樣
[00:11:44.680 --> 00:11:48.000]  因爲如果你去看《聖命紀》裏面的二十八章的福氣
[00:11:48.000 --> 00:11:54.240]  它說如果你緊緊遵守上帝的律例、典章跟祂的誡命的話
[00:11:54.240 --> 00:11:55.680]  這些福氣就會臨到你
[00:11:55.680 --> 00:12:01.360]  你發覺那些福氣基本上就等於成功神學、復位福音
[00:12:01.360 --> 00:12:02.680]  如果你這樣讀
[00:12:02.680 --> 00:12:05.680]  你讀這個咒語聖經
[00:12:05.680 --> 00:12:06.880]  你讀這個《聖命紀》
[00:12:06.880 --> 00:12:09.160]  然後你把它馬上應用在你身上
[00:12:09.160 --> 00:12:12.680]  你就變成了一個成功神學的神學家了
[00:12:12.680 --> 00:12:15.040]  那你就完全錯了
[00:12:15.040 --> 00:12:16.960]  那爲什麼這是錯呢?
[00:12:16.960 --> 00:12:20.120]  因爲你忘記咒語是一個影子
[00:12:20.120 --> 00:12:22.200]  它是指向心語
[00:12:22.200 --> 00:12:24.000]  心語裏面纔是那個實體
[00:12:24.000 --> 00:12:25.320]  然後你到心語裏面
[00:12:25.320 --> 00:12:29.320]  無論你看耶穌、基督或者是保羅、彼得、約翰
[00:12:29.320 --> 00:12:32.840]  他們再沒有那個成功神學的元素在裏面
[00:12:32.840 --> 00:12:34.760]  你發覺是不一樣
[00:12:34.760 --> 00:12:37.640]  所謂天上地下所有的諸物福
[00:12:37.640 --> 00:12:47.680]  再不是實實在在那些錢財、身體的那些福氣
[00:12:47.680 --> 00:12:50.120]  而是屬靈、眼睛看不見
[00:12:50.120 --> 00:12:54.680]  從天上而來通過耶穌、基督來得到的福氣
[00:12:54.680 --> 00:12:57.480]  如果你不是會明白我在講什麼
[00:12:57.480 --> 00:13:00.360]  就是說我希望你回去好好的思想
[00:13:00.360 --> 00:13:01.720]  在新約的時候
[00:13:01.720 --> 00:13:04.680]  舊約裏面的那些福氣全部都不見了
[00:13:04.680 --> 00:13:05.280]  OK
[00:13:05.280 --> 00:13:06.680]  當然從某一個角度來說
[00:13:06.680 --> 00:13:08.080]  到最終的時候
[00:13:08.080 --> 00:13:11.160]  這些福氣真正會發生在基督徒
[00:13:11.160 --> 00:13:12.960]  但是不是在這人生
[00:13:12.960 --> 00:13:15.360]  這個人生在新約聖經裏面講
[00:13:15.360 --> 00:13:18.000]  都是要忍耐到底必然得救
[00:13:18.000 --> 00:13:19.880]  最後我們得救的時候
[00:13:19.880 --> 00:13:21.640]  在新天新地的時候
[00:13:21.640 --> 00:13:23.000]  你說我們發不發財?
[00:13:23.000 --> 00:13:24.400]  當然發財
[00:13:24.400 --> 00:13:29.680]  然而那個祝福、那個福氣、那個成功
[00:13:29.680 --> 00:13:31.120]  不是在這一生
[00:13:31.120 --> 00:13:35.840]  而是在來生、在永遠的當中
[00:13:35.840 --> 00:13:38.000]  我希望你可以明白
[00:13:38.000 --> 00:13:38.600]  好
[00:13:38.600 --> 00:13:43.360]  我想爲你介紹另外一個層次的方法
[00:13:43.360 --> 00:13:44.920]  去明白聖經
[00:13:44.920 --> 00:13:46.760]  因爲如果你只是這樣看
[00:13:46.760 --> 00:13:50.920]  1到11、12到26、27到30
[00:13:50.920 --> 00:13:55.200]  你沒辦法看到這個聖經的中心
[00:13:55.200 --> 00:13:59.200]  在我學習這個聖經的過程裏面
[00:13:59.200 --> 00:14:05.000]  我曾經聽一個神學家講到這樣的一個看法
[00:14:05.000 --> 00:14:07.640]  我覺得非常非常有意思
[00:14:07.640 --> 00:14:10.680]  他說原來生命紀是一個大的漢堡包
[00:14:10.680 --> 00:14:12.360]  或者是三明治
[00:14:12.360 --> 00:14:16.920]  你看到生命紀裏面有一些重複的句子
[00:14:16.920 --> 00:14:18.000]  是非常重要
[00:14:18.000 --> 00:14:22.120]  是讓它變成一種架構
[00:14:22.120 --> 00:14:24.920]  這英語、英文
[00:14:24.920 --> 00:14:27.360]  就是原文直接翻譯過來的時候
[00:14:27.360 --> 00:14:30.560]  你就會看到有一些是重術
[00:14:30.560 --> 00:14:34.200]  these are 這些話語
[00:14:34.200 --> 00:14:35.320]  這些什麼東西
[00:14:35.320 --> 00:14:37.640]  這些什麼東西是重術
[00:14:37.640 --> 00:14:40.240]  也有一些句是this is
[00:14:40.240 --> 00:14:42.440]  這是這什麼東西
[00:14:42.440 --> 00:14:43.680]  這什麼東西
[00:14:43.680 --> 00:14:46.080]  那個就是單術
[00:14:46.080 --> 00:14:49.480]  所以你這裏看到A是重術
[00:14:49.480 --> 00:14:51.880]  B是單術
[00:14:51.880 --> 00:14:55.600]  他就用了這些these are跟this is
[00:14:55.600 --> 00:15:00.840]  來爲我們創造一個很有意思的生命紀的一個架構
[00:15:00.840 --> 00:15:02.080]  如果你就這樣看的時候
[00:15:02.080 --> 00:15:06.480]  你發覺其實開始時候有一個AB的一個pattern
[00:15:06.480 --> 00:15:09.800]  然後後來結束的時候也有一個AB的pattern
[00:15:09.800 --> 00:15:11.600]  這兩個AB的pattern
[00:15:11.600 --> 00:15:13.400]  我們知道它是這樣分割的
[00:15:13.400 --> 00:15:17.240]  是因爲這兩部分都是在約旦河外
[00:15:17.240 --> 00:15:21.360]  就是東邊的那邊的摩亞地所說的
[00:15:21.360 --> 00:15:23.720]  然後中間的三明治
[00:15:23.720 --> 00:15:25.560]  中間又有另外一個三明治
[00:15:25.560 --> 00:15:29.600]  這個三明治很明顯是跟外面的三明治不一樣
[00:15:29.600 --> 00:15:30.040]  爲什麼
[00:15:30.040 --> 00:15:31.760]  他因爲這些事情
[00:15:31.760 --> 00:15:32.480]  這些教導
[00:15:32.480 --> 00:15:33.840]  這些律例
[00:15:33.840 --> 00:15:43.760]  典章是在約旦河外以東的博比爾居居那邊所傳遞的
[00:15:43.760 --> 00:15:50.720]  所以你看到他用這個地理的來把它創造了一個
[00:15:50.720 --> 00:15:52.960]  他這個structure這個架構
[00:15:52.960 --> 00:15:56.440]  所以你看到外層是兩塊麪包是在摩亞地
[00:15:56.440 --> 00:16:01.320]  中間的是在博比爾居發生的事情
[00:16:01.320 --> 00:16:04.240]  所以你開始看到中間的那個三明治
[00:16:04.240 --> 00:16:09.440]  在中間三明治裏面又有一個ABA一個小三明治
[00:16:09.440 --> 00:16:12.320]  A記得是衆數
[00:16:12.320 --> 00:16:15.160]  然後B是這個單數
[00:16:15.160 --> 00:16:19.400]  那你現在就看到中間最中間的那個B是什麼東西
[00:16:19.400 --> 00:16:22.840]  最中間的那個B是第六章
[00:16:22.840 --> 00:16:27.040]  那你想想整本書有三十四章
[00:16:27.040 --> 00:16:30.080]  如果你說我就是要找中間的時候
[00:16:30.080 --> 00:16:34.240]  你很自然的你會說中間就是十七章十八章
[00:16:34.240 --> 00:16:35.480]  但是原來不是
[00:16:35.480 --> 00:16:38.680]  原來它的中間是第六章
[00:16:38.680 --> 00:16:43.480]  然後第六章就帶我們進入Shamo Israel
[00:16:43.480 --> 00:16:45.840]  以色列人你要聽
[00:16:45.840 --> 00:16:55.280]  整個Shamo Israel最大的界面是整本這個聖命紀的中心
[00:16:55.280 --> 00:17:00.240]  那從這個角度你再重新去明白聖命紀你就知道
[00:17:00.240 --> 00:17:02.760]  聖命紀是跟你講
[00:17:02.760 --> 00:17:06.520]  盡心盡力愛上帝的事情
[00:17:06.520 --> 00:17:11.280]  它所跟你說的不是你有沒有守得到那些律法那麼簡單
[00:17:11.280 --> 00:17:14.920]  它是問你有沒有從心裏面去遵守這些律法
[00:17:14.920 --> 00:17:19.840]  所以在聖命紀裏面心是非常重要
[00:17:19.840 --> 00:17:23.920]  The heart of the matter is the matter of the heart
[00:17:23.920 --> 00:17:27.680]  整本書最中心的是跟你談心
[00:17:27.680 --> 00:17:29.280]  你的心在哪裏
[00:17:29.280 --> 00:17:31.920]  如果你的心是朝向上帝的時候
[00:17:31.920 --> 00:17:36.160]  那你自然你就會聽他的誡命
[00:17:36.160 --> 00:17:38.000]  聽他的典章
[00:17:38.000 --> 00:17:40.000]  聽他的教導
[00:17:40.000 --> 00:17:43.120]  然後你不單只是聽你也會obey
[00:17:43.120 --> 00:17:47.320]  你會順服在他的
[00:17:47.320 --> 00:17:50.240]  但是你的心如果是硬的話
[00:17:50.240 --> 00:17:51.760]  你的心若是黑的話
[00:17:51.760 --> 00:17:54.680]  你的心若沒有受到隔離的話
[00:17:54.680 --> 00:17:58.000]  那你的心就是朝向這個世界
[00:17:58.000 --> 00:17:59.200]  朝向自己
[00:17:59.200 --> 00:18:00.960]  你不愛上帝的話
[00:18:00.960 --> 00:18:05.240]  那你在上帝的面前你是一個被咒詛的人
[00:18:05.240 --> 00:18:07.120]  誰是蒙福的人
[00:18:07.120 --> 00:18:09.240]  是一個心受過隔離
[00:18:09.240 --> 00:18:11.120]  從心裏面愛上帝的人
[00:18:11.120 --> 00:18:13.680]  誰是一個受咒詛的人
[00:18:13.680 --> 00:18:16.320]  是一個無心人
[00:18:16.320 --> 00:18:17.400]  兇心人
[00:18:17.400 --> 00:18:19.320]  他恨惡上帝的人
[00:18:19.320 --> 00:18:22.920]  這個人不把上帝的律法放在心裏面
[00:18:22.920 --> 00:18:25.920]  這樣的人是蒙咒詛的
[00:18:25.920 --> 00:18:27.440]  永永遠遠無咒詛
[00:18:27.440 --> 00:18:30.080]  那你這樣你就會明白
[00:18:30.080 --> 00:18:32.480]  那我想很快跟你讀一讀
[00:18:32.480 --> 00:18:35.640]  這個聖命紀第六章第一節到第九節
[00:18:35.640 --> 00:18:39.680]  就是整本書的中心
[00:18:39.680 --> 00:18:42.640]  這是耶和華你們的上帝所吩咐
[00:18:42.640 --> 00:18:47.360]  要教導你們的戒命律例典章
[00:18:47.360 --> 00:18:54.960]  教你們在所要過去得爲業的地上遵行
[00:18:54.960 --> 00:18:56.520]  所以這個律法
[00:18:56.520 --> 00:19:01.200]  當然你如果我們看整個這個聖命紀的律法
[00:19:01.200 --> 00:19:03.240]  有很多我們今天都不會熟的
[00:19:03.240 --> 00:19:03.880]  爲什麼
[00:19:03.880 --> 00:19:08.320]  因爲這些戒命律例典章是適用在當時
[00:19:08.320 --> 00:19:12.840]  他們就快要進入這個迦南帝的那個地
[00:19:12.840 --> 00:19:17.800]  那個時代跟那個地理那個環境是跟今天不一樣
[00:19:17.800 --> 00:19:18.760]  所以有點不一樣
[00:19:18.760 --> 00:19:21.760]  但是時節還是時節對不對
[00:19:21.760 --> 00:19:23.160]  有一些東西是不變的
[00:19:23.160 --> 00:19:26.000]  但是有一些東西是會變的
[00:19:26.000 --> 00:19:28.880]  我想你從這一節裏面
[00:19:28.880 --> 00:19:32.960]  你已經看到一個叫Theology of the Land
[00:19:32.960 --> 00:19:39.720]  整本聖命紀開始跟那個應許自地連上一個非常密切的關係
[00:19:39.720 --> 00:19:45.800]  是教你們在所要過去得爲業的地
[00:19:45.800 --> 00:19:46.720]  這個是Contact
[00:19:46.720 --> 00:19:52.280]  這個是他的那個背景來遵行的
[00:19:52.280 --> 00:19:58.240]  好教你和你的子孫在一生的日子都敬畏耶和華
[00:19:58.240 --> 00:20:03.160]  你的上帝謹守他的一切律例戒命
[00:20:03.160 --> 00:20:05.520]  就是我所吩咐你的
[00:20:05.520 --> 00:20:09.120]  使你的日子得以長久
[00:20:09.120 --> 00:20:11.120]  我想強調一個事情就是說
[00:20:11.120 --> 00:20:15.200]  這個日子得以長久不是代表你會長命
[00:20:15.200 --> 00:20:22.360]  這個日子得以長久是你在那應許自地的日子可以得到長久
[00:20:22.360 --> 00:20:23.280]  那爲什麼這樣說呢
[00:20:23.280 --> 00:20:27.480]  因爲我們知道當以色列人進入這個應許自地之後
[00:20:27.480 --> 00:20:28.680]  他們不敬畏上帝
[00:20:28.680 --> 00:20:32.760]  他不遵守律法戒命律例的等等
[00:20:32.760 --> 00:20:34.480]  結果會是怎麼樣
[00:20:34.480 --> 00:20:37.280]  結果他們就被上帝所審判
[00:20:37.280 --> 00:20:38.800]  因爲他們罪的緣故
[00:20:38.800 --> 00:20:41.360]  結果被被擄巴比倫
[00:20:41.360 --> 00:20:45.960]  被擄巴比倫就是讓他們的日子沒有辦法得以長久
[00:20:45.960 --> 00:20:46.840]  你開始明白嗎
[00:20:46.840 --> 00:20:50.600]  所以所有的東西都跟那個地理很有關係
[00:20:50.600 --> 00:20:54.440]  但是我也強調所有的東西都是影子
[00:20:54.440 --> 00:20:58.320]  在新約裏面我們是不再講地理的
[00:20:58.320 --> 00:21:03.400]  我們不會說我們基督徒我們回去在聖地
[00:21:03.400 --> 00:21:05.320]  在應許自地那邊買樓
[00:21:05.320 --> 00:21:07.160]  不會這樣的
[00:21:07.160 --> 00:21:10.960]  但是在當時的舊約的影子環境裏面
[00:21:10.960 --> 00:21:14.000]  所有的都跟這個地理有關係
[00:21:14.000 --> 00:21:17.160]  以色列你要聽要謹守遵行
