
[00:00:00.000 --> 00:00:01.720]  時間又過了一年
[00:01:51.840 --> 00:01:53.120]  新年喜樂
[00:01:53.120 --> 00:01:54.720]  我們很多時候講新年快樂
[00:01:54.720 --> 00:01:57.400]  為什麼我的題目是新年喜樂
[00:01:57.400 --> 00:01:59.720]  今天我講的經文其實很簡單
[00:01:59.720 --> 00:02:00.960]  只有一節聖經
[00:02:00.960 --> 00:02:03.280]  我們就讀一讀一節的聖經
[00:02:03.280 --> 00:02:04.800]  準備一二三
[00:02:04.800 --> 00:02:07.360]  喜樂的心乃是良藥
[00:02:07.360 --> 00:02:10.400]  憂傷的靈使骨敷肝
[00:02:10.400 --> 00:02:12.720]  很簡單在真言那邊一句說話
[00:02:12.720 --> 00:02:15.760]  喜樂的心乃是良藥
[00:02:15.760 --> 00:02:17.800]  良藥這個字在原文的意思
[00:02:17.800 --> 00:02:20.120]  是有醫治的一個含義
[00:02:20.120 --> 00:02:25.040]  就是說喜樂就是能夠讓我們的病得著醫治
[00:02:25.040 --> 00:02:28.160]  而憂傷的靈是令到我們的骨敷肝
[00:02:28.160 --> 00:02:30.240]  換言之當我們憂傷的時候
[00:02:30.240 --> 00:02:31.360]  我們憂慮的時候
[00:02:31.360 --> 00:02:33.760]  我們的身體不只是外在的身體
[00:02:33.760 --> 00:02:35.440]  去到我們很深層的那邊
[00:02:35.440 --> 00:02:37.920]  我們都會有傷害
[00:02:37.920 --> 00:02:41.080]  為什麼真言說喜樂
[00:02:41.080 --> 00:02:42.320]  它不會講快樂
[00:02:42.320 --> 00:02:45.560]  究竟喜樂和快樂有什麼分別
[00:02:45.560 --> 00:02:46.920]  當然我不是很懂事
[00:02:46.920 --> 00:02:48.720]  所以我就學一些年輕人
[00:02:48.720 --> 00:02:50.120]  當你一不懂事的時候
[00:02:50.120 --> 00:02:51.960]  你就去Google search
[00:02:51.960 --> 00:02:53.240]  我們馬上去Google search
[00:02:53.240 --> 00:02:56.480]  究竟喜樂和快樂有什麼分別
[00:02:56.480 --> 00:02:58.400]  究竟喜樂和快樂的分別
[00:02:58.400 --> 00:03:00.720]  在Google search那邊
[00:03:00.720 --> 00:03:03.200]  我就找到一個人這樣寫
[00:03:03.200 --> 00:03:04.880]  快樂和喜樂的分別
[00:03:04.880 --> 00:03:06.480]  我們嘗試看一看
[00:03:06.480 --> 00:03:09.600]  他就說快樂是一種心情
[00:03:09.600 --> 00:03:11.680]  因環境而異
[00:03:11.680 --> 00:03:14.040]  喜樂是一種心境
[00:03:14.040 --> 00:03:16.960]  是不受環境的影響
[00:03:16.960 --> 00:03:19.120]  快樂使人雀躍
[00:03:19.120 --> 00:03:21.920]  喜樂使人安息
[00:03:21.920 --> 00:03:24.840]  快樂因為分享而加珍
[00:03:24.840 --> 00:03:27.920]  喜樂因信心而擁有
[00:03:27.920 --> 00:03:30.520]  快樂是由外至內的
[00:03:30.520 --> 00:03:32.360]  是屬物質肉體的
[00:03:32.360 --> 00:03:34.880]  喜樂乃是由內至外的
[00:03:34.880 --> 00:03:36.400]  是屬心靈的
[00:03:36.400 --> 00:03:38.960]  快樂是暫時的
[00:03:38.960 --> 00:03:41.680]  快快樂快快的不樂
[00:03:41.680 --> 00:03:45.680]  喜樂卻是能持續長久的
[00:03:45.680 --> 00:03:48.400]  無論我們上Google search
[00:03:48.400 --> 00:03:50.160]  去找到這些答案
[00:03:50.160 --> 00:03:51.840]  我們可以信我們可以不信
[00:03:51.840 --> 00:03:53.720]  因為我們看到Google search的東西
[00:03:53.720 --> 00:03:56.000]  不是百分之一百是正確的
[00:03:56.000 --> 00:03:58.520]  但當我自己去找到一個快樂
[00:03:58.520 --> 00:04:02.680]  所謂happy和joy rejoice的分別
[00:04:02.680 --> 00:04:04.840]  我也覺得這個人所說的話
[00:04:04.840 --> 00:04:06.160]  其實都是真實的
[00:04:06.160 --> 00:04:07.480]  因為我們很深信
[00:04:07.480 --> 00:04:10.920]  今天世界的環境會有很多的改變
[00:04:10.920 --> 00:04:12.680]  我們明白到
[00:04:12.680 --> 00:04:15.080]  當美國選完這個總統之後
[00:04:15.080 --> 00:04:17.960]  當大家想不到一個這樣的人上台之後
[00:04:17.960 --> 00:04:20.440]  每天都有新的事情發生的時候
[00:04:20.440 --> 00:04:22.680]  我們都不會知道美國會發生什麼事
[00:04:22.680 --> 00:04:24.600]  就算英國脫歐之後
[00:04:24.600 --> 00:04:26.200]  我們都不知道會發生什麼事
[00:04:26.200 --> 00:04:31.960]  當英國的文翠珊和特朗普一起見面的時候
[00:04:31.960 --> 00:04:34.040]  你都不知道會發生什麼大事
[00:04:34.040 --> 00:04:34.880]  未來一年
[00:04:34.880 --> 00:04:35.800]  沒有人知道
[00:04:35.800 --> 00:04:40.240]  我們香港三月又會有新的特首選舉
[00:04:40.240 --> 00:04:42.400]  大家說選不選都是那幾個
[00:04:42.400 --> 00:04:43.320]  都是那個
[00:04:43.320 --> 00:04:44.720]  阿爺說誰是誰
[00:04:44.720 --> 00:04:45.600]  縱然是這樣說
[00:04:45.600 --> 00:04:48.560]  但我們始終都有一千一百四十九人
[00:04:48.560 --> 00:04:50.480]  去選舉一個新的特首
[00:04:50.480 --> 00:04:51.600]  究竟選了誰呢
[00:04:51.600 --> 00:04:53.920]  這個環境會怎樣我們都不會知道
[00:04:53.920 --> 00:04:55.440]  這個世界在歐洲
[00:04:55.440 --> 00:04:58.520]  未來一年會有很多的選舉
[00:04:58.520 --> 00:04:59.760]  這個世界會變
[00:04:59.760 --> 00:05:01.440]  這個環境會怎樣變
[00:05:01.440 --> 00:05:02.800]  以致到我經常都說
[00:05:02.800 --> 00:05:04.600]  五十年不變是傻的
[00:05:04.600 --> 00:05:06.320]  這句說話我們信都傻的
[00:05:06.320 --> 00:05:07.720]  五十年怎會不變呢
[00:05:07.720 --> 00:05:09.800]  你想想你自己五十年前怎樣
[00:05:09.800 --> 00:05:10.680]  五十年之後怎樣
[00:05:10.680 --> 00:05:11.640]  你會不會變呢
[00:05:11.640 --> 00:05:12.680]  我們一定會變
[00:05:12.680 --> 00:05:13.840]  怎會不變
[00:05:13.840 --> 00:05:15.120]  但另一方面
[00:05:15.120 --> 00:05:17.200]  喜樂和快樂的分別
[00:05:17.200 --> 00:05:20.560]  就是快樂是一個短暫
[00:05:20.560 --> 00:05:22.800]  但喜樂是一個持續
[00:05:22.800 --> 00:05:25.760]  今天快樂是一種心境
[00:05:25.760 --> 00:05:26.560]  喜樂是一種心境
[00:05:26.560 --> 00:05:28.160]  快樂是一種心情
[00:05:28.160 --> 00:05:30.640]  我們怎樣去看聖經
[00:05:30.640 --> 00:05:32.080]  針研這句說話
[00:05:32.080 --> 00:05:34.360]  他說喜樂是良藥
[00:05:34.360 --> 00:05:37.320]  憂傷令到我們的骨來到枯乾
[00:05:37.320 --> 00:05:40.040]  今天我想跟大家只是說一節聖經
[00:05:40.040 --> 00:05:43.560]  我希望是一個倒轉來說
[00:05:43.560 --> 00:05:46.080]  我不是先說喜樂的源頭
[00:05:46.080 --> 00:05:47.920]  我最後才說喜樂的源頭
[00:05:47.920 --> 00:05:50.200]  我先說喜樂的結果
[00:05:50.200 --> 00:05:51.560]  其實喜樂的結果
[00:05:51.560 --> 00:05:53.840]  其實是一個祝福
[00:05:53.840 --> 00:05:55.920]  因為喜樂是一個祝福
[00:05:55.920 --> 00:05:56.880]  我們新年
[00:05:56.880 --> 00:05:58.320]  剛才第一首歌就是
[00:05:58.320 --> 00:06:00.280]  祝福祝福祝福你
[00:06:00.280 --> 00:06:01.440]  我們很喜歡唱這首詩歌
[00:06:01.440 --> 00:06:03.000]  我們每天在維園
[00:06:03.000 --> 00:06:04.280]  每天都唱這首詩歌
[00:06:04.280 --> 00:06:06.720]  我們很希望祝福整個行過的人
[00:06:06.720 --> 00:06:07.840]  祝福香港
[00:06:07.840 --> 00:06:09.920]  我們很想被祝福
[00:06:09.920 --> 00:06:11.680]  我們很想我們每一天
[00:06:11.680 --> 00:06:13.840]  都有被祝福的感覺
[00:06:13.840 --> 00:06:16.400]  原來喜樂是一個祝福
[00:06:16.400 --> 00:06:18.320]  我們再讀一次這節聖經
[00:06:18.320 --> 00:06:18.760]  讀完之後
[00:06:18.760 --> 00:06:20.720]  大家都應該會背這節聖經
[00:06:20.720 --> 00:06:21.840]  我們嘗試背了它
[00:06:21.840 --> 00:06:23.200]  準備一二三
[00:06:23.200 --> 00:06:25.680]  喜樂的心乃是良藥
[00:06:25.680 --> 00:06:28.600]  憂傷的靈至骨枯乾
[00:06:28.600 --> 00:06:30.600]  其實在人生當中
[00:06:30.600 --> 00:06:33.600]  我們很想每一天都喜樂
[00:06:33.600 --> 00:06:35.200]  我們很想我們的內心
[00:06:35.200 --> 00:06:37.240]  不會受環境影響
[00:06:37.240 --> 00:06:40.840]  在我自己曾經讀過一科輔導學的時候
[00:06:40.840 --> 00:06:42.280]  我的老師曾經這樣說
[00:06:42.280 --> 00:06:44.560]  他說如果你不開心的時候
[00:06:44.560 --> 00:06:46.680]  喝一罐可樂你就會開心
[00:06:46.680 --> 00:06:48.360]  有沒有聽過
[00:06:48.360 --> 00:06:50.440]  所以有時候我在教會喝可樂
[00:06:50.440 --> 00:06:51.520]  同工就醒目
[00:06:51.520 --> 00:06:52.520]  我只是不開心
[00:06:52.520 --> 00:06:53.600]  所以喝一罐可樂
[00:06:53.600 --> 00:06:54.720]  有時候你不開心
[00:06:54.720 --> 00:06:55.680]  吃一塊朱古力
[00:06:55.680 --> 00:06:57.880]  又會令你開心一點
[00:06:57.880 --> 00:06:58.640]  為什麼呢
[00:06:58.640 --> 00:07:01.120]  因為這些東西會產生一種荷爾蒙
[00:07:01.120 --> 00:07:03.600]  這種荷爾蒙就叫做多巴胺
[00:07:03.600 --> 00:07:05.800]  或者不同的學名
[00:07:05.800 --> 00:07:06.600]  我不懂的
[00:07:06.600 --> 00:07:08.720]  我只是上網找
[00:07:08.720 --> 00:07:11.440]  他說如果我們今天能夠在我們身體裡面
[00:07:11.440 --> 00:07:13.800]  產生一種所謂腎上腺素
[00:07:13.800 --> 00:07:16.680]  這種血清胺素的荷爾蒙
[00:07:16.680 --> 00:07:22.760]  其實是減少我們可以成為有一個憂鬱症
[00:07:22.760 --> 00:07:25.480]  就是說如果你有多一點這種多胺酚
[00:07:25.480 --> 00:07:26.360]  你做運動
[00:07:26.360 --> 00:07:27.000]  喝多一點
[00:07:27.000 --> 00:07:28.400]  偶爾喝一罐可樂
[00:07:28.400 --> 00:07:29.440]  吃一塊朱古力
[00:07:29.440 --> 00:07:30.480]  所以你在辦公室
[00:07:30.480 --> 00:07:32.120]  放幾塊朱古力在這裡是比較好的
[00:07:32.120 --> 00:07:33.360]  當被你老闆罵完之後
[00:07:33.360 --> 00:07:34.040]  吃一塊朱古力
[00:07:34.040 --> 00:07:35.360]  可能會開心一點
[00:07:35.360 --> 00:07:38.480]  就是因為你可以產生一種荷爾蒙
[00:07:38.480 --> 00:07:39.520]  這種荷爾蒙
[00:07:39.520 --> 00:07:43.720]  其實某些情況可以減少我們柏金遜的可能性
[00:07:43.720 --> 00:07:45.080]  但是另一方面
[00:07:45.080 --> 00:07:47.280]  有時候會增加我們精神分裂
[00:07:47.280 --> 00:07:48.920]  因為你太開心了
[00:07:48.920 --> 00:07:51.440]  所以每一樣東西是完美的
[00:07:51.440 --> 00:07:53.880]  所以一定要自己選擇
[00:07:53.880 --> 00:07:55.760]  你想要哪一樣東西而已
[00:07:55.760 --> 00:07:59.080]  就是因為這件事會令你有興奮的作用
[00:07:59.080 --> 00:08:02.120]  令你即時產生一種快樂的感覺
[00:08:02.120 --> 00:08:06.400]  這種是令你的情緒有種高漲
[00:08:06.400 --> 00:08:08.400]  好與不好我們不知道
[00:08:08.400 --> 00:08:10.800]  但是喜樂的心
[00:08:10.800 --> 00:08:14.760]  產生這種所謂的荷爾蒙
[00:08:14.760 --> 00:08:16.320]  其實是很好的
[00:08:16.320 --> 00:08:17.160]  幾千年前
[00:08:17.160 --> 00:08:18.560]  所有人已經說了
[00:08:18.560 --> 00:08:22.240]  他說喜樂就是良藥
[00:08:22.240 --> 00:08:26.440]  他說喜樂是能夠有一種醫治的作用
[00:08:26.440 --> 00:08:28.400]  今天心理學家已經說了
[00:08:28.400 --> 00:08:31.080]  心理學家說今天如果你開心多一點
[00:08:31.080 --> 00:08:33.480]  你的病痛也會少一點
[00:08:33.480 --> 00:08:34.520]  有些醫生跟我說
[00:08:34.520 --> 00:08:35.360]  真的假的我不知道
[00:08:35.360 --> 00:08:36.520]  我不是醫生
[00:08:36.520 --> 00:08:38.400]  就說其實人生裡邊
[00:08:38.400 --> 00:08:40.600]  身體上面其實不多不少
[00:08:40.600 --> 00:08:42.120]  都是一些癌細胞
[00:08:42.120 --> 00:08:44.520]  不過如果我們憂慮越多
[00:08:44.520 --> 00:08:47.960]  癌細胞就會更加的生長得快一點
[00:08:47.960 --> 00:08:49.480]  信不信我不知道
[00:08:49.480 --> 00:08:50.640]  不過另一方面
[00:08:50.640 --> 00:08:53.240]  針研所學門很清楚說
[00:08:53.240 --> 00:08:55.520]  他說如果今天你的人生
[00:08:55.520 --> 00:08:56.520]  多一點喜樂
[00:08:56.520 --> 00:08:58.400]  少一點憂慮
[00:08:58.400 --> 00:09:02.560]  就是你的身體會健康一點
[00:09:02.560 --> 00:09:05.160]  所以我們香港人有個廣告
[00:09:05.160 --> 00:09:09.000]  過去幾年香港有個廣告就是
[00:09:09.000 --> 00:09:11.000]  每天笑一笑
[00:09:11.000 --> 00:09:12.120]  你跟隔壁的人笑一笑
[00:09:12.120 --> 00:09:13.160]  你會開心一點
[00:09:13.160 --> 00:09:14.000]  笑一笑
[00:09:14.000 --> 00:09:15.240]  人們來到香港
[00:09:15.240 --> 00:09:16.320]  個個都會說
[00:09:16.320 --> 00:09:17.920]  來到香港就不想來了
[00:09:17.920 --> 00:09:19.520]  來到香港個個都會笑
[00:09:19.520 --> 00:09:21.440]  說這個城市就會
[00:09:21.440 --> 00:09:24.040]  多一點人會來到這個城市那邊
[00:09:24.040 --> 00:09:25.280]  為什麼笑一笑
[00:09:25.280 --> 00:09:28.320]  是幫助你能夠影響這個城市
[00:09:28.320 --> 00:09:31.000]  就是因為當我們大家都開心的時候
[00:09:31.000 --> 00:09:33.400]  這個城市就會自然的開心
[00:09:33.400 --> 00:09:35.400]  怎麼會開心得下呢
[00:09:35.400 --> 00:09:37.400]  新的特首都不知道是誰
[00:09:37.400 --> 00:09:38.680]  但另一方面
[00:09:38.680 --> 00:09:41.320]  我深信無論誰做特首都好
[00:09:41.320 --> 00:09:42.200]  如果是同福
[00:09:42.200 --> 00:09:43.880]  我們當有五千五百人
[00:09:43.880 --> 00:09:45.480]  我們五千五百個弟兄姊妹
[00:09:45.480 --> 00:09:46.720]  我們走出街
[00:09:46.720 --> 00:09:49.400]  我們每一天都看著隔壁笑
[00:09:49.400 --> 00:09:53.280]  我相信我們會產生五千五百個的能力
[00:09:53.280 --> 00:09:55.680]  去影響五千五百個人
[00:09:55.680 --> 00:09:57.520]  所以變成喜樂
[00:09:57.520 --> 00:09:59.480]  就是能夠是一個良藥
[00:09:59.480 --> 00:10:01.920]  喜樂令我們身體好
[00:10:01.920 --> 00:10:04.560]  相對之下憂慮
[00:10:04.560 --> 00:10:07.280]  產生骨的枯乾
[00:10:07.280 --> 00:10:10.520]  換言之憂慮不單止影響我們的身體
[00:10:10.520 --> 00:10:12.720]  還影響我們的心靈
[00:10:12.720 --> 00:10:14.040]  我們很強調
[00:10:14.040 --> 00:10:15.400]  過去這十幾二十年
[00:10:15.400 --> 00:10:16.720]  我們在心理學來說
[00:10:16.720 --> 00:10:19.280]  是很強調所謂一個全人意志
[00:10:19.280 --> 00:10:20.600]  什麼叫做全人呢
[00:10:20.600 --> 00:10:21.680]  我們聖經看到
[00:10:21.680 --> 00:10:26.960]  聖經說我們人是包括靈魂和體
[00:10:26.960 --> 00:10:29.360]  但當然靈魂體這三樣東西
[00:10:29.360 --> 00:10:31.880]  在神學的區分來說
[00:10:31.880 --> 00:10:35.000]  可以說是二元論和三元論
[00:10:35.000 --> 00:10:36.280]  什麼叫做二元論呢
[00:10:36.280 --> 00:10:38.640]  就是靈魂是一樣東西
[00:10:38.640 --> 00:10:39.720]  體就一樣東西
[00:10:39.720 --> 00:10:40.600]  不是兩樣東西
[00:10:40.600 --> 00:10:41.520]  靈魂一樣東西
[00:10:41.520 --> 00:10:42.520]  體一樣東西
[00:10:42.520 --> 00:10:44.680]  但三元論的神學家就說
[00:10:44.680 --> 00:10:46.680]  靈魂體是三樣東西
[00:10:46.680 --> 00:10:48.800]  所以無論是三樣東西也好
[00:10:48.800 --> 00:10:49.800]  兩樣東西也好
[00:10:49.800 --> 00:10:51.880]  等著神學家去爭辯
[00:10:51.880 --> 00:10:52.800]  不關我的事
[00:10:52.800 --> 00:10:54.320]  不過我要強調
[00:10:54.320 --> 00:10:57.680]  靈魂體的健康是很重要
[00:10:57.680 --> 00:11:00.400]  因為今天外在的身體的健康
[00:11:00.400 --> 00:11:03.440]  是主宰在你內在的心情
[00:11:03.440 --> 00:11:07.760]  同樣你內在的心情的健康
[00:11:07.760 --> 00:11:10.040]  也是主宰在你身體的健康
[00:11:10.040 --> 00:11:12.400]  所以是互為一個影響
[00:11:12.400 --> 00:11:13.600]  所以今天的心理學
[00:11:13.600 --> 00:11:17.680]  已經不只是看你外在的開心不開心
[00:11:17.680 --> 00:11:19.880]  而是幫你內心
[00:11:19.880 --> 00:11:21.720]  是轉化你的內心
[00:11:21.720 --> 00:11:24.160]  昨天我們過年最喜歡看電影
[00:11:24.160 --> 00:11:25.280]  我們始終是看電影的
[00:11:25.280 --> 00:11:26.560]  傳統都會看電影的
[00:11:26.560 --> 00:11:27.960]  當然我昨天看電影
[00:11:27.960 --> 00:11:29.480]  應該是看一些笑片
[00:11:29.480 --> 00:11:30.560]  不過我們昨天看得出
[00:11:30.560 --> 00:11:31.720]  不是笑片
[00:11:31.720 --> 00:11:34.320]  看得出撕裂
[00:11:34.320 --> 00:11:35.520]  大家有沒有看過
[00:11:35.520 --> 00:11:41.960]  撕裂即是一個人有24個個性
[00:11:41.960 --> 00:11:45.240]  換言之人的個性
[00:11:45.240 --> 00:11:49.840]  是因著他小時候受過甚麼的情況
[00:11:49.840 --> 00:11:52.040]  是影響著你今天的個性
[00:11:52.040 --> 00:11:53.840]  即是說今天的何志地牧師
[00:11:53.840 --> 00:11:56.960]  是經過64年的成長那邊
[00:11:56.960 --> 00:11:58.920]  帶給我今天的何志地牧師
[00:11:58.920 --> 00:12:00.760]  即是我小時候經歷過甚麼
[00:12:00.760 --> 00:12:02.480]  其實是影響著我的
[00:12:02.480 --> 00:12:03.760]  我小時候發生甚麼事
[00:12:03.760 --> 00:12:04.840]  是影響著我的
[00:12:04.840 --> 00:12:07.080]  不過我們基督徒來說
[00:12:07.080 --> 00:12:08.400]  我們很深信
[00:12:08.400 --> 00:12:09.960]  我們基督教信仰
[00:12:09.960 --> 00:12:12.640]  是可以超越一切過去
[00:12:12.640 --> 00:12:14.360]  對我們的生命的影響
[00:12:14.360 --> 00:12:15.520]  所以很多人說
[00:12:15.520 --> 00:12:18.200]  究竟我們的個性是主宰
[00:12:18.200 --> 00:12:20.840]  是因著我們從小到大的主宰我們
[00:12:20.840 --> 00:12:23.440]  還是耶穌基督是主宰我們
[00:12:23.440 --> 00:12:26.040]  我和師母在台灣侍奉的時候
[00:12:26.040 --> 00:12:28.440]  台灣的人很喜歡問你一個問題
[00:12:28.440 --> 00:12:30.400]  就是你是甚麼血型
[00:12:30.400 --> 00:12:31.800]  很喜歡問你甚麼血型
[00:12:31.800 --> 00:12:35.040]  他說血型是主宰你的個性
[00:12:35.040 --> 00:12:36.360]  你不知信不信
[00:12:36.360 --> 00:12:39.320]  現在很多人研究血型是影響你的個性
[00:12:39.320 --> 00:12:40.880]  但我經常都說
[00:12:40.880 --> 00:12:43.520]  我們基督徒應該是C型
[00:12:43.520 --> 00:12:45.600]  因為我們有Christian
[00:12:45.600 --> 00:12:46.800]  我們應該是C型
[00:12:46.800 --> 00:12:49.160]  我應該是A positive
[00:12:49.160 --> 00:12:50.720]  但我經常都說我是C型
[00:12:50.720 --> 00:12:52.720]  就是因為我相信有耶穌基督
[00:12:52.720 --> 00:12:56.600]  是超越我的A型的血型
[00:12:56.600 --> 00:13:00.880]  所以換言之今天喜樂成為良藥
[00:13:00.880 --> 00:13:03.080]  就代表今天我們很深信
[00:13:03.080 --> 00:13:05.480]  我們的心境被改變的時候
[00:13:05.480 --> 00:13:08.440]  我們的開心不開心
[00:13:08.440 --> 00:13:11.320]  並不是主宰在這個環境裏面
[00:13:11.320 --> 00:13:12.760]  當然我們除夕
[00:13:12.760 --> 00:13:14.120]  或者我年年三十晚
[00:13:14.120 --> 00:13:16.760]  可能在除夕很多人去到蘭桂坊
[00:13:16.760 --> 00:13:18.120]  去到蘭桂坊你開不開心
[00:13:18.120 --> 00:13:18.760]  當然開心
[00:13:18.760 --> 00:13:20.240]  光明飲酒飲酒
[00:13:20.240 --> 00:13:21.720]  但到你飲完酒之後醉醉酒
[00:13:21.720 --> 00:13:23.040]  到你嘔的時候開不開心
[00:13:23.040 --> 00:13:24.320]  你就不開心
[00:13:24.320 --> 00:13:26.960]  所以變成今天環境
[00:13:26.960 --> 00:13:30.600]  是可以令到我們有那個時間的快樂
[00:13:30.600 --> 00:13:36.440]  但卻不能影響我們的心境
[00:13:36.440 --> 00:13:37.560]  過去我和師母
[00:13:37.560 --> 00:13:40.600]  剛剛去了特斯拉曼尼亞放假幾天
[00:13:40.600 --> 00:13:42.040]  去到澳洲
[00:13:42.040 --> 00:13:44.960]  我們當然很想吃龍蝦
[00:13:44.960 --> 00:13:48.160]  澳洲的龍蝦很大隻
[00:13:48.160 --> 00:13:49.320]  去到塔斯曼尼亞
[00:13:49.320 --> 00:13:51.720]  我們有三對夫婦
[00:13:51.720 --> 00:13:56.320]  三對夫婦當中我們夫婦是最年輕的
[00:13:56.320 --> 00:13:57.840]  有一對夫婦八十幾歲
[00:13:57.840 --> 00:13:58.760]  有一對七十幾歲
[00:13:58.760 --> 00:13:59.640]  我們六十幾歲
[00:13:59.640 --> 00:14:00.360]  不不不
[00:14:00.360 --> 00:14:01.240]  即是我六十幾歲
[00:14:01.240 --> 00:14:02.360]  師母未是
[00:14:02.360 --> 00:14:03.320]  我是六十幾歲
[00:14:03.320 --> 00:14:05.400]  即是說我們是最年輕的
[00:14:05.400 --> 00:14:08.240]  其中七十幾歲那對夫婦
[00:14:08.240 --> 00:14:09.280]  很喜歡開車
[00:14:09.280 --> 00:14:10.920]  所以整程都是她開車
[00:14:10.920 --> 00:14:12.040]  我們不用開車
[00:14:12.040 --> 00:14:14.280]  她又很熟澳洲
[00:14:14.280 --> 00:14:17.280]  我們去到那個地方很想吃龍蝦
[00:14:17.280 --> 00:14:19.240]  但找的地方
[00:14:19.240 --> 00:14:21.680]  都沒有一間餐廳有龍蝦吃
[00:14:21.680 --> 00:14:23.720]  有一天下午我們喝咖啡
[00:14:23.720 --> 00:14:26.000]  喝咖啡的時候就開始聊天
[00:14:26.000 --> 00:14:28.680]  哎呀為什麼來到澳洲都吃不到龍蝦
[00:14:28.680 --> 00:14:30.920]  沒有地方買龍蝦
[00:14:30.920 --> 00:14:32.120]  誰知隔壁桌子
[00:14:32.120 --> 00:14:34.280]  有一位女士就走過來跟我們說
[00:14:34.280 --> 00:14:36.400]  她說你是不是真的想吃龍蝦
[00:14:36.400 --> 00:14:37.880]  我說是是是
[00:14:37.880 --> 00:14:40.560]  她說離開這個地方大概十三公里
[00:14:40.560 --> 00:14:42.400]  有一間龍蝦廠
[00:14:42.400 --> 00:14:44.920]  你可以去買新鮮龍蝦
[00:14:44.920 --> 00:14:46.800]  於是我們真的喝完咖啡
[00:14:46.800 --> 00:14:49.000]  開車去到十三公里之外
[00:14:49.000 --> 00:14:50.280]  去到一間龍蝦廠
[00:14:50.280 --> 00:14:51.680]  真的買一隻龍蝦
[00:14:51.680 --> 00:14:53.120]  新鮮龍蝦
[00:14:53.120 --> 00:14:55.880]  是2.66公斤的龍蝦
[00:14:55.880 --> 00:14:57.520]  嘩七磅多
[00:14:57.520 --> 00:14:59.200]  你跟鄰居說嘩
[00:14:59.200 --> 00:15:00.800]  是新鮮的
[00:15:00.800 --> 00:15:02.040]  買了的
[00:15:02.040 --> 00:15:03.240]  買了的
[00:15:03.240 --> 00:15:03.960]  糟糕了
[00:15:03.960 --> 00:15:06.680]  去哪裏吃呢
[00:15:06.680 --> 00:15:08.280]  你買一隻新鮮龍蝦
[00:15:08.280 --> 00:15:10.560]  我跟師傅的現場除了問
