
[00:00:00.000 --> 00:00:02.500]  很開心 剛才說不用介紹是對的
[00:03:09.720 --> 00:03:11.760]  而且你無論什麼年紀
[00:03:11.760 --> 00:03:13.360]  都有健康的考驗
[00:03:13.360 --> 00:03:16.120]  由出世開始 一直到你人生
[00:03:16.120 --> 00:03:18.320]  一生都要注意健康
[00:03:18.320 --> 00:03:19.960]  我們中國人要注意健康
[00:03:19.960 --> 00:03:22.200]  你要注意吃什麼等等
[00:03:22.200 --> 00:03:24.200]  要注意養生才對
[00:03:24.200 --> 00:03:25.920]  這是對的 我們中國人
[00:03:25.920 --> 00:03:28.160]  所以香港人都長命
[00:03:28.160 --> 00:03:30.360]  全世界最長命的人在香港
[00:03:30.360 --> 00:03:32.120]  所以我自己感覺都是好事
[00:03:32.120 --> 00:03:34.880]  第二個下至五月才來
[00:03:34.880 --> 00:03:36.560]  我本來連續來兩次
[00:03:36.560 --> 00:03:38.400]  剛剛連續兩個月我都不行
[00:03:38.400 --> 00:03:41.560]  你想聽下集大結局
[00:03:41.560 --> 00:03:45.080]  就是家庭關係的風浪
[00:03:45.080 --> 00:03:46.440]  每個人有家庭
[00:03:46.440 --> 00:03:48.440]  有家庭就有風浪
[00:03:48.440 --> 00:03:51.040]  夫妻之間 兩代之間
[00:03:51.040 --> 00:03:53.520]  婆媳之間等等很多風浪
[00:03:53.520 --> 00:03:56.520]  所以我揀了兩個最貼身的問題
[00:03:56.520 --> 00:03:58.680]  當然我在想時間
[00:03:58.680 --> 00:04:00.680]  怎樣平靜風浪
[00:04:00.680 --> 00:04:02.960]  我最近經常祈禱
[00:04:02.960 --> 00:04:05.480]  這個祈禱很好
[00:04:05.480 --> 00:04:08.000]  聖經裡面有一些叫做詩篇
[00:04:08.000 --> 00:04:09.480]  有一百五十篇
[00:04:09.480 --> 00:04:11.880]  一半都是大衛作的
[00:04:11.880 --> 00:04:14.480]  大衛一生經歷很多風浪
[00:04:14.480 --> 00:04:15.920]  生死的風浪
[00:04:15.920 --> 00:04:17.920]  被家人遺忘的風浪
[00:04:17.920 --> 00:04:19.920]  被人追殺的風浪
[00:04:19.920 --> 00:04:22.320]  我很喜歡看他的詩篇
[00:04:22.320 --> 00:04:23.880]  一半是他寫的
[00:04:23.880 --> 00:04:25.560]  他一篇是這樣寫的
[00:04:25.560 --> 00:04:26.680]  他這樣說
[00:04:26.680 --> 00:04:28.680]  在詩篇我很喜歡這個
[00:04:28.680 --> 00:04:30.880]  我最近經常都祈禱
[00:04:30.880 --> 00:04:34.960]  他說我常將耶和華
[00:04:34.960 --> 00:04:36.960]  我的神擺在我面前
[00:04:36.960 --> 00:04:39.560]  你不要當神無道
[00:04:39.560 --> 00:04:43.640]  你擺在面前你即是尊重祂
[00:04:43.640 --> 00:04:47.200]  然後祂在我右邊意思是祂貼著你
[00:04:47.200 --> 00:04:49.480]  這個神不是遠遠在天
[00:04:49.480 --> 00:04:50.680]  祂貼著你
[00:04:50.680 --> 00:04:53.200]  跟著那句很重要
[00:04:53.200 --> 00:04:54.360]  我最喜歡這句
[00:04:54.360 --> 00:04:56.960]  因此因為我尊重神
[00:04:56.960 --> 00:04:58.600]  我知道神貼著我
[00:04:58.600 --> 00:05:00.600]  我的心歡喜
[00:05:00.600 --> 00:05:03.080]  我的靈快樂
[00:05:03.080 --> 00:05:06.360]  肉身安然居住
[00:05:06.360 --> 00:05:08.360]  一個人現在說健康是甚麼
[00:05:08.360 --> 00:05:09.360]  全世界都這樣說
[00:05:09.360 --> 00:05:10.760]  是全人健康
[00:05:10.760 --> 00:05:16.360]  我在香港在國內做很多健康的研究和project
[00:05:16.360 --> 00:05:17.880]  給年輕人和他們的家人
[00:05:17.880 --> 00:05:21.040]  現在全世界都說全人健康
[00:05:21.040 --> 00:05:22.400]  甚麼叫全人健康
[00:05:22.400 --> 00:05:24.960]  身心舍靈
[00:05:24.960 --> 00:05:26.720]  我們常關心身
[00:05:26.720 --> 00:05:28.720]  但心理要健康
[00:05:28.720 --> 00:05:30.400]  你想事要健康
[00:05:30.400 --> 00:05:31.720]  情緒要健康
[00:05:31.720 --> 00:05:33.720]  舍你關係要健康
[00:05:33.720 --> 00:05:35.240]  靈是甚麼
[00:05:35.240 --> 00:05:37.840]  聖經說人是神創造的
[00:05:37.840 --> 00:05:38.720]  有靈的
[00:05:38.720 --> 00:05:39.960]  中國人都知道
[00:05:39.960 --> 00:05:41.520]  所有中國人都知道
[00:05:41.520 --> 00:05:43.280]  人是萬物之靈
[00:05:43.280 --> 00:05:44.640]  有靈性
[00:05:44.640 --> 00:05:47.480]  所以你講健康的時間不要只吃藥
[00:05:47.480 --> 00:05:50.120]  你還要看你的精神情緒
[00:05:50.120 --> 00:05:52.120]  看你與神的關係
[00:05:52.120 --> 00:05:53.320]  所以這句很好
[00:05:53.320 --> 00:05:55.320]  所以他跟著說
[00:05:55.320 --> 00:06:00.640]  我知道你不將我的靈魂撇在陰間
[00:06:00.640 --> 00:06:03.320]  亦不叫我們聖者見樓懷
[00:06:03.320 --> 00:06:04.720]  意思是甚麼
[00:06:04.720 --> 00:06:08.440]  每個人有一天都會去陰間
[00:06:08.440 --> 00:06:10.440]  但你信主的時間
[00:06:10.440 --> 00:06:12.440]  因為耶穌拯救你
[00:06:12.440 --> 00:06:14.440]  你不叫聖者見樓懷
[00:06:14.440 --> 00:06:16.440]  就講耶穌復活
[00:06:16.440 --> 00:06:18.440]  因為他的復活每個人都會死
[00:06:18.440 --> 00:06:20.440]  每個人都知道人生一定有一樣東西
[00:06:20.440 --> 00:06:22.440]  始終有得死
[00:06:22.440 --> 00:06:25.440]  香港現在不是叫人長命百歲
[00:06:25.440 --> 00:06:26.440]  你知不知道
[00:06:26.440 --> 00:06:29.440]  現在的節目叫長命百二歲
[00:06:29.440 --> 00:06:32.440]  香港超過一百歲的人很多
[00:06:32.440 --> 00:06:34.440]  是好事
[00:06:34.440 --> 00:06:36.440]  你不要以為香港不健康
[00:06:36.440 --> 00:06:37.440]  香港有很多好處
[00:06:37.440 --> 00:06:39.440]  醫療等等都很好
[00:06:39.440 --> 00:06:43.440]  但問題是你都要面對最後一程
[00:06:43.440 --> 00:06:45.440]  所以我在醫院見那些人
[00:06:45.440 --> 00:06:47.440]  平時都頗瓦剎
[00:06:47.440 --> 00:06:50.440]  到他知道自己要走最後一程
[00:06:50.440 --> 00:06:51.440]  個個都驚
[00:06:51.440 --> 00:06:53.440]  你估他驚甚麼
[00:06:53.440 --> 00:06:55.440]  我不知我去哪
[00:06:55.440 --> 00:06:56.440]  個個都知
[00:06:56.440 --> 00:06:58.440]  你閉埋眼你估去哪
[00:06:58.440 --> 00:07:01.440]  全世界都知不是人死如燈滅
[00:07:01.440 --> 00:07:02.440]  人死仲有
[00:07:02.440 --> 00:07:04.440]  現在很多科學研究
[00:07:04.440 --> 00:07:05.440]  Life after life
[00:07:05.440 --> 00:07:07.440]  你合埋對眼的時間
[00:07:07.440 --> 00:07:08.440]  你要看書
[00:07:08.440 --> 00:07:10.440]  你不可以當自己知一切的東西
[00:07:10.440 --> 00:07:12.440]  全世界的研究都讓你知
[00:07:12.440 --> 00:07:14.440]  人死不是燈滅
[00:07:14.440 --> 00:07:16.440]  現在全世界的宗教都知
[00:07:16.440 --> 00:07:18.440]  不是宗教的人都知
[00:07:18.440 --> 00:07:19.440]  Life after life
[00:07:19.440 --> 00:07:20.440]  你都要面對你自己
[00:07:20.440 --> 00:07:23.440]  完了你閉埋眼之後你去哪
[00:07:23.440 --> 00:07:25.440]  個個都知
[00:07:25.440 --> 00:07:26.440]  所以為甚麼
[00:07:26.440 --> 00:07:29.440]  你必定將生命的道路指示我
[00:07:29.440 --> 00:07:30.440]  生命的道路是甚麼
[00:07:30.440 --> 00:07:32.440]  你活著是為甚麼
[00:07:32.440 --> 00:07:34.440]  你活著是甚麼
[00:07:34.440 --> 00:07:35.440]  你活著是甚麼
[00:07:35.440 --> 00:07:37.440]  你生命的意義是甚麼
[00:07:37.440 --> 00:07:40.440]  你很多人都不知自己活著為甚麼
[00:07:40.440 --> 00:07:43.440]  香港大部份人都為此活而活
[00:07:43.440 --> 00:07:45.440]  你不死
[00:07:45.440 --> 00:07:47.440]  你不知為甚麼
[00:07:47.440 --> 00:07:50.440]  你估那些有錢人有沒有健康問題
[00:07:50.440 --> 00:07:51.440]  很多
[00:07:51.440 --> 00:07:52.440]  精神健康很多
[00:07:52.440 --> 00:07:55.440]  我當然不會爆他的料
[00:07:55.440 --> 00:07:57.440]  你都識那些人
[00:07:57.440 --> 00:07:59.440]  然後你必定叫我
[00:07:59.440 --> 00:08:00.440]  不用驚
[00:08:00.440 --> 00:08:03.440]  有永遠的福樂
[00:08:03.440 --> 00:08:07.440]  人生不是短暫地上
[00:08:07.440 --> 00:08:09.440]  但是生命是永恆
[00:08:09.440 --> 00:08:10.440]  永恆
[00:08:10.440 --> 00:08:11.440]  所以這篇詩
[00:08:11.440 --> 00:08:12.440]  我都不用看
[00:08:12.440 --> 00:08:13.440]  我會的
[00:08:13.440 --> 00:08:15.440]  特別我最近身體的時間
[00:08:15.440 --> 00:08:17.440]  我都控制不了
[00:08:17.440 --> 00:08:18.440]  我有最好的醫生
[00:08:18.440 --> 00:08:20.440]  我不說是誰
[00:08:20.440 --> 00:08:21.440]  香港最好的醫生
[00:08:21.440 --> 00:08:23.440]  個個都免費幫我看病
[00:08:23.440 --> 00:08:24.440]  這樣就好了
[00:08:24.440 --> 00:08:26.440]  不用驚
[00:08:26.440 --> 00:08:28.440]  你驚驚都沒有問題
[00:08:28.440 --> 00:08:31.440]  你估你控制我的生命
[00:08:31.440 --> 00:08:33.440]  我不驚
[00:08:33.440 --> 00:08:34.440]  報告何時出
[00:08:34.440 --> 00:08:35.440]  我都不緊要
[00:08:35.440 --> 00:08:37.440]  我最緊要睡得
[00:08:37.440 --> 00:08:39.440]  我繼續講下去的時間
[00:08:39.440 --> 00:08:41.440]  就要講很多家人的報導
[00:08:41.440 --> 00:08:43.440]  身體健康
[00:08:43.440 --> 00:08:47.440]  為甚麼我不方便講別人的故事
[00:08:47.440 --> 00:08:48.440]  講我家人的
[00:08:48.440 --> 00:08:50.440]  全部他都同意
[00:08:50.440 --> 00:08:52.440]  我爸爸過世
[00:08:52.440 --> 00:08:54.440]  他都同意
[00:08:54.440 --> 00:08:56.440]  我就講
[00:08:56.440 --> 00:08:58.440]  由我爸爸開始
[00:08:58.440 --> 00:09:02.440]  我很尊敬他
[00:09:02.440 --> 00:09:05.440]  十四歲就上船
[00:09:05.440 --> 00:09:07.440]  一口風的後浪
[00:09:07.440 --> 00:09:10.440]  是做洗碟的工作
[00:09:10.440 --> 00:09:12.440]  因為我家都是基層的
[00:09:12.440 --> 00:09:14.440]  很勤力
[00:09:14.440 --> 00:09:16.440]  自己學經文
[00:09:16.440 --> 00:09:17.440]  後來升了
[00:09:17.440 --> 00:09:19.440]  做船上的管事
[00:09:19.440 --> 00:09:22.440]  管事就是管理船上的飲食
[00:09:22.440 --> 00:09:23.440]  我很尊敬他
[00:09:23.440 --> 00:09:25.440]  但是一口風的後浪
[00:09:25.440 --> 00:09:27.440]  有時一年多兩年
[00:09:27.440 --> 00:09:29.440]  升上去的一次
[00:09:29.440 --> 00:09:30.440]  我很尊敬他
[00:09:30.440 --> 00:09:32.440]  他真的將他儲了錢
[00:09:32.440 --> 00:09:34.440]  又供我出來做基科
[00:09:34.440 --> 00:09:35.440]  很尊敬他
[00:09:35.440 --> 00:09:38.440]  當然他身體都不錯
[00:09:38.440 --> 00:09:41.440]  當然我拉給轉行
[00:09:41.440 --> 00:09:42.440]  他就很生氣
[00:09:42.440 --> 00:09:43.440]  我不講那些
[00:09:43.440 --> 00:09:46.440]  下次家庭關係的風浪
[00:09:46.440 --> 00:09:47.440]  我先跟你講
[00:09:47.440 --> 00:09:48.440]  不講那些
[00:09:48.440 --> 00:09:49.440]  我一到他年老的時間
[00:09:49.440 --> 00:09:50.440]  他退了休
[00:09:50.440 --> 00:09:52.440]  我告訴他
[00:09:52.440 --> 00:09:53.440]  你退了休
[00:09:53.440 --> 00:09:54.440]  各位盲人
[00:09:54.440 --> 00:09:55.440]  不要這麼早退休
[00:09:55.440 --> 00:09:58.440]  退休是很煩的
[00:09:58.440 --> 00:09:59.440]  很煩
[00:09:59.440 --> 00:10:01.440]  最慘是家人
[00:10:01.440 --> 00:10:03.440]  你一個退休的男人在家
[00:10:03.440 --> 00:10:05.440]  當然是罵這個罵那個
[00:10:05.440 --> 00:10:07.440]  家庭的風浪
[00:10:07.440 --> 00:10:10.440]  他拉給真的身體很多問題
[00:10:10.440 --> 00:10:11.440]  但是很奇怪
[00:10:11.440 --> 00:10:13.440]  我太太
[00:10:13.440 --> 00:10:15.440]  黏著他
[00:10:15.440 --> 00:10:16.440]  黏著他
[00:10:16.440 --> 00:10:17.440]  真的很好
[00:10:17.440 --> 00:10:18.440]  那時住到人遠
[00:10:18.440 --> 00:10:20.440]  一直探他
[00:10:20.440 --> 00:10:23.440]  當然身體一直跌
[00:10:23.440 --> 00:10:25.440]  他拉給的情形真的很好
[00:10:25.440 --> 00:10:27.440]  他到七十三歲
[00:10:27.440 --> 00:10:29.440]  他以為他過不了
[00:10:29.440 --> 00:10:31.440]  現在中國人很迷信
[00:10:31.440 --> 00:10:32.440]  我阿爺七十三歲死
[00:10:32.440 --> 00:10:35.440]  所以那年他非常不安
[00:10:35.440 --> 00:10:36.440]  覺得自己玩完
[00:10:36.440 --> 00:10:38.440]  誰不知那年
[00:10:38.440 --> 00:10:39.440]  他就信耶穌
[00:10:39.440 --> 00:10:41.440]  Tammy在這裏
[00:10:41.440 --> 00:10:42.440]  你那年
[00:10:42.440 --> 00:10:44.440]  你帶東風信主
[00:10:44.440 --> 00:10:45.440]  你那時九歲
[00:10:45.440 --> 00:10:46.440]  東風在這裏
[00:10:46.440 --> 00:10:47.440]  你媽媽在這裏
[00:10:47.440 --> 00:10:48.440]  你帶他下來
[00:10:48.440 --> 00:10:49.440]  信了主
[00:10:49.440 --> 00:10:50.440]  很奇怪
[00:10:50.440 --> 00:10:52.440]  一個人信了主就在那裏講
[00:10:52.440 --> 00:10:54.440]  他心歡喜
[00:10:54.440 --> 00:10:57.440]  靈快樂
[00:10:57.440 --> 00:11:00.440]  肉身安然居住
[00:11:00.440 --> 00:11:02.440]  因為他懂祈禱
[00:11:02.440 --> 00:11:04.440]  我第一次跟他祈禱
[00:11:04.440 --> 00:11:06.440]  他哭哭哭
[00:11:06.440 --> 00:11:08.440]  他從來沒有祈禱過
[00:11:08.440 --> 00:11:09.440]  但那次第一次
[00:11:09.440 --> 00:11:10.440]  我去他家第一次
[00:11:10.440 --> 00:11:12.440]  他自己開聲祈禱
[00:11:12.440 --> 00:11:15.440]  我真的忽然發覺他不同了
[00:11:15.440 --> 00:11:17.440]  身體當然仍然有問題
[00:11:17.440 --> 00:11:18.440]  仍然有很多難處
[00:11:18.440 --> 00:11:20.440]  但是不一樣
[00:11:20.440 --> 00:11:22.440]  所以他以為七十三歲死
[00:11:22.440 --> 00:11:25.440]  結果他死的時間是八十七歲
[00:11:25.440 --> 00:11:28.440]  最後一程
[00:11:28.440 --> 00:11:34.440]  他在我們突破很近的一個靈養院
[00:11:34.440 --> 00:11:36.440]  我們日日探他
[00:11:36.440 --> 00:11:38.440]  日日唱些歌給他聽
[00:11:38.440 --> 00:11:40.440]  多平安
[00:11:40.440 --> 00:11:41.440]  來到最後一程
[00:11:41.440 --> 00:11:43.440]  每個人都要走
[00:11:43.440 --> 00:11:44.440]  但你懂祈禱
[00:11:44.440 --> 00:11:45.440]  你同神氣
[00:11:45.440 --> 00:11:46.440]  尊重祈禱是甚麼
[00:11:46.440 --> 00:11:47.440]  你尊重他
[00:11:47.440 --> 00:11:48.440]  你不要當他沒有到
[00:11:48.440 --> 00:11:49.440]  放在面前
[00:11:49.440 --> 00:11:50.440]  你祈禱的時候
[00:11:50.440 --> 00:11:51.440]  他就在你右邊
[00:11:51.440 --> 00:11:52.440]  他在你右邊的時候
[00:11:52.440 --> 00:11:53.440]  他貼著你
[00:11:53.440 --> 00:11:55.440]  這個神是有關係的
[00:11:55.440 --> 00:11:57.440]  耶穌死復活
[00:11:57.440 --> 00:11:59.440]  然後他將神的靈賜給你
[00:11:59.440 --> 00:12:01.440]  你就同神貼著你
[00:12:01.440 --> 00:12:03.440]  你未祈禱
[00:12:03.440 --> 00:12:04.440]  你不知道的
[00:12:04.440 --> 00:12:05.440]  都不知道是甚麼
[00:12:05.440 --> 00:12:07.440]  你明不明
[00:12:07.440 --> 00:12:09.440]  我講講媽媽
[00:12:09.440 --> 00:12:10.440]  我媽媽真好
[00:12:10.440 --> 00:12:12.440]  九十二歲
[00:12:12.440 --> 00:12:14.440]  她今天不來
[00:12:14.440 --> 00:12:16.440]  如果我今天帶她來
[00:12:16.440 --> 00:12:18.440]  你一定個個都讚她
[00:12:18.440 --> 00:12:20.440]  但她很靚
[00:12:20.440 --> 00:12:22.440]  我媽媽真靚
[00:12:22.440 --> 00:12:25.440]  她當然身體記憶差了
[00:12:25.440 --> 00:12:28.440]  她心臟有條血管都實
[00:12:28.440 --> 00:12:29.440]  但她很平安
[00:12:29.440 --> 00:12:32.440]  每日都很小心食藥
[00:12:32.440 --> 00:12:36.440]  仍然揸支拐杖先行
[00:12:36.440 --> 00:12:37.440]  仍然行
[00:12:37.440 --> 00:12:38.440]  在家裏都行
[00:12:38.440 --> 00:12:40.440]  然後推她去海邊都行
[00:12:40.440 --> 00:12:41.440]  我見到她時間
[00:12:41.440 --> 00:12:43.440]  我每個星期和她食飯一起祈禱
[00:12:43.440 --> 00:12:45.440]  有一個鐘意請她祈
[00:12:45.440 --> 00:12:47.440]  她你猜她祈甚麼
[00:12:47.440 --> 00:12:49.440]  她將我家裏的人
[00:12:49.440 --> 00:12:51.440]  所有相片都放在這裏
[00:12:51.440 --> 00:12:55.440]  我最近又拍了一幅全家的相
[00:12:55.440 --> 00:12:57.440]  她特別掛住孫
[00:12:57.440 --> 00:12:59.440]  每個孫都有張相
[00:12:59.440 --> 00:13:01.440]  我問媽媽為何你都放了相片
[00:13:01.440 --> 00:13:03.440]  她說我為她逐個祈禱
[00:13:03.440 --> 00:13:04.440]  我見到孫
[00:13:04.440 --> 00:13:05.440]  你猜問甚麼
[00:13:05.440 --> 00:13:07.440]  有沒有男朋友
[00:13:07.440 --> 00:13:09.440]  有沒有女朋友
[00:13:09.440 --> 00:13:11.440]  個個都張棍
[00:13:11.440 --> 00:13:12.440]  她為她祈禱
[00:13:12.440 --> 00:13:14.440]  所以這個人很開心
[00:13:14.440 --> 00:13:16.440]  很平安
[00:13:16.440 --> 00:13:18.440]  92歲
[00:13:18.440 --> 00:13:20.440]  如果這個人活到這裏
[00:13:20.440 --> 00:13:21.440]  她知道為甚麼活
[00:13:21.440 --> 00:13:23.440]  不是為自己
[00:13:23.440 --> 00:13:24.440]  她很關心家裏
[00:13:24.440 --> 00:13:26.440]  她又關心昆明的增加
[00:13:26.440 --> 00:13:29.440]  她經常和增加通電話
[00:13:29.440 --> 00:13:30.440]  她說多好
[00:13:30.440 --> 00:13:31.440]  我妹妹相信了
[00:13:31.440 --> 00:13:33.440]  她說很高
[00:13:33.440 --> 00:13:36.440]  現在我的親戚都陸續有人信主
[00:13:36.440 --> 00:13:38.440]  我都和她去過昆明
[00:13:38.440 --> 00:13:39.440]  請了親戚
[00:13:39.440 --> 00:13:41.440]  那裏有六位親戚
[00:13:41.440 --> 00:13:43.440]  陸續信主
[00:13:43.440 --> 00:13:45.440]  其中一個結婚都請我去港島
[00:13:45.440 --> 00:13:47.440]  所以你一家
[00:13:47.440 --> 00:13:48.440]  聖經講
[00:13:48.440 --> 00:13:49.440]  你一家認識主的時候
[00:13:49.440 --> 00:13:50.440]  你平安
[00:13:50.440 --> 00:13:51.440]  亦都彼此祈禱
[00:13:51.440 --> 00:13:52.440]  我很開心
[00:13:52.440 --> 00:13:54.440]  她每次都祈禱
[00:13:54.440 --> 00:13:55.440]  92歲
[00:13:55.440 --> 00:13:57.440]  你可以活得很精彩
[00:13:57.440 --> 00:13:58.440]  她可以日日怨
[00:13:58.440 --> 00:14:00.440]  可以日日怨
[00:14:00.440 --> 00:14:02.440]  一個人沒有神的時間
[00:14:02.440 --> 00:14:03.440]  你經常埋怨
[00:14:03.440 --> 00:14:04.440]  健康很有問題
[00:14:04.440 --> 00:14:05.440]  好了
[00:14:05.440 --> 00:14:07.440]  我很快就繼續講
[00:14:07.440 --> 00:14:08.440]  講誰呢
[00:14:08.440 --> 00:14:10.440]  講我媳婦
[00:14:10.440 --> 00:14:13.440]  我媳婦很靚
[00:14:13.440 --> 00:14:15.440]  她今天要教書
[00:14:15.440 --> 00:14:17.440]  因為她是代課
[00:14:17.440 --> 00:14:18.440]  經常都拿獎
[00:14:18.440 --> 00:14:20.440]  不過她生了一對孿孫
[00:14:20.440 --> 00:14:21.440]  她就辭職
[00:14:21.440 --> 00:14:23.440]  專心受孿孫
[00:14:23.440 --> 00:14:24.440]  很好
[00:14:24.440 --> 00:14:25.440]  誰不知
[00:14:25.440 --> 00:14:27.440]  有個怪病
[00:14:27.440 --> 00:14:29.440]  這個怪病好奇
[00:14:29.440 --> 00:14:31.440]  是免疫系統失調
[00:14:31.440 --> 00:14:33.440]  免疫系統失調
[00:14:33.440 --> 00:14:34.440]  你無得控制
[00:14:34.440 --> 00:14:36.440]  現在醫生都不知
[00:14:36.440 --> 00:14:38.440]  為什麼免疫系統會失調
[00:14:38.440 --> 00:14:39.440]  但它失調
[00:14:39.440 --> 00:14:40.440]  你猜是什麼
[00:14:40.440 --> 00:14:44.440]  因為她脊髓的一條神經線
[00:14:44.440 --> 00:14:46.440]  Spinal nerve
[00:14:46.440 --> 00:14:48.440]  不能行動
[00:14:48.440 --> 00:14:49.440]  不能行動
[00:14:49.440 --> 00:14:51.440]  所以我都試過推她輪椅
[00:14:51.440 --> 00:14:53.440]  去看醫生
[00:14:53.440 --> 00:14:54.440]  最好的醫生
[00:14:54.440 --> 00:14:56.440]  神經科醫生看
[00:14:56.440 --> 00:14:57.440]  看多久都沒辦法
[00:14:57.440 --> 00:14:59.440]  要吃很多
[00:14:59.440 --> 00:15:01.440]  你知道要吃很多
[00:15:01.440 --> 00:15:02.440]  類固醇
[00:15:02.440 --> 00:15:04.440]  吃到臉都腫了
[00:15:04.440 --> 00:15:06.440]  都行不動
[00:15:06.440 --> 00:15:08.440]  我很感動
[00:15:08.440 --> 00:15:09.440]  我兒子真好
[00:15:09.440 --> 00:15:11.440]  因為你知輪椅很多地方上不到
[00:15:11.440 --> 00:15:13.440]  我兒子阿輝一世
[00:15:13.440 --> 00:15:16.440]  成日揹她上樓梯落樓梯
[00:15:16.440 --> 00:15:17.440]  嘩
[00:15:17.440 --> 00:15:18.440]  幾親
[00:15:18.440 --> 00:15:20.440]  所以她好平安
[00:15:20.440 --> 00:15:21.440]  她不知什麼病
[00:15:21.440 --> 00:15:22.440]  亦都不知有無得醫
[00:15:22.440 --> 00:15:24.440]  已經用到最好的藥
