
[00:00:00.000 --> 00:00:03.000]  今天的題目就是「愛女無懼怕」
[00:04:04.000 --> 00:04:07.000]  但是當我自己去思考的時候
[00:04:07.000 --> 00:04:09.000]  究竟怎樣可以在愛那邊
[00:04:09.000 --> 00:04:11.000]  是沒有懼怕
[00:04:11.000 --> 00:04:15.000]  於是我和師母去研究這篇講章的時候
[00:04:15.000 --> 00:04:17.000]  就出現了四方面
[00:04:17.000 --> 00:04:20.000]  這四方面我會用英文作為一個分題
[00:04:20.000 --> 00:04:22.000]  當然有中文的解釋
[00:04:22.000 --> 00:04:23.000]  第一
[00:04:23.000 --> 00:04:25.000]  就是learn from the past
[00:04:25.000 --> 00:04:30.000]  就是說我們要在經歷當中去成長
[00:04:30.000 --> 00:04:33.000]  過去一定有很多的進程
[00:04:33.000 --> 00:04:36.000]  我們在過去一定有很多的學習
[00:04:36.000 --> 00:04:40.000]  我們怎樣在學習的裏面去成長
[00:04:40.000 --> 00:04:42.000]  以致我們更加去愛神
[00:04:42.000 --> 00:04:43.000]  更加去愛人
[00:04:43.000 --> 00:04:45.000]  以致我們不怕神的刑罰呢
[00:04:45.000 --> 00:04:47.000]  當然人生不同的階段裏面
[00:04:47.000 --> 00:04:49.000]  可能你怕的東西不同
[00:04:49.000 --> 00:04:50.000]  我現在有兩個孫子
[00:04:50.000 --> 00:04:51.000]  一個四歲舉
[00:04:51.000 --> 00:04:52.000]  一個兩歲鬆一點
[00:04:52.000 --> 00:04:54.000]  就快有第三個出來
[00:04:54.000 --> 00:04:55.000]  又是兒子
[00:04:55.000 --> 00:04:57.000]  三個兒子我都不知道怎麼辦
[00:04:57.000 --> 00:04:59.000]  兩個孫子我已經頂不住
[00:04:59.000 --> 00:05:02.000]  到第三個我怎麼頂呢
[00:05:02.000 --> 00:05:05.000]  看著他們成長的時候
[00:05:05.000 --> 00:05:07.000]  我一到生日很開心
[00:05:07.000 --> 00:05:08.000]  他們很開心
[00:05:08.000 --> 00:05:10.000]  我的第二個孫子兩歲生日
[00:05:10.000 --> 00:05:12.000]  生日之後他又開始會唱
[00:05:12.000 --> 00:05:14.000]  Happy birthday to me
[00:05:14.000 --> 00:05:15.000]  Happy birthday to me
[00:05:15.000 --> 00:05:16.000]  我真的很開心
[00:05:16.000 --> 00:05:17.000]  但到我的年紀
[00:05:17.000 --> 00:05:19.000]  我就一般般的
[00:05:19.000 --> 00:05:20.000]  去年我七十歲
[00:05:20.000 --> 00:05:21.000]  瞳孔很好
[00:05:21.000 --> 00:05:22.000]  整個七十歲在後面
[00:05:22.000 --> 00:05:23.000]  一張照片
[00:05:23.000 --> 00:05:25.000]  七十歲好像很厲害
[00:05:25.000 --> 00:05:27.000]  但今年七十一歲
[00:05:27.000 --> 00:05:29.000]  可不可以不要再做生日呢
[00:05:29.000 --> 00:05:30.000]  因為每一次
[00:05:30.000 --> 00:05:32.000]  去到我這個年紀做生日
[00:05:32.000 --> 00:05:34.000]  就已經跟你說
[00:05:34.000 --> 00:05:35.000]  你又少一年了
[00:05:35.000 --> 00:05:36.000]  你又少一年了
[00:05:36.000 --> 00:05:37.000]  你又少一年了
[00:05:37.000 --> 00:05:38.000]  你明白嗎
[00:05:38.000 --> 00:05:40.000]  小時候會多一歲多一歲
[00:05:40.000 --> 00:05:41.000]  去到我們這個年紀
[00:05:41.000 --> 00:05:42.000]  少一年少一年
[00:05:42.000 --> 00:05:44.000]  真的有很多恐懼
[00:05:44.000 --> 00:05:45.000]  但另一方面
[00:05:45.000 --> 00:05:47.000]  其實我自己最怕什麼
[00:05:47.000 --> 00:05:48.000]  我不是怕死
[00:05:48.000 --> 00:05:49.000]  我不是最怕死
[00:05:49.000 --> 00:05:50.000]  我最怕什麼呢
[00:05:50.000 --> 00:05:51.000]  有些人可能知道
[00:05:51.000 --> 00:05:54.000]  其實我最怕坐飛機
[00:05:54.000 --> 00:05:57.000]  有人說坐飛機你經常坐
[00:05:57.000 --> 00:05:58.000]  因為我經常覺得
[00:05:58.000 --> 00:06:01.000]  坐飛機不是腳踏實地
[00:06:01.000 --> 00:06:02.000]  你一飛
[00:06:02.000 --> 00:06:05.000]  整個人生就交給了飛機
[00:06:05.000 --> 00:06:06.000]  為什麼我怕坐飛機呢
[00:06:06.000 --> 00:06:09.000]  就是因為飛機有很多空難
[00:06:09.000 --> 00:06:10.000]  一空難
[00:06:10.000 --> 00:06:12.000]  死的機會是百分之一百
[00:06:12.000 --> 00:06:13.000]  差不多
[00:06:13.000 --> 00:06:14.000]  當我死
[00:06:14.000 --> 00:06:15.000]  又很怕馬航
[00:06:15.000 --> 00:06:16.000]  飛機不見了
[00:06:16.000 --> 00:06:17.000]  不知道去哪裡
[00:06:17.000 --> 00:06:19.000]  真的有很多恐懼
[00:06:19.000 --> 00:06:20.000]  但是
[00:06:20.000 --> 00:06:22.000]  當我自己再去想深一層
[00:06:22.000 --> 00:06:23.000]  為什麼要怕坐飛機
[00:06:23.000 --> 00:06:25.000]  現在我開始慢慢不怕
[00:06:25.000 --> 00:06:26.000]  為什麼
[00:06:26.000 --> 00:06:27.000]  第一就是因為看回數據
[00:06:27.000 --> 00:06:29.000]  原來在坐飛機而死的人
[00:06:29.000 --> 00:06:32.000]  數字遠低過坐車而死的人
[00:06:32.000 --> 00:06:33.000]  大家明白嗎
[00:06:33.000 --> 00:06:35.000]  遠低過任何加多恐懼死的人
[00:06:35.000 --> 00:06:37.000]  所以為什麼要怕呢
[00:06:37.000 --> 00:06:38.000]  第二
[00:06:38.000 --> 00:06:41.000]  亦都深信上帝有自己的保守
[00:06:41.000 --> 00:06:42.000]  我們信神
[00:06:42.000 --> 00:06:43.000]  我們愛神
[00:06:43.000 --> 00:06:45.000]  亦都相信上帝有保守
[00:06:45.000 --> 00:06:46.000]  雖然過去一個星期
[00:06:46.000 --> 00:06:49.000]  我和師母聽了三個壞消息
[00:06:49.000 --> 00:06:50.000]  三個壞消息
[00:06:50.000 --> 00:06:51.000]  有兩個就是
[00:06:51.000 --> 00:06:54.000]  在多倫多有兩位牧者年輕過我很多
[00:06:54.000 --> 00:06:56.000]  我想都是五十歲左右
[00:06:56.000 --> 00:06:57.000]  忽然間死了
[00:06:57.000 --> 00:06:58.000]  兩個
[00:06:58.000 --> 00:06:59.000]  同一天死
[00:06:59.000 --> 00:07:01.000]  一個就是中暑
[00:07:01.000 --> 00:07:03.000]  一個就是心臟病
[00:07:03.000 --> 00:07:05.000]  忽然間
[00:07:05.000 --> 00:07:06.000]  死了
[00:07:06.000 --> 00:07:07.000]  五十歲
[00:07:07.000 --> 00:07:10.000]  我被神所使用的兩位牧者
[00:07:10.000 --> 00:07:12.000]  忽然間同一天死了
[00:07:12.000 --> 00:07:15.000]  我兩個都是上帝所愛的牧人
[00:07:15.000 --> 00:07:17.000]  有一個是我的教會
[00:07:17.000 --> 00:07:18.000]  我自己母會的
[00:07:18.000 --> 00:07:20.000]  現在的主教牧師
[00:07:20.000 --> 00:07:21.000]  忽然間發訊息給我
[00:07:21.000 --> 00:07:23.000]  牧師幫我祈禱
[00:07:23.000 --> 00:07:26.000]  我的左眼已經是瞎了
[00:07:26.000 --> 00:07:30.000]  剩下百分之二的視力
[00:07:30.000 --> 00:07:32.000]  我說不是吧
[00:07:32.000 --> 00:07:33.000]  五十歲還不夠
[00:07:33.000 --> 00:07:36.000]  他們人生還有幾十年的侍奉
[00:07:36.000 --> 00:07:38.000]  上帝有很多事情
[00:07:38.000 --> 00:07:40.000]  我們沒有辦法預計
[00:07:40.000 --> 00:07:41.000]  但是一方面
[00:07:41.000 --> 00:07:43.000]  也有很多的提醒
[00:07:43.000 --> 00:07:44.000]  很多聖經的提醒
[00:07:44.000 --> 00:07:45.000]  他說
[00:07:45.000 --> 00:07:47.000]  在黃碼書裡面說
[00:07:47.000 --> 00:07:49.000]  我們曉得萬事都互相效力
[00:07:49.000 --> 00:07:51.000]  叫愛神的人得到什麼
[00:07:51.000 --> 00:07:53.000]  益處
[00:07:53.000 --> 00:07:54.000]  就是說
[00:07:54.000 --> 00:07:56.000]  當我們願意去愛神的時候
[00:07:56.000 --> 00:07:58.000]  原來上帝就會益處我們
[00:07:58.000 --> 00:08:00.000]  就是按祂的旨意給照的人
[00:08:00.000 --> 00:08:02.000]  我們要想
[00:08:02.000 --> 00:08:04.000]  今天我們愛神的時候
[00:08:04.000 --> 00:08:05.000]  我們理應上帝說
[00:08:05.000 --> 00:08:08.000]  今天一定有益處
[00:08:08.000 --> 00:08:09.000]  第二
[00:08:09.000 --> 00:08:11.000]  在黃碼前書更加清楚的話
[00:08:11.000 --> 00:08:12.000]  如經上所記
[00:08:12.000 --> 00:08:14.000]  神為愛他所預備的
[00:08:14.000 --> 00:08:16.000]  是眼睛未曾看見
[00:08:16.000 --> 00:08:17.000]  耳朵未曾聽見
[00:08:17.000 --> 00:08:21.000]  人心也未曾想到的東西
[00:08:21.000 --> 00:08:22.000]  這個正正是
[00:08:22.000 --> 00:08:23.000]  上一次我說到的
[00:08:23.000 --> 00:08:26.000]  就是那個懲教處的侍公
[00:08:26.000 --> 00:08:29.000]  我們所收到的奉獻
[00:08:29.000 --> 00:08:31.000]  是我們想都未想過
[00:08:31.000 --> 00:08:33.000]  所收到的學生的數字
[00:08:33.000 --> 00:08:36.000]  我們想都未想過
[00:08:36.000 --> 00:08:38.000]  上帝這麼奇妙
[00:08:38.000 --> 00:08:40.000]  就是因為我們愛神
[00:08:40.000 --> 00:08:42.000]  上帝一定會給益處我們
[00:08:42.000 --> 00:08:44.000]  當我們願意去愛神的時候
[00:08:44.000 --> 00:08:46.000]  上帝所給我們的東西
[00:08:46.000 --> 00:08:50.000]  是遠超過我們所想所求
[00:08:50.000 --> 00:08:52.000]  這是上帝的說話
[00:08:52.000 --> 00:08:55.000]  是上帝給我們的應許
[00:08:55.000 --> 00:08:57.000]  所以當我們說我們愛神的時候
[00:08:57.000 --> 00:09:00.000]  我們也要相信上帝給我們的祝福
[00:09:00.000 --> 00:09:01.000]  給我們的帶領
[00:09:01.000 --> 00:09:04.000]  一定是最好的
[00:09:04.000 --> 00:09:07.000]  以致我們對祂有信心
[00:09:07.000 --> 00:09:09.000]  亦都是因著我們過去
[00:09:09.000 --> 00:09:11.000]  我們對神的過程
[00:09:11.000 --> 00:09:12.000]  那個經歷
[00:09:12.000 --> 00:09:15.000]  讓我們對神是更加愛祂
[00:09:15.000 --> 00:09:17.000]  是更加對祂有信心
[00:09:17.000 --> 00:09:18.000]  愛和信心
[00:09:18.000 --> 00:09:21.000]  我覺得絕對是成正比
[00:09:21.000 --> 00:09:22.000]  所以第一
[00:09:22.000 --> 00:09:25.000]  我們從過去學習
[00:09:25.000 --> 00:09:26.000]  能夠在學習當中
[00:09:26.000 --> 00:09:28.000]  我們去成長
[00:09:28.000 --> 00:09:29.000]  第二
[00:09:29.000 --> 00:09:31.000]  就是 open minded
[00:09:31.000 --> 00:09:33.000]  我就用了隨遇而安
[00:09:33.000 --> 00:09:35.000]  我覺得隨遇而安
[00:09:35.000 --> 00:09:36.000]  不是一種負面
[00:09:36.000 --> 00:09:38.000]  有時候我們覺得隨遇而安
[00:09:38.000 --> 00:09:40.000]  好像很無奈
[00:09:40.000 --> 00:09:42.000]  當然中國人說
[00:09:42.000 --> 00:09:43.000]  中國人經常說
[00:09:43.000 --> 00:09:46.000]  先天下之憂而憂
[00:09:46.000 --> 00:09:48.000]  後天下之惡而惡
[00:09:48.000 --> 00:09:50.000]  我們要未雨綢繆
[00:09:50.000 --> 00:09:51.000]  我覺得絕對是對的
[00:09:51.000 --> 00:09:53.000]  我完全不會否定
[00:09:53.000 --> 00:09:55.000]  今天我們要計劃我們的人生
[00:09:55.000 --> 00:09:58.000]  我們要看前面究竟發生什麼事
[00:09:58.000 --> 00:10:01.000]  我們要好好地去計劃
[00:10:01.000 --> 00:10:02.000]  但是這個世界
[00:10:02.000 --> 00:10:04.000]  很多事情真的未必是
[00:10:04.000 --> 00:10:07.000]  你自己的計劃能夠掌控
[00:10:07.000 --> 00:10:09.000]  在傳道書第九章第一節
[00:10:09.000 --> 00:10:10.000]  他這樣說
[00:10:10.000 --> 00:10:12.000]  我將這一切事放在心上
[00:10:12.000 --> 00:10:14.000]  詳細考究
[00:10:14.000 --> 00:10:16.000]  就知道義人和智慧人
[00:10:16.000 --> 00:10:19.000]  並他們的作為都在神的手中
[00:10:19.000 --> 00:10:20.000]  或是愛
[00:10:20.000 --> 00:10:21.000]  或是恨
[00:10:21.000 --> 00:10:24.000]  都在他們的前面
[00:10:24.000 --> 00:10:26.000]  人不能知道
[00:10:26.000 --> 00:10:27.000]  意思就是說
[00:10:27.000 --> 00:10:28.000]  在人生中
[00:10:28.000 --> 00:10:29.000]  很多事情
[00:10:29.000 --> 00:10:32.000]  未必是我們能夠把握的
[00:10:32.000 --> 00:10:33.000]  無論是愛
[00:10:33.000 --> 00:10:34.000]  是恨
[00:10:34.000 --> 00:10:36.000]  都是神自己所安排
[00:10:36.000 --> 00:10:37.000]  換言之
[00:10:37.000 --> 00:10:39.000]  其實我們前面的路
[00:10:39.000 --> 00:10:41.000]  可能有很多的恐懼
[00:10:41.000 --> 00:10:42.000]  很多的憂慮
[00:10:42.000 --> 00:10:44.000]  在過去很多的研究中
[00:10:44.000 --> 00:10:47.000]  原來百分之九十的恐懼和憂慮
[00:10:47.000 --> 00:10:48.000]  是不會發生的
[00:10:48.000 --> 00:10:49.000]  各位大家知道嗎
[00:10:49.000 --> 00:10:51.000]  現在憂慮的事情
[00:10:51.000 --> 00:10:53.000]  百分之九十不會發生
[00:10:53.000 --> 00:10:54.000]  不會發生
[00:10:54.000 --> 00:10:59.000]  當然我和師母剛剛去完台灣放假
[00:10:59.000 --> 00:11:01.000]  我們是九月二日坐飛機
[00:11:01.000 --> 00:11:02.000]  大家明白九月二日
[00:11:02.000 --> 00:11:04.000]  大家知不知道九月二日發生什麼事
[00:11:04.000 --> 00:11:08.000]  九月二日就是十日颱風
[00:11:08.000 --> 00:11:10.000]  今天星期四
[00:11:10.000 --> 00:11:12.000]  已經有人跟我們說
[00:11:12.000 --> 00:11:13.000]  快點改機票
[00:11:13.000 --> 00:11:14.000]  改酒店
[00:11:14.000 --> 00:11:17.000]  不只是香港電影節目叫我們這樣做
[00:11:17.000 --> 00:11:19.000]  而台灣的電影節目都叫我們
[00:11:19.000 --> 00:11:20.000]  改機票
[00:11:20.000 --> 00:11:22.000]  改遲些來
[00:11:22.000 --> 00:11:24.000]  因為香港有蘇拉
[00:11:24.000 --> 00:11:26.000]  台灣有海葵
[00:11:26.000 --> 00:11:30.000]  兩個蓋峰都是我們要去的地方
[00:11:30.000 --> 00:11:31.000]  一個是我們現在香港
[00:11:31.000 --> 00:11:33.000]  但是我們覺得
[00:11:33.000 --> 00:11:34.000]  不要緊
[00:11:34.000 --> 00:11:35.000]  隨遇而安
[00:11:35.000 --> 00:11:36.000]  隨遇而安
[00:11:36.000 --> 00:11:38.000]  最多遲些上飛機
[00:11:38.000 --> 00:11:39.000]  最多延遲
[00:11:39.000 --> 00:11:40.000]  最多在機場坐十個小時
[00:11:40.000 --> 00:11:42.000]  大家明白嗎
[00:11:42.000 --> 00:11:44.000]  我覺得沒什麼所謂
[00:11:44.000 --> 00:11:48.000]  其實我們這次去台灣的行程是很密的
[00:11:48.000 --> 00:11:50.000]  我們行程不是因為港島
[00:11:50.000 --> 00:11:52.000]  這次我們完全沒有去港島
[00:11:52.000 --> 00:11:54.000]  完全是見我們的好朋友
[00:11:54.000 --> 00:11:57.000]  見過去一起侍奉的台灣的同工
[00:11:57.000 --> 00:12:00.000]  所以我們的下午茶晚餐
[00:12:00.000 --> 00:12:02.000]  全部都滿了
[00:12:02.000 --> 00:12:03.000]  全部滿了
[00:12:03.000 --> 00:12:04.000]  所以如果那一天
[00:12:04.000 --> 00:12:05.000]  我們覺得
[00:12:05.000 --> 00:12:07.000]  那一天不就是失去了一天的
[00:12:07.000 --> 00:12:09.000]  跟電影節目的相交
[00:12:09.000 --> 00:12:10.000]  所以我們就說
[00:12:10.000 --> 00:12:12.000]  不要緊
[00:12:12.000 --> 00:12:15.000]  誰知到星期六
[00:12:15.000 --> 00:12:18.000]  我們的飛機準時起飛
[00:12:18.000 --> 00:12:20.000]  想都沒想到我們準時起飛
[00:12:20.000 --> 00:12:21.000]  我都問師母
[00:12:21.000 --> 00:12:25.000]  為什麼會買晚上六點半的飛機
[00:12:25.000 --> 00:12:26.000]  很不划算的
[00:12:26.000 --> 00:12:27.000]  你知道香港人很不划算的
[00:12:27.000 --> 00:12:29.000]  選擇坐早機去什麼
[00:12:29.000 --> 00:12:30.000]  晚機回去
[00:12:30.000 --> 00:12:31.000]  怎麼會晚機去
[00:12:31.000 --> 00:12:32.000]  不會吧
[00:12:32.000 --> 00:12:34.000]  師母說我都不知道
[00:12:34.000 --> 00:12:36.000]  可能便宜一點吧
[00:12:36.000 --> 00:12:38.000]  但是準時
[00:12:38.000 --> 00:12:39.000]  一飛上去
[00:12:39.000 --> 00:12:40.000]  空姐都說
[00:12:40.000 --> 00:12:42.000]  你們準備有氣流
[00:12:42.000 --> 00:12:43.000]  我說現在說太遲了
[00:12:43.000 --> 00:12:44.000]  已經進去了
[00:12:44.000 --> 00:12:49.000]  已經沒辦法逃避
[00:12:49.000 --> 00:12:50.000]  但是誰知
[00:12:50.000 --> 00:12:52.000]  完全沒有氣流
[00:12:52.000 --> 00:12:53.000]  去到台北
[00:12:53.000 --> 00:12:55.000]  星期六晚上準時去到台北
[00:12:55.000 --> 00:12:56.000]  進了酒店
[00:12:56.000 --> 00:12:59.000]  第二天準備去一年一教會
[00:12:59.000 --> 00:13:00.000]  酒店的人跟我說
[00:13:00.000 --> 00:13:02.000]  明天一定會很大雨
[00:13:02.000 --> 00:13:04.000]  雖然海葵轉了方向
[00:13:04.000 --> 00:13:05.000]  不是去台北
[00:13:05.000 --> 00:13:06.000]  是去台東
[00:13:06.000 --> 00:13:07.000]  但是環遊一定會很大雨
[00:13:07.000 --> 00:13:10.000]  明天教會走就十五分鐘
[00:13:10.000 --> 00:13:12.000]  坐車就沒人會載你去
[00:13:12.000 --> 00:13:13.000]  你多數都是走去
[00:13:13.000 --> 00:13:14.000]  但是還是不要回去
[00:13:14.000 --> 00:13:16.000]  明天真的會很大雨
[00:13:16.000 --> 00:13:17.000]  我說不要緊
[00:13:17.000 --> 00:13:18.000]  隨遇而安
[00:13:18.000 --> 00:13:19.000]  去就去
[00:13:19.000 --> 00:13:21.000]  去不到就上網看重拜
[00:13:21.000 --> 00:13:22.000]  沒有所謂
[00:13:22.000 --> 00:13:23.000]  人生就是這樣
[00:13:23.000 --> 00:13:25.000]  沒有所謂的
[00:13:25.000 --> 00:13:27.000]  誰知第二天
[00:13:27.000 --> 00:13:28.000]  微風
[00:13:28.000 --> 00:13:30.000]  沒有雨
[00:13:30.000 --> 00:13:32.000]  去了重拜
[00:13:32.000 --> 00:13:33.000]  我說
[00:13:33.000 --> 00:13:35.000]  去到最後
[00:13:35.000 --> 00:13:36.000]  星期二那天
[00:13:36.000 --> 00:13:39.000]  我們舊同工阿番生
[00:13:39.000 --> 00:13:40.000]  和番太
[00:13:40.000 --> 00:13:43.000]  準備載我們去陽明山玩
[00:13:43.000 --> 00:13:47.000]  酒店的人又跟我們說
[00:13:47.000 --> 00:13:48.000]  千萬不要去
[00:13:48.000 --> 00:13:49.000]  明天陽明山
[00:13:49.000 --> 00:13:51.000]  明天一定會很大雨
[00:13:51.000 --> 00:13:52.000]  去室外吧
[00:13:52.000 --> 00:13:54.000]  於是我就發訊息給番生
[00:13:54.000 --> 00:13:55.000]  我說
[00:13:55.000 --> 00:13:57.000]  很多人叫我不要去陽明山
[00:13:57.000 --> 00:14:00.000]  去室外比較好
[00:14:00.000 --> 00:14:03.000]  人們建議我們兩個地方
[00:14:03.000 --> 00:14:04.000]  我就給番生
[00:14:04.000 --> 00:14:05.000]  番生一看
[00:14:05.000 --> 00:14:06.000]  這些地方全部都是室外
[00:14:06.000 --> 00:14:08.000]  有什麼意思
[00:14:08.000 --> 00:14:11.000]  誰知第二天早上一起來
[00:14:11.000 --> 00:14:13.000]  風和又是
[00:14:13.000 --> 00:14:14.000]  陽光普照
[00:14:14.000 --> 00:14:16.000]  結果就去了陽明山
[00:14:16.000 --> 00:14:17.000]  我才發覺
[00:14:17.000 --> 00:14:18.000]  原來我在台灣這麼多年
[00:14:18.000 --> 00:14:21.000]  從來沒有去過陽明山
[00:14:21.000 --> 00:14:23.000]  原來陽明山這麼美
[00:14:23.000 --> 00:14:24.000]  有些後悔
[00:14:24.000 --> 00:14:26.000]  為什麼那時候不去
[00:14:26.000 --> 00:14:28.000]  各位電視節目
[00:14:28.000 --> 00:14:29.000]  大家不要誤會
[00:14:29.000 --> 00:14:30.000]  不要誤會我
[00:14:30.000 --> 00:14:32.000]  因為神特別祝福我
[00:14:32.000 --> 00:14:33.000]  不不不
[00:14:33.000 --> 00:14:34.000]  我不是這樣想
[00:14:34.000 --> 00:14:35.000]  我覺得隨遇而安
[00:14:35.000 --> 00:14:36.000]  不是說
[00:14:36.000 --> 00:14:37.000]  我一定要有
