
[00:00:00.000 --> 00:00:02.680]  繼續歡迎大家收看歲月流程
[00:03:20.280 --> 00:03:24.000]  在這個碩士的課程裏面
[00:03:24.000 --> 00:03:25.720]  其實因為當時在美國
[00:03:25.720 --> 00:03:30.640]  有很多的教會會全職聘任一些
[00:03:30.640 --> 00:03:32.240]  所謂的music minister
[00:03:32.240 --> 00:03:35.560]  即是音樂的傳道
[00:03:35.560 --> 00:03:37.000]  聖樂的傳道
[00:03:37.000 --> 00:03:39.560]  那邊是很多教會都是這樣
[00:03:39.560 --> 00:03:43.400]  而神學院就去裝備這些人
[00:03:43.400 --> 00:03:45.320]  包括不單止在音樂上面
[00:03:45.320 --> 00:03:49.120]  亦都在神學上面去訓練他
[00:03:49.120 --> 00:03:53.680]  於是乎因為入了這個課程
[00:03:53.680 --> 00:03:59.280]  就讓我看到原來我可以在教會裏面
[00:03:59.280 --> 00:04:02.560]  全職透過音樂來服事神話
[00:04:02.560 --> 00:04:05.040]  這個就是我扭轉了
[00:04:05.040 --> 00:04:08.760]  我只是想做一個鋼琴老師
[00:04:08.760 --> 00:04:11.680]  然後星期六日在教會服事這個心態
[00:04:11.680 --> 00:04:14.520]  原來我可以全職在教會服事
[00:04:14.520 --> 00:04:18.720]  我覺得上帝很好的引領和他的恩典
[00:04:18.720 --> 00:04:21.320]  在我完全都未知之下
[00:04:21.320 --> 00:04:24.600]  他已經為我預備了一個這樣的課程
[00:04:24.600 --> 00:04:27.600]  而這個課程去開我的眼界
[00:04:27.600 --> 00:04:33.080]  去看到原來上帝想我走的那條路是這樣的
[00:04:33.080 --> 00:04:35.840]  在那裏我有很多的立志
[00:04:35.840 --> 00:04:38.280]  就是要怎樣去服事
[00:04:38.280 --> 00:04:41.960]  原來可以在教會裏面來服事他
[00:04:41.960 --> 00:04:45.040]  一路在那裏讀了多少年?
[00:04:45.040 --> 00:04:46.760]  我讀了三年
[00:04:46.760 --> 00:04:48.520]  然後就回來香港
[00:04:48.520 --> 00:04:55.440]  回來就發覺香港的現實和美國的現實是兩回事
[00:04:55.440 --> 00:05:01.480]  第一就是原來香港的教會是不會請全隊人去彈鋼琴
[00:05:01.480 --> 00:05:09.840]  就覺得彈鋼琴當然是服事、義工,怎會瘦身呢?
[00:05:09.840 --> 00:05:11.680]  未有這樣的觀念
[00:05:11.680 --> 00:05:12.880]  牧師你怎樣選擇呢?
[00:05:12.880 --> 00:05:16.760]  回來後跟你一直想的環境有點不同
[00:05:16.760 --> 00:05:18.320]  你怎樣為生?
[00:05:18.320 --> 00:05:23.360]  其實我畢業之前回來都大約知道
[00:05:23.360 --> 00:05:27.240]  知道香港的情況和美國的情況是有不同的
[00:05:27.240 --> 00:05:31.680]  所以暫時先教書
[00:05:31.680 --> 00:05:37.080]  但同時間亦慢慢去實踐自己一直都想有的夢想
[00:05:37.080 --> 00:05:41.560]  就是設立一個教琴的工作室
[00:05:41.560 --> 00:05:44.080]  後來我停了教書
[00:05:44.080 --> 00:05:47.080]  我也有一個工作室在元朗
[00:05:47.080 --> 00:05:51.200]  即是真是你自己去教學生
[00:05:51.200 --> 00:05:54.960]  有沒有艱難的?自己開琴室那些
[00:05:54.960 --> 00:05:58.960]  有的,因為你的學生要慢慢累積回來
[00:05:58.960 --> 00:06:04.360]  那段時間是需要慢慢去建立的一個時間
[00:06:04.360 --> 00:06:11.400]  而在這個時間同時我們亦都去實踐另外一個夢想
[00:06:11.400 --> 00:06:13.680]  就是我在讀浸會的時候
[00:06:13.680 --> 00:06:16.920]  我有一個同年級的同學
[00:06:16.920 --> 00:06:21.960]  我們有一個夢想就是想設立一個音樂學院
[00:06:21.960 --> 00:06:25.440]  就是希望有一間夜校的音樂學校
[00:06:25.440 --> 00:06:31.640]  令到那些沒機會讀音樂的人來讀夜校
[00:06:31.640 --> 00:06:34.840]  亦都在那個時間我們慢慢醞釀
[00:06:34.840 --> 00:06:38.480]  這個最後都成立了
[00:06:38.480 --> 00:06:43.680]  這個就是你有沒有聽過香港優質音樂中小學?
[00:06:43.680 --> 00:06:45.960]  沒聽過
[00:06:45.960 --> 00:06:49.320]  其實這個音樂中小學就是
[00:06:49.320 --> 00:06:54.480]  應該說音樂學院的前身就是這個音樂中小學
[00:06:54.480 --> 00:06:59.640]  當時我們就在石澗尾這個地方開了一個夜校
[00:06:59.640 --> 00:07:05.600]  有個幾年的課程就有機會去教一些人音樂
[00:07:05.600 --> 00:07:08.000]  這個是另外一個
[00:07:08.000 --> 00:07:10.800]  我和這個同學
[00:07:10.800 --> 00:07:15.680]  即是現在是這個中小學的校長陳永生校長
[00:07:15.680 --> 00:07:18.560]  是一個當時我們的一個夢想
[00:07:18.560 --> 00:07:20.120]  結果又建立了
[00:07:20.120 --> 00:07:20.760]  建立了
[00:07:20.760 --> 00:07:23.960]  都給我們看到上帝有很多恩典
[00:07:23.960 --> 00:07:26.160]  由開始開始不知怎樣
[00:07:26.160 --> 00:07:30.040]  但一路去祈求 一路去等候
[00:07:30.040 --> 00:07:32.920]  又一路去盡力去做的時候
[00:07:32.920 --> 00:07:36.880]  上帝就讓這些都一樣讓我們去成就
[00:07:36.880 --> 00:07:38.080]  但還有一樣東西
[00:07:38.080 --> 00:07:39.760]  因為我們認識陳牧師
[00:07:39.760 --> 00:07:42.720]  除了你的鋼琴之外
[00:07:42.720 --> 00:07:45.720]  指揮都是你很手到拿來的
[00:07:45.720 --> 00:07:48.320]  但好像一直都沒有聽到你說指揮的
[00:07:48.320 --> 00:07:51.920]  是還沒開始還是其實已經一路在實踐的呢?
[00:07:51.920 --> 00:07:53.360]  你剛才沒有問
[00:07:53.360 --> 00:07:57.600]  專程說
[00:07:57.600 --> 00:07:59.520]  其實指揮
[00:07:59.520 --> 00:08:02.080]  我看看可不可以找一張照片給你看
[00:08:02.080 --> 00:08:06.680]  我幼稚園高班就已經指揮了
[00:08:06.680 --> 00:08:08.000]  我應該還有一張照片
[00:08:08.000 --> 00:08:11.600]  就是那時候幼稚園都不知道什麼指揮
[00:08:11.600 --> 00:08:15.280]  畢業禮就抓了我上去指揮什麼節奏樂那些
[00:08:15.280 --> 00:08:17.040]  你真是認識的?
[00:08:17.040 --> 00:08:20.360]  那些高班有多認識呢?
[00:08:20.360 --> 00:08:23.120]  但就不知道為什麼老師找了我
[00:08:23.120 --> 00:08:24.440]  可能我乖一點
[00:08:24.440 --> 00:08:25.960]  就是這樣
[00:08:25.960 --> 00:08:30.200]  如果你說升職指揮已經很早已經開始這件事了
[00:08:30.200 --> 00:08:32.640]  那高班那些就叫做玩一下
[00:08:32.640 --> 00:08:35.320]  接著其實在教會當中你會不會都開始參與
[00:08:35.320 --> 00:08:37.480]  譬如指揮師班這樣呢?
[00:08:37.480 --> 00:08:39.520]  有的 我有指揮師班
[00:08:39.520 --> 00:08:43.720]  然後其實當在浸會讀書的時候
[00:08:43.720 --> 00:08:46.920]  我是負責指一個師班
[00:08:46.920 --> 00:08:49.160]  其實那時候是合唱團
[00:08:49.160 --> 00:08:50.400]  浸會合唱團
[00:08:50.400 --> 00:08:52.600]  還出去比賽拿了冠軍
[00:08:52.600 --> 00:08:57.200]  所以一直都保持著有這些指揮的活動在裡面
[00:08:57.200 --> 00:09:03.120]  但如果你說很認真地去學指揮
[00:09:03.120 --> 00:09:07.160]  是到我後來第二次去美國讀書的時候
[00:09:07.160 --> 00:09:13.720]  才真是很鑽研指揮
[00:09:13.720 --> 00:09:16.000]  就是第二次去美國了
[00:09:16.000 --> 00:09:17.080]  這件事是怎麼發生的呢?
[00:09:17.080 --> 00:09:20.080]  這件事 回到琴室那裡
[00:09:20.080 --> 00:09:21.720]  那琴室就
[00:09:21.720 --> 00:09:24.320]  我有一段時間 應該是兩三年
[00:09:24.320 --> 00:09:27.400]  我的 food time 是教琴的
[00:09:27.400 --> 00:09:29.640]  那很喜樂
[00:09:29.640 --> 00:09:31.920]  因為真的是自己的夢想
[00:09:31.920 --> 00:09:34.880]  又是我講的夜校的音樂學校
[00:09:34.880 --> 00:09:37.560]  但在這個時間
[00:09:37.560 --> 00:09:41.160]  我以前在浸會學院的一個老師
[00:09:41.160 --> 00:09:43.320]  就來接觸我
[00:09:43.320 --> 00:09:44.560]  就告訴我
[00:09:44.560 --> 00:09:46.440]  香港浸會神學院
[00:09:46.440 --> 00:09:49.200]  他們將會開辦一個
[00:09:49.200 --> 00:09:51.280]  church music 的課程
[00:09:51.280 --> 00:09:55.960]  是一些神學生是主修聖樂的
[00:09:55.960 --> 00:09:59.400]  就問我有沒有興趣去教的
[00:09:59.400 --> 00:10:02.800]  就是看看我的負擔是怎樣
[00:10:02.800 --> 00:10:04.400]  最初的時候
[00:10:04.400 --> 00:10:10.880]  他找我去部分時間教一些學生弄彈琴
[00:10:10.880 --> 00:10:15.760]  直到他的 program 開始了之後
[00:10:15.760 --> 00:10:17.960]  我就在九零年
[00:10:17.960 --> 00:10:22.200]  就去到神學院做了一個全職的老師
[00:10:22.200 --> 00:10:25.800]  其實你已經叫做身懷絕技
[00:10:25.800 --> 00:10:27.640]  那為什麼還要去讀呢?
[00:10:27.640 --> 00:10:30.200]  就是覺得自己不足夠
[00:10:30.200 --> 00:10:32.320]  都是上帝恩典的
[00:10:32.320 --> 00:10:33.920]  他們也開路的
[00:10:33.920 --> 00:10:36.640]  當我再想想前面再進修什麼的時候
[00:10:36.640 --> 00:10:37.680]  我就覺得
[00:10:37.680 --> 00:10:42.240]  其實指揮是和教會很有關係的
[00:10:42.240 --> 00:10:44.360]  因為指揮我面對師班
[00:10:44.360 --> 00:10:46.200]  每間教會都有師班
[00:10:46.200 --> 00:10:47.480]  在當時來說
[00:10:47.480 --> 00:10:49.720]  你知現在有些教會可能沒有了師班
[00:10:49.720 --> 00:10:51.800]  所以需要很大
[00:10:51.800 --> 00:10:56.120]  和能夠接觸到人群的數目是大的
[00:10:56.120 --> 00:10:58.920]  所以我覺得再去進修的時候
[00:10:58.920 --> 00:11:01.760]  我就想進修指揮
[00:11:01.760 --> 00:11:04.440]  在申請的過程裏面
[00:11:04.440 --> 00:11:08.360]  就好像以前那樣我只申請一間學校
[00:11:08.360 --> 00:11:11.240]  最後我就申請了美國的
[00:11:11.240 --> 00:11:14.120]  Cincinnati 一間音樂學院
[00:11:14.120 --> 00:11:18.600]  它有一個相當好的課程
[00:11:18.600 --> 00:11:21.600]  是一個博士課程
[00:11:21.600 --> 00:11:24.080]  是主修合唱指揮的
[00:11:24.080 --> 00:11:25.600]  於是你就趕去了
[00:11:25.600 --> 00:11:27.400]  那時候就不是一個人了
[00:11:27.400 --> 00:11:28.480]  那時候我已經結婚了
[00:11:28.480 --> 00:11:30.560]  所以就和師母一起過去
[00:11:30.560 --> 00:11:32.960]  師母就主修風琴
[00:11:32.960 --> 00:11:34.960]  我就主修合唱指揮
[00:11:34.960 --> 00:11:38.520]  這件事對於很多夫婦來說
[00:11:38.520 --> 00:11:39.600]  是很夢寐以求的
[00:11:39.600 --> 00:11:43.960]  首先一個人去讀書已經不容易
[00:11:43.960 --> 00:11:45.280]  兩夫婦一起去
[00:11:45.280 --> 00:11:49.480]  還要都是在讀類似的科目
[00:11:49.480 --> 00:11:53.240]  對於你們來說應該是很感恩的
[00:11:53.240 --> 00:11:54.520]  很浪漫
[00:11:54.520 --> 00:11:55.880]  非常浪漫
[00:11:55.880 --> 00:11:57.680]  很辛苦
[00:11:57.680 --> 00:11:58.920]  但亦都是很感恩
[00:11:58.920 --> 00:12:00.480]  其實三位朋友都有
[00:12:00.480 --> 00:12:05.480]  我相信不是每一個人都有這樣的經歷
[00:12:05.480 --> 00:12:09.640]  那三年我覺得我們在音樂技巧上
[00:12:09.640 --> 00:12:11.800]  在知識上有很大的增長
[00:12:11.800 --> 00:12:13.880]  在信心方面
[00:12:13.880 --> 00:12:17.120]  上帝看到有很多的恩典
[00:12:17.120 --> 00:12:19.120]  日對夜對
[00:12:19.120 --> 00:12:22.240]  夫婦的關係上都有很大的增長
[00:12:22.240 --> 00:12:27.920]  那三年在很多方面都有很多的學習
[00:12:27.920 --> 00:12:35.080]  今天就說到牧師兩次踏上去美國尋求讀音樂之旅
[00:12:35.080 --> 00:12:39.160]  有沒有一些經文可以和大家分享一下呢?
[00:12:39.160 --> 00:12:43.000]  這節經文其實一直來說
[00:12:43.000 --> 00:12:45.320]  對於我來說我都覺得很寶貴的
[00:12:45.320 --> 00:12:47.920]  就是哥倫多後書四章七節
[00:12:47.920 --> 00:12:50.520]  「我們有這寶貝放在眼裡」
[00:12:50.520 --> 00:12:52.720]  「要顯明這是莫大的能力」
[00:12:52.720 --> 00:12:55.320]  「是出於神,不是出於我們」
[00:12:55.320 --> 00:12:58.520]  我很珍貴這段經文
[00:12:58.520 --> 00:12:59.720]  自己是誰呢?
[00:12:59.720 --> 00:13:00.920]  只不過是一個啞器
[00:13:00.920 --> 00:13:03.240]  但是因著耶穌基督在我裡面
[00:13:03.240 --> 00:13:04.920]  就成為有用
[00:13:04.920 --> 00:13:09.040]  我覺得新普及易館我都挺喜歡的
[00:13:09.040 --> 00:13:11.800]  「我們有這光照耀在心裡」
[00:13:11.800 --> 00:13:15.800]  「但我們自己不過像脆弱的啞冠」
[00:13:15.800 --> 00:13:19.400]  「盛載著這個非凡的珍寶」
[00:13:19.400 --> 00:13:21.400]  我很喜歡這段經文
[00:13:21.400 --> 00:13:23.200]  今天說到寶貝
[00:13:23.200 --> 00:13:26.120]  莫斯奇都帶了另一個寶貝和大家分享
[00:13:26.120 --> 00:13:29.120]  這一本的寶貝是什麼呢?
[00:13:29.120 --> 00:13:33.520]  「盡善盡美合唱技巧」
[00:13:33.520 --> 00:13:37.120]  就是和你去進修的科目很有關係
[00:13:37.120 --> 00:13:41.120]  這本是後來我讀完書回來
[00:13:41.120 --> 00:13:44.520]  幾年之後我寫的書
[00:13:44.520 --> 00:13:47.320]  也是我第一本出版的書
[00:13:47.320 --> 00:13:53.320]  這本是說怎樣去排練一個合唱隊或是一個屍伯
[00:13:53.320 --> 00:13:56.920]  當中有什麼簡單的可以和我們分享?
[00:13:56.920 --> 00:14:00.920]  有什麼你想和大家分享藉著這本書?
[00:14:00.920 --> 00:14:04.120]  就是合唱不簡單
[00:14:04.120 --> 00:14:06.920]  其實在序裡面
[00:14:06.920 --> 00:14:07.920]  我這樣說的
[00:14:07.920 --> 00:14:12.720]  我說一個指揮就好像一個醫生
[00:14:12.720 --> 00:14:14.120]  作為一個類比
[00:14:14.120 --> 00:14:15.520]  一個醫生去看醫生
[00:14:15.520 --> 00:14:17.520]  醫生就去看你
[00:14:17.520 --> 00:14:19.120]  你說醫生我怎樣怎樣
[00:14:19.120 --> 00:14:21.520]  於是他去和你斷症
[00:14:21.520 --> 00:14:24.320]  然後一個好的醫生不單止懂得斷症
[00:14:24.320 --> 00:14:28.120]  還要很悉切地給你吃對的藥
[00:14:28.120 --> 00:14:29.520]  這樣你才好的
[00:14:29.520 --> 00:14:31.720]  我覺得一個好的指揮
[00:14:31.720 --> 00:14:35.520]  就是你面對一個屍伯或者合唱隊
[00:14:35.520 --> 00:14:38.720]  你懂得斷定他出了什麼問題
[00:14:38.720 --> 00:14:39.920]  但出了問題
[00:14:39.920 --> 00:14:44.320]  你需要用一個很合適的方式去處理這個問題
[00:14:44.320 --> 00:14:49.120]  才可以令屍伯或者合唱隊進步
[00:14:49.120 --> 00:14:53.520]  這本書就將所有的秘訣放在裡面
[00:14:53.520 --> 00:14:56.120]  這就是你這麼多年的功力
[00:14:56.120 --> 00:14:59.720]  學完之後就可以將屍伯整理好
[00:14:59.720 --> 00:15:00.520]  調整好
[00:15:00.520 --> 00:15:04.520]  大家就可以用一個改進了的版本
[00:15:04.520 --> 00:15:05.920]  去繼續侍奉神
[00:15:05.920 --> 00:15:08.320]  今天和陳牧師談到這裡
[00:15:08.320 --> 00:15:14.120]  下一集就說一下陳牧師成長之後的侍奉道路
[00:15:14.120 --> 00:15:16.120]  和當中的點點滴滴
[00:15:16.120 --> 00:15:18.920]  和我很想八卦問他還有什麼興趣
[00:15:18.920 --> 00:15:20.920]  陳牧師我們先談到這裡
[00:15:20.920 --> 00:15:24.920]  大家記住訂閱我們的Youtube Channel
[00:15:24.920 --> 00:15:27.920]  另外也可以Like我們的不同的社交平台
[00:15:27.920 --> 00:15:31.720]  和可以繼續呼籲大家去奉獻支持ACM的事工
[00:15:31.720 --> 00:15:32.520]  下集再見
[00:15:32.520 --> 00:15:33.720]  拜拜
[00:15:44.120 --> 00:15:53.720]  字外傳 相煞無邊
[00:15:53.720 --> 00:16:00.920]  在每天清晨 主愛已盡顯
[00:16:00.920 --> 00:16:07.520]  字外傳 相煞無邊
[00:16:07.520 --> 00:16:14.320]  沒有分陰晴 主愛黎明
[00:16:14.320 --> 00:16:21.120]  愛無到達 主謹慎
[00:16:21.120 --> 00:16:27.920]  愛無得 主人欣
[00:16:27.920 --> 00:16:34.520]  歡呼一聲 有心掛念
[00:16:34.520 --> 00:16:41.120]  陳內斷 變身成短
[00:16:41.120 --> 00:16:47.120]  陳內斷 從不改變
[00:16:47.120 --> 00:16:58.120]  字外傳 相煞無邊
[00:16:58.120 --> 00:17:05.120]  日映西斜 主愛更溫暖
[00:17:05.120 --> 00:17:11.120]  字外傳 相煞無邊
[00:17:11.120 --> 00:17:18.120]  沒有分冬暖 主可復眷
[00:17:18.120 --> 00:17:24.120]  愛無到達 主謹慎
[00:17:24.120 --> 00:17:30.120]  愛無得 主人欣
[00:17:30.120 --> 00:17:37.120]  歡呼一聲 有心掛念
[00:17:37.120 --> 00:17:43.120]  陳內斷 變身成短
[00:17:43.120 --> 00:17:50.120]  陳內斷 從不改變
[00:17:50.120 --> 00:17:56.120]  愛無到達 主謹慎
[00:17:56.120 --> 00:18:03.120]  愛無得 主人欣
[00:18:03.120 --> 00:18:09.120]  歡呼一聲 有心掛念
[00:18:09.120 --> 00:18:16.120]  陳內斷 變身成短
[00:18:16.120 --> 00:18:23.120]  陳內斷 從不改變
