
[00:00:00.000 --> 00:00:01.920]  病子妹主乃平安
[00:04:33.520 --> 00:04:36.520]  安著地界,為他們分地
[00:04:36.520 --> 00:04:41.520]  讓他們能夠去承受土地違約
[00:04:41.520 --> 00:04:46.520]  這個就是文訴記第34章
[00:04:46.520 --> 00:04:49.520]  如果大家還記得,文訴記有一個特色
[00:04:49.520 --> 00:04:53.520]  就是當分地的時候
[00:04:53.520 --> 00:04:57.520]  首先處理那12個支派
[00:04:57.520 --> 00:05:00.520]  但是最後會怎樣呢?
[00:05:00.520 --> 00:05:02.520]  利微支派分別出來
[00:05:02.520 --> 00:05:08.520]  一直去負責聖公的利微人
[00:05:08.520 --> 00:05:11.520]  才會被安排
[00:05:11.520 --> 00:05:14.520]  剛才看到34章很簡單地交代了
[00:05:14.520 --> 00:05:18.520]  為眾支派安排
[00:05:18.520 --> 00:05:20.520]  接著第35章
[00:05:20.520 --> 00:05:23.520]  我希望今天透過35章
[00:05:23.520 --> 00:05:27.520]  利微人是怎樣被安排去分地呢?
[00:05:27.520 --> 00:05:29.520]  在分地的過程中
[00:05:29.520 --> 00:05:31.520]  上帝是怎樣為他們安排呢?
[00:05:31.520 --> 00:05:34.520]  是否和其他支派基本上是一樣呢?
[00:05:34.520 --> 00:05:36.520]  還是有分別呢?
[00:05:36.520 --> 00:05:40.520]  我們一起來在35章中找答案
[00:05:40.520 --> 00:05:43.520]  我請大家打開文訴記第35章
[00:05:43.520 --> 00:05:47.520]  教會的聖經
[00:05:47.520 --> 00:05:51.520]  教會聖經舊約部分210頁
[00:05:51.520 --> 00:05:54.520]  我想跟大家一起讀第35章
[00:05:54.520 --> 00:05:57.520]  第一到第三節
[00:05:57.520 --> 00:06:00.520]  第一到第三節
[00:06:00.520 --> 00:06:02.520]  找到的請開始
[00:06:02.520 --> 00:06:06.520]  耶和華在摩訶平原約旦河邊
[00:06:06.520 --> 00:06:09.520]  耶利哥對面曉遇摩西樹
[00:06:09.520 --> 00:06:11.520]  你吩咐以色列人
[00:06:11.520 --> 00:06:14.520]  要從所得為業的地中
[00:06:14.520 --> 00:06:17.520]  把些城給你美人居住
[00:06:17.520 --> 00:06:21.520]  又要把這城四圍的郊野給你美人
[00:06:21.520 --> 00:06:24.520]  這城邑要歸他們居住
[00:06:24.520 --> 00:06:26.520]  城邑的郊野
[00:06:26.520 --> 00:06:28.520]  可以牧養他們的牛羊
[00:06:28.520 --> 00:06:30.520]  和各樣的牲畜
[00:06:30.520 --> 00:06:34.520]  又可以安置他們的財物
[00:06:34.520 --> 00:06:37.520]  一段經文很清楚讓我們看到
[00:06:37.520 --> 00:06:39.520]  利微派是分別出來的
[00:06:39.520 --> 00:06:42.520]  過往他們沒有任何的
[00:06:42.520 --> 00:06:44.520]  擁有任何的事物
[00:06:44.520 --> 00:06:46.520]  他們是衷心在會幕
[00:06:46.520 --> 00:06:48.520]  在神的工作上
[00:06:48.520 --> 00:06:52.520]  來主持各樣的祭祀儀式等等
[00:06:52.520 --> 00:06:54.520]  去到分地
[00:06:54.520 --> 00:06:57.520]  他們都沒有分到
[00:06:57.520 --> 00:07:00.520]  好像其他支派所得到的地
[00:07:00.520 --> 00:07:03.520]  上帝在35章分布
[00:07:03.520 --> 00:07:06.520]  以色列人各支派要給利微人
[00:07:06.520 --> 00:07:08.520]  有48個城
[00:07:08.520 --> 00:07:13.520]  而這些城邑是可以讓利微人住在裏面的
[00:07:13.520 --> 00:07:16.520]  所以我們看到
[00:07:16.520 --> 00:07:18.520]  上帝的安排
[00:07:18.520 --> 00:07:22.520]  都知道利微人是需要有住的地方
[00:07:22.520 --> 00:07:25.520]  他吩咐
[00:07:25.520 --> 00:07:28.520]  眾多以色列人
[00:07:28.520 --> 00:07:31.520]  來給這些地方他們住
[00:07:31.520 --> 00:07:32.520]  不單止住
[00:07:32.520 --> 00:07:37.520]  並且有地方來畜養牲畜
[00:07:37.520 --> 00:07:41.520]  當我們細心去看經文的時候
[00:07:41.520 --> 00:07:42.520]  我們看到
[00:07:42.520 --> 00:07:44.520]  經文刻意沒有用到
[00:07:44.520 --> 00:07:46.520]  承受遺孽
[00:07:46.520 --> 00:07:47.520]  或者承繼
[00:07:47.520 --> 00:07:48.520]  或者產業
[00:07:48.520 --> 00:07:51.520]  這些字眼去形容這些城鎮
[00:07:51.520 --> 00:07:53.520]  目的是指出其實
[00:07:53.520 --> 00:07:54.520]  這些利微人
[00:07:54.520 --> 00:07:55.520]  是他們可以
[00:07:55.520 --> 00:07:57.520]  以色列人是給他們住的
[00:07:57.520 --> 00:07:58.520]  這些城鎮
[00:07:58.520 --> 00:08:00.520]  但是他們不是擁有了
[00:08:00.520 --> 00:08:02.520]  這些住的地方
[00:08:02.520 --> 00:08:04.520]  用今天來說很簡單
[00:08:04.520 --> 00:08:06.520]  那間屋是你租回來的
[00:08:06.520 --> 00:08:07.520]  是不是
[00:08:07.520 --> 00:08:08.520]  你給租
[00:08:08.520 --> 00:08:09.520]  你可以租
[00:08:09.520 --> 00:08:10.520]  留在這裏住
[00:08:10.520 --> 00:08:11.520]  業主不趕你走
[00:08:11.520 --> 00:08:12.520]  留在這裏住
[00:08:12.520 --> 00:08:14.520]  但是無論你住多久
[00:08:14.520 --> 00:08:16.520]  那間屋你都沒有業權
[00:08:16.520 --> 00:08:19.520]  除非你現在有什麼逆權侵佔
[00:08:19.520 --> 00:08:21.520]  那間屋是不屬於你的
[00:08:21.520 --> 00:08:27.520]  但是你是可以在那裏享受居住
[00:08:27.520 --> 00:08:30.520]  利微人有機會
[00:08:30.520 --> 00:08:31.520]  也有權利
[00:08:31.520 --> 00:08:33.520]  可以在那些地方去住
[00:08:33.520 --> 00:08:36.520]  也有機會來畜牧
[00:08:36.520 --> 00:08:38.520]  在這段經文裏面
[00:08:38.520 --> 00:08:40.520]  簡單的八字的經文
[00:08:40.520 --> 00:08:41.520]  頭八字
[00:08:41.520 --> 00:08:42.520]  出現了九次
[00:08:42.520 --> 00:08:43.520]  吸這個字
[00:08:43.520 --> 00:08:46.520]  在中文的譯本裏面
[00:08:46.520 --> 00:08:47.520]  是給的
[00:08:47.520 --> 00:08:48.520]  是由利微
[00:08:48.520 --> 00:08:50.520]  是由以色列人
[00:08:50.520 --> 00:08:52.520]  去給利微人
[00:08:52.520 --> 00:08:54.520]  在當中來居住
[00:08:54.520 --> 00:08:58.520]  所以他們不是擁有這些地方
[00:08:58.520 --> 00:09:01.520]  在這裏給我們看得到
[00:09:01.520 --> 00:09:03.520]  上帝想這些利微人
[00:09:03.520 --> 00:09:11.520]  散居在十二支派的城鎮裏面
[00:09:11.520 --> 00:09:12.520]  散居的當中
[00:09:12.520 --> 00:09:15.520]  他們只是住
[00:09:15.520 --> 00:09:19.520]  為什麼需要這樣呢
[00:09:19.520 --> 00:09:21.520]  這段經文記載
[00:09:21.520 --> 00:09:24.520]  神學上的意義就是說
[00:09:24.520 --> 00:09:25.520]  昔日你還記不記得
[00:09:25.520 --> 00:09:28.520]  當這些以色列人
[00:09:28.520 --> 00:09:31.520]  向著應許之地進發的時候
[00:09:31.520 --> 00:09:33.520]  回眸在他們當中
[00:09:33.520 --> 00:09:34.520]  你還記不記得
[00:09:34.520 --> 00:09:35.520]  回眸就在
[00:09:35.520 --> 00:09:38.520]  正正在所有眾民的當中
[00:09:38.520 --> 00:09:41.520]  去表達上帝的同在
[00:09:41.520 --> 00:09:42.520]  是不分晝夜
[00:09:42.520 --> 00:09:44.520]  是與他們同在
[00:09:44.520 --> 00:09:46.520]  當起營的時候
[00:09:46.520 --> 00:09:48.520]  回眸跟著他們走
[00:09:48.520 --> 00:09:49.520]  一起去
[00:09:49.520 --> 00:09:50.520]  當安營的時候
[00:09:50.520 --> 00:09:52.520]  回眸就在他們當中
[00:09:52.520 --> 00:09:54.520]  去表達上帝的同在
[00:09:54.520 --> 00:09:55.520]  是無時無刻的
[00:09:55.520 --> 00:09:57.520]  是沒有離開的
[00:09:57.520 --> 00:09:59.520]  來到文素記這一刻的時候
[00:09:59.520 --> 00:10:01.520]  上帝又透過
[00:10:01.520 --> 00:10:05.520]  利微支派的所有的人
[00:10:05.520 --> 00:10:08.520]  散居在眾多的
[00:10:08.520 --> 00:10:09.520]  以色列民眾的當中
[00:10:09.520 --> 00:10:11.520]  讓他們透過
[00:10:11.520 --> 00:10:12.520]  這一班被揀選出來
[00:10:12.520 --> 00:10:14.520]  分別為聖的
[00:10:14.520 --> 00:10:17.520]  這一班的利微人
[00:10:17.520 --> 00:10:18.520]  去表達了
[00:10:18.520 --> 00:10:21.520]  上帝仍然與他們同在
[00:10:21.520 --> 00:10:24.520]  上帝仍然在他們當中
[00:10:24.520 --> 00:10:30.520]  這個這麼重要的訊息
[00:10:30.520 --> 00:10:31.520]  你會看到在分地裡面
[00:10:31.520 --> 00:10:32.520]  他們可以住
[00:10:32.520 --> 00:10:36.520]  並且可以養食
[00:10:36.520 --> 00:10:38.520]  畜牧
[00:10:38.520 --> 00:10:40.520]  意義在哪裡呢?
[00:10:40.520 --> 00:10:41.520]  意義在於這些利微人
[00:10:41.520 --> 00:10:44.520]  仍然像其他那些
[00:10:44.520 --> 00:10:46.520]  一般的普羅大眾一樣
[00:10:46.520 --> 00:10:50.520]  他們有自己的生活
[00:10:50.520 --> 00:10:53.520]  他們能夠像其他人一樣
[00:10:53.520 --> 00:10:55.520]  一起去養食
[00:10:55.520 --> 00:10:57.520]  但是在他們的生活裡面
[00:10:57.520 --> 00:10:58.520]  他們不會忘記
[00:10:58.520 --> 00:11:00.520]  他們作為利微人的身份
[00:11:00.520 --> 00:11:01.520]  他們要在
[00:11:01.520 --> 00:11:03.520]  好像平常人
[00:11:03.520 --> 00:11:05.520]  這樣住在的當中
[00:11:05.520 --> 00:11:06.520]  但是
[00:11:06.520 --> 00:11:08.520]  更加欣賞這份
[00:11:08.520 --> 00:11:11.520]  近距離的接觸
[00:11:11.520 --> 00:11:12.520]  他們更加需要
[00:11:12.520 --> 00:11:14.520]  很謹慎地
[00:11:14.520 --> 00:11:15.520]  讓人去看出
[00:11:15.520 --> 00:11:18.520]  他們是分別為聖
[00:11:18.520 --> 00:11:24.520]  還是表達上帝的同在
[00:11:24.520 --> 00:11:25.520]  牧師
[00:11:25.520 --> 00:11:27.520]  今天也沒有利微人
[00:11:27.520 --> 00:11:30.520]  與我們有什麼關係?
[00:11:30.520 --> 00:11:31.520]  你記不記得
[00:11:31.520 --> 00:11:32.520]  我們很熟悉的一段經文
[00:11:32.520 --> 00:11:34.520]  記載在彼得前書
[00:11:34.520 --> 00:11:36.520]  第二章第九節
[00:11:36.520 --> 00:11:37.520]  不如我們一起讀
[00:11:37.520 --> 00:11:38.520]  螢幕上
[00:11:38.520 --> 00:11:41.520]  唯有你們是被揀選的族類
[00:11:41.520 --> 00:11:44.520]  是有君尊的祭祀
[00:11:44.520 --> 00:11:45.520]  是聖潔的國度
[00:11:45.520 --> 00:11:47.520]  是屬神的子民
[00:11:47.520 --> 00:11:49.520]  要叫你們宣揚
[00:11:49.520 --> 00:11:51.520]  那召你們出黑暗
[00:11:51.520 --> 00:11:54.520]  入奇妙光明者的美德
[00:11:54.520 --> 00:11:56.520]  新約這段經文
[00:11:56.520 --> 00:11:57.520]  去演繹到舊約
[00:11:57.520 --> 00:11:59.520]  那種祭司的職份的時候
[00:11:59.520 --> 00:12:00.520]  他說
[00:12:00.520 --> 00:12:01.520]  唯有你們
[00:12:01.520 --> 00:12:03.520]  就是我們今天在座的每一個
[00:12:03.520 --> 00:12:04.520]  是被揀選的族類
[00:12:04.520 --> 00:12:06.520]  是有君尊的祭祀
[00:12:06.520 --> 00:12:07.520]  是聖潔的國度
[00:12:07.520 --> 00:12:09.520]  是屬神的子民
[00:12:09.520 --> 00:12:11.520]  我們今天就是散居在
[00:12:11.520 --> 00:12:14.520]  眾多非信徒當中
[00:12:14.520 --> 00:12:17.520]  行平常的人間當中
[00:12:17.520 --> 00:12:20.520]  的每一個利尼人
[00:12:20.520 --> 00:12:22.520]  究竟我們今天
[00:12:22.520 --> 00:12:23.520]  在當中
[00:12:23.520 --> 00:12:26.520]  如何能夠在我們的生活裡面
[00:12:26.520 --> 00:12:32.520]  去見證到上帝的同在呢?
[00:12:32.520 --> 00:12:33.520]  昔日
[00:12:33.520 --> 00:12:35.520]  利尼人
[00:12:35.520 --> 00:12:36.520]  和其他人一樣
[00:12:36.520 --> 00:12:38.520]  在養野畜牧
[00:12:38.520 --> 00:12:40.520]  生計
[00:12:40.520 --> 00:12:42.520]  今天
[00:12:42.520 --> 00:12:44.520]  用今天的說法
[00:12:44.520 --> 00:12:46.520]  我們和其他人
[00:12:46.520 --> 00:12:47.520]  未信的人
[00:12:47.520 --> 00:12:49.520]  都在一起搵食
[00:12:49.520 --> 00:12:51.520]  我們在職場上
[00:12:51.520 --> 00:12:53.520]  我們打拼
[00:12:53.520 --> 00:12:55.520]  我們如何能夠
[00:12:55.520 --> 00:12:57.520]  可以從我們的身份
[00:12:57.520 --> 00:13:00.520]  我們的行為上
[00:13:00.520 --> 00:13:01.520]  讓其他人看到
[00:13:01.520 --> 00:13:05.520]  原來我們和其他人不同呢?
[00:13:05.520 --> 00:13:07.520]  經文讓我們看到
[00:13:07.520 --> 00:13:10.520]  利尼人沒有承受地土
[00:13:10.520 --> 00:13:12.520]  因為在他們心中
[00:13:12.520 --> 00:13:14.520]  他們所記掛的
[00:13:14.520 --> 00:13:18.520]  是上帝是他們的產業
[00:13:18.520 --> 00:13:19.520]  雖然
[00:13:19.520 --> 00:13:21.520]  他們仍然好像在城外
[00:13:21.520 --> 00:13:23.520]  去放羊
[00:13:23.520 --> 00:13:25.520]  但是他們的心
[00:13:25.520 --> 00:13:27.520]  不是全然靜謐
[00:13:27.520 --> 00:13:31.520]  心是在放羊的生活
[00:13:31.520 --> 00:13:33.520]  丁姐妹
[00:13:33.520 --> 00:13:34.520]  今天
[00:13:34.520 --> 00:13:37.520]  我們都好像其他未信的人一樣
[00:13:37.520 --> 00:13:41.520]  在我們職場上去放羊
[00:13:41.520 --> 00:13:43.520]  我們為我們的生計
[00:13:43.520 --> 00:13:45.520]  而打拼
[00:13:45.520 --> 00:13:47.520]  但是
[00:13:47.520 --> 00:13:49.520]  我們可不可以在我們的生命裏
[00:13:49.520 --> 00:13:52.520]  我們日常生活的行為表現裏
[00:13:52.520 --> 00:13:54.520]  去讓人看得到
[00:13:54.520 --> 00:13:55.520]  其實
[00:13:55.520 --> 00:13:58.520]  我們心裏有一個更重要的國度
[00:13:58.520 --> 00:14:01.520]  更重要的產業
[00:14:01.520 --> 00:14:04.520]  是他們所沒有的
[00:14:04.520 --> 00:14:07.520]  這個正正就是你未接派的人
[00:14:07.520 --> 00:14:09.520]  被分散在
[00:14:09.520 --> 00:14:11.520]  居住在這四十八座城裏
[00:14:11.520 --> 00:14:13.520]  要去見證
[00:14:13.520 --> 00:14:15.520]  上帝的恩典
[00:14:15.520 --> 00:14:18.520]  去見證上帝的同在
[00:14:18.520 --> 00:14:20.520]  這個的重要性
[00:14:20.520 --> 00:14:26.520]  今天我想我們常常很想得到上帝的恩典
[00:14:26.520 --> 00:14:27.520]  我覺得沒有錯的
[00:14:27.520 --> 00:14:29.520]  很多時候我都很開心聽到弟兄姊妹說
[00:14:29.520 --> 00:14:31.520]  牧師呀,我想和你分享一下
[00:14:31.520 --> 00:14:33.520]  哇,近來神對我真是好
[00:14:33.520 --> 00:14:35.520]  好多個恩典呀
[00:14:35.520 --> 00:14:36.520]  一樣一樣數
[00:14:36.520 --> 00:14:38.520]  我為你感恩
[00:14:38.520 --> 00:14:40.520]  為你高興
[00:14:40.520 --> 00:14:42.520]  為你謝恩
[00:14:42.520 --> 00:14:44.520]  但是我相信
[00:14:44.520 --> 00:14:46.520]  上帝的恩典
[00:14:46.520 --> 00:14:49.520]  不應該只是停留在你的身上
[00:14:49.520 --> 00:14:51.520]  你不會就是擁有
[00:14:51.520 --> 00:14:53.520]  抱著所有的恩典
[00:14:53.520 --> 00:14:55.520]  不把這些恩典去傳遞
[00:14:55.520 --> 00:14:57.520]  去散發出去
[00:14:57.520 --> 00:14:59.520]  這幾年我們
[00:14:59.520 --> 00:15:01.520]  常常聽到一個英文就是
[00:15:01.520 --> 00:15:03.520]  Blessed
[00:15:03.520 --> 00:15:05.520]  Blessed to be a blessing
[00:15:05.520 --> 00:15:06.520]  中文翻譯成
[00:15:06.520 --> 00:15:08.520]  傳承祝福
[00:15:08.520 --> 00:15:10.520]  蒙福為祝福
[00:15:10.520 --> 00:15:11.520]  或者另外一個字
[00:15:11.520 --> 00:15:13.520]  是賢福者
[00:15:13.520 --> 00:15:15.520]  賢福者的意思就是說
[00:15:15.520 --> 00:15:17.520]  我們不是很自私
[00:15:17.520 --> 00:15:18.520]  當我們經歷了
[00:15:18.520 --> 00:15:20.520]  享受了
[00:15:20.520 --> 00:15:22.520]  享受了上帝的恩典
[00:15:22.520 --> 00:15:23.520]  我們就抱著
[00:15:23.520 --> 00:15:25.520]  自己享受就可以了
[00:15:25.520 --> 00:15:27.520]  而是怎樣呢
[00:15:27.520 --> 00:15:29.520]  而是我們能夠
[00:15:29.520 --> 00:15:31.520]  透過我們
[00:15:31.520 --> 00:15:33.520]  能夠傳遞到
[00:15:33.520 --> 00:15:35.520]  上帝的恩典
[00:15:35.520 --> 00:15:37.520]  這個豈不是就是昔日
[00:15:37.520 --> 00:15:39.520]  你未知派的人
[00:15:39.520 --> 00:15:41.520]  散居在眾多的人當中
[00:15:41.520 --> 00:15:43.520]  一個很重要的
[00:15:43.520 --> 00:15:45.520]  作用、角色
[00:15:45.520 --> 00:15:47.520]  或者目的嗎
[00:15:47.520 --> 00:15:49.520]  其實這個說法
[00:15:49.520 --> 00:15:51.520]  賢福者是
[00:15:51.520 --> 00:15:53.520]  源自
[00:15:53.520 --> 00:15:55.520]  《創世紀》第十二章二節
[00:15:55.520 --> 00:15:57.520]  經文這樣說
[00:15:57.520 --> 00:15:59.520]  我必叫你成為大國
[00:15:59.520 --> 00:16:01.520]  我必賜福給你
[00:16:01.520 --> 00:16:03.520]  叫你的名為大
[00:16:03.520 --> 00:16:05.520]  你也要叫別人得福
[00:16:05.520 --> 00:16:07.520]  然後說上帝
[00:16:07.520 --> 00:16:09.520]  和阿伯蘭
[00:16:09.520 --> 00:16:11.520]  當時還未改名叫阿伯拉罕
[00:16:11.520 --> 00:16:13.520]  很早期的時候就已經說
[00:16:13.520 --> 00:16:15.520]  我必叫你成為大國
[00:16:15.520 --> 00:16:17.520]  賜福給你
[00:16:17.520 --> 00:16:19.520]  不過你怎樣
[00:16:19.520 --> 00:16:21.520]  你也要叫別人得福
[00:16:21.520 --> 00:16:23.520]  是透過你
[00:16:23.520 --> 00:16:25.520]  是藉著你
[00:16:25.520 --> 00:16:27.520]  把祝福傳遞給別人
[00:16:27.520 --> 00:16:31.520]  所以我們需要成為賢福者
[00:16:31.520 --> 00:16:33.520]  不要讓上帝的恩典
[00:16:33.520 --> 00:16:35.520]  只停留在自己
[00:16:35.520 --> 00:16:37.520]  自身上
[00:16:37.520 --> 00:16:39.520]  維諾德
[00:16:39.520 --> 00:16:41.520]  牧師寫了一本書叫
[00:16:41.520 --> 00:16:43.520]  Living in Christ's Presence
[00:16:43.520 --> 00:16:45.520]  當中他這樣形容
[00:16:45.520 --> 00:16:47.520]  作為基督的門徒
[00:16:47.520 --> 00:16:49.520]  我們要常常把祝福
[00:16:49.520 --> 00:16:51.520]  傳遞給別人
[00:16:51.520 --> 00:16:53.520]  祝福的意思是什麼
[00:16:53.520 --> 00:16:55.520]  就是把好的東西
[00:16:55.520 --> 00:16:57.520]  灌注在別人的身上
[00:16:57.520 --> 00:16:59.520]  這不是空口說的
[00:16:59.520 --> 00:17:01.520]  是一個行動
[00:17:01.520 --> 00:17:03.520]  這不單只是一個行動
[00:17:03.520 --> 00:17:05.520]  更是一份心懷
[00:17:05.520 --> 00:17:07.520]  一份心腸
[00:17:07.520 --> 00:17:09.520]  一份這樣的心
[00:17:09.520 --> 00:17:11.520]  是希望其他人也好
[00:17:11.520 --> 00:17:13.520]  即是我也好,你也好
[00:17:13.520 --> 00:17:15.520]  那種的心
[00:17:15.520 --> 00:17:17.520]  維牧師說
[00:17:17.520 --> 00:17:19.520]  按照人的那份自私
[00:17:19.520 --> 00:17:21.520]  我們都
[00:17:21.520 --> 00:17:23.520]  不會自然地
[00:17:23.520 --> 00:17:25.520]  有這份心腸
[00:17:25.520 --> 00:17:27.520]  所以我們必須
[00:17:27.520 --> 00:17:29.520]  不是單靠自己的能力
[00:17:29.520 --> 00:17:31.520]  我們必須去依靠上帝
[00:17:31.520 --> 00:17:33.520]  去加力給我們
[00:17:33.520 --> 00:17:35.520]  以致我們不單止享受祂的恩典
[00:17:35.520 --> 00:17:37.520]  更是懂得將這份恩典
[00:17:37.520 --> 00:17:39.520]  去傳遞
[00:17:39.520 --> 00:17:41.520]  去散發出去
[00:17:41.520 --> 00:17:45.520]  最近我在網上
[00:17:45.520 --> 00:17:47.520]  看到一條短片
[00:17:47.520 --> 00:17:49.520]  我覺得很可愛
[00:17:49.520 --> 00:17:51.520]  我們來看看
[00:18:19.520 --> 00:18:21.520]  如果聽不到英文不緊要
[00:18:21.520 --> 00:18:23.520]  英文字幕走得很快
[00:18:23.520 --> 00:18:25.520]  不緊要
[00:18:25.520 --> 00:18:27.520]  但起碼可以看到那條片
[00:18:27.520 --> 00:18:29.520]  那種相親相愛溫馨的場面
[00:18:29.520 --> 00:18:31.520]  是嗎?
[00:18:31.520 --> 00:18:33.520]  看到了嗎?
[00:18:33.520 --> 00:18:35.520]  我很喜歡這條片
[00:18:35.520 --> 00:18:37.520]  很可愛
[00:18:37.520 --> 00:18:39.520]  原來貓和狗
[00:18:39.520 --> 00:18:41.520]  是可以相親相愛的
[00:18:41.520 --> 00:18:43.520]  很可愛
[00:18:47.520 --> 00:18:49.520]  貓和狗是可以
[00:18:49.520 --> 00:18:51.520]  相親相愛共處的
[00:18:51.520 --> 00:18:53.520]  是嗎?
