
[00:00:00.000 --> 00:00:02.000]  當來到教會的時候
[00:01:27.000 --> 00:01:33.000]  因有一英孩為我們而生
[00:01:33.000 --> 00:01:35.000]  有一子賜給我們
[00:01:35.000 --> 00:01:38.000]  政權必擔在他的肩頭上
[00:01:38.000 --> 00:01:41.000]  他名稱為奇妙賊士
[00:01:41.000 --> 00:01:42.000]  全能的神
[00:01:42.000 --> 00:01:43.000]  永在的父
[00:01:43.000 --> 00:01:45.000]  和平的君
[00:01:45.000 --> 00:01:49.000]  他的政權與平安
[00:01:49.000 --> 00:01:51.000]  必加增無窮
[00:01:51.000 --> 00:01:53.000]  他必在大衛的寶座上
[00:01:53.000 --> 00:01:54.000]  治理他的國
[00:01:54.000 --> 00:01:58.000]  以公平公義使國堅定穩固
[00:01:58.000 --> 00:02:00.000]  從今直到永遠
[00:02:00.000 --> 00:02:02.000]  萬君子耶華的熱心
[00:02:02.000 --> 00:02:04.000]  必成就這事
[00:02:04.000 --> 00:02:06.000]  先知爾卓亞一早
[00:02:06.000 --> 00:02:09.000]  在耶穌出生以前2800多年前的時候
[00:02:09.000 --> 00:02:11.000]  已預告這位奇妙賊士
[00:02:11.000 --> 00:02:12.000]  全能的神
[00:02:12.000 --> 00:02:13.000]  永在的父
[00:02:13.000 --> 00:02:15.000]  和平君的出現
[00:02:15.000 --> 00:02:17.000]  大家都很期盼
[00:02:17.000 --> 00:02:21.000]  英國的第三繼承人的名字是什麼
[00:02:21.000 --> 00:02:25.000]  但我們的主耶穌的名字絕對是
[00:02:25.000 --> 00:02:29.000]  世界史無前例
[00:02:29.000 --> 00:02:31.000]  他是奇妙的賊士
[00:02:31.000 --> 00:02:33.000]  他是全能的神
[00:02:33.000 --> 00:02:34.000]  永在的父
[00:02:34.000 --> 00:02:36.000]  和平的君
[00:02:36.000 --> 00:02:40.000]  而這個國度是直到永遠的
[00:02:40.000 --> 00:02:43.000]  他會帶領世界真正的和平
[00:02:43.000 --> 00:02:45.000]  真正的公義
[00:02:45.000 --> 00:02:47.000]  這個不是普通的皇室貴咒
[00:02:47.000 --> 00:02:49.000]  可以保證的
[00:02:49.000 --> 00:02:51.000]  不僅爾卓亞先知有這樣的預告
[00:02:51.000 --> 00:02:53.000]  同一時期的尼加書
[00:02:53.000 --> 00:02:55.000]  先知也有這樣的記載
[00:02:55.000 --> 00:02:57.000]  我們一起讀尼加書第五章二節
[00:03:19.000 --> 00:03:21.000]  這位耶穌基督的出現
[00:03:21.000 --> 00:03:23.000]  實際上
[00:03:23.000 --> 00:03:24.000]  這位的救主
[00:03:24.000 --> 00:03:26.000]  這位新生王
[00:03:26.000 --> 00:03:28.000]  名為主耶穌基督
[00:03:28.000 --> 00:03:31.000]  確實是降生這個世界
[00:03:31.000 --> 00:03:33.000]  當耶穌基督降生的時候
[00:03:33.000 --> 00:03:37.000]  有天使將消息報給牧羊人
[00:03:37.000 --> 00:03:40.000]  當牧羊人聽到天使的喜訊的時候
[00:03:40.000 --> 00:03:41.000]  他們急不及待
[00:03:41.000 --> 00:03:44.000]  周圍將這個喜訊和天使所說的話
[00:03:44.000 --> 00:03:45.000]  傳開
[00:03:45.000 --> 00:03:48.000]  我們看路加福音第二章十節十一節
[00:03:48.000 --> 00:03:50.000]  看天使怎樣對牧羊人說
[00:03:50.000 --> 00:03:53.000]  天使對他們說
[00:03:53.000 --> 00:03:54.000]  不要懼怕
[00:03:54.000 --> 00:03:57.000]  我報給你們大喜的訊息
[00:03:57.000 --> 00:03:59.000]  是關乎萬民的
[00:03:59.000 --> 00:04:02.000]  因今天在大衛的城裡
[00:04:02.000 --> 00:04:04.000]  為你們生了救主
[00:04:04.000 --> 00:04:06.000]  就是主基督
[00:04:06.000 --> 00:04:08.000]  雖然昔日今天
[00:04:08.000 --> 00:04:11.000]  不是我們現在用的十二月二十五號
[00:04:11.000 --> 00:04:12.000]  這裡不詳細解釋了
[00:04:12.000 --> 00:04:15.000]  我們只不過選擇十二月二十五號
[00:04:15.000 --> 00:04:17.000]  是紀念救主降生
[00:04:17.000 --> 00:04:20.000]  天使對牧羊人說
[00:04:20.000 --> 00:04:21.000]  你們不用怕
[00:04:21.000 --> 00:04:23.000]  我告訴你們一個很大的訊息
[00:04:23.000 --> 00:04:24.000]  不只是關乎你們
[00:04:24.000 --> 00:04:26.000]  也不是關乎你們
[00:04:26.000 --> 00:04:30.000]  是關乎整個世界萬族萬國
[00:04:30.000 --> 00:04:33.000]  因為在大衛的城裡
[00:04:33.000 --> 00:04:35.000]  為你們生了這位救主
[00:04:35.000 --> 00:04:37.000]  就是主基督
[00:04:37.000 --> 00:04:38.000]  各位弟兄姊妹
[00:04:38.000 --> 00:04:43.000]  耶穌的降生是一個歷史不爭的事實
[00:04:43.000 --> 00:04:46.000]  究竟主耶穌是誰呢?
[00:04:46.000 --> 00:04:48.000]  祂降生
[00:04:48.000 --> 00:04:50.000]  為什麼會帶來普天同慶?
[00:04:50.000 --> 00:04:52.000]  是因為有幾天假期
[00:04:52.000 --> 00:04:54.000]  所以當然要普天同慶
[00:04:54.000 --> 00:04:56.000]  是因為我們逢二十四號晚
[00:04:56.000 --> 00:04:58.000]  我們可以通宵達旦的慶祝
[00:04:58.000 --> 00:05:00.000]  所以普天同慶是不是這樣呢?
[00:05:00.000 --> 00:05:02.000]  關於主耶穌基督
[00:05:02.000 --> 00:05:03.000]  祂是誰呢?
[00:05:03.000 --> 00:05:07.000]  整本聖經很清楚的去指明
[00:05:07.000 --> 00:05:10.000]  不過今天作為一個聖誕崇拜
[00:05:10.000 --> 00:05:12.000]  我很願意藉著
[00:05:12.000 --> 00:05:16.000]  約翰福音一章一至十八節
[00:05:16.000 --> 00:05:17.000]  似乎很平凡
[00:05:17.000 --> 00:05:19.000]  但卻是非常重要的經文
[00:05:19.000 --> 00:05:21.000]  和大家來思想
[00:05:21.000 --> 00:05:24.000]  主耶穌的降生
[00:05:24.000 --> 00:05:26.000]  不是一個平凡的降生
[00:05:26.000 --> 00:05:27.000]  祂的降生
[00:05:27.000 --> 00:05:30.000]  為什麼會帶來普天同慶?
[00:05:30.000 --> 00:05:32.000]  一至十八節
[00:05:32.000 --> 00:05:35.000]  是整個約翰福音的序言
[00:05:35.000 --> 00:05:37.000]  在一至五節裡面說到
[00:05:37.000 --> 00:05:41.000]  這個道和宇宙之間的關係
[00:05:41.000 --> 00:05:43.000]  祂在未有宇宙之前
[00:05:43.000 --> 00:05:45.000]  這個道就已經存在
[00:05:45.000 --> 00:05:48.000]  這個道和約翰的關係是什麼呢?
[00:05:48.000 --> 00:05:52.000]  約翰說我只不過是祂的先鋒
[00:05:52.000 --> 00:05:56.000]  這個道確實活在人間
[00:05:56.000 --> 00:05:59.000]  耶穌基督的降生是歷史的事實
[00:05:59.000 --> 00:06:04.000]  這個道唯有祂能夠將上帝顯明
[00:06:04.000 --> 00:06:07.000]  在一至十八節去表達出來
[00:06:07.000 --> 00:06:09.000]  這段經文告訴我
[00:06:09.000 --> 00:06:12.000]  我們聖誕的主角
[00:06:12.000 --> 00:06:14.000]  祂是神子
[00:06:14.000 --> 00:06:17.000]  祂降生你的世界
[00:06:17.000 --> 00:06:20.000]  所以我們稱為聖誕節
[00:06:20.000 --> 00:06:22.000]  神子簡單來說
[00:06:22.000 --> 00:06:25.000]  就是神的兒子
[00:06:25.000 --> 00:06:30.000]  當耶穌被祭司長等去審問的時候
[00:06:30.000 --> 00:06:32.000]  耶穌是直譯不諱
[00:06:32.000 --> 00:06:34.000]  這個的身份
[00:06:34.000 --> 00:06:37.000]  在路加福音二十二章七十節說
[00:06:37.000 --> 00:06:41.000]  他們都說這樣你是神的兒子嗎?
[00:06:41.000 --> 00:06:44.000]  耶穌說你們所說的是
[00:06:44.000 --> 00:06:48.000]  耶穌沒有否定他是神的兒子
[00:06:48.000 --> 00:06:50.000]  但耶穌是不是只是神的兒子
[00:06:50.000 --> 00:06:56.000]  甚至只不過是上帝所創造的其中一位呢?
[00:06:56.000 --> 00:06:58.000]  這個神子
[00:06:58.000 --> 00:07:00.000]  我們必須要透過
[00:07:00.000 --> 00:07:02.000]  約翰福音一章十八節
[00:07:02.000 --> 00:07:05.000]  這節的聖經去深入的清楚的了解
[00:07:05.000 --> 00:07:08.000]  我們讀第一章第十八節
[00:07:08.000 --> 00:07:11.000]  從來沒有人看見神
[00:07:11.000 --> 00:07:14.000]  只有在乎懷裡的獨生子
[00:07:14.000 --> 00:07:16.000]  將祂表明出來
[00:07:16.000 --> 00:07:19.000]  這位神子不是只不過是神的兒子
[00:07:19.000 --> 00:07:24.000]  乃是在乎懷裡的獨生子
[00:07:24.000 --> 00:07:26.000]  什麼叫獨生子呢?
[00:07:26.000 --> 00:07:27.000]  獨生
[00:07:27.000 --> 00:07:28.000]  基本的意思
[00:07:28.000 --> 00:07:30.000]  就是只有一個
[00:07:30.000 --> 00:07:31.000]  only one
[00:07:31.000 --> 00:07:32.000]  唯一的
[00:07:32.000 --> 00:07:34.000]  沒有其他的
[00:07:34.000 --> 00:07:38.000]  耶穌獨生子的意思是表面
[00:07:38.000 --> 00:07:41.000]  表示祂在神的本質裡
[00:07:41.000 --> 00:07:43.000]  是唯一的成員
[00:07:43.000 --> 00:07:45.000]  你和我沒有分別
[00:07:45.000 --> 00:07:47.000]  任何世界上一個偉人
[00:07:47.000 --> 00:07:50.000]  都沒有分別於獨生子的關係裡
[00:07:50.000 --> 00:07:53.000]  只有耶穌被稱為獨生子
[00:07:53.000 --> 00:07:55.000]  因為只有耶穌的本質
[00:07:55.000 --> 00:07:57.000]  是屬於上帝
[00:07:57.000 --> 00:07:59.000]  只有耶穌這個道
[00:07:59.000 --> 00:08:02.000]  是能夠深切的認識上帝
[00:08:02.000 --> 00:08:06.000]  約翰福音精彩在於什麼呢?
[00:08:06.000 --> 00:08:09.000]  他很能夠將耶穌的身份
[00:08:09.000 --> 00:08:11.000]  和祂和神的關係
[00:08:11.000 --> 00:08:13.000]  很具體的表達
[00:08:13.000 --> 00:08:15.000]  在單單這一節聖經
[00:08:15.000 --> 00:08:17.000]  或者這一段聖經裡
[00:08:17.000 --> 00:08:19.000]  約翰將神和道成肉身
[00:08:19.000 --> 00:08:21.000]  兩個很重要的關係
[00:08:21.000 --> 00:08:23.000]  緊扣在一起
[00:08:23.000 --> 00:08:26.000]  正如羅馬書第六九章第五節
[00:08:26.000 --> 00:08:29.000]  我們一起看螢光幕一起讀
[00:08:29.000 --> 00:08:32.000]  列祖就是他們的祖宗
[00:08:32.000 --> 00:08:34.000]  按肉體說
[00:08:34.000 --> 00:08:37.000]  基督也是從他們出來的
[00:08:37.000 --> 00:08:39.000]  祂是在萬有之上
[00:08:39.000 --> 00:08:41.000]  永遠可稱頌的神
[00:08:41.000 --> 00:08:42.000]  阿們
[00:08:42.000 --> 00:08:43.000]  在約翰
[00:08:43.000 --> 00:08:46.000]  在保羅的觀念裡
[00:08:46.000 --> 00:08:47.000]  這個道
[00:08:47.000 --> 00:08:48.000]  這位耶穌的道
[00:08:48.000 --> 00:08:50.000]  沒錯是道成肉身
[00:08:50.000 --> 00:08:52.000]  祂本身就是神
[00:08:52.000 --> 00:08:54.000]  而且萬有之上
[00:08:54.000 --> 00:08:57.000]  永遠可稱頌的神
[00:08:57.000 --> 00:08:59.000]  一起讀一章一節
[00:08:59.000 --> 00:09:01.000]  太初有道
[00:09:01.000 --> 00:09:03.000]  道與神同在
[00:09:03.000 --> 00:09:05.000]  道就似神
[00:09:05.000 --> 00:09:06.000]  很熟悉的
[00:09:06.000 --> 00:09:09.000]  十幾個字的經文
[00:09:09.000 --> 00:09:11.000]  但非常的重要
[00:09:11.000 --> 00:09:13.000]  太初是什麼呢?
[00:09:13.000 --> 00:09:14.000]  在未有宇宙
[00:09:14.000 --> 00:09:16.000]  或者宇宙未創造之前
[00:09:16.000 --> 00:09:18.000]  的一個時間
[00:09:18.000 --> 00:09:20.000]  或者一個領域裡
[00:09:20.000 --> 00:09:22.000]  原來道就已經存在
[00:09:22.000 --> 00:09:24.000]  道在希臘人的
[00:09:24.000 --> 00:09:27.000]  字裡有一個意思
[00:09:27.000 --> 00:09:28.000]  說出來的說話
[00:09:28.000 --> 00:09:30.000]  好像在日本說的聖言
[00:09:30.000 --> 00:09:32.000]  神聖的言語
[00:09:32.000 --> 00:09:35.000]  原來在宇宙未創造之前
[00:09:35.000 --> 00:09:37.000]  原來就有聖言
[00:09:37.000 --> 00:09:39.000]  有道理存在
[00:09:39.000 --> 00:09:41.000]  簡單來說
[00:09:41.000 --> 00:09:42.000]  在希臘人裡
[00:09:42.000 --> 00:09:44.000]  道就是指道理
[00:09:44.000 --> 00:09:45.000]  智慧
[00:09:45.000 --> 00:09:47.000]  或者是宇宙萬物
[00:09:47.000 --> 00:09:49.000]  所根本的道理
[00:09:49.000 --> 00:09:51.000]  不過在猶太人不同
[00:09:51.000 --> 00:09:52.000]  猶太人的觀念
[00:09:52.000 --> 00:09:53.000]  道是什麼呢?
[00:09:53.000 --> 00:09:55.000]  道直接就是指上帝
[00:09:55.000 --> 00:09:56.000]  在《針研》
[00:09:56.000 --> 00:09:57.000]  在《異塞亞書》
[00:09:57.000 --> 00:09:58.000]  很多舊的經文
[00:09:58.000 --> 00:10:01.000]  說到神的話和智慧
[00:10:01.000 --> 00:10:03.000]  原來在未有世界
[00:10:03.000 --> 00:10:05.000]  創造之前
[00:10:05.000 --> 00:10:07.000]  道就與神同在
[00:10:07.000 --> 00:10:10.000]  所以無論在猶太人
[00:10:10.000 --> 00:10:11.000]  在希臘人
[00:10:11.000 --> 00:10:13.000]  看道都非常的重視
[00:10:13.000 --> 00:10:15.000]  而猶太人更加是
[00:10:15.000 --> 00:10:18.000]  道直接就是指上帝
[00:10:18.000 --> 00:10:19.000]  這個也是約翰
[00:10:19.000 --> 00:10:22.000]  在一章一節想表達
[00:10:22.000 --> 00:10:24.000]  約翰要告訴所有讀者
[00:10:24.000 --> 00:10:26.000]  在未有世界之前
[00:10:26.000 --> 00:10:28.000]  耶穌基督
[00:10:28.000 --> 00:10:29.000]  這個道
[00:10:29.000 --> 00:10:30.000]  這個真理
[00:10:30.000 --> 00:10:32.000]  就已經存在
[00:10:32.000 --> 00:10:34.000]  祂就是神
[00:10:34.000 --> 00:10:35.000]  祂和上帝
[00:10:35.000 --> 00:10:36.000]  在未有你和我
[00:10:36.000 --> 00:10:38.000]  未有世界之前
[00:10:38.000 --> 00:10:39.000]  上帝和道
[00:10:39.000 --> 00:10:40.000]  耶穌
[00:10:40.000 --> 00:10:41.000]  就已經有來往
[00:10:41.000 --> 00:10:44.000]  彼此有相交
[00:10:44.000 --> 00:10:45.000]  我們一起看一章
[00:10:45.000 --> 00:10:48.000]  一至十七節好嗎?
[00:10:48.000 --> 00:10:49.000]  預備起
[00:10:49.000 --> 00:10:52.000]  律法本是藉著摩西傳的
[00:10:52.000 --> 00:10:54.000]  因典和真理
[00:10:54.000 --> 00:10:56.000]  都是由耶穌基督來的
[00:10:56.000 --> 00:10:58.000]  約翰很想表達
[00:10:58.000 --> 00:11:00.000]  這個真理就是神
[00:11:00.000 --> 00:11:02.000]  耶穌就是神
[00:11:02.000 --> 00:11:04.000]  不過這個耶穌
[00:11:04.000 --> 00:11:05.000]  不是聖父
[00:11:05.000 --> 00:11:07.000]  祂被稱為聖子
[00:11:07.000 --> 00:11:09.000]  好像很混亂
[00:11:09.000 --> 00:11:11.000]  但我希望你知道
[00:11:11.000 --> 00:11:12.000]  耶穌是聖子
[00:11:12.000 --> 00:11:13.000]  祂是道
[00:11:13.000 --> 00:11:15.000]  祂本身就是神
[00:11:15.000 --> 00:11:18.000]  因為祂是副獨生子
[00:11:18.000 --> 00:11:20.000]  這件事不僅是約翰去表達
[00:11:20.000 --> 00:11:22.000]  不僅是保羅去表達
[00:11:22.000 --> 00:11:24.000]  耶穌也對門徒說
[00:11:24.000 --> 00:11:26.000]  我與父
[00:11:26.000 --> 00:11:29.000]  緣為一
[00:11:29.000 --> 00:11:30.000]  在約翰裡面
[00:11:30.000 --> 00:11:31.000]  耶穌不斷說
[00:11:31.000 --> 00:11:34.000]  我是道路真理生命
[00:11:34.000 --> 00:11:35.000]  我是葡萄樹
[00:11:35.000 --> 00:11:37.000]  我是生命的糧
[00:11:37.000 --> 00:11:38.000]  我是活水
[00:11:38.000 --> 00:11:40.000]  我是世上的光
[00:11:40.000 --> 00:11:42.000]  表達什麼呢?
[00:11:42.000 --> 00:11:45.000]  表達祂就是上帝
[00:11:45.000 --> 00:11:46.000]  所以神子降世
[00:11:46.000 --> 00:11:47.000]  簡單來說
[00:11:47.000 --> 00:11:51.000]  就是神親自降世
[00:11:51.000 --> 00:11:53.000]  來到這個世界
[00:11:53.000 --> 00:11:55.000]  這位神不僅降世
[00:11:55.000 --> 00:11:57.000]  祂是誰呢?
[00:11:57.000 --> 00:12:00.000]  祂是萬物的創造者
[00:12:00.000 --> 00:12:04.000]  我們一起看一章三節和四節
[00:12:04.000 --> 00:12:05.000]  預備起
[00:12:05.000 --> 00:12:08.000]  物是藉著他造的
[00:12:08.000 --> 00:12:09.000]  凡被造的
[00:12:09.000 --> 00:12:12.000]  沒有一樣不是藉著他造的
[00:12:12.000 --> 00:12:14.000]  生命在他裡
[00:12:14.000 --> 00:12:17.000]  這生命就是人的光
[00:12:17.000 --> 00:12:19.000]  這裡帶出了什麼呢?
[00:12:19.000 --> 00:12:20.000]  這位的耶穌
[00:12:20.000 --> 00:12:21.000]  這位的上帝
[00:12:21.000 --> 00:12:23.000]  祂是創造主
[00:12:23.000 --> 00:12:24.000]  祂是人類的光
[00:12:24.000 --> 00:12:28.000]  是人類的盼望
[00:12:28.000 --> 00:12:30.000]  所以神子降生
[00:12:30.000 --> 00:12:32.000]  為什麼是普天同慶?
[00:12:32.000 --> 00:12:33.000]  為什麼這麼有普世性?
[00:12:33.000 --> 00:12:35.000]  不僅是我們傳統中國人
[00:12:35.000 --> 00:12:36.000]  要紀念的東西
[00:12:36.000 --> 00:12:38.000]  因為祂是關乎世界的
[00:12:38.000 --> 00:12:40.000]  祂是創造的主
[00:12:40.000 --> 00:12:43.000]  祂是全人類真正的盼望
[00:12:43.000 --> 00:12:48.000]  可以說聖誕節沒有其他指向
[00:12:48.000 --> 00:12:50.000]  只有指向這位創造的主
[00:12:50.000 --> 00:12:53.000]  人類盼望的真光
[00:12:53.000 --> 00:12:55.000]  因為在歷史
[00:12:55.000 --> 00:12:58.000]  歷世歷代到現在
[00:12:58.000 --> 00:13:01.000]  沒有一個人可以和神子耶穌基督相比
[00:13:01.000 --> 00:13:03.000]  只有祂是上帝
[00:13:03.000 --> 00:13:04.000]  只有祂是神
[00:13:04.000 --> 00:13:08.000]  而且獨一永存的上帝
[00:13:08.000 --> 00:13:10.000]  那麼尊貴的上帝
[00:13:10.000 --> 00:13:14.000]  為什麼又謙卑離隊的塵世呢?
[00:13:14.000 --> 00:13:16.000]  可能我們都不明白
[00:13:16.000 --> 00:13:18.000]  為什麼聖誕節
[00:13:18.000 --> 00:13:20.000]  就算這麼多人不知道
[00:13:20.000 --> 00:13:22.000]  都會普天同慶
[00:13:22.000 --> 00:13:24.000]  還慶祝這麼多年呢?
[00:13:24.000 --> 00:13:28.000]  根據我們剛才所讀的經文
[00:13:28.000 --> 00:13:30.000]  帶出一個很重要的訊息
[00:13:30.000 --> 00:13:33.000]  這位神降世
[00:13:33.000 --> 00:13:36.000]  祂給人有生命
[00:13:36.000 --> 00:13:38.000]  根據剛才所讀的經文
[00:13:38.000 --> 00:13:40.000]  祂給我們什麼生命呢?
[00:13:40.000 --> 00:13:42.000]  我們一起讀一章第十二節
[00:14:08.000 --> 00:14:10.000]  這個聖經告訴我們
[00:14:10.000 --> 00:14:11.000]  只有信祂的人
[00:14:11.000 --> 00:14:12.000]  接受祂的人
[00:14:12.000 --> 00:14:13.000]  接待祂的人
[00:14:13.000 --> 00:14:15.000]  那些不接受不接待的人
[00:14:15.000 --> 00:14:16.000]  沒有這個生命
[00:14:16.000 --> 00:14:18.000]  沒有這個身份
[00:14:18.000 --> 00:14:19.000]  簡單來說
[00:14:19.000 --> 00:14:21.000]  這位神子降生
[00:14:21.000 --> 00:14:24.000]  是要給我們一個很尊貴的身份
[00:14:24.000 --> 00:14:26.000]  曾幾何時
[00:14:26.000 --> 00:14:28.000]  你和我可能都很羨慕做某某人的兒子
[00:14:28.000 --> 00:14:30.000]  或者做某某人的女兒
[00:14:30.000 --> 00:14:33.000]  我希望你對父母說
[00:14:33.000 --> 00:14:35.000]  我很有幸成為你的子女
[00:14:35.000 --> 00:14:38.000]  你的父母就會很開心
[00:14:38.000 --> 00:14:40.000]  但是頂姐妹
[00:14:40.000 --> 00:14:42.000]  不在於你怎麼想
[00:14:42.000 --> 00:14:43.000]  我很想今天你知道
[00:14:43.000 --> 00:14:45.000]  在這個聖誕節的日子裡面
[00:14:45.000 --> 00:14:46.000]  你要知道
[00:14:46.000 --> 00:14:47.000]  你和我
[00:14:47.000 --> 00:14:48.000]  因著耶穌降生
[00:14:48.000 --> 00:14:50.000]  因著你和我信耶穌
[00:14:50.000 --> 00:14:54.000]  我們擁有一個很尊貴的身份和生命
[00:14:54.000 --> 00:14:56.000]  就是我們是神的子女
[00:14:56.000 --> 00:14:58.000]  我們擁有上帝給我們的生命
[00:14:58.000 --> 00:15:00.000]  我們再看另一段經文更加清楚
[00:15:00.000 --> 00:15:02.000]  加泰書第四章五節七節
[00:15:02.000 --> 00:15:03.000]  一起讀好嗎?
[00:15:03.000 --> 00:15:06.000]  讀出來
[00:15:06.000 --> 00:15:25.000]  頂姐妹
[00:15:25.000 --> 00:15:27.000]  這段經文更加清楚告訴你
[00:15:27.000 --> 00:15:29.000]  我們可以叫父神
[00:15:29.000 --> 00:15:31.000]  不單是很敬畏
[00:15:31.000 --> 00:15:32.000]  很尊貴的上帝
[00:15:32.000 --> 00:15:34.000]  我們還可以
[00:15:34.000 --> 00:15:35.000]  天父
[00:15:35.000 --> 00:15:36.000]  阿爸父
[00:15:36.000 --> 00:15:38.000]  世上有哪個宗教的教主
[00:15:38.000 --> 00:15:40.000]  容許你這樣叫?
[00:15:40.000 --> 00:15:42.000]  甚至連教主是誰
[00:15:42.000 --> 00:15:43.000]  我們都不敢望
[00:15:43.000 --> 00:15:45.000]  但是我們的天父
[00:15:45.000 --> 00:15:46.000]  我們竟然可以說
[00:15:46.000 --> 00:15:47.000]  親愛的天父
[00:15:47.000 --> 00:15:49.000]  我感謝讚美你
[00:15:49.000 --> 00:15:52.000]  原來頂姐妹利用一個這麼尊貴
[00:15:52.000 --> 00:15:55.000]  這麼親切的一個身份和關係
[00:15:55.000 --> 00:15:56.000]  你知不知道?
[00:15:56.000 --> 00:15:58.000]  還是因為你還在做夢
[00:15:58.000 --> 00:16:00.000]  如果我有機會做她的子女就好了
[00:16:00.000 --> 00:16:02.000]  不要再做夢了
[00:16:02.000 --> 00:16:03.000]  頂姐妹
[00:16:03.000 --> 00:16:05.000]  我們擁有這麼尊貴的身份
[00:16:05.000 --> 00:16:08.000]  我們不再是奴僕
[00:16:08.000 --> 00:16:11.000]  我們可以成為神的後製
[00:16:11.000 --> 00:16:13.000]  什麼是後製?
[00:16:13.000 --> 00:16:15.000]  就是繼承人
[00:16:15.000 --> 00:16:18.000]  我們不只是遺產的執行者
[00:16:18.000 --> 00:16:22.000]  我們更加是遺產的繼承人
[00:16:22.000 --> 00:16:23.000]  當然上帝不是死了
[00:16:23.000 --> 00:16:24.000]  所以我們繼承
[00:16:24.000 --> 00:16:27.000]  意思就是我們擁有上帝的一切
[00:16:27.000 --> 00:16:29.000]  耶穌就是我們的產業
[00:16:29.000 --> 00:16:33.000]  我們將來是擁有一切的豐盛
[00:16:33.000 --> 00:16:34.000]  所以你今天你和我
[00:16:34.000 --> 00:16:36.000]  不需要再為世界的東西
[00:16:36.000 --> 00:16:39.000]  太過過分操心
[00:16:39.000 --> 00:16:42.000]  追求世界會過去的物質
[00:16:42.000 --> 00:16:47.000]  否則這個世界都會除火毀滅
[00:16:47.000 --> 00:16:48.000]  所以頂姐妹
[00:16:48.000 --> 00:16:50.000]  既然我們是神的後製
[00:16:50.000 --> 00:16:52.000]  是神的兒女
[00:16:52.000 --> 00:16:53.000]  擁有這麼尊貴的生命
[00:16:53.000 --> 00:16:55.000]  我們是不是應該普天同慶?
[00:16:55.000 --> 00:16:56.000]  是不是?
[00:16:56.000 --> 00:16:59.000]  就算待會要上班都普天同慶
[00:16:59.000 --> 00:17:00.000]  是不是?
[00:17:00.000 --> 00:17:01.000]  就算明天要有事做
[00:17:01.000 --> 00:17:03.000]  是不是要普天同慶?
[00:17:03.000 --> 00:17:06.000]  因為我們擁有這麼尊貴的身份
[00:17:06.000 --> 00:17:08.000]  大家都認識Nick
[00:17:08.000 --> 00:17:11.000]  沒有手沒有腳
[00:17:11.000 --> 00:17:12.000]  曾經何時
[00:17:12.000 --> 00:17:13.000]  因為他這個樣子
[00:17:13.000 --> 00:17:14.000]  他不敢見人
[00:17:14.000 --> 00:17:16.000]  為什麼他上學的時候
[00:17:16.000 --> 00:17:17.000]  被同學笑
[00:17:17.000 --> 00:17:18.000]  這個怪物
[00:17:18.000 --> 00:17:19.000]  你是什麼來的?
[00:17:19.000 --> 00:17:21.000]  整個東西
[00:17:21.000 --> 00:17:22.000]  很淒涼
[00:17:22.000 --> 00:17:23.000]  他因為這個樣子
[00:17:23.000 --> 00:17:25.000]  曾經想自殺
[00:17:25.000 --> 00:17:27.000]  你和我都可能會這樣想
