
[00:00:00.000 --> 00:00:03.400]  究竟你繞路的過程容易迷路
[00:06:23.440 --> 00:06:28.360]  希伯來書就提醒人生很多路的
[00:06:28.360 --> 00:06:29.880]  很多路的
[00:06:29.880 --> 00:06:31.120]  特別我們到這個國家
[00:06:31.120 --> 00:06:34.840]  是離神越來越遠的地方了
[00:06:34.840 --> 00:06:36.240]  因此在這個過程當中
[00:06:36.240 --> 00:06:37.560]  就要留心
[00:06:37.560 --> 00:06:41.840]  你一定很曠野很多路
[00:06:41.840 --> 00:06:46.160]  你需要handle方向盤
[00:06:46.160 --> 00:06:48.240]  這是民宿記的核心
[00:06:48.240 --> 00:06:50.680]  也是希伯來書所呈現
[00:06:50.680 --> 00:06:53.640]  那個舊恩的出路是記得方向盤
[00:06:53.640 --> 00:06:55.400]  所以我在今天記的這一段
[00:06:55.400 --> 00:06:57.000]  特別是給
[00:06:57.000 --> 00:06:59.280]  你不是在美國出生的人
[00:06:59.280 --> 00:07:00.600]  是移民來的人
[00:07:00.600 --> 00:07:03.560]  都舉起手來笑
[00:07:03.560 --> 00:07:04.480]  你不舉手的話
[00:07:04.480 --> 00:07:06.000]  大概是講英文的
[00:07:06.000 --> 00:07:07.640]  或是廣東話的
[00:07:07.640 --> 00:07:09.800]  是給我們這些移民客
[00:07:09.800 --> 00:07:12.160]  聖經是有移民神學的
[00:07:12.160 --> 00:07:14.840]  他們是在曠野移民的
[00:07:14.840 --> 00:07:17.680]  迦南帝是他們最後的目標
[00:07:17.680 --> 00:07:19.760]  亞伯拉尼是移民的
[00:07:19.760 --> 00:07:22.520]  亞伯拉尼的路也是很多路
[00:07:22.520 --> 00:07:25.080]  跟他重走的羅德時代
[00:07:25.080 --> 00:07:27.960]  摩押平原太太變成岩柱
[00:07:27.960 --> 00:07:29.120]  同樣移民的過程
[00:07:29.120 --> 00:07:32.960]  很多人如果沒有方向盤
[00:07:32.960 --> 00:07:35.240]  信仰不重要了
[00:07:35.240 --> 00:07:38.240]  侍奉上帝不重要了
[00:07:38.240 --> 00:07:39.320]  你看到羅德的太太
[00:07:39.320 --> 00:07:40.160]  變成岩柱的時候
[00:07:40.160 --> 00:07:43.160]  他後悔太晚了
[00:07:43.160 --> 00:07:44.960]  所以希伯來書是藉著民宿祭
[00:07:44.960 --> 00:07:47.240]  這一事情的警告
[00:07:47.240 --> 00:07:48.280]  人家有營住活住
[00:07:48.280 --> 00:07:50.440]  你就跟著不是很好嗎
[00:07:50.440 --> 00:07:52.480]  該叫你休息就停休息
[00:07:52.480 --> 00:07:54.640]  約會停下來就停下來
[00:07:54.640 --> 00:07:55.640]  明天要動手術
[00:07:55.640 --> 00:07:57.040]  明天要辦身分
[00:07:57.040 --> 00:07:58.320]  辦美國PR
[00:07:58.320 --> 00:08:00.200]  護照要面試
[00:08:00.200 --> 00:08:03.320]  交給上帝今天在我面前
[00:08:03.320 --> 00:08:05.360]  就像剛剛所唱的詩
[00:08:05.360 --> 00:08:06.640]  伊麗麥茲
[00:08:06.640 --> 00:08:09.680]  主啊我願意把交託
[00:08:09.680 --> 00:08:12.680]  我到主祢面前來
[00:08:12.680 --> 00:08:14.280]  摩西願意伊麗麥茲
[00:08:14.280 --> 00:08:15.520]  等一下我們要唱那首詩
[00:08:15.520 --> 00:08:17.640]  請幫我們最後和音的時候彈那首
[00:08:17.640 --> 00:08:18.280]  很美
[00:08:18.280 --> 00:08:20.520]  剛剛葛木斯就建議我彈那首
[00:08:20.520 --> 00:08:22.520]  一彈我就很感動
[00:08:22.520 --> 00:08:23.960]  摩西願意
[00:08:23.960 --> 00:08:29.200]  120年當中有80年在曠野過日子
[00:08:29.200 --> 00:08:30.960]  他願意
[00:08:30.960 --> 00:08:31.440]  我願意
[00:08:31.440 --> 00:08:32.760]  說主啊我願意
[00:08:32.760 --> 00:08:33.680]  明天我移民
[00:08:33.680 --> 00:08:35.320]  我的兒孫的壓力
[00:08:35.320 --> 00:08:36.120]  婚姻的壓力
[00:08:36.120 --> 00:08:37.600]  工作的壓力
[00:08:37.600 --> 00:08:40.280]  通通交託下來
[00:08:40.280 --> 00:08:42.120]  我需要方向盤
[00:08:42.120 --> 00:08:43.440]  所以我今天講得非常單純
[00:08:43.440 --> 00:08:44.920]  就是Handle
[00:08:44.920 --> 00:08:48.000]  Otherwise 很多路
[00:08:48.000 --> 00:08:50.320]  No matter how many 很多路
[00:08:50.320 --> 00:08:52.360]  你只要Handle
[00:08:52.360 --> 00:08:54.000]  You are safe
[00:08:54.000 --> 00:08:56.520]  在這個移民的過程
[00:08:56.520 --> 00:08:58.840]  十個重點又必須下來
[00:08:58.840 --> 00:09:02.400]  開始進入你剛剛藍色的背後
[00:09:02.400 --> 00:09:03.800]  第一
[00:09:03.800 --> 00:09:08.920]  人生是通往永恆前的不歸路
[00:09:08.920 --> 00:09:12.040]  人生是通往永恆前的不歸路
[00:09:12.040 --> 00:09:13.160]  除了埃及
[00:09:13.160 --> 00:09:16.800]  進迦南地的路上不會再回去
[00:09:16.800 --> 00:09:17.840]  不會再回去
[00:09:17.840 --> 00:09:19.360]  摩西後來死在曠野
[00:09:19.360 --> 00:09:20.080]  摩亞平原
[00:09:20.080 --> 00:09:22.840]  也沒有再回埃及地
[00:09:22.840 --> 00:09:25.240]  我們當中很多人可能一輩子不會再回中國
[00:09:25.240 --> 00:09:26.360]  常住
[00:09:26.360 --> 00:09:28.520]  偶爾visit
[00:09:28.520 --> 00:09:31.320]  這條路是不歸路
[00:09:31.320 --> 00:09:32.680]  是不歸路
[00:09:32.680 --> 00:09:36.360]  因為基督教的時間觀是直線
[00:09:36.360 --> 00:09:37.480]  它不像佛教
[00:09:37.480 --> 00:09:40.600]  佛教的時間觀是什麼
[00:09:40.600 --> 00:09:42.360]  圓的
[00:09:42.360 --> 00:09:43.960]  釋迦牟尼沒有聖經特殊
[00:09:43.960 --> 00:09:45.320]  豈是以為太陽上去
[00:09:45.320 --> 00:09:46.800]  明天再出來
[00:09:46.800 --> 00:09:49.200]  花謝了明年再開
[00:09:49.200 --> 00:09:51.440]  就以為是圓的
[00:09:51.440 --> 00:09:52.040]  不
[00:09:52.040 --> 00:09:54.720]  你知道是直線
[00:09:54.720 --> 00:09:57.120]  創始成終
[00:09:57.120 --> 00:09:58.680]  往未來再跑
[00:09:58.680 --> 00:10:00.800]  是直線
[00:10:00.800 --> 00:10:03.520]  而且越來越快
[00:10:03.520 --> 00:10:04.920]  越來越快
[00:10:04.920 --> 00:10:06.520]  請問你現在對一年的感覺
[00:10:06.520 --> 00:10:09.080]  跟小時候對一年的感覺哪一個比較快
[00:10:09.080 --> 00:10:10.760]  同樣一年
[00:10:10.760 --> 00:10:13.120]  現在快還是小時候快
[00:10:13.120 --> 00:10:14.600]  覺得越來越快的舉起手來一下
[00:10:14.600 --> 00:10:15.320]  一年就過去了
[00:10:15.320 --> 00:10:16.320]  舉起手來一下
[00:10:16.320 --> 00:10:17.240]  舉高
[00:10:17.240 --> 00:10:18.040]  隔壁告訴他
[00:10:18.040 --> 00:10:19.040]  你差不多了啦
[00:10:19.040 --> 00:10:27.160]  你現在到死之前哪一天最年輕
[00:10:27.160 --> 00:10:30.760]  你的配偶現在到死之前哪一天最年輕
[00:10:30.760 --> 00:10:34.600]  你什麼時候該愛你的配偶
[00:10:34.600 --> 00:10:35.720]  現在
[00:10:35.720 --> 00:10:37.800]  他現在最漂亮
[00:10:37.800 --> 00:10:40.920]  什麼時候該拍張照片給葛牧師做
[00:10:40.920 --> 00:10:44.400]  給你幫做追思禮拜用的照片
[00:10:44.400 --> 00:10:46.680]  什麼時候該拍
[00:10:46.680 --> 00:10:50.400]  現在拍了就不要再拍了
[00:10:50.400 --> 00:10:52.360]  你還在夢想
[00:10:52.360 --> 00:10:55.160]  差不多超過四十歲舉起手來一下
[00:10:55.160 --> 00:10:56.640]  舉高
[00:10:56.640 --> 00:10:57.640]  超過四十歲舉高
[00:10:57.640 --> 00:10:58.480]  隔壁告訴他
[00:10:58.480 --> 00:11:02.800]  不要再夢想初戀情人了啦
[00:11:02.800 --> 00:11:04.360]  是直線
[00:11:04.360 --> 00:11:08.760]  你不服伺上帝你確定有機會嗎
[00:11:08.760 --> 00:11:12.160]  你不孝順父母你確定你有機會嗎
[00:11:12.160 --> 00:11:14.520]  兒女空巢之後再來後悔
[00:11:14.520 --> 00:11:16.920]  他們怎麼不見了
[00:11:16.920 --> 00:11:18.080]  有孩子的舉起手來一下
[00:11:18.080 --> 00:11:21.120]  孩子還住家裡的舉起手來一下
[00:11:21.120 --> 00:11:21.520]  舉高
[00:11:21.520 --> 00:11:22.400]  隔壁告訴他
[00:11:22.400 --> 00:11:25.040]  好好珍惜
[00:11:25.040 --> 00:11:26.880]  不要關心House
[00:11:26.880 --> 00:11:30.040]  卻不關心Home
[00:11:30.040 --> 00:11:31.520]  只是為了賺錢
[00:11:31.520 --> 00:11:33.760]  忙事業
[00:11:33.760 --> 00:11:35.760]  房子更大
[00:11:35.760 --> 00:11:39.560]  Home不見了
[00:11:39.560 --> 00:11:41.720]  這條不歸路
[00:11:41.720 --> 00:11:44.120]  你需要方向盤
[00:11:44.120 --> 00:11:47.600]  這是第一
[00:11:47.600 --> 00:11:48.360]  而且越來越快
[00:11:48.360 --> 00:11:50.960]  第二
[00:11:50.960 --> 00:11:55.240]  人生上半場是為下半場而預備的
[00:11:55.240 --> 00:11:59.000]  摩西是如此八十歲
[00:11:59.000 --> 00:11:59.800]  等下談耶穌亞
[00:11:59.800 --> 00:12:01.200]  耶穌亞也是如此
[00:12:01.200 --> 00:12:04.520]  他出埃及的時候四十歲
[00:12:04.520 --> 00:12:07.160]  在曠野脫流四十年
[00:12:07.160 --> 00:12:11.880]  八十來歲進迦南帝征戰
[00:12:11.880 --> 00:12:15.320]  上帝預備他進最後的八十歲之後
[00:12:15.320 --> 00:12:17.240]  進迦南帝
[00:12:17.240 --> 00:12:20.080]  所有上半場的熬練
[00:12:20.080 --> 00:12:22.480]  所有的創造成失敗
[00:12:22.480 --> 00:12:24.200]  甚至婚姻的痛苦
[00:12:24.200 --> 00:12:25.560]  憂鬱症之後走出來
[00:12:25.560 --> 00:12:30.320]  可以幫助以後移民的人有憂鬱症
[00:12:30.320 --> 00:12:33.320]  人生上半場是為下半場預備的
[00:12:33.320 --> 00:12:35.280]  就是下半場摩西
[00:12:35.280 --> 00:12:38.160]  八十歲之後更重要
[00:12:38.160 --> 00:12:39.840]  所以超過六十歲舉起手來一下
[00:12:39.840 --> 00:12:41.120]  我六十了
[00:12:41.120 --> 00:12:43.000]  舉高
[00:12:43.000 --> 00:12:43.800]  隔壁告訴他
[00:12:43.800 --> 00:12:46.160]  你越來越重要了
[00:12:46.160 --> 00:12:48.720]  那這些很重要就很重要就記得
[00:12:48.720 --> 00:12:50.560]  退休的特別為退休的舉起手來一下
[00:12:50.560 --> 00:12:51.600]  退休的
[00:12:51.600 --> 00:12:53.160]  舉高
[00:12:53.160 --> 00:12:56.200]  退休如果你沒有被上帝用的話
[00:12:56.200 --> 00:12:58.920]  你就是Peter Drucker講的對
[00:12:58.920 --> 00:13:00.320]  他說你沒有預備下
[00:13:00.320 --> 00:13:01.960]  退休以後幹什麼事的話
[00:13:01.960 --> 00:13:05.080]  你就等死
[00:13:05.080 --> 00:13:08.600]  除非你懂了退休的英文怎麼說
[00:13:08.600 --> 00:13:12.120]  就是換輪胎
[00:13:12.120 --> 00:13:14.240]  退休了舉起手來一下
[00:13:14.240 --> 00:13:15.760]  退休了
[00:13:15.760 --> 00:13:17.320]  準備換輪胎
[00:13:17.320 --> 00:13:20.440]  早點找牧師說我可以做探訪
[00:13:20.440 --> 00:13:23.960]  我說你虛空的虛空凡事
[00:13:23.960 --> 00:13:27.120]  傳到處在談這個
[00:13:27.120 --> 00:13:30.760]  所以第二你記得下半場更重要
[00:13:30.760 --> 00:13:31.280]  這是第二
[00:13:31.280 --> 00:13:34.080]  我也了解我的時間下半場不多
[00:13:34.080 --> 00:13:34.960]  需要珍惜
[00:13:34.960 --> 00:13:35.280]  這是第二
[00:13:35.280 --> 00:13:36.680]  第三
[00:13:36.680 --> 00:13:41.680]  曠野乃不定不安
[00:13:41.680 --> 00:13:45.560]  無從掌控的地方
[00:13:45.560 --> 00:13:48.640]  曠野是不定不安
[00:13:48.640 --> 00:13:51.520]  突然亞馬利人打進來了
[00:13:51.520 --> 00:13:55.280]  突然癌症進來了
[00:13:55.280 --> 00:13:57.720]  人生有時候很意外的
[00:13:57.720 --> 00:14:02.120]  突然巴男跟巴樂可能來咒術以色列人
[00:14:02.120 --> 00:14:03.240]  突然交了這個男生
[00:14:03.240 --> 00:14:06.720]  誰知道會搞得我一輩子痛苦
[00:14:06.720 --> 00:14:11.080]  突然買了這個股票可能垮
[00:14:11.080 --> 00:14:13.640]  太多意外
[00:14:13.640 --> 00:14:15.680]  難怪詩篇說在我敵人面前
[00:14:15.680 --> 00:14:17.480]  你為我擺設什麼
[00:14:17.480 --> 00:14:19.400]  是有敵人
[00:14:19.400 --> 00:14:20.200]  是會有敵人
[00:14:20.200 --> 00:14:21.520]  是會有Enemy
[00:14:21.520 --> 00:14:27.200]  很多Unpredictable
[00:14:27.200 --> 00:14:29.840]  四世紀後面一本書叫《路德記》
[00:14:29.840 --> 00:14:32.480]  其實是移民的歷史
[00:14:32.480 --> 00:14:36.080]  路德的婆婆叫誰
[00:14:36.080 --> 00:14:39.120]  拿爾米跟她的先生
[00:14:39.120 --> 00:14:40.720]  伊利米勒
[00:14:40.720 --> 00:14:44.720]  移民到外邦一段時間
[00:14:44.720 --> 00:14:48.200]  真慘 先生死了 兩個兒子死了
[00:14:48.200 --> 00:14:51.680]  剩下三個窮寡婦
[00:14:51.680 --> 00:14:54.080]  人生這麼意外
[00:14:54.080 --> 00:15:00.280]  不要以為曠野一定要在亞利桑那
[00:15:00.280 --> 00:15:03.560]  洛杉磯很多曠野
[00:15:03.560 --> 00:15:06.440]  你無從掌控
[00:15:06.440 --> 00:15:07.720]  包括你去檢查身體
[00:15:07.720 --> 00:15:11.040]  突然發覺裡面有黑點
[00:15:11.040 --> 00:15:14.240]  突然你發現你陷入曠野
[00:15:14.240 --> 00:15:17.080]  無從掌控
[00:15:17.080 --> 00:15:22.640]  曠野不是你想的那麼Geographic而已
[00:15:22.640 --> 00:15:23.600]  無從掌控
[00:15:23.600 --> 00:15:27.480]  我認識這個人是我一輩子痛苦的開始
[00:15:27.480 --> 00:15:29.840]  結過婚的女生舉起手來一下
[00:15:29.840 --> 00:15:32.240]  結過婚的女生舉起手來一下 舉高
[00:15:32.240 --> 00:15:35.640]  隔壁告訴她我真佩服你
[00:15:35.640 --> 00:15:39.960]  誰知道你嫁給她一輩子讓你很苦
[00:15:39.960 --> 00:15:43.680]  所以一進入婚姻可能是個曠野的開始
[00:15:43.680 --> 00:15:46.800]  曠野是不安不定
[00:15:46.800 --> 00:15:48.400]  無從掌控
[00:15:48.400 --> 00:15:52.360]  無從掌控就像路德的婆婆拿了二米
[00:15:52.360 --> 00:15:54.360]  一過去先生死了
[00:15:54.360 --> 00:15:55.640]  先生很不錯啊
[00:15:55.640 --> 00:15:57.760]  李立羽都很認真啊
[00:15:57.760 --> 00:16:01.720]  因為迦南帝伯利恆沒有糧食吃啊
[00:16:01.720 --> 00:16:02.960]  他蠻顧家的
[00:16:02.960 --> 00:16:04.160]  趕快移民那邊有吃的
[00:16:04.160 --> 00:16:05.640]  只是沒有閃遠光
[00:16:05.640 --> 00:16:07.560]  沒有handle
[00:16:07.560 --> 00:16:08.800]  人家移民就去
[00:16:08.800 --> 00:16:10.880]  就忘了需要問上帝
[00:16:10.880 --> 00:16:15.440]  我只是去寄居的
[00:16:15.440 --> 00:16:18.600]  誰知道你把你的太太變成寡婦
[00:16:18.600 --> 00:16:20.800]  你需要handle
[00:16:20.800 --> 00:16:23.000]  這條路很孤單
[00:16:23.000 --> 00:16:24.960]  你需要方向盤
[00:16:24.960 --> 00:16:27.600]  You are not God
[00:16:27.600 --> 00:16:30.520]  You need God
[00:16:30.520 --> 00:16:32.120]  第四
[00:16:32.120 --> 00:16:35.560]  曠野是雲彩不遮蓋
[00:16:35.560 --> 00:16:41.080]  上帝不同行之處
[00:16:41.080 --> 00:16:46.320]  曠野是有雲助火助沒有遮蓋
[00:16:46.320 --> 00:16:48.480]  四個支派上帝說我不跟你們在一起
[00:16:48.480 --> 00:16:52.520]  他們就說我自己去打亞馬利人
[00:16:52.520 --> 00:16:56.200]  死在了same enemy手下
[00:16:56.200 --> 00:16:58.640]  有雲助火助叫你往前行
[00:16:58.640 --> 00:17:00.640]  你就跟著他
[00:17:00.640 --> 00:17:03.520]  白天或晚上他都與你同在
[00:17:03.520 --> 00:17:05.840]  他叫你停你就停
[00:17:05.840 --> 00:17:10.760]  他叫你前走幾個月就跟
[00:17:10.760 --> 00:17:12.160]  他叫你往那裡去就跟
[00:17:12.160 --> 00:17:14.120]  叫你停下來就停
[00:17:14.120 --> 00:17:16.080]  聽從他的吩咐
[00:17:16.080 --> 00:17:19.360]  剛地段的經文有九處吩咐
[00:17:19.360 --> 00:17:20.560]  吩咐停就停
[00:17:20.560 --> 00:17:22.240]  吩咐起行就起行
[00:17:22.240 --> 00:17:24.080]  吩咐停幾天就停幾天
[00:17:24.080 --> 00:17:28.120]  吩咐行多久就行多久
[00:17:28.120 --> 00:17:30.600]  你最好聽話
[00:17:30.600 --> 00:17:34.160]  你最好聽他的吩咐
[00:17:34.160 --> 00:17:36.360]  吩咐你只有一男一女的婚姻火折內
[00:17:36.360 --> 00:17:39.920]  你這樣的話比較容易愛滋病
[00:17:39.920 --> 00:17:43.880]  這是命定的設定
[00:17:43.880 --> 00:17:44.960]  吩咐你跟他結婚
