
[00:00:00.000 --> 00:00:02.000]  許多有智慧的人
[00:02:01.480 --> 00:02:06.080]  《針研》被收集成為一卷書
[00:02:06.080 --> 00:02:08.360]  放在聖經裏面有什麼目的呢?
[00:02:08.360 --> 00:02:11.840]  在《針研》一章第二節、第三節
[00:02:11.840 --> 00:02:16.240]  編者就把他心目中的目的告訴我們
[00:02:16.240 --> 00:02:20.280]  他說是要使你認識智慧和分晦
[00:02:20.280 --> 00:02:23.520]  明白格言深奧的含義
[00:02:23.920 --> 00:02:27.560]  他們會教導你怎樣過明智的生活
[00:02:27.560 --> 00:02:31.440]  怎樣做誠實、公正、正直的人
[00:02:31.440 --> 00:02:34.360]  我們留意這三句說話裏面
[00:02:34.360 --> 00:02:36.680]  是用了三個不同的動詞
[00:02:36.680 --> 00:02:38.760]  第一個是「認識」
[00:02:38.760 --> 00:02:41.920]  認識可以說是初步的接觸
[00:02:41.920 --> 00:02:45.920]  就好像我們學習任何的新事物
[00:02:45.920 --> 00:02:49.840]  都是必定先有一個初步的認識
[00:02:49.840 --> 00:02:52.200]  慢慢再去思想
[00:02:52.400 --> 00:02:56.000]  如果想通了,就可以說是「明白」
[00:02:56.000 --> 00:03:00.280]  第二句「明白」就是第二句話用的動詞
[00:03:00.280 --> 00:03:02.400]  如果明白之後
[00:03:02.400 --> 00:03:05.080]  把它放在一旁
[00:03:05.080 --> 00:03:09.240]  那些東西只是一種知識
[00:03:09.240 --> 00:03:13.520]  可以說是沒有什麼用途的知識
[00:03:13.520 --> 00:03:16.720]  我記得以前認識一個朋友
[00:03:16.720 --> 00:03:21.320]  他在大學的時候選讀的是上古時期的歷史
[00:03:22.000 --> 00:03:24.640]  我問他「你在大學讀什麼?」
[00:03:24.640 --> 00:03:28.160]  他自己開玩笑地說
[00:03:28.160 --> 00:03:31.360]  「我讀的是一些毫無用途的知識」
[00:03:31.360 --> 00:03:34.000]  「你知道一大堆的東西,但沒有什麼用」
[00:03:34.000 --> 00:03:36.840]  針研的作者
[00:03:36.840 --> 00:03:41.880]  不單是想人認識和明白針研
[00:03:41.880 --> 00:03:50.400]  而是要更進一步教導人怎樣實踐智慧
[00:03:50.560 --> 00:03:54.680]  怎樣去做一個誠實、公正、正直的人
[00:03:54.680 --> 00:03:58.360]  所以針研和我們的日常生活
[00:03:58.360 --> 00:04:00.640]  會有很密切的關係
[00:04:00.640 --> 00:04:03.240]  我們都可能
[00:04:03.240 --> 00:04:07.760]  或者我們很多人都可能以為自己已經很懂得做人了
[00:04:07.760 --> 00:04:11.920]  因為我們大多數都已經幾十歲了
[00:04:11.920 --> 00:04:14.560]  難道還不懂得做人嗎?
[00:04:14.560 --> 00:04:19.480]  不過我發覺在一個彎曲背貌的世代
[00:04:19.680 --> 00:04:23.080]  要做隨波逐流的人是很容易的
[00:04:23.080 --> 00:04:28.320]  但是要做一個誠實、公正、正直的人
[00:04:28.320 --> 00:04:30.080]  就不是很容易
[00:04:30.080 --> 00:04:35.600]  支持同性戀的人就有自由去發表意見
[00:04:35.600 --> 00:04:38.960]  但是反對的人就會被人排擠
[00:04:38.960 --> 00:04:41.080]  那你怎樣正直呢?
[00:04:41.080 --> 00:04:46.680]  很多已經通過了同性婚姻合法的國家
[00:04:46.680 --> 00:04:48.200]  都會遇到一個問題
[00:04:48.600 --> 00:04:52.400]  就是假如有些人因為某種原因
[00:04:52.400 --> 00:04:56.080]  不願意為那些同性婚姻的人士提供服務
[00:04:56.080 --> 00:04:58.520]  就會被人告上法庭
[00:04:58.520 --> 00:05:04.040]  所以最近美國有一個比較保守的州
[00:05:04.040 --> 00:05:05.640]  要通過一條法例
[00:05:05.640 --> 00:05:10.800]  來去保障一些為了自己信仰理由或者其他原因
[00:05:10.800 --> 00:05:14.160]  而不向同性戀者提供服務
[00:05:14.160 --> 00:05:15.640]  是有自由的
[00:05:15.640 --> 00:05:17.400]  不能夠被控訴
[00:05:18.400 --> 00:05:20.400]  在一個邪惡的世代裏面
[00:05:20.400 --> 00:05:24.600]  要做一個誠實、公正、正直的人
[00:05:24.600 --> 00:05:27.280]  我相信不容易
[00:05:27.280 --> 00:05:31.760]  《針研》的編輯就是希望這些針研
[00:05:31.760 --> 00:05:34.360]  幫助我們認識、明白
[00:05:34.360 --> 00:05:36.720]  更能夠活學活用
[00:05:36.720 --> 00:05:38.800]  實踐在生活當中
[00:05:38.800 --> 00:05:43.640]  知道怎樣可以做一個誠實、公正、正直的人
[00:05:43.640 --> 00:05:46.400]  故事在一章四至六節
[00:05:46.400 --> 00:05:48.080]  他也告訴我們
[00:05:48.240 --> 00:05:51.680]  究竟什麼人是需要學習針研呢?
[00:05:51.680 --> 00:05:55.400]  首要的對象
[00:05:55.400 --> 00:05:57.560]  當然就是年輕人
[00:05:57.560 --> 00:05:58.600]  年輕人
[00:05:58.600 --> 00:06:01.240]  所以在第四節說
[00:06:01.240 --> 00:06:04.440]  「他們會使無知的人精明」
[00:06:04.440 --> 00:06:07.200]  「教導年輕人處事有方」
[00:06:07.200 --> 00:06:11.160]  在猶太人的觀念裏面
[00:06:11.160 --> 00:06:14.040]  年輕人都是無知的
[00:06:14.040 --> 00:06:17.680]  所以無知的年輕人
[00:06:17.880 --> 00:06:19.760]  「無知人」和「年輕人」
[00:06:19.760 --> 00:06:22.000]  其實是同義詞
[00:06:22.000 --> 00:06:24.800]  在針研的時候
[00:06:24.800 --> 00:06:27.800]  我們會發覺時常出現一個詞
[00:06:27.800 --> 00:06:28.920]  「我兒」
[00:06:28.920 --> 00:06:30.120]  「我兒」
[00:06:30.120 --> 00:06:31.520]  「你怎樣怎樣」
[00:06:31.520 --> 00:06:35.760]  「我兒」不一定是爸爸教兒子
[00:06:35.760 --> 00:06:38.320]  有時可以是老師教學生
[00:06:38.320 --> 00:06:40.160]  都可以叫他「我兒」
[00:06:40.160 --> 00:06:41.120]  「你不要這樣做」
[00:06:41.120 --> 00:06:43.840]  甚至乎是師父教徒弟
[00:06:46.120 --> 00:06:49.920]  除了年輕人要學習針研之外
[00:06:49.920 --> 00:06:51.640]  成熟的人
[00:06:51.640 --> 00:06:54.960]  已經累積了不少人生經驗的人
[00:06:54.960 --> 00:06:57.280]  是否不需要學習針研呢?
[00:06:57.280 --> 00:07:00.480]  我相信第五節提到
[00:07:00.480 --> 00:07:02.880]  「有才智的人」
[00:07:02.880 --> 00:07:04.520]  「有命達的人」
[00:07:04.520 --> 00:07:07.160]  其實這兩個形容詞
[00:07:07.160 --> 00:07:10.240]  都是指一些有人生經驗的人
[00:07:10.240 --> 00:07:12.680]  他們已經學習了一些東西
[00:07:12.680 --> 00:07:16.240]  也已經開始了解世事
[00:07:16.240 --> 00:07:19.320]  他們不再是第四節所說的
[00:07:19.320 --> 00:07:21.600]  無知的少年人
[00:07:21.600 --> 00:07:22.680]  不是年輕人
[00:07:22.680 --> 00:07:25.360]  他們可能已經學有所成
[00:07:25.360 --> 00:07:28.080]  有一定程度的知識和智慧
[00:07:28.080 --> 00:07:33.560]  不過針研仍然可以幫助他們探索人生
[00:07:33.560 --> 00:07:35.400]  在第六節
[00:07:35.400 --> 00:07:38.280]  我發覺和學本的翻譯是很特別的
[00:07:38.280 --> 00:07:42.960]  「使人明白針研和比喻」
[00:07:42.960 --> 00:07:47.160]  「懂得智慧人的言辭和謎語」
[00:07:47.160 --> 00:07:50.560]  我相信古代近東的人
[00:07:50.560 --> 00:07:54.320]  應該沒有現代人的電腦遊戲
[00:07:54.320 --> 00:07:56.680]  現代人玩電腦遊戲
[00:07:56.680 --> 00:07:58.400]  大部分是不用腦
[00:07:58.400 --> 00:08:00.240]  只要用眼睛和兩隻手指
[00:08:00.240 --> 00:08:08.960]  按幾下就能看到有多快,越快越好。 古代近東人喜歡玩什麼遊戲呢?
[00:08:08.960 --> 00:08:10.560]  他們玩猜謎語
[00:08:10.560 --> 00:08:14.240]  玩謎語、玩文字遊戲
[00:08:14.240 --> 00:08:19.280]  玩謎語、玩文字遊戲就需要有智慧
[00:08:19.280 --> 00:08:23.920]  少年人沒有智慧的基礎的時候
[00:08:23.920 --> 00:08:26.640]  是不可以玩的,不懂得玩這些遊戲
[00:08:27.560 --> 00:08:31.520]  在《聖經》中有一個很有名的謎語
[00:08:31.520 --> 00:08:34.800]  就是參孫婚禮的時候
[00:08:34.800 --> 00:08:38.800]  他向嘉賓提出一個謎語
[00:08:38.800 --> 00:08:40.840]  我們現代人的婚禮
[00:08:40.840 --> 00:08:44.160]  多數是嘉賓玩新郎、新娘
[00:08:44.160 --> 00:08:46.520]  原來古代不是這樣的
[00:08:46.520 --> 00:08:49.760]  參孫那時候是新郎玩嘉賓
[00:08:49.760 --> 00:08:56.200]  不過謎語那個字的原文也可以解作「難題」
[00:08:56.200 --> 00:08:59.760]  所以現代版的翻譯有些不同
[00:08:59.760 --> 00:09:06.960]  智慧人或哲學家有時也會對人生提出一些難題
[00:09:06.960 --> 00:09:14.160]  如果有些人已經有了人生智慧
[00:09:14.160 --> 00:09:17.000]  他繼續讀真言的話
[00:09:17.000 --> 00:09:20.440]  他就會更加明白一些哲學性的難題
[00:09:20.440 --> 00:09:23.120]  也會繼續提升智慧
[00:09:24.120 --> 00:09:28.560]  所以簡單來說,真言的目的就是要幫助人
[00:09:28.560 --> 00:09:32.360]  無論你是年輕人也好,或是學有所成
[00:09:32.360 --> 00:09:34.840]  或是已經有了人生的經驗也好
[00:09:34.840 --> 00:09:38.360]  都會更加認識、明白智慧
[00:09:38.360 --> 00:09:43.200]  也會懂得怎樣有從上面來的智慧
[00:09:43.200 --> 00:09:45.480]  實踐在我們的生活當中
[00:09:45.480 --> 00:09:50.280]  使我們可以活出誠實、公正、正直的人生
[00:09:50.280 --> 00:09:51.960]  讓上帝得來榮耀
[00:09:52.960 --> 00:09:55.240]  了解真言的目的之後
[00:09:55.240 --> 00:09:58.840]  我們要認識真言的中心思想
[00:09:58.840 --> 00:10:02.160]  也是真言的主題思想
[00:10:02.160 --> 00:10:03.680]  最重要的一個思想
[00:10:03.680 --> 00:10:05.320]  就是第七節
[00:10:05.320 --> 00:10:10.080]  「敬畏上主是智慧的開端」
[00:10:10.080 --> 00:10:14.760]  我們留意到這裡的動詞是「敬畏」
[00:10:14.760 --> 00:10:17.760]  不是「認識」和「明白」
[00:10:18.760 --> 00:10:23.640]  當然了,真言最初是為希伯來人而寫的
[00:10:23.640 --> 00:10:29.880]  編者已經假設所有希伯來人是一定認識上主的
[00:10:29.880 --> 00:10:35.720]  問題只是我們會不會去敬畏上主呢?
[00:10:35.720 --> 00:10:41.600]  今天在我們中間,如果有人還未認識上主
[00:10:41.600 --> 00:10:44.840]  可能你要先去認識上主
[00:10:44.840 --> 00:10:48.440]  然後才可以去學習敬畏上主
[00:10:48.800 --> 00:10:52.920]  使你能夠獲得人生真正有效益的智慧
[00:10:52.920 --> 00:10:56.840]  那什麼是「敬畏上主」呢?
[00:10:56.840 --> 00:11:00.760]  怎樣才算是「敬畏上主」呢?
[00:11:00.760 --> 00:11:05.080]  「敬畏」、「敬虔」和「敬拜」有沒有分別呢?
[00:11:05.080 --> 00:11:08.560]  我相信「敬畏上主」
[00:11:08.560 --> 00:11:13.680]  不是要我們害怕上主
[00:11:13.680 --> 00:11:19.000]  而是敬而遠之,逃避祂就好了
[00:11:19.000 --> 00:11:23.280]  我認為主耶穌教導我們
[00:11:23.280 --> 00:11:27.920]  「要盡心、盡性、盡義、盡力愛主,祢的神」
[00:11:27.920 --> 00:11:33.640]  這句話就是敬畏上主的具體表現
[00:11:33.640 --> 00:11:37.560]  什麼是「盡心、盡性、盡義、盡力」呢?
[00:11:37.560 --> 00:11:39.560]  我們現在想一想
[00:11:39.560 --> 00:11:42.920]  首先思考一下「心」的問題
[00:11:43.720 --> 00:11:44.560]  「盡心」
[00:11:44.560 --> 00:11:47.840]  「心」在猶太人的觀念裡
[00:11:47.840 --> 00:11:51.840]  不是指肉體會跳動的心
[00:11:51.840 --> 00:11:56.360]  而是指一切思想、行為、情感的控制中心
[00:11:56.360 --> 00:12:00.080]  一個盡心愛上帝的人
[00:12:00.080 --> 00:12:05.400]  會視上以上帝作為他人生的主宰
[00:12:05.400 --> 00:12:07.400]  做什麼事情呢?
[00:12:07.400 --> 00:12:09.960]  他會求上帝的榮耀
[00:12:09.960 --> 00:12:12.400]  希望可以榮耀上帝
[00:12:13.720 --> 00:12:15.280]  至於「盡性」
[00:12:15.280 --> 00:12:19.640]  「性」字在原文是「魂」的意思
[00:12:19.640 --> 00:12:20.640]  跟「魂」一樣
[00:12:20.640 --> 00:12:21.840]  靈魂的「魂」
[00:12:21.840 --> 00:12:27.800]  「魂」可以說是指我們的生命氣息
[00:12:27.800 --> 00:12:31.440]  所以當我們要盡性愛上帝的時候
[00:12:31.440 --> 00:12:32.400]  就是說
[00:12:32.400 --> 00:12:34.360]  當我們一息尚存
[00:12:34.360 --> 00:12:37.400]  我們也要敬畏上主
[00:12:37.400 --> 00:12:41.240]  用我們整個人生的年日去敬畏上主
[00:12:42.160 --> 00:12:47.280]  很多人年輕的時候會很著重運動
[00:12:47.280 --> 00:12:48.840]  鍛鍊身體
[00:12:48.840 --> 00:12:50.720]  也會很注意飲食
[00:12:50.720 --> 00:12:53.960]  到了年紀大一點就開始放縱自己了
[00:12:53.960 --> 00:12:56.600]  就是一種人一世物一世的想法
[00:12:56.600 --> 00:12:57.920]  盡情的不管了
[00:12:57.920 --> 00:12:59.320]  現在要吃了
[00:12:59.320 --> 00:13:00.360]  盡情的去吃
[00:13:00.360 --> 00:13:01.920]  怕將來沒有機會
[00:13:01.920 --> 00:13:07.800]  盡性愛上帝就是要我們一生一世都效忠上帝
[00:13:07.800 --> 00:13:10.400]  不會說臨老就變節了
[00:13:11.520 --> 00:13:14.440]  有些人在求學的時候是跟隨主的
[00:13:14.440 --> 00:13:17.640]  但是一出來社會工作就開始變節
[00:13:17.640 --> 00:13:19.400]  就跟隨了潮流
[00:13:19.400 --> 00:13:25.520]  有些人在沒有兒女的時候是跟隨主的
[00:13:25.520 --> 00:13:28.920]  生兒育女之後就跟隨了兒女
[00:13:28.920 --> 00:13:32.360]  就讓兒女成為了他們生活的中心
[00:13:32.360 --> 00:13:37.240]  這樣的人都是未能夠盡心盡性愛上主的
[00:13:38.840 --> 00:13:43.280]  「盡意」就是指盡我們的思想去愛上主
[00:13:43.280 --> 00:13:48.000]  世上的人為了追求自己的興趣或者理想
[00:13:48.000 --> 00:13:51.400]  都一定會盡他們的思想去研究
[00:13:51.400 --> 00:13:53.880]  去思想他們選擇的領域
[00:13:53.880 --> 00:13:57.400]  譬如說你喜歡投資房地產的人
[00:13:57.400 --> 00:13:59.760]  一定會時時都在想
[00:13:59.760 --> 00:14:03.040]  有什麼因素會影響房地產走勢的呢?
[00:14:03.040 --> 00:14:07.440]  研究有什麼時機
[00:14:07.440 --> 00:14:09.120]  有什麼因素呢?
[00:14:09.120 --> 00:14:11.080]  可能包括了銀行利率
[00:14:11.080 --> 00:14:12.760]  移民條例的改變
[00:14:12.760 --> 00:14:14.640]  都會影響房地產價格
[00:14:14.640 --> 00:14:18.400]  喜歡追捧那些球隊的人
[00:14:18.400 --> 00:14:21.840]  他們對他們所支持的球隊的隊員
[00:14:21.840 --> 00:14:25.600]  說真的可以隨時如數家珍地說他們的事情
[00:14:25.600 --> 00:14:27.920]  甚至乎他們的球隊
[00:14:27.920 --> 00:14:30.880]  某隊球隊過去的比賽成績
[00:14:30.880 --> 00:14:33.480]  全部都入了心、入了腦
[00:14:34.760 --> 00:14:38.080]  喜歡追捧影星或者歌星的人
[00:14:38.080 --> 00:14:41.120]  也會花很多時間、心思去想
[00:14:41.120 --> 00:14:44.560]  去了解那些星的生活
[00:14:44.560 --> 00:14:46.200]  或者花邊新聞
[00:14:46.200 --> 00:14:51.400]  但是如果我們要盡意愛上帝的話
[00:14:51.400 --> 00:14:54.440]  我們就一定要願意多花時間
[00:14:54.440 --> 00:14:56.680]  去思想上帝的話
[00:14:56.680 --> 00:14:59.360]  多點去背聖經
[00:14:59.360 --> 00:15:02.320]  盡力
[00:15:02.320 --> 00:15:04.840]  盡力就是說用我們的能力
[00:15:04.840 --> 00:15:05.920]  盡我們的能力
[00:15:05.920 --> 00:15:07.600]  包括我們的恩賜
[00:15:07.600 --> 00:15:09.560]  來為上帝做事
[00:15:09.560 --> 00:15:15.280]  不是說每一個盡心盡力的人都要做牧師的
[00:15:15.280 --> 00:15:17.760]  其實一個基督徒
[00:15:17.760 --> 00:15:22.040]  可以做很好的銀行家、科學家、醫生、律師、演員
[00:15:22.040 --> 00:15:24.480]  歌星或者球星都可以的
[00:15:24.480 --> 00:15:30.760]  最近得到奧斯卡最佳男主角的演員
[00:15:31.880 --> 00:15:33.200]  我不知道大家有沒有留意
[00:15:33.200 --> 00:15:35.160]  叫Matthew McConaughey
[00:15:35.160 --> 00:15:37.960]  他肯定是一個盡力拍戲的演員
[00:15:37.960 --> 00:15:42.280]  當他上台領奬奧斯卡金像獎的時候
[00:15:42.280 --> 00:15:44.680]  他就這樣說
[00:15:44.680 --> 00:15:48.120]  「First of all, I want to thank God
[00:15:48.120 --> 00:15:50.920]  because He's the one I look up to
[00:15:50.920 --> 00:15:53.280]  He's graced my life with opportunities
[00:15:53.280 --> 00:15:56.160]  which I know are not of my hands
[00:15:56.160 --> 00:15:58.040]  or any other humankind」
[00:15:58.040 --> 00:16:00.600]  翻譯出來的意思就是說
[00:16:00.600 --> 00:16:05.320]  「我首先要感謝上帝
[00:16:05.320 --> 00:16:09.160]  因為祂是我所信靠、信仰、仰望的
[00:16:09.160 --> 00:16:14.480]  是上帝的恩典賜給我生命中很多的機會
[00:16:14.480 --> 00:16:16.360]  不是我自己的努力
[00:16:16.360 --> 00:16:19.880]  或者世人可以給予我們的」
[00:16:19.880 --> 00:16:24.840]  我記得去年X-Factor得獎的那個人
[00:16:24.840 --> 00:16:25.880]  Dami Im
[00:16:25.880 --> 00:16:29.000]  是一個韓國的女生
[00:16:29.000 --> 00:16:31.720]  當主持人宣佈她是得獎人的時候
[00:16:31.720 --> 00:16:35.560]  她在台上說了兩次「感謝上帝」
[00:16:35.560 --> 00:16:38.720]  世界級的籃球巨星
[00:16:38.720 --> 00:16:39.800]  我不知道你們知不知道
[00:16:39.800 --> 00:16:43.160]  一位華人的籃球巨星林書豪
[00:16:43.160 --> 00:16:46.280]  他說「我始終堅持一個事情
[00:16:46.280 --> 00:16:48.320]  就是無論在球場上
[00:16:48.320 --> 00:16:50.640]  我打多長的時間
[00:16:50.640 --> 00:16:55.720]  我就是要去為上帝打球
[00:16:55.720 --> 00:16:57.240]  享受樂趣」
[00:16:59.120 --> 00:17:03.320]  這些人都是盡心盡性愛上帝
[00:17:03.320 --> 00:17:05.440]  當我們盡力工作的時候
[00:17:05.440 --> 00:17:09.760]  也是盡力侍奉上帝
[00:17:09.760 --> 00:17:15.880]  當基督徒用我們的生命、才智、力量和機會
[00:17:15.880 --> 00:17:21.640]  去以上帝為中心的生活的時候
[00:17:21.640 --> 00:17:25.600]  就是敬畏上帝
[00:17:25.600 --> 00:17:30.560]  「敬畏」、「敬虔」和「敬拜」有沒有分別呢?
[00:17:30.560 --> 00:17:32.680]  中文有很多字
[00:17:32.680 --> 00:17:34.040]  有些類似的
[00:17:34.040 --> 00:17:37.320]  大家都是敬
[00:17:37.320 --> 00:17:40.040]  敬畏、敬虔、敬拜
[00:17:40.040 --> 00:17:44.440]  最近我讀唐崇明牧師的一段話語
[00:17:44.440 --> 00:17:48.000]  跟大家分享
[00:17:48.000 --> 00:17:54.400]  他說「敬虔」這個詞在聖經裏面很重要
[00:17:54.400 --> 00:17:59.560]  它代表著人對神
[00:17:59.560 --> 00:18:06.240]  最應當表現的一個尊敬的回應
[00:18:06.240 --> 00:18:07.920]  敬畏上帝的人
[00:18:07.920 --> 00:18:11.520]  一定會過敬虔的生活
[00:18:11.520 --> 00:18:17.120]  敬虔的人一定樂意敬拜上帝
[00:18:17.120 --> 00:18:20.920]  換句話說,我將它這樣來理解
[00:18:20.920 --> 00:18:26.920]  敬畏上帝是我們過敬虔生活的動機
[00:18:26.920 --> 00:18:30.720]  而敬虔生活其中一項的表現
[00:18:30.720 --> 00:18:34.520]  就是來敬拜上帝
[00:18:34.520 --> 00:18:37.720]  我們每個主日來敬拜的時候
[00:18:37.720 --> 00:18:39.920]  應該反省自己
[00:18:39.920 --> 00:18:47.400]  有沒有帶著一個敬畏主的心來敬拜上帝
[00:18:47.400 --> 00:18:54.320]  經文第七節說「敬畏上主是智慧的開端」
[00:18:54.320 --> 00:18:57.000]  我們要想一想
[00:18:57.000 --> 00:19:04.200]  敬畏上主和智慧有甚麼關係呢?
[00:19:04.200 --> 00:19:06.120]  要了解這個關係
[00:19:06.120 --> 00:19:12.720]  我們要從一個不敬畏上帝的角度去思考
[00:19:12.720 --> 00:19:16.680]  其實當我們未認識上帝或不敬畏上帝
[00:19:16.680 --> 00:19:23.120]  幾千年前和現代人時時思想一個問題
[00:19:23.120 --> 00:19:26.240]  就是為了甚麼活著呢?
[00:19:26.240 --> 00:19:28.520]  我為甚麼活著?
[00:19:28.520 --> 00:19:32.480]  這是有關人生目標的問題
[00:19:32.480 --> 00:19:36.320]  曾經有一位美國學者
[00:19:36.320 --> 00:19:38.600]  叫做 Dr. Hugh Morehead
[00:19:38.600 --> 00:19:40.920]  亦叫做摩希博士
[00:19:40.920 --> 00:19:46.640]  他是美國西北伊利諾大學的哲學系教授
[00:19:46.640 --> 00:19:49.160]  他設計了一份問卷
[00:19:49.160 --> 00:19:54.520]  寄給很多哲學家、科學家、作家或其他學者
[00:19:54.520 --> 00:19:57.440]  請他們回答一個問題
[00:19:57.440 --> 00:20:01.160]  就是「生命的意義是甚麼?」
[00:20:01.160 --> 00:20:07.520]  What is the meaning of life?
[00:20:07.520 --> 00:20:12.920]  他收到250個回應
[00:20:12.920 --> 00:20:16.680]  大部份人回答得一塌糊塗
[00:20:16.680 --> 00:20:18.240]  不懂回答
[00:20:18.240 --> 00:20:20.400]  不知道
[00:20:20.400 --> 00:20:23.760]  不知道生命有甚麼意義
[00:20:23.760 --> 00:20:27.920]  有少部份人很幽默地對他說
[00:20:27.920 --> 00:20:37.080]  「摩希博士,當你找到答案時,請你告訴我們」
[00:20:37.080 --> 00:20:42.560]  「人生在世,有生有死,好像花開花落一樣」
[00:20:42.560 --> 00:20:44.840]  「又或者像亞國書所說的」
[00:20:44.840 --> 00:20:49.000]  「你們只是一層霧」
[00:20:49.000 --> 00:20:52.440]  「出現一會兒便不見了」
[00:20:52.440 --> 00:20:54.560]  不過可能最近中國的天氣
[00:20:54.560 --> 00:20:57.120]  霧霾可以出現幾天
[00:20:57.120 --> 00:21:01.280]  但都是幾天,始終會不見的
[00:21:01.280 --> 00:21:08.240]  「假如沒有一位超越時間、空間的上帝存在」
[00:21:08.240 --> 00:21:14.680]  「而人有沒有永恆的生命?」
[00:21:14.680 --> 00:21:21.200]  「人生短暫的生命,就確實是沒有甚麼意義」
[00:21:21.200 --> 00:21:27.640]  「我們只不過是由一些巧合的因素、偶然碰在一起」
[00:21:27.640 --> 00:21:32.960]  「我們偶然就出現在這個地球上,這個角落」
[00:21:32.960 --> 00:21:38.080]  「最後又可能由於一些偶然的因素」
[00:21:38.080 --> 00:21:40.080]  「我們便死了」
[00:21:40.080 --> 00:21:44.560]  「就像昨天有個新聞,有架飛機突然不見了」
[00:21:44.560 --> 00:21:47.240]  「在飛機上的人」
[00:21:47.240 --> 00:21:52.560]  「從來沒有想過他們的生命會這樣結束」
[00:21:52.560 --> 00:21:56.440]  「如果我們不認識上帝,不敬畏上帝」
[00:21:56.440 --> 00:21:59.360]  「生命就是這樣,就是偶然來偶然去」
[00:21:59.360 --> 00:22:04.560]  「沒有甚麼不需要講意義的了」
[00:22:04.560 --> 00:22:11.880]  「如果這真是人生全部的真相,人生也不用講智慧」
[00:22:11.880 --> 00:22:15.600]  「反正一切都是偶然的」
[00:22:15.600 --> 00:22:20.000]  「所以我們不需要追求意義,也不需要講智慧」
[00:22:20.000 --> 00:22:24.680]  「不過我們作為認識神的人,我們感謝上帝」
[00:22:24.680 --> 00:22:30.880]  「祂已經在聖經裏面向我們啟示了祂自己的存在」
[00:22:30.880 --> 00:22:34.960]  「讓我們知道祂確實是存在的」
[00:22:34.960 --> 00:22:38.960]  「假如我們相信祂,按祂的旨意生活」
[00:22:38.960 --> 00:22:44.480]  「我們的生命便會變成充滿意義和盼望」
[00:22:44.480 --> 00:22:46.720]  「我們不是偶然的存在」
[00:22:46.720 --> 00:22:53.040]  「我們知道人生在世是一個短暫的旅程」
[00:22:53.040 --> 00:22:56.960]  「就像我們去旅行一樣,去完一定回來」
[00:22:56.960 --> 00:23:03.760]  「上帝也一樣給我們一個來地球旅行走一趟的機會」
[00:23:03.760 --> 00:23:05.840]  「有沒有目的呢?有目的的」
[00:23:05.840 --> 00:23:13.600]  「是要完成上帝對整個宇宙人類的大計劃」
[00:23:13.600 --> 00:23:19.520]  「我們擔當的角色可能是很小,很不重要的角色」
[00:23:19.520 --> 00:23:24.520]  「在電影裏面那些卡拉啡的人物而已」
[00:23:24.520 --> 00:23:29.520]  「但是當我們按著上帝的旨意去完成任務的時候」
[00:23:29.520 --> 00:23:35.160]  「我們的生命就會變成在永恆的計劃裏面有份」
