
[00:00:00.000 --> 00:00:02.000]  好 等節目讓我們在聆聽主導以前
[00:12:22.000 --> 00:12:24.000]  回了教會很多年
[00:12:24.000 --> 00:12:28.000]  其實上帝已經照了你來
[00:12:28.000 --> 00:12:30.000]  你是一個福氣的裡面
[00:12:30.000 --> 00:12:32.000]  但你怎樣可以進入到
[00:12:32.000 --> 00:12:33.000]  上帝真正得救
[00:12:33.000 --> 00:12:36.000]  你要回到上帝的說話裡面
[00:12:36.000 --> 00:12:38.000]  跟上帝建立關係
[00:12:38.000 --> 00:12:39.000]  這個是重點
[00:12:39.000 --> 00:12:41.000]  所以耶穌在這段聖經裡面
[00:12:41.000 --> 00:12:44.000]  就要盡量在這一點上面
[00:12:44.000 --> 00:12:46.000]  去加以澄清
[00:12:46.000 --> 00:12:48.000]  特別是他那幫門徒
[00:12:48.000 --> 00:12:51.000]  和跟隨著那幫人
[00:12:51.000 --> 00:12:53.000]  如果不是呢
[00:12:53.000 --> 00:12:56.000]  這幫人很容易
[00:12:56.000 --> 00:12:59.000]  就被這幫民事祭司法尼塞人
[00:12:59.000 --> 00:13:00.000]  猶太人這個
[00:13:00.000 --> 00:13:03.000]  剛好聽的宗教
[00:13:03.000 --> 00:13:06.000]  剛好合他們心水的一個宗教
[00:13:06.000 --> 00:13:07.000]  牽引了
[00:13:07.000 --> 00:13:12.000]  走到一個錯誤的陷阱裡面
[00:13:12.000 --> 00:13:15.000]  所以要辨識上帝的說話
[00:13:15.000 --> 00:13:18.000]  是一個很重要的環節
[00:13:18.000 --> 00:13:19.000]  為什麼以馬內尼從
[00:13:19.000 --> 00:13:21.000]  第一天我在這裡
[00:13:21.000 --> 00:13:22.000]  去侍奉上主的時候
[00:13:22.000 --> 00:13:23.000]  都做這件事
[00:13:23.000 --> 00:13:25.000]  就是竭力將上帝的說話
[00:13:25.000 --> 00:13:27.000]  盡量去解釋清楚
[00:13:27.000 --> 00:13:29.000]  然後讓你可以多個門徑
[00:13:29.000 --> 00:13:30.000]  去打開
[00:13:30.000 --> 00:13:32.000]  去跟上帝建立一個
[00:13:32.000 --> 00:13:33.000]  更緊密的關係
[00:13:33.000 --> 00:13:36.000]  而不是只是聽一些二手信息
[00:13:36.000 --> 00:13:38.000]  不過順帶在這個題
[00:13:38.000 --> 00:13:39.000]  以下講的東西
[00:13:39.000 --> 00:13:40.000]  可能講完之後
[00:13:40.000 --> 00:13:43.000]  很多基督徒
[00:13:43.000 --> 00:13:44.000]  就會很憎我
[00:13:44.000 --> 00:13:46.000]  不過你憎我不要緊
[00:13:46.000 --> 00:13:49.000]  事實是聖經裡面的啟示
[00:13:49.000 --> 00:13:52.000]  聖經其實一向給我們看到的
[00:13:52.000 --> 00:13:54.000]  都是從來沒有鼓勵過基督徒
[00:13:54.000 --> 00:13:58.000]  去進行一些任何挑起事端的行為
[00:13:58.000 --> 00:14:00.000]  或者搞什麼抗爭
[00:14:00.000 --> 00:14:01.000]  沒有的
[00:14:01.000 --> 00:14:03.000]  聖經沒有這樣的介紹
[00:14:03.000 --> 00:14:05.000]  耶穌都沒有叫他的門徒走
[00:14:05.000 --> 00:14:08.000]  現在你在羅馬人的統治之下
[00:14:08.000 --> 00:14:10.000]  所以要跟他抗爭
[00:14:10.000 --> 00:14:12.000]  耶穌有些門徒都是
[00:14:12.000 --> 00:14:14.000]  有些憤怒黨全部都走來
[00:14:14.000 --> 00:14:19.000]  想趁機可以去到復興以色列國
[00:14:19.000 --> 00:14:22.000]  但是耶穌從來沒有鼓勵他們做這件事
[00:14:22.000 --> 00:14:25.000]  反而耶穌在這次
[00:14:25.000 --> 00:14:28.000]  給了一個很好的見證給我們看
[00:14:28.000 --> 00:14:31.000]  當上帝擺你在那個情況裡面
[00:14:31.000 --> 00:14:33.000]  你就在那個地方
[00:14:33.000 --> 00:14:35.000]  見證出上帝的說話
[00:14:35.000 --> 00:14:38.000]  宣講神的造事的原則就可以
[00:14:38.000 --> 00:14:39.000]  為什麼我說這番話
[00:14:39.000 --> 00:14:44.000]  因為耶穌在馬提福音第23節裡面
[00:14:44.000 --> 00:14:48.000]  是特別在上帝安排他連串面對
[00:14:48.000 --> 00:14:52.000]  這幫民事祭司法尼塞人的場景之下
[00:14:52.000 --> 00:14:54.000]  去作宣告
[00:14:54.000 --> 00:14:56.000]  而這個宣告的目的
[00:14:56.000 --> 00:14:59.000]  不是再去攻擊這幫民事祭司法尼塞人
[00:14:59.000 --> 00:15:01.000]  耶穌自己都從來不想攻擊
[00:15:01.000 --> 00:15:03.000]  是他們先撩者賤
[00:15:03.000 --> 00:15:05.000]  他走來挑戰耶穌
[00:15:05.000 --> 00:15:09.000]  耶穌才在這樣的環境之下去回應
[00:15:09.000 --> 00:15:10.000]  用真理回應他們
[00:15:10.000 --> 00:15:11.000]  真理他們又不聽
[00:15:11.000 --> 00:15:14.000]  但是耶穌最重要的目的是
[00:15:14.000 --> 00:15:18.000]  使得祂的門徒跟隨祂的人有準確的信仰
[00:15:18.000 --> 00:15:21.000]  這個是信帶在這裡給我們提一提
[00:15:21.000 --> 00:15:24.000]  你不喜歡我說這番話都不要緊
[00:15:24.000 --> 00:15:26.000]  因為的而且很多人喜歡搞抗爭
[00:15:26.000 --> 00:15:27.000]  教會要搞抗爭
[00:15:27.000 --> 00:15:29.000]  要搞公義
[00:15:29.000 --> 00:15:31.000]  教會什麼叫公義都沒有搞清楚
[00:15:31.000 --> 00:15:35.000]  這些後話我不再詳細說
[00:15:35.000 --> 00:15:37.000]  回到這段聖經
[00:15:37.000 --> 00:15:39.000]  我先做一個簡單的概覽
[00:15:39.000 --> 00:15:42.000]  看看這段聖經是說什麼
[00:15:42.000 --> 00:15:44.000]  其實如果大家心水清的話
[00:15:44.000 --> 00:15:47.000]  我們會發現到其實這個比喻
[00:15:47.000 --> 00:15:51.000]  現在是一個三年比喻的最後一個
[00:15:51.000 --> 00:15:53.000]  在這三年的比喻裡面
[00:15:53.000 --> 00:15:55.000]  我們就會發現到
[00:15:55.000 --> 00:15:58.000]  原來耶穌都有一個特色
[00:15:58.000 --> 00:16:00.000]  就是祂說完之後
[00:16:00.000 --> 00:16:01.000]  討論了之後
[00:16:01.000 --> 00:16:05.000]  都使得身邊的人感到非常之詫異
[00:16:05.000 --> 00:16:06.000]  不用說什麼
[00:16:06.000 --> 00:16:08.000]  在前文前一點點的時候
[00:16:08.000 --> 00:16:10.000]  我們回到前一點點
[00:16:10.000 --> 00:16:13.000]  有說到兩個兒子的比喻
[00:16:13.000 --> 00:16:14.000]  其實這兩個兒子的比喻
[00:16:14.000 --> 00:16:17.000]  其實大兒子和小兒子兩個的回應
[00:16:17.000 --> 00:16:20.000]  給我們一個很大的詫異
[00:16:20.000 --> 00:16:22.000]  大兒子說我不去
[00:16:22.000 --> 00:16:25.000]  後來他扭轉了
[00:16:25.000 --> 00:16:27.000]  小兒子說我去
[00:16:27.000 --> 00:16:28.000]  不過我不去
[00:16:28.000 --> 00:16:30.000]  因為我不去做
[00:16:30.000 --> 00:16:33.000]  只說說
[00:16:33.000 --> 00:16:35.000]  惡玄乎的比喻
[00:16:35.000 --> 00:16:37.000]  也是同樣一樣東西
[00:16:37.000 --> 00:16:38.000]  也是談論到
[00:16:38.000 --> 00:16:41.000]  為什麼一個這樣的玄主
[00:16:41.000 --> 00:16:44.000]  願意扑心扑命
[00:16:44.000 --> 00:16:46.000]  為了祂的租戶那麼努力
[00:16:46.000 --> 00:16:47.000]  預備了一切呢
[00:16:47.000 --> 00:16:49.000]  然後最後還要讓他們這樣
[00:16:49.000 --> 00:16:52.000]  連自己的兒子繼承人都被殺死呢
[00:16:52.000 --> 00:16:54.000]  真是令人詫異
[00:16:54.000 --> 00:16:56.000]  為什麼來到這裡
[00:16:56.000 --> 00:16:58.000]  要起現的比喻
[00:16:58.000 --> 00:17:00.000]  同樣談論到一個現象
[00:17:00.000 --> 00:17:03.000]  為什麼這幫人是這樣的表現呢
[00:17:03.000 --> 00:17:07.000]  不過今天所講的這個比喻
[00:17:07.000 --> 00:17:10.000]  多一點講多一點
[00:17:10.000 --> 00:17:12.000]  就是告訴我們
[00:17:12.000 --> 00:17:14.000]  原來在這個比喻裡面
[00:17:14.000 --> 00:17:18.000]  上帝有一個審判會進行
[00:17:18.000 --> 00:17:20.000]  審判會進行
[00:17:20.000 --> 00:17:22.000]  是前文那些沒有講的
[00:17:22.000 --> 00:17:25.000]  前文那些都還在講反應
[00:17:25.000 --> 00:17:28.000]  兩個兒子的反應
[00:17:28.000 --> 00:17:31.000]  玄戶的反應
[00:17:31.000 --> 00:17:33.000]  但是來到這段
[00:17:33.000 --> 00:17:35.000]  不單止賓客的反應
[00:17:35.000 --> 00:17:36.000]  還有審判
[00:17:36.000 --> 00:17:37.000]  我們來看一下
[00:17:37.000 --> 00:17:38.000]  這段聖經其實
[00:17:38.000 --> 00:17:40.000]  理論上應該講三堂
[00:17:40.000 --> 00:17:41.000]  不過我把它濃縮了
[00:17:41.000 --> 00:17:42.000]  變成一堂講
[00:17:42.000 --> 00:17:44.000]  希望可以講得快一點
[00:17:44.000 --> 00:17:46.000]  在這個比喻裡面
[00:17:46.000 --> 00:17:48.000]  強調的地方
[00:17:48.000 --> 00:17:52.000]  是有一個君王為自己的兒子
[00:17:52.000 --> 00:17:56.000]  擺婚宴的慶典
[00:17:56.000 --> 00:17:58.000]  第二
[00:17:58.000 --> 00:18:01.000]  在這個婚宴的預備過程當中
[00:18:01.000 --> 00:18:05.000]  原來這個君王
[00:18:05.000 --> 00:18:08.000]  是去呼召了兩批的人
[00:18:08.000 --> 00:18:10.000]  兩批是什麼人呢
[00:18:10.000 --> 00:18:13.000]  一批是他認識的人
[00:18:13.000 --> 00:18:18.000]  另一批他未認識的人
