
[00:00:00.000 --> 00:00:03.860]  開始今天的講道呢,我們現在已經來到一個新的系列
[00:07:17.400 --> 00:07:23.400]  其實神教我們是要我們開始享受,我們工作、勞累所得來一些的成果
[00:07:23.400 --> 00:07:26.400]  我們一起來讀傳道書好不好
[00:07:26.400 --> 00:07:32.400]  我的看法是美好的人生,不如在上帝所賜短暫的一生中吃喝
[00:07:32.400 --> 00:07:37.400]  享受在太陽底下辛勞得來的成果,這是人的命運
[00:07:37.400 --> 00:07:43.400]  如果上帝賜給人財富,讓他享受
[00:07:43.400 --> 00:07:49.400]  他就應當接受並享受勞碌的成果,這是上帝的恩賜
[00:07:49.400 --> 00:07:53.400]  所以神雖然我們短暫一生很慘,可是神其實有恩典
[00:07:53.400 --> 00:07:57.400]  他其實是讓我們能夠在神賜給我們的這些
[00:07:57.400 --> 00:08:03.400]  無論是財幹,在用的時候,在勞碌的時候,能夠享受得來的成果
[00:08:03.400 --> 00:08:05.400]  可是很多時候我們並不享受
[00:08:05.400 --> 00:08:09.400]  那在這裡我想提有一些原因讓我們沒有辦法享受的
[00:08:09.400 --> 00:08:12.400]  第一個原因其實是跟選擇職業有關
[00:08:12.400 --> 00:08:16.400]  我在Orlando的時候聽其中一個workshop是講到侍奉
[00:08:16.400 --> 00:08:19.400]  他就說人通常有四個category
[00:08:19.400 --> 00:08:24.400]  有些事情你做得很爛,you are bad at, things you are bad at
[00:08:24.400 --> 00:08:28.400]  有些事情you are ok with,就是你能做,做得不算太好
[00:08:28.400 --> 00:08:32.400]  you are ok,一般般你能做,勉強能交差
[00:08:32.400 --> 00:08:39.400]  但是有些事情是you are good at,你可以做得很好的
[00:08:39.400 --> 00:08:41.400]  這個是很適合你做的
[00:08:41.400 --> 00:08:43.400]  他說還有一個最高的層次
[00:08:43.400 --> 00:08:47.400]  有些事情只有你可以做的,你是做得最好的
[00:08:47.400 --> 00:08:53.400]  神造你的時候是特別獨特給你unique gift,這是你的
[00:08:53.400 --> 00:08:57.400]  他說大部分的人如果你的工作很淒慘
[00:08:57.400 --> 00:09:03.400]  如果你的工作你花了70%的時間在做一些事情是you are bad at
[00:09:03.400 --> 00:09:07.400]  就根本不適合你做的事,那你就很淒慘
[00:09:07.400 --> 00:09:10.400]  你只有30%的時間做I am ok with
[00:09:10.400 --> 00:09:13.400]  那如果你要調整你的生活
[00:09:13.400 --> 00:09:17.400]  你就要開始了解說到底什麼事情你是bad at
[00:09:17.400 --> 00:09:21.400]  什麼事情你是ok with,什麼事情你是good at,什麼事情你是unique
[00:09:21.400 --> 00:09:25.400]  很少人能夠找到number four的,很少
[00:09:25.400 --> 00:09:28.400]  我到目前為止我找到number three
[00:09:28.400 --> 00:09:30.400]  我找到一些事情是I am good at
[00:09:30.400 --> 00:09:34.400]  但是我還在繼續尋找有沒有一些事情是神給我的
[00:09:34.400 --> 00:09:36.400]  只有我能夠做得最好的
[00:09:36.400 --> 00:09:41.400]  我做的時候是我一做就感受到你知道我就是為了這個
[00:09:41.400 --> 00:09:45.400]  有些人很早就能夠知道,有些人就不是
[00:09:45.400 --> 00:09:49.400]  我最近看台灣有兩個很出名的漫畫家
[00:09:49.400 --> 00:09:52.400]  一個是朱德雍,一個叫蔡志忠
[00:09:52.400 --> 00:09:55.400]  那麼兩個都很暢銷的漫畫
[00:09:55.400 --> 00:09:59.400]  那麼我有一次在看那個蔡志忠訪問
[00:09:59.400 --> 00:10:03.400]  蔡志忠講了一句話套句現在的用語
[00:10:03.400 --> 00:10:05.400]  顛覆了我內心的世界
[00:10:05.400 --> 00:10:08.400]  像我們現在都很喜歡用這個用詞
[00:10:08.400 --> 00:10:11.400]  他那句話是講什麼呢
[00:10:11.400 --> 00:10:13.400]  他有一次訪問他就說
[00:10:13.400 --> 00:10:14.400]  他第一句話是這樣講
[00:10:14.400 --> 00:10:18.400]  他說我這一生不知道我想要幹什麼
[00:10:18.400 --> 00:10:20.400]  因此我很苦惱
[00:10:20.400 --> 00:10:22.400]  那麼話講到這裡其實沒什麼特別
[00:10:22.400 --> 00:10:24.400]  你跟我大概都經歷過
[00:10:24.400 --> 00:10:27.400]  有某段時間我一生不知道幹什麼很苦惱
[00:10:27.400 --> 00:10:31.400]  可是下一句話就顛覆了我的內心世界
[00:10:31.400 --> 00:10:33.400]  他下一句話是這樣說的
[00:10:33.400 --> 00:10:37.400]  他說因此從三歲半到四歲半
[00:10:37.400 --> 00:10:39.400]  我苦苦思考了一年
[00:10:39.400 --> 00:10:43.400]  最後決定我這一生要畫畫
[00:10:43.400 --> 00:10:45.400]  聽清楚我再說一次
[00:10:45.400 --> 00:10:49.400]  因此從三歲半到四歲半
[00:10:49.400 --> 00:10:51.400]  我苦苦思考了一年
[00:10:51.400 --> 00:10:53.400]  最後決定我要畫畫
[00:10:53.400 --> 00:10:55.400]  聽清楚不是三十歲半
[00:10:55.400 --> 00:10:57.400]  是三歲半
[00:10:57.400 --> 00:10:59.400]  我苦苦思考了一年
[00:10:59.400 --> 00:11:02.400]  我在想我三歲半的時候在幹什麼呢
[00:11:02.400 --> 00:11:04.400]  我記不起來
[00:11:04.400 --> 00:11:06.400]  後來我看他訪問的時候
[00:11:06.400 --> 00:11:09.400]  他說原來不只是他一個人的問題
[00:11:09.400 --> 00:11:12.400]  他那條村的人都是這樣的
[00:11:12.400 --> 00:11:14.400]  我不知道哪條村的
[00:11:14.400 --> 00:11:17.400]  但是他整條村的人都是這樣的
[00:11:17.400 --> 00:11:19.400]  他說他那條村裡面
[00:11:19.400 --> 00:11:23.400]  是每一個小孩到三歲的時候
[00:11:23.400 --> 00:11:27.400]  就已經知道他這一生要幹什麼
[00:11:27.400 --> 00:11:29.400]  你可以想像再活在他那條村
[00:11:29.400 --> 00:11:32.400]  大概壓力有多大
[00:11:32.400 --> 00:11:35.400]  你看三歲小孩就穿個尿片
[00:11:35.400 --> 00:11:37.400]  然後就跑過來跟你說
[00:11:37.400 --> 00:11:40.400]  我昨晚苦苦思考了一個晚上
[00:11:40.400 --> 00:11:43.400]  我終於決定我這一生要做大學教授
[00:11:43.400 --> 00:11:44.400]  你呢
[00:11:44.400 --> 00:11:46.400]  然後蔡子重說我還不知道耶
[00:11:46.400 --> 00:11:48.400]  有沒有搞錯啊 三歲半了耶
[00:11:48.400 --> 00:11:50.400]  都還不知道你要幹嘛
[00:11:50.400 --> 00:11:51.400]  沒有聽過一句話嗎
[00:11:51.400 --> 00:11:56.400]  不要讓小孩輸在起跑線上
[00:11:56.400 --> 00:12:00.400]  在人生當中很少有人這麼早就知道說
[00:12:00.400 --> 00:12:01.400]  我 神造我
[00:12:01.400 --> 00:12:04.400]  我獨特的恩賜就是畫畫
[00:12:04.400 --> 00:12:07.400]  我三歲半就知道我想要幹什麼
[00:12:07.400 --> 00:12:08.400]  所以他很苦惱
[00:12:08.400 --> 00:12:11.400]  他就躲在他爸的書桌裡面不出來
[00:12:11.400 --> 00:12:12.400]  苦苦思考一年
[00:12:12.400 --> 00:12:14.400]  終於決定我一生要畫畫
[00:12:14.400 --> 00:12:16.400]  我們有時候到三十歲半四十歲半
[00:12:16.400 --> 00:12:18.400]  或許你還不知道
[00:12:18.400 --> 00:12:20.400]  我的number four是什麼呢
[00:12:20.400 --> 00:12:22.400]  神有什麼東西給我是
[00:12:22.400 --> 00:12:24.400]  只有我能夠做得最好的
[00:12:24.400 --> 00:12:25.400]  其他都做不好
[00:12:25.400 --> 00:12:27.400]  那我們有時候就花很多時間
[00:12:27.400 --> 00:12:29.400]  做那些number one number two
[00:12:29.400 --> 00:12:31.400]  那如果你已經到number three
[00:12:31.400 --> 00:12:33.400]  其實你已經算蠻開心的
[00:12:33.400 --> 00:12:36.400]  很多人花很長的時間
[00:12:36.400 --> 00:12:38.400]  doing number one
[00:12:38.400 --> 00:12:42.400]  spend a lot of time doing things you are bad at
[00:12:42.400 --> 00:12:44.400]  然後又不想改變
[00:12:44.400 --> 00:12:47.400]  有沒有聽過一個很古老的故事
[00:12:47.400 --> 00:12:48.400]  是西方世界的故事
[00:12:48.400 --> 00:12:51.400]  說有個人經過看到有一條狗
[00:12:51.400 --> 00:12:53.400]  在門口的樓梯坐著
[00:12:53.400 --> 00:12:55.400]  那條狗一直在哀嚎
[00:12:55.400 --> 00:12:57.400]  就叫得很痛苦
[00:12:57.400 --> 00:12:59.400]  那麼主人就站在旁邊
[00:12:59.400 --> 00:13:01.400]  所以那個路人就問那個主人說
[00:13:01.400 --> 00:13:04.400]  為什麼一直很痛苦的在叫
[00:13:04.400 --> 00:13:05.400]  那麼主人就說
[00:13:05.400 --> 00:13:07.400]  因為他坐在釘子上面
[00:13:07.400 --> 00:13:08.400]  那個路人就問
[00:13:08.400 --> 00:13:11.400]  那為什麼他不站起來就移一下位置
[00:13:11.400 --> 00:13:12.400]  主人就說因為雖然他痛
[00:13:12.400 --> 00:13:14.400]  可是還沒有痛到一種程度
[00:13:14.400 --> 00:13:17.400]  讓他有這個動力想要改變一下
[00:13:17.400 --> 00:13:18.400]  有時候人就是這樣子
[00:13:18.400 --> 00:13:20.400]  我工作不滿意
[00:13:20.400 --> 00:13:23.400]  我花很多時間doing things I'm bad at
[00:13:23.400 --> 00:13:24.400]  但是it's painful
[00:13:24.400 --> 00:13:26.400]  但是又沒有painful到一種程度
[00:13:26.400 --> 00:13:30.400]  讓我覺得說I gotta change something
[00:13:30.400 --> 00:13:31.400]  我最近在
[00:13:31.400 --> 00:13:33.400]  你知道上一年我在San Diego
[00:13:33.400 --> 00:13:36.400]  有個弟兄突然間生了個孩子
[00:13:36.400 --> 00:13:37.400]  生了孩子之後
[00:13:37.400 --> 00:13:39.400]  他突然間變了一個number one husband
[00:13:39.400 --> 00:13:42.400]  就是超級棒的爸爸跟丈夫
[00:13:42.400 --> 00:13:44.400]  那我就大家都問他說
[00:13:44.400 --> 00:13:46.400]  有什麼讓你做出這樣的改變
[00:13:46.400 --> 00:13:48.400]  為什麼突然間你變了一個模範丈夫
[00:13:48.400 --> 00:13:49.400]  以前都不是這樣子的
[00:13:49.400 --> 00:13:52.400]  現在超級的溫柔超級顧家
[00:13:52.400 --> 00:13:53.400]  What happened
[00:13:53.400 --> 00:13:54.400]  那他說了一句話
[00:13:54.400 --> 00:13:56.400]  那句話是2012年說的
[00:13:56.400 --> 00:13:59.400]  被我評為是2012年最有智慧的一句話
[00:13:59.400 --> 00:14:01.400]  他說是這樣的
[00:14:01.400 --> 00:14:02.400]  當不改變的痛苦
[00:14:02.400 --> 00:14:04.400]  超過改變的痛苦的時候
[00:14:04.400 --> 00:14:07.400]  你就想要改變
[00:14:07.400 --> 00:14:08.400]  所以你知道為什麼
[00:14:08.400 --> 00:14:11.400]  有時候我們做的事情是
[00:14:11.400 --> 00:14:13.400]  You're wasting your life
[00:14:13.400 --> 00:14:15.400]  But it's not painful enough
[00:14:15.400 --> 00:14:16.400]  So you don't want to change
[00:14:16.400 --> 00:14:19.400]  那你就繼續做things you're bad at
[00:14:19.400 --> 00:14:21.400]  我上兩個禮拜在山谷
[00:14:21.400 --> 00:14:23.400]  有些弟兄說感謝神
[00:14:23.400 --> 00:14:24.400]  因為他有一份工
[00:14:24.400 --> 00:14:26.400]  其實他已經做了十幾年
[00:14:26.400 --> 00:14:27.400]  他一直都不喜歡
[00:14:27.400 --> 00:14:29.400]  可是十幾年來每次都說
[00:14:29.400 --> 00:14:31.400]  我想賺工又沒這個動力
[00:14:31.400 --> 00:14:32.400]  我想賺工沒這個動力
[00:14:32.400 --> 00:14:34.400]  後來他就跟他說
[00:14:34.400 --> 00:14:36.400]  你禱告吧你禱告
[00:14:36.400 --> 00:14:37.400]  他就開始禱告
[00:14:37.400 --> 00:14:39.400]  一禱告神就做工了
[00:14:39.400 --> 00:14:40.400]  結果他的company
[00:14:40.400 --> 00:14:42.400]  就被別的company賣掉
[00:14:42.400 --> 00:14:43.400]  Dissolve他的team
[00:14:43.400 --> 00:14:44.400]  他就開始
[00:14:44.400 --> 00:14:46.400]  You have to get up and change
[00:14:46.400 --> 00:14:47.400]  所以他就開始說
[00:14:47.400 --> 00:14:48.400]  我要開始找
[00:14:48.400 --> 00:14:51.400]  我說有什麼事情是我I'm good at
[00:14:51.400 --> 00:14:53.400]  所以你們開始要找
[00:14:53.400 --> 00:14:54.400]  你們工作的時候
[00:14:54.400 --> 00:14:56.400]  你需要想一下
[00:14:56.400 --> 00:14:58.400]  是不是你現在做的事情是
[00:14:58.400 --> 00:14:59.400]  如果已經到number three
[00:14:59.400 --> 00:15:01.400]  至少說that's ok
[00:15:01.400 --> 00:15:04.400]  但如果你沒有找到uniquely give
[00:15:04.400 --> 00:15:05.400]  或許不是在你的工作
[00:15:05.400 --> 00:15:07.400]  或許是在你的侍奉裡面
[00:15:07.400 --> 00:15:10.400]  你需要花時間在神面前去尋找
[00:15:10.400 --> 00:15:12.400]  去嘗試不同的東西
[00:15:12.400 --> 00:15:14.400]  那麼在這一點上面
[00:15:14.400 --> 00:15:16.400]  我想有一個video跟你們分享
[00:15:16.400 --> 00:15:18.400]  是一個小小的電影
[00:15:18.400 --> 00:15:20.400]  這是我第一次用微電影的方式
[00:15:20.400 --> 00:15:21.400]  在講到上面
[00:15:21.400 --> 00:15:23.400]  所以蠻有趣的片段
[00:15:23.400 --> 00:15:24.400]  讓你看看說
[00:15:24.400 --> 00:15:26.400]  其實每個人神造每個人
[00:15:26.400 --> 00:15:28.400]  都有一個right place for him
[00:15:28.400 --> 00:15:30.400]  這裡講到是一個強迫症的
[00:15:30.400 --> 00:15:31.400]  很有意思
[00:15:31.400 --> 00:15:33.400]  他怎麼找到他的right place
[00:15:33.400 --> 00:15:35.400]  我們來看一下這個微電影
[00:15:35.400 --> 00:15:39.400]  所以說神造你很獨特
[00:15:39.400 --> 00:15:41.400]  無論你是有一些強迫症也好
[00:15:41.400 --> 00:15:42.400]  你各方面都好
[00:15:42.400 --> 00:15:44.400]  一定有些東西是
[00:15:44.400 --> 00:15:46.400]  神是獨特給你的
[00:15:46.400 --> 00:15:49.400]  There's a right place for that
[00:15:49.400 --> 00:15:51.400]  但是有時候我們比較沒有去找
[00:15:51.400 --> 00:15:53.400]  有時候我們在成長過程當中
[00:15:53.400 --> 00:15:54.400]  無論是有些是
[00:15:54.400 --> 00:15:56.400]  你父母已經幫你選的職業
[00:15:56.400 --> 00:15:57.400]  你父母不知道考慮什麼
[00:15:57.400 --> 00:15:58.400]  選這個職業
[00:15:58.400 --> 00:16:00.400]  有時候只是考慮說
[00:16:00.400 --> 00:16:02.400]  工作前景如何
[00:16:02.400 --> 00:16:03.400]  工資多少
[00:16:03.400 --> 00:16:04.400]  但是並沒有考慮到
[00:16:04.400 --> 00:16:05.400]  神造你的時候
[00:16:05.400 --> 00:16:07.400]  他給你的unique gift
[00:16:07.400 --> 00:16:08.400]  到底是什麼
[00:16:08.400 --> 00:16:09.400]  所以有時候animal
[00:16:09.400 --> 00:16:11.400]  花了很多時間
[00:16:11.400 --> 00:16:12.400]  過得很不愉快
[00:16:12.400 --> 00:16:14.400]  其實我們的工作方面
[00:16:14.400 --> 00:16:15.400]  並沒有找到一個
[00:16:15.400 --> 00:16:17.400]  能夠match我們很好的恩賜
[00:16:17.400 --> 00:16:19.400]  所能夠用的這個工作
[00:16:19.400 --> 00:16:21.400]  所以我鼓勵你們回去
[00:16:21.400 --> 00:16:23.400]  可以花點時間
[00:16:23.400 --> 00:16:24.400]  可以稍微禱告
[00:16:24.400 --> 00:16:26.400]  然後求問神
[00:16:26.400 --> 00:16:27.400]  可以也透過侍奉
[00:16:27.400 --> 00:16:28.400]  去找一下
[00:16:28.400 --> 00:16:29.400]  到底有什麼
[00:16:29.400 --> 00:16:31.400]  你是很unique gift的
[00:16:31.400 --> 00:16:33.400]  就不要把所有時間浪費在
[00:16:33.400 --> 00:16:35.400]  doing something you are bad at
[00:16:35.400 --> 00:16:37.400]  是很重要
[00:16:37.400 --> 00:16:41.400]  那麼再給你們一個story
[00:16:41.400 --> 00:16:42.400]  就是有時候我知道
[00:16:42.400 --> 00:16:43.400]  為了生存
[00:16:43.400 --> 00:16:45.400]  這份工作你不得不做
[00:16:45.400 --> 00:16:46.400]  但是其實有些的方法
[00:16:46.400 --> 00:16:48.400]  你可以開始
[00:16:48.400 --> 00:16:50.400]  尋找一下你的passion
[00:16:50.400 --> 00:16:51.400]  我有一個朋友
[00:16:51.400 --> 00:16:53.400]  他是
[00:16:53.400 --> 00:16:54.400]  就是以前我們相處的時候
[00:16:54.400 --> 00:16:55.400]  其實我覺得他蠻不成熟的
[00:16:55.400 --> 00:16:56.400]  不過最近
[00:16:56.400 --> 00:16:57.400]  突然間不知道為什麼
[00:16:57.400 --> 00:16:58.400]  變了一個人
[00:16:58.400 --> 00:17:00.400]  很有自信這樣子
[00:17:00.400 --> 00:17:01.400]  其實他的自信是來自於
[00:17:01.400 --> 00:17:03.400]  他終於找到他的passion
[00:17:03.400 --> 00:17:04.400]  找到有些事情
[00:17:04.400 --> 00:17:05.400]  他很喜歡做
[00:17:05.400 --> 00:17:06.400]  做起來很開心
[00:17:06.400 --> 00:17:08.400]  而且又能夠服務人的
[00:17:08.400 --> 00:17:11.400]  所以他就開始做這個
[00:17:11.400 --> 00:17:12.400]  主題蛋糕
[00:17:12.400 --> 00:17:13.400]  他很喜歡做主題蛋糕
[00:17:13.400 --> 00:17:14.400]  所以他就覺得
[00:17:14.400 --> 00:17:16.400]  他可以把他很喜歡art
[00:17:16.400 --> 00:17:17.400]  很喜歡吃蛋糕
[00:17:17.400 --> 00:17:18.400]  融合在一起
[00:17:18.400 --> 00:17:20.400]  他就做主題蛋糕
[00:17:20.400 --> 00:17:22.400]  其實他自己有一份office的job
[00:17:22.400 --> 00:17:24.400]  他並不喜歡office的job
[00:17:24.400 --> 00:17:26.400]  所以他自己在家裡
[00:17:26.400 --> 00:17:27.400]  就弄了一個網站
[00:17:27.400 --> 00:17:29.400]  就開始賣主題蛋糕
[00:17:29.400 --> 00:17:31.400]  這種蛋糕80塊一個
[00:17:31.400 --> 00:17:32.400]  隨便幫他賣廣告
[00:17:32.400 --> 00:17:34.400]  提前一個禮拜要訂
[00:17:34.400 --> 00:17:35.400]  所以他有
[00:17:35.400 --> 00:17:37.400]  這些有angry bird
[00:17:37.400 --> 00:17:38.400]  angry bird
[00:17:38.400 --> 00:17:39.400]  所以你有特別的人生日
[00:17:39.400 --> 00:17:40.400]  你想給他一個驚喜
[00:17:40.400 --> 00:17:42.400]  是外邊買不到的
[00:17:42.400 --> 00:17:43.400]  他在家裡自己做
[00:17:43.400 --> 00:17:45.400]  這個是他最近做的一個
[00:17:45.400 --> 00:17:47.400]  叫raspberry castle
[00:17:47.400 --> 00:17:48.400]  很漂亮對不對
[00:17:48.400 --> 00:17:50.400]  這是他的passion
[00:17:50.400 --> 00:17:51.400]  那麼他就想說
[00:17:51.400 --> 00:17:52.400]  如果雖然我的工作
[00:17:52.400 --> 00:17:53.400]  是我不喜歡
[00:17:53.400 --> 00:17:55.400]  但是那個可以provide一個
[00:17:55.400 --> 00:17:56.400]  stable living
[00:17:56.400 --> 00:17:57.400]  但是我不想因此
