
[00:00:00.000 --> 00:00:03.600]  上星期開始的張林正的訊息
[00:02:32.160 --> 00:02:34.560]  而他所教導的
[00:02:34.560 --> 00:02:36.160]  或者他的言行
[00:02:36.160 --> 00:02:38.800]  他的表彰
[00:02:38.800 --> 00:02:40.720]  他的榜樣
[00:02:40.720 --> 00:02:42.880]  不是一般人的教導
[00:02:42.880 --> 00:02:46.240]  而是來自神的啟示
[00:02:46.240 --> 00:02:48.880]  所以在基督教的系統神學裏面
[00:02:48.880 --> 00:02:51.840]  我們說到神是一位啟示的神
[00:02:51.840 --> 00:02:54.400]  包括了自然啟示
[00:02:54.400 --> 00:02:57.760]  自然啟示即是說大自然創造
[00:02:57.760 --> 00:03:00.560]  我們見到大自然創造這麼奇妙
[00:03:00.560 --> 00:03:01.280]  這麼精心
[00:03:01.280 --> 00:03:02.880]  這個宇宙萬物
[00:03:02.880 --> 00:03:04.400]  在物質界裏面
[00:03:04.400 --> 00:03:06.320]  我們看見神對我們啟示
[00:03:06.320 --> 00:03:08.560]  在羅馬書一章裏我講過
[00:03:08.560 --> 00:03:10.160]  自從做天地以來
[00:03:10.160 --> 00:03:12.720]  神的神性是明明可知的
[00:03:12.720 --> 00:03:13.840]  雖是眼不能見
[00:03:13.840 --> 00:03:17.200]  但藉著所造之物就可以曉得
[00:03:17.200 --> 00:03:19.120]  叫人無可推諉
[00:03:19.120 --> 00:03:20.560]  所以我們看到
[00:03:20.560 --> 00:03:22.800]  這是第一個普通啟示
[00:03:22.800 --> 00:03:24.320]  或者叫自然啟示
[00:03:24.320 --> 00:03:26.800]  但是更加神是啟示的神
[00:03:26.800 --> 00:03:30.160]  他是一位特殊啟示的神
[00:03:30.160 --> 00:03:31.520]  所以什麼叫特殊啟示呢
[00:03:31.520 --> 00:03:33.440]  特殊啟示有兩方面
[00:03:33.440 --> 00:03:35.440]  第一方面就是耶穌基督
[00:03:35.440 --> 00:03:37.920]  就是主耶穌基督親自來到這個世界
[00:03:37.920 --> 00:03:40.240]  成為肉身向我們啟示
[00:03:40.240 --> 00:03:41.680]  祂所講的
[00:03:41.680 --> 00:03:42.720]  祂所表達的
[00:03:42.720 --> 00:03:45.840]  就是神的啟示在我們人世當中
[00:03:45.840 --> 00:03:47.520]  當然第二個特殊啟示
[00:03:47.520 --> 00:03:49.120]  就是聖經的話語
[00:03:49.120 --> 00:03:50.800]  就是神藉著聖靈
[00:03:50.800 --> 00:03:53.120]  感動作者、寫下
[00:03:53.120 --> 00:03:56.400]  叫我們能夠知道神的話語和真理
[00:03:56.400 --> 00:03:58.880]  和祂對我們的心意
[00:03:58.880 --> 00:04:00.880]  所以神是一位啟示的神
[00:04:00.880 --> 00:04:03.200]  而最大最奇妙的
[00:04:03.200 --> 00:04:04.480]  除了創造萬物
[00:04:04.480 --> 00:04:07.040]  和聖經裏面給我們看見
[00:04:07.040 --> 00:04:09.120]  當然就是祂自己親自來到
[00:04:09.120 --> 00:04:11.840]  就是藉著耶穌基督向我們啟示
[00:04:11.840 --> 00:04:13.360]  所以講到神的啟示
[00:04:13.360 --> 00:04:14.480]  很多時候我們想到
[00:04:14.480 --> 00:04:16.320]  這個寫下來
[00:04:16.320 --> 00:04:17.840]  好像聖經裏面
[00:04:17.840 --> 00:04:19.760]  這個叫Revelation
[00:04:19.760 --> 00:04:22.640]  當人被聖靈感動的時候
[00:04:22.640 --> 00:04:24.160]  寫下來的時候
[00:04:24.160 --> 00:04:28.400]  這個就是神將祂自己啟示給我們
[00:04:28.400 --> 00:04:29.920]  所以在約翰福音
[00:04:29.920 --> 00:04:32.240]  他用到的字就是道
[00:04:32.240 --> 00:04:36.400]  這個道就好像文字一樣
[00:04:36.400 --> 00:04:37.840]  而其實他的希臘文
[00:04:37.840 --> 00:04:42.240]  我們都知道很多部分的人都聽過
[00:04:42.240 --> 00:04:45.680]  這個道的希臘文是什麼字
[00:04:45.680 --> 00:04:48.400]  Logos這個字
[00:04:48.400 --> 00:04:50.160]  Logos這個希臘文
[00:04:50.160 --> 00:04:56.880]  其實是當時的新約時代的希臘文文化
[00:04:56.880 --> 00:04:58.400]  即是今天我們讀希臘文
[00:04:58.400 --> 00:05:02.960]  其實是和2000年前的希臘文有些不同
[00:05:02.960 --> 00:05:04.880]  所以我們在神學院讀希臘文
[00:05:04.880 --> 00:05:06.800]  是讀回新約的希臘文
[00:05:06.800 --> 00:05:08.880]  不是現在的現代希臘文
[00:05:08.880 --> 00:05:10.640]  是新約時期的希臘文
[00:05:10.640 --> 00:05:12.800]  所以在這個希臘文
[00:05:12.800 --> 00:05:13.760]  在當時來說
[00:05:13.760 --> 00:05:17.520]  Logos這個字其實是一個很普遍的用語
[00:05:17.520 --> 00:05:20.400]  是講到關乎人的對話
[00:05:20.400 --> 00:05:23.760]  當然有幾個名詞是可以講人的對話
[00:05:23.760 --> 00:05:25.840]  不過其中一個就是Logos這個字
[00:05:25.840 --> 00:05:29.360]  又或者在那些計算的數目上面
[00:05:29.360 --> 00:05:30.480]  計算數目上面
[00:05:30.480 --> 00:05:32.320]  有時候他們用Logos這個字
[00:05:32.320 --> 00:05:34.160]  一些文字的記錄
[00:05:34.160 --> 00:05:38.960]  或者甚至是一些人的言論被記錄下來
[00:05:38.960 --> 00:05:42.400]  所以這個也是當時社會用這個字
[00:05:42.400 --> 00:05:46.640]  但很明顯當約翰用Logos這個道的時候
[00:05:46.640 --> 00:05:49.440]  他是有一個更深的含義
[00:05:49.440 --> 00:05:51.120]  因為我們明顯看見
[00:05:51.120 --> 00:05:52.720]  除了在約翰福音
[00:05:52.720 --> 00:05:54.800]  他提到道成為肉身
[00:05:54.800 --> 00:05:57.280]  這個道在第一章特別出現
[00:05:57.280 --> 00:06:00.640]  在下面約翰福音也有提到這個道
[00:06:00.640 --> 00:06:03.280]  但是在其他約翰的書信
[00:06:03.280 --> 00:06:05.120]  約翰也寫了約翰福音
[00:06:05.120 --> 00:06:08.400]  還有寫什麼?
[00:06:08.400 --> 00:06:11.200]  約翰一書和啟示錄
[00:06:11.200 --> 00:06:12.800]  所以在約翰一書裏面
[00:06:12.800 --> 00:06:13.680]  他就很清楚的講
[00:06:13.680 --> 00:06:17.760]  他說這個原有之生命之道
[00:06:17.760 --> 00:06:20.240]  我們如果看約翰一書就發覺
[00:06:20.240 --> 00:06:23.840]  他就加多一些注釋
[00:06:23.840 --> 00:06:25.120]  所以他不單止講道
[00:06:25.120 --> 00:06:27.920]  他說是原有的生命之道
[00:06:27.920 --> 00:06:32.800]  其實和約翰福音所講的第一章的內容是相吻合的
[00:06:32.800 --> 00:06:35.120]  因為是同一位作者
[00:06:35.120 --> 00:06:37.040]  然後在啟示錄他就講到
[00:06:37.040 --> 00:06:40.720]  他說這個是神之道
[00:06:40.720 --> 00:06:46.080]  所以很明顯他對於這個道有一個更深的含義
[00:06:46.080 --> 00:06:53.680]  而最清楚的莫乎是道成肉身的教義和真理
[00:06:53.680 --> 00:06:56.800]  就在約翰福音一章裏面最清楚顯明了
[00:06:56.800 --> 00:06:58.880]  所以今天我們來看看這段經文
[00:06:58.880 --> 00:07:06.160]  我們一起讀一讀約翰福音一章一到十四節
[00:07:06.160 --> 00:07:08.080]  我們一起讀完它
[00:07:08.080 --> 00:07:09.760]  請大家同聲讀出
[00:07:09.760 --> 00:07:16.240]  「太初有道,道與上帝同在,道就是上帝。
[00:07:16.240 --> 00:07:22.560]  這道太初與上帝同在,萬物是藉著他做的,
[00:07:22.560 --> 00:07:27.680]  凡被做的,本有一樣不是藉著他做的。」
[00:07:27.680 --> 00:07:30.720]  所以這裏提到太初有道
[00:07:30.720 --> 00:07:34.480]  當約翰寫的時候不是一般人的說話
[00:07:34.480 --> 00:07:37.360]  很明顯這個就是神之道
[00:07:37.360 --> 00:07:41.920]  而更進一步他說道與神同在
[00:07:41.920 --> 00:07:45.040]  再清楚一點他說道就是誰?
[00:07:45.040 --> 00:07:47.360]  道就是上帝
[00:07:47.360 --> 00:07:54.080]  所以這個很明顯是指道是神之道或者是神本身
[00:07:54.080 --> 00:07:57.680]  第二節「這道太初與上帝同在」
[00:07:57.680 --> 00:07:59.840]  第三節,現在讀第四節
[00:07:59.840 --> 00:08:01.120]  請讀
[00:08:01.120 --> 00:08:06.000]  「生命在他裏頭,這生命就是人的光,
[00:08:06.000 --> 00:08:10.720]  光照在黑暗裏,黑暗卻不接受光。」
[00:08:10.720 --> 00:08:12.560]  我們跳到第九節
[00:08:12.560 --> 00:08:17.840]  「那光是真光,照亮一切,生在世上的一。」
[00:08:17.840 --> 00:08:18.880]  第十節
[00:08:18.880 --> 00:08:26.320]  「他在世界,世界也是藉著他做的,世界卻不認識他,
[00:08:26.320 --> 00:08:32.160]  他到自己的地方來,自己的人都不接待他,
[00:08:32.160 --> 00:08:35.920]  凡接待他的就是信他明的人,
[00:08:35.920 --> 00:08:41.120]  他就似他們權柄作上帝的兒女。」
[00:08:41.120 --> 00:08:42.320]  第十三節
[00:08:42.320 --> 00:08:47.520]  「這等人不是從血氣生的,不是從情慾生的,
[00:08:47.520 --> 00:08:52.960]  也不是從仁義生的,乃是從上帝生的,
[00:08:52.960 --> 00:08:57.120]  道成了肉身,住在我們中間,
[00:08:57.120 --> 00:09:01.040]  充充滿滿地有恩典,有真理,
[00:09:01.040 --> 00:09:10.960]  我們也見過他的明光,正是負獨心子的明光。」
[00:09:10.960 --> 00:09:16.160]  所以在這段經文裏,我今天跟大家分享有三方面關乎道
[00:09:16.160 --> 00:09:22.560]  道在《約翰福音》一章裏有哪些
[00:09:22.560 --> 00:09:26.640]  讓我們再次體會基督降生成為肉身
[00:09:26.640 --> 00:09:30.800]  這是章林哲臨在的意義
[00:09:30.800 --> 00:09:32.400]  耶穌為何臨在呢?
[00:09:32.400 --> 00:09:37.280]  第一是講到道的超越性
[00:09:37.280 --> 00:09:41.840]  道的超越,如果用英文講就是transcendence
[00:09:41.840 --> 00:09:46.240]  就是超越一切、超過一切
[00:09:46.240 --> 00:09:48.320]  超過甚麼呢?
[00:09:48.320 --> 00:09:52.480]  第一是超越時間空間
[00:09:52.480 --> 00:09:53.040]  為甚麼呢?
[00:09:53.040 --> 00:09:55.520]  因為第一節開始第二節
[00:09:55.520 --> 00:10:02.960]  「太初有道,道與上帝同在,道就是神,
[00:10:02.960 --> 00:10:06.640]  這道太初與上帝同在。」
[00:10:06.640 --> 00:10:09.520]  所以這是一個時間性的用語
[00:10:09.520 --> 00:10:15.520]  亦是講到超越了時間和空間之先
[00:10:15.520 --> 00:10:17.440]  就有存在的東西
[00:10:17.440 --> 00:10:21.120]  所以如果我們創造物質界的時候
[00:10:21.120 --> 00:10:22.640]  一定有dimension的
[00:10:22.640 --> 00:10:25.760]  dimension就是長、闊、高
[00:10:25.760 --> 00:10:28.320]  所以我們的禮堂有多大
[00:10:28.320 --> 00:10:31.440]  他就去measure有多高、有多長、有多闊
[00:10:31.440 --> 00:10:33.280]  這是three dimension
[00:10:33.280 --> 00:10:34.960]  但還有一個dimension
[00:10:34.960 --> 00:10:36.960]  fourth dimension就是時間
[00:10:36.960 --> 00:10:40.720]  所以時間究竟在歷史裏面存留
[00:10:40.720 --> 00:10:46.320]  一棟建築物在2001年我們搬進來的時候
[00:10:46.320 --> 00:10:48.880]  現在2025年有很多東西不同了
[00:10:48.880 --> 00:10:51.360]  雖然那個一樣的dimension
[00:10:51.360 --> 00:10:52.800]  但時間不同了
[00:10:52.800 --> 00:10:55.520]  所以它就有很多東西不同了
[00:10:55.520 --> 00:10:59.840]  所以這個就可以量度我們時間和空間
[00:10:59.840 --> 00:11:04.960]  在歷史上可以量度的一些數據
[00:11:04.960 --> 00:11:08.960]  但這裏很明顯它說太初的意思
[00:11:08.960 --> 00:11:13.440]  太初就是它在時間和空間未存在之前
[00:11:13.440 --> 00:11:15.280]  它已經存在了
[00:11:15.280 --> 00:11:16.800]  所以在啟示錄
[00:11:16.800 --> 00:11:20.160]  在最後一卷聖經裏面
[00:11:20.160 --> 00:11:21.440]  耶穌親自講
[00:11:21.440 --> 00:11:23.520]  祂說「我是阿拉伐」
[00:11:23.520 --> 00:11:25.040]  「我是甚麼」
[00:11:25.040 --> 00:11:26.240]  「我不會的」
[00:11:26.240 --> 00:11:29.680]  「是甚麼來的」
[00:11:29.680 --> 00:11:31.120]  「這個是希臘文來的知不知道」
[00:11:31.120 --> 00:11:36.560]  「I am the Alpha and I am the Omega」
[00:11:36.560 --> 00:11:38.960]  為甚麼是Alpha和Omega
[00:11:38.960 --> 00:11:43.680]  因為希臘文有24個字母
[00:11:43.680 --> 00:11:45.920]  Alpha做第一
[00:11:45.920 --> 00:11:47.440]  Omega做最後
[00:11:47.440 --> 00:11:49.120]  所以「我是開始」
[00:11:49.120 --> 00:11:51.680]  亦都是「我是終極」
[00:11:51.680 --> 00:11:55.040]  所以在啟示錄裏面講了三次
[00:11:55.040 --> 00:11:56.800]  如果大家回去數一下
[00:11:56.800 --> 00:11:58.240]  它講了三次
[00:11:58.240 --> 00:12:02.400]  祂說「我是阿拉伐」「我是Omega」
[00:12:02.400 --> 00:12:04.000]  這個講了三次
[00:12:04.000 --> 00:12:05.360]  很明顯講明
[00:12:05.360 --> 00:12:08.480]  祂說「我是開始的亦都是末後的」
[00:12:08.480 --> 00:12:10.880]  即是說祂是之外的
[00:12:10.880 --> 00:12:13.600]  在這個開始和末後
[00:12:13.600 --> 00:12:17.040]  整個宇宙萬物當中
[00:12:17.040 --> 00:12:18.720]  耶穌是超越這些一切
[00:12:18.720 --> 00:12:21.280]  這個叫Transcendence
[00:12:21.280 --> 00:12:23.440]  所以我們看見耶穌超越了一切
[00:12:23.440 --> 00:12:27.360]  所以在摩西寫人生的詩篇
[00:12:27.360 --> 00:12:28.880]  詩篇九十篇的時候
[00:12:28.880 --> 00:12:34.240]  第一句說「從耿古直到永遠你是上帝」
[00:12:34.240 --> 00:12:35.840]  甚麼是從耿古直到永遠
[00:12:35.840 --> 00:12:39.440]  即是說祂是整個人類歷史創造的裏邊
[00:12:39.440 --> 00:12:41.680]  從開始直到結束
[00:12:41.680 --> 00:12:44.800]  祂是超越這些一切的上帝
[00:12:44.800 --> 00:12:46.480]  所以在摩西說「在你看來
[00:12:46.480 --> 00:12:48.880]  千年如已過的昨日
[00:12:48.880 --> 00:12:51.680]  猶如夜間的一更」
[00:12:51.680 --> 00:12:53.760]  所以在神的體裏
[00:12:53.760 --> 00:13:00.400]  看來時間真是千年如昨日
[00:13:00.400 --> 00:13:02.720]  猶如夜間的一更
[00:13:02.720 --> 00:13:04.640]  是很短的時間
[00:13:04.640 --> 00:13:08.240]  所以我們人生幾十年的寒暑
[00:13:08.240 --> 00:13:11.440]  到現在一百歲也有很多
[00:13:11.440 --> 00:13:15.360]  但比起人類歷史當中的時間
[00:13:15.360 --> 00:13:17.840]  我們真的很渺小
[00:13:17.840 --> 00:13:19.680]  如果我們說到整個宇宙萬物
[00:13:19.680 --> 00:13:21.280]  剛才我們所說的
[00:13:21.280 --> 00:13:24.800]  更加是非常非常渺小
[00:13:24.800 --> 00:13:26.400]  所以甚麼是宇呢
[00:13:26.400 --> 00:13:28.160]  宇是空間
[00:13:28.160 --> 00:13:30.000]  就是時間
[00:13:30.000 --> 00:13:32.400]  所以說到宇宙就是
[00:13:32.400 --> 00:13:37.600]  四個層次的時間空間所組成的東西
[00:13:37.600 --> 00:13:39.760]  所以上帝創造宇宙萬物
[00:13:39.760 --> 00:13:41.280]  其實不單止物質界
[00:13:41.280 --> 00:13:44.640]  也包括了整個人類歷史和時間
[00:13:44.640 --> 00:13:46.320]  所謂古往今來
[00:13:46.320 --> 00:13:48.000]  超越宇宙
[00:13:48.000 --> 00:13:50.240]  這位就是我們的上帝
[00:13:50.240 --> 00:13:51.760]  這位上帝是誰
[00:13:51.760 --> 00:13:52.960]  他是道
[00:13:52.960 --> 00:13:55.520]  道就是上帝
[00:13:55.520 --> 00:13:57.120]  所以當我們說上帝的時候
[00:13:57.120 --> 00:14:01.120]  其實可以應用在父神
[00:14:01.120 --> 00:14:04.160]  也可以應用在聖子
[00:14:04.160 --> 00:14:06.880]  所以上帝不單止是父神
[00:14:06.880 --> 00:14:09.040]  上帝是三一的上帝
[00:14:09.040 --> 00:14:11.360]  所以是聖父、聖子、聖靈
[00:14:11.360 --> 00:14:14.640]  所以我們看到這位上帝
[00:14:14.640 --> 00:14:19.120]  他是道與上帝同在
[00:14:19.120 --> 00:14:21.280]  道其實就是上帝
[00:14:21.280 --> 00:14:24.240]  所以我們看見他不單止超越時間空間
[00:14:24.240 --> 00:14:27.200]  他更加當然是超越物質世界
[00:14:27.200 --> 00:14:29.040]  所以接下來第三第四節
[00:14:29.040 --> 00:14:31.600]  他說萬物是藉著他造的
[00:14:31.600 --> 00:14:35.360]  凡被造的沒有一樣不是藉著他造的
[00:14:35.360 --> 00:14:36.560]  生命在他裡頭
[00:14:36.560 --> 00:14:38.800]  這生命就是人的國
[00:14:38.800 --> 00:14:41.600]  指明所有在地上的活物
[00:14:41.600 --> 00:14:45.520]  所有宇宙萬物的一切
[00:14:45.520 --> 00:14:48.560]  都是被造之物
[00:14:48.560 --> 00:14:52.800]  被造之物沒有一樣不是藉著他造的
[00:14:52.800 --> 00:14:56.640]  意思就是他超越這些物質世界
[00:14:56.640 --> 00:14:58.960]  因為他是創造主
[00:14:58.960 --> 00:15:02.800]  講明他本身不是受造之物
[00:15:02.800 --> 00:15:07.040]  所以我們體會到我們人都是受造之物
[00:15:07.040 --> 00:15:09.200]  我們都是人類
[00:15:09.200 --> 00:15:12.080]  但是道是神類
[00:15:12.080 --> 00:15:14.240]  他不是人
[00:15:14.240 --> 00:15:16.480]  所以後來剛才我們讀第十四節
[00:15:16.480 --> 00:15:20.320]  他說他是神的獨生子
[00:15:20.320 --> 00:15:24.400]  獨生子這個觀念其實就是指到他是唯一的意思
[00:15:24.400 --> 00:15:26.880]  除了他之外再沒有其他了
[00:15:26.880 --> 00:15:28.640]  所以叫獨生
[00:15:28.640 --> 00:15:33.280]  所以獨生唯一在神創造的萬物當中
[00:15:33.280 --> 00:15:37.200]  唯一這個是屬於神類的
[00:15:37.200 --> 00:15:40.800]  其他都是人類都是物質的界類
[00:15:40.800 --> 00:15:43.120]  是被造之類
[00:15:43.120 --> 00:15:48.640]  但是受造之物沒有辦法與創造者相比
[00:15:48.640 --> 00:15:52.720]  所以這個就是神的獨生子這個意思
[00:15:52.720 --> 00:15:59.520]  所以我們看到這位道就是神的獨生子
[00:15:59.520 --> 00:16:00.480]  他是唯一的
[00:16:00.480 --> 00:16:04.240]  他不是被造之物
[00:16:04.240 --> 00:16:06.320]  他是創造者
[00:16:06.320 --> 00:16:08.640]  而且講到他是生命在他裏頭
[00:16:08.640 --> 00:16:11.040]  意思就是他是有位格的
[00:16:11.040 --> 00:16:13.840]  生命代表他有思想有意志
[00:16:13.840 --> 00:16:14.960]  他不是一件死物
[00:16:14.960 --> 00:16:16.720]  萬物可以是死物
[00:16:16.720 --> 00:16:20.240]  萬物也不可以與人溝通
[00:16:20.240 --> 00:16:23.280]  但是萬物當中人類是特別的
[00:16:23.280 --> 00:16:28.080]  因為我們是可以有神的形象樣式來被造的
[00:16:28.080 --> 00:16:30.080]  所以我們是有位格的
[00:16:30.080 --> 00:16:32.240]  即是有思想有意志的
[00:16:32.240 --> 00:16:38.080]  當然更加不同的就是我們有上世所賜予的靈
[00:16:38.080 --> 00:16:43.760]  就是我們與其他的動物界或植物界有生命者
[00:16:43.760 --> 00:16:45.760]  都更加超越的
[00:16:45.760 --> 00:16:49.520]  但是我們看到上帝說生命是在他那裏來的
[00:16:49.520 --> 00:16:51.920]  即是說他是有生命力的
[00:16:51.920 --> 00:16:53.280]  一會兒我們會再講
[00:16:53.280 --> 00:16:54.800]  他是創造者
[00:16:54.800 --> 00:17:00.320]  他不單止是宇宙萬物的創造的上帝
[00:17:00.320 --> 00:17:02.000]  更加是與人溝通
[00:17:02.000 --> 00:17:05.280]  能夠將他的屬性和我們分享的
[00:17:05.280 --> 00:17:07.520]  所以今天我們有神的屬性
[00:17:07.520 --> 00:17:09.440]  某些的屬性不是神性
[00:17:09.440 --> 00:17:10.320]  是屬性
[00:17:10.320 --> 00:17:13.920]  那種屬性就是說我們有思想意志有感情
[00:17:13.920 --> 00:17:15.680]  我們有聖潔的觀念
[00:17:15.680 --> 00:17:17.680]  我們有道德感
[00:17:17.680 --> 00:17:21.920]  這些都是神創造我們的時候賦予給我們的
[00:17:21.920 --> 00:17:26.000]  所以我們發覺這種是神超越了
[00:17:26.000 --> 00:17:29.920]  時間空間超越了物質界的塑造之物
[00:17:29.920 --> 00:17:31.840]  他是太初的道
[00:17:31.840 --> 00:17:35.760]  他是萬物的主宰和創造者
[00:17:35.760 --> 00:17:38.000]  其實在我們中國的文化裏面
[00:17:38.000 --> 00:17:41.200]  大家對於道不是很陌生的
[00:17:41.200 --> 00:17:44.960]  這個我們東方特別是中國的文化
[00:17:44.960 --> 00:17:50.480]  在這方面其實和聖經的啟示有一些吻合的
[00:17:50.480 --> 00:17:53.840]  大家很相信一定聽過道家思常
[00:17:53.840 --> 00:17:55.200]  即是我們的道
[00:17:55.200 --> 00:18:00.000]  有沒有讀過《道德經》
[00:18:00.000 --> 00:18:01.840]  知不知道是誰寫的
[00:18:01.840 --> 00:18:03.840]  老子
[00:18:03.840 --> 00:18:08.960]  所以老子是道家的發源人
[00:18:08.960 --> 00:18:10.960]  道家不同道教
[00:18:10.960 --> 00:18:13.920]  道教後來傳到民間宗教
[00:18:13.920 --> 00:18:17.440]  變成加了很多偶像崇拜、邪靈那些
[00:18:17.440 --> 00:18:22.000]  但是道家其實是思想到萬物的起源
[00:18:22.000 --> 00:18:25.120]  人倫的關係
[00:18:25.120 --> 00:18:27.920]  所以這本叫做《道德經》
[00:18:27.920 --> 00:18:32.640]  所以講到道和德是互相稱的
[00:18:32.640 --> 00:18:34.640]  老子的《道德經》
[00:18:34.640 --> 00:18:41.600]  他講道可道 非常道
[00:18:41.600 --> 00:18:45.680]  其實道這個觀念在老子的觀察萬物裏面
[00:18:45.680 --> 00:18:48.000]  他覺得是一種恆常的道理
[00:18:48.000 --> 00:18:52.640]  他發覺有很多大自然的道理是一個恆常的道理
[00:18:52.640 --> 00:18:55.120]  今天我們科學發現就是一個定理
[00:18:55.120 --> 00:18:57.600]  所以為什麼會有這麼多恆常的道理
[00:18:57.600 --> 00:19:00.800]  他相信這個宇宙當中有一股力量
[00:19:00.800 --> 00:19:02.800]  所以《道德經》第五十一章
[00:19:02.800 --> 00:19:04.800]  道生之
[00:19:04.800 --> 00:19:06.800]  德畜之
[00:19:06.800 --> 00:19:08.800]  畜即是藥畜
[00:19:08.800 --> 00:19:10.800]  牧畜、牧羊的意思
[00:19:10.800 --> 00:19:12.800]  道畜之
[00:19:12.800 --> 00:19:14.800]  物形之
[00:19:14.800 --> 00:19:16.800]  世成之
[00:19:16.800 --> 00:19:18.800]  所以他講道
[00:19:18.800 --> 00:19:20.800]  有一種道
[00:19:20.800 --> 00:19:24.320]  能讓人類有道德性
[00:19:24.320 --> 00:19:28.320]  能夠彼此培養道德性
[00:19:28.320 --> 00:19:32.080]  然後牧形之 即是物形成了
[00:19:32.080 --> 00:19:37.280]  然後世成之 即是一種原理不斷生息
[00:19:37.280 --> 00:19:39.280]  有一種秩序 一種循環
[00:19:39.280 --> 00:19:41.280]  生生不息
[00:19:41.280 --> 00:19:43.280]  互相依賴
[00:19:43.280 --> 00:19:46.880]  然後藉此德性可以延續
[00:19:46.880 --> 00:19:50.480]  所以其實在我們中國文化裏面
[00:19:50.480 --> 00:19:54.080]  這種道其實在觀察宇宙萬物的時候
[00:19:54.080 --> 00:20:01.120]  老子就去體察到這種萬物有一種定理
[00:20:01.120 --> 00:20:03.120]  不過很可惜他未明白
[00:20:03.120 --> 00:20:09.520]  這種自然規律原來是由一位創造者去治癒和管理
[00:20:09.520 --> 00:20:11.520]  所以在道家思想
[00:20:11.520 --> 00:20:13.520]  他認為這是一種力量
[00:20:13.520 --> 00:20:15.520]  是一種能量也好
[00:20:15.520 --> 00:20:17.520]  是一種勢也好
[00:20:17.520 --> 00:20:19.520]  但是他未能夠明白到
[00:20:19.520 --> 00:20:23.520]  原來這個創造者是有位格的上帝
[00:20:23.520 --> 00:20:25.520]  所以今日我們說為何
[00:20:25.520 --> 00:20:29.520]  我們說神 聖父 聖子 聖靈
[00:20:29.520 --> 00:20:31.520]  聖靈是有位格的
[00:20:31.520 --> 00:20:33.520]  意思是說祂是有位格的
[00:20:33.520 --> 00:20:35.520]  和我們溝通的
[00:20:35.520 --> 00:20:37.520]  祂和我們不是一種能量那麼簡單
[00:20:37.520 --> 00:20:39.520]  祂不是一種勢那麼簡單
[00:20:39.520 --> 00:20:43.520]  是和我們可以溝通的造物主
