
[00:00:00.000 --> 00:00:04.000]  今天我們繼續看以利亞的系列
[00:01:48.200 --> 00:01:52.360]  但一個活的盼望不單止是我們留守在地上
[00:01:52.360 --> 00:02:00.280]  等待上天堂,等待一個永恆的境界的盼望
[00:02:00.280 --> 00:02:04.080]  這個Living Hope更加能夠給予我們一個
[00:02:04.080 --> 00:02:07.800]  活在地上面對生活每一個小節
[00:02:07.800 --> 00:02:09.480]  生活每一樣事情
[00:02:09.480 --> 00:02:12.640]  我們都能夠有一個盼望,有一個新的體見
[00:02:12.640 --> 00:02:16.160]  有一個不同的回應
[00:02:16.160 --> 00:02:22.720]  這就是信仰給予我們一個不單止是
[00:02:22.720 --> 00:02:25.200]  我們不知道生命到何時結束
[00:02:25.200 --> 00:02:29.040]  但永恆的盼望就是我們有永恆的生命
[00:02:29.040 --> 00:02:33.400]  但活在地上面我們都要面對很多生命的細節
[00:02:33.400 --> 00:02:39.320]  信仰給予每一個信祂的人和學習依靠祂的人
[00:02:39.320 --> 00:02:41.320]  能夠有一個盼望
[00:02:41.320 --> 00:02:43.240]  無論遇到什麼情況
[00:02:43.240 --> 00:02:46.760]  像保羅說的,逆境也好,順境也好
[00:02:46.760 --> 00:02:48.840]  他都能夠有我們的信仰
[00:02:48.840 --> 00:02:50.640]  用我們的信仰的角度
[00:02:50.640 --> 00:02:53.000]  用上帝給予的信仰的眼光
[00:02:53.000 --> 00:02:54.720]  去處理每一件事情
[00:02:54.720 --> 00:03:00.520]  我覺得這才是對我們地上面活的人來說很實在
[00:03:00.520 --> 00:03:04.640]  信仰給予我們的能力不單止是等待上天堂
[00:03:04.640 --> 00:03:09.040]  信仰給予我們的能力是面對生活每一個小節
[00:03:09.040 --> 00:03:11.920]  我們要記住,如果耶穌基督
[00:03:11.920 --> 00:03:14.360]  祂愛我們愛到一個地步
[00:03:14.360 --> 00:03:18.200]  願意為我們寫生死在十字架上
[00:03:18.200 --> 00:03:22.920]  我們的主耶穌豈不會參與我們生活裡面
[00:03:22.920 --> 00:03:27.000]  祂自己兒女的生活裡面每一個小節
[00:03:27.000 --> 00:03:28.840]  去幫我們去面對
[00:03:28.840 --> 00:03:36.200]  幫我們去解決生命裡面所面對的困難和問題
[00:03:36.200 --> 00:03:38.080]  有人說我們基督徒很主觀
[00:03:38.080 --> 00:03:39.400]  其實這不是主觀
[00:03:39.400 --> 00:03:45.160]  我覺得這是上帝給予我們一個新的角度去看每一件事情
[00:03:45.160 --> 00:03:47.400]  因為聖經提醒我們
[00:03:47.400 --> 00:03:52.920]  以利亞不是一個特別的神人、先知
[00:03:52.920 --> 00:03:54.680]  但是《雅各書》提醒我們
[00:03:54.680 --> 00:03:57.440]  其實以利亞和我們都是一個人
[00:03:57.440 --> 00:03:59.600]  都是上帝所創造的人
[00:03:59.600 --> 00:04:02.240]  和我們一樣性情的人
[00:04:02.240 --> 00:04:05.960]  所以我們開這個以利亞系列
[00:04:05.960 --> 00:04:10.520]  和大家分享的是以利亞有值得我們學習的地方
[00:04:10.520 --> 00:04:15.800]  也有值得我們尷尬、尷尬的地方
[00:04:15.800 --> 00:04:19.720]  但是從他的生命裡面我們看到一個神的僕人
[00:04:19.720 --> 00:04:21.160]  上帝如何去塑造他
[00:04:21.160 --> 00:04:25.520]  如何去帶領他面對生活裡面每一樣的事情
[00:04:25.520 --> 00:04:27.360]  當我們看見聖經這樣說
[00:04:27.360 --> 00:04:28.520]  「這時以後」
[00:04:28.520 --> 00:04:31.000]  即是上帝呼召以利亞
[00:04:31.000 --> 00:04:35.440]  每一個神的僕人都要經歷不同階段的訓練
[00:04:35.440 --> 00:04:37.120]  如果你一直有聽這個系列
[00:04:37.120 --> 00:04:39.480]  或者接下來我們也會說
[00:04:39.480 --> 00:04:40.480]  那個系列就是
[00:04:40.480 --> 00:04:42.800]  首先上帝呼召他之後
[00:04:42.800 --> 00:04:46.400]  就帶了他去第一件事的試煉
[00:04:46.400 --> 00:04:48.120]  就是讀書
[00:04:48.120 --> 00:04:50.240]  就好像摩西
[00:04:50.240 --> 00:04:51.560]  上帝呼召他
[00:04:51.560 --> 00:04:54.880]  但卻是帶他去了曠野裡面的牧羊
[00:04:54.880 --> 00:04:56.600]  又好像保羅
[00:04:56.600 --> 00:04:58.160]  這個素羅被呼召之後
[00:04:58.160 --> 00:05:00.640]  上帝就帶了他去阿拉伯的沙漠
[00:05:00.640 --> 00:05:04.640]  在當中去靜修、去學習
[00:05:04.640 --> 00:05:06.800]  也就像今天很多神的僕人一樣
[00:05:06.800 --> 00:05:08.200]  當呼召之後
[00:05:08.200 --> 00:05:11.880]  很多是被放到神學院有幾年的訓練
[00:05:11.880 --> 00:05:13.000]  這個訓練不是容易的
[00:05:13.000 --> 00:05:14.600]  因為你接受了呼召之後
[00:05:14.600 --> 00:05:17.240]  你很想馬上投身去服侍主
[00:05:17.240 --> 00:05:18.520]  馬上去搶救靈魂
[00:05:18.520 --> 00:05:20.640]  馬上去為神做很多事情
[00:05:20.640 --> 00:05:24.200]  但上帝第一件事就是要我們去學習讀書
[00:05:24.200 --> 00:05:27.240]  單獨接受上帝的訓練
[00:05:27.240 --> 00:05:33.000]  接著上帝從基納溪水旁帶領他讀書之後
[00:05:33.000 --> 00:05:39.280]  又帶領他去窮寡婦的家中
[00:05:39.280 --> 00:05:43.400]  很有趣的一個情況就是
[00:05:43.400 --> 00:05:45.840]  上帝訓練完僱人之後
[00:05:45.840 --> 00:05:49.440]  第一件事要學習的就是生活所需
[00:05:49.440 --> 00:05:51.960]  怎樣去依靠上帝
[00:05:51.960 --> 00:05:54.680]  我想每一個全時間侍奉上帝的人
[00:05:54.680 --> 00:05:55.880]  都要學習一件事
[00:05:55.880 --> 00:05:58.120]  我們每一個經歷神學院的訓練
[00:05:58.120 --> 00:05:59.960]  全時間讀書
[00:05:59.960 --> 00:06:00.680]  出來侍奉
[00:06:00.680 --> 00:06:06.440]  都要面對一件事就是我們必須要學習
[00:06:06.440 --> 00:06:10.120]  在生活所需的供應裡面去依靠上帝
[00:06:10.120 --> 00:06:13.960]  今天很多人聽到神的呼聲
[00:06:13.960 --> 00:06:18.800]  但卻面對經濟壓力的掙扎
[00:06:18.800 --> 00:06:21.080]  這就是我們要學習的地方
[00:06:21.080 --> 00:06:24.240]  上帝也叫以賴雅去學習去依靠祂
[00:06:24.240 --> 00:06:29.480]  大家知道窮寡婦家裡只有油和餅一點
[00:06:29.480 --> 00:06:31.480]  窮寡婦就說不爭載了
[00:06:31.480 --> 00:06:33.960]  反正都要死了 餓死了
[00:06:33.960 --> 00:06:36.040]  多一隻香爐多一隻鬼
[00:06:36.040 --> 00:06:40.600]  你來吃就吃吧
[00:06:40.600 --> 00:06:42.240]  一起抱著一起死吧
[00:06:42.240 --> 00:06:44.240]  於是就招呼了以賴雅當眾
[00:06:44.240 --> 00:06:47.760]  但上帝又很奇妙的供應
[00:06:47.760 --> 00:06:50.840]  西方社會說有一張圓桌
[00:06:50.840 --> 00:06:52.280]  大家一起吃飯
[00:06:52.280 --> 00:06:55.320]  吃餅和油都不缺
[00:06:55.320 --> 00:06:59.080]  讓她經歷了上帝的供應
[00:06:59.080 --> 00:07:02.400]  這是第二個試煉
[00:07:02.400 --> 00:07:05.720]  第三個試煉給了上帝的僕人
[00:07:05.720 --> 00:07:08.880]  從獨處 從生活所需的供應
[00:07:08.880 --> 00:07:14.960]  第三樣就是如何面對生命的危機
[00:07:14.960 --> 00:07:16.080]  這就是神的僕人
[00:07:16.080 --> 00:07:20.480]  上帝不會讓他停留在一個階段
[00:07:20.480 --> 00:07:22.880]  永遠都是坐著享受上帝的供應
[00:07:22.880 --> 00:07:25.960]  我們會有機會面對生活的困難
[00:07:25.960 --> 00:07:28.160]  會面對侍奉裡的危機
[00:07:28.160 --> 00:07:30.760]  我們應該怎樣去處理
[00:07:30.760 --> 00:07:34.440]  我們來看看這件事是怎樣
[00:07:34.440 --> 00:07:37.280]  大家剛才讀聖經都知道
[00:07:37.280 --> 00:07:39.960]  婦人沒有餅沒有油
[00:07:39.960 --> 00:07:41.400]  以賴雅來了
[00:07:41.400 --> 00:07:45.120]  跟她一起去自己家
[00:07:45.120 --> 00:07:46.560]  吃不完油和餅
[00:07:46.560 --> 00:07:47.960]  感謝主
[00:07:47.960 --> 00:07:50.120]  但寡婦已經是窮了
[00:07:50.120 --> 00:07:51.120]  死了老公
[00:07:51.120 --> 00:07:55.600]  只有一個小兒子要去撫養
[00:07:55.600 --> 00:07:58.960]  還多了一個人來爭食
[00:07:58.960 --> 00:08:01.920]  雖然吃不完
[00:08:01.920 --> 00:08:05.080]  但禍不單行
[00:08:05.080 --> 00:08:06.880]  她的兒子病了
[00:08:06.880 --> 00:08:08.480]  病得很重
[00:08:08.480 --> 00:08:10.800]  而且沒有氣息
[00:08:10.800 --> 00:08:13.760]  所謂沒有喘氣
[00:08:13.760 --> 00:08:15.960]  好像死了一樣
[00:08:15.960 --> 00:08:18.640]  或者甚至真的死了
[00:08:18.640 --> 00:08:20.600]  我們怎樣去面對這件事
[00:08:20.600 --> 00:08:22.240]  以賴雅怎樣去面對
[00:08:22.240 --> 00:08:23.880]  幫助我們在生命裡面
[00:08:23.880 --> 00:08:27.440]  我們怎樣去面對生活裡的困難
[00:08:27.440 --> 00:08:29.600]  我不知道大家在生活裡面
[00:08:29.600 --> 00:08:31.880]  正在面對什麼困難
[00:08:31.880 --> 00:08:39.600]  但在我自己侍奉三十多年的人生裡
[00:08:39.600 --> 00:08:40.640]  在教會的侍工
[00:08:40.640 --> 00:08:42.480]  在家庭裡面
[00:08:42.480 --> 00:08:47.000]  都是面對過很多不同的危機或者困難
[00:08:47.000 --> 00:08:49.560]  但上帝都是一一幫我渡過
[00:08:49.560 --> 00:08:52.880]  直至今天我仍然在當中服侍主
[00:08:52.880 --> 00:08:54.680]  我們可以看看窮寡婦
[00:08:54.680 --> 00:08:56.240]  當她面對困難的時候
[00:08:56.240 --> 00:08:57.520]  她會有什麼反應
[00:08:57.520 --> 00:08:58.640]  很快我們會說
[00:08:58.640 --> 00:09:00.480]  窮寡婦就是我們一般人
[00:09:00.480 --> 00:09:03.880]  對待問題或者對待困難的時候
[00:09:03.880 --> 00:09:05.640]  我們的反應
[00:09:05.640 --> 00:09:08.160]  窮寡婦面對一個像絕境一樣
[00:09:08.160 --> 00:09:09.760]  兒子死了
[00:09:09.760 --> 00:09:11.600]  接著我們看看以賴雅
[00:09:11.600 --> 00:09:12.840]  她有什麼反應
[00:09:12.840 --> 00:09:14.440]  從以賴雅的生命裡
[00:09:14.440 --> 00:09:18.040]  有什麼值得我們學習的地方
[00:09:18.040 --> 00:09:21.040]  有時候有人說聖經
[00:09:21.040 --> 00:09:22.840]  好像沒有什麼
[00:09:22.840 --> 00:09:25.840]  經常都是講道理
[00:09:25.840 --> 00:09:28.200]  但我覺得我們需要看看聖經
[00:09:28.200 --> 00:09:31.320]  其實聖經是很應用式的
[00:09:31.320 --> 00:09:33.080]  很實踐性的
[00:09:33.080 --> 00:09:35.400]  英文所謂的practical
[00:09:35.400 --> 00:09:37.400]  所以如果你聽我講道理
[00:09:37.400 --> 00:09:39.000]  我都是一個覺得
[00:09:39.000 --> 00:09:40.640]  聖經應該是很practical
[00:09:40.640 --> 00:09:41.680]  很實踐性
[00:09:41.680 --> 00:09:44.840]  幫助我們面對生活的一個指南
[00:09:44.840 --> 00:09:47.680]  而不只是讓我們知道更多的知識
[00:09:47.680 --> 00:09:51.080]  我看以賴雅今天的這篇信息
[00:09:51.080 --> 00:09:52.640]  是很practical
[00:09:52.640 --> 00:09:54.600]  能夠幫助我們去看
[00:09:54.600 --> 00:09:57.720]  究竟上帝給我們的信仰
[00:09:57.720 --> 00:10:00.960]  如何幫助我們去面對我們的人生
[00:10:00.960 --> 00:10:03.840]  我們先看看窮寡婦的反應
[00:10:03.840 --> 00:10:07.680]  這些錯的或者不正確的反應
[00:10:07.680 --> 00:10:09.360]  你看看婦人第一件事
[00:10:09.360 --> 00:10:11.560]  當然有問題出現的時候
[00:10:11.560 --> 00:10:13.920]  當然是罵人
[00:10:13.920 --> 00:10:15.840]  You are not OK
[00:10:15.840 --> 00:10:18.000]  婦人對以賴雅說
[00:10:18.000 --> 00:10:19.480]  你這個神人
[00:10:19.480 --> 00:10:21.480]  神的僕人
[00:10:21.480 --> 00:10:24.840]  我和你有什麼相干和關係
[00:10:24.840 --> 00:10:27.400]  你竟然跑來我這裡
[00:10:27.400 --> 00:10:29.400]  陀衰我
[00:10:29.400 --> 00:10:31.160]  這個通常都是
[00:10:31.160 --> 00:10:32.680]  如果有什麼問題出現的時候
[00:10:32.680 --> 00:10:34.040]  夫婦的問題
[00:10:34.040 --> 00:10:35.200]  最壞都是你
[00:10:35.200 --> 00:10:36.640]  男人、男人
[00:10:36.640 --> 00:10:38.960]  最壞是你女人、女人
[00:10:38.960 --> 00:10:41.560]  當然是肯定罵人
[00:10:41.560 --> 00:10:46.000]  這個亞當和夏娃犯罪之後肯定會被罵
[00:10:46.000 --> 00:10:50.440]  亞當的手指指天指人
[00:10:50.440 --> 00:10:52.600]  你給我那個女人害我的
[00:10:52.600 --> 00:10:54.000]  不關我的事
[00:10:54.000 --> 00:10:56.800]  通常我們的反應都是這樣
[00:10:56.800 --> 00:10:58.480]  先埋怨別人
[00:10:58.480 --> 00:11:00.200]  最壞都是你
[00:11:00.200 --> 00:11:02.120]  最壞都是那個人
[00:11:02.120 --> 00:11:02.880]  最壞都是
[00:11:02.880 --> 00:11:05.440]  不然就不會出現這件事
[00:11:05.440 --> 00:11:07.560]  我們首先第一件事可能都是這樣
[00:11:07.560 --> 00:11:09.280]  第二件事
[00:11:09.280 --> 00:11:13.560]  我們看看第二件事就是
[00:11:13.560 --> 00:11:16.160]  怨自己
[00:11:16.160 --> 00:11:18.960]  有些人覺得埋怨不到別人之後
[00:11:18.960 --> 00:11:20.440]  慢慢靜下來會想一下
[00:11:20.440 --> 00:11:21.720]  是不是我自己的罪
[00:11:21.720 --> 00:11:23.480]  得罪了上帝
[00:11:23.480 --> 00:11:25.680]  I am not okay
[00:11:25.680 --> 00:11:27.440]  是不是因為我的罪
[00:11:27.440 --> 00:11:29.320]  以致我
[00:11:29.320 --> 00:11:32.240]  經歷這些困苦
[00:11:32.240 --> 00:11:35.960]  我想你或者你認識一些人都會是
[00:11:35.960 --> 00:11:37.480]  當面對困難的時候
[00:11:37.480 --> 00:11:39.240]  都會想這個是不是因為我的罪
[00:11:39.240 --> 00:11:42.960]  神正在懲罰我呢
[00:11:42.960 --> 00:11:45.520]  第三件事不單止怨人
[00:11:45.520 --> 00:11:46.760]  怨己
[00:11:46.760 --> 00:11:47.720]  You are not okay
[00:11:47.720 --> 00:11:48.840]  I am not okay
[00:11:48.840 --> 00:11:49.840]  最後
[00:11:49.840 --> 00:11:51.560]  God is not okay
[00:11:51.560 --> 00:11:53.520]  是不是怨天
[00:11:53.520 --> 00:11:55.320]  上帝忌憎我的罪
[00:11:55.320 --> 00:11:57.000]  害死我的兒子
[00:11:57.000 --> 00:11:59.920]  很多時候我們會看的就是
[00:11:59.920 --> 00:12:01.600]  有不好的事情出現的時候
[00:12:01.600 --> 00:12:02.560]  我們就會想
[00:12:02.560 --> 00:12:06.800]  是不是上帝作弄我呢
[00:12:06.800 --> 00:12:11.720]  我有一次在奧倫那邊探望一個
[00:12:11.720 --> 00:12:14.000]  在監獄裡面的朋友
[00:12:14.000 --> 00:12:14.800]  微信主的
[00:12:14.800 --> 00:12:20.320]  因為他父母叫我陪他們去探望
[00:12:20.320 --> 00:12:22.240]  他的兒子
[00:12:22.240 --> 00:12:23.680]  因為犯了法
[00:12:23.680 --> 00:12:25.600]  他知我目思
[00:12:25.600 --> 00:12:30.280]  在玻璃窗面前坐下來跟他聊天
[00:12:30.280 --> 00:12:33.440]  他第一件事就這麼說
[00:12:33.440 --> 00:12:36.800]  他說我在這裡其實是不夠運氣的
[00:12:36.800 --> 00:12:38.440]  第一件事
[00:12:38.440 --> 00:12:39.400]  第二件事
[00:12:39.400 --> 00:12:43.280]  我知道是上帝作弄我
[00:12:43.280 --> 00:12:45.200]  這麼多人犯法
[00:12:45.200 --> 00:12:46.080]  為什麼不抓他們
[00:12:46.080 --> 00:12:48.160]  為什麼要抓我
[00:12:48.160 --> 00:12:49.160]  你想一下
[00:12:49.160 --> 00:12:52.080]  一件不好的事情出現的時候
[00:12:52.080 --> 00:12:55.160]  他只會怨人
[00:12:55.160 --> 00:12:55.640]  是不是
[00:12:55.640 --> 00:12:56.800]  是我不好運而已
[00:12:56.800 --> 00:12:58.320]  如果比較其他人來說
[00:12:58.320 --> 00:12:59.120]  是我不好運
[00:12:59.120 --> 00:13:00.000]  第二
[00:13:00.000 --> 00:13:02.400]  是上帝的問題
[00:13:02.400 --> 00:13:04.200]  怨天怨地
[00:13:04.200 --> 00:13:06.000]  不會怨自己
[00:13:06.000 --> 00:13:10.320]  或者有些人會怨自己
[00:13:10.320 --> 00:13:12.600]  還有怨
[00:13:12.600 --> 00:13:16.160]  是否能夠解決問題
[00:13:16.160 --> 00:13:17.160]  所以我們來看看
[00:13:17.160 --> 00:13:20.880]  以利亞如何去處理這件危機
[00:13:20.880 --> 00:13:23.400]  以致我們都可以學習得到
[00:13:23.400 --> 00:13:26.880]  我們來看看聖經裡面的反應
[00:13:26.880 --> 00:13:28.520]  我們來看看聖經怎麼說
[00:13:28.520 --> 00:13:30.120]  聖經的第一件事
[00:13:30.120 --> 00:13:33.840]  就是以利亞跟那個婦人說
[00:13:33.840 --> 00:13:37.760]  將兒子交給我
[00:13:37.760 --> 00:13:39.240]  你說牧師不是第一件事
[00:13:39.240 --> 00:13:40.880]  馬上去找PG&E
[00:13:40.880 --> 00:13:43.200]  或者去祈禱嗎
[00:13:43.200 --> 00:13:44.800]  牧師說第一件事
[00:13:44.800 --> 00:13:45.320]  找牧師
[00:13:45.320 --> 00:13:47.440]  第二件事找PG&E
[00:13:47.440 --> 00:13:49.680]  為什麼不去祈禱呢
[00:13:49.680 --> 00:13:52.480]  這是心態的問題
[00:13:52.480 --> 00:13:54.240]  我覺得以利亞第一件事
[00:13:54.240 --> 00:13:56.680]  他不是馬上去做禱告
[00:13:56.680 --> 00:13:58.120]  一會兒我說為什麼
[00:13:58.120 --> 00:13:59.800]  他不是馬上去做禱告
[00:13:59.800 --> 00:14:02.400]  而是他就跟那個女人說
[00:14:02.400 --> 00:14:03.920]  你可以悲傷
[00:14:03.920 --> 00:14:04.720]  可以歇斯底里
[00:14:04.720 --> 00:14:05.520]  因為只有一個兒子
[00:14:05.520 --> 00:14:07.920]  一定很傷心
[00:14:07.920 --> 00:14:09.840]  但是你可不可以
[00:14:09.840 --> 00:14:13.520]  讓我去面對這個問題
[00:14:13.520 --> 00:14:15.520]  有時候在困難的裡面
[00:14:15.520 --> 00:14:16.440]  沒錯
[00:14:16.440 --> 00:14:17.600]  我們可以歇斯底里
[00:14:17.600 --> 00:14:22.560]  我們可以去怨天尤人
[00:14:22.560 --> 00:14:26.200]  但是不代表我們能夠面對這個問題
[00:14:26.200 --> 00:14:29.600]  怨天尤人是情緒的發洩
[00:14:29.600 --> 00:14:31.200]  可以的
[00:14:31.200 --> 00:14:32.800]  但是我們始終要面對這個問題
[00:14:32.800 --> 00:14:34.680]  當你患病的時候
[00:14:34.680 --> 00:14:35.560]  你與其坐在那裡
[00:14:35.560 --> 00:14:38.640]  怨自己、怨人、怨天
[00:14:38.640 --> 00:14:40.840]  是不是還有其他的方式可以去面對呢
[00:14:40.840 --> 00:14:42.840]  例如找醫生
[00:14:42.840 --> 00:14:45.840]  例如吃藥
[00:14:45.840 --> 00:14:46.920]  如果你沒有工作的時候
[00:14:46.920 --> 00:14:48.600]  坐在那裡怨天尤人
[00:14:48.600 --> 00:14:52.400]  罵上帝、罵自己、罵你老闆
[00:14:52.400 --> 00:14:54.920]  是不是可以去想一下
[00:14:54.920 --> 00:14:58.160]  會不會上Indeed或者Glassdoor
[00:14:58.160 --> 00:15:01.240]  去找工作呢
[00:15:01.240 --> 00:15:04.440]  又或者當你婚姻出現問題的時候
[00:15:04.440 --> 00:15:05.880]  你埋怨你的配偶
[00:15:05.880 --> 00:15:08.280]  埋怨上帝、埋怨教會
[00:15:08.280 --> 00:15:12.480]  是不是能夠解決你婚姻上的問題
[00:15:12.480 --> 00:15:15.120]  是不是可以去找一下輔導、找一下目者
[00:15:15.120 --> 00:15:20.200]  去有第三者的角色去看一下這件事呢
[00:15:20.200 --> 00:15:22.520]  等一下,我不是說你首先不去祈禱
[00:15:22.520 --> 00:15:25.560]  而是我們的心態第一件事
[00:15:25.560 --> 00:15:27.720]  在怨天尤人之後
[00:15:27.720 --> 00:15:30.640]  我們是不是都需要去面對這件事
[00:15:30.640 --> 00:15:31.520]  正視這件事
[00:15:31.520 --> 00:15:32.640]  這件事發生在我們身上
[00:15:32.640 --> 00:15:35.640]  我們不可以黯然不理的
[00:15:35.640 --> 00:15:38.640]  塞爾利亞就告訴他父親
[00:15:38.640 --> 00:15:43.800]  你讓我去處理這件事
[00:15:43.800 --> 00:15:46.920]  當你願意去處理的時候
[00:15:46.920 --> 00:15:48.480]  上帝就去參與
[00:15:48.480 --> 00:15:49.480]  因為當你處理的時候
[00:15:49.480 --> 00:15:53.000]  你會禱告要依靠上帝去面對這件事
[00:15:53.000 --> 00:15:55.480]  有的生命裡面的困境
[00:15:55.480 --> 00:15:58.600]  有一些是我們沒辦法去面對
[00:15:58.600 --> 00:16:00.960]  沒能力去面對
[00:16:00.960 --> 00:16:03.520]  但是不代表我們不需要去面對
[00:16:03.520 --> 00:16:05.960]  我們都要去面對
[00:16:05.960 --> 00:16:09.400]  所以我想我們有一個正面的看法
[00:16:09.400 --> 00:16:14.680]  就是任何困難、逆境來到我們面前的時候
[00:16:14.680 --> 00:16:15.920]  我們不是說我們是超人
[00:16:15.920 --> 00:16:16.720]  我們要搞定
[00:16:16.720 --> 00:16:19.760]  不是,而是當我們面對的時候
[00:16:19.760 --> 00:16:22.640]  我們不想面對都要面對
[00:16:22.640 --> 00:16:25.600]  不只是怨天尤人悲傷
[00:16:25.600 --> 00:16:27.320]  就好像薩姆爾
[00:16:27.320 --> 00:16:30.320]  大家記得薩姆爾高納了索羅王
[00:16:30.320 --> 00:16:34.160]  索羅王就背叛上帝
[00:16:34.160 --> 00:16:36.920]  薩姆爾就覺得很悲痛
[00:16:36.920 --> 00:16:42.160]  為什麼要高納一個離棄上帝的皇帝
[00:16:42.160 --> 00:16:47.160]  於是他就在樹下求死
[00:16:47.160 --> 00:16:49.480]  即是悲傷
[00:16:49.480 --> 00:16:54.640]  上帝就跟薩姆爾說,你回去
[00:16:54.640 --> 00:16:56.600]  去伯利恆
[00:16:56.600 --> 00:16:58.760]  一個人的野西家中
[00:16:58.760 --> 00:17:03.600]  我要你高納大衛作為皇帝
[00:17:03.600 --> 00:17:05.200]  上帝說你可以悲傷
[00:17:05.200 --> 00:17:08.920]  但是你要去面對這件事
[00:17:08.920 --> 00:17:12.040]  我就給你一個方法去面對
[00:17:12.040 --> 00:17:15.640]  接著你遲些看伊利亞的事跡
[00:17:15.640 --> 00:17:18.760]  伊利亞又是根皮力盡的時候
[00:17:18.760 --> 00:17:20.720]  於是又是求死
[00:17:20.720 --> 00:17:24.920]  上帝說你的命未完
[00:17:24.920 --> 00:17:26.640]  我未用完你
[00:17:26.640 --> 00:17:29.640]  你要去面對的就是面對這個困境
[00:17:29.640 --> 00:17:31.280]  我給你一個方法
[00:17:31.280 --> 00:17:35.080]  就是高納兩個愛邦的皇帝做皇
[00:17:35.080 --> 00:17:37.960]  他們要去懲罰
[00:17:37.960 --> 00:17:41.080]  我想我們每一個都需要有這樣的勇氣
[00:17:41.080 --> 00:17:43.960]  既然上帝讓這些事發生在我們生命裏
[00:17:43.960 --> 00:17:46.000]  我們就要去面對
[00:17:46.000 --> 00:17:49.440]  有些事面對是很長時間
[00:17:49.440 --> 00:17:55.120]  甚至是你一生的困境
[00:17:55.120 --> 00:17:57.600]  前兩年我在香港教了一個童工
[00:17:57.600 --> 00:18:00.160]  他媽媽離世
[00:18:00.160 --> 00:18:02.760]  八十多歲離世
[00:18:02.760 --> 00:18:06.240]  他媽媽五十歲
[00:18:06.240 --> 00:18:08.760]  爆血管中風
[00:18:08.760 --> 00:18:11.520]  全身癱瘓
[00:18:11.520 --> 00:18:14.320]  過去三十多年
[00:18:14.320 --> 00:18:17.080]  我這個童工要面對的是
[00:18:17.080 --> 00:18:19.160]  要服侍他媽媽
[00:18:19.160 --> 00:18:24.440]  三十多年在床上不能動
[00:18:24.440 --> 00:18:26.520]  是很困難
[00:18:26.520 --> 00:18:28.280]  但我們是否可以逃避呢
[00:18:28.280 --> 00:18:31.520]  這是上帝讓每一個人在生命裏面對
[00:18:31.520 --> 00:18:33.840]  如何去依靠他
[00:18:33.840 --> 00:18:36.640]  同樣地有困難的時候
[00:18:36.640 --> 00:18:37.640]  我鼓勵弟兄姊妹
[00:18:37.640 --> 00:18:40.040]  我們逃避都解決不了問題
[00:18:40.040 --> 00:18:42.560]  是否我們需要去學習去面對
[00:18:42.560 --> 00:18:44.680]  第二件事
[00:18:44.680 --> 00:18:45.960]  如何去做呢
