
[00:00:00.000 --> 00:00:03.000]  今日是猜拳月的第二個主日
[00:04:04.000 --> 00:04:07.000]  和伊碧鳩魯和斯多亞兩派的哲學家
[00:04:07.000 --> 00:04:09.000]  來去爭辯
[00:04:09.000 --> 00:04:11.000]  保羅也是這樣
[00:04:11.000 --> 00:04:12.000]  去到市井當中
[00:04:12.000 --> 00:04:14.000]  在街市那裡去傳福音
[00:04:14.000 --> 00:04:16.000]  當然他也去到會堂
[00:04:16.000 --> 00:04:17.000]  去到教堂那裡
[00:04:17.000 --> 00:04:22.000]  去到哲學殿堂級的地方
[00:04:22.000 --> 00:04:26.000]  和那些希臘的哲學名家來去辯論
[00:04:26.000 --> 00:04:29.000]  但是你要看到
[00:04:29.000 --> 00:04:32.000]  就算是在阿勒巴古那個地方
[00:04:32.000 --> 00:04:35.000]  和這兩派的哲學家來傳福音的時候
[00:04:35.000 --> 00:04:36.000]  講了一段時間之後
[00:04:36.000 --> 00:04:37.000]  聖經怎麼說呢?
[00:04:37.000 --> 00:04:38.000]  主耶穌說
[00:04:38.000 --> 00:04:40.000]  你們來尋找上帝
[00:04:40.000 --> 00:04:42.000]  來找上帝在哪裡
[00:04:42.000 --> 00:04:44.000]  我們在這裡討論
[00:04:44.000 --> 00:04:47.000]  去找上帝在哪裡
[00:04:47.000 --> 00:04:50.000]  但是在第27節這麼說
[00:04:50.000 --> 00:04:53.000]  其實祂離我們國人不遠
[00:04:53.000 --> 00:04:57.000]  我們生活、行動、存在都在於祂
[00:04:57.000 --> 00:04:59.000]  其實保羅呢
[00:04:59.000 --> 00:05:03.000]  不是在象牙塔那裡來對講福音的
[00:05:03.000 --> 00:05:07.000]  要把這些哲學家拉回到人間
[00:05:07.000 --> 00:05:10.000]  在我們的生活、在我們的動作
[00:05:10.000 --> 00:05:12.000]  在我們的存留之中
[00:05:12.000 --> 00:05:14.000]  在我們真實的人生
[00:05:14.000 --> 00:05:17.000]  不只是我們在思想上的討論
[00:05:17.000 --> 00:05:19.000]  來去面對耶穌
[00:05:19.000 --> 00:05:22.000]  固然耶穌會解答我們哲學上的問題
[00:05:22.000 --> 00:05:26.000]  不過祂更加願意在我們的生活裡
[00:05:26.000 --> 00:05:28.000]  當我們是真真實實的人
[00:05:28.000 --> 00:05:30.000]  不是當你是一個哲學家
[00:05:30.000 --> 00:05:32.000]  或者是什麼身份、什麼地位的人
[00:05:32.000 --> 00:05:34.000]  在你的真實的生活裡
[00:05:34.000 --> 00:05:36.000]  日常的生活裡
[00:05:36.000 --> 00:05:39.000]  在亞國井的井旁裡
[00:05:39.000 --> 00:05:42.000]  和撒瑪利亞婦人來傳福音
[00:05:42.000 --> 00:05:45.000]  不過猜拳也關乎另外一件事
[00:05:45.000 --> 00:05:48.000]  第一關乎我們是要去到市井當中
[00:05:48.000 --> 00:05:53.000]  但是這個市井是這麼近又那麼遠
[00:05:53.000 --> 00:05:55.000]  這裡聖經說
[00:05:55.000 --> 00:05:56.000]  又去福音回去了
[00:05:56.000 --> 00:06:00.000]  耶穌說祂要從猶大出發
[00:06:00.000 --> 00:06:03.000]  回去加利利祂原本出發的地方
[00:06:03.000 --> 00:06:06.000]  祂必須要經過撒瑪利亞
[00:06:06.000 --> 00:06:09.000]  大家的聖經後面也有聖經地圖
[00:06:09.000 --> 00:06:11.000]  你可以找到聖經地圖
[00:06:11.000 --> 00:06:13.000]  看看當時真章的時期
[00:06:13.000 --> 00:06:16.000]  耶穌的時期那個地理環境或分
[00:06:16.000 --> 00:06:17.000]  或者有些人不懂得揭
[00:06:17.000 --> 00:06:19.000]  或者你本來是電子的聖經
[00:06:19.000 --> 00:06:22.000]  你沒有那個地圖的
[00:06:22.000 --> 00:06:24.000]  我手板眼見功夫
[00:06:24.000 --> 00:06:26.000]  請你打開你的左手
[00:06:26.000 --> 00:06:29.000]  就當它是那個地圖
[00:06:29.000 --> 00:06:32.000]  我就告訴你那個地理環境在哪裡
[00:06:32.000 --> 00:06:34.000]  你的左手和我一樣
[00:06:34.000 --> 00:06:38.000]  在大拇指那裡有個彎位
[00:06:38.000 --> 00:06:39.000]  有條彎的線
[00:06:39.000 --> 00:06:42.000]  那條彎的線外面就是地中海
[00:06:42.000 --> 00:06:44.000]  大海
[00:06:44.000 --> 00:06:45.000]  你知道嗎?
[00:06:45.000 --> 00:06:46.000]  大海、地中海
[00:06:46.000 --> 00:06:49.000]  在中間有一條直的線
[00:06:49.000 --> 00:06:51.000]  半穿下來的
[00:06:51.000 --> 00:06:54.000]  大概由你的中指或者食指與中指之間
[00:06:54.000 --> 00:06:56.000]  穿下來的那條線
[00:06:56.000 --> 00:06:57.000]  穿心的線
[00:06:57.000 --> 00:07:00.000]  那條就是約旦河
[00:07:00.000 --> 00:07:02.000]  這是一條約旦河
[00:07:02.000 --> 00:07:04.000]  約旦河有兩個湖
[00:07:04.000 --> 00:07:05.000]  一個大一點的、一個小一點的
[00:07:05.000 --> 00:07:06.000]  小一點的在南邊的
[00:07:06.000 --> 00:07:11.000]  在你下面的那裡叫鹽海
[00:07:11.000 --> 00:07:13.000]  或者叫死海
[00:07:13.000 --> 00:07:17.000]  在北邊在兩條橫線當中
[00:07:17.000 --> 00:07:19.000]  相遇的那個位置
[00:07:19.000 --> 00:07:23.000]  大概那個就叫加里尼湖
[00:07:23.000 --> 00:07:24.000]  上面那裡
[00:07:24.000 --> 00:07:25.000]  上一點點那裡
[00:07:25.000 --> 00:07:26.000]  就是加里尼海
[00:07:26.000 --> 00:07:28.000]  耶穌就在加里尼海走來走去
[00:07:28.000 --> 00:07:30.000]  過來過去的
[00:07:30.000 --> 00:07:31.000]  你看看你的手掌
[00:07:31.000 --> 00:07:34.000]  那兩條海岸線
[00:07:34.000 --> 00:07:36.000]  中間那條是約旦河的線
[00:07:36.000 --> 00:07:39.000]  將性地劃分為兩邊
[00:07:39.000 --> 00:07:42.000]  在海和約旦河中間
[00:07:42.000 --> 00:07:46.000]  那條線劃分了三格出來
[00:07:46.000 --> 00:07:49.000]  最南邊那格就是猶大
[00:07:49.000 --> 00:07:50.000]  再上面那格
[00:07:50.000 --> 00:07:52.000]  那格就是撒馬尼亞
[00:07:52.000 --> 00:07:54.000]  再上面那格就是加里尼
[00:07:54.000 --> 00:07:58.000]  加里尼旁邊就是蓋撒比亞、菲勒比
[00:07:58.000 --> 00:08:00.000]  下面就是底加坡里
[00:08:00.000 --> 00:08:06.000]  再右上邊那格就是比利亞
[00:08:06.000 --> 00:08:09.000]  這些名字好像你不太熟悉
[00:08:09.000 --> 00:08:10.000]  但是你要知道這些地名
[00:08:10.000 --> 00:08:11.000]  所以就知道
[00:08:11.000 --> 00:08:14.000]  當時耶穌就在最南邊
[00:08:14.000 --> 00:08:16.000]  那祂要去加里尼中間
[00:08:16.000 --> 00:08:17.000]  隔著什麼呢?
[00:08:17.000 --> 00:08:22.000]  撒馬尼亞
[00:08:22.000 --> 00:08:24.000]  所以必須經過撒馬尼亞
[00:08:24.000 --> 00:08:26.000]  在地理上的距離
[00:08:26.000 --> 00:08:28.000]  所以祂必須經過撒馬尼亞
[00:08:28.000 --> 00:08:30.000]  其實不是的
[00:08:30.000 --> 00:08:32.000]  原來因為猶太人和撒馬尼亞人
[00:08:32.000 --> 00:08:34.000]  沒有來往
[00:08:34.000 --> 00:08:36.000]  當耶穌和撒馬尼亞人
[00:08:36.000 --> 00:08:38.000]  開始建立交談的時候
[00:08:38.000 --> 00:08:39.000]  他拿水的時候
[00:08:39.000 --> 00:08:41.000]  那個婦人又怎樣跟他講呢?
[00:08:41.000 --> 00:08:47.000]  你看看《猶人福音》第四章第八節
[00:08:47.000 --> 00:08:50.000]  因為那時門徒進城買食物去了
[00:08:50.000 --> 00:08:52.000]  撒馬尼亞婦人對他說
[00:08:52.000 --> 00:08:54.000]  你是猶太人
[00:08:54.000 --> 00:08:58.000]  怎麼向我一個撒馬尼亞女人要水喝呢?
[00:08:58.000 --> 00:09:00.000]  他說你和我
[00:09:00.000 --> 00:09:01.000]  你是猶太人
[00:09:01.000 --> 00:09:03.000]  我是撒馬尼亞人
[00:09:03.000 --> 00:09:04.000]  而且你是男人
[00:09:04.000 --> 00:09:06.000]  我是女人
[00:09:06.000 --> 00:09:08.000]  我們從來沒有來往
[00:09:08.000 --> 00:09:10.000]  很少來往
[00:09:10.000 --> 00:09:14.000]  我們沒辦法談的
[00:09:14.000 --> 00:09:16.000]  是那麼近又是那麼遠
[00:09:16.000 --> 00:09:18.000]  撒馬尼亞人可以說
[00:09:18.000 --> 00:09:20.000]  他和以色列猶太人
[00:09:20.000 --> 00:09:22.000]  都是有一個共同的祖宗
[00:09:22.000 --> 00:09:24.000]  因為後面他們說坐在一個井
[00:09:24.000 --> 00:09:26.000]  那個井叫雅各井
[00:09:26.000 --> 00:09:28.000]  那個雅各井的地方
[00:09:28.000 --> 00:09:32.000]  從前是雅各給他的兒子
[00:09:32.000 --> 00:09:34.000]  約瑟的那塊地
[00:09:34.000 --> 00:09:36.000]  北邊
[00:09:36.000 --> 00:09:38.000]  而那塊地的井是怎樣呢?
[00:09:38.000 --> 00:09:40.000]  第十二節說
[00:09:40.000 --> 00:09:43.000]  我們的祖宗雅各把這井留給我們
[00:09:43.000 --> 00:09:45.000]  他自己的兒女
[00:09:45.000 --> 00:09:50.000]  以及生畜都喝這井裡的水
[00:09:50.000 --> 00:09:52.000]  和耶穌這樣說
[00:09:52.000 --> 00:09:54.000]  那耶穌是不是雅各的後裔呢?
[00:09:54.000 --> 00:09:56.000]  是的
[00:09:56.000 --> 00:09:58.000]  是雅各的後裔
[00:09:58.000 --> 00:10:03.000]  那個井也是他們的同一個根源
[00:10:03.000 --> 00:10:07.000]  雅各的兒子都喝這個井的水
[00:10:07.000 --> 00:10:09.000]  撒馬尼亞人
[00:10:09.000 --> 00:10:12.000]  從前是以色列巴賓德的國
[00:10:12.000 --> 00:10:13.000]  以色列國的人
[00:10:13.000 --> 00:10:16.000]  只不過他們亡於亞述帝國被擄的時候
[00:10:16.000 --> 00:10:18.000]  有些人就離開了那個故里
[00:10:18.000 --> 00:10:21.000]  然後有些人就搬進來住
[00:10:21.000 --> 00:10:25.000]  留在那個地方的人就和他們混合了
[00:10:25.000 --> 00:10:26.000]  在血緣上面
[00:10:26.000 --> 00:10:29.000]  北邊的人和南邊的人有點不同
[00:10:29.000 --> 00:10:31.000]  他們被稱為撒馬尼亞人
[00:10:31.000 --> 00:10:33.000]  是猶太人這樣叫他們
[00:10:33.000 --> 00:10:35.000]  猶太國的人這樣叫他們
[00:10:35.000 --> 00:10:37.000]  因為這個撒馬尼亞人有點像什麼呢?
[00:10:37.000 --> 00:10:41.000]  有點像我們對一些歧視式的說法
[00:10:41.000 --> 00:10:44.000]  撒馬尼亞以前是北國的首都
[00:10:44.000 --> 00:10:46.000]  但是撒馬尼亞人變成一個什麼人呢?
[00:10:46.000 --> 00:10:49.000]  變成一個混種的
[00:10:49.000 --> 00:10:52.000]  他們沒有錯
[00:10:52.000 --> 00:10:54.000]  後面討論經文裡面
[00:10:54.000 --> 00:10:55.000]  大家可能都記得
[00:10:55.000 --> 00:10:58.000]  以前我讀經講道的時候講過的
[00:10:58.000 --> 00:11:00.000]  他們同樣有敬拜
[00:11:00.000 --> 00:11:02.000]  他們相信是律法書
[00:11:02.000 --> 00:11:03.000]  他們有憲制
[00:11:03.000 --> 00:11:05.000]  他們有敬拜
[00:11:05.000 --> 00:11:09.000]  他們都相信摩西是神的使者
[00:11:09.000 --> 00:11:11.000]  將律法書給過他們
[00:11:11.000 --> 00:11:13.000]  他們敬拜
[00:11:13.000 --> 00:11:15.000]  他們在他們的山上敬拜
[00:11:15.000 --> 00:11:17.000]  那個是基里森山的敬拜
[00:11:17.000 --> 00:11:21.000]  猶太人就是在耶路撒冷石鞍山的敬拜
[00:11:21.000 --> 00:11:25.000]  但是他們就好像同一個根源
[00:11:25.000 --> 00:11:29.000]  但是是那麼近那麼遠
[00:11:29.000 --> 00:11:31.000]  他們當中有一個格
[00:11:31.000 --> 00:11:35.000]  這個格是多年來在政治、在文化、在宗族、在宗教上的不同意
[00:11:35.000 --> 00:11:37.000]  而格是彼此的歧視
[00:11:37.000 --> 00:11:40.000]  猶太人特別是歧視這些混種
[00:11:40.000 --> 00:11:44.000]  在和外族通婚之後的
[00:11:44.000 --> 00:11:46.000]  這些撒瑪尼亞人
[00:11:46.000 --> 00:11:49.000]  所以猶太人和撒瑪尼亞人是沒有來往的
[00:11:49.000 --> 00:11:51.000]  如果是這樣說的時候
[00:11:51.000 --> 00:11:54.000]  主耶穌要去撒瑪尼亞
[00:11:54.000 --> 00:11:56.000]  是不是必須經過撒瑪尼亞呢?
[00:11:56.000 --> 00:11:58.000]  在地理上的位置
[00:11:58.000 --> 00:12:00.000]  他是必須經過撒瑪尼亞
[00:12:00.000 --> 00:12:01.000]  但是很多猶太人
[00:12:01.000 --> 00:12:05.000]  他如果要從猶太地回加利利的話
[00:12:05.000 --> 00:12:09.000]  他通常會繞過撒瑪尼亞
[00:12:09.000 --> 00:12:12.000]  因為去到的地方
[00:12:12.000 --> 00:12:15.000]  他寧願繞過撒瑪尼亞
[00:12:15.000 --> 00:12:18.000]  去到哥薩尼亞、提比利、底加坡里
[00:12:18.000 --> 00:12:20.000]  在你右手邊的地方
[00:12:20.000 --> 00:12:22.000]  那些是比較希臘化的地方
[00:12:22.000 --> 00:12:24.000]  他寧願這樣
[00:12:24.000 --> 00:12:27.000]  都不和撒瑪尼亞人
[00:12:27.000 --> 00:12:31.000]  來到那裡有什麼交往
[00:12:31.000 --> 00:12:35.000]  因為他去到的地方是很不舒服
[00:12:35.000 --> 00:12:36.000]  大家有沒有去過一個地方
[00:12:36.000 --> 00:12:38.000]  覺得這個地方不屬於你的
[00:12:38.000 --> 00:12:40.000]  雖然不是什麼大問題
[00:12:40.000 --> 00:12:42.000]  但是你不屬於那裡
[00:12:42.000 --> 00:12:44.000]  You don't belong
[00:12:44.000 --> 00:12:45.000]  你覺得被人排斥
[00:12:45.000 --> 00:12:48.000]  不知道他接不接納你這樣的情況
[00:12:48.000 --> 00:12:51.000]  猶太人去到撒瑪尼亞就是這樣
[00:12:51.000 --> 00:12:52.000]  有一年我在
[00:12:52.000 --> 00:12:53.000]  很多年前
[00:12:53.000 --> 00:12:55.000]  我在加拿大的時候
[00:12:55.000 --> 00:12:57.000]  開車從溫哥華
[00:12:57.000 --> 00:13:00.000]  開車到加州去玩
[00:13:00.000 --> 00:13:03.000]  去到三藩市
[00:13:03.000 --> 00:13:05.000]  那時候我兩個女兒都很小
[00:13:05.000 --> 00:13:07.000]  螺絲釘兩粒都很小
[00:13:07.000 --> 00:13:09.000]  我們玩完
[00:13:09.000 --> 00:13:11.000]  我們住在一個
[00:13:11.000 --> 00:13:15.000]  在外面的一間酒店
[00:13:15.000 --> 00:13:17.000]  我們從酒店出來的時候
[00:13:17.000 --> 00:13:19.000]  我就打算
[00:13:19.000 --> 00:13:22.000]  在車內沒有什麼油
[00:13:22.000 --> 00:13:23.000]  找個地方去入油
[00:13:23.000 --> 00:13:24.000]  未出城之前
[00:13:24.000 --> 00:13:25.000]  出城之間那裡
[00:13:25.000 --> 00:13:27.000]  就見到一個牌
[00:13:27.000 --> 00:13:29.000]  寫著油閘
[00:13:29.000 --> 00:13:32.000]  於是我就從出口下去
[00:13:32.000 --> 00:13:33.000]  轉了兩個彎
[00:13:33.000 --> 00:13:35.000]  突然間好像去了另一個世界
[00:13:35.000 --> 00:13:37.000]  油閘就在那裡
[00:13:37.000 --> 00:13:38.000]  我就駛進去
[00:13:38.000 --> 00:13:39.000]  發現到
[00:13:39.000 --> 00:13:40.000]  看到車子走進來
[00:13:40.000 --> 00:13:44.000]  是加拿大B先生的牌
[00:13:44.000 --> 00:13:46.000]  一個中國男人
[00:13:46.000 --> 00:13:47.000]  一個中國女人
[00:13:47.000 --> 00:13:49.000]  就駛進來
[00:13:49.000 --> 00:13:51.000]  每個人立刻放下手上的東西
[00:13:51.000 --> 00:13:52.000]  立刻站起來
[00:13:52.000 --> 00:13:53.000]  立刻向我望
[00:13:53.000 --> 00:13:56.000]  他們不是白人也不是亞裔人
[00:13:56.000 --> 00:14:01.000]  他們可能是黑人
[00:14:01.000 --> 00:14:04.000]  我無意中非我族女
[00:14:04.000 --> 00:14:06.000]  這兩個非我族女
[00:14:06.000 --> 00:14:07.000]  我們非我族女
[00:14:07.000 --> 00:14:08.000]  駛進來
[00:14:08.000 --> 00:14:09.000]  那個人望著我
[00:14:09.000 --> 00:14:11.000]  他的眼光望著你
[00:14:11.000 --> 00:14:13.000]  有這麼多眼光望著嗎
[00:14:13.000 --> 00:14:15.000]  我跟師傅說
[00:14:15.000 --> 00:14:16.000]  有沒有來錯地方呢
[00:14:16.000 --> 00:14:17.000]  這個什麼地方呢
[00:14:17.000 --> 00:14:18.000]  有點震
[00:14:18.000 --> 00:14:19.000]  但來到了
[00:14:19.000 --> 00:14:20.000]  那怎麼辦
[00:14:20.000 --> 00:14:21.000]  難道逃走嗎
[00:14:21.000 --> 00:14:22.000]  進了油閘
[00:14:22.000 --> 00:14:25.000]  然後走進去那個地方
[00:14:25.000 --> 00:14:27.000]  那些人就望著我
[00:14:27.000 --> 00:14:29.000]  好像幾個人
[00:14:29.000 --> 00:14:31.000]  準備走過來
[00:14:31.000 --> 00:14:32.000]  我跟師傅說
[00:14:32.000 --> 00:14:33.000]  怎麼樣
[00:14:33.000 --> 00:14:35.000]  不知道他們來幹什麼
[00:14:35.000 --> 00:14:38.000]  是不是來幫我入油呢
[00:14:38.000 --> 00:14:40.000]  通常我們在美國加拿大
[00:14:40.000 --> 00:14:42.000]  都是自己入油的
[00:14:42.000 --> 00:14:44.000]  給他做又貴一點
[00:14:44.000 --> 00:14:45.000]  但我又不下車也好
[00:14:45.000 --> 00:14:46.000]  不下機也好
[00:14:46.000 --> 00:14:49.000]  看一看
[00:14:49.000 --> 00:14:50.000]  還是下車吧
[00:14:50.000 --> 00:14:53.000]  於是就下車
[00:14:53.000 --> 00:14:56.000]  下車入油
[00:14:56.000 --> 00:14:58.000]  關上車門
[00:14:58.000 --> 00:15:00.000]  裡面先關上車門
[00:15:00.000 --> 00:15:01.000]  就入油了
[00:15:01.000 --> 00:15:02.000]  那些人繼續望著我
[00:15:02.000 --> 00:15:03.000]  見我自己入油了
[00:15:03.000 --> 00:15:05.000]  就停在那裡望著我
[00:15:05.000 --> 00:15:06.000]  全程望著我
[00:15:06.000 --> 00:15:07.000]  一群人
[00:15:07.000 --> 00:15:09.000]  進了油門
[00:15:09.000 --> 00:15:11.000]  走回去
[00:15:11.000 --> 00:15:13.000]  看一看
[00:15:13.000 --> 00:15:16.000]  我們通常進去油閘裡面付錢
[00:15:16.000 --> 00:15:19.000]  裡面都是講英文的
[00:15:19.000 --> 00:15:20.000]  講英文
[00:15:20.000 --> 00:15:22.000]  都要看美金的
[00:15:22.000 --> 00:15:24.000]  他收我的錢做我的生意
[00:15:24.000 --> 00:15:27.000]  就給了他
[00:15:27.000 --> 00:15:29.000]  馬上放下布
[00:15:29.000 --> 00:15:30.000]  關上車門
[00:15:30.000 --> 00:15:32.000]  就走了
[00:15:32.000 --> 00:15:33.000]  我走的時候
[00:15:33.000 --> 00:15:35.000]  那些人看著我
[00:15:35.000 --> 00:15:36.000]  一群中國人
[00:15:36.000 --> 00:15:38.000]  會來這裡入油嗎
[00:15:38.000 --> 00:15:39.000]  他們很奇怪
[00:15:39.000 --> 00:15:41.000]  他們很奇怪
[00:15:41.000 --> 00:15:43.000]  為什麼他們會來這裡入油呢
[00:15:43.000 --> 00:15:45.000]  白人不會來
[00:15:45.000 --> 00:15:48.000]  中國人不會來
[00:15:48.000 --> 00:15:49.000]  這個地方
[00:15:49.000 --> 00:15:52.000]  他們一個被人認為
[00:15:52.000 --> 00:15:55.000]  不宜進入的地方
[00:15:55.000 --> 00:15:57.000]  一進去就覺得這樣的氣氛
[00:15:57.000 --> 00:15:59.000]  但我進去不知所措
[00:15:59.000 --> 00:16:01.000]  就是這樣
[00:16:01.000 --> 00:16:03.000]  如果你知所措你會怎樣
[00:16:03.000 --> 00:16:05.000]  你會繞過
[00:16:05.000 --> 00:16:07.000]  誤入油閘
[00:16:07.000 --> 00:16:09.000]  耶穌知道去到的地方
[00:16:09.000 --> 00:16:11.000]  不是很友善
[00:16:11.000 --> 00:16:14.000]  不過在中午的時候
[00:16:14.000 --> 00:16:16.000]  沒有什麼人
[00:16:16.000 --> 00:16:19.000]  只有撒瑪利亞夫人
[00:16:19.000 --> 00:16:21.000]  撒瑪利亞夫人
[00:16:21.000 --> 00:16:23.000]  別人都看不起她
[00:16:23.000 --> 00:16:25.000]  在那裡和她相遇
[00:16:25.000 --> 00:16:28.000]  這個相遇是一個心的伺候
[00:16:28.000 --> 00:16:30.000]  主耶穌必須經過撒瑪利亞
[00:16:30.000 --> 00:16:32.000]  因為祂對撒瑪利亞有負擔
[00:16:32.000 --> 00:16:33.000]  祂要去那裡
[00:16:33.000 --> 00:16:34.000]  將祂的恩典
[00:16:34.000 --> 00:16:35.000]  將祂的救恩
[00:16:35.000 --> 00:16:36.000]  將這個活水和人分享
[00:16:36.000 --> 00:16:38.000]  所以祂必須
[00:16:38.000 --> 00:16:40.000]  take an effort
[00:16:40.000 --> 00:16:41.000]  祂有心
[00:16:41.000 --> 00:16:42.000]  心在那裡
[00:16:42.000 --> 00:16:44.000]  所以祂去
[00:16:44.000 --> 00:16:48.000]  不問地理和阻隔
[00:16:48.000 --> 00:16:50.000]  很多時候阻隔是地理的阻隔
[00:16:50.000 --> 00:16:53.000]  但很多時候是心理的阻隔
[00:16:53.000 --> 00:16:54.000]  我告訴大家
[00:16:54.000 --> 00:16:56.000]  你很可能在這裡
[00:16:56.000 --> 00:16:58.000]  去到加拿大
[00:16:58.000 --> 00:16:59.000]  去到多倫多
[00:16:59.000 --> 00:17:01.000]  去到溫哥華
[00:17:01.000 --> 00:17:05.000]  那些一般的商場
[00:17:05.000 --> 00:17:07.000]  不用說唐人街
[00:17:07.000 --> 00:17:10.000]  你會覺得沒有離開過香港
[00:17:10.000 --> 00:17:12.000]  你在溫哥華的經驗
[00:17:12.000 --> 00:17:14.000]  在唐人街的商場
[00:17:14.000 --> 00:17:16.000]  多碰幾十年沒見的朋友
[00:17:16.000 --> 00:17:18.000]  有幾個機會在香港人的身上
[00:17:18.000 --> 00:17:23.000]  你明白我說什麼嗎?
[00:17:23.000 --> 00:17:24.000]  好像很遠
[00:17:24.000 --> 00:17:26.000]  但其實很近
[00:17:26.000 --> 00:17:28.000]  但是這麼近
[00:17:28.000 --> 00:17:30.000]  很可能是那麼遠
[00:17:30.000 --> 00:17:31.000]  譬如我們去到濕西堡
[00:17:31.000 --> 00:17:33.000]  發現一個南亞裔的地方
[00:17:33.000 --> 00:17:34.000]  下面是重慶商場
