
[00:00:00.000 --> 00:00:10.960]  2006年,美國時代雜誌選出了該年度的風雲人物
[00:02:08.480 --> 00:02:10.960]  個人越來越重
[00:02:10.960 --> 00:02:14.280]  個人主義的色彩越來越強
[00:02:14.280 --> 00:02:17.360]  這個就是我們今日的世界
[00:02:17.360 --> 00:02:20.440]  所以十幾二十年前的人已經開始看到
[00:02:20.440 --> 00:02:22.440]  這是一個社會的大勢
[00:02:22.440 --> 00:02:25.160]  亦都和我們的科技電腦的發達
[00:02:25.160 --> 00:02:27.480]  是有一個很密切的關係
[00:02:27.480 --> 00:02:30.480]  無論我們喜歡也好,不喜歡也好
[00:02:30.480 --> 00:02:35.320]  原來個人都是很影響
[00:02:35.320 --> 00:02:37.160]  這個都不能改變的
[00:02:37.160 --> 00:02:38.600]  我們都沒有辦法去逆轉
[00:02:38.600 --> 00:02:40.480]  但是今日我們作為基督徒
[00:02:40.480 --> 00:02:43.360]  今日我們作為相信神話語的人
[00:02:43.360 --> 00:02:46.080]  我們願意是神的話語聖經
[00:02:46.080 --> 00:02:50.800]  它裏面的記載,它的價值觀去塑造我們生命的時候
[00:02:50.800 --> 00:02:54.000]  我就希望我們不要只是停留在我們今日的
[00:02:54.000 --> 00:02:56.160]  一個社會的氣氛裏面
[00:02:56.160 --> 00:02:57.560]  氛圍的裏面
[00:02:57.560 --> 00:03:01.680]  只是看重個人
[00:03:01.680 --> 00:03:04.960]  希望我們在當中學習到一個道理
[00:03:04.960 --> 00:03:07.200]  我們都要想到的是甚麼?
[00:03:07.200 --> 00:03:09.760]  是其他人
[00:03:09.760 --> 00:03:14.360]  希望我們同一時間在我們看重我們自己的背後
[00:03:14.360 --> 00:03:18.480]  都同樣的去顧及別人
[00:03:18.480 --> 00:03:19.720]  不只是自己
[00:03:19.720 --> 00:03:23.720]  因為聖經裏面是很清楚告訴我們
[00:03:23.720 --> 00:03:26.120]  我們需要打開這個向度
[00:03:26.120 --> 00:03:28.440]  想起其他人
[00:03:28.440 --> 00:03:30.320]  顧及別人
[00:03:30.320 --> 00:03:32.920]  或者我很喜歡把它濃縮為兩個字
[00:03:32.920 --> 00:03:35.240]  就是顧人
[00:03:35.240 --> 00:03:36.600]  所以顧及別人的操練
[00:03:36.600 --> 00:03:39.520]  亦都可以簡稱成為顧人的操練
[00:03:39.520 --> 00:03:41.200]  讓我們在人生在世
[00:03:41.200 --> 00:03:44.160]  我們和人交往去服事
[00:03:44.160 --> 00:03:45.680]  去侍奉神的時候
[00:03:45.680 --> 00:03:47.960]  我們常常都有一個心態
[00:03:47.960 --> 00:03:49.400]  是顧及別人
[00:03:49.400 --> 00:03:50.520]  為甚麼我會這樣說呢?
[00:03:50.520 --> 00:03:52.720]  我相信不是我無中生有的
[00:03:52.720 --> 00:03:55.400]  因為聖經裏面是很清楚的告訴我們
[00:03:55.400 --> 00:03:57.840]  特別透過保羅在菲律賓書
[00:03:57.840 --> 00:04:01.280]  二章四節就很清楚告訴我們
[00:04:01.280 --> 00:04:02.720]  為甚麼只是選用一節經文?
[00:04:02.720 --> 00:04:05.160]  因為這一節的經文實在很好
[00:04:05.160 --> 00:04:06.960]  很精簡的
[00:04:06.960 --> 00:04:10.560]  將我們一個生命的向度要打開出來
[00:04:10.560 --> 00:04:13.720]  不要只是想到自己
[00:04:13.720 --> 00:04:17.480]  沒錯,在這個世界越來越看重個人主義
[00:04:17.480 --> 00:04:19.520]  從後現代主義的出現
[00:04:19.520 --> 00:04:21.520]  到今天的資訊科技的發達
[00:04:21.520 --> 00:04:23.240]  已經是很強調個人
[00:04:23.240 --> 00:04:25.280]  是可以左右大局,影響大局
[00:04:25.280 --> 00:04:27.160]  但是我們更加要學習
[00:04:27.160 --> 00:04:28.640]  是要顧及別人
[00:04:28.640 --> 00:04:32.480]  因為保羅在菲律賓書的第二章第四節裏面
[00:04:32.480 --> 00:04:34.600]  就很清楚告訴我們
[00:04:34.600 --> 00:04:36.480]  第二節我希望我們可以記得
[00:04:36.480 --> 00:04:38.240]  當它做金句
[00:04:38.240 --> 00:04:40.520]  人生的金句
[00:04:40.520 --> 00:04:43.800]  我們一起背或一起讀,好嗎?
[00:04:43.800 --> 00:04:44.800]  預備起
[00:04:44.800 --> 00:04:48.640]  「國人不要單顧自己的事
[00:04:48.640 --> 00:04:51.400]  也要顧別人的事」
[00:04:51.400 --> 00:04:52.080]  是不是?
[00:04:52.080 --> 00:04:53.880]  很簡單很清楚
[00:04:53.880 --> 00:04:56.000]  就是原來我們今天
[00:04:56.000 --> 00:04:57.640]  不只是想著自己
[00:04:57.640 --> 00:05:00.560]  我們也要想想其他人
[00:05:00.560 --> 00:05:02.240]  這個是我們基督信徒
[00:05:02.240 --> 00:05:06.560]  我們需要有的一個操練
[00:05:06.560 --> 00:05:07.880]  當保羅在這裏說
[00:05:07.880 --> 00:05:09.680]  「國人不要單顧自己的事
[00:05:09.680 --> 00:05:11.280]  也要顧別人的事」的時候
[00:05:11.280 --> 00:05:13.840]  究竟他在說甚麼呢?
[00:05:13.840 --> 00:05:16.360]  究竟當他說「國人不要單顧自己的事」
[00:05:16.360 --> 00:05:19.360]  意思是我們不用顧自己的事
[00:05:19.360 --> 00:05:21.080]  那又不是
[00:05:21.080 --> 00:05:22.560]  意思不是
[00:05:22.560 --> 00:05:25.320]  當我們病了,我們會不會去看醫生?
[00:05:25.320 --> 00:05:27.400]  會顧自己的
[00:05:27.400 --> 00:05:28.920]  當我們失去工作
[00:05:28.920 --> 00:05:30.280]  我們會不會顧自己
[00:05:30.280 --> 00:05:32.000]  去找一份好的工作?
[00:05:32.000 --> 00:05:33.280]  會的
[00:05:33.280 --> 00:05:35.720]  當我們很想買樓置業的時候
[00:05:35.720 --> 00:05:37.720]  我們是否也需要儲錢?
[00:05:37.720 --> 00:05:38.480]  是會的
[00:05:38.480 --> 00:05:40.080]  所以都是這樣的
[00:05:40.080 --> 00:05:40.840]  都會顧自己
[00:05:40.840 --> 00:05:41.920]  所以保羅在這裏說
[00:05:41.920 --> 00:05:43.680]  「國人不要單顧自己的事」
[00:05:43.680 --> 00:05:45.840]  不是說我們不理會一些事情
[00:05:45.840 --> 00:05:48.840]  我們甚麼都不理會自己個人的事
[00:05:48.840 --> 00:05:49.560]  不是
[00:05:49.560 --> 00:05:51.720]  我們都要顧及一下自己生活上
[00:05:51.720 --> 00:05:52.720]  各方面的需要
[00:05:52.720 --> 00:05:53.640]  人之常情
[00:05:53.640 --> 00:05:55.200]  保羅不是一個這樣的意思
[00:05:55.200 --> 00:05:56.840]  但是保羅又說
[00:05:56.840 --> 00:05:58.480]  「乃要顧別人的事」
[00:05:58.480 --> 00:06:00.120]  還要顧別人的事的時候
[00:06:00.120 --> 00:06:03.000]  是不是我們一定要專管別人的事呢?
[00:06:03.000 --> 00:06:05.600]  好管閒事這樣的意思呢?
[00:06:05.600 --> 00:06:07.480]  很八卦這樣的意思呢?
[00:06:07.480 --> 00:06:09.600]  很多時候對其他人說三道四呢?
[00:06:09.600 --> 00:06:10.400]  是不是這樣的意思呢?
[00:06:10.400 --> 00:06:13.000]  當然又不是這樣的意思
[00:06:13.000 --> 00:06:13.880]  當保羅在這裏說
[00:06:13.880 --> 00:06:15.680]  「國人不要單顧自己的事」
[00:06:15.680 --> 00:06:17.120]  又要顧別人的事的時候
[00:06:17.120 --> 00:06:19.040]  其實他的意思是說
[00:06:19.040 --> 00:06:20.880]  我們作屬主的人
[00:06:20.880 --> 00:06:24.520]  我們不要只顧自己的利益
[00:06:24.520 --> 00:06:26.360]  好處、益處
[00:06:26.360 --> 00:06:29.880]  我們都要顧及別人的利益
[00:06:29.880 --> 00:06:32.000]  好處、益處
[00:06:32.000 --> 00:06:34.840]  不只是想著自己的好處、益處
[00:06:34.840 --> 00:06:36.080]  你要想著別人
[00:06:36.080 --> 00:06:38.000]  甚至經文有一個意思是說
[00:06:38.000 --> 00:06:40.000]  你要看別人的利益、好處
[00:06:40.000 --> 00:06:42.080]  是多過看自己
[00:06:42.080 --> 00:06:42.840]  你想想是不是?
[00:06:42.840 --> 00:06:44.800]  要求是多高?
[00:06:44.800 --> 00:06:47.160]  保羅在這裏就是一個這樣的意思
[00:06:47.160 --> 00:06:49.360]  所以當我們來實踐
[00:06:49.360 --> 00:06:51.560]  這個顧人的操練的時候
[00:06:51.560 --> 00:06:56.200]  其實有一個很大的測驗點
[00:06:56.200 --> 00:07:00.160]  就是究竟我們是不是心繫別人
[00:07:00.160 --> 00:07:03.640]  個人主義色彩的就只是心繫自己
[00:07:03.640 --> 00:07:06.400]  但是當我們要實踐《聖經》的教導的時候
[00:07:06.400 --> 00:07:07.520]  我們要常常想一下
[00:07:07.520 --> 00:07:09.640]  我是不是有心繫別人
[00:07:09.640 --> 00:07:12.080]  我們有沒有想到別人的益處、別人的好處
[00:07:12.080 --> 00:07:13.360]  而我甚至可以說
[00:07:13.360 --> 00:07:14.640]  是為他們的益處、好處
[00:07:14.640 --> 00:07:17.040]  我擺上一分的力量
[00:07:17.040 --> 00:07:18.680]  這個就是《聖經》裏面的教導
[00:07:18.680 --> 00:07:20.680]  保羅在這裏的提醒
[00:07:20.680 --> 00:07:22.400]  讓我們在人生的路上
[00:07:22.400 --> 00:07:24.680]  我們去學習一個功課
[00:07:24.680 --> 00:07:26.280]  我們願意的是怎樣呢?
[00:07:26.280 --> 00:07:27.960]  利他
[00:07:27.960 --> 00:07:29.560]  不是利己
[00:07:29.560 --> 00:07:30.560]  是不是?
[00:07:30.560 --> 00:07:31.680]  利他
[00:07:31.680 --> 00:07:35.520]  祝福別人,不只是想著自己一切的需要
[00:07:35.520 --> 00:07:36.480]  所以弟兄姊妹
[00:07:36.480 --> 00:07:38.800]  這個是《聖經》裏面的道理
[00:07:38.800 --> 00:07:42.640]  也是保羅在這裏給我們的提醒
[00:07:42.640 --> 00:07:46.240]  今天這個時代已經是充滿了個人主義色彩
[00:07:46.240 --> 00:07:47.960]  我們不能逆轉的
[00:07:47.960 --> 00:07:49.840]  這個氛圍就是這樣
[00:07:49.840 --> 00:07:54.000]  但是希望我們在一個強調個人、體重個人
[00:07:54.000 --> 00:07:57.240]  凸顯個人那種重要性的同時
[00:07:57.240 --> 00:08:00.320]  我們每一個屬主的人都會想到
[00:08:00.320 --> 00:08:02.920]  那其他人呢?
[00:08:02.920 --> 00:08:05.080]  我們需要想好這個層面
[00:08:05.080 --> 00:08:10.440]  「各人不要單顧自己的事,也要顧別人的事」
[00:08:10.440 --> 00:08:12.800]  好了,我們可以怎樣做呢?
[00:08:12.800 --> 00:08:16.600]  當我們都願意去實踐這個顧人的操練的時候
[00:08:16.600 --> 00:08:17.880]  在實際的生活上
[00:08:17.880 --> 00:08:21.720]  我們可以怎樣去將這件事發揮出來呢?
[00:08:21.720 --> 00:08:23.400]  當我思考這個問題的時候
[00:08:23.400 --> 00:08:25.880]  我就思考到有兩個層面
[00:08:25.880 --> 00:08:27.400]  我們可以彼此勉勵
[00:08:27.400 --> 00:08:29.800]  去互相提醒、去學習的
[00:08:29.800 --> 00:08:30.520]  是甚麼呢?
[00:08:30.520 --> 00:08:31.760]  都很簡單的
[00:08:31.760 --> 00:08:36.560]  第一就是在積極上、在主動方面
[00:08:36.560 --> 00:08:38.560]  我們去顧及別人
[00:08:38.560 --> 00:08:40.080]  很容易明白的
[00:08:40.080 --> 00:08:41.280]  積極層面
[00:08:41.280 --> 00:08:44.120]  在主動上我們去顧及別人
[00:08:44.120 --> 00:08:46.640]  意思就是說當有人有需要
[00:08:46.640 --> 00:08:49.240]  當有人陷在一個難處的裏面
[00:08:49.240 --> 00:08:51.320]  當有人有缺乏的時候
[00:08:51.320 --> 00:08:54.640]  或者在疾病中、或者在危機中的時候
[00:08:54.640 --> 00:08:56.080]  如果可以的話
[00:08:56.080 --> 00:08:57.440]  我們去扶他一把
[00:08:57.440 --> 00:08:58.840]  我們去祝福他
[00:08:58.840 --> 00:09:01.200]  我們要花上我們的時間、精神
[00:09:01.200 --> 00:09:04.440]  去和他們一起去面對這些困難
[00:09:04.440 --> 00:09:06.320]  就是主動關心
[00:09:06.320 --> 00:09:08.360]  可能是打個電話
[00:09:08.360 --> 00:09:10.120]  可能是寫張卡
[00:09:10.120 --> 00:09:12.160]  可能是去探望他
[00:09:12.160 --> 00:09:13.280]  就是了
[00:09:13.280 --> 00:09:14.880]  或者他真的很需要錢
[00:09:14.880 --> 00:09:16.920]  你又真的有少少剩餘的
[00:09:16.920 --> 00:09:19.040]  都是可以幫到人的
[00:09:19.040 --> 00:09:21.000]  是很健康的幫助
[00:09:21.000 --> 00:09:22.520]  你就去幫助他
[00:09:22.520 --> 00:09:28.480]  這個就是主動式、積極的顧及別人
[00:09:28.480 --> 00:09:29.480]  當我想到這時候
[00:09:29.480 --> 00:09:31.760]  我是很想到我們教會
[00:09:31.760 --> 00:09:33.840]  有些弟兄姊妹我特別欣賞
[00:09:33.840 --> 00:09:35.160]  當然個個我都欣賞
[00:09:35.160 --> 00:09:38.880]  但是有些特別的去想到是非常美好
[00:09:38.880 --> 00:09:41.160]  我們星期六的私有計劃
[00:09:41.160 --> 00:09:43.760]  有很多弟兄姊妹無償地、無私地去
[00:09:43.760 --> 00:09:44.880]  擺上時間、精神
[00:09:44.880 --> 00:09:45.960]  不是一個星期
[00:09:45.960 --> 00:09:50.160]  恆常是這樣去幫助那些有需要的人
[00:09:50.160 --> 00:09:51.640]  不簡單
[00:09:51.640 --> 00:09:53.720]  建立這種的私有計劃
[00:09:53.720 --> 00:09:56.040]  是一個很長期的行動
[00:09:56.040 --> 00:09:57.880]  我又想起我們教會有很多的姊妹
[00:09:57.880 --> 00:10:04.520]  願意安排定期去探望一些獨居的長者
[00:10:04.520 --> 00:10:06.720]  在我們教會裏面的獨居長者
[00:10:06.720 --> 00:10:09.440]  他們很多時候很孤單
[00:10:09.440 --> 00:10:10.320]  不知是怎樣
[00:10:10.320 --> 00:10:12.320]  但是我們都願意打電話去
[00:10:12.320 --> 00:10:14.560]  又或者去探訪一下他
[00:10:14.560 --> 00:10:16.480]  給他一些安慰
[00:10:16.480 --> 00:10:20.840]  這些就是一些積極的、主動式的顧及別人
[00:10:20.840 --> 00:10:22.600]  我又知道有些弟兄姊妹
[00:10:22.600 --> 00:10:24.880]  神給他一些豐富的金錢
[00:10:24.880 --> 00:10:27.360]  他都願意預備好
[00:10:27.360 --> 00:10:29.600]  當有需要的弟兄姊妹的時候
[00:10:29.600 --> 00:10:32.080]  他是願意去幫助
[00:10:32.080 --> 00:10:34.280]  藉著一些金錢的資源
[00:10:34.280 --> 00:10:36.040]  來使一些缺乏的人
[00:10:36.040 --> 00:10:38.880]  可以得到幫助
[00:10:38.880 --> 00:10:39.520]  很多很多
[00:10:39.520 --> 00:10:41.240]  我想要說的時候
[00:10:41.240 --> 00:10:42.880]  真的很多要說
[00:10:42.880 --> 00:10:44.080]  但無論怎樣都好
[00:10:44.080 --> 00:10:44.480]  弟兄姊妹
[00:10:44.480 --> 00:10:49.600]  這個就是一種主動式、積極的一種顧及別人
[00:10:49.600 --> 00:10:54.600]  這個是我們需要彼此勉勵和去學習的
[00:10:54.600 --> 00:10:57.040]  我又認識在一間實學院裏面
[00:10:57.040 --> 00:11:00.440]  有一位老師
[00:11:00.440 --> 00:11:02.320]  他是西人來的
[00:11:02.320 --> 00:11:05.840]  他教系統神學
[00:11:05.840 --> 00:11:08.760]  因為是西人來教神學
[00:11:08.760 --> 00:11:10.280]  不是這麼簡單的
[00:11:10.280 --> 00:11:13.440]  叫他用廣東話教是很難的
[00:11:13.440 --> 00:11:15.280]  因為很深奧
[00:11:15.280 --> 00:11:17.680]  只會說幾句廣東話很難教
[00:11:17.680 --> 00:11:21.000]  所以當他教系統神學的時候
[00:11:21.000 --> 00:11:23.520]  他都是要用英文來教
[00:11:23.520 --> 00:11:29.480]  而上的學生特別是那一班神學學士學位的學生
[00:11:29.480 --> 00:11:32.080]  這班學生試過有一次
[00:11:32.080 --> 00:11:34.360]  他們聽不明白
[00:11:34.360 --> 00:11:36.880]  他們可能因為語言的限制
[00:11:36.880 --> 00:11:38.360]  背景的限制的時候
[00:11:38.360 --> 00:11:40.600]  他們很辛苦
[00:11:40.600 --> 00:11:43.440]  但是這位老師也只能夠用英語
[00:11:43.440 --> 00:11:45.120]  不過這位老師做得很好
[00:11:45.120 --> 00:11:48.200]  他可以將課堂裏面所講的
[00:11:48.200 --> 00:11:51.320]  將它寫成為講義
[00:11:51.320 --> 00:11:52.320]  是很完整的
[00:11:52.320 --> 00:11:54.160]  差不多是一字一句地寫出來
[00:11:54.160 --> 00:11:57.400]  所以上課不太明白的同學
[00:11:57.400 --> 00:11:59.920]  他都可以回去看這些講義
[00:11:59.920 --> 00:12:01.240]  都可以反覆思量
[00:12:01.240 --> 00:12:03.680]  都大概明白神學訓練
[00:12:03.680 --> 00:12:05.160]  系統神學是很重要的
[00:12:05.160 --> 00:12:08.240]  所以一定要紮好根基
[00:12:08.240 --> 00:12:09.600]  他們就會這樣做
[00:12:09.600 --> 00:12:13.120]  不過這樣其實都是有限制的
[00:12:13.120 --> 00:12:15.000]  都是要學習的有限制
[00:12:15.000 --> 00:12:15.920]  在一個時候裏面
[00:12:15.920 --> 00:12:18.160]  在實學院裏面有一位老師
[00:12:18.160 --> 00:12:20.320]  有一位華人的老師
[00:12:20.320 --> 00:12:21.920]  他見到這種情況
[00:12:21.920 --> 00:12:23.520]  他做了甚麼呢
[00:12:23.520 --> 00:12:26.480]  他就主動地跟那班同學說
[00:12:26.480 --> 00:12:28.040]  不如這樣吧
[00:12:28.040 --> 00:12:32.000]  我和你們補課
[00:12:32.000 --> 00:12:34.720]  每個禮拜花上兩個小時的時間
[00:12:34.720 --> 00:12:36.800]  大家坐在班房裏面
[00:12:36.800 --> 00:12:38.360]  然後拿這份講義
[00:12:38.360 --> 00:12:41.320]  來從一個補習的方式
[00:12:41.320 --> 00:12:43.520]  用廣東話去講
[00:12:43.520 --> 00:12:44.640]  不是用英文的時候
[00:12:44.640 --> 00:12:45.360]  補課
[00:12:45.360 --> 00:12:48.200]  幫助他們深入掌握內容
[00:12:48.200 --> 00:12:51.160]  使他們更加明白有根有基
[00:12:51.160 --> 00:12:53.040]  對這位華人老師來說
[00:12:53.040 --> 00:12:55.000]  其實不是需要這樣的
[00:12:55.000 --> 00:12:56.720]  他自己都有很多課堂
[00:12:56.720 --> 00:12:57.320]  他都很忙碌
[00:12:57.320 --> 00:12:59.360]  但是當他見到有些同學
[00:12:59.360 --> 00:13:00.200]  這些神學生
[00:13:00.200 --> 00:13:01.160]  未來的傳道人
[00:13:01.160 --> 00:13:02.280]  根基很重要的時候
[00:13:02.280 --> 00:13:04.000]  他就願意主動積極地
[00:13:04.000 --> 00:13:05.280]  多走一步的時候
[00:13:05.280 --> 00:13:06.440]  去服侍他們
[00:13:06.440 --> 00:13:07.560]  去幫助他們
[00:13:07.560 --> 00:13:10.280]  有整個學期幾個月的時間
[00:13:10.280 --> 00:13:11.680]  花上都不少了
[00:13:11.680 --> 00:13:14.160]  其實本來他不需要這樣做
[00:13:14.160 --> 00:13:15.000]  但是他樂而
[00:13:15.000 --> 00:13:16.160]  為甚麼呢
[00:13:16.160 --> 00:13:18.480]  這個就是顧及別人
[00:13:18.480 --> 00:13:20.360]  他想起的是別人的益處
[00:13:20.360 --> 00:13:21.840]  別人的好處
[00:13:21.840 --> 00:13:23.240]  不只是想自己
[00:13:23.240 --> 00:13:25.160]  所以他擺出來的行動
[00:13:25.160 --> 00:13:27.160]  就是利他主義
[00:13:27.160 --> 00:13:31.000]  就是深系別人的一種生命表達
[00:13:31.000 --> 00:13:32.080]  頂天會
[00:13:32.080 --> 00:13:34.280]  今天我們去顧及別人的時候
[00:13:34.280 --> 00:13:35.280]  就是在做這些事
[00:13:35.280 --> 00:13:36.400]  我嘗試舉一些例子
[00:13:36.400 --> 00:13:37.800]  幫助我們明白
[00:13:37.800 --> 00:13:39.160]  以致我們可以應用在
[00:13:39.160 --> 00:13:41.040]  不同的層面生活裏面
[00:13:41.040 --> 00:13:42.640]  我們作為基督徒
[00:13:42.640 --> 00:13:45.040]  我們在不同的交往裏面
[00:13:45.040 --> 00:13:46.080]  讓人看見
[00:13:46.080 --> 00:13:47.680]  這個屬主的人
[00:13:47.680 --> 00:13:49.480]  真的很為別人
[00:13:49.480 --> 00:13:53.280]  在某些事情上都看得到
[00:13:53.280 --> 00:13:54.640]  這個很重要
[00:13:54.640 --> 00:13:55.560]  所以第一樣東西
[00:13:55.560 --> 00:13:58.560]  我希望和鄧英姐妹互勵互勉的
[00:13:58.560 --> 00:14:00.720]  就是這種積極式
[00:14:00.720 --> 00:14:04.800]  主動式的顧人的操練
[00:14:04.800 --> 00:14:05.800]  但是還不夠
[00:14:05.800 --> 00:14:07.360]  還有一樣
[00:14:07.360 --> 00:14:09.000]  是甚麼呢
[00:14:09.000 --> 00:14:11.840]  大家可能都會想到
[00:14:11.840 --> 00:14:13.560]  第二種的操練
[00:14:13.560 --> 00:14:14.960]  就是我稱它為
[00:14:14.960 --> 00:14:20.000]  消極式被動式的顧人的操練
[00:14:20.000 --> 00:14:22.000]  你有沒有想到是甚麼意思
[00:14:22.000 --> 00:14:25.200]  被動式消極式顧人的操練
[00:14:25.200 --> 00:14:26.600]  有這樣的東西嗎
[00:14:26.600 --> 00:14:27.480]  是的
[00:14:27.480 --> 00:14:30.000]  有這樣的東西
[00:14:30.000 --> 00:14:30.920]  即是甚麼意思呢
[00:14:30.920 --> 00:14:31.920]  簡單來說
[00:14:31.920 --> 00:14:33.120]  意思就是說
[00:14:33.120 --> 00:14:35.200]  你願意為了別人
[00:14:35.200 --> 00:14:36.720]  為了別人的好處
[00:14:36.720 --> 00:14:38.280]  為了別人的利益
[00:14:38.280 --> 00:14:42.640]  你自己甘心不做一些事
[00:14:42.640 --> 00:14:44.680]  當你甘心不做一些事的時候
[00:14:44.680 --> 00:14:46.680]  你就在祝福別人
[00:14:46.680 --> 00:14:48.600]  你其實好像很被動
[00:14:48.600 --> 00:14:50.920]  但其實你是在關心別人
[00:14:50.920 --> 00:14:53.560]  因為你Hold住一些事不做
[00:14:53.560 --> 00:14:55.960]  你Lock住一些事不做
[00:14:55.960 --> 00:14:57.840]  你是在關心別人
[00:14:57.840 --> 00:14:58.960]  鄧英姐妹
[00:14:58.960 --> 00:15:00.720]  《聖經》裏面有這樣的教導
[00:15:00.720 --> 00:15:02.440]  不知道我們有沒有留意到
[00:15:02.440 --> 00:15:06.320]  這方面可能是我們比較忽略了
[00:15:06.320 --> 00:15:07.440]  當說到這裏的時候
[00:15:07.440 --> 00:15:10.520]  我覺得保羅有一段很好的經文
[00:15:10.520 --> 00:15:12.720]  是教導我們這方面的功課
[00:15:12.720 --> 00:15:15.560]  除了這個菲律賓書第二章第四節
[00:15:15.560 --> 00:15:17.680]  一言一句話
[00:15:17.680 --> 00:15:19.680]  精簡凸顯這個教導的時候
[00:15:19.680 --> 00:15:21.880]  他都在另外一些經文裏面
[00:15:21.880 --> 00:15:25.280]  是教我們怎樣去祝福別人
[00:15:25.280 --> 00:15:26.680]  透過甚麼呢
[00:15:26.680 --> 00:15:29.040]  透過有些事你不做就可以了
[00:15:29.040 --> 00:15:31.120]  你就在建立別人
[00:15:31.120 --> 00:15:33.000]  讓我們有機會
[00:15:33.000 --> 00:15:35.640]  喜歡的你可以打開臨前的第十章
[00:15:35.640 --> 00:15:37.360]  或者你不打開都可以
[00:15:37.360 --> 00:15:39.600]  因為我都準備讀給大家聽
[00:15:39.600 --> 00:15:42.440]  如果你喜歡也可以打開來一起看
[00:15:42.440 --> 00:15:44.960]  在這裏面保羅就提醒我們
[00:15:44.960 --> 00:15:46.960]  原來基督徒活著
[00:15:46.960 --> 00:15:49.920]  很多時候要為一別人
[00:15:49.920 --> 00:15:52.440]  臨前的第十章
[00:15:52.440 --> 00:15:56.120]  第二十三節到三十三節
[00:15:56.120 --> 00:15:59.200]  這段經文是我會使用的
[00:15:59.200 --> 00:16:01.400]  很想我先讀給大家聽
[00:16:01.400 --> 00:16:04.240]  就是頭開始這段經文說甚麼
[00:16:04.240 --> 00:16:07.120]  二十三、二十四節保羅怎樣說呢
[00:16:07.120 --> 00:16:10.840]  「凡事都可行,但不都有益處」
[00:16:10.840 --> 00:16:14.960]  「凡事都可行,但不都造就人」
[00:16:14.960 --> 00:16:18.240]  「無論何人,不要求自己的益處」
[00:16:18.240 --> 00:16:20.520]  「乃要求別人的益處」
[00:16:20.520 --> 00:16:22.240]  是不是很清楚
[00:16:22.240 --> 00:16:23.680]  他寫給教會的
[00:16:23.680 --> 00:16:25.240]  寫給弟兄姊妹的
[00:16:25.240 --> 00:16:26.360]  有些事你都可以做
[00:16:26.360 --> 00:16:28.240]  但不一定有益處
[00:16:28.240 --> 00:16:30.800]  你可行但不一定是造就人
[00:16:30.800 --> 00:16:33.880]  所以我們不要求自己的益處
[00:16:33.880 --> 00:16:35.880]  是要求別人的益處
[00:16:35.880 --> 00:16:38.120]  你馬上發現跟《弗勒比書》二章四處
[00:16:38.120 --> 00:16:39.960]  是一脈相承的
[00:16:39.960 --> 00:16:41.480]  意思是相通的
[00:16:41.480 --> 00:16:44.280]  所以在二十三、二十四節他一說就說這些
[00:16:44.280 --> 00:16:46.920]  原來去到第十章尾聲的時候
[00:16:46.920 --> 00:16:48.520]  第三十一節又怎樣說呢
[00:16:48.520 --> 00:16:51.400]  他又再重複說這個道理
[00:16:51.400 --> 00:16:53.760]  「所以你們或吃或喝」
