
[00:00:00.000 --> 00:00:02.240]  今天我的講道題目叫做
[00:01:24.440 --> 00:01:26.600]  你們參觀的時候有皇陵
[00:01:26.600 --> 00:01:28.720]  皇陵的意思就是皇帝葬的
[00:01:28.720 --> 00:01:31.200]  歷代的皇帝葬在那裡的地方
[00:01:31.200 --> 00:01:33.200]  但是也有一些特殊的情況
[00:01:33.200 --> 00:01:35.520]  譬如在猶太人的歷史裡面
[00:01:35.520 --> 00:01:37.720]  有些皇帝被擄去外國點葬
[00:01:37.720 --> 00:01:38.880]  因為葬不到這裡回來
[00:01:38.880 --> 00:01:40.320]  所以就葬不到在皇陵
[00:01:40.320 --> 00:01:43.000]  第二個就是有些皇帝的確出現過
[00:01:43.000 --> 00:01:45.000]  患了大麻瘋
[00:01:45.000 --> 00:01:47.880]  大麻瘋對猶太人來說是不潔的
[00:01:47.880 --> 00:01:49.720]  所以在世的時候已經是不潔了
[00:01:49.720 --> 00:01:50.840]  他離開了世界
[00:01:50.840 --> 00:01:52.120]  也是不潔的
[00:01:52.120 --> 00:01:56.800]  所以就不可以跟歷代的祖先一起葬在一起
[00:01:56.800 --> 00:01:59.920]  在皇陵附近的地方
[00:01:59.920 --> 00:02:01.080]  歷代會葬開他
[00:02:01.080 --> 00:02:02.240]  也是同一個地方
[00:02:02.240 --> 00:02:04.120]  不過不是混在一起葬
[00:02:04.120 --> 00:02:07.080]  第三種就是若蘭王的遭遇
[00:02:07.080 --> 00:02:10.520]  舉國上下都不想葬他進入皇陵的
[00:02:10.520 --> 00:02:12.240]  那你們自己想想為什麼
[00:02:12.240 --> 00:02:13.800]  就是說
[00:02:13.800 --> 00:02:15.320]  對他沒有什麼好感
[00:02:15.320 --> 00:02:18.320]  加上非常不好的印象
[00:02:18.320 --> 00:02:21.840]  結果若蘭王沒有葬在皇陵裡面
[00:02:21.840 --> 00:02:22.880]  雖然在大衛城
[00:02:22.880 --> 00:02:24.600]  不過葬不進去皇陵
[00:02:24.600 --> 00:02:27.920]  那句話讓我想起的就是這句話
[00:02:27.920 --> 00:02:30.400]  無人思慕
[00:02:30.400 --> 00:02:32.480]  我想了很久
[00:02:32.480 --> 00:02:34.000]  無人思慕
[00:02:34.000 --> 00:02:37.400]  讀得清楚一點
[00:02:37.400 --> 00:02:38.680]  思慕我就知道了
[00:02:38.680 --> 00:02:40.680]  思慕就是我老婆
[00:02:40.680 --> 00:02:42.360]  無人思慕
[00:02:42.360 --> 00:02:45.840]  一個皇帝過世沒有人想起他
[00:02:45.840 --> 00:02:47.800]  其實也很特別的
[00:02:47.800 --> 00:02:49.160]  你想起來
[00:02:49.160 --> 00:02:50.680]  我經常用這個例子
[00:02:50.680 --> 00:02:52.200]  如果你牧師過世
[00:02:52.200 --> 00:02:54.200]  你會不會想起我?
[00:02:54.200 --> 00:02:56.960]  今天怎麼這麼安靜?
[00:02:56.960 --> 00:02:59.760]  那幾堂課都說會啊牧師
[00:02:59.760 --> 00:03:01.480]  搞得我非常開心
[00:03:01.480 --> 00:03:05.480]  這班人下次我不會講第五堂課了
[00:03:05.480 --> 00:03:07.360]  老實說
[00:03:07.360 --> 00:03:09.040]  你認識的時候也會想起他
[00:03:09.040 --> 00:03:10.440]  但是如果無人思慕
[00:03:10.440 --> 00:03:11.680]  究竟什麼意思?
[00:03:11.680 --> 00:03:13.040]  什麼叫思慕呢?
[00:03:13.040 --> 00:03:15.520]  老實說我的希伯來文已經是零了
[00:03:15.520 --> 00:03:16.680]  已經沒有了
[00:03:16.680 --> 00:03:18.440]  讀完神學這麼多年
[00:03:18.440 --> 00:03:21.320]  我的希伯來文已經全部清底了
[00:03:21.320 --> 00:03:24.120]  但是幸好這個世界現在有電腦搜尋
[00:03:24.120 --> 00:03:25.480]  或者上網查
[00:03:25.480 --> 00:03:27.240]  別人做了功夫就自己查
[00:03:27.240 --> 00:03:29.960]  查一下無人思慕這個字是什麼呢?
[00:03:29.960 --> 00:03:31.200]  其實我們中文可以翻譯為
[00:03:31.200 --> 00:03:32.560]  無人傷心難過
[00:03:32.560 --> 00:03:34.920]  No one regrets
[00:03:34.920 --> 00:03:36.640]  他不在你不會後悔
[00:03:36.640 --> 00:03:38.480]  不會覺得為什麼不在
[00:03:38.480 --> 00:03:39.360]  不會啊
[00:03:39.360 --> 00:03:40.160]  不會後悔
[00:03:40.160 --> 00:03:41.920]  不會覺得錯失了任何東西
[00:03:41.920 --> 00:03:42.920]  無人難過
[00:03:42.920 --> 00:03:44.360]  後面那個更嚴重
[00:03:44.360 --> 00:03:45.360]  Without desire
[00:03:45.360 --> 00:03:46.800]  想都不會想他
[00:03:46.800 --> 00:03:49.720]  完全不會在裡面有任何人動我的
[00:03:49.720 --> 00:03:50.480]  當他透明
[00:03:50.480 --> 00:03:52.200]  當他根本不存在
[00:03:52.200 --> 00:03:53.840]  其實你再想想的時候
[00:03:53.840 --> 00:03:55.160]  他是一個皇帝
[00:03:55.160 --> 00:03:57.360]  當他過世的時候
[00:03:57.360 --> 00:03:59.200]  就是這樣的結果
[00:03:59.200 --> 00:03:59.760]  下場
[00:03:59.760 --> 00:04:00.840]  真的要想一下
[00:04:00.840 --> 00:04:02.400]  究竟
[00:04:02.400 --> 00:04:05.520]  我不是要大家想想你過世的時候有什麼話
[00:04:05.520 --> 00:04:07.600]  那些就不管了
[00:04:07.600 --> 00:04:09.440]  你自己搞定吧
[00:04:09.440 --> 00:04:11.240]  但是我今天的重點就是
[00:04:11.240 --> 00:04:12.760]  我們要問
[00:04:12.760 --> 00:04:15.320]  當我離開這個世界
[00:04:16.120 --> 00:04:19.080]  究竟我一生人在神的眼中是怎樣的呢?
[00:04:19.080 --> 00:04:20.040]  這是值得問的
[00:04:20.040 --> 00:04:21.440]  值得我們問的
[00:04:21.440 --> 00:04:26.120]  我當然希望我們在神的眼中不會無人思慕
[00:04:26.120 --> 00:04:27.320]  當作你沒有到
[00:04:27.320 --> 00:04:28.480]  不想你的
[00:04:28.480 --> 00:04:29.480]  在神的眼中
[00:04:29.480 --> 00:04:31.040]  究竟我們一生人朝向
[00:04:31.040 --> 00:04:32.640]  我們將來都會面對神的
[00:04:32.640 --> 00:04:34.440]  在神的評價當中
[00:04:34.440 --> 00:04:35.800]  會給我們什麼評價呢?
[00:04:35.800 --> 00:04:37.000]  我從這個角度去想
[00:04:37.000 --> 00:04:40.640]  所以我下來找了三個
[00:04:40.640 --> 00:04:42.800]  因為若蘭是一個失敗的見證
[00:04:42.800 --> 00:04:44.400]  是沒什麼看的
[00:04:44.400 --> 00:04:46.920]  我找了三個跟他相反的
[00:04:46.920 --> 00:04:49.320]  可以說是一個對比的見證
[00:04:49.320 --> 00:04:50.640]  三個都是皇帝
[00:04:50.640 --> 00:04:53.000]  這三個皇帝跟他比較的時候
[00:04:53.000 --> 00:04:53.960]  我們再看看
[00:04:53.960 --> 00:04:57.800]  究竟在這三個皇帝的神的評價當中
[00:04:57.800 --> 00:04:59.400]  帶給我們思想
[00:04:59.400 --> 00:05:01.920]  我們究竟怎樣走我們的一生呢?
[00:05:01.920 --> 00:05:03.320]  第一個就是大衛王
[00:05:03.320 --> 00:05:05.120]  大家很熟悉吧?
[00:05:05.120 --> 00:05:05.920]  大衛王
[00:05:05.920 --> 00:05:10.320]  大衛王在一句話中記載他離世的時候
[00:05:10.320 --> 00:05:11.600]  有句這樣的說話
[00:05:11.600 --> 00:05:14.440]  記載在歷代至上第29章第28節
[00:05:14.440 --> 00:05:14.960]  我們一起讀
[00:05:14.960 --> 00:05:16.000]  1、2、3
[00:05:16.000 --> 00:05:19.600]  "耶穌的兒子大衛作以色列眾人的王"
[00:05:19.600 --> 00:05:21.480]  "作王共四十年"
[00:05:21.480 --> 00:05:23.680]  "在希伯倫作王七年"
[00:05:23.680 --> 00:05:26.480]  "在耶路撒冷作王三十三年"
[00:05:26.480 --> 00:05:29.200]  "他年紀老邁,日子滿足"
[00:05:29.200 --> 00:05:32.520]  "享受豐富尊榮,就死了"
[00:05:32.520 --> 00:05:33.520]  很沉悶
[00:05:33.520 --> 00:05:35.000]  四十年就是四十年
[00:05:35.000 --> 00:05:36.360]  又七年又三年
[00:05:36.360 --> 00:05:37.560]  我們不懂得計算嗎?
[00:05:37.560 --> 00:05:40.400]  是的,因為他的確是分開兩個時代作王
[00:05:40.400 --> 00:05:44.160]  前面的七年作南部猶大支派的王
[00:05:44.160 --> 00:05:46.920]  上面有以色列自己的
[00:05:46.920 --> 00:05:48.920]  不受猶大的侵略
[00:05:48.920 --> 00:05:50.160]  不是大衛管的
[00:05:50.160 --> 00:05:52.720]  但後來覺得大衛管得不錯
[00:05:52.720 --> 00:05:53.760]  上面又沒有人管
[00:05:53.760 --> 00:05:54.720]  於是找了大衛
[00:05:54.720 --> 00:05:56.120]  你不如做我們的王吧
[00:05:56.120 --> 00:05:57.840]  所以後來三十三年
[00:05:57.840 --> 00:05:59.720]  就做整個國家的王
[00:05:59.720 --> 00:06:00.920]  所以四十年
[00:06:00.920 --> 00:06:01.520]  OK?
[00:06:01.520 --> 00:06:03.120]  有一句話
[00:06:03.120 --> 00:06:04.200]  他說"年紀老邁"
[00:06:04.200 --> 00:06:06.160]  我不太喜歡中文這個翻譯
[00:06:06.160 --> 00:06:08.640]  我估計這句話本身沒什麼問題
[00:06:08.640 --> 00:06:10.120]  年紀老邁就是年紀老邁
[00:06:10.120 --> 00:06:11.200]  應該沒什麼問題
[00:06:11.200 --> 00:06:13.320]  不過現在說起年紀老邁
[00:06:13.320 --> 00:06:15.760]  好像有點貶義
[00:06:15.760 --> 00:06:17.160]  你年紀老邁了
[00:06:17.160 --> 00:06:19.120]  那是什麼意思?
[00:06:19.120 --> 00:06:20.480]  就是不太好
[00:06:20.480 --> 00:06:22.240]  本身字是沒意思的
[00:06:22.240 --> 00:06:23.400]  不過現在的人
[00:06:23.400 --> 00:06:25.360]  你年紀老邁了
[00:06:25.360 --> 00:06:26.520]  好像很差
[00:06:26.520 --> 00:06:28.520]  我喜歡英文的翻譯
[00:06:28.520 --> 00:06:29.800]  大家都懂英文的
[00:06:29.800 --> 00:06:30.720]  不懂也扮扮懂
[00:06:30.720 --> 00:06:32.080]  不要緊,一起讀吧
[00:06:32.080 --> 00:06:33.360]  好,一二三
[00:06:33.360 --> 00:06:36.120]  "And he died in a good old age"
[00:06:36.120 --> 00:06:38.840]  "Full of days, riches and glory"
[00:06:38.840 --> 00:06:40.840]  "Died in a good old age"
[00:06:40.840 --> 00:06:42.840]  我喜歡中文這個英文
[00:06:42.840 --> 00:06:44.360]  "Good old age"
[00:06:44.360 --> 00:06:46.640]  "Old age"不一定是"good"
[00:06:46.640 --> 00:06:48.840]  年紀老邁了
[00:06:48.840 --> 00:06:51.080]  你閉嘴吧
[00:06:51.080 --> 00:06:52.880]  那些就不好
[00:06:52.880 --> 00:06:54.480]  老了不好
[00:06:54.480 --> 00:06:55.960]  不行的,你走開吧
[00:06:55.960 --> 00:06:57.240]  就是這個意思
[00:06:57.240 --> 00:06:59.840]  "Good old age"就是好
[00:06:59.840 --> 00:07:01.160]  晚年是好的
[00:07:01.160 --> 00:07:03.200]  後來的日子也是好的
[00:07:03.200 --> 00:07:04.560]  還有日子滿足
[00:07:04.560 --> 00:07:06.240]  不是叛徒就死了
[00:07:06.240 --> 00:07:07.720]  是日子滿足
[00:07:07.720 --> 00:07:10.760]  壽滿,然後離開這個世界
[00:07:10.760 --> 00:07:13.040]  大衛呢,大家都知道
[00:07:13.040 --> 00:07:16.000]  他的人生是很喜劇性的
[00:07:16.000 --> 00:07:18.000]  本來是一個牧羊人
[00:07:18.000 --> 00:07:20.520]  但是很短時間就成為一個皇帝
[00:07:20.520 --> 00:07:22.400]  其實也是一個很喜劇性的
[00:07:22.400 --> 00:07:24.760]  大家在社會久了你都知道
[00:07:24.760 --> 00:07:27.400]  這樣的喜劇性有些人是受不了的
[00:07:27.400 --> 00:07:29.600]  我寧願一輩子做牧羊人好過
[00:07:29.600 --> 00:07:31.040]  我本來是牧羊人
[00:07:31.040 --> 00:07:32.200]  你突然叫我做阿頭
[00:07:32.200 --> 00:07:33.040]  我真的做不到
[00:07:33.040 --> 00:07:34.160]  很多人就失敗了
[00:07:34.160 --> 00:07:35.480]  不一定可以的
[00:07:35.480 --> 00:07:38.880]  但是大衛是從牧羊人做了皇帝
[00:07:38.880 --> 00:07:40.240]  人生很多的經歷
[00:07:40.240 --> 00:07:41.800]  變成一國之君
[00:07:41.800 --> 00:07:42.880]  但是對大衛來說
[00:07:42.880 --> 00:07:43.960]  我覺得
[00:07:43.960 --> 00:07:46.400]  我們對他的印象有很多種
[00:07:46.400 --> 00:07:49.360]  但是後世的學者也好
[00:07:49.360 --> 00:07:51.280]  聖經研究的人也好
[00:07:51.280 --> 00:07:54.240]  我們都承認大衛在以後的歷史裡面
[00:07:54.240 --> 00:07:56.960]  對猶太人的歷史特別重要
[00:07:56.960 --> 00:07:58.960]  有幾個重要的影響
[00:07:58.960 --> 00:08:01.200]  第一個影響就是建立了一個王朝
[00:08:01.200 --> 00:08:02.200]  很明顯
[00:08:02.200 --> 00:08:03.880]  因為之前是分開的
[00:08:03.880 --> 00:08:04.640]  散的
[00:08:04.640 --> 00:08:06.160]  但是現在是合一
[00:08:06.160 --> 00:08:06.840]  統一
[00:08:06.840 --> 00:08:08.000]  就像秦始皇那樣
[00:08:08.000 --> 00:08:08.920]  統一
[00:08:08.920 --> 00:08:11.440]  是一個劃時代的大事情
[00:08:11.440 --> 00:08:12.960]  大衛的王朝
[00:08:12.960 --> 00:08:14.360]  知不知道能維持多久呢?
[00:08:14.360 --> 00:08:16.840]  知不知道大衛的王朝能維持多久呢?
[00:08:16.840 --> 00:08:19.200]  大衛幾十歲就去世了
[00:08:19.200 --> 00:08:21.280]  但是大衛的王朝
[00:08:21.280 --> 00:08:25.280]  當大衛是1040年做皇帝
[00:08:25.280 --> 00:08:27.320]  當然是主前
[00:08:27.320 --> 00:08:30.480]  猶太人什麼時候亡國呢?
[00:08:30.480 --> 00:08:33.480]  是主前的586年
[00:08:33.840 --> 00:08:35.920]  1040年到586年
[00:08:35.920 --> 00:08:37.240]  大概五百多年
[00:08:37.240 --> 00:08:40.680]  五百多年的王朝也不是短的
[00:08:40.680 --> 00:08:43.160]  王朝也算是長的
[00:08:43.160 --> 00:08:44.520]  但是也會過去的
[00:08:44.520 --> 00:08:46.360]  當我預備的時候就想一下
[00:08:46.360 --> 00:08:46.960]  咦?
[00:08:46.960 --> 00:08:49.000]  這個數目不是這麼計算的
[00:08:49.000 --> 00:08:51.160]  因為在神來講
[00:08:51.160 --> 00:08:56.320]  大衛這個有地上的王朝人就會過去了
[00:08:56.320 --> 00:08:58.800]  但是神應許大衛說
[00:08:58.800 --> 00:09:00.760]  你的朝代是直到永遠
[00:09:01.480 --> 00:09:04.120]  我會興起,不斷絕有王
[00:09:04.120 --> 00:09:05.360]  坐你的王位
[00:09:05.360 --> 00:09:08.200]  我們回顧大衛王朝完結之後
[00:09:08.200 --> 00:09:10.080]  我們覺得神在說謊
[00:09:10.080 --> 00:09:11.840]  開空頭支票?
[00:09:11.840 --> 00:09:13.320]  說了話不對演?
[00:09:13.320 --> 00:09:14.880]  沒理由啊
[00:09:14.880 --> 00:09:16.600]  再回想的時候就發覺
[00:09:16.600 --> 00:09:20.400]  原來大衛的王朝到現在是在繼續的
[00:09:20.400 --> 00:09:22.320]  用另外一種形式繼續
[00:09:22.320 --> 00:09:27.000]  耶穌基督是來自大衛的後裔
[00:09:27.000 --> 00:09:28.800]  所以藉著耶穌基督
[00:09:28.800 --> 00:09:31.600]  現在地上甚至一直在建立的
[00:09:31.600 --> 00:09:34.640]  將來到永恆的國度
[00:09:34.640 --> 00:09:35.760]  是永遠的
[00:09:35.760 --> 00:09:36.880]  神沒有說謊
[00:09:36.880 --> 00:09:38.600]  是我們不知道的
[00:09:38.600 --> 00:09:40.720]  我以為現今幾個完了就完了
[00:09:40.720 --> 00:09:42.120]  但是在神的角度來講
[00:09:42.120 --> 00:09:45.360]  It continues forever
[00:09:45.360 --> 00:09:47.200]  神自己所說的
[00:09:47.200 --> 00:09:48.960]  對大衛來講也很重要
[00:09:48.960 --> 00:09:50.440]  一個永恆的角度裡面
[00:09:50.440 --> 00:09:51.440]  他是有份
[00:09:51.440 --> 00:09:52.960]  起碼在幾百年裡面
[00:09:52.960 --> 00:09:54.080]  他有一個有形的
[00:09:54.080 --> 00:09:56.520]  甚至有份在永恆的角度裡面
[00:09:56.520 --> 00:09:57.800]  這就是一個很重要的
[00:09:57.800 --> 00:09:59.800]  不過對他來講也是過去了
[00:09:59.800 --> 00:10:01.800]  第二個就是建立聖殿
[00:10:01.800 --> 00:10:03.880]  大衛建立聖殿
[00:10:03.880 --> 00:10:06.680]  不是啊聖殿不是在所羅門建的嗎?
[00:10:06.680 --> 00:10:07.880]  是的,你說得對
[00:10:07.880 --> 00:10:09.480]  我記得港獨也說過
[00:10:09.480 --> 00:10:11.960]  為什麼大衛不可以建聖殿呢?
[00:10:11.960 --> 00:10:15.120]  我們一般人經常用這個例子來講
[00:10:15.120 --> 00:10:16.960]  因為神說他滿手鮮血
[00:10:16.960 --> 00:10:18.640]  所以不配建做聖殿
[00:10:18.640 --> 00:10:20.440]  我想告訴大家這是錯的
[00:10:20.440 --> 00:10:26.000]  滿手鮮血是大衛和他自己的兒子所羅門
[00:10:26.760 --> 00:10:28.800]  告訴他要建造聖殿的時候
[00:10:28.800 --> 00:10:30.320]  說回來說
[00:10:30.320 --> 00:10:31.600]  我滿手鮮血
[00:10:31.600 --> 00:10:34.080]  所以耶和華上帝不讓我建造聖殿
[00:10:34.080 --> 00:10:35.680]  是大衛自己覺得的
[00:10:35.680 --> 00:10:37.040]  不是神說的
[00:10:37.040 --> 00:10:39.200]  神從來沒有說過他滿手鮮血
[00:10:39.200 --> 00:10:40.640]  所以不建造聖殿
[00:10:40.640 --> 00:10:42.120]  邏輯很簡單
[00:10:42.120 --> 00:10:44.800]  神吩咐大衛
[00:10:44.800 --> 00:10:47.240]  甚至帶領大衛南征北討
[00:10:47.240 --> 00:10:49.080]  打仗需要死人嗎?
[00:10:49.080 --> 00:10:52.520]  你猜電腦模擬的打仗
[00:10:52.520 --> 00:10:54.400]  真的下去打仗
[00:10:54.400 --> 00:10:56.880]  以前的皇帝還是新鮮事出打的
[00:10:56.880 --> 00:10:58.840]  你不要告訴他他一輩子沒有殺過人
[00:10:58.840 --> 00:11:00.920]  一定會殺過人
[00:11:00.920 --> 00:11:02.320]  一定有鮮血
[00:11:02.320 --> 00:11:04.200]  因為他滿手鮮血
[00:11:04.200 --> 00:11:05.960]  所以神又不願意讓他建殿
[00:11:05.960 --> 00:11:07.600]  又是神叫他打仗
[00:11:07.600 --> 00:11:08.560]  與他同在
[00:11:08.560 --> 00:11:09.680]  究竟說什麼呢?
[00:11:09.680 --> 00:11:11.040]  就是不是
[00:11:11.040 --> 00:11:12.920]  想告訴大家
[00:11:12.920 --> 00:11:14.280]  那個解法應該是
[00:11:14.280 --> 00:11:16.600]  因為大衛還要去打仗
[00:11:16.600 --> 00:11:19.320]  在他在生的時候
[00:11:19.320 --> 00:11:21.280]  還有很多仗要打
[00:11:21.280 --> 00:11:22.920]  不適合建造聖殿
[00:11:23.640 --> 00:11:26.320]  做聖殿一定要有一個太平盛世的日子
[00:11:26.320 --> 00:11:27.640]  建六年
[00:11:27.640 --> 00:11:30.040]  所羅門用了六年時間建聖殿
[00:11:30.040 --> 00:11:31.800]  打仗你怎麼可以建聖殿?
[00:11:31.800 --> 00:11:33.840]  所以大衛是不能建聖殿的
[00:11:33.840 --> 00:11:35.200]  第二個我覺得
[00:11:35.200 --> 00:11:36.440]  政治原因
[00:11:36.440 --> 00:11:38.080]  聖經沒有說的
[00:11:38.080 --> 00:11:39.320]  我覺得是
[00:11:39.320 --> 00:11:41.440]  你覺得是嗎?
[00:11:41.440 --> 00:11:43.760]  聖經沒有說你可以猜
[00:11:43.760 --> 00:11:45.960]  猜你不要當真
[00:11:45.960 --> 00:11:47.480]  不是當真的意思
[00:11:47.480 --> 00:11:48.400]  就是不要當真理
[00:11:48.400 --> 00:11:48.800]  是不是?
[00:11:48.800 --> 00:11:49.480]  你可以猜
[00:11:49.480 --> 00:11:50.440]  為什麼不可以猜呢?
[00:11:50.440 --> 00:11:52.000]  聖經沒有人說不可以猜
[00:11:52.000 --> 00:11:53.000]  我這樣猜
[00:11:53.640 --> 00:11:55.960]  大衛已經做了皇帝
[00:11:55.960 --> 00:11:58.400]  他的位置已經很穩固了
[00:11:58.400 --> 00:12:01.360]  他不需要再用聖殿來支持他了
[00:12:01.360 --> 00:12:02.040]  行不行?
[00:12:02.040 --> 00:12:04.160]  但是所羅門是不是要呢?
[00:12:04.160 --> 00:12:07.840]  所羅門是大衛的兒子
[00:12:07.840 --> 00:12:08.880]  每個人都知道
[00:12:08.880 --> 00:12:10.800]  但是他媽媽是誰呢?
[00:12:10.800 --> 00:12:12.600]  拔士巴
[00:12:12.600 --> 00:12:14.280]  拔士巴是誰呢?
[00:12:14.280 --> 00:12:15.920]  不是正室
[00:12:15.920 --> 00:12:18.680]  是不應該在皇朝出現的
[00:12:18.680 --> 00:12:20.800]  是文女
[00:12:20.800 --> 00:12:22.680]  我用這個字眼你就知道了
[00:12:22.680 --> 00:12:24.520]  是不應該出現的
[00:12:24.520 --> 00:12:25.800]  所以
[00:12:25.800 --> 00:12:29.080]  所羅門的身份在整個大衛皇朝裡面
[00:12:29.080 --> 00:12:30.560]  應該不會很高
[00:12:30.560 --> 00:12:33.720]  厲害的應該是亞撒隆
[00:12:33.720 --> 00:12:35.600]  不過亞撒隆叛變死了
[00:12:35.600 --> 00:12:39.040]  選立所羅門當然是神的心意
[00:12:39.040 --> 00:12:39.840]  不過
[00:12:39.840 --> 00:12:41.480]  用人的角度來看
[00:12:41.480 --> 00:12:43.680]  他哪一分都不應該當皇帝
[00:12:43.680 --> 00:12:45.960]  下面的人怎麼會服他呢?
[00:12:45.960 --> 00:12:47.560]  所以
[00:12:47.560 --> 00:12:49.280]  神清楚知道
[00:12:49.480 --> 00:12:53.040]  所羅門是需要有一樣東西撐起他
[00:12:53.040 --> 00:12:54.920]  以致萬眾歸心
[00:12:54.920 --> 00:12:56.600]  來統治
[00:12:56.600 --> 00:12:59.600]  什麼比建造聖殿好呢?
[00:12:59.600 --> 00:13:03.120]  整個國家同一個大 project(計劃)
[00:13:03.120 --> 00:13:04.400]  就是建造聖殿
[00:13:04.400 --> 00:13:07.000]  所以在建造聖殿結束之後
[00:13:07.000 --> 00:13:08.720]  神的榮耀特別臨在
[00:13:08.720 --> 00:13:10.480]  充滿整個會場
[00:13:10.480 --> 00:13:12.840]  神特別撐他
[00:13:12.840 --> 00:13:15.040]  所以所羅門是要建造聖殿
[00:13:15.040 --> 00:13:15.720]  不是大衛
[00:13:15.720 --> 00:13:16.320]  行不行?
[00:13:16.320 --> 00:13:17.320]  聽完就算了
[00:13:17.320 --> 00:13:18.160]  你不要說真的
[00:13:18.160 --> 00:13:19.000]  不要緊
[00:13:19.760 --> 00:13:20.760]  第三
[00:13:20.760 --> 00:13:23.360]  傳頌千古的詩篇
[00:13:23.360 --> 00:13:24.760]  是大衛傳下來的
[00:13:24.760 --> 00:13:26.160]  很多詩篇
[00:13:26.160 --> 00:13:28.920]  唱和整個敬拜系統
[00:13:28.920 --> 00:13:30.120]  是大衛搞出來的
[00:13:30.120 --> 00:13:31.600]  之前是沒有的
[00:13:31.600 --> 00:13:33.520]  分部分班
[00:13:33.520 --> 00:13:35.120]  這些全部是大衛搞出來的
[00:13:35.120 --> 00:13:37.160]  我們今天的敬拜在某程度上
[00:13:37.160 --> 00:13:39.640]  可以追源到大衛的時代
[00:13:39.640 --> 00:13:40.480]  就是這樣
[00:13:40.480 --> 00:13:42.280]  所以對於大衛來說
[00:13:42.280 --> 00:13:43.640]  是神用他其中
[00:13:43.640 --> 00:13:45.240]  在生命當中一些東西
[00:13:45.240 --> 00:13:45.640]  OK
[00:13:45.640 --> 00:13:46.960]  我就停在這裡
[00:13:46.960 --> 00:13:48.600]  其他的事情大家都知道了
[00:13:49.040 --> 00:13:51.040]  第二個是希西伽
[00:13:51.040 --> 00:13:53.120]  希西伽皇帝
[00:13:53.120 --> 00:13:55.920]  他有一句話形容他
[00:13:55.920 --> 00:13:57.040]  過世之後
[00:13:57.040 --> 00:13:58.120]  歷代之下
[00:13:58.120 --> 00:13:59.680]  三十二章三十三節
[00:13:59.680 --> 00:14:00.360]  我們一起讀好不好?
[00:14:00.360 --> 00:14:01.160]  一二三
[00:14:01.160 --> 00:14:03.800]  "希西伽與他列祖同歲"
[00:14:03.800 --> 00:14:06.760]  "葬在大衛子孫的高陵上"
[00:14:06.760 --> 00:14:08.360]  "他死的時候"
[00:14:08.360 --> 00:14:10.720]  "猶大人和耶路撒冷的居民"
[00:14:10.720 --> 00:14:12.000]  "都尊重他"
[00:14:12.000 --> 00:14:14.800]  和若蘭王是剛剛一百八十度相反
