
[00:00:00.000 --> 00:00:03.840]  講到這個題目的時候,大家知道要完成一個工作
[00:02:06.120 --> 00:02:14.200]  弟兄姊妹,我講過很多次,我們必須要克服很多困難、痛苦、磨練
[00:02:14.200 --> 00:02:19.280]  提摩太,大家知道是保羅的學生,神裏面的兒子
[00:02:19.280 --> 00:02:24.760]  他跟隨保羅去宣教,去到爾弗所的時候
[00:02:24.760 --> 00:02:29.920]  爾弗所保羅在那裏有很多時間,但是他要繼續向前走
[00:02:29.920 --> 00:02:36.120]  於是覺得這個教會有太大需要,就將提摩太留在爾弗所
[00:02:36.120 --> 00:02:38.920]  在那個教會裏面做牧師
[00:02:38.920 --> 00:02:45.240]  爾弗所教會是一個非猶太人為主的教會
[00:02:45.240 --> 00:02:53.800]  問題是什麼呢?在教會裏面,新的,保羅剛剛開始幾年,兩三年就走了
[00:02:53.800 --> 00:03:01.160]  裏面有很多不成熟的基督徒,就變成了教會的領袖,甚至是老師
[00:03:01.160 --> 00:03:05.680]  那就糟糕了,初信不久的做了老師,做了教會的領袖
[00:03:05.680 --> 00:03:12.480]  於是就不自覺地散播一些錯誤,不合乎基督教信仰
[00:03:12.480 --> 00:03:18.880]  甚至是一些荒謬的言論,於是就導致教會分裂
[00:03:18.880 --> 00:03:25.560]  提摩太就被保羅留在那裏處理這些教會的問題,幫助建立這個教會
[00:03:25.560 --> 00:03:33.000]  過了四年之後,保羅第二次被抓去坐牢,在羅馬的監獄裏面
[00:03:33.000 --> 00:03:37.080]  這次他知道跟上一次不同了,他可能出不了來了
[00:03:37.080 --> 00:03:42.640]  他可能要回天家了,知道自己是死期將至
[00:03:42.640 --> 00:03:48.520]  於是就寫了提摩太後書,因為有前書,所以就寫了後書
[00:03:48.520 --> 00:03:56.160]  他為什麼寫提摩太後書呢?因為他知道提摩太做得有點灰心
[00:03:56.160 --> 00:04:05.880]  所以他鼓勵他不要灰心,不要灰心,要繼續持守真理,努力去完成上帝給他的任務
[00:04:05.880 --> 00:04:09.160]  重新去建立好這個教會
[00:04:09.160 --> 00:04:16.360]  我們看剛才這段聖經的時候,我們看到保羅一開始就提醒提摩太
[00:04:16.360 --> 00:04:24.080]  你要回想先賢之信,即是先賢,即是你以前那些
[00:04:24.080 --> 00:04:32.760]  簡單來講,千萬不要對神失去了那種無偽,單純的信心
[00:04:32.760 --> 00:04:36.720]  要記住,你的信心是從哪裡來的呢?
[00:04:36.720 --> 00:04:40.680]  為什麼保羅要這樣鼓勵提摩太呢?因為我剛才講過
[00:04:40.680 --> 00:04:48.280]  因為提摩太在這筆所做牧師的時候,遇到很多困難,遇到很多挑戰
[00:04:48.280 --> 00:04:57.600]  即是和教會裡面那些假老師,那些不成熟的教會領袖周旋,一點都不容易
[00:04:57.600 --> 00:05:03.160]  所以很多時候就令這個提摩太難過流淚
[00:05:03.160 --> 00:05:09.400]  所以保羅一想起,哎呀,我知道你流了很多眼淚,為了建立這個教會
[00:05:09.400 --> 00:05:19.560]  主要是提醒前輩,如果你相信耶穌一段時間,在狗裡面的時候,或者不要說教會
[00:05:19.560 --> 00:05:29.960]  就算是在家裡,或者在做工的地方,我們很難避免去遇到一些是以訛傳訛
[00:05:29.960 --> 00:05:36.400]  扭曲事實真相,以及那些又置以為是的人
[00:05:36.400 --> 00:05:40.600]  即是你在哪裡都會遇到動物人,教會會有,家裡有沒有?都有的
[00:05:40.600 --> 00:05:45.640]  即是我的大兒子,才幾個星期就搬回家裡居住
[00:05:45.640 --> 00:05:52.040]  我的大兒子在外面流浪了十幾年,一個人嘛
[00:05:52.040 --> 00:06:02.280]  認識了一群比較極端的朋友,回到家,一知道才知道沒有打疫苗針
[00:06:02.280 --> 00:06:09.800]  最近那些,又沒有打疫苗針,每個人都在抓著師母,要抓師母去打針
[00:06:09.800 --> 00:06:15.000]  好像不去就要押去,還說你知不知道現在美國經濟很差
[00:06:15.000 --> 00:06:24.800]  過多一陣子,兩個月內,你可能就知道社會安全保障金你拿不到
[00:06:24.800 --> 00:06:30.280]  即是現在正在存,社會安全保障金你拿不到
[00:06:30.280 --> 00:06:40.640]  你知道師母反應很快,就說無論師母怎樣去解釋,為甚麼打針,為甚麼不打針
[00:06:40.640 --> 00:06:47.200]  為甚麼這些東西,一大堆東西就堆出來跟師母搏
[00:06:47.200 --> 00:06:57.200]  我精一點,我不出聲,兩個兒子拿著,這個這樣解釋,那個這樣說
[00:06:57.200 --> 00:07:04.160]  我兒子每一次就被很多東西,一大堆道理去辯駁
[00:07:04.160 --> 00:07:13.200]  我見到他兩母子的時候,我就體會到提摩太,當日提摩太的難處
[00:07:13.200 --> 00:07:18.400]  而且這兩個母子都容易說,一個媽媽一個兒子
[00:07:18.400 --> 00:07:24.880]  提摩太當日遇到的是甚麼?就是教會裏面那些有影響力的人
[00:07:24.880 --> 00:07:34.360]  你說多慘?即是經過四年在裏面牧養這個教會,但似乎那個問題還未完全解決
[00:07:34.360 --> 00:07:40.560]  所以保羅知道提摩太的心裏面可能開始有懷疑
[00:07:40.560 --> 00:07:47.800]  懷疑甚麼?我是否真的有這樣的能力去擺平教會裏面的問題?
[00:07:47.800 --> 00:07:55.080]  神是否真的要我在這裏?神是否真的要我幫助這個教會重新被建立呢?
[00:07:55.080 --> 00:07:59.280]  神為甚麼不立刻出手呢?我搞不定,為甚麼你不做甚麼?
[00:07:59.280 --> 00:08:07.880]  我相信提摩太在這樣的處境當中可能心裏面有一大堆類似這樣的問題
[00:08:07.880 --> 00:08:13.280]  所以保羅就提醒提摩太,甚麼?你要信得過上帝
[00:08:13.280 --> 00:08:19.520]  你要信得過上帝,不要失去了對神那種單純的信心
[00:08:19.520 --> 00:08:25.560]  這個信心是怎樣來的?其實是怎樣開始有的?是由於你的外祖母和你媽媽
[00:08:25.560 --> 00:08:31.880]  除此之外還有我,我們屬靈的導師,還有你的先祖所相信的
[00:08:31.880 --> 00:08:35.760]  我們都是相信那個神,那個神仍然存在,那個神是我們所相信的
[00:08:35.760 --> 00:08:47.920]  我們相信那個神,你看看從以色列的歷史和這些先祖的信徒裏面生命的見證
[00:08:47.920 --> 00:08:55.280]  就可以讓我們看到,所以提摩太,你要知道上帝是不會忘記我們的
[00:08:55.280 --> 00:09:02.160]  上帝是不會丟棄我們的,你不要失去對上帝的信心,不要懷疑上帝
[00:09:02.160 --> 00:09:09.960]  所以提摩太,同樣我們在侍奉神的路上,我們會遇到很多難處
[00:09:09.960 --> 00:09:17.560]  不單單侍奉神,工作也有很多難處,有時當我們落在這些難處當中,苦難當中的時候
[00:09:17.560 --> 00:09:24.360]  你會覺得當然是痛苦,痛苦到你會覺得很無奈,很無奈,很無助
[00:09:24.360 --> 00:09:32.560]  因為你經常看不到這條路,你不知道怎樣才能夠完成上帝給我們的工作
[00:09:32.560 --> 00:09:44.880]  但是弟兄姊妹,保祿提醒提摩太,今天我提醒大家不要失去對神那種單純的信心
[00:09:44.880 --> 00:09:52.560]  我們剛剛說完希伯來書,希伯來書說什麼?說信心,裏面說了很多信心的偉人
[00:09:52.560 --> 00:09:55.560]  我們應該從聖經裏面,信心的偉人裏面學習
[00:09:55.560 --> 00:10:02.760]  除此之外,在當代有很多基督徒,他們寫很多的見證集,信心的見證
[00:10:02.760 --> 00:10:08.360]  多些就看看,這些人在遇到困難,磨練的時候,他們是怎樣渡過的呢?
[00:10:08.360 --> 00:10:12.160]  就會帶給我們很多的激勵
[00:10:12.160 --> 00:10:15.960]  讓我再說,保祿提醒提摩太,今天我鼓勵大家,也鼓勵我自己
[00:10:15.960 --> 00:10:21.960]  不要失去對神那種單純無偽的信心
[00:10:21.960 --> 00:10:26.560]  因為當我們遇到難處和困難的時候
[00:10:26.560 --> 00:10:31.160]  只要我們不灰心,神必定會憐憫我們,幫助我們
[00:10:31.160 --> 00:10:34.560]  所以不要因為困難和難處灰心,第六節怎麼說?
[00:10:34.560 --> 00:10:39.360]  為了這個緣故,我提醒你
[00:10:39.360 --> 00:10:45.760]  要把神藉著我按手給你的恩賜,像火一樣,再次的挑黃起來
[00:10:45.760 --> 00:10:49.760]  因為神所賜給我們的不是一個膽怯的靈
[00:10:49.760 --> 00:10:54.360]  而是有能力、仁愛、自律的靈
[00:10:54.360 --> 00:10:57.960]  正如我剛才所說,保祿可能知道或者發覺
[00:10:57.960 --> 00:11:02.360]  提摩太事本上有些氣餒,有些灰心
[00:11:02.360 --> 00:11:07.960]  已經可能做事提不起勁了,因為來來去去都不行
[00:11:07.960 --> 00:11:12.760]  甚至可能覺得,唉,都做不了太多事
[00:11:12.760 --> 00:11:16.160]  我們經常說,躺平了,不如算了
[00:11:16.160 --> 00:11:19.960]  不想再做些什麼事情去解決問題
[00:11:19.960 --> 00:11:24.960]  因為好像事來事去,搞了幾年了,都還沒搞定
[00:11:24.960 --> 00:11:27.760]  於是保祿就提醒了提摩太
[00:11:27.760 --> 00:11:33.760]  神不只是呼召你釋放祂,給你工作、任務、使命
[00:11:33.760 --> 00:11:38.160]  神還賜給你有釋放的恩賜
[00:11:38.160 --> 00:11:42.560]  神給你的恩賜,讓你有能力、有才幹可以去完成
[00:11:42.560 --> 00:11:46.360]  這是上帝交付給你的使命
[00:11:46.360 --> 00:11:50.360]  所以提摩太,你應該重新振作
[00:11:50.360 --> 00:11:52.560]  不要就坐在那裡,什麼都不做
[00:11:52.560 --> 00:11:54.560]  或者說,應付了就算了
[00:11:54.560 --> 00:11:57.960]  NO!重新振作!
[00:11:57.960 --> 00:12:01.560]  把神已經賜給你的恩賜、才幹、能力
[00:12:01.560 --> 00:12:03.960]  再次地挑旺是什麼?
[00:12:03.960 --> 00:12:06.960]  好好地使用、好好地發揮
[00:12:06.960 --> 00:12:09.760]  讓你能夠繼續去釋放
[00:12:09.760 --> 00:12:15.560]  為什麼呢?因為神除了把提摩太的侍奉上
[00:12:15.560 --> 00:12:19.160]  所需要的恩賜、才幹、能力賜給他之外
[00:12:19.160 --> 00:12:21.160]  神還把一個什麼?
[00:12:21.160 --> 00:12:27.960]  滿有能力、仁愛和自律的令賜給他
[00:12:27.960 --> 00:12:30.160]  所以提摩太,不要灰心
[00:12:30.160 --> 00:12:32.760]  不要氣餒,要重新振作
[00:12:32.760 --> 00:12:35.560]  使用神給你的那種什麼恩賜、才幹、能力
[00:12:35.560 --> 00:12:39.560]  去回應神給你的呼召
[00:12:39.560 --> 00:12:43.960]  我記得,我第一次在德州直唐的時候
[00:12:43.960 --> 00:12:46.960]  跟大家說過,我是從零開始的
[00:12:46.960 --> 00:12:49.960]  一個人去開荒直唐
[00:12:49.960 --> 00:12:53.960]  每個週末我要從Dallas-Fort Worth
[00:12:53.960 --> 00:12:56.960]  下去Houston
[00:12:56.960 --> 00:12:59.960]  那時候大概要開四、五個小時車
[00:12:59.960 --> 00:13:02.960]  每個週末開四、五個小時車
[00:13:02.960 --> 00:13:06.960]  去到Houston開荒直唐
[00:13:06.960 --> 00:13:09.960]  那時候一個人怎樣做的?
[00:13:09.960 --> 00:13:12.960]  逐家逐戶拿著電話簿去敲門
[00:13:12.960 --> 00:13:16.960]  去敲門,然後邀請人來參加那天的淑拜
[00:13:16.960 --> 00:13:22.960]  很難跟你說那些經歷是怎樣的
[00:13:22.960 --> 00:13:24.960]  說不完
[00:13:24.960 --> 00:13:29.960]  畢業之後,我們一家人就搬到Houston住
[00:13:29.960 --> 00:13:32.960]  但是沒多久,師母就賣掉我了
[00:13:32.960 --> 00:13:34.960]  帶著兩個兒子回了香港
[00:13:34.960 --> 00:13:37.960]  一去就去了大半年
[00:13:37.960 --> 00:13:41.960]  只剩下我一個人在那裡開荒直唐
[00:13:41.960 --> 00:13:44.960]  那種孤單和困難
[00:13:44.960 --> 00:13:48.960]  很難用口去說給你聽的
[00:13:48.960 --> 00:13:50.960]  那時候沒有電郵
[00:13:50.960 --> 00:13:54.960]  寫信也要一個星期才能收到
[00:13:54.960 --> 00:13:57.960]  很辛苦,很孤單
[00:13:57.960 --> 00:13:59.960]  再加上你一個人
[00:13:59.960 --> 00:14:03.960]  沒有什麼成熟的基督徒幫你
[00:14:03.960 --> 00:14:08.960]  就是,做來做去,做來做去
[00:14:08.960 --> 00:14:11.960]  上北的人數也是差不多
[00:14:11.960 --> 00:14:15.960]  就是,沒什麼突破
[00:14:15.960 --> 00:14:17.960]  那段時間沒什麼突破
[00:14:17.960 --> 00:14:19.960]  做了幾個月了
[00:14:19.960 --> 00:14:21.960]  就好像,來來去去,三幾個
[00:14:21.960 --> 00:14:24.960]  你真的就開始懷疑
[00:14:24.960 --> 00:14:27.960]  我是不是做錯了決定呢?
[00:14:27.960 --> 00:14:32.960]  我是不是誤解了神給我的夫子呢?
[00:14:32.960 --> 00:14:34.960]  因為其實我沒想過開荒直唐
[00:14:34.960 --> 00:14:36.960]  一直都沒想過開荒直唐
[00:14:36.960 --> 00:14:38.960]  我是不是誤解了神給我的夫子呢?
[00:14:38.960 --> 00:14:40.960]  這個不是我原先的計劃
[00:14:40.960 --> 00:14:42.960]  我想讀完書回香港
[00:14:42.960 --> 00:14:46.960]  為什麼來了這裡?
[00:14:46.960 --> 00:14:51.960]  就是,我自問都挺勤力的人
[00:14:51.960 --> 00:14:53.960]  我這麼努力去做
[00:14:53.960 --> 00:14:56.960]  但是,看不到有成績
[00:14:56.960 --> 00:14:59.960]  我這麼勤力,這麼努力去做
[00:14:59.960 --> 00:15:02.960]  看不到有成績
[00:15:02.960 --> 00:15:05.960]  開始有些氣餒
[00:15:05.960 --> 00:15:09.960]  開始有些氣餒
[00:15:09.960 --> 00:15:10.960]  這個好像我沒說什麼
[00:15:10.960 --> 00:15:12.960]  好像有說過你聽的
[00:15:12.960 --> 00:15:14.960]  有一天呢
[00:15:14.960 --> 00:15:18.960]  我相信是聖靈給我的感動
[00:15:18.960 --> 00:15:20.960]  我自己問自己
[00:15:20.960 --> 00:15:23.960]  我為什麼會留在美國?
[00:15:23.960 --> 00:15:24.960]  你不是打算回香港嗎?
[00:15:24.960 --> 00:15:27.960]  讀完神學之後
[00:15:27.960 --> 00:15:29.960]  為什麼會留在美國呢?
[00:15:29.960 --> 00:15:30.960]  我想一想
[00:15:30.960 --> 00:15:32.960]  因為神給我看到
[00:15:32.960 --> 00:15:33.960]  祂要我留在這裡
[00:15:33.960 --> 00:15:35.960]  我真的沒想過留在美國
[00:15:35.960 --> 00:15:37.960]  不過,有神的單對目安排
[00:15:37.960 --> 00:15:40.960]  所以我留在這裡
[00:15:40.960 --> 00:15:42.960]  接著我再問自己
[00:15:42.960 --> 00:15:45.960]  我為什麼會開荒直唐?
[00:15:45.960 --> 00:15:48.960]  你不是沒想過開荒直唐嗎?
[00:15:48.960 --> 00:15:50.960]  我回答的是什麼呢?
[00:15:50.960 --> 00:15:52.960]  很簡單,為什麼開荒直唐?
[00:15:52.960 --> 00:15:54.960]  為什麼要開荒直唐?
[00:15:54.960 --> 00:15:57.960]  為了傳福音
[00:15:57.960 --> 00:15:59.960]  是為了傳福音
[00:15:59.960 --> 00:16:03.960]  那你有沒有傳福音?
[00:16:03.960 --> 00:16:05.960]  沒有
[00:16:05.960 --> 00:16:07.960]  我開荒直唐沒有傳福音
[00:16:07.960 --> 00:16:11.960]  我很努力去請人參加主教崇拜
[00:16:11.960 --> 00:16:14.960]  我很用心去預備怎麼去教主日學
[00:16:14.960 --> 00:16:16.960]  我又用了很多時間
[00:16:16.960 --> 00:16:20.960]  去關心那些來聚會的朋友
[00:16:20.960 --> 00:16:22.960]  我很想建立一個教會
[00:16:22.960 --> 00:16:25.960]  很多人來參加聚會
[00:16:25.960 --> 00:16:27.960]  但是神告訴我
[00:16:27.960 --> 00:16:31.960]  這不是我呼召你的重點
[00:16:31.960 --> 00:16:33.960]  你自己也說
[00:16:33.960 --> 00:16:34.960]  開荒直唐要傳福音
[00:16:34.960 --> 00:16:36.960]  你又沒有去傳福音
[00:16:36.960 --> 00:16:38.960]  我的重點工作
[00:16:38.960 --> 00:16:41.960]  應該是積極地去領人歸主
[00:16:41.960 --> 00:16:44.960]  幫人信耶穌
[00:16:44.960 --> 00:16:46.960]  我不知道當時是開車還是怎樣
[00:16:46.960 --> 00:16:48.960]  總之忽然之間裡面就這樣
[00:16:48.960 --> 00:16:50.960]  忽然之間
[00:16:50.960 --> 00:16:53.960]  心好像豁然開朗了
[00:16:53.960 --> 00:16:54.960]  明白了
[00:16:54.960 --> 00:16:57.960]  原來我應該把我的時間精力
[00:16:57.960 --> 00:16:59.960]  放多一點在什麼?
[00:16:59.960 --> 00:17:02.960]  帶領人信耶穌的事情上
[00:17:02.960 --> 00:17:04.960]  於是從那時候開始
[00:17:04.960 --> 00:17:06.960]  我是很刻意地
[00:17:06.960 --> 00:17:10.960]  去跟那些經常來參加聚會的人
[00:17:10.960 --> 00:17:11.960]  傳福音
[00:17:11.960 --> 00:17:15.960]  邀請他們決志信耶穌
[00:17:15.960 --> 00:17:16.960]  真的不同
[00:17:16.960 --> 00:17:19.960]  忽然之間帶了基隆決志信主
[00:17:19.960 --> 00:17:21.960]  原來他很準備好
[00:17:21.960 --> 00:17:24.960]  我沒有叫他信耶穌
[00:17:24.960 --> 00:17:27.960]  神要給我一個教導提醒
[00:17:27.960 --> 00:17:32.960]  你應該調正你的工作焦點在哪裡
[00:17:32.960 --> 00:17:35.960]  所以聽衆子們
[00:17:35.960 --> 00:17:38.960]  在我們侍奉的路上
[00:17:38.960 --> 00:17:41.960]  會遇到挫折
[00:17:41.960 --> 00:17:44.960]  會遇到難處
[00:17:44.960 --> 00:17:49.960]  甚至會令你覺得灰心、失望、氣餒
[00:17:49.960 --> 00:17:51.960]  燒焦、耗盡
[00:17:51.960 --> 00:17:53.960]  甚至你不想再侍奉了
[00:17:53.960 --> 00:17:55.960]  因為你看不到有什麼果效
[00:17:55.960 --> 00:17:56.960]  豈不知
[00:17:56.960 --> 00:18:01.960]  原來是神要磨練我們的信心和耐心
[00:18:01.960 --> 00:18:04.960]  或者神是想調整
[00:18:04.960 --> 00:18:08.960]  我們侍奉的優先次序
[00:18:08.960 --> 00:18:10.960]  只要我們不氣餒
[00:18:10.960 --> 00:18:11.960]  大兄姊妹
[00:18:11.960 --> 00:18:13.960]  只要我們不要灰心
[00:18:13.960 --> 00:18:15.960]  就會見到有成果
[00:18:15.960 --> 00:18:17.960]  聖經裡面怎麼說呢
[00:18:17.960 --> 00:18:19.960]  這是加拉太書第六章第九節說
[00:18:19.960 --> 00:18:22.960]  我們行善不可喪志
[00:18:22.960 --> 00:18:23.960]  若不灰心
[00:18:23.960 --> 00:18:26.960]  到了適當的時候
[00:18:26.960 --> 00:18:27.960]  就會有修成
[00:18:27.960 --> 00:18:29.960]  Amen
[00:18:29.960 --> 00:18:31.960]  試一下
[00:18:31.960 --> 00:18:33.960]  接著我們看聖經的時候
[00:18:33.960 --> 00:18:35.960]  你會發覺
[00:18:35.960 --> 00:18:37.960]  保羅提醒提摩太
[00:18:37.960 --> 00:18:38.960]  既然是這樣
[00:18:38.960 --> 00:18:43.960]  不要以為福音受苦
[00:18:43.960 --> 00:18:45.960]  作為羞恥
[00:18:45.960 --> 00:18:46.960]  第八節怎麼說呢
[00:18:46.960 --> 00:18:48.960]  所以
[00:18:48.960 --> 00:18:50.960]  不要以給我們的主
[00:18:50.960 --> 00:18:52.960]  作見證當作羞恥
[00:18:52.960 --> 00:18:55.960]  也不要以我者為主被囚的
[00:18:55.960 --> 00:18:57.960]  當作羞恥
[00:18:57.960 --> 00:18:59.960]  卻要為了福音的緣故
[00:18:59.960 --> 00:19:01.960]  靠著神的大能
[00:19:01.960 --> 00:19:05.960]  與我同受磨難
[00:19:05.960 --> 00:19:08.960]  大兄姊妹為主作見證
[00:19:08.960 --> 00:19:09.960]  傳福音
[00:19:09.960 --> 00:19:12.960]  這是我們每個基督徒的責任
[00:19:12.960 --> 00:19:15.960]  除非你
[00:19:15.960 --> 00:19:17.960]  基督徒就應該有這樣的責任
[00:19:17.960 --> 00:19:18.960]  我牧師說過很多次
[00:19:18.960 --> 00:19:20.960]  這是我們信耶穌的使命
[00:19:20.960 --> 00:19:22.960]  對每一個傳道人來說
[00:19:22.960 --> 00:19:24.960]  對牧師傳道人來說
[00:19:24.960 --> 00:19:25.960]  更不用說
[00:19:25.960 --> 00:19:28.960]  這是我們應該去做的事
[00:19:28.960 --> 00:19:30.960]  我們
[00:19:30.960 --> 00:19:32.960]  不知道大家有沒有這樣的看法
[00:19:32.960 --> 00:19:34.960]  或者感覺
[00:19:34.960 --> 00:19:36.960]  我們能夠為神做見證
[00:19:36.960 --> 00:19:39.960]  為真理做見證
[00:19:39.960 --> 00:19:41.960]  是不是應該覺得光榮
[00:19:41.960 --> 00:19:44.960]  你為神去做見證
[00:19:44.960 --> 00:19:47.960]  為真理發聲
[00:19:47.960 --> 00:19:49.960]  是不是應該覺得光榮
[00:19:49.960 --> 00:19:51.960]  如果我們是為魔鬼
[00:19:51.960 --> 00:19:54.960]  和邪惡的事情去做見證
[00:19:54.960 --> 00:19:56.960]  我們才應該覺得羞恥
[00:19:56.960 --> 00:19:57.960]  是不是
[00:19:57.960 --> 00:19:59.960]  為虎作蠶就覺得羞恥
[00:19:59.960 --> 00:20:00.960]  是不是
[00:20:00.960 --> 00:20:01.960]  為神做見證
[00:20:01.960 --> 00:20:03.960]  說光明正大的真理
[00:20:03.960 --> 00:20:05.960]  你應該是覺得自豪
[00:20:05.960 --> 00:20:06.960]  開心才是
[00:20:06.960 --> 00:20:10.960]  但是為什麼保羅會這樣提提摩泰
[00:20:10.960 --> 00:20:13.960]  為什麼保羅會不和提摩泰這樣說呢
[00:20:13.960 --> 00:20:15.960]  你又很簡單
[00:20:15.960 --> 00:20:17.960]  因為我們是生活在末世
[00:20:17.960 --> 00:20:18.960]  耶穌升天之後
[00:20:18.960 --> 00:20:19.960]  我們說
[00:20:19.960 --> 00:20:21.960]  這個就是末世開始的了
[00:20:21.960 --> 00:20:23.960]  我們生活在一個末世
[00:20:23.960 --> 00:20:24.960]  末世是什麼意思
[00:20:24.960 --> 00:20:27.960]  是代表著末世的時間裡面
[00:20:27.960 --> 00:20:29.960]  是很多不公不義
[00:20:29.960 --> 00:20:31.960]  邪惡的事情發生的
[00:20:31.960 --> 00:20:34.960]  事實上不公不義
[00:20:34.960 --> 00:20:36.960]  和邪惡的事情
[00:20:36.960 --> 00:20:38.960]  你看看我們今天的社會
[00:20:38.960 --> 00:20:40.960]  已經變成一種社會的常態
[00:20:40.960 --> 00:20:41.960]  是不是
[00:20:41.960 --> 00:20:45.960]  扭曲和錯誤的思想言論
[00:20:45.960 --> 00:20:47.960]  已經成為今天
[00:20:47.960 --> 00:20:50.960]  平定是非對錯的主流
[00:20:50.960 --> 00:20:52.960]  你同不同意我講
[00:20:52.960 --> 00:20:53.960]  OK
[00:20:53.960 --> 00:20:54.960]  所以呢
[00:20:54.960 --> 00:20:56.960]  我也好像講過
[00:20:56.960 --> 00:20:59.960]  今天如果學生要申請入學
[00:20:59.960 --> 00:21:04.960]  報名表上那個性別欄有多少項
[00:21:04.960 --> 00:21:06.960]  七個
[00:21:06.960 --> 00:21:08.960]  七個性別的選擇
[00:21:08.960 --> 00:21:09.960]  是不是
[00:21:09.960 --> 00:21:10.960]  那麼
[00:21:10.960 --> 00:21:11.960]  好
[00:21:11.960 --> 00:21:13.960]  你覺得很荒謬是不是
[00:21:13.960 --> 00:21:16.960]  你敢不敢公開講
[00:21:16.960 --> 00:21:18.960]  你敢不敢公開講
[00:21:18.960 --> 00:21:21.960]  哇這個Political Incorrect
[00:21:21.960 --> 00:21:22.960]  不能講的
[00:21:22.960 --> 00:21:23.960]  你一公開講給別人聽到
[00:21:23.960 --> 00:21:24.960]  怎樣啊
[00:21:24.960 --> 00:21:26.960]  別人說你有偏見
[00:21:26.960 --> 00:21:28.960]  再嚴重一點說你歧視
[00:21:28.960 --> 00:21:32.960]  你歧視其他性別的人
[00:21:32.960 --> 00:21:33.960]  事實上
[00:21:33.960 --> 00:21:35.960]  鄧小梅
[00:21:35.960 --> 00:21:36.960]  我們要做好記錄圖
[00:21:36.960 --> 00:21:37.960]  我已經講過
[00:21:37.960 --> 00:21:39.960]  在我們今天的社會裡面
[00:21:39.960 --> 00:21:44.960]  是會遇到很多的攻擊批評
[00:21:44.960 --> 00:21:46.960]  甚至是迫害
[00:21:46.960 --> 00:21:47.960]  你預料到了
[00:21:47.960 --> 00:21:49.960]  我告訴你
[00:21:49.960 --> 00:21:51.960]  原來這樣的事情
[00:21:51.960 --> 00:21:55.960]  不只是今天我們這個社會才有的
[00:21:55.960 --> 00:21:56.960]  在早期教會
[00:21:56.960 --> 00:21:57.960]  就是提摩大的時代
[00:21:57.960 --> 00:21:58.960]  保羅的時代
[00:21:58.960 --> 00:21:59.960]  就已經有了
[00:21:59.960 --> 00:22:01.960]  所以保羅才會鼓勵提摩大
[00:22:01.960 --> 00:22:04.960]  不要以給我們主耶穌做見證
[00:22:04.960 --> 00:22:05.960]  作為羞恥
[00:22:05.960 --> 00:22:06.960]  也不要以為
[00:22:06.960 --> 00:22:08.960]  我要為傳福音坐牢
[00:22:08.960 --> 00:22:09.960]  那些羞恥
[00:22:09.960 --> 00:22:11.960]  他要為福音緣故什麼
[00:22:11.960 --> 00:22:12.960]  靠著神的大能
[00:22:12.960 --> 00:22:15.960]  你要與我同受磨難
[00:22:15.960 --> 00:22:18.960]  保羅才會這樣鼓勵他
[00:22:18.960 --> 00:22:21.960]  保羅是鼓勵提摩大
[00:22:21.960 --> 00:22:23.960]  就是要靠著神的大能
