
[00:00:00.000 --> 00:00:07.200]  弟兄姊妹很高興能夠在主日的下午能夠跟弟兄姊妹一起敬拜
[00:05:06.700 --> 00:05:12.700]  請問一下你們的兒女會不會感受到你們有衝突
[00:05:12.700 --> 00:05:14.700]  他們無形中就感覺到了
[00:05:14.700 --> 00:05:18.700]  所以在一個小孩子在衝突的家庭當中
[00:05:18.700 --> 00:05:20.700]  他可以感受到
[00:05:20.700 --> 00:05:25.700]  他的antenna可以detect到
[00:05:25.700 --> 00:05:31.700]  在一個有衝突關係緊張的家庭當中
[00:05:31.700 --> 00:05:36.700]  對小孩子產生深遠的影響
[00:05:36.700 --> 00:05:38.700]  造成許多的問題
[00:05:38.700 --> 00:05:43.700]  如行為、學業上各方面的困難
[00:05:43.700 --> 00:05:46.700]  第一個要維持一個婚姻就不容易
[00:05:46.700 --> 00:05:49.700]  第二個在家裡面要和諧
[00:05:49.700 --> 00:05:52.700]  又更難要避免衝突
[00:05:52.700 --> 00:05:57.700]  那今天父親節我就講一個父親節的信息
[00:05:57.700 --> 00:06:01.700]  題目是愛跟尊敬
[00:06:01.700 --> 00:06:04.700]  請你們打開你們的聖經好不好
[00:06:04.700 --> 00:06:07.700]  翻開以佛所書第五章
[00:06:07.700 --> 00:06:15.700]  以佛所書的第五章
[00:06:15.700 --> 00:06:21.700]  有一些的聖經是從二十二節開始
[00:06:21.700 --> 00:06:24.700]  第五章二十二節開始就有一個段落
[00:06:24.700 --> 00:06:27.700]  二十二節開始的一個段落
[00:06:27.700 --> 00:06:29.700]  比如說New King James
[00:06:29.700 --> 00:06:33.700]  新的國王版本的New King James
[00:06:33.700 --> 00:06:38.700]  他就從第二十二節開始一個段落
[00:06:38.700 --> 00:06:40.700]  這個段落的一開始就是
[00:06:40.700 --> 00:06:44.700]  妻子要順服你的丈夫
[00:06:44.700 --> 00:06:47.700]  New American Standard也是一樣
[00:06:47.700 --> 00:06:50.700]  你們的聖經是從二十二節開始分段的
[00:06:50.700 --> 00:06:52.700]  請舉手一下好不好
[00:06:52.700 --> 00:06:53.700]  二十二節
[00:06:53.700 --> 00:06:58.700]  中文的聖經是從二十二節開始分段
[00:06:58.700 --> 00:07:03.700]  所以就說妻子你們要順服先生
[00:07:03.700 --> 00:07:07.700]  就好像順服主耶穌
[00:07:07.700 --> 00:07:11.700]  這個對姊妹的壓力相當大
[00:07:11.700 --> 00:07:14.700]  一下子就談到順服
[00:07:14.700 --> 00:07:17.700]  順服就是帽子一扣
[00:07:17.700 --> 00:07:22.700]  什麼事情都好像很難再討論下去了
[00:07:22.700 --> 00:07:24.700]  現在的版本的聖經
[00:07:24.700 --> 00:07:29.700]  比如說NIV的聖經跟New Life Translation
[00:07:29.700 --> 00:07:31.700]  你們可以寫一下New Life Translation
[00:07:31.700 --> 00:07:34.700]  這個版本是相當好
[00:07:34.700 --> 00:07:37.700]  他們就從二十一節開始
[00:07:37.700 --> 00:07:39.700]  二十一節就是說
[00:07:39.700 --> 00:07:41.700]  我們一起來念一下
[00:07:41.700 --> 00:07:46.700]  當純敬畏基督的心彼此順服
[00:07:46.700 --> 00:07:49.700]  所以在這裡說彼此順服
[00:07:49.700 --> 00:07:52.700]  不是說妻子要順服先生
[00:07:52.700 --> 00:07:54.700]  就好像剛開始一樣
[00:07:54.700 --> 00:07:58.700]  是為了敬畏基督的心彼此順服
[00:07:58.700 --> 00:08:01.700]  所以弟兄也要順服妻子
[00:08:01.700 --> 00:08:04.700]  妻子也要順服弟兄
[00:08:04.700 --> 00:08:08.700]  所以現在的版本是用這個二十一節
[00:08:08.700 --> 00:08:11.700]  來開始分段落
[00:08:11.700 --> 00:08:16.700]  所以在這個方面,我們就要注意說
[00:08:16.700 --> 00:08:21.700]  在二十一節是說我們要彼此順服
[00:08:21.700 --> 00:08:25.700]  在這個New Life Translation的時候
[00:08:25.700 --> 00:08:27.700]  就有提到說
[00:08:27.700 --> 00:08:30.700]  for wife,對妻子來講
[00:08:30.700 --> 00:08:33.700]  this means submit to your husband
[00:08:33.700 --> 00:08:35.700]  這個順服,怎麼順服
[00:08:35.700 --> 00:08:38.700]  就是你要順服你的先生
[00:08:38.700 --> 00:08:41.700]  等一下他還會提到
[00:08:41.700 --> 00:08:46.700]  對先生的順服是要怎樣的態度去順服
[00:08:46.700 --> 00:08:49.700]  我們感謝神聖經沒有說
[00:08:49.700 --> 00:08:52.700]  妻子要服從先生
[00:08:52.700 --> 00:08:55.700]  服從是沒有選擇的
[00:08:55.700 --> 00:09:00.700]  在軍隊裡面一個口令,一個動作
[00:09:00.700 --> 00:09:04.700]  所以順服是一個自願
[00:09:04.700 --> 00:09:07.700]  是一個甘心情願的
[00:09:07.700 --> 00:09:10.700]  這是voluntary的
[00:09:10.700 --> 00:09:14.700]  那obey是沒有選擇的
[00:09:14.700 --> 00:09:18.700]  但是在順服的當中你要很小心
[00:09:18.700 --> 00:09:23.700]  彼得說順服人而不順服神
[00:09:23.700 --> 00:09:24.700]  這是不應當的
[00:09:24.700 --> 00:09:26.700]  當彼得在傳福音的時候
[00:09:26.700 --> 00:09:28.700]  這些法利賽人就說
[00:09:28.700 --> 00:09:31.700]  你們不能傳講耶穌
[00:09:31.700 --> 00:09:34.700]  彼得說順服人,聽從人
[00:09:34.700 --> 00:09:36.700]  而不聽從神,這是不應該的
[00:09:36.700 --> 00:09:39.700]  所以當姊妹在婚姻的裡面
[00:09:39.700 --> 00:09:44.700]  如果先生的要求是不合聖經的道理的話
[00:09:44.700 --> 00:09:47.700]  那這個時候你要小心
[00:09:47.700 --> 00:09:50.700]  不是要順服先生而不順服神
[00:09:50.700 --> 00:09:55.700]  所以在這個時候要有一個平衡的關係
[00:09:55.700 --> 00:10:00.700]  當我在講這個題目的時候
[00:10:00.700 --> 00:10:02.700]  上個禮拜在我教會講完的時候
[00:10:02.700 --> 00:10:05.700]  有一個從北京來的弟兄說
[00:10:05.700 --> 00:10:11.700]  在國內都是先生順服太太
[00:10:11.700 --> 00:10:14.700]  哪裡有什麼太太順服先生
[00:10:14.700 --> 00:10:17.700]  我們都是太太很順服的
[00:10:17.700 --> 00:10:19.700]  很服從的
[00:10:19.700 --> 00:10:22.700]  時代不一樣了
[00:10:22.700 --> 00:10:28.700]  在婚姻裡面
[00:10:28.700 --> 00:10:31.700]  真是有時候會有衝突
[00:10:31.700 --> 00:10:34.700]  這個衝突從什麼時候開始
[00:10:34.700 --> 00:10:36.700]  就從亞當夏娃
[00:10:36.700 --> 00:10:38.700]  當亞當夏娃犯罪以後
[00:10:38.700 --> 00:10:40.700]  神跟夏娃怎麼說
[00:10:40.700 --> 00:10:44.700]  你要有懷孕的難處
[00:10:44.700 --> 00:10:45.700]  辛苦
[00:10:45.700 --> 00:10:48.700]  然後你要戀慕你的先生
[00:10:48.700 --> 00:10:50.700]  就怕他跑掉
[00:10:50.700 --> 00:10:51.700]  要戀慕
[00:10:51.700 --> 00:10:56.700]  英文就說要desire to control your husband
[00:10:56.700 --> 00:10:57.700]  不只是desire
[00:10:57.700 --> 00:11:00.700]  戀慕這個比較有一個negative的想法
[00:11:00.700 --> 00:11:02.700]  因為這是咒詛
[00:11:02.700 --> 00:11:04.700]  你要戀慕他
[00:11:04.700 --> 00:11:07.700]  然後要控制他
[00:11:07.700 --> 00:11:09.700]  那先生呢
[00:11:09.700 --> 00:11:12.700]  他說亞當要挾制你
[00:11:12.700 --> 00:11:13.700]  要rule over you
[00:11:13.700 --> 00:11:17.700]  好像一個君王要管理你
[00:11:17.700 --> 00:11:21.700]  所以你看在罪裡面的時候
[00:11:21.700 --> 00:11:22.700]  一罪一來的時候
[00:11:22.700 --> 00:11:24.700]  這個夫妻的關係
[00:11:24.700 --> 00:11:25.700]  一個要戀慕
[00:11:25.700 --> 00:11:26.700]  要抓住先生
[00:11:26.700 --> 00:11:27.700]  要控制他
[00:11:27.700 --> 00:11:29.700]  先生要管理
[00:11:29.700 --> 00:11:33.700]  而且先生要怎麼樣在外面打拼
[00:11:33.700 --> 00:11:34.700]  流汗滿面
[00:11:34.700 --> 00:11:36.700]  才得糊口
[00:11:36.700 --> 00:11:38.700]  直到怎麼樣
[00:11:38.700 --> 00:11:40.700]  歸回塵土
[00:11:40.700 --> 00:11:42.700]  現在的世代好像男的都這樣
[00:11:42.700 --> 00:11:43.700]  拼命打拼
[00:11:43.700 --> 00:11:44.700]  拼命打拼這樣
[00:11:44.700 --> 00:11:47.700]  然後退休以後就不行了
[00:11:47.700 --> 00:11:51.700]  所以要特別小心
[00:11:51.700 --> 00:11:55.700]  所以在這個婚姻的衝突當中
[00:11:55.700 --> 00:11:57.700]  從第一個婚姻犯罪以後
[00:11:57.700 --> 00:11:59.700]  這個衝突就一直在
[00:11:59.700 --> 00:12:05.700]  但是今天在以佛所書的第一章裡面
[00:12:05.700 --> 00:12:07.700]  在基督裡面
[00:12:07.700 --> 00:12:08.700]  我們就不一樣了
[00:12:08.700 --> 00:12:10.700]  在基督裡面
[00:12:10.700 --> 00:12:14.700]  神在創世之前就卷選了我們
[00:12:14.700 --> 00:12:15.700]  在基督裡面
[00:12:15.700 --> 00:12:18.700]  我們就成為神的兒女
[00:12:18.700 --> 00:12:21.700]  在基督裡面我們就得蒙救贖
[00:12:21.700 --> 00:12:23.700]  在基督裡面
[00:12:23.700 --> 00:12:25.700]  我們要跟主耶穌一起復活
[00:12:25.700 --> 00:12:27.700]  在基督裡面
[00:12:27.700 --> 00:12:31.700]  我們已經跟神跟主耶穌坐在天上
[00:12:31.700 --> 00:12:33.700]  同掌王權
[00:12:33.700 --> 00:12:36.700]  所以在基督的裡面
[00:12:36.700 --> 00:12:39.700]  這個婚姻的咒詛
[00:12:39.700 --> 00:12:41.700]  就被突破了
[00:12:41.700 --> 00:12:43.700]  就被攻破了
[00:12:43.700 --> 00:12:45.700]  在這個基督的裡面
[00:12:45.700 --> 00:12:48.700]  彼此來順服
[00:12:48.700 --> 00:12:49.700]  彼此相愛
[00:12:49.700 --> 00:12:50.700]  彼此尊敬
[00:12:50.700 --> 00:12:54.700]  就打破了這個婚姻的咒詛
[00:12:54.700 --> 00:12:56.700]  罪的綑綁
[00:12:56.700 --> 00:12:59.700]  所以剛才我們念了一段經文
[00:12:59.700 --> 00:13:01.700]  我們在基督的裡面
[00:13:01.700 --> 00:13:03.700]  要跟蒙恩的
[00:13:03.700 --> 00:13:08.700]  我們的行為要跟蒙恩的相稱
[00:13:08.700 --> 00:13:11.700]  我們這麼多的恩典在我們的身上
[00:13:11.700 --> 00:13:13.700]  那我們的行為有沒有改變
[00:13:13.700 --> 00:13:17.700]  所以保羅在以佛所書的第四章
[00:13:17.700 --> 00:13:20.700]  就開始提到這個行為
[00:13:20.700 --> 00:13:24.700]  我們在教會裡面彼此謙讓
[00:13:24.700 --> 00:13:28.700]  追求在聖靈裡面的合一
[00:13:28.700 --> 00:13:30.700]  長大成熟
[00:13:30.700 --> 00:13:33.700]  我們的教會就在聖靈的保守
[00:13:33.700 --> 00:13:36.700]  而且每一個人要make every effort
[00:13:36.700 --> 00:13:40.700]  盡自己的力量保守教會的和諧
[00:13:40.700 --> 00:13:42.700]  所以就談到這個行為
[00:13:42.700 --> 00:13:44.700]  談到這個行為當中
[00:13:44.700 --> 00:13:49.700]  今天就談到了夫妻婚姻的關係
[00:13:49.700 --> 00:13:52.700]  所以彼此順扶姊妹
[00:13:52.700 --> 00:13:56.700]  要順扶先生
[00:13:56.700 --> 00:13:58.700]  有一個姊妹說
[00:13:58.700 --> 00:14:00.700]  我先生是家裡的頭
[00:14:00.700 --> 00:14:03.700]  那我是他的脖子
[00:14:03.700 --> 00:14:06.700]  所以脖子要往右邊就往右邊
[00:14:06.700 --> 00:14:08.700]  要往左邊就往左邊
[00:14:08.700 --> 00:14:09.700]  要往上這樣
[00:14:09.700 --> 00:14:11.700]  所以我是脖子
[00:14:11.700 --> 00:14:13.700]  他是頭這樣
[00:14:13.700 --> 00:14:19.700]  有一個行為很年長的基督徒
[00:14:19.700 --> 00:14:22.700]  他在醫學院做教授
[00:14:22.700 --> 00:14:23.700]  做校長
[00:14:23.700 --> 00:14:27.700]  他說我是家裡的頭
[00:14:27.700 --> 00:14:29.700]  大事由我來做決定
[00:14:29.700 --> 00:14:32.700]  小事由太太做決定
[00:14:32.700 --> 00:14:34.700]  結婚四十年
[00:14:34.700 --> 00:14:38.700]  家裡沒發生過一件大事
[00:14:38.700 --> 00:14:45.700]  這個人很聰明
[00:14:45.700 --> 00:14:47.700]  今天是父親節
[00:14:47.700 --> 00:14:50.700]  所以我們就講父親的角色
[00:14:50.700 --> 00:14:52.700]  父親呢
[00:14:52.700 --> 00:14:54.700]  請你們拿一支筆
[00:14:54.700 --> 00:14:56.700]  父親的拿一支筆
[00:14:56.700 --> 00:14:57.700]  寫一下
[00:14:57.700 --> 00:15:01.700]  寫在你們的週報上面
[00:15:01.700 --> 00:15:03.700]  做父親的
[00:15:03.700 --> 00:15:04.700]  做丈夫的
[00:15:04.700 --> 00:15:06.700]  要愛妻子
[00:15:06.700 --> 00:15:09.700]  要愛到什麼地步
[00:15:09.700 --> 00:15:11.700]  為她捨命
[00:15:11.700 --> 00:15:13.700]  所以這是第一點
[00:15:13.700 --> 00:15:14.700]  這不是我講的
[00:15:14.700 --> 00:15:16.700]  是聖經講的
[00:15:16.700 --> 00:15:18.700]  你們做丈夫的
[00:15:18.700 --> 00:15:20.700]  要愛你們的妻子
[00:15:20.700 --> 00:15:22.700]  正如基督愛教會
[00:15:22.700 --> 00:15:24.700]  為教會捨己
[00:15:24.700 --> 00:15:28.700]  所以我們要學習基督的榜樣
[00:15:28.700 --> 00:15:33.700]  要為妻子捨命
[00:15:33.700 --> 00:15:36.700]  這個要求高不高
[00:15:36.700 --> 00:15:37.700]  高
[00:15:37.700 --> 00:15:41.700]  然後有一個先生就跟太太說
[00:15:41.700 --> 00:15:42.700]  假如有強盜進來
[00:15:42.700 --> 00:15:46.700]  我一定為你捨命
[00:15:46.700 --> 00:15:47.700]  妻子說
[00:15:47.700 --> 00:15:49.700]  你不要為我捨命了
[00:15:49.700 --> 00:15:51.700]  你死了家裡是沒人管了
[00:15:51.700 --> 00:15:53.700]  也沒人賺錢了
[00:15:53.700 --> 00:15:57.700]  我要你好好活
[00:15:57.700 --> 00:15:58.700]  服侍這個家
[00:15:58.700 --> 00:16:01.700]  服侍這個婚姻
[00:16:01.700 --> 00:16:04.700]  神要我們做活祭
[00:16:04.700 --> 00:16:05.700]  活祭就是說
[00:16:05.700 --> 00:16:07.700]  教會要成為一個活祭
[00:16:07.700 --> 00:16:10.700]  然後為主耶穌做公
[00:16:10.700 --> 00:16:14.700]  所以神也不要我們馬上死
[00:16:14.700 --> 00:16:16.700]  我想為妻子死
[00:16:16.700 --> 00:16:17.700]  就是放下自己
[00:16:17.700 --> 00:16:19.700]  好像自己死了一樣
[00:16:19.700 --> 00:16:21.700]  來服侍這個家
[00:16:21.700 --> 00:16:24.700]  服侍這個婚姻
[00:16:24.700 --> 00:16:25.700]  弟兄們
[00:16:25.700 --> 00:16:29.700]  我們要學習耶穌怎麼服侍教會
[00:16:29.700 --> 00:16:33.700]  祂用水藉著稻來洗淨
[00:16:33.700 --> 00:16:35.700]  第一個祂先為教會捨命
[00:16:35.700 --> 00:16:37.700]  教會就是你跟我
[00:16:37.700 --> 00:16:39.700]  祂為我們捨命
[00:16:39.700 --> 00:16:41.700]  愛我們愛到一個地步
[00:16:41.700 --> 00:16:44.700]  把自己的命都捨了
[00:16:44.700 --> 00:16:46.700]  不只捨了以後
[00:16:46.700 --> 00:16:48.700]  然後祂藉著祂的話語
[00:16:48.700 --> 00:16:51.700]  今天我們打開祂的話語的時候
[00:16:51.700 --> 00:16:52.700]  我們就明白
[00:16:52.700 --> 00:16:54.700]  主耶穌的教導
[00:16:54.700 --> 00:16:55.700]  聖靈的教導
[00:16:55.700 --> 00:16:56.700]  藉著水
[00:16:56.700 --> 00:16:57.700]  藉著稻
[00:16:57.700 --> 00:16:59.700]  稻就是神的話
[00:16:59.700 --> 00:17:02.700]  來洗淨這個教會
[00:17:02.700 --> 00:17:04.700]  來做一個聖潔
[00:17:04.700 --> 00:17:05.700]  可以獻給自己
[00:17:05.700 --> 00:17:07.700]  做榮耀的教會
[00:17:07.700 --> 00:17:09.700]  毫無玷污
[00:17:09.700 --> 00:17:11.700]  所以弟兄們
[00:17:11.700 --> 00:17:13.700]  要愛妻子
[00:17:13.700 --> 00:17:15.700]  也常常要用神的話語
[00:17:15.700 --> 00:17:16.700]  遵守神的話語
[00:17:16.700 --> 00:17:17.700]  用神的話
[00:17:17.700 --> 00:17:23.700]  讓這個家能夠走在神的道路上
[00:17:28.700 --> 00:17:34.700]  你看英文的New Life Translation
[00:17:34.700 --> 00:17:36.700]  它從21節說
[00:17:36.700 --> 00:17:38.700]  夫妻你們要彼此順福
[00:17:38.700 --> 00:17:41.700]  就因著主耶穌的緣故
[00:17:41.700 --> 00:17:43.700]  然後他在翻譯的時候
[00:17:43.700 --> 00:17:45.700]  他特別把這個字強調出來
[00:17:45.700 --> 00:17:46.700]  我們一起來念一下
[00:17:46.700 --> 00:17:48.700]  弟兄一起來念一下
[00:17:48.700 --> 00:17:53.700]  For husband, this means love your wife.
[00:17:53.700 --> 00:17:56.700]  But as Christ loved the church,
[00:17:56.700 --> 00:17:59.700]  he gave up his life for her
[00:17:59.700 --> 00:18:01.700]  to make her holy, clean,
[00:18:01.700 --> 00:18:06.700]  washed by the cleansing of God's Word.
[00:18:06.700 --> 00:18:08.700]  This means
[00:18:08.700 --> 00:18:11.700]  This means什麼
[00:18:11.700 --> 00:18:13.700]  就是說彼此順福
[00:18:13.700 --> 00:18:15.700]  彼此順福
[00:18:15.700 --> 00:18:17.700]  丈夫就是要愛妻子
[00:18:17.700 --> 00:18:19.700]  愛妻子
[00:18:19.700 --> 00:18:24.700]  這個順福的意思就是要愛妻子
[00:18:24.700 --> 00:18:25.700]  為妻子捨命
[00:18:25.700 --> 00:18:36.700]  然後用神的話來潔淨這個家庭
[00:18:36.700 --> 00:18:39.700]  有一個姊妹
[00:18:39.700 --> 00:18:41.700]  她就跟先生說
[00:18:41.700 --> 00:18:42.700]  沒錯
[00:18:42.700 --> 00:18:48.700]  聖經說妻子要順服先生
[00:18:48.700 --> 00:18:51.700]  然後先生要愛妻子
[00:18:51.700 --> 00:18:53.700]  你先愛我
[00:18:53.700 --> 00:18:56.700]  我就順服你
[00:18:56.700 --> 00:18:58.700]  先生說你先順服我
[00:18:58.700 --> 00:19:01.700]  我就愛你
[00:19:01.700 --> 00:19:03.700]  有條件的
[00:19:03.700 --> 00:19:04.700]  你要順服我
[00:19:04.700 --> 00:19:05.700]  你不順服我
[00:19:05.700 --> 00:19:06.700]  我怎麼愛你
[00:19:06.700 --> 00:19:07.700]  你先順服我
[00:19:07.700 --> 00:19:10.700]  我才愛你
[00:19:10.700 --> 00:19:12.700]  這裡的愛
[00:19:12.700 --> 00:19:14.700]  是用Agape Love
[00:19:14.700 --> 00:19:16.700]  Agape
[00:19:16.700 --> 00:19:19.700]  Agape是一個Unconditional Love
[00:19:19.700 --> 00:19:21.700]  沒有條件
[00:19:21.700 --> 00:19:23.700]  請問一下
[00:19:23.700 --> 00:19:25.700]  教會先愛耶穌
[00:19:25.700 --> 00:19:29.700]  還是耶穌先愛教會
[00:19:29.700 --> 00:19:31.700]  耶穌先愛教會
[00:19:31.700 --> 00:19:34.700]  所以當我們都還在罪人的時候
[00:19:34.700 --> 00:19:35.700]  不可愛的時候
[00:19:35.700 --> 00:19:37.700]  耶穌就是愛我們
[00:19:37.700 --> 00:19:39.700]  不是因為我們有多好
[00:19:39.700 --> 00:19:42.700]  所以在這裡做先生的
[00:19:42.700 --> 00:19:45.700]  你不要等到妻子順服你的時候
[00:19:45.700 --> 00:19:47.700]  你才愛她
[00:19:47.700 --> 00:19:49.700]  她發脾氣或者不高興
[00:19:49.700 --> 00:19:51.700]  你還是要愛她
[00:19:51.700 --> 00:19:52.700]  你要愛她
[00:19:52.700 --> 00:19:55.700]  這是神給你的命令
[00:19:55.700 --> 00:19:57.700]  神沒有說等到妻子順服你的時候
[00:19:57.700 --> 00:19:59.700]  你才去愛她
[00:19:59.700 --> 00:20:01.700]  所以這是很重要的
[00:20:01.700 --> 00:20:03.700]  一個Agape Love
[00:20:03.700 --> 00:20:05.700]  Unconditional Love
[00:20:05.700 --> 00:20:08.700]  然後要為妻子捨命
[00:20:08.700 --> 00:20:11.700]  哇 這個標準高不高
[00:20:11.700 --> 00:20:12.700]  你們做太太的
[00:20:12.700 --> 00:20:13.700]  開不開心
[00:20:13.700 --> 00:20:16.700]  牧師今天講這句話
[00:20:16.700 --> 00:20:20.700]  哇 為先生捨命 為妻子捨命
[00:20:20.700 --> 00:20:22.700]  第二點 請你們寫下來
[00:20:22.700 --> 00:20:25.700]  這是一個真理
[00:20:25.700 --> 00:20:28.700]  很少人看到這個真理
[00:20:28.700 --> 00:20:32.700]  丈夫愛妻子就是愛自己
[00:20:32.700 --> 00:20:33.700]  你們做丈夫的
[00:20:33.700 --> 00:20:35.700]  是不是常常愛自己
[00:20:35.700 --> 00:20:36.700]  現在身體不行
[00:20:36.700 --> 00:20:38.700]  要吃維他命
[00:20:38.700 --> 00:20:39.700]  要運動
[00:20:39.700 --> 00:20:41.700]  要Enjoy Life
[00:20:41.700 --> 00:20:44.700]  有沒有看這個World Cup
