
[00:00:00.000 --> 00:00:02.100]  如果在中國人的十二生肖
[00:02:02.900 --> 00:02:05.600]  形容人生都是一個爭戰
[00:02:05.600 --> 00:02:07.300]  你和我一出生到現在
[00:02:07.300 --> 00:02:09.500]  都是不能夠脫離這個戰爭
[00:02:09.500 --> 00:02:10.400]  但是在戰爭裏面
[00:02:10.400 --> 00:02:12.900]  往往是所數的是甚麼呢
[00:02:12.900 --> 00:02:14.200]  不單止你的財富
[00:02:14.200 --> 00:02:15.900]  是要數你的軍備
[00:02:15.900 --> 00:02:18.400]  在舊約裏面就是你有多少個馬力
[00:02:18.400 --> 00:02:21.500]  你有多少馬、有多少的車輛
[00:02:21.500 --> 00:02:22.700]  有多少個士兵
[00:02:22.700 --> 00:02:25.200]  就是你能夠取勝之道
[00:02:25.200 --> 00:02:27.500]  但是耶和華就跟以色列說
[00:02:27.500 --> 00:02:28.700]  你出去打仗的時候
[00:02:28.700 --> 00:02:31.800]  不要看對方的敵人有多少的車輛
[00:02:31.800 --> 00:02:32.700]  有多少馬
[00:02:32.700 --> 00:02:34.300]  在乎於神
[00:02:34.300 --> 00:02:36.700]  那位能夠令你出埃及的上帝
[00:02:36.700 --> 00:02:38.400]  祂與你同在
[00:02:38.400 --> 00:02:40.100]  你們將要上陣的時候
[00:02:40.100 --> 00:02:42.500]  祭司要到百姓的面前宣告說
[00:02:42.500 --> 00:02:44.400]  以色列人你們當聽
[00:02:44.400 --> 00:02:46.500]  你們今天要與仇敵爭戰
[00:02:46.500 --> 00:02:47.600]  不要膽怯
[00:02:47.600 --> 00:02:49.600]  不要懼怕戰驚
[00:02:49.600 --> 00:02:51.400]  也不要因為他們驚恐
[00:02:51.400 --> 00:02:54.200]  因為耶和華你們的上帝與你同去
[00:02:54.200 --> 00:02:56.300]  要為你們與仇敵爭戰
[00:02:56.300 --> 00:02:57.400]  拯救你們
[00:02:57.400 --> 00:02:59.700]  說事容易
[00:02:59.700 --> 00:03:00.300]  做事難
[00:03:00.300 --> 00:03:00.900]  這段經文
[00:03:00.900 --> 00:03:02.000]  因為在打仗裏面
[00:03:02.000 --> 00:03:04.600]  確實你站在陣前所看的
[00:03:04.600 --> 00:03:06.700]  對方有千萬的軍隊
[00:03:06.700 --> 00:03:08.300]  你就告訴我
[00:03:08.300 --> 00:03:10.700]  唯有靠耶和華
[00:03:10.700 --> 00:03:12.000]  在以色列歷史裏面
[00:03:12.000 --> 00:03:15.100]  在王夏第六章十四到十七節
[00:03:15.100 --> 00:03:16.700]  確實發生了一件事情
[00:03:16.700 --> 00:03:22.200]  就是當雅蘭王帶領大軍圍困以色列國的時候
[00:03:22.200 --> 00:03:25.000]  神人的僕人一大清早起來
[00:03:25.000 --> 00:03:26.000]  這個神人是誰
[00:03:26.000 --> 00:03:27.800]  一會兒我們會揭曉
[00:03:27.800 --> 00:03:31.000]  這個僕人一清早起來的時候
[00:03:31.000 --> 00:03:35.600]  見到雅蘭大軍圍困著整個以色列國的時候
[00:03:35.600 --> 00:03:38.300]  他都驚呼地走入去
[00:03:38.300 --> 00:03:39.800]  叫神人跟他說
[00:03:39.800 --> 00:03:40.500]  哀哉
[00:03:40.500 --> 00:03:41.200]  我主啊
[00:03:41.200 --> 00:03:42.500]  我應該怎樣做呢
[00:03:42.500 --> 00:03:44.800]  現在走都走不及了
[00:03:44.800 --> 00:03:46.700]  神人就說不要懼怕
[00:03:46.700 --> 00:03:48.100]  與我們同在的
[00:03:48.100 --> 00:03:50.400]  與他們同在的更多
[00:03:50.400 --> 00:03:51.600]  如果你是這個神人的僕人
[00:03:51.600 --> 00:03:53.100]  你的答案會是什麼呢
[00:03:53.100 --> 00:03:54.800]  你親眼見到
[00:03:54.800 --> 00:03:58.700]  敵軍的兵馬這麼多圍困你整個城
[00:03:58.700 --> 00:04:01.500]  你都將要面臨死亡的時候
[00:04:01.500 --> 00:04:02.900]  你的主人就說
[00:04:02.900 --> 00:04:04.200]  是與我們同在
[00:04:04.200 --> 00:04:05.800]  與他們同在的更多
[00:04:05.800 --> 00:04:07.000]  你的答案一定說
[00:04:07.000 --> 00:04:09.100]  不是吧
[00:04:09.100 --> 00:04:10.000]  但是接著
[00:04:10.000 --> 00:04:12.100]  我們見到這個神人就是以利沙
[00:04:12.100 --> 00:04:13.500]  他禱告說
[00:04:13.500 --> 00:04:16.400]  求祢開這少年人的眼目
[00:04:16.400 --> 00:04:17.800]  使祂能夠看見
[00:04:17.800 --> 00:04:19.400]  然後說開祂的眼目
[00:04:19.400 --> 00:04:23.700]  祂就看見滿山有火車火馬圍繞著以利沙
[00:04:23.700 --> 00:04:25.000]  和你旁邊的網車
[00:04:25.000 --> 00:04:28.100]  求神開祢的眼目
[00:04:28.100 --> 00:04:29.400]  今天在我們世界上
[00:04:29.400 --> 00:04:30.700]  我們見到物質
[00:04:30.700 --> 00:04:33.100]  我們見到的肉眼所能夠見
[00:04:33.100 --> 00:04:36.200]  我們相信我們肉眼所能夠見
[00:04:36.200 --> 00:04:38.400]  我再一次重申
[00:04:38.400 --> 00:04:39.900]  如果一個理性的人
[00:04:39.900 --> 00:04:41.000]  很理性的人
[00:04:41.000 --> 00:04:43.700]  他欠缺了信服的話
[00:04:43.700 --> 00:04:46.200]  他是很難經歷神蹟的
[00:04:46.200 --> 00:04:47.800]  因為他用理性分析
[00:04:47.800 --> 00:04:49.400]  我們擁有的一切
[00:04:49.400 --> 00:04:50.800]  用理性的分析
[00:04:50.800 --> 00:04:52.700]  我們現在所得的
[00:04:52.700 --> 00:04:54.700]  能夠勝與敗
[00:04:54.700 --> 00:04:56.600]  是能夠分析得到的
[00:04:56.600 --> 00:04:58.100]  但是過分感性的人
[00:04:58.100 --> 00:05:00.100]  就會心口寫個勇字
[00:05:00.100 --> 00:05:01.400]  就說與我們同在
[00:05:01.400 --> 00:05:02.900]  就衝上去了
[00:05:02.900 --> 00:05:05.000]  兩種人都有盲點的
[00:05:05.000 --> 00:05:06.300]  所以無論是理性
[00:05:06.300 --> 00:05:07.500]  或者是感性的人
[00:05:07.500 --> 00:05:09.200]  其實以前是不會這樣分的
[00:05:09.200 --> 00:05:09.800]  很可惜
[00:05:09.800 --> 00:05:12.900]  在十九世紀理性主義興起之後
[00:05:12.900 --> 00:05:15.100]  教育就慢慢將人
[00:05:15.100 --> 00:05:17.500]  分割為理性和感性的人
[00:05:17.500 --> 00:05:19.300]  以前從來不會這樣分
[00:05:19.300 --> 00:05:20.600]  因為在我們裡面
[00:05:20.600 --> 00:05:22.300]  有理性和有感性
[00:05:22.300 --> 00:05:23.400]  理性的人的意思
[00:05:23.400 --> 00:05:24.900]  只不過是你用理性
[00:05:24.900 --> 00:05:26.100]  去主宰你自己
[00:05:26.100 --> 00:05:27.200]  決定你自己
[00:05:27.200 --> 00:05:29.200]  而你壓抑了你的感性
[00:05:29.200 --> 00:05:30.000]  而感性的人
[00:05:30.000 --> 00:05:32.000]  又沒有發展到你的理性
[00:05:32.000 --> 00:05:33.100]  但今天我們需要的
[00:05:33.100 --> 00:05:34.500]  不單止理性和感性
[00:05:34.500 --> 00:05:36.500]  我們需要的求神開我們的眼睛
[00:05:36.500 --> 00:05:38.400]  見到第三個層面
[00:05:38.400 --> 00:05:40.400]  是靈性上面的事情
[00:05:40.400 --> 00:05:41.700]  沒錯,我們見到
[00:05:41.700 --> 00:05:43.300]  在物質上面
[00:05:43.300 --> 00:05:44.300]  我們可能輸的
[00:05:44.300 --> 00:05:45.600]  我們不夠人多的
[00:05:45.600 --> 00:05:47.500]  但是在靈性上面
[00:05:47.500 --> 00:05:49.100]  在屬靈的層面裡面
[00:05:49.100 --> 00:05:50.100]  就不一樣了
[00:05:50.100 --> 00:05:52.200]  當這個少年人被開眼的時候
[00:05:52.200 --> 00:05:54.300]  在以尼沙就禱告
[00:05:54.300 --> 00:05:55.700]  上帝聽了他的說話
[00:05:55.700 --> 00:05:56.800]  他就禱告之後
[00:05:56.800 --> 00:05:58.600]  這個少年人就見到
[00:05:58.600 --> 00:06:01.500]  是屬靈的火車火馬
[00:06:01.500 --> 00:06:05.500]  是比雅蘭王國的軍兵更多
[00:06:05.500 --> 00:06:06.700]  我們更加見到
[00:06:06.700 --> 00:06:09.100]  在《以塞俠書》31章1節3節
[00:06:09.100 --> 00:06:10.100]  他說:禍災
[00:06:10.100 --> 00:06:12.100]  那些下埃及求幫助的
[00:06:12.100 --> 00:06:14.200]  是因長賴馬匹
[00:06:14.200 --> 00:06:16.900]  倚靠甚多的車輛
[00:06:16.900 --> 00:06:19.200]  並倚靠強壯的馬兵
[00:06:19.200 --> 00:06:21.100]  卻不仰望以色列的聖者
[00:06:21.100 --> 00:06:22.800]  也不求問耶和華
[00:06:22.800 --> 00:06:23.800]  弟兄姊妹
[00:06:23.800 --> 00:06:25.800]  當我們今天遇到問題的時候
[00:06:25.800 --> 00:06:27.600]  我們第一件事是做什麼事呢?
[00:06:27.600 --> 00:06:29.600]  以色列國是一個
[00:06:29.600 --> 00:06:31.600]  是上帝帶領去進入一個
[00:06:31.600 --> 00:06:32.800]  英許之地
[00:06:32.800 --> 00:06:34.200]  是一個很危險的地方
[00:06:34.200 --> 00:06:41.700]  因為這個英許之地的西邊的
[00:06:41.700 --> 00:06:44.300]  下面的西南邊的地方
[00:06:44.300 --> 00:06:49.100]  是古文明的埃及帝國
[00:06:49.100 --> 00:06:51.400]  而在以色列國的東北邊
[00:06:51.400 --> 00:06:52.600]  在上面
[00:06:52.600 --> 00:06:54.900]  有馬太波斯
[00:06:54.900 --> 00:06:59.600]  有巴比倫帝國
[00:06:59.600 --> 00:07:04.400]  在以色列不同時段的歷史舞台當中
[00:07:04.400 --> 00:07:07.500]  這些巨輪不斷地出現
[00:07:07.500 --> 00:07:09.700]  無論馬太波斯、巴比倫
[00:07:09.700 --> 00:07:11.900]  是亞述這些帝國
[00:07:11.900 --> 00:07:15.800]  南下要打埃及這個強大的國家的時候
[00:07:15.800 --> 00:07:18.200]  必經以色列
[00:07:18.200 --> 00:07:21.100]  埃及要上去打亞述
[00:07:21.100 --> 00:07:22.700]  馬太波斯的時候
[00:07:22.700 --> 00:07:24.400]  又必經以色列
[00:07:24.400 --> 00:07:26.300]  就是說無妄之災
[00:07:26.300 --> 00:07:28.900]  他們兩個大國要打仗的時候
[00:07:28.900 --> 00:07:32.400]  以色列就成為一個通道
[00:07:32.400 --> 00:07:34.800]  所以在以色列的歷史舞台裡面
[00:07:34.800 --> 00:07:36.700]  上上要選擇
[00:07:36.700 --> 00:07:39.000]  就是他要倚重哪個國家
[00:07:39.000 --> 00:07:41.000]  很自然他跟埃及比較熟
[00:07:41.000 --> 00:07:42.300]  所以以上亞述就說
[00:07:42.300 --> 00:07:46.200]  他們就必然去尋求埃及的幫助
[00:07:46.200 --> 00:07:48.200]  由埃及支持他們之下
[00:07:48.200 --> 00:07:50.100]  在東北邊的
[00:07:50.100 --> 00:07:52.000]  無論是馬太波斯
[00:07:52.000 --> 00:07:53.900]  甚至去到巴比倫帝國
[00:07:53.900 --> 00:07:56.900]  都不敢輕易地向他去動手
[00:07:56.900 --> 00:07:59.700]  但當我們今天在人生遇到問題的時候
[00:07:59.700 --> 00:08:03.200]  你第一個想到能夠強大的背景
[00:08:03.200 --> 00:08:04.800]  是有能力的
[00:08:04.800 --> 00:08:07.600]  有足夠的資源幫到你的,是誰呢?
[00:08:07.600 --> 00:08:09.600]  我們很容易就會宣之以口
[00:08:09.600 --> 00:08:10.500]  就會說了
[00:08:10.500 --> 00:08:12.000]  找一下誰幫我
[00:08:12.000 --> 00:08:13.400]  找一下誰去幫我
[00:08:13.400 --> 00:08:14.700]  找一下誰去幫你
[00:08:14.700 --> 00:08:16.000]  你又遇到什麼問題的時候
[00:08:16.000 --> 00:08:17.700]  找一下誰去幫你
[00:08:17.700 --> 00:08:18.600]  但豈不知
[00:08:18.600 --> 00:08:19.800]  說話就這樣說
[00:08:19.800 --> 00:08:21.500]  埃及人不過是人
[00:08:21.500 --> 00:08:23.200]  不要忘記你提的那個人
[00:08:23.200 --> 00:08:24.100]  只不過是人
[00:08:24.100 --> 00:08:25.800]  他並不是上帝
[00:08:25.800 --> 00:08:27.000]  他的馬
[00:08:27.000 --> 00:08:28.200]  不過是血肉
[00:08:28.200 --> 00:08:29.100]  並不是靈
[00:08:29.100 --> 00:08:30.600]  而是新手
[00:08:30.600 --> 00:08:33.100]  幫助人的必會半跌
[00:08:33.100 --> 00:08:35.500]  受幫助的也必跌倒
[00:08:35.500 --> 00:08:37.800]  都是同的滅亡
[00:08:37.800 --> 00:08:40.400]  所以今天當我們遇到難處
[00:08:40.400 --> 00:08:42.000]  遇到難題的時候
[00:08:42.000 --> 00:08:45.500]  究竟我們尋找的幫助是哪一個?
[00:08:45.500 --> 00:08:46.400]  在我們小組裏面
[00:08:46.400 --> 00:08:48.500]  很多時候我們會找我們的組員
[00:08:48.500 --> 00:08:49.800]  找我們的組長
[00:08:49.800 --> 00:08:51.700]  這個不是錯的事情
[00:08:51.700 --> 00:08:52.700]  但問題是
[00:08:52.700 --> 00:08:54.900]  究竟我們倚靠著什麼?
[00:08:54.900 --> 00:08:55.900]  重點是
[00:08:55.900 --> 00:08:57.100]  我們是在倚靠著人
[00:08:57.100 --> 00:08:59.900]  還是在倚靠著這位上帝?
[00:08:59.900 --> 00:09:01.800]  在聖經裏面所提的
[00:09:01.800 --> 00:09:04.600]  不單止是在阿蘭王的時代發生
[00:09:04.600 --> 00:09:07.500]  在以色列亡國之後
[00:09:07.500 --> 00:09:09.100]  在歷史學家說
[00:09:09.100 --> 00:09:10.600]  不可能復國的
[00:09:10.600 --> 00:09:12.500]  1949年以色列復國
[00:09:12.500 --> 00:09:15.600]  但1967年就面對了
[00:09:15.600 --> 00:09:18.300]  第三場很重要的戰爭
[00:09:18.300 --> 00:09:20.800]  歷史上稱為六日戰爭
[00:09:20.800 --> 00:09:22.500]  在六日戰爭裏面
[00:09:22.500 --> 00:09:25.200]  埃及帶領阿拉伯聯盟
[00:09:25.200 --> 00:09:29.200]  要摧毀滅絕整個以色列國
[00:09:29.200 --> 00:09:31.400]  當時的人口的比例是多少呢?
[00:09:31.400 --> 00:09:33.900]  整個阿拉伯聯盟是四千萬人
[00:09:33.900 --> 00:09:35.900]  但以色列只有二百萬人
[00:09:35.900 --> 00:09:38.300]  人口比例在比重裏面
[00:09:38.300 --> 00:09:41.300]  阿拉伯聯盟是總共的二十倍
[00:09:41.300 --> 00:09:43.400]  當時埃及和阿拉伯聯盟說
[00:09:43.400 --> 00:09:45.300]  整個圍著以色列國
[00:09:45.300 --> 00:09:49.100]  一人吐一口口水都淹死他們
[00:09:49.100 --> 00:09:50.900]  以人數來說
[00:09:50.900 --> 00:09:52.900]  這場仗是不能打的
[00:09:52.900 --> 00:09:54.300]  以武器來說
[00:09:54.300 --> 00:09:55.300]  亦都不能打
[00:09:55.300 --> 00:09:57.300]  當時這場戰爭
[00:09:57.300 --> 00:09:59.000]  在美國和英國
[00:09:59.000 --> 00:10:01.400]  宣佈中立
[00:10:01.400 --> 00:10:02.200]  換句話說
[00:10:02.200 --> 00:10:04.100]  就是繞著雙手看著
[00:10:04.100 --> 00:10:06.000]  以色列國孤軍作戰
[00:10:06.000 --> 00:10:08.600]  如何去面對這個阿拉伯聯盟
[00:10:08.600 --> 00:10:10.400]  竟然在六日戰爭裏面
[00:10:10.400 --> 00:10:11.400]  神蹟出現
[00:10:11.400 --> 00:10:14.000]  生命記所說的是真事
[00:10:14.000 --> 00:10:16.000]  在六月七日清晨
[00:10:16.000 --> 00:10:18.800]  當時以色列八十架戰機
[00:10:18.800 --> 00:10:22.100]  一直飛往埃及的基地的時候
[00:10:22.100 --> 00:10:24.300]  預備壯烈犧牲
[00:10:24.300 --> 00:10:26.700]  最後飛到他們的基地的時候
[00:10:26.700 --> 00:10:29.800]  竟然發覺對方毫無動靜
[00:10:29.800 --> 00:10:31.000]  後來才知道
[00:10:31.000 --> 00:10:33.000]  埃及的雷達失靈
[00:10:33.000 --> 00:10:35.600]  測試不到他們進入了他們的境內
[00:10:35.600 --> 00:10:37.200]  如入無人之境底下
[00:10:37.200 --> 00:10:39.000]  一日之內已經摧毀了
[00:10:39.000 --> 00:10:40.800]  整個阿拉伯聯盟的
[00:10:40.800 --> 00:10:43.000]  整個空軍的基地
[00:10:43.000 --> 00:10:44.200]  不單止這樣
[00:10:44.200 --> 00:10:46.300]  在坦克車的對峙裏面
[00:10:46.300 --> 00:10:49.900]  基本上大家數量是相距甚遠的
[00:10:49.900 --> 00:10:51.900]  到以色列軍的坦克
[00:10:51.900 --> 00:10:54.100]  預備要開炮的時候
[00:10:54.100 --> 00:10:56.900]  也預備為國捐軀的時候
[00:10:56.900 --> 00:10:58.700]  神蹟又再出現
[00:10:58.700 --> 00:11:01.700]  就是對方阿拉伯聯盟的軍隊
[00:11:01.700 --> 00:11:03.700]  在這個坦克車裏面
[00:11:03.700 --> 00:11:06.100]  全部跳出車外
[00:11:06.100 --> 00:11:07.500]  然後逃跑
[00:11:07.500 --> 00:11:10.300]  後來到打贏這個六日戰爭之後
[00:11:10.300 --> 00:11:12.300]  埃及的士兵被俘虜
[00:11:12.300 --> 00:11:14.300]  就有一個這樣的傳聞
[00:11:14.300 --> 00:11:15.700]  這個是一個傳聞
[00:11:15.700 --> 00:11:17.500]  是埃及士兵就說
[00:11:17.500 --> 00:11:21.300]  他們為甚麼要跳離這個坦克車逃跑
[00:11:21.300 --> 00:11:22.500]  因為在坦克車裏面
[00:11:22.500 --> 00:11:25.100]  見到以色列軍的坦克車後面
[00:11:25.100 --> 00:11:27.900]  有一排巨大的
[00:11:27.900 --> 00:11:30.500]  好像天使發光的人站在那裏
[00:11:30.500 --> 00:11:31.900]  所以他們很驚恐
[00:11:31.900 --> 00:11:34.700]  就跳離坦克車逃亡
[00:11:34.700 --> 00:11:37.300]  這個是確實是神蹟
[00:11:37.300 --> 00:11:38.900]  在市民裏面都覺得
[00:11:38.900 --> 00:11:39.900]  這個是神蹟
[00:11:39.900 --> 00:11:41.300]  在六日戰爭裏面
[00:11:41.300 --> 00:11:45.700]  竟然是以少數的軍隊
[00:11:45.700 --> 00:11:49.100]  是戰勝了整個阿拉伯的聯盟
[00:11:49.100 --> 00:11:52.100]  我們戰後數算一下雙方的損失
[00:11:52.100 --> 00:11:54.900]  以色列是總共死了777人
[00:11:54.900 --> 00:11:58.300]  而阿拉伯聯盟死了2萬多的軍隊
[00:11:58.300 --> 00:12:01.700]  以色列是損失了400輛的坦克車
[00:12:01.700 --> 00:12:05.100]  阿拉伯聯盟是損失了1000輛的坦克車
[00:12:05.100 --> 00:12:07.900]  以色列是損失了40架的戰機
[00:12:07.900 --> 00:12:12.300]  阿拉伯聯盟是損失了450架戰機
[00:12:12.300 --> 00:12:14.300]  所以在當時
[00:12:14.300 --> 00:12:16.700]  帶領著這場戰爭的
[00:12:16.700 --> 00:12:18.700]  獨眼龍達揚將軍
[00:12:18.700 --> 00:12:19.900]  在六日戰爭裏面
[00:12:19.900 --> 00:12:21.500]  是一夜成名
[00:12:21.500 --> 00:12:24.100]  全球的人都關注這個人
[00:12:24.100 --> 00:12:26.100]  他在戰後就宣佈
[00:12:26.100 --> 00:12:29.300]  他說因為我們有全新的武器
[00:12:29.300 --> 00:12:30.700]  這個全新的武器是什麼呢
[00:12:30.700 --> 00:12:33.100]  是C編121編
[00:12:33.100 --> 00:12:36.500]  因為保護以色列的永不打頓
[00:12:36.500 --> 00:12:37.900]  跟李家仁說一聲
[00:12:37.900 --> 00:12:40.100]  保護你的搖滑
[00:12:40.100 --> 00:12:44.100]  永不黑漫份
[00:12:44.100 --> 00:12:47.100]  在你和我每日的工作裏面
[00:12:47.100 --> 00:12:50.300]  在你和我每日所遇到的事情裏面
[00:12:50.300 --> 00:12:51.900]  我們面對這個世界的洪流
[00:12:51.900 --> 00:12:54.300]  我們見到基督徒在香港這個地方
[00:12:54.300 --> 00:12:56.300]  只是佔了5%
[00:12:56.300 --> 00:12:57.700]  在5%裏面
[00:12:57.700 --> 00:13:01.300]  我們的價值觀是不受社會所認同
[00:13:01.300 --> 00:13:04.700]  我們的生活的態度是不受社會認同
[00:13:04.700 --> 00:13:07.100]  我們人數甚少
[00:13:07.100 --> 00:13:11.300]  我們面對的是30多萬的信徒
[00:13:11.300 --> 00:13:15.500]  面對的是600多萬的香港人
[00:13:15.500 --> 00:13:16.300]  我們怎樣面對
[00:13:16.300 --> 00:13:19.300]  我們只能夠說我們只會輸
[00:13:19.300 --> 00:13:21.500]  當你回到公司裏面
[00:13:21.500 --> 00:13:24.500]  你會見到是由上司到老闆
[00:13:24.500 --> 00:13:27.700]  他們相信那種風水的程度
[00:13:27.700 --> 00:13:33.100]  遠遠比你回教會更加著迷
[00:13:33.100 --> 00:13:34.500]  我們怎樣去得勝
[00:13:34.500 --> 00:13:36.900]  我們沒有可能是戰勝的
[00:13:36.900 --> 00:13:38.300]  但是不要忘記
[00:13:38.300 --> 00:13:41.700]  得勝不在乎有多少的兵馬
[00:13:41.700 --> 00:13:44.900]  得勝乃在乎耶和華
[00:13:44.900 --> 00:13:45.900]  和你旁邊的網友說
[00:13:45.900 --> 00:13:50.300]  你得勝乃在乎耶和華
[00:13:50.300 --> 00:13:53.700]  我們必須要看到屬靈的事情
[00:13:53.700 --> 00:13:54.700]  所以在新約裏面
[00:13:54.700 --> 00:13:57.100]  約翰在約翰一書第四章第四節說
[00:13:57.100 --> 00:13:58.100]  小子們啊
[00:13:58.100 --> 00:14:00.300]  你們是屬於上帝的
[00:14:00.300 --> 00:14:01.900]  並且聖了他們
[00:14:01.900 --> 00:14:07.100]  因為那在你們裏面的比那世界上的更大
[00:14:07.100 --> 00:14:08.100]  因此我們必須要看到
[00:14:08.100 --> 00:14:09.900]  在我們裏面居住的上帝
[00:14:09.900 --> 00:14:13.900]  這位的聖靈比世界上的更大
[00:14:13.900 --> 00:14:16.900]  我希望你到初五星期二上班的時候
[00:14:16.900 --> 00:14:17.700]  你進到公司
[00:14:17.700 --> 00:14:19.100]  第一件事你要說
[00:14:19.100 --> 00:14:22.500]  在居住在我裏面的比這間公司的更大
[00:14:22.500 --> 00:14:24.500]  當你老闆的你入房罵你的時候
[00:14:24.500 --> 00:14:28.100]  你說在我裏面居住的比這個老闆更大
[00:14:28.100 --> 00:14:29.700]  當你是面對壓力的時候
[00:14:29.700 --> 00:14:30.700]  你應該跟你自己說
[00:14:30.700 --> 00:14:35.300]  是居住在我裏面的比這個世界更大
[00:14:35.300 --> 00:14:38.700]  弟子們
[00:14:38.700 --> 00:14:41.700]  上帝已經將最大的資源給了你
[00:14:41.700 --> 00:14:42.700]  問題是
[00:14:42.700 --> 00:14:45.300]  你是提起你的勇氣面對
[00:14:45.300 --> 00:14:47.300]  還是退縮
[00:14:47.300 --> 00:14:50.100]  你看到你的實況
[00:14:50.100 --> 00:14:53.100]  還是你看到你的真相
[00:14:53.100 --> 00:14:56.700]  實況是你看到敵軍非常之多
[00:14:56.700 --> 00:15:02.100]  真相是居住在你裏面的比世界的更大
[00:15:02.100 --> 00:15:03.900]  弟子們
[00:15:03.900 --> 00:15:05.500]  這個不是開玩笑的
[00:15:05.500 --> 00:15:08.300]  也不是開玩笑的
[00:15:08.300 --> 00:15:09.500]  我們確實知道
[00:15:09.500 --> 00:15:11.500]  這是上帝的應許
[00:15:11.500 --> 00:15:13.900]  神往往要彰顯出他的能力
[00:15:13.900 --> 00:15:16.300]  不在乎人有多少的計謀
[00:15:16.300 --> 00:15:18.300]  不在乎人有多少的兵器
[00:15:18.300 --> 00:15:20.300]  不在乎人擁有多少
[00:15:20.300 --> 00:15:23.500]  乃是在乎於耶和華
[00:15:23.500 --> 00:15:25.500]  所以弟子們在新的一年裏面
[00:15:25.500 --> 00:15:28.100]  不要看你有多少的馬力
[00:15:28.100 --> 00:15:30.100]  乃是在乎於你
[00:15:30.100 --> 00:15:33.100]  耶和華是不是與你同在
[00:15:33.100 --> 00:15:34.900]  第二段的經文
[00:15:34.900 --> 00:15:35.900]  我們見到的
[00:15:35.900 --> 00:15:37.900]  在CP20編輯7節
[00:15:37.900 --> 00:15:40.500]  他說有人靠車或有人靠車
[00:15:40.500 --> 00:15:41.700]  有人靠馬
[00:15:41.700 --> 00:15:43.500]  但我們要提到耶和華
[00:15:43.500 --> 00:15:45.100]  我們上帝的命
