
[00:00:00.000 --> 00:00:07.640]  香港特區政府最近有關那個蘇道立法的事
[00:02:20.800 --> 00:02:25.160]  當他講到聖經沒有說過同性戀是罪的時候
[00:02:25.160 --> 00:02:27.840]  因為我不在場
[00:02:27.840 --> 00:02:30.160]  那我就問 到底他所講的
[00:02:30.160 --> 00:02:33.880]  他是說聖經沒有說過
[00:02:33.880 --> 00:02:39.360]  同性戀是罪 即是沒有用這些字眼呢
[00:02:39.360 --> 00:02:42.680]  還是沒有這些觀念呢
[00:02:42.680 --> 00:02:44.280]  這是第一個
[00:02:44.280 --> 00:02:46.560]  第二個 到底他所講的是
[00:02:46.560 --> 00:02:50.960]  聖經沒有說過同性戀是刑事的罪行
[00:02:50.960 --> 00:02:53.120]  Crime
[00:02:53.120 --> 00:02:55.360]  還是說 第三個
[00:02:55.360 --> 00:03:01.520]  聖經沒有說過同性戀是SIN
[00:03:01.520 --> 00:03:06.760]  是神告訴我們的罪呢
[00:03:06.760 --> 00:03:09.560]  當然沒有這麼詳細
[00:03:09.560 --> 00:03:14.760]  現在我就很想透過這些最近
[00:03:14.760 --> 00:03:17.520]  引起一些人關注的事
[00:03:17.520 --> 00:03:19.320]  跟大家來看看
[00:03:19.320 --> 00:03:22.560]  聖經怎麼看
[00:03:22.560 --> 00:03:24.360]  這是很重要的
[00:03:24.360 --> 00:03:26.080]  如果我們不看聖經怎麼看
[00:03:26.080 --> 00:03:28.360]  而是看人怎麼看的時候
[00:03:28.360 --> 00:03:29.560]  很危險
[00:03:29.560 --> 00:03:30.560]  我告訴大家
[00:03:30.560 --> 00:03:32.600]  甚至說 蘇牧師怎麼看
[00:03:32.600 --> 00:03:34.960]  成為你的立場都很危險
[00:03:34.960 --> 00:03:38.200]  最重要的是聖經怎麼看
[00:03:38.200 --> 00:03:40.840]  你不要管這個人是誰
[00:03:40.840 --> 00:03:44.040]  除非他所講的跟聖經吻合
[00:03:44.040 --> 00:03:45.640]  否則我們可以不聽
[00:03:45.640 --> 00:03:48.880]  但如果他說的是完完全全
[00:03:48.880 --> 00:03:50.760]  聖經那裡出來的時候
[00:03:50.760 --> 00:03:53.520]  你跟我無論喜不喜歡這個人
[00:03:53.520 --> 00:03:54.840]  我們要聽
[00:03:54.840 --> 00:03:57.320]  就好像耶穌基督對法利塞人
[00:03:57.320 --> 00:04:00.680]  他的評論一樣
[00:04:00.680 --> 00:04:02.680]  法利塞人的問題
[00:04:02.680 --> 00:04:04.480]  不是說錯
[00:04:04.480 --> 00:04:08.160]  是說不適合
[00:04:08.160 --> 00:04:09.840]  這是他們的問題
[00:04:09.840 --> 00:04:11.800]  所以耶穌曾經對門徒說
[00:04:11.800 --> 00:04:15.240]  他們說的 你們要跟隨
[00:04:15.240 --> 00:04:19.120]  但是他們能夠說不能夠行
[00:04:19.120 --> 00:04:21.240]  你們就不要跟他們走
[00:04:21.240 --> 00:04:22.840]  這是最重要的
[00:04:22.840 --> 00:04:25.480]  現在我們就試一試來看看
[00:04:25.480 --> 00:04:27.600]  聖經怎麼看
[00:04:27.600 --> 00:04:31.920]  到底同性戀是不是罪呢?
[00:04:31.920 --> 00:04:35.640]  聖經很清楚指出
[00:04:35.640 --> 00:04:39.680]  從罪的定義的方面來說
[00:04:39.680 --> 00:04:41.360]  同性的性行為
[00:04:41.360 --> 00:04:42.960]  我再講一次
[00:04:42.960 --> 00:04:47.760]  同性的性行為是罪
[00:04:47.760 --> 00:04:49.040]  到底罪是什麼呢?
[00:04:49.040 --> 00:04:52.360]  首先我們從自然的方面來看一看
[00:04:52.360 --> 00:04:55.400]  到底什麼叫做罪
[00:04:55.400 --> 00:05:00.840]  首先我們去看一看
[00:05:00.840 --> 00:05:05.000]  聖經裡面的一些看法
[00:05:05.000 --> 00:05:06.480]  這些的自然
[00:05:06.480 --> 00:05:09.320]  我相信任何一個基督徒
[00:05:09.320 --> 00:05:11.640]  我們都要清楚
[00:05:11.640 --> 00:05:15.360]  免得我們對這些罪的方面
[00:05:15.360 --> 00:05:17.600]  我們是不清不楚
[00:05:17.600 --> 00:05:19.920]  首先聖經裡面指出
[00:05:19.920 --> 00:05:21.760]  到底什麼叫做罪呢?
[00:05:21.760 --> 00:05:23.160]  第一個的定義就是
[00:05:23.160 --> 00:05:24.680]  達不到神的標準
[00:05:24.680 --> 00:05:28.000]  射不中神給我們定的那個雄心
[00:05:28.000 --> 00:05:30.600]  這個都是叫做罪
[00:05:30.600 --> 00:05:31.560]  希伯來文
[00:05:31.560 --> 00:05:34.560]  罪這個字叫做Shattah
[00:05:34.560 --> 00:05:35.800]  Shattah這個字在舊約
[00:05:35.800 --> 00:05:39.440]  一共出現五百二十二次
[00:05:39.440 --> 00:05:42.040]  其中春埃及記的二十章二十節
[00:05:42.040 --> 00:05:44.640]  針研的八章三十六節
[00:05:44.640 --> 00:05:46.640]  十九章的第二節
[00:05:46.640 --> 00:05:52.680]  先後多次提及到罪這個字的意義
[00:05:52.680 --> 00:05:54.920]  所以Shattah
[00:05:54.920 --> 00:05:58.120]  明顯的就是達不到神的標準
[00:05:58.120 --> 00:05:59.720]  這個已經是一個罪
[00:05:59.720 --> 00:06:01.160]  而在新約當中
[00:06:01.160 --> 00:06:04.000]  他就用了希臘字叫做Hamatia
[00:06:04.000 --> 00:06:09.800]  Hamatia這個字在新約一共出現二百七十七次
[00:06:09.800 --> 00:06:12.880]  包括到馬太福音一章二十一節
[00:06:12.880 --> 00:06:17.320]  因為他要將百姓從罪惡裡面救出來
[00:06:17.320 --> 00:06:19.920]  Hamatia在這個地方出現過
[00:06:19.920 --> 00:06:22.280]  然後約翰福音的一章二十九節
[00:06:22.280 --> 00:06:24.000]  看那神的羔羊
[00:06:24.000 --> 00:06:26.800]  除去世人罪業的
[00:06:26.800 --> 00:06:29.040]  這個罪Hamatia
[00:06:29.040 --> 00:06:30.800]  是聖經裡面所講
[00:06:30.800 --> 00:06:32.200]  另一方面就是
[00:06:32.200 --> 00:06:34.440]  聖經的二章三十八節
[00:06:34.440 --> 00:06:36.200]  羅馬書五章十二節
[00:06:36.200 --> 00:06:38.920]  都有多次多方提及到
[00:06:38.920 --> 00:06:42.200]  有關Hamatia到底是什麼
[00:06:42.200 --> 00:06:44.920]  達不到神的標準
[00:06:44.920 --> 00:06:47.240]  這個就是叫做罪
[00:06:47.240 --> 00:06:48.800]  然後第二
[00:06:48.800 --> 00:06:50.520]  過犯
[00:06:50.520 --> 00:06:53.360]  聖經裡面對罪是用另一個字
[00:06:53.360 --> 00:06:54.760]  就是過犯
[00:06:54.760 --> 00:06:56.920]  這個過犯就是不應該做的
[00:06:56.920 --> 00:06:57.720]  我們做了
[00:06:57.720 --> 00:07:00.000]  這個都叫做罪
[00:07:00.000 --> 00:07:03.800]  希伯來的文字就叫做Pasha
[00:07:03.800 --> 00:07:07.600]  Pasha這個字詩篇三十二篇的第一節
[00:07:07.600 --> 00:07:09.440]  凡心裡面沒有詭詐
[00:07:09.440 --> 00:07:14.560]  口裡也說不算為有罪的那個罪字
[00:07:14.560 --> 00:07:15.600]  Pasha
[00:07:15.600 --> 00:07:16.520]  是什麼意思呢?
[00:07:16.520 --> 00:07:18.120]  就是不應該做的那些
[00:07:18.120 --> 00:07:20.080]  你做了
[00:07:20.080 --> 00:07:22.400]  另外《針研》二百章二十一節
[00:07:22.400 --> 00:07:23.880]  以及《以賽雅書》的一章二節
[00:07:23.880 --> 00:07:27.360]  都有提及到Pasha這個字
[00:07:27.360 --> 00:07:30.760]  在希臘文有一個相應的字
[00:07:30.760 --> 00:07:32.240]  跟它同義的
[00:07:32.240 --> 00:07:33.960]  就是Paratoma
[00:07:33.960 --> 00:07:38.120]  Paratoma在羅馬書的五章十五到二十節
[00:07:38.120 --> 00:07:42.120]  一共用了六次提及到這一種的罪
[00:07:42.120 --> 00:07:44.520]  不應該做的就做了
[00:07:44.520 --> 00:07:45.920]  過犯
[00:07:45.920 --> 00:07:48.800]  另外《馬太福音》的六章十四節
[00:07:48.800 --> 00:07:50.360]  十八章的三十五節
[00:07:50.360 --> 00:07:52.360]  哥林多後書的五章十九節
[00:07:52.360 --> 00:07:55.800]  都提及到Paratoma
[00:07:55.800 --> 00:07:57.680]  這個就是罪
[00:07:57.680 --> 00:08:00.160]  我想問一問
[00:08:00.160 --> 00:08:04.520]  如果罪的意思就是達不到神的雄心
[00:08:04.520 --> 00:08:07.040]  我想問有多少人試過的
[00:08:07.040 --> 00:08:09.080]  可不可以舉手
[00:08:09.080 --> 00:08:10.560]  如果你說沒有試過
[00:08:10.560 --> 00:08:14.360]  你是一個聖人
[00:08:14.360 --> 00:08:16.320]  所以有一個長者
[00:08:16.320 --> 00:08:19.120]  做好人不就行了嗎?
[00:08:19.120 --> 00:08:21.680]  為什麼要信呢?
[00:08:21.680 --> 00:08:24.080]  捐多點錢做多點善事
[00:08:24.080 --> 00:08:26.760]  特別是一半的財產都捐出來
[00:08:26.760 --> 00:08:28.760]  甚至有些百分之九十都捐出來
[00:08:28.760 --> 00:08:30.760]  這個人是不是好人?
[00:08:30.760 --> 00:08:32.440]  是不是好人?
[00:08:32.440 --> 00:08:34.520]  一半財產捐出來
[00:08:34.520 --> 00:08:35.680]  要來做善事
[00:08:35.680 --> 00:08:36.960]  好不好人?
[00:08:36.960 --> 00:08:38.000]  有多少人認為是好人的?
[00:08:38.000 --> 00:08:39.640]  可不可以舉手
[00:08:39.640 --> 00:08:40.760]  肯定是好人
[00:08:40.760 --> 00:08:41.880]  你去哪裡找?
[00:08:41.880 --> 00:08:43.720]  一半
[00:08:43.720 --> 00:08:46.240]  死了之後被迫拿出來
[00:08:46.240 --> 00:08:47.560]  那些沒得說的
[00:08:47.560 --> 00:08:50.000]  但是活生生的時候能夠這樣做
[00:08:50.000 --> 00:08:51.800]  這個是好人
[00:08:51.800 --> 00:08:53.920]  我用的方法
[00:08:53.920 --> 00:08:56.280]  我就用了一張照片
[00:08:56.280 --> 00:08:59.040]  這張照片是講述到
[00:08:59.040 --> 00:09:03.240]  進那些隔離病房前
[00:09:03.240 --> 00:09:06.080]  那些人要穿好那套衣服
[00:09:06.080 --> 00:09:07.840]  然後消毒
[00:09:07.840 --> 00:09:08.920]  頭又戴
[00:09:08.920 --> 00:09:09.840]  手又戴
[00:09:09.840 --> 00:09:11.280]  腳又要戴好
[00:09:11.280 --> 00:09:13.000]  衣服又穿好
[00:09:13.000 --> 00:09:14.880]  如果你告訴醫院那方面
[00:09:14.880 --> 00:09:17.160]  我洗澡了,醫生
[00:09:17.160 --> 00:09:18.400]  洗得很乾淨
[00:09:18.400 --> 00:09:20.160]  不洗了吧
[00:09:20.160 --> 00:09:22.480]  他讓不讓你進隔離病房?
[00:09:22.480 --> 00:09:24.040]  為什麼不讓?
[00:09:24.040 --> 00:09:25.240]  因為你看不到
[00:09:25.240 --> 00:09:27.600]  但世上我們身上有很多病毒
[00:09:27.600 --> 00:09:29.160]  很多病菌
[00:09:29.160 --> 00:09:30.520]  如果讓你進去的時候
[00:09:30.520 --> 00:09:33.120]  萬一那個剛剛骨髓移植
[00:09:33.120 --> 00:09:34.880]  完全沒有抵抗力
[00:09:34.880 --> 00:09:36.400]  一滴的病菌
[00:09:36.400 --> 00:09:38.120]  你就拿了去病
[00:09:38.120 --> 00:09:40.760]  然後我就說天堂也是一樣
[00:09:40.760 --> 00:09:43.480]  天堂是完全沒有罪的
[00:09:43.480 --> 00:09:46.880]  天堂是完全沒有過犯
[00:09:46.880 --> 00:09:48.640]  我接著就問
[00:09:48.640 --> 00:09:50.760]  你有沒有說過謊話?
[00:09:50.760 --> 00:09:54.160]  當然有,有誰沒有說過謊話?
[00:09:54.160 --> 00:09:56.480]  接著有沒有生氣過別人?
[00:09:56.480 --> 00:09:57.080]  有
[00:09:57.080 --> 00:09:58.600]  有多少人生氣過別人?
[00:09:58.600 --> 00:09:59.960]  舉手
[00:09:59.960 --> 00:10:01.400]  生氣過別人的人
[00:10:01.400 --> 00:10:02.480]  你給我們看看
[00:10:02.480 --> 00:10:04.480]  如果我們討厭別人上了天堂
[00:10:04.480 --> 00:10:06.400]  天堂還有人討厭別人
[00:10:06.400 --> 00:10:08.000]  這個是不是天堂?
[00:10:08.000 --> 00:10:08.840]  不是
[00:10:08.840 --> 00:10:10.360]  天堂還有人說謊話
[00:10:10.360 --> 00:10:11.680]  這個是不是天堂?
[00:10:11.680 --> 00:10:16.960]  天堂還有人想那些三級的東西
[00:10:16.960 --> 00:10:18.360]  是不是天堂?
[00:10:18.360 --> 00:10:19.720]  不是天堂
[00:10:19.720 --> 00:10:21.200]  是因為這樣
[00:10:21.200 --> 00:10:25.200]  所以我們必須要首先消毒
[00:10:25.200 --> 00:10:27.520]  這個消毒就是認罪悔改
[00:10:27.520 --> 00:10:29.400]  將一切的罪交給耶穌基督
[00:10:29.400 --> 00:10:33.760]  耶穌基督就將這些罪一筆勾銷
[00:10:33.760 --> 00:10:36.680]  然後將來將我們的身體都要改變
[00:10:36.680 --> 00:10:37.960]  心靈改變了
[00:10:37.960 --> 00:10:39.920]  連身體都改變了
[00:10:39.920 --> 00:10:43.760]  以致我們進入天堂不會污染這個天堂
[00:10:43.760 --> 00:10:45.240]  另一方面
[00:10:45.240 --> 00:10:47.240]  不應該做的就做了
[00:10:47.240 --> 00:10:48.160]  我又想問一問
[00:10:48.160 --> 00:10:50.520]  有多少人試過不應該做的就做了
[00:10:50.520 --> 00:10:51.840]  舉手
[00:10:51.840 --> 00:10:53.480]  每個人都有份的
[00:10:53.480 --> 00:10:54.960]  第三個字
[00:10:54.960 --> 00:10:55.800]  鬼詐
[00:10:55.800 --> 00:10:56.680]  什麼叫鬼詐?
[00:10:56.680 --> 00:10:59.080]  Rameyard 或者 RA
[00:10:59.080 --> 00:11:01.560]  就是思想上動機上
[00:11:01.560 --> 00:11:02.960]  動機上生氣
[00:11:02.960 --> 00:11:04.560]  動機上貪
[00:11:04.560 --> 00:11:08.280]  動機上看見婦女就毒淫不淫
[00:11:08.280 --> 00:11:13.720]  或者可能有些看見壯男
[00:11:13.720 --> 00:11:15.000]  就想跟他上床
[00:11:15.000 --> 00:11:17.640]  這些其實都是叫做什麼呢?
[00:11:17.640 --> 00:11:20.800]  是心裏面的罪
[00:11:20.800 --> 00:11:24.720]  聖經裏面就用鬼詐這個字眼形容
[00:11:24.720 --> 00:11:26.240]  我想問一問大家
[00:11:26.240 --> 00:11:29.600]  思想上有試過犯罪的
[00:11:29.600 --> 00:11:31.200]  可不可以舉手?
[00:11:31.200 --> 00:11:33.000]  如果沒有的這個又是聖人
[00:11:33.000 --> 00:11:34.000]  是不是呢?
[00:11:34.000 --> 00:11:35.120]  第四
[00:11:35.120 --> 00:11:36.840]  行差踏錯
[00:11:36.840 --> 00:11:38.040]  什麼叫行差踏錯呢?
[00:11:38.040 --> 00:11:38.720]  無心
[00:11:38.720 --> 00:11:41.920]  無心之失
[00:11:41.920 --> 00:11:43.320]  無心
[00:11:43.320 --> 00:11:44.160]  有幾個人試過?
[00:11:44.160 --> 00:11:45.720]  Parabates
[00:11:45.720 --> 00:11:46.720]  試過的
[00:11:46.720 --> 00:11:48.520]  我相信每個人都試過
[00:11:48.520 --> 00:11:51.040]  另外還有一道就是《雅各書》四章十七
[00:11:51.040 --> 00:11:53.240]  人若知道行善
[00:11:53.240 --> 00:11:55.200]  卻不去行
[00:11:55.200 --> 00:11:57.000]  這個就是他的什麼?
[00:11:57.000 --> 00:11:58.920]  這個就是他的罪
[00:11:58.920 --> 00:12:01.720]  這個非常清楚
[00:12:01.720 --> 00:12:02.840]  都說出來
[00:12:02.840 --> 00:12:04.600]  罪的意思
[00:12:04.600 --> 00:12:07.720]  接著我們再從經文上
[00:12:07.720 --> 00:12:08.920]  經文上
[00:12:08.920 --> 00:12:11.040]  來看看什麼叫罪呢?
[00:12:11.040 --> 00:12:14.400]  聖經裏面有很多的經文都告訴我們
[00:12:14.400 --> 00:12:17.360]  罪是什麼意思
[00:12:17.360 --> 00:12:20.240]  若是一書三章四字
[00:12:20.240 --> 00:12:23.800]  犯罪的就是怎樣?
[00:12:23.800 --> 00:12:25.800]  就是違背律法
[00:12:25.800 --> 00:12:28.120]  違背律法的就是罪
[00:12:28.120 --> 00:12:31.680]  然後馬太五章二十七到二十八字一起讀
[00:12:31.680 --> 00:12:33.680]  你們聽見有話說
[00:12:33.680 --> 00:12:35.160]  不可姦淫
[00:12:35.160 --> 00:12:36.400]  我告訴你們
[00:12:36.400 --> 00:12:39.560]  犯看見婦女就動淫念的
[00:12:39.560 --> 00:12:42.920]  這人心裡已經與她犯姦淫了
[00:12:42.920 --> 00:12:45.480]  清楚讓我們看得見
[00:12:45.480 --> 00:12:48.040]  不單止是指到聖經的律法
[00:12:48.040 --> 00:12:49.640]  神的律法
[00:12:49.640 --> 00:12:52.160]  甚至指到我們心裏面的意念
[00:12:52.160 --> 00:12:54.880]  去到約翰一書的三章十五節我們一起讀
[00:12:54.880 --> 00:12:56.880]  犯恨他弟兄的
[00:12:56.880 --> 00:12:58.120]  就是殺人
[00:12:58.120 --> 00:13:00.240]  你們曉得犯殺人的
[00:13:00.240 --> 00:13:02.760]  沒有永生存在他的裏面
[00:13:02.760 --> 00:13:05.280]  然後《雅各書》四章十七節一起讀
[00:13:05.280 --> 00:13:07.120]  人若知道行善
[00:13:07.120 --> 00:13:08.240]  卻不去行
[00:13:08.240 --> 00:13:10.160]  這就是他的罪了
[00:13:10.160 --> 00:13:14.160]  好了,現在我們就從聖經來看一看
[00:13:14.160 --> 00:13:17.440]  到底聖經對性的原則是甚麼
[00:13:17.440 --> 00:13:20.440]  然後我們再來看一看那位教授說
[00:13:20.440 --> 00:13:22.840]  聖經從來沒有說過
[00:13:22.840 --> 00:13:24.120]  同性戀是罪
[00:13:24.120 --> 00:13:25.920]  是對還是不對
[00:13:25.920 --> 00:13:30.400]  合聖經還是不合聖經呢?
[00:13:30.400 --> 00:13:34.760]  《創世紀》二章二十四節
[00:13:34.760 --> 00:13:35.680]  二十三節就說
[00:13:35.680 --> 00:13:37.920]  神就使那人沉睡
[00:13:37.920 --> 00:13:39.240]  這個阿當沉睡
[00:13:39.240 --> 00:13:40.920]  就在他身上取一根肋骨
[00:13:40.920 --> 00:13:42.640]  然後造成一個女人
[00:13:42.640 --> 00:13:46.480]  就將這個女人帶到那人的肩前
[00:13:46.480 --> 00:13:47.600]  那人就說
[00:13:47.600 --> 00:13:49.920]  「這是我骨中的骨
[00:13:49.920 --> 00:13:52.160]  是我肉中的肉」
[00:13:52.160 --> 00:13:53.880]  然後神就對他說
[00:13:53.880 --> 00:13:54.760]  一起讀
[00:13:54.760 --> 00:13:57.760]  「因此人要離開父母
[00:13:57.760 --> 00:13:59.560]  與妻子連合
[00:13:59.560 --> 00:14:01.560]  二人成為一體」
[00:14:01.560 --> 00:14:02.440]  兄弟姐妹
[00:14:02.440 --> 00:14:03.960]  在這段聖經當中
[00:14:03.960 --> 00:14:06.240]  非常重要的一件事
[00:14:06.240 --> 00:14:08.680]  「因此人」
[00:14:08.680 --> 00:14:13.200]  「人」這個字是單數
[00:14:13.200 --> 00:14:15.160]  希伯來文叫做 "ish"
[00:14:15.160 --> 00:14:17.520]  I-S-H
[00:14:17.520 --> 00:14:19.960]  你可以將它翻譯成為
[00:14:19.960 --> 00:14:22.640]  「每一個男人」
[00:14:22.640 --> 00:14:25.680]  「因此每一個男人」
[00:14:25.680 --> 00:14:28.040]  或者「一個男人」
[00:14:28.040 --> 00:14:30.360]  「要離開父母」
[00:14:30.360 --> 00:14:33.760]  「與一個Isha」
[00:14:33.760 --> 00:14:36.400]  「Isha」是單數的
[00:14:36.400 --> 00:14:39.560]  就是妻子或者女人的意思
[00:14:39.560 --> 00:14:41.520]  「與一個女人」
[00:14:41.520 --> 00:14:44.200]  「與一個妻子連合」
[00:14:44.200 --> 00:14:46.480]  然後我們看一看
[00:14:46.480 --> 00:14:49.400]  多少人成為一體?
[00:14:49.400 --> 00:14:52.480]  是二人成為一體
[00:14:52.480 --> 00:14:54.800]  這就是神的旨意
[00:14:54.800 --> 00:14:58.400]  這是神定的婚姻觀念
[00:14:58.400 --> 00:14:59.960]  所以很明顯地
[00:14:59.960 --> 00:15:01.600]  隱隱讓我們看見
[00:15:01.600 --> 00:15:03.920]  人是要離開父母的
[00:15:03.920 --> 00:15:07.720]  所以不應該考慮
[00:15:07.720 --> 00:15:10.920]  那些叫做「近親戀」
[00:15:10.920 --> 00:15:16.800]  父女、母子、兄妹、姊弟
[00:15:16.800 --> 00:15:18.640]  我們隱隱已經看見
[00:15:18.640 --> 00:15:21.760]  原來到了尼米基更加清楚的講道
[00:15:21.760 --> 00:15:26.040]  凡親戀倫是神所不容許的
[00:15:26.040 --> 00:15:29.800]  第二部分是一男一女的婚姻
[00:15:29.800 --> 00:15:32.120]  是一夫一妻的
[00:15:32.120 --> 00:15:34.600]  然後我們再看一看
[00:15:34.600 --> 00:15:39.280]  聖經裏面對二人成為一體的意義
[00:15:39.280 --> 00:15:41.720]  到底是甚麼呢?
[00:15:41.720 --> 00:15:46.720]  大家一起來看一看
[00:15:46.720 --> 00:15:51.640]  哥林多前書六章十六節
[00:15:51.640 --> 00:15:53.000]  大家找到的時候
[00:15:53.000 --> 00:15:56.360]  我們一起讀一讀這段聖經
[00:15:56.360 --> 00:15:59.400]  「豈不知與娼妓連合
[00:15:59.400 --> 00:16:02.360]  就是與他成為一體嗎?
[00:16:02.360 --> 00:16:06.640]  因為主說二人要成為一體」
[00:16:06.640 --> 00:16:12.040]  到底甚麼是「二人成為一體」呢?
[00:16:12.040 --> 00:16:15.040]  二人成為一體
[00:16:15.040 --> 00:16:19.040]  原來任何性的關係
[00:16:19.040 --> 00:16:22.560]  是一個二人成為一體的關係
[00:16:22.560 --> 00:16:23.640]  因為這樣
[00:16:23.640 --> 00:16:26.120]  如果聖經說是一男一女
[00:16:26.120 --> 00:16:27.920]  二人成為一體
[00:16:27.920 --> 00:16:29.440]  其實就是說
[00:16:29.440 --> 00:16:33.880]  性行為是要在婚姻裏面進行的
[00:16:33.880 --> 00:16:37.120]  這才叫合乎神的心意
[00:16:37.120 --> 00:16:41.280]  凡是在婚姻以外的性行為
[00:16:41.280 --> 00:16:42.600]  這都是罪
[00:16:42.600 --> 00:16:44.680]  這都是不合神的心意
[00:16:44.680 --> 00:16:47.360]  這是射不中雄心
[00:16:47.360 --> 00:16:49.760]  達不到神的標準
[00:16:49.760 --> 00:16:51.280]  各位親愛的弟兄姊妹
[00:16:51.280 --> 00:16:52.560]  所以如果有人說
[00:16:52.560 --> 00:16:55.680]  聖經沒有說過同性戀是罪嗎?
[00:16:55.680 --> 00:16:57.320]  是罪而已
[00:16:57.320 --> 00:17:00.560]  其實他對聖經裏面的罪的意義
[00:17:00.560 --> 00:17:01.720]  是不清楚的
[00:17:01.720 --> 00:17:03.400]  或者他不順氣
[00:17:03.400 --> 00:17:06.000]  或者他不想要接受
[00:17:06.000 --> 00:17:09.080]  但是聖經是非常清楚
[00:17:09.080 --> 00:17:13.960]  到底聖經對其他有關性的罪
[00:17:13.960 --> 00:17:16.760]  用甚麼字來形容呢?
[00:17:16.760 --> 00:17:19.080]  他用了兩個字
[00:17:19.080 --> 00:17:22.400]  一個字叫做moichea
[00:17:22.400 --> 00:17:24.640]  m-o-i-c-h-e-a
[00:17:24.640 --> 00:17:26.080]  moichea
[00:17:26.080 --> 00:17:29.120]  moichea這個字一般的用法
[00:17:29.120 --> 00:17:31.960]  是指結了婚的人
[00:17:31.960 --> 00:17:34.080]  他發生婚外情
[00:17:34.080 --> 00:17:37.040]  這個叫做moichea
[00:17:37.040 --> 00:17:38.200]  第二個字呢
[00:17:38.200 --> 00:17:39.680]  pornia
[00:17:39.680 --> 00:17:43.360]  就是pornography的字根
[00:17:43.360 --> 00:17:44.680]  pornia這個字
[00:17:44.680 --> 00:17:47.920]  中文的翻譯叫做淫亂
[00:17:47.920 --> 00:17:49.440]  到底甚麼是淫亂呢?
[00:17:49.440 --> 00:17:52.720]  一般的用法
[00:17:52.720 --> 00:17:55.920]  是指一個未結婚的
[00:17:55.920 --> 00:17:59.640]  跟一個異性也好
[00:17:59.640 --> 00:18:00.680]  發生關係的時候
[00:18:00.680 --> 00:18:02.600]  這個叫做淫亂
[00:18:02.600 --> 00:18:04.080]  但另一方面這個字呢
[00:18:04.080 --> 00:18:06.240]  也是一個普遍的用法
[00:18:06.240 --> 00:18:09.720]  任何人在婚姻以外
[00:18:09.720 --> 00:18:11.560]  跟另一個發生關係
[00:18:11.560 --> 00:18:14.560]  這個都叫做淫亂
[00:18:14.560 --> 00:18:16.080]  因為這樣
[00:18:16.080 --> 00:18:17.840]  我們從這個字義
[00:18:17.840 --> 00:18:20.160]  從聖經對性的方面
[00:18:20.160 --> 00:18:22.120]  他給我們的指南針
[00:18:22.120 --> 00:18:23.920]  他給我們的準則
[00:18:23.920 --> 00:18:26.240]  我們很清楚看得到
[00:18:26.240 --> 00:18:30.200]  同性的性行為是罪
[00:18:30.200 --> 00:18:34.400]  同性的性行為是神所不忠義的
