
[00:00:00.000 --> 00:00:05.000]  今天講的題目呢 是很大的題目
[00:02:15.000 --> 00:02:17.000]  我們都很熟悉了
[00:02:17.000 --> 00:02:20.000]  但我今天願意告訴大家
[00:02:20.000 --> 00:02:25.000]  拆傳的信息從舊約就開始了
[00:02:25.000 --> 00:02:27.000]  不單從舊約開始
[00:02:27.000 --> 00:02:30.000]  從創世紀就開始了
[00:02:30.000 --> 00:02:35.000]  這是非常非常重要的一段信息
[00:02:35.000 --> 00:02:37.000]  神對亞伯蘭說
[00:02:37.000 --> 00:02:42.000]  亞伯蘭我們都知道就是亞伯拉罕
[00:02:42.000 --> 00:02:45.000]  說了一句非常重要的話
[00:02:45.000 --> 00:02:47.000]  神對亞伯拉罕說
[00:02:47.000 --> 00:02:51.000]  你要離開你的本地、本族、父家
[00:02:51.000 --> 00:02:54.000]  離開你自己的地方
[00:02:54.000 --> 00:02:58.000]  往我所要指示你的地去
[00:02:58.000 --> 00:03:00.000]  請問大家
[00:03:00.000 --> 00:03:02.000]  神對亞伯蘭、亞伯拉罕
[00:03:02.000 --> 00:03:06.000]  這個護照是什麼護照
[00:03:06.000 --> 00:03:09.000]  神護照他做什麼
[00:03:09.000 --> 00:03:11.000]  應該知道
[00:03:11.000 --> 00:03:13.000]  這是一個什麼護照
[00:03:13.000 --> 00:03:16.000]  神護照他做什麼
[00:03:16.000 --> 00:03:19.000]  應該知道
[00:03:19.000 --> 00:03:23.000]  我以前有一次在加拿大講這個題目
[00:03:23.000 --> 00:03:24.000]  我就問大家
[00:03:24.000 --> 00:03:26.000]  神護照亞伯拉罕做什麼
[00:03:26.000 --> 00:03:28.000]  我有個弟兄舉手
[00:03:28.000 --> 00:03:29.000]  我說做什麼
[00:03:29.000 --> 00:03:33.000]  他說神護照亞伯拉罕辦移民
[00:03:33.000 --> 00:03:36.000]  我們這個移民頭腦太重了
[00:03:36.000 --> 00:03:40.000]  的確是辦移民
[00:03:40.000 --> 00:03:43.000]  但那個時候沒有護照這些東西
[00:03:43.000 --> 00:03:46.000]  那麼神就護照他
[00:03:46.000 --> 00:03:50.000]  離開他的本地、本族、本鄉
[00:03:50.000 --> 00:03:52.000]  到外地去
[00:03:52.000 --> 00:03:55.000]  去執行神的旨意
[00:03:55.000 --> 00:04:00.000]  這個是護照他做宣教士
[00:04:00.000 --> 00:04:04.000]  是個宣教士的護照
[00:04:04.000 --> 00:04:07.000]  神護照他做宣教
[00:04:07.000 --> 00:04:10.000]  離開他的本鄉、本土
[00:04:10.000 --> 00:04:13.000]  宣教就是這麼回事
[00:04:13.000 --> 00:04:14.000]  一百多年以前
[00:04:14.000 --> 00:04:18.000]  西方宣教士到我們中國來
[00:04:18.000 --> 00:04:21.000]  所以我們稱為西教士
[00:04:21.000 --> 00:04:24.000]  從英國、從歐洲
[00:04:24.000 --> 00:04:27.000]  然後又從美洲
[00:04:27.000 --> 00:04:29.000]  把福音帶給我們
[00:04:29.000 --> 00:04:31.000]  他們背井離鄉
[00:04:31.000 --> 00:04:34.000]  飄洋過海
[00:04:34.000 --> 00:04:35.000]  把福音帶給我們
[00:04:35.000 --> 00:04:38.000]  就是離開他的本鄉、本地、本土
[00:04:38.000 --> 00:04:42.000]  這個就是宣教士的護照
[00:04:42.000 --> 00:04:46.000]  神護照亞伯拉罕
[00:04:46.000 --> 00:04:54.000]  大大的使用他
[00:04:54.000 --> 00:04:56.000]  我們再看
[00:04:56.000 --> 00:05:01.000]  整個的聖經
[00:05:01.000 --> 00:05:06.000]  要細分的話太多了
[00:05:06.000 --> 00:05:10.000]  簡單的最大的分一下
[00:05:10.000 --> 00:05:14.000]  可以分成三大部分
[00:05:14.000 --> 00:05:17.000]  第一大部分
[00:05:17.000 --> 00:05:25.000]  是創世紀前面那十幾章
[00:05:25.000 --> 00:05:29.000]  特別是一章到十一章
[00:05:29.000 --> 00:05:32.000]  這好像是一個開頭
[00:05:32.000 --> 00:05:35.000]  講到神的創造
[00:05:35.000 --> 00:05:38.000]  講到人的墜落
[00:05:38.000 --> 00:05:41.000]  講到神的懲罰
[00:05:41.000 --> 00:05:44.000]  幾次的懲罰
[00:05:44.000 --> 00:05:47.000]  第一次的懲罰
[00:05:47.000 --> 00:05:48.000]  亞當夏娃犯罪
[00:05:48.000 --> 00:05:51.000]  神把他們趕出去伊甸園
[00:05:51.000 --> 00:05:55.000]  本來在樂園裡面多麼好
[00:05:55.000 --> 00:05:58.000]  但是不聽神的話
[00:05:58.000 --> 00:06:01.000]  被神趕出去了
[00:06:01.000 --> 00:06:04.000]  這一次的懲罰好厲害
[00:06:04.000 --> 00:06:07.000]  然後又來了
[00:06:07.000 --> 00:06:10.000]  到了創世紀第六章
[00:06:10.000 --> 00:06:12.000]  聖經告訴我們說
[00:06:12.000 --> 00:06:20.000]  世人終日的思想盡都是惡
[00:06:20.000 --> 00:06:22.000]  神又懲罰他們
[00:06:22.000 --> 00:06:26.000]  洪水滅世
[00:06:26.000 --> 00:06:31.000]  只剩下挪亞一家八口
[00:06:31.000 --> 00:06:34.000]  好厲害的懲罰
[00:06:34.000 --> 00:06:39.000]  然後挪亞的後代又犯罪
[00:06:39.000 --> 00:06:41.000]  細講太多了
[00:06:41.000 --> 00:06:44.000]  造巴別塔
[00:06:44.000 --> 00:06:47.000]  要紀念他們自己的名
[00:06:47.000 --> 00:06:48.000]  自我高舉
[00:06:48.000 --> 00:06:49.000]  造巴別塔
[00:06:49.000 --> 00:06:54.000]  要塔點通天
[00:06:54.000 --> 00:06:56.000]  紀念神的名
[00:06:56.000 --> 00:06:59.000]  紀念自己的名
[00:06:59.000 --> 00:07:01.000]  所以神又懲罰他們
[00:07:01.000 --> 00:07:03.000]  分散他們的言語
[00:07:03.000 --> 00:07:07.000]  就分散在全地
[00:07:07.000 --> 00:07:10.000]  當然以後又有更大的懲罰
[00:07:10.000 --> 00:07:11.000]  我們都知道
[00:07:11.000 --> 00:07:17.000]  索多瑪、厄莫拉這兩個城市犯罪
[00:07:17.000 --> 00:07:18.000]  神降火
[00:07:18.000 --> 00:07:21.000]  從天上降火下來
[00:07:21.000 --> 00:07:25.000]  那兩個城市完全毀滅
[00:07:25.000 --> 00:07:28.000]  不是開玩笑的
[00:07:28.000 --> 00:07:32.000]  因為他們犯罪頂撞神
[00:07:32.000 --> 00:07:37.000]  那請問索多瑪、厄莫拉犯什麼罪呢
[00:07:37.000 --> 00:07:38.000]  他們是罪惡的城市
[00:07:38.000 --> 00:07:41.000]  每個城市都是罪惡的
[00:07:41.000 --> 00:07:44.000]  哪一個城市不犯罪
[00:07:44.000 --> 00:07:50.000]  為什麼索多瑪、厄莫拉是這樣受嚴重的懲罰
[00:07:50.000 --> 00:07:54.000]  因為這兩個城市有一個特別的罪
[00:07:54.000 --> 00:07:57.000]  就是同性戀的罪
[00:07:57.000 --> 00:08:00.000]  homosexuality
[00:08:00.000 --> 00:08:03.000]  在歷史裡面我們都知道的
[00:08:03.000 --> 00:08:07.000]  這是神所憎惡的罪
[00:08:07.000 --> 00:08:13.000]  很不幸今天這個罪又臨到世界
[00:08:13.000 --> 00:08:16.000]  當然這個罪一直都有在歷史裡面
[00:08:16.000 --> 00:08:21.000]  但今天是公開的公然的
[00:08:21.000 --> 00:08:24.000]  今天的歐洲特別是西歐
[00:08:24.000 --> 00:08:31.000]  每一個國家西歐都是同性結婚合法
[00:08:31.000 --> 00:08:39.000]  加拿大全國每個省份都同性結婚合法
[00:08:39.000 --> 00:08:45.000]  美國我和王世母住在美國已經五十多年了
[00:08:45.000 --> 00:08:50.000]  我們眼看著美國的墜落跟著歐洲走
[00:08:50.000 --> 00:08:53.000]  美國現在已經有五十州
[00:08:53.000 --> 00:08:57.000]  現在已經有十幾個州同性結婚合法
[00:08:57.000 --> 00:08:59.000]  我們住在加州
[00:08:59.000 --> 00:09:03.000]  加州現在還在打官司
[00:09:03.000 --> 00:09:07.000]  雙方面在爭論
[00:09:07.000 --> 00:09:13.000]  我們看見今天這個世代是索多瑪的世代
[00:09:13.000 --> 00:09:18.000]  我們華人教會在這一方面要站立得住
[00:09:18.000 --> 00:09:22.000]  不要走索多瑪的道路
[00:09:22.000 --> 00:09:26.000]  當然對方有很多的理由
[00:09:26.000 --> 00:09:29.000]  各種的辯論
[00:09:29.000 --> 00:09:33.000]  我們大家要根據創世紀
[00:09:33.000 --> 00:09:36.000]  給他們看創世紀十九章
[00:09:36.000 --> 00:09:41.000]  給他們看羅馬書一章
[00:09:41.000 --> 00:09:44.000]  都講得非常非常清楚
[00:09:44.000 --> 00:09:47.000]  這個罪是神所贈物的
[00:09:47.000 --> 00:09:53.000]  神要大大的懲罰
[00:09:53.000 --> 00:10:00.000]  然後從創世紀十二章開始
[00:10:00.000 --> 00:10:04.000]  好像這個世界進入了一個新的階段
[00:10:04.000 --> 00:10:10.000]  神對於人有一個新的引導
[00:10:10.000 --> 00:10:14.000]  選擇、簡選、作法
[00:10:14.000 --> 00:10:18.000]  神選造了亞伯拉罕
[00:10:18.000 --> 00:10:20.000]  從那個罪惡萬年之中
[00:10:20.000 --> 00:10:24.000]  神選造了亞伯拉罕
[00:10:24.000 --> 00:10:27.000]  本來叫亞伯蘭
[00:10:27.000 --> 00:10:30.000]  選造他
[00:10:30.000 --> 00:10:32.000]  讓你離開你的家鄉
[00:10:32.000 --> 00:10:35.000]  這個太罪惡
[00:10:35.000 --> 00:10:38.000]  離開這個家鄉
[00:10:38.000 --> 00:10:44.000]  讓我只是你的地區
[00:10:44.000 --> 00:10:46.000]  所以從創世紀十二章開始
[00:10:46.000 --> 00:10:48.000]  到了游大叔
[00:10:48.000 --> 00:10:52.000]  這聖經的主體
[00:10:52.000 --> 00:10:55.000]  神要藉著亞伯拉罕
[00:10:55.000 --> 00:10:57.000]  而得到一個民族
[00:10:57.000 --> 00:10:59.000]  以色列人
[00:10:59.000 --> 00:11:01.000]  是屬於他的
[00:11:01.000 --> 00:11:03.000]  屬於神的
[00:11:03.000 --> 00:11:05.000]  神也要再擴大
[00:11:05.000 --> 00:11:10.000]  通過以色列人而得到全世界
[00:11:10.000 --> 00:11:14.000]  這是神對以色列人的指望
[00:11:14.000 --> 00:11:18.000]  當然以色列人失敗了
[00:11:18.000 --> 00:11:20.000]  神多次多次拯救他們
[00:11:20.000 --> 00:11:22.000]  祝福他們
[00:11:22.000 --> 00:11:26.000]  但以色列人虧欠神
[00:11:26.000 --> 00:11:29.000]  失敗了
[00:11:29.000 --> 00:11:32.000]  這是在舊約時代
[00:11:32.000 --> 00:11:37.000]  神對於亞伯拉罕和以色列人的盼望
[00:11:37.000 --> 00:11:41.000]  神選造亞伯拉罕
[00:11:41.000 --> 00:11:42.000]  這一個人
[00:11:42.000 --> 00:11:46.000]  從他得到一家人
[00:11:46.000 --> 00:11:50.000]  亞伯拉罕以撒雅各
[00:11:50.000 --> 00:11:55.000]  雅各後來神給他改名字叫做以色列
[00:11:55.000 --> 00:11:58.000]  成為以色列人
[00:11:58.000 --> 00:12:02.000]  神願意通過以色列人而得到普世
[00:12:02.000 --> 00:12:05.000]  而把他的恩典傳給普世
[00:12:05.000 --> 00:12:11.000]  這是神對於亞伯拉罕和以色列人的指望
[00:12:11.000 --> 00:12:19.000]  但是以色列人使神失望
[00:12:19.000 --> 00:12:21.000]  我們今天教會卻要
[00:12:21.000 --> 00:12:23.000]  不要效法以色列人
[00:12:23.000 --> 00:12:28.000]  使神失望的這個榜樣
[00:12:28.000 --> 00:12:30.000]  我們要求主恩待
[00:12:30.000 --> 00:12:37.000]  我們今天要活出來神對我們的指望
[00:12:37.000 --> 00:12:43.000]  這個圖就使舊約時代神的心意更清楚
[00:12:43.000 --> 00:12:45.000]  神選選亞伯拉罕
[00:12:45.000 --> 00:12:47.000]  從亞伯拉罕得到以色列人
[00:12:47.000 --> 00:12:53.000]  神盼望藉著以色列人得到普世
[00:12:53.000 --> 00:13:02.000]  好像剛才我所讀的《創世紀十二章》
[00:13:02.000 --> 00:13:04.000]  《創世紀十二章》一節到三節
[00:13:04.000 --> 00:13:07.000]  大家千萬要把它記住
[00:13:07.000 --> 00:13:12.000]  這是宣教的根基
[00:13:12.000 --> 00:13:19.000]  宣教從這裡開始的
[00:13:19.000 --> 00:13:23.000]  因為這裡神呼召亞伯拉罕
[00:13:23.000 --> 00:13:25.000]  給他各樣的祝福
[00:13:25.000 --> 00:13:28.000]  同時也給他責任
[00:13:28.000 --> 00:13:32.000]  再看新約
[00:13:32.000 --> 00:13:35.000]  《十字經傳》一章八節
[00:13:35.000 --> 00:13:39.000]  主耶穌對他的門徒說什麼
[00:13:39.000 --> 00:13:42.000]  但聖靈要降臨在你們身上
[00:13:42.000 --> 00:13:45.000]  你們就必得到能力
[00:13:45.000 --> 00:13:47.000]  並要在耶路撒冷
[00:13:47.000 --> 00:13:48.000]  猶太全地
[00:13:48.000 --> 00:13:49.000]  撒瑪利亞
[00:13:49.000 --> 00:13:51.000]  直到地極
[00:13:51.000 --> 00:13:54.000]  做我的見證
[00:13:54.000 --> 00:13:57.000]  這是主給他們的吩咐
[00:13:57.000 --> 00:14:01.000]  我們看這個方向是一樣的
[00:14:01.000 --> 00:14:03.000]  從一個人
[00:14:03.000 --> 00:14:04.000]  從一個地方
[00:14:04.000 --> 00:14:06.000]  得到一個民族
[00:14:06.000 --> 00:14:10.000]  從這個民族擴大擴大擴大
[00:14:10.000 --> 00:14:13.000]  一直得到普世
[00:14:13.000 --> 00:14:16.000]  這個方向是一樣的
[00:14:16.000 --> 00:14:20.000]  這個圖就更清楚
[00:14:20.000 --> 00:14:22.000]  主耶穌基督
[00:14:22.000 --> 00:14:25.000]  他為我們死在十字架上
[00:14:25.000 --> 00:14:27.000]  替我們贖罪
[00:14:27.000 --> 00:14:29.000]  我們因信而稱義
[00:14:29.000 --> 00:14:30.000]  得救
[00:14:30.000 --> 00:14:35.000]  由永生成為神的兒女
[00:14:35.000 --> 00:14:36.000]  所以主耶穌記得
[00:14:36.000 --> 00:14:39.000]  他自己的受死的功勞
[00:14:39.000 --> 00:14:40.000]  就得到了
[00:14:40.000 --> 00:14:43.000]  我們就得到了教會
[00:14:43.000 --> 00:14:46.000]  我們就是教會
[00:14:46.000 --> 00:14:47.000]  教會是主的身體
[00:14:47.000 --> 00:14:51.000]  主是教會的頭
[00:14:51.000 --> 00:14:53.000]  但不只是得到教會而已
[00:14:53.000 --> 00:14:54.000]  有一個目的
[00:14:54.000 --> 00:14:56.000]  有一個使命
[00:14:56.000 --> 00:15:00.000]  這個使命是全世界
[00:15:00.000 --> 00:15:03.000]  這個就是拆穿
[00:15:03.000 --> 00:15:06.000]  這個就是宣教
[00:15:06.000 --> 00:15:07.000]  所以我們可以看
[00:15:07.000 --> 00:15:08.000]  教會的目的是
[00:15:08.000 --> 00:15:13.000]  教會的身份是多麼重要
[00:15:13.000 --> 00:15:15.000]  所以有一位神重用的僕人
[00:15:15.000 --> 00:15:18.000]  他說一句話
[00:15:18.000 --> 00:15:20.000]  主耶穌沒有手
[00:15:20.000 --> 00:15:23.000]  我們是他的手
[00:15:23.000 --> 00:15:24.000]  主耶穌沒有腳
[00:15:24.000 --> 00:15:27.000]  我們是他的腳
[00:15:27.000 --> 00:15:28.000]  主耶穌沒有口
[00:15:28.000 --> 00:15:29.000]  我們是他的口
[00:15:29.000 --> 00:15:32.000]  要傳他
[00:15:32.000 --> 00:15:33.000]  換句話說
[00:15:33.000 --> 00:15:35.000]  主要使用我們的手
[00:15:35.000 --> 00:15:36.000]  我們的腳
[00:15:36.000 --> 00:15:38.000]  我們的口
[00:15:38.000 --> 00:15:44.000]  來廣傳他的福音
[00:15:44.000 --> 00:15:47.000]  我們再看
[00:15:47.000 --> 00:15:48.000]  我們中國
[00:15:48.000 --> 00:15:54.000]  我們華人本身的歷史文化的方向
[00:15:54.000 --> 00:15:58.000]  所謂修齊治平
[00:15:58.000 --> 00:15:59.000]  一樣的方向
[00:15:59.000 --> 00:16:01.000]  很奇妙
[00:16:01.000 --> 00:16:05.000]  我們從小就讀這一套
[00:16:05.000 --> 00:16:07.000]  當我們信主之後成為基督徒
[00:16:07.000 --> 00:16:09.000]  我們看聖經的教訓
[00:16:09.000 --> 00:16:12.000]  方向是一樣的
[00:16:12.000 --> 00:16:14.000]  從個人開始
[00:16:14.000 --> 00:16:16.000]  到我們的家
[00:16:16.000 --> 00:16:18.000]  到我們的民族
[00:16:18.000 --> 00:16:22.000]  然後全世界
[00:16:22.000 --> 00:16:24.000]  所以對我們華人基督徒來說
[00:16:24.000 --> 00:16:27.000]  華人的教會來說
[00:16:27.000 --> 00:16:32.000]  我們去做宣教非常應該是自然
[00:16:32.000 --> 00:16:34.000]  合理
[00:16:34.000 --> 00:16:36.000]  是自然而然的
[00:16:36.000 --> 00:16:37.000]  因為我們的文化
[00:16:37.000 --> 00:16:41.000]  從小就是這樣被教導
[00:16:41.000 --> 00:16:42.000]  從一個人到一家
[00:16:42.000 --> 00:16:43.000]  到一個民族
[00:16:43.000 --> 00:16:49.000]  到全世界
[00:16:49.000 --> 00:16:53.000]  那全世界是什麼意思呢
[00:16:53.000 --> 00:17:00.000]  第四篇第六十七篇所說的最完備
[00:17:00.000 --> 00:17:03.000]  四篇六十七篇是舊約聖經裡面
[00:17:03.000 --> 00:17:10.000]  講到萬國萬民萬邦最多的一篇聖經
[00:17:10.000 --> 00:17:15.000]  我希望我們回去要多看這一章
[00:17:15.000 --> 00:17:19.000]  這章不長很短
[00:17:19.000 --> 00:17:22.000]  能夠把它背下來更好
[00:17:22.000 --> 00:17:26.000]  從頭到尾說到萬國萬民萬邦
[00:17:26.000 --> 00:17:31.000]  願萬民都稱讚你
[00:17:31.000 --> 00:17:39.000]  那裡是講到宣教最多的一章舊約的聖經
[00:17:39.000 --> 00:17:41.000]  我們求主憐憫
[00:17:41.000 --> 00:17:44.000]  但今天華人教會
[00:17:44.000 --> 00:17:47.000]  不論從舊約從新約的教訓
[00:17:47.000 --> 00:17:52.000]  對於包括我們本國的文化方向
[00:17:52.000 --> 00:17:56.000]  都是從一處到萬邦
[00:17:56.000 --> 00:18:01.000]  從自己到一家到民族到普世
[00:18:01.000 --> 00:18:04.000]  我們求主憐憫
[00:18:04.000 --> 00:18:08.000]  但願華人教會今天在普世宣教方面
[00:18:08.000 --> 00:18:13.000]  百尺竿頭更進一步
[00:18:13.000 --> 00:18:18.000]  要向普世負起福音的責任
[00:18:18.000 --> 00:18:23.000]  這些給我們看見一個事實
[00:18:23.000 --> 00:18:27.000]  聖經裡面所說的神給我們
[00:18:27.000 --> 00:18:33.000]  就是屬他的人的兩個使命
[00:18:33.000 --> 00:18:36.000]  兩個命題
[00:18:36.000 --> 00:18:39.000]  我想我這一說大家都知道
[00:18:39.000 --> 00:18:46.000]  第一就是神給我們的讓我們領受祝福
[00:18:46.000 --> 00:18:49.000]  是白白的祝福
[00:18:49.000 --> 00:18:52.000]  我們不是因為我們有什麼好處長處
[00:18:52.000 --> 00:18:54.000]  而得到這些福氣
[00:18:54.000 --> 00:18:58.000]  是神白白的賜給我們
[00:18:58.000 --> 00:19:01.000]  舊約新約都是一樣
[00:19:01.000 --> 00:19:04.000]  舊約的時候神捐獻亞伯拉罕和以色列人
[00:19:04.000 --> 00:19:07.000]  並不是因為他們有什麼特別長處
[00:19:07.000 --> 00:19:09.000]  沒有
[00:19:09.000 --> 00:19:13.000]  事實上他們違背神太多了
[00:19:13.000 --> 00:19:16.000]  今天新約時代神拯救你我
[00:19:16.000 --> 00:19:18.000]  我們因信稱義
[00:19:18.000 --> 00:19:21.000]  我們白白得救
[00:19:21.000 --> 00:19:24.000]  也不是因為你我有什麼長處
[00:19:24.000 --> 00:19:28.000]  是神給我們的恩典
[00:19:28.000 --> 00:19:32.000]  所以這兩個命題裡面第一個
[00:19:32.000 --> 00:19:34.000]  是領受祝福
[00:19:34.000 --> 00:19:38.000]  白白的領受神的恩典
[00:19:38.000 --> 00:19:43.000]  但這個領受恩典之後不是就完了
[00:19:43.000 --> 00:19:47.000]  跟著來的有責任
[00:19:47.000 --> 00:19:49.000]  神給我們的恩典裡面
[00:19:49.000 --> 00:19:52.000]  跟著來的都有責任
[00:19:52.000 --> 00:19:55.000]  我們看剛才小讀的
[00:19:55.000 --> 00:19:57.000]  創世紀十二章
[00:19:57.000 --> 00:20:01.000]  剛才我們讀的第二節
[00:20:01.000 --> 00:20:03.000]  神對亞伯拉罕說
[00:20:03.000 --> 00:20:07.000]  我必叫你成為大國
[00:20:07.000 --> 00:20:10.000]  我必賜福給你
[00:20:10.000 --> 00:20:12.000]  叫你的名為大
[00:20:12.000 --> 00:20:16.000]  這麼多的祝福
[00:20:16.000 --> 00:20:18.000]  但這個不是完了
[00:20:18.000 --> 00:20:20.000]  下面還有一句話
[00:20:20.000 --> 00:20:22.000]  下面這句話說什麼
[00:20:22.000 --> 00:20:26.000]  你也要叫別人得福
[00:20:26.000 --> 00:20:29.000]  亞伯拉罕呢
[00:20:29.000 --> 00:20:31.000]  你自己得到這麼大的福氣
[00:20:31.000 --> 00:20:34.000]  這麼多福氣不是就算了
[00:20:34.000 --> 00:20:38.000]  你也要把這個福氣傳給別人
[00:20:38.000 --> 00:20:41.000]  這個就是宣教
[00:20:41.000 --> 00:20:45.000]  這個就是拆傳
[00:20:45.000 --> 00:20:47.000]  不但如此
[00:20:47.000 --> 00:20:49.000]  再接著往下看
[00:20:49.000 --> 00:20:52.000]  你要叫別人得福
[00:20:52.000 --> 00:20:55.000]  這個別人這兩個字是誰呢
[00:20:55.000 --> 00:20:57.000]  誰是別人呢
[00:20:57.000 --> 00:21:00.000]  下面第三節告訴我們
[00:21:00.000 --> 00:21:06.000]  地上的萬族都要因你得福
[00:21:06.000 --> 00:21:10.000]  地上的萬族都要因你得福
[00:21:10.000 --> 00:21:12.000]  換句話說
[00:21:12.000 --> 00:21:16.000]  你要叫別人得福這是宣教
[00:21:16.000 --> 00:21:18.000]  地上的萬族都要因你得福
[00:21:18.000 --> 00:21:24.000]  這個是跨文化宣教
[00:21:24.000 --> 00:21:27.000]  不但是向你的本族本民宣教
[00:21:27.000 --> 00:21:31.000]  你也要向萬族萬民宣教
[00:21:31.000 --> 00:21:34.000]  所謂跨文化
[00:21:34.000 --> 00:21:37.000]  這個道理大家聽得很多了
[00:21:37.000 --> 00:21:40.000]  但是怎麼樣
[00:21:40.000 --> 00:21:41.000]  一直到今天
[00:21:41.000 --> 00:21:43.000]  請問大家弟兄姊妹們
[00:21:43.000 --> 00:21:49.000]  我們華人教會做跨文化宣教的多不多
[00:21:49.000 --> 00:21:52.000]  多不多
[00:21:52.000 --> 00:21:55.000]  有不少人在搖頭
[00:21:55.000 --> 00:21:57.000]  搖頭的就對了
[00:21:57.000 --> 00:21:59.000]  很誠實
[00:21:59.000 --> 00:22:01.000]  我們華人教會今天不錯
[00:22:01.000 --> 00:22:02.000]  感謝主
[00:22:02.000 --> 00:22:06.000]  我們這四十多年以來在做拆傳了
[00:22:06.000 --> 00:22:08.000]  但我們所謂的拆傳
[00:22:08.000 --> 00:22:12.000]  多半還是所謂M1
[00:22:12.000 --> 00:22:17.000]  這個宣教第一步的宣教
[00:22:17.000 --> 00:22:20.000]  還是向本文化
[00:22:20.000 --> 00:22:23.000]  本種族的人宣教
[00:22:23.000 --> 00:22:25.000]  神給我恩典
[00:22:25.000 --> 00:22:30.000]  給我機會到世界各處跑
[00:22:30.000 --> 00:22:32.000]  在各處看見我們華人的宣教工作
[00:22:32.000 --> 00:22:35.000]  華人宣教事
[00:22:35.000 --> 00:22:36.000]  我舉個比方
[00:22:36.000 --> 00:22:38.000]  比如說泰國
[00:22:38.000 --> 00:22:40.000]  去泰國不少次
[00:22:40.000 --> 00:22:44.000]  看見泰國的華人宣教事在那裡工作
[00:22:44.000 --> 00:22:46.000]  但是我就發覺一件事情
[00:22:46.000 --> 00:22:48.000]  請問大家
[00:22:48.000 --> 00:22:51.000]  在外國的華人宣教事
[00:22:51.000 --> 00:22:54.000]  在泰國也好緬甸也好什麼地方也好
[00:22:54.000 --> 00:22:59.000]  請問他們的工作的對象多半是誰呀
[00:22:59.000 --> 00:23:01.000]  是誰呀
[00:23:01.000 --> 00:23:02.000]  對
[00:23:02.000 --> 00:23:05.000]  我們都很誠實
[00:23:05.000 --> 00:23:08.000]  華人宣教事不論到哪一個國家
[00:23:08.000 --> 00:23:13.000]  他們工作的對象多半是華人
[00:23:13.000 --> 00:23:14.000]  不錯
[00:23:14.000 --> 00:23:16.000]  在地理方面
[00:23:16.000 --> 00:23:20.000]  他們走出去了
[00:23:20.000 --> 00:23:22.000]  但是在文化方面
[00:23:22.000 --> 00:23:23.000]  種族方面
[00:23:23.000 --> 00:23:28.000]  還沒有太多走出去
[00:23:28.000 --> 00:23:32.000]  這是我們宣教要再進一步的地方
[00:23:32.000 --> 00:23:33.000]  我們不錯
[00:23:33.000 --> 00:23:36.000]  到了外國
[00:23:36.000 --> 00:23:39.000]  但是我們的對象還是華人
[00:23:39.000 --> 00:23:41.000]  當然要向華人工作了
[00:23:41.000 --> 00:23:42.000]  毫無問題
[00:23:42.000 --> 00:23:44.000]  絕對應該的
