
[00:00:00.000 --> 00:00:02.000]  大家一起低下祈禱
[00:27:01.000 --> 00:27:07.000]  梁國雄議員
[00:27:31.000 --> 00:27:37.000]  梁國雄議員
[00:28:01.000 --> 00:28:07.000]  主席
[00:28:31.000 --> 00:28:37.000]  梁國雄議員
[00:29:01.000 --> 00:29:07.000]  主席
[00:29:31.000 --> 00:29:37.000]  梁國雄議員
[00:30:01.000 --> 00:30:07.000]  主席
[00:30:31.000 --> 00:30:37.000]  梁國雄議員
[00:31:01.000 --> 00:31:07.000]  主席
[00:31:31.000 --> 00:31:37.000]  鍾國斌議員
[00:32:01.000 --> 00:32:07.000]  梁國雄議員
[00:32:31.000 --> 00:32:37.000]  梁國雄議員
[00:33:01.000 --> 00:33:07.000]  主席
[00:33:31.000 --> 00:33:37.000]  梁國雄議員
[00:34:01.000 --> 00:34:07.000]  梁國雄議員
[00:34:31.000 --> 00:34:37.000]  主席
[00:35:01.000 --> 00:35:07.000]  梁國雄議員
[00:35:31.000 --> 00:35:37.000]  梁國雄議員
[00:36:01.000 --> 00:36:07.000]  梁國雄議員
[00:36:31.000 --> 00:36:37.000]  梁國雄議員
[00:37:01.000 --> 00:37:07.000]  主席
[00:37:31.000 --> 00:37:37.000]  梁國雄議員
[00:38:01.000 --> 00:38:07.000]  主席
[00:38:31.000 --> 00:38:37.000]  梁國雄議員
[00:39:01.000 --> 00:39:07.000]  主席
[00:39:31.000 --> 00:39:37.000]  梁國雄議員
[00:40:01.000 --> 00:40:07.000]  主席
[00:40:31.000 --> 00:40:37.000]  梁國雄議員
[00:41:01.000 --> 00:41:07.000]  主席
[00:41:30.000 --> 00:41:36.000]  梁國雄議員
[00:42:01.000 --> 00:42:07.000]  梁國雄議員
[00:42:31.000 --> 00:42:37.000]  主席
[00:43:01.000 --> 00:43:07.000]  梁國雄議員
[00:43:30.000 --> 00:43:36.000]  主席
[00:44:01.000 --> 00:44:07.000]  梁國雄議員
[00:44:31.000 --> 00:44:37.000]  主席
[00:45:01.000 --> 00:45:07.000]  梁國雄議員
[00:45:31.000 --> 00:45:37.000]  主席
[00:46:01.000 --> 00:46:07.000]  梁國雄議員
[00:46:31.000 --> 00:46:37.000]  主席
[00:47:01.000 --> 00:47:07.000]  梁國雄議員
[00:47:31.000 --> 00:47:37.000]  梁國雄議員
[00:48:01.000 --> 00:48:07.000]  主席
[00:48:31.000 --> 00:48:37.000]  梁國雄議員
[00:49:01.000 --> 00:49:07.000]  梁國雄議員
[00:49:31.000 --> 00:49:37.000]  主席
[00:50:01.000 --> 00:50:07.000]  梁國雄議員
[00:50:31.000 --> 00:50:37.000]  梁國雄議員
[00:51:01.000 --> 00:51:07.000]  梁國雄議員
[00:51:31.000 --> 00:51:37.000]  主席
[00:52:01.000 --> 00:52:07.000]  梁國雄議員
[00:52:31.000 --> 00:52:37.000]  主席
[00:53:01.000 --> 00:53:07.000]  梁國雄議員
[00:53:31.000 --> 00:53:37.000]  梁國雄議員
[00:54:01.000 --> 00:54:07.000]  主席
[00:54:31.000 --> 00:54:37.000]  梁國雄議員
[00:55:01.000 --> 00:55:07.000]  梁國雄議員
[00:55:31.000 --> 00:55:37.000]  主席
