
[00:00:00.000 --> 00:00:02.000]  各位姐妹們,主內,平安!
[00:02:52.000 --> 00:02:56.000]  一身衝心的義奉、敬畏神
[00:02:56.000 --> 00:02:58.000]  他首次在《正經》出現
[00:02:58.000 --> 00:03:01.000]  是在7.14.17章
[00:03:01.000 --> 00:03:04.000]  當時《史詩正傳》過海之後
[00:03:04.000 --> 00:03:06.000]  《史詩正傳》帶領百姓
[00:03:06.000 --> 00:03:08.000]  和亞摩利人爭戰
[00:03:08.000 --> 00:03:12.000]  大家都記得,摩登在山上,何時舉手
[00:03:12.000 --> 00:03:16.000]  百姓何時發生這一幕
[00:03:16.000 --> 00:03:21.000]  後來約旻那和另外十一位的探子
[00:03:21.000 --> 00:03:25.000]  就提供摩西的差卷去覓探加拿大
[00:03:25.000 --> 00:03:28.000]  我估計他當時大概十幾歲
[00:03:28.000 --> 00:03:35.000]  之後約旻那的百姓就在漢野接受認識
[00:03:35.000 --> 00:03:42.000]  就說約旻那接觸摩西,帶領以色列人
[00:03:42.000 --> 00:03:45.000]  多了一群人中入去加拿大
[00:03:45.000 --> 00:03:47.000]  在這幾十年的裏面
[00:03:47.000 --> 00:03:49.000]  約旻那從經發展
[00:03:49.000 --> 00:03:53.000]  他對群的忍耐、保護、尊敬
[00:03:53.000 --> 00:03:55.000]  有很深刻的經歷
[00:03:55.000 --> 00:03:57.000]  來到約旻那的第二章
[00:03:57.000 --> 00:04:01.000]  是約旻那人生見異情
[00:04:01.000 --> 00:04:03.000]  約旻那離世的時候
[00:04:03.000 --> 00:04:05.000]  一百一十歲
[00:04:05.000 --> 00:04:08.000]  因為他現在已經是一個過百歲的女人家
[00:04:08.000 --> 00:04:10.000]  他要把握最後的機會
[00:04:10.000 --> 00:04:15.000]  來向他的子民發出一個很重要的呼籲
[00:04:15.000 --> 00:04:17.000]  剛才所讀的兩節經文
[00:04:17.000 --> 00:04:23.000]  是一天下空瑜的特徵
[00:04:23.000 --> 00:04:26.000]  亦都是頂章經文裏面的公詞
[00:04:26.000 --> 00:04:28.000]  在剛才讀的時候
[00:04:28.000 --> 00:04:33.000]  你會留意到「自縱」這兩個字
[00:04:33.000 --> 00:04:34.000]  在剛才同一節的出現
[00:04:34.000 --> 00:04:37.000]  有七字和四字的經文
[00:04:37.000 --> 00:04:39.000]  在整章的四章裏面
[00:04:39.000 --> 00:04:41.000]  出現了十字和四字的經文
[00:04:41.000 --> 00:04:43.000]  在剛才同一節的出現
[00:04:43.000 --> 00:04:48.000]  很明顯「自縱」在這段異經文裏面
[00:04:48.000 --> 00:04:51.000]  有很重要的使詞
[00:04:51.000 --> 00:04:54.000]  而約旻那所說的「自縱」是甚麼意思?
[00:04:54.000 --> 00:04:55.000]  是否要做一些事?
[00:04:55.000 --> 00:04:58.000]  就像我們在教會裏面有些事務崗位
[00:04:58.000 --> 00:05:01.000]  我們要去完成一些工作
[00:05:01.000 --> 00:05:03.000]  等等
[00:05:03.000 --> 00:05:07.000]  當然有部份意見是這樣
[00:05:07.000 --> 00:05:09.000]  不過不是全部的意見
[00:05:09.000 --> 00:05:13.000]  更加不是最重要的意見
[00:05:13.000 --> 00:05:15.000]  「自縱」這一個字
[00:05:15.000 --> 00:05:18.000]  在這裏有「復」的意見
[00:05:18.000 --> 00:05:20.000]  更加是「無復」的意見
[00:05:20.000 --> 00:05:23.000]  是復興和主人之間的關係
[00:05:23.000 --> 00:05:25.000]  這個效忠的含義
[00:05:25.000 --> 00:05:27.000]  而另一方面
[00:05:27.000 --> 00:05:32.000]  「自縱」亦有「敬拜」的意思
[00:05:32.000 --> 00:05:34.000]  就像我們所讀的
[00:05:34.000 --> 00:05:36.000]  寶羅馬書十文章一節
[00:05:36.000 --> 00:05:37.000]  寶羅所說的
[00:05:37.000 --> 00:05:39.000]  「你們如是」
[00:05:39.000 --> 00:05:41.000]  「自縱」
[00:05:41.000 --> 00:05:43.000]  有些正經的「復」字
[00:05:43.000 --> 00:05:44.000]  「敬拜」
[00:05:44.000 --> 00:05:46.000]  就是理所當然
[00:05:46.000 --> 00:05:48.000]  就是同一個字
[00:05:48.000 --> 00:05:50.000]  有英文譯本
[00:05:50.000 --> 00:05:52.000]  甚至直接將
[00:05:52.000 --> 00:05:54.000]  約書亞這段的經文裏面
[00:05:54.000 --> 00:05:56.000]  「自縱」這個字
[00:05:56.000 --> 00:06:00.000]  用「敬拜」的意思
[00:06:00.000 --> 00:06:03.000]  約書亞在這裏所說的意見
[00:06:03.000 --> 00:06:05.000]  不是單單只是完成一些工作
[00:06:05.000 --> 00:06:07.000]  完成一些的差異
[00:06:07.000 --> 00:06:12.000]  而是一個敬拜生命的禮儀
[00:06:12.000 --> 00:06:14.000]  是一個維新的生命
[00:06:14.000 --> 00:06:17.000]  自然的結局
[00:06:17.000 --> 00:06:25.000]  是我們宣告神在我們生命裏面的審訊
[00:06:25.000 --> 00:06:31.000]  對於約書亞的遭遇
[00:06:31.000 --> 00:06:33.000]  是怎樣的呢?
[00:06:33.000 --> 00:06:35.000]  十六法八章
[00:06:35.000 --> 00:06:37.000]  它是這樣說
[00:06:37.000 --> 00:06:39.000]  「我們自願不敢離棄耶和華」
[00:06:39.000 --> 00:06:41.000]  「去試訓結席」
[00:06:41.000 --> 00:06:43.000]  「因耶和華我們的神」
[00:06:43.000 --> 00:06:45.000]  「曾將我們和我們列祖」
[00:06:45.000 --> 00:06:48.000]  「從埃及地的圍爐之下」
[00:06:48.000 --> 00:06:50.000]  「認得來」
[00:06:50.000 --> 00:06:51.000]  「在我們眼前」
[00:06:51.000 --> 00:06:53.000]  「行了那些誕生的」
[00:06:53.000 --> 00:06:55.000]  「在我們所行的道相」
[00:06:55.000 --> 00:06:57.000]  「所經過的諸國」
[00:06:57.000 --> 00:06:59.000]  「都保護了我們」
[00:06:59.000 --> 00:07:00.000]  「耶和華」
[00:07:00.000 --> 00:07:02.000]  「在他至死地的阿摩利人」
[00:07:02.000 --> 00:07:04.000]  「都曾在我前面前」
[00:07:04.000 --> 00:07:06.000]  「講出口」
[00:07:06.000 --> 00:07:08.000]  「所以我們必試訓耶和華」
[00:07:08.000 --> 00:07:11.000]  「因為他是我們的神」
[00:07:11.000 --> 00:07:12.000]  這套的回應
[00:07:12.000 --> 00:07:15.000]  看起來非常正面,對不對?
[00:07:15.000 --> 00:07:16.000]  我甚至可以說是一個model answer
[00:07:16.000 --> 00:07:18.000]  是一個標準答案
[00:07:18.000 --> 00:07:20.000]  但是要斬釘截鐵地說
[00:07:20.000 --> 00:07:23.000]  「我們絕對不會試訓結席」
[00:07:23.000 --> 00:07:25.000]  「因為耶和華」
[00:07:25.000 --> 00:07:28.000]  「才是我們的神」
[00:07:28.000 --> 00:07:30.000]  若天下聽到百姓的回應
[00:07:30.000 --> 00:07:35.000]  應該感到很滿意,對不對?
[00:07:35.000 --> 00:07:38.000]  結果並不是一樣
[00:07:38.000 --> 00:07:41.000]  我們看看若天下的回應
[00:07:41.000 --> 00:07:44.000]  十九次的回應
[00:07:44.000 --> 00:07:46.000]  若天下對百姓說
[00:07:46.000 --> 00:07:48.000]  「你們不能試訓耶和華」
[00:07:48.000 --> 00:07:50.000]  「因為他是聖節的神」
[00:07:50.000 --> 00:07:52.000]  「是祭朝的神」
[00:07:52.000 --> 00:07:54.000]  「必不謝免你們的過犯罪惡」
[00:07:54.000 --> 00:07:56.000]  「你們若離棄耶和華」
[00:07:56.000 --> 00:07:58.000]  「去試訓外邦神」
[00:07:58.000 --> 00:08:00.000]  「耶和華在降屋之後」
[00:08:00.000 --> 00:08:03.000]  「必轉而降和與名」
[00:08:03.000 --> 00:08:06.000]  「把你們滅絕」
[00:08:06.000 --> 00:08:08.000]  若天下的回應是
[00:08:08.000 --> 00:08:09.000]  若天下的回應是
[00:08:09.000 --> 00:08:13.000]  「你們不能試訓耶和華」
[00:08:13.000 --> 00:08:15.000]  若天下亦仍然頗老邁
[00:08:15.000 --> 00:08:17.000]  不過他頭腦很清醒
[00:08:17.000 --> 00:08:20.000]  並沒有因緣,叫單前周
[00:08:20.000 --> 00:08:22.000]  正式的回應
[00:08:22.000 --> 00:08:23.000]  正式的答案
[00:08:23.000 --> 00:08:25.000]  反而是雙頭敞開
[00:08:25.000 --> 00:08:28.000]  誅見他們的認證
[00:08:28.000 --> 00:08:30.000]  若天下與這群百姓
[00:08:30.000 --> 00:08:32.000]  在過去幾十年裡
[00:08:32.000 --> 00:08:34.000]  經過過高高低低
[00:08:34.000 --> 00:08:36.000]  走出生入死
[00:08:36.000 --> 00:08:39.000]  是否認識這群百姓
[00:08:39.000 --> 00:08:42.000]  他們說話很容易
[00:08:42.000 --> 00:08:44.000]  但是心裡見聞
[00:08:44.000 --> 00:08:46.000]  是否真的全心全意
[00:08:46.000 --> 00:08:50.000]  願意敬拜至共耶和華
[00:08:50.000 --> 00:08:52.000]  而在這當中
[00:08:52.000 --> 00:08:53.000]  他們並沒有
[00:08:53.000 --> 00:08:55.000]  與許多外邦的假神
[00:08:55.000 --> 00:08:57.000]  拉上關係
[00:08:57.000 --> 00:08:59.000]  「他們死了之後」
[00:08:59.000 --> 00:09:00.000]  「是自私的」
[00:09:00.000 --> 00:09:01.000]  當我們看下去的時候
[00:09:01.000 --> 00:09:04.000]  我們見到他們如何失敗
[00:09:04.000 --> 00:09:07.000]  神的子民從加藍人混雜起來
[00:09:07.000 --> 00:09:09.000]  願意趕他們出去
[00:09:09.000 --> 00:09:11.000]  是因為可以利用他們
[00:09:11.000 --> 00:09:12.000]  幫他們做好工作
[00:09:12.000 --> 00:09:13.000]  幫他們耕田
[00:09:13.000 --> 00:09:14.000]  幫他們做一些
[00:09:14.000 --> 00:09:16.000]  他們不願意做的事
[00:09:16.000 --> 00:09:22.000]  甚至神的子民願意去
[00:09:22.000 --> 00:09:24.000]  侍從巴洛
[00:09:24.000 --> 00:09:27.000]  侍從阿斯泰
[00:09:27.000 --> 00:09:29.000]  為何竟然要這樣呢
[00:09:29.000 --> 00:09:32.000]  神的子民一路蒙神的保守
[00:09:32.000 --> 00:09:34.000]  稟道勸戶
[00:09:34.000 --> 00:09:38.000]  竟然會如此無興臣
[00:09:38.000 --> 00:09:40.000]  究竟是怎樣
[00:09:40.000 --> 00:09:45.000]  若宣在他的遺言中提醒他們
[00:09:45.000 --> 00:09:47.000]  耶和華是聖潔的
[00:09:47.000 --> 00:09:49.000]  是秦邪的
[00:09:49.000 --> 00:09:50.000]  他不會容忍
[00:09:50.000 --> 00:09:52.000]  百姓這樣去犯賊
[00:09:52.000 --> 00:09:54.000]  又信下這樣
[00:09:54.000 --> 00:09:56.000]  又信下那樣
[00:09:56.000 --> 00:09:58.000]  又說竟然一樣
[00:09:58.000 --> 00:10:00.000]  神是聖潔的神
[00:10:00.000 --> 00:10:02.000]  是分別出來
[00:10:02.000 --> 00:10:03.000]  信用人的關係
[00:10:03.000 --> 00:10:05.000]  是一份純一的關係
[00:10:05.000 --> 00:10:06.000]  或許有時我們會說
[00:10:06.000 --> 00:10:08.000]  其實可不可以大方一點
[00:10:08.000 --> 00:10:09.000]  可不可以
[00:10:09.000 --> 00:10:10.000]  又信神
[00:10:10.000 --> 00:10:12.000]  又信其他都不可
[00:10:12.000 --> 00:10:14.000]  我舉個例
[00:10:14.000 --> 00:10:15.000]  如果一個人說
[00:10:15.000 --> 00:10:17.000]  他很愛他的父母
[00:10:17.000 --> 00:10:18.000]  或是
[00:10:18.000 --> 00:10:20.000]  他說他很愛其他人的時候
[00:10:20.000 --> 00:10:23.000]  他能夠接受嗎
[00:10:23.000 --> 00:10:24.000]  除了從關係
[00:10:24.000 --> 00:10:25.000]  真約的條件
[00:10:25.000 --> 00:10:28.000]  而做好司祭
[00:10:28.000 --> 00:10:30.000]  更說明
[00:10:30.000 --> 00:10:31.000]  這些假神
[00:10:31.000 --> 00:10:33.000]  是將神的法定
[00:10:33.000 --> 00:10:36.000]  弄到滅亡之地
[00:10:36.000 --> 00:10:39.000]  是真與假的關係
[00:10:39.000 --> 00:10:42.000]  有一個哲學講的有意思
[00:10:42.000 --> 00:10:46.000]  神是沒有拆遷的地點
[00:10:46.000 --> 00:10:48.000]  沒有過去時間的地點
[00:10:48.000 --> 00:10:49.000]  而不是
[00:10:49.000 --> 00:10:51.000]  上週我就來到聖潔
[00:10:51.000 --> 00:10:53.000]  下週我就去做司祭
[00:10:53.000 --> 00:10:56.000]  神是沒有拆遷的地點
[00:10:56.000 --> 00:10:58.000]  你可以做出選擇
[00:10:58.000 --> 00:11:00.000]  你選擇敬畏耶和華
[00:11:00.000 --> 00:11:01.000]  致奉耶和華
[00:11:01.000 --> 00:11:02.000]  或是選擇
[00:11:02.000 --> 00:11:06.000]  你並沒有大和那邊的別臣
[00:11:06.000 --> 00:11:08.000]  在福音的真相裏面
[00:11:08.000 --> 00:11:09.000]  你都提醒我
[00:11:09.000 --> 00:11:12.000]  一個人不能致奉兩個主
[00:11:12.000 --> 00:11:14.000]  不是會寫一個愛拿破
[00:11:14.000 --> 00:11:16.000]  或是寫一個天的拿破
[00:11:16.000 --> 00:11:18.000]  你不能又信神
[00:11:18.000 --> 00:11:20.000]  又致奉馬門
[00:11:20.000 --> 00:11:22.000]  馬門的意思是今時的意思
[00:11:22.000 --> 00:11:26.000]  亦都可以彷似很多其他偶像
[00:11:26.000 --> 00:11:28.000]  耿子梅
[00:11:28.000 --> 00:11:30.000]  有些人很奇怪
[00:11:30.000 --> 00:11:32.000]  我們頭腦上是知道
[00:11:32.000 --> 00:11:35.000]  這些的盡頭感是不可靠的
[00:11:35.000 --> 00:11:38.000]  但是有很多受盡的心心
[00:11:38.000 --> 00:11:41.000]  來到陷入這些謎或試探的裏面
[00:11:41.000 --> 00:11:43.000]  其中一個原因
[00:11:43.000 --> 00:11:45.000]  可能是人要見到
[00:11:45.000 --> 00:11:48.000]  看得見的東西才會心安
[00:11:48.000 --> 00:11:52.000]  看不見的神好像很不在乎
[00:11:52.000 --> 00:11:53.000]  不能夠把祂拿在前面
[00:11:53.000 --> 00:11:56.000]  所以在宗教之心
[00:11:56.000 --> 00:11:58.000]  人都是喜歡天黑偶像
[00:11:58.000 --> 00:12:00.000]  來到去敬拜師父
[00:12:00.000 --> 00:12:03.000]  真正人的目的偶像
[00:12:03.000 --> 00:12:06.000]  另一方面
[00:12:06.000 --> 00:12:10.000]  人亦都很喜歡有求天善的神
[00:12:10.000 --> 00:12:11.000]  多好
[00:12:11.000 --> 00:12:14.000]  我求他什麼他就給我什麼
[00:12:14.000 --> 00:12:20.000]  不過如果我們求祂天天的意思是
[00:12:20.000 --> 00:12:22.000]  這樣的所謂神
[00:12:22.000 --> 00:12:26.000]  更溫馨於我們的智慧
[00:12:26.000 --> 00:12:28.000]  是否真實?
[00:12:28.000 --> 00:12:29.000]  如果反過來說
[00:12:29.000 --> 00:12:31.000]  祂是神還是我是神?
[00:12:31.000 --> 00:12:34.000]  或者怎樣?
[00:12:34.000 --> 00:12:38.000]  我們都不會主動去敬拜師父
[00:12:38.000 --> 00:12:41.000]  不過有時候
[00:12:41.000 --> 00:12:43.000]  我們都是由不願意
[00:12:43.000 --> 00:12:45.000]  去敬拜師父
[00:12:45.000 --> 00:12:48.000]  我們只是選擇
[00:12:48.000 --> 00:12:51.000]  正責性地去敬拜
[00:12:51.000 --> 00:12:53.000]  如果合乎我們的心意
[00:12:53.000 --> 00:12:55.000]  我們就盡福
[00:12:55.000 --> 00:12:56.000]  如果不合乎我們的心意
[00:12:56.000 --> 00:12:59.000]  或者不合乎我們期望的時候
[00:12:59.000 --> 00:13:01.000]  我們當然很開心
[00:13:01.000 --> 00:13:03.000]  我們先通一下
[00:13:03.000 --> 00:13:05.000]  不用慢慢的
[00:13:05.000 --> 00:13:07.000]  變一變的做法
[00:13:07.000 --> 00:13:11.000]  或者效果更好
[00:13:11.000 --> 00:13:13.000]  在帕姆爾記
[00:13:13.000 --> 00:13:15.000]  上十三章
[00:13:15.000 --> 00:13:16.000]  記載所
[00:13:16.000 --> 00:13:19.000]  到達一個電影廠
[00:13:19.000 --> 00:13:21.000]  不知道大家有沒有想過
[00:13:21.000 --> 00:13:23.000]  當時神的子民
[00:13:23.000 --> 00:13:25.000]  是否屬於人生目線?
[00:13:25.000 --> 00:13:27.000]  但帕姆爾約定要在一集
[00:13:27.000 --> 00:13:29.000]  來到這裏幫忙
[00:13:29.000 --> 00:13:32.000]  來到這裏為他們敬拜
[00:13:32.000 --> 00:13:34.000]  但帕姆爾遲了一點
[00:13:34.000 --> 00:13:36.000]  到來
[00:13:36.000 --> 00:13:39.000]  大家可以看到他變身
[00:13:39.000 --> 00:13:41.000]  自己的樣子
[00:13:41.000 --> 00:13:43.000]  自己的樣子
[00:13:43.000 --> 00:13:45.000]  在他獻完祭那一刻
[00:13:45.000 --> 00:13:47.000]  習武爾就出現
[00:13:47.000 --> 00:13:49.000]  根本是跟他說
[00:13:49.000 --> 00:13:53.000]  「你知不知道你作了糊塗事?」
[00:13:53.000 --> 00:13:54.000]  最後
[00:13:54.000 --> 00:13:55.000]  蘇勒羅
[00:13:55.000 --> 00:13:56.000]  云亡一年
[00:13:56.000 --> 00:13:57.000]  云者生命
[00:13:57.000 --> 00:14:00.000]  一路的禽獸
[00:14:00.000 --> 00:14:05.000]  你看
[00:14:05.000 --> 00:14:09.000]  他在發出當時
[00:14:09.000 --> 00:14:11.000]  有九十四、五節經文
[00:14:11.000 --> 00:14:13.000]  問他的子民發出
[00:14:13.000 --> 00:14:15.000]  這個抉擇的消遇的時候
[00:14:15.000 --> 00:14:16.000]  在之前
[00:14:16.000 --> 00:14:17.000]  在上文
[00:14:17.000 --> 00:14:19.000]  一至十三節
[00:14:19.000 --> 00:14:23.000]  他跟美式言文
[00:14:23.000 --> 00:14:28.000]  同溫了他們的歷史
[00:14:28.000 --> 00:14:31.000]  由阿巴拉罕講起
[00:14:31.000 --> 00:14:33.000]  以撒雅索
[00:14:33.000 --> 00:14:35.000]  之後他們出埃及放入海
[00:14:35.000 --> 00:14:37.000]  連番的宗教
[00:14:37.000 --> 00:14:41.000]  後來他們多了一帆船進入迦南
[00:14:41.000 --> 00:14:43.000]  有很多場重要的戰役裏面
[00:14:43.000 --> 00:14:45.000]  他們得到敬禮
[00:14:45.000 --> 00:14:47.000]  這些種種的往事
[00:14:47.000 --> 00:14:51.000]  種種實實在在的錯維
[00:14:51.000 --> 00:14:52.000]  所以他們實在太重要了
[00:14:52.000 --> 00:14:55.000]  他們要記在心上
[00:14:55.000 --> 00:14:57.000]  因為這些實實在在
[00:14:57.000 --> 00:14:59.000]  曾的保守兩道
[00:14:59.000 --> 00:15:01.000]  曾一代
[00:15:01.000 --> 00:15:03.000]  所以他們選擇
[00:15:03.000 --> 00:15:06.000]  宣一敬拜電信會
[00:15:06.000 --> 00:15:10.000]  一個很重要的經典
[00:15:10.000 --> 00:15:16.000]  這段經文比較長
[00:15:16.000 --> 00:15:17.000]  有十三節
[00:15:17.000 --> 00:15:19.000]  所以我選了少許
[00:15:19.000 --> 00:15:20.000]  有幾節經文
[00:15:20.000 --> 00:15:22.000]  跟大家一起看
[00:15:22.000 --> 00:15:24.000]  大家可以回家再看
[00:15:24.000 --> 00:15:25.000]  這段經文
[00:15:25.000 --> 00:15:26.000]  在當中
[00:15:26.000 --> 00:15:27.000]  實際上有很多
[00:15:27.000 --> 00:15:29.000]  「我、我、我」
[00:15:29.000 --> 00:15:30.000]  第一聲這樣讀
[00:15:30.000 --> 00:15:32.000]  第五至第七節
[00:15:32.000 --> 00:15:36.000]  我差遣摩西海
[00:15:36.000 --> 00:15:39.000]  並照我乘埃及中所行的
[00:15:39.000 --> 00:15:41.000]  降災禦埃及
[00:15:41.000 --> 00:15:43.000]  然後把李明明出來
[00:15:43.000 --> 00:15:46.000]  我令李明明列祖出埃及
[00:15:46.000 --> 00:15:48.000]  他們就到了紅海
[00:15:48.000 --> 00:15:50.000]  埃及人帶領車輛馬兵
[00:15:50.000 --> 00:15:53.000]  驅趕李明明列祖到紅海
[00:15:53.000 --> 00:15:55.000]  李明明列祖哀求和諧
[00:15:55.000 --> 00:15:58.000]  他就指李明明和埃及人
[00:15:58.000 --> 00:16:00.000]  中間合行
[00:16:00.000 --> 00:16:03.000]  又使海水淹沒埃及人
[00:16:03.000 --> 00:16:05.000]  我和埃及所行的事
[00:16:05.000 --> 00:16:07.000]  你們親眼見過
[00:16:07.000 --> 00:16:09.000]  你們在抗日
[00:16:09.000 --> 00:16:12.000]  也治了許多疑人
[00:16:12.000 --> 00:16:14.000]  第六至第七節
[00:16:14.000 --> 00:16:16.000]  那時摩押揚西佛的兒子
[00:16:16.000 --> 00:16:17.000]  巴拿
[00:16:17.000 --> 00:16:19.000]  李來鋒的兒子
[00:16:19.000 --> 00:16:22.000]  巴達人治了比爾的兒子
[00:16:22.000 --> 00:16:24.000]  巴拿在搜索李明
[00:16:24.000 --> 00:16:27.000]  我不肯聽巴拿的話
[00:16:27.000 --> 00:16:29.000]  他保衛李明
[00:16:29.000 --> 00:16:31.000]  年年祝福
[00:16:31.000 --> 00:16:32.000]  一樣我便救李明
[00:16:32.000 --> 00:16:34.000]  撤離巴拿出埃
[00:16:34.000 --> 00:16:35.000]  李明哥這山河
[00:16:35.000 --> 00:16:36.000]  救了耶利多
[00:16:36.000 --> 00:16:37.000]  耶利多人
[00:16:37.000 --> 00:16:38.000]  阿摩利人
[00:16:38.000 --> 00:16:39.000]  比利洗人
[00:16:39.000 --> 00:16:40.000]  加南人
[00:16:40.000 --> 00:16:41.000]  柴人
[00:16:41.000 --> 00:16:42.000]  擇家擇人
[00:16:42.000 --> 00:16:43.000]  希利王
[00:16:43.000 --> 00:16:44.000]  耶布斯人
[00:16:44.000 --> 00:16:46.000]  都與李明生恨
[00:16:46.000 --> 00:16:48.000]  我把他們
[00:16:48.000 --> 00:16:51.000]  交在李明身上
[00:16:51.000 --> 00:16:53.000]  在整個傳說裡面
[00:16:53.000 --> 00:16:55.000]  神一直強調
[00:16:55.000 --> 00:16:57.000]  神發誓
[00:16:57.000 --> 00:16:58.000]  神帶領他們
[00:16:58.000 --> 00:17:02.000]  一直堅固著他們
[00:17:02.000 --> 00:17:04.000]  經過許多的
[00:17:04.000 --> 00:17:06.000]  危難險狀
[00:17:06.000 --> 00:17:08.000]  甚至動載
[00:17:08.000 --> 00:17:10.000]  在當中看到
[00:17:10.000 --> 00:17:12.000]  我將你們的列祖
[00:17:12.000 --> 00:17:13.000]  你們的祖宗
[00:17:13.000 --> 00:17:14.000]  阿巴拉罕
[00:17:14.000 --> 00:17:15.000]  從大河那邊帶來
[00:17:15.000 --> 00:17:17.000]  我拆遷摩西亞路
[00:17:17.000 --> 00:17:19.000]  我領你們的列祖出埃籌
[00:17:19.000 --> 00:17:21.000]  我將你們的財力
[00:17:21.000 --> 00:17:23.000]  交在李明手裡
[00:17:23.000 --> 00:17:25.000]  我拆遷摩西亞路
[00:17:25.000 --> 00:17:26.000]  阿巴拉罕
[00:17:26.000 --> 00:17:27.000]  阿巴拉罕
[00:17:27.000 --> 00:17:30.000]  將救助
[00:17:30.000 --> 00:17:31.000]  轉為
[00:17:31.000 --> 00:17:33.000]  李明的祝福
[00:17:33.000 --> 00:17:36.000]  推到第十二十三節
[00:17:36.000 --> 00:17:37.000]  更加很清楚地說
[00:17:37.000 --> 00:17:39.000]  不是你們
[00:17:39.000 --> 00:17:41.000]  是我
[00:17:41.000 --> 00:17:42.000]  第四節
[00:17:42.000 --> 00:17:43.000]  我打伐黃蜂飛
[00:17:43.000 --> 00:17:44.000]  在你們的前面
[00:17:44.000 --> 00:17:46.000]  將阿摩利人的義王
[00:17:46.000 --> 00:17:48.000]  從你們面前列出
[00:17:48.000 --> 00:17:49.000]  用不用你的刀
[00:17:49.000 --> 00:17:51.000]  也不是用你的弓
[00:17:51.000 --> 00:17:53.000]  我必得你們避免
[00:17:53.000 --> 00:17:56.000]  並非你們所收拾的
[00:17:56.000 --> 00:17:58.000]  我必得你們承諾
[00:17:58.000 --> 00:18:00.000]  並非你們所堅守的
[00:18:00.000 --> 00:18:02.000]  你們就置在其中
[00:18:02.000 --> 00:18:03.000]  由得吃
[00:18:03.000 --> 00:18:06.000]  非你們所該受的負擔
[00:18:06.000 --> 00:18:09.000]  贊揽人的負責
[00:18:09.000 --> 00:18:11.000]  是神
[00:18:11.000 --> 00:18:13.000]  不是他們
[00:18:13.000 --> 00:18:14.000]  請勿提到
