
[00:00:00.000 --> 00:00:07.000]  我一齊祷告 天父我們感謝祢給我們寶貴的話語和許多的應許
[00:03:21.000 --> 00:03:27.000]  你付出一些時間心思 有時未必果效如你所想像
[00:03:27.000 --> 00:03:30.000]  又或者甚至有些批評
[00:03:30.000 --> 00:03:34.000]  嘩 真是激氣 我明明為了教會好 為甚麼會這樣
[00:03:34.000 --> 00:03:37.000]  很多很多這些 人就是這樣 有人的地方
[00:03:37.000 --> 00:03:39.000]  我們都不是完美的
[00:03:39.000 --> 00:03:43.000]  很多這些磨鞋 傷痛當中
[00:03:43.000 --> 00:03:47.000]  我們怎樣去 或者在我們的工作裏面
[00:03:47.000 --> 00:03:52.000]  我們做基督徒的一個見證都不容易的 是不是
[00:03:52.000 --> 00:03:55.000]  你想多些傳呼音 你又要付代價等等這些
[00:03:55.000 --> 00:04:00.000]  我們在我們人生裏面 怎樣去看這些困難 或者患難呢
[00:04:00.000 --> 00:04:02.000]  如果我們看這篇經文
[00:04:02.000 --> 00:04:06.000]  關於《吾德後書》第一章一章第十一節
[00:04:06.000 --> 00:04:09.000]  就講到沒錯 保羅講出很多很多的患難
[00:04:09.000 --> 00:04:12.000]  這個患難大到你難以想像
[00:04:12.000 --> 00:04:15.000]  但同時又講到一些很重要的東西
[00:04:15.000 --> 00:04:18.000]  神有祂的安慰在我們的生命當中
[00:04:18.000 --> 00:04:22.000]  這件事不要叫我們去忘記 或者是看不到
[00:04:22.000 --> 00:04:26.000]  所以這篇經文是一個很重要對我們學習
[00:04:26.000 --> 00:04:28.000]  我們怎樣去在我們的生命裏面
[00:04:28.000 --> 00:04:32.000]  繼續有一種盼望 在神裏面繼續勇往直前
[00:04:32.000 --> 00:04:37.000]  就是因為這個安慰 在患難中裏面的安慰
[00:04:37.000 --> 00:04:40.000]  或者我們看看哥倫多前書後書
[00:04:40.000 --> 00:04:42.000]  我們現在踏入哥倫多後書
[00:04:42.000 --> 00:04:46.000]  之前我們一直很長的時間看哥倫多前書
[00:04:46.000 --> 00:04:49.000]  哥倫多前書大家都會 你都會記得
[00:04:49.000 --> 00:04:53.000]  嘩 真是很多很多的問題 這個教會
[00:04:53.000 --> 00:04:56.000]  主要的問題就是因為他們世俗化
[00:04:56.000 --> 00:04:59.000]  被世界的價值觀念入侵了教會
[00:04:59.000 --> 00:05:02.000]  他們沒有愛 以致到分門結黨
[00:05:02.000 --> 00:05:06.000]  以致到在生活裏面有人亂
[00:05:06.000 --> 00:05:09.000]  婚姻裏面有錯謀的思想
[00:05:09.000 --> 00:05:12.000]  以致到守聖餐 好像剛才我們守聖餐
[00:05:12.000 --> 00:05:14.000]  他們都沒有什麼愛心
[00:05:14.000 --> 00:05:17.000]  只顧 因為他們之前有個愛言
[00:05:17.000 --> 00:05:21.000]  有錢人吃飽飽 窮人沒得吃 但都不理對方
[00:05:21.000 --> 00:05:25.000]  沒有愛心 有愛表的一班群眾聚會
[00:05:25.000 --> 00:05:27.000]  但是沒有真正的愛
[00:05:27.000 --> 00:05:31.000]  因此濫用 彼此自高自大
[00:05:31.000 --> 00:05:35.000]  甚至最後是復活的真理都走差了
[00:05:35.000 --> 00:05:38.000]  整個教會你會發覺真是亂作一通
[00:05:38.000 --> 00:05:42.000]  很難找到真是類似這麼亂的教會 是不是
[00:05:42.000 --> 00:05:45.000]  但我們想想怎樣 在結尾的時候
[00:05:45.000 --> 00:05:49.000]  葛錦全傳道跟我們說 是不是就走了
[00:05:49.000 --> 00:05:51.000]  保羅恒是否叫那些人不如走了
[00:05:51.000 --> 00:05:53.000]  這間教會不好 不是
[00:05:53.000 --> 00:05:58.000]  而是說他最後再次強調信徒要保持這個愛
[00:05:58.000 --> 00:06:04.000]  甚至說一些很好的例子 鼓勵他們
[00:06:04.000 --> 00:06:06.000]  有些好的信徒 堅守信徒
[00:06:06.000 --> 00:06:10.000]  並且要愛神 不要離開神的愛
[00:06:10.000 --> 00:06:12.000]  作為一個結束
[00:06:12.000 --> 00:06:15.000]  寫完這封信的時候有什麼結果呢
[00:06:15.000 --> 00:06:19.000]  哥倫多教會的人會不會整間教會扭轉呢
[00:06:19.000 --> 00:06:22.000]  你覺得會不會呢
[00:06:22.000 --> 00:06:25.000]  多數是零頭 你們猜對了
[00:06:25.000 --> 00:06:29.000]  其實這件事情 當保羅寫這封信的時候
[00:06:29.000 --> 00:06:33.000]  保羅已經差派提摩太去到他們當中
[00:06:33.000 --> 00:06:37.000]  希望提醒他們 叫他們怎樣去行事為人
[00:06:37.000 --> 00:06:42.000]  另外 如果我們看哥倫多後書第二章一至到第四章
[00:06:42.000 --> 00:06:44.000]  你會看到 保羅說過
[00:06:44.000 --> 00:06:49.000]  如果我再來你們當中 我就希望你們不要再這樣
[00:06:49.000 --> 00:06:52.000]  其實他在第二章裏面提到
[00:06:52.000 --> 00:06:57.000]  他去過哥倫多教會裏面 去跟他們勸勉他們
[00:06:57.000 --> 00:06:59.000]  但是這一次真的不是那麼好
[00:06:59.000 --> 00:07:03.000]  是一個悲傷的 痛苦的探訪
[00:07:03.000 --> 00:07:05.000]  因為他們沒有悔改
[00:07:05.000 --> 00:07:09.000]  所以保羅在第二章裏面講第一節
[00:07:09.000 --> 00:07:16.000]  我自己定了主意 下次不再帶著悲傷到你們那裏去
[00:07:16.000 --> 00:07:19.000]  希望保羅再有第二次的探訪
[00:07:19.000 --> 00:07:22.000]  不過他寫完哥倫多前書之後
[00:07:22.000 --> 00:07:25.000]  去那個探訪 但是很悲傷
[00:07:25.000 --> 00:07:30.000]  接著他仍然不放棄再寫另一封書信
[00:07:30.000 --> 00:07:34.000]  這封書信沒有記載在聖經裏面
[00:07:34.000 --> 00:07:36.000]  他講了第四節
[00:07:36.000 --> 00:07:40.000]  我先前憂心忡忡 即是未寫哥倫多後書之後
[00:07:40.000 --> 00:07:45.000]  我先前憂心忡忡 眼淚汪汪地給你們寫了信
[00:07:45.000 --> 00:07:47.000]  眼淚汪汪
[00:07:47.000 --> 00:07:49.000]  雖然這次探訪是很悲傷
[00:07:49.000 --> 00:07:57.000]  但是再有一個嚴厲的信再去寫給教徒這班會眾
[00:07:57.000 --> 00:08:02.000]  他說 並非要使你們悲傷 又是提到悲傷
[00:08:02.000 --> 00:08:05.000]  要讓你們知道我額外的痛愛你們
[00:08:05.000 --> 00:08:07.000]  保羅從沒有放棄
[00:08:07.000 --> 00:08:11.000]  所以我們會看到在一個這樣的教會裏面
[00:08:11.000 --> 00:08:13.000]  苦口婆心這個目者
[00:08:13.000 --> 00:08:16.000]  但是接著你猜有沒有改變呢
[00:08:16.000 --> 00:08:21.000]  有沒有人可以猜猜 有沒有改變呢
[00:08:21.000 --> 00:08:24.000]  這封嚴厲的信並差一派提多去的
[00:08:24.000 --> 00:08:28.000]  有沒有改變 沒有改變
[00:08:28.000 --> 00:08:30.000]  人的心總是神有工作
[00:08:30.000 --> 00:08:32.000]  有改變
[00:08:32.000 --> 00:08:34.000]  所以到了哥倫多後書第七章就說到
[00:08:34.000 --> 00:08:38.000]  保羅 因為當時寫信給哥倫多教會的人
[00:08:38.000 --> 00:08:41.000]  前書是在一個地方叫以弗所
[00:08:41.000 --> 00:08:43.000]  即是今天亞洲的西端
[00:08:43.000 --> 00:08:46.000]  他在繼續傳福音的時候
[00:08:46.000 --> 00:08:49.000]  他就去到馬其頓 即是北方的地方
[00:08:49.000 --> 00:08:50.000]  北冰的地方
[00:08:50.000 --> 00:08:52.000]  他聽聽提多究竟有什麼消息
[00:08:52.000 --> 00:08:54.000]  這班會眾有沒有改變
[00:08:54.000 --> 00:08:56.000]  結果提多就在
[00:08:56.000 --> 00:08:58.000]  當保羅在馬其頓的時候
[00:08:58.000 --> 00:09:00.000]  報告他一個好的消息
[00:09:00.000 --> 00:09:02.000]  就是這些信徒有些改變
[00:09:02.000 --> 00:09:04.000]  所以大部份的人都有些改變
[00:09:04.000 --> 00:09:06.000]  哇 保羅就很開心
[00:09:06.000 --> 00:09:09.000]  但是還有一小撮的人
[00:09:09.000 --> 00:09:11.000]  受到這些所謂的超級使徒
[00:09:11.000 --> 00:09:16.000]  他們否定保羅的使徒的位份
[00:09:16.000 --> 00:09:20.000]  去牢籠他們
[00:09:20.000 --> 00:09:22.000]  以致到保羅還是有點不放心
[00:09:22.000 --> 00:09:25.000]  所以他就寫了哥倫多後書
[00:09:25.000 --> 00:09:27.000]  哥倫多後書一方面
[00:09:27.000 --> 00:09:30.000]  感受告訴他自己的恩惠
[00:09:30.000 --> 00:09:31.000]  因為信徒有改變
[00:09:31.000 --> 00:09:33.000]  另一方面
[00:09:33.000 --> 00:09:38.000]  他繼續為他使徒的身份去辯護
[00:09:38.000 --> 00:09:41.000]  所以在第十章開始講這些說話
[00:09:41.000 --> 00:09:43.000]  並且還有一些其他的教訓
[00:09:43.000 --> 00:09:45.000]  你會發覺哥倫多後書是一個
[00:09:45.000 --> 00:09:47.000]  是目者的心腸
[00:09:47.000 --> 00:09:49.000]  保羅將他心裏面的話
[00:09:49.000 --> 00:09:51.000]  很深切的
[00:09:51.000 --> 00:09:53.000]  是和哥倫多教會的人去寫
[00:09:53.000 --> 00:09:55.000]  所以我們這次看哥倫多後書
[00:09:55.000 --> 00:09:57.000]  我們就會看到教會是甚麼
[00:09:57.000 --> 00:09:58.000]  目者是甚麼
[00:09:58.000 --> 00:10:00.000]  會幽是甚麼
[00:10:00.000 --> 00:10:02.000]  很值得我們去看看
[00:10:02.000 --> 00:10:04.000]  或者我們首先看看
[00:10:04.000 --> 00:10:07.000]  保羅雖然見到這些會眾
[00:10:07.000 --> 00:10:10.000]  但是他的眼目不是在自己身上
[00:10:10.000 --> 00:10:12.000]  不是在一些敗壞的身上
[00:10:12.000 --> 00:10:14.000]  反而是在神的身上
[00:10:14.000 --> 00:10:17.000]  或者我們一起讀讀第一節到第二節
[00:10:17.000 --> 00:10:19.000]  我們一起讀
[00:10:19.000 --> 00:10:23.000]  奉神旨意作基督耶穌使徒的保羅
[00:10:23.000 --> 00:10:25.000]  和弟兄提摩泰
[00:10:25.000 --> 00:10:28.000]  寫信給在哥倫多神的教會
[00:10:28.000 --> 00:10:31.000]  和全亞歸亞的眾聖徒
[00:10:31.000 --> 00:10:34.000]  願因為平安從我們的父神
[00:10:34.000 --> 00:10:37.000]  和主耶穌基督歸給你們
[00:10:37.000 --> 00:10:39.000]  保羅一開始就講到
[00:10:39.000 --> 00:10:41.000]  他是基督耶穌的使徒
[00:10:41.000 --> 00:10:43.000]  講回他的權柄
[00:10:43.000 --> 00:10:46.000]  叫信徒去信服他的教導
[00:10:46.000 --> 00:10:47.000]  使徒是甚麼呢
[00:10:47.000 --> 00:10:49.000]  使徒簡單來說就是說
[00:10:49.000 --> 00:10:51.000]  是有帶著神的權柄
[00:10:51.000 --> 00:10:54.000]  是被神所差派作天國的侍奉
[00:10:54.000 --> 00:10:55.000]  是神國的侍奉
[00:10:55.000 --> 00:10:57.000]  很有權柄的一個身份
[00:10:57.000 --> 00:10:59.000]  保羅未必每一次的信
[00:10:59.000 --> 00:11:02.000]  都是用這個身份去寫的
[00:11:02.000 --> 00:11:04.000]  還有他就說
[00:11:04.000 --> 00:11:08.000]  都不是我自己自取這個使徒的身份
[00:11:08.000 --> 00:11:10.000]  是神的旨意給的
[00:11:10.000 --> 00:11:12.000]  是足夠去講出
[00:11:12.000 --> 00:11:14.000]  神是命令他的
[00:11:14.000 --> 00:11:16.000]  所以一些目者其實
[00:11:16.000 --> 00:11:17.000]  當你覺得
[00:11:17.000 --> 00:11:20.000]  好像剛才我所講的很多問題
[00:11:20.000 --> 00:11:22.000]  首先就要記得
[00:11:22.000 --> 00:11:23.000]  是神呼召
[00:11:23.000 --> 00:11:25.000]  去做這個工作
[00:11:25.000 --> 00:11:27.000]  是神自己的差派
[00:11:27.000 --> 00:11:29.000]  我們去侍奉
[00:11:29.000 --> 00:11:31.000]  滿有的力量
[00:11:31.000 --> 00:11:32.000]  還有就是
[00:11:32.000 --> 00:11:33.000]  保羅又怎樣呢
[00:11:33.000 --> 00:11:36.000]  就提到他的弟兄提摩泰
[00:11:36.000 --> 00:11:37.000]  提摩泰是他的徒弟
[00:11:37.000 --> 00:11:40.000]  但是他去抬舉他
[00:11:40.000 --> 00:11:42.000]  一起寫這封信
[00:11:42.000 --> 00:11:44.000]  寫給哪些人呢
[00:11:44.000 --> 00:11:45.000]  他又怎樣形容
[00:11:45.000 --> 00:11:47.000]  寫給哥林多教會
[00:11:47.000 --> 00:11:51.000]  和阿該亞的信徒的信
[00:11:51.000 --> 00:11:54.000]  阿該亞就是今天的希臘
[00:11:54.000 --> 00:11:58.000]  哥林多是希臘的首都
[00:11:58.000 --> 00:12:02.000]  所以主要是寫信給哥林多教會的人
[00:12:02.000 --> 00:12:03.000]  但是哥林多的教會
[00:12:03.000 --> 00:12:05.000]  會影響其他周圍的教會
[00:12:05.000 --> 00:12:07.000]  所以他們的文化
[00:12:07.000 --> 00:12:08.000]  都會影響當地的信徒
[00:12:08.000 --> 00:12:10.000]  所以所有的信徒
[00:12:10.000 --> 00:12:13.000]  但是保羅怎樣稱這個哥林多教會呢
[00:12:13.000 --> 00:12:15.000]  他說他是神的教會
[00:12:15.000 --> 00:12:17.000]  是屬於神的群體
[00:12:17.000 --> 00:12:20.000]  他不會說你們這群垃圾的信徒
[00:12:20.000 --> 00:12:21.000]  不是
[00:12:21.000 --> 00:12:22.000]  在神的眼中
[00:12:22.000 --> 00:12:24.000]  這群是他的羊群
[00:12:24.000 --> 00:12:26.000]  作為一個牧者的時候
[00:12:26.000 --> 00:12:29.000]  看中神去看中這群羊群的時候
[00:12:29.000 --> 00:12:31.000]  是非常之寶貴
[00:12:31.000 --> 00:12:32.000]  神的教會
[00:12:32.000 --> 00:12:35.000]  還有他提到他們是眾聖徒
[00:12:35.000 --> 00:12:36.000]  聖徒意思就是說
[00:12:36.000 --> 00:12:40.000]  是被神分別為聖為主所用
[00:12:40.000 --> 00:12:42.000]  很聖潔的
[00:12:42.000 --> 00:12:46.000]  沒錯他們的行為未必活出這個身份
[00:12:46.000 --> 00:12:49.000]  但是這個身份他們每個信徒都有
[00:12:49.000 --> 00:12:51.000]  我們每個人都是聖徒
[00:12:51.000 --> 00:12:53.000]  在神的眼中可謂寶貴
[00:12:53.000 --> 00:12:54.000]  所以這位牧者
[00:12:54.000 --> 00:12:57.000]  他更加要為這群信徒去祝福
[00:12:57.000 --> 00:12:59.000]  他說願因為平安
[00:12:59.000 --> 00:13:01.000]  從我們的父神和主耶穌基督
[00:13:01.000 --> 00:13:03.000]  去歸給你們
[00:13:03.000 --> 00:13:05.000]  因為平安
[00:13:05.000 --> 00:13:08.000]  當我們信耶穌的時候已經有
[00:13:08.000 --> 00:13:09.000]  先有因為
[00:13:09.000 --> 00:13:10.000]  我們不賺到這個救恩
[00:13:10.000 --> 00:13:13.000]  是神伯伯的恩典憐憫我們
[00:13:13.000 --> 00:13:15.000]  有了這個因為自然有平安
[00:13:15.000 --> 00:13:18.000]  我們能夠和神和好
[00:13:18.000 --> 00:13:19.000]  我們內心有平安
[00:13:19.000 --> 00:13:22.000]  我們和神人的關係都有平安
[00:13:22.000 --> 00:13:24.000]  信徒需要這個因為平安嗎?
[00:13:24.000 --> 00:13:26.000]  絕對需要
[00:13:26.000 --> 00:13:29.000]  每天我們要面對我們聖潔的生活
[00:13:29.000 --> 00:13:33.000]  我們怎樣去面對很多人人事事
[00:13:33.000 --> 00:13:35.000]  因為與平安
[00:13:35.000 --> 00:13:42.000]  我們會看到保羅是一個很有心的牧者
[00:13:42.000 --> 00:13:44.000]  他不會因為這群信徒
[00:13:44.000 --> 00:13:49.000]  很不長進就放棄離場
[00:13:49.000 --> 00:13:52.000]  但是你看看他之前我剛才講述
[00:13:52.000 --> 00:13:54.000]  派一些牧者去
[00:13:54.000 --> 00:13:55.000]  寫信去
[00:13:55.000 --> 00:13:58.000]  然後跟著去祝禱
[00:13:58.000 --> 00:14:00.000]  再寫哥倫多後書
[00:14:00.000 --> 00:14:01.000]  一個牧者就是
[00:14:01.000 --> 00:14:03.000]  無論養群行為怎樣
[00:14:03.000 --> 00:14:05.000]  牧者一定要愛護
[00:14:05.000 --> 00:14:06.000]  去忍耐
[00:14:06.000 --> 00:14:07.000]  這個就是牧者
[00:14:07.000 --> 00:14:09.000]  這個就是一個神的家
[00:14:09.000 --> 00:14:11.000]  神的教會
[00:14:11.000 --> 00:14:13.000]  恐怕今日的教會
[00:14:13.000 --> 00:14:16.000]  很多時候我們會有很多個人主義
[00:14:16.000 --> 00:14:20.000]  真的有些問題的時候
[00:14:20.000 --> 00:14:21.000]  去另一間
[00:14:21.000 --> 00:14:23.000]  或者甚至牧者
[00:14:23.000 --> 00:14:25.000]  不如轉去另一間教會
[00:14:25.000 --> 00:14:28.000]  這裡我都不宜久留
[00:14:28.000 --> 00:14:29.000]  是不是這樣呢?
[00:14:29.000 --> 00:14:31.000]  當然神有個呼召
[00:14:31.000 --> 00:14:33.000]  信徒或者領袖
[00:14:33.000 --> 00:14:35.000]  可能他們有不同的方向
[00:14:35.000 --> 00:14:37.000]  但是若然神的呼召的時候
[00:14:37.000 --> 00:14:39.000]  就會愛惜羊群
[00:14:39.000 --> 00:14:41.000]  繼續的牧養
[00:14:41.000 --> 00:14:43.000]  我很欣賞一位牧者
[00:14:43.000 --> 00:14:45.000]  他已經是安息主懷
[00:14:45.000 --> 00:14:47.000]  這位是鄭果牧師
[00:14:47.000 --> 00:14:49.000]  他已經做了一段很長的時間
[00:14:49.000 --> 00:14:52.000]  牧者後來在一個機構裡去侍奉
[00:14:52.000 --> 00:14:54.000]  因為當時我在機構裡侍奉
[00:14:54.000 --> 00:14:56.000]  所以認識鄭牧師
[00:14:56.000 --> 00:14:57.000]  完了這個侍奉期
[00:14:57.000 --> 00:14:59.000]  他已經很大年紀了
[00:14:59.000 --> 00:15:01.000]  他仍然在當地的教會裡
[00:15:01.000 --> 00:15:04.000]  去做各樣的工作
[00:15:04.000 --> 00:15:08.000]  當他很晚年的時候
[00:15:08.000 --> 00:15:11.000]  有人問他一些問題
[00:15:11.000 --> 00:15:13.000]  寫一些文章
[00:15:13.000 --> 00:15:15.000]  在機構裡的刊物
[00:15:15.000 --> 00:15:17.000]  出了這一期的刊物
[00:15:17.000 --> 00:15:19.000]  就說到鄭果牧師
[00:15:19.000 --> 00:15:20.000]  問題就是
[00:15:20.000 --> 00:15:23.000]  有什麼衝突是最難處理的呢?
[00:15:23.000 --> 00:15:25.000]  鄭果牧師就說
[00:15:25.000 --> 00:15:26.000]  在教會裡最難的事
[00:15:26.000 --> 00:15:28.000]  就是人事的問題
[00:15:28.000 --> 00:15:30.000]  人際間的問題
[00:15:30.000 --> 00:15:32.000]  他說衝突可能有很多因素
[00:15:32.000 --> 00:15:34.000]  其中一個因素就是
[00:15:34.000 --> 00:15:37.000]  有時這個領袖有很多恩賜
[00:15:37.000 --> 00:15:38.000]  很有才華
[00:15:38.000 --> 00:15:40.000]  不過性格有點古怪
[00:15:40.000 --> 00:15:42.000]  專門對付傳道人
[00:15:42.000 --> 00:15:44.000]  不知道有沒有在臥虎
[00:15:44.000 --> 00:15:48.000]  專門這樣
[00:15:48.000 --> 00:15:50.000]  那怎麼做呢?
[00:15:50.000 --> 00:15:52.000]  他說最重要有兩方面
[00:15:52.000 --> 00:15:53.000]  第一方面
[00:15:53.000 --> 00:15:55.000]  你要知道是神的應許
[00:15:55.000 --> 00:15:57.000]  神是批准的
[00:15:57.000 --> 00:15:59.000]  如果沒有人和你對付
[00:15:59.000 --> 00:16:01.000]  沒有人和你敵對的時候
[00:16:01.000 --> 00:16:03.000]  你就會自高自傲
[00:16:03.000 --> 00:16:05.000]  反而看到是神的心意
[00:16:05.000 --> 00:16:07.000]  你就很好的警醒
[00:16:07.000 --> 00:16:09.000]  很好的自律
[00:16:09.000 --> 00:16:11.000]  第二方面
[00:16:11.000 --> 00:16:13.000]  千萬不要和他爭拗
[00:16:13.000 --> 00:16:15.000]  千萬不要對付他
[00:16:15.000 --> 00:16:17.000]  因為這樣
[00:16:17.000 --> 00:16:19.000]  教會的衝突會越來越大
[00:16:19.000 --> 00:16:21.000]  反而要愛
[00:16:21.000 --> 00:16:23.000]  忍耐的愛
[00:16:23.000 --> 00:16:25.000]  以至人的生命得到轉變
[00:16:25.000 --> 00:16:27.000]  這是一位老牧者
[00:16:27.000 --> 00:16:29.000]  對所有教會的領袖
[00:16:29.000 --> 00:16:31.000]  做了一個忠告
[00:16:31.000 --> 00:16:33.000]  沒錯,是有這些問題
[00:16:33.000 --> 00:16:35.000]  但我們不是逃避
[00:16:35.000 --> 00:16:37.000]  而是用適合的方式
[00:16:37.000 --> 00:16:39.000]  用愛去面對
[00:16:39.000 --> 00:16:41.000]  所以我欣賞鄭公牧師
[00:16:41.000 --> 00:16:43.000]  我記得我以前
[00:16:43.000 --> 00:16:45.000]  在一個機構的時候
[00:16:45.000 --> 00:16:47.000]  當時想上牧會
[00:16:47.000 --> 00:16:49.000]  都請教他牧會怎樣
[00:16:49.000 --> 00:16:51.000]  鄭牧師就跟我說
[00:16:51.000 --> 00:16:53.000]  是人際關係
[00:16:53.000 --> 00:16:55.000]  我教聖經就行了
[00:16:55.000 --> 00:16:57.000]  讀多點聖經
[00:16:57.000 --> 00:16:59.000]  講真理就是了
[00:16:59.000 --> 00:17:01.000]  我做了十幾年的師傅
[00:17:01.000 --> 00:17:03.000]  我知道這是真正的事情
[00:17:03.000 --> 00:17:05.000]  人際關係
[00:17:05.000 --> 00:17:07.000]  人際關係很微妙
[00:17:07.000 --> 00:17:09.000]  我們要很好的耐心
[00:17:09.000 --> 00:17:11.000]  用愛心去一起
[00:17:11.000 --> 00:17:13.000]  彼此扶持
[00:17:13.000 --> 00:17:15.000]  大牧者寶羅
[00:17:15.000 --> 00:17:17.000]  寫了一封信
[00:17:17.000 --> 00:17:19.000]  繼續傳了一個祝福的心
[00:17:19.000 --> 00:17:21.000]  寫給這班信徒
[00:17:21.000 --> 00:17:23.000]  我們再看
[00:17:23.000 --> 00:17:25.000]  在第三節到第七節就講出
[00:17:25.000 --> 00:17:27.000]  他自己的感受,他自己的經歷
[00:17:27.000 --> 00:17:29.000]  非常之寶貴的一段經文
[00:17:29.000 --> 00:17:31.000]  大家一起讀一讀
[00:17:51.000 --> 00:17:53.000]  正如我們跟基督同壽許多苦楚
[00:17:53.000 --> 00:17:55.000]  我們也靠基督得許多安慰
[00:17:55.000 --> 00:17:57.000]  如果我們受患難
[00:17:57.000 --> 00:17:59.000]  那是為使你們得安慰
[00:17:59.000 --> 00:18:01.000]  得拯救
[00:18:01.000 --> 00:18:03.000]  如果我們得安慰
[00:18:03.000 --> 00:18:05.000]  那也是為你們得安慰
[00:18:05.000 --> 00:18:07.000]  這安慰能使你們忍耐
[00:18:07.000 --> 00:18:09.000]  我們所受同樣的苦楚
[00:18:09.000 --> 00:18:11.000]  我們為你們所存的盼望
[00:18:11.000 --> 00:18:13.000]  是確定的
[00:18:13.000 --> 00:18:15.000]  因為知道你們分擔了
[00:18:15.000 --> 00:18:17.000]  我們的痛苦
[00:18:17.000 --> 00:18:19.000]  我們為你們所存的盼望
[00:18:19.000 --> 00:18:21.000]  我們為你們所存的盼望
[00:18:21.000 --> 00:18:23.000]  我們為你們所存的盼望
[00:18:23.000 --> 00:18:25.000]  我們為你們所存的盼望
[00:18:25.000 --> 00:18:27.000]  我們為你們所存的盼望
[00:18:27.000 --> 00:18:29.000]  我們為你們所存的盼望
[00:18:29.000 --> 00:18:31.000]  我們為你們所存的盼望
[00:18:31.000 --> 00:18:33.000]  我們為你們所存的盼望
[00:18:33.000 --> 00:18:35.000]  我們為你們所存的盼望
[00:18:35.000 --> 00:18:37.000]  我們為你們所存的盼望
[00:18:37.000 --> 00:18:39.000]  我們為你們所存的盼望
[00:18:39.000 --> 00:18:41.000]  我們為你們所存的盼望
[00:18:41.000 --> 00:18:43.000]  我們為你們所存的盼望
[00:18:43.000 --> 00:18:45.000]  我們為你們所存的盼望
