
[00:00:00.000 --> 00:00:04.540]  上星期我們講過信心的禱告
[00:09:44.340 --> 00:09:49.140]  這個笑話本來是用來諷刺一些政客的
[00:09:49.140 --> 00:09:55.040]  是笑他們高高在上 目空一切
[00:09:55.040 --> 00:09:56.740]  但是他們卻忘記了
[00:09:56.740 --> 00:10:00.440]  他們根本自己是沒有本事
[00:10:00.440 --> 00:10:04.940]  自己走上去這個高位
[00:10:04.940 --> 00:10:08.940]  是人將他擺上去
[00:10:08.940 --> 00:10:11.740]  但是人可以擺得越上去
[00:10:11.740 --> 00:10:16.440]  就隨時可以將他們替換下來
[00:10:16.440 --> 00:10:20.440]  我多年前看過這一幅的漫畫
[00:10:20.440 --> 00:10:21.640]  這一幅的圖畫
[00:10:21.640 --> 00:10:24.940]  我就一直都在心裡面一直的警惕
[00:10:24.940 --> 00:10:28.440]  不是靠自己可以做些什麼
[00:10:28.440 --> 00:10:31.440]  我們認識神的更加清楚
[00:10:31.440 --> 00:10:36.840]  這個是由上而來的力量
[00:10:36.840 --> 00:10:38.140]  我們出去傳福音
[00:10:38.140 --> 00:10:41.940]  其中一樣對方比較難接受的是
[00:10:41.940 --> 00:10:45.240]  永生是一份禮物
[00:10:45.240 --> 00:10:47.240]  一份白白的禮物
[00:10:47.240 --> 00:10:51.940]  不是我們配得或者可以賺取的
[00:10:51.940 --> 00:10:55.840]  以佛所書二章8到9節 你們得救是本乎因
[00:10:55.840 --> 00:10:57.440]  也因著順
[00:10:57.440 --> 00:11:00.840]  這並不是出於自己 乃是神所賜的
[00:11:00.840 --> 00:11:05.140]  也不是出於行為 免得有人自誇
[00:11:05.140 --> 00:11:08.440]  很多人都覺得是要靠自己努力
[00:11:08.440 --> 00:11:12.540]  或者這個是我們從小開始學習到的
[00:11:12.540 --> 00:11:17.140]  這個世界是沒有免費午餐的
[00:11:17.140 --> 00:11:18.340]  也因為這樣
[00:11:18.340 --> 00:11:25.340]  我們很多成就就好像是靠我們雙手闖回來的
[00:11:25.340 --> 00:11:29.140]  白白的禮物好像丟失他們的身份
[00:11:29.140 --> 00:11:30.640]  甚至有些時候
[00:11:30.640 --> 00:11:34.040]  也都因為這樣而拒絕福音
[00:11:34.040 --> 00:11:36.240]  就是驕傲
[00:11:36.240 --> 00:11:40.540]  使人隔開了神
[00:11:40.540 --> 00:11:42.740]  詩篇十七篇十節
[00:11:42.740 --> 00:11:45.140]  他們的心被自由包裹
[00:11:45.140 --> 00:11:47.840]  他們用口說驕傲的話
[00:11:47.840 --> 00:11:49.340]  就是驕傲
[00:11:49.340 --> 00:11:52.440]  使人覺得即使是神的幫助
[00:11:52.440 --> 00:11:54.340]  也是你一半功勞
[00:11:54.340 --> 00:11:57.040]  就是我一半努力
[00:11:57.040 --> 00:12:00.540]  就是驕傲使人感恩的心
[00:12:00.540 --> 00:12:06.140]  起碼減去一半
[00:12:06.140 --> 00:12:07.740]  更多的時候
[00:12:07.740 --> 00:12:14.540]  我們的驕傲是在不知不覺之中顯露了出來
[00:12:14.540 --> 00:12:17.040]  有一位姊妹在臨近聖誕的時候
[00:12:17.040 --> 00:12:19.240]  去到一個購物商場
[00:12:19.240 --> 00:12:22.040]  她又趕時間去看醫生
[00:12:22.040 --> 00:12:24.740]  臨近聖誕拍位當然是很難
[00:12:24.740 --> 00:12:26.940]  她一直繞了很多圈
[00:12:26.940 --> 00:12:28.340]  都沒有拍車位
[00:12:28.340 --> 00:12:30.440]  於是她祈禱說
[00:12:30.440 --> 00:12:34.040]  「神啊,我的預約時間到了」
[00:12:34.040 --> 00:12:36.640]  「求祢賜給我一個位置」
[00:12:36.640 --> 00:12:39.340]  話口未完就見到有一輛車走了
[00:12:39.340 --> 00:12:40.640]  於是她馬上說
[00:12:40.640 --> 00:12:42.240]  「神啊,不用理了」
[00:12:42.240 --> 00:12:46.240]  「我找到那個位置了」
[00:12:46.240 --> 00:12:49.540]  「我」這個字太大
[00:12:49.540 --> 00:12:54.440]  使我們忘記感恩
[00:12:54.440 --> 00:12:57.640]  第二個使我們不懂得感恩的
[00:12:57.640 --> 00:13:00.340]  是我們事事抱怨
[00:13:00.340 --> 00:13:02.840]  年年投訴
[00:13:02.840 --> 00:13:06.340]  抱怨投訴就是不滿足
[00:13:06.340 --> 00:13:08.640]  沒有以神為喜樂
[00:13:08.640 --> 00:13:11.940]  沒有以神為滿足
[00:13:11.940 --> 00:13:18.040]  子23:1「耶和華是我的目者,我必不自缺乏」
[00:13:18.040 --> 00:13:20.440]  「我需要的都不缺」
[00:13:20.440 --> 00:13:22.040]  那我還抱怨什麼
[00:13:22.040 --> 00:13:25.740]  投訴什麼呢?
[00:13:25.740 --> 00:13:28.240]  在《出埃及記》文數記裡
[00:13:28.240 --> 00:13:30.840]  都記載著以色列人
[00:13:30.840 --> 00:13:34.540]  他們如何經歷神種種的神蹟
[00:13:34.540 --> 00:13:35.840]  十載發生
[00:13:35.840 --> 00:13:37.440]  紅海分開
[00:13:37.440 --> 00:13:39.840]  埃及軍隊被水淹沒
[00:13:39.840 --> 00:13:43.840]  在曠野、瑪拿的供應等等
[00:13:43.840 --> 00:13:46.140]  他們都親眼目睹
[00:13:46.140 --> 00:13:51.340]  以民甚至親上神蹟的震撼
[00:13:51.340 --> 00:13:54.040]  然後在《出埃及記》
[00:13:54.040 --> 00:13:58.640]  15章23到24節
[00:13:58.640 --> 00:14:01.140]  「到了瑪拉,不能喝那裡的水」
[00:14:01.140 --> 00:14:02.340]  「因為水苦」
[00:14:02.340 --> 00:14:06.140]  「所以那地名叫瑪拉」
[00:14:06.140 --> 00:14:09.740]  「百姓就向摩西法院言說」
[00:14:09.740 --> 00:14:12.340]  「我們喝什麼呢?」
[00:14:12.340 --> 00:14:15.840]  「Grumbling」
[00:14:15.840 --> 00:14:17.540]  16章2節
[00:14:17.540 --> 00:14:20.240]  「以色列全會眾在曠野」
[00:14:20.240 --> 00:14:24.140]  「向摩西阿倫法院言」
[00:14:24.140 --> 00:14:27.040]  「Grumbling」
[00:14:27.040 --> 00:14:28.240]  17章3節
[00:14:28.240 --> 00:14:30.640]  「百姓在那裡甚喝要喝水」
[00:14:30.640 --> 00:14:34.140]  「就向摩西法院言說」
[00:14:34.140 --> 00:14:36.540]  「你為什麼將我們從埃及領出來」
[00:14:36.540 --> 00:14:41.740]  「使我們和我們的兒女並生畜都喝死呢?」
[00:14:41.740 --> 00:14:44.640]  「Grumbling」
[00:14:44.640 --> 00:14:47.840]  文數記14章2節
[00:14:47.840 --> 00:14:51.740]  「以色列眾人向摩西阿倫法院言」
[00:14:51.740 --> 00:14:53.340]  「全會眾對他們說」
[00:14:53.340 --> 00:14:55.640]  「巴不得我們早死在埃及地」
[00:14:55.640 --> 00:14:59.140]  「或是死在這曠野」
[00:14:59.140 --> 00:15:01.140]  「Grumbling」
[00:15:01.140 --> 00:15:03.540]  投訴、投訴、投訴
[00:15:03.540 --> 00:15:04.940]  我們讀聖經讀到這裡
[00:15:04.940 --> 00:15:07.840]  我們心裏面都不禁會問
[00:15:07.840 --> 00:15:08.840]  有沒有搞錯?
[00:15:08.840 --> 00:15:10.540]  你已經經歷過這麼多的神蹟
[00:15:10.540 --> 00:15:14.540]  現在竟然還要發這麼多的怨言?
[00:15:14.540 --> 00:15:18.740]  還這麼多投訴?
[00:15:18.740 --> 00:15:21.340]  有一個媽媽和她的兒子
[00:15:21.340 --> 00:15:24.140]  一起在海邊散步
[00:15:24.140 --> 00:15:28.640]  忽然間不知道在哪裡來的一個巨浪
[00:15:28.640 --> 00:15:32.040]  令到母子倆防不勝防
[00:15:32.040 --> 00:15:36.440]  兒子就是這樣被浪捲走了
[00:15:36.440 --> 00:15:38.440]  驚魂還沒定的
[00:15:38.440 --> 00:15:40.940]  媽媽立刻跪起來
[00:15:40.940 --> 00:15:45.040]  舉目向天求神憐憫、求神幫助
[00:15:45.040 --> 00:15:48.840]  忽然間又不知道在哪裡來的
[00:15:48.840 --> 00:15:50.640]  另外一個巨浪
[00:15:50.640 --> 00:15:54.440]  把兒子捲回到岸邊
[00:15:54.440 --> 00:15:57.040]  在媽媽的眼前
[00:15:57.040 --> 00:16:00.740]  媽媽很仔細地看著兒子
[00:16:00.740 --> 00:16:03.840]  摸一下兒子 一切無恙
[00:16:03.840 --> 00:16:06.340]  然後他很憤怒地對神說
[00:16:06.340 --> 00:16:10.640]  我們來的時候他是戴著帽子的
[00:16:10.640 --> 00:16:13.340]  這個例子是不是很荒謬?
[00:16:13.340 --> 00:16:15.340]  很誇張
[00:16:15.340 --> 00:16:17.440]  你或者會覺得
[00:16:17.440 --> 00:16:20.040]  怎麼會這麼神化?
[00:16:20.040 --> 00:16:22.240]  不過不知道你有沒有試過
[00:16:22.240 --> 00:16:27.240]  在大起大跌的樓市、股市當中
[00:16:27.240 --> 00:16:30.740]  一夜之間好像什麼都沒有了
[00:16:30.740 --> 00:16:34.640]  而一夜之間又回來了
[00:16:34.640 --> 00:16:37.340]  但是當你計算之後
[00:16:37.340 --> 00:16:39.640]  你仍然會抱怨
[00:16:39.640 --> 00:16:46.440]  為什麼我還要虧損手續費?
[00:16:46.440 --> 00:16:49.840]  Norman Vincent Peale 皮爾牧師
[00:16:49.840 --> 00:16:50.740]  他說過一句話
[00:16:50.740 --> 00:16:53.340]  他說困難是生命的一部分
[00:16:53.340 --> 00:16:56.240]  我們每個人直到死那一天
[00:16:56.240 --> 00:16:58.140]  都是有困難的
[00:16:58.140 --> 00:17:02.740]  只有在墳墓裡面的人才沒有問題
[00:17:02.740 --> 00:17:05.740]  既然困難是生命的一部分
[00:17:05.740 --> 00:17:07.540]  那麼我們為什麼每一天
[00:17:07.540 --> 00:17:12.540]  還要為了自己的生命去抱怨?
[00:17:12.540 --> 00:17:15.140]  而Bobby Jones是唯一一個
[00:17:15.140 --> 00:17:19.540]  在同一個年份裡面贏過世界高爾夫球賽裡面
[00:17:19.540 --> 00:17:22.640]  四項大滿貫賽事的球手
[00:17:22.640 --> 00:17:24.540]  他曾經說過
[00:17:24.540 --> 00:17:26.440]  作為一個高爾夫球手
[00:17:26.440 --> 00:17:28.640]  他時時都要練習
[00:17:28.640 --> 00:17:31.140]  有練開球的Driving Range
[00:17:31.140 --> 00:17:34.740]  有練最後撥球入洞的Putting Green
[00:17:34.740 --> 00:17:37.240]  他說他更加需要練習的
[00:17:37.240 --> 00:17:41.240]  是在沙堆Sand Traps裡面
[00:17:41.240 --> 00:17:45.540]  學習跨過一個又一個的難關
[00:17:45.540 --> 00:17:48.740]  這些難關連同人生的難關
[00:17:48.740 --> 00:17:51.940]  都是無可避免的
[00:17:51.940 --> 00:17:53.540]  我們要學習的
[00:17:53.540 --> 00:17:56.540]  就是在沙堆中成長
[00:17:56.540 --> 00:18:00.940]  而不是抱怨
[00:18:00.940 --> 00:18:04.640]  有一對八十後的年輕夫婦
[00:18:04.640 --> 00:18:07.540]  那個男的對那個女的說
[00:18:07.540 --> 00:18:11.740]  我現在就先去拿失業救濟金
[00:18:11.740 --> 00:18:13.540]  接著我會回大學
[00:18:13.540 --> 00:18:18.040]  拿回那個聯邦政府的大學資助
[00:18:18.040 --> 00:18:21.340]  再接著我會去食物銀行
[00:18:21.340 --> 00:18:23.740]  拿我們的補給
[00:18:23.740 --> 00:18:28.040]  你現在先去做一個身體檢查
[00:18:28.040 --> 00:18:31.040]  接著再多拿三個月的藥
[00:18:31.040 --> 00:18:33.940]  這些都是不需要錢的
[00:18:33.940 --> 00:18:41.940]  然後再幫我去拿那個福利金包的眼鏡
[00:18:41.940 --> 00:18:43.940]  我之後就再去申請
[00:18:43.940 --> 00:18:49.340]  我們福利金的上限的調整
[00:18:49.340 --> 00:18:51.040]  下午五點鐘
[00:18:51.040 --> 00:18:55.540]  準時我們在聯邦大樓的門口集合
[00:18:55.540 --> 00:18:57.240]  一起去示威
[00:18:57.240 --> 00:19:01.540]  抗議這個無能的政府
[00:19:01.540 --> 00:19:06.140]  投訴 投訴 投訴
[00:19:06.140 --> 00:19:08.640]  這個個案其實也都反映了
[00:19:08.640 --> 00:19:10.740]  在現在這個世界裏面
[00:19:10.740 --> 00:19:12.740]  很多不同的國家
[00:19:12.740 --> 00:19:16.040]  包括香港 包括加拿大
[00:19:16.040 --> 00:19:22.140]  很多人都時時抱怨 連連投訴
[00:19:22.140 --> 00:19:24.740]  使徒保羅在監獄裏面
[00:19:24.740 --> 00:19:27.540]  他正在寫一封書信
[00:19:27.540 --> 00:19:31.040]  以他的經歷 他遭遇的逼迫
[00:19:31.040 --> 00:19:33.940]  他見到信徒的不爭氣
[00:19:33.940 --> 00:19:35.940]  他有絕對的理由
[00:19:35.940 --> 00:19:39.140]  去寫一封投訴信給神
[00:19:39.140 --> 00:19:42.940]  去列明使徒他所受的冤運
[00:19:42.940 --> 00:19:44.740]  所受的苦澀
[00:19:44.740 --> 00:19:46.840]  他大可以有足夠的材料
[00:19:46.840 --> 00:19:51.040]  去寫出新約的哀歌
[00:19:51.040 --> 00:19:52.740]  但是他沒有
[00:19:52.740 --> 00:19:54.140]  神讓他寫的
[00:19:54.140 --> 00:20:00.240]  他是人稱為喜樂的書信的菲律賓書
[00:20:00.240 --> 00:20:03.240]  感恩和不感恩的分別
[00:20:03.240 --> 00:20:07.540]  在這裏最清楚不過
[00:20:07.540 --> 00:20:11.640]  第三個令到我們不懂得感恩的是
[00:20:11.640 --> 00:20:14.940]  我們太過理所當然
[00:20:14.940 --> 00:20:19.840]  覺得很多恩典都是應分的
[00:20:19.840 --> 00:20:21.640]  各位朋友 各位弟兄姊妹
[00:20:21.640 --> 00:20:26.340]  你有沒有留意昨晚的夜星
[00:20:26.340 --> 00:20:28.740]  在這個漆黑的夜晚
[00:20:28.740 --> 00:20:33.040]  在天空上面繁星點點
[00:20:33.040 --> 00:20:37.540]  有人說 如果一年只得一晚
[00:20:37.540 --> 00:20:44.140]  可以看到這個星空裏面點點的星光的話
[00:20:44.140 --> 00:20:49.340]  相信會有很多人通宵不睡
[00:20:49.340 --> 00:20:55.240]  都連夜去數星星
[00:20:55.240 --> 00:20:59.040]  但是這些美麗的星星
[00:20:59.040 --> 00:21:00.840]  每晚都在這裏
[00:21:00.840 --> 00:21:05.140]  我們根本不需要再留意
[00:21:05.140 --> 00:21:06.840]  就好像當年
[00:21:06.840 --> 00:21:09.040]  我們去到日本的富士山
[00:21:09.040 --> 00:21:15.240]  在旅遊車老遠地看到一個小小的富士山頂
[00:21:15.240 --> 00:21:17.740]  每個團友都謀殺了不少
[00:21:17.740 --> 00:21:21.540]  當年還在用的菲林
[00:21:21.540 --> 00:21:26.140]  後來整個富士山在我們面前出現
[00:21:26.140 --> 00:21:27.840]  見得多
[00:21:27.840 --> 00:21:33.540]  我們都已經視若無睹 無動於衷
[00:21:33.540 --> 00:21:39.040]  一個宣教士去到千里達那裏短宣
[00:21:39.040 --> 00:21:44.040]  這個地方是當年出名有麻風病的一個地方
[00:21:44.040 --> 00:21:45.540]  一個國家
[00:21:45.540 --> 00:21:48.040]  在一次的聚會完結之前
[00:21:48.040 --> 00:21:50.240]  還有少少的時間剩下來
[00:21:50.240 --> 00:21:53.440]  可以多唱一首詩歌
[00:21:53.440 --> 00:21:55.240]  這個宣教士問慧中
[00:21:55.240 --> 00:21:56.240]  有沒有點唱
[00:21:56.240 --> 00:21:59.940]  有沒有哪一首詩歌你想唱的
[00:21:59.940 --> 00:22:05.440]  一個一直躲在帳篷旁邊的女人舉手
[00:22:05.440 --> 00:22:08.340]  然後她慢慢的站起來
[00:22:08.340 --> 00:22:09.540]  宣教士說
[00:22:09.540 --> 00:22:14.240]  她從來沒有見過一張這麼扭曲的面容
