
[00:00:00.000 --> 00:00:03.800]  今天要講到的題目叫「唯獨信心」
[00:04:43.020 --> 00:04:43.340]  是不是?
[00:04:43.340 --> 00:04:44.580]  說每一個人都犯罪
[00:04:44.580 --> 00:04:46.580]  來到這裡突然之間
[00:04:47.700 --> 00:04:49.100]  轉了題目
[00:04:49.100 --> 00:04:51.140]  說英許?
[00:04:51.140 --> 00:04:56.020]  到底是不是保羅答錯線?
[00:04:56.020 --> 00:04:57.620]  或者他
[00:04:57.620 --> 00:04:59.020]  其實要找恩順清二
[00:04:59.020 --> 00:05:00.100]  看看舊約哪裡有
[00:05:00.100 --> 00:05:01.620]  剛好阿伯拉罕有
[00:05:01.620 --> 00:05:02.940]  就抄一段經文出來
[00:05:02.940 --> 00:05:03.780]  是不是這樣?
[00:05:03.780 --> 00:05:04.820]  不是
[00:05:04.820 --> 00:05:06.780]  要理解這段經文
[00:05:06.780 --> 00:05:07.860]  我說的是第四章
[00:05:07.860 --> 00:05:09.540]  我們一定要明白
[00:05:09.540 --> 00:05:12.060]  犯罪和清二是甚麼
[00:05:12.060 --> 00:05:16.020]  犯罪的結果是破壞了人和神的關係
[00:05:16.020 --> 00:05:16.580]  行不行?
[00:05:16.580 --> 00:05:19.340]  以致人和神永遠的隔絕
[00:05:19.340 --> 00:05:20.980]  進入死亡
[00:05:20.980 --> 00:05:22.580]  清二呢
[00:05:22.580 --> 00:05:23.940]  簡單一點說
[00:05:23.940 --> 00:05:26.660]  清二就是當你沒有罪
[00:05:26.660 --> 00:05:27.980]  是不是?
[00:05:27.980 --> 00:05:30.540]  當你沒有罪的時候有些結果
[00:05:30.540 --> 00:05:33.500]  沒有罪之後你和神和好
[00:05:33.500 --> 00:05:36.980]  原來在與神和好的同時
[00:05:36.980 --> 00:05:40.900]  我們進入了與上帝納約的關係
[00:05:40.900 --> 00:05:43.140]  此一個銀的兩邊
[00:05:43.140 --> 00:05:44.940]  當我們說我們信耶穌
[00:05:44.940 --> 00:05:47.220]  不僅是離開罪惡
[00:05:47.220 --> 00:05:49.220]  不再受罰
[00:05:49.220 --> 00:05:51.700]  也可以進入永生
[00:05:51.700 --> 00:05:52.940]  進入英許裡面
[00:05:52.940 --> 00:05:53.540]  行不行?
[00:05:53.540 --> 00:05:55.620]  所以阿伯拉罕在這裡說英許
[00:05:55.620 --> 00:05:57.620]  保羅在這裡要說英許就是這個意思
[00:05:57.620 --> 00:06:00.060]  為什麼選擇阿伯拉罕這個人呢?
[00:06:00.060 --> 00:06:02.340]  舊約是不是只有他恩順清二呢?
[00:06:02.340 --> 00:06:03.500]  為什麼選擇他呢?
[00:06:03.500 --> 00:06:04.820]  兩個簡單的原因
[00:06:04.820 --> 00:06:05.340]  第一
[00:06:05.340 --> 00:06:08.860]  因為他是第一個恩順清二的人
[00:06:08.860 --> 00:06:09.940]  阿伯拉罕
[00:06:09.940 --> 00:06:10.940]  第二
[00:06:10.940 --> 00:06:13.100]  剛才說的那個英許
[00:06:13.420 --> 00:06:16.860]  這個英許的始祖是阿伯拉罕
[00:06:16.860 --> 00:06:21.460]  如果我們能夠成為阿伯拉罕的後裔
[00:06:21.460 --> 00:06:23.940]  我們同得這個英許
[00:06:23.940 --> 00:06:24.980]  行不行?
[00:06:24.980 --> 00:06:26.660]  這一段不要睡著
[00:06:26.660 --> 00:06:27.580]  我知道很累的
[00:06:27.580 --> 00:06:29.340]  但是先記清楚這一點
[00:06:29.340 --> 00:06:31.900]  我們要進入英許
[00:06:31.900 --> 00:06:34.180]  我們要成為阿伯拉罕的後裔
[00:06:34.180 --> 00:06:38.020]  所以我們清二就有這樣的結果
[00:06:38.020 --> 00:06:39.900]  然後能不能睡著呢?
[00:06:39.900 --> 00:06:41.020]  應該也不能睡著
[00:06:42.140 --> 00:06:44.020]  《羅馬書》四章四至五節
[00:06:44.020 --> 00:06:46.420]  要你們不睡就請你們讀這段經文
[00:06:46.420 --> 00:06:47.860]  「做公的」
[00:06:47.860 --> 00:07:01.060]  簡單的邏輯
[00:07:01.060 --> 00:07:04.860]  就是說如果你是上班賺錢是應得的
[00:07:04.860 --> 00:07:07.940]  你不上班也給錢你
[00:07:07.940 --> 00:07:09.100]  這個叫做恩典
[00:07:09.100 --> 00:07:11.820]  說的是我們的信仰
[00:07:11.820 --> 00:07:13.580]  我們所說的這個救恩
[00:07:13.580 --> 00:07:17.140]  就是你不用上班也有的恩典
[00:07:17.140 --> 00:07:20.500]  這是一個不勞而獲的救恩
[00:07:20.500 --> 00:07:23.540]  不勞而獲這個字可能比較負面
[00:07:23.540 --> 00:07:26.900]  但是它很真實地說了我們救恩的本質
[00:07:26.900 --> 00:07:29.300]  你沒有事情可以做換回來
[00:07:29.300 --> 00:07:33.220]  有很多人嘗試做很多事情換回來
[00:07:33.220 --> 00:07:36.180]  你記不記得四分音說過有一個少年的官
[00:07:36.180 --> 00:07:38.180]  他去問耶穌
[00:07:38.180 --> 00:07:42.260]  我可以做什麼承受永生
[00:07:42.260 --> 00:07:44.940]  我可以做什麼賺回永生
[00:07:44.940 --> 00:07:47.340]  然後跟耶穌有一個對話
[00:07:47.340 --> 00:07:49.740]  耶穌就說你還有一件事
[00:07:49.740 --> 00:07:51.980]  你要變賣一切所有的
[00:07:51.980 --> 00:07:53.860]  其實重點不是變賣
[00:07:53.860 --> 00:07:54.820]  是跟從我
[00:07:54.820 --> 00:07:57.940]  然後那個少年的官因為他很有錢
[00:07:57.940 --> 00:07:59.420]  他就很憂愁地走了
[00:07:59.420 --> 00:08:01.500]  同一段經文他說
[00:08:01.500 --> 00:08:03.620]  那麼哪些人能上天堂呢?
[00:08:03.620 --> 00:08:05.460]  少年的官都上不了
[00:08:05.460 --> 00:08:06.780]  那麼有錢都上不了
[00:08:06.780 --> 00:08:07.700]  誰能上啊?
[00:08:08.580 --> 00:08:09.700]  耶穌說
[00:08:09.700 --> 00:08:12.860]  要好像小孩子一樣
[00:08:12.860 --> 00:08:17.060]  他說因為在天國的正是這樣的人
[00:08:17.060 --> 00:08:18.820]  我實在告訴你們
[00:08:18.820 --> 00:08:20.900]  要承受上帝的國
[00:08:20.900 --> 00:08:23.300]  若不像小孩子
[00:08:23.300 --> 00:08:24.300]  你進不了
[00:08:24.300 --> 00:08:27.220]  小孩子的特色就是
[00:08:27.220 --> 00:08:28.860]  你送一份禮物給他
[00:08:28.860 --> 00:08:30.220]  他會說謝謝
[00:08:30.220 --> 00:08:31.020]  然後拿了
[00:08:31.020 --> 00:08:31.700]  然後走了
[00:08:31.700 --> 00:08:32.220]  是不是?
[00:08:32.220 --> 00:08:34.340]  大人你給他一份禮物
[00:08:34.340 --> 00:08:35.820]  他會問你多少錢
[00:08:35.820 --> 00:08:36.860]  我給你
[00:08:37.060 --> 00:08:39.220]  是這個心態的分別
[00:08:39.220 --> 00:08:40.540]  他要我們學小孩子
[00:08:40.540 --> 00:08:42.180]  不是學他一樣的幼稚
[00:08:42.180 --> 00:08:44.180]  是學他一樣的單純
[00:08:44.180 --> 00:08:46.580]  第六節八節
[00:08:46.580 --> 00:08:50.340]  保羅引用了大衛的一句話
[00:08:50.340 --> 00:08:55.620]  他說過犯得赦免罪惡蒙遮蓋的人有福
[00:08:55.620 --> 00:08:58.300]  主不算為有罪的人有福
[00:08:58.300 --> 00:09:02.500]  那麼當我們面對一個不勞而獲的救恩
[00:09:02.500 --> 00:09:04.140]  我們可以怎麼拿呢?
[00:09:04.140 --> 00:09:05.780]  是不是我們繞著手
[00:09:05.940 --> 00:09:07.860]  真的什麼都不用做呢?
[00:09:07.860 --> 00:09:11.220]  原來又不是的
[00:09:11.220 --> 00:09:15.820]  這段經文是來自詩篇三十二篇
[00:09:15.820 --> 00:09:19.140]  三十二篇保羅只是引用了頭兩節
[00:09:19.140 --> 00:09:20.940]  但是第五節很有意義
[00:09:20.940 --> 00:09:23.420]  這一篇是大衛的訓誨詩
[00:09:23.420 --> 00:09:26.140]  就是大衛懺悔的時候寫的詩
[00:09:26.140 --> 00:09:27.500]  第五節那裡這麼說
[00:09:27.500 --> 00:09:30.300]  他說我向你陳明我的罪
[00:09:30.300 --> 00:09:31.740]  不隱瞞我的惡
[00:09:31.740 --> 00:09:34.700]  我說我要向耶和華承認我的過犯
[00:09:34.700 --> 00:09:36.460]  你就赦免我的罪
[00:09:36.460 --> 00:09:39.100]  原來你要接受這個福音
[00:09:39.100 --> 00:09:40.660]  接受這個救恩
[00:09:40.660 --> 00:09:42.620]  你是需要認罪
[00:09:42.620 --> 00:09:44.620]  以致罪得赦
[00:09:44.620 --> 00:09:45.340]  行不行?
[00:09:45.340 --> 00:09:47.740]  有些回了教會三年、五年的人
[00:09:47.740 --> 00:09:48.940]  還說這些?
[00:09:48.940 --> 00:09:49.500]  是啊
[00:09:49.500 --> 00:09:50.380]  都繼續說
[00:09:50.380 --> 00:09:54.260]  因為原來不勞而獲的救恩
[00:09:54.260 --> 00:09:56.060]  對於我們也有些意義
[00:09:56.060 --> 00:09:56.820]  第一
[00:09:56.820 --> 00:10:00.380]  沒有什麼可以誇口
[00:10:00.380 --> 00:10:02.260]  原來神的恩典
[00:10:02.260 --> 00:10:05.260]  將我們每一個罪人拯救了之後
[00:10:05.260 --> 00:10:06.620]  將我們看齊了
[00:10:06.620 --> 00:10:08.380]  我們沒有高低之分
[00:10:08.380 --> 00:10:10.180]  沒有卑賤之分
[00:10:10.180 --> 00:10:12.420]  你看看你旁邊那個
[00:10:12.420 --> 00:10:15.940]  我們原本都是在等死的罪人
[00:10:15.940 --> 00:10:17.940]  當你今天得拯救
[00:10:17.940 --> 00:10:19.940]  你有什麼可以誇口呢?
[00:10:19.940 --> 00:10:21.460]  第二
[00:10:21.460 --> 00:10:22.660]  沒有什麼可以怕
[00:10:22.660 --> 00:10:25.420]  特別是對一群初信的弟兄姊妹
[00:10:25.420 --> 00:10:28.020]  我曾經聽過有些初信的弟兄姊妹
[00:10:28.020 --> 00:10:30.380]  很怕失去救恩
[00:10:30.380 --> 00:10:33.820]  剛剛祈禱會或者崇拜決志舉了手
[00:10:33.820 --> 00:10:34.940]  帶著救恩
[00:10:34.940 --> 00:10:35.660]  接著一出去
[00:10:35.660 --> 00:10:36.660]  哎呀,我亂過馬路
[00:10:36.660 --> 00:10:38.340]  會不會救恩掉了呢?
[00:10:38.340 --> 00:10:41.580]  有時候我們得著這個救恩
[00:10:41.580 --> 00:10:42.820]  我們很怕失去
[00:10:42.820 --> 00:10:45.580]  你就好像剛剛入職
[00:10:45.580 --> 00:10:47.660]  做一個保險的從業員
[00:10:47.660 --> 00:10:49.860]  每個月就要追 quota
[00:10:49.860 --> 00:10:52.500]  我要讀到多少聖經
[00:10:52.500 --> 00:10:54.020]  回多少教會
[00:10:54.020 --> 00:10:55.500]  要夠熱心
[00:10:55.500 --> 00:10:59.900]  我才可以保持這個救恩
[00:11:00.180 --> 00:11:02.060]  這段經文告訴你不是
[00:11:02.060 --> 00:11:03.860]  所以你不用怕
[00:11:03.860 --> 00:11:05.260]  行不行?
[00:11:05.260 --> 00:11:05.980]  不用怕
[00:11:05.980 --> 00:11:07.300]  不用怕會失去救恩
[00:11:07.300 --> 00:11:10.020]  因為這個救恩不是因為我們做很多事情而成
[00:11:10.020 --> 00:11:11.620]  第三點
[00:11:11.620 --> 00:11:13.340]  對一群未信的說
[00:11:13.340 --> 00:11:14.660]  我又聽過很多人
[00:11:14.660 --> 00:11:17.380]  他覺得信耶穌是好的
[00:11:17.380 --> 00:11:18.900]  不過你看看我
[00:11:18.900 --> 00:11:20.460]  不配
[00:11:20.460 --> 00:11:23.020]  我又吸煙又喝酒又賭馬
[00:11:23.020 --> 00:11:28.420]  教會經常覺得不應該做的習慣、嗜好
[00:11:29.420 --> 00:11:31.140]  我兩隻手都數不完
[00:11:31.140 --> 00:11:32.540]  我不配
[00:11:32.540 --> 00:11:36.820]  你看看旁邊那個
[00:11:36.820 --> 00:11:38.820]  你看看自己
[00:11:38.820 --> 00:11:40.620]  其實我們沒有一個人配
[00:11:40.620 --> 00:11:44.700]  我都不是那麼差
[00:11:44.700 --> 00:11:46.260]  你苦心自問
[00:11:46.260 --> 00:11:47.980]  想想你想過些什麼
[00:11:47.980 --> 00:11:50.500]  有多少惡毒的思想
[00:11:50.500 --> 00:11:52.140]  有多少
[00:11:52.140 --> 00:11:55.780]  你不敢公開的秘密
[00:11:55.780 --> 00:11:58.540]  你就知道原來我們每個人
[00:11:59.420 --> 00:12:00.260]  都不配
[00:12:00.260 --> 00:12:03.260]  所以今天如果你要去信耶穌
[00:12:03.260 --> 00:12:05.020]  沒有東西是值得你羞愧的
[00:12:05.020 --> 00:12:06.180]  行不行?
[00:12:06.180 --> 00:12:10.260]  信仰、信心帶來的第一點就是一個
[00:12:10.260 --> 00:12:12.980]  不勞而獲的救恩
[00:12:12.980 --> 00:12:14.940]  第二點是什麼呢?
[00:12:14.940 --> 00:12:16.100]  九至十六節
[00:12:16.100 --> 00:12:18.140]  這段經文又說
[00:12:18.140 --> 00:12:19.020]  律法
[00:12:19.020 --> 00:12:20.140]  又說割禮
[00:12:20.140 --> 00:12:21.740]  你說第二章不是說過了嗎?
[00:12:21.740 --> 00:12:23.740]  第四章說什麼呢?
[00:12:23.740 --> 00:12:27.740]  原來律法和割禮對猶太人是很重要的
[00:12:28.020 --> 00:12:31.540]  有些什麼是他們身份象徵呢?
[00:12:31.540 --> 00:12:32.460]  割禮
[00:12:32.460 --> 00:12:33.980]  他給不了你看
[00:12:33.980 --> 00:12:35.500]  但是這是他身份的象徵
[00:12:35.500 --> 00:12:36.860]  第二,律法
[00:12:36.860 --> 00:12:38.700]  他們懂得背誦律法
[00:12:38.700 --> 00:12:40.340]  他們有律法可根
[00:12:40.340 --> 00:12:45.860]  割禮就是猶太的男孩於生下來第八天
[00:12:45.860 --> 00:12:47.980]  受割禮就是把包皮割去
[00:12:47.980 --> 00:12:53.700]  律法就是上帝藉著摩西在西乃山頒布給他們的生活指引
[00:12:54.860 --> 00:12:58.420]  那些猶太的教師就將摩西的律法
[00:12:58.420 --> 00:13:01.260]  歸納為613條的誡命
[00:13:01.260 --> 00:13:02.100]  有沒有聽過?
[00:13:02.100 --> 00:13:05.980]  這些誡命有些是叫你不可殺人
[00:13:05.980 --> 00:13:06.620]  不可姦淫
[00:13:06.620 --> 00:13:07.780]  類似這樣
[00:13:07.780 --> 00:13:09.700]  但是有些是生活的條例
[00:13:09.700 --> 00:13:11.900]  例如你吃飯之前要洗手
[00:13:11.900 --> 00:13:14.100]  例如安息日你不可以開水喉
[00:13:14.100 --> 00:13:15.780]  就是你不可以做事
[00:13:15.780 --> 00:13:17.460]  你不可以走多少路
[00:13:17.460 --> 00:13:19.260]  是很多生活的規條
[00:13:19.260 --> 00:13:23.340]  最特別的就是原來在耶穌時代的猶太人
[00:13:23.700 --> 00:13:27.300]  是覺得自己守了這613條的誡命
[00:13:27.300 --> 00:13:32.460]  也覺得因著他受割禮和守了律法
[00:13:32.460 --> 00:13:35.340]  他是承受永生
[00:13:35.340 --> 00:13:37.540]  他是entitled有這個永生
[00:13:37.540 --> 00:13:39.460]  這段經文
[00:13:39.460 --> 00:13:42.900]  羅馬書四章就要解決這個問題
[00:13:42.900 --> 00:13:45.100]  請弟兄姊妹讀
[00:13:45.100 --> 00:13:46.700]  「如此看來」
[00:13:53.700 --> 00:13:55.620]  「可否說,只要一信」
[00:13:55.620 --> 00:13:57.820]  「就算阿不拉罕去見」
[00:13:57.820 --> 00:14:00.580]  「但我並非這麼說而已」
[00:14:00.580 --> 00:14:03.140]  「只在他受割禮的時候呢」
[00:14:03.140 --> 00:14:06.060]  「或只在他未受割禮的時候呢」
[00:14:06.060 --> 00:14:08.340]  「就只在受割禮的時候」
[00:14:08.340 --> 00:14:10.900]  「而只在未受割禮的時候呢」
[00:14:10.900 --> 00:14:13.820]  這段經文其實你可以有別的用途
[00:14:13.820 --> 00:14:15.500]  就是當作急口令來唸
[00:14:15.500 --> 00:14:16.860]  因為很掉漆的
[00:14:16.860 --> 00:14:18.140]  簡單一點說
[00:14:18.140 --> 00:14:19.260]  保羅的問題
[00:14:19.260 --> 00:14:20.860]  保羅怎樣回應這個問題呢?
[00:14:20.860 --> 00:14:25.020]  就是說我們要知道阿不拉罕是稱義先
[00:14:25.020 --> 00:14:26.580]  還是受割禮先
[00:14:26.580 --> 00:14:27.180]  可以嗎?
[00:14:27.180 --> 00:14:28.700]  他要弄清楚這件事
[00:14:28.700 --> 00:14:31.900]  原來在創世紀十五章裡面
[00:14:31.900 --> 00:14:35.180]  說阿不拉罕被算為義的時候是
[00:14:35.180 --> 00:14:36.660]  八十五歲
[00:14:36.660 --> 00:14:38.420]  受割禮呢?
[00:14:38.420 --> 00:14:40.300]  九十九
[00:14:40.300 --> 00:14:41.620]  差十四年
[00:14:41.620 --> 00:14:44.180]  他有一個很簡單的邏輯
[00:14:44.180 --> 00:14:46.180]  阿不拉罕能夠稱義
[00:14:46.180 --> 00:14:48.100]  能夠得福氣
[00:14:48.540 --> 00:14:51.060]  不是因為他先有割禮
[00:14:51.060 --> 00:14:51.700]  可以嗎?
[00:14:51.700 --> 00:14:53.140]  這段經文就是說這件事
[00:14:53.140 --> 00:14:55.540]  那麼割禮是什麼呢?
[00:14:55.540 --> 00:14:56.300]  第十一節
[00:14:56.300 --> 00:14:59.540]  他說「並且他受割禮的記號」
[00:14:59.540 --> 00:15:01.980]  「作他未受割禮的時候」
[00:15:01.980 --> 00:15:04.820]  「恩訊稱義的印證」
[00:15:04.820 --> 00:15:07.380]  就是結婚戒指
[00:15:07.380 --> 00:15:10.380]  你是結了婚
[00:15:10.380 --> 00:15:12.140]  才戴著結婚戒指
[00:15:12.140 --> 00:15:15.140]  不會有任何一個人
[00:15:15.140 --> 00:15:16.940]  譬如我現在脫下了結婚戒指
[00:15:16.940 --> 00:15:19.140]  前面不知道哪位先生撿到
[00:15:19.140 --> 00:15:19.940]  戴了上去
[00:15:19.940 --> 00:15:21.900]  然後我老婆衝過去叫老公
[00:15:21.900 --> 00:15:23.420]  是這個邏輯
[00:15:23.420 --> 00:15:26.620]  結婚戒指只是印記
[00:15:26.620 --> 00:15:30.500]  恩訊稱義才是本體
[00:15:30.500 --> 00:15:32.060]  或者重要的地方
[00:15:32.060 --> 00:15:35.100]  律法又如何呢?
[00:15:35.100 --> 00:15:37.460]  第十三節
[00:15:37.460 --> 00:15:39.540]  他說「因為神給阿不拉罕」
[00:15:39.540 --> 00:15:42.260]  「和他後裔承受世界的應許」
[00:15:42.260 --> 00:15:43.340]  「不是藉著律法」
[00:15:43.340 --> 00:15:45.940]  「是藉著信義德的義」
[00:15:46.380 --> 00:15:49.540]  「若是屬於律法的人」
[00:15:49.540 --> 00:15:50.660]  「才成為後裔」
[00:15:50.660 --> 00:15:51.940]  是在說猶太人
[00:15:51.940 --> 00:15:53.460]  「信就落空」
[00:15:53.460 --> 00:15:55.020]  「應許亦失效」
[00:15:55.020 --> 00:15:58.780]  他說「因為律法是惹人動怒」
[00:15:58.780 --> 00:16:00.660]  「那裡沒有律法」
[00:16:00.660 --> 00:16:03.700]  「那裡就沒有過犯」
[00:16:03.700 --> 00:16:07.860]  在第二章其實已經有很多討論
[00:16:07.860 --> 00:16:09.780]  就是指責那些猶太人
[00:16:09.780 --> 00:16:10.860]  你有律法
[00:16:10.860 --> 00:16:12.660]  你指著律法去教人
[00:16:12.660 --> 00:16:14.060]  但你卻不守律法
[00:16:14.580 --> 00:16:16.620]  你們口中說不可姦淫
[00:16:16.620 --> 00:16:17.860]  你自己就姦淫
[00:16:17.860 --> 00:16:19.860]  你說厭棄偶像
[00:16:19.860 --> 00:16:22.580]  你自己就打劫廟宗之物
[00:16:22.580 --> 00:16:26.420]  你們這群人指著律法誇口
[00:16:26.420 --> 00:16:29.500]  反倒違反律法
[00:16:29.500 --> 00:16:30.900]  羞辱上帝
[00:16:30.900 --> 00:16:35.060]  所以律法也幫不了猶太人得救
[00:16:35.060 --> 00:16:35.700]  行不行?
