
[00:00:00.000 --> 00:00:02.800]  這次從印度回來
[00:03:11.000 --> 00:03:15.000]  換句話說不要只是停留在自我的滿足當中
[00:03:15.000 --> 00:03:18.000]  要求神擴張我們的眼目
[00:03:18.000 --> 00:03:20.000]  讓我們能夠看見神在我們中間
[00:03:20.000 --> 00:03:24.000]  要成就又大又廣的工作
[00:03:24.000 --> 00:03:29.000]  生命和不但是有一個建造榮耀教會的使命
[00:03:29.000 --> 00:03:34.000]  生命和不但是有一個流向萬國萬民的使命
[00:03:34.000 --> 00:03:38.000]  更是一個轉化世代的社區使命
[00:03:38.000 --> 00:03:42.000]  而這個社區使命是要將神生命的江河
[00:03:42.000 --> 00:03:44.000]  能夠湧流到社區之中
[00:03:44.000 --> 00:03:48.000]  帶來一致帶來誠實的轉化
[00:03:48.000 --> 00:03:53.000]  那你說我們要怎麼樣能夠完成這樣一個社區的使命呢
[00:03:53.000 --> 00:03:55.000]  今天早上從三方面來分享
[00:03:55.000 --> 00:03:57.000]  第一個你一定要明白神的心意
[00:03:57.000 --> 00:04:00.000]  跟你媽說要明白神的心意
[00:04:00.000 --> 00:04:03.000]  歷代至上十二章三十二節
[00:04:03.000 --> 00:04:04.000]  我們一同來唸
[00:04:04.000 --> 00:04:08.000]  以薩迦資派兩百族長都通達實物
[00:04:08.000 --> 00:04:10.000]  知道以色列人所當行的
[00:04:10.000 --> 00:04:14.000]  他們族弟兄都聽從他們的命令
[00:04:14.000 --> 00:04:17.000]  這裏說以薩迦資派的族長們
[00:04:17.000 --> 00:04:19.000]  他們之所以有影響力
[00:04:19.000 --> 00:04:22.000]  而且族裏的弟兄都聽從他們
[00:04:22.000 --> 00:04:23.000]  爲什麼
[00:04:23.000 --> 00:04:25.000]  是因爲他們通達實物
[00:04:25.000 --> 00:04:28.000]  知道所當行的事
[00:04:28.000 --> 00:04:32.000]  同樣今天我們若想在今天的世代帶來影響力
[00:04:32.000 --> 00:04:37.000]  我們就必須要尋求神在這個世代的心意
[00:04:37.000 --> 00:04:38.000]  從兩方面來看
[00:04:38.000 --> 00:04:41.000]  第一個神對教會的心意
[00:04:41.000 --> 00:04:45.000]  跟着我這樣明白神對教會的心意跟他說
[00:04:45.000 --> 00:04:46.000]  我深深的相信
[00:04:46.000 --> 00:04:48.000]  馬太福音五章十四節
[00:04:48.000 --> 00:04:52.000]  是神今天對教會所要傳達一個信息
[00:04:52.000 --> 00:04:53.000]  我們一同來唸
[00:04:53.000 --> 00:04:55.000]  你們是世上的光
[00:04:55.000 --> 00:04:59.000]  曾照在山上是不能夠隱藏的
[00:04:59.000 --> 00:05:01.000]  你知道在過去
[00:05:01.000 --> 00:05:04.000]  教會一直把自己定位成
[00:05:04.000 --> 00:05:09.000]  是孤立在一個角落裏的象牙塔
[00:05:09.000 --> 00:05:12.000]  不是這裏說山上的城
[00:05:12.000 --> 00:05:15.000]  很多時候我們自己定義自己是一個
[00:05:15.000 --> 00:05:19.000]  孤立在角落裏的象牙塔
[00:05:19.000 --> 00:05:22.000]  以至於我們對城市所發生的事情
[00:05:22.000 --> 00:05:25.000]  幾乎是不聞不問
[00:05:25.000 --> 00:05:28.000]  但我們看見神的心意卻不是如此
[00:05:28.000 --> 00:05:31.000]  祖說你們
[00:05:31.000 --> 00:05:33.000]  請問誰是你們
[00:05:33.000 --> 00:05:35.000]  就是我們
[00:05:35.000 --> 00:05:37.000]  指的整個教會的整體而言
[00:05:37.000 --> 00:05:42.000]  祖說你們就是世上的光
[00:05:42.000 --> 00:05:45.000]  換作今天面對黑暗的世代
[00:05:45.000 --> 00:05:48.000]  教會是絕對有責任的
[00:05:48.000 --> 00:05:52.000]  教會不只是一個信徒屬靈成長的地方
[00:05:52.000 --> 00:05:56.000]  教會不只是我們彼此相親相愛彼此扶持的地方
[00:05:56.000 --> 00:06:02.000]  教會必須要實際地參與社區當中爲主發光
[00:06:02.000 --> 00:06:03.000]  你們
[00:06:03.000 --> 00:06:07.000]  我們才能夠扭轉這樣一個黑暗的世代
[00:06:07.000 --> 00:06:08.000]  事實上我越來越看見
[00:06:08.000 --> 00:06:10.000]  其實神在這個幕後的世代
[00:06:10.000 --> 00:06:14.000]  正在興起一支極大的軍隊
[00:06:14.000 --> 00:06:15.000]  以西節書三十七章
[00:06:15.000 --> 00:06:17.000]  我們非常熟悉的
[00:06:17.000 --> 00:06:18.000]  講到一個異象
[00:06:18.000 --> 00:06:20.000]  以西節看到一個異象
[00:06:20.000 --> 00:06:22.000]  神吩咐以西節
[00:06:22.000 --> 00:06:24.000]  叫風從四面吹來
[00:06:24.000 --> 00:06:27.000]  從山谷裏面到海谷上
[00:06:27.000 --> 00:06:30.000]  以西節照樣這樣發預言
[00:06:30.000 --> 00:06:32.000]  結果海谷就復活了
[00:06:32.000 --> 00:06:34.000]  成爲有靈的活人
[00:06:34.000 --> 00:06:35.000]  第二點
[00:06:35.000 --> 00:06:38.000]  這難道不是神今天在教會正在做的事情嗎
[00:06:38.000 --> 00:06:41.000]  本來你我都死在罪惡過犯當中的
[00:06:41.000 --> 00:06:43.000]  但是因爲耶穌基督的救恩
[00:06:43.000 --> 00:06:45.000]  那時候聖靈的風吹進我們
[00:06:45.000 --> 00:06:47.000]  讓我們接受耶穌基督的生命
[00:06:47.000 --> 00:06:49.000]  今天我們成爲一個有靈的活人
[00:06:49.000 --> 00:06:51.000]  在神的面前
[00:06:51.000 --> 00:06:55.000]  我們講過爲什麼神要做這件事情
[00:06:55.000 --> 00:06:58.000]  爲什麼神要向我們吹氣
[00:06:58.000 --> 00:07:00.000]  爲什麼神要在枯骨當中
[00:07:00.000 --> 00:07:02.000]  做這樣負心的工作呢
[00:07:02.000 --> 00:07:03.000]  第十節給我們這個答案
[00:07:03.000 --> 00:07:05.000]  我們一同來唸來
[00:07:05.000 --> 00:07:07.000]  於是我真命說預言
[00:07:07.000 --> 00:07:09.000]  氣息就進入海谷
[00:07:09.000 --> 00:07:10.000]  海谷便活了
[00:07:10.000 --> 00:07:13.000]  並且站起來成爲什麼
[00:07:13.000 --> 00:07:15.000]  極大的軍隊
[00:07:15.000 --> 00:07:16.000]  Hallelujah
[00:07:16.000 --> 00:07:17.000]  因爲你的這些日子
[00:07:17.000 --> 00:07:19.000]  當你在全世界奔走
[00:07:19.000 --> 00:07:21.000]  你實在看見神的手
[00:07:21.000 --> 00:07:25.000]  正在建立這一支極大的軍隊
[00:07:25.000 --> 00:07:27.000]  這是一支轉化的大軍
[00:07:27.000 --> 00:07:30.000]  要在這樣彎曲背謬的世代
[00:07:30.000 --> 00:07:33.000]  顯出神的榮耀來
[00:07:33.000 --> 00:07:38.000]  而你我正是這支軍隊當中的一份子
[00:07:38.000 --> 00:07:40.000]  所以你要明白神對教會的心意
[00:07:40.000 --> 00:07:43.000]  第二你要明白神對你的心意
[00:07:43.000 --> 00:07:45.000]  跟你們說你要明白神對你的心意
[00:07:45.000 --> 00:07:48.000]  跟他說
[00:07:48.000 --> 00:07:51.000]  你不能要明白神對教會整體的心意
[00:07:51.000 --> 00:07:52.000]  更重要的
[00:07:52.000 --> 00:07:54.000]  你要明白神在你的身上
[00:07:54.000 --> 00:07:56.000]  他的心意是什麼
[00:07:56.000 --> 00:07:58.000]  以佛所述五章十七節
[00:07:58.000 --> 00:07:59.000]  我們一同來唸來
[00:07:59.000 --> 00:08:01.000]  不要做糊塗人
[00:08:01.000 --> 00:08:03.000]  要明白主的旨意
[00:08:03.000 --> 00:08:05.000]  保羅說
[00:08:05.000 --> 00:08:07.000]  不要做糊塗人
[00:08:07.000 --> 00:08:08.000]  跟你朋友再一次說
[00:08:08.000 --> 00:08:09.000]  不要做糊塗人
[00:08:09.000 --> 00:08:11.000]  跟他說
[00:08:11.000 --> 00:08:14.000]  也許你過去是糊里糊塗的
[00:08:14.000 --> 00:08:16.000]  但從今天開始
[00:08:16.000 --> 00:08:20.000]  你應當積極主動尋求神的心意
[00:08:20.000 --> 00:08:23.000]  爲主而活
[00:08:23.000 --> 00:08:25.000]  你還記得當保羅
[00:08:25.000 --> 00:08:28.000]  在前往大馬社的道路上
[00:08:28.000 --> 00:08:31.000]  他要去捉拿基督徒的本來
[00:08:31.000 --> 00:08:33.000]  被主的大光光照
[00:08:33.000 --> 00:08:35.000]  他就撲倒在地
[00:08:35.000 --> 00:08:37.000]  當他撲倒在地的時候
[00:08:37.000 --> 00:08:39.000]  他就問主
[00:08:39.000 --> 00:08:43.000]  兩個他一生當中最重要的問題
[00:08:43.000 --> 00:08:46.000]  十二章二十二章第八節
[00:08:46.000 --> 00:08:47.000]  他第一個問題
[00:08:47.000 --> 00:08:50.000]  他問主啊你是誰
[00:08:50.000 --> 00:08:52.000]  他知道用光光照他
[00:08:52.000 --> 00:08:54.000]  是他生命的主宰
[00:08:54.000 --> 00:08:56.000]  一定是他生命的主宰
[00:08:56.000 --> 00:08:59.000]  但他不知道這個主宰是誰
[00:08:59.000 --> 00:09:01.000]  今天我們正好相反
[00:09:01.000 --> 00:09:02.000]  我們知道他是誰
[00:09:02.000 --> 00:09:04.000]  不知道他是我們的主
[00:09:04.000 --> 00:09:06.000]  我們正好相反
[00:09:06.000 --> 00:09:07.000]  保羅知道他是我們的
[00:09:07.000 --> 00:09:08.000]  他是他的主
[00:09:08.000 --> 00:09:11.000]  但是不知道這個主是誰
[00:09:11.000 --> 00:09:14.000]  第二個問題第十節
[00:09:14.000 --> 00:09:15.000]  他說主啊
[00:09:15.000 --> 00:09:16.000]  怎麼樣
[00:09:16.000 --> 00:09:18.000]  我當做什麼
[00:09:18.000 --> 00:09:20.000]  我們看見一旦他遇見
[00:09:20.000 --> 00:09:21.000]  他生命的主宰
[00:09:21.000 --> 00:09:24.000]  下一個很自然的問題就是
[00:09:24.000 --> 00:09:27.000]  主啊那你要我做什麼
[00:09:27.000 --> 00:09:29.000]  第二點在你一生當中
[00:09:29.000 --> 00:09:33.000]  這也是你一生中最重要兩個問題
[00:09:33.000 --> 00:09:35.000]  請問你在你一生當中
[00:09:35.000 --> 00:09:38.000]  你問過這兩個問題嗎
[00:09:38.000 --> 00:09:40.000]  主啊你是誰
[00:09:40.000 --> 00:09:42.000]  你要我做什麼
[00:09:42.000 --> 00:09:43.000]  也許今天你已經知道
[00:09:43.000 --> 00:09:45.000]  耶穌的名字
[00:09:45.000 --> 00:09:46.000]  但你知道耶穌
[00:09:46.000 --> 00:09:49.000]  就是你生命的主宰嗎
[00:09:49.000 --> 00:09:50.000]  你真的願意讓耶穌
[00:09:50.000 --> 00:09:53.000]  在你生命當中主導你的生命
[00:09:53.000 --> 00:09:56.000]  來引導你人生的道路
[00:09:56.000 --> 00:09:58.000]  你可知道在你人生的道路上
[00:09:58.000 --> 00:10:00.000]  最重要的不是你想幹什麼
[00:10:00.000 --> 00:10:03.000]  不是你想去哪裏
[00:10:03.000 --> 00:10:06.000]  而是主要你幹什麼
[00:10:06.000 --> 00:10:08.000]  主要你去哪裏
[00:10:08.000 --> 00:10:10.000]  如果你今天確認
[00:10:10.000 --> 00:10:12.000]  耶穌是你生命的主
[00:10:12.000 --> 00:10:15.000]  你就必須認真的到神面前
[00:10:15.000 --> 00:10:17.000]  尋求神說主啊
[00:10:17.000 --> 00:10:20.000]  那我當做什麼呢
[00:10:20.000 --> 00:10:22.000]  第二點今天做一個基督徒
[00:10:22.000 --> 00:10:23.000]  我們絕對不能夠
[00:10:23.000 --> 00:10:27.000]  只是坐在這裏被動的
[00:10:27.000 --> 00:10:31.000]  過一個得過且過的生活而已
[00:10:31.000 --> 00:10:32.000]  因爲我告訴你
[00:10:32.000 --> 00:10:34.000]  如果今天我們不主動
[00:10:34.000 --> 00:10:37.000]  魔鬼撒旦他必定主動
[00:10:37.000 --> 00:10:39.000]  如果我們不主動
[00:10:39.000 --> 00:10:42.000]  這個世界一定主動
[00:10:42.000 --> 00:10:44.000]  A.W. Tozer曾經這樣說
[00:10:44.000 --> 00:10:48.000]  他說如果我們一天不來親近神
[00:10:48.000 --> 00:10:51.000]  我們就是一天打開我們的生命
[00:10:51.000 --> 00:10:55.000]  讓罪惡跟錯誤進入我們的生命當中
[00:10:55.000 --> 00:10:57.000]  如果我們不主動來親近神
[00:10:57.000 --> 00:10:59.000]  我們就主動打開我們的生命
[00:10:59.000 --> 00:11:02.000]  讓錯誤跟罪惡進到我們的生命
[00:11:02.000 --> 00:11:04.000]  換句話說如果我們不主動
[00:11:04.000 --> 00:11:06.000]  這個世界絕對會主動
[00:11:06.000 --> 00:11:07.000]  如果我們不主動
[00:11:07.000 --> 00:11:10.000]  魔鬼撒旦絕對主動
[00:11:10.000 --> 00:11:11.000]  這爲什麼許多時候
[00:11:11.000 --> 00:11:12.000]  你覺得做基督徒
[00:11:12.000 --> 00:11:15.000]  有時候做得很辛苦的原因
[00:11:15.000 --> 00:11:17.000]  因爲你只是被動地坐在那裏
[00:11:17.000 --> 00:11:20.000]  拼命地捱打
[00:11:20.000 --> 00:11:22.000]  你當然很辛苦
[00:11:22.000 --> 00:11:25.000]  第二點今天我們需要起來
[00:11:25.000 --> 00:11:28.000]  主動 積極 尋求神的心意
[00:11:28.000 --> 00:11:30.000]  爲主而活
[00:11:30.000 --> 00:11:33.000]  只有當我們採取主動的時候
[00:11:33.000 --> 00:11:37.000]  我們纔可能在神手中成爲神的器皿
[00:11:37.000 --> 00:11:42.000]  被他所使用來影響這個世代的
[00:11:42.000 --> 00:11:45.000]  所以第一個你一定要明白神的心意
[00:11:45.000 --> 00:11:48.000]  明白神對教會的心意更重要了
[00:11:48.000 --> 00:11:50.000]  我再一次說
[00:11:50.000 --> 00:11:52.000]  神對你的心意
[00:11:52.000 --> 00:11:53.000]  在你一生當中
[00:11:53.000 --> 00:11:56.000]  你問過這兩個問題嗎
[00:11:56.000 --> 00:11:58.000]  主你是誰
[00:11:58.000 --> 00:12:01.000]  主我當做什麼
[00:12:01.000 --> 00:12:03.000]  你問過
[00:12:03.000 --> 00:12:05.000]  你應當認真地在神面前
[00:12:05.000 --> 00:12:08.000]  來問這兩個問題
[00:12:08.000 --> 00:12:09.000]  第二點我們看見
[00:12:09.000 --> 00:12:11.000]  你要起來爲你的環境禱告
[00:12:11.000 --> 00:12:15.000]  跟你們說起來爲你的環境禱告
[00:12:15.000 --> 00:12:16.000]  聖經裏面告訴我們
[00:12:16.000 --> 00:12:18.000]  在以利亞的時代
[00:12:18.000 --> 00:12:23.000]  那個時候以色列帝遭遇到三年的乾旱
[00:12:23.000 --> 00:12:25.000]  到處都是饑荒
[00:12:25.000 --> 00:12:29.000]  神就呼召以利亞上到加密山去禱告
[00:12:29.000 --> 00:12:32.000]  上十八章四十一到四十四節
[00:12:32.000 --> 00:12:34.000]  幫助我一同來唸
[00:12:34.000 --> 00:12:36.000]  以利亞對雅哈說
[00:12:36.000 --> 00:12:38.000]  你現在可以上去喫喝
[00:12:38.000 --> 00:12:40.000]  因爲有多雨的響聲了
[00:12:40.000 --> 00:12:42.000]  雅哈就上去喫喝
[00:12:42.000 --> 00:12:44.000]  以利亞上到加密山頂
[00:12:44.000 --> 00:12:46.000]  屈身在地
[00:12:46.000 --> 00:12:48.000]  將臉浮在兩棲之中
[00:12:48.000 --> 00:12:49.000]  對僕人說
[00:12:49.000 --> 00:12:52.000]  你上去向海觀看
[00:12:52.000 --> 00:12:54.000]  僕人就上去觀看說
[00:12:54.000 --> 00:12:55.000]  沒有什麼
[00:12:55.000 --> 00:12:57.000]  他說你再去觀看
[00:12:57.000 --> 00:12:59.000]  如此七次
[00:12:59.000 --> 00:13:00.000]  四十四節
[00:13:00.000 --> 00:13:01.000]  第七次僕人說
[00:13:01.000 --> 00:13:03.000]  我看見有一小片雲
[00:13:03.000 --> 00:13:05.000]  從海里上來
[00:13:05.000 --> 00:13:07.000]  不過如人手那樣大
[00:13:07.000 --> 00:13:08.000]  以利亞說
[00:13:08.000 --> 00:13:10.000]  你上去告訴雅哈
[00:13:10.000 --> 00:13:12.000]  當套車下去
[00:13:12.000 --> 00:13:15.000]  免得被雨所阻擋
[00:13:15.000 --> 00:13:16.000]  我們看見這裏說
[00:13:16.000 --> 00:13:19.000]  以利亞聽見多雨的響聲
[00:13:19.000 --> 00:13:21.000]  他聽見神的呼召
[00:13:21.000 --> 00:13:24.000]  聽見那多雨的響聲
[00:13:24.000 --> 00:13:28.000]  僕人就將臉浮在兩棲之中
[00:13:28.000 --> 00:13:30.000]  他禱告了七次
[00:13:30.000 --> 00:13:32.000]  神就降下大雨
[00:13:32.000 --> 00:13:34.000]  解除了乾旱
[00:13:34.000 --> 00:13:35.000]  同樣我就感覺到
[00:13:35.000 --> 00:13:39.000]  今天也是神要呼召我們起來
[00:13:39.000 --> 00:13:42.000]  爲我們所處的大環境來禱告的時刻
[00:13:42.000 --> 00:13:43.000]  你知道多少時候
[00:13:43.000 --> 00:13:45.000]  今天當我們面對現今的世代
[00:13:45.000 --> 00:13:47.000]  我們常常心中一種感嘆
[00:13:47.000 --> 00:13:48.000]  不是嗎
[00:13:48.000 --> 00:13:50.000]  覺得好像是世代充滿了罪惡
[00:13:50.000 --> 00:13:52.000]  充滿了悖逆
[00:13:52.000 --> 00:13:53.000]  我們常常心中的感嘆
[00:13:53.000 --> 00:13:55.000]  是四風日下
[00:13:55.000 --> 00:13:57.000]  人心不古
[00:13:57.000 --> 00:13:59.000]  特別是當我們看見整個美國
[00:13:59.000 --> 00:14:01.000]  好像越來越離開
[00:14:01.000 --> 00:14:04.000]  起初那種屬神的價值觀
[00:14:04.000 --> 00:14:05.000]  跟道德觀的時候
[00:14:05.000 --> 00:14:08.000]  我們的心常常充滿了憂慮跟恐懼
[00:14:08.000 --> 00:14:09.000]  不是嗎
[00:14:09.000 --> 00:14:10.000]  但事實上
[00:14:10.000 --> 00:14:11.000]  弟兄姐妹
[00:14:11.000 --> 00:14:13.000]  越是充滿黑暗的時代
[00:14:13.000 --> 00:14:16.000]  越是神的復興要降臨的時刻
[00:14:16.000 --> 00:14:19.000]  在整個教會歷史的復興歷史當中
[00:14:19.000 --> 00:14:20.000]  我們很清楚看見
[00:14:20.000 --> 00:14:25.000]  如果教會長期處在安逸的環境當中
[00:14:25.000 --> 00:14:28.000]  自終是走上死亡的道路
[00:14:28.000 --> 00:14:32.000]  只有在一個充滿挑戰的環境當中
[00:14:32.000 --> 00:14:36.000]  能夠使我們的生命重新活潑起來的
[00:14:36.000 --> 00:14:38.000]  所以不要哀嘆
[00:14:38.000 --> 00:14:40.000]  今天現在的時刻
[00:14:40.000 --> 00:14:44.000]  正是一個我們爲主而活的時機
[00:14:44.000 --> 00:14:45.000]  今天這個時刻
[00:14:45.000 --> 00:14:48.000]  正是我們與主同工的機會
[00:14:48.000 --> 00:14:50.000]  越是在黑暗的時刻
[00:14:50.000 --> 00:14:52.000]  越是在罪惡橫行的時刻
[00:14:52.000 --> 00:14:54.000]  更是神呼召我們起來
[00:14:54.000 --> 00:14:57.000]  要一同來禱告的時刻
[00:14:57.000 --> 00:14:58.000]  弟兄姐
[00:14:58.000 --> 00:15:01.000]  今天也許你知道禱告的重要
[00:15:01.000 --> 00:15:02.000]  也許你也明白
[00:15:02.000 --> 00:15:05.000]  我們要持守神的應許來禱告
[00:15:05.000 --> 00:15:10.000]  但如果你今天只是坐在那裏聽聽而已
[00:15:10.000 --> 00:15:12.000]  還是沒有用
[00:15:12.000 --> 00:15:14.000]  我們看見當以利亞
[00:15:14.000 --> 00:15:16.000]  他聽見多雨的響聲
[00:15:16.000 --> 00:15:19.000]  他明白神的呼召
[00:15:19.000 --> 00:15:21.000]  如果他只是聽見
[00:15:21.000 --> 00:15:23.000]  只是明白
[00:15:23.000 --> 00:15:25.000]  如果他不起來禱告
[00:15:25.000 --> 00:15:29.000]  不起來到加密山上呼求神的話
[00:15:29.000 --> 00:15:30.000]  那我告訴你
[00:15:30.000 --> 00:15:33.000]  雨還是不會降下來
[00:15:33.000 --> 00:15:36.000]  乾旱還是得不到解決
[00:15:36.000 --> 00:15:39.000]  所以今天你不但要心裏明白
[00:15:39.000 --> 00:15:41.000]  你要有行動
[00:15:41.000 --> 00:15:43.000]  起來爲你的環境禱告
[00:15:43.000 --> 00:15:45.000]  爲你的家庭來禱告吧
[00:15:45.000 --> 00:15:47.000]  爲你的小組來禱告吧
[00:15:47.000 --> 00:15:48.000]  爲教會
[00:15:48.000 --> 00:15:50.000]  爲社區城市來禱告吧
[00:15:50.000 --> 00:15:52.000]  求主降下恩雨
[00:15:52.000 --> 00:15:54.000]  解除我們屬靈的乾旱
[00:15:54.000 --> 00:15:56.000]  你們
[00:15:56.000 --> 00:15:58.000]  你不但要起來禱告
[00:15:58.000 --> 00:16:01.000]  而且要持續地禱告
[00:16:01.000 --> 00:16:02.000]  我們看見當以利亞
[00:16:02.000 --> 00:16:05.000]  在林裏面聽見那多雨的響聲
[00:16:05.000 --> 00:16:07.000]  他就上山禱告
[00:16:07.000 --> 00:16:09.000]  我相信在那個時刻
[00:16:09.000 --> 00:16:10.000]  以利亞心中怎麼想
[00:16:10.000 --> 00:16:11.000]  他都覺得
[00:16:11.000 --> 00:16:12.000]  他一上山禱告
[00:16:12.000 --> 00:16:14.000]  因爲神呼召他的
[00:16:14.000 --> 00:16:15.000]  他只要一上山禱告
[00:16:15.000 --> 00:16:16.000]  一禱告
[00:16:16.000 --> 00:16:18.000]  大雨就會降下來
[00:16:18.000 --> 00:16:21.000]  但事實上卻不是如此
[00:16:21.000 --> 00:16:23.000]  當他一邊禱告
[00:16:23.000 --> 00:16:25.000]  就派僕人一邊去看
[00:16:25.000 --> 00:16:28.000]  看有什麼動靜
[00:16:28.000 --> 00:16:29.000]  第一次禱告了
[00:16:29.000 --> 00:16:30.000]  僕人回來了
[00:16:30.000 --> 00:16:31.000]  什麼都沒有
[00:16:31.000 --> 00:16:33.000]  再禱告
[00:16:33.000 --> 00:16:34.000]  第二次回來
[00:16:34.000 --> 00:16:36.000]  什麼都沒有
[00:16:36.000 --> 00:16:37.000]  再禱告
[00:16:37.000 --> 00:16:39.000]  還是什麼都沒有
[00:16:39.000 --> 00:16:43.000]  連手掌那麼大的雲都沒有
[00:16:43.000 --> 00:16:44.000]  換了你
[00:16:44.000 --> 00:16:46.000]  你會怎麼想
[00:16:46.000 --> 00:16:47.000]  算了
[00:16:47.000 --> 00:16:50.000]  凡事不過三
[00:16:50.000 --> 00:16:51.000]  算了
[00:16:51.000 --> 00:16:52.000]  大概聽錯
[00:16:52.000 --> 00:16:53.000]  什麼多雨的響聲
[00:16:53.000 --> 00:16:54.000]  聽錯了
[00:16:54.000 --> 00:16:55.000]  禱告也沒有
[00:16:55.000 --> 00:16:56.000]  還是用其他的方法吧
[00:16:56.000 --> 00:16:58.000]  但是我們看見以利亞沒有
[00:16:58.000 --> 00:17:00.000]  他持續地禱告
[00:17:00.000 --> 00:17:02.000]  直到第七次他纔看見
[00:17:02.000 --> 00:17:05.000]  像手掌那麼大的雲飄過來
[00:17:05.000 --> 00:17:06.000]  他就知道
[00:17:06.000 --> 00:17:09.000]  神要降下大雨了
[00:17:09.000 --> 00:17:10.000]  第二點
[00:17:10.000 --> 00:17:11.000]  同樣的我深深地相信
[00:17:11.000 --> 00:17:13.000]  這也是神呼召我們
[00:17:13.000 --> 00:17:16.000]  要起來禱告的時刻
[00:17:16.000 --> 00:17:17.000]  雖然有時候我們看見
