
[00:00:00.000 --> 00:00:06.140]  我們繼續看約拿書《識經》講到系列第四講重生的約拿
[00:01:36.500 --> 00:01:38.500]  沒有去到尼尼眉這個城
[00:01:38.500 --> 00:01:40.500]  約拿反而反其道而行
[00:01:40.500 --> 00:01:44.000]  向著他師的方向去逃避耶和華的面
[00:01:44.000 --> 00:01:46.000]  但是想不到的就是
[00:01:46.000 --> 00:01:49.000]  餘福裡面三日三夜之後
[00:01:49.000 --> 00:01:53.000]  約拿開始向耶和華神來討告
[00:01:53.000 --> 00:02:00.000]  結果禱告完了,神就令這條魚把約拿吐出來
[00:02:00.000 --> 00:02:03.000]  所以這個經文再用一個字眼
[00:02:03.000 --> 00:02:06.000]  「第二次」「再次」
[00:02:06.000 --> 00:02:10.000]  這樣就是重新開始給約拿一個機會
[00:02:10.000 --> 00:02:13.500]  是要說神給約拿再一次的機會
[00:02:13.500 --> 00:02:17.000]  去完成神要他去尼尼眉大聖
[00:02:17.000 --> 00:02:19.500]  執行上帝要給他的任務
[00:02:19.500 --> 00:02:22.000]  然後請你留意第三章第二節
[00:02:22.000 --> 00:02:26.000]  這裡說你起來往尼尼眉大聖去
[00:02:26.000 --> 00:02:29.500]  向其中的居民宣告我所吩咐你的話
[00:02:29.500 --> 00:02:31.000]  三章第二節這句話
[00:02:31.000 --> 00:02:33.500]  如果你按照原文直接翻譯的話
[00:02:33.500 --> 00:02:40.000]  這裡是說起來去尼尼眉那大聖並對他呼喊
[00:02:40.000 --> 00:02:44.500]  這裡和第一章第二節所說的字眼
[00:02:44.500 --> 00:02:47.000]  是完全不一樣的
[00:02:47.000 --> 00:02:50.500]  第一章第二節說你起來往尼尼眉大聖去
[00:02:50.500 --> 00:02:53.500]  向其中的居民呼喊
[00:02:53.500 --> 00:02:55.500]  是完全一樣的表達
[00:02:55.500 --> 00:02:59.000]  三章第二節中文翻譯做宣告的這一個字
[00:02:59.000 --> 00:03:01.000]  其實正正就是第一章第二節
[00:03:01.000 --> 00:03:04.500]  已經用過的呼喊同一個字來的
[00:03:04.500 --> 00:03:08.500]  換句話說耶和華說神給約拿的使命
[00:03:08.500 --> 00:03:11.500]  沒有因為約拿曾經做得不好
[00:03:11.500 --> 00:03:13.000]  曾經做得不夠
[00:03:13.000 --> 00:03:17.000]  沒有因為約拿曾經沒有去聽從神的說話
[00:03:17.000 --> 00:03:20.500]  而被雪藏而沒有被去使用
[00:03:20.500 --> 00:03:24.000]  電視台的藝人或者影視的藝人
[00:03:24.000 --> 00:03:28.000]  有時候不聽話就會被消失就會雪藏
[00:03:28.000 --> 00:03:31.500]  又或者會派他去做一些其他的節目
[00:03:31.500 --> 00:03:34.000]  又或者將他投閒置散放在一旁
[00:03:34.000 --> 00:03:38.500]  又或者有些政治不正確的藝人
[00:03:38.500 --> 00:03:40.500]  就會被全面封殺
[00:03:40.500 --> 00:03:48.500]  大概你們都記得黃秋生在2014年的時候被指責
[00:03:48.500 --> 00:03:54.000]  他去譴責警察的暴力而遭到全面的封殺
[00:03:54.000 --> 00:03:56.500]  在那五到六年之後的期間
[00:03:56.500 --> 00:04:00.000]  那五到六年幾乎可以說是零收入
[00:04:00.000 --> 00:04:02.500]  你再看一下韓詩
[00:04:02.500 --> 00:04:05.500]  他打算在書店搞個演唱會
[00:04:05.500 --> 00:04:07.500]  開個網上直播
[00:04:07.500 --> 00:04:11.000]  如果警察都要到場去做事
[00:04:11.000 --> 00:04:15.500]  不聽話你一定沒有運行
[00:04:15.500 --> 00:04:19.500]  結果上帝又怎樣呢?
[00:04:19.500 --> 00:04:24.500]  上帝對於這位不聽話的約拿怎樣做?
[00:04:24.500 --> 00:04:28.500]  神有沒有叫他不用工作了就走吧
[00:04:28.500 --> 00:04:31.000]  有沒有將他的職責或任務打折扣
[00:04:31.000 --> 00:04:33.000]  叫其他人分擔他的工作呢?
[00:04:33.000 --> 00:04:35.000]  又或者減了他的工作量
[00:04:35.000 --> 00:04:37.000]  由其他人去做呢?
[00:04:37.000 --> 00:04:38.500]  其實我們知道
[00:04:38.500 --> 00:04:40.000]  當我們做過事的時候
[00:04:40.000 --> 00:04:41.500]  大概你會明白
[00:04:41.500 --> 00:04:44.000]  老闆見到一個員工
[00:04:44.000 --> 00:04:48.000]  做不來不想做就讓另一個人做
[00:04:48.000 --> 00:04:50.500]  分分鐘把你解僱也可以
[00:04:50.500 --> 00:04:53.000]  在約拿這個處境
[00:04:53.000 --> 00:04:56.500]  雖然約拿一開始沒有去聽從神的話
[00:04:56.500 --> 00:04:58.000]  在第一次的時候
[00:04:58.000 --> 00:05:01.000]  沒有去完成到神要他做的事情
[00:05:01.000 --> 00:05:02.500]  但現在呢?
[00:05:02.500 --> 00:05:05.500]  但現在神給他的任務
[00:05:05.500 --> 00:05:08.500]  就是跟先前的完全完全是一樣的
[00:05:08.500 --> 00:05:11.000]  約拿要做的是什麼?
[00:05:11.000 --> 00:05:12.500]  約拿要做的第一
[00:05:12.500 --> 00:05:15.500]  就是要起來往來大成
[00:05:15.500 --> 00:05:16.500]  第二
[00:05:16.500 --> 00:05:21.500]  就是要向其中的人民呼喊和宣告
[00:05:21.500 --> 00:05:23.000]  而這兩個任務
[00:05:23.000 --> 00:05:25.500]  跟第一章第一節的任務
[00:05:25.500 --> 00:05:28.500]  是完全完全一樣的
[00:05:28.500 --> 00:05:31.000]  所以我們可以很清楚看到
[00:05:31.000 --> 00:05:33.500]  第一章第一節和第三章第一節
[00:05:33.500 --> 00:05:37.000]  神給約拿的任務是沒有變過的
[00:05:37.000 --> 00:05:38.500]  分別只是第一章
[00:05:38.500 --> 00:05:43.500]  約拿起來的是去反方向的他司而走
[00:05:43.500 --> 00:05:46.000]  不過如果我們還記得的話
[00:05:46.000 --> 00:05:50.000]  約拿甚至在船上經船長的口
[00:05:50.000 --> 00:05:53.500]  其實他一樣沒有聽到神對他的呼喚
[00:05:53.500 --> 00:05:57.000]  你記不記得神呼喚過他那兩個字?
[00:05:57.000 --> 00:06:02.500]  起來和向你的神禱告
[00:06:02.500 --> 00:06:08.000]  其實禱告和呼喚這些字都是重複出現的
[00:06:08.000 --> 00:06:10.000]  任你跑到哪裡
[00:06:10.000 --> 00:06:12.000]  任你去到天腳底也好
[00:06:12.000 --> 00:06:13.500]  天涯海角也好
[00:06:13.500 --> 00:06:14.500]  上帝的呼喚
[00:06:14.500 --> 00:06:16.000]  上帝的呼召
[00:06:16.000 --> 00:06:20.500]  都如影隨形的跟著約拿
[00:06:20.500 --> 00:06:21.500]  我們要記得
[00:06:21.500 --> 00:06:22.500]  我們要記得
[00:06:22.500 --> 00:06:24.500]  約拿在第一章的時候
[00:06:24.500 --> 00:06:27.500]  第一次對他的呼召的時間
[00:06:27.500 --> 00:06:29.500]  他一於抱你
[00:06:29.500 --> 00:06:31.500]  但到了第三章
[00:06:31.500 --> 00:06:36.500]  約拿終於起來去尼尼眉這個大城
[00:06:36.500 --> 00:06:40.000]  約拿終於向其中的居民宣告
[00:06:40.000 --> 00:06:44.500]  去呼喚這個重大的改變的原因是什麼?
[00:06:44.500 --> 00:06:50.000]  就是因為夾正在第一章和第三章中間的第二章
[00:06:50.000 --> 00:06:53.500]  在第二章約拿身上發生的事件
[00:06:53.500 --> 00:06:56.500]  就是他掉進深海的地方
[00:06:56.500 --> 00:06:59.000]  在魚肚子裡三天三夜
[00:06:59.000 --> 00:07:02.000]  而且他還跟神禱告
[00:07:02.000 --> 00:07:03.000]  結果呢?
[00:07:03.000 --> 00:07:05.000]  結果我們發現
[00:07:05.000 --> 00:07:06.000]  就引申
[00:07:06.000 --> 00:07:08.000]  結果當他吐出來的時候
[00:07:08.000 --> 00:07:11.500]  他現在就有第二次的機會
[00:07:11.500 --> 00:07:13.500]  而且他還要去執行這一次
[00:07:13.500 --> 00:07:16.000]  上帝要他的吩咐
[00:07:16.000 --> 00:07:18.000]  我們還記得
[00:07:18.000 --> 00:07:21.000]  在第二章的事件裡面
[00:07:21.000 --> 00:07:23.000]  那條雙性的羽毛
[00:07:23.000 --> 00:07:24.000]  應該說
[00:07:24.000 --> 00:07:26.000]  第二章一開始和結束
[00:07:26.000 --> 00:07:29.500]  其實吞和吐出約拿的
[00:07:29.500 --> 00:07:32.000]  都是一條雄性的魚
[00:07:32.000 --> 00:07:35.000]  但是在魚肚子裡禱告的時候
[00:07:35.000 --> 00:07:37.000]  那條魚竟然之間變了性
[00:07:37.000 --> 00:07:38.000]  成為了陰性
[00:07:38.000 --> 00:07:40.000]  成為了一條癡性的魚
[00:07:40.000 --> 00:07:43.000]  就好像一個嬰兒在媽媽的肚子裡一樣
[00:07:43.000 --> 00:07:45.000]  現在約拿在魚肚子裡
[00:07:45.000 --> 00:07:46.000]  在魚腹當中
[00:07:46.000 --> 00:07:48.500]  向神禱告
[00:07:48.500 --> 00:07:50.500]  向神去相遇
[00:07:50.500 --> 00:07:53.000]  他為了自己的處境去呼求
[00:07:53.000 --> 00:07:54.500]  去呼喚神
[00:07:54.500 --> 00:07:58.500]  所以經歷了一次的重生
[00:07:58.500 --> 00:08:00.000]  被吐出來之後
[00:08:00.000 --> 00:08:01.500]  重生的約拿
[00:08:01.500 --> 00:08:04.000]  結果是他自願地
[00:08:04.000 --> 00:08:06.000]  去到尼尼米這個大城
[00:08:06.000 --> 00:08:07.500]  去呼喚
[00:08:07.500 --> 00:08:09.000]  去宣告出神要他
[00:08:09.000 --> 00:08:11.000]  他要講的一些說話
[00:08:11.000 --> 00:08:13.500]  如果沒有了和神相遇的話
[00:08:13.500 --> 00:08:15.500]  任何的重生的經歷
[00:08:15.500 --> 00:08:17.500]  都只不過是表面
[00:08:17.500 --> 00:08:20.000]  都只不過是暫時
[00:08:20.000 --> 00:08:22.500]  都不能夠涉及最深層
[00:08:22.500 --> 00:08:24.500]  和神的那種相連
[00:08:24.500 --> 00:08:26.000]  那種關係
[00:08:26.000 --> 00:08:28.000]  那種屬靈的提升
[00:08:28.000 --> 00:08:30.000]  的而且確
[00:08:30.000 --> 00:08:31.500]  有不少的人
[00:08:31.500 --> 00:08:32.500]  不需要福音
[00:08:32.500 --> 00:08:35.000]  不需要上帝都可以戒毒
[00:08:35.000 --> 00:08:37.000]  走出婚姻的陰霾
[00:08:37.000 --> 00:08:39.000]  經濟可以扭轉
[00:08:39.000 --> 00:08:41.000]  走徒、賭徒、閹民
[00:08:41.000 --> 00:08:43.500]  都可以經歷到所謂的重生
[00:08:43.500 --> 00:08:46.500]  如果只是來自人的努力的話
[00:08:46.500 --> 00:08:49.000]  沒錯是可以重生的
[00:08:49.000 --> 00:08:51.000]  是可以脫離這些問題的
[00:08:51.000 --> 00:08:52.000]  可以是的
[00:08:52.000 --> 00:08:55.000]  但是卻沒有觸及到
[00:08:55.000 --> 00:08:59.000]  人和神那種的關係
[00:08:59.000 --> 00:09:03.500]  沒有觸及到永恆屬靈的生命
[00:09:03.500 --> 00:09:06.000]  約拿這一次的改變
[00:09:06.000 --> 00:09:07.500]  非常之特別
[00:09:07.500 --> 00:09:09.500]  因為他呼喊神
[00:09:09.500 --> 00:09:11.500]  因為他與神相遇
[00:09:11.500 --> 00:09:13.500]  因為他在禱告裡面
[00:09:13.500 --> 00:09:18.500]  他仍然堅信認定相信上帝
[00:09:18.500 --> 00:09:21.500]  所以他能夠經歷到上帝
[00:09:21.500 --> 00:09:24.500]  才知道約拿能夠有第二次的機會
[00:09:24.500 --> 00:09:27.500]  是因為他與神之間的相遇
[00:09:27.500 --> 00:09:29.500]  雖然從他的禱告的內容
[00:09:29.500 --> 00:09:31.500]  就好像沒有見到
[00:09:31.500 --> 00:09:33.500]  他對於未認識神的人
[00:09:33.500 --> 00:09:37.500]  又或者拜開偶像的其他人的觀念
[00:09:37.500 --> 00:09:39.500]  有什麼突破性的改變
[00:09:39.500 --> 00:09:42.000]  不過在他的禱告裡面
[00:09:42.000 --> 00:09:45.500]  我們就見到他終於打破了
[00:09:45.500 --> 00:09:49.500]  三天三夜與神之間的沉默
[00:09:49.500 --> 00:09:52.000]  他終於打破了七十二個小時
[00:09:52.000 --> 00:09:54.500]  繼續與神鬥氣的處境
[00:09:54.500 --> 00:09:59.000]  他在禱告當中再一次遇見神
[00:09:59.000 --> 00:10:00.500]  在絕境裡面
[00:10:00.500 --> 00:10:03.000]  他表達出他多麼需要上帝
[00:10:03.000 --> 00:10:05.000]  他仍然相信神
[00:10:05.000 --> 00:10:07.500]  所以他與神相遇
[00:10:07.500 --> 00:10:11.500]  約拿可以說是重生
[00:10:11.500 --> 00:10:14.500]  他真的可算是重生
[00:10:14.500 --> 00:10:17.500]  這種改變是必須經歷
[00:10:17.500 --> 00:10:19.500]  與神改相遇
[00:10:19.500 --> 00:10:24.500]  才能夠帶出這種生命的重大改變
[00:10:24.500 --> 00:10:25.500]  同樣的情況
[00:10:25.500 --> 00:10:27.500]  無論是船上的人
[00:10:27.500 --> 00:10:29.500]  還是理理未成的人
[00:10:29.500 --> 00:10:36.500]  倘若他們都一樣認真與神相遇的話
[00:10:36.500 --> 00:10:39.500]  他們其實都可以獲得
[00:10:39.500 --> 00:10:43.500]  好像約拿一樣的九種經歷
[00:10:43.500 --> 00:10:45.500]  曾經有一位姊妹
[00:10:45.500 --> 00:10:46.500]  她住在倫敦
[00:10:46.500 --> 00:10:49.500]  有一天她下班
[00:10:49.500 --> 00:10:52.500]  已經是差不多黃昏的時間
[00:10:52.500 --> 00:10:56.500]  她開始搭地鐵回家
[00:10:56.500 --> 00:10:59.000]  當她踏出地鐵站的那一刻
[00:10:59.000 --> 00:11:00.500]  她看到地鐵站
[00:11:00.500 --> 00:11:04.000]  坐著一個穿著短褲的大叔
[00:11:04.000 --> 00:11:07.000]  他抱著雙膝坐在地上
[00:11:07.000 --> 00:11:09.500]  一臉非常惆悵
[00:11:09.500 --> 00:11:12.500]  茫然的臉孔
[00:11:12.500 --> 00:11:14.500]  這位姊妹就想
[00:11:14.500 --> 00:11:17.500]  應該是一個流浪漢吧
[00:11:17.500 --> 00:11:18.500]  此時此刻
[00:11:18.500 --> 00:11:20.500]  她已經是非常疲倦
[00:11:20.500 --> 00:11:22.500]  打算加快腳步回家
[00:11:22.500 --> 00:11:26.500]  離開了幾十秒到一分鐘的時間
[00:11:26.500 --> 00:11:27.500]  有一句話
[00:11:27.500 --> 00:11:30.500]  突然間泛在她的心頭裡
[00:11:30.500 --> 00:11:31.500]  這句話就是
[00:11:31.500 --> 00:11:33.500]  給她錢
[00:11:33.500 --> 00:11:35.500]  給她錢
[00:11:35.500 --> 00:11:37.500]  她停下了腳步
[00:11:37.500 --> 00:11:40.500]  一邊從錢包裡看看有沒有五鎊錢
[00:11:40.500 --> 00:11:42.500]  心裡是有些掙扎的
[00:11:42.500 --> 00:11:45.500]  當時的聲音再次響起
[00:11:45.500 --> 00:11:46.500]  不夠啊
[00:11:46.500 --> 00:11:47.500]  再多給她一點
[00:11:47.500 --> 00:11:48.500]  給她
[00:11:48.500 --> 00:11:50.500]  給她再多一點
[00:11:50.500 --> 00:11:51.500]  不是吧
[00:11:51.500 --> 00:11:52.500]  於是乎
[00:11:52.500 --> 00:11:53.500]  她順服了
[00:11:53.500 --> 00:11:55.500]  於是乎她找找錢包
[00:11:55.500 --> 00:11:56.500]  看看有沒有二十鎊
[00:11:56.500 --> 00:11:58.500]  當然有二十鎊
[00:11:58.500 --> 00:12:00.500]  是有一點不順服
[00:12:00.500 --> 00:12:01.500]  好啦
[00:12:01.500 --> 00:12:02.500]  二十鎊而已
[00:12:02.500 --> 00:12:05.500]  於是她都不願意這樣
[00:12:05.500 --> 00:12:07.500]  回到流浪漢的身邊
[00:12:07.500 --> 00:12:09.500]  蹲下來
[00:12:09.500 --> 00:12:11.500]  把二十鎊的錢給了這位
[00:12:11.500 --> 00:12:14.500]  大概五十歲的大叔
[00:12:14.500 --> 00:12:15.500]  這位大叔
[00:12:15.500 --> 00:12:16.500]  睜大眼睛看著她
[00:12:16.500 --> 00:12:18.500]  似乎說不要這麼相信
[00:12:18.500 --> 00:12:24.500]  竟然有人回頭給她二十鎊
[00:12:24.500 --> 00:12:26.500]  不過這位姊妹知道
[00:12:26.500 --> 00:12:28.500]  大概這不是神
[00:12:28.500 --> 00:12:30.500]  只是叫她的
[00:12:30.500 --> 00:12:32.500]  放下錢這麼簡單的任務
[00:12:32.500 --> 00:12:33.500]  或者
[00:12:33.500 --> 00:12:34.500]  可能
[00:12:34.500 --> 00:12:36.500]  這位大叔有些需要
[00:12:36.500 --> 00:12:37.500]  可能
[00:12:37.500 --> 00:12:38.500]  這位姊妹
[00:12:38.500 --> 00:12:39.500]  可以為他們禱告
[00:12:39.500 --> 00:12:40.500]  於是乎
[00:12:40.500 --> 00:12:42.500]  她就問這位大叔
[00:12:42.500 --> 00:12:43.500]  我有什麼東西
[00:12:43.500 --> 00:12:44.500]  可以為你祈禱
[00:12:44.500 --> 00:12:46.500]  這位流浪漢再一次看著她
[00:12:46.500 --> 00:12:48.500]  點點頭
[00:12:48.500 --> 00:12:50.500]  於是乎這位姊妹就開口
[00:12:50.500 --> 00:12:51.500]  為她禱告
[00:12:51.500 --> 00:12:52.500]  跟她說耶穌愛她
[00:12:52.500 --> 00:12:54.500]  耶穌永遠不放棄她
[00:12:54.500 --> 00:12:55.500]  禱告完之後
[00:12:55.500 --> 00:12:57.500]  當她睜大眼睛就看到
[00:12:57.500 --> 00:12:58.500]  這位大叔
[00:12:58.500 --> 00:13:00.500]  雙眼都泛著淚光
[00:13:00.500 --> 00:13:02.500]  這位大叔就說
[00:13:02.500 --> 00:13:03.500]  天使
[00:13:03.500 --> 00:13:05.500]  是不是真的存在的
[00:13:05.500 --> 00:13:07.500]  你相信不相信天使
[00:13:07.500 --> 00:13:10.500]  你對天使有什麼認識
[00:13:10.500 --> 00:13:12.500]  你會不會就是那個天使
[00:13:12.500 --> 00:13:14.500]  你知道嗎
[00:13:14.500 --> 00:13:16.500]  我曾經回過教會
[00:13:16.500 --> 00:13:17.500]  但是
[00:13:17.500 --> 00:13:18.500]  我現在把所有的關係
[00:13:18.500 --> 00:13:20.500]  都弄得很混亂
[00:13:20.500 --> 00:13:22.500]  我跟神的關係
[00:13:22.500 --> 00:13:23.500]  很混亂
[00:13:23.500 --> 00:13:24.500]  我離婚了
[00:13:24.500 --> 00:13:26.500]  我的兒子都不願意見我
[00:13:26.500 --> 00:13:28.500]  我連工作都沒有了
[00:13:28.500 --> 00:13:30.500]  我的人生已經去到絕處了
[00:13:30.500 --> 00:13:33.500]  我不可以再支撐下去
[00:13:33.500 --> 00:13:34.500]  我跟神說
[00:13:34.500 --> 00:13:36.500]  假如今天
[00:13:36.500 --> 00:13:38.500]  你不再派一個天使
[00:13:38.500 --> 00:13:40.500]  給我見到的話
[00:13:40.500 --> 00:13:42.500]  你不再藉著一個天使
[00:13:42.500 --> 00:13:44.500]  給我見到你的愛的話
[00:13:44.500 --> 00:13:46.500]  我就今天了結了我的餘生
[00:13:46.500 --> 00:13:49.500]  就離開這個世界
[00:13:49.500 --> 00:13:51.500]  想不到
[00:13:51.500 --> 00:13:56.500]  上帝真的派了一位天使給她
[00:13:56.500 --> 00:13:59.500]  當時這位姊妹就跟她說
[00:13:59.500 --> 00:14:00.500]  她說
[00:14:00.500 --> 00:14:01.500]  起床
[00:14:01.500 --> 00:14:02.500]  你要振作
[00:14:02.500 --> 00:14:04.500]  你一定要振作
[00:14:04.500 --> 00:14:06.500]  從廢墟裡面站起來
[00:14:06.500 --> 00:14:09.500]  於是這位大叔就起床
[00:14:09.500 --> 00:14:10.500]  跟她說
[00:14:10.500 --> 00:14:13.500]  我以後一定會重新振作
[00:14:13.500 --> 00:14:15.500]  隔了幾個星期之後
[00:14:15.500 --> 00:14:18.500]  她再一次見到這位大叔
[00:14:18.500 --> 00:14:19.500]  而這位大叔的打扮
[00:14:19.500 --> 00:14:21.500]  已經不是一個流浪漢
[00:14:21.500 --> 00:14:23.500]  而且她也找到一份工作
[00:14:23.500 --> 00:14:24.500]  而且跟她說
[00:14:24.500 --> 00:14:26.500]  她的兒子已經聯絡她了
[00:14:26.500 --> 00:14:28.500]  她跟家人有些接觸了
[00:14:28.500 --> 00:14:30.500]  而且她還回了教會
[00:14:30.500 --> 00:14:32.500]  沒錯
[00:14:32.500 --> 00:14:34.500]  我們有第二次的機會
[00:14:34.500 --> 00:14:36.500]  我們要好好把握
[00:14:36.500 --> 00:14:37.500]  約拿
[00:14:37.500 --> 00:14:38.500]  結果
[00:14:38.500 --> 00:14:40.500]  上帝給了她第二次的機會
[00:14:40.500 --> 00:14:42.500]  第二條一就是
[00:14:42.500 --> 00:14:44.500]  走一天的路程
[00:14:44.500 --> 00:14:45.500]  留意一下
[00:14:45.500 --> 00:14:47.500]  第三節和第四節
[00:14:47.500 --> 00:14:48.500]  特別是第四節
[00:14:48.500 --> 00:14:50.500]  約拿進城走了一天
[00:14:50.500 --> 00:14:51.500]  宣告說
[00:14:51.500 --> 00:14:53.500]  再等四十天
[00:14:53.500 --> 00:14:56.500]  來來未必興福了
[00:14:56.500 --> 00:14:57.500]  約拿進城
[00:14:57.500 --> 00:14:59.500]  其實的意思應該是說
[00:14:59.500 --> 00:15:01.500]  約拿開始進城
[00:15:01.500 --> 00:15:04.500]  少了開始這兩個中文字
[00:15:04.500 --> 00:15:06.500]  往往會給人一種錯覺
[00:15:06.500 --> 00:15:09.500]  以為約拿偷懶
[00:15:09.500 --> 00:15:12.500]  以為約拿把原本的三天路程
[00:15:12.500 --> 00:15:14.500]  減一天
[00:15:14.500 --> 00:15:18.500]  以為約拿只是想走三分之一
[00:15:18.500 --> 00:15:19.500]  就算了
[00:15:19.500 --> 00:15:20.500]  錯了
[00:15:20.500 --> 00:15:22.500]  約拿不是一個這麼馬馬虎虎
[00:15:22.500 --> 00:15:25.500]  事事旦旦不認真的人
[00:15:25.500 --> 00:15:27.500]  約拿不是我們想像中
[00:15:27.500 --> 00:15:28.500]  這樣的人
[00:15:28.500 --> 00:15:31.500]  而且有沒有留意第三章第三節
[00:15:31.500 --> 00:15:32.500]  這裡說
[00:15:32.500 --> 00:15:34.500]  這里尼美是極大的城
[00:15:34.500 --> 00:15:38.500]  要走三天的路程
[00:15:38.500 --> 00:15:39.500]  留意一下
[00:15:39.500 --> 00:15:41.500]  這裡提到三天路程
[00:15:41.500 --> 00:15:42.500]  好像被人有了感覺
[00:15:42.500 --> 00:15:45.500]  以為這裡提到的三天路程
[00:15:45.500 --> 00:15:47.500]  是走完里尼美城
[00:15:47.500 --> 00:15:49.500]  我們總是以為
[00:15:49.500 --> 00:15:53.500]  這是一個量度城的單位
[00:15:53.500 --> 00:15:54.500]  坦白說
[00:15:54.500 --> 00:15:57.500]  如果你用三天去計算的話
[00:15:57.500 --> 00:15:59.500]  你應該要來回的
[00:15:59.500 --> 00:16:02.500]  所以一天半都很合理
[00:16:02.500 --> 00:16:04.500]  其實很多時候
[00:16:04.500 --> 00:16:08.500]  我們對於數字都很詳細去考究
[00:16:08.500 --> 00:16:10.500]  到底有多大
[00:16:10.500 --> 00:16:11.500]  你可以想像一下
[00:16:11.500 --> 00:16:12.500]  用一天半的時間
[00:16:12.500 --> 00:16:16.500]  你可不可以走得完整個列斯
[00:16:16.500 --> 00:16:18.500]  其實我們可以知道
[00:16:18.500 --> 00:16:22.500]  其實這裡只不過是想做一個對比
[00:16:22.500 --> 00:16:23.500]  三天的路程
[00:16:23.500 --> 00:16:24.500]  在這裡的目的
[00:16:24.500 --> 00:16:29.500]  其實就是要跟著那一天的路程來做比較
[00:16:29.500 --> 00:16:32.500]  約拿只是走了第一天
[00:16:32.500 --> 00:16:35.500]  就已經發生了一件不可思議的事件
[00:16:35.500 --> 00:16:37.500]  就是整個城市都悔改
[00:16:37.500 --> 00:16:40.500]  所以從經文的細節
[00:16:40.500 --> 00:16:42.500]  我們可以很肯定
[00:16:42.500 --> 00:16:45.500]  約拿就是遵從神的吩咐
[00:16:45.500 --> 00:16:48.500]  不單止起來往里尼美這個城市
[00:16:48.500 --> 00:16:50.500]  不單止按照神的吩咐
[00:16:50.500 --> 00:16:51.500]  按照神的指示
[00:16:51.500 --> 00:16:54.500]  呼喊出神要約拿講的說話
[00:16:54.500 --> 00:16:56.500]  約拿進入城的時候
[00:16:56.500 --> 00:17:00.500]  都從來沒有去偷工減料
[00:17:00.500 --> 00:17:02.500]  都從來沒有去求求其其
[00:17:02.500 --> 00:17:05.500]  事事旦旦說一天就算了
[00:17:05.500 --> 00:17:06.500]  沒有 不是這樣
[00:17:06.500 --> 00:17:09.500]  他是盡能力去傳講
[00:17:09.500 --> 00:17:10.500]  你要知道
[00:17:10.500 --> 00:17:14.500]  你要做的就是盡能力
[00:17:14.500 --> 00:17:16.500]  盡能力
[00:17:16.500 --> 00:17:18.500]  當我們盡能力的時候
[00:17:18.500 --> 00:17:21.500]  上帝就會工作
[00:17:21.500 --> 00:17:22.500]  在我們當中
[00:17:22.500 --> 00:17:27.500]  讓祂的工作給我們體會到
[00:17:27.500 --> 00:17:31.500]  才知道約拿進城之後的第一天
[00:17:31.500 --> 00:17:35.500]  他馬上做的就是宣告神要他說的話
[00:17:35.500 --> 00:17:37.500]  他沒有偷工減料
[00:17:37.500 --> 00:17:38.500]  在這裡看來
[00:17:38.500 --> 00:17:42.500]  他對他的侍奉是可以說竭盡所能
[00:17:42.500 --> 00:17:44.500]  無論他到底是不是心裡面
[00:17:44.500 --> 00:17:47.500]  還有對神有什麼不滿的地方
