
[00:00:00.000 --> 00:00:04.680]  那我們在上個星期的誠導的當中
[00:05:22.080 --> 00:05:26.280]  她立刻就對她家裏的人
[00:05:26.280 --> 00:05:28.280]  對她相親的父老做見證
[00:05:28.280 --> 00:05:30.680]  傳揚這位奇妙的救主
[00:05:30.680 --> 00:05:32.880]  也是因着這一位婦人
[00:05:32.880 --> 00:05:33.880]  大家都認識
[00:05:33.880 --> 00:05:36.080]  熟悉的街坊鄰居的見證
[00:05:36.080 --> 00:05:39.280]  很多人都相信了耶穌
[00:05:39.280 --> 00:05:40.480]  好 下一頁
[00:05:40.480 --> 00:05:44.280]  所以去使 去教導
[00:05:44.280 --> 00:05:48.480]  去帶領萬民做主的門徒
[00:05:48.480 --> 00:05:50.280]  這是主的大使命
[00:05:50.280 --> 00:05:50.880]  沒有錯
[00:05:50.880 --> 00:05:52.280]  我們的眼光應該要放在
[00:05:52.280 --> 00:05:53.880]  萬國萬民 爲得知名
[00:05:53.880 --> 00:05:55.280]  這是正確的
[00:05:55.280 --> 00:05:57.480]  但是我們不要忘記
[00:05:57.480 --> 00:06:02.880]  我們對家人靈魂得救的責任
[00:06:02.880 --> 00:06:05.080]  在提摩代前書五章八節那裏說
[00:06:05.080 --> 00:06:08.480]  人若不看顧自己的親屬
[00:06:08.480 --> 00:06:10.680]  就是違背了真道
[00:06:10.680 --> 00:06:12.680]  比不信的人還不好
[00:06:12.680 --> 00:06:15.280]  不顧自己家裏的人更是如此
[00:06:15.280 --> 00:06:20.280]  看顧包括了身心靈的供應保護
[00:06:20.280 --> 00:06:22.280]  更包括了向他們傳揚
[00:06:22.280 --> 00:06:25.480]  耶穌基督的救恩
[00:06:25.480 --> 00:06:27.280]  所以我在這裏我願意說
[00:06:27.280 --> 00:06:32.080]  人若不向自己的親屬傳福音
[00:06:32.080 --> 00:06:34.880]  不傳福音給自己的親屬
[00:06:34.880 --> 00:06:36.680]  就是違背了真道
[00:06:36.680 --> 00:06:39.480]  人若不傳福音給自己家人
[00:06:39.480 --> 00:06:42.080]  更是違背了真道
[00:06:42.080 --> 00:06:44.880]  在《以佛所書》二章十七節那裏提到
[00:06:44.880 --> 00:06:46.480]  耶穌祂來
[00:06:46.480 --> 00:06:48.480]  祂帶來和平的福音
[00:06:48.480 --> 00:06:50.480]  給遠方的人
[00:06:50.480 --> 00:06:53.080]  也給近處的人
[00:06:53.080 --> 00:06:55.880]  同樣的在《以塞亞書》五十七章十九節
[00:06:55.880 --> 00:06:57.080]  耶和華說
[00:06:57.080 --> 00:07:00.680]  願平安康泰歸給遠處的人
[00:07:00.680 --> 00:07:03.280]  也歸給近處的人
[00:07:03.280 --> 00:07:05.280]  所以神的救恩
[00:07:05.280 --> 00:07:07.280]  祂是臨到遠處
[00:07:07.280 --> 00:07:09.080]  也臨到近處的
[00:07:09.080 --> 00:07:10.880]  我們要有萬國的胸懷
[00:07:10.880 --> 00:07:14.280]  但是我們也要懂得飲水思源
[00:07:14.280 --> 00:07:15.480]  報答情恩
[00:07:15.480 --> 00:07:17.280]  能夠帶領他們認識主
[00:07:17.280 --> 00:07:18.680]  所以這三節的經文
[00:07:18.680 --> 00:07:21.280]  都不斷地提醒我們
[00:07:21.280 --> 00:07:23.480]  對我們家人傳福音
[00:07:23.480 --> 00:07:25.680]  帶領他們接受主
[00:07:25.680 --> 00:07:26.680]  認識神
[00:07:26.680 --> 00:07:27.480]  得到救恩
[00:07:27.480 --> 00:07:31.880]  絕對是我們生活的一個優先次序
[00:07:31.880 --> 00:07:33.680]  其實我們回家
[00:07:33.680 --> 00:07:35.680]  向我們家人傳福音
[00:07:35.680 --> 00:07:37.680]  其實是有很大的優勢
[00:07:37.680 --> 00:07:38.680]  我們的家鄉
[00:07:38.680 --> 00:07:40.080]  我們的老朋友
[00:07:40.080 --> 00:07:41.480]  我們的親戚
[00:07:41.480 --> 00:07:42.280]  老鄰居
[00:07:42.280 --> 00:07:43.080]  同學
[00:07:43.080 --> 00:07:44.680]  可能不認識耶穌
[00:07:44.680 --> 00:07:46.680]  但是他們認識我們
[00:07:46.680 --> 00:07:47.880]  他們熟悉我們
[00:07:47.880 --> 00:07:49.880]  甚至知道我們的底細
[00:07:49.880 --> 00:07:52.680]  所以當我們向他們
[00:07:52.680 --> 00:07:53.680]  告訴他們
[00:07:53.680 --> 00:07:55.680]  耶穌祂是如何地改變我
[00:07:55.680 --> 00:07:56.880]  如何地醫治我
[00:07:56.880 --> 00:07:58.280]  給我一個新的生命
[00:07:58.280 --> 00:07:59.280]  其實
[00:07:59.280 --> 00:08:02.280]  這些的老朋友家人他們會好奇
[00:08:02.280 --> 00:08:05.280]  他們也會想要來認識這位耶穌
[00:08:05.280 --> 00:08:07.480]  得到同樣的祝福
[00:08:07.480 --> 00:08:10.680]  所以呢去使萬民做我的門徒呢
[00:08:10.680 --> 00:08:14.680]  這萬民絕對是包括我的家人
[00:08:14.680 --> 00:08:17.080]  好那神的心意呢
[00:08:17.080 --> 00:08:20.080]  是願意每一個人悔改得救
[00:08:20.080 --> 00:08:21.680]  但是有一點非常重要
[00:08:21.680 --> 00:08:23.280]  我們不要忘記
[00:08:23.280 --> 00:08:26.280]  就是神願意得人得救
[00:08:26.280 --> 00:08:29.680]  蒙恩得福這個單位呢
[00:08:29.680 --> 00:08:32.680]  是從個人延伸到我們的家庭
[00:08:32.680 --> 00:08:33.880]  我們來看一些的例子
[00:08:33.880 --> 00:08:35.280]  在舊約
[00:08:35.280 --> 00:08:37.280]  在《創世紀》那裏提到
[00:08:37.280 --> 00:08:39.080]  挪亞他是一個義人
[00:08:39.080 --> 00:08:40.280]  在他當時候呢
[00:08:40.280 --> 00:08:41.880]  他是一個完全的人
[00:08:41.880 --> 00:08:44.880]  但是是神耶和華
[00:08:44.880 --> 00:08:47.080]  讓他全家一口
[00:08:47.080 --> 00:08:49.680]  都進入到方舟的裏面
[00:08:49.680 --> 00:08:51.080]  所以是全家
[00:08:51.080 --> 00:08:55.280]  不是挪亞他一個人得救
[00:08:55.280 --> 00:08:56.880]  同樣的在《約書亞記》
[00:08:56.880 --> 00:08:59.480]  記錄到這個妓女的拉荷
[00:08:59.480 --> 00:09:02.280]  她這個隱藏了
[00:09:02.280 --> 00:09:05.080]  這個約書亞所派的兩個的探子
[00:09:05.080 --> 00:09:08.080]  在這個六章十七節就記錄說
[00:09:08.080 --> 00:09:09.880]  妓女拉荷和她家中
[00:09:09.880 --> 00:09:13.880]  所有都可以存活
[00:09:13.880 --> 00:09:16.680]  所以妓女拉荷她也是一家得救
[00:09:16.680 --> 00:09:19.880]  她自己接待了這個的探子
[00:09:19.880 --> 00:09:21.280]  但是她的異形呢
[00:09:21.280 --> 00:09:24.880]  卻保存了她全家的性命
[00:09:24.880 --> 00:09:27.880]  在這個約書亞記我們可以看到
[00:09:27.880 --> 00:09:30.880]  耶利哥全城的人都被殺
[00:09:30.880 --> 00:09:34.680]  就只有拉荷和她家人存活
[00:09:34.680 --> 00:09:36.680]  同樣的在《約書亞記》下
[00:09:36.680 --> 00:09:37.880]  第六章那裏提到
[00:09:37.880 --> 00:09:40.080]  耶和華的約跪呢
[00:09:40.080 --> 00:09:42.680]  他在這個
[00:09:42.680 --> 00:09:45.280]  他在迦特這個地方
[00:09:45.280 --> 00:09:47.680]  額邊以東這個家三個約呢
[00:09:47.680 --> 00:09:50.480]  耶和華就賜福他的全家
[00:09:50.480 --> 00:09:51.880]  所以這個祝福呢
[00:09:51.880 --> 00:09:54.280]  是臨到全家而不是個人的
[00:09:54.280 --> 00:09:56.480]  我們來看看這個新約
[00:09:56.480 --> 00:09:58.680]  在《史圖新傳》第十章那裏
[00:09:58.680 --> 00:10:01.880]  說到戈尼留他是一個全城人
[00:10:01.880 --> 00:10:03.680]  他全家都敬畏神
[00:10:03.680 --> 00:10:05.480]  多多的周祭的百姓
[00:10:05.480 --> 00:10:06.880]  常常禱告神
[00:10:06.880 --> 00:10:09.480]  那彼得在異鄉的當中呢
[00:10:09.480 --> 00:10:11.680]  知道他是全家得救
[00:10:11.680 --> 00:10:13.480]  所以他們全家都受洗
[00:10:13.480 --> 00:10:16.880]  全家都領受了聖靈
[00:10:16.880 --> 00:10:19.480]  菲利比的驢笛雅同樣的也是
[00:10:19.480 --> 00:10:20.880]  他敬拜神
[00:10:20.880 --> 00:10:26.480]  也都是全家歸在受洗歸在主的名下
[00:10:26.480 --> 00:10:27.880]  路加福音師舊章
[00:10:27.880 --> 00:10:30.280]  這裏我們熟悉的這個
[00:10:30.280 --> 00:10:32.080]  歲歷長撒開
[00:10:32.080 --> 00:10:33.680]  他的悔改
[00:10:33.680 --> 00:10:37.480]  最後也得到了耶穌的祝福說
[00:10:37.480 --> 00:10:43.480]  今天救恩領到了這一個異人之家
[00:10:43.480 --> 00:10:45.480]  所以神的心意是非常的奇妙
[00:10:45.480 --> 00:10:46.880]  舊約和新約呢
[00:10:46.880 --> 00:10:49.680]  都是有同樣的模式
[00:10:49.680 --> 00:10:52.080]  救恩保護祝福
[00:10:52.080 --> 00:10:56.280]  都是從個人領到一整個的家的
[00:10:56.280 --> 00:10:57.680]  那我想我在這裏呢
[00:10:57.680 --> 00:11:02.880]  我跟大家分享我個人去年
[00:11:02.880 --> 00:11:06.680]  回家傳揚帶領母親
[00:11:06.680 --> 00:11:10.080]  信主的一個經歷還有見證
[00:11:10.080 --> 00:11:13.080]  那這也是我這一生最感恩的事情
[00:11:13.080 --> 00:11:15.680]  也是上帝給我最好的禮物
[00:11:15.680 --> 00:11:17.080]  也希望透過這個
[00:11:17.080 --> 00:11:18.880]  我自己的一些的經歷
[00:11:18.880 --> 00:11:22.080]  鼓勵弟兄姐妹對家人的信主
[00:11:22.080 --> 00:11:23.680]  要有全然的信心
[00:11:23.680 --> 00:11:25.680]  我們持續我們不放棄
[00:11:25.680 --> 00:11:27.680]  不灰心不喪膽
[00:11:27.680 --> 00:11:28.880]  那這一段的經歷
[00:11:28.880 --> 00:11:31.480]  我曾經在小組團體分享過
[00:11:31.480 --> 00:11:33.480]  所以聽過的弟兄姐妹
[00:11:33.480 --> 00:11:36.280]  請多包涵
[00:11:36.280 --> 00:11:38.080]  在最近五六年的當中
[00:11:38.080 --> 00:11:41.480]  我負責我們教會的基要真理班
[00:11:41.480 --> 00:11:48.080]  那想要來認識神受洗歸主的慕道友
[00:11:48.080 --> 00:11:50.680]  他們都要經過這一系列的課程
[00:11:50.680 --> 00:11:53.680]  所以這些的新來的弟兄姐妹
[00:11:53.680 --> 00:11:55.280]  基本上我都認識他們
[00:11:55.280 --> 00:11:57.480]  每一次有新的肢體加入
[00:11:57.480 --> 00:12:00.280]  其實我的心裏都非常的喜樂
[00:12:00.280 --> 00:12:03.480]  因爲我知道又有靈魂得救了
[00:12:03.480 --> 00:12:07.280]  但是我心裏始終有一個遺憾
[00:12:07.280 --> 00:12:08.480]  就是看到這麼多的
[00:12:08.480 --> 00:12:10.880]  新的肢體加入靈魂得救
[00:12:10.880 --> 00:12:12.880]  但是我最親愛的父母
[00:12:12.880 --> 00:12:14.680]  他們卻長年來
[00:12:14.680 --> 00:12:16.880]  他們不願意相信神
[00:12:16.880 --> 00:12:18.680]  雖然我父母的一雙兒女
[00:12:18.680 --> 00:12:19.880]  就是我和我的姐姐
[00:12:19.880 --> 00:12:21.480]  我們全家都信主
[00:12:21.480 --> 00:12:22.480]  都侍奉
[00:12:22.480 --> 00:12:24.280]  也常常爲他們禱告
[00:12:24.280 --> 00:12:27.880]  但是之前我的父母心非常非常的剛硬
[00:12:27.880 --> 00:12:29.480]  他們勉強和我們去教會
[00:12:29.480 --> 00:12:31.280]  他們的心也不在那裏
[00:12:31.280 --> 00:12:36.480]  我的父親一直到2013年他中風
[00:12:36.480 --> 00:12:41.480]  2014年他在輪椅上受洗
[00:12:41.480 --> 00:12:42.680]  他認罪悔改
[00:12:42.680 --> 00:12:44.880]  接受耶穌基督成爲他的救主
[00:12:44.880 --> 00:12:47.280]  在2014年我的父親
[00:12:47.280 --> 00:12:52.280]  他在2018年在92歲的高齡
[00:12:52.280 --> 00:12:56.080]  當時他被主接去安息主懷
[00:12:56.080 --> 00:12:57.480]  父親信主之後
[00:12:57.480 --> 00:12:59.280]  我的母親成爲我家信主
[00:12:59.280 --> 00:13:02.680]  最後一塊要完成的拼圖
[00:13:02.680 --> 00:13:04.880]  我的母親非常的樂觀
[00:13:04.880 --> 00:13:06.080]  她非常的獨立
[00:13:06.080 --> 00:13:08.080]  我父親過世之後
[00:13:08.080 --> 00:13:11.680]  她很快的就能夠走出喪夫之痛
[00:13:11.680 --> 00:13:15.080]  她過着一個簡單規律 樸實的生活
[00:13:15.080 --> 00:13:16.680]  而且她自得其樂
[00:13:16.680 --> 00:13:20.680]  但是她始終就是不願意打開自己
[00:13:20.680 --> 00:13:21.880]  不願意相信神
[00:13:21.880 --> 00:13:23.680]  而且她排斥教會
[00:13:23.680 --> 00:13:27.880]  我們家常常爲母親的信主禱告
[00:13:27.880 --> 00:13:30.480]  但是媽媽她沒有任何的改變
[00:13:30.480 --> 00:13:32.080]  有時候我真的想放棄
[00:13:32.080 --> 00:13:35.480]  我灰心 沮喪 我失望都有過
[00:13:35.480 --> 00:13:37.680]  但是我抓住神的允許
[00:13:37.680 --> 00:13:39.080]  因爲我知道神的允許
[00:13:39.080 --> 00:13:43.080]  祂是願意萬人得救 不願一人沉淪
[00:13:43.080 --> 00:13:44.680]  而且主的話說
[00:13:44.680 --> 00:13:47.680]  當信主耶穌 你和你一家都要得救
[00:13:47.680 --> 00:13:49.880]  我就堅信神有祂的時間
[00:13:49.880 --> 00:13:52.680]  還有祂的方法
[00:13:52.680 --> 00:13:57.480]  我的父母他不願意信靠神的一個很重要的原因
[00:13:57.480 --> 00:14:00.880]  是因爲他們常年來一個的信念就是
[00:14:00.880 --> 00:14:02.680]  人定勝天
[00:14:02.680 --> 00:14:03.680]  他們一直以爲
[00:14:03.680 --> 00:14:06.880]  凡事靠他們的努力就可以成功
[00:14:06.880 --> 00:14:08.280]  所以十幾年下來
[00:14:08.280 --> 00:14:13.080]  其實他們是無神論的忠實的信徒
[00:14:13.080 --> 00:14:15.080]  其實這句人定勝天
[00:14:15.080 --> 00:14:17.880]  我再三的思想之後
[00:14:17.880 --> 00:14:20.080]  我發現這個天
[00:14:20.080 --> 00:14:23.080]  祂不是神 不是上帝
[00:14:23.080 --> 00:14:26.880]  這裏的天就是先天就擺在那裏
[00:14:26.880 --> 00:14:29.880]  可能比天還要高 還要大的困難
[00:14:29.880 --> 00:14:32.280]  這句話我們的解釋是
[00:14:32.280 --> 00:14:37.480]  人是鼓勵我們要自立自強 不畏艱難
[00:14:37.480 --> 00:14:42.480]  如果我們認爲我們可以勝過高過上帝
[00:14:42.480 --> 00:14:47.080]  我們真的就是步上了撒旦魔鬼的他的腳步
[00:14:47.080 --> 00:14:48.480]  就是我要 我要
[00:14:48.480 --> 00:14:50.080]  我要比你高 我要比你好
[00:14:50.080 --> 00:14:52.880]  就變得狂妄自傲
[00:14:52.880 --> 00:14:57.480]  我也就不可一世看不到自己的軟弱還有謙卑
[00:14:57.480 --> 00:15:00.880]  但是一般人就像我的父母他們誤解了
[00:15:00.880 --> 00:15:04.080]  他們以爲靠自己最可靠
[00:15:04.080 --> 00:15:06.880]  他們以爲他們不需要上帝
[00:15:06.880 --> 00:15:10.280]  而且他們認爲宗教對他們來說是一個捆綁
[00:15:10.280 --> 00:15:14.280]  每個禮拜天要去教會對於食衣奉獻
[00:15:14.280 --> 00:15:19.080]  這些他們是完全不可以接受的
[00:15:19.080 --> 00:15:21.880]  就在去年的五月中
[00:15:21.880 --> 00:15:25.480]  有一天我和我的姐姐在Line聯絡
[00:15:25.480 --> 00:15:26.880]  她很沮喪地告訴我
[00:15:26.880 --> 00:15:34.280]  她說教會在母親節的當天送康乃馨還有蛋糕
[00:15:34.280 --> 00:15:37.080]  到去過教會的一些老姐妹家
[00:15:37.080 --> 00:15:40.480]  那也包括我的媽媽
[00:15:40.480 --> 00:15:44.480]  但是被我媽媽很不客氣地拒絕了
[00:15:44.480 --> 00:15:50.080]  我媽媽對這個來送康乃馨還有蛋糕的人說
[00:15:50.080 --> 00:15:53.080]  她說我對教會一點興趣都沒有
[00:15:53.080 --> 00:15:56.480]  請你們不要再來干擾我
[00:15:56.480 --> 00:15:58.480]  請你們不要再送東西來
[00:15:58.480 --> 00:16:01.080]  免得造成我心裏的負擔
[00:16:01.080 --> 00:16:05.480]  帶給我生活的壓力給我添麻煩
[00:16:05.480 --> 00:16:07.880]  然後就在這個事情的一個月之後
[00:16:07.880 --> 00:16:11.880]  在六月中我的母親她出了一個車禍
[00:16:11.880 --> 00:16:16.880]  她騎自行車被後面的摩托車擦撞
[00:16:16.880 --> 00:16:19.880]  她就整個人摔倒在馬路上面
[00:16:19.880 --> 00:16:21.880]  我的母親因爲她沒有戴安全帽
[00:16:21.880 --> 00:16:25.480]  所以她腦震盪有輕微的腦出血
[00:16:25.480 --> 00:16:29.480]  而且她左邊的鎖骨也斷了
[00:16:29.480 --> 00:16:31.480]  我的姐夫他很快地通知我
[00:16:31.480 --> 00:16:34.480]  其實我聽了之後我的心裏是非常地難過
[00:16:34.480 --> 00:16:35.480]  我非常地捨不得
[00:16:35.480 --> 00:16:38.480]  因爲跟媽媽的感情一直非常地好
[00:16:38.480 --> 00:16:44.480]  我想85歲的老人家怎麼會有這樣子的遭遇呢
[00:16:44.480 --> 00:16:47.480]  但是我心裏突然有一個念頭
[00:16:47.480 --> 00:16:53.480]  難道這是神對母親常年來抗拒救恩
[00:16:53.480 --> 00:16:59.480]  對教會粗言不遜的一個神的懲罰嗎
[00:16:59.480 --> 00:17:03.480]  但是我在對媽媽的愛的裏面
[00:17:03.480 --> 00:17:06.480]  我更願意相信我更願意禱告
[00:17:06.480 --> 00:17:10.480]  是神祂奇妙的救恩計劃的當中
[00:17:10.480 --> 00:17:13.480]  祂叫萬事互相效力
[00:17:13.480 --> 00:17:17.480]  媽媽的受苦是要她成爲那得益處
[00:17:17.480 --> 00:17:21.480]  要她成爲那愛神得到神救恩的人
[00:17:21.480 --> 00:17:24.480]  神的作爲她的揀選真的是非常奇妙
[00:17:24.480 --> 00:17:27.480]  是不能測度的
[00:17:27.480 --> 00:17:29.480]  非常感謝祖媽媽摔倒之後
[00:17:29.480 --> 00:17:32.480]  很快地就被送到醫院急救
[00:17:32.480 --> 00:17:36.480]  之後母親在病牀醫院的兩個禮拜當中
[00:17:36.480 --> 00:17:41.480]  我每天用Line和媽媽視訊聊天
[00:17:41.480 --> 00:17:43.480]  特別我開始爲她禱告
[00:17:43.480 --> 00:17:45.480]  她居然同意
[00:17:45.480 --> 00:17:46.480]  當時我就很興奮
[00:17:46.480 --> 00:17:52.480]  因爲之前我的母親她對宗教、對禱告、對讀經
[00:17:52.480 --> 00:17:56.480]  對詩歌是完全提不起興趣而且是抗拒的
