
[00:00:00.000 --> 00:00:04.480]  我來讀詩篇一百一十九篇
[00:01:59.800 --> 00:02:04.640]  而是從話裡頭也看出來神的公義
[00:02:04.640 --> 00:02:10.440]  我們這一段聖經一共有八節
[00:02:10.440 --> 00:02:18.040]  那麼這個八節裡面,我們大意上得說到神的公義跟祂的話
[00:02:18.040 --> 00:02:22.000]  開始就先講勸告神的公義
[00:02:22.000 --> 00:02:27.360]  然後就是為了籌集忘記神的話而發怒
[00:02:27.360 --> 00:02:33.560]  使人覺得籌集忘記了神的話,所以他就很生氣
[00:02:33.560 --> 00:02:39.360]  下面就講到神純淨的話,就不參雜的話
[00:02:39.360 --> 00:02:45.520]  然後又講到神是公義的,祂的話是永遠存在的
[00:02:45.520 --> 00:02:51.080]  人的話可能今天覺得是對的,過段時間就覺得不太對了
[00:02:51.080 --> 00:02:58.320]  但是神的話是公義的,所以祂的話也是永遠長存的
[00:02:58.320 --> 00:03:06.520]  我們看到137節裡頭,詩人就來讚美神是完全公義的
[00:03:06.520 --> 00:03:08.880]  祂公義表現在什麼地方呢?
[00:03:08.880 --> 00:03:14.240]  公義就是說祂的話跟祂所做的都是對的
[00:03:14.240 --> 00:03:20.720]  你可能話說的很對,但是你做的不對,就不能算你是公義的
[00:03:20.720 --> 00:03:26.720]  神呢,就講到祂的話跟祂所做的都是公義的
[00:03:26.720 --> 00:03:30.440]  公義的意思就是對的意思
[00:03:30.440 --> 00:03:36.440]  因為只有神才有絕對的公義,公義是從神來的
[00:03:36.440 --> 00:03:44.440]  所以對我們在這個患難中間的人來說,是一個很大的安慰
[00:03:44.440 --> 00:03:52.840]  所以我們在遇到一些試煉的時候,我們心情會動搖的時候
[00:03:52.840 --> 00:03:56.120]  最重要的就是依靠神
[00:03:56.120 --> 00:04:03.840]  你不能靠人,人他沒有能力,而且人也不是很公義的
[00:04:03.840 --> 00:04:07.840]  所以我們最重要的是依靠神
[00:04:07.840 --> 00:04:14.240]  所以我們在這裡也可以跟詩人一同的表達來說
[00:04:14.240 --> 00:04:17.640]  祂說神啊,祢是公義的
[00:04:17.640 --> 00:04:24.640]  我想這個時候,作者一定是遇到一些很不公義的事情
[00:04:24.640 --> 00:04:29.840]  他想來想去,看來看去,都找不到一些公義
[00:04:29.840 --> 00:04:35.840]  但是他在神這裡看到,祂說神啊,祢是公義的
[00:04:35.840 --> 00:04:38.640]  耶和華啊,祢是公義的
[00:04:38.640 --> 00:04:41.440]  這個是一個非常重要的
[00:04:41.440 --> 00:04:47.240]  所以在一些不公義的事情,領導我們,或者領導別人
[00:04:47.240 --> 00:04:55.640]  我們看到了,我們要說神啊,祢是公義的
[00:04:55.640 --> 00:04:59.840]  所以公義的神也是輕慢步走的
[00:04:59.840 --> 00:05:04.440]  人犯了罪,必定要吃罪的果子
[00:05:04.440 --> 00:05:08.240]  這個大畏就是我們的見解
[00:05:08.240 --> 00:05:15.240]  雖然他犯了這樣的大罪,但是神赦免了他的罪
[00:05:15.240 --> 00:05:22.040]  他向神禱告,他來承認自己的罪,神赦免了他
[00:05:22.040 --> 00:05:25.840]  可是呢,神還是要管教他
[00:05:25.840 --> 00:05:30.640]  你不能說犯了罪以後,就什麼事情都沒有了
[00:05:30.640 --> 00:05:34.240]  罪,就是罪的果子
[00:05:34.240 --> 00:05:41.040]  甲當夏娃,因為吃了神所吩咐的,不能吃的果子
[00:05:41.040 --> 00:05:45.040]  結果就受到咒詛了
[00:05:45.040 --> 00:05:50.440]  神可以赦免了你的罪,但是呢,神要管教
[00:05:50.440 --> 00:05:54.040]  所以給他一個深刻的教訓
[00:05:54.040 --> 00:05:59.040]  神的公義在哪些地方可以來表現出來
[00:05:59.040 --> 00:06:01.840]  是從神的話裡頭
[00:06:01.840 --> 00:06:06.240]  從神的命令,他話裡頭有他的命令
[00:06:06.240 --> 00:06:10.840]  告訴我這樣可以做,那樣的不可以做
[00:06:10.840 --> 00:06:15.640]  還有呢,神的話呢,也是藉著他警戒的話
[00:06:15.640 --> 00:06:21.440]  他警告我們,警戒我們,這個不能做
[00:06:21.440 --> 00:06:26.640]  那你要做的話,你要承擔這個罪的後果
[00:06:26.640 --> 00:06:29.440]  還有呢,在管教的時候
[00:06:29.440 --> 00:06:36.240]  在管教的時候,我們就能夠體會到神的公義了
[00:06:36.240 --> 00:06:41.240]  還有他要審判,到時候他要審判人
[00:06:41.240 --> 00:06:47.040]  最後,審了審判人的時候,就顯出他是公義的
[00:06:47.040 --> 00:06:53.040]  沒有一個人站在神面前,在審判台,審判寶座的面前
[00:06:53.040 --> 00:07:00.840]  可以來申辯的,他就知道自己是違反了神的話
[00:07:00.840 --> 00:07:04.040]  還有呢,還有他應許
[00:07:04.040 --> 00:07:10.840]  應許我們,如果我們按照神的話來行的話,我們就蒙福
[00:07:10.840 --> 00:07:15.440]  如果我們不照神的話,違背神的話去做的話
[00:07:15.440 --> 00:07:19.840]  我們就要受到後事的後果
[00:07:19.840 --> 00:07:27.040]  所以這個神的公義,可以顯在各個方面
[00:07:27.040 --> 00:07:31.240]  到了138節,他就說
[00:07:31.240 --> 00:07:36.440]  你所命定的法度,是憑公義和至誠
[00:07:36.440 --> 00:07:40.040]  至誠就是信使的意思
[00:07:40.040 --> 00:07:44.040]  公義呢,是我們現在就可以來依賴的
[00:07:44.040 --> 00:07:50.240]  信使呢,就可以講到,是我們將來可以信靠的
[00:07:50.240 --> 00:07:55.240]  神的話,我們可以來依賴
[00:07:55.240 --> 00:07:58.640]  那麼神的話裡頭呢,所包含的信使呢
[00:07:58.640 --> 00:08:01.440]  就是說,將來會是怎麼樣的話
[00:08:01.440 --> 00:08:06.640]  神一定按照他的話來應驗的
[00:08:06.640 --> 00:08:11.440]  所以這個神的話呢,成為了法度
[00:08:11.440 --> 00:08:16.640]  他說你所命定的法度,是憑公義和至誠
[00:08:16.640 --> 00:08:19.040]  就是神的話成為法度呢
[00:08:19.040 --> 00:08:22.440]  法度的意思就是,他見證神的旨意
[00:08:22.440 --> 00:08:29.240]  法度這些內容的話,就是把神的旨意說出來
[00:08:29.240 --> 00:08:32.240]  說出來就是要我們去行的
[00:08:32.240 --> 00:08:36.640]  而且呢,這個神的法度,神的話呢
[00:08:36.640 --> 00:08:40.840]  也是要說這個神的話這個旨意
[00:08:40.840 --> 00:08:43.640]  要對人帶來影響怎麼樣
[00:08:43.640 --> 00:08:47.440]  如果你按照神的話去做,你要蒙福
[00:08:47.440 --> 00:08:50.240]  你出也蒙福,入也蒙福
[00:08:50.240 --> 00:08:52.640]  如果你違背神的話
[00:08:52.640 --> 00:08:54.640]  你不照神的話去做的話
[00:08:54.640 --> 00:09:01.440]  那你要受到咒詛,你要受到罪的刑罰
[00:09:01.440 --> 00:09:05.640]  那麼人呢,就是要知道
[00:09:05.640 --> 00:09:09.840]  信靠他的人呢,是不至於重要
[00:09:09.840 --> 00:09:16.840]  我們只要按照神的意思,我們來順服他
[00:09:16.840 --> 00:09:20.440]  到139節,我們就看見了
[00:09:20.440 --> 00:09:22.840]  詩人就說到他自己了
[00:09:22.840 --> 00:09:26.640]  他說他心焦急如同火燒
[00:09:26.640 --> 00:09:31.840]  因為我敵人忘記你的言語
[00:09:31.840 --> 00:09:34.240]  他就說到他自己了
[00:09:34.240 --> 00:09:39.440]  因為他覺得神的話是非常的寶貴的
[00:09:39.440 --> 00:09:44.240]  但是看到世界上的人對神的話那麼輕視
[00:09:44.240 --> 00:09:49.440]  這個他心裡就很著急,好像火燒一樣的
[00:09:49.440 --> 00:09:53.840]  所以我們看到主耶穌為了耶路撒冷
[00:09:53.840 --> 00:09:57.840]  為了以色列人他不肯悔改,不肯聽他的話
[00:09:57.840 --> 00:10:01.040]  他要為耶路撒冷哀哭
[00:10:01.040 --> 00:10:03.840]  因為他們輕看主的話
[00:10:03.840 --> 00:10:08.040]  他們不肯及時的來悔改
[00:10:08.040 --> 00:10:11.640]  所以這個是我們就看到
[00:10:11.640 --> 00:10:14.840]  要重視神的話
[00:10:14.840 --> 00:10:17.640]  要看到神的話是寶貴的
[00:10:17.640 --> 00:10:22.440]  我們要看到,如果我們忘記神的話
[00:10:22.440 --> 00:10:24.840]  我們心裡都很不平安
[00:10:24.840 --> 00:10:26.640]  如果看到世界上的人
[00:10:26.640 --> 00:10:29.840]  他們輕視神的話,不管神的話
[00:10:29.840 --> 00:10:33.240]  我們實在是看到他們是
[00:10:33.240 --> 00:10:39.440]  前面的路是非常困難的
[00:10:39.440 --> 00:10:46.240]  那麼就是叫我們要重視神的話
[00:10:50.240 --> 00:10:53.440]  第一百四字節跟一百四字一節
[00:10:53.440 --> 00:10:56.840]  這兩節合起的意思就講到
[00:10:56.840 --> 00:11:02.640]  神的話是純淨的
[00:11:02.640 --> 00:11:06.440]  因為神的話非常精煉
[00:11:06.440 --> 00:11:09.040]  而且一點沒有錯誤
[00:11:09.040 --> 00:11:14.440]  也不摻雜一些不好的東西在裡頭
[00:11:14.440 --> 00:11:20.040]  所以精煉是指出它這個事情的本質
[00:11:20.040 --> 00:11:22.840]  所以在聖經裡頭也講到
[00:11:22.840 --> 00:11:29.640]  神的話如同銀子在泥爐裡練過其詞
[00:11:29.640 --> 00:11:34.640]  一些金屬它出現的時候
[00:11:34.640 --> 00:11:38.240]  常常是含有些雜質
[00:11:38.240 --> 00:11:43.040]  怎麼能叫純金之純銀
[00:11:43.040 --> 00:11:45.640]  它沒有摻雜
[00:11:45.640 --> 00:11:50.240]  那就是要在爐子裡頭要練
[00:11:50.240 --> 00:11:51.640]  要把它練過
[00:11:51.640 --> 00:11:54.240]  把這雜質把它給燒掉
[00:11:54.240 --> 00:11:56.040]  把它去掉
[00:11:56.040 --> 00:11:59.240]  那麼神的話在詩篇裡的詩人就說
[00:11:59.240 --> 00:12:06.040]  他說你的話是好像銀子在泥爐裡頭練過其詞
[00:12:06.040 --> 00:12:09.640]  就是非常的純淨
[00:12:09.640 --> 00:12:13.240]  所以神的話練淨的意思
[00:12:13.240 --> 00:12:19.240]  就是能夠把這個事情的本質能夠簡單的說出來
[00:12:19.240 --> 00:12:22.840]  神的話不太複雜
[00:12:22.840 --> 00:12:23.840]  很簡單
[00:12:23.840 --> 00:12:28.840]  但是這個簡單裡頭是很純淨
[00:12:28.840 --> 00:12:34.640]  所以這個是我們要把神的話記在我們心裡頭
[00:12:34.640 --> 00:12:37.040]  照著去行
[00:12:37.040 --> 00:12:39.640]  不是看說的多不多
[00:12:39.640 --> 00:12:46.640]  是看著裡頭是不是很把主要的東西都說出來了
[00:12:46.640 --> 00:12:50.640]  那這個純淨是在神經裡頭
[00:12:50.640 --> 00:12:55.040]  你可以看到神的話是很純淨的
[00:12:55.040 --> 00:12:58.640]  但是我們人講話就不一定那麼純淨
[00:12:58.640 --> 00:13:01.840]  我們常常有不應該說的話
[00:13:01.840 --> 00:13:04.240]  或者不需要說的話
[00:13:04.240 --> 00:13:09.440]  我記得有一次在教會的一個感恩聚會
[00:13:09.440 --> 00:13:11.240]  一年有這麼一次感恩聚會
[00:13:11.240 --> 00:13:13.240]  一個鐘頭多一點
[00:13:13.240 --> 00:13:16.840]  所以呢就是要感恩的弟兄姐妹很多
[00:13:16.840 --> 00:13:18.040]  怎麼辦呢
[00:13:18.040 --> 00:13:20.240]  一個人最多五分鐘
[00:13:20.240 --> 00:13:22.240]  就是五分鐘就給你感恩
[00:13:22.240 --> 00:13:24.240]  那麼一小時十二個人
[00:13:24.240 --> 00:13:27.840]  十二個人感恩就代表大家的感恩了
[00:13:27.840 --> 00:13:31.240]  那麼有個弟兄就起來他要感恩
[00:13:31.240 --> 00:13:35.240]  他講他們的感恩要控制五分鐘怎麼辦呢
[00:13:35.240 --> 00:13:40.240]  放一個鬧鐘在講話的人的旁邊
[00:13:40.240 --> 00:13:43.440]  到時候鈴響了你就知道五分鐘夠了
[00:13:43.440 --> 00:13:45.840]  那你就應該下來了
[00:13:45.840 --> 00:13:47.440]  那麼有弟兄起來講
[00:13:47.440 --> 00:13:51.040]  講了半天就鈴響了
[00:13:51.040 --> 00:13:53.240]  人家說你時間到了
[00:13:53.240 --> 00:13:55.240]  他說我還沒開始呢
[00:13:55.240 --> 00:13:59.440]  前面的五分鐘是我的前面的話
[00:13:59.440 --> 00:14:02.640]  那你說每個人都這樣的話
[00:14:02.640 --> 00:14:07.040]  就說明這個弟兄準備的時候
[00:14:07.040 --> 00:14:12.040]  他沒有把他要說的緊要的話說出來
[00:14:12.040 --> 00:14:14.640]  神的話可不是這樣
[00:14:14.640 --> 00:14:16.640]  神的話說了很多
[00:14:16.640 --> 00:14:18.440]  但是在聖經裡頭呢
[00:14:18.440 --> 00:14:21.440]  不過就是用這樣一本聖經
[00:14:21.440 --> 00:14:24.440]  把神的話全部表達出來的
[00:14:24.440 --> 00:14:26.640]  把他當時要說的話
[00:14:26.640 --> 00:14:29.240]  對以後時代說的話
[00:14:29.240 --> 00:14:32.640]  都表達在這本聖經
[00:14:32.640 --> 00:14:36.240]  這本聖經五十二卷
[00:14:36.240 --> 00:14:40.040]  就是把一百萬字這樣的
[00:14:40.040 --> 00:14:41.840]  就把神的心意
[00:14:41.840 --> 00:14:46.240]  祂的計劃都告訴了我們
[00:14:46.240 --> 00:14:50.840]  所以神的話是很精煉的
[00:14:50.840 --> 00:14:52.240]  教育清了以後
[00:14:52.240 --> 00:14:59.240]  一下子就能夠明白的
[00:14:59.240 --> 00:15:01.640]  一百四十一節就說到
[00:15:01.640 --> 00:15:04.840]  他說我微小便能了事
[00:15:04.840 --> 00:15:08.640]  卻不忘記你的訓辭
[00:15:08.640 --> 00:15:13.040]  這微小呢就是說到
[00:15:13.040 --> 00:15:15.840]  一個愛神的人
[00:15:15.840 --> 00:15:17.040]  有時候會落到
[00:15:17.040 --> 00:15:22.840]  一個人家覺得很看不起他的光景
[00:15:22.840 --> 00:15:27.840]  這個人對他說
[00:15:27.840 --> 00:15:31.040]  是一個對他是不好的
[00:15:31.040 --> 00:15:33.840]  使他心裡面受傷
[00:15:33.840 --> 00:15:36.440]  覺得被人藐視
[00:15:36.440 --> 00:15:39.840]  但是也有好的地方
[00:15:39.840 --> 00:15:44.840]  就叫他知道他所得到這個福樂的話
[00:15:44.840 --> 00:15:48.440]  在這個不是在世界上
[00:15:48.440 --> 00:15:52.040]  而且就知道這個人
[00:15:52.040 --> 00:15:53.640]  有時候被人藐視也好
[00:15:53.640 --> 00:15:57.040]  或自己做錯事也好
[00:15:57.040 --> 00:16:01.440]  都是因為心還不夠純淨
[00:16:01.440 --> 00:16:06.040]  所以要幫助他從這個肉體裡頭出來
[00:16:06.040 --> 00:16:09.640]  也叫他能夠學習神的允許
[00:16:09.640 --> 00:16:11.840]  神沒有讓我們在生活上
[00:16:11.840 --> 00:16:13.440]  都是一貫風順
[00:16:13.440 --> 00:16:14.640]  能夠誇獎你
[00:16:14.640 --> 00:16:16.240]  能夠說你好
[00:16:16.240 --> 00:16:18.240]  你有時候說得很好的話
[00:16:18.240 --> 00:16:22.840]  人還是會有一些流言蜚語來批評你
[00:16:22.840 --> 00:16:25.440]  這個時候你要學習
[00:16:25.440 --> 00:16:28.640]  要靠著神的允許來生活
[00:16:28.640 --> 00:16:31.840]  不是因做人說你好
[00:16:31.840 --> 00:16:33.040]  你就高興
[00:16:33.040 --> 00:16:34.240]  人家說你不好
[00:16:34.240 --> 00:16:35.840]  你就不高興
[00:16:35.840 --> 00:16:37.840]  你應該看到
[00:16:37.840 --> 00:16:42.240]  你是靠著神的話而生活的
[00:16:42.240 --> 00:16:45.640]  那麼也叫沒有信主的人
[00:16:45.640 --> 00:16:48.840]  看到這個信主的人
[00:16:48.840 --> 00:16:51.440]  不是為了自私
[00:16:51.440 --> 00:16:56.840]  為了自己的好處而做這個事情的
[00:16:56.840 --> 00:17:03.040]  所以在大衛逃難的時候
[00:17:03.040 --> 00:17:07.040]  就是有一個人叫做師梅
[00:17:07.040 --> 00:17:08.240]  大衛逃難
[00:17:08.240 --> 00:17:12.440]  他的兒子來這個要篡位
[00:17:12.440 --> 00:17:14.840]  把他給趕出來了
[00:17:14.840 --> 00:17:19.040]  所以他有一個叫師梅的一個人
[00:17:19.040 --> 00:17:22.240]  就在沿路上就咒罵他
[00:17:22.240 --> 00:17:25.640]  在這個路的對面就咒罵他
[00:17:25.640 --> 00:17:30.640]  就說你是什麼樣神要懲罰你
[00:17:30.640 --> 00:17:33.640]  你做了很多壞事
[00:17:33.640 --> 00:17:35.440]  大衛是做王子
[00:17:35.440 --> 00:17:39.240]  可是等到他受苦受難的時候
[00:17:39.240 --> 00:17:44.640]  這個師梅的這個人就來罵他
[00:17:44.640 --> 00:17:49.640]  那麼大衛手下的人覺得這個人很不好
[00:17:49.640 --> 00:17:52.040]  怎麼可以這樣罵他們的王
[00:17:52.040 --> 00:17:54.840]  就要想去殺他
[00:17:54.840 --> 00:17:56.640]  大衛就制止他們說
[00:17:56.640 --> 00:18:01.440]  他說這個是神吩咐他的
[00:18:01.440 --> 00:18:03.840]  他把別人對他的罵
[00:18:03.840 --> 00:18:06.640]  看作是神來提醒他
[00:18:06.640 --> 00:18:09.640]  來指出他的錯誤來
[00:18:09.640 --> 00:18:13.040]  所以這個神就說
[00:18:13.040 --> 00:18:14.840]  這是神吩咐他的
[00:18:14.840 --> 00:18:16.640]  或者他這樣罵一下的
[00:18:16.640 --> 00:18:21.040]  神施恩給我就減輕我的刑罰
[00:18:21.040 --> 00:18:26.240]  這就是說當人家對他不好的時候
[00:18:26.240 --> 00:18:28.240]  被人藐視的時候
[00:18:28.240 --> 00:18:34.840]  那麼你就要知道在被藐視中間
[00:18:34.840 --> 00:18:36.240]  怎麼靠著神
[00:18:36.240 --> 00:18:38.040]  承認神是公義的
[00:18:38.040 --> 00:18:39.440]  神不會錯的
[00:18:39.440 --> 00:18:45.040]  他可以在這個時候能夠忍受這些的苦難
[00:18:45.040 --> 00:18:47.440]  能夠來倚靠神
[00:18:47.440 --> 00:18:49.040]  好好的生活
[00:18:49.040 --> 00:18:53.240]  尤其我們弟兄姊妹有好多人
[00:18:53.240 --> 00:18:55.440]  似乎是在工作的地方
[00:18:55.440 --> 00:18:58.640]  你也會遇到一些不公平的事情
[00:18:58.640 --> 00:19:00.640]  這時候你怎麼辦呢
[00:19:00.640 --> 00:19:04.040]  你是據理之聲呢
[00:19:04.040 --> 00:19:07.240]  還是說有時候你就忍受下來
[00:19:07.240 --> 00:19:10.240]  把這個事情交在神的手中
[00:19:10.240 --> 00:19:14.240]  這樣的話你心裡頭有神的同在
[00:19:14.240 --> 00:19:15.640]  有平安
[00:19:15.640 --> 00:19:18.440]  就不至於別人批評你
[00:19:18.440 --> 00:19:19.840]  或者說你不好
[00:19:19.840 --> 00:19:21.440]  你就很生氣
[00:19:21.440 --> 00:19:25.040]  結果也影響了自己的生命
[00:19:25.040 --> 00:19:29.440]  再下來我們看到
[00:19:29.440 --> 00:19:34.440]  詩人說你的公義永遠長存
[00:19:34.440 --> 00:19:40.240]  142節講到你的公義永遠長存
[00:19:40.240 --> 00:19:43.440]  他這個遇到一些難處
[00:19:43.440 --> 00:19:45.640]  但是他看到神的公義呢
[00:19:45.640 --> 00:19:48.040]  他說是永遠長存的
[00:19:48.040 --> 00:19:51.440]  為什麼能長存呢
[00:19:51.440 --> 00:19:55.440]  因為神是昨日今日一直到永遠
[00:19:55.440 --> 00:19:57.440]  都是不改變的
[00:19:57.440 --> 00:19:59.240]  神過去說的話
[00:19:59.240 --> 00:20:02.240]  過了很長時間你再去看的話
[00:20:02.240 --> 00:20:05.040]  他還是對的
[00:20:05.040 --> 00:20:09.040]  聖經是很早以前寫的
[00:20:09.040 --> 00:20:12.040]  或者在一千多年以前寫的
[00:20:12.040 --> 00:20:16.640]  那麼過了到一千年多年以後呢
[00:20:16.640 --> 00:20:18.440]  你看起來還是對的
[00:20:18.440 --> 00:20:22.440]  那麼神的話他是不會改變的
[00:20:22.440 --> 00:20:26.040]  人的真理都是相對的
[00:20:26.040 --> 00:20:27.840]  今天看的是對的
[00:20:27.840 --> 00:20:30.840]  但是過一段時間就不對了
[00:20:30.840 --> 00:20:34.440]  人的真理是為了維護自己的利益
[00:20:34.440 --> 00:20:37.240]  為了一部分人的利益
[00:20:37.240 --> 00:20:41.440]  所以他只能夠是暫時的局部的
[00:20:41.440 --> 00:20:46.440]  而是不能夠永遠長存的
[00:20:46.440 --> 00:20:50.440]  但是神的話呢是說到神的本性
[00:20:50.440 --> 00:20:52.440]  如果神是公義的
[00:20:52.440 --> 00:20:55.440]  他的話呢必定是公義的
[00:20:55.440 --> 00:20:58.440]  他不能違背自己
[00:20:58.440 --> 00:21:02.440]  他必定要按照他的本性來說的話
[00:21:02.440 --> 00:21:05.440]  所以這裡說呢
[00:21:05.440 --> 00:21:07.440]  你的公義永遠長存
[00:21:07.440 --> 00:21:10.440]  你的律法呢盡度真實
[00:21:10.440 --> 00:21:14.440]  就是說你的公義是永遠的公義
[00:21:14.440 --> 00:21:17.440]  你的律法呢就是真理
[00:21:17.440 --> 00:21:21.440]  所以我們在遇到一些難處的時候
[00:21:21.440 --> 00:21:25.440]  我們要看到神是公義的
[00:21:25.440 --> 00:21:27.440]  儘管人是不公義
[00:21:27.440 --> 00:21:32.440]  人的不公義不能夠推翻神的公義
[00:21:32.440 --> 00:21:34.440]  所以我們要在這個時候呢
[00:21:34.440 --> 00:21:42.440]  我們要把自己交託給神
[00:21:42.440 --> 00:21:44.440]  再加上我們可以看到
[00:21:44.440 --> 00:21:47.440]  一個信徒的靈性呢
[00:21:47.440 --> 00:21:51.440]  可以用他對著患難
[00:21:51.440 --> 00:21:59.440]  或者對這些仇苦的反應怎麼樣
[00:21:59.440 --> 00:22:01.440]  來衡量他
[00:22:01.440 --> 00:22:02.440]  依靠神的人呢
[00:22:02.440 --> 00:22:04.440]  在患難中間呢
[00:22:04.440 --> 00:22:07.440]  仍然可以有喜樂
[00:22:07.440 --> 00:22:08.440]  有平安
[00:22:08.440 --> 00:22:10.440]  有神的存在
[00:22:10.440 --> 00:22:13.440]  特別我們看到在聖經裡頭提到
[00:22:13.440 --> 00:22:16.440]  使徒形狀提到保羅和希臘
[00:22:16.440 --> 00:22:19.440]  到菲律賓去傳道的時候
[00:22:19.440 --> 00:22:25.440]  就被當地官呢
[00:22:25.440 --> 00:22:27.440]  把他給關起來
[00:22:27.440 --> 00:22:28.440]  而且打了
[00:22:28.440 --> 00:22:30.440]  把他關在監裡頭
[00:22:30.440 --> 00:22:35.440]  可是他們雖然受到這樣不合理的對待
[00:22:35.440 --> 00:22:38.440]  但是他們還能夠在半夜裡頭
[00:22:38.440 --> 00:22:43.440]  唱詩歌來讚美神
[00:22:43.440 --> 00:22:44.440]  關不了
[00:22:44.440 --> 00:22:47.440]  關他們的人可以
[00:22:47.440 --> 00:22:49.440]  他的身體可以
[00:22:49.440 --> 00:22:50.440]  但是監牢呢
[00:22:50.440 --> 00:22:53.440]  關不了他們的歌聲
[00:22:53.440 --> 00:22:56.440]  他們照常唱詩歌
[00:22:56.440 --> 00:22:57.440]  讚美神
[00:22:57.440 --> 00:23:00.440]  結果監獄的都晃動了
[00:23:00.440 --> 00:23:02.440]  都搖動了
[00:23:02.440 --> 00:23:05.440]  因為神與他們同在
[00:23:05.440 --> 00:23:09.440]  所以在倚靠神的人
[00:23:09.440 --> 00:23:12.440]  他有跟神的
[00:23:12.440 --> 00:23:15.440]  這樣的一個倚靠神的關係的話
[00:23:15.440 --> 00:23:17.440]  所以在難處中間呢
[00:23:17.440 --> 00:23:20.440]  他就能夠學習來倚靠神
[00:23:20.440 --> 00:23:22.440]  能夠呢
[00:23:22.440 --> 00:23:24.440]  仍然有平安
[00:23:24.440 --> 00:23:26.440]  仍然有喜樂
[00:23:26.440 --> 00:23:28.440]  這樣的話
[00:23:28.440 --> 00:23:30.440]  就可以看見
[00:23:30.440 --> 00:23:32.440]  神是公義的神
[00:23:32.440 --> 00:23:38.440]  神所做的是不會錯的
[00:23:38.440 --> 00:23:41.440]  到一百四十四節
[00:23:41.440 --> 00:23:43.440]  就講到
[00:23:43.440 --> 00:23:46.440]  神的公義呢
[00:23:46.440 --> 00:23:49.440]  是永遠的意義
[00:23:49.440 --> 00:23:53.440]  他說你的法度永遠是公義的
[00:23:53.440 --> 00:23:55.440]  求你恃我悟性
[00:23:55.440 --> 00:23:58.440]  我就活了
[00:23:58.440 --> 00:24:02.440]  這個講到神永遠的意義呢
[00:24:02.440 --> 00:24:05.440]  是顯在神的話裡頭
[00:24:05.440 --> 00:24:08.440]  今天我們在肉身活著
[00:24:08.440 --> 00:24:10.440]  我們不可避免的
[00:24:10.440 --> 00:24:12.440]  還會軟弱
[00:24:12.440 --> 00:24:13.440]  還會犯罪
[00:24:13.440 --> 00:24:14.440]  還會懷疑
[00:24:14.440 --> 00:24:16.440]  還會害怕
[00:24:16.440 --> 00:24:18.440]  因為我們的救人
[00:24:18.440 --> 00:24:21.440]  還沒有完全死掉
[00:24:21.440 --> 00:24:23.440]  所以詩人禱告
[00:24:23.440 --> 00:24:26.440]  求神是給他悟性
[00:24:26.440 --> 00:24:30.440]  就是對神的心
[00:24:30.440 --> 00:24:32.440]  對神所作為
[00:24:32.440 --> 00:24:35.440]  他有一個正確的認識
[00:24:35.440 --> 00:24:36.440]  所以這樣的話
[00:24:36.440 --> 00:24:39.440]  他就是知道呢
[00:24:39.440 --> 00:24:41.440]  神的心意是什麼
[00:24:41.440 --> 00:24:46.440]  他就可以按照神的心意來活著
[00:24:46.440 --> 00:24:48.440]  所以我們想
[00:24:48.440 --> 00:24:49.440]  在世上的話
[00:24:49.440 --> 00:24:52.440]  你會遇到一些
[00:24:52.440 --> 00:24:53.440]  你想像不到
[00:24:53.440 --> 00:24:56.440]  一些不公平的事情發生
