
[00:00:00.000 --> 00:00:06.220]  我昨天看新聞,丹麥的郵政將會結束
[00:01:58.160 --> 00:02:03.160]  我們每一個年代都是一樣
[00:02:03.160 --> 00:02:06.660]  經歷著一個大時代
[00:02:06.660 --> 00:02:08.660]  或者一個很黑暗的時代
[00:02:08.660 --> 00:02:12.660]  今天看的《經文時事記》都是一樣
[00:02:12.660 --> 00:02:15.660]  身處在這樣的時代裡面
[00:02:15.660 --> 00:02:20.660]  今天我講道的分享都參考了一本書
[00:02:20.660 --> 00:02:23.160]  都是幾個月前出的
[00:02:23.160 --> 00:02:25.160]  是高明軒博士寫的
[00:02:25.160 --> 00:02:29.660]  《上帝在漢亂世中擇善而行的小人物》
[00:02:29.660 --> 00:02:33.160]  都是在《講聖經》裡面不同的小人物
[00:02:33.160 --> 00:02:35.660]  大家有機會都可以去看看
[00:02:35.660 --> 00:02:38.660]  《事事記》是一個什麼年代呢?
[00:02:38.660 --> 00:02:40.160]  摩西死了之後
[00:02:40.160 --> 00:02:44.660]  他的徒弟約書亞就繼承著
[00:02:44.660 --> 00:02:48.660]  帶領以色列人的任務進入了迦南地
[00:02:48.660 --> 00:02:52.160]  如果我們看之前《文數記》
[00:02:52.160 --> 00:02:54.660]  他們準備進迦南的嘛
[00:02:54.660 --> 00:02:59.660]  摩西死了之後約書亞就帶領著他們進去
[00:02:59.660 --> 00:03:02.660]  得到很多的土地
[00:03:02.660 --> 00:03:06.660]  就是上帝帶領他們征服了很多的民族
[00:03:06.660 --> 00:03:10.660]  但是仍然有一小撮的民族是未被征服的
[00:03:10.660 --> 00:03:12.660]  到約書亞都死了
[00:03:12.660 --> 00:03:15.660]  以色列人他們開始走下坡
[00:03:15.660 --> 00:03:18.160]  是他們的靈性走下坡
[00:03:18.160 --> 00:03:23.160]  不單止那些未消滅的族群開始威脅他們
[00:03:23.160 --> 00:03:25.660]  而是他們離開了上帝
[00:03:25.660 --> 00:03:29.660]  離開了摩西對他們的教導
[00:03:29.660 --> 00:03:32.160]  開始犯罪作惡
[00:03:32.160 --> 00:03:37.660]  神就用外邦人藉著外族人的手去合制他們
[00:03:37.660 --> 00:03:41.660]  使他們要在困苦迫迫裡面
[00:03:41.660 --> 00:03:44.660]  才懂得去迴轉呼求上帝
[00:03:44.660 --> 00:03:49.660]  我們這個就叫做一個事思記的循環
[00:03:49.660 --> 00:03:51.660]  一個這樣的循環就是剛才我說
[00:03:51.660 --> 00:03:53.660]  當以色列人犯罪的時候
[00:03:53.660 --> 00:03:57.660]  神就使用外邦人去統治合制他們
[00:03:57.660 --> 00:03:58.660]  他們去呼求神
[00:03:58.660 --> 00:04:01.660]  神就去興起事思
[00:04:01.660 --> 00:04:04.660]  事思記顧名思義
[00:04:04.660 --> 00:04:07.660]  事思英文是judges
[00:04:07.660 --> 00:04:09.660]  這個不單止是作一個的
[00:04:09.660 --> 00:04:12.660]  好像法官或者審判官的角色
[00:04:12.660 --> 00:04:18.660]  去到在民間施行一些的審判或者判案判斷
[00:04:18.660 --> 00:04:22.660]  事思也是當時打仗的領袖
[00:04:22.660 --> 00:04:24.660]  當他們脫了險之後
[00:04:24.660 --> 00:04:26.660]  他們就太平了
[00:04:26.660 --> 00:04:30.660]  通常經文就說太平多少年
[00:04:30.660 --> 00:04:32.660]  但是沒多久
[00:04:32.660 --> 00:04:34.660]  不知道多少年可能有時有幾十年
[00:04:34.660 --> 00:04:37.660]  他們固態伏盟又再犯罪
[00:04:37.660 --> 00:04:39.660]  於是一個又一個的循環
[00:04:39.660 --> 00:04:43.660]  在事思記裡面總共有七個這樣的循環
[00:04:43.660 --> 00:04:46.660]  今天我們看其中一個
[00:04:46.660 --> 00:04:49.660]  第四章 事思記第四章
[00:04:49.660 --> 00:04:51.660]  一開始就說
[00:04:51.660 --> 00:04:53.660]  以色列人又行耶和華
[00:04:53.660 --> 00:04:55.660]  眼中看為惡的事
[00:04:55.660 --> 00:04:56.660]  循環的開始
[00:04:56.660 --> 00:04:59.660]  當時他是給什麼外族人合制呢
[00:04:59.660 --> 00:05:03.660]  就是下所作王的加南王耶賓
[00:05:03.660 --> 00:05:04.660]  他是下所王
[00:05:04.660 --> 00:05:09.660]  但是也可以當是加南的聯軍
[00:05:09.660 --> 00:05:12.660]  就像今天北約那樣
[00:05:12.660 --> 00:05:14.660]  就是一個聯盟
[00:05:14.660 --> 00:05:17.660]  一個加南的聯軍的首領
[00:05:17.660 --> 00:05:20.660]  加南的聯合的王
[00:05:20.660 --> 00:05:22.660]  但是他不是主角
[00:05:22.660 --> 00:05:24.660]  今天的主角是他的將領
[00:05:24.660 --> 00:05:25.660]  細細瀨
[00:05:25.660 --> 00:05:27.660]  他是一個小王
[00:05:27.660 --> 00:05:29.660]  他是住在夏羅切
[00:05:29.660 --> 00:05:32.660]  當地一個小皇帝
[00:05:32.660 --> 00:05:35.660]  土皇帝就當他是一個聯軍
[00:05:35.660 --> 00:05:38.660]  這個聯盟的其中一個成員
[00:05:38.660 --> 00:05:42.660]  他就說這個聯軍有多厲害呢
[00:05:42.660 --> 00:05:47.660]  就是有鐵的戰車九百輛
[00:05:47.660 --> 00:05:51.660]  可能是比美今天北約有的武器
[00:05:51.660 --> 00:05:53.660]  是很厲害的武器
[00:05:53.660 --> 00:05:56.660]  當時以色列人他們的鑄鐵技術
[00:05:56.660 --> 00:05:57.660]  還沒有很成熟
[00:05:57.660 --> 00:05:59.660]  就是相對於加南人
[00:05:59.660 --> 00:06:03.660]  所以他們以色列人就沒有這些鐵戰車
[00:06:03.660 --> 00:06:05.660]  他們有很厲害的武器
[00:06:05.660 --> 00:06:07.660]  他們有很多的軍隊
[00:06:07.660 --> 00:06:09.660]  於是乎他們就欺壓
[00:06:09.660 --> 00:06:11.660]  以色列人二十年
[00:06:11.660 --> 00:06:14.660]  而且是形容是殘酷的欺壓
[00:06:14.660 --> 00:06:17.660]  我們稍後會看看他們怎樣殘酷欺壓
[00:06:17.660 --> 00:06:20.660]  在一段很長的日子二十年
[00:06:20.660 --> 00:06:21.660]  就在這個時候
[00:06:21.660 --> 00:06:24.660]  上帝就好像循環裡面一樣
[00:06:24.660 --> 00:06:25.660]  興起了一個仕事
[00:06:25.660 --> 00:06:28.660]  正常的興起了一個仕事
[00:06:28.660 --> 00:06:32.660]  不過這次很不尋常的地方就是
[00:06:32.660 --> 00:06:34.660]  他興起了一個是女的
[00:06:34.660 --> 00:06:36.660]  女的仕事
[00:06:36.660 --> 00:06:37.660]  他是一個女仙姿
[00:06:37.660 --> 00:06:39.660]  叫做底波拉
[00:06:39.660 --> 00:06:40.660]  Debra
[00:06:40.660 --> 00:06:43.660]  就是一個大家都可能熟悉的英文名
[00:06:43.660 --> 00:06:44.660]  Debra 底波拉
[00:06:44.660 --> 00:06:46.660]  一個女仕事
[00:06:46.660 --> 00:06:48.660]  其實很不尋常的
[00:06:48.660 --> 00:06:50.660]  因為整卷仕事記
[00:06:50.660 --> 00:06:51.660]  這麼多的仕事裡面
[00:06:51.660 --> 00:06:55.660]  只有她是唯一一個女的仕事
[00:06:55.660 --> 00:06:56.660]  你可以想像一下
[00:06:56.660 --> 00:06:57.660]  為什麼會興起一個女的呢
[00:06:57.660 --> 00:07:00.660]  剛才說她不只是做審判
[00:07:00.660 --> 00:07:02.660]  當然她要審判
[00:07:02.660 --> 00:07:04.660]  但是她還要帶領
[00:07:04.660 --> 00:07:06.660]  應該是帶領軍隊的
[00:07:06.660 --> 00:07:07.660]  應該是男的
[00:07:07.660 --> 00:07:11.660]  在古時的社會是男的出去打仗
[00:07:11.660 --> 00:07:13.660]  男的做軍隊的領袖
[00:07:13.660 --> 00:07:14.660]  為什麼會有女的呢
[00:07:14.660 --> 00:07:16.660]  我們可以想像到
[00:07:16.660 --> 00:07:18.660]  當時當然是沒有男的肯出來
[00:07:18.660 --> 00:07:23.660]  所以上帝就興起了一個女的仕事
[00:07:23.660 --> 00:07:27.660]  就算下面真的要出去打仗
[00:07:27.660 --> 00:07:29.660]  也不會底波拉出去的
[00:07:29.660 --> 00:07:30.660]  原本不是出去的
[00:07:30.660 --> 00:07:33.660]  於是上帝就叫底波拉去找一個人
[00:07:33.660 --> 00:07:36.660]  就是叫做巴拉
[00:07:36.660 --> 00:07:38.660]  他是拿忽他利人
[00:07:38.660 --> 00:07:39.660]  這個也是拉
[00:07:39.660 --> 00:07:40.660]  今天有三個拉
[00:07:40.660 --> 00:07:42.660]  主角全部都拉
[00:07:42.660 --> 00:07:44.660]  底波拉 巴拉 小小拉
[00:07:44.660 --> 00:07:45.660]  大家不要混亂
[00:07:45.660 --> 00:07:47.660]  巴拉 巴拉卡
[00:07:47.660 --> 00:07:51.660]  但是這個人就不太行
[00:07:51.660 --> 00:07:56.660]  他也是像縮頭烏龜一樣
[00:07:56.660 --> 00:07:58.660]  現在上帝就吩咐他
[00:07:58.660 --> 00:08:01.660]  你要帶領著一萬個拿忽他利人
[00:08:01.660 --> 00:08:05.660]  西布倫人一起出去打仗
[00:08:05.660 --> 00:08:07.660]  上帝告訴他
[00:08:07.660 --> 00:08:10.660]  一定會將他們打敗
[00:08:10.660 --> 00:08:12.660]  一定會將西西拉的軍隊
[00:08:12.660 --> 00:08:14.660]  交在你的手中
[00:08:14.660 --> 00:08:18.660]  但是巴拉的反應是怎麼樣呢
[00:08:18.660 --> 00:08:20.660]  雖然他說帶著一萬人
[00:08:20.660 --> 00:08:22.660]  其實不是很多
[00:08:22.660 --> 00:08:25.660]  西西拉的軍隊
[00:08:25.660 --> 00:08:26.660]  雖然聖經沒有說多少人
[00:08:26.660 --> 00:08:28.660]  一定是更多
[00:08:28.660 --> 00:08:30.660]  巴拉他很害怕
[00:08:30.660 --> 00:08:31.660]  比著你可能也很害怕
[00:08:31.660 --> 00:08:35.660]  於是他就要求底波拉和他一起去
[00:08:35.660 --> 00:08:38.660]  他就說你要和我去
[00:08:38.660 --> 00:08:39.660]  我就去
[00:08:39.660 --> 00:08:40.660]  如果你不和我去的時候
[00:08:40.660 --> 00:08:41.660]  我就不去
[00:08:41.660 --> 00:08:44.660]  是不是好像小朋友鬧事一樣
[00:08:44.660 --> 00:08:47.660]  他就好像小朋友和媽媽鬧事一樣
[00:08:47.660 --> 00:08:49.660]  你不去我就不去了
[00:08:49.660 --> 00:08:51.660]  他可能真的很害怕
[00:08:51.660 --> 00:08:56.660]  他面對著這麼龐大的軍隊
[00:08:56.660 --> 00:08:58.660]  他就好像小朋友
[00:08:58.660 --> 00:09:01.660]  好像不敢去比賽
[00:09:01.660 --> 00:09:03.660]  要媽媽陪他一起
[00:09:03.660 --> 00:09:04.660]  那一種
[00:09:04.660 --> 00:09:06.660]  但其實剛才也說過
[00:09:06.660 --> 00:09:07.660]  當時的文化
[00:09:07.660 --> 00:09:09.660]  婦女是不會出去打仗
[00:09:09.660 --> 00:09:13.660]  如果婦女陪一個將領
[00:09:13.660 --> 00:09:15.660]  一個首領去打仗的時候
[00:09:15.660 --> 00:09:20.660]  其實對這個將領是一件很沒面子的事
[00:09:20.660 --> 00:09:22.660]  很沒光彩的事情
[00:09:22.660 --> 00:09:25.660]  但是巴拉就是這樣要求
[00:09:25.660 --> 00:09:27.660]  底波拉要他去
[00:09:27.660 --> 00:09:29.660]  底波拉就是上帝的說話
[00:09:29.660 --> 00:09:31.660]  臨到他就跟他說
[00:09:31.660 --> 00:09:33.660]  他告訴巴拉
[00:09:33.660 --> 00:09:35.660]  我和你去沒問題
[00:09:35.660 --> 00:09:37.660]  但是你所走的路上
[00:09:37.660 --> 00:09:38.660]  第九節這裡
[00:09:38.660 --> 00:09:39.660]  就是你打仗這條路
[00:09:39.660 --> 00:09:41.660]  是得不到榮耀
[00:09:41.660 --> 00:09:46.660]  就是你不會得到勝利的榮耀
[00:09:46.660 --> 00:09:48.660]  不是說不打勝仗
[00:09:48.660 --> 00:09:52.660]  是打勝仗你也沒有榮耀
[00:09:52.660 --> 00:09:55.660]  因為上帝要將西西拉
[00:09:55.660 --> 00:09:57.660]  這個敵方的將領
[00:09:57.660 --> 00:10:01.660]  要交在一個婦人的手裡面
[00:10:01.660 --> 00:10:03.660]  當然是一件不光彩的事情
[00:10:03.660 --> 00:10:05.660]  但是我們可能
[00:10:05.660 --> 00:10:07.660]  如果不熟悉《詩詩記》
[00:10:07.660 --> 00:10:08.660]  或者你剛才讀的時候
[00:10:08.660 --> 00:10:10.660]  沒有看清楚的時候
[00:10:10.660 --> 00:10:12.660]  你會猜可能第一眼就會想
[00:10:12.660 --> 00:10:14.660]  這個婦人應該是講底波拉
[00:10:14.660 --> 00:10:15.660]  是不是
[00:10:15.660 --> 00:10:16.660]  但是其實不是
[00:10:16.660 --> 00:10:18.660]  就是剛才大家有讀的時候
[00:10:18.660 --> 00:10:19.660]  知道另有其人
[00:10:19.660 --> 00:10:21.660]  這個人就是瓦翼
[00:10:21.660 --> 00:10:24.660]  稍後我們才會再看瓦翼
[00:10:24.660 --> 00:10:26.660]  但是在這段的裡面
[00:10:26.660 --> 00:10:28.660]  我們看到一件事就是
[00:10:28.660 --> 00:10:31.660]  上帝的工作往往是出其不意
[00:10:31.660 --> 00:10:33.660]  雖然仍然都是
[00:10:33.660 --> 00:10:35.660]  按著《詩詩記》的循環
[00:10:35.660 --> 00:10:37.660]  每一次他都會興起一個詩詩
[00:10:37.660 --> 00:10:41.660]  但是原本應該獨當一面的
[00:10:41.660 --> 00:10:42.660]  應該是巴拉
[00:10:42.660 --> 00:10:45.660]  為什麼神不是去興起巴拉做詩詩
[00:10:45.660 --> 00:10:46.660]  當然是他不肯
[00:10:46.660 --> 00:10:48.660]  他不想
[00:10:48.660 --> 00:10:50.660]  神就去興起底波拉
[00:10:50.660 --> 00:10:54.660]  巴拉都要接受他
[00:10:54.660 --> 00:10:56.660]  原本我們想
[00:10:56.660 --> 00:10:58.660]  底波拉陪巴拉一起打仗
[00:10:58.660 --> 00:11:00.660]  接著交在婦人手裡面
[00:11:00.660 --> 00:11:01.660]  那我們想
[00:11:01.660 --> 00:11:03.660]  應該都是交在底波拉手裡面
[00:11:03.660 --> 00:11:05.660]  但是結果又不是
[00:11:05.660 --> 00:11:06.660]  我們剛才讀的《經文之道》
[00:11:06.660 --> 00:11:08.660]  是交在另一個人
[00:11:08.660 --> 00:11:11.660]  叫做瓦翼的手上
[00:11:11.660 --> 00:11:14.660]  上帝的工作往往都是
[00:11:14.660 --> 00:11:15.660]  超出我們的計劃
[00:11:15.660 --> 00:11:17.660]  超出我們的預期
[00:11:17.660 --> 00:11:18.660]  甚至我們可以說
[00:11:18.660 --> 00:11:21.660]  他不是按常理去出牌的
[00:11:21.660 --> 00:11:23.660]  我們一般覺得
[00:11:23.660 --> 00:11:27.660]  理論上正常是藍的出去打仗
[00:11:27.660 --> 00:11:28.660]  藍的領軍
[00:11:28.660 --> 00:11:30.660]  假設一個將軍
[00:11:30.660 --> 00:11:32.660]  應該是去殺敵
[00:11:32.660 --> 00:11:34.660]  打贏對方的領袖
[00:11:34.660 --> 00:11:37.660]  但結果不是這樣
[00:11:37.660 --> 00:11:39.660]  很多時候我們都覺得
[00:11:39.660 --> 00:11:41.660]  按照我們的習慣
[00:11:41.660 --> 00:11:43.660]  我們的性格
[00:11:43.660 --> 00:11:45.660]  很喜歡按照自己的計劃
[00:11:45.660 --> 00:11:47.660]  按步驟去做
[00:11:47.660 --> 00:11:50.660]  覺得按照我們的計劃
[00:11:50.660 --> 00:11:52.660]  就應該有我們預期的結果
[00:11:52.660 --> 00:11:55.660]  但是往往事實上都不是這樣
[00:11:55.660 --> 00:11:57.660]  而上帝的工作
[00:11:57.660 --> 00:11:59.660]  很多時候都是出人意料
[00:11:59.660 --> 00:12:01.660]  我分享自己一個
[00:12:01.660 --> 00:12:03.660]  小小的經歷
[00:12:03.660 --> 00:12:05.660]  我沒有跟我先生說
[00:12:05.660 --> 00:12:07.660]  不過我照說吧
[00:12:07.660 --> 00:12:10.660]  話說我們結了婚之後
[00:12:10.660 --> 00:12:12.660]  好像一般的夫婦一樣
[00:12:12.660 --> 00:12:14.660]  都會計劃生小孩
[00:12:14.660 --> 00:12:17.660]  我們那時候正在讀神學
[00:12:17.660 --> 00:12:19.660]  我們計劃讀完神學之後
[00:12:19.660 --> 00:12:21.660]  就生小孩
[00:12:21.660 --> 00:12:23.660]  覺得這樣的時間剛剛好
[00:12:23.660 --> 00:12:24.660]  因為讀書生小孩
[00:12:24.660 --> 00:12:25.660]  真的太麻煩了
[00:12:25.660 --> 00:12:26.660]  尤其是我
[00:12:26.660 --> 00:12:29.660]  很明顯是要我延遲畢業
[00:12:29.660 --> 00:12:31.660]  所以我們就想著
[00:12:31.660 --> 00:12:33.660]  讀完神學就生小孩
[00:12:33.660 --> 00:12:37.660]  計劃不按我們自己的預期
[00:12:37.660 --> 00:12:40.660]  讀完神學就畢業了
[00:12:40.660 --> 00:12:41.660]  一年沒有
[00:12:41.660 --> 00:12:42.660]  兩年沒有
[00:12:42.660 --> 00:12:44.660]  於是我們過程中
[00:12:44.660 --> 00:12:46.660]  都去看醫生
[00:12:46.660 --> 00:12:47.660]  做一些檢查
[00:12:47.660 --> 00:12:50.660]  其實都找不到什麼原因
[00:12:50.660 --> 00:12:52.660]  掙扎了一段時間
[00:12:52.660 --> 00:12:53.660]  想了一段時間
[00:12:53.660 --> 00:12:55.660]  最後決定都算了
[00:12:55.660 --> 00:12:56.660]  放棄
[00:12:56.660 --> 00:12:59.660]  可能上帝不是
[00:12:59.660 --> 00:13:01.660]  要在我們這個時候
[00:13:01.660 --> 00:13:03.660]  要有小孩
[00:13:03.660 --> 00:13:06.660]  後來我們轉侍奉的工場
[00:13:06.660 --> 00:13:08.660]  就去教會
[00:13:08.660 --> 00:13:10.660]  我後來服侍教會
[00:13:10.660 --> 00:13:12.660]  去面試
[00:13:12.660 --> 00:13:13.660]  我很記得
[00:13:13.660 --> 00:13:16.660]  我在面試的時候
[00:13:16.660 --> 00:13:20.660]  有一個執事問我一個問題
[00:13:20.660 --> 00:13:22.660]  你們沒有小孩嗎
[00:13:22.660 --> 00:13:24.660]  我說是
[00:13:24.660 --> 00:13:26.660]  你們有沒有計劃生小孩
[00:13:26.660 --> 00:13:27.660]  我就回答
[00:13:27.660 --> 00:13:29.660]  我也有計劃
[00:13:29.660 --> 00:13:32.660]  不過上帝不讓我這樣計劃
[00:13:32.660 --> 00:13:33.660]  我也跟他分享
[00:13:33.660 --> 00:13:38.660]  我兩三年都沒有小孩
[00:13:38.660 --> 00:13:41.660]  我說應該都沒有了
[00:13:41.660 --> 00:13:44.660]  應該都不會有小孩
[00:13:44.660 --> 00:13:46.660]  結果我在這間教會
[00:13:46.660 --> 00:13:48.660]  侍奉了半年之後
[00:13:48.660 --> 00:13:50.660]  就有小孩了
[00:13:50.660 --> 00:13:51.660]  壞人
[00:13:51.660 --> 00:13:52.660]  於是我就心想
[00:13:52.660 --> 00:13:53.660]  執事現在是覺得
[00:13:53.660 --> 00:13:55.660]  我說謊騙他
[00:13:55.660 --> 00:13:57.660]  但是其實都不是
[00:13:57.660 --> 00:14:00.660]  真的這個不是在我的計劃裡面
[00:14:00.660 --> 00:14:03.660]  上帝往往的工作
[00:14:03.660 --> 00:14:06.660]  就是出乎我們意料之外
[00:14:06.660 --> 00:14:09.660]  上帝在很多的事情上
[00:14:09.660 --> 00:14:11.660]  當然在史詩記這件事
[00:14:11.660 --> 00:14:12.660]  是一件很大的事
[00:14:12.660 --> 00:14:14.660]  就是去拯救以色列人
[00:14:14.660 --> 00:14:15.660]  無論在大事
[00:14:15.660 --> 00:14:17.660]  或者我們生活裡面的小事
[00:14:17.660 --> 00:14:21.660]  我們往往都很想
[00:14:21.660 --> 00:14:23.660]  用自己的計劃
[00:14:23.660 --> 00:14:24.660]  用我們的方式
[00:14:24.660 --> 00:14:27.660]  甚至我現在自己也是這樣
[00:14:27.660 --> 00:14:30.660]  就是重複重複地去犯錯
[00:14:30.660 --> 00:14:35.660]  不去看到其實上帝有他自己的工作
[00:14:35.660 --> 00:14:37.660]  我們看回經文裡面
[00:14:37.660 --> 00:14:39.660]  底波拉是士師
[00:14:39.660 --> 00:14:41.660]  巴拉也是領軍那個
[00:14:41.660 --> 00:14:43.660]  當然不是小人物
[00:14:43.660 --> 00:14:45.660]  在當時的裡面
[00:14:45.660 --> 00:14:48.660]  真正的小人物是瓦翼
[00:14:48.660 --> 00:14:51.660]  瓦翼是一個什麼人呢
[00:14:51.660 --> 00:14:54.660]  她是一個很平凡很平凡的婦女
[00:14:54.660 --> 00:14:57.660]  她的出身是怎麼樣呢
[00:14:57.660 --> 00:15:00.660]  十一節和十七節有交代
[00:15:00.660 --> 00:15:05.660]  她的丈夫是摩西的惡虎
[00:15:05.660 --> 00:15:07.660]  叫荷巴的後人
[00:15:07.660 --> 00:15:09.660]  他是基尼人希伯
[00:15:09.660 --> 00:15:11.660]  他老公的名字叫希伯
[00:15:11.660 --> 00:15:13.660]  他離開了基尼族
[00:15:13.660 --> 00:15:16.660]  離開了自己的家鄉
[00:15:16.660 --> 00:15:18.660]  去到基底斯
[00:15:18.660 --> 00:15:19.660]  這個字讀了很多次
[00:15:19.660 --> 00:15:22.660]  剛才大家讀經有沒有留意
[00:15:22.660 --> 00:15:25.660]  基底斯是當時他們要出去打仗的地方
[00:15:25.660 --> 00:15:27.660]  意識人要去打仗的地方
[00:15:27.660 --> 00:15:31.660]  原來他就是住在打仗的地方的附近
[00:15:31.660 --> 00:15:34.660]  當然以前是很大的那些平原
[00:15:34.660 --> 00:15:37.660]  在那裡他們是遊牧民族
[00:15:37.660 --> 00:15:39.660]  他們應該都是養羊養牛
[00:15:39.660 --> 00:15:43.660]  去搭帳篷是他們的家
[00:15:43.660 --> 00:15:45.660]  剛才說回打仗
[00:15:45.660 --> 00:15:49.660]  我們跳過了沒有讀的十二到十六節
[00:15:49.660 --> 00:15:51.660]  就是他們打仗的過程
[00:15:51.660 --> 00:15:52.660]  因為時間的關係
[00:15:52.660 --> 00:15:54.660]  我沒有再跟大家去讀
[00:15:54.660 --> 00:15:58.660]  那裡就上帝果然去使用巴拉
[00:15:58.660 --> 00:16:00.660]  他就帶著那一萬人這麼多
[00:16:00.660 --> 00:16:03.660]  就去迎戰西西拉大軍
[00:16:03.660 --> 00:16:05.660]  還有那些鐵車剛才說
[00:16:05.660 --> 00:16:08.660]  在基信河那條河流開戰
[00:16:08.660 --> 00:16:10.660]  結果是怎麼樣呢
[00:16:10.660 --> 00:16:14.660]  我們就看看十五十六節
[00:16:14.660 --> 00:16:19.660]  這裡說到上帝使得西西拉全軍潰亂
[00:16:19.660 --> 00:16:21.660]  是上帝出手
[00:16:21.660 --> 00:16:24.660]  於是他們整個軍隊亂了
[00:16:24.660 --> 00:16:26.660]  就巴拉乘勝追擊
[00:16:26.660 --> 00:16:30.660]  就是將他們全部消滅
[00:16:30.660 --> 00:16:34.660]  十六節然後他就追趕
[00:16:34.660 --> 00:16:37.660]  當時也有說十五節那裡西西拉是怎麼樣
[00:16:37.660 --> 00:16:38.660]  鐵車都不要
[00:16:38.660 --> 00:16:41.660]  徒步就逃走
[00:16:41.660 --> 00:16:43.660]  然後巴拉就一直追趕
[00:16:43.660 --> 00:16:47.660]  戰事結果是在上帝的手裏面
[00:16:47.660 --> 00:16:49.660]  以色列人打贏了
[00:16:49.660 --> 00:16:52.660]  西西拉於是就要走了
[00:16:52.660 --> 00:16:57.660]  他走走走到我們剛才讀到第十七節那裡
[00:16:57.660 --> 00:17:00.660]  去到瓦翼的帳棚
[00:17:00.660 --> 00:17:02.660]  就是剛才說希伯的妻子
[00:17:02.660 --> 00:17:04.660]  瓦翼的帳棚裏面
[00:17:04.660 --> 00:17:09.660]  你不要以為他是摩西岳府的後人
[00:17:09.660 --> 00:17:12.660]  就和以色列人friend
[00:17:12.660 --> 00:17:15.660]  原來他是和當時的耶賓
[00:17:15.660 --> 00:17:17.660]  這個黃friend
[00:17:17.660 --> 00:17:19.660]  他們是和平共處
[00:17:19.660 --> 00:17:21.660]  他們結盟了
[00:17:21.660 --> 00:17:24.660]  也解釋為什麼他們在那邊之塔帳棚
[00:17:24.660 --> 00:17:27.660]  就是覺得他可能打勝仗的時候
[00:17:27.660 --> 00:17:29.660]  他都可能會有好處
[00:17:29.660 --> 00:17:33.660]  他都會有他的利益
[00:17:33.660 --> 00:17:37.660]  於是西西拉就去到那裡
[00:17:37.660 --> 00:17:39.660]  想著自己人的地方
[00:17:39.660 --> 00:17:41.660]  一定沒事
[00:17:41.660 --> 00:17:45.660]  就找他希伯的妻子瓦翼去求助
[00:17:45.660 --> 00:17:48.660]  希望給他一個地方避一避躲一躲
[00:17:48.660 --> 00:17:50.660]  就是休息一休
[00:17:50.660 --> 00:17:52.660]  在當時的社會裏面
[00:17:52.660 --> 00:17:54.660]  沒有人想過一個婦女
[00:17:54.660 --> 00:17:56.660]  有什麼對自己的威脅
[00:17:56.660 --> 00:17:58.660]  西西拉是堂堂大將軍
[00:17:58.660 --> 00:18:00.660]  一個婦女算得是什麼呢
[00:18:00.660 --> 00:18:02.660]  於是他就大安旨意
[00:18:02.660 --> 00:18:06.660]  就進了瓦翼的帳棚休息
[00:18:06.660 --> 00:18:09.660]  當時西西拉一定是很累
[00:18:09.660 --> 00:18:11.660]  被人追殺
[00:18:11.660 --> 00:18:12.660]  很累
[00:18:12.660 --> 00:18:14.660]  他很快就要睡覺
[00:18:14.660 --> 00:18:16.660]  於是瓦翼就好好招呼一下
[00:18:16.660 --> 00:18:18.660]  讓他蓋被子
[00:18:18.660 --> 00:18:22.660]  然後西西拉很口渴
[00:18:22.660 --> 00:18:23.660]  問他拿水
