
[00:00:00.000 --> 00:00:03.000]  我們一起思想主的話語
[00:02:22.000 --> 00:02:27.000]  今天我們要看主耶穌會帶我們去一個更穩妥的山
[00:02:27.000 --> 00:02:30.000]  就是石安山所代表的天堂
[00:02:30.000 --> 00:02:33.000]  我們一起思想今天的經文
[00:02:33.000 --> 00:02:36.000]  十二章四節一開始就說
[00:02:36.000 --> 00:02:43.000]  你們跟罪惡鬥爭還沒有抵抗到流血的地步
[00:02:43.000 --> 00:02:46.000]  這篇經文很有趣
[00:02:46.000 --> 00:02:52.000]  我們要想一想究竟罪惡是指什麼呢?
[00:02:52.000 --> 00:02:59.000]  為什麼跟罪惡要鬥爭並且會去到一個流血的地步呢?
[00:02:59.000 --> 00:03:02.000]  或者我們要從上文來想一想
[00:03:02.000 --> 00:03:07.000]  第一次收到希伯來書的教會面對的處境
[00:03:07.000 --> 00:03:12.000]  這樣就會幫助我們明白這裡所講的罪惡的意思
[00:03:12.000 --> 00:03:17.000]  在第十章三十二節到三十四節是這麼說的
[00:03:17.000 --> 00:03:20.000]  要記得以往的日子
[00:03:20.000 --> 00:03:22.000]  上帝光照你們以後
[00:03:22.000 --> 00:03:26.000]  你們遭受許多痛苦
[00:03:26.000 --> 00:03:30.000]  但是並沒有在爭戰中失敗
[00:03:30.000 --> 00:03:35.000]  有時候你們當中受人侮辱和虐待
[00:03:35.000 --> 00:03:41.000]  有時候你們更遭受這些苦難的人站在一邊
[00:03:41.000 --> 00:03:45.000]  你們跟囚犯一同受苦
[00:03:45.000 --> 00:03:49.000]  當你們所有的財物被奪走的時候
[00:03:49.000 --> 00:03:52.000]  你們甘心忍受
[00:03:52.000 --> 00:03:58.000]  雖然收信人已經在信仰上站立得穩
[00:03:58.000 --> 00:04:02.000]  但是那是以往的日子
[00:04:02.000 --> 00:04:04.000]  過去了
[00:04:04.000 --> 00:04:08.000]  而作者仍然要寫這封信去鼓勵他們
[00:04:08.000 --> 00:04:15.000]  因此他們收信的時候可能會受到另外一種的逼迫
[00:04:15.000 --> 00:04:21.000]  這種逼迫可能會使他們流血喪命
[00:04:21.000 --> 00:04:27.000]  在第一世紀是羅馬帝國的時代
[00:04:27.000 --> 00:04:35.000]  羅馬帝國的宗教政策是容忍所有合法的宗教
[00:04:35.000 --> 00:04:39.000]  猶太教是合法的宗教
[00:04:39.000 --> 00:04:41.000]  當基督教開始的時候
[00:04:41.000 --> 00:04:43.000]  其實羅馬政府分不清楚
[00:04:43.000 --> 00:04:48.000]  他們以為基督教是猶太教的旁支
[00:04:48.000 --> 00:04:53.000]  所以就當基督教是一個合法宗教
[00:04:53.000 --> 00:04:56.000]  可能由於基督教不斷發展
[00:04:56.000 --> 00:05:02.000]  還有猶太人時時去地方官控訴基督徒
[00:05:02.000 --> 00:05:06.000]  到了公元65年左右的時候
[00:05:06.000 --> 00:05:12.000]  羅馬帝國開始不承認基督教是一個合法宗教
[00:05:12.000 --> 00:05:16.000]  於是就開始逼迫基督徒
[00:05:16.000 --> 00:05:20.000]  在這裡其實作者可能不想直接說
[00:05:20.000 --> 00:05:25.000]  你們跟羅馬政府鬥爭還沒有抵抗到流血的地步
[00:05:25.000 --> 00:05:30.000]  所以他用了罪惡來代表羅馬政權
[00:05:30.000 --> 00:05:35.000]  對收這封信徒的迫害
[00:05:35.000 --> 00:05:37.000]  在這個時候
[00:05:37.000 --> 00:05:41.000]  由於有從政府來的逼迫
[00:05:41.000 --> 00:05:46.000]  也很有可能有一些猶太教的教師
[00:05:46.000 --> 00:05:49.000]  勸那些有猶太教背景的基督徒
[00:05:49.000 --> 00:05:51.000]  回來吧
[00:05:51.000 --> 00:05:54.000]  我們這裡沒有逼迫
[00:05:54.000 --> 00:05:57.000]  你不用留在基督教
[00:05:57.000 --> 00:06:00.000]  被人逼迫
[00:06:00.000 --> 00:06:04.000]  所以作者用了很多篇幅來說明
[00:06:04.000 --> 00:06:07.000]  主耶穌帶來的新約
[00:06:07.000 --> 00:06:12.000]  是比舊約更加優越
[00:06:12.000 --> 00:06:15.000]  當信徒受苦的時候
[00:06:15.000 --> 00:06:17.000]  一般都很容易會問
[00:06:17.000 --> 00:06:20.000]  為什麼要受苦呢?
[00:06:20.000 --> 00:06:23.000]  為什麼這麼慘信了耶穌?
[00:06:23.000 --> 00:06:27.000]  不是說信徒會有今生和來生的福氣嗎?
[00:06:27.000 --> 00:06:29.000]  主耶穌不是說過
[00:06:29.000 --> 00:06:31.000]  我來的目的是要使他們得生命
[00:06:31.000 --> 00:06:35.000]  而且是豐豐富富的生命嗎?
[00:06:35.000 --> 00:06:42.000]  其實聖經中的確有很多有福的應許
[00:06:42.000 --> 00:06:45.000]  很容易讓我們有一個錯覺
[00:06:45.000 --> 00:06:49.000]  以為基督徒是不會受苦的
[00:06:49.000 --> 00:06:53.000]  但事實並非如此
[00:06:53.000 --> 00:06:58.000]  很多基督徒都受到不同的苦
[00:06:58.000 --> 00:07:01.000]  很多基督徒生活在回教國家
[00:07:01.000 --> 00:07:05.000]  他們都要為信仰而受苦
[00:07:05.000 --> 00:07:07.000]  所以從第五節開始
[00:07:07.000 --> 00:07:12.000]  作者就從一個天國或屬靈的角度
[00:07:12.000 --> 00:07:17.000]  鼓勵修信人要勇敢面對他們的苦難
[00:07:17.000 --> 00:07:23.000]  就是把苦難看成是上主的管教
[00:07:23.000 --> 00:07:27.000]  在九節至十一節
[00:07:27.000 --> 00:07:31.000]  作者就用了人間的父親來解釋
[00:07:31.000 --> 00:07:38.000]  天父也會同樣的藉著迫害去管教自己的兒女
[00:07:38.000 --> 00:07:41.000]  我相信我們這一代的華人
[00:07:41.000 --> 00:07:45.000]  很容易明白被父親管教的痛苦
[00:07:45.000 --> 00:07:49.000]  因為我們這一代的人的父親
[00:07:49.000 --> 00:07:51.000]  就是上一代的人
[00:07:51.000 --> 00:07:57.000]  上一代的人是會用體罰來管教小孩的
[00:07:57.000 --> 00:08:03.000]  我小時候在香港很容易買到藤條
[00:08:03.000 --> 00:08:05.000]  現在有些不同了
[00:08:05.000 --> 00:08:09.000]  在澳洲是不能用體罰的
[00:08:09.000 --> 00:08:12.000]  在小學裏面老師會教學生
[00:08:12.000 --> 00:08:16.000]  如果你在家裏被父母體罰
[00:08:16.000 --> 00:08:20.000]  你可以打電話報警
[00:08:20.000 --> 00:08:22.000]  如果小學生回到學校
[00:08:22.000 --> 00:08:26.000]  身體上有些被體罰的痕跡
[00:08:26.000 --> 00:08:31.000]  老師會很詳細的追問
[00:08:31.000 --> 00:08:33.000]  所以在澳洲是買不到藤條的
[00:08:33.000 --> 00:08:37.000]  沒有市場的
[00:08:37.000 --> 00:08:44.000]  但管教這個說法也會引起一些問題
[00:08:44.000 --> 00:08:46.000]  假如我們犯了罪
[00:08:46.000 --> 00:08:49.000]  被上帝懲罰
[00:08:49.000 --> 00:08:54.000]  我們比較容易接受管教這個說法
[00:08:54.000 --> 00:08:57.000]  不過假如我們像約伯那樣
[00:08:57.000 --> 00:09:01.000]  沒有犯過什麼特別的罪
[00:09:01.000 --> 00:09:08.000]  我們大概就會像約伯那樣喊冤
[00:09:08.000 --> 00:09:11.000]  不過在我讀過約伯記很多次之後
[00:09:11.000 --> 00:09:17.000]  我認為上帝也是真的管教約伯
[00:09:17.000 --> 00:09:19.000]  如果我們有讀過約伯記
[00:09:19.000 --> 00:09:21.000]  我希望大家記得
[00:09:21.000 --> 00:09:30.000]  對付約伯確實是撒旦所下的毒手
[00:09:30.000 --> 00:09:36.000]  撒旦藉著一些人搶走了約伯所有的財產
[00:09:36.000 --> 00:09:39.000]  然後用大風吹
[00:09:39.000 --> 00:09:42.000]  使他所有兒女聚集的時間
[00:09:42.000 --> 00:09:46.000]  那間房子倒塌了
[00:09:46.000 --> 00:09:48.000]  使他十名兒女
[00:09:48.000 --> 00:09:52.000]  十個兒女一夜之間全部死了
[00:09:52.000 --> 00:09:57.000]  他還使約伯患上了一種很癢的皮膚病
[00:09:57.000 --> 00:09:59.000]  不知道你們有沒有試過
[00:09:59.000 --> 00:10:00.000]  很慘的
[00:10:00.000 --> 00:10:03.000]  睡不睡覺都會醒
[00:10:03.000 --> 00:10:05.000]  還有
[00:10:05.000 --> 00:10:08.000]  當約伯想睡覺的時候
[00:10:08.000 --> 00:10:11.000]  他都沒有覺好睡
[00:10:11.000 --> 00:10:14.000]  有惡夢去騷擾他
[00:10:14.000 --> 00:10:17.000]  約伯真的痛不欲生
[00:10:17.000 --> 00:10:21.000]  所以他就座自己的生日
[00:10:21.000 --> 00:10:24.000]  不知道大家有沒有留意到
[00:10:24.000 --> 00:10:28.000]  撒旦下毒手之前
[00:10:28.000 --> 00:10:35.000]  其實是上主挑起撒旦留意約伯
[00:10:35.000 --> 00:10:38.000]  在約伯記一章八字上主問
[00:10:38.000 --> 00:10:42.000]  你注意到我的僕人約伯沒有?
[00:10:42.000 --> 00:10:48.000]  世上再也沒有像他那樣的人
[00:10:48.000 --> 00:10:51.000]  他是一個正直的好人
[00:10:51.000 --> 00:10:55.000]  敬畏我不做任何壞事
[00:10:55.000 --> 00:10:59.000]  然後在撒旦動手之前
[00:10:59.000 --> 00:11:06.000]  他還要得到上主批准才可以下手
[00:11:06.000 --> 00:11:08.000]  我們要問
[00:11:08.000 --> 00:11:12.000]  上主為什麼要這樣做?
[00:11:12.000 --> 00:11:15.000]  我相信上主既然要做這件事
[00:11:15.000 --> 00:11:17.000]  一定是有多重目的
[00:11:17.000 --> 00:11:23.000]  而其中一個就是要管教約伯
[00:11:23.000 --> 00:11:25.000]  或者有人會問
[00:11:25.000 --> 00:11:27.000]  約伯不是一個正直的好人嗎?
[00:11:27.000 --> 00:11:31.000]  為什麼正直的好人也需要管教呢?
[00:11:31.000 --> 00:11:33.000]  是要的
[00:11:33.000 --> 00:11:37.000]  雖然我們看到約伯的行為是中規中矩
[00:11:37.000 --> 00:11:41.000]  但是他在心態上有犯罪
[00:11:41.000 --> 00:11:46.000]  甚至很可能去到犯罪的邊緣
[00:11:46.000 --> 00:11:50.000]  所以上主在他未犯罪之前就要管教他
[00:11:50.000 --> 00:11:54.000]  使他不至於犯罪
[00:11:54.000 --> 00:11:58.000]  神學家叫這一種的呈現為prevenient grace
[00:11:58.000 --> 00:12:01.000]  是預防性的因典
[00:12:01.000 --> 00:12:06.000]  或者我們可以叫做預防性的管教
[00:12:06.000 --> 00:12:10.000]  如果有人問究竟約伯最有可能犯什麼罪呢?
[00:12:10.000 --> 00:12:14.000]  以至上主要對他有預防性的管教呢?
[00:12:14.000 --> 00:12:18.000]  我的猜測就是驕傲
[00:12:18.000 --> 00:12:21.000]  多讀幾次約伯記二十九章
[00:12:21.000 --> 00:12:24.000]  和上主對約伯說的話
[00:12:24.000 --> 00:12:28.000]  可以讓我們看到一些端倪
[00:12:28.000 --> 00:12:34.000]  因此上帝才挑起撒旦來對付他
[00:12:34.000 --> 00:12:37.000]  目的不單在物質上要祝福他
[00:12:37.000 --> 00:12:39.000]  而是要藉著管教
[00:12:39.000 --> 00:12:44.000]  使約伯有焚於他的聖潔
[00:12:44.000 --> 00:12:48.000]  不至於由於驕傲而墮落
[00:13:14.000 --> 00:13:20.000]  我們的信心比被火燒而能夠壞的金紙更加寶貴
[00:13:20.000 --> 00:13:23.000]  第三個原因就是裝備我們
[00:13:23.000 --> 00:13:26.000]  使我們能夠安慰別人
[00:13:26.000 --> 00:13:28.000]  哥倫多學書補露提到
[00:13:28.000 --> 00:13:30.000]  一章四字七節
[00:13:30.000 --> 00:13:32.000]  我們受過苦之後
[00:13:32.000 --> 00:13:35.000]  我們可以用我們的經歷去安慰受苦的人
[00:13:35.000 --> 00:13:40.000]  而第四個觀點就是管教我們
[00:13:40.000 --> 00:13:41.000]  或者訓練我們
[00:13:41.000 --> 00:13:44.000]  使我們有焚於上帝的聖潔
[00:13:44.000 --> 00:13:49.000]  幫助我們成為一個更加聖潔的人
[00:13:49.000 --> 00:13:55.000]  作者在第十三節就用了一個暗語
[00:13:55.000 --> 00:13:58.000]  暗語即是沒有說明這是一個比喻
[00:13:58.000 --> 00:14:02.000]  作者鼓勵那些開始疲倦灰心
[00:14:02.000 --> 00:14:06.000]  甚至想著要離開耶穌基督的信徒
[00:14:06.000 --> 00:14:11.000]  要不斷操練好像一個跛腳的人
[00:14:11.000 --> 00:14:13.000]  要不斷在平路上走
[00:14:13.000 --> 00:14:16.000]  以致腳不會完全失去功能
[00:14:16.000 --> 00:14:20.000]  我相信這個相當於今天的物理治療
[00:14:20.000 --> 00:14:22.000]  對我們來說
[00:14:22.000 --> 00:14:26.000]  其實聖經裏面有很多不同的教導
[00:14:26.000 --> 00:14:29.000]  都是需要我們不斷操練
[00:14:29.000 --> 00:14:33.000]  假如我們發覺自己在某一方面比較軟弱
[00:14:33.000 --> 00:14:36.000]  我們就更加需要操練
[00:14:36.000 --> 00:14:37.000]  舉個例來說
[00:14:37.000 --> 00:14:40.000]  很多華人都不知不覺中
[00:14:40.000 --> 00:14:43.000]  將金錢變成心中的偶像
[00:14:43.000 --> 00:14:47.000]  在教會裏面有很多人都不做十一奉獻
[00:14:47.000 --> 00:14:51.000]  事實上這是一個信心的操練
[00:14:51.000 --> 00:14:55.000]  第一次將收入的十分之一拿出來奉獻
[00:14:55.000 --> 00:14:57.000]  真的有點難
[00:14:57.000 --> 00:15:00.000]  但是一旦實踐了之後
[00:15:00.000 --> 00:15:03.000]  就會發覺其實十一奉獻
[00:15:03.000 --> 00:15:08.000]  是最容易能夠成功實踐的聖經教導
[00:15:08.000 --> 00:15:13.000]  在十四至十七節這段經文
[00:15:13.000 --> 00:15:18.000]  就是鼓勵基督徒即使面對一個敵對性的環境
[00:15:18.000 --> 00:15:23.000]  我們仍然要保持基督徒的正常生活
[00:15:23.000 --> 00:15:26.000]  什麼是基督徒的正常生活呢?
[00:15:26.000 --> 00:15:28.000]  第十四節提醒我們
[00:15:28.000 --> 00:15:31.000]  要努力跟人和睦
[00:15:31.000 --> 00:15:35.000]  這是一個知易行難的教訓
[00:15:35.000 --> 00:15:41.000]  在教會裏面的實踐已經算是比較容易
[00:15:41.000 --> 00:15:43.000]  但是仍然很多時候
[00:15:43.000 --> 00:15:47.000]  有人是由於弟兄姊妹之間有矛盾
[00:15:47.000 --> 00:15:49.000]  就轉換教會了
[00:15:49.000 --> 00:15:52.000]  我現在已經見慣不怪了
[00:15:54.000 --> 00:15:58.000]  難做的事卻是重要的事
[00:15:58.000 --> 00:16:03.000]  因為這是過聖潔生活的一部分
[00:16:03.000 --> 00:16:05.000]  並且作者強調
[00:16:05.000 --> 00:16:10.000]  沒有聖潔的生活就沒有人能見到主
[00:16:10.000 --> 00:16:11.000]  換句話說
[00:16:11.000 --> 00:16:14.000]  當我們學習過聖潔生活的時候
[00:16:14.000 --> 00:16:18.000]  就能夠體會到上帝的聖潔
[00:16:18.000 --> 00:16:21.000]  主耶穌在登山寶訓曾經說
[00:16:21.000 --> 00:16:25.000]  心地純潔的人多麼有福
[00:16:25.000 --> 00:16:28.000]  他們要看見上帝
[00:16:28.000 --> 00:16:31.000]  然後在下一節就說
[00:16:31.000 --> 00:16:34.000]  促進和平的人多麼有福
[00:16:34.000 --> 00:16:37.000]  上帝要稱他們為兒女
[00:16:37.000 --> 00:16:44.000]  跟一些故意歧視我們的人和睦相處
[00:16:44.000 --> 00:16:47.000]  真是一個很大的挑戰
[00:16:48.000 --> 00:16:52.000]  或者靠自己的力量真的沒辦法做得到
[00:16:52.000 --> 00:16:55.000]  唯一的方法大概是要多祈禱
[00:16:55.000 --> 00:16:59.000]  孝化主耶穌赦免那些人
[00:16:59.000 --> 00:17:01.000]  那些人很無知
[00:17:01.000 --> 00:17:06.000]  甚至我們要感謝上主的安排
[00:17:06.000 --> 00:17:09.000]  上主安排那些人在我們身邊
[00:17:09.000 --> 00:17:12.000]  管教或者訓練我們
[00:17:12.000 --> 00:17:17.000]  在創世紀五十章二十節
[00:17:17.000 --> 00:17:20.000]  約瑟對那些曾經想殺他
[00:17:20.000 --> 00:17:24.000]  而最後將他賣給埃及人的兄弟說
[00:17:24.000 --> 00:17:27.000]  你們本來想害我
[00:17:27.000 --> 00:17:32.000]  但是上帝卻化惡為善
[00:17:32.000 --> 00:17:37.000]  為的是要保存許多人的性命
[00:17:37.000 --> 00:17:40.000]  由於從前發生的事
[00:17:40.000 --> 00:17:44.000]  今天才有許多人活著
[00:17:46.000 --> 00:17:48.000]  上主幫助我們
[00:17:48.000 --> 00:17:50.000]  我們現在來到十八節到二十四節
[00:17:50.000 --> 00:17:57.000]  作者用了兩座山來對比舊約和新約的基督徒的重大分別
[00:17:57.000 --> 00:18:00.000]  在十八節到二十一節
[00:18:00.000 --> 00:18:05.000]  是說摩西帶領以色列人出埃及之後去到西來山
[00:18:05.000 --> 00:18:10.000]  詳情記載在出埃及記十九節到二十章
[00:18:10.000 --> 00:18:13.000]  當時的情景真是很可怕
[00:18:13.000 --> 00:18:16.000]  我們幻想一想
[00:18:16.000 --> 00:18:21.000]  有火焰、蜜雲、黑暗和風暴
[00:18:21.000 --> 00:18:25.000]  所以連摩西也是戰略恐懼
[00:18:25.000 --> 00:18:30.000]  但是主耶穌和我們所立的新約
[00:18:30.000 --> 00:18:33.000]  是充滿了平安和喜樂
[00:18:33.000 --> 00:18:37.000]  這裡用錫安山來做比喻
[00:18:37.000 --> 00:18:41.000]  當然我們知道耶路撒冷就在錫安山
[00:18:41.000 --> 00:18:45.000]  猶太人的聖殿也是在錫安山
[00:18:45.000 --> 00:18:49.000]  作者在這裡說的錫安山
[00:18:49.000 --> 00:18:52.000]  不是在以色列境內的錫安山
[00:18:52.000 --> 00:18:58.000]  而是用比喻說到將來基督徒會去的天堂
[00:18:58.000 --> 00:19:01.000]  所以二十二至二十三節說
[00:19:01.000 --> 00:19:03.000]  你們是來到錫安山
[00:19:03.000 --> 00:19:05.000]  是來到永活上帝的城
[00:19:05.000 --> 00:19:07.000]  是天上的耶路撒冷
[00:19:07.000 --> 00:19:10.000]  有千千萬萬的天使
[00:19:10.000 --> 00:19:14.000]  你們是來到上帝長子們歡聚的場所
[00:19:14.000 --> 00:19:17.000]  這些長子們的名字已經寫在天上
[00:19:17.000 --> 00:19:21.000]  你們是來到審判萬人的上帝面前
[00:19:21.000 --> 00:19:25.000]  是來到已經達到完全的二人的靈那裡
[00:19:25.000 --> 00:19:32.000]  如果基督徒能夠在信仰上面堅持
[00:19:32.000 --> 00:19:35.000]  不會由於外在環境的壓力
[00:19:35.000 --> 00:19:38.000]  或者今生舒適的生活的誘惑
[00:19:38.000 --> 00:19:40.000]  而離開主耶穌的話
[00:19:40.000 --> 00:19:44.000]  我們將來就一定會進入上帝的家
[00:19:44.000 --> 00:19:49.000]  這個就是基督教的末世觀
[00:19:49.000 --> 00:19:52.000]  在風風雨雨的時代
[00:19:52.000 --> 00:19:54.000]  在充滿罪惡的時代
[00:19:54.000 --> 00:19:59.000]  我們相信上主仍然是坐在天上為王
[00:19:59.000 --> 00:20:02.000]  主耶穌也清楚的告訴我們
[00:20:02.000 --> 00:20:07.000]  上帝已經把天上和人間所有的權柄都賜給我們了
[00:20:09.000 --> 00:20:11.000]  即是祂已經是王
[00:20:11.000 --> 00:20:15.000]  在環境困難的時候
[00:20:15.000 --> 00:20:18.000]  我們更加要注視耶穌
[00:20:18.000 --> 00:20:22.000]  我們信心的創始者和完成者
[00:20:22.000 --> 00:20:25.000]  在充滿誘惑的世界裡
[00:20:25.000 --> 00:20:27.000]  我們都要小心
[00:20:27.000 --> 00:20:29.000]  不要被潮流沖走
[00:20:29.000 --> 00:20:33.000]  不要被所謂的一次得救永遠得救所迷惑
[00:20:34.000 --> 00:20:38.000]  假如一個基督徒退後到一個程度
[00:20:38.000 --> 00:20:40.000]  是背叛主耶穌
[00:20:40.000 --> 00:20:43.000]  否認信仰、否認聖靈的話
[00:20:43.000 --> 00:20:48.000]  希伯來書第六章和第十章的警告提醒我們
[00:20:48.000 --> 00:20:51.000]  是不可能悔改回頭的
[00:20:51.000 --> 00:20:53.000]  不可能的
[00:20:53.000 --> 00:20:56.000]  因為他們犯了褻瀆聖靈的罪
[00:20:56.000 --> 00:20:59.000]  當主耶穌審判的時候
[00:20:59.000 --> 00:21:05.000]  那些人只能夠去到外面黑暗中哀哭切齒
[00:21:05.000 --> 00:21:09.000]  而不可能進入天上的耶路撒冷
[00:21:09.000 --> 00:21:13.000]  我們已經信主的弟兄姊妹
[00:21:13.000 --> 00:21:15.000]  時時給自己提醒
[00:21:15.000 --> 00:21:19.000]  如果有未信主的朋友
[00:21:19.000 --> 00:21:22.000]  在我們中間想進一步了解我們的信仰
[00:21:22.000 --> 00:21:25.000]  能夠擁有進入天堂的把握
[00:21:25.000 --> 00:21:27.000]  散會之後請來告訴我
[00:21:27.000 --> 00:21:29.000]  我會幫助你
[00:21:29.000 --> 00:21:31.000]  請我們一起祈禱
