
[00:00:00.000 --> 00:00:05.000]  最近有一齣電影故事描述一位小男孩
[00:01:49.840 --> 00:01:54.320]  我們盼望「門徒使命」是我們
[00:01:54.320 --> 00:01:57.920]  無論從牧師在這裡
[00:01:57.920 --> 00:02:00.920]  或者其他的教牧童工在這裡講的
[00:02:00.920 --> 00:02:05.400]  就是我們盼望我們整個城鎮的弟兄姊妹
[00:02:05.400 --> 00:02:10.360]  能夠在「天天祝福更像耶穌基督
[00:02:10.360 --> 00:02:13.800]  令人蒙福」這個生活方式上
[00:02:13.800 --> 00:02:15.600]  我們繼續操練下去
[00:02:15.600 --> 00:02:19.880]  未來這幾年我們都會繼續操練B-L-E-S-S
[00:02:19.880 --> 00:02:27.520]  讓我們不要忘記「門徒使命」
[00:02:27.520 --> 00:02:30.080]  我們今天要和大家分享一段聖經
[00:02:30.080 --> 00:02:34.400]  是《瑪太福音》25章31至46節
[00:02:34.400 --> 00:02:39.960]  我們一起讀完這段經文
[00:02:39.960 --> 00:02:45.720]  「當人子在他榮耀裡 同著眾天使降臨的時候
[00:02:45.720 --> 00:02:48.960]  要坐在他榮耀的寶座上
[00:02:48.960 --> 00:02:52.160]  萬民都要聚集在他面前
[00:02:52.160 --> 00:02:54.760]  他要把他們分別出來
[00:02:54.760 --> 00:02:59.560]  好像牧羊的 分別綿羊山羊一般
[00:02:59.560 --> 00:03:03.920]  把綿羊安置在右邊 山羊在左邊
[00:03:03.920 --> 00:03:07.160]  於是王要向那右邊的說
[00:03:07.160 --> 00:03:12.640]  「你們這蒙我父賜福的 可來承受那創世以來
[00:03:12.640 --> 00:03:15.040]  為你們所預備的國
[00:03:15.040 --> 00:03:18.360]  因為我餓了 你們給我吃
[00:03:18.360 --> 00:03:20.720]  渴了 你們給我喝
[00:03:20.720 --> 00:03:23.600]  我作客裡 你們留我住
[00:03:23.600 --> 00:03:27.000]  我赤身露體 你們給我穿
[00:03:27.000 --> 00:03:29.720]  我病了 你們看顧我
[00:03:29.720 --> 00:03:32.800]  我在監裡 你們來看我」
[00:03:32.800 --> 00:03:34.920]  二人就回答說
[00:03:34.920 --> 00:03:38.480]  「主啊 我們什麼時候見你餓了
[00:03:38.480 --> 00:03:41.240]  給你吃 渴了 給你喝
[00:03:41.240 --> 00:03:45.000]  什麼時候見你作客裡 留你住
[00:03:45.000 --> 00:03:48.000]  或是赤身露體 給你穿
[00:03:48.000 --> 00:03:50.800]  又什麼時候見你病了
[00:03:50.800 --> 00:03:54.200]  或是在監裡 來看你呢?」
[00:03:54.200 --> 00:03:55.840]  王要回答說
[00:03:55.840 --> 00:03:58.000]  「我實在高騷你們
[00:03:58.000 --> 00:04:03.920]  這些事你們寄託在 我這弟兄中一個最小的身上
[00:04:03.920 --> 00:04:06.680]  就是著在我身上了」
[00:04:06.680 --> 00:04:09.440]  王又要向那左邊的說
[00:04:09.440 --> 00:04:13.120]  「你們這被咒咒的人 離開我
[00:04:13.120 --> 00:04:19.160]  進入那位魔鬼和他的使者所預備的永火裡去
[00:04:19.160 --> 00:04:22.880]  因為我餓了 你們不給我吃
[00:04:22.880 --> 00:04:25.400]  渴了 你們不給我喝
[00:04:25.400 --> 00:04:28.520]  我作客裡 你們不留我住
[00:04:28.520 --> 00:04:32.000]  我赤身露體 你們不給我穿
[00:04:32.000 --> 00:04:34.440]  我病了 我在監裡
[00:04:34.440 --> 00:04:36.760]  你們不來看顧我」
[00:04:36.760 --> 00:04:38.840]  他們也要回答說
[00:04:38.840 --> 00:04:42.400]  「主啊 我們什麼時候見你餓了
[00:04:42.400 --> 00:04:44.960]  或渴了 或作客裡
[00:04:44.960 --> 00:04:47.720]  或赤身露體 或病了
[00:04:47.720 --> 00:04:50.840]  或在監裡 不是候你呢?」
[00:04:50.840 --> 00:04:52.680]  王要回答說
[00:04:52.680 --> 00:04:54.840]  「我實在高騷你們
[00:04:54.840 --> 00:05:00.880]  這些事你們寄託在 我這弟兄中一個最小的身上
[00:05:00.880 --> 00:05:03.960]  就是不作在我的身上了
[00:05:03.960 --> 00:05:06.640]  這些人要往永垠裡去
[00:05:06.640 --> 00:05:11.920]  那些異人要往永生裡去」
[00:05:11.920 --> 00:05:15.040]  在《馬太福音》有五個講論
[00:05:15.040 --> 00:05:17.440]  有登山補糞講論
[00:05:17.440 --> 00:05:19.120]  差遣門徒的講論
[00:05:19.120 --> 00:05:21.400]  天國七個比喻的講論
[00:05:21.400 --> 00:05:23.840]  有群體規則的講論
[00:05:23.840 --> 00:05:26.760]  來到第24章和第25章
[00:05:26.760 --> 00:05:31.440]  這個就是末世的寓言
[00:05:31.440 --> 00:05:34.360]  或者叫做「終末的講論」
[00:05:34.360 --> 00:05:36.400]  先以門徒問耶穌
[00:05:36.400 --> 00:05:39.120]  末世的預兆是怎麼樣
[00:05:39.120 --> 00:05:40.280]  門徒這樣問
[00:05:40.280 --> 00:05:42.680]  「請告訴我們 耶穌
[00:05:42.680 --> 00:05:44.520]  什麼時候這些事情
[00:05:44.520 --> 00:05:47.320]  你降臨和世界的末了
[00:05:47.320 --> 00:05:49.200]  有什麼的預兆呢?」
[00:05:49.200 --> 00:05:51.720]  最後就藉著25章
[00:05:51.720 --> 00:05:53.480]  剛才大家讀的一段經文
[00:05:53.480 --> 00:06:00.680]  31至46節作為比喻的結束
[00:06:00.680 --> 00:06:03.480]  所以當人子在他的永垠裡
[00:06:03.480 --> 00:06:05.840]  和天使降臨的時候
[00:06:05.840 --> 00:06:09.520]  他要坐在他的永垠的寶座上
[00:06:09.520 --> 00:06:11.520]  萬民都要聚集在一起
[00:06:11.520 --> 00:06:12.600]  在他面前
[00:06:12.600 --> 00:06:15.000]  他要將他們分別出來
[00:06:15.000 --> 00:06:19.120]  好像牧羊的分別綿羊和山羊一般
[00:06:19.120 --> 00:06:21.360]  將綿羊安置在右邊
[00:06:21.360 --> 00:06:24.280]  將山羊放在左邊
[00:06:24.280 --> 00:06:27.120]  這是一個末世的圖畫
[00:06:27.120 --> 00:06:32.440]  是一個我們的救主再臨的一幅圖畫
[00:06:32.440 --> 00:06:35.880]  耶穌一定會回來
[00:06:35.880 --> 00:06:37.040]  這一段經文是說
[00:06:37.040 --> 00:06:39.360]  耶穌一定會回來
[00:06:39.360 --> 00:06:40.800]  什麼時候?
[00:06:40.800 --> 00:06:42.480]  日子是什麼時候?
[00:06:42.480 --> 00:06:45.560]  很多人很喜歡去預測
[00:06:45.560 --> 00:06:47.200]  耶穌什麼時候會回來
[00:06:47.200 --> 00:06:49.760]  但其實重點不是什麼日子
[00:06:49.760 --> 00:06:51.760]  而聖經亦很清楚告訴我們
[00:06:51.760 --> 00:06:52.920]  那日子那時辰
[00:06:52.920 --> 00:06:53.560]  沒有人知道
[00:06:53.560 --> 00:06:55.320]  連天上的使者都不知道
[00:06:55.320 --> 00:06:56.920]  子也不知道
[00:06:56.920 --> 00:06:59.120]  唯獨父知道
[00:06:59.120 --> 00:07:01.200]  雖然如此
[00:07:01.200 --> 00:07:05.760]  歷世歷代都有很多人去預測耶穌會回來
[00:07:05.760 --> 00:07:06.800]  所以上星期三
[00:07:06.800 --> 00:07:09.800]  當梁榮森牧師在廣州三祈禱會的時候
[00:07:09.800 --> 00:07:11.480]  他都已經說了
[00:07:11.480 --> 00:07:13.200]  很多人來預測
[00:07:13.200 --> 00:07:16.760]  甚至吳祚光、包機
[00:07:16.760 --> 00:07:20.160]  然後去某個地方等待耶穌來
[00:07:20.160 --> 00:07:22.920]  每一次的預測都是錯誤的
[00:07:22.920 --> 00:07:24.320]  重點不是日子
[00:07:24.320 --> 00:07:26.360]  重點是警醒
[00:07:26.360 --> 00:07:28.680]  要警醒
[00:07:28.680 --> 00:07:32.040]  為什麼耶穌會再來到呢?
[00:07:32.040 --> 00:07:35.920]  我思想這個問題的時候
[00:07:35.920 --> 00:07:37.880]  我看到《馬太福音》
[00:07:37.880 --> 00:07:40.920]  在第一章
[00:07:40.920 --> 00:07:42.080]  一章的二十三節
[00:07:42.080 --> 00:07:44.200]  耶穌的名字是「以馬來利」
[00:07:44.200 --> 00:07:47.560]  就是神與我們同在的意思
[00:07:47.560 --> 00:07:49.000]  然後去到《馬太福音》中間
[00:07:49.000 --> 00:07:51.720]  大約是十八章的時間
[00:07:51.720 --> 00:07:54.280]  就說到有兩三個人奉耶穌的名
[00:07:54.280 --> 00:07:55.480]  聚會的時候
[00:07:55.480 --> 00:07:56.800]  耶穌就在我們當中
[00:07:56.800 --> 00:07:58.640]  就是耶穌與我們一起
[00:07:58.640 --> 00:08:00.480]  去到二十八章
[00:08:00.480 --> 00:08:02.360]  這個大使命的時候
[00:08:02.360 --> 00:08:07.160]  就是我們遵守耶穌的吩咐的時候
[00:08:07.160 --> 00:08:10.520]  耶穌就常常與我們同在
[00:08:10.520 --> 00:08:14.760]  直到世界的末了
[00:08:14.760 --> 00:08:17.840]  在正本聖經最後的一卷書
[00:08:17.840 --> 00:08:18.920]  《啟示錄》
[00:08:18.920 --> 00:08:21.840]  同樣說到
[00:08:21.840 --> 00:08:24.960]  「看!上帝的帳幕在人間」
[00:08:24.960 --> 00:08:26.920]  「祂要與人同住」
[00:08:26.920 --> 00:08:28.480]  「他們要做祂的子民」
[00:08:28.480 --> 00:08:31.000]  「上帝要親自與他們同在」
[00:08:31.000 --> 00:08:33.240]  「做他們的上帝」
[00:08:33.240 --> 00:08:33.880]  弟兄姊妹
[00:08:33.880 --> 00:08:38.440]  我們的神真的很想與我們一起
[00:08:38.440 --> 00:08:41.440]  但有時就說「我不得閒」
[00:08:41.440 --> 00:08:44.440]  「你不要與我一起」
[00:08:44.440 --> 00:08:47.760]  其實大家從最初
[00:08:47.760 --> 00:08:49.520]  祂創造世界
[00:08:49.520 --> 00:08:50.680]  創造人類
[00:08:50.680 --> 00:08:52.400]  去到終末的時候
[00:08:52.400 --> 00:08:55.680]  祂都很想與我們一起
[00:08:55.680 --> 00:08:56.680]  對信徒來說
[00:08:56.680 --> 00:08:59.360]  這個耶穌回來的日子
[00:08:59.360 --> 00:09:01.640]  我們的救主再臨的日子
[00:09:01.640 --> 00:09:03.760]  是一個歡天喜地的日子
[00:09:03.760 --> 00:09:05.880]  是一個全然得贖的日子
[00:09:05.880 --> 00:09:08.000]  是一個得獎賞的日子
[00:09:08.000 --> 00:09:10.080]  充滿榮耀的日子
[00:09:10.080 --> 00:09:14.080]  是神完全除滅一切罪惡
[00:09:14.080 --> 00:09:16.280]  以及不義的權勢
[00:09:16.280 --> 00:09:19.120]  人間的悲苦已經過去
[00:09:19.120 --> 00:09:22.440]  是神全然得勝的日子
[00:09:22.440 --> 00:09:23.920]  反之
[00:09:23.920 --> 00:09:26.040]  對未信的人來說
[00:09:26.040 --> 00:09:28.840]  這是黑暗的日子
[00:09:28.840 --> 00:09:33.120]  耶穌是那位終末的審判者
[00:09:33.120 --> 00:09:33.840]  這裡說到
[00:09:33.840 --> 00:09:36.560]  「當人子在祂的榮耀裡」
[00:09:36.560 --> 00:09:39.720]  「帶著眾天使降臨的時候」
[00:09:39.720 --> 00:09:45.440]  「在寶座上要來做審判」
[00:09:45.440 --> 00:09:47.600]  耶穌基督帶著人子
[00:09:47.600 --> 00:09:50.240]  和終末的審判者
[00:09:50.240 --> 00:09:52.400]  雙重的身份
[00:09:52.400 --> 00:09:53.480]  人子
[00:09:53.480 --> 00:09:54.960]  當我們看《但義理書》
[00:09:54.960 --> 00:09:58.080]  七章十三至十四節的時候
[00:09:58.080 --> 00:09:59.760]  祂說到人子是怎樣的呢?
[00:09:59.760 --> 00:10:02.520]  人子是駕駛雲來的
[00:10:02.520 --> 00:10:08.040]  是在這位被領導耿鼓常在者的面前
[00:10:08.040 --> 00:10:11.000]  得了權柄、榮耀、國道
[00:10:11.000 --> 00:10:15.160]  使各方各國各族的人都侍奉祂
[00:10:15.160 --> 00:10:17.400]  祂的權柄是永遠的
[00:10:17.400 --> 00:10:19.000]  不能夠廢去
[00:10:19.000 --> 00:10:23.320]  祂的國必不敗壞
[00:10:23.320 --> 00:10:25.320]  所以這位的主
[00:10:25.320 --> 00:10:26.560]  這位的人子
[00:10:26.560 --> 00:10:29.400]  何等的榮耀的身份
[00:10:29.400 --> 00:10:30.720]  但與此同時
[00:10:30.720 --> 00:10:36.160]  這位的人子也是非常卑微的
[00:10:36.160 --> 00:10:37.880]  他在哪裏出生?
[00:10:37.880 --> 00:10:39.880]  他在馬槽出生
[00:10:39.880 --> 00:10:41.480]  非常卑微
[00:10:41.480 --> 00:10:43.280]  他在哪裏長大?
[00:10:43.280 --> 00:10:44.640]  那撒勒
[00:10:44.640 --> 00:10:45.240]  那撒勒
[00:10:45.240 --> 00:10:46.120]  那膽結蛙
[00:10:46.120 --> 00:10:49.280]  那撒勒還有甚麼好東西出呢?
[00:10:49.280 --> 00:10:52.160]  所以這不是一個很有名的城市
[00:10:52.160 --> 00:10:55.760]  或者很多好東西出的地方
[00:10:55.760 --> 00:10:57.840]  可能是被忽略的地方
[00:10:57.840 --> 00:11:04.120]  可能是一個不太好的地方
[00:11:04.120 --> 00:11:06.440]  他走過人類受苦的路
[00:11:06.440 --> 00:11:08.720]  他受過人間的試探
[00:11:08.720 --> 00:11:12.360]  他是最有資格
[00:11:12.360 --> 00:11:15.280]  來做這個終末的審判者
[00:11:15.280 --> 00:11:18.000]  萬民都要聚集在他的面前
[00:11:18.000 --> 00:11:19.400]  萬民是指甚麼呢?
[00:11:19.400 --> 00:11:22.240]  在馬太福音的上下文來看的時候
[00:11:22.240 --> 00:11:26.080]  是包括猶太人和外邦人
[00:11:26.080 --> 00:11:29.040]  就好像第十四節說到
[00:11:29.040 --> 00:11:31.440]  「這天國的福音要傳遍天下
[00:11:31.440 --> 00:11:32.960]  對萬民作見證
[00:11:32.960 --> 00:11:35.200]  然後末期才來到」
[00:11:35.200 --> 00:11:36.800]  然後第十八節說到
[00:11:36.800 --> 00:11:38.280]  「所以你們要去
[00:11:38.280 --> 00:11:40.080]  洗萬民作的門徒
[00:11:40.080 --> 00:11:41.760]  奉父子聖靈的名
[00:11:41.760 --> 00:11:43.960]  給他們施浸」
[00:11:43.960 --> 00:11:47.280]  萬民是全部的人
[00:11:47.280 --> 00:11:48.040]  弟兄姊妹
[00:11:48.040 --> 00:11:53.360]  人的生命史是有終末的
[00:11:53.360 --> 00:11:56.160]  沒有人能夠幫你去面對
[00:11:56.160 --> 00:11:59.680]  每一個人都要獨自面對
[00:11:59.680 --> 00:12:02.960]  沒有人可以逃避
[00:12:02.960 --> 00:12:05.640]  一切已經定案
[00:12:05.640 --> 00:12:08.080]  一切已經定案
[00:12:08.080 --> 00:12:11.080]  人沒有抗辯的機會
[00:12:11.080 --> 00:12:14.640]  既然萬民會有終極的驗證的時候
[00:12:14.640 --> 00:12:18.200]  所以耶穌對門徒是有期望的
[00:12:18.200 --> 00:12:21.400]  耶穌對門徒是有要求的
[00:12:21.400 --> 00:12:26.120]  標準的原則是有存在的
[00:12:26.120 --> 00:12:28.360]  而不是我們看不到
[00:12:28.360 --> 00:12:30.160]  裝作看不到
[00:12:30.160 --> 00:12:34.760]  末日是要將我們分別出來
[00:12:34.760 --> 00:12:36.840]  所以在第三十二節說到
[00:12:36.840 --> 00:12:41.920]  「好像牧羊的分別綿羊和山羊一樣
[00:12:41.920 --> 00:12:43.480]  將綿羊安置在右邊
[00:12:43.480 --> 00:12:46.040]  將山羊安置在左邊
[00:12:46.040 --> 00:12:49.280]  綿羊
[00:12:49.280 --> 00:12:52.200]  很多時候在聖經形容甚麼呢
[00:12:52.200 --> 00:12:55.040]  形容神的子民
[00:12:55.040 --> 00:12:56.800]  形容以色列
[00:12:56.800 --> 00:12:58.600]  形容耶穌的門徒
[00:12:58.600 --> 00:13:00.160]  一個這樣的圖畫
[00:13:00.160 --> 00:13:01.440]  山羊呢
[00:13:01.440 --> 00:13:04.320]  新約裏面不是很常出現的
[00:13:04.320 --> 00:13:09.320]  但在舊約大約七成都是說到獻祭的羊
[00:13:09.320 --> 00:13:13.400]  當獻這個贖罪祭的時候
[00:13:13.400 --> 00:13:15.640]  一個代罪羔羊
[00:13:15.640 --> 00:13:18.200]  其實在巴勒斯坦這個地方
[00:13:18.200 --> 00:13:21.400]  綿羊和山羊
[00:13:21.400 --> 00:13:23.160]  經常是在一起的
[00:13:23.160 --> 00:13:24.960]  不是說綿羊就是一堆
[00:13:24.960 --> 00:13:26.360]  山羊又一堆
[00:13:26.360 --> 00:13:30.120]  綿羊和山羊常常是走在一起的
[00:13:30.120 --> 00:13:32.080]  而聖經的經文裏面
[00:13:32.080 --> 00:13:34.240]  亦沒有明顯的原因提到
[00:13:34.240 --> 00:13:41.760]  為甚麼用綿羊和山羊來做一個對比呢
[00:13:41.760 --> 00:13:44.000]  但耶穌這裏這樣說
[00:13:44.000 --> 00:13:48.840]  就是「向右邊的說」和「向左邊的說」
[00:13:48.840 --> 00:13:51.280]  所以這裏的重點是在於
[00:13:51.280 --> 00:13:53.160]  耶穌在末日的時候
[00:13:53.160 --> 00:13:55.280]  要將他們分別出來
[00:13:55.280 --> 00:13:56.720]  將綿羊安置在右邊
[00:13:56.720 --> 00:13:58.880]  將山羊安置在左邊
[00:13:58.880 --> 00:14:01.840]  是甚麼原因被安置在右邊呢
[00:14:01.840 --> 00:14:05.720]  是甚麼原因被安置在左邊呢
[00:14:05.720 --> 00:14:07.840]  我們的救主的再臨
[00:14:07.840 --> 00:14:09.800]  要作終末的驗證
[00:14:09.800 --> 00:14:12.880]  這樣標準的原則在哪裏呢
[00:14:12.880 --> 00:14:16.760]  或者今天是平安夜的一個早上
[00:14:16.760 --> 00:14:21.200]  我們預備心靈來紀念我們救主降生的時間
[00:14:21.200 --> 00:14:25.760]  亦可以站在救主再臨的亮光之下
[00:14:25.760 --> 00:14:29.280]  來反思今天我們怎樣生活
[00:14:29.280 --> 00:14:32.720]  今天我們怎樣來侍奉
[00:14:32.720 --> 00:14:35.480]  這段經文是我們很熟悉的經文
[00:14:35.480 --> 00:14:39.200]  可能我們看了很多很多次
[00:14:39.200 --> 00:14:45.400]  安置在哪一邊 話事權在哪裏呢
[00:14:45.400 --> 00:14:48.480]  話事權在「王」裏
[00:14:48.480 --> 00:14:49.920]  三十四節裏說
[00:14:49.920 --> 00:14:54.640]  「於是王要向那右邊的說」
[00:14:54.640 --> 00:14:57.200]  「王」
[00:14:57.200 --> 00:15:00.440]  「王」就是上文所說的「仁子」
[00:15:00.440 --> 00:15:04.320]  其實「王」這個主題
[00:15:04.320 --> 00:15:09.960]  在《馬太福音》裏串連了整卷書的脈絡
[00:15:09.960 --> 00:15:12.120]  讀《馬太福音》的第一章
[00:15:12.120 --> 00:15:13.400]  記住 弟兄姊妹
[00:15:13.400 --> 00:15:16.920]  參加了落享聖賢讀經計劃的
[00:15:16.920 --> 00:15:21.720]  1月1日就要看《馬太福音》第一章
[00:15:21.720 --> 00:15:24.520]  所以我都教大家
[00:15:24.520 --> 00:15:26.480]  如果你每一日看一章的時候
[00:15:26.480 --> 00:15:29.760]  可能有些弟兄姊妹看完都不知道
[00:15:29.760 --> 00:15:31.080]  好像水貢立貝
[00:15:31.080 --> 00:15:34.160]  看完一章裏面你可以選一句
[00:15:34.160 --> 00:15:37.160]  可以選一節等等
[00:15:37.160 --> 00:15:40.320]  然後再默想那一句 那一節
[00:15:40.320 --> 00:15:43.440]  全日可能有一節的經文
[00:15:43.440 --> 00:15:47.120]  在你的心裏不斷地反覆思想
[00:15:47.120 --> 00:15:53.160]  第一章裏面將耶穌的家譜串連到大衛王
[00:15:53.160 --> 00:15:55.720]  那裏說到阿伯拉罕的後裔
[00:15:55.720 --> 00:15:57.040]  大衛的子孫
[00:15:57.040 --> 00:15:58.240]  耶穌基督的家譜
[00:15:58.240 --> 00:16:02.120]  只是大衛這個字出現了五次
[00:16:02.120 --> 00:16:03.640]  然後去到第二章的時間
[00:16:03.640 --> 00:16:06.120]  博士尋訪的對象是誰?
[00:16:06.120 --> 00:16:11.160]  那生下來作猶太人之王
[00:16:11.160 --> 00:16:13.000]  第四章說到天國近了
[00:16:13.000 --> 00:16:14.640]  你們應當悔改
[00:16:14.640 --> 00:16:17.880]  一個國家就當然有王
[00:16:17.880 --> 00:16:18.760]  去到二十一章
[00:16:18.760 --> 00:16:22.200]  當耶穌在地上的事工來到最高峰的一刻
[00:16:22.200 --> 00:16:24.720]  光榮進入耶路撒冷的時候
[00:16:24.720 --> 00:16:27.000]  應驗了先知以賽雅的預言
[00:16:27.000 --> 00:16:30.680]  看啊!你的王來到你這裏
[00:16:30.680 --> 00:16:34.240]  是溫柔的,又騎著驢
[00:16:34.240 --> 00:16:37.240]  就是騎著驢驅子
[00:16:37.240 --> 00:16:38.560]  然後去到二十七章
[00:16:38.560 --> 00:16:41.680]  耶穌在比拉多面前受審的時候
[00:16:41.680 --> 00:16:45.400]  比拉多問:你是不是猶太人的王?
[00:16:45.400 --> 00:16:46.880]  耶穌怎麼回答?
[00:16:46.880 --> 00:16:50.160]  「你說的是」
[00:16:50.160 --> 00:16:54.920]  當耶穌驚十字架被嘲弄被氣笑的時候
[00:16:54.920 --> 00:16:58.840]  那些人怎樣去跟祂說?
[00:16:58.840 --> 00:17:02.720]  恭喜你啊!猶太人的王
[00:17:02.720 --> 00:17:06.000]  這位王是一位奇異的王
[00:17:06.000 --> 00:17:08.320]  似乎是很軟弱
[00:17:08.320 --> 00:17:10.920]  似乎很卑微
[00:17:10.920 --> 00:17:14.200]  卻是執掌王權
[00:17:14.200 --> 00:17:17.000]  卻是那位萬王之王
[00:17:17.000 --> 00:17:20.000]  萬主之主
[00:17:20.000 --> 00:17:22.840]  我們不明白為何一個這麼卑微
[00:17:22.840 --> 00:17:27.160]  一個被人欺負
[00:17:27.160 --> 00:17:34.800]  甚至最後被釘在十字架的一個人
[00:17:34.800 --> 00:17:38.560]  是可以拯救人
[00:17:38.560 --> 00:17:43.160]  可以成為萬王之王、萬主之主
[00:17:43.160 --> 00:17:47.960]  所以德國神學家潘弗華牧師在《獄中書簡》說
[00:17:47.960 --> 00:17:52.280]  基督並非以祂的全能來幫助我們
[00:17:52.280 --> 00:17:58.440]  而是以祂的軟弱和痛苦來幫助我們
[00:17:58.440 --> 00:18:02.000]  弟兄姊妹今天我不知道大家
[00:18:02.000 --> 00:18:03.960]  有沒有在困苦的裏面
[00:18:03.960 --> 00:18:06.160]  有沒有在軟弱的裏面
[00:18:06.160 --> 00:18:10.480]  有沒有在生活很多艱難的裏面
[00:18:10.480 --> 00:18:12.360]  我們可能說
[00:18:12.360 --> 00:18:15.600]  神啊!祢用祢的大能來拯救我
[00:18:15.600 --> 00:18:19.200]  神啊!祢是那位榮耀的主
[00:18:19.200 --> 00:18:23.000]  祢是那位萬王之王、萬主之主
[00:18:23.000 --> 00:18:26.840]  祢是那位仁子駕著運降臨的神
[00:18:26.840 --> 00:18:29.120]  祢救我
[00:18:29.120 --> 00:18:30.200]  不是
[00:18:30.200 --> 00:18:35.640]  耶穌是用祂的軟弱和痛苦來幫助我們
[00:18:35.640 --> 00:18:40.640]  當我們在極度困難、痛苦的時候
[00:18:40.640 --> 00:18:44.480]  思想一下釘十字架的耶穌基督
[00:18:44.480 --> 00:18:46.600]  祂在十字架上
[00:18:46.600 --> 00:18:53.200]  祂的痛苦、祂的受苦、祂的傷痕
[00:18:53.200 --> 00:18:55.520]  是要來醫治我們
[00:18:55.520 --> 00:18:58.560]  因為祂明白我們的軟弱
[00:18:58.560 --> 00:19:01.960]  祂體恤我們的難處
[00:19:01.960 --> 00:19:07.680]  祂完全了解我們的困惑
[00:19:07.680 --> 00:19:10.040]  就是這位仁子
[00:19:10.040 --> 00:19:12.520]  祂是一個榮耀的神
[00:19:12.520 --> 00:19:17.080]  但是與此同時,祂是一個很卑微的主
[00:19:17.080 --> 00:19:20.800]  唯有一個這樣的主才能夠來幫助我們
[00:19:20.800 --> 00:19:23.920]  安置在哪一邊
[00:19:23.920 --> 00:19:25.960]  是代表什麼呢?
[00:19:25.960 --> 00:19:27.680]  很簡單
[00:19:27.680 --> 00:19:31.560]  就是「你們者蒙我父賜福的
[00:19:31.560 --> 00:19:36.200]  可來承受那創世以來為你們所預備的國」
[00:19:36.200 --> 00:19:38.200]  就是蒙福
[00:19:38.200 --> 00:19:40.640]  另外,向左邊的說
[00:19:40.640 --> 00:19:43.080]  「你們者被咒助的人離開我
[00:19:43.080 --> 00:19:47.240]  進入那為魔鬼和他的使者所預備的永火裡去」
[00:19:47.240 --> 00:19:48.720]  是被咒助
[00:19:48.720 --> 00:19:51.240]  所以安置在哪一邊是代表什麼呢?
[00:19:51.240 --> 00:19:55.280]  是代表蒙福,還是被咒助?
[00:19:55.280 --> 00:19:57.760]  原因是什麼呢?
[00:19:57.760 --> 00:19:58.880]  原因是什麼呢?
[00:19:58.880 --> 00:20:01.040]  聖經已經很清楚
[00:20:01.040 --> 00:20:02.840]  這段經文真的很淺白
[00:20:02.840 --> 00:20:04.640]  「因為」
[00:20:04.640 --> 00:20:05.880]  三十五字
[00:20:05.880 --> 00:20:08.280]  「因為我餓了
[00:20:08.280 --> 00:20:10.600]  你們給我吃
[00:20:10.600 --> 00:20:13.640]  渴了,你們給我喝
[00:20:13.640 --> 00:20:17.280]  我作客裡,你們留我住
[00:20:17.280 --> 00:20:20.640]  我赤身露體,你們給我穿
[00:20:20.640 --> 00:20:23.200]  我病了,你們看顧我
[00:20:23.200 --> 00:20:28.800]  我在監裡,你們來看我」
[00:20:28.800 --> 00:20:32.320]  眼看得見的需要,弟兄姊妹
[00:20:32.320 --> 00:20:33.920]  眼看得見的
[00:20:33.920 --> 00:20:36.680]  是很具體的
[00:20:36.680 --> 00:20:42.080]  重點是我們回應這些實際具體的需要
