
[00:00:00.000 --> 00:00:02.000]  看節目我們一同低頭有個禱告
[00:04:26.000 --> 00:04:28.000]  得到最大的賞賜
[00:04:28.000 --> 00:04:30.000]  因為說
[00:04:30.000 --> 00:04:32.000]  比較高調
[00:04:32.000 --> 00:04:34.000]  少少的一些信徒
[00:04:34.000 --> 00:04:36.000]  或者信耶穌的人說
[00:04:36.000 --> 00:04:38.000]  我不是為那些東西的
[00:04:38.000 --> 00:04:40.000]  因為耶穌愛我 所以我有感動
[00:04:40.000 --> 00:04:42.000]  我就相信他
[00:04:42.000 --> 00:04:44.000]  我不是為了賞賜的
[00:04:44.000 --> 00:04:46.000]  我沒有計較
[00:04:46.000 --> 00:04:48.000]  你計較也好 不計較也好
[00:04:48.000 --> 00:04:50.000]  但是
[00:04:50.000 --> 00:04:52.000]  在馬達福音第五章十二節
[00:04:52.000 --> 00:04:54.000]  耶穌基督答應了
[00:04:54.000 --> 00:04:56.000]  他說 應當歡喜快樂
[00:04:56.000 --> 00:04:58.000]  你們在天上的賞賜
[00:04:58.000 --> 00:05:00.000]  是大的 說明是天上
[00:05:00.000 --> 00:05:02.000]  沒有說在地上
[00:05:02.000 --> 00:05:04.000]  所以你不要想著
[00:05:04.000 --> 00:05:06.000]  為主受逼迫
[00:05:06.000 --> 00:05:08.000]  地上可以得到很多東西
[00:05:08.000 --> 00:05:10.000]  天上的賞賜是大的
[00:05:10.000 --> 00:05:12.000]  說明給你賞賜
[00:05:12.000 --> 00:05:14.000]  在你會以前的先知
[00:05:14.000 --> 00:05:16.000]  人也是這樣逼迫貪污
[00:05:16.000 --> 00:05:18.000]  這個以前的先知
[00:05:18.000 --> 00:05:20.000]  不要以為我們每個人都要和先知等齊
[00:05:20.000 --> 00:05:22.000]  這個先知一方面
[00:05:22.000 --> 00:05:24.000]  待神發言 一方面
[00:05:24.000 --> 00:05:26.000]  是為真理做見證
[00:05:26.000 --> 00:05:28.000]  為真理做見證
[00:05:28.000 --> 00:05:30.000]  為真理做見證
[00:05:30.000 --> 00:05:32.000]  都是這樣
[00:05:32.000 --> 00:05:34.000]  逼迫這個詞看來好像很難受
[00:05:34.000 --> 00:05:36.000]  其實都是這樣的遭遇
[00:05:38.000 --> 00:05:40.000]  你想想
[00:05:40.000 --> 00:05:42.000]  這份敬虔到日的在世上
[00:05:42.000 --> 00:05:44.000]  在這個世界中間
[00:05:44.000 --> 00:05:46.000]  在一個烏煙瘴氣的辦公室裏面
[00:05:46.000 --> 00:05:48.000]  是不是
[00:05:48.000 --> 00:05:50.000]  你覺得是不是
[00:05:50.000 --> 00:05:52.000]  有一點逼迫的感覺
[00:05:52.000 --> 00:05:54.000]  不要說逼迫
[00:05:54.000 --> 00:05:56.000]  都是這樣的
[00:05:56.000 --> 00:05:58.000]  每個人都做假數的時候
[00:05:58.000 --> 00:06:00.000]  你要做正數
[00:06:00.000 --> 00:06:02.000]  你的上師一定會說
[00:06:02.000 --> 00:06:04.000]  怎麼你這麼糊塗
[00:06:04.000 --> 00:06:06.000]  這個是對的
[00:06:06.000 --> 00:06:08.000]  在這個馬太福音第五章
[00:06:08.000 --> 00:06:10.000]  十一 十二節之前講到
[00:06:10.000 --> 00:06:12.000]  八福
[00:06:12.000 --> 00:06:14.000]  為易受逼迫
[00:06:14.000 --> 00:06:16.000]  清心的人 使人和睦的人
[00:06:16.000 --> 00:06:18.000]  請問你們在辦公室裏面
[00:06:18.000 --> 00:06:20.000]  不要辦公室 在家庭裏面
[00:06:20.000 --> 00:06:22.000]  是做一個使人和睦呢
[00:06:22.000 --> 00:06:24.000]  還是挑起爭端呢
[00:06:24.000 --> 00:06:28.000]  你一進到辦公室裏面
[00:06:28.000 --> 00:06:30.000]  就要去埋堆了 你不埋堆就慘了
[00:06:30.000 --> 00:06:32.000]  你說我上次做和事佬
[00:06:32.000 --> 00:06:34.000]  做和事佬很麻煩
[00:06:34.000 --> 00:06:36.000]  兩邊都插刀
[00:06:36.000 --> 00:06:38.000]  前插後插
[00:06:38.000 --> 00:06:40.000]  那怎麼辦呢
[00:06:40.000 --> 00:06:42.000]  求主給你智慧
[00:06:42.000 --> 00:06:44.000]  為什麼呢
[00:06:44.000 --> 00:06:46.000]  你如果想做和事佬
[00:06:46.000 --> 00:06:48.000]  你不能夠不為易受逼迫
[00:06:48.000 --> 00:06:50.000]  那我不做嗎
[00:06:50.000 --> 00:06:52.000]  看你神給你有多大能力
[00:06:52.000 --> 00:06:56.000]  所以弟兄姊妹
[00:06:56.000 --> 00:06:58.000]  神允許了給我們賞賜
[00:06:58.000 --> 00:07:00.000]  但這些賞賜是給那些人呢
[00:07:00.000 --> 00:07:02.000]  是那些為真理做見證的
[00:07:02.000 --> 00:07:04.000]  不要看到說
[00:07:04.000 --> 00:07:06.000]  史詞的先知與我無關
[00:07:06.000 --> 00:07:08.000]  這個先知在信息裏面解釋的時候
[00:07:08.000 --> 00:07:12.000]  這個先知是包括那些
[00:07:12.000 --> 00:07:14.000]  過去歷史歷代裏面
[00:07:14.000 --> 00:07:16.000]  除了待上帝發言之外
[00:07:16.000 --> 00:07:18.000]  還有
[00:07:18.000 --> 00:07:20.000]  無言地為真理做見證
[00:07:20.000 --> 00:07:22.000]  你和我今天在世上
[00:07:22.000 --> 00:07:24.000]  是光 是炎
[00:07:24.000 --> 00:07:26.000]  是無言地
[00:07:26.000 --> 00:07:28.000]  不出聲地
[00:07:28.000 --> 00:07:30.000]  為真理做見證
[00:07:30.000 --> 00:07:32.000]  發揮炎的
[00:07:32.000 --> 00:07:34.000]  一般我們所理會的功效
[00:07:34.000 --> 00:07:36.000]  調和也好
[00:07:36.000 --> 00:07:38.000]  防腐也好
[00:07:38.000 --> 00:07:40.000]  發揮光的功效
[00:07:40.000 --> 00:07:42.000]  你知不知道
[00:07:42.000 --> 00:07:44.000]  光和暗的分別
[00:07:44.000 --> 00:07:46.000]  知不知道
[00:07:46.000 --> 00:07:48.000]  今早早應該你進禮堂
[00:07:48.000 --> 00:07:50.000]  已經感覺到從黑暗中
[00:07:50.000 --> 00:07:52.000]  歸向光明的感受
[00:07:52.000 --> 00:07:54.000]  都不知道
[00:07:54.000 --> 00:07:56.000]  很多人回到教會都夢察察
[00:07:56.000 --> 00:07:58.000]  坐在那裏還在夢遊
[00:07:58.000 --> 00:08:00.000]  有一次我不知道說什麼
[00:08:00.000 --> 00:08:02.000]  說夢遊
[00:08:02.000 --> 00:08:04.000]  我在洗禮班講
[00:08:04.000 --> 00:08:06.000]  我說很多人在夢遊
[00:08:06.000 --> 00:08:08.000]  有一個姐妹告訴我
[00:08:08.000 --> 00:08:10.000]  我試過有一晚夢遊
[00:08:10.000 --> 00:08:12.000]  真是你都不相信
[00:08:12.000 --> 00:08:14.000]  她不是在香港是在外國
[00:08:14.000 --> 00:08:16.000]  她說夢遊宰了十幾隻蟹
[00:08:16.000 --> 00:08:18.000]  煮了一餐
[00:08:18.000 --> 00:08:20.000]  給人吃 吃飽了睡覺
[00:08:20.000 --> 00:08:22.000]  原來是夢遊做的
[00:08:22.000 --> 00:08:24.000]  嘩 這樣都可以
[00:08:24.000 --> 00:08:26.000]  我以後叫那裏見證給你聽聽
[00:08:26.000 --> 00:08:28.000]  十幾隻蟹
[00:08:28.000 --> 00:08:30.000]  夢遊做的
[00:08:30.000 --> 00:08:32.000]  所以人有時
[00:08:32.000 --> 00:08:34.000]  我有朝早
[00:08:34.000 --> 00:08:36.000]  醒了之後
[00:08:36.000 --> 00:08:38.000]  我睡一覺起來
[00:08:38.000 --> 00:08:40.000]  你現在睡一覺起來
[00:08:40.000 --> 00:08:44.000]  所以我說和黑暗中歸向光明
[00:08:44.000 --> 00:08:46.000]  你都莫名其妙不知道我說什麼
[00:08:46.000 --> 00:08:48.000]  睡一覺
[00:08:48.000 --> 00:08:50.000]  施班主感受得深
[00:08:50.000 --> 00:08:52.000]  那裏黑暗
[00:08:52.000 --> 00:08:54.000]  這裏光明
[00:08:54.000 --> 00:08:56.000]  是不是
[00:08:56.000 --> 00:08:58.000]  知道我說什麼了吧
[00:08:58.000 --> 00:09:00.000]  醒了沒有
[00:09:00.000 --> 00:09:02.000]  如果還沒有醒就浪費力氣了
[00:09:02.000 --> 00:09:04.000]  OK
[00:09:04.000 --> 00:09:08.000]  誰可以得到這種
[00:09:08.000 --> 00:09:10.000]  賞賜
[00:09:10.000 --> 00:09:12.000]  什麼賞賜
[00:09:12.000 --> 00:09:14.000]  聖經裏面說到
[00:09:14.000 --> 00:09:16.000]  信耶穌得永生
[00:09:16.000 --> 00:09:18.000]  信耶穌得福氣
[00:09:18.000 --> 00:09:20.000]  信耶穌得賞賜
[00:09:20.000 --> 00:09:22.000]  不要
[00:09:22.000 --> 00:09:24.000]  你會說我哪有這麼庸俗
[00:09:24.000 --> 00:09:26.000]  為了那些東西來信耶穌嗎
[00:09:26.000 --> 00:09:28.000]  No
[00:09:28.000 --> 00:09:30.000]  不是你為了那些東西來信耶穌
[00:09:30.000 --> 00:09:32.000]  因為你信了耶穌
[00:09:32.000 --> 00:09:34.000]  所以因為這個信字
[00:09:34.000 --> 00:09:36.000]  這個永生
[00:09:36.000 --> 00:09:38.000]  就給他你
[00:09:38.000 --> 00:09:40.000]  因為你這個信字
[00:09:40.000 --> 00:09:42.000]  這個福氣就給他你
[00:09:42.000 --> 00:09:44.000]  因為信字這個賞賜就給他你
[00:09:44.000 --> 00:09:46.000]  那你說
[00:09:46.000 --> 00:09:48.000]  為什麼我信了耶穌之後
[00:09:48.000 --> 00:09:50.000]  都不會成為巴特菲
[00:09:50.000 --> 00:09:52.000]  為什麼我信了耶穌之後
[00:09:52.000 --> 00:09:54.000]  都不會成為那個Facebook的創辦人
[00:09:54.000 --> 00:09:56.000]  我沒他那麼聰明
[00:09:56.000 --> 00:09:58.000]  我說你
[00:09:58.000 --> 00:10:00.000]  你的心態沒他那麼聰明
[00:10:00.000 --> 00:10:02.000]  我不知道
[00:10:02.000 --> 00:10:04.000]  如果你做那些Facebook的創辦人
[00:10:04.000 --> 00:10:06.000]  你肯不肯將
[00:10:06.000 --> 00:10:08.000]  財產百分之九十捐出來
[00:10:08.000 --> 00:10:14.000]  所以我們和世人比較
[00:10:14.000 --> 00:10:16.000]  基督徒比不上
[00:10:16.000 --> 00:10:18.000]  人家的心胸已經闊到那個地步
[00:10:18.000 --> 00:10:20.000]  我走
[00:10:20.000 --> 00:10:22.000]  都是要政府全部拿走
[00:10:22.000 --> 00:10:24.000]  我不讓政府全部拿走
[00:10:24.000 --> 00:10:26.000]  我的子女都會被律師全部拿走
[00:10:26.000 --> 00:10:28.000]  聽得明白嗎
[00:10:28.000 --> 00:10:30.000]  聽不明白就算了
[00:10:30.000 --> 00:10:36.000]  那三兄弟都是這樣
[00:10:36.000 --> 00:10:38.000]  對不起我不是批評別人
[00:10:38.000 --> 00:10:40.000]  不過我只是用這些
[00:10:40.000 --> 00:10:42.000]  你稍微看過新聞之後
[00:10:42.000 --> 00:10:44.000]  你還不醒覺的東西告訴你
[00:10:46.000 --> 00:10:48.000]  最大的賞賜永生
[00:10:48.000 --> 00:10:50.000]  是你死後才
[00:10:50.000 --> 00:10:52.000]  沒錯現在有永生的確據
[00:10:52.000 --> 00:10:54.000]  但要等到死後
[00:10:54.000 --> 00:10:56.000]  才可以永遠永生
[00:10:56.000 --> 00:10:58.000]  與主同在
[00:10:58.000 --> 00:11:00.000]  最大的福氣是什麼
[00:11:00.000 --> 00:11:02.000]  是與神同在
[00:11:02.000 --> 00:11:04.000]  最大的賞賜是什麼
[00:11:04.000 --> 00:11:06.000]  是與賜生命的主一起
[00:11:06.000 --> 00:11:08.000]  待會我會解釋給你聽為什麼
[00:11:08.000 --> 00:11:10.000]  否則你的創官
[00:11:10.000 --> 00:11:12.000]  永遠就留在這裡
[00:11:12.000 --> 00:11:14.000]  那裡來我就拜
[00:11:14.000 --> 00:11:16.000]  拜多兩拜
[00:11:16.000 --> 00:11:18.000]  就去寶樂空
[00:11:18.000 --> 00:11:20.000]  街頭那裡
[00:11:20.000 --> 00:11:22.000]  看看中不中
[00:11:22.000 --> 00:11:24.000]  我在
[00:11:24.000 --> 00:11:26.000]  寶樂空25號通宵
[00:11:26.000 --> 00:11:28.000]  祈禱完然後去那裡
[00:11:28.000 --> 00:11:30.000]  搏一搏行不行
[00:11:30.000 --> 00:11:32.000]  為什麼不行
[00:11:32.000 --> 00:11:34.000]  如果神是這樣
[00:11:34.000 --> 00:11:36.000]  一晚不行
[00:11:36.000 --> 00:11:38.000]  兩晚連續40天
[00:11:38.000 --> 00:11:40.000]  禁食祈禱然後去那裡搏一搏
[00:11:42.000 --> 00:11:44.000]  笑話
[00:11:44.000 --> 00:11:46.000]  大有人在
[00:11:46.000 --> 00:11:48.000]  甚至你不會這樣做
[00:11:48.000 --> 00:11:50.000]  我做了很多好事
[00:11:50.000 --> 00:11:52.000]  然後上帝才賜福給我
[00:11:52.000 --> 00:11:54.000]  我們的救恩不是這樣
[00:11:54.000 --> 00:11:56.000]  沒有一個人可以靠好事得到永生
[00:11:56.000 --> 00:11:58.000]  沒有一個人可以靠好事
[00:11:58.000 --> 00:12:00.000]  得到上帝賞賜
[00:12:00.000 --> 00:12:02.000]  當你肯相信的時候
[00:12:02.000 --> 00:12:04.000]  信了耶穌
[00:12:04.000 --> 00:12:06.000]  祂就把永生福氣賞賜給你
[00:12:06.000 --> 00:12:08.000]  而蒙恩得贖
[00:12:08.000 --> 00:12:10.000]  最大的賞賜是什麼
[00:12:12.000 --> 00:12:14.000]  如果你看耶穌的比喻
[00:12:14.000 --> 00:12:16.000]  你會知道最大的賞賜
[00:12:16.000 --> 00:12:18.000]  莫過於永遠不分開
[00:12:18.000 --> 00:12:22.000]  不知道你有沒有想過
[00:12:22.000 --> 00:12:24.000]  什麼叫離別
[00:12:24.000 --> 00:12:26.000]  什麼叫分割
[00:12:26.000 --> 00:12:28.000]  人最痛苦的事
[00:12:28.000 --> 00:12:30.000]  就是分割
[00:12:30.000 --> 00:12:32.000]  死亡是靈魂與身體的分割
[00:12:32.000 --> 00:12:36.000]  滅亡是這個靈魂
[00:12:36.000 --> 00:12:38.000]  與似靈魂的神
[00:12:38.000 --> 00:12:40.000]  永遠分割
[00:12:40.000 --> 00:12:42.000]  罪就是
[00:12:42.000 --> 00:12:44.000]  人與神分割
[00:12:44.000 --> 00:12:46.000]  人犯罪最大
[00:12:46.000 --> 00:12:48.000]  不是罪行做什麼
[00:12:48.000 --> 00:12:50.000]  人犯罪最大的一件事
[00:12:50.000 --> 00:12:52.000]  就是
[00:12:52.000 --> 00:12:54.000]  他與神分割了
[00:12:54.000 --> 00:12:56.000]  割離了
[00:12:56.000 --> 00:12:58.000]  所以浪子的故事
[00:12:58.000 --> 00:13:00.000]  講來講去
[00:13:00.000 --> 00:13:02.000]  很多不同的角度去看
[00:13:02.000 --> 00:13:04.000]  最大的幸福浪子就是回家
[00:13:04.000 --> 00:13:06.000]  恢復神與他父親的關係
[00:13:06.000 --> 00:13:08.000]  今天信耶穌
[00:13:08.000 --> 00:13:10.000]  一樣
[00:13:10.000 --> 00:13:12.000]  最大的賞賜就是
[00:13:12.000 --> 00:13:14.000]  最後這個靈魂榮耀之體
[00:13:14.000 --> 00:13:18.000]  與似生命的神
[00:13:18.000 --> 00:13:20.000]  永遠在一起
[00:13:20.000 --> 00:13:22.000]  因為人在犯罪之後
[00:13:22.000 --> 00:13:24.000]  就已經
[00:13:24.000 --> 00:13:26.000]  自己與神分割
[00:13:26.000 --> 00:13:28.000]  浪子的比喻講得很清楚
[00:13:28.000 --> 00:13:30.000]  不是他父親趕他走
[00:13:30.000 --> 00:13:32.000]  是他自己不肯接受上帝的說話
[00:13:32.000 --> 00:13:34.000]  自己離開了神
[00:13:34.000 --> 00:13:36.000]  於是就在外面
[00:13:36.000 --> 00:13:38.000]  花天酒地
[00:13:38.000 --> 00:13:40.000]  但問題是最後他醒過來
[00:13:40.000 --> 00:13:42.000]  就發覺為什麼我這樣
[00:13:42.000 --> 00:13:44.000]  我不如回到那裡去
[00:13:44.000 --> 00:13:46.000]  我寧願在家裡打工
[00:13:46.000 --> 00:13:48.000]  也好在外面做乞丐
[00:13:48.000 --> 00:13:50.000]  容許我這樣用俗語說一句
[00:13:50.000 --> 00:13:52.000]  今天靈子回
[00:13:52.000 --> 00:13:54.000]  人最大的賞賜
[00:13:54.000 --> 00:13:56.000]  你說得什麼
[00:13:56.000 --> 00:13:58.000]  坐耶穌的左右
[00:13:58.000 --> 00:14:00.000]  耶穌已經散過他們了
[00:14:00.000 --> 00:14:02.000]  兩兄弟
[00:14:04.000 --> 00:14:06.000]  管多少座城
[00:14:06.000 --> 00:14:08.000]  地上什麼
[00:14:08.000 --> 00:14:10.000]  連一個家都管不了
[00:14:10.000 --> 00:14:12.000]  連自己生活行物都管不了
[00:14:12.000 --> 00:14:14.000]  讓你管座城
[00:14:14.000 --> 00:14:16.000]  搞得全世界大亂
[00:14:16.000 --> 00:14:18.000]  將來天國大亂
[00:14:18.000 --> 00:14:20.000]  那些不是我們求的
[00:14:20.000 --> 00:14:22.000]  我們最求一樣東西
[00:14:22.000 --> 00:14:24.000]  永遠與住在一起
[00:14:24.000 --> 00:14:26.000]  所以弟兄姊妹
[00:14:26.000 --> 00:14:28.000]  誰可以得到最大的賞賜
[00:14:28.000 --> 00:14:30.000]  22章第七節聖經這樣記載
[00:14:30.000 --> 00:14:32.000]  凡遵守
[00:14:32.000 --> 00:14:34.000]  我必快來
[00:14:34.000 --> 00:14:36.000]  凡遵守這書上寓言的有福了
[00:14:36.000 --> 00:14:38.000]  遵守書上寓言
[00:14:38.000 --> 00:14:40.000]  我必快來
[00:14:40.000 --> 00:14:42.000]  這個詞很有意思
[00:14:42.000 --> 00:14:44.000]  快來快來
[00:14:44.000 --> 00:14:46.000]  其實生活中經歷過就知道
[00:14:46.000 --> 00:14:48.000]  你約了一個朋友
[00:14:48.000 --> 00:14:50.000]  一起去喝茶
[00:14:50.000 --> 00:14:52.000]  等幾個小時就來
[00:14:52.000 --> 00:14:54.000]  打電話給他
[00:14:54.000 --> 00:14:56.000]  我快來了
[00:14:56.000 --> 00:14:58.000]  我必快來就是這個意思
[00:14:58.000 --> 00:15:00.000]  問題是人說的快來很離譜
[00:15:00.000 --> 00:15:02.000]  人還在家裡就說
[00:15:02.000 --> 00:15:04.000]  我快來了
[00:15:04.000 --> 00:15:06.000]  到茶樓門口都說
[00:15:06.000 --> 00:15:08.000]  我快來了
[00:15:08.000 --> 00:15:10.000]  最近還在家裡化妝看電視
[00:15:10.000 --> 00:15:12.000]  我快來了
[00:15:12.000 --> 00:15:14.000]  那些快來是騙你的
[00:15:14.000 --> 00:15:16.000]  但耶穌都說我必快來
[00:15:16.000 --> 00:15:18.000]  我快來了
[00:15:18.000 --> 00:15:20.000]  有沒有誤事
[00:15:20.000 --> 00:15:22.000]  快來了
[00:15:22.000 --> 00:15:24.000]  弟兄姊妹
[00:15:24.000 --> 00:15:26.000]  他快來了
[00:15:26.000 --> 00:15:28.000]  有時候我提醒我自己
[00:15:28.000 --> 00:15:30.000]  他快來了
[00:15:30.000 --> 00:15:32.000]  他說等多久都不來
[00:15:32.000 --> 00:15:34.000]  或者他叫你
[00:15:34.000 --> 00:15:36.000]  回去
[00:15:36.000 --> 00:15:40.000]  你怎麼知道
[00:15:40.000 --> 00:15:42.000]  他快來了和你回去
[00:15:42.000 --> 00:15:44.000]  哪件事會發生在先
[00:15:44.000 --> 00:15:46.000]  你不知道
[00:15:46.000 --> 00:15:48.000]  知道我在說什麼嗎
[00:15:48.000 --> 00:15:52.000]  凡遵守
