
[00:00:00.000 --> 00:00:07.800]  今天和大家分享的其中一卷很特別的書卷
[00:03:04.000 --> 00:03:08.200]  去到一個很敗亡的狀況裡面
[00:03:08.200 --> 00:03:11.000]  每個人都很活在一種恐懼
[00:03:11.000 --> 00:03:13.600]  一種很失落很失望的裡面
[00:03:13.600 --> 00:03:15.000]  因為他們每每想起
[00:03:15.000 --> 00:03:17.500]  過往神怎麼去阿伯拉罕
[00:03:17.500 --> 00:03:20.200]  去允許他們成為大國的時候
[00:03:20.200 --> 00:03:23.700]  這個時候的現況卻是被擄
[00:03:23.700 --> 00:03:27.400]  他們以前所引以為驕傲的地方
[00:03:27.400 --> 00:03:28.900]  聖殿耶路撒冷
[00:03:28.900 --> 00:03:30.700]  這個這麼輝煌的地方
[00:03:30.700 --> 00:03:34.800]  變為殘垣敗瓦
[00:03:34.800 --> 00:03:36.200]  如果你活在這個時代
[00:03:36.200 --> 00:03:37.800]  你會怎麼樣呢?
[00:03:37.800 --> 00:03:40.600]  這個時代並不是一個短的時代
[00:03:40.600 --> 00:03:42.500]  不過
[00:03:42.500 --> 00:03:44.200]  神的允許
[00:03:44.200 --> 00:03:46.000]  有些轉變
[00:03:46.000 --> 00:03:48.600]  去到波斯滅了巴比倫之後
[00:03:48.600 --> 00:03:53.800]  他用不同的方法去處理這些不同的族民
[00:03:53.800 --> 00:03:55.500]  他有一種懷柔政策
[00:03:55.500 --> 00:03:57.500]  容許他們回到自己的地方
[00:03:57.500 --> 00:04:00.700]  甚至興建他們一些宗教的場所
[00:04:00.700 --> 00:04:02.800]  以致安穩這些民心
[00:04:02.800 --> 00:04:04.600]  不想他們造成叛亂
[00:04:04.600 --> 00:04:08.300]  所以波斯王有他一種管理的哲學
[00:04:08.300 --> 00:04:10.000]  所以容許他們回去
[00:04:10.000 --> 00:04:11.100]  在這個時候
[00:04:11.100 --> 00:04:16.100]  正是來到我們今天要看的經文
[00:04:16.100 --> 00:04:17.000]  在這段時間
[00:04:17.000 --> 00:04:20.000]  容許很多猶太人回去重建聖殿
[00:04:20.000 --> 00:04:21.500]  神使用了
[00:04:21.500 --> 00:04:22.900]  所羅巴伯
[00:04:22.900 --> 00:04:24.300]  以斯拉和尼西米
[00:04:24.300 --> 00:04:25.600]  他們有不同的角色
[00:04:25.600 --> 00:04:26.900]  有些是重疊
[00:04:26.900 --> 00:04:28.600]  不過也有些獨特的角色
[00:04:28.600 --> 00:04:31.300]  所羅巴伯是重建聖殿
[00:04:31.300 --> 00:04:34.700]  以斯拉是重新神的律法
[00:04:34.700 --> 00:04:38.300]  尼西米是重建耶路撒冷的城牆
[00:04:38.300 --> 00:04:41.100]  可能他們是重複他們也會做另外一些
[00:04:41.100 --> 00:04:42.700]  律法的事情
[00:04:42.700 --> 00:04:43.900]  但是主要
[00:04:43.900 --> 00:04:45.400]  他們三個的分工
[00:04:45.400 --> 00:04:48.800]  神在那段歷史裡面使用了他們
[00:04:48.800 --> 00:04:50.800]  今天我們面對著
[00:04:50.800 --> 00:04:52.600]  神的教會
[00:04:52.600 --> 00:04:53.500]  神的
[00:04:53.500 --> 00:04:55.100]  讓我們生在這個國家裡面
[00:04:55.100 --> 00:04:56.400]  我們有什麼的位份
[00:04:56.400 --> 00:04:57.600]  有什麼的角色呢
[00:04:57.600 --> 00:04:59.500]  在昔日他們的
[00:04:59.500 --> 00:05:01.500]  國和他們的宗教沒有分
[00:05:01.500 --> 00:05:03.700]  因為他們是一個
[00:05:03.700 --> 00:05:06.800]  政教合一的一個群體
[00:05:06.800 --> 00:05:10.200]  他們的國家也是神所在的地方
[00:05:10.200 --> 00:05:11.900]  他的聖殿是神的榮耀
[00:05:11.900 --> 00:05:13.100]  今天我們可能有這個分割
[00:05:13.100 --> 00:05:14.000]  因為我們說的
[00:05:14.000 --> 00:05:16.800]  宗教是我們回到這裡的地方教會
[00:05:16.800 --> 00:05:18.600]  我們國家
[00:05:18.600 --> 00:05:19.800]  我們不是以色列人
[00:05:19.800 --> 00:05:21.300]  我們是中國人
[00:05:21.300 --> 00:05:22.500]  神在這些地方
[00:05:22.500 --> 00:05:23.300]  在我們國家
[00:05:23.300 --> 00:05:24.500]  在我們的教會
[00:05:24.500 --> 00:05:26.200]  想做些什麼工作呢
[00:05:26.200 --> 00:05:28.100]  你看到一個怎樣的國家
[00:05:28.100 --> 00:05:31.300]  看到一個怎樣的教會呢
[00:05:31.300 --> 00:05:33.900]  你是不是一個很特殊的人物
[00:05:33.900 --> 00:05:35.600]  待會我們講到都會講
[00:05:35.600 --> 00:05:38.200]  不過如果大家有讀聖經的留意
[00:05:38.200 --> 00:05:39.500]  他當時是一個
[00:05:39.500 --> 00:05:42.900]  波斯王的面前的一個工作
[00:05:42.900 --> 00:05:44.700]  有些人看不起這樣的人
[00:05:44.700 --> 00:05:46.200]  覺得他是一個賣國的人
[00:05:46.200 --> 00:05:48.700]  你怎麼可以在一個外國地方
[00:05:48.700 --> 00:05:51.300]  去為那些人去工作呢
[00:05:51.300 --> 00:05:52.700]  但是
[00:05:52.700 --> 00:05:56.300]  神也用得著他
[00:05:56.300 --> 00:05:58.500]  今天讓我們藉著
[00:05:58.500 --> 00:05:59.600]  這一段
[00:05:59.600 --> 00:06:00.600]  不短的經文
[00:06:00.600 --> 00:06:01.700]  但是有些的分享
[00:06:01.700 --> 00:06:02.800]  第一點我想分享的是
[00:06:02.800 --> 00:06:05.900]  尼西米關切神所關切的事情
[00:06:05.900 --> 00:06:08.900]  因為這個經文提到
[00:06:08.900 --> 00:06:10.200]  有人回來報告
[00:06:10.200 --> 00:06:12.500]  講到耶路撒冷的狀況
[00:06:12.500 --> 00:06:14.600]  是
[00:06:14.600 --> 00:06:16.800]  那些秘魯歸回鄭下的人
[00:06:16.800 --> 00:06:18.700]  在猶太省裡面遭到大難
[00:06:18.700 --> 00:06:19.700]  受凌辱
[00:06:19.700 --> 00:06:22.300]  並且耶路撒冷的城牆拆毀
[00:06:22.300 --> 00:06:25.000]  城門被火焚燒
[00:06:25.000 --> 00:06:28.000]  當尼西米聽到這些事情的時候
[00:06:28.000 --> 00:06:29.300]  他心裡面
[00:06:29.300 --> 00:06:31.700]  有很大的
[00:06:31.700 --> 00:06:32.800]  感動
[00:06:32.800 --> 00:06:35.100]  他聽見的時候就坐下
[00:06:35.100 --> 00:06:35.900]  哭泣
[00:06:35.900 --> 00:06:36.700]  悲哀幾天
[00:06:36.700 --> 00:06:38.800]  在天上的神面前禁食
[00:06:38.800 --> 00:06:43.500]  祈禱
[00:06:43.500 --> 00:06:44.500]  有時候我也要講一下
[00:06:44.500 --> 00:06:46.000]  我有些禁食
[00:06:46.000 --> 00:06:47.600]  禱告的經驗
[00:06:47.600 --> 00:06:48.500]  不等於我禁食
[00:06:48.500 --> 00:06:49.500]  大家也要禁食
[00:06:49.500 --> 00:06:50.600]  不過我們也要想一下
[00:06:50.600 --> 00:06:52.500]  究竟我們的人生
[00:06:52.500 --> 00:06:54.700]  為了什麼而擺上禁食
[00:06:54.700 --> 00:06:57.300]  禱告的功夫
[00:06:57.300 --> 00:06:58.800]  我記得在我
[00:06:58.800 --> 00:07:00.100]  很早信耶穌
[00:07:00.100 --> 00:07:02.000]  不是很長時間
[00:07:02.000 --> 00:07:02.600]  我也講過
[00:07:02.600 --> 00:07:03.900]  我曾經做過一個工作
[00:07:03.900 --> 00:07:06.300]  在一個
[00:07:06.300 --> 00:07:07.400]  福音機構裡面
[00:07:07.400 --> 00:07:09.900]  去做一個
[00:07:09.900 --> 00:07:10.500]  打雜
[00:07:10.500 --> 00:07:11.700]  就是要掃地
[00:07:11.700 --> 00:07:12.300]  吸塵
[00:07:12.300 --> 00:07:13.000]  洗廁所
[00:07:13.000 --> 00:07:13.600]  做郵差
[00:07:13.600 --> 00:07:14.600]  信差
[00:07:14.600 --> 00:07:16.500]  當時我選擇一個工作
[00:07:16.500 --> 00:07:17.400]  我原本可以選擇
[00:07:17.400 --> 00:07:18.700]  畫跡的工作
[00:07:18.700 --> 00:07:19.600]  是比較高尚
[00:07:19.600 --> 00:07:20.500]  是可以
[00:07:20.500 --> 00:07:22.300]  坐在辦公室去工作
[00:07:22.300 --> 00:07:23.700]  不過因為這是一個侍奉
[00:07:23.700 --> 00:07:26.200]  所以選擇了這個侍奉
[00:07:26.200 --> 00:07:26.700]  在那個時候
[00:07:26.700 --> 00:07:28.200]  這個機構是一個
[00:07:28.200 --> 00:07:30.600]  中國福音廣播的機構
[00:07:30.600 --> 00:07:32.900]  每天早上我們都有早禱會
[00:07:32.900 --> 00:07:34.300]  在早禱會裡面
[00:07:34.300 --> 00:07:35.200]  那些童工
[00:07:35.200 --> 00:07:36.700]  他們是資深的童工
[00:07:36.700 --> 00:07:37.900]  那我
[00:07:37.900 --> 00:07:39.400]  就是我是做打雜進去
[00:07:39.400 --> 00:07:41.500]  但是我也會參加祈禱會
[00:07:41.500 --> 00:07:42.800]  當我聽到中國
[00:07:42.800 --> 00:07:44.300]  很多的
[00:07:44.300 --> 00:07:45.000]  工作
[00:07:45.000 --> 00:07:46.600]  很多需要的時候
[00:07:46.600 --> 00:07:48.500]  我心裡面很大感動
[00:07:48.500 --> 00:07:50.200]  因為我還沒有去這個工作之前
[00:07:50.200 --> 00:07:51.000]  這個侍奉之前
[00:07:51.000 --> 00:07:52.800]  其實我不知道中國是怎麼樣
[00:07:52.800 --> 00:07:54.000]  因為我信主不是很久
[00:07:54.000 --> 00:07:55.700]  是很短的時間
[00:07:55.700 --> 00:07:56.900]  但是當我去
[00:07:56.900 --> 00:07:58.200]  參與這個禱告會
[00:07:58.200 --> 00:07:58.900]  參與他們分享
[00:07:58.900 --> 00:08:01.400]  聽他們讀那些讀者的來信的時候
[00:08:01.400 --> 00:08:03.100]  心裡面很大感動
[00:08:03.100 --> 00:08:04.300]  神有很多的工作
[00:08:04.300 --> 00:08:06.400]  但是中國也有很多的需要
[00:08:06.400 --> 00:08:08.400]  所以從那個時候開始
[00:08:08.400 --> 00:08:11.100]  是三十幾年前
[00:08:11.100 --> 00:08:13.800]  我就每個禮拜有一天去禁食禱告
[00:08:13.800 --> 00:08:17.100]  是星期三的中午就禁食禱告
[00:08:17.100 --> 00:08:18.300]  當我讀神學的時候
[00:08:18.300 --> 00:08:20.400]  我記得有一次很強烈
[00:08:20.400 --> 00:08:22.200]  是感覺到
[00:08:22.200 --> 00:08:24.100]  神很想我去禱告
[00:08:24.100 --> 00:08:25.000]  因為當時候
[00:08:25.000 --> 00:08:26.300]  非洲有很多的需要
[00:08:26.300 --> 00:08:28.100]  到現在也有很多的需要
[00:08:28.100 --> 00:08:29.700]  在那個年代裡面
[00:08:29.700 --> 00:08:31.700]  85年86年的時候
[00:08:31.700 --> 00:08:33.700]  我又開始
[00:08:33.700 --> 00:08:34.600]  一大感動
[00:08:34.600 --> 00:08:35.900]  一次去吃飯的時候
[00:08:35.900 --> 00:08:37.900]  突然間我不想去吃飯
[00:08:37.900 --> 00:08:39.500]  因為我很想去禁食禱告
[00:08:39.500 --> 00:08:41.800]  因為我知道有很大的需要
[00:08:41.800 --> 00:08:43.800]  那些人有很多的飢餓
[00:08:43.800 --> 00:08:45.000]  很多的戰亂
[00:08:45.000 --> 00:08:46.900]  很多的不公義的事情發生
[00:08:46.900 --> 00:08:48.800]  我完全沒有胃口去吃飯
[00:08:48.800 --> 00:08:51.000]  我就去禁食禱告
[00:08:51.000 --> 00:08:52.000]  當然大家知道
[00:08:52.000 --> 00:08:53.400]  在我後期的侍奉
[00:08:53.400 --> 00:08:57.600]  是為穆斯林去禁食禱告的階段
[00:08:57.600 --> 00:08:58.600]  我想說的就是
[00:08:58.600 --> 00:09:00.200]  其實我們關注什麼呢?
[00:09:00.200 --> 00:09:01.500]  我們為什麼禱告呢?
[00:09:01.500 --> 00:09:03.800]  代表著我們關注什麼
[00:09:03.800 --> 00:09:05.800]  我不是只說禁不禁食
[00:09:05.800 --> 00:09:09.500]  是你的禱告究竟關注什麼事情呢?
[00:09:09.500 --> 00:09:11.100]  每天三餐的禱告
[00:09:11.100 --> 00:09:13.800]  為了飯去感恩是好事
[00:09:13.800 --> 00:09:15.900]  為了家庭禱告是好事
[00:09:15.900 --> 00:09:17.500]  為了你的人生
[00:09:17.500 --> 00:09:19.100]  不同的事情的關顧
[00:09:19.100 --> 00:09:21.000]  事情的禱告是需要的
[00:09:21.000 --> 00:09:22.100]  是好事
[00:09:22.100 --> 00:09:23.600]  但除此以外
[00:09:23.600 --> 00:09:25.200]  有沒有另外一些事情
[00:09:25.200 --> 00:09:27.600]  你會更加關注呢?
[00:09:27.600 --> 00:09:30.500]  你起碼有一種很深切的感受
[00:09:30.500 --> 00:09:32.900]  聽到這個城牆被毀
[00:09:32.900 --> 00:09:37.400]  因為當時耶路撒冷聖殿
[00:09:37.400 --> 00:09:38.800]  整個城被毀之後
[00:09:38.800 --> 00:09:41.200]  外邦人進去裡面居住
[00:09:41.200 --> 00:09:43.400]  他們攔阻以色列人興建
[00:09:43.400 --> 00:09:44.300]  當索羅巴巴
[00:09:44.300 --> 00:09:46.500]  以色列人回去重建的時候
[00:09:46.500 --> 00:09:47.800]  都受到攔阻
[00:09:47.800 --> 00:09:49.600]  敵人去對抗他們
[00:09:49.600 --> 00:09:51.400]  去燒毀這些城牆
[00:09:51.400 --> 00:09:53.300]  不想他們建立一個城牆
[00:09:53.300 --> 00:09:58.500]  城牆是一種保護城市的設施
[00:09:58.500 --> 00:10:02.400]  你起碼有深切的關注
[00:10:02.400 --> 00:10:03.000]  弟兄姊妹
[00:10:03.000 --> 00:10:05.500]  我們要問我們關注什麼
[00:10:05.500 --> 00:10:06.300]  我明白
[00:10:06.300 --> 00:10:09.200]  我們有家庭的很關注家庭
[00:10:09.200 --> 00:10:11.500]  我們有工作的很關注工作
[00:10:11.500 --> 00:10:14.700]  我們有學業的很關注學業
[00:10:14.700 --> 00:10:17.000]  我們可能在追求戀愛
[00:10:17.000 --> 00:10:18.600]  很關注感情
[00:10:18.600 --> 00:10:20.800]  我們都需要有這樣的投入
[00:10:20.800 --> 00:10:22.100]  但除此以外
[00:10:22.100 --> 00:10:23.400]  還有沒有更多的東西
[00:10:23.400 --> 00:10:26.100]  神呼召你去關注呢
[00:10:26.100 --> 00:10:27.400]  有沒有我們眼光去看
[00:10:27.400 --> 00:10:31.500]  神究竟怎樣看一些事情呢
[00:10:31.500 --> 00:10:33.400]  我們可能站在平台裡面
[00:10:33.400 --> 00:10:34.700]  看今天我們看的東西
[00:10:34.700 --> 00:10:36.400]  但是從天上的神
[00:10:36.400 --> 00:10:39.400]  祂怎樣看地上的事情呢
[00:10:39.400 --> 00:10:40.900]  怎樣看人的罪
[00:10:40.900 --> 00:10:42.800]  怎樣看不公義的事情呢
[00:10:42.800 --> 00:10:44.300]  怎樣看神的國度
[00:10:44.300 --> 00:10:46.600]  要怎樣去發展呢
[00:10:46.600 --> 00:10:48.700]  你有沒有為這些去禱告
[00:10:48.700 --> 00:10:50.100]  你有沒有關注這些事情
[00:10:50.100 --> 00:10:53.800]  好像弟兄姊妹這種關注
[00:10:53.800 --> 00:10:56.400]  很深很深的投入呢
[00:10:56.400 --> 00:10:57.600]  我們需要跟我們
[00:10:57.600 --> 00:11:00.400]  這個這麼平的視線
[00:11:00.400 --> 00:11:01.400]  要拉高一點
[00:11:01.400 --> 00:11:04.100]  去到上帝的眼光裡面去看
[00:11:04.100 --> 00:11:06.800]  究竟上帝怎樣看這些事情
[00:11:06.800 --> 00:11:09.700]  今天我們的國家跟我們有什麼關係
[00:11:09.700 --> 00:11:11.500]  以色列跟我們有什麼關係
[00:11:11.500 --> 00:11:14.700]  教會的發展跟我們有什麼關係
[00:11:14.700 --> 00:11:15.900]  不是因為我在這裡侍奉
[00:11:15.900 --> 00:11:17.800]  我覺得教會要發展人多
[00:11:17.800 --> 00:11:20.100]  我們好像好一點不是這樣子
[00:11:20.100 --> 00:11:21.700]  而是很多人他還沒得救
[00:11:21.700 --> 00:11:23.900]  很多人是需要全力的服侍
[00:11:23.900 --> 00:11:26.000]  我們就去到他們當中
[00:11:26.000 --> 00:11:28.500]  我們是否有效宣揚這個福音
[00:11:28.500 --> 00:11:31.700]  並不是因為我們要人多在這個聚會
[00:11:31.700 --> 00:11:36.000]  而是我們一個責任要去到那裡
[00:11:36.000 --> 00:11:38.900]  但是有時候我們關注太過淺窄
[00:11:38.900 --> 00:11:41.000]  太過的短小
[00:11:41.000 --> 00:11:43.300]  在我們自己的身上
[00:11:43.300 --> 00:11:47.500]  這個只是一個自我中心的一個人生
[00:11:47.500 --> 00:11:52.400]  一個基督的信仰
[00:11:52.400 --> 00:11:53.700]  第二點
[00:11:53.700 --> 00:11:55.200]  當你在討誥的時候
[00:11:55.200 --> 00:11:57.100]  他有很多的內容值得我們學習的
[00:11:57.100 --> 00:12:00.200]  今天都是講討誥
[00:12:00.200 --> 00:12:00.800]  他說
[00:12:00.800 --> 00:12:03.200]  而說天上的神大而可謂的神
[00:12:03.200 --> 00:12:06.000]  你向愛你守你戒律的人
[00:12:06.000 --> 00:12:08.800]  守約思慈愛
[00:12:08.800 --> 00:12:11.300]  當我們討誥的時候
[00:12:11.300 --> 00:12:13.300]  我們需要知道
[00:12:13.300 --> 00:12:16.200]  其實神是很關注我們
[00:12:16.200 --> 00:12:20.300]  祂是一個納約者和守約者
[00:12:20.300 --> 00:12:22.800]  往往都是人是
[00:12:22.800 --> 00:12:24.000]  活逆上帝
[00:12:24.000 --> 00:12:26.500]  是違反了上帝的心意
[00:12:26.500 --> 00:12:28.400]  今天我們來到神的面前
[00:12:28.400 --> 00:12:30.000]  只是要祂給我們好處
[00:12:30.000 --> 00:12:32.900]  但是我們忘記了我們有一個位分
[00:12:32.900 --> 00:12:34.000]  一個部分
[00:12:34.000 --> 00:12:35.600]  我們要遵守去愛祂
[00:12:35.600 --> 00:12:37.100]  守祂的約
[00:12:37.100 --> 00:12:39.100]  去遵行祂的心意
[00:12:39.100 --> 00:12:40.200]  往往弟兄姊妹
[00:12:40.200 --> 00:12:42.800]  很多的教徒只是覺得
[00:12:42.800 --> 00:12:44.200]  信了就夠了
[00:12:44.200 --> 00:12:45.400]  不需要再做什麼
[00:12:45.400 --> 00:12:47.500]  其實神不是要我們做什麼
[00:12:47.500 --> 00:12:48.400]  因為透過
[00:12:48.400 --> 00:12:51.600]  這些遵行神的心意和守
[00:12:51.600 --> 00:12:53.300]  神給我們的誡命
[00:12:53.300 --> 00:12:55.000]  其實是愛祂的一部分
[00:12:55.000 --> 00:12:56.500]  最終我們都是蒙愛
[00:12:56.500 --> 00:13:00.800]  我們經歷了祂更深的慈愛
[00:13:00.800 --> 00:13:01.600]  但是
[00:13:01.600 --> 00:13:03.100]  在這個光景裡面
[00:13:03.100 --> 00:13:04.200]  我們會說
[00:13:04.200 --> 00:13:07.300]  神是不是真的慈愛呢?
[00:13:07.300 --> 00:13:09.500]  為什麼慈愛的上帝會用以色列
[00:13:09.500 --> 00:13:11.400]  落到這樣的光景呢?
[00:13:11.400 --> 00:13:16.800]  是被敵人極其所能所羞辱
[00:13:16.800 --> 00:13:19.300]  是令他們去到這樣的地步
[00:13:19.300 --> 00:13:20.600]  完全被毀滅
[00:13:20.600 --> 00:13:21.100]  被擄
[00:13:21.100 --> 00:13:24.200]  君王應該是最有尊榮
[00:13:24.200 --> 00:13:25.200]  最有榮耀的
[00:13:25.200 --> 00:13:26.500]  居然被人拖著
[00:13:26.500 --> 00:13:29.500]  好像狗一樣拖去
[00:13:29.500 --> 00:13:31.000]  愛邦那裡
[00:13:31.000 --> 00:13:32.400]  最宏偉的聖殿
[00:13:32.400 --> 00:13:33.200]  和耶路撒冷
[00:13:33.200 --> 00:13:35.300]  居然落在這樣的光景
[00:13:35.300 --> 00:13:37.300]  完全被毀滅
[00:13:37.300 --> 00:13:42.700]  究竟上帝還是不是慈愛呢?
[00:13:42.700 --> 00:13:44.900]  許一文跟我們說到
[00:13:44.900 --> 00:13:48.200]  在加拿大的牧者過世了
[00:13:48.200 --> 00:13:49.700]  有三個小朋友留下
[00:13:49.700 --> 00:13:52.000]  還有他太太
[00:13:52.000 --> 00:13:53.900]  當我們這樣去看的時候
[00:13:53.900 --> 00:13:56.200]  神是不是慈愛呢?
[00:13:56.200 --> 00:13:57.400]  其實我的大舅
[00:13:57.400 --> 00:13:59.100]  就是我太太的哥哥
[00:13:59.100 --> 00:14:00.700]  也是在加拿大的牧師
[00:14:00.700 --> 00:14:03.600]  他四十幾歲就癌病
[00:14:03.600 --> 00:14:06.000]  復發過身
[00:14:06.000 --> 00:14:07.700]  當時我們參加他的安息禮拜
[00:14:07.700 --> 00:14:09.000]  去到加拿大
[00:14:09.000 --> 00:14:10.400]  他的兒子和女兒
[00:14:10.400 --> 00:14:11.600]  都是很小的
[00:14:11.600 --> 00:14:15.300]  他的兒子只有兩三歲
[00:14:15.300 --> 00:14:16.400]  他的女兒也不夠
[00:14:16.400 --> 00:14:18.800]  也是六七歲左右
[00:14:18.800 --> 00:14:20.600]  他四十幾歲
[00:14:20.600 --> 00:14:22.000]  他是一生侍奉的人
[00:14:22.000 --> 00:14:23.500]  他跟我
[00:14:23.500 --> 00:14:24.200]  是我學兄
[00:14:24.200 --> 00:14:26.200]  都是見到神學院
[00:14:26.200 --> 00:14:27.400]  他讀書很厲害
[00:14:27.400 --> 00:14:28.700]  拿成績有二獎
[00:14:28.700 --> 00:14:30.500]  他踢球很厲害
[00:14:30.500 --> 00:14:32.800]  我跟他踢過一次
[00:14:32.800 --> 00:14:35.100]  有幸人生跟他踢過一次球
[00:14:35.100 --> 00:14:37.500]  他完全超過很多班
[00:14:37.500 --> 00:14:39.000]  他讀書運動也很好
[00:14:39.000 --> 00:14:40.600]  講道理也很好
[00:14:40.600 --> 00:14:42.300]  四十幾歲
[00:14:42.300 --> 00:14:43.600]  被咽癌復發
[00:14:43.600 --> 00:14:45.700]  他五年前
[00:14:45.700 --> 00:14:48.000]  五年之後復發
[00:14:48.000 --> 00:14:49.200]  第一次醫好
[00:14:49.200 --> 00:14:50.000]  但五年之後
[00:14:50.000 --> 00:14:52.000]  當他以為過了五年
[00:14:52.000 --> 00:14:53.300]  可以穩定下來
[00:14:53.300 --> 00:14:54.200]  沒事
[00:14:54.200 --> 00:14:55.400]  但是復發
[00:14:55.400 --> 00:14:57.200]  過了身
[00:14:57.200 --> 00:14:59.500]  神是不是慈愛呢?
[00:14:59.500 --> 00:15:00.600]  神為什麼讓人
[00:15:00.600 --> 00:15:02.600]  落在這樣的狀況裡面
[00:15:02.600 --> 00:15:03.800]  在我們的生命裡面
[00:15:03.800 --> 00:15:06.300]  我們很多人都遇到不同的一些
[00:15:06.300 --> 00:15:09.100]  所謂不幸的事情
[00:15:09.100 --> 00:15:11.900]  在教會裡面同樣出現很多問題
[00:15:11.900 --> 00:15:13.300]  是不是神有問題
[00:15:13.300 --> 00:15:15.200]  為什麼神不守他的約
[00:15:15.200 --> 00:15:19.000]  為什麼神不是施慈愛的神呢?
[00:15:19.000 --> 00:15:20.700]  我們活在這個國家裡面
[00:15:20.700 --> 00:15:22.400]  這個城市裡面
[00:15:22.400 --> 00:15:24.300]  活在這個宗教裡面
[00:15:24.300 --> 00:15:25.300]  很多事情看來
[00:15:25.300 --> 00:15:27.100]  好像都不是慈愛
[00:15:27.100 --> 00:15:28.700]  不是好事
[00:15:28.700 --> 00:15:31.800]  在我們的人生裡面很多的遭遇
[00:15:31.800 --> 00:15:33.700]  都並不完全
[00:15:33.700 --> 00:15:35.300]  很多的問題看來是
[00:15:35.300 --> 00:15:39.300]  令人很疑惑
[00:15:39.300 --> 00:15:40.700]  我很少告訴大家
[00:15:40.700 --> 00:15:42.600]  其實我是有很多的病痛
[00:15:42.600 --> 00:15:43.900]  你以為我很健康
[00:15:43.900 --> 00:15:44.700]  其實我有很多病痛
[00:15:44.700 --> 00:15:45.700]  我剛才吃了兩顆啤梨
[00:15:45.700 --> 00:15:49.700]  痛才開始聚會
[00:15:49.700 --> 00:15:51.800]  人生很多的問題
