
[00:00:00.000 --> 00:00:09.520]  我們現在在11月來到我們今年要看的書卷《史萊姆傳》差不多到結尾的部分
[00:02:13.040 --> 00:02:19.560]  我們是不是一個願意去講論信基督耶穌的道的教會
[00:02:19.560 --> 00:02:21.440]  以及基督徒
[00:02:21.440 --> 00:02:26.680]  今天你有沒有全福音呢?
[00:02:26.680 --> 00:02:28.840]  你有多久沒有機會
[00:02:28.840 --> 00:02:34.400]  或者沒有跟人來分享過你的信仰呢?
[00:02:34.400 --> 00:02:38.680]  我們從保羅的身上可以一起來學習
[00:02:38.680 --> 00:02:41.280]  如果有時間都是鼓勵弟兄姊妹回去
[00:02:41.280 --> 00:02:44.280]  可以從《少林傳》再溫習
[00:02:44.280 --> 00:02:46.080]  在《少林傳》21章開始
[00:02:46.080 --> 00:02:51.160]  其實是一個分界或者是一個不同的情況出現
[00:02:51.160 --> 00:02:56.400]  有一章之前保羅已經完成了去了三次的宣教旅程
[00:02:56.400 --> 00:02:59.520]  有一章開始講到保羅預備上耶路撒冷
[00:02:59.520 --> 00:03:01.600]  有些人都跟保羅說
[00:03:01.600 --> 00:03:04.000]  你上耶路撒冷很危險
[00:03:04.000 --> 00:03:06.320]  但是保羅都有一個願意的心
[00:03:06.320 --> 00:03:08.960]  其實保羅上耶路撒冷就不再是一個宣教
[00:03:08.960 --> 00:03:12.440]  或者是要做一些猜拳的工作
[00:03:12.440 --> 00:03:14.760]  保羅上耶路撒冷有一點像一個宣教士
[00:03:14.760 --> 00:03:18.440]  今天我們宣教士做了一段時間在外面之後
[00:03:18.440 --> 00:03:21.960]  就會回到本地的教會我們叫述職
[00:03:21.960 --> 00:03:24.600]  他們主要回到教會有一段時間
[00:03:24.600 --> 00:03:27.040]  回來跟弟兄姊妹分享
[00:03:27.040 --> 00:03:29.000]  一起有團契支持
[00:03:29.000 --> 00:03:31.320]  一起有感恩的見證
[00:03:31.320 --> 00:03:34.440]  可以回來教會跟弟兄姊妹一起去敬拜
[00:03:34.440 --> 00:03:36.360]  我想保羅在21章之後
[00:03:36.360 --> 00:03:40.440]  他預備回耶路撒冷都是這樣的心情預備
[00:03:40.440 --> 00:03:43.320]  他想著都已經完成了有三次的宣教旅程
[00:03:43.320 --> 00:03:45.520]  他要上到耶路撒冷跟弟兄姊妹
[00:03:45.520 --> 00:03:48.320]  有多一點團契一起敬拜的時間
[00:03:48.320 --> 00:03:50.400]  拜神有很特別的安排
[00:03:50.400 --> 00:03:52.280]  當保羅去到耶路撒冷的時候
[00:03:52.280 --> 00:03:58.880]  又開始去為另類的宣教為主座見證的機會
[00:03:58.880 --> 00:04:01.120]  今日的經文我想都不會讀得很多
[00:04:01.120 --> 00:04:04.200]  不過都想跟大家來看幾節經文
[00:04:04.200 --> 00:04:06.560]  這個是保羅接受審問之後
[00:04:06.560 --> 00:04:09.960]  去跟當時候的巡撫
[00:04:09.960 --> 00:04:13.600]  菲歷斯或者是當時候的審判的法官
[00:04:13.600 --> 00:04:16.120]  一些對話的情況
[00:04:16.120 --> 00:04:20.520]  我們一起來看讀完24章的24到27節
[00:04:20.520 --> 00:04:21.760]  這幾節經文
[00:04:21.760 --> 00:04:23.200]  我們找到或看到的
[00:04:23.200 --> 00:04:24.880]  我們一起讀完這幾節經文
[00:04:24.880 --> 00:04:26.280]  預備起
[00:04:26.280 --> 00:04:27.680]  過了幾天
[00:04:27.680 --> 00:04:32.400]  菲歷斯和他夫人猶太的女子圖西拉
[00:04:32.400 --> 00:04:35.840]  一同來到就叫了保羅來
[00:04:35.840 --> 00:04:40.280]  聽他講論信基督耶穌的道
[00:04:40.280 --> 00:04:46.040]  保羅講論公義節制和將來的審判
[00:04:46.040 --> 00:04:48.800]  菲歷斯甚覺恐懼
[00:04:48.800 --> 00:04:51.560]  說你暫且去吧
[00:04:51.560 --> 00:04:54.880]  等我得便再叫你來
[00:04:54.880 --> 00:04:58.680]  菲歷斯又指望保羅送他銀錢
[00:04:58.680 --> 00:05:02.680]  所以女子叫他來和他談論
[00:05:02.680 --> 00:05:04.040]  過了兩年
[00:05:04.040 --> 00:05:08.080]  波球菲斯都接了菲歷斯的郵
[00:05:08.080 --> 00:05:11.360]  菲歷斯要討猶太人的喜歡
[00:05:11.360 --> 00:05:15.840]  就留保羅在監獄
[00:05:15.840 --> 00:05:18.880]  很想和大家看保羅24章裏面的經歷
[00:05:18.880 --> 00:05:21.920]  我們看到縱然保羅要坐監
[00:05:21.920 --> 00:05:24.480]  縱然保羅回到耶路撒冷
[00:05:24.480 --> 00:05:28.080]  原來不只可以團契敬拜
[00:05:28.080 --> 00:05:29.600]  其實這個發生很短的
[00:05:29.600 --> 00:05:31.760]  保羅上了耶路撒冷大概七天之後
[00:05:31.760 --> 00:05:36.600]  就被人押送到該撒尼亞來受審
[00:05:36.600 --> 00:05:38.040]  但我們仍然看到
[00:05:38.040 --> 00:05:41.800]  原來當中都有神的掌管和預備
[00:05:41.800 --> 00:05:44.240]  縱然四天保羅開始的宣教旅程
[00:05:44.240 --> 00:05:45.840]  由教會來到差遣出去
[00:05:45.840 --> 00:05:47.520]  聖靈來到感動教會
[00:05:47.520 --> 00:05:49.920]  差遣保羅出去做宣教
[00:05:49.920 --> 00:05:52.400]  但原來整個回到耶路撒冷的述職
[00:05:52.400 --> 00:05:55.640]  都是神的掌管和預備
[00:05:55.640 --> 00:05:57.840]  保羅這個經歷是甚麼呢
[00:05:57.840 --> 00:05:59.000]  他是被捉
[00:05:59.000 --> 00:06:02.560]  但原來他被捉是為了要作見證
[00:06:02.560 --> 00:06:04.880]  從七行傳的二十一章開始
[00:06:04.880 --> 00:06:06.320]  就是讓他們看見
[00:06:06.320 --> 00:06:08.920]  神怎樣讓保羅經歷了
[00:06:08.920 --> 00:06:13.680]  總共我們計算了有五次的機會
[00:06:13.680 --> 00:06:15.000]  可能是被審
[00:06:15.000 --> 00:06:18.280]  可能是和一些不同的猶太人的對話
[00:06:18.280 --> 00:06:20.120]  去被捉
[00:06:20.120 --> 00:06:21.320]  去被囚禁
[00:06:21.320 --> 00:06:23.360]  被監禁的時候
[00:06:23.360 --> 00:06:26.080]  原來最終都是為了要作見證
[00:06:26.080 --> 00:06:28.480]  為了傳福音
[00:06:28.480 --> 00:06:29.720]  在二十一章的時候
[00:06:29.720 --> 00:06:32.520]  保羅被人勸告不要上耶路撒冷
[00:06:32.520 --> 00:06:33.960]  但保羅怎樣回答
[00:06:33.960 --> 00:06:36.720]  他說他願意
[00:06:36.720 --> 00:06:38.840]  他願意
[00:06:38.840 --> 00:06:39.800]  當然他不是很清楚
[00:06:39.800 --> 00:06:43.120]  到時候會實際遇到甚麼情況
[00:06:43.120 --> 00:06:47.200]  但保羅仍然是帶著一個願意信服的心
[00:06:47.200 --> 00:06:50.080]  去相信神掌管著他
[00:06:50.080 --> 00:06:51.480]  神使用他
[00:06:51.480 --> 00:06:55.160]  無論在哪一個地方遇到甚麼的艱難
[00:06:55.160 --> 00:06:57.000]  他仍然願意
[00:06:57.000 --> 00:06:59.240]  只要是神帶著他就可以了
[00:06:59.240 --> 00:07:02.200]  所以他很深信神會看著他
[00:07:02.200 --> 00:07:05.400]  當時候保羅的被控告是甚麼呢
[00:07:05.400 --> 00:07:08.280]  如果回到二十四章的頭開始的時候
[00:07:08.280 --> 00:07:12.920]  就是講到保羅是被控告一個製造麻煩的人
[00:07:12.920 --> 00:07:17.240]  以前大家有機會看《少林寺》第十七章的時候
[00:07:17.240 --> 00:07:18.760]  去到宣教的時候
[00:07:18.760 --> 00:07:21.440]  那些人形容保羅是甚麼人呢
[00:07:21.440 --> 00:07:23.400]  「攪亂天下的人」
[00:07:23.400 --> 00:07:26.240]  所以我也曾經用過「攪亂天下」的福音
[00:07:26.240 --> 00:07:28.480]  跟大家來看一些訊息
[00:07:28.480 --> 00:07:31.080]  所以這班人有少許可能是翻舊帳
[00:07:31.080 --> 00:07:34.880]  可能將保羅去到不同的地區做不同的工作
[00:07:34.880 --> 00:07:37.400]  覺得這個「攪亂天下的人」
[00:07:37.400 --> 00:07:39.480]  今天回來耶路撒冷
[00:07:39.480 --> 00:07:44.080]  同樣可能會帶些麻煩給耶路撒冷的教會
[00:07:44.080 --> 00:07:46.320]  這班猶太人
[00:07:46.320 --> 00:07:49.120]  但我們看見其實在整個審訊
[00:07:49.120 --> 00:07:51.160]  或者這班猶太公會的人
[00:07:51.160 --> 00:07:54.720]  去到菲利斯面前去控訴保羅的時候
[00:07:54.720 --> 00:07:59.920]  其實他們才是那些製造麻煩的人
[00:07:59.920 --> 00:08:03.440]  當時猶太公會特意請了一個律師
[00:08:03.440 --> 00:08:06.320]  聖經翻譯叫「辯士」
[00:08:06.320 --> 00:08:10.240]  很會說話的人來到羅馬巡撫面前
[00:08:10.240 --> 00:08:13.000]  來指控保羅
[00:08:13.000 --> 00:08:14.960]  其實當時羅馬的法律
[00:08:14.960 --> 00:08:17.680]  在當時的世界
[00:08:17.680 --> 00:08:22.200]  是一個已經最好的一套法律制度
[00:08:22.200 --> 00:08:24.120]  但縱然有一套好的法律制度
[00:08:24.120 --> 00:08:27.040]  其實當人起了歪心
[00:08:27.040 --> 00:08:28.400]  人的罪性
[00:08:28.400 --> 00:08:31.760]  人的慾念不受控制的時候
[00:08:31.760 --> 00:08:33.640]  他們都會利用法律
[00:08:33.640 --> 00:08:37.520]  利用一些制度來做一些破壞
[00:08:37.520 --> 00:08:39.880]  當時猶太公會的人找了一個律師
[00:08:39.880 --> 00:08:41.520]  製造了這些事情
[00:08:41.520 --> 00:08:43.480]  其實最後如果大家有機會
[00:08:43.480 --> 00:08:44.800]  回去看二十六章的時候
[00:08:44.800 --> 00:08:46.720]  另外一個巡撫就說
[00:08:46.720 --> 00:08:49.000]  這個人其實沒有什麼該死
[00:08:49.000 --> 00:08:50.840]  或者該綁的罪
[00:08:50.840 --> 00:08:54.120]  連綁罪都不應該的
[00:08:54.120 --> 00:08:56.280]  保羅根本就沒有一個可以
[00:08:56.280 --> 00:09:00.520]  被人來到羅馬法律上控告的罪名
[00:09:00.520 --> 00:09:05.160]  他最多只是為了一些宗教的不同意見
[00:09:05.160 --> 00:09:06.120]  有不同意見
[00:09:06.120 --> 00:09:08.280]  所以這些公會的人
[00:09:08.280 --> 00:09:12.120]  猶太公會的人就用這些不同意見
[00:09:12.120 --> 00:09:13.840]  作為一個控罪
[00:09:13.840 --> 00:09:17.480]  想迫害保羅
[00:09:17.480 --> 00:09:18.080]  雖然是這樣
[00:09:18.080 --> 00:09:19.800]  但保羅很深信
[00:09:19.800 --> 00:09:22.280]  他是為了作見證
[00:09:22.280 --> 00:09:24.320]  而要經歷這些事情
[00:09:24.320 --> 00:09:26.640]  所以當他面對這個逆境的時候
[00:09:26.640 --> 00:09:31.200]  保羅他自己有一個很不同的心態
[00:09:31.200 --> 00:09:33.600]  可能對我們來說這個都不容易
[00:09:33.600 --> 00:09:36.640]  要被人誣告坐牢
[00:09:36.640 --> 00:09:39.880]  要背上很多莫須有的罪名
[00:09:39.880 --> 00:09:41.680]  但保羅的心態
[00:09:41.680 --> 00:09:45.080]  其實應該是我們一個很好的學習的榜樣
[00:09:45.080 --> 00:09:46.120]  我和大家來到去看一下
[00:09:46.120 --> 00:09:47.120]  保羅其中一卷
[00:09:47.120 --> 00:09:49.520]  在他坐牢的時候寫的書信
[00:09:49.520 --> 00:09:51.240]  我們通常叫監獄書信
[00:09:51.240 --> 00:09:53.600]  其中菲律賓書的一章裏面
[00:09:53.600 --> 00:09:56.880]  這個是保羅自己很深的體會
[00:09:56.880 --> 00:10:00.480]  雖然這卷書信是保羅史達林傳二十四章之後
[00:10:00.480 --> 00:10:02.640]  發生的事情所寫的
[00:10:02.640 --> 00:10:04.520]  但我相信保羅在史達林傳二十四章
[00:10:04.520 --> 00:10:08.560]  已經有這樣的心情或心態去面對
[00:10:08.560 --> 00:10:10.160]  我一起來讀完這幾個經文
[00:10:10.160 --> 00:10:13.400]  菲律賓書的一章十二到十四節
[00:10:13.400 --> 00:10:14.560]  預備起
[00:10:14.560 --> 00:10:15.440]  弟兄們
[00:10:15.440 --> 00:10:17.360]  我願意你們知道
[00:10:17.360 --> 00:10:19.120]  我所遭遇的事
[00:10:19.120 --> 00:10:21.840]  更是叫福音興旺
[00:10:21.840 --> 00:10:24.200]  以至我受的困所
[00:10:24.200 --> 00:10:28.000]  在預迎全軍和其餘的人中
[00:10:28.000 --> 00:10:31.520]  已經顯明是為基督的緣故
[00:10:31.520 --> 00:10:34.400]  並且那在主裡的弟兄
[00:10:34.400 --> 00:10:39.320]  多半因我受的困所就篤信不疑
[00:10:39.320 --> 00:10:42.400]  越發放膽傳神的道
[00:10:42.400 --> 00:10:44.760]  無所懼怕
[00:10:44.760 --> 00:10:46.800]  其實這個正正就是保羅去面對
[00:10:46.800 --> 00:10:50.640]  菲律賓和他的太太的時候的情況
[00:10:50.640 --> 00:10:52.440]  菲律賓和他太太
[00:10:52.440 --> 00:10:55.640]  用一個主角的身份
[00:10:55.640 --> 00:10:59.240]  或者一個主審的身份來叫保羅來
[00:10:59.240 --> 00:11:00.960]  和他們聊聊天
[00:11:00.960 --> 00:11:05.000]  但保羅結果有一招我們叫反客為主
[00:11:05.000 --> 00:11:06.960]  去將福音
[00:11:06.960 --> 00:11:11.440]  來將福音的內容和他們講論
[00:11:11.440 --> 00:11:15.560]  所以這個才是保羅他自己在監獄裡
[00:11:15.560 --> 00:11:19.680]  能夠逆向的傳福音
[00:11:19.680 --> 00:11:23.200]  如果有人提到我們這幾十年
[00:11:23.200 --> 00:11:25.360]  無論香港還是其他世界各地
[00:11:25.360 --> 00:11:28.440]  有一個叫監獄報道的士工
[00:11:28.440 --> 00:11:33.200]  我相信保羅就是監獄報道士工的始創人
[00:11:33.200 --> 00:11:34.960]  剛才菲律賓書裡提到
[00:11:34.960 --> 00:11:36.320]  他坐牢的時候
[00:11:36.320 --> 00:11:38.520]  反而有更多的機會
[00:11:38.520 --> 00:11:41.120]  和身邊的人來傳福音
[00:11:41.120 --> 00:11:43.840]  在這麼艱難逆境的時候
[00:11:43.840 --> 00:11:47.520]  保羅反而是抓住這些機會
[00:11:47.520 --> 00:11:49.560]  他其實不單止做報道的工作
[00:11:49.560 --> 00:11:52.520]  他還寫下了很多的監獄書信
[00:11:52.520 --> 00:11:56.080]  在監獄書信裡他是在栽培弟兄姊妹
[00:11:56.080 --> 00:11:58.920]  他是在建立教會
[00:11:58.920 --> 00:12:02.960]  所以甚至剛才菲律賓書的一章第十四節那裡提到
[00:12:02.960 --> 00:12:05.840]  他的經歷是激勵到
[00:12:05.840 --> 00:12:09.240]  鼓勵到更多的弟兄姊妹
[00:12:09.240 --> 00:12:12.400]  來到無所懼怕去傳福音
[00:12:12.400 --> 00:12:14.160]  所以這個才是我們應該有一個
[00:12:14.160 --> 00:12:17.000]  面對逆境時候的心態
[00:12:17.000 --> 00:12:18.600]  我們不需要害怕
[00:12:18.600 --> 00:12:20.360]  縱然有時環境不好
[00:12:20.360 --> 00:12:23.920]  就好像保羅他在提摩太后書四章那裡
[00:12:23.920 --> 00:12:25.400]  鼓勵提摩太太的時候
[00:12:25.400 --> 00:12:28.360]  他寫到無論得時不得時
[00:12:28.360 --> 00:12:30.560]  無要全度
[00:12:30.560 --> 00:12:34.160]  這個是我們曾經都有機會和大家一起看過
[00:12:34.160 --> 00:12:38.160]  提摩太后書保羅一個最後的圍築
[00:12:38.160 --> 00:12:39.720]  來去鼓勵提摩太太
[00:12:39.720 --> 00:12:41.680]  鼓勵當時教會的弟兄姊妹
[00:12:41.680 --> 00:12:44.320]  告訴他們無論這個環境是好
[00:12:44.320 --> 00:12:45.560]  環境或者不好
[00:12:45.560 --> 00:12:48.680]  或者是很有機會或者甚至可能沒什麼機會的時候
[00:12:48.680 --> 00:12:52.080]  我們都應該好好去把握著
[00:12:52.080 --> 00:12:54.160]  去體會到神的工作
[00:12:54.160 --> 00:12:55.920]  去測驗聖靈的帶領
[00:12:55.920 --> 00:12:58.080]  我們無論環境是怎樣
[00:12:58.080 --> 00:12:59.960]  我們都應該去傳福音
[00:12:59.960 --> 00:13:02.280]  應該去建立弟兄姊妹
[00:13:02.280 --> 00:13:04.680]  應該去幫助栽培
[00:13:04.680 --> 00:13:07.280]  這班願意相信的人
[00:13:07.280 --> 00:13:09.080]  最近我們剛剛星期三晚
[00:13:09.080 --> 00:13:11.800]  我們有個猜拳的祈禱會
[00:13:11.800 --> 00:13:15.800]  有警察會安排了一些分享
[00:13:15.800 --> 00:13:17.800]  這個星期 剛剛過去的星期三
[00:13:17.800 --> 00:13:20.080]  有一位弟兄分享
[00:13:20.080 --> 00:13:21.680]  他過去那十幾年
[00:13:21.680 --> 00:13:23.360]  都在警察會裏面幫助
[00:13:23.360 --> 00:13:26.200]  做一些猜拳的工作
[00:13:26.200 --> 00:13:28.760]  特別是回到國內一些教會
[00:13:28.760 --> 00:13:32.520]  來傳福音 栽培他們
[00:13:32.520 --> 00:13:34.400]  他提到都不容易
[00:13:34.400 --> 00:13:36.480]  而且我們都知道國內的環境
[00:13:36.480 --> 00:13:38.040]  其實都轉變很多
[00:13:38.040 --> 00:13:39.880]  時事都不同的
[00:13:39.880 --> 00:13:42.840]  但是那位弟兄都經歷了十幾年裏面
[00:13:42.840 --> 00:13:45.800]  神怎樣來幫助他 預備他
[00:13:45.800 --> 00:13:48.080]  無論環境是好還是不好
[00:13:48.080 --> 00:13:49.960]  有時是國內教會的環境
[00:13:49.960 --> 00:13:53.440]  有時是自己本身都有一些困難 限制
[00:13:53.440 --> 00:13:56.440]  他有時提到他要放工之後
[00:13:56.440 --> 00:13:59.040]  然後趕著搭火車
[00:13:59.040 --> 00:14:01.640]  然後搭火車再轉車上到教會
[00:14:01.640 --> 00:14:04.040]  上到教會都已經是晚上八點 九點了
[00:14:04.040 --> 00:14:07.160]  但是教會裏面的弟兄姊妹就在等他
[00:14:07.160 --> 00:14:09.600]  來接受他的栽培
[00:14:09.600 --> 00:14:12.440]  然後去到十一點多之後才完事
[00:14:12.440 --> 00:14:15.480]  然後第二天再有其他的工作
[00:14:15.480 --> 00:14:18.560]  所以我想這個環境其實不是那麼理想
[00:14:18.560 --> 00:14:19.760]  不是我們可以坐在樹上
[00:14:19.760 --> 00:14:21.160]  教會裏面那麼舒服
[00:14:21.160 --> 00:14:25.120]  我們可以一起在教會的地方崇拜
[00:14:25.120 --> 00:14:27.080]  我們班成長班接受訓練
[00:14:27.080 --> 00:14:30.320]  我們有一些夜間的訓練課程
[00:14:30.320 --> 00:14:31.320]  但是正正就是在一些
[00:14:31.320 --> 00:14:32.800]  不是那麼容易的環境當中
[00:14:32.800 --> 00:14:35.880]  我們仍然好像保羅的提醒
[00:14:35.880 --> 00:14:39.320]  我們要專心 要傳道
[00:14:39.320 --> 00:14:43.000]  要盡力去完成神給我們的工作
[00:14:43.000 --> 00:14:45.000]  但是當中我想亦是有些準備
[00:14:45.000 --> 00:14:46.560]  有時我們都不容易的
[00:14:46.560 --> 00:14:49.400]  特別是回到國內
[00:14:49.400 --> 00:14:52.480]  要做不同的工作的時候
[00:14:52.480 --> 00:14:54.280]  我不知道大家有沒有機會
[00:14:54.280 --> 00:14:56.360]  參與過警察會這些的服事
[00:14:56.360 --> 00:15:00.760]  我都盼望你可以有機會來參與
[00:15:00.760 --> 00:15:03.960]  參與當中當然我們都覺得
[00:15:03.960 --> 00:15:06.000]  有時都要有些準備
[00:15:06.000 --> 00:15:08.320]  但是你不用怕神掌管
[00:15:08.320 --> 00:15:09.320]  準備是甚麼呢
[00:15:09.320 --> 00:15:12.640]  可能如果從保羅的監獄書信裏面
[00:15:12.640 --> 00:15:16.120]  或者可能你都會成為寫監獄書信的人
[00:15:16.120 --> 00:15:20.400]  我都曾經試過和警察會一些的服事參與
[00:15:20.400 --> 00:15:24.880]  幾年前我們警察會都和國內一些教會
[00:15:24.880 --> 00:15:26.160]  有一些的合作
[00:15:26.160 --> 00:15:28.000]  有些傳福音的工作
[00:15:28.000 --> 00:15:30.360]  又有一些栽培的訓練工作
[00:15:30.360 --> 00:15:33.040]  幾年前我曾經去到一個地方
[00:15:33.040 --> 00:15:35.280]  我們和那個地方的教會已經合作了
[00:15:35.280 --> 00:15:36.760]  都幾久了
[00:15:36.760 --> 00:15:39.280]  而且如果大家熟悉國內教會
[00:15:39.280 --> 00:15:41.880]  就有兩會
[00:15:41.880 --> 00:15:43.240]  內地叫兩會
[00:15:43.240 --> 00:15:47.320]  兩會已經是統籌帶著教會很多工作
[00:15:47.320 --> 00:15:49.240]  很正式很合法的
[00:15:49.240 --> 00:15:51.480]  我們都是和兩會合作的
[00:15:51.480 --> 00:15:55.160]  但是那次當我有機會去做一些訓練的時候
[00:15:55.160 --> 00:15:57.680]  剛剛開始訓練的時候
[00:15:57.680 --> 00:16:00.480]  有幾個另外政府的公安
[00:16:00.480 --> 00:16:02.960]  或者宗教局的單位的人走來
[00:16:02.960 --> 00:16:05.480]  要停了這個訓練
[00:16:05.480 --> 00:16:08.280]  兩會的主席會長都在那裡
[00:16:08.280 --> 00:16:10.360]  很高層的大家就聊聊天
[00:16:10.360 --> 00:16:12.680]  問一下有什麼問題
[00:16:12.680 --> 00:16:15.480]  聊了一會然後就請我
[00:16:15.480 --> 00:16:17.760]  梁牧師你寫下你的資料
[00:16:17.760 --> 00:16:19.400]  叫什麼名字來自哪裡
[00:16:19.400 --> 00:16:22.440]  又交給他們的單位
[00:16:22.440 --> 00:16:25.400]  然後就說這個會長就跟他回去
[00:16:25.400 --> 00:16:26.520]  繼續要聊聊天
[00:16:26.520 --> 00:16:28.480]  梁牧師你就不要教了
[00:16:28.480 --> 00:16:30.240]  你再教就有問題
[00:16:30.240 --> 00:16:31.480]  就走了
[00:16:31.480 --> 00:16:32.800]  走了之後發生什麼事呢
[00:16:32.800 --> 00:16:34.080]  那些學生就在那裡說
[00:16:34.080 --> 00:16:36.080]  梁牧師不用怕 你繼續教吧
[00:16:36.080 --> 00:16:38.480]  他們已經走了
[00:16:38.480 --> 00:16:40.360]  教沒所謂的
[00:16:40.360 --> 00:16:43.160]  我覺得我都可以教
[00:16:43.160 --> 00:16:45.000]  不過我一邊教就一邊想起
[00:16:45.000 --> 00:16:47.480]  可能要預備自己的監獄書信
[00:16:47.480 --> 00:16:50.320]  不知道會不會教著教著有人回頭
[00:16:50.320 --> 00:16:52.160]  第二 我都不知道學生裡面
[00:16:52.160 --> 00:16:54.240]  有沒有現代人所說的無間道
[00:16:54.240 --> 00:16:56.720]  臥底在那裡突然間去通風報數
[00:16:56.720 --> 00:16:59.600]  說這個梁明才還在那裡教東西
[00:16:59.600 --> 00:17:02.600]  有人來抓了他
[00:17:02.600 --> 00:17:06.240]  我們其實有時候都會需要有這樣的預備
[00:17:06.240 --> 00:17:08.280]  我們願意為主來工作
[00:17:08.280 --> 00:17:10.560]  但有時候我們都知道不容易
[00:17:10.560 --> 00:17:12.800]  但我又相信保羅給我們的一個榜樣就是
[00:17:12.800 --> 00:17:14.720]  無論得時不得時
[00:17:14.720 --> 00:17:17.280]  縱然在不好的環境當中
[00:17:17.280 --> 00:17:21.000]  我們都可以被神來用得著
[00:17:21.000 --> 00:17:23.120]  而且神的工作是很奇妙的
[00:17:23.120 --> 00:17:26.040]  神的預備也是有祂的保證
[00:17:26.040 --> 00:17:31.000]  當保羅他自己在這麼多次的宣教旅程當中
[00:17:31.000 --> 00:17:32.560]  如果大家真的有印象
[00:17:32.560 --> 00:17:35.680]  時不時都會看見保羅很害怕的
[00:17:35.680 --> 00:17:39.840]  路加伯夏寫的保羅其實仍然有他一些的害怕
[00:17:39.840 --> 00:17:41.040]  但在害怕裡面
[00:17:41.040 --> 00:17:44.520]  神又會跟保羅有保證
[00:17:44.520 --> 00:17:46.320]  告訴他你不用害怕
[00:17:46.320 --> 00:17:47.440]  我會跟你一起
[00:17:47.440 --> 00:17:49.440]  一起去面對 一起去做
[00:17:49.440 --> 00:17:52.160]  其實這個在耶穌和他的門徒
[00:17:52.160 --> 00:17:56.280]  當時候已經有一個這樣的教導給他們
[00:17:56.280 --> 00:17:58.080]  耶穌知道門徒未來的日子
[00:17:58.080 --> 00:18:00.240]  都要面對很多不容易的環境
[00:18:00.240 --> 00:18:02.200]  所以耶穌在路加福音的時候
[00:18:02.200 --> 00:18:05.040]  都已經一早來教導這班門徒
[00:18:05.040 --> 00:18:06.440]  怎樣來做準備
[00:18:06.440 --> 00:18:08.760]  神的準備已經很早開始了
[00:18:08.760 --> 00:18:12.160]  而到了保羅實際當門徒要做的時候
[00:18:12.160 --> 00:18:14.200]  神更加有很清楚的保證
[00:18:14.200 --> 00:18:15.840]  我們看幾節經文
[00:18:15.840 --> 00:18:18.560]  分別在路加福音的第十二章
