
[00:00:00.000 --> 00:00:02.240]  使命之神 使命之盟
[00:02:02.760 --> 00:02:08.960]  為了聖經 跟著聖經的方向去改革
[00:02:08.960 --> 00:02:12.600]  我們知道小朋友彼得對建築和裝修很有興趣
[00:02:12.600 --> 00:02:15.560]  是因為彼得前書第一章第一節
[00:02:15.560 --> 00:02:17.720]  彼得前書第一章第一節這樣說
[00:02:17.720 --> 00:02:24.560]  耶穌基督的使徒彼得寫信給分散在各地寄居的人
[00:02:24.560 --> 00:02:28.040]  你有沒有留意到彼得怎樣稱呼自己
[00:02:28.040 --> 00:02:31.040]  林牧師彼得就稱呼自己做彼得
[00:02:31.040 --> 00:02:33.560]  使徒彼得
[00:02:33.560 --> 00:02:35.240]  有什麼奇怪呢
[00:02:35.240 --> 00:02:36.560]  奇怪的地方就是
[00:02:36.560 --> 00:02:38.680]  如果你熟悉新約聖經你會知道
[00:02:38.680 --> 00:02:41.760]  其實這個不是它的原名
[00:02:41.760 --> 00:02:44.440]  約翰福音第一章第四十二節這樣說
[00:02:44.440 --> 00:02:49.360]  耶穌看著他說你是約翰的兒子西門
[00:02:49.360 --> 00:02:51.560]  你要稱為基發
[00:02:51.560 --> 00:02:55.120]  基發翻出來就是彼得
[00:02:55.120 --> 00:02:58.240]  彼得的原名叫西門
[00:02:58.240 --> 00:03:02.160]  西門的意思是聆聽
[00:03:02.160 --> 00:03:04.880]  西門對於彼得來說其實是一個很好的名字
[00:03:04.880 --> 00:03:06.880]  因為彼得說話太多
[00:03:06.880 --> 00:03:08.880]  他需要學習聆聽
[00:03:08.880 --> 00:03:11.560]  但是當主耶穌基督呼召彼得的時候
[00:03:11.560 --> 00:03:15.520]  給了他一個新的名字叫做基發
[00:03:15.520 --> 00:03:20.280]  基發是當時猶太人口頭上的語言
[00:03:20.280 --> 00:03:24.480]  如果你把它翻譯為當時希臘文更普遍的語言
[00:03:24.480 --> 00:03:26.360]  就變成了彼得
[00:03:26.360 --> 00:03:30.040]  無論是基發還是彼得都有一個共同的意思
[00:03:30.040 --> 00:03:34.440]  基發和彼得的意思是石頭
[00:03:34.440 --> 00:03:38.040]  於是它的全名變成了西門彼得
[00:03:38.040 --> 00:03:41.560]  或者翻譯出來就是西門小石
[00:03:41.560 --> 00:03:44.680]  很有趣的是當你繼續看本身的《約乘經》
[00:03:44.680 --> 00:03:48.240]  你會發現彼得是很喜歡它這個新的名字
[00:03:48.240 --> 00:03:49.480]  喜歡到一個地步
[00:03:49.480 --> 00:03:52.440]  他再也不稱呼自己為西門了
[00:03:52.440 --> 00:03:56.520]  他只是想全世界叫他彼得
[00:03:56.520 --> 00:03:58.520]  叫他石仔
[00:03:58.520 --> 00:04:03.560]  為什麼彼得這麼喜歡別人叫他石仔呢
[00:04:03.560 --> 00:04:06.880]  是不是他一燈籠門升價十倍
[00:04:06.880 --> 00:04:10.720]  他不想再有人叫他做一個聽話的漁夫
[00:04:10.720 --> 00:04:12.240]  不想被人點
[00:04:12.240 --> 00:04:14.320]  他想控訴其他人
[00:04:14.320 --> 00:04:15.520]  你知道我是誰吧
[00:04:15.520 --> 00:04:21.160]  我是主耶穌基督眼中的一個名貴的寶石
[00:04:21.160 --> 00:04:26.760]  如果你將這個理解放回彼得前書第一章第一節
[00:04:26.760 --> 00:04:28.560]  我們可以這樣
[00:04:28.560 --> 00:04:31.360]  耶穌基督的寶石仕途
[00:04:31.360 --> 00:04:34.320]  在眾多的仕途裡面有一個寶石
[00:04:34.320 --> 00:04:36.080]  有一個鑽石的仕途
[00:04:36.080 --> 00:04:37.840]  彼得說你知不知道我是誰
[00:04:37.840 --> 00:04:40.400]  我是寶石仕途
[00:04:40.400 --> 00:04:43.320]  我是主的寶石
[00:04:43.320 --> 00:04:48.040]  他是不是故意想抬高自己的位置
[00:04:48.040 --> 00:04:50.920]  於是想叫人叫他做寶石
[00:04:50.920 --> 00:04:52.920]  我想不是
[00:04:52.920 --> 00:04:55.960]  我想彼得之所以這麼喜歡這個新的名字
[00:04:55.960 --> 00:05:00.760]  是因為每次他聽到自己叫石仔的時候
[00:05:00.760 --> 00:05:02.560]  令他想起耶穌
[00:05:02.560 --> 00:05:06.720]  我想和你從第一章第一節跳到第二章第四節
[00:05:06.720 --> 00:05:09.280]  第二章第四節彼得這樣說
[00:05:09.280 --> 00:05:11.000]  要親近主
[00:05:11.000 --> 00:05:13.280]  祂是活石
[00:05:13.280 --> 00:05:16.080]  祂是寶石
[00:05:16.080 --> 00:05:18.440]  所以彼得為什麼這麼喜歡自己的名字
[00:05:18.440 --> 00:05:20.560]  不是想告知大家
[00:05:20.560 --> 00:05:22.240]  我是主的寶石
[00:05:22.240 --> 00:05:24.080]  而是他想和大家說
[00:05:24.080 --> 00:05:27.480]  主是我的寶石
[00:05:27.480 --> 00:05:30.040]  為什麼我叫做石仔
[00:05:30.040 --> 00:05:33.800]  因為我的主人是活石
[00:05:33.800 --> 00:05:35.720]  他每次聽到石這個名字
[00:05:35.720 --> 00:05:41.480]  都會想到主耶穌基督在他生命中無盡的恩典
[00:05:41.480 --> 00:05:43.680]  彼得說主是活石
[00:05:43.680 --> 00:05:45.960]  祂是上帝所揀選的
[00:05:45.960 --> 00:05:49.480]  祂是上帝所覺得珍貴的
[00:05:49.480 --> 00:05:54.360]  奇怪的是上帝所揀選之後的目的是什麼
[00:05:54.360 --> 00:05:56.560]  是被人凋棄
[00:05:56.560 --> 00:05:58.600]  如果你讀你中文的意思
[00:05:58.600 --> 00:06:01.040]  好像是說雖然祂被人凋棄
[00:06:01.040 --> 00:06:02.880]  但是其實上帝撿了祂回來
[00:06:02.880 --> 00:06:04.720]  然後上帝很喜歡祂
[00:06:04.720 --> 00:06:06.760]  但其實不是這樣的意思
[00:06:06.760 --> 00:06:08.640]  如果你看回整本聖經
[00:06:08.640 --> 00:06:10.320]  從舊約到新約
[00:06:10.320 --> 00:06:15.720]  它是說上帝揀選耶穌是有一個目的的
[00:06:15.720 --> 00:06:16.720]  耶穌是誰
[00:06:16.720 --> 00:06:18.960]  耶穌是全班最厲害的學生
[00:06:18.960 --> 00:06:19.680]  耶穌是誰
[00:06:19.680 --> 00:06:21.280]  全班最乖的學生
[00:06:21.280 --> 00:06:27.360]  耶穌是最好最完美的兒子
[00:06:27.360 --> 00:06:29.160]  於是上帝揀選祂
[00:06:29.160 --> 00:06:31.000]  揀選祂來做什麼
[00:06:31.000 --> 00:06:32.320]  拿獎啊
[00:06:32.320 --> 00:06:36.080]  站在前面給全世界的人讚美祂
[00:06:36.080 --> 00:06:36.680]  不是
[00:06:36.680 --> 00:06:42.600]  是揀選祂給人去凋棄
[00:06:42.600 --> 00:06:45.440]  上帝說這是完全不公義的事情
[00:06:45.440 --> 00:06:49.200]  耶穌怎麼可以被揀選去受審判
[00:06:49.200 --> 00:06:51.120]  被揀選去受刑罰
[00:06:51.120 --> 00:06:54.840]  被揀選去賞十字架
[00:06:54.840 --> 00:06:58.760]  這不可想像的一件事
[00:06:58.760 --> 00:07:00.800]  天理不容
[00:07:00.800 --> 00:07:05.800]  上帝為什麼要揀選耶穌
[00:07:05.800 --> 00:07:07.800]  答案是除了耶穌以外
[00:07:07.800 --> 00:07:10.120]  必無他選
[00:07:10.120 --> 00:07:11.920]  答案是除了十字架以外
[00:07:11.920 --> 00:07:13.080]  必無他法
[00:07:13.080 --> 00:07:16.040]  沒有其他的方法
[00:07:16.040 --> 00:07:19.120]  可以讓人回到上帝的身邊
[00:07:19.120 --> 00:07:21.680]  如果你來過教會一段時間
[00:07:21.680 --> 00:07:27.360]  你大概聽過在我們基督教信仰的核心是一個聖潔的上帝
[00:07:27.360 --> 00:07:29.720]  上帝恨惡所有的罪惡
[00:07:29.720 --> 00:07:31.160]  然而他在上帝面前
[00:07:31.160 --> 00:07:32.680]  世人都犯了罪
[00:07:32.680 --> 00:07:34.880]  規缺了上帝的榮耀
[00:07:34.880 --> 00:07:37.040]  我們是叛逆的罪人
[00:07:37.040 --> 00:07:39.800]  我們沒有辦法回到上帝的面前
[00:07:39.800 --> 00:07:41.200]  然而上帝愛我們
[00:07:41.200 --> 00:07:44.600]  祂要將我們帶回祂的面前
[00:07:44.600 --> 00:07:47.520]  有什麼可以將我們帶回上帝的面前
[00:07:47.520 --> 00:07:52.400]  有什麼可以跨越這個罪的鴻溝
[00:07:52.400 --> 00:07:54.800]  唯有耶穌
[00:07:54.800 --> 00:07:57.720]  於是上帝揀選了耶穌
[00:07:57.720 --> 00:08:02.800]  讓祂成為我們完美的贖罪祭
[00:08:02.800 --> 00:08:05.480]  彼得之所以可以成為天國的小石
[00:08:05.480 --> 00:08:07.280]  完全是因為耶穌基督
[00:08:07.280 --> 00:08:11.120]  先為我們成為了活石
[00:08:11.120 --> 00:08:15.640]  於是彼得每天高唱的詩歌是
[00:08:15.640 --> 00:08:20.760]  「如果沒有你,那會有我」
[00:08:20.760 --> 00:08:25.160]  「如果沒有活石,那會有小石」
[00:08:25.160 --> 00:08:26.880]  這裡所說的活石
[00:08:26.880 --> 00:08:31.600]  不是說耶穌曾幾何時在世界的歷史上出現過
[00:08:31.600 --> 00:08:33.200]  這裡說耶穌是活石
[00:08:33.200 --> 00:08:35.120]  不是因為祂鍍成了肉身
[00:08:35.120 --> 00:08:36.280]  進入人類日子
[00:08:36.280 --> 00:08:37.520]  曾經活過
[00:08:37.520 --> 00:08:38.840]  雖然現在死了
[00:08:38.840 --> 00:08:42.720]  這裡說的活石是說主耶穌基督
[00:08:42.720 --> 00:08:44.160]  曾經進入歷史
[00:08:44.160 --> 00:08:48.000]  為我們受死,然後為我們復活
[00:08:48.000 --> 00:08:51.840]  活石不是活著的石頭這麼簡單
[00:08:51.840 --> 00:08:54.840]  活石是復活的石頭
[00:08:54.840 --> 00:08:57.000]  但是當你說主耶穌基督為我們復活
[00:08:57.000 --> 00:08:58.720]  祂一定要先為我們受死
[00:08:58.720 --> 00:09:01.920]  祂不受死怎麼復活呢?
[00:09:01.920 --> 00:09:06.920]  於是當彼得在說祂是活石的時候
[00:09:06.920 --> 00:09:11.120]  其實祂包含了整個救恩在裡面
[00:09:11.120 --> 00:09:13.800]  祂是被捨棄的石頭
[00:09:13.800 --> 00:09:17.080]  祂是被復活的石頭
[00:09:17.080 --> 00:09:20.520]  祂受死是因為祂要付清我們的罪債
[00:09:20.520 --> 00:09:25.120]  祂復活是為了幫我們戰勝死亡
[00:09:25.120 --> 00:09:27.400]  我們這裡沒有人可以戰勝死亡
[00:09:27.400 --> 00:09:33.200]  唯獨主耶穌基督可以為我們戰勝死亡
[00:09:33.200 --> 00:09:34.760]  當祂說完這一切之後
[00:09:34.760 --> 00:09:38.000]  祂轉面回到彼得的讀者
[00:09:38.000 --> 00:09:39.920]  彼得看著我們
[00:09:39.920 --> 00:09:42.080]  看著所有他的讀者
[00:09:42.080 --> 00:09:43.840]  他說弟兄姐妹你知不知道
[00:09:43.840 --> 00:09:47.880]  如果沒有主哪會有我們
[00:09:47.880 --> 00:09:49.480]  如果沒有活石
[00:09:49.480 --> 00:09:54.200]  哪裡會有我們這一堆小石
[00:09:54.200 --> 00:09:56.960]  原來我們這裡所有的人其實都是彼得
[00:09:56.960 --> 00:09:58.680]  我們所有的人都是小石
[00:09:58.680 --> 00:10:02.440]  我叫林小石你知不知道
[00:10:02.440 --> 00:10:05.280]  我們上面有劉小石
[00:10:05.280 --> 00:10:07.600]  我們的黃牧師是黃小石
[00:10:07.600 --> 00:10:09.400]  我們有譚小石
[00:10:09.400 --> 00:10:10.720]  我們有司徒小石
[00:10:10.720 --> 00:10:12.200]  我們有歐陽小石
[00:10:12.200 --> 00:10:13.920]  有沒有人姓石的
[00:10:13.920 --> 00:10:15.640]  你叫石小石
[00:10:15.640 --> 00:10:20.240]  每次當你想起自己的名字
[00:10:20.240 --> 00:10:21.360]  你想起主耶穌基督
[00:10:21.360 --> 00:10:23.920]  是你生命裏面無盡的恩典
[00:10:23.920 --> 00:10:26.920]  這個世界沒有其他的救主
[00:10:26.920 --> 00:10:27.480]  是這樣的
[00:10:27.480 --> 00:10:29.760]  沒有其他的救主可以赦免我們的罪
[00:10:29.760 --> 00:10:32.640]  沒有其他的神明可以使我們重生
[00:10:32.640 --> 00:10:36.600]  可以讓我們成為天國的小石
[00:10:36.600 --> 00:10:38.160]  親愛的朋友親愛的弟兄姐妹
[00:10:38.160 --> 00:10:41.120]  今天你和我都要做一個選擇
[00:10:41.120 --> 00:10:45.760]  你要選擇跟隨這個世界死石的偶像
[00:10:45.760 --> 00:10:49.280]  你要選擇去追隨這個世界的榮華富貴
[00:10:49.280 --> 00:10:53.640]  還是你要跟隨那個獨有的活石救主
[00:10:53.640 --> 00:10:55.560]  耶穌基督
[00:10:55.560 --> 00:11:01.200]  去和祂一起奔跑一個永恆的道路
[00:11:01.200 --> 00:11:03.480]  主耶穌基督是上帝所揀選的
[00:11:03.480 --> 00:11:05.640]  是上帝所珍貴的
[00:11:05.640 --> 00:11:09.040]  是彼得眼中覺得最寶貴的東西
[00:11:09.040 --> 00:11:15.520]  祂也應該是你和我眼中覺得最寶貴的活石
[00:11:15.520 --> 00:11:16.680]  不過彼得還沒說完
[00:11:16.680 --> 00:11:20.320]  彼得的石頭記才剛剛開始
[00:11:20.320 --> 00:11:22.440]  彼得的前書第二章第六節這樣說
[00:11:22.440 --> 00:11:24.280]  因為經上說看
[00:11:24.280 --> 00:11:26.480]  我把一塊石頭放在石案
[00:11:26.480 --> 00:11:30.960]  一塊蒙揀選珍貴的防角石
[00:11:30.960 --> 00:11:31.920]  在之前那一節
[00:11:31.920 --> 00:11:35.320]  彼得說耶穌是蒙揀選珍貴的
[00:11:35.320 --> 00:11:36.600]  活石
[00:11:36.600 --> 00:11:38.640]  在之前那一節他說祂是活石
[00:11:38.640 --> 00:11:41.840]  在這一節他說耶穌是蒙揀選珍貴
[00:11:41.840 --> 00:11:42.960]  是同一樣東西
[00:11:42.960 --> 00:11:45.840]  現在變成了防角石
[00:11:45.840 --> 00:11:48.800]  彼得在擴展我們的視野
[00:11:48.800 --> 00:11:54.040]  由活石擴展到變成了防角石
[00:11:54.040 --> 00:11:56.080]  我對建築是一竅不通的
[00:11:56.080 --> 00:11:59.960]  不過彼得寫這段聖經的時候好像很在行
[00:11:59.960 --> 00:12:01.240]  彼得打了一個比喻
[00:12:01.240 --> 00:12:03.560]  其實這個比喻是從舊約出來的
[00:12:03.560 --> 00:12:04.800]  這個比喻告訴我們
[00:12:04.800 --> 00:12:06.440]  以你知主耶穌基督是誰
[00:12:06.440 --> 00:12:10.160]  祂是上帝的防角石
[00:12:10.160 --> 00:12:12.400]  原來當時人去建築的時候
[00:12:12.400 --> 00:12:16.400]  你需要有第一塊石頭裝嵌在地上
[00:12:16.400 --> 00:12:17.720]  這個是巨大石頭
[00:12:17.720 --> 00:12:19.400]  最重要的石頭
[00:12:19.400 --> 00:12:24.520]  其他所有的石頭是按著這個防角石而擺放
[00:12:24.520 --> 00:12:28.280]  其他整個建築物是因為這個防角石
[00:12:28.280 --> 00:12:31.640]  而得到一個結構
[00:12:31.640 --> 00:12:33.800]  彼得說上帝有一個意象
[00:12:33.800 --> 00:12:36.080]  人家的意象就不是通過活石
[00:12:36.080 --> 00:12:38.960]  耶穌生了一堆天國的小石
[00:12:38.960 --> 00:12:40.520]  然後分散在地上
[00:12:40.520 --> 00:12:42.320]  上帝不要一盤散沙
[00:12:42.320 --> 00:12:45.640]  上帝不要一堆碎石
[00:12:45.640 --> 00:12:49.120]  上帝要通過珍貴的防角石
[00:12:49.120 --> 00:12:53.080]  在地上建一個天上下來的電宇
[00:12:53.080 --> 00:12:55.200]  這個是上帝的心意
[00:12:55.200 --> 00:12:57.400]  正如經上所傳
[00:12:57.400 --> 00:12:59.080]  上帝有一個很偉大的意象
[00:12:59.080 --> 00:13:00.920]  祂不是單單生了這些石頭
[00:13:00.920 --> 00:13:08.560]  祂要將這些石頭成為一個從天而降的電宇
[00:13:08.560 --> 00:13:10.360]  上帝的建築方法很有趣
[00:13:10.360 --> 00:13:13.040]  如果你看彼得的思想
[00:13:13.040 --> 00:13:18.840]  上帝說每一塊石頭首先要和基督連成一體
[00:13:18.840 --> 00:13:21.800]  然後在基督裏面的活石
[00:13:21.800 --> 00:13:25.720]  它們可以再次彼此連成一體
[00:13:25.720 --> 00:13:27.920]  這裏說的是有兩種關係
[00:13:27.920 --> 00:13:29.720]  第一種關係是vertical relationship
[00:13:29.720 --> 00:13:31.160]  是一個上下的關係
[00:13:31.160 --> 00:13:33.280]  是上帝與我們的關係
[00:13:33.280 --> 00:13:36.920]  接著再說horizontal relationship
[00:13:36.920 --> 00:13:40.840]  再說一個平面的關係
[00:13:40.840 --> 00:13:42.040]  上帝在挑戰我們
[00:13:42.040 --> 00:13:43.080]  上帝在問我們
[00:13:43.080 --> 00:13:45.880]  我們和上帝有沒有一個vertical relationship
[00:13:45.880 --> 00:13:50.800]  有沒有一個上而下的關係
[00:13:50.800 --> 00:13:55.160]  你和上帝有沒有一個上而下的關係
[00:13:55.160 --> 00:13:56.840]  可能你在公理堂出世
[00:13:56.840 --> 00:14:00.240]  可能你至少已經是嬰孩寄世
[00:14:00.240 --> 00:14:02.720]  可能你整個生命
[00:14:02.720 --> 00:14:04.920]  你這麼多年都在公理堂裏面
[00:14:04.920 --> 00:14:07.520]  公理堂裏面所有的人都是你的家人
[00:14:07.520 --> 00:14:09.040]  都是你的朋友
[00:14:09.040 --> 00:14:11.280]  公理堂所有的活動你都參加過
[00:14:11.280 --> 00:14:13.400]  所有的團契你都去過
[00:14:13.400 --> 00:14:15.600]  所有的執事執委
[00:14:15.600 --> 00:14:18.440]  所有的師班你全部認識
[00:14:18.440 --> 00:14:21.800]  但你只有一個horizontal relationship
[00:14:21.800 --> 00:14:25.240]  除非你和上帝有一個上下的關係
[00:14:25.240 --> 00:14:26.640]  有一個vertical relationship
[00:14:26.640 --> 00:14:29.040]  你有平面的關係
[00:14:29.040 --> 00:14:31.160]  沒有辦法讓你進入天國
[00:14:31.160 --> 00:14:32.600]  你明白嗎?
[00:14:32.600 --> 00:14:34.360]  上帝在問我們
[00:14:34.360 --> 00:14:38.280]  我們需要參與上帝這個建築的計劃
[00:14:38.280 --> 00:14:42.360]  但是參與的首部條件
[00:14:42.360 --> 00:14:45.120]  不是加入一個平面的關係
[00:14:45.120 --> 00:14:49.680]  而是要和上帝有一個關係
[00:14:49.680 --> 00:14:51.440]  另外一個角度來看
[00:14:51.440 --> 00:14:54.000]  如果你今天是第一次來公理堂
[00:14:54.000 --> 00:14:55.640]  原來你從來沒有去過教會
[00:14:55.640 --> 00:14:57.360]  但是你聽了這個福音
[00:14:57.360 --> 00:15:00.200]  你願意迴轉信靠主耶穌基督
[00:15:00.200 --> 00:15:03.440]  今天你就可以即刻參加
[00:15:03.440 --> 00:15:06.960]  上帝在地上的建築計劃
[00:15:06.960 --> 00:15:08.960]  這個帶我們進入
[00:15:08.960 --> 00:15:11.000]  彼得前書第二章第五節
[00:15:11.000 --> 00:15:13.640]  整段聖經的高峰
[00:15:13.640 --> 00:15:15.640]  「你們作為活石
[00:15:15.640 --> 00:15:18.840]  要被建造成屬靈的殿
[00:15:18.840 --> 00:15:20.640]  成為聖傑的祭司
[00:15:20.640 --> 00:15:22.600]  藉著耶穌基督獻上
[00:15:22.600 --> 00:15:26.280]  蒙上帝月立的屬靈祭物」
[00:15:26.280 --> 00:15:27.560]  彼得正在給我們一個
[00:15:27.560 --> 00:15:30.400]  建立使命教會的藍圖
[00:15:30.400 --> 00:15:33.240]  有人叫他做「靈公三部曲」
[00:15:33.240 --> 00:15:34.360]  哪三部曲?
[00:15:34.360 --> 00:15:37.040]  第一要建造一個聖殿
[00:15:37.040 --> 00:15:39.320]  第二聚集祭司
[00:15:39.320 --> 00:15:42.400]  第三獻上祭物
[00:15:42.400 --> 00:15:44.960]  你這樣聽是很有意思的
[00:15:44.960 --> 00:15:47.360]  但是你如果仔細去讀這段聖經
[00:15:47.360 --> 00:15:49.240]  你會發現其實他所說的
[00:15:49.240 --> 00:15:52.360]  不應該是「靈公三部曲」
[00:15:52.360 --> 00:15:54.080]  因為當你說的東西是「三部曲」
[00:15:54.080 --> 00:15:56.360]  就是說它是有一個次序的
[00:15:56.360 --> 00:15:57.880]  但是你會發現這三樣東西
[00:15:57.880 --> 00:16:00.120]  彼得所說的東西可以是同步發生
[00:16:00.120 --> 00:16:02.360]  他不需要逐步來的
[00:16:02.360 --> 00:16:04.280]  彼得好像在說三樣東西
[00:16:04.280 --> 00:16:06.800]  但是其實他在說一樣東西
[00:16:06.800 --> 00:16:08.920]  有沒有留意無論他是在說活石
[00:16:08.920 --> 00:16:09.800]  在說祭司
[00:16:09.800 --> 00:16:10.960]  在說祭物
[00:16:10.960 --> 00:16:13.200]  其實都是在說同一群人
[00:16:13.200 --> 00:16:15.040]  都是在說同一件事情
[00:16:15.040 --> 00:16:17.320]  只不過他用三個不同的角度
[00:16:17.320 --> 00:16:18.760]  去看同一件事情
[00:16:18.760 --> 00:16:22.200]  所以他所說的不是「靈公三部曲」
[00:16:22.200 --> 00:16:24.440]  而是「靈公三透視」
[00:16:24.440 --> 00:16:25.680]  Perspectives
[00:16:25.680 --> 00:16:27.680]  有三個不同的角度
[00:16:27.680 --> 00:16:29.440]  三個不同的Perspectives
[00:16:29.440 --> 00:16:32.640]  去看同一件事情
[00:16:32.640 --> 00:16:36.320]  上帝要建立的不是一個機構組織
[00:16:36.320 --> 00:16:39.000]  上帝不是要我們先建了一個大樓
[00:16:39.000 --> 00:16:40.480]  再招集會員
[00:16:40.480 --> 00:16:42.080]  接著就開始活動
[00:16:42.080 --> 00:16:44.680]  這樣我們就做了上帝的工作
[00:16:44.680 --> 00:16:48.760]  上帝要的是一個屬靈的宮殿
[00:16:48.760 --> 00:16:50.520]  在這個屬靈宮殿的建造裏面
[00:16:50.520 --> 00:16:52.760]  不需要任何的建築材料
[00:16:52.760 --> 00:16:54.120]  不需要籌款
[00:16:54.120 --> 00:16:56.560]  不需要任何的熟悉的資源
[00:16:56.560 --> 00:16:58.200]  但是需要人
[00:16:58.200 --> 00:16:59.880]  需要有人的參與
[00:16:59.880 --> 00:17:00.920]  但是你要小心
[00:17:00.920 --> 00:17:02.480]  他不是在說普通人
[00:17:02.480 --> 00:17:05.440]  上帝不是叫我們去銅鑼灣招集義工
[00:17:05.440 --> 00:17:07.720]  有一堆人願意來做一些活動
[00:17:07.720 --> 00:17:09.600]  這樣我們就建立到一間教會
[00:17:09.600 --> 00:17:12.320]  上帝要的不是普通人
[00:17:12.320 --> 00:17:15.800]  上帝要的是活石人
[00:17:15.800 --> 00:17:18.640]  上帝說要建立上帝的靈宮
[00:17:18.640 --> 00:17:21.800]  必須要有復活的石人
[00:17:21.800 --> 00:17:24.160]  一個、兩個、三個、四個
[00:17:24.160 --> 00:17:26.720]  所有都是真正在基督裏面的
[00:17:26.720 --> 00:17:28.000]  你有復活的石人
[00:17:28.000 --> 00:17:30.480]  你就可以建立上帝的靈宮
[00:17:30.480 --> 00:17:31.840]  你沒有復活的石人
[00:17:31.840 --> 00:17:32.880]  你有多少錢
[00:17:32.880 --> 00:17:34.080]  有多少材料
[00:17:34.080 --> 00:17:35.040]  有多少資源
[00:17:35.040 --> 00:17:40.520]  都沒有辦法建立一個復活的靈宮
[00:17:40.520 --> 00:17:43.240]  我不知道你有沒有發現這三樣東西
[00:17:43.240 --> 00:17:45.280]  彼得在說很重要的三樣東西
[00:17:45.280 --> 00:17:46.320]  聖殿
[00:17:46.320 --> 00:17:47.000]  祭司
[00:17:47.000 --> 00:17:47.960]  祭民
[00:17:47.960 --> 00:17:50.200]  好像是要我們去做的
[00:17:50.200 --> 00:17:51.600]  但有沒有發現這三樣東西
[00:17:51.600 --> 00:17:55.040]  其實已經在耶穌基督裏面成了
[00:17:55.040 --> 00:17:58.520]  在耶穌基督的受死、復活、升天裏面
[00:17:58.520 --> 00:18:00.240]  耶穌其實已經成全了
[00:18:00.240 --> 00:18:02.280]  成就了這三樣東西
[00:18:02.280 --> 00:18:03.760]  在耶穌基督的復活裏面
[00:18:03.760 --> 00:18:07.040]  祂成為了永遠的聖殿
[00:18:07.040 --> 00:18:08.600]  在耶穌基督升天的時候
[00:18:08.600 --> 00:18:09.360]  祂現在在哪裏
[00:18:09.360 --> 00:18:10.600]  祂在神的右手邊
[00:18:10.600 --> 00:18:13.080]  祂是天上的大祭司
[00:18:13.080 --> 00:18:14.640]  在耶穌基督的受死裏面
[00:18:14.640 --> 00:18:18.200]  祂成為了那個完全的祭民
[00:18:18.200 --> 00:18:20.880]  在耶穌基督裏面
[00:18:20.880 --> 00:18:22.160]  祂已經成就了一切
[00:18:22.160 --> 00:18:24.440]  耶穌現代的所有的
[00:18:24.440 --> 00:18:25.600]  祂已經成就了
[00:18:25.600 --> 00:18:29.440]  然後祂再呼喚我們在祂裏面
[00:18:29.440 --> 00:18:32.560]  我們在大活石裏面
[00:18:32.560 --> 00:18:36.160]  我們的小活石開始成長
[00:18:36.160 --> 00:18:39.000]  去撐著主耶穌基督的身體
[00:18:39.000 --> 00:18:42.320]  這個是彼得很強調的一件事
