
[00:00:00.000 --> 00:00:01.680]  各位艇姐妹早晨
[00:04:10.480 --> 00:04:14.080]  我們進入了一個全新的人生
[00:04:14.080 --> 00:04:17.360]  是散發著光明的人生
[00:04:18.120 --> 00:04:20.880]  亦都是具有永恆意義的人生
[00:04:20.880 --> 00:04:27.080]  復活節是新的宇宙誕生的紀念日
[00:04:27.080 --> 00:04:30.200]  希望我們明白
[00:04:30.200 --> 00:04:32.800]  這個全新的世界
[00:04:32.800 --> 00:04:35.680]  以及全新的生命的意義
[00:04:35.680 --> 00:04:39.200]  不要只是慶祝幾天
[00:04:39.200 --> 00:04:46.000]  然後生命又回到黑暗和死亡的權勢之下
[00:04:47.080 --> 00:04:48.080]  正如
[00:04:48.080 --> 00:04:53.120]  不要進入一個任你吃的美食天堂
[00:04:53.120 --> 00:04:56.640]  你進去後,讚嘆幾聲
[00:04:56.640 --> 00:04:58.920]  「嘩!真是好好吃啊!」
[00:04:58.920 --> 00:05:01.080]  然後出來
[00:05:01.080 --> 00:05:03.040]  甚麼都沒吃過
[00:05:03.040 --> 00:05:04.440]  就走了
[00:05:04.440 --> 00:05:06.240]  餓著肚子
[00:05:06.240 --> 00:05:08.720]  然後又埋怨
[00:05:08.720 --> 00:05:11.080]  自己為何這麼餓呢?
[00:05:11.080 --> 00:05:13.560]  千萬不要這樣
[00:05:15.360 --> 00:05:18.600]  回到今天我們講到的書卷《文數記》
[00:05:18.600 --> 00:05:22.960]  我們來溫習一下之前的經卷
[00:05:22.960 --> 00:05:25.600]  《創世記》講到
[00:05:25.600 --> 00:05:27.840]  神揀選一個人
[00:05:27.840 --> 00:05:30.320]  作為歷史的點燈人
[00:05:30.320 --> 00:05:33.480]  在人間留著光明
[00:05:33.480 --> 00:05:36.480]  這個人就是阿伯拉罕
[00:05:36.480 --> 00:05:38.680]  神與他立約
[00:05:38.680 --> 00:05:41.320]  而這個約有三個元素
[00:05:41.320 --> 00:05:42.600]  第一
[00:05:43.120 --> 00:05:45.280]  就是他會有無數的後裔
[00:05:45.280 --> 00:05:47.040]  第二
[00:05:47.040 --> 00:05:51.400]  他們有一種歸屬神的生命質素
[00:05:51.400 --> 00:05:53.240]  第三
[00:05:53.240 --> 00:05:55.480]  就是他們有一塊土地
[00:05:55.480 --> 00:05:59.640]  為何需要有無數的後裔呢?
[00:05:59.640 --> 00:06:03.400]  因為一個人的力量太過單薄
[00:06:03.400 --> 00:06:05.920]  歷史太過黑暗
[00:06:05.920 --> 00:06:09.160]  需要一整個民族
[00:06:09.160 --> 00:06:11.480]  來點亮光明
[00:06:13.280 --> 00:06:14.680]  沒有足夠的後裔
[00:06:14.680 --> 00:06:17.400]  就沒有辦法形成一個民族
[00:06:17.400 --> 00:06:20.040]  在《創世記》裡
[00:06:20.040 --> 00:06:23.600]  阿伯拉罕、以撒、瓦割
[00:06:23.600 --> 00:06:25.720]  他們最大的考驗
[00:06:25.720 --> 00:06:28.160]  就是怎樣生小孩的問題
[00:06:28.160 --> 00:06:31.880]  到了《出埃及記》的時候
[00:06:31.880 --> 00:06:35.440]  後裔的問題已經解決了
[00:06:35.440 --> 00:06:39.080]  他們繁衍甚多
[00:06:39.080 --> 00:06:41.440]  甚至成為埃及人
[00:06:42.160 --> 00:06:43.320]  頭痛的問題
[00:06:43.320 --> 00:06:45.440]  現在
[00:06:45.440 --> 00:06:49.080]  重點到了第二個元素
[00:06:49.080 --> 00:06:51.760]  就是怎樣去建立一個民族
[00:06:51.760 --> 00:06:55.320]  建立一個屬神的民族
[00:06:55.320 --> 00:06:58.360]  要建立一個民族
[00:06:58.360 --> 00:07:00.800]  必須要有全民族
[00:07:00.800 --> 00:07:05.880]  黑骨銘心的一些經驗
[00:07:05.880 --> 00:07:09.520]  這些要成為一個民族的印記
[00:07:10.240 --> 00:07:13.120]  成為他們日後世世代代的
[00:07:13.120 --> 00:07:15.760]  不滅的集體的回憶
[00:07:15.760 --> 00:07:19.680]  出埃及這件事件
[00:07:19.680 --> 00:07:21.160]  這個經驗
[00:07:21.160 --> 00:07:23.920]  就是神給這個民族的
[00:07:23.920 --> 00:07:25.840]  難忘的經驗
[00:07:25.840 --> 00:07:27.920]  整整一個民族
[00:07:27.920 --> 00:07:32.080]  因著種種歷史的因由
[00:07:32.080 --> 00:07:34.600]  他們曾經成為
[00:07:34.600 --> 00:07:36.760]  苦不堪言的奴隸
[00:07:36.760 --> 00:07:38.120]  然後
[00:07:38.720 --> 00:07:40.560]  在種種神蹟之下
[00:07:40.560 --> 00:07:42.480]  他們過紅海
[00:07:42.480 --> 00:07:44.040]  出埃及
[00:07:44.040 --> 00:07:46.960]  成為了全新的自由人
[00:07:46.960 --> 00:07:49.600]  他們就用逾越節
[00:07:49.600 --> 00:07:52.240]  去紀念這個新的創造
[00:07:52.240 --> 00:07:56.200]  而這個就是他們民族的復活節
[00:07:56.200 --> 00:07:57.920]  而事實上
[00:07:57.920 --> 00:08:00.600]  主耶穌的受死和復活
[00:08:00.600 --> 00:08:02.400]  亦都是發生在
[00:08:02.400 --> 00:08:05.360]  逾越節的這些日子裏面
[00:08:05.360 --> 00:08:07.040]  直到今天
[00:08:07.720 --> 00:08:09.520]  猶太人的逾越節
[00:08:09.520 --> 00:08:13.720]  以及基督教的受難節與復活節
[00:08:13.720 --> 00:08:17.240]  其實仍然都是時時在同一段的日子
[00:08:17.240 --> 00:08:19.400]  以色列民族
[00:08:19.400 --> 00:08:21.480]  是一個特殊的民族
[00:08:21.480 --> 00:08:26.320]  他們以回憶一個救贖的事件
[00:08:26.320 --> 00:08:30.280]  作為他們永恆的身份的象徵
[00:08:30.280 --> 00:08:33.960]  民族的記號有了
[00:08:33.960 --> 00:08:37.240]  接著要著手處理的
[00:08:37.840 --> 00:08:40.240]  就是在這個民族裏面
[00:08:40.240 --> 00:08:41.800]  塗造一種
[00:08:41.800 --> 00:08:43.400]  歸屬神的
[00:08:43.400 --> 00:08:45.120]  生命的質素
[00:08:45.120 --> 00:08:47.560]  這就是利尾記的主題
[00:08:47.560 --> 00:08:51.080]  很繁瑣的誡命和規條
[00:08:51.080 --> 00:08:54.760]  就是讓他們與別不同
[00:08:54.760 --> 00:08:59.680]  而怎樣將這個歸屬神的生命的質素
[00:08:59.680 --> 00:09:01.320]  深深地
[00:09:01.320 --> 00:09:02.640]  明刻在
[00:09:02.640 --> 00:09:05.040]  這個民族的生命裏頭呢
[00:09:06.400 --> 00:09:10.120]  怎樣讓這個歸屬神的生命的質素
[00:09:10.120 --> 00:09:11.440]  成為他們
[00:09:11.440 --> 00:09:13.000]  靈魂的
[00:09:13.000 --> 00:09:14.280]  紋理呢
[00:09:14.280 --> 00:09:19.560]  神就讓他們在曠野裏面受考驗
[00:09:19.560 --> 00:09:22.640]  曠野是一個
[00:09:22.640 --> 00:09:24.960]  雕刻生命的地方
[00:09:24.960 --> 00:09:26.720]  曠野呢
[00:09:26.720 --> 00:09:28.240]  什麼都沒有
[00:09:28.240 --> 00:09:30.640]  就最能夠考驗人
[00:09:30.640 --> 00:09:33.720]  是不是全心這樣依靠神
[00:09:36.080 --> 00:09:37.920]  今天我們說文素記
[00:09:37.920 --> 00:09:41.720]  文素記在希伯來文的聖經裏面
[00:09:41.720 --> 00:09:44.160]  這個經卷的名稱
[00:09:44.160 --> 00:09:45.800]  他的希伯來文
[00:09:45.800 --> 00:09:47.520]  那個意義就是
[00:09:47.520 --> 00:09:48.880]  在曠野
[00:09:48.880 --> 00:09:51.680]  今天我們看看這個民族
[00:09:51.680 --> 00:09:53.560]  在曠野裏面
[00:09:53.560 --> 00:09:55.000]  受的考驗
[00:09:55.000 --> 00:09:57.800]  離開了埃及
[00:09:57.800 --> 00:09:59.320]  在進入
[00:09:59.320 --> 00:10:02.760]  神應許給他們的一個迦南地之前
[00:10:02.760 --> 00:10:05.200]  他們中間會經過
[00:10:05.600 --> 00:10:06.960]  一段曠野的路
[00:10:06.960 --> 00:10:09.080]  在曠野
[00:10:09.080 --> 00:10:12.240]  人的需要變得很強烈
[00:10:12.240 --> 00:10:13.800]  人性
[00:10:13.800 --> 00:10:16.320]  受到很大的考驗
[00:10:16.320 --> 00:10:20.680]  人性的考驗在曠野變得很明顯
[00:10:20.680 --> 00:10:22.360]  在曠野
[00:10:22.360 --> 00:10:23.800]  沒東西好吃
[00:10:23.800 --> 00:10:25.760]  沒水可喝
[00:10:25.760 --> 00:10:28.480]  人就變得很暴躁
[00:10:28.480 --> 00:10:30.240]  接著
[00:10:30.240 --> 00:10:31.880]  在這個曠野的地方
[00:10:31.880 --> 00:10:33.920]  他們就不斷地去挑戰
[00:10:33.920 --> 00:10:35.560]  摩西的領導
[00:10:36.600 --> 00:10:39.760]  這些情節經常發生
[00:10:39.760 --> 00:10:41.440]  而文素記
[00:10:41.440 --> 00:10:45.360]  就是不斷記載這些周而復始的事件
[00:10:45.360 --> 00:10:48.360]  當然我們知道後來
[00:10:48.360 --> 00:10:50.280]  耶穌出道的時候
[00:10:50.280 --> 00:10:52.880]  刻意進入這個曠野
[00:10:52.880 --> 00:10:56.840]  經受這種沒東西吃的考驗
[00:10:56.840 --> 00:10:58.520]  然後
[00:10:58.520 --> 00:11:00.160]  耶穌讓人明白
[00:11:00.160 --> 00:11:02.800]  人活著不是單靠食物
[00:11:02.800 --> 00:11:05.480]  乃是靠神口裏所出的
[00:11:05.600 --> 00:11:06.680]  一切話
[00:11:06.680 --> 00:11:10.960]  在人性經受磨爛的時候
[00:11:10.960 --> 00:11:14.640]  多少人能夠真的依靠
[00:11:14.640 --> 00:11:17.040]  神口裏所出的話
[00:11:17.040 --> 00:11:19.480]  而能夠克服艱難呢
[00:11:19.480 --> 00:11:21.880]  曠野
[00:11:21.880 --> 00:11:25.600]  的確是人性最大的考驗的場所
[00:11:25.600 --> 00:11:27.320]  因此
[00:11:27.320 --> 00:11:29.400]  也同時是丟掉
[00:11:29.400 --> 00:11:32.680]  歸屬神的生命質素的
[00:11:32.680 --> 00:11:34.320]  最佳的地方
[00:11:36.360 --> 00:11:37.120]  很快
[00:11:37.120 --> 00:11:41.200]  以色列民就去到加南地的邊界
[00:11:41.200 --> 00:11:45.400]  他們決定派一些探子
[00:11:45.400 --> 00:11:47.880]  去探探虛實
[00:11:47.880 --> 00:11:51.200]  他們有12個支派
[00:11:51.200 --> 00:11:54.640]  然後他們每個支派就派一個領袖
[00:11:54.640 --> 00:11:57.280]  潛入這個加南地
[00:11:57.280 --> 00:12:00.640]  看看這塊地是怎樣的
[00:12:00.640 --> 00:12:02.840]  是好是壞
[00:12:02.840 --> 00:12:04.800]  又看看
[00:12:05.240 --> 00:12:07.600]  這個地裏面的人是怎樣的
[00:12:07.600 --> 00:12:09.640]  是強是弱
[00:12:09.640 --> 00:12:13.160]  探子回來報信
[00:12:13.160 --> 00:12:16.440]  他說這個地是美地
[00:12:16.440 --> 00:12:19.320]  是物產豐茂之地
[00:12:19.320 --> 00:12:21.160]  但同時
[00:12:21.160 --> 00:12:23.320]  那個地的人
[00:12:23.320 --> 00:12:25.560]  高大強悍
[00:12:25.560 --> 00:12:28.760]  然後他們有一個這樣的結論
[00:12:28.760 --> 00:12:30.440]  那些探子說
[00:12:30.440 --> 00:12:33.080]  我們所窺探
[00:12:33.080 --> 00:12:34.960]  所經過之地
[00:12:35.640 --> 00:12:37.560]  是吞吃居民之地
[00:12:37.560 --> 00:12:40.960]  我們在那裏所看見的人民
[00:12:40.960 --> 00:12:43.120]  都身量高大
[00:12:43.120 --> 00:12:46.760]  我們在那裏見到阿納族人
[00:12:46.760 --> 00:12:48.440]  他們是偉人
[00:12:48.440 --> 00:12:51.000]  他們是偉人的後裔
[00:12:51.000 --> 00:12:53.120]  據我們看
[00:12:53.120 --> 00:12:56.040]  自己就如炸蟒一樣
[00:12:56.040 --> 00:12:58.400]  據他們看
[00:12:58.400 --> 00:13:01.520]  我們也是如此
[00:13:05.240 --> 00:13:07.080]  探子這樣回報
[00:13:07.080 --> 00:13:12.800]  當然會帶來災難性的後果
[00:13:12.800 --> 00:13:18.320]  今日講到的經文就接著上述的故事
[00:13:18.320 --> 00:13:24.520]  經文記載在文素記第十四章第一至第十節
[00:13:24.520 --> 00:13:29.320]  當那些探子做了這樣的回報
[00:13:29.320 --> 00:13:32.800]  那些群眾會有什麼反應呢
[00:13:33.720 --> 00:13:38.080]  文素記第十四章第一至第十節
[00:13:38.080 --> 00:13:39.600]  經文這樣記載
[00:13:39.600 --> 00:13:40.960]  第十四章第一節
[00:13:40.960 --> 00:13:42.920]  當下
[00:13:42.920 --> 00:13:46.280]  全會眾大聲喧嚷
[00:13:46.280 --> 00:13:49.320]  那夜百姓都哭號
[00:13:49.320 --> 00:13:54.840]  以色列眾人向摩西亞倫發怨言
[00:13:54.840 --> 00:13:58.560]  全會眾對他們說
[00:13:58.560 --> 00:14:00.280]  巴不得
[00:14:00.280 --> 00:14:02.880]  我們早死在埃及地
[00:14:03.520 --> 00:14:05.520]  或是死在這曠野
[00:14:05.520 --> 00:14:07.680]  夜禍說
[00:14:07.680 --> 00:14:08.840]  為什麼
[00:14:08.840 --> 00:14:10.840]  為什麼呢
[00:14:10.840 --> 00:14:14.680]  為什麼把我們領到這地
[00:14:14.680 --> 00:14:16.120]  領到那地
[00:14:16.120 --> 00:14:19.120]  使我們倒在刀下呢
[00:14:19.120 --> 00:14:22.120]  我們的妻子和孩子
[00:14:22.120 --> 00:14:23.360]  必備努力
[00:14:23.360 --> 00:14:26.200]  我們回埃及去
[00:14:26.200 --> 00:14:28.440]  豈不好嗎
[00:14:28.440 --> 00:14:31.440]  眾人彼此說
[00:14:32.160 --> 00:14:34.080]  我們不如立一個首領
[00:14:34.080 --> 00:14:36.400]  回埃及去吧
[00:14:36.400 --> 00:14:40.000]  第十四章第五節
[00:14:40.000 --> 00:14:43.360]  摩西亞倫就苦服
[00:14:43.360 --> 00:14:46.240]  在以色列全會眾面前
[00:14:46.240 --> 00:14:50.080]  窺探地的人中
[00:14:50.080 --> 00:14:53.440]  亂的兒子約書亞
[00:14:53.440 --> 00:14:56.840]  和耶穌尼的兒子加勒
[00:14:56.840 --> 00:14:59.000]  就撕裂衣服
[00:15:00.560 --> 00:15:02.600]  對以色列全會眾說
[00:15:02.600 --> 00:15:05.160]  我們所窺探
[00:15:05.160 --> 00:15:06.960]  經過之地
[00:15:06.960 --> 00:15:08.760]  是極美之地
[00:15:08.760 --> 00:15:12.080]  耶和華若喜悅我們
[00:15:12.080 --> 00:15:15.160]  就必將我們領進那地
[00:15:15.160 --> 00:15:17.960]  把那地賜給我們
[00:15:17.960 --> 00:15:21.280]  那地原是流奶與物之地
[00:15:21.280 --> 00:15:24.880]  但你們不可背叛耶和華
[00:15:24.880 --> 00:15:27.960]  也不要怕那地的居民
[00:15:28.720 --> 00:15:31.280]  因為他們是我們的食物
[00:15:31.280 --> 00:15:33.600]  而且隱蔽他們的
[00:15:33.600 --> 00:15:35.640]  已經離開他們
[00:15:35.640 --> 00:15:38.960]  有耶和華與我們同在
[00:15:38.960 --> 00:15:40.760]  不要怕他們
[00:15:40.760 --> 00:15:43.820]  但全會眾說
[00:15:43.820 --> 00:15:46.900]  那石頭打死他們兩人
[00:15:46.900 --> 00:15:48.680]  忽然
[00:15:48.680 --> 00:15:51.500]  耶和華的榮光
[00:15:51.500 --> 00:15:53.540]  在會幕中
[00:15:53.540 --> 00:15:56.360]  向以色列眾人顯現
[00:15:59.440 --> 00:16:02.000]  讓我們一起來看看這段經文
[00:16:02.000 --> 00:16:04.560]  這些文字的表達
[00:16:04.560 --> 00:16:07.640]  第十四章第一節
[00:16:07.640 --> 00:16:08.920]  那裡說到
[00:16:08.920 --> 00:16:10.200]  那夜
[00:16:10.200 --> 00:16:12.500]  百姓都哭號
[00:16:12.500 --> 00:16:15.560]  可以想像
[00:16:15.560 --> 00:16:19.160]  當那幫人聽到探子的回報
[00:16:19.160 --> 00:16:21.960]  他們的那種失望
[00:16:21.960 --> 00:16:23.760]  那夜
[00:16:23.760 --> 00:16:25.300]  是一個長夜
[00:16:25.300 --> 00:16:27.360]  而哭號
[00:16:27.600 --> 00:16:31.440]  就將他們原先這個希望之旅
[00:16:31.440 --> 00:16:34.000]  就變成絕望之路
[00:16:34.000 --> 00:16:36.820]  第十四章第二節
[00:16:36.820 --> 00:16:39.120]  全會眾都說
[00:16:39.120 --> 00:16:42.440]  巴不得我們早死在埃及
[00:16:42.440 --> 00:16:45.520]  或者死在這個曠野
[00:16:45.520 --> 00:16:47.560]  你看看這些字眼
[00:16:47.560 --> 00:16:51.140]  一是就死在那裡
[00:16:51.140 --> 00:16:52.940]  早死早著
[00:16:52.940 --> 00:16:55.240]  一是就死在這裡
[00:16:56.780 --> 00:16:57.800]  他們認為
[00:16:57.800 --> 00:16:59.600]  其實是
[00:16:59.600 --> 00:17:00.880]  橫又死
[00:17:00.880 --> 00:17:02.680]  點又死
[00:17:02.680 --> 00:17:05.740]  一是就在那裡死
[00:17:05.740 --> 00:17:07.540]  一是就在這裡死
[00:17:07.540 --> 00:17:09.840]  他們沒有其他的想法
[00:17:09.840 --> 00:17:13.160]  第十四章第三節
[00:17:13.160 --> 00:17:14.960]  他們說
[00:17:15.050 --> 00:17:21.050]  夜禍說為什麼把我們領到那個地方呢?
[00:17:21.050 --> 00:17:23.050]  為什麼?
[00:17:23.050 --> 00:17:25.050]  大家都知道
[00:17:25.050 --> 00:17:27.050]  一問為什麼
[00:17:27.050 --> 00:17:29.050]  就是質疑
[00:17:29.050 --> 00:17:32.050]  就是不信任
[00:17:32.050 --> 00:17:35.050]  一切的問題就會開始
[00:17:35.050 --> 00:17:38.050]  當一個妻子問丈夫
[00:17:38.050 --> 00:17:40.050]  為什麼
[00:17:40.050 --> 00:17:42.050]  你的衣服上
[00:17:42.050 --> 00:17:46.050]  有一條這麼長的頭髮夾
[00:17:46.050 --> 00:17:49.050]  一問一個為什麼
[00:17:49.050 --> 00:17:53.050]  所有問題都會出現
[00:17:53.050 --> 00:17:55.050]  第十四章第三節
[00:17:55.050 --> 00:17:57.050]  他們說
[00:17:57.050 --> 00:17:59.050]  我們回埃及去
[00:17:59.050 --> 00:18:04.050]  豈不更好嗎?
[00:18:04.050 --> 00:18:08.050]  這個是經過思考
[00:18:08.050 --> 00:18:10.050]  經過比較
[00:18:10.050 --> 00:18:14.050]  經過抉擇的一個結果
[00:18:14.050 --> 00:18:17.050]  比較起來
[00:18:17.050 --> 00:18:19.050]  走這條路
[00:18:19.050 --> 00:18:22.050]  真的不太好
[00:18:22.050 --> 00:18:28.050]  回埃及更可取
[00:18:28.050 --> 00:18:30.050]  去得到一塊
[00:18:30.050 --> 00:18:34.050]  不可能得到的應許之地
[00:18:34.050 --> 00:18:37.050]  這個是愚蠢的行為
[00:18:37.050 --> 00:18:39.050]  而回埃及
[00:18:39.050 --> 00:18:42.050]  做一個奴隸
[00:18:42.050 --> 00:18:44.050]  更穩當
[00:18:44.050 --> 00:18:47.050]  神信不過
[00:18:47.050 --> 00:18:51.050]  信自己好過
[00:18:51.050 --> 00:18:54.050]  第十四章第四節
[00:18:54.050 --> 00:18:56.050]  眾人彼此說
[00:18:56.050 --> 00:18:58.050]  我們不如立一個首領
[00:18:58.050 --> 00:19:03.050]  回埃及去
[00:19:03.050 --> 00:19:08.050]  人性的悲劇莫大於此
[00:19:08.050 --> 00:19:13.050]  神立一個領袖
[00:19:13.050 --> 00:19:17.050]  帶他們離開埃及
[00:19:17.050 --> 00:19:20.050]  但是他們寧願立一個領袖
[00:19:20.050 --> 00:19:24.050]  帶他們回埃及
[00:19:24.050 --> 00:19:29.050]  剛剛才出黑暗入光明
[00:19:29.050 --> 00:19:32.050]  現在他們就要出光明
[00:19:32.050 --> 00:19:35.050]  入黑暗
[00:19:35.050 --> 00:19:38.050]  剛剛才度過復活節
[00:19:38.050 --> 00:19:41.050]  現在卻是甘心
[00:19:41.050 --> 00:19:44.050]  擁抱著死亡
[00:19:44.050 --> 00:19:46.050]  無怪負他們哭了一個
[00:19:46.050 --> 00:19:49.050]  漫漫的長夜
[00:19:49.050 --> 00:19:53.050]  人性如此
[00:19:53.050 --> 00:19:58.050]  其實我們都是這樣的
[00:19:58.050 --> 00:20:01.050]  第十四章第五節
[00:20:01.050 --> 00:20:05.050]  摩西和亞倫就俯伏在
[00:20:05.050 --> 00:20:08.050]  以色列全會眾的面前
[00:20:08.050 --> 00:20:10.050]  摩西亞倫在這裡
[00:20:10.050 --> 00:20:13.050]  他不是俯伏在神的面前
[00:20:13.050 --> 00:20:17.050]  故此他們應該不是向神認罪
[00:20:17.050 --> 00:20:21.050]  而是以一種謙卑的生命
[00:20:21.050 --> 00:20:23.050]  勸阻這幫人
[00:20:23.050 --> 00:20:28.050]  希望所有的人都能夠謙卑下來
[00:20:28.050 --> 00:20:33.050]  又或者摩西亞倫這樣的做法
[00:20:33.050 --> 00:20:38.050]  是對這幫會眾做一個這樣的選擇
[00:20:38.050 --> 00:20:45.050]  他們表達一種深切的哀傷
[00:20:45.050 --> 00:20:48.050]  會眾對神絕望
[00:20:48.050 --> 00:20:52.050]  而摩西亞倫就對他們的絕望
[00:20:52.050 --> 00:20:56.050]  表達哀傷
[00:20:56.050 --> 00:20:59.050]  第十四章第六節
[00:20:59.050 --> 00:21:01.050]  窺探地的人中
[00:21:01.050 --> 00:21:03.050]  有兩個人
[00:21:03.050 --> 00:21:05.050]  亂的兒子約書亞
[00:21:05.050 --> 00:21:08.050]  和耶穌尼的兒子迦勒
[00:21:08.050 --> 00:21:11.050]  就撕裂衣服
[00:21:11.050 --> 00:21:15.050]  約書亞和迦勒都曾經
[00:21:15.050 --> 00:21:19.050]  是這十二個探子的其中兩個人
[00:21:19.050 --> 00:21:21.050]  都是曾經一起去過
[00:21:21.050 --> 00:21:24.050]  去窺探那個地方
[00:21:24.050 --> 00:21:29.050]  他們兩個人有不同的看法
[00:21:29.050 --> 00:21:34.050]  他們不同意其他十個探子的報告
[00:21:34.050 --> 00:21:37.050]  他們有另外一種看法
[00:21:37.050 --> 00:21:39.050]  他們撕裂衣服
[00:21:39.050 --> 00:21:44.050]  明確地表達他們兩個人的憤慨
[00:21:44.050 --> 00:21:46.050]  第十四章第七節
[00:21:46.050 --> 00:21:47.050]  他們說
[00:21:47.050 --> 00:21:53.050]  我們所窺探所經過的地是極美之地
[00:21:53.050 --> 00:21:55.050]  大家想想
[00:21:55.050 --> 00:21:57.050]  所有人說什麼
[00:21:57.050 --> 00:22:02.050]  會埃及是好的
[00:22:02.050 --> 00:22:05.050]  約書亞和迦勒卻是說
[00:22:05.050 --> 00:22:08.050]  我們前面要去的地
[00:22:08.050 --> 00:22:13.050]  才是極好的
[00:22:13.050 --> 00:22:16.050]  面對同一個現實
[00:22:16.050 --> 00:22:23.050]  這兩個人有不同的價值判斷
[00:22:23.050 --> 00:22:26.050]  現實歸現實
[00:22:26.050 --> 00:22:30.050]  而怎樣去看待這個現實
[00:22:30.050 --> 00:22:33.050]  而做一個價值的判斷
[00:22:33.050 --> 00:22:35.050]  是另外一回事
[00:22:35.050 --> 00:22:40.050]  這兩個人做了不一樣的選擇
[00:22:40.050 --> 00:22:42.050]  第十四章第八節
[00:22:42.050 --> 00:22:43.050]  這兩個人說
[00:22:43.050 --> 00:22:46.050]  耶和華若喜悅我們
[00:22:46.050 --> 00:22:49.050]  就必將我們領進那地
[00:22:49.050 --> 00:22:52.050]  把那地賜給我們
[00:22:52.050 --> 00:22:57.050]  那地原是流奶與物之地
[00:22:57.050 --> 00:23:00.050]  重點不是艱難
[00:23:00.050 --> 00:23:06.050]  重點是我們是否土神喜悅
[00:23:06.050 --> 00:23:09.050]  這才是重點
