
[00:00:00.000 --> 00:00:04.060]  今天 我們要講菲律賓書的第四章
[00:06:14.700 --> 00:06:22.580]  他說如果我能夠快點與主在一起就好了
[00:06:22.580 --> 00:06:24.900]  他不是因爲在他生活的艱苦
[00:06:24.900 --> 00:06:25.620]  他受不了
[00:06:25.620 --> 00:06:28.500]  所以他想要快點去見主面
[00:06:28.500 --> 00:06:32.260]  而是因爲他已經在他的生命裏面
[00:06:32.260 --> 00:06:37.020]  拿了這個寶貝
[00:06:37.020 --> 00:06:42.820]  就是耶穌的生命已經進入了他的生命當中
[00:06:42.820 --> 00:06:46.740]  以致我在這個環境裏面
[00:06:46.740 --> 00:06:51.180]  我在地如天的一種生活和信仰態度
[00:06:51.180 --> 00:06:54.100]  無論發生什麼事
[00:06:54.100 --> 00:06:57.340]  是在生的或者去到主的面前
[00:06:57.340 --> 00:07:01.380]  我仍然可以有一個喜樂的心去面對
[00:07:01.380 --> 00:07:04.500]  所以他就鼓勵菲律賓的信徒
[00:07:04.500 --> 00:07:07.220]  我這封信已經寫完了
[00:07:07.220 --> 00:07:09.460]  我寫完了 我沒有東西再寫了
[00:07:09.460 --> 00:07:13.100]  但是我希望你可以去記住這一句話
[00:07:13.100 --> 00:07:14.620]  你們要喜樂
[00:07:14.620 --> 00:07:17.300]  我在說 你們要喜樂
[00:07:17.300 --> 00:07:24.660]  那個在說不是我講的 是保羅講的
[00:07:24.660 --> 00:07:30.580]  還有 我們不是掩着我們的良心說
[00:07:30.580 --> 00:07:32.660]  OK 開心點
[00:07:32.660 --> 00:07:34.180]  OK 快樂點
[00:07:34.180 --> 00:07:36.340]  不只是這樣
[00:07:36.340 --> 00:07:39.820]  保羅那句話是說
[00:07:39.820 --> 00:07:44.820]  我們要在主裏喜樂
[00:07:44.820 --> 00:07:49.100]  中文聖經翻譯是靠主喜樂
[00:07:49.100 --> 00:07:51.620]  一樣的意思
[00:07:51.620 --> 00:07:55.180]  我們能夠在心裏面
[00:07:55.180 --> 00:08:00.300]  有一個從容的態度去面對
[00:08:00.300 --> 00:08:04.820]  是因爲主的生命的充滿
[00:08:04.820 --> 00:08:09.020]  是因爲在基督教裏面所講的這一份信念
[00:08:09.020 --> 00:08:11.860]  是令到我們無論發生什麼事
[00:08:11.860 --> 00:08:19.260]  我們仍然可以用一個從容的態度去面對
[00:08:19.260 --> 00:08:24.660]  這件事是挺困難的
[00:08:24.660 --> 00:08:30.900]  我要將保羅這句話講出來是很容易的
[00:08:30.900 --> 00:08:33.020]  用直接的廣東話
[00:08:33.020 --> 00:08:35.060]  開心點啦
[00:08:35.060 --> 00:08:37.580]  或者用一個分面式
[00:08:37.580 --> 00:08:39.420]  你們要開心
[00:08:39.420 --> 00:08:44.980]  用我這幾個字來講是很簡單的
[00:08:44.980 --> 00:08:49.220]  但是能夠可以活出一個喜樂的生命
[00:08:49.220 --> 00:08:53.580]  是很不容易的
[00:08:53.580 --> 00:08:57.220]  就算是面對各樣的危險
[00:08:57.220 --> 00:09:03.740]  我仍然可以用一個喜樂的心去面對
[00:09:03.740 --> 00:09:05.660]  在今天早上
[00:09:05.660 --> 00:09:08.180]  我們在教會歷史
[00:09:08.180 --> 00:09:10.580]  我們講教會歷史的第二堂
[00:09:10.580 --> 00:09:12.940]  就講到早期教會
[00:09:12.940 --> 00:09:21.860]  頭那三百年教會的信徒是面對大大小小的困難和迫害
[00:09:21.860 --> 00:09:26.740]  甚至是被殺害
[00:09:26.740 --> 00:09:28.580]  在早期的教會的信徒
[00:09:28.580 --> 00:09:33.580]  他爲我們留下了皆美的腳蹤
[00:09:33.580 --> 00:09:35.980]  或者你們都已經聽過很多次
[00:09:35.980 --> 00:09:45.500]  就是一個士美拿的主教悲裏甲被殺害的殉道的經過
[00:09:45.500 --> 00:09:49.060]  是一個非常好的見證
[00:09:49.060 --> 00:09:53.260]  是因爲信仰令我們對於迫害
[00:09:53.260 --> 00:09:58.380]  對於困難我們都有一個從容的態度
[00:09:58.380 --> 00:10:00.740]  當士美拿這個主教
[00:10:00.740 --> 00:10:02.220]  他要堅守信仰
[00:10:02.220 --> 00:10:08.940]  被拉到這個刑場來處決的時候
[00:10:08.940 --> 00:10:12.020]  那個處決官很不忍心
[00:10:12.020 --> 00:10:17.620]  他將這位八十多歲的老人家來處決
[00:10:17.620 --> 00:10:20.220]  因爲他沒有做過什麼錯事
[00:10:20.220 --> 00:10:24.060]  他只是信耶穌而已
[00:10:24.060 --> 00:10:26.940]  那個處決官他就說
[00:10:26.940 --> 00:10:28.420]  他說
[00:10:28.420 --> 00:10:30.460]  老人家
[00:10:30.460 --> 00:10:33.220]  你不如就說一句
[00:10:33.220 --> 00:10:34.860]  凱撒是主
[00:10:34.860 --> 00:10:36.220]  我放了你
[00:10:36.220 --> 00:10:40.580]  你不要再受苦了
[00:10:40.580 --> 00:10:46.340]  這位主教他跟那個處決官說
[00:10:46.340 --> 00:10:47.540]  他說
[00:10:47.540 --> 00:10:50.940]  我侍奉主八十六年
[00:10:50.940 --> 00:10:54.780]  我的主從來沒有虧待我
[00:10:54.780 --> 00:10:59.220]  我怎麼可以去離棄我的主呢
[00:10:59.220 --> 00:11:04.060]  我怎麼可以去否認我的主呢
[00:11:04.060 --> 00:11:05.180]  如果你不是這樣做
[00:11:05.180 --> 00:11:08.020]  我就會放你到那個鬥獸場
[00:11:08.020 --> 00:11:13.940]  我要讓那些獅子將你咬碎
[00:11:13.940 --> 00:11:15.740]  動手吧
[00:11:15.740 --> 00:11:18.100]  我完全不怕
[00:11:18.100 --> 00:11:19.940]  如果你不怕獅子和老虎的話
[00:11:19.940 --> 00:11:26.100]  我要綁你在一堆柴裏用火燒你
[00:11:26.100 --> 00:11:28.100]  長官
[00:11:28.100 --> 00:11:30.100]  你那堆火
[00:11:30.100 --> 00:11:33.740]  最多都是燒一個小時而已
[00:11:33.740 --> 00:11:34.940]  但是你知不知道
[00:11:34.940 --> 00:11:38.060]  如果你不領受基督的恩典
[00:11:38.060 --> 00:11:43.180]  地獄的火要永遠的去燒着你
[00:11:43.180 --> 00:11:49.020]  這個就是早期信徒留給我們美好的見證
[00:11:49.020 --> 00:11:51.060]  你們要喜樂
[00:11:51.060 --> 00:11:53.620]  無論遇到什麼事
[00:11:53.620 --> 00:11:57.180]  是我們去領受到這個恩典
[00:11:57.180 --> 00:12:00.260]  是給了我們一個新的生命
[00:12:00.260 --> 00:12:01.620]  這個是我們喜樂的源頭
[00:12:01.620 --> 00:12:03.100]  所以保羅說
[00:12:03.100 --> 00:12:06.740]  你們要靠主常常喜樂
[00:12:06.740 --> 00:12:10.180]  我們不需要用一些工具
[00:12:10.180 --> 00:12:12.140]  保羅告訴他們我們要喜樂
[00:12:12.140 --> 00:12:12.860]  第二方面
[00:12:12.860 --> 00:12:17.260]  在保羅對菲律比人的第二個勸告是什麼呢
[00:12:17.260 --> 00:12:21.060]  就是要放心
[00:12:21.060 --> 00:12:24.060]  要放心
[00:12:24.060 --> 00:12:25.340]  不需要掛累
[00:12:25.340 --> 00:12:26.460]  在聖經就是說
[00:12:26.460 --> 00:12:31.540]  應當一無掛累
[00:12:31.540 --> 00:12:33.900]  就是說不要那麼憂心
[00:12:33.900 --> 00:12:36.100]  不要那麼憂慮
[00:12:36.100 --> 00:12:38.980]  對於現代人來說這句話
[00:12:38.980 --> 00:12:41.660]  說完就好像沒有說一樣
[00:12:41.660 --> 00:12:44.620]  因爲在統計告訴我們
[00:12:44.620 --> 00:12:46.060]  無論在美國
[00:12:46.060 --> 00:12:48.140]  無論在香港
[00:12:48.140 --> 00:12:51.580]  有超過50%以上的人
[00:12:51.580 --> 00:12:55.700]  都是有抑鬱症的
[00:12:55.700 --> 00:12:56.860]  在今時今日
[00:12:56.860 --> 00:12:58.460]  我們有超過一半的人
[00:12:58.460 --> 00:12:59.620]  兩個人在一起
[00:12:59.620 --> 00:13:03.980]  而一個人就有抑鬱症
[00:13:03.980 --> 00:13:05.660]  但是保羅說
[00:13:05.660 --> 00:13:07.380]  放心啦
[00:13:07.380 --> 00:13:09.740]  不要憂慮啦
[00:13:09.740 --> 00:13:14.020]  是不是好像說了等於沒有說呢
[00:13:14.020 --> 00:13:16.500]  有一位精神科醫生
[00:13:16.500 --> 00:13:19.340]  他對憂慮有這樣的看法
[00:13:19.340 --> 00:13:20.380]  他說
[00:13:20.380 --> 00:13:24.380]  每一個人都有他的憂慮
[00:13:24.380 --> 00:13:26.700]  沒有任何憂慮的人
[00:13:26.700 --> 00:13:31.900]  就不能夠在這個
[00:13:31.900 --> 00:13:38.620]  充滿競爭的社會里面生存
[00:13:38.620 --> 00:13:42.380]  沒有了因爲憂慮而產生的動力
[00:13:42.380 --> 00:13:43.900]  我們就不能夠有效地
[00:13:43.900 --> 00:13:46.380]  去解決我們日常的生活
[00:13:46.380 --> 00:13:49.340]  上面所遇到的種種問題
[00:13:49.340 --> 00:13:53.740]  但是如果我們不停地去憂慮
[00:13:53.740 --> 00:13:55.740]  我們的人
[00:13:55.740 --> 00:13:57.940]  如果我們不停地憂慮的時候
[00:13:57.940 --> 00:14:01.540]  這個憂慮會產生大量的壓力
[00:14:01.540 --> 00:14:02.900]  會令到我們的心理
[00:14:02.900 --> 00:14:04.900]  和我們的身體上面
[00:14:04.900 --> 00:14:07.740]  是有不良的影響
[00:14:07.740 --> 00:14:09.300]  所以這位醫生就說
[00:14:09.300 --> 00:14:11.700]  他說我們要做的
[00:14:11.700 --> 00:14:14.100]  是要去控制我們的憂慮
[00:14:14.100 --> 00:14:20.980]  而不是停止所有的憂慮
[00:14:20.980 --> 00:14:25.740]  所以當我們去看保羅這句話
[00:14:25.740 --> 00:14:27.100]  不要憂慮
[00:14:27.100 --> 00:14:29.060]  應當一無掛慮的時候
[00:14:29.060 --> 00:14:30.740]  我們知道這個並不是一個
[00:14:30.740 --> 00:14:32.580]  消極的想法
[00:14:32.580 --> 00:14:35.820]  不是說我們不理我們自己日常上面
[00:14:35.820 --> 00:14:39.860]  我們需要去承擔的各樣的責任
[00:14:39.860 --> 00:14:43.380]  而是我們不要過分的憂慮
[00:14:43.380 --> 00:14:45.460]  不要過度的憂慮
[00:14:45.460 --> 00:14:49.580]  我們要去計劃我們自己的前面的生活
[00:14:49.580 --> 00:14:51.180]  我們對教會的事宮
[00:14:51.180 --> 00:14:52.820]  我們要去計劃
[00:14:52.820 --> 00:14:54.180]  我們對我們的家庭
[00:14:54.180 --> 00:14:55.860]  我們要去計劃
[00:14:55.860 --> 00:14:58.300]  我們要未雨綢繆
[00:14:58.300 --> 00:15:01.620]  要籌算
[00:15:01.620 --> 00:15:06.380]  但是不要過分的憂慮
[00:15:06.380 --> 00:15:09.140]  就是不要杞人憂天
[00:15:09.140 --> 00:15:10.140]  你知道
[00:15:10.140 --> 00:15:11.140]  杞人憂天
[00:15:11.140 --> 00:15:13.500]  它有一個成語的背景
[00:15:13.500 --> 00:15:14.900]  我最近看到另外一個
[00:15:14.900 --> 00:15:18.500]  現代版的杞人憂天的故事
[00:15:18.500 --> 00:15:21.100]  就是在一間學校裏面有一個老師
[00:15:21.100 --> 00:15:24.420]  長得挺帥的
[00:15:24.420 --> 00:15:25.620]  然後有一個人
[00:15:25.620 --> 00:15:27.940]  另外一個老師介紹了一個女孩
[00:15:27.940 --> 00:15:30.740]  給這個老師去認識
[00:15:30.740 --> 00:15:31.900]  她也不錯的
[00:15:31.900 --> 00:15:36.100]  你可以和她走一走
[00:15:36.100 --> 00:15:40.540]  這個老師是很杞人憂天的
[00:15:40.540 --> 00:15:41.660]  他就想
[00:15:41.660 --> 00:15:45.260]  如果我和這個女孩拍了拖
[00:15:45.260 --> 00:15:46.420]  要結婚的時候
[00:15:46.420 --> 00:15:50.100]  那就要花一大筆錢
[00:15:50.100 --> 00:15:52.740]  如果我們生了小孩
[00:15:52.740 --> 00:15:54.340]  要養大他
[00:15:54.340 --> 00:15:59.060]  那就更多錢
[00:15:59.060 --> 00:16:00.700]  如果我生了這些小孩
[00:16:00.700 --> 00:16:01.460]  他們長大了
[00:16:01.460 --> 00:16:02.220]  他們結婚
[00:16:02.220 --> 00:16:03.420]  又生的時候
[00:16:03.420 --> 00:16:09.180]  那就要更多錢
[00:16:09.180 --> 00:16:17.660]  我怎麼能夠應付呢
[00:16:17.660 --> 00:16:19.780]  他想着想着也想不通
[00:16:19.780 --> 00:16:22.460]  不如不要和這個女孩交往
[00:16:22.460 --> 00:16:24.060]  但是如果不和她交往
[00:16:24.060 --> 00:16:27.500]  那個女孩也會經常找着我
[00:16:27.500 --> 00:16:31.860]  那怎麼辦呢
[00:16:31.860 --> 00:16:36.260]  他於是就走投無路
[00:16:36.260 --> 00:16:43.940]  自己自殺死了
[00:16:43.940 --> 00:16:51.100]  我在網上看到一些新版杞人憂天的故事
[00:16:51.100 --> 00:16:55.260]  我不知道有多真實
[00:16:55.260 --> 00:16:56.780]  其實就是告訴我們
[00:16:56.780 --> 00:16:59.500]  我們是會這樣的
[00:16:59.500 --> 00:17:01.540]  有一些事出現的時候
[00:17:01.540 --> 00:17:08.500]  是會令我們不斷想着一些解決的方法
[00:17:08.500 --> 00:17:10.380]  你有沒有坐巴士
[00:17:10.380 --> 00:17:11.180]  坐電車
[00:17:11.180 --> 00:17:12.460]  坐地鐵的時候
[00:17:12.460 --> 00:17:15.940]  見到有些人在自言自語
[00:17:15.940 --> 00:17:20.420]  就是說有很多人捱餓
[00:17:20.420 --> 00:17:23.220]  是因爲我們自己在想一些東西
[00:17:23.220 --> 00:17:25.860]  不斷在想一些解決的方法
[00:17:25.860 --> 00:17:27.300]  希望用自己的方法
[00:17:27.300 --> 00:17:32.940]  能夠去解決得到
[00:17:32.940 --> 00:17:36.580]  如果是正常的
[00:17:36.580 --> 00:17:38.300]  那個精神科醫生告訴我們
[00:17:38.300 --> 00:17:42.180]  我們是需要有一種這樣的心態
[00:17:42.180 --> 00:17:46.540]  來嘗試去解決我們眼前的問題
[00:17:46.540 --> 00:17:52.860]  但是有時候我們想得太多
[00:17:52.860 --> 00:17:57.660]  是多到令我們睡不着覺
[00:17:57.660 --> 00:17:59.580]  坐車又想
[00:17:59.580 --> 00:18:01.460]  睡覺又想
[00:18:01.460 --> 00:18:05.820]  坐着聽講道又想
[00:18:05.820 --> 00:18:09.980]  我們不是不需要去微雨籌謀
[00:18:09.980 --> 00:18:13.660]  但是不要過分的去憂慮
[00:18:13.660 --> 00:18:17.740]  保羅他說應當一無掛慮
[00:18:17.740 --> 00:18:19.220]  有解經家告訴我們
[00:18:19.220 --> 00:18:21.340]  他說保羅這個的分娩
[00:18:21.340 --> 00:18:23.140]  是告訴我們
[00:18:23.140 --> 00:18:25.300]  雖然我們不能夠即時去解決
[00:18:25.300 --> 00:18:28.820]  我們面前的困難或者危機
[00:18:28.820 --> 00:18:32.020]  但是應當一無掛慮
[00:18:32.020 --> 00:18:34.660]  可以去調整我們自己的心態
[00:18:34.660 --> 00:18:39.100]  去積極的去面對前面的困難
[00:18:39.100 --> 00:18:43.300]  因爲憂慮不能夠幫我們解決問題
[00:18:43.300 --> 00:18:45.180]  耶穌也這麼說
[00:18:45.180 --> 00:18:46.820]  在《馬太福音》第六章
[00:18:46.820 --> 00:18:48.620]  祂說你們有哪一個
[00:18:48.620 --> 00:18:54.980]  能夠可以用思慮去增加受訴的一刻呢
[00:18:54.980 --> 00:18:57.380]  也就是說你們哪一個能夠可以
[00:18:57.380 --> 00:18:59.860]  是多一點的去優心一點
[00:18:59.860 --> 00:19:00.980]  再優心一點
[00:19:00.980 --> 00:19:02.060]  再擔心一點
[00:19:02.060 --> 00:19:04.540]  能夠令到我們的生活變得好一點的呢
[00:19:04.540 --> 00:19:08.300]  是不會的
[00:19:08.300 --> 00:19:10.420]  最幸福的人
[00:19:10.420 --> 00:19:15.460]  就是能夠可以去放手的人
[00:19:15.460 --> 00:19:20.660]  是不需要去爲着我們的生活有過分的憂慮
[00:19:20.660 --> 00:19:22.660]  早兩個星期
[00:19:22.660 --> 00:19:26.460]  我和師母去了臺灣
[00:19:26.460 --> 00:19:32.860]  我們去了一個腳底按摩
[00:19:32.860 --> 00:19:37.380]  那個醫師也很厲害
[00:19:37.380 --> 00:19:39.300]  按了這個月
[00:19:39.300 --> 00:19:44.140]  就說你好像你的鼻子有些問題
[00:19:44.140 --> 00:19:46.940]  還是有點失色
[00:19:46.940 --> 00:19:48.540]  他一按了這個地方
[00:19:48.540 --> 00:19:53.340]  他就說因爲有些不是很順暢的種種
[00:19:53.340 --> 00:19:56.700]  他說你是不是睡覺睡得不太好
[00:19:56.700 --> 00:20:00.220]  是不是經常發矇
[00:20:00.220 --> 00:20:03.700]  就好像看相似的
[00:20:03.700 --> 00:20:08.260]  我說是的
[00:20:08.260 --> 00:20:12.860]  他剛剛回教會
[00:20:12.860 --> 00:20:14.500]  是一個慕道
[00:20:14.500 --> 00:20:17.820]  又回教會的一個姐妹
[00:20:17.820 --> 00:20:20.900]  跟着他就說
[00:20:20.900 --> 00:20:22.980]  他知道我是牧師
[00:20:22.980 --> 00:20:27.380]  他說是不是信仰
[00:20:27.380 --> 00:20:37.500]  有信仰的人是不是應該睡得好一點呢
[00:20:37.500 --> 00:20:42.380]  他不是要去挑戰我的
[00:20:42.380 --> 00:20:48.380]  不過是一個挺好的反省
[00:20:48.380 --> 00:20:50.980]  是不是應該信了耶穌的人
[00:20:50.980 --> 00:20:54.100]  應該睡得好一點呢
[00:20:54.100 --> 00:20:57.460]  是沒有那麼多憂慮的
[00:20:57.460 --> 00:21:00.660]  保羅就是提醒當時的信徒
[00:21:00.660 --> 00:21:03.460]  也提醒我們今天的信徒
[00:21:03.460 --> 00:21:05.740]  應當一無掛慮
[00:21:05.740 --> 00:21:06.740]  我們都知道的
[00:21:06.740 --> 00:21:09.860]  聽過很多萬次
[00:21:09.860 --> 00:21:13.860]  我們有正常的未雨綢繆
[00:21:13.860 --> 00:21:18.540]  但是會不會有過分的憂慮呢
[00:21:18.540 --> 00:21:22.100]  我們今晚回家的時候照照鏡子
[00:21:22.100 --> 00:21:26.540]  看看自己的皺紋有沒有多
[00:21:26.540 --> 00:21:29.060]  是歲月的痕跡
[00:21:29.060 --> 00:21:32.780]  還是憂慮的痕跡
[00:21:32.780 --> 00:21:34.380]  保羅提醒我們
[00:21:34.380 --> 00:21:37.940]  他說應當一無掛慮
[00:21:37.940 --> 00:21:41.740]  怎樣纔可以將我們的煩惱拋諸腦後呢
[00:21:41.740 --> 00:21:49.820]  保羅他第三方面對信徒的勸念就是要教堂
[00:21:49.820 --> 00:21:52.940]  要去教堂
[00:21:52.940 --> 00:21:54.220]  聖經就是這樣說
[00:21:54.220 --> 00:21:58.620]  他說只要凡事藉着禱告、祈求和感謝
[00:21:58.620 --> 00:22:02.460]  將你們所要的告訴神
[00:22:02.460 --> 00:22:05.260]  神所賜出人意外的平安
[00:22:05.260 --> 00:22:11.060]  必在基督耶穌裏保守你們的心懷意念
[00:22:11.060 --> 00:22:18.820]  要教堂就是要學會祈禱
[00:22:18.820 --> 00:22:25.700]  學會在祈禱裏祈求和感謝
[00:22:25.700 --> 00:22:32.740]  將我們所擔心的告訴神
[00:22:32.740 --> 00:22:36.620]  以至神能夠將出人意外的平安
[00:22:36.620 --> 00:22:40.940]  來加給我們
[00:22:40.940 --> 00:22:46.660]  我們在教會里聽過很多關於我們要祈禱
[00:22:46.660 --> 00:22:48.580]  我們讀聖經
[00:22:48.580 --> 00:22:51.420]  在這裏保羅就告訴我們
[00:22:51.420 --> 00:22:58.340]  他說只要凡事藉着禱告、祈求和感謝
[00:22:58.340 --> 00:23:02.260]  交託給神
[00:23:02.260 --> 00:23:04.940]  你說我已經經常祈禱了
[00:23:04.940 --> 00:23:08.460]  可能我們要重新思想一下
[00:23:08.460 --> 00:23:12.340]  什麼叫做祈禱
[00:23:12.340 --> 00:23:14.340]  在聖經裏面
[00:23:14.340 --> 00:23:18.940]  記載有不同大大小小的祈禱
[00:23:18.940 --> 00:23:25.660]  有在摩西去爭戰
[00:23:25.660 --> 00:23:28.380]  和亞馬里人爭戰的時候
[00:23:28.380 --> 00:23:30.900]  舉起手來祈禱
[00:23:30.900 --> 00:23:34.500]  手一放下就失敗
[00:23:34.500 --> 00:23:37.540]  手一舉高就成功
[00:23:37.540 --> 00:23:41.660]  有耶穌在哈西瑪利園的祈禱
[00:23:41.660 --> 00:23:45.340]  在聖經所記載的各樣的祈禱裏面
[00:23:45.340 --> 00:23:46.820]  都提醒我們一樣東西
[00:23:46.820 --> 00:23:51.140]  就是能夠幫助我們去解決我們的憂慮
[00:23:51.140 --> 00:23:52.660]  那個祈禱是什麼呢
[00:23:52.660 --> 00:23:57.100]  就是放手
[00:23:57.100 --> 00:24:01.140]  爲什麼我們要祈禱呢
