
[00:00:00.000 --> 00:00:03.400]  面對著政局不安兵荒馬亂的時候
[00:01:12.400 --> 00:01:16.200]  希西加叫銅蛇為同快
[00:01:16.200 --> 00:01:18.200]  希西加倚靠耶和華以色列的神
[00:01:18.200 --> 00:01:20.600]  在他前後猶大的列王中
[00:01:20.600 --> 00:01:22.200]  沒有一個及他力
[00:01:22.200 --> 00:01:24.400]  因為他專靠耶和華總不離開
[00:01:24.400 --> 00:01:28.000]  謹守耶和華所吩咐摩西的誡命
[00:01:28.000 --> 00:01:29.600]  在希西加之前
[00:01:29.600 --> 00:01:32.800]  猶大地不同的地方居然有不同的神廟
[00:01:32.800 --> 00:01:37.200]  當時人們將耶和華這個獨一的信仰
[00:01:37.200 --> 00:01:39.600]  混合了其他宗教的元素
[00:01:39.600 --> 00:01:44.200]  所以不單單在耶路撒冷有聖殿去敬拜神
[00:01:44.200 --> 00:01:47.400]  在其他地方他們敬拜一些別臣
[00:01:47.400 --> 00:01:51.400]  並且混合了耶和華的信仰
[00:01:51.400 --> 00:01:56.000]  例如猶大南面有一個駐防城叫阿拉特阿拉
[00:01:56.000 --> 00:01:59.400]  在這裡我們找到一個廟
[00:01:59.400 --> 00:02:01.000]  廟裡面有一個庭園
[00:02:01.000 --> 00:02:03.600]  庭園有一個大的祭壇
[00:02:03.600 --> 00:02:07.200]  祭壇按照摩西律法的尺寸來做
[00:02:07.200 --> 00:02:11.600]  在祭壇裡面我們找到一個致勝所
[00:02:11.600 --> 00:02:15.200]  正方的致勝所外面有兩個香壇一大一小
[00:02:15.200 --> 00:02:19.600]  在這個致勝所裡面有兩塊直立的石碑
[00:02:19.600 --> 00:02:23.600]  我們相信這兩塊石碑分別代表耶和華
[00:02:23.600 --> 00:02:26.600]  和亞瑟拉女神
[00:02:26.600 --> 00:02:29.800]  大概在希西加的時期
[00:02:29.800 --> 00:02:35.200]  這個聖廟被封閉和荒廢
[00:02:35.200 --> 00:02:38.400]  另外在別士巴南面的一個駐防城
[00:02:38.400 --> 00:02:42.400]  找到祭壇的壇角石
[00:02:42.400 --> 00:02:44.600]  證明在耶路撒冷以外
[00:02:44.600 --> 00:02:52.600]  有些人私自來建祭壇燒香和獻祭
[00:02:52.600 --> 00:02:57.600]  這些都是在希西加的時期停用的
[00:02:57.600 --> 00:02:59.600]  譬如在阿拉特的聖所
[00:02:59.600 --> 00:03:04.600]  那些香壇很小心地被用灰土埋住
[00:03:04.600 --> 00:03:08.600]  所以封閉了這些不同的廟宇
[00:03:08.600 --> 00:03:13.000]  這些都是希西加做的宗教改革的跡象
[00:03:13.000 --> 00:03:17.600]  事實上他們這樣做是希望挽救猶大國
[00:03:17.600 --> 00:03:20.200]  因為隨從別臣的風俗
[00:03:20.200 --> 00:03:25.600]  就是使得上面北國以色列滅亡的原因
[00:03:25.600 --> 00:03:27.200]  十八章第九節
[00:03:27.200 --> 00:03:31.200]  亞述王將以色列人擄去亞述
[00:03:31.200 --> 00:03:35.000]  都因他們不聽從耶和華他們臣的說話
[00:03:35.000 --> 00:03:36.200]  違背他的約
[00:03:36.200 --> 00:03:40.200]  就是耶和華藉著僕人摩西所吩咐他們
[00:03:40.200 --> 00:03:42.200]  所以希西加執政的時候
[00:03:42.200 --> 00:03:46.800]  他就徹底地在全國做了宗教的改革
[00:03:46.800 --> 00:03:49.800]  十八章第七節這樣繼續記載
[00:03:49.800 --> 00:03:52.000]  耶和華與希西加同在
[00:03:52.000 --> 00:03:56.200]  他無論往何處都盡刀亨通
[00:03:56.200 --> 00:04:00.400]  他也背叛不肯侍奉亞述王
[00:04:00.400 --> 00:04:04.000]  希西加攻擊菲利士人直到加薩
[00:04:04.000 --> 00:04:06.200]  不單止他實行宗教改革
[00:04:06.200 --> 00:04:11.800]  希西加也在猶大國改變以往一直有的外交政策
[00:04:11.800 --> 00:04:16.200]  就是斷絕與亞述帝國建交
[00:04:16.200 --> 00:04:20.600]  因為以往的朝政都是靠攏亞述帝國
[00:04:20.600 --> 00:04:24.200]  當時亞述帝國是超級的大國
[00:04:24.200 --> 00:04:27.400]  正在向西面擴張
[00:04:27.400 --> 00:04:30.200]  所以公元前七二二年的時候
[00:04:30.200 --> 00:04:33.200]  北國以色列亡於亞述
[00:04:33.200 --> 00:04:37.400]  上面北面十國的支派被流亡
[00:04:37.400 --> 00:04:41.200]  只剩下南面的猶大國
[00:04:41.200 --> 00:04:44.800]  你可以想像一下當以色列亡國的時候
[00:04:44.800 --> 00:04:48.200]  對於南國猶大國希西加來說
[00:04:48.200 --> 00:04:50.400]  那個壓力有多大
[00:04:50.400 --> 00:04:53.600]  因為亞述帝國是當時的超級大國
[00:04:53.600 --> 00:04:55.800]  不斷的步步迫近
[00:04:55.800 --> 00:05:00.000]  並且北國以色列亡國之後的十幾年
[00:05:00.000 --> 00:05:04.200]  對於猶大國也有很大的震撼
[00:05:04.200 --> 00:05:09.600]  第一方面就是難民湧向南面的猶大國
[00:05:09.600 --> 00:05:14.000]  我們知道耶路撒冷本身的面積只是在狹窄的東山上面
[00:05:14.000 --> 00:05:16.200]  在希西加作王的時候
[00:05:16.200 --> 00:05:18.800]  就擴張至西山
[00:05:18.800 --> 00:05:25.200]  估計當時的人口增加到最多二萬人
[00:05:25.200 --> 00:05:31.600]  第二方面希西加也在城的北面加建城牆
[00:05:31.600 --> 00:05:33.200]  在一九七零年的時候
[00:05:33.200 --> 00:05:39.800]  猶太人在舊城耶路撒冷發現一道寬牆石牆的位置
[00:05:39.800 --> 00:05:43.200]  這個寬牆是闊有七米
[00:05:43.200 --> 00:05:50.000]  按照闊度估計這幅石牆是高達八米
[00:05:50.000 --> 00:05:55.000]  這道寬牆是向著耶路撒冷的北面最脆弱的地方
[00:05:55.000 --> 00:05:58.000]  防守著外敵的入侵
[00:05:58.000 --> 00:06:04.400]  第三方面希西加也預計亞述帝國會再來犯境
[00:06:04.400 --> 00:06:07.200]  所以就去建設水道
[00:06:07.200 --> 00:06:14.000]  這條水道是由大衛城的山下面基分泉基漢春開始
[00:06:14.000 --> 00:06:19.400]  這條水道一直將這些泉水改道穿過石山
[00:06:19.400 --> 00:06:24.200]  流到大衛城的南面西羅亞茨
[00:06:24.200 --> 00:06:27.400]  這條水道我們看到它迂迴曲折
[00:06:27.400 --> 00:06:31.400]  因為兩方面一起加工建造的時候
[00:06:31.400 --> 00:06:39.400]  他們需要靠當時的聲音來斷定他們要向哪一個方向挖
[00:06:39.400 --> 00:06:43.000]  最後能夠在中間相遇
[00:06:43.000 --> 00:06:49.600]  當時是鐵理時代最偉大的人工水道工程
[00:06:49.600 --> 00:06:52.000]  以王羈夏第二十章第二十節記載
[00:06:52.000 --> 00:06:55.000]  他說希西加有其他的勇力和其餘的事蹟
[00:06:55.000 --> 00:06:58.400]  就是他怎樣挖池挖溝和引水入城
[00:06:58.400 --> 00:07:02.400]  是記載在猶大的烈王記上
[00:07:02.400 --> 00:07:06.000]  這條水道有五百多米長
[00:07:06.000 --> 00:07:11.000]  出口有一個碑文我們稱為西羅亞碑文
[00:07:11.000 --> 00:07:14.200]  這裏記載了隧道的故事
[00:07:14.200 --> 00:07:17.000]  翻譯出來的時候這裏寫道
[00:07:17.000 --> 00:07:19.400]  那些斧頭彼此的擊打
[00:07:19.400 --> 00:07:23.600]  還有三爪的時候要再擊打要再挖的時候
[00:07:23.600 --> 00:07:27.800]  有人聲聽見他呼喊他對面的同門
[00:07:27.800 --> 00:07:29.800]  石的右邊有缺口
[00:07:29.800 --> 00:07:33.800]  就在那一天這些工人的斧頭
[00:07:33.800 --> 00:07:38.000]  彼此的打將水道通了
[00:07:38.000 --> 00:07:44.200]  水就從源頭流到水池長達一千二百閘
[00:07:44.200 --> 00:07:46.600]  這個冥文特別的地方就是
[00:07:46.600 --> 00:07:52.600]  通常在近東的世界裏冥文工程的領工人
[00:07:52.600 --> 00:07:54.800]  通常都是君王
[00:07:54.800 --> 00:07:59.000]  但是這個冥文所提的只是一班工人
[00:07:59.000 --> 00:08:03.800]  兩組工人怎樣努力的將這個水道建成
[00:08:03.800 --> 00:08:09.400]  似乎暗示希西加是一個怎樣的愛民之王
[00:08:09.400 --> 00:08:14.200]  也暗示希西加可能不是一個很喜歡自我榮耀的皇帝
[00:08:23.600 --> 00:08:26.400]  一群工人一旦接觸到冥文
[00:08:26.400 --> 00:08:29.200]  他們會對這個冥文充滿憐憫的期待
[00:08:29.200 --> 00:08:31.200]  他們會對這個冥文充滿憐憫的期待
[00:08:31.200 --> 00:08:33.200]  他們會對這個冥文充滿憐憫的期待
[00:08:33.200 --> 00:08:35.200]  他們會對這個冥文充滿憐憫的期待
[00:08:35.200 --> 00:08:37.200]  他們會對這個冥文充滿憐憫的期待
[00:08:37.200 --> 00:08:39.200]  他們會對這個冥文充滿憐憫的期待
[00:08:39.200 --> 00:08:41.200]  他們會對這個冥文充滿憐憫的期待
[00:08:41.200 --> 00:08:43.200]  他們會對這個冥文充滿憐憫的期待
[00:08:43.200 --> 00:08:45.200]  他們會對這個冥文充滿憐憫的期待
[00:08:45.200 --> 00:08:47.200]  他們會對這個冥文充滿憐憫的期待
[00:08:47.200 --> 00:08:54.200]  他們會對這個冥文充滿憐憫的期待
[00:08:54.200 --> 00:08:57.200]  他們會對這個冥文充滿憐憫的期待
[00:08:57.200 --> 00:08:59.200]  他們會對這個冥文充滿憐憫的期待
[00:08:59.200 --> 00:09:01.200]  他們會對這個冥文充滿憐憫的期待
[00:09:01.200 --> 00:09:03.200]  他們會對這個冥文充滿憐憫的期待
[00:09:03.200 --> 00:09:05.200]  他們會對這個冥文充滿憐憫的期待
[00:09:05.200 --> 00:09:07.200]  他們會對這個冥文充滿憐憫的期待
[00:09:07.200 --> 00:09:09.200]  他們會對這個冥文充滿憐憫的期待
[00:09:09.200 --> 00:09:11.200]  他們會對這個冥文充滿憐憫的期待
[00:09:11.200 --> 00:09:13.200]  他們會對這個冥文充滿憐憫的期待
[00:09:13.200 --> 00:09:15.200]  他們會對這個冥文充滿憐憫的期待
[00:09:15.200 --> 00:09:17.200]  他們會對這個冥文充滿憐憫的期待
[00:09:17.200 --> 00:09:19.200]  他們會對這個冥文充滿憐憫的期待
[00:09:19.200 --> 00:09:21.200]  他們會對這個冥文充滿憐憫的期待
[00:09:21.200 --> 00:09:23.200]  他們會對這個冥文充滿憐憫的期待
[00:09:23.200 --> 00:09:25.200]  他們會對這個冥文充滿憐憫的期待
[00:09:25.200 --> 00:09:27.200]  他們會對這個冥文充滿憐憫的期待
[00:09:27.200 --> 00:09:29.200]  他們會對這個冥文充滿憐憫的期待
[00:09:29.200 --> 00:09:31.200]  他們會對這個冥文充滿憐憫的期待
[00:09:31.200 --> 00:09:33.200]  他們會對這個冥文充滿憐憫的期待
[00:09:33.200 --> 00:09:35.200]  他們會對這個冥文充滿憐憫的期待
[00:09:35.200 --> 00:09:37.200]  他們會對這個冥文充滿憐憫的期待
[00:09:37.200 --> 00:09:45.200]  希西加王十四年的時候,亞述王西拿基納上來攻擊猶大的一切堅固性,將城攻取
[00:09:45.200 --> 00:09:55.200]  猶大王希西加就差人去拉吉見亞述王,他說我有罪,求你離開我,凡你所罰的我必定承擔
[00:09:55.200 --> 00:10:01.200]  於是希西加就將聖殿和皇宮的金銀拿給亞述王,希望他能夠退軍
[00:10:01.200 --> 00:10:03.200]  為什麼特別提拉吉這個地方?
[00:10:03.200 --> 00:10:07.200]  因為在地理上拉吉是耶路撒冷的第二把交椅
[00:10:07.200 --> 00:10:15.200]  如果你看地理的話,你就知道沿海平原上去中央山區耶路撒冷的地方是直著幾個山脊的
[00:10:15.200 --> 00:10:20.200]  其中一個最方便能夠上到耶路撒冷的就是直著拉吉
[00:10:20.200 --> 00:10:23.200]  拉吉就是把守著一個最重要的關口
[00:10:23.200 --> 00:10:29.200]  如果拉吉淪陷的話,軍隊就可以直接上到耶路撒冷
[00:10:29.200 --> 00:10:34.200]  這個征戰的紀錄,其實亞述王也有提過
[00:10:34.200 --> 00:10:39.200]  在芝加哥近東的博物館,你進入亞述的展館
[00:10:39.200 --> 00:10:45.200]  你可以看到一個文物叫Synagogue Prism,西拿基納國柱
[00:10:45.200 --> 00:10:48.200]  那裏記載著一段這樣的說話
[00:10:48.200 --> 00:10:53.200]  因為猶大王希西加不服於我的壓
[00:10:53.200 --> 00:10:58.200]  亞述王我派大軍攻打,靠著軍力和我的勇力
[00:10:58.200 --> 00:11:02.200]  連取屬於他的四十六個堅防成衣
[00:11:02.200 --> 00:11:06.200]  擄走二十萬零一百五十六人
[00:11:06.200 --> 00:11:12.200]  擄亂男女連同馬匹,驢驅,駱駝,牛羊,數目無可估計
[00:11:12.200 --> 00:11:18.200]  我又把希西加困於他的京城耶路撒冷之內,猶如龍中鳥
[00:11:18.200 --> 00:11:24.200]  拉吉淪陷不只是聖經提過,在亞述的歷史裏也是大事宣傳
[00:11:24.200 --> 00:11:29.200]  因為亞述王回到尼尼美的時候,他在皇宮的牆壁上
[00:11:29.200 --> 00:11:35.200]  就做了一個很大的浮雕,大肆慶祝他攻打拉吉這件事
[00:11:35.200 --> 00:11:39.200]  如果我們一起去大英博物館,亞述的展館
[00:11:39.200 --> 00:11:41.200]  你就可以看到這些浮雕
[00:11:41.200 --> 00:11:46.200]  就是如何紀念亞述王攻打拉吉的圖像
[00:11:46.200 --> 00:11:51.200]  這些士兵不斷射箭上拉吉防守城
[00:11:51.200 --> 00:11:55.200]  用這些脫石機燃去攻打城牆
[00:11:55.200 --> 00:12:02.200]  建了攻城的斜坡,然後想上這個斜坡攻打城市
[00:12:02.200 --> 00:12:09.200]  拉吉裏面的猶大民眾就像以卵擊石一樣去反抗
[00:12:09.200 --> 00:12:13.200]  在畫的另一邊,你也看到一些平民百姓
[00:12:13.200 --> 00:12:18.200]  在拉吉淪陷之後被擄去被流亡
[00:12:18.200 --> 00:12:22.200]  在城外面也有很多殘殺的行動
[00:12:22.200 --> 00:12:30.200]  亞述帝國,亞述軍隊最著名的就是他們的殘暴行為
[00:12:30.200 --> 00:12:36.200]  你看到這裏有幾個將軍好像被釘十字架一樣
[00:12:36.200 --> 00:12:41.200]  在拉吉的城牆門外示眾
[00:12:41.200 --> 00:12:50.200]  再過一些,我們看到一些士兵或猶大人民被劍山削皮
[00:12:50.200 --> 00:12:59.200]  在浮雕的另一邊,我們看到亞述王坐在一個小山上觀看整個戰事
[00:12:59.200 --> 00:13:05.200]  這裏有文字寫著,我亞述王是批准這些殘殺的行為
[00:13:05.200 --> 00:13:08.200]  這裏就是拉吉,Lakish
[00:13:08.200 --> 00:13:16.200]  土幽的形狀和大英博物館的亞述浮雕很相似
[00:13:16.200 --> 00:13:22.200]  這裏是亞述軍隊所建的斜坡,是用來攻城用的
[00:13:22.200 --> 00:13:29.200]  在上面也找到很多的箭頭和石頭,是當時他們擊戰時留下的遺物
[00:13:29.200 --> 00:13:34.200]  拉吉淪陷之後,亞述王派大軍上耶路撒冷
[00:13:34.200 --> 00:13:41.200]  在耶路撒冷的京城城外罵戰,不知道大家有沒有聽過人罵戰
[00:13:41.200 --> 00:13:46.200]  這是很長的經文,在獵王記下十八、十九章也有看過
[00:13:46.200 --> 00:13:49.200]  經文太長了,我們只抽幾句
[00:13:49.200 --> 00:13:53.200]  總括來說是一種trash talk
[00:13:53.200 --> 00:13:55.200]  十八章第十九節
[00:13:55.200 --> 00:14:02.200]  拉伯沙基,其實是亞述問你的,即是高級酒精或是commander的意思
[00:14:02.200 --> 00:14:11.200]  你們去告訴希西加說,亞述大王如此說,你所倚靠有什麼可障礙的呢?
[00:14:11.200 --> 00:14:16.200]  你說有打仗的計謀和能力,我看不過是虛話
[00:14:16.200 --> 00:14:20.200]  你到底倚靠誰才叛變我?
[00:14:20.200 --> 00:14:22.200]  十八章二十五節
[00:14:22.200 --> 00:14:28.200]  現在我上來攻擊毀滅者地,豈沒有耶和華的意思呢?
[00:14:28.200 --> 00:14:33.200]  耶和華吩咐我,我上來攻擊毀滅者地
[00:14:33.200 --> 00:14:38.200]  拉伯沙基又跟城上希西加朝廷的官長說
[00:14:38.200 --> 00:14:45.200]  我主亞述王差遣我來,豈是單向你和你的主說這些話
[00:14:45.200 --> 00:14:50.200]  不也是對這些坐在城上的百姓士兵來說話
[00:14:50.200 --> 00:14:56.200]  就是與你們一同吃自己的糞,喝自己尿的人說話
[00:14:56.200 --> 00:14:59.200]  三十二至三十五節
[00:14:59.200 --> 00:15:03.200]  希西加勸你們,說耶和華必拯救我們
[00:15:03.200 --> 00:15:06.200]  你們不要信希西加的話
[00:15:06.200 --> 00:15:11.200]  列國的神有哪一個救他本國脫離亞述王的手呢?
[00:15:11.200 --> 00:15:15.200]  他們曾救撒瑪利亞脫離我亞述王的手嗎?
[00:15:15.200 --> 00:15:19.200]  難道耶和華能夠耶路撒冷脫離我的手嗎?
[00:15:19.200 --> 00:15:22.200]  這些是馬戰的垃圾話
[00:15:22.200 --> 00:15:26.200]  亞述其實也不想廢一兵一卒,可以攻城
[00:15:26.200 --> 00:15:31.200]  是一種心理戰,或者按照聖經所說是褻瀆的話
[00:15:31.200 --> 00:15:49.200]  當兵臨城下的時候,希西加有什麼回應呢?
[00:15:49.200 --> 00:15:55.200]  十九章第一節,希西加王聽見就撕裂衣服披上麻布盡了耶和華的殿
[00:15:55.200 --> 00:16:01.200]  又叫家宰祭司中的長老都披上麻布去見先知爾賽亞
[00:16:01.200 --> 00:16:03.200]  對他說,希西加,如此說
[00:16:03.200 --> 00:16:07.200]  今日是急難、責乏、凌辱的日子
[00:16:07.200 --> 00:16:11.200]  就如婦人將要生產嬰孩卻沒有力量生產
[00:16:11.200 --> 00:16:16.200]  或者耶和華你的神聽見沙伯埃基的齊華就是辱罵永生神的話
[00:16:16.200 --> 00:16:22.200]  就發斥道,故此求你爾賽亞為剩餘的民揚聲禱告
[00:16:22.200 --> 00:16:29.200]  然後下文是上帝休息著爾賽亞來回答希西加王
[00:16:29.200 --> 00:16:32.200]  第一句說話是說不要怕
[00:16:32.200 --> 00:16:36.200]  然後說了上帝的應許、上帝的承諾
[00:16:36.200 --> 00:16:41.200]  你留意到這段說話當中有很多的次序
[00:16:41.200 --> 00:16:47.200]  亞述王軍隊的chain of command
[00:16:47.200 --> 00:16:53.200]  就是由亞述王自己將說話傳給他的將軍
[00:16:53.200 --> 00:16:58.200]  然後將軍將他的說話帶給希西加
[00:16:58.200 --> 00:17:03.200]  同樣的,上帝藉著他僕人先知爾賽亞
[00:17:03.200 --> 00:17:07.200]  又將他自己的說話帶給希西加
[00:17:07.200 --> 00:17:14.200]  用亞述帝國的chain of command來回應這個危機
[00:17:14.200 --> 00:17:20.200]  其實背後想說的是在整個說話的次序
[00:17:20.200 --> 00:17:23.200]  命令的次序chain of command裡面
[00:17:23.200 --> 00:17:26.200]  到底哪一個說話才會兌現?
[00:17:26.200 --> 00:17:28.200]  哪一個命令才會有效?
[00:17:28.200 --> 00:17:32.200]  到底是亞述王還是上帝的說話?
[00:17:32.200 --> 00:17:37.200]  然後到第十五節,希西加向耶和華禱告說
[00:17:37.200 --> 00:17:40.200]  在在伊基盧柏上的耶和華以色列的神
[00:17:40.200 --> 00:17:43.200]  你是天下萬國的神,你曾經創造天地
[00:17:43.200 --> 00:17:45.200]  耶和華求你執意而停
[00:17:45.200 --> 00:17:49.200]  要請西拿幾納打發使者來辱罵永生神的話
[00:17:49.200 --> 00:17:55.200]  耶和華說:亞述諸王果然使列國和列國之地變為荒涼
[00:17:55.200 --> 00:17:57.200]  使列國的神像都永在火裡
[00:17:57.200 --> 00:18:00.200]  因為他們本不是神,乃是人手所做的
[00:18:00.200 --> 00:18:04.200]  是木頭石頭所做的,所以滅絕他
[00:18:04.200 --> 00:18:07.200]  耶和華說:你不同,你是神
[00:18:07.200 --> 00:18:10.200]  現在求你救我們脫離亞述王的手
[00:18:10.200 --> 00:18:15.200]  使天下萬國都知道唯獨你,耶和華,是神
[00:18:15.200 --> 00:18:17.200]  一個滿著信心的禱告
[00:18:17.200 --> 00:18:22.200]  去認定耶和華是獨一的真神,獨一的救主
[00:18:22.200 --> 00:18:27.200]  只有祂才能夠在急難當中成為我們最後的倚靠
[00:18:27.200 --> 00:18:31.200]  神藉著以賽亞去回應這個禱告
[00:18:31.200 --> 00:18:33.200]  第三十二節
[00:18:33.200 --> 00:18:36.200]  所以耶和華論亞述王如此說
[00:18:36.200 --> 00:18:39.200]  亞述王必不得來到這城耶路撒冷
[00:18:39.200 --> 00:18:41.200]  也不得在這裡射箭
[00:18:41.200 --> 00:18:43.200]  不得拿盾牌到城前
[00:18:43.200 --> 00:18:46.200]  也不能夠足以攻城
[00:18:46.200 --> 00:18:50.200]  他從哪條路來,必從哪條路回去
[00:18:50.200 --> 00:18:52.200]  必不得來到這城耶路撒冷
[00:18:52.200 --> 00:18:54.200]  這是耶和華說的
[00:18:54.200 --> 00:18:58.200]  因我為自己的緣故,又為我僕人大位的緣故
[00:18:58.200 --> 00:19:01.200]  必保護,拯救這城
[00:19:01.200 --> 00:19:04.200]  我們來看這裡的戰況,很緊張
[00:19:04.200 --> 00:19:06.200]  結果是怎樣呢?
[00:19:06.200 --> 00:19:09.200]  十九章三十五節很簡單地交代
[00:19:09.200 --> 00:19:12.200]  他說當夜,耶和華的使者出去
[00:19:12.200 --> 00:19:15.200]  在亞述的營中殺了十八萬五千人
[00:19:15.200 --> 00:19:18.200]  清早有人起來一看,全是死屍
[00:19:18.200 --> 00:19:22.200]  亞述王塞納基納就不認回去,住在利利尼
[00:19:22.200 --> 00:19:24.200]  有一天,他在神廟裡叩拜的時候
[00:19:24.200 --> 00:19:26.200]  他兩個兒子就用刀刺殺他
[00:19:26.200 --> 00:19:30.200]  然後他另外一個兒子以撒哈頓就接續他做
[00:19:30.200 --> 00:19:35.200]  當然,在耶路撒冷打敗仗,然後退軍
[00:19:35.200 --> 00:19:38.200]  亞述的文獻當然不會提
[00:19:38.200 --> 00:19:43.200]  在極權的社會裡,那些皇帝永遠都不會認輸
[00:19:43.200 --> 00:19:47.200]  不過,你在智慮行間就看得出
[00:19:47.200 --> 00:19:52.200]  西那基納其實是認了自己是打敗仗
[00:19:52.200 --> 00:19:56.200]  為什麼呢?第一,拉吉只不過是一個小鎮
[00:19:56.200 --> 00:20:00.200]  怎會打完拉吉之後,回到京城大肆宣揚
[00:20:00.200 --> 00:20:03.200]  然後在浮雕上大大宣揚自己打勝仗
[00:20:03.200 --> 00:20:07.200]  而一隻字都沒有提過,他打過耶路撒冷
[00:20:07.200 --> 00:20:13.200]  第二,他說將希西加圍困如同籠中鳥
[00:20:13.200 --> 00:20:18.200]  這句說話其實已經代表他沒有入過耶路撒冷
[00:20:18.200 --> 00:20:22.200]  並且亞述的學者告訴我們
[00:20:22.200 --> 00:20:26.200]  每逢亞述的文獻提到籠中鳥這句說話
[00:20:26.200 --> 00:20:31.200]  其實就代表亞述皇帝打敗了
[00:20:31.200 --> 00:20:33.200]  他攻不了那個城市
[00:20:33.200 --> 00:20:37.200]  籠中鳥只不過是保存面子的說法
[00:20:37.200 --> 00:20:41.200]  這是一個很神奇的事情
[00:20:41.200 --> 00:20:45.200]  其他的歷史學家都有提過
[00:20:45.200 --> 00:20:49.200]  有一個叫希羅多特的希臘歷史學家
[00:20:49.200 --> 00:20:52.200]  他在後期講述這件事
[00:20:52.200 --> 00:20:58.200]  他解釋當中有鼠疫使亞述軍敗亡
[00:20:58.200 --> 00:21:01.200]  當然這些全部都是逆差
[00:21:01.200 --> 00:21:04.200]  因為經文裡面最重要的訊息就是
[00:21:04.200 --> 00:21:07.200]  這是上帝自己的作為
[00:21:07.200 --> 00:21:11.200]  更加重要的是,你看看那些字眼
[00:21:11.200 --> 00:21:16.200]  他說當夜,耶和華的使者出去
[00:21:16.200 --> 00:21:20.200]  這裡有晚上,夜晚,有使者
[00:21:20.200 --> 00:21:23.200]  然後敵軍敗亡
[00:21:23.200 --> 00:21:27.200]  你會想起什麼技術?
[00:21:27.200 --> 00:21:30.200]  就是出埃及記第十載
[00:21:30.200 --> 00:21:32.200]  同一個道理
[00:21:32.200 --> 00:21:37.200]  一個冒犯上帝的君主
[00:21:37.200 --> 00:21:41.200]  一個暴君,他是希臘神的子民
[00:21:41.200 --> 00:21:46.200]  當日埃及帝國的法老被剪除
[00:21:46.200 --> 00:21:53.200]  這裡亞述帝國的皇帝也被剪除
[00:22:03.200 --> 00:22:09.200]  我希望藉著這個技術來給你和我一個鼓勵
[00:22:09.200 --> 00:22:12.200]  當時最大的鼓勵不一定是
[00:22:12.200 --> 00:22:15.200]  告訴你多祈禱
[00:22:15.200 --> 00:22:18.200]  不一定告訴你不要害怕
[00:22:18.200 --> 00:22:22.200]  而是藉著一個技術,一個故事
[00:22:22.200 --> 00:22:25.200]  當你去細讀這個故事的時候
[00:22:25.200 --> 00:22:27.200]  上帝的話語帶領你
[00:22:27.200 --> 00:22:33.200]  入到這個技術當中,你就好像身在其中一樣
[00:22:33.200 --> 00:22:35.200]  然後你出來的時候
[00:22:35.200 --> 00:22:40.200]  你的心境,你的角度會完全不同
[00:22:40.200 --> 00:22:41.200]  因為在技術裡面
[00:22:41.200 --> 00:22:44.200]  我們遇見一位行神跡的上帝
[00:22:44.200 --> 00:22:47.200]  一位在背後,他是執政掌權
[00:22:47.200 --> 00:22:49.200]  都是在他手中的
[00:22:49.200 --> 00:22:52.200]  這一位大能的神
[00:22:52.200 --> 00:22:57.200]  我們就能夠有信心在上帝面前禱告
[00:22:57.200 --> 00:22:59.200]  如果你去到一個地步
[00:22:59.200 --> 00:23:03.200]  你現在覺得很無助,很無能
[00:23:03.200 --> 00:23:05.200]  你什麼方法都試過
