
[00:00:00.000 --> 00:00:02.200]  今天我要和大家說的是
[00:01:31.400 --> 00:01:33.080]  這麼厲害的?
[00:01:33.080 --> 00:01:35.200]  聖經說得這麼好
[00:01:35.200 --> 00:01:37.360]  是不是一個真正的女人呢?
[00:01:37.360 --> 00:01:43.040]  牧師,你不要將我和一個虛構的女人來比較
[00:01:43.040 --> 00:01:47.160]  還要我們來學習這個虛構的女人
[00:01:47.160 --> 00:01:49.440]  其實這個財德的婦人
[00:01:49.440 --> 00:01:54.360]  跟我們在座當中很多的母親已經很相似
[00:01:54.360 --> 00:01:56.040]  有什麼是這麼相似的呢?
[00:01:56.040 --> 00:01:59.160]  首先都是一個妻子
[00:01:59.160 --> 00:02:00.960]  都是一個媽媽
[00:02:00.960 --> 00:02:03.640]  都是一個煮飯婆
[00:02:03.640 --> 00:02:05.720]  都是一個洗衣婆
[00:02:05.720 --> 00:02:08.320]  都是一個清潔的女工
[00:02:08.320 --> 00:02:11.400]  營養的專家、家庭的老師
[00:02:11.400 --> 00:02:15.280]  還有是司機、會計師、顧問
[00:02:15.280 --> 00:02:18.800]  在家裏排欄糾紛的又是她
[00:02:18.800 --> 00:02:22.000]  還做了很多其他的事
[00:02:22.000 --> 00:02:26.960]  所以這個女人跟財德的婦人已經有些接近了
[00:02:26.960 --> 00:02:29.920]  我們再看看在聖經裏面告訴我們
[00:02:29.920 --> 00:02:32.880]  這個財德的婦人是怎麼樣的
[00:02:32.880 --> 00:02:34.920]  首先我們要知道
[00:02:34.920 --> 00:02:38.560]  聖經告訴我們一個賢妻是什麼
[00:02:38.560 --> 00:02:41.320]  在《針研》的十二章第四節說
[00:02:41.320 --> 00:02:45.080]  財德的婦人是丈夫的冠冕
[00:02:45.080 --> 00:02:48.120]  是老公的冠冕
[00:02:48.120 --> 00:02:51.640]  每個人看到老公戴著冠冕漂亮嗎?
[00:02:51.640 --> 00:02:55.800]  財德的婦人就好像你老公的冠冕一樣
[00:02:55.800 --> 00:02:59.080]  還有《針研》的十九章十四節
[00:02:59.080 --> 00:03:03.320]  房屋財產是祖宗遺留的
[00:03:03.320 --> 00:03:07.960]  惟有賢慧的妻是爺和華所賜的
[00:03:07.960 --> 00:03:12.080]  一個好的妻子不單是丈夫的冠冕
[00:03:12.080 --> 00:03:14.680]  還是臣賜給丈夫
[00:03:14.680 --> 00:03:17.840]  是爺和華所賜的
[00:03:17.840 --> 00:03:23.280]  今天的經文一開始《針研》的三十一篇第一節
[00:03:23.280 --> 00:03:26.120]  就說利姆伊勒王的言語
[00:03:26.120 --> 00:03:30.240]  是他母親教訓他的真言
[00:03:30.240 --> 00:03:33.960]  我們知道《針研》的三十一篇是誰作的
[00:03:33.960 --> 00:03:36.440]  是利姆伊勒王
[00:03:36.440 --> 00:03:38.720]  是他母親給他的教訓
[00:03:38.720 --> 00:03:43.000]  他就將它寫在《針研》的第三十一篇
[00:03:43.000 --> 00:03:46.960]  你說這個利姆伊勒王是誰?
[00:03:46.960 --> 00:03:49.520]  有人說可能是所羅門王
[00:03:49.520 --> 00:03:53.080]  因為《針研》是所羅門王所寫的
[00:03:53.080 --> 00:03:57.400]  有人說利姆伊勒王就是他的別名
[00:03:57.400 --> 00:04:00.960]  也有人說是希西加王
[00:04:00.960 --> 00:04:04.360]  無論這個利姆伊勒王是誰
[00:04:04.360 --> 00:04:08.840]  我們看到他的母親給了他很好的教導
[00:04:08.840 --> 00:04:10.520]  有什麼教導呢?
[00:04:10.520 --> 00:04:11.520]  第一
[00:04:11.520 --> 00:04:14.920]  在《針研》的第三十一篇第三節
[00:04:14.920 --> 00:04:17.680]  叫他不要犯奸淫
[00:04:17.680 --> 00:04:20.680]  然後在第四至第七節
[00:04:20.680 --> 00:04:22.440]  叫他不要醉酒
[00:04:22.440 --> 00:04:25.040]  「兒子,你不要喝那麼多酒」
[00:04:25.040 --> 00:04:27.480]  還有在八至九節
[00:04:27.480 --> 00:04:34.000]  說他要去周祭那些窮苦貧乏的人
[00:04:34.000 --> 00:04:36.600]  還要替他們伸冤
[00:04:36.600 --> 00:04:39.880]  你說為什麼可以為他們伸冤?
[00:04:39.880 --> 00:04:43.520]  這個利姆伊勒王是個王子
[00:04:43.520 --> 00:04:45.000]  稍後我們會看到
[00:04:45.000 --> 00:04:46.480]  他會坐在城門口
[00:04:46.480 --> 00:04:49.640]  和長老一起審判案件
[00:04:49.640 --> 00:04:53.440]  所以他絕對可以替人伸冤
[00:04:53.440 --> 00:04:55.720]  然後在今天的經文
[00:04:55.720 --> 00:05:00.840]  就是《針研》的第三十一篇十至三十一節
[00:05:00.840 --> 00:05:04.040]  利姆伊勒王的母親教他
[00:05:04.040 --> 00:05:07.440]  如何揀選一個賢慧的太太
[00:05:07.440 --> 00:05:09.960]  賢慧的妻子
[00:05:09.960 --> 00:05:13.600]  在《針研》的三十一篇第十節
[00:05:13.600 --> 00:05:16.840]  說「才德的婦人誰能得著呢?
[00:05:16.840 --> 00:05:21.280]  她的價值遠勝過珍珠」
[00:05:21.280 --> 00:05:26.080]  「才德」這個字代表力量有能力的意思
[00:05:26.080 --> 00:05:27.640]  我們稍後就會看到
[00:05:27.640 --> 00:05:29.320]  這個才德的婦人
[00:05:29.320 --> 00:05:31.680]  不單非常淑靈
[00:05:31.680 --> 00:05:33.280]  是有道德的觀念
[00:05:33.280 --> 00:05:34.880]  她是有智慧
[00:05:34.880 --> 00:05:39.000]  她也真是實體上很有力量、很有能力
[00:05:39.000 --> 00:05:41.040]  稍後我們會回來看
[00:05:41.040 --> 00:05:44.640]  找一個這樣的太太不是容易的
[00:05:44.640 --> 00:05:46.280]  《和合本》說
[00:05:46.280 --> 00:05:50.000]  比找珍珠更難
[00:05:50.000 --> 00:05:52.440]  珍珠在哪裏?
[00:05:52.440 --> 00:05:54.440]  在蠔裏面
[00:05:54.440 --> 00:05:57.480]  你能否看到珍珠在蠔裏面有多大?
[00:05:57.480 --> 00:05:58.760]  是看不到的
[00:05:58.760 --> 00:06:01.000]  你可能要打開很多個蠔
[00:06:01.000 --> 00:06:05.480]  你才能找到一粒真正名貴的珍珠
[00:06:05.480 --> 00:06:09.280]  找一個好的太太也不是一件容易的事
[00:06:09.280 --> 00:06:12.880]  在七十字譯本叫她做「寶石」
[00:06:12.880 --> 00:06:17.080]  在其他的經文叫她做「紅寶石」
[00:06:17.080 --> 00:06:21.200]  總而言之很難找到這麼好的太太
[00:06:21.200 --> 00:06:23.520]  我剛才說我很公平
[00:06:23.520 --> 00:06:26.920]  說了這麼多堂父親節的訊息
[00:06:26.920 --> 00:06:29.640]  我又要說這麼多母親節的訊息
[00:06:29.640 --> 00:06:32.400]  聖經也一樣這麼公平
[00:06:32.400 --> 00:06:35.760]  不單止《針研》的三十一篇告訴我們
[00:06:35.760 --> 00:06:38.600]  一個好的女人很難找到
[00:06:38.600 --> 00:06:41.560]  在《針研》的二十篇也告訴我們
[00:06:41.560 --> 00:06:45.520]  一個好男人一樣這麼難找到
[00:06:45.520 --> 00:06:48.120]  在《針研》的二十篇第六節說
[00:06:48.120 --> 00:06:51.080]  「人多說說自己的人詞
[00:06:51.080 --> 00:06:55.400]  但忠信的人誰能遇見呢?」
[00:06:55.400 --> 00:06:58.320]  一個忠信的好男人
[00:06:58.320 --> 00:07:03.560]  一個好男人不是這麼容易找到
[00:07:03.560 --> 00:07:06.320]  我們說在《針研》的三十一篇
[00:07:06.320 --> 00:07:08.080]  十至三十一節
[00:07:08.080 --> 00:07:12.000]  就是尼穆伊勒王給他的兒子的教訓
[00:07:12.000 --> 00:07:14.840]  教他如何找到一個好媳婦
[00:07:14.840 --> 00:07:15.880]  有沒有發覺
[00:07:15.880 --> 00:07:19.640]  十至三十一節是多少節的經文?
[00:07:19.640 --> 00:07:22.680]  二十二節的經文
[00:07:22.680 --> 00:07:26.640]  希伯來文有多少個字母?
[00:07:26.640 --> 00:07:28.520]  又是二十二個
[00:07:28.520 --> 00:07:30.320]  如果你留意的話
[00:07:30.320 --> 00:07:34.640]  其實在《針研》三十一篇的十至三十一節
[00:07:34.640 --> 00:07:36.640]  是一首字母詩
[00:07:36.640 --> 00:07:38.800]  每一節的經文
[00:07:38.800 --> 00:07:42.680]  都是用一個希伯來文的字母來開始
[00:07:42.680 --> 00:07:46.160]  由Aleph到Beth到Gimel到Dalet
[00:07:46.160 --> 00:07:47.920]  然後去到Taf
[00:07:47.920 --> 00:07:50.840]  一共二十二個希伯來文的字母
[00:07:50.840 --> 00:07:54.160]  每一節就是一個字母開始
[00:07:54.160 --> 00:07:59.680]  為甚麼尼穆伊勒王要這樣來寫這個詩歌呢?
[00:07:59.680 --> 00:08:01.960]  容易記得
[00:08:01.960 --> 00:08:03.520]  他媽媽教他的東西
[00:08:03.520 --> 00:08:05.840]  他經常要放在腦裏記得
[00:08:05.840 --> 00:08:10.960]  所以就用一首字母詩來敘述
[00:08:10.960 --> 00:08:13.560]  在《針研》三十一篇
[00:08:13.560 --> 00:08:18.200]  讓我們看到一個才德兼備的女人是怎樣的
[00:08:18.200 --> 00:08:23.720]  一共是由六個角度來看待這個女人
[00:08:23.720 --> 00:08:27.560]  第一個角度她是一個好的妻子
[00:08:27.560 --> 00:08:30.720]  第二個角度她是一個好的主婦
[00:08:30.720 --> 00:08:33.840]  第三個角度她是一個好的鄰居
[00:08:33.840 --> 00:08:35.920]  不單止對她的家人好
[00:08:35.920 --> 00:08:38.720]  她也對鄰居對外人好
[00:08:38.720 --> 00:08:42.360]  還有第四點她是一個好的老師
[00:08:42.360 --> 00:08:45.520]  第五點她是一個好的媽媽
[00:08:45.520 --> 00:08:47.880]  第六點就是最重要了
[00:08:47.880 --> 00:08:51.040]  你前面那五點你都做不到的
[00:08:51.040 --> 00:08:54.560]  如果你不是一個好的信徒是一個好的聖徒
[00:08:54.560 --> 00:08:56.560]  每一樣都是基於這一點
[00:08:56.560 --> 00:08:58.160]  當你是一個好的信徒
[00:08:58.160 --> 00:09:02.120]  你就能夠做到前面那五點
[00:09:02.120 --> 00:09:09.040]  首先我們來看這個女人是一個好的妻子
[00:09:09.040 --> 00:09:11.880]  《針研》三十一篇第十一節
[00:09:11.880 --> 00:09:18.400]  她丈夫心裡倚靠她必不缺少利益
[00:09:18.400 --> 00:09:21.520]  這個女人值得她丈夫來信賴
[00:09:21.520 --> 00:09:23.160]  她是可靠的
[00:09:23.160 --> 00:09:26.520]  她丈夫在外面工作
[00:09:26.520 --> 00:09:30.480]  甚至有時可能會離開家庭一段時間
[00:09:30.480 --> 00:09:32.480]  但她知道她太太在家裡
[00:09:32.480 --> 00:09:34.960]  一切都做得很好
[00:09:34.960 --> 00:09:37.080]  她絕對很放心
[00:09:37.080 --> 00:09:39.600]  在三十一篇我們看到
[00:09:39.600 --> 00:09:41.680]  是講利慕伊勒王
[00:09:41.680 --> 00:09:43.480]  是一個王子
[00:09:43.480 --> 00:09:46.880]  在皇宮裡面有很多事務需要做
[00:09:46.880 --> 00:09:50.600]  有很多資源需要來管理
[00:09:50.600 --> 00:09:53.480]  不是一件容易的事
[00:09:53.480 --> 00:09:58.240]  但是這個利慕伊勒王的王妃
[00:09:58.240 --> 00:10:01.480]  她得到她的丈夫來相信她
[00:10:01.480 --> 00:10:04.560]  來管理一切的資源
[00:10:04.560 --> 00:10:13.360]  這個其實和猶太人的傳統是很不同的
[00:10:13.360 --> 00:10:16.840]  因為猶太人是大男人主義
[00:10:16.840 --> 00:10:21.240]  有很多時她把太太當成傭人一樣
[00:10:21.240 --> 00:10:22.840]  好像一個僕人一樣
[00:10:22.840 --> 00:10:24.920]  所以當她要遠遊的時候
[00:10:24.920 --> 00:10:26.120]  她會怎樣做?
[00:10:26.120 --> 00:10:29.960]  把家裡的名貴的東西全部鎖起來
[00:10:29.960 --> 00:10:32.920]  怕太太拿去變賣
[00:10:32.920 --> 00:10:35.320]  這個利慕伊勒王就不同
[00:10:35.320 --> 00:10:37.840]  他絕對信得過太太
[00:10:37.840 --> 00:10:42.680]  把一切的東西交在太太的手中來管理
[00:10:42.680 --> 00:10:46.200]  在《尊嚴》三十一章第十二節
[00:10:46.200 --> 00:10:51.720]  「她一生使丈夫有益無損」
[00:10:51.720 --> 00:10:56.160]  她永遠都是為她的丈夫來設想
[00:10:56.160 --> 00:10:59.840]  她追求的丈夫最大的利益
[00:10:59.840 --> 00:11:02.400]  她的丈夫在外面賺錢
[00:11:02.400 --> 00:11:05.120]  她就在旁邊來支持她的丈夫
[00:11:05.120 --> 00:11:07.120]  來鼓勵她的丈夫
[00:11:07.120 --> 00:11:08.720]  她每做一件事
[00:11:08.720 --> 00:11:10.800]  她每做所有的事
[00:11:10.800 --> 00:11:12.680]  都是為了她的丈夫
[00:11:12.680 --> 00:11:14.720]  為了她的家
[00:11:14.720 --> 00:11:16.920]  經文說「她一生」
[00:11:16.920 --> 00:11:21.440]  其實原文就是她生命中的每一天
[00:11:21.440 --> 00:11:23.320]  她生命中的每一天
[00:11:23.320 --> 00:11:26.040]  都是出於對她丈夫的愛
[00:11:26.040 --> 00:11:29.200]  不會因為環境改變
[00:11:29.200 --> 00:11:32.840]  而她對她的丈夫的愛會改變
[00:11:32.840 --> 00:11:35.320]  無論是好的時光
[00:11:35.320 --> 00:11:36.800]  是壞的時光
[00:11:36.800 --> 00:11:39.040]  無論是健康的時候
[00:11:39.040 --> 00:11:41.200]  或者是生病的時候
[00:11:41.200 --> 00:11:45.160]  無論是開心快樂或者是悲傷的時候
[00:11:45.160 --> 00:11:46.560]  無論是富足
[00:11:46.560 --> 00:11:48.560]  無論是虛空
[00:11:48.560 --> 00:11:51.840]  我說這些像什麼?
[00:11:51.840 --> 00:11:54.360]  結婚時的誓言
[00:11:54.360 --> 00:11:56.840]  很多時候我們會說同一樣的誓言
[00:11:56.840 --> 00:12:00.120]  這個才德的婦人也是一樣
[00:12:00.120 --> 00:12:02.760]  她一心向著她的丈夫
[00:12:02.760 --> 00:12:05.920]  在彼得前書的三章六節
[00:12:05.920 --> 00:12:08.000]  也給我們看到一個榜樣
[00:12:08.000 --> 00:12:09.520]  就是撒拉
[00:12:09.520 --> 00:12:12.080]  撒拉她以純樸的心
[00:12:12.080 --> 00:12:15.240]  侍奉阿伯拉罕為主
[00:12:15.240 --> 00:12:20.800]  這個就是聖經裡給我們的教導
[00:12:20.800 --> 00:12:24.560]  也好像剛才我說的那一節經文
[00:12:24.560 --> 00:12:25.880]  彼得前書
[00:12:25.880 --> 00:12:30.280]  也好像提多書的二章第四節
[00:12:30.280 --> 00:12:31.720]  一個好的婦人
[00:12:31.720 --> 00:12:34.960]  會指教比較年輕的婦人
[00:12:34.960 --> 00:12:36.760]  會愛她的丈夫
[00:12:36.760 --> 00:12:38.680]  會愛她的兒女
[00:12:38.680 --> 00:12:40.600]  也好像今天的經文
[00:12:40.600 --> 00:12:45.080]  在《針研》的第31篇第23節所說
[00:12:45.080 --> 00:12:49.440]  她的丈夫在城門口與本地的長老同坐
[00:12:49.440 --> 00:12:52.800]  為眾人所認識
[00:12:52.800 --> 00:12:55.800]  你說他是一個王子
[00:12:55.800 --> 00:12:59.080]  他當然是為眾人所認識
[00:12:59.080 --> 00:13:00.960]  為什麼他在城門口?
[00:13:00.960 --> 00:13:02.400]  我剛才說過了
[00:13:02.400 --> 00:13:07.280]  城門口就是長老來辦案
[00:13:07.280 --> 00:13:09.960]  判斷是非的地方
[00:13:09.960 --> 00:13:13.040]  他與長老坐在一起
[00:13:13.040 --> 00:13:16.840]  他之所以能夠安心地坐在城門口
[00:13:16.840 --> 00:13:18.240]  天天來工作
[00:13:18.240 --> 00:13:21.000]  是因為他知道他的太太
[00:13:21.000 --> 00:13:24.960]  張頭家打理得井井有條
[00:13:24.960 --> 00:13:29.880]  這個妻子願意為她的丈夫犧牲
[00:13:29.880 --> 00:13:32.880]  為她丈夫的事業為重
[00:13:32.880 --> 00:13:39.000]  安心地在城門口工作
[00:13:39.000 --> 00:13:43.000]  不單止他是一個好的妻子
[00:13:43.000 --> 00:13:46.960]  第二點,他也是一個好的家庭主婦
[00:13:46.960 --> 00:13:48.960]  現在有很多人說
[00:13:48.960 --> 00:13:52.040]  尤其是女權運動的人
[00:13:52.040 --> 00:13:53.200]  他們會說
[00:13:53.200 --> 00:13:57.720]  叫女人做家庭主婦的職責
[00:13:57.720 --> 00:14:00.440]  浪費了,貶低女性
[00:14:00.440 --> 00:14:02.120]  他們會這樣說
[00:14:02.120 --> 00:14:03.800]  但在聖經裏
[00:14:03.800 --> 00:14:06.120]  在神的眼裏
[00:14:06.120 --> 00:14:11.240]  家庭主婦是非常重要的職業
[00:14:11.240 --> 00:14:14.920]  一個家庭主婦
[00:14:14.920 --> 00:14:19.320]  就是在家裏管理家庭的一個
[00:14:19.320 --> 00:14:21.680]  在《新約》有一個字
[00:14:21.680 --> 00:14:23.800]  叫做「統治者」
[00:14:23.800 --> 00:14:28.360]  「愛寇despotel」這個字
[00:14:28.360 --> 00:14:30.240]  就是「統治者」
[00:14:30.240 --> 00:14:35.080]  這個家庭主婦是家裏的統治者
[00:14:35.080 --> 00:14:39.000]  正如提摩太前書的五章十四節
[00:14:39.000 --> 00:14:41.320]  說是治理家庭的
[00:14:41.320 --> 00:14:44.600]  又例如在提多書的二章五節
[00:14:44.600 --> 00:14:47.320]  這個字稍微有少許不同
[00:14:47.320 --> 00:14:50.000]  但出於同一個字根
[00:14:50.000 --> 00:14:52.760]  就是料理家庭的那一位
[00:14:52.760 --> 00:14:56.000]  把家打理得頭頭是道
[00:14:56.000 --> 00:14:59.760]  她的丈夫絕對不會缺少任何利益
[00:14:59.760 --> 00:15:04.600]  這個就是聖經裏面的家庭主婦
[00:15:04.600 --> 00:15:07.520]  在《針研》的三十一篇
[00:15:07.520 --> 00:15:10.280]  一共講出了十二點
[00:15:10.280 --> 00:15:14.280]  告訴我們這個主婦是怎樣的
[00:15:14.280 --> 00:15:15.720]  第一點就是
[00:15:15.720 --> 00:15:18.000]  她是有手藝的主婦
[00:15:18.000 --> 00:15:21.120]  在《針研》的三十一篇第十三節
[00:15:21.120 --> 00:15:23.760]  她尋找羊絨和麻
[00:15:23.760 --> 00:15:26.360]  甘心用手作工
[00:15:26.360 --> 00:15:28.760]  她是有好的手藝
[00:15:28.760 --> 00:15:33.160]  她是把羊毛和麻做成衣服
[00:15:33.160 --> 00:15:34.280]  炭紙
[00:15:34.280 --> 00:15:39.320]  炭紙這個字比較好的翻譯可能是窗簾布
[00:15:39.320 --> 00:15:42.480]  羊毛和麻有甚麼分別
[00:15:42.480 --> 00:15:46.680]  羊毛就是冬天穿的衣服
[00:15:46.680 --> 00:15:48.880]  能夠保暖
[00:15:48.880 --> 00:15:50.080]  麻呢
[00:15:50.080 --> 00:15:53.040]  麻是比較熱的時候可以穿
[00:15:53.040 --> 00:15:55.040]  是比較涼快的
[00:15:55.040 --> 00:15:59.320]  但是無論是羊毛或者麻
[00:15:59.320 --> 00:16:02.440]  這個婦人都會找最好的質料
[00:16:02.440 --> 00:16:06.120]  來為自己的家人做衣服
[00:16:06.120 --> 00:16:08.840]  所以無論甚麼季節
[00:16:08.840 --> 00:16:11.480]  她都已經做好很好的衣服
[00:16:11.480 --> 00:16:13.440]  給她的家人穿
[00:16:13.440 --> 00:16:16.640]  而且是最好的材料
[00:16:16.640 --> 00:16:22.920]  這個主婦絕對不是遊手好閒
[00:16:22.920 --> 00:16:25.840]  她是落手落腳
[00:16:25.840 --> 00:16:28.400]  她是充滿活力的一個主婦
[00:16:28.400 --> 00:16:31.600]  她是非常有手藝
[00:16:31.600 --> 00:16:32.800]  第二點
[00:16:32.800 --> 00:16:35.240]  她還是新勞的主婦
[00:16:35.240 --> 00:16:37.880]  森賢的三十一篇十四節
[00:16:37.880 --> 00:16:42.080]  她好像雙船從遠方運糧來
[00:16:42.080 --> 00:16:48.680]  好像一隻雙船把食物從很遠的地方運回家
[00:16:48.680 --> 00:16:49.880]  有人跟我說
[00:16:49.880 --> 00:16:52.080]  牧師我也是這樣
[00:16:52.080 --> 00:16:53.880]  我時時去Costco
[00:16:53.880 --> 00:16:58.720]  買很多食物回來給我的家人來吃
[00:16:58.720 --> 00:17:00.520]  你是怎麼去的?
[00:17:00.520 --> 00:17:02.320]  你是不是開車去的?
[00:17:02.320 --> 00:17:03.880]  開車就容易
[00:17:03.880 --> 00:17:07.240]  這個森賢的三十一篇裏面
[00:17:07.240 --> 00:17:09.240]  這個婦人沒有車
[00:17:09.240 --> 00:17:10.960]  分分鐘她要走路
[00:17:10.960 --> 00:17:15.040]  走到很遠的地方去買這些食物回來
[00:17:15.040 --> 00:17:16.800]  為甚麼走到這麼遠?
[00:17:16.800 --> 00:17:18.720]  身邊沒有嗎?
[00:17:18.720 --> 00:17:21.760]  因為她是選擇最好的食物
[00:17:21.760 --> 00:17:24.920]  也是選擇最合理的價錢
[00:17:24.920 --> 00:17:27.640]  所以她要去到很遠的地方
[00:17:27.640 --> 00:17:32.400]  不是說她家附近馬上就可以買得到
[00:17:32.400 --> 00:17:36.480]  她為她的家人去找食物
[00:17:36.480 --> 00:17:40.320]  不單是最好的價錢也是最合理
[00:17:40.320 --> 00:17:42.560]  為甚麼她願意走這麼遠?
[00:17:42.560 --> 00:17:45.280]  因為她愛她的家人
[00:17:45.280 --> 00:17:49.080]  她願意表達她的愛心
[00:17:49.080 --> 00:17:53.400]  現在我都知道有很多媽媽喜歡在網上查
[00:17:53.400 --> 00:17:56.120]  哪一樣食物有營養價值
[00:17:56.120 --> 00:17:58.600]  為自己的家人都會這樣做
[00:17:58.600 --> 00:18:02.000]  這一樣有沒有營養?那一樣有沒有營養?
[00:18:02.000 --> 00:18:03.480]  古時就沒有這些東西
[00:18:03.480 --> 00:18:06.160]  她只可以走到很遠的地方
[00:18:06.160 --> 00:18:10.200]  找一些最好的食物來給家人
[00:18:10.200 --> 00:18:13.960]  還有這個家庭的主婦
[00:18:13.960 --> 00:18:16.680]  不單是手藝好,她是辛勞
[00:18:16.680 --> 00:18:19.960]  她還是一個願意犧牲的主婦
[00:18:19.960 --> 00:18:23.200]  在《針研》的三十一篇十五節頭
[00:18:23.200 --> 00:18:27.000]  說「未到黎明他就起來」
[00:18:27.000 --> 00:18:29.280]  在東方的社會
[00:18:29.280 --> 00:18:31.920]  其實他們的傳統是
[00:18:31.920 --> 00:18:34.920]  在家裏點一盞油燈
[00:18:34.920 --> 00:18:39.120]  這個油燈是一個很小的陶瓷做的油燈
[00:18:39.120 --> 00:18:41.040]  裏面是裝著油
[00:18:41.040 --> 00:18:44.360]  而燈芯是飄在油的上方
[00:18:44.360 --> 00:18:48.240]  那個燈要有油才可以點燈
[00:18:48.240 --> 00:18:50.480]  沒有油怎麼不可以點燈?
[00:18:50.480 --> 00:18:54.240]  這個就是在《馬太福音》二十五章裏面的原因
[00:18:54.240 --> 00:18:56.320]  十個童女記不記得
[00:18:56.320 --> 00:18:58.320]  晚上睡覺睡過頭
[00:18:58.320 --> 00:18:59.720]  不記得起來點燈
[00:18:59.720 --> 00:19:00.960]  那會怎樣?
[00:19:00.960 --> 00:19:02.040]  錯過了
[00:19:02.040 --> 00:19:05.040]  新郎回來他們都不知道
[00:19:05.040 --> 00:19:08.360]  是一個家庭主婦猶太人
[00:19:08.360 --> 00:19:09.800]  在東方的社會
[00:19:09.800 --> 00:19:14.320]  是家庭主婦晚上爬起來點燈
[00:19:14.320 --> 00:19:16.680]  你說搞甚麼鬼
[00:19:16.680 --> 00:19:20.000]  晚上睡覺你還點燈來做甚麼?
[00:19:20.000 --> 00:19:23.720]  我們現在家裏都有夜燈
[00:19:23.720 --> 00:19:25.720]  有盞小燈
[00:19:25.720 --> 00:19:28.080]  你每次都起來上廁所
[00:19:28.080 --> 00:19:31.720]  黑漆漆的撲死你
[00:19:31.720 --> 00:19:34.640]  所以猶太人和東方人都是一樣
[00:19:34.640 --> 00:19:36.280]  點一盞油燈
[00:19:36.280 --> 00:19:38.120]  是太太的責任
[00:19:38.120 --> 00:19:39.440]  是妻子的責任
[00:19:39.440 --> 00:19:41.440]  晚上起來點燈
[00:19:41.440 --> 00:19:43.320]  而這個女人呢
[00:19:43.320 --> 00:19:46.880]  一到黎明又爬起來
[00:19:46.880 --> 00:19:50.280]  為她的家人準備一天的食物
[00:19:50.280 --> 00:19:54.000]  準備粟米食物給她的家人
[00:19:54.000 --> 00:19:55.680]  其實在中東
[00:19:55.680 --> 00:19:57.520]  大部份的時間
[00:19:57.520 --> 00:19:59.320]  白天都是很炎熱
[00:19:59.320 --> 00:20:02.240]  晚上其實是最好做工的時候
[00:20:02.240 --> 00:20:04.200]  又安靜
[00:20:04.200 --> 00:20:05.760]  所以這個婦人
[00:20:05.760 --> 00:20:10.520]  就是一早爬起來做工
[00:20:10.520 --> 00:20:14.760]  她是願意為她的家庭犧牲
[00:20:14.760 --> 00:20:16.400]  還有第四點
[00:20:16.400 --> 00:20:19.560]  她也是一個管理的主婦
[00:20:19.560 --> 00:20:22.440]  在第十五節的尾
[00:20:22.440 --> 00:20:25.320]  說把食物分給家中的人
[00:20:25.320 --> 00:20:30.400]  將當作的工分派疲累
[00:20:30.400 --> 00:20:35.160]  她首先將食物分配好給自己的家人
[00:20:35.160 --> 00:20:38.640]  然後分派工作
[00:20:38.640 --> 00:20:42.200]  不要忘記這個是王妃
[00:20:42.200 --> 00:20:44.640]  她用不著這麼早起床
[00:20:44.640 --> 00:20:47.200]  不用這麼早起床
[00:20:47.200 --> 00:20:48.640]  但她不是
[00:20:48.640 --> 00:20:49.760]  一早就爬起來
[00:20:49.760 --> 00:20:51.680]  晚上還要點燈
[00:20:51.680 --> 00:20:52.880]  你想想
[00:20:52.880 --> 00:20:56.760]  她不是說太陽曬到八月十五她才起床
