
[00:00:00.000 --> 00:00:02.600]  今天跟大家分享的題目
[00:02:29.400 --> 00:02:31.400]  我們怎樣真的在信仰裏面
[00:02:31.400 --> 00:02:33.500]  你找到出路
[00:02:33.500 --> 00:02:34.600]  是真的
[00:02:34.600 --> 00:02:35.400]  你在信仰裏面
[00:02:35.400 --> 00:02:37.200]  你是可以找到出路
[00:02:37.200 --> 00:02:38.400]  你和你旁邊的人說
[00:02:38.400 --> 00:02:39.600]  你在信仰裏面找到出路
[00:02:39.600 --> 00:02:41.400]  你真的不用這麼懷疑
[00:02:41.400 --> 00:02:42.400]  你在信仰裏面
[00:02:42.400 --> 00:02:46.400]  你是找到出路的
[00:02:46.400 --> 00:02:47.600]  說到人生
[00:02:47.600 --> 00:02:51.400]  我們總是很希望作為一個人
[00:02:51.400 --> 00:02:53.300]  掌控一切
[00:02:53.300 --> 00:02:55.600]  無論由你開始是一個學生的時候
[00:02:55.600 --> 00:02:57.400]  或者你出來工作
[00:02:57.400 --> 00:02:58.200]  問心
[00:02:58.200 --> 00:03:00.600]  很多時候我們面對生活中
[00:03:00.600 --> 00:03:02.400]  很多的環境
[00:03:02.400 --> 00:03:06.000]  不禁是我們都很想能夠控制到
[00:03:06.000 --> 00:03:07.400]  在你的手裏面
[00:03:07.400 --> 00:03:08.200]  不要說你
[00:03:08.200 --> 00:03:10.200]  其實我也是會這樣
[00:03:10.200 --> 00:03:12.800]  最好就是走進去超級市場
[00:03:12.800 --> 00:03:15.000]  買到你想要買的東西
[00:03:15.000 --> 00:03:17.500]  甚至在你的計劃裏面
[00:03:17.500 --> 00:03:20.800]  做完你所期待的每一個項目的發生
[00:03:20.800 --> 00:03:23.600]  我不知道有多少人喜歡做那些to-do list
[00:03:23.600 --> 00:03:25.200]  即是你每天上班
[00:03:25.200 --> 00:03:26.400]  你會不會做這些事情
[00:03:26.400 --> 00:03:27.200]  我是這樣的人
[00:03:27.200 --> 00:03:28.800]  我上班坐下來
[00:03:28.800 --> 00:03:30.700]  我就會做to-do list
[00:03:30.700 --> 00:03:32.600]  我就會寫下我今天做了什麼
[00:03:32.600 --> 00:03:34.000]  我最大的滿足感是什麼
[00:03:34.000 --> 00:03:37.600]  每一天我的to-do list都做完
[00:03:37.600 --> 00:03:38.400]  你會怎樣
[00:03:38.400 --> 00:03:40.400]  很滿足
[00:03:40.400 --> 00:03:42.200]  我是一個這樣的人
[00:03:42.200 --> 00:03:43.400]  就算去完camp
[00:03:43.400 --> 00:03:44.200]  我回家
[00:03:44.200 --> 00:03:46.000]  第一時間我要洗完所有東西
[00:03:46.000 --> 00:03:47.600]  我才會坐下來
[00:03:47.600 --> 00:03:49.600]  我知道有些人不是這樣的
[00:03:49.600 --> 00:03:50.800]  你會覺得回到去
[00:03:50.800 --> 00:03:52.000]  如果camp說辛苦到吐
[00:03:52.000 --> 00:03:54.000]  那我應該要休息一下
[00:03:54.000 --> 00:03:55.000]  我是這樣的人
[00:03:55.000 --> 00:03:58.000]  我覺得有種能夠
[00:03:58.000 --> 00:03:59.800]  在我有能力的範圍
[00:03:59.800 --> 00:04:00.600]  我可以控制到
[00:04:00.600 --> 00:04:04.000]  其實我裏面會覺得有一種滿足感
[00:04:04.000 --> 00:04:06.600]  但是人大了
[00:04:06.600 --> 00:04:08.200]  不禁都要說一件事
[00:04:08.200 --> 00:04:10.600]  你越來越發現有些事情
[00:04:10.600 --> 00:04:13.000]  縱然你知道你有你的本分
[00:04:13.000 --> 00:04:16.400]  但是事情沒有如你所料地發生
[00:04:16.400 --> 00:04:19.400]  一首可能你有聽過的歌
[00:04:19.400 --> 00:04:22.400]  其實我是因為這堂課到我才去聽這首歌
[00:04:22.400 --> 00:04:24.000]  我突然pop up了這首歌
[00:04:24.000 --> 00:04:24.900]  這個人是陳雷
[00:04:24.900 --> 00:04:26.200]  我又不認識
[00:04:26.200 --> 00:04:27.600]  我就知道他有一首歌
[00:04:27.600 --> 00:04:28.800]  叫做《神的不在場》
[00:04:28.800 --> 00:04:29.600]  證據有多少人聽過
[00:04:29.600 --> 00:04:31.800]  請你舉手
[00:04:31.800 --> 00:04:34.200]  ok 嘩 很多人聽過
[00:04:34.200 --> 00:04:37.400]  我不知道這首歌有沒有令你產生共鳴
[00:04:37.400 --> 00:04:38.600]  有多少人覺得你聽我的歌
[00:04:38.600 --> 00:04:40.800]  嘩 好有我的心聲
[00:04:40.800 --> 00:04:42.000]  當然這首歌
[00:04:42.000 --> 00:04:43.000]  他填詞也是他
[00:04:43.000 --> 00:04:44.200]  作曲也是他
[00:04:44.200 --> 00:04:45.400]  我第一次聽的時候
[00:04:45.400 --> 00:04:47.000]  當然嘩 我突然覺得
[00:04:47.000 --> 00:04:48.600]  嘩 這樣厲害
[00:04:48.600 --> 00:04:51.000]  寫一首這樣的歌出來
[00:04:51.000 --> 00:04:53.200]  歌詞裏面
[00:04:53.200 --> 00:04:58.600]  講了很多人生不同的反思
[00:04:58.600 --> 00:05:03.800]  這裏我特別要把某些歌詞內容放大
[00:05:03.800 --> 00:05:06.200]  其實我們作為基督徒
[00:05:06.200 --> 00:05:09.600]  我們說在你的人生路上
[00:05:09.600 --> 00:05:11.800]  你遇到不幸
[00:05:11.800 --> 00:05:13.800]  很多信得太久
[00:05:13.800 --> 00:05:16.000]  我們會自己這樣說
[00:05:16.000 --> 00:05:19.200]  可能上帝給你的挑戰
[00:05:19.200 --> 00:05:20.600]  或者我們會這樣說
[00:05:20.600 --> 00:05:26.800]  當你遇到這些不信的事情也好
[00:05:26.800 --> 00:05:28.800]  你會不會都有這樣的想法
[00:05:28.800 --> 00:05:32.400]  可能上帝試煉我
[00:05:32.400 --> 00:05:36.800]  或者上帝其實要提升我
[00:05:36.800 --> 00:05:38.000]  積極地去想
[00:05:38.000 --> 00:05:39.600]  上帝提升你
[00:05:39.600 --> 00:05:41.800]  但上帝並不是無離場
[00:05:41.800 --> 00:05:43.600]  其實他真的存在
[00:05:43.600 --> 00:05:44.800]  但這個歌詞裏面
[00:05:44.800 --> 00:05:46.600]  他講的話挺有味道的
[00:05:46.600 --> 00:05:47.600]  歌詞提到什麼
[00:05:47.600 --> 00:05:50.400]  神 如果你看到我已經
[00:05:50.400 --> 00:05:52.600]  已經經歷夠多了
[00:05:52.600 --> 00:05:56.800]  難道你還不願意去拯救我嗎
[00:05:56.800 --> 00:05:59.000]  連呼吸都錯
[00:05:59.000 --> 00:06:01.600]  想喘息都貪心了嗎
[00:06:01.600 --> 00:06:03.600]  嘩 即是你完全覺得
[00:06:03.600 --> 00:06:06.400]  他對我來說很押韻
[00:06:06.400 --> 00:06:09.200]  求求讓我平靜過
[00:06:09.200 --> 00:06:11.200]  如流淚已成河
[00:06:11.200 --> 00:06:15.000]  可不可改寫這結果
[00:06:15.000 --> 00:06:17.000]  其實他還未完的
[00:06:17.000 --> 00:06:19.000]  這是歌詞裏面
[00:06:19.000 --> 00:06:20.600]  你看到他開頭也是這樣
[00:06:20.600 --> 00:06:22.000]  自我出生的一剎
[00:06:22.000 --> 00:06:23.200]  已經錯了魔
[00:06:23.200 --> 00:06:26.200]  上帝挑選了這些一切的困阻
[00:06:26.200 --> 00:06:27.800]  可撐過魔
[00:06:27.800 --> 00:06:29.400]  殘忍得過火
[00:06:29.400 --> 00:06:36.000]  大概天都不喜愛我這個誕生
[00:06:36.000 --> 00:06:38.000]  我覺得作為基督徒
[00:06:38.000 --> 00:06:39.600]  確實我們很知道一件事
[00:06:39.600 --> 00:06:43.000]  人生 你信了耶穌
[00:06:43.000 --> 00:06:45.200]  不是因為你有了耶穌之後
[00:06:45.200 --> 00:06:47.600]  你整個人生就一帆風順
[00:06:47.600 --> 00:06:48.800]  話雖如此
[00:06:48.800 --> 00:06:51.000]  我們說面對種種的
[00:06:51.000 --> 00:06:53.200]  你出來工作
[00:06:53.200 --> 00:06:56.600]  由你學生到你面對工作
[00:06:56.600 --> 00:06:57.600]  你日子開始內
[00:06:57.600 --> 00:07:01.000]  確實你面對的挑戰困難是越來越大
[00:07:01.000 --> 00:07:02.600]  人不禁要想一件事
[00:07:02.600 --> 00:07:05.000]  就是其實當這些挑戰瀰漫的時候
[00:07:05.000 --> 00:07:07.400]  你的反應是怎樣的
[00:07:07.400 --> 00:07:10.400]  當然人很自然地想一件事
[00:07:10.400 --> 00:07:11.800]  你和我都要承認一件事
[00:07:11.800 --> 00:07:15.400]  有時候我們會不禁地心裏面想一件事
[00:07:15.400 --> 00:07:16.400]  求神不如求己
[00:07:16.400 --> 00:07:18.000]  其實作者某程度上
[00:07:18.000 --> 00:07:20.800]  他都在說一件這樣的事
[00:07:20.800 --> 00:07:22.000]  即是
[00:07:22.000 --> 00:07:24.800]  因為就算祈禱過後事情沒有改變
[00:07:24.800 --> 00:07:26.800]  環境沒有轉變
[00:07:26.800 --> 00:07:29.400]  我不知道你有沒有這樣的同感
[00:07:29.400 --> 00:07:32.400]  即是就算有這個上帝
[00:07:32.400 --> 00:07:36.800]  你已經覺得連祈禱都沒有作為
[00:07:36.800 --> 00:07:40.800]  你做的事就只可以靠你自己堅持
[00:07:40.800 --> 00:07:42.000]  撐下去
[00:07:42.000 --> 00:07:44.600]  你都會向自己這樣說
[00:07:44.600 --> 00:07:47.600]  聽上去好像很合理
[00:07:47.600 --> 00:07:49.800]  靠神不如靠己
[00:07:49.800 --> 00:07:52.400]  會否這也是我們不經意之下
[00:07:52.400 --> 00:07:56.400]  你和我都選擇了一個這樣的想法
[00:07:56.400 --> 00:07:57.800]  但你有沒有想過
[00:07:57.800 --> 00:07:59.400]  其實你這個想法
[00:07:59.400 --> 00:08:00.600]  靠神不如靠己
[00:08:00.600 --> 00:08:03.600]  其實這個是不合乎真理的
[00:08:03.600 --> 00:08:07.400]  如果從一開始說你是生命
[00:08:07.400 --> 00:08:09.400]  你的生命不是你負責的
[00:08:09.400 --> 00:08:12.000]  你知道你和上帝的約定
[00:08:12.000 --> 00:08:13.800]  因著你相信耶穌那一刻
[00:08:13.800 --> 00:08:14.800]  開始
[00:08:14.800 --> 00:08:18.600]  但不過我們長久都在面對著一種這樣的
[00:08:18.600 --> 00:08:20.600]  很真實的
[00:08:20.600 --> 00:08:23.600]  即是不斷在爭位
[00:08:23.600 --> 00:08:26.800]  你在說你讓祂成為你的神
[00:08:26.800 --> 00:08:30.200]  讓祂成為你生命的主
[00:08:30.200 --> 00:08:33.000]  但到頭來我們每一個人
[00:08:33.000 --> 00:08:35.200]  常常都面對著這種爭議
[00:08:35.200 --> 00:08:37.400]  可不可以借個位置讓我坐
[00:08:37.400 --> 00:08:39.600]  我曾經有個笑話這樣說
[00:08:39.600 --> 00:08:44.200]  因為我是Youth
[00:08:44.200 --> 00:08:45.600]  我很記得一個Youth
[00:08:45.600 --> 00:08:47.400]  我應該有跟你們說過
[00:08:47.400 --> 00:08:50.600]  有一個Youth問過我一個問題
[00:08:50.600 --> 00:08:52.800]  為甚麼上帝那麼霸道
[00:08:52.800 --> 00:08:55.000]  一定要100%給祂
[00:08:55.000 --> 00:08:56.600]  我可不可以給一點點
[00:08:56.600 --> 00:08:58.200]  即是祂真的用這樣比喻
[00:08:58.200 --> 00:09:00.000]  就是那張椅子
[00:09:00.000 --> 00:09:01.200]  我讓祂坐一點點可以嗎
[00:09:01.200 --> 00:09:03.200]  祂不要完全坐著
[00:09:03.200 --> 00:09:06.000]  那你知道我怎樣回答祂嗎
[00:09:06.000 --> 00:09:07.200]  我回答祂也很狠的
[00:09:07.200 --> 00:09:07.800]  我也會回答
[00:09:07.800 --> 00:09:08.800]  不行
[00:09:08.800 --> 00:09:11.800]  一定要完全坐著
[00:09:11.800 --> 00:09:13.200]  不能坐一點點
[00:09:13.200 --> 00:09:15.600]  一定要完全坐著
[00:09:15.600 --> 00:09:19.600]  你願意嗎
[00:09:19.600 --> 00:09:22.000]  面對現實處境的反應
[00:09:22.000 --> 00:09:26.200]  我們更真實看到我們自己
[00:09:26.200 --> 00:09:29.000]  面對現實的反應就如我剛才所說
[00:09:29.000 --> 00:09:32.800]  我們有很多不同的反應
[00:09:32.800 --> 00:09:35.400]  你的反應或者你的選擇
[00:09:35.400 --> 00:09:38.800]  可能都是因著你在不同過去的經驗
[00:09:38.800 --> 00:09:40.800]  你的經歷
[00:09:40.800 --> 00:09:43.800]  以至你有不同的方法去面對
[00:09:43.800 --> 00:09:47.200]  哪怕可能是和你的信仰有抵觸之下
[00:09:47.200 --> 00:09:50.000]  你寧願選擇妥協
[00:09:50.000 --> 00:09:51.600]  自己問心
[00:09:51.600 --> 00:09:54.000]  其實我們是在一個
[00:09:54.000 --> 00:09:56.800]  在說我們跟從神同時之間
[00:09:56.800 --> 00:09:59.000]  其實我們有些事情在這個世界中
[00:09:59.000 --> 00:10:01.200]  我們選擇妥協之餘
[00:10:01.200 --> 00:10:03.600]  你甚至寧願選擇這一邊
[00:10:03.600 --> 00:10:06.600]  而不是選擇上帝
[00:10:06.600 --> 00:10:08.000]  尤其是在工作場所
[00:10:08.000 --> 00:10:09.200]  我覺得在所難免
[00:10:09.200 --> 00:10:10.800]  有多少人會這樣想
[00:10:10.800 --> 00:10:12.400]  做多不如做少
[00:10:12.400 --> 00:10:14.600]  越做有機會越錯
[00:10:14.600 --> 00:10:15.400]  不做就不錯
[00:10:15.400 --> 00:10:16.800]  你有沒有聽過別人這樣說的話
[00:10:16.800 --> 00:10:18.600]  你自己有沒有聽過
[00:10:18.600 --> 00:10:20.400]  我認識有同事跟我這樣說的時候
[00:10:20.400 --> 00:10:22.400]  當時我還未進來教會做
[00:10:22.400 --> 00:10:24.800]  我甚至覺得眼睛都睜開了
[00:10:24.800 --> 00:10:26.600]  好像很有邏輯
[00:10:26.600 --> 00:10:27.600]  對吧
[00:10:27.600 --> 00:10:29.400]  不做就不錯
[00:10:29.400 --> 00:10:31.000]  越做你就會越錯
[00:10:31.000 --> 00:10:33.400]  所以就不要做了
[00:10:33.400 --> 00:10:35.000]  好了
[00:10:35.000 --> 00:10:36.600]  灰色一點的謊言
[00:10:36.600 --> 00:10:38.600]  沒有問題
[00:10:38.600 --> 00:10:40.400]  對的
[00:10:40.400 --> 00:10:41.200]  你自己也會這樣說
[00:10:41.200 --> 00:10:42.400]  對的
[00:10:42.400 --> 00:10:43.800]  逼於無奈的
[00:10:43.800 --> 00:10:48.200]  環境造成你會妥協
[00:10:48.200 --> 00:10:49.000]  好了
[00:10:49.000 --> 00:10:50.400]  跟心是甚麼
[00:10:50.400 --> 00:10:52.200]  今時今日最重要
[00:10:52.200 --> 00:10:54.400]  享受生活
[00:10:54.400 --> 00:10:55.600]  不止玩
[00:10:55.600 --> 00:10:57.600]  我有錢我應分去花
[00:10:57.600 --> 00:10:59.200]  也很應該
[00:10:59.200 --> 00:11:00.200]  我沒有對號入座
[00:11:00.200 --> 00:11:02.000]  你自己想想
[00:11:02.000 --> 00:11:04.000]  其實很真實的
[00:11:04.000 --> 00:11:06.800]  你和我都面對著這些位置
[00:11:06.800 --> 00:11:08.800]  你是在妥協的
[00:11:08.800 --> 00:11:11.200]  OK
[00:11:11.200 --> 00:11:14.600]  說謊在所難免
[00:11:14.600 --> 00:11:16.600]  不太誠實也算我說
[00:11:16.600 --> 00:11:20.200]  我是一個
[00:11:20.200 --> 00:11:22.000]  有些人經常這樣說我
[00:11:22.000 --> 00:11:25.800]  我骨子裏面有個警察
[00:11:25.800 --> 00:11:26.800]  所以對我來說
[00:11:26.800 --> 00:11:29.200]  誠實是極度重要
[00:11:29.200 --> 00:11:31.000]  如果一個人很不誠實
[00:11:31.000 --> 00:11:33.000]  我想我的眼睛
[00:11:33.000 --> 00:11:34.000]  我就
[00:11:34.000 --> 00:11:35.800]  其實我好像個警察一樣
[00:11:35.800 --> 00:11:37.000]  我經常捉住他
[00:11:37.000 --> 00:11:38.200]  因為你不誠實
[00:11:38.200 --> 00:11:40.400]  所以我教小朋友也是這樣
[00:11:40.400 --> 00:11:41.400]  誠實很重要
[00:11:41.400 --> 00:11:43.200]  因為你沒有獨立感
[00:11:43.200 --> 00:11:44.400]  我是不會和
[00:11:44.400 --> 00:11:45.400]  就是不行
[00:11:45.400 --> 00:11:47.000]  出來工作怎麼可以呢
[00:11:47.000 --> 00:11:48.200]  不行的不可以這樣做
[00:11:48.200 --> 00:11:49.400]  OK
[00:11:49.400 --> 00:11:50.800]  同時間信仰生活
[00:11:50.800 --> 00:11:54.000]  好像其實是
[00:11:54.000 --> 00:11:54.800]  有很多人這樣說
[00:11:54.800 --> 00:11:55.600]  今時今日
[00:11:55.600 --> 00:11:57.200]  或者可能在你的生命裏面
[00:11:57.200 --> 00:11:58.000]  你都是這樣說
[00:11:58.000 --> 00:11:59.800]  你的信仰和你的生活
[00:11:59.800 --> 00:12:02.400]  你覺得沒有辦法共處
[00:12:02.400 --> 00:12:03.800]  有人以為
[00:12:03.800 --> 00:12:08.000]  信仰都只不過是一個信念
[00:12:08.000 --> 00:12:09.800]  以致在我們的生活裏面
[00:12:09.800 --> 00:12:12.600]  無論你的選擇
[00:12:12.600 --> 00:12:15.800]  或者你覺得是一個這樣的環境
[00:12:15.800 --> 00:12:17.800]  你覺得有一種迫於無奈
[00:12:17.800 --> 00:12:19.000]  我們的信仰
[00:12:19.000 --> 00:12:21.800]  絕對不是只一個信念
[00:12:21.800 --> 00:12:22.800]  鄧堅姊妹
[00:12:22.800 --> 00:12:24.800]  你的信仰包含著
[00:12:24.800 --> 00:12:26.600]  和你的生活是有關係的
[00:12:26.600 --> 00:12:28.800]  你的信仰是有經歷的
[00:12:28.800 --> 00:12:31.200]  你的信仰是有真理的
[00:12:31.200 --> 00:12:34.000]  你的信仰是有信心的
[00:12:34.000 --> 00:12:35.800]  對不對
[00:12:35.800 --> 00:12:36.600]  作為信徒
[00:12:36.600 --> 00:12:39.600]  我們怎樣從上帝的話語
[00:12:39.600 --> 00:12:41.600]  找到出路呢
[00:12:41.600 --> 00:12:43.200]  逆境尋身
[00:12:43.200 --> 00:12:45.000]  我們必須要相信
[00:12:45.000 --> 00:12:46.400]  你在耶穌裏面
[00:12:46.400 --> 00:12:47.800]  你真的有出路的
[00:12:47.800 --> 00:12:50.400]  但這絕對不是一個口號
[00:12:50.400 --> 00:12:52.200]  而是一個強而有力
[00:12:52.200 --> 00:12:56.400]  你和我是上帝賦予給我們的
[00:12:56.400 --> 00:12:59.000]  一個很重要的武器
[00:12:59.000 --> 00:13:01.000]  聖經裏面清楚記載
[00:13:01.000 --> 00:13:04.400]  我們確實會遇到很多不同的挑戰
[00:13:04.400 --> 00:13:07.000]  困難只有越來越大
[00:13:07.000 --> 00:13:09.200]  但我們面對這些事情的真相
[00:13:09.200 --> 00:13:11.600]  我們必須從另一個角度
[00:13:11.600 --> 00:13:13.800]  去看這些事情
[00:13:13.800 --> 00:13:14.600]  你有沒有想過
[00:13:14.600 --> 00:13:17.800]  從一個屬靈的角度去看一切事情
[00:13:17.800 --> 00:13:18.600]  就是說
[00:13:18.600 --> 00:13:20.600]  我要解釋多一點
[00:13:20.600 --> 00:13:21.800]  什麼是屬靈的角度
[00:13:21.800 --> 00:13:23.600]  因為我們在基督徒群體
[00:13:23.600 --> 00:13:26.400]  我們不禁地會用這個詞語來說
[00:13:26.400 --> 00:13:28.200]  屬靈D
[00:13:28.200 --> 00:13:30.400]  或者我們一個屬靈人這樣說
[00:13:30.400 --> 00:13:33.600]  什麼是從屬靈的角度去看一切事情
[00:13:33.600 --> 00:13:35.600]  其實對我來說很簡單
[00:13:35.600 --> 00:13:39.200]  你有沒有用上帝的角度去看這件事
[00:13:39.200 --> 00:13:39.800]  OK
[00:13:39.800 --> 00:13:41.200]  我要澄清一點
[00:13:41.200 --> 00:13:43.800]  我不是在這堂課裏面
[00:13:43.800 --> 00:13:45.000]  我想要高舉
[00:13:45.000 --> 00:13:49.200]  我們怎樣將屬世和屬靈那種異分法
[00:13:49.200 --> 00:13:52.200]  就是面對我們今天的光景
[00:13:52.200 --> 00:13:53.800]  無論你遇到的困難
[00:13:53.800 --> 00:13:56.200]  反而我很想強調一件事
[00:13:56.200 --> 00:13:59.400]  我們要有一個完全不同的世界觀
[00:13:59.400 --> 00:14:00.600]  因著你信耶穌之後
[00:14:00.600 --> 00:14:03.800]  你的世界觀應該有改變的
[00:14:03.800 --> 00:14:07.400]  這個世界確實只有越來越差
[00:14:07.400 --> 00:14:09.800]  甚至越來越壞
[00:14:09.800 --> 00:14:11.400]  但我們屬於上帝的人
[00:14:11.400 --> 00:14:13.200]  你要明白一件事
[00:14:13.200 --> 00:14:16.600]  上帝怎樣去看這些事情
[00:14:16.600 --> 00:14:20.600]  加上聖經是很清楚給了我們答案
[00:14:20.600 --> 00:14:24.200]  以致我們面對這些一切困難的時候
[00:14:24.200 --> 00:14:25.400]  你在神的裏面
[00:14:25.400 --> 00:14:27.400]  在神的說話裏面
[00:14:27.400 --> 00:14:29.800]  你真的會找到出路
[00:14:29.800 --> 00:14:31.200]  好了 當這樣說
[00:14:31.200 --> 00:14:32.400]  我們就要看看
[00:14:32.400 --> 00:14:34.200]  今天我們要看看經文
[00:14:34.200 --> 00:14:36.000]  可以幫我下嗎
[00:14:36.000 --> 00:14:37.200]  我們會一起讀這段聖經
[00:14:37.200 --> 00:14:38.400]  「亦忽所書」
[00:14:38.400 --> 00:14:39.400]  真是很奇怪
[00:14:39.400 --> 00:14:40.600]  你想想我講完這個開頭
[00:14:40.600 --> 00:14:43.000]  我會看這段經文的
[00:14:43.000 --> 00:14:45.000]  我們只看十字十八字
[00:14:45.000 --> 00:14:46.200]  你們來讀 好嗎
[00:14:46.200 --> 00:14:48.000]  預備 一二三
[00:14:48.000 --> 00:15:02.400]  「以便能夠抵擋魔鬼的陰謀」
[00:15:13.000 --> 00:15:17.000]  「得罪皇子上宋明的邪惡勢力」
[00:15:17.000 --> 00:15:20.200]  「若此要不要上帝所賜的」
[00:15:20.200 --> 00:15:23.200]  「全副困狀狀的自己」
[00:15:23.200 --> 00:15:26.800]  「無再邪惡的世代」
[00:15:26.800 --> 00:15:29.000]  「到真戰結束後」
[00:15:29.000 --> 00:15:32.800]  「務要暫穩」
[00:15:32.800 --> 00:15:39.400]  「用公義當作護心鏡遮控」
[00:15:39.400 --> 00:15:41.400]  「把和平的福音」
[00:15:41.400 --> 00:15:43.200]  「當鞋穿在腳上」
[00:15:43.200 --> 00:15:44.800]  「準備行動」
[00:15:44.800 --> 00:16:09.800]  「亦忽所書」
[00:16:09.800 --> 00:16:12.200]  當然都是一間教會
[00:16:12.200 --> 00:16:15.800]  當時這封信是由保羅寫信給這間教會
[00:16:15.800 --> 00:16:19.000]  這班信徒所寫的一本書
[00:16:19.000 --> 00:16:21.400]  前部份其實我們剛剛讀
[00:16:21.400 --> 00:16:23.800]  就是「亦忽所書」的第六章
[00:16:23.800 --> 00:16:25.400]  差不多到尾聲了
[00:16:25.400 --> 00:16:27.200]  但是其實前面有五章聖經
[00:16:27.200 --> 00:16:30.800]  說前部份其實保羅用了很大的篇幅
[00:16:30.800 --> 00:16:32.200]  其實他說了一件事
[00:16:32.200 --> 00:16:35.200]  叫他們不要忘記他的身份
[00:16:35.200 --> 00:16:37.800]  就是跟那班「亦忽所書」的信徒說的
[00:16:37.800 --> 00:16:41.600]  為何保羅一開始就要提醒他們
[00:16:41.600 --> 00:16:44.000]  不要忘記這個身份呢?
[00:16:44.000 --> 00:16:48.400]  保羅之後在整篇「亦忽所書」裡面
[00:16:48.400 --> 00:16:51.600]  他不斷重提這個身份的重要
[00:16:51.600 --> 00:16:54.000]  因為這個身份叫他們知道
