
[00:00:00.000 --> 00:00:01.920]  今天講題是新年願望
[00:05:20.460 --> 00:05:21.960]  我接下來又會放假
[00:05:21.960 --> 00:05:25.040]  為什麼呢 我岳父很想去M+
[00:05:25.040 --> 00:05:25.760]  很想去看
[00:05:25.760 --> 00:05:28.940]  我就高價和大大去玩一天香港的
[00:05:28.940 --> 00:05:29.840]  都可以試
[00:05:29.840 --> 00:05:31.440]  我想香港很多地方
[00:05:31.440 --> 00:05:32.380]  我來都沒去過
[00:05:32.380 --> 00:05:34.640]  最後這個也很值得
[00:05:34.640 --> 00:05:40.480]  就是去一些挑戰自己的
[00:05:40.480 --> 00:05:42.180]  extreme exotic
[00:05:42.180 --> 00:05:42.960]  很奇怪的東西
[00:05:42.960 --> 00:05:43.980]  例如是跳傘
[00:05:43.980 --> 00:05:45.160]  北極光
[00:05:45.160 --> 00:05:48.020]  土耳其坐熱氣球有沒有人試過
[00:05:48.020 --> 00:05:49.820]  有啊 嘩 厲害啊
[00:05:49.820 --> 00:05:51.020]  這邊的聲音
[00:05:51.020 --> 00:05:52.160]  我也沒試過
[00:05:52.160 --> 00:05:54.960]  我本來差點去了紐西蘭跳傘
[00:05:54.960 --> 00:05:55.900]  差一點
[00:05:55.900 --> 00:05:58.460]  因為我報了之後上的了
[00:05:58.460 --> 00:06:00.800]  誰知道天氣轉換
[00:06:00.800 --> 00:06:02.040]  沒得玩了
[00:06:02.040 --> 00:06:03.640]  其實我都很開心
[00:06:03.640 --> 00:06:05.140]  其實很害怕
[00:06:05.140 --> 00:06:08.100]  報了
[00:06:08.100 --> 00:06:10.620]  舊的做事不過新的經歷
[00:06:10.620 --> 00:06:12.080]  舊的做事新的挑戰
[00:06:12.080 --> 00:06:14.480]  今天我們作為基督徒
[00:06:14.480 --> 00:06:15.620]  都是基督徒
[00:06:15.620 --> 00:06:18.160]  我挑戰你新的挑戰
[00:06:18.160 --> 00:06:19.660]  都是基督徒 走基督徒的路
[00:06:19.660 --> 00:06:23.860]  不過有什麼打破舊有的關關
[00:06:23.860 --> 00:06:25.800]  挑戰自己呢
[00:06:25.800 --> 00:06:27.860]  作為基督徒真的很喜樂
[00:06:27.860 --> 00:06:29.760]  因為我們被神拯救
[00:06:29.760 --> 00:06:30.940]  我們一個新的生命
[00:06:30.940 --> 00:06:35.140]  不再被我們舊的捆綁
[00:06:35.140 --> 00:06:36.440]  開不開心
[00:06:36.440 --> 00:06:37.680]  開不開心
[00:06:37.680 --> 00:06:41.180]  開不開心
[00:06:41.180 --> 00:06:43.640]  三四成是開心的
[00:06:43.640 --> 00:06:44.440]  開不開心
[00:06:44.440 --> 00:06:45.140]  開不開心
[00:06:45.140 --> 00:06:46.140]  是真的嗎
[00:06:46.140 --> 00:06:47.320]  是
[00:06:47.320 --> 00:06:50.320]  真是的
[00:06:50.320 --> 00:06:52.520]  最大聲的是麥克風
[00:06:52.520 --> 00:06:53.960]  聽到你說的聲音
[00:06:53.960 --> 00:06:54.720]  好了
[00:06:54.720 --> 00:06:55.820]  其實不單是這樣
[00:06:55.820 --> 00:06:57.620]  我們可以挑戰自己
[00:06:57.620 --> 00:06:59.800]  這一段經文今天在菲律賓書
[00:06:59.800 --> 00:07:01.700]  第二章15到16次
[00:07:01.700 --> 00:07:02.700]  你一看
[00:07:02.700 --> 00:07:03.900]  很可能有兩個反應
[00:07:03.900 --> 00:07:05.340]  第一個反應
[00:07:05.340 --> 00:07:07.860]  嘩
[00:07:07.860 --> 00:07:09.480]  第二反應不是吧
[00:07:09.480 --> 00:07:10.800]  看看你有什麼反應
[00:07:10.800 --> 00:07:13.380]  保羅挑戰我們一個基督徒的生命
[00:07:13.380 --> 00:07:14.640]  應該是這樣的
[00:07:14.640 --> 00:07:15.440]  是怎樣呢
[00:07:15.440 --> 00:07:16.240]  我們一起讀
[00:07:16.240 --> 00:07:17.620]  一二三
[00:07:17.620 --> 00:07:19.120]  無可指責
[00:07:19.120 --> 00:07:20.820]  誠實無異
[00:07:20.820 --> 00:07:23.880]  在這彎曲勃謀的世代
[00:07:23.880 --> 00:07:26.920]  作神無瑕疵的兒女
[00:07:26.920 --> 00:07:29.360]  你們已在這世間中
[00:07:29.360 --> 00:07:31.520]  保障榮光照耀
[00:07:31.520 --> 00:07:34.560]  將生命的道表明出羅
[00:07:34.560 --> 00:07:35.960]  這一段聖經一看
[00:07:35.960 --> 00:07:36.760]  可能你很興奮
[00:07:36.760 --> 00:07:37.600]  嘩
[00:07:37.600 --> 00:07:39.040]  正啊
[00:07:39.040 --> 00:07:40.840]  我要做到啊
[00:07:40.840 --> 00:07:42.200]  又或者你第二個反應是
[00:07:42.200 --> 00:07:43.140]  吓
[00:07:43.140 --> 00:07:44.940]  留給旁邊那個吧
[00:07:44.940 --> 00:07:46.780]  不要搞
[00:07:46.780 --> 00:07:49.080]  你有什麼反應
[00:07:49.080 --> 00:07:52.120]  你會不會是第一個
[00:07:52.120 --> 00:07:55.380]  不用安靜了吧
[00:07:55.380 --> 00:07:56.520]  有沒有信心
[00:07:56.520 --> 00:07:57.020]  有
[00:07:57.020 --> 00:07:58.480]  行第一個
[00:07:58.480 --> 00:08:00.060]  嘩
[00:08:00.060 --> 00:08:00.860]  正啊
[00:08:00.860 --> 00:08:05.320]  有沒有
[00:08:05.320 --> 00:08:06.220]  有沒有信心
[00:08:06.220 --> 00:08:06.820]  有
[00:08:06.820 --> 00:08:07.400]  有沒有
[00:08:07.400 --> 00:08:07.900]  有
[00:08:07.900 --> 00:08:09.660]  好 給掌聲耶穌啊
[00:08:09.660 --> 00:08:11.860]  今天我們挑戰大家
[00:08:11.860 --> 00:08:13.040]  思考多一點這個
[00:08:13.040 --> 00:08:14.340]  你沒有看錯
[00:08:14.340 --> 00:08:16.140]  聖經沒有說錯
[00:08:16.140 --> 00:08:17.200]  是不是有花巧
[00:08:17.200 --> 00:08:18.200]  真是這樣
[00:08:18.200 --> 00:08:20.280]  Without fault
[00:08:20.280 --> 00:08:20.940]  直譯
[00:08:20.940 --> 00:08:23.280]  Blindness
[00:08:23.280 --> 00:08:24.820]  Pure
[00:08:24.820 --> 00:08:26.620]  他真的說了這幾樣東西
[00:08:26.620 --> 00:08:30.620]  這個其實是我大學團契的門
[00:08:30.620 --> 00:08:32.420]  團訓
[00:08:32.420 --> 00:08:34.820]  使你們無可指責
[00:08:34.820 --> 00:08:37.000]  誠實無異
[00:08:37.000 --> 00:08:39.720]  在這彎曲薄茂的世代
[00:08:39.720 --> 00:08:43.460]  作神無瑕疵的兒女
[00:08:43.460 --> 00:08:45.400]  你明顯在這世代中
[00:08:45.400 --> 00:08:48.300]  保障明光照耀
[00:08:48.300 --> 00:08:53.400]  將生命的道顯明出羅
[00:08:53.400 --> 00:08:55.440]  回望幾十年
[00:08:55.440 --> 00:08:58.140]  在大學到現在
[00:08:58.140 --> 00:08:59.480]  的確有部份
[00:08:59.480 --> 00:09:00.620]  他一路走
[00:09:00.620 --> 00:09:03.020]  一路走越來越似
[00:09:03.020 --> 00:09:06.120]  甚至可能已經是
[00:09:06.120 --> 00:09:09.180]  但有更多原地踏步
[00:09:09.180 --> 00:09:11.200]  甚至倒退
[00:09:11.200 --> 00:09:13.760]  今天我們講解這段聖經
[00:09:13.760 --> 00:09:16.500]  有沒有這種的記憶圖呢
[00:09:16.500 --> 00:09:19.100]  究竟原地踏步退後的呢
[00:09:19.100 --> 00:09:21.700]  保羅在講什麼呢
[00:09:21.700 --> 00:09:25.140]  我們立刻進入去
[00:09:25.140 --> 00:09:26.440]  而進入去之前
[00:09:26.440 --> 00:09:28.500]  我們講講一點背景
[00:09:28.500 --> 00:09:29.640]  今天講七節經文
[00:09:29.640 --> 00:09:31.880]  十二到十八節
[00:09:31.880 --> 00:09:33.140]  十二節一開始這麼講
[00:09:33.140 --> 00:09:34.980]  他說這樣看來
[00:09:34.980 --> 00:09:38.320]  我親愛的弟兄
[00:09:38.320 --> 00:09:39.220]  這樣看來
[00:09:39.220 --> 00:09:41.280]  即是有前節
[00:09:41.280 --> 00:09:42.480]  有東西講了
[00:09:42.480 --> 00:09:43.460]  之前講了什麼呢
[00:09:43.460 --> 00:09:45.820]  就是上星期帕蘇米尼提到
[00:09:45.820 --> 00:09:47.520]  五節到十一節
[00:09:47.520 --> 00:09:49.220]  我們先重溫一點
[00:09:49.220 --> 00:09:50.100]  我們一起讀好嗎
[00:09:50.100 --> 00:09:51.160]  一二三
[00:09:51.160 --> 00:09:55.140]  你們當以基督耶穌的心為心
[00:09:55.140 --> 00:09:57.640]  他本有神的形象
[00:09:57.640 --> 00:10:01.340]  不疑自己別身無感為佛
[00:10:01.340 --> 00:10:02.840]  反倒虛己
[00:10:02.840 --> 00:10:05.140]  取了盧伏的形象
[00:10:05.140 --> 00:10:07.220]  成為人的樣色
[00:10:07.220 --> 00:10:09.080]  給有人的養子
[00:10:09.080 --> 00:10:11.020]  就自己卑微
[00:10:11.020 --> 00:10:12.520]  全心信服
[00:10:12.520 --> 00:10:13.960]  以致於死
[00:10:13.960 --> 00:10:16.320]  死在十字架上
[00:10:16.320 --> 00:10:19.220]  所以神將他稱為哲高
[00:10:19.220 --> 00:10:23.100]  由此及下那超過萬名之上的名
[00:10:23.100 --> 00:10:25.100]  叫一切在天上
[00:10:25.100 --> 00:10:28.000]  地上的和地下的
[00:10:28.000 --> 00:10:30.800]  等於耶穌的名徒不割身
[00:10:30.800 --> 00:10:33.940]  我或後稱耶穌基督為主
[00:10:33.940 --> 00:10:36.040]  使平要歸於父神
[00:10:36.040 --> 00:10:38.780]  上星期帕蘇米尼講得非常精彩
[00:10:38.780 --> 00:10:40.140]  而中間他特別提到
[00:10:40.140 --> 00:10:44.920]  耶穌卑微信服
[00:10:44.920 --> 00:10:45.760]  以致於死
[00:10:45.760 --> 00:10:46.980]   Amen
[00:10:46.980 --> 00:10:49.280]  所以我們又怎樣呢
[00:10:49.280 --> 00:10:50.720]  今次講
[00:10:50.720 --> 00:10:52.960]  我們又要怎樣呢
[00:10:52.960 --> 00:10:55.920]  今日將會講三個向道
[00:10:55.920 --> 00:11:01.140]  提到我們怎樣可以做到無可指責
[00:11:01.140 --> 00:11:03.240]  誠實無謂
[00:11:03.240 --> 00:11:05.040]  在這彎谷半個世代
[00:11:05.040 --> 00:11:07.740]  作神夢下知的兒女
[00:11:07.740 --> 00:11:10.240]  立即進入第一點
[00:11:10.240 --> 00:11:11.580]  我們一齊讀好嗎
[00:11:11.580 --> 00:11:13.980]  第十二節
[00:11:13.980 --> 00:11:17.280]  我親愛的弟兄
[00:11:17.280 --> 00:11:19.780]  你們既是尚信服的
[00:11:19.780 --> 00:11:22.160]  不但我在你們下裡
[00:11:22.160 --> 00:11:25.160]  就是我如今不在你們下裡
[00:11:25.160 --> 00:11:26.760]  今是信服的
[00:11:26.760 --> 00:11:28.920]  就當恐懼戰警
[00:11:28.920 --> 00:11:31.460]  造成你們得救的恐怖
[00:11:31.460 --> 00:11:33.560]  他說耶穌信服
[00:11:33.560 --> 00:11:36.140]  所以我們就信服
[00:11:36.140 --> 00:11:37.700]  而且這個信服
[00:11:37.700 --> 00:11:39.280]  保羅在也好
[00:11:39.280 --> 00:11:40.880]  不在也好
[00:11:40.880 --> 00:11:41.700]  都信服
[00:11:41.700 --> 00:11:44.480]  就是說如果我們很想生命
[00:11:44.480 --> 00:11:45.820]  你不要弄錯
[00:11:45.820 --> 00:11:48.120]  為何我們要無瑕疵
[00:11:48.120 --> 00:11:49.380]  要無可指責
[00:11:49.380 --> 00:11:51.480]  其實不是為了神
[00:11:51.480 --> 00:11:53.620]  是為了我們活得更精彩
[00:11:53.620 --> 00:11:55.620]  沒有再被那些
[00:11:55.620 --> 00:11:56.820]  我們的脾氣
[00:11:56.820 --> 00:11:57.960]  憤怒
[00:11:57.960 --> 00:11:59.620]  我們的受傷
[00:11:59.620 --> 00:12:01.460]  再去控制我們
[00:12:01.460 --> 00:12:03.900]  不再被我們的罪污
[00:12:03.900 --> 00:12:05.260]  去控制
[00:12:05.260 --> 00:12:06.440]  所以那個位置
[00:12:06.440 --> 00:12:08.100]  我們定義就要走
[00:12:08.100 --> 00:12:10.160]  而我們走必定需要
[00:12:10.160 --> 00:12:11.240]  第一點
[00:12:11.240 --> 00:12:13.800]  就是要信服
[00:12:13.800 --> 00:12:17.600]  而這個信服本身是有基礎
[00:12:17.600 --> 00:12:18.980]  你說陳律師
[00:12:18.980 --> 00:12:19.840]  很難受
[00:12:19.840 --> 00:12:20.720]  一開始說兩件事
[00:12:20.720 --> 00:12:21.320]  第一
[00:12:21.320 --> 00:12:22.580]  無可指責
[00:12:22.580 --> 00:12:23.540]  又誠實無偽
[00:12:23.540 --> 00:12:25.380]  第二又要信服
[00:12:25.380 --> 00:12:27.720]  其實你聽下去就不會覺得
[00:12:27.720 --> 00:12:28.920]  很難受
[00:12:28.920 --> 00:12:31.360]  你聽下去會愛上我
[00:12:31.360 --> 00:12:33.060]  因為是聖經的說話
[00:12:33.060 --> 00:12:33.720]  你聽下去會覺得
[00:12:33.720 --> 00:12:34.300]  是喔
[00:12:34.300 --> 00:12:35.700]  原來應該是這樣的
[00:12:35.700 --> 00:12:37.560]  原來我騙了很久給別人
[00:12:37.560 --> 00:12:38.260]  很難
[00:12:38.260 --> 00:12:39.300]  完全不是
[00:12:39.300 --> 00:12:40.400]  為何信服
[00:12:40.400 --> 00:12:43.000]  剛才說到因為學校基督
[00:12:43.000 --> 00:12:44.240]  基督這樣做
[00:12:44.240 --> 00:12:45.900]  另一方面
[00:12:45.900 --> 00:12:48.680]  保羅也都清楚說
[00:12:48.680 --> 00:12:49.780]  除了你學基督
[00:12:49.780 --> 00:12:50.780]  也學保羅
[00:12:50.780 --> 00:12:53.140]  因為保羅都是這樣做
[00:12:53.140 --> 00:12:54.880]  因為保羅都提到
[00:12:54.880 --> 00:12:56.980]  我們的生命行事為人
[00:12:56.980 --> 00:12:58.780]  跟我們的福音要對等
[00:12:58.780 --> 00:13:00.080]  我們讀一讀在肥立秘書
[00:13:00.080 --> 00:13:02.820]  一章二十七節
[00:13:02.820 --> 00:13:04.220]  當時保羅提到什麼
[00:13:04.220 --> 00:13:05.500]  就是上一節的經文
[00:13:05.500 --> 00:13:06.300]  上一章的經文
[00:13:06.300 --> 00:13:06.760]  一起讀
[00:13:06.760 --> 00:13:07.700]  一二三
[00:13:07.700 --> 00:13:10.100]  只要你們行事為人
[00:13:10.100 --> 00:13:12.560]  與基督的福音相稱
[00:13:12.560 --> 00:13:15.060]  叫我或來見你們
[00:13:15.060 --> 00:13:17.200]  或不在你們那裏
[00:13:17.200 --> 00:13:19.680]  可以見見你們的景況
[00:13:19.680 --> 00:13:22.380]  知道你們同有一個心智
[00:13:22.380 --> 00:13:23.740]  站立得穩
[00:13:23.740 --> 00:13:26.980]  為所信的福音齊心動力
[00:13:26.980 --> 00:13:31.160]  保羅提醒我們要活出福音的初心
[00:13:31.160 --> 00:13:32.060]  為什麼呢
[00:13:32.060 --> 00:13:36.560]  相信因為當時他們有些爭議
[00:13:36.560 --> 00:13:37.560]  所以保羅說
[00:13:37.560 --> 00:13:39.600]  你行事為人
[00:13:39.600 --> 00:13:42.460]  要與福音相請
[00:13:42.460 --> 00:13:44.560]  而他講到無論我在這裏
[00:13:44.560 --> 00:13:45.960]  不在這裏都要這樣做
[00:13:45.960 --> 00:13:47.560]  不容易
[00:13:47.560 --> 00:13:49.780]  人就很喜歡偷懶
[00:13:49.780 --> 00:13:51.480]  你望著我
[00:13:51.480 --> 00:13:53.380]  當然就好一點
[00:13:53.380 --> 00:13:55.180]  你不望著我
[00:13:55.180 --> 00:13:57.020]  當然閃了
[00:13:57.020 --> 00:13:57.880]  講到這裏
[00:13:57.880 --> 00:13:59.640]  我記得我小時候
[00:13:59.640 --> 00:14:02.960]  我父母在家裡教我們
[00:14:02.960 --> 00:14:03.880]  九點
[00:14:03.880 --> 00:14:06.160]  九點半就要關燈
[00:14:06.160 --> 00:14:08.280]  關電視
[00:14:08.280 --> 00:14:10.020]  上床睡覺
[00:14:10.020 --> 00:14:11.900]  你知道當時最好娛樂是什麼嗎
[00:14:11.900 --> 00:14:13.060]  電視
[00:14:13.060 --> 00:14:15.200]  最好看的其中一個是歡樂今宵
[00:14:15.200 --> 00:14:16.940]  是晚上的
[00:14:16.940 --> 00:14:19.040]  又很感恩我父母
[00:14:19.040 --> 00:14:22.700]  晚上都會兩個出去吃飯
[00:14:22.700 --> 00:14:25.500]  當時沒有人在家裡看著
[00:14:25.500 --> 00:14:29.280]  你猜我會不會九點就上床睡覺
[00:14:29.280 --> 00:14:31.180]  不會
[00:14:31.180 --> 00:14:34.320]  你們怎麼這樣看我
[00:14:34.320 --> 00:14:35.120]  你說得對
[00:14:35.120 --> 00:14:36.020]  就不會什麼
[00:14:36.020 --> 00:14:37.080]  不會再睡覺
[00:14:37.080 --> 00:14:38.760]  再拿一包薯片
[00:14:38.760 --> 00:14:40.360]  我沒有錢買
[00:14:40.360 --> 00:14:42.360]  我想的
[00:14:42.360 --> 00:14:43.260]  結果怎樣呢
[00:14:43.260 --> 00:14:44.960]  我們當然沒有
[00:14:44.960 --> 00:14:46.060]  唯一娛樂
[00:14:46.060 --> 00:14:46.760]  這麼好看
[00:14:46.760 --> 00:14:48.360]  晚上才可以看
[00:14:48.360 --> 00:14:49.600]  我們很清楚的
[00:14:49.600 --> 00:14:50.700]  我們看了十點
[00:14:50.700 --> 00:14:52.600]  十點半
[00:14:52.600 --> 00:14:55.440]  當我們突然間四嬸弟子們聽到
[00:14:55.440 --> 00:14:57.280]  當時有個鐵閘和木門
[00:14:57.280 --> 00:14:58.480]  不知道你們家人是否
[00:14:58.480 --> 00:15:03.380]  當鐵閘有條鑰匙插進去
[00:15:03.380 --> 00:15:06.680]  我估計由鐵閘開完
[00:15:06.680 --> 00:15:07.880]  再插入木門
[00:15:07.880 --> 00:15:10.220]  入屋大概五秒鐘
[00:15:10.220 --> 00:15:12.920]  你想想插進去
[00:15:12.920 --> 00:15:14.020]  接著開了
[00:15:14.020 --> 00:15:15.420]  找一條木門鎖時
[00:15:15.420 --> 00:15:17.760]  插進去
[00:15:17.760 --> 00:15:21.160]  但我們聽著四秒之內
[00:15:21.160 --> 00:15:23.500]  一個會走去關電視
[00:15:23.500 --> 00:15:25.560]  一個會走去關燈
[00:15:25.560 --> 00:15:26.540]  一個會開房門
[00:15:26.540 --> 00:15:28.200]  全部四秒之內
[00:15:28.200 --> 00:15:29.080]  上床
[00:15:29.080 --> 00:15:30.340]  蓋被子
[00:15:30.340 --> 00:15:31.580]  什麼都看不到
