
[00:00:00.000 --> 00:00:03.440]  今天跟大家分享的是「睡醒系列二」
[00:03:48.400 --> 00:03:51.640]  是由很多個不同小組去組成
[00:03:51.640 --> 00:03:54.200]  一個個小組都很獨立
[00:03:54.200 --> 00:03:55.880]  有時候可能我們自己的小組
[00:03:55.880 --> 00:03:57.640]  跟其他的小組沒什麼關係
[00:03:57.640 --> 00:03:58.920]  沒什麼連結
[00:03:58.920 --> 00:04:01.000]  又或者可能我們自己小組裡面
[00:04:01.000 --> 00:04:01.920]  一個小組裡面
[00:04:01.920 --> 00:04:03.040]  也有很多不同的
[00:04:03.040 --> 00:04:04.240]  我們叫做subgroup
[00:04:04.240 --> 00:04:06.320]  一些小小組
[00:04:06.320 --> 00:04:07.480]  或者叫做
[00:04:07.480 --> 00:04:10.080]  不好聽一點的叫做小圈子
[00:04:10.080 --> 00:04:11.960]  其實
[00:04:11.960 --> 00:04:13.920]  同聲同氣的人
[00:04:13.920 --> 00:04:15.240]  啱key
[00:04:15.240 --> 00:04:16.760]  或者現在叫星島的人
[00:04:16.760 --> 00:04:18.040]  走在一起
[00:04:18.040 --> 00:04:19.360]  其實是很正常的
[00:04:19.360 --> 00:04:20.640]  是不是
[00:04:20.640 --> 00:04:22.040]  但是問題就是
[00:04:22.040 --> 00:04:24.640]  當我們埋堆走在一起的時候
[00:04:24.640 --> 00:04:27.960]  這個堆會不會埋得太厲害呢
[00:04:27.960 --> 00:04:29.920]  埋得太厲害的時候
[00:04:29.920 --> 00:04:31.920]  會不會影響到其他人
[00:04:31.920 --> 00:04:34.200]  外來的人進不來
[00:04:34.200 --> 00:04:35.800]  又或者有新的人來到
[00:04:35.800 --> 00:04:37.760]  是留不下來呢
[00:04:37.760 --> 00:04:38.600]  所以你想想
[00:04:38.600 --> 00:04:41.440]  你測試一下你自己現在現有的小組
[00:04:41.440 --> 00:04:44.680]  你覺得現在現有的小組
[00:04:44.680 --> 00:04:47.920]  能不能夠容納到新的人來呢
[00:04:47.920 --> 00:04:49.080]  我們會不會
[00:04:49.080 --> 00:04:51.840]  很歡迎新的人來到我們小組
[00:04:51.840 --> 00:04:54.400]  也都能夠新的人來到的時候
[00:04:54.400 --> 00:04:56.800]  他們也都能夠好好被
[00:04:56.800 --> 00:04:59.400]  去關顧到他們能夠留得下
[00:04:59.400 --> 00:05:02.240]  是成為大家一分子呢
[00:05:02.240 --> 00:05:04.440]  這個是其中一樣東西
[00:05:04.440 --> 00:05:05.920]  今天跟大家看一下
[00:05:05.920 --> 00:05:09.320]  哥林多前書三章一至三節
[00:05:09.320 --> 00:05:14.360]  這個就是一個廣東話詮釋版
[00:05:14.360 --> 00:05:17.120]  就是我根據Eugene Peterson
[00:05:17.120 --> 00:05:19.760]  一個英文訊息詮釋的聖經
[00:05:19.760 --> 00:05:22.040]  翻翻譯做廣東話
[00:05:22.040 --> 00:05:24.000]  就再執一下
[00:05:24.000 --> 00:05:25.440]  那麼試一下好嗎
[00:05:25.440 --> 00:05:27.800]  一起讀一下這個廣東版
[00:05:27.800 --> 00:05:29.560]  預備一二三
[00:05:29.560 --> 00:05:30.720]  朋友啊
[00:05:30.720 --> 00:05:33.440]  我對你們彼此之間的關係
[00:05:33.440 --> 00:05:35.840]  以及你們同神的關係
[00:05:35.840 --> 00:05:37.440]  都很失望
[00:05:37.440 --> 00:05:40.520]  你們現在在基督面前的行為
[00:05:40.520 --> 00:05:42.560]  好像嬰兒一樣
[00:05:42.560 --> 00:05:43.840]  除了喝奶
[00:05:43.840 --> 00:05:46.200]  幾乎什麼都做不到
[00:05:46.200 --> 00:05:47.480]  以前是這樣
[00:05:47.480 --> 00:05:49.040]  現在也是這樣
[00:05:49.040 --> 00:05:51.320]  還要我來照顧你們
[00:05:51.320 --> 00:05:53.360]  你們只是想追求一些
[00:05:53.360 --> 00:05:54.880]  令自己開心
[00:05:54.880 --> 00:05:57.120]  或者覺得重要的東西
[00:05:57.120 --> 00:05:59.920]  你們跟嬰兒有什麼不同
[00:05:59.920 --> 00:06:02.200]  你是不是跟別人不斷爭
[00:06:02.200 --> 00:06:03.680]  不斷承認呢
[00:06:03.680 --> 00:06:06.720]  這樣就滿足到自己了嗎
[00:06:06.720 --> 00:06:08.760]  這個版本OK嗎
[00:06:08.760 --> 00:06:10.080]  其實都不是我的功勞
[00:06:10.080 --> 00:06:12.320]  其實只要將英文的版本
[00:06:12.320 --> 00:06:14.040]  放進去檢查GDP
[00:06:14.040 --> 00:06:16.000]  按一按轉去廣東話
[00:06:16.000 --> 00:06:17.080]  接著又出了廣東話
[00:06:17.080 --> 00:06:19.440]  自己又再整理一下而已
[00:06:19.440 --> 00:06:20.360]  希望這個版本
[00:06:20.360 --> 00:06:22.520]  讓我們能夠從另一個角度
[00:06:22.520 --> 00:06:23.760]  更加認識這段經文
[00:06:23.760 --> 00:06:26.480]  當時保羅說了些什麼
[00:06:26.480 --> 00:06:27.720]  保羅很失望
[00:06:27.720 --> 00:06:29.920]  因為他面對著哥倫多教會
[00:06:29.920 --> 00:06:31.840]  弟兄姊妹和弟兄姊妹之間的關係
[00:06:31.840 --> 00:06:35.400]  以及同神的關係都很失望
[00:06:35.400 --> 00:06:37.560]  喝奶
[00:06:37.560 --> 00:06:38.640]  這裡用了一個比喻
[00:06:38.640 --> 00:06:40.240]  就是嬰孩喝奶
[00:06:40.240 --> 00:06:42.280]  喝奶對於現代人來說
[00:06:42.280 --> 00:06:44.160]  已經不是嬰兒的專利了
[00:06:44.160 --> 00:06:46.160]  喝奶長者
[00:06:46.160 --> 00:06:47.400]  我們成熟的人
[00:06:47.400 --> 00:06:50.840]  有時候我們都會喝奶補充鈣質
[00:06:50.840 --> 00:06:54.160]  年輕的人更加厲害
[00:06:54.160 --> 00:06:55.160]  講個例子給你們聽
[00:06:55.160 --> 00:06:57.400]  我家裡都有接待一些國際學生
[00:06:57.400 --> 00:06:59.000]  有一次有一個國際學生
[00:06:59.000 --> 00:07:02.560]  一來到馬上問我
[00:07:02.560 --> 00:07:04.080]  哪裡可以買到奶
[00:07:04.080 --> 00:07:05.720]  我說這麼厲害
[00:07:05.720 --> 00:07:07.320]  我家裡有奶提供給你喝
[00:07:07.320 --> 00:07:08.840]  每個早上都有奶喝
[00:07:08.840 --> 00:07:09.560]  接著他說
[00:07:09.560 --> 00:07:12.360]  不是啊 我是想買這麼大瓶的
[00:07:12.360 --> 00:07:13.680]  這麼大瓶的那些奶
[00:07:13.680 --> 00:07:15.560]  我還沒買過 還沒喝過
[00:07:15.560 --> 00:07:17.880]  幾十塊一大瓶的那些奶粉
[00:07:17.880 --> 00:07:19.840]  是用來做什麼的呢
[00:07:19.840 --> 00:07:21.040]  我們的弟兄很熟悉
[00:07:21.040 --> 00:07:24.080]  就是用來操大隻的那些蛋白質的奶粉
[00:07:24.080 --> 00:07:25.640]  原來現在很流行
[00:07:25.640 --> 00:07:27.840]  我們看到弟兄越來越大隻
[00:07:27.840 --> 00:07:29.800]  就是一邊做健身
[00:07:29.800 --> 00:07:31.360]  一邊喝那些奶粉
[00:07:31.360 --> 00:07:33.640]  是
[00:07:33.640 --> 00:07:35.560]  所以喝奶
[00:07:35.560 --> 00:07:36.880]  不是嬰兒的專利
[00:07:36.880 --> 00:07:38.840]  但是我們要回到聖經的年代
[00:07:38.840 --> 00:07:41.560]  聖經的時候沒有這麼多不同的奶
[00:07:41.560 --> 00:07:43.040]  給不同的人去喝
[00:07:43.040 --> 00:07:44.280]  當時聖經的年代
[00:07:44.280 --> 00:07:46.960]  那時候是在說嬰兒喝奶
[00:07:46.960 --> 00:07:48.000]  嬰兒喝奶
[00:07:48.000 --> 00:07:49.360]  我想在座很多父母
[00:07:49.360 --> 00:07:52.120]  你們會比起我更加的認識
[00:07:52.120 --> 00:07:54.840]  一個嬰兒
[00:07:54.840 --> 00:07:57.040]  今天我們有一個嬰兒來
[00:07:57.040 --> 00:07:58.640]  稍後會歡迎他
[00:07:58.640 --> 00:07:59.560]  嬰兒
[00:07:59.560 --> 00:08:01.960]  他從出生到兩歲的時候
[00:08:01.960 --> 00:08:03.480]  他慢慢一步一步地
[00:08:03.480 --> 00:08:06.800]  怎麼學習去吃東西
[00:08:06.800 --> 00:08:08.160]  由喝奶開始
[00:08:08.160 --> 00:08:10.880]  慢慢慢慢父母看著他的情況
[00:08:10.880 --> 00:08:11.960]  有不同的訓練
[00:08:11.960 --> 00:08:14.120]  你看到這裡零至三個月
[00:08:14.120 --> 00:08:17.080]  嬰兒的嘴巴能夠吸母乳
[00:08:17.080 --> 00:08:18.560]  或者喝奶瓶
[00:08:18.560 --> 00:08:19.480]  舌頭會動
[00:08:19.480 --> 00:08:20.360]  訓練他的肌肉
[00:08:20.360 --> 00:08:21.480]  慢慢四至六個月
[00:08:21.480 --> 00:08:23.000]  又不同七至九個月
[00:08:23.000 --> 00:08:24.080]  十至十二個月
[00:08:24.080 --> 00:08:27.080]  慢慢一步一步父母看著他的狀況
[00:08:27.080 --> 00:08:28.400]  是可以去到哪一個地步
[00:08:28.400 --> 00:08:29.280]  就訓練他
[00:08:29.280 --> 00:08:33.640]  給一些不同的液體固體的食物
[00:08:33.640 --> 00:08:34.960]  就是給他去吃
[00:08:34.960 --> 00:08:36.160]  一步一步
[00:08:36.160 --> 00:08:37.520]  喝奶是故事
[00:08:37.520 --> 00:08:39.200]  再試不同的食物
[00:08:39.200 --> 00:08:39.720]  這樣
[00:08:39.720 --> 00:08:40.400]  是不是
[00:08:42.320 --> 00:08:43.200]  在這個過程中
[00:08:43.200 --> 00:08:45.080]  父母是很小心的
[00:08:45.080 --> 00:08:47.880]  因為你要很清楚知道自己的嬰兒
[00:08:47.880 --> 00:08:48.920]  去到哪一個階段
[00:08:48.920 --> 00:08:50.360]  可以吃些什麼
[00:08:50.360 --> 00:08:51.320]  一路去看著
[00:08:51.320 --> 00:08:52.080]  一路去嘗試
[00:08:52.080 --> 00:08:53.760]  一路去訓練
[00:08:53.760 --> 00:08:55.120]  當時保羅也是這樣
[00:08:55.120 --> 00:08:56.240]  保羅
[00:08:56.240 --> 00:08:57.560]  當哥倫多教會
[00:08:57.560 --> 00:08:58.880]  這一群初信的時候
[00:08:58.880 --> 00:09:01.320]  保羅用盡他很多的方法
[00:09:01.320 --> 00:09:02.280]  去牧養他們
[00:09:02.280 --> 00:09:05.480]  教導他們栽培他們成長
[00:09:05.480 --> 00:09:07.320]  及至後來的時候
[00:09:07.320 --> 00:09:09.320]  他們已經信了一段時間
[00:09:09.320 --> 00:09:10.520]  保羅已經離開了他們
[00:09:10.520 --> 00:09:13.160]  去了其他地方繼續宣教
[00:09:13.160 --> 00:09:15.760]  但是保羅收到很多的消息
[00:09:15.760 --> 00:09:19.400]  從信裡面知道哥倫多教會的狀況
[00:09:19.400 --> 00:09:20.640]  所以保羅呢
[00:09:20.640 --> 00:09:21.720]  這裡還有什麼呢
[00:09:21.720 --> 00:09:24.760]  用吃奶的嬰孩
[00:09:24.760 --> 00:09:27.520]  說他們仍然沒有長進
[00:09:27.520 --> 00:09:29.080]  沒有長進是屬肉體的
[00:09:29.080 --> 00:09:31.480]  仍然按著這個世界世人的方式
[00:09:31.480 --> 00:09:33.360]  去生活仍然是自私
[00:09:33.360 --> 00:09:34.000]  驕傲
[00:09:34.000 --> 00:09:34.720]  紛爭
[00:09:34.720 --> 00:09:36.680]  嫉妒
[00:09:36.680 --> 00:09:39.320]  當時教會分黨分派
[00:09:39.320 --> 00:09:43.200]  本身已經是一種很自私自我的行為
[00:09:43.200 --> 00:09:45.520]  但是最慘的是什麼呢
[00:09:45.520 --> 00:09:48.600]  就是當時哥倫多教會他們
[00:09:48.600 --> 00:09:50.760]  他們不知道自己的問題在哪裡
[00:09:50.760 --> 00:09:53.640]  他們還以為自己很厲害很屬靈
[00:09:53.640 --> 00:09:57.240]  所以保羅作為他們一個屬靈的父親
[00:09:57.240 --> 00:10:00.360]  一個教會開始的人
[00:10:00.360 --> 00:10:03.880]  他毫不客氣地直接指出他們的問題
[00:10:03.880 --> 00:10:05.040]  他們仍然是嬰孩
[00:10:05.040 --> 00:10:05.920]  仍然很肉體
[00:10:05.920 --> 00:10:08.640]  仍然很自我
[00:10:08.640 --> 00:10:11.960]  當然我們知道
[00:10:11.960 --> 00:10:13.880]  成長是需要時間的
[00:10:13.880 --> 00:10:15.320]  對不對
[00:10:15.320 --> 00:10:17.040]  但是如果一個嬰孩
[00:10:17.040 --> 00:10:20.360]  到六七歲仍然要喝奶
[00:10:20.360 --> 00:10:23.280]  吃不了固體的食物
[00:10:23.280 --> 00:10:26.880]  他一定是有他的成長上的障礙
[00:10:26.880 --> 00:10:28.640]  成長是需要時間
[00:10:28.640 --> 00:10:30.440]  所以有時候我們要知道
[00:10:30.440 --> 00:10:33.800]  可能我們的過程中做得不好
[00:10:33.800 --> 00:10:35.200]  或者有錯
[00:10:35.200 --> 00:10:39.320]  是可以理解體諒
[00:10:39.320 --> 00:10:41.880]  但是最重要的是什麼呢
[00:10:41.880 --> 00:10:45.120]  我們要學習要知道要自知
[00:10:45.120 --> 00:10:47.320]  要知道自己真實的情況
[00:10:47.320 --> 00:10:48.160]  要承認
[00:10:48.160 --> 00:10:50.600]  是的我仍然有地方是做得不好
[00:10:50.600 --> 00:10:52.680]  要謙卑接受意見
[00:10:52.680 --> 00:10:55.440]  開放自己給神去幫助你
[00:10:55.440 --> 00:10:56.920]  神是很樂意原諒你
[00:10:56.920 --> 00:10:59.360]  神很樂意來愛你擁抱你
[00:10:59.360 --> 00:11:03.040]  神很樂意使用你幫助你去成長
[00:11:03.040 --> 00:11:05.760]  重點就是我們是否知道
[00:11:05.760 --> 00:11:09.600]  我們是否願意開放自己給神
[00:11:09.600 --> 00:11:11.360]  去做我們的生命呢
[00:11:11.360 --> 00:11:14.640]  這是第一件事
[00:11:14.640 --> 00:11:18.480]  第二
[00:11:18.480 --> 00:11:20.600]  要解決分黨分派的問題
[00:11:20.600 --> 00:11:21.920]  剛才說的原因就是
[00:11:21.920 --> 00:11:24.280]  有時候我們人是太自我
[00:11:24.280 --> 00:11:27.200]  我們要知道自己的限制
[00:11:27.200 --> 00:11:29.800]  我們知道自己要開放給神
[00:11:29.800 --> 00:11:30.720]  但是第二件事
[00:11:30.720 --> 00:11:32.240]  我們要知道的就是
[00:11:32.240 --> 00:11:35.080]  要知道自己的身份
[00:11:35.080 --> 00:11:38.560]  我們的身份是誰呢
[00:11:38.560 --> 00:11:42.360]  我們的身份只是僕人
[00:11:42.360 --> 00:11:43.960]  僕人
[00:11:43.960 --> 00:11:45.440]  我們不說分黨分派
[00:11:45.440 --> 00:11:46.400]  這些這麼大的問題
[00:11:46.400 --> 00:11:48.840]  回到我們現在這個教會
[00:11:48.840 --> 00:11:50.080]  我們教會
[00:11:50.080 --> 00:11:53.400]  剛才說我們由很多不同小組去形成的
[00:11:53.400 --> 00:11:54.440]  是不是
[00:11:54.440 --> 00:11:56.520]  我相信很多弟兄姊妹都知道
[00:11:56.520 --> 00:11:59.120]  我們教會在這兩三年裡面
[00:11:59.120 --> 00:12:01.280]  我們都增長了很多人
[00:12:01.280 --> 00:12:04.720]  很多弟兄姊妹由香港過來這邊定居
[00:12:04.720 --> 00:12:06.320]  所以我們有些小組
[00:12:06.320 --> 00:12:08.480]  特別家庭區的小組
[00:12:08.480 --> 00:12:10.320]  或者職稱區的小組
[00:12:10.320 --> 00:12:13.120]  我們由一個組變成兩個組
[00:12:13.120 --> 00:12:16.960]  兩個小組或者三個小組
[00:12:16.960 --> 00:12:19.120]  人數多的時候
[00:12:19.120 --> 00:12:21.640]  就衍生到一個小組
[00:12:21.640 --> 00:12:23.440]  你不可以一個小組裡面
[00:12:23.440 --> 00:12:25.360]  去負責給二十幾個
[00:12:25.360 --> 00:12:26.120]  三十幾個
[00:12:26.120 --> 00:12:27.120]  四十幾個人的
[00:12:27.120 --> 00:12:28.920]  是不是
[00:12:28.920 --> 00:12:29.960]  那怎麼辦
[00:12:29.960 --> 00:12:32.040]  其實最終都是要面對
[00:12:32.040 --> 00:12:35.080]  這個問題要分拆的問題
[00:12:35.080 --> 00:12:37.120]  過去這幾年
[00:12:37.120 --> 00:12:38.360]  一說到要分拆
[00:12:38.360 --> 00:12:39.880]  還沒拆就想拆我的骨頭
[00:12:39.880 --> 00:12:41.360]  是不是
[00:12:41.360 --> 00:12:42.200]  嘩 不行
[00:12:42.200 --> 00:12:42.960]  我們太久了
[00:12:42.960 --> 00:12:44.080]  我們這個小組很好的
[00:12:44.080 --> 00:12:45.280]  不要拆我們
[00:12:45.280 --> 00:12:46.280]  哎呀 這樣拆不好
[00:12:46.280 --> 00:12:47.480]  用別的方法拆好了
[00:12:47.480 --> 00:12:48.520]  這個又這樣拆好了
[00:12:48.520 --> 00:12:49.120]  那個又拆好了
[00:12:49.120 --> 00:12:51.560]  的確每一個人都有自己不同的考慮
[00:12:51.560 --> 00:12:52.520]  是正常的
[00:12:52.520 --> 00:12:53.600]  換成是我 我都會
[00:12:53.600 --> 00:12:56.080]  這個說真的
[00:12:56.080 --> 00:13:01.720]  但是 我們想想
[00:13:01.720 --> 00:13:03.680]  一路拆下去的時候
[00:13:03.680 --> 00:13:06.360]  為什麼我們要拆呢
[00:13:06.360 --> 00:13:09.200]  拆的原因在哪裡
[00:13:09.200 --> 00:13:12.000]  我們要用回神的方法
[00:13:12.000 --> 00:13:14.120]  我們要回到神那裡
[00:13:14.120 --> 00:13:15.680]  其中一點正確的就是
[00:13:15.680 --> 00:13:18.000]  我們要認識自己的身份
[00:13:18.000 --> 00:13:19.280]  我們在這個教會
[00:13:19.280 --> 00:13:20.440]  在這個小組
[00:13:20.440 --> 00:13:21.680]  在這個地上
[00:13:21.680 --> 00:13:25.280]  我們的身份是什麼呢
[00:13:25.280 --> 00:13:27.560]  在四節七節
[00:13:27.560 --> 00:13:28.920]  我們一起再讀
[00:13:28.920 --> 00:13:31.080]  預備 一二三
[00:13:31.080 --> 00:13:33.160]  你們裡面有些人說
[00:13:33.160 --> 00:13:34.800]  我是跟保羅的
[00:13:34.800 --> 00:13:36.160]  另外有些人說
[00:13:36.160 --> 00:13:38.200]  我是跟亞波羅的
[00:13:38.200 --> 00:13:40.800]  你們真是超幼稚
[00:13:40.800 --> 00:13:43.080]  你們想保羅是誰
[00:13:43.080 --> 00:13:45.560]  或者亞波羅又是誰
[00:13:45.560 --> 00:13:47.320]  我們都是僕人
[00:13:47.320 --> 00:13:49.760]  是服侍你們的僕人
[00:13:49.760 --> 00:13:51.400]  是你們逐步學會
[00:13:51.400 --> 00:13:54.040]  將生命交給主之前
[00:13:54.040 --> 00:13:57.720]  我們各自做了自己要做的責任
[00:13:57.720 --> 00:13:59.480]  我播了種子
[00:13:59.480 --> 00:14:01.320]  亞波羅淋水
[00:14:01.320 --> 00:14:03.840]  但是使你們成長的
[00:14:03.840 --> 00:14:05.440]  不是播種的人
[00:14:05.440 --> 00:14:07.240]  或者淋水的人
[00:14:07.240 --> 00:14:08.400]  而是神
[00:14:08.400 --> 00:14:10.080]  在這個過程裡面
[00:14:10.080 --> 00:14:12.040]  神才是中心
[00:14:12.040 --> 00:14:15.640]  是祂令一切有得成長
[00:14:15.640 --> 00:14:17.680]  當時有很多人誇口說
[00:14:17.680 --> 00:14:19.640]  哎呀 我很厲害 我跟保羅的
[00:14:19.640 --> 00:14:21.200]  跟保羅 多厲害
[00:14:21.200 --> 00:14:23.080]  保羅是我們的始祖
[00:14:23.080 --> 00:14:24.280]  有些人就說
[00:14:24.280 --> 00:14:25.960]  你看亞波羅才有學問
[00:14:25.960 --> 00:14:27.000]  多厲害
[00:14:27.000 --> 00:14:28.080]  我們跟亞波羅的
[00:14:28.080 --> 00:14:32.080]  有些人就說跟基法 跟Peter的
[00:14:32.080 --> 00:14:34.560]  哇 好像很厲害
[00:14:34.560 --> 00:14:36.040]  跟誰 跟誰
[00:14:36.040 --> 00:14:38.200]  所以當時教會就是這樣
[00:14:38.200 --> 00:14:40.560]  就很驕傲 很自大
[00:14:40.560 --> 00:14:43.960]  保羅就指出
[00:14:43.960 --> 00:14:48.320]  自己和亞波羅是誰
[00:14:48.320 --> 00:14:50.560]  保羅說他和亞波羅是誰
[00:14:50.560 --> 00:14:53.360]  是執事
[00:14:53.360 --> 00:14:55.480]  執事
[00:14:55.480 --> 00:14:57.000]  執事是什麼
[00:14:57.000 --> 00:15:00.280]  原來執事是僕人
[00:15:00.280 --> 00:15:02.080]  servant
[00:15:02.080 --> 00:15:04.120]  執事就是僕人
[00:15:04.120 --> 00:15:07.440]  是被神使用在教會裡面
[00:15:07.440 --> 00:15:08.680]  去服侍神
