
[00:00:00.000 --> 00:00:16.000]  當你見到癲狂,你會想到有些人的行為舉止,有些異常,精神狀態可能有些困難
[00:06:56.000 --> 00:07:01.000]  王啊,我被猶太人控告,就是因這指望
[00:07:01.000 --> 00:07:06.000]  神叫死人復活,你們為什麼看作不可信的呢?
[00:07:06.000 --> 00:07:12.000]  從前我自己以為應當多方攻擊拿撒勒人耶穌的名
[00:07:12.000 --> 00:07:18.000]  我在耶路撒冷也曾這樣行,既從祭司獎得了權兵
[00:07:18.000 --> 00:07:25.000]  我就把許多聖徒囚在監獄,他們被殺,我也出名定案
[00:07:25.000 --> 00:07:31.000]  在國會堂,我屢次用刑,強迫他們說亵渎的話
[00:07:31.000 --> 00:07:38.000]  又憤愛惱恨他們,甚至追逼他們直到愛邦的成癮
[00:07:38.000 --> 00:07:52.000]  上一章講到羅馬巡撫菲斯都對猶太人的宗教完全陌生
[00:07:52.000 --> 00:07:54.000]  他不知道發生什麼事
[00:07:54.000 --> 00:08:02.000]  但是阿基帕王就不同了,因為這個人基本上是一個出名的猶太宗教問題的專家
[00:08:02.000 --> 00:08:09.000]  而且他的權力大到有權委派大祭司
[00:08:09.000 --> 00:08:14.000]  所以你說他熟不熟悉猶太人的規矩呢?當然知道了
[00:08:14.000 --> 00:08:22.000]  當他批准保羅發言之後,保羅就開始分享他的見證
[00:08:22.000 --> 00:08:30.000]  如果你是保羅,我不知道當有機會讓你講的時候,你的心情會是怎樣
[00:08:30.000 --> 00:08:37.000]  你究竟會不會很緊張,這個大人物,很沮喪,又再講?
[00:08:37.000 --> 00:08:44.000]  不要忘記,在26章的時候,其實保羅已經被軟禁了兩年
[00:08:44.000 --> 00:08:51.000]  在他過去的宣教旅程裡,其實他面對的遭遇一點都不簡單
[00:08:51.000 --> 00:08:55.000]  很困難,又被人打,身體受到傷害
[00:08:55.000 --> 00:09:02.000]  所以今天他有機會來到這個腐敗的阿基帕王面前
[00:09:02.000 --> 00:09:12.000]  和這個道德生活相當腐敗,搞不定的伯尼基面前申訴
[00:09:12.000 --> 00:09:14.000]  就是帶著這樣的心情
[00:09:14.000 --> 00:09:18.000]  你看看保羅一開口的時候,他怎麼說?
[00:09:18.000 --> 00:09:27.000]  第二節,阿基帕王,猶太人所告我的一切事,今天得在你面前的分數實為萬幸
[00:09:27.000 --> 00:09:32.000]  實為萬幸,真是很客氣地跟他說
[00:09:32.000 --> 00:09:40.000]  新漢語譯本就將這一句譯成為實在感到欣慰
[00:09:40.000 --> 00:09:48.000]  一個比較舊的英文翻譯,King James Version, I think myself happy
[00:09:48.000 --> 00:09:56.000]  你說不是吧?去到這樣的情況,Happy?Happy啲乜呀實情?
[00:09:56.000 --> 00:10:02.000]  主耶穌在約翰福音十五章十一節裡說
[00:10:02.000 --> 00:10:11.000]  這些事我已經對你們說了,是要叫我的喜樂存在你們心裡,並叫你們的喜樂可以滿足
[00:10:11.000 --> 00:10:19.000]  這些事,即是這節聖經前面,第一至第十節
[00:10:19.000 --> 00:10:32.000]  其實說的是,因為能夠住在主的愛裡面,就能夠有喜樂
[00:10:32.000 --> 00:10:38.000]  保羅就是因為主耶穌那份愛,他跟神緊緊的結連
[00:10:38.000 --> 00:10:44.000]  所以就算去到這樣的處境,叫他再一次申訴
[00:10:44.000 --> 00:10:51.000]  他不皺一下眉頭,反而他為了這個機會
[00:10:51.000 --> 00:10:59.000]  可以在這麼重要的人物面前見證耶穌,他覺得很雀躍
[00:10:59.000 --> 00:11:07.000]  有一個舉世聞名的小提琴家,他叫Chrysler,中文翻譯叫克萊斯勒
[00:11:07.000 --> 00:11:12.000]  如果你有聽過古典音樂,你一定聽過這個人
[00:11:12.000 --> 00:11:18.000]  他憑著自己的演出和作品賺了不少錢
[00:11:18.000 --> 00:11:21.000]  不過他也是一個很慷慨的人
[00:11:21.000 --> 00:11:28.000]  所以他把大部份的財富都捐出去,沒有剩下的
[00:11:28.000 --> 00:11:36.000]  有一次,當他旅行的時候,他看到一隻很漂亮的小提琴
[00:11:36.000 --> 00:11:43.000]  他問完店舖後,發現原來自己沒有錢買
[00:11:43.000 --> 00:11:48.000]  有點失望,於是他就繼續努力儲錢,儲夠了
[00:11:48.000 --> 00:11:53.000]  他就回去店主說,我想買這隻琴
[00:11:53.000 --> 00:12:01.000]  不過店主跟他說,不好意思,這隻琴已經賣了給一個收藏家
[00:12:01.000 --> 00:12:07.000]  店主不太服氣,於是他就追到收藏家問
[00:12:07.000 --> 00:12:12.000]  我現在想出這麼多錢,幫你買回這隻琴
[00:12:12.000 --> 00:12:16.000]  不過這位收藏家拒絕了他的要求
[00:12:16.000 --> 00:12:22.000]  他說,這是我其中一個很珍貴的收藏品,我不會賣
[00:12:22.000 --> 00:12:27.000]  於是克萊斯勒就覺得失望
[00:12:27.000 --> 00:12:32.000]  但他離開之前,仍然跟收藏家說
[00:12:32.000 --> 00:12:37.000]  在你收藏這隻琴,讓它不再發聲之前
[00:12:37.000 --> 00:12:41.000]  你可否借給我拉一次
[00:12:41.000 --> 00:12:47.000]  這個收藏家答應他,當琴聲響起的時候
[00:12:47.000 --> 00:12:52.000]  動人的音樂就充滿了房間
[00:12:52.000 --> 00:12:56.000]  深深感動了這位收藏家
[00:12:56.000 --> 00:13:02.000]  演奏完畢之後,這位收藏家就跟克萊斯勒說
[00:13:02.000 --> 00:13:06.000]  這隻琴其實應該屬於你的
[00:13:06.000 --> 00:13:10.000]  我不應該把它留給自己
[00:13:10.000 --> 00:13:13.000]  請你帶走這隻琴,帶到世界各地
[00:13:13.000 --> 00:13:18.000]  讓不同的人都可以聽到它的琴聲
[00:13:18.000 --> 00:13:24.000]  我想告訴大家,只有那些心裡深受感動的人
[00:13:24.000 --> 00:13:27.000]  他才會跟別人分享
[00:13:27.000 --> 00:13:32.000]  你想想,你吃過美食,你當然覺得好吃
[00:13:32.000 --> 00:13:36.000]  你覺得很棒,所以你跟別人分享
[00:13:36.000 --> 00:13:42.000]  你見過美食,你想跟別人看,你跟別人分享
[00:13:42.000 --> 00:13:49.000]  同樣,只有被神的愛,深深感動的人
[00:13:49.000 --> 00:13:55.000]  才能夠在困境裡仍然開心
[00:13:55.000 --> 00:13:59.000]  仍然很欣慰,甚至很熱切
[00:13:59.000 --> 00:14:05.000]  將這件事跟我們身邊的人分享
[00:14:05.000 --> 00:14:08.000]  將福音介紹給他們
[00:14:08.000 --> 00:14:15.000]  如果我們身邊有些很著緊他仍然未信耶穌的家人
[00:14:15.000 --> 00:14:20.000]  又或者有些人我不太喜歡他
[00:14:20.000 --> 00:14:24.000]  我甚至覺得看他的樣子
[00:14:24.000 --> 00:14:28.000]  一輩子都沒有機會信耶穌
[00:14:28.000 --> 00:14:33.000]  我鼓勵我們能夠像保羅一樣
[00:14:33.000 --> 00:14:38.000]  因為被上帝的愛,深深感動
[00:14:38.000 --> 00:14:42.000]  所以我們積極跟他們分享
[00:14:42.000 --> 00:14:46.000]  介紹耶穌給他們認識
[00:14:46.000 --> 00:14:50.000]  我相信除非我們自己
[00:14:50.000 --> 00:14:55.000]  生命中沒有被上帝的愛深深感動
[00:14:55.000 --> 00:15:00.000]  如果我們被上帝的愛感動過自己
[00:15:00.000 --> 00:15:03.000]  我一定會這樣做
[00:15:03.000 --> 00:15:06.000]  求上帝幫助我們
[00:15:06.000 --> 00:15:09.000]  由第四節到第十一節
[00:15:09.000 --> 00:15:12.000]  講到保羅作為猶太人
[00:15:12.000 --> 00:15:16.000]  他未信耶穌之前的那段生命經歷
[00:15:16.000 --> 00:15:20.000]  昔日他以為這段生命經歷
[00:15:20.000 --> 00:15:24.000]  他可以藉此誇口
[00:15:24.000 --> 00:15:28.000]  不過今天對保羅來說已經算不得什麼
[00:15:28.000 --> 00:15:31.000]  因為主耶穌的死而復活
[00:15:31.000 --> 00:15:35.000]  這樣的福音顯明了
[00:15:35.000 --> 00:15:39.000]  這位耶穌就是耶利賽亞
[00:15:39.000 --> 00:15:41.000]  所以保羅及後
[00:15:41.000 --> 00:15:45.000]  去到哥倫多前書十五章十三十四節
[00:15:45.000 --> 00:15:48.000]  他能夠斬釘截鐵
[00:15:48.000 --> 00:15:52.000]  跟哥倫多教會的弟兄姊妹說
[00:15:52.000 --> 00:15:54.000]  若沒有死人復活的事
[00:15:54.000 --> 00:15:56.000]  基督也就沒有復活了
[00:15:56.000 --> 00:15:58.000]  若基督沒有復活
[00:15:58.000 --> 00:16:01.000]  我們所傳的便是謊言
[00:16:01.000 --> 00:16:04.000]  你們所信的也是謊言
[00:16:04.000 --> 00:16:06.000]  接著的大段落
[00:16:06.000 --> 00:16:09.000]  十二到第十三節
[00:16:09.000 --> 00:16:12.000]  主要是講到保羅蒙召的經歷
[00:16:12.000 --> 00:16:15.000]  和上帝給了他什麼託付
[00:16:15.000 --> 00:16:18.000]  請聽我讀出
[00:16:18.000 --> 00:16:20.000]  第十二節
[00:16:20.000 --> 00:16:25.000]  那時我領了祭司長的權柄和命令往大馬色去
[00:16:25.000 --> 00:16:29.000]  王啊!我在路上向伍的時候
[00:16:29.000 --> 00:16:31.000]  看見從天發光
[00:16:31.000 --> 00:16:33.000]  比日頭還亮
[00:16:33.000 --> 00:16:35.000]  祢面照著我
[00:16:35.000 --> 00:16:37.000]  並與我同行的人
[00:16:37.000 --> 00:16:39.000]  我們都撲倒在地
[00:16:39.000 --> 00:16:42.000]  我就聽見有聲音用希伯來話
[00:16:42.000 --> 00:16:46.000]  向我說:蘇羅!蘇羅!為什麼逼迫我?
[00:16:46.000 --> 00:16:49.000]  你用腳踢刺是難的
[00:16:49.000 --> 00:16:52.000]  我說:主啊!你是誰?
[00:16:52.000 --> 00:16:56.000]  主說:我就是你所逼迫的耶穌
[00:16:56.000 --> 00:16:58.000]  你起來站著
[00:16:58.000 --> 00:17:00.000]  我特意向你顯現
[00:17:00.000 --> 00:17:02.000]  要派你作執事、作見證
[00:17:02.000 --> 00:17:04.000]  將你所看見的事
[00:17:04.000 --> 00:17:06.000]  和我將要指示你的事
[00:17:06.000 --> 00:17:08.000]  證明出來
[00:17:08.000 --> 00:17:13.000]  我要救你脫離百姓和外邦人的手
[00:17:13.000 --> 00:17:16.000]  我差你到他們那裡去
[00:17:16.000 --> 00:17:19.000]  要叫他們的眼睛得開
[00:17:19.000 --> 00:17:22.000]  從黑暗中歸向光明
[00:17:22.000 --> 00:17:25.000]  從撒旦權下歸向神
[00:17:25.000 --> 00:17:26.000]  又因信我
[00:17:26.000 --> 00:17:28.000]  得蒙赦罪
[00:17:28.000 --> 00:17:32.000]  和一切誠信的人同德基業
[00:17:32.000 --> 00:17:34.000]  阿基伯王啊!
[00:17:34.000 --> 00:17:38.000]  我故此沒有違背那從天上來的意象
[00:17:38.000 --> 00:17:40.000]  先在大馬色
[00:17:40.000 --> 00:17:42.000]  後在耶路撒冷
[00:17:42.000 --> 00:17:44.000]  和猶太傳遞
[00:17:44.000 --> 00:17:45.000]  以及外邦
[00:17:45.000 --> 00:17:49.000]  勸勉他們應當悔改歸向神
[00:17:49.000 --> 00:17:52.000]  行事與悔改的心相承
[00:17:52.000 --> 00:17:56.000]  因此猶太人在殿裡拿著我
[00:17:56.000 --> 00:17:58.000]  想要殺我
[00:17:58.000 --> 00:18:00.000]  然而我蒙神的幫助
[00:18:00.000 --> 00:18:03.000]  直到今天還站得住
[00:18:03.000 --> 00:18:07.000]  對著尊貴卑賤老幼
[00:18:07.000 --> 00:18:09.000]  作見證所說的
[00:18:09.000 --> 00:18:12.000]  並不外乎眾先知和摩西所說
[00:18:12.000 --> 00:18:15.000]  將來必成的事
[00:18:15.000 --> 00:18:17.000]  就是基督必須受害
[00:18:17.000 --> 00:18:20.000]  並且因從死裡復活
[00:18:20.000 --> 00:18:22.000]  要首先把光明的道
[00:18:22.000 --> 00:18:25.000]  傳給百姓和外邦人
[00:18:25.000 --> 00:18:29.000]  保羅一心一意要逼迫基督徒
[00:18:29.000 --> 00:18:32.000]  誰知神就在此時出手
[00:18:32.000 --> 00:18:35.000]  經文第十四節說到
[00:18:35.000 --> 00:18:37.000]  我們都撲倒在地
[00:18:37.000 --> 00:18:39.000]  我聽見有聲音
[00:18:39.000 --> 00:18:41.000]  用希伯來話向我說
[00:18:41.000 --> 00:18:44.000]  蘇羅蘇羅為什麼逼迫我
[00:18:44.000 --> 00:18:47.000]  你用腳踢刺是難的
[00:18:47.000 --> 00:18:51.000]  你用腳踢刺其實是一句俗語
[00:18:51.000 --> 00:18:58.000]  刺是當時的農夫
[00:18:58.000 --> 00:19:02.000]  訓練牛群幫忙耕田
[00:19:02.000 --> 00:19:05.000]  所用的一種方法
[00:19:05.000 --> 00:19:10.000]  當牛群不願意拉動柵欄
[00:19:10.000 --> 00:19:12.000]  或者拉車的時候
[00:19:12.000 --> 00:19:14.000]  牠們不只是站著
[00:19:14.000 --> 00:19:17.000]  牠們會用腳來踢
[00:19:17.000 --> 00:19:20.000]  於是農夫就會在牠的腳踢到
[00:19:20.000 --> 00:19:22.000]  前面的位置
[00:19:22.000 --> 00:19:24.000]  可能加塊板或棍
[00:19:24.000 --> 00:19:27.000]  上面就放一些刺
[00:19:27.000 --> 00:19:29.000]  你想像得到
[00:19:29.000 --> 00:19:31.000]  當牛群一踢
[00:19:31.000 --> 00:19:34.000]  就踢到刺上
[00:19:34.000 --> 00:19:35.000]  結果就痛
[00:19:35.000 --> 00:19:38.000]  於是牠就乖乖地
[00:19:38.000 --> 00:19:40.000]  順服牠的主人
[00:19:40.000 --> 00:19:42.000]  接著肯走了
[00:19:42.000 --> 00:19:44.000]  簡單來說
[00:19:44.000 --> 00:19:47.000]  這裡正正要告訴保羅
[00:19:47.000 --> 00:19:50.000]  原來牠是不能夠
[00:19:50.000 --> 00:19:53.000]  抵擋神的旨意
[00:19:53.000 --> 00:19:56.000]  神要把保羅看見
[00:19:56.000 --> 00:19:59.000]  經歷過所有的恩典
[00:19:59.000 --> 00:20:02.000]  叫牠和身邊的人
[00:20:02.000 --> 00:20:05.000]  去分享 去見證
[00:20:05.000 --> 00:20:07.000]  以至恩著牠們
[00:20:07.000 --> 00:20:10.000]  能夠得蒙謝罪
[00:20:10.000 --> 00:20:13.000]  可以獲得這個救恩
[00:20:13.000 --> 00:20:16.000]  所以有一個斯里蘭卡的牧者
[00:20:16.000 --> 00:20:18.000]  這樣說
[00:20:18.000 --> 00:20:21.000]  其實傳福音是什麼呢?
[00:20:21.000 --> 00:20:23.000]  不是因為牠很厲害
[00:20:23.000 --> 00:20:25.000]  而是一個乞丐
[00:20:25.000 --> 00:20:28.000]  告訴另一個乞丐
[00:20:28.000 --> 00:20:31.000]  哪裡有麵包
[00:20:31.000 --> 00:20:34.000]  這就是傳福音
[00:20:34.000 --> 00:20:37.000]  保羅一生的侍奉工作
[00:20:37.000 --> 00:20:41.000]  都是由意象來推動
[00:20:41.000 --> 00:20:44.000]  所以牠在第十九節
[00:20:44.000 --> 00:20:47.000]  很清楚直接跟阿基帕王說
[00:20:47.000 --> 00:20:52.000]  我固此沒有違背那從天上來的意象
[00:20:52.000 --> 00:20:56.000]  神固然可以在壇子之間
[00:20:56.000 --> 00:20:58.000]  用牠自己的方法
[00:20:58.000 --> 00:21:00.000]  去將福音傳遞
[00:21:00.000 --> 00:21:02.000]  完成牠的工作
[00:21:02.000 --> 00:21:05.000]  不過 神就是要你和我
[00:21:05.000 --> 00:21:07.000]  一起去參與
[00:21:07.000 --> 00:21:11.000]  叫我們去切實 進行
[00:21:11.000 --> 00:21:15.000]  葛培里牧師寫過一本自傳
[00:21:15.000 --> 00:21:18.000]  英文叫Just as I am
[00:21:18.000 --> 00:21:21.000]  中文翻譯可能小一點
[00:21:21.000 --> 00:21:22.000]  希望你看到
[00:21:22.000 --> 00:21:24.000]  叫做《照我本相》
[00:21:24.000 --> 00:21:28.000]  裏面記述過一段經歷
[00:21:28.000 --> 00:21:33.000]  是他和甘迺迪總統的交往
[00:21:33.000 --> 00:21:38.000]  他說 當甘迺迪總統已經選上
[00:21:38.000 --> 00:21:40.000]  但是未上任
[00:21:40.000 --> 00:21:43.000]  即是候任總統的時候
[00:21:43.000 --> 00:21:45.000]  有一次在街上
[00:21:45.000 --> 00:21:48.000]  甘迺迪總統駕車
[00:21:48.000 --> 00:21:52.000]  他看到葛培里牧師
[00:21:52.000 --> 00:21:54.000]  在行人路上走
[00:21:54.000 --> 00:21:58.000]  於是他就慢慢停下來
[00:21:58.000 --> 00:22:01.000]  和葛培里牧師打招呼
[00:22:01.000 --> 00:22:04.000]  因為他有一個問題
[00:22:04.000 --> 00:22:06.000]  想問葛培里牧師
[00:22:06.000 --> 00:22:07.000]  他就問他
[00:22:07.000 --> 00:22:09.000]  你相不相信耶穌基督
[00:22:09.000 --> 00:22:13.000]  第二次會再回來
[00:22:13.000 --> 00:22:15.000]  葛培里牧師答
[00:22:15.000 --> 00:22:17.000]  我當然相信
[00:22:17.000 --> 00:22:21.000]  於是甘迺迪總統就追問下去
[00:22:21.000 --> 00:22:25.000]  他說 教會信不信這件事
[00:22:25.000 --> 00:22:28.000]  葛培里牧師就覺得有點奇怪
[00:22:28.000 --> 00:22:30.000]  教會信的
[00:22:30.000 --> 00:22:34.000]  因為我們的信經有寫
[00:22:34.000 --> 00:22:37.000]  甘迺迪總統就覺得奇怪
[00:22:37.000 --> 00:22:41.000]  為什麼教會裏面沒有人說
[00:22:41.000 --> 00:22:46.000]  沒有人提耶穌第二次會再回來
[00:22:46.000 --> 00:22:48.000]  就是因為沒有人說
[00:22:48.000 --> 00:22:49.000]  我不太肯定
[00:22:49.000 --> 00:22:51.000]  所以我想問問你
[00:22:51.000 --> 00:22:58.000]  於是葛培里牧師就將耶穌釘十字架的救恩
[00:22:58.000 --> 00:23:01.000]  怎樣從死裏復活
[00:23:01.000 --> 00:23:03.000]  然後他會再回來
[00:23:03.000 --> 00:23:07.000]  這個福音跟他說一次
[00:23:07.000 --> 00:23:10.000]  最後他再加多一句
[00:23:10.000 --> 00:23:13.000]  他說就是因為這樣
[00:23:13.000 --> 00:23:18.000]  世界才能夠有永遠的和平
[00:23:18.000 --> 00:23:22.000]  甘迺迪總統聽完這句說話
[00:23:22.000 --> 00:23:27.000]  他就覺得挺有趣 挺有意思
[00:23:27.000 --> 00:23:31.000]  於是他沉思了一會
[00:23:31.000 --> 00:23:35.000]  接著他就跟葛培里牧師說再見
[00:23:35.000 --> 00:23:38.000]  好 我們找日再談
[00:23:38.000 --> 00:23:41.000]  接著他就開車走
[00:23:41.000 --> 00:23:44.000]  過了幾年 去到1963年
[00:23:44.000 --> 00:23:48.000]  他們兩位才有機會再碰面
[00:23:48.000 --> 00:23:54.000]  在一個國家的早餐祈禱會
[00:23:54.000 --> 00:23:56.000]  又談了幾句
[00:23:56.000 --> 00:24:00.000]  到這個祈禱會完結
[00:24:00.000 --> 00:24:02.000]  又是分道揚鑣
[00:24:02.000 --> 00:24:08.000]  這次甘迺迪總統又抓住葛培里牧師
[00:24:08.000 --> 00:24:14.000]  他說你可不可以跟我回白宮
[00:24:14.000 --> 00:24:17.000]  我還有一點事想問問你
[00:24:17.000 --> 00:24:20.000]  那天葛培里牧師正在發燒
[00:24:20.000 --> 00:24:22.000]  他很不舒服
[00:24:22.000 --> 00:24:25.000]  他就跟總統說
[00:24:25.000 --> 00:24:30.000]  我今天很累 我感冒
[00:24:30.000 --> 00:24:32.000]  我不想傳染你
[00:24:32.000 --> 00:24:37.000]  不如我們遲一點再談
[00:24:37.000 --> 00:24:39.000]  當然 總統很有禮貌
[00:24:39.000 --> 00:24:42.000]  沒理由強人所難
[00:24:42.000 --> 00:24:48.000]  他說好 我們之後再約
[00:24:48.000 --> 00:24:53.000]  他們兩個人最終沒有機會再見
[00:24:53.000 --> 00:24:56.000]  因為在1963年底
[00:24:56.000 --> 00:25:01.000]  甘迺迪總統就遇色身亡
[00:25:01.000 --> 00:25:07.000]  葛培里牧師在他的自傳裡這樣寫
[00:25:07.000 --> 00:25:11.000]  他說 甘迺迪總統開車之前
[00:25:11.000 --> 00:25:14.000]  那一陣的猶豫
[00:25:14.000 --> 00:25:19.000]  還有我在早餐祈禱會見到他
[00:25:19.000 --> 00:25:23.000]  他邀請我去白宮聊天
[00:25:23.000 --> 00:25:29.000]  這兩個片段一直困擾著我
[00:25:29.000 --> 00:25:36.000]  究竟甘迺迪總統當時在想什麼呢
[00:25:36.000 --> 00:25:42.000]  不過很可惜現在太遲了
[00:25:42.000 --> 00:25:49.000]  接著到最後一個段落24至29節
[00:25:49.000 --> 00:25:52.000]  我想請大家一起讀
[00:25:52.000 --> 00:25:54.000]  28節有一個括號
[00:25:54.000 --> 00:25:57.000]  我想大家幫我讀括號裡的字
[00:25:57.000 --> 00:25:58.000]  預備起
[00:25:58.000 --> 00:26:00.000]  保羅這樣分數
[00:26:00.000 --> 00:26:02.000]  菲斯都大聲說
[00:26:02.000 --> 00:26:04.000]  保羅 你癲狂了吧
[00:26:04.000 --> 00:26:06.000]  你的學問太大
[00:26:06.000 --> 00:26:08.000]  反叫你癲狂了
[00:26:08.000 --> 00:26:09.000]  保羅說
[00:26:09.000 --> 00:26:11.000]  菲斯都大人
[00:26:11.000 --> 00:26:13.000]  我不是癲狂
[00:26:13.000 --> 00:26:16.000]  我說的乃是真實明白話
[00:26:16.000 --> 00:26:18.000]  王也曉得這些事
[00:26:18.000 --> 00:26:21.000]  所以我向王放膽直言
[00:26:21.000 --> 00:26:25.000]  我深信這些事沒有一件向王隱藏的
[00:26:25.000 --> 00:26:29.000]  因都不是在背地裡作的
[00:26:29.000 --> 00:26:30.000]  阿基伯王啊
[00:26:30.000 --> 00:26:32.000]  你信先知嗎
[00:26:32.000 --> 00:26:34.000]  我知道你是信的
[00:26:34.000 --> 00:26:36.000]  阿基伯對保羅說
[00:26:36.000 --> 00:26:41.000]  你想小微一勸便叫我作基督徒
[00:26:41.000 --> 00:26:43.000]  或作你這樣勸我
[00:26:43.000 --> 00:26:46.000]  幾乎叫我作基督徒了
[00:26:46.000 --> 00:26:47.000]  保羅說
[00:26:47.000 --> 00:26:50.000]  無論是小勸是多勸
[00:26:50.000 --> 00:26:52.000]  我向神所求的
[00:26:52.000 --> 00:26:54.000]  不但你一個人
[00:26:54.000 --> 00:26:56.000]  就是今天一切聽我的
[00:26:56.000 --> 00:26:58.000]  都要像我一樣
[00:26:58.000 --> 00:27:02.000]  只是不要像我有這些所憐
[00:27:02.000 --> 00:27:08.000]  剛才那番說話一直是和阿基伯王說的
[00:27:08.000 --> 00:27:10.000]  旁邊有人聽
[00:27:10.000 --> 00:27:14.000]  這裡說一起聽的巡撫
[00:27:14.000 --> 00:27:15.000]  菲斯都
[00:27:15.000 --> 00:27:20.000]  其實他不是很熟悉猶太人的宗教
[00:27:20.000 --> 00:27:21.000]  不了解的
[00:27:21.000 --> 00:27:24.000]  不過他仍然越聽越怒氣
[00:27:24.000 --> 00:27:30.000]  於是他在第24節就要插嘴了
[00:27:30.000 --> 00:27:33.000]  這裡經文說
[00:27:33.000 --> 00:27:35.000]  保羅這樣分數
[00:27:35.000 --> 00:27:37.000]  菲斯都大聲說
[00:27:37.000 --> 00:27:39.000]  保羅你癲狂了吧
[00:27:39.000 --> 00:27:41.000]  你的學問太大
[00:27:41.000 --> 00:27:43.000]  反叫你癲狂了
[00:27:43.000 --> 00:27:47.000]  雖然菲斯都不太清楚
[00:27:47.000 --> 00:27:49.000]  不過他一直聽
[00:27:49.000 --> 00:27:53.000]  仍然知道保羅這個人是有實力的
[00:27:53.000 --> 00:27:58.000]  看出他對於舊約律法的精闢見解
[00:27:58.000 --> 00:28:01.000]  不過他作為一個局外人
[00:28:01.000 --> 00:28:03.000]  他不認同拒絕
